Orthogroup	schistosoma_rodhaini	schistosoma_bovis
OG0002809	SRDH2_83920.1	SBOV2_80870.1, SBOV2_80870.2
OG0002810	SRDH2_32380.1, SRDH2_32380.2, SRDH2_32380.3	SBOV2_32880.1
OG0002811	SRDH2_22220.1	SBOV2_21250.1
OG0002812	SRDH2_88740.1, SRDH2_88740.2	SBOV2_85060.1
OG0002813	SRDH2_79750.1, SRDH2_79750.2, SRDH2_79750.5, SRDH2_79750.6, SRDH2_79750.8, SRDH2_79750.10, SRDH2_79750.11, SRDH2_79750.3, SRDH2_79750.4, SRDH2_79750.7, SRDH2_79750.9	SBOV2_76850.1, SBOV2_76850.2, SBOV2_76850.3
OG0002814	SRDH2_24080.1, SRDH2_24080.2, SRDH2_24080.3, SRDH2_24080.4, SRDH2_24080.5, SRDH2_24080.6, SRDH2_24080.7, SRDH2_24080.9, SRDH2_24080.8	SBOV2_23190.1
OG0002815	SRDH2_65070.1, SRDH2_65090.1, SRDH2_65030.1	SBOV2_62990.3, SBOV2_62990.1, SBOV2_62990.2, SBOV2_63020.1
OG0002816	SRDH2_19980.1	SBOV2_18990.2
OG0002817	SRDH2_37670.1	SBOV2_30380.1
OG0002818	SRDH2_77240.1	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3
OG0002819	SRDH2_70530.1, SRDH2_70530.2	SBOV2_68130.2, SBOV2_68130.1
OG0002820	SRDH2_76550.1	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3
OG0002821	SRDH2_4340.1	SBOV2_4320.1, SBOV2_4320.2
OG0002822	SRDH2_10100.1, SRDH2_10100.2	SBOV2_9600.3, SBOV2_9600.4, SBOV2_9600.1, SBOV2_9600.2
OG0002823	SRDH2_15610.3, SRDH2_15610.1, SRDH2_15610.2	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2
OG0002824	SRDH2_1960.2, SRDH2_1960.3, SRDH2_1960.1, SRDH2_1960.4, SRDH2_1960.5	SBOV2_1960.1
OG0002825	SRDH2_49450.1, SRDH2_49450.2	SBOV2_48110.2, SBOV2_48110.1
OG0002826	SRDH2_41020.1	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7
OG0002827	SRDH2_27670.5, SRDH2_27670.1, SRDH2_27670.2, SRDH2_27670.3, SRDH2_27670.4	SBOV2_40320.1
OG0002828	SRDH2_28490.1	SBOV2_39500.1, SBOV2_39490.1
OG0002829	SRDH2_62270.4, SRDH2_62270.5, SRDH2_62270.1, SRDH2_62270.3, SRDH2_62270.2	SBOV2_60260.1
OG0002830	SRDH2_24040.1	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3
OG0002831	SRDH2_16130.3, SRDH2_16130.4, SRDH2_16130.2, SRDH2_16130.1	SBOV2_15240.1
OG0002832	SRDH2_83510.1, SRDH2_83510.2	SBOV2_80540.2, SBOV2_80540.1
OG0002833	SRDH2_58260.1	SBOV2_56110.1, SBOV2_56110.2
OG0002834	SRDH2_3660.1	SBOV2_3620.1, SBOV2_3620.2
OG0002835	SRDH2_94370.1, SRDH2_94370.3, SRDH2_94370.2	SBOV2_90580.1
OG0002836	SRDH2_25990.1, SRDH2_25990.2	SBOV2_25110.2, SBOV2_25110.3, SBOV2_25110.1, SBOV2_25110.4
OG0002837	SRDH2_16140.1, SRDH2_16140.3, SRDH2_16140.4, SRDH2_16140.2, SRDH2_16140.5	SBOV2_15250.1
OG0002838	SRDH2_13020.1	SBOV2_13550.1, SBOV2_13550.2
OG0002839	SRDH2_74230.1	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4
OG0002840	SRDH2_94140.4, SRDH2_94140.5, SRDH2_94140.1, SRDH2_94140.2, SRDH2_94140.3	SBOV2_90340.1
OG0002841	SRDH2_51760.1	SBOV2_54780.1, SBOV2_54770.2, SBOV2_54770.3, SBOV2_54770.5, SBOV2_54770.4
OG0002842	SRDH2_73940.1	SBOV2_71060.1
OG0002843	SRDH2_26540.1	SBOV2_41420.1
OG0002844	SRDH2_68540.1	SBOV2_67110.1
OG0002845	SRDH2_11260.1	SBOV2_10660.1
OG0002846	SRDH2_20200.2, SRDH2_20200.1, SRDH2_20200.3	SBOV2_19220.1, SBOV2_19220.2
OG0002847	SRDH2_59190.3, SRDH2_59190.2, SRDH2_59190.1, SRDH2_59190.4, SRDH2_59190.5, SRDH2_59190.6, SRDH2_59190.7	SBOV2_57340.1, SBOV2_57340.2
OG0002848	SRDH2_62780.1	SBOV2_60810.1
OG0002849	SRDH2_12940.1	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4
OG0002850	SRDH2_67140.1	SBOV2_64360.1
OG0002851	SRDH2_93050.1	SBOV2_88490.1
OG0002852	SRDH2_12810.1	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3
OG0002853	SRDH2_75040.1	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3
OG0002854	SRDH2_32180.1	SBOV2_33110.1
OG0002855	SRDH2_17570.1	SBOV2_16630.2
OG0002856	SRDH2_52670.1, SRDH2_52670.4, SRDH2_52670.2, SRDH2_52670.3, SRDH2_52670.5, SRDH2_52670.6	SBOV2_52210.1
OG0002857	SRDH2_64660.1, SRDH2_64650.1	SBOV2_62690.1
OG0002858	SRDH2_10350.1, SRDH2_10350.2, SRDH2_10350.3	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3
OG0002859	SRDH2_64300.1	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5
OG0002860	SRDH2_79330.1	SBOV2_76430.2, SBOV2_76430.1
OG0002861	SRDH2_90840.2, SRDH2_90840.1, SRDH2_90840.3	SBOV2_87170.1
OG0002862	SRDH2_67590.1	SBOV2_64760.1
OG0002863	SRDH2_17830.1	SBOV2_16850.1
OG0002863	SRDH2_17840.1	SBOV2_16860.1
OG0002864	SRDH2_54760.2, SRDH2_54760.1	SBOV2_51780.1
OG0002865	SRDH2_11080.1, SRDH2_11070.1	SBOV2_10480.1
OG0002866	SRDH2_33350.1	SBOV2_31900.1, SBOV2_31900.2
OG0002867	SRDH2_3870.1	SBOV2_3820.1
OG0002868	SRDH2_90280.1, SRDH2_90280.2	SBOV2_86290.1, SBOV2_86290.2
OG0002869	SRDH2_2100.1	SBOV2_2090.1
OG0002870	SRDH2_48290.1	SBOV2_46860.1, SBOV2_46860.2
OG0002871	SRDH2_45410.1	SBOV2_44300.1
OG0002872	SRDH2_50360.1	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2
OG0002873	SRDH2_94840.1	SBOV2_90870.1
OG0002874	SRDH2_39790.3, SRDH2_39790.1, SRDH2_39790.2	SBOV2_28170.1, SBOV2_28170.2
OG0002875	SRDH2_52100.1	SBOV2_54400.1
OG0002876	SRDH2_74780.1	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3
OG0002877	SRDH2_62220.2, SRDH2_62220.3, SRDH2_62220.1, SRDH2_62220.4, SRDH2_62220.5	SBOV2_60210.1
OG0002878	SRDH2_65450.1	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3
OG0002880	SRDH2_22160.1	SBOV2_21190.1
OG0002881	SRDH2_60800.1	SBOV2_58740.1
OG0002882	SRDH2_18780.1	SBOV2_17750.1
OG0002882	SRDH2_18790.1, SRDH2_18790.2	SBOV2_17760.1
OG0002883	SRDH2_52210.1	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3
OG0002884	SRDH2_67410.1	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2
OG0002885	SRDH2_47530.3, SRDH2_47530.1, SRDH2_47530.2	SBOV2_46120.1, SBOV2_46120.2
OG0002886	SRDH2_76240.1, SRDH2_76240.2	SBOV2_73540.1
OG0002889	SRDH2_84370.1	SBOV2_81300.4, SBOV2_81300.3, SBOV2_81300.1, SBOV2_81310.1, SBOV2_81300.2, SBOV2_81300.5, SBOV2_81300.6
OG0002890	SRDH2_28090.1, SRDH2_28090.2, SRDH2_28090.3	SBOV2_39900.1, SBOV2_39900.2, SBOV2_39900.3, SBOV2_39900.4, SBOV2_39900.5
OG0002892	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2	SBOV2_75450.1, SBOV2_75440.1
OG0002893	SRDH2_8660.1	SBOV2_8300.1, SBOV2_8300.2
OG0002894	SRDH2_84360.1, SRDH2_84360.2	SBOV2_81270.1
OG0002895	SRDH2_97190.1	SBOV2_92850.1
OG0002895	SRDH2_98550.1, SRDH2_98550.2, SRDH2_98550.3	SBOV2_94170.3, SBOV2_94170.4, SBOV2_94170.1, SBOV2_94170.2
OG0002896	SRDH2_25060.1	SBOV2_24110.1
OG0002897	SRDH2_25580.1	SBOV2_24740.1, SBOV2_24740.2
OG0002902	SRDH2_39460.1, SRDH2_39460.2, SRDH2_39460.3	SBOV2_28480.3, SBOV2_28480.2, SBOV2_28480.1
OG0002903	SRDH2_73880.1	SBOV2_71110.1
OG0002904	SRDH2_22390.1	SBOV2_21720.1
OG0002905	SRDH2_69820.1, SRDH2_69820.2	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2
OG0002906	SRDH2_29410.1, SRDH2_29410.2	SBOV2_38570.1
OG0002907	SRDH2_5490.1, SRDH2_5490.2	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3
OG0002908	SRDH2_70560.1	SBOV2_68100.1, SBOV2_68100.2
OG0002909	SRDH2_83470.1	SBOV2_80500.1, SBOV2_80500.2, SBOV2_80500.3, SBOV2_80500.4, SBOV2_80500.5, SBOV2_80500.6
OG0002910	SRDH2_19010.10, SRDH2_19010.6, SRDH2_19010.5, SRDH2_19010.8, SRDH2_19010.4, SRDH2_19010.7, SRDH2_19010.3, SRDH2_19010.2, SRDH2_19010.9	SBOV2_18000.1
OG0002912	SRDH2_67130.1	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2
OG0002914	SRDH2_16920.1, SRDH2_16920.2, SRDH2_16920.3	SBOV2_15990.1
OG0002915	SRDH2_79360.1	SBOV2_76480.1
OG0002916	SRDH2_17890.1	SBOV2_16910.1, SBOV2_16910.2
OG0002917	SRDH2_23290.1, SRDH2_23290.2	SBOV2_22490.1
OG0002918	SRDH2_83480.4, SRDH2_83480.1, SRDH2_83480.6, SRDH2_83480.3, SRDH2_83480.2	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1
OG0002919	SRDH2_89220.1, SRDH2_88490.1, SRDH2_88480.1	SBOV2_85220.1
OG0002920	SRDH2_43260.1, SRDH2_43260.3, SRDH2_43260.4, SRDH2_43260.5, SRDH2_43260.2	SBOV2_42140.1, SBOV2_42150.1
OG0002921	SRDH2_98400.1, SRDH2_98400.2	SBOV2_94060.1, SBOV2_94060.2
OG0002922	SRDH2_78370.1	SBOV2_75520.3, SBOV2_75520.2, SBOV2_75520.1
OG0002923	SRDH2_62390.1	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1
OG0002924	SRDH2_13740.1, SRDH2_13710.1, SRDH2_13710.2	SBOV2_11650.1
OG0002925	SRDH2_14490.2, SRDH2_14490.1, SRDH2_14490.4, SRDH2_14490.5, SRDH2_14490.3	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2
OG0002926	SRDH2_38140.1	SBOV2_96370.1
OG0002927	SRDH2_9930.1	SBOV2_9450.1, SBOV2_9450.2, SBOV2_9450.3, SBOV2_9450.4, SBOV2_9450.5, SBOV2_9450.6, SBOV2_9450.7
OG0002928	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4	SBOV2_74070.1
OG0002929	SRDH2_21830.1	SBOV2_21990.1
OG0002930	SRDH2_40750.1	SBOV2_27290.1
OG0002931	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5	SBOV2_1970.1
OG0002932	SRDH2_45300.1	SBOV2_44180.1
OG0002932	SRDH2_45290.1, SRDH2_45290.2	SBOV2_44170.1
OG0002933	SRDH2_40460.1	SBOV2_27550.1
OG0002934	SRDH2_96550.2, SRDH2_96550.1	SBOV2_92190.1
OG0002935	SRDH2_66310.1, SRDH2_66310.2	SBOV2_65380.1
OG0002936	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2	SBOV2_46060.1
OG0002937	SRDH2_39030.1, SRDH2_39030.2, SRDH2_39030.3	SBOV2_28870.1
OG0002938	SRDH2_81090.1	SBOV2_78160.1
OG0002939	SRDH2_15100.1	SBOV2_12850.1
OG0002940	SRDH2_48820.1, SRDH2_48820.2	SBOV2_47400.4, SBOV2_47400.3, SBOV2_47400.1, SBOV2_47400.2
OG0002941	SRDH2_56070.1	SBOV2_50520.1
OG0002941	SRDH2_56080.1	SBOV2_50510.1
OG0002942	SRDH2_80350.1	SBOV2_77480.1
OG0002942	SRDH2_80340.1	SBOV2_77460.1
OG0002943	SRDH2_80370.1	SBOV2_77510.1, SBOV2_77510.2, SBOV2_77510.4, SBOV2_77510.3
OG0002944	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5	SBOV2_16960.1
OG0002945	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7	SBOV2_76800.1, SBOV2_76800.2
OG0002946	SRDH2_19160.1, SRDH2_19160.2	SBOV2_18150.1, SBOV2_18150.2, SBOV2_18150.3
OG0002947	SRDH2_93220.1	SBOV2_88650.1, SBOV2_88660.1, SBOV2_88650.2, SBOV2_88650.3
OG0002948	SRDH2_62150.1	SBOV2_60130.1
OG0002949	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2	SBOV2_33560.2, SBOV2_33560.1, SBOV2_33560.3
OG0002950	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3	SBOV2_69540.1
OG0002951	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5	SBOV2_29860.1, SBOV2_29860.2
OG0002952	SRDH2_51430.1, SRDH2_51440.1, SRDH2_51440.2	SBOV2_49770.1
OG0002953	SRDH2_3370.1	SBOV2_3330.1, SBOV2_3330.2, SBOV2_3330.3, SBOV2_3330.4
OG0002954	SRDH2_61620.1, SRDH2_61620.2	SBOV2_59600.1
OG0002955	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4	SBOV2_72900.2, SBOV2_72900.1
OG0002956	SRDH2_98130.1	SBOV2_93790.1
OG0002957	SRDH2_72190.1, SRDH2_72190.3, SRDH2_72190.2	SBOV2_69640.1, SBOV2_69640.4, SBOV2_69640.3, SBOV2_69640.2
OG0002958	SRDH2_69330.1, SRDH2_69330.2	SBOV2_66430.1, SBOV2_66430.2
OG0002959	SRDH2_90300.1, SRDH2_90300.2, SRDH2_90300.3	SBOV2_86270.1, SBOV2_86270.2
OG0002960	SRDH2_49430.1	SBOV2_48070.3, SBOV2_48070.4, SBOV2_48070.1, SBOV2_48070.2
OG0002961	SRDH2_19590.1	SBOV2_18590.1
OG0002962	SRDH2_69790.1	SBOV2_66010.1
OG0002963	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1	SBOV2_13640.4, SBOV2_13640.1, SBOV2_13640.2, SBOV2_13640.3
OG0002964	SRDH2_25530.1	SBOV2_24690.1, SBOV2_24690.2
OG0002965	SRDH2_95600.1	SBOV2_91460.1, SBOV2_91460.3, SBOV2_91460.2
OG0002966	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4	SBOV2_43270.1
OG0002967	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2	SBOV2_60690.1
OG0002968	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3	SBOV2_18800.1, SBOV2_18800.2
OG0002969	SRDH2_53300.1	SBOV2_52840.1
OG0002970	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3	SBOV2_9720.1
OG0002971	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2	SBOV2_62590.4, SBOV2_62590.2, SBOV2_62590.5, SBOV2_62590.3, SBOV2_62590.1
OG0002972	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17	SBOV2_61310.1, SBOV2_61310.3, SBOV2_61310.4, SBOV2_61310.2
OG0002973	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1	SBOV2_47890.1
OG0002974	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3	SBOV2_35130.3, SBOV2_35130.1, SBOV2_35130.2
OG0002975	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1	SBOV2_29440.1
OG0002976	SRDH2_65110.1, SRDH2_65110.2	SBOV2_63040.1, SBOV2_63040.2, SBOV2_63040.3, SBOV2_63040.4, SBOV2_63040.5, SBOV2_63040.6
OG0002977	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4	SBOV2_7430.1, SBOV2_7430.2, SBOV2_7430.3, SBOV2_7430.4
OG0002979	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4	SBOV2_21160.1, SBOV2_21160.2
OG0002980	SRDH2_29730.1	SBOV2_38260.1
OG0002981	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2	SBOV2_74280.1
OG0002982	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1	SBOV2_51910.2, SBOV2_51910.3, SBOV2_51910.1
OG0002983	SRDH2_25090.1, SRDH2_25090.2	SBOV2_24140.2, SBOV2_24140.1, SBOV2_24140.4, SBOV2_24140.3
OG0002984	SRDH2_14710.1	SBOV2_12550.2, SBOV2_12550.3, SBOV2_12550.1, SBOV2_12550.4, SBOV2_12550.5
OG0002985	SRDH2_2200.1	SBOV2_2180.1
OG0002986	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5	SBOV2_9800.1
OG0002988	SRDH2_96360.1, SRDH2_96360.2	SBOV2_91520.1
OG0002989	SRDH2_50180.1	SBOV2_48770.1, SBOV2_48770.2
OG0002990	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5	SBOV2_80100.1
OG0002991	SRDH2_36570.3, SRDH2_36570.4	SBOV2_35640.4, SBOV2_35640.3
OG0002991	SRDH2_36570.1	SBOV2_35640.2, SBOV2_35640.1
OG0002992	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2	SBOV2_75000.6, SBOV2_75000.2, SBOV2_75000.5, SBOV2_75000.1, SBOV2_75000.3, SBOV2_75000.4
OG0002993	SRDH2_86510.1, SRDH2_86510.2	SBOV2_83180.1
OG0002994	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5	SBOV2_18780.1
OG0002995	SRDH2_93750.1	SBOV2_89130.1
OG0002996	SRDH2_15440.1	SBOV2_14590.1, SBOV2_14590.2
OG0002997	SRDH2_38340.1	SBOV2_33290.1
OG0002998	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1	SBOV2_43830.1
OG0002999	SRDH2_62000.1	SBOV2_60000.1, SBOV2_60000.2, SBOV2_60000.3
OG0003000	SRDH2_27420.1	SBOV2_40510.4, SBOV2_40510.1, SBOV2_40510.5, SBOV2_40510.2, SBOV2_40510.3
OG0003001	SRDH2_27370.1	SBOV2_40590.1, SBOV2_40590.2
OG0003002	SRDH2_20040.1	SBOV2_19050.2, SBOV2_19050.3, SBOV2_19050.4, SBOV2_19050.1, SBOV2_19050.5
OG0003003	SRDH2_97080.1	SBOV2_92700.1
OG0003004	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4	SBOV2_74180.1, SBOV2_74180.2
OG0003005	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4	SBOV2_51610.1, SBOV2_51610.2
OG0003006	SRDH2_88090.1	SBOV2_84160.2, SBOV2_84160.1
OG0003007	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4	SBOV2_60720.1, SBOV2_60720.2, SBOV2_60720.3
OG0003008	SRDH2_36530.1	SBOV2_35590.1
OG0003009	SRDH2_6590.1	SBOV2_6460.3, SBOV2_6460.1, SBOV2_6460.2
OG0003010	SRDH2_74910.1	SBOV2_70140.1
OG0003011	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4	SBOV2_37250.2, SBOV2_37250.1
OG0003012	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3
OG0003013	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3	SBOV2_77310.1
OG0003014	SRDH2_86720.1	SBOV2_83420.1, SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3
OG0003015	SRDH2_43650.1	SBOV2_42630.1, SBOV2_42620.1
OG0003016	SRDH2_77430.1	SBOV2_74680.2, SBOV2_74680.1
OG0003017	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5	SBOV2_49650.1
OG0003018	SRDH2_97910.1	SBOV2_93570.1
OG0003019	SRDH2_76410.1, SRDH2_76410.2	SBOV2_73710.1, SBOV2_73710.2
OG0003020	SRDH2_29170.1	SBOV2_38820.1, SBOV2_38820.2
OG0003021	SRDH2_86750.1	SBOV2_83460.1
OG0003022	SRDH2_25300.1, SRDH2_25300.2	SBOV2_24420.1, SBOV2_24420.2
OG0003023	SRDH2_86670.1, SRDH2_86670.2	SBOV2_83370.2, SBOV2_83370.1
OG0003024	SRDH2_79760.1	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3
OG0003025	SRDH2_37930.1	SBOV2_30670.1
OG0003026	SRDH2_35130.1	SBOV2_34440.1
OG0003027	SRDH2_17160.1	SBOV2_16220.1
OG0003028	SRDH2_10410.1, SRDH2_10400.1	SBOV2_9830.2, SBOV2_9830.1
OG0003029	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3	SBOV2_81130.1
OG0003030	SRDH2_19990.1	SBOV2_19000.1, SBOV2_19000.2
OG0003031	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3	SBOV2_64060.1
OG0003032	SRDH2_60540.1	SBOV2_58480.1
OG0003033	SRDH2_47620.1	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4
OG0003034	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3	SBOV2_81560.1, SBOV2_81560.2
OG0003036	SRDH2_86840.1, SRDH2_86840.2	SBOV2_83560.1, SBOV2_83580.1, SBOV2_83600.1, SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2
OG0003037	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5	SBOV2_78580.2, SBOV2_78580.1
OG0003038	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3
OG0003039	SRDH2_46930.1	SBOV2_45370.1
OG0003040	SRDH2_30460.1	SBOV2_37580.1
OG0003041	SRDH2_34860.1	SBOV2_34740.1
OG0003042	SRDH2_41090.3, SRDH2_41090.4, SRDH2_41090.5, SRDH2_41090.6, SRDH2_41090.1, SRDH2_41090.2, SRDH2_41090.7	SBOV2_26990.1
OG0003043	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1	SBOV2_47230.1
OG0003044	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2	SBOV2_7660.1
OG0003045	SRDH2_52600.1	SBOV2_53910.1
OG0003046	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6	SBOV2_53900.1
OG0003047	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3	SBOV2_12680.1
OG0003048	SRDH2_46230.1, SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1	SBOV2_45020.1
OG0003049	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1	SBOV2_45010.2, SBOV2_45010.1
OG0003050	SRDH2_80490.1, SRDH2_80490.2	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2
OG0003051	SRDH2_24810.1	SBOV2_23890.1
OG0003052	SRDH2_67200.1	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4
OG0003053	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3
OG0003054	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3	SBOV2_8670.1
OG0003055	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4
OG0003056	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5	SBOV2_8560.1, SBOV2_8560.2
OG0003057	SRDH2_64920.1	SBOV2_62890.1
OG0003058	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3
OG0003059	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3	SBOV2_31680.1
OG0003060	SRDH2_54070.1, SRDH2_54070.2	SBOV2_53590.1, SBOV2_53580.1
OG0003061	SRDH2_84210.1, SRDH2_84210.2	SBOV2_81160.1, SBOV2_81160.2, SBOV2_81160.3
OG0003062	SRDH2_92910.1, SRDH2_92910.2	SBOV2_88360.1, SBOV2_88360.2
OG0003064	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3	SBOV2_7640.1
OG0003065	SRDH2_22190.1	SBOV2_21230.1
OG0003066	SRDH2_97400.2, SRDH2_97400.1	SBOV2_93050.2, SBOV2_93050.1
OG0003067	SRDH2_25260.1	SBOV2_24340.2
OG0003068	SRDH2_78700.1	SBOV2_75830.1
