Orthogroup	s.mekongi	fasciola_hepatica
OG0003941	KAK4467508.1, KAK4475708.1, KAK4467507.1, KAK4475709.1	FhHiC23_g12814.t1
OG0003942	KAK4469602.1	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3
OG0003943	KAK4469164.1	FhHiC23_g568.t1
OG0003944	KAK4469175.1	FhHiC23_g567.t3, FhHiC23_g567.t1, FhHiC23_g567.t2
OG0003945	KAK4468739.1	FhHiC23_g16225.t1, FhHiC23_g16225.t2
OG0003946	KAK4473182.1	FhHiC23_g9282.t1, FhHiC23_g9283.t1
OG0003947	KAK4473629.1	FhHiC23_g14217.t1
OG0003948	KAK4469790.1	FhHiC23_g2377.t1
OG0003949	KAK4469896.1	FhHiC23_g3911.t1, FhHiC23_g938.t1
OG0003950	KAK4475967.1	FhHiC23_g13612.t1, FhHiC23_g13612.t2
OG0003951	KAK4469318.1	FhHiC23_g2253.t2, FhHiC23_g2253.t1
OG0003952	KAK4468515.1	FhHiC23_g15874.t1, FhHiC23_g15874.t2
OG0003953	KAK4467979.1	FhHiC23_g3942.t1
OG0003954	KAK4471945.1	FhHiC23_g8176.t1
OG0003955	KAK4469215.1	FhHiC23_g1279.t1, FhHiC23_g1279.t2
OG0003956	KAK4471678.1	FhHiC23_g7414.t1
OG0003957	KAK4474161.1	FhHiC23_g5014.t1
OG0003958	KAK4472852.1	FhHiC23_g9612.t1, FhHiC23_g9612.t2
OG0003959	KAK4474422.1	FhHiC23_g12599.t1, FhHiC23_g12599.t2
OG0003960	KAK4469154.1	FhHiC23_g1332.t1
OG0003961	KAK4468327.1	FhHiC23_g4128.t1, FhHiC23_g4128.t2
OG0003962	KAK4472497.1	FhHiC23_g5360.t3, FhHiC23_g5360.t1, FhHiC23_g5360.t2
OG0003963	KAK4475106.1	FhHiC23_g7945.t1, FhHiC23_g7945.t2
OG0003964	KAK4474297.1	FhHiC23_g10733.t1
OG0003965	KAK4473090.1	FhHiC23_g10355.t1
OG0003966	KAK4476122.1	FhHiC23_g12934.t1
OG0003967	KAK4473470.1	FhHiC23_g13898.t1
OG0003968	KAK4475622.1	FhHiC23_g11263.t1
OG0003969	KAK4468012.1, KAK4468013.1	FhHiC23_g3657.t1, FhHiC23_g13570.t1
OG0003970	KAK4468794.1	FhHiC23_g4381.t1, FhHiC23_g4377.t1, FhHiC23_g4380.t1, FhHiC23_g4377.t2
OG0003971	KAK4471664.1	FhHiC23_g7799.t1
OG0003972	KAK4472667.1	FhHiC23_g5505.t1
OG0003973	KAK4467846.1	FhHiC23_g9620.t1
OG0003974	KAK4469368.1	FhHiC23_g1045.t1
OG0003975	KAK4473769.1	FhHiC23_g4795.t2, FhHiC23_g4795.t1
OG0003976	KAK4473229.1	FhHiC23_g8968.t1
OG0003977	KAK4469352.1	FhHiC23_g80.t1, FhHiC23_g80.t2
OG0003978	KAK4469559.1	FhHiC23_g994.t1
OG0003979	KAK4474501.1	FhHiC23_g12098.t1
OG0003980	KAK4467547.1, KAK4467936.1	FhHiC23_g9323.t3, FhHiC23_g9323.t2
OG0003981	KAK4473321.1	FhHiC23_g9796.t1, FhHiC23_g9796.t2
OG0003982	KAK4471286.1	FhHiC23_g7100.t1
OG0003983	KAK4471914.1	FhHiC23_g7970.t1
OG0003984	KAK4476165.1	FhHiC23_g11216.t1
OG0003985	KAK4471256.1	FhHiC23_g7156.t1, FhHiC23_g7156.t2
OG0003986	KAK4471328.1	FhHiC23_g8606.t1
OG0003987	KAK4476110.1	FhHiC23_g13606.t1, FhHiC23_g13606.t2
OG0003988	KAK4473896.1	FhHiC23_g5364.t1, FhHiC23_g5364.t2
OG0003989	KAK4472114.1	FhHiC23_g8454.t1
OG0003990	KAK4469283.1	FhHiC23_g1962.t1
OG0003991	KAK4474615.1	FhHiC23_g10829.t2, FhHiC23_g10828.t1, FhHiC23_g10829.t1
OG0003992	KAK4472657.1	FhHiC23_g5999.t1
OG0003993	KAK4470689.1	FhHiC23_g2268.t1
OG0003994	KAK4472917.1	FhHiC23_g14031.t1
OG0003995	KAK4468709.1	FhHiC23_g16348.t1
OG0003996	KAK4469899.1	FhHiC23_g2229.t1, FhHiC23_g2229.t2
OG0003997	KAK4474959.1	FhHiC23_g10999.t1
OG0003998	KAK4474572.1	FhHiC23_g11392.t1, FhHiC23_g11392.t2, FhHiC23_g11392.t3
OG0003999	KAK4475491.1	FhHiC23_g15452.t2, FhHiC23_g15452.t1
OG0004001	KAK4469040.1	FhHiC23_g1948.t1
OG0004002	KAK4470685.1	FhHiC23_g3298.t1
OG0004003	KAK4472380.1	FhHiC23_g4627.t1
OG0004004	KAK4469995.1	FhHiC23_g3215.t1
OG0004005	KAK4473927.1	FhHiC23_g14276.t1
OG0004006	KAK4472502.1	FhHiC23_g5446.t1
OG0004007	KAK4470223.1	FhHiC23_g860.t1
OG0004008	KAK4473266.1	FhHiC23_g9123.t1
OG0004010	KAK4473369.1	FhHiC23_g9071.t1, FhHiC23_g9071.t2
OG0004011	KAK4470397.1	FhHiC23_g11545.t1, FhHiC23_g11545.t2
OG0004012	KAK4469361.1	FhHiC23_g963.t1
OG0004013	KAK4471273.1	FhHiC23_g7145.t1
OG0004014	KAK4468149.1	FhHiC23_g4009.t1
OG0004015	KAK4467698.1	FhHiC23_g9164.t1
OG0004016	KAK4474609.1	FhHiC23_g12732.t1
OG0004017	KAK4476193.1	FhHiC23_g11650.t1
OG0004018	KAK4468809.1	FhHiC23_g16434.t1
OG0004019	KAK4468780.1, KAK4468779.1	FhHiC23_g15870.t1
OG0004021	KAK4468936.1	FhHiC23_g16096.t1, FhHiC23_g16096.t2
OG0004022	KAK4468656.1	FhHiC23_g16243.t1
OG0004023	KAK4471855.1	FhHiC23_g6839.t1
OG0004024	KAK4476065.1	FhHiC23_g13360.t2, FhHiC23_g13360.t3, FhHiC23_g13360.t1
OG0004025	KAK4475412.1	FhHiC23_g15034.t1, FhHiC23_g15034.t2
OG0004026	KAK4473800.1	FhHiC23_g6316.t2, FhHiC23_g6316.t1
OG0004028	KAK4473590.1	FhHiC23_g14666.t1, FhHiC23_g14666.t2
OG0004029	KAK4470131.1	FhHiC23_g1640.t1
OG0004030	KAK4475164.1	FhHiC23_g15274.t1
OG0004032	KAK4474545.1	FhHiC23_g13264.t1, FhHiC23_g13264.t2
OG0004033	KAK4473651.1	FhHiC23_g5196.t1
OG0004034	KAK4468481.1	FhHiC23_g16283.t1
OG0004035	KAK4468602.1	FhHiC23_g16076.t1, FhHiC23_g16076.t2
OG0004036	KAK4473932.1	FhHiC23_g14817.t1
OG0004037	KAK4475722.1	FhHiC23_g12463.t1
OG0004038	KAK4469570.1	FhHiC23_g447.t1
OG0004039	KAK4470809.1	FhHiC23_g1291.t1, FhHiC23_g1291.t2
OG0004040	KAK4469334.1	FhHiC23_g1812.t1
OG0004042	KAK4471647.1	FhHiC23_g7623.t1, FhHiC23_g7623.t2
OG0004043	KAK4475985.1	FhHiC23_g10971.t1
OG0004044	KAK4473365.1	FhHiC23_g9069.t1, FhHiC23_g9069.t2
OG0004045	KAK4475090.1, KAK4474988.1	FhHiC23_g13561.t1
OG0004046	KAK4476262.1	FhHiC23_g12717.t1, FhHiC23_g12717.t2
OG0004047	KAK4473496.1, KAK4473495.1	FhHiC23_g13875.t1
OG0004048	KAK4471862.1	FhHiC23_g8346.t1, FhHiC23_g8346.t2
OG0004049	KAK4467760.1	FhHiC23_g9010.t1, FhHiC23_g9010.t2
OG0004050	KAK4470793.1	FhHiC23_g759.t1
OG0004051	KAK4471436.1	FhHiC23_g7303.t1
OG0004053	KAK4468949.1	FhHiC23_g16372.t2, FhHiC23_g16372.t1
OG0004054	KAK4470150.1	FhHiC23_g871.t1
OG0004055	KAK4474528.1, KAK4474529.1	FhHiC23_g3425.t1, FhHiC23_g12092.t1
OG0004056	KAK4469577.1	FhHiC23_g314.t1, FhHiC23_g314.t2
OG0004057	KAK4469234.1	FhHiC23_g926.t2
OG0004058	KAK4470488.1	FhHiC23_g1079.t1
OG0004059	KAK4471827.1	FhHiC23_g8483.t1, FhHiC23_g8483.t2
OG0004060	KAK4475610.1	FhHiC23_g12533.t1, FhHiC23_g12533.t2
OG0004061	KAK4468771.1	FhHiC23_g16374.t1
OG0004062	KAK4468773.1	FhHiC23_g16375.t1
OG0004063	KAK4475911.1	FhHiC23_g13181.t1
OG0004064	KAK4474382.1	FhHiC23_g11375.t1, FhHiC23_g11376.t1, FhHiC23_g11375.t2, FhHiC23_g11376.t2
OG0004065	KAK4474747.1, KAK4474748.1	FhHiC23_g11744.t3
OG0004066	KAK4474883.1	FhHiC23_g15651.t1, FhHiC23_g15651.t3, FhHiC23_g15651.t2
OG0004067	KAK4475257.1	FhHiC23_g15707.t1, FhHiC23_g15707.t2
OG0004068	KAK4470354.1	FhHiC23_g1732.t1, FhHiC23_g1732.t2
OG0004069	KAK4469746.1	FhHiC23_g3015.t1
OG0004071	KAK4475465.1	FhHiC23_g9841.t1
OG0004089	KAK4475210.1	FhHiC23_g11633.t2, FhHiC23_g11633.t1
OG0004090	KAK4468577.1	FhHiC23_g4405.t1, FhHiC23_g4405.t2, FhHiC23_g3969.t2, FhHiC23_g3969.t1
OG0004091	KAK4470132.1	FhHiC23_g2493.t1
OG0004092	KAK4475087.1	FhHiC23_g10691.t1
OG0004093	KAK4470851.1	FhHiC23_g3419.t1
OG0004094	KAK4473562.1	FhHiC23_g14414.t2, FhHiC23_g14414.t1, FhHiC23_g14414.t3
OG0004095	KAK4474917.1	FhHiC23_g11503.t1, FhHiC23_g11503.t2, FhHiC23_g11503.t3
OG0004096	KAK4476129.1	FhHiC23_g12644.t1
OG0004097	KAK4471866.1	FhHiC23_g7213.t1
OG0004098	KAK4469601.1	FhHiC23_g879.t1, FhHiC23_g879.t2
OG0004099	KAK4474926.1	FhHiC23_g13443.t1
OG0004100	KAK4472843.1	FhHiC23_g5824.t1, FhHiC23_g5824.t2
OG0004101	KAK4473394.1	FhHiC23_g14606.t1
OG0004102	KAK4468053.1	FhHiC23_g4048.t2, FhHiC23_g4048.t1
OG0004103	KAK4473811.1	FhHiC23_g5762.t1
OG0004104	KAK4473994.1	FhHiC23_g7916.t1, FhHiC23_g14137.t1
OG0004105	KAK4472940.1	FhHiC23_g9303.t1, FhHiC23_g9303.t3
OG0004106	KAK4467691.1	FhHiC23_g10109.t1
OG0004107	KAK4474811.1	FhHiC23_g11721.t1
OG0004108	KAK4473438.1	FhHiC23_g14304.t1
OG0004109	KAK4473886.1	FhHiC23_g4794.t1
OG0004110	KAK4470669.1	FhHiC23_g1662.t1, FhHiC23_g1662.t2
OG0004111	KAK4467345.1, KAK4470431.1	FhHiC23_g2460.t1
OG0004112	KAK4474903.1	FhHiC23_g11600.t3, FhHiC23_g11600.t1, FhHiC23_g11600.t2
OG0004113	KAK4473362.1	FhHiC23_g10293.t2, FhHiC23_g10293.t1
OG0004114	KAK4469672.1	FhHiC23_g525.t1
OG0004115	KAK4474029.1	FhHiC23_g5776.t1
OG0004116	KAK4468108.1	FhHiC23_g4143.t1, FhHiC23_g4143.t2
OG0004117	KAK4475687.1	FhHiC23_g12607.t2, FhHiC23_g12607.t3, FhHiC23_g12607.t1
OG0004118	KAK4473501.1	FhHiC23_g14038.t1, FhHiC23_g14038.t2
OG0004119	KAK4473260.1	FhHiC23_g9291.t1, FhHiC23_g9291.t2
OG0004120	KAK4472351.1	FhHiC23_g6078.t1
OG0004121	KAK4469699.1	FhHiC23_g3033.t1
OG0004122	KAK4472979.1	FhHiC23_g9267.t1, FhHiC23_g9267.t2
OG0004123	KAK4474787.1	FhHiC23_g11277.t1
OG0004124	KAK4472790.1	FhHiC23_g5138.t1
OG0004125	KAK4470429.1	FhHiC23_g481.t1, FhHiC23_g482.t1
OG0004126	KAK4470405.1	FhHiC23_g1086.t1
OG0004127	KAK4472204.1	FhHiC23_g9559.t1, FhHiC23_g9559.t2
OG0004128	KAK4474879.1, KAK4474880.1	FhHiC23_g15654.t1, FhHiC23_g15654.t2
OG0004129	KAK4469631.1	FhHiC23_g1896.t1
OG0004130	KAK4470228.1	FhHiC23_g1461.t1
OG0004131	KAK4475483.1	FhHiC23_g14955.t1
OG0004132	KAK4468891.1	FhHiC23_g15974.t1
OG0004133	KAK4475507.1	FhHiC23_g15785.t1
OG0004134	KAK4474790.1	FhHiC23_g11452.t1
OG0004135	KAK4472269.1	FhHiC23_g5961.t1, FhHiC23_g5963.t1
OG0004136	KAK4471144.1	FhHiC23_g8156.t1, FhHiC23_g8156.t2
OG0004137	KAK4472403.1	FhHiC23_g5609.t1
OG0004138	KAK4469596.1	FhHiC23_g1951.t1
OG0004139	KAK4472730.1	FhHiC23_g5091.t1, FhHiC23_g5091.t2
OG0004141	KAK4475160.1	FhHiC23_g14977.t1
OG0004142	KAK4468004.1	FhHiC23_g3576.t1
OG0004143	KAK4476289.1	FhHiC23_g12747.t1, FhHiC23_g12747.t2
OG0004144	KAK4472038.1	FhHiC23_g8459.t1
OG0004145	KAK4471729.1	FhHiC23_g8095.t1, FhHiC23_g8511.t1
OG0004146	KAK4472719.1	FhHiC23_g4715.t2, FhHiC23_g4715.t1
OG0004147	KAK4469962.1	FhHiC23_g1416.t2, FhHiC23_g1416.t1
OG0004148	KAK4474606.1, KAK4474605.1	FhHiC23_g11163.t2, FhHiC23_g11163.t1
OG0004149	KAK4475559.1	FhHiC23_g13049.t1
OG0004150	KAK4474908.1	FhHiC23_g12189.t1, FhHiC23_g12189.t2
OG0004151	KAK4469738.1	FhHiC23_g1891.t1
OG0004152	KAK4475260.1	FhHiC23_g15699.t1
OG0004153	KAK4475494.1	FhHiC23_g15714.t1
OG0004154	KAK4476017.1	FhHiC23_g12028.t1
OG0004155	KAK4469315.1	FhHiC23_g801.t1, FhHiC23_g800.t1
OG0004156	KAK4471168.1	FhHiC23_g8380.t1
OG0004157	KAK4475010.1	FhHiC23_g15420.t1, FhHiC23_g15420.t2
OG0004158	KAK4473559.1	FhHiC23_g14503.t1
OG0004159	KAK4471523.1	FhHiC23_g7698.t1
OG0004160	KAK4475868.1	FhHiC23_g12415.t1
OG0004161	KAK4474702.1	FhHiC23_g11110.t1, FhHiC23_g11110.t2
OG0004162	KAK4471030.1	FhHiC23_g6761.t2, FhHiC23_g6761.t1
OG0004163	KAK4470484.1	FhHiC23_g2618.t1
OG0004164	KAK4474400.1	FhHiC23_g13153.t1, FhHiC23_g13153.t2
OG0004165	KAK4474174.1	FhHiC23_g5834.t1
OG0004166	KAK4475840.1	FhHiC23_g12530.t1
OG0004167	KAK4476233.1	FhHiC23_g12528.t1
OG0004168	KAK4468492.1	FhHiC23_g3547.t1, FhHiC23_g3547.t2, FhHiC23_g3545.t1, FhHiC23_g3545.t2
OG0004169	KAK4472617.1	FhHiC23_g5048.t2, FhHiC23_g5048.t1
OG0004170	KAK4470817.1	FhHiC23_g756.t2, FhHiC23_g756.t1
OG0004171	KAK4468663.1	FhHiC23_g16297.t1
OG0004172	KAK4470777.1	FhHiC23_g2828.t1
OG0004173	KAK4472842.1	FhHiC23_g9564.t1
OG0004175	KAK4469422.1	FhHiC23_g1393.t1, FhHiC23_g1393.t2
OG0004176	KAK4474621.1	FhHiC23_g11928.t1, FhHiC23_g11838.t1, FhHiC23_g11928.t2
OG0004177	KAK4468503.1	FhHiC23_g16627.t1
OG0004178	KAK4471108.1	FhHiC23_g8197.t1
OG0004179	KAK4468038.1	FhHiC23_g3608.t1
OG0004180	KAK4471629.1	FhHiC23_g8609.t1
OG0004181	KAK4474567.1, KAK4469045.1	FhHiC23_g11488.t1
OG0004182	KAK4471306.1	FhHiC23_g7282.t2, FhHiC23_g7283.t1, FhHiC23_g7282.t3, FhHiC23_g7282.t1
OG0004183	KAK4468548.1	FhHiC23_g16453.t1
OG0004184	KAK4474439.1	FhHiC23_g11075.t1
OG0004185	KAK4469012.1	FhHiC23_g999.t1, FhHiC23_g999.t2
OG0004186	KAK4468668.1	FhHiC23_g16152.t1, FhHiC23_g16152.t2
OG0004187	KAK4471049.1, KAK4471234.1	FhHiC23_g7544.t1
OG0004188	KAK4468008.1, KAK4468007.1	FhHiC23_g4578.t1, FhHiC23_g4578.t2
OG0004189	KAK4474832.1	FhHiC23_g10838.t2, FhHiC23_g10838.t1
OG0004190	KAK4467744.1	FhHiC23_g9357.t1, FhHiC23_g9357.t2
OG0004191	KAK4467942.1	FhHiC23_g9356.t1
OG0004192	KAK4474922.1	FhHiC23_g11908.t1, FhHiC23_g11908.t2
OG0004193	KAK4468189.1	FhHiC23_g4174.t1, FhHiC23_g4174.t2
OG0004194	KAK4472803.1	FhHiC23_g4621.t1
OG0004195	KAK4475324.1	FhHiC23_g10900.t1, FhHiC23_g10900.t2
OG0004196	KAK4472300.1, KAK4472299.1	FhHiC23_g5926.t1, FhHiC23_g5926.t2
OG0004197	KAK4475428.1	FhHiC23_g15225.t1, FhHiC23_g15225.t2
OG0004198	KAK4468151.1	FhHiC23_g4261.t1
OG0004199	KAK4472063.1	FhHiC23_g7722.t1
OG0004200	KAK4470077.1	FhHiC23_g2586.t1
OG0004201	KAK4471480.1	FhHiC23_g7600.t1, FhHiC23_g7600.t2
OG0004202	KAK4475338.1	FhHiC23_g15776.t1
OG0004203	KAK4470636.1	FhHiC23_g3306.t1, FhHiC23_g3309.t1
OG0004204	KAK4471780.1	FhHiC23_g3430.t1, FhHiC23_g4288.t1, FhHiC23_g4288.t2
OG0004205	KAK4475236.1	FhHiC23_g15468.t1
OG0004206	KAK4468556.1	FhHiC23_g15836.t1
OG0004207	KAK4471124.1, KAK4471125.1, KAK4467523.1	FhHiC23_g7106.t1, FhHiC23_g7106.t3, FhHiC23_g7106.t2
OG0004208	KAK4471533.1	FhHiC23_g7301.t1
OG0004210	KAK4472782.1	FhHiC23_g6110.t1, FhHiC23_g6110.t2
OG0004211	KAK4469803.1	FhHiC23_g1439.t1
OG0004212	KAK4469342.1	FhHiC23_g1821.t1
OG0004213	KAK4469054.1	FhHiC23_g1454.t1
OG0004214	KAK4471119.1	FhHiC23_g13613.t1
OG0004215	KAK4474167.1	FhHiC23_g6403.t1
OG0004216	KAK4473627.1	FhHiC23_g14853.t1, FhHiC23_g14853.t2
OG0004217	KAK4467773.1	FhHiC23_g9450.t2, FhHiC23_g9450.t1
OG0004218	KAK4475560.1	FhHiC23_g12550.t1
OG0004219	KAK4471414.1	FhHiC23_g6941.t1
OG0004220	KAK4475800.1	FhHiC23_g12490.t1
OG0004221	KAK4470238.1	FhHiC23_g2478.t1, FhHiC23_g2478.t2
OG0004222	KAK4472066.1	FhHiC23_g6834.t1
OG0004223	KAK4472276.1	FhHiC23_g6058.t1
OG0004224	KAK4471399.1	FhHiC23_g7968.t1
OG0004225	KAK4469457.1	FhHiC23_g1937.t3, FhHiC23_g1937.t1, FhHiC23_g1937.t2
OG0004226	KAK4473013.1	FhHiC23_g9286.t1
OG0004227	KAK4474713.1	FhHiC23_g12176.t1
OG0004228	KAK4471173.1, KAK4471174.1	FhHiC23_g7019.t1, FhHiC23_g7019.t2
OG0004229	KAK4473278.1	FhHiC23_g9518.t1
OG0004230	KAK4468343.1	FhHiC23_g3458.t2, FhHiC23_g3458.t1, FhHiC23_g3458.t3
OG0004231	KAK4470605.1	FhHiC23_g2639.t1
OG0004233	KAK4469250.1	FhHiC23_g1905.t1
OG0004234	KAK4471335.1	FhHiC23_g7295.t1
OG0004235	KAK4475511.1	FhHiC23_g15784.t1
OG0004236	KAK4471005.1	FhHiC23_g2685.t1
OG0004237	KAK4475380.1	FhHiC23_g15265.t1
OG0004238	KAK4467454.1	FhHiC23_g2646.t1, FhHiC23_g2646.t2
OG0004240	KAK4474176.1	FhHiC23_g5840.t1
OG0004241	KAK4471972.1	FhHiC23_g7628.t1
OG0004242	KAK4469974.1	FhHiC23_g2160.t2, FhHiC23_g2160.t1
OG0004243	KAK4474183.1	FhHiC23_g5102.t1
OG0004244	KAK4472036.1	FhHiC23_g7452.t1
OG0004245	KAK4468638.1	FhHiC23_g16158.t1
OG0004246	KAK4473002.1	FhHiC23_g10344.t2, FhHiC23_g10344.t1, FhHiC23_g10344.t3
OG0004247	KAK4476094.1	FhHiC23_g11293.t1
OG0004248	KAK4475457.1	FhHiC23_g15720.t1
OG0004249	KAK4474377.1	FhHiC23_g11847.t1
OG0004250	KAK4467854.1	FhHiC23_g9016.t1
OG0004251	KAK4469750.1	FhHiC23_g3018.t1
OG0004252	KAK4473913.1	FhHiC23_g10834.t1, FhHiC23_g10834.t2
OG0004253	KAK4468944.1	FhHiC23_g15978.t1, FhHiC23_g15978.t2
OG0004255	KAK4474113.1	FhHiC23_g6335.t1, FhHiC23_g6335.t2
OG0004256	KAK4467505.1, KAK4474689.1	FhHiC23_g5786.t1
OG0004258	KAK4467479.1	FhHiC23_g43.t1
OG0004259	KAK4475383.1	FhHiC23_g15443.t1
OG0004260	KAK4467833.1	FhHiC23_g9681.t1
OG0004261	KAK4467835.1	FhHiC23_g9680.t1
OG0004263	KAK4475691.1	FhHiC23_g13735.t2, FhHiC23_g13735.t1
OG0004264	KAK4469819.1	FhHiC23_g2082.t1
OG0004265	KAK4471150.1, KAK4471149.1	FhHiC23_g2429.t1
OG0004266	KAK4470030.1	FhHiC23_g418.t1
OG0004267	KAK4473231.1	FhHiC23_g9953.t1
OG0004268	KAK4473715.1	FhHiC23_g4810.t1
OG0004269	KAK4471663.1	FhHiC23_g7691.t1, FhHiC23_g7691.t2
OG0004270	KAK4469228.1	FhHiC23_g230.t1
OG0004271	KAK4468221.1	FhHiC23_g3825.t1
OG0004272	KAK4470570.1	FhHiC23_g796.t1, FhHiC23_g796.t2, FhHiC23_g796.t3
OG0004274	KAK4469173.1	FhHiC23_g941.t1
OG0004275	KAK4473884.1	FhHiC23_g14542.t1, FhHiC23_g14542.t2
OG0004276	KAK4475017.1	FhHiC23_g13103.t1, FhHiC23_g15249.t1, FhHiC23_g15249.t2
OG0004277	KAK4475888.1	FhHiC23_g12810.t1
OG0004278	KAK4474175.1	FhHiC23_g5833.t1
OG0004280	KAK4468341.1	FhHiC23_g4107.t1
OG0004281	KAK4470815.1	FhHiC23_g2787.t1
OG0004282	KAK4468056.1	FhHiC23_g4281.t1
OG0004283	KAK4476111.1	FhHiC23_g12482.t1
OG0004284	KAK4469760.1	FhHiC23_g2256.t1, FhHiC23_g2256.t2
OG0004285	KAK4475897.1	FhHiC23_g13009.t1, FhHiC23_g13009.t2
OG0004286	KAK4469280.1	FhHiC23_g157.t1, FhHiC23_g157.t2
OG0004287	KAK4473906.1	FhHiC23_g14655.t2, FhHiC23_g14655.t1
OG0004288	KAK4469643.1, KAK4469654.1	FhHiC23_g1164.t1
OG0004289	KAK4473631.1	FhHiC23_g6124.t1
OG0004290	KAK4471970.1	FhHiC23_g8525.t1
OG0004291	KAK4473973.1	FhHiC23_g5323.t1
OG0004292	KAK4473972.1	FhHiC23_g5324.t1
OG0004293	KAK4470591.1	FhHiC23_g2499.t1
OG0004294	KAK4469131.1	FhHiC23_g152.t1, FhHiC23_g153.t1
OG0004296	KAK4475231.1	FhHiC23_g15046.t1
OG0004297	KAK4474154.1	FhHiC23_g4693.t1, FhHiC23_g4693.t2
OG0004298	KAK4471868.1	FhHiC23_g7943.t2, FhHiC23_g7943.t1
OG0004299	KAK4470038.1	FhHiC23_g3028.t1
OG0004301	KAK4474875.1	FhHiC23_g15686.t1
OG0004302	KAK4470466.1	FhHiC23_g778.t3, FhHiC23_g778.t2, FhHiC23_g778.t1
OG0004303	KAK4473613.1	FhHiC23_g14062.t1
OG0004304	KAK4474503.1	FhHiC23_g11288.t1, FhHiC23_g11288.t2
OG0004305	KAK4474103.1	FhHiC23_g4822.t1, FhHiC23_g4822.t2
OG0004306	KAK4472712.1	FhHiC23_g6450.t1, FhHiC23_g6450.t2
OG0004307	KAK4467931.1	FhHiC23_g9129.t1
OG0004308	KAK4470866.1	FhHiC23_g2767.t1
OG0004309	KAK4467841.1	FhHiC23_g10043.t1, FhHiC23_g10043.t2
OG0004310	KAK4469065.1	FhHiC23_g656.t1
OG0004311	KAK4474588.1	FhHiC23_g11845.t1, FhHiC23_g11845.t2
OG0004312	KAK4473653.1	FhHiC23_g5200.t1, FhHiC23_g5200.t2
OG0004313	KAK4470539.1, KAK4473890.1	FhHiC23_g2655.t1
OG0004314	KAK4472708.1	FhHiC23_g4869.t1
OG0004318	KAK4474496.1	FhHiC23_g11837.t1
OG0004319	KAK4474490.1	FhHiC23_g11879.t1
OG0004320	KAK4470056.1	FhHiC23_g1524.t1, FhHiC23_g1525.t1
OG0004321	KAK4470184.1	FhHiC23_g757.t1, FhHiC23_g757.t2
OG0004322	KAK4470898.1	FhHiC23_g2827.t1, FhHiC23_g2827.t2
OG0004323	KAK4474540.1	FhHiC23_g11746.t1, FhHiC23_g11746.t2
OG0004324	KAK4467578.1, KAK4474675.1	FhHiC23_g11322.t1, FhHiC23_g11322.t2
OG0004325	KAK4471668.1	FhHiC23_g6851.t1
OG0004327	KAK4475040.1	FhHiC23_g13382.t1
OG0004328	KAK4473995.1	FhHiC23_g14172.t1, FhHiC23_g14173.t1
OG0004329	KAK4469965.1	FhHiC23_g3021.t1
OG0004330	KAK4469664.1	FhHiC23_g1900.t1
OG0004331	KAK4475372.1	FhHiC23_g14960.t1
OG0004332	KAK4471965.1	FhHiC23_g2398.t1, FhHiC23_g7060.t1
OG0004333	KAK4470414.1	FhHiC23_g2703.t1
OG0004334	KAK4469256.1	FhHiC23_g1328.t1
OG0004335	KAK4470516.1	FhHiC23_g1728.t1
OG0004337	KAK4473330.1	FhHiC23_g8980.t1
OG0004338	KAK4468431.1	FhHiC23_g16362.t1
OG0004339	KAK4467472.1, KAK4468996.1	FhHiC23_g12055.t1
OG0004340	KAK4474482.1, KAK4474483.1	FhHiC23_g12140.t1
OG0004342	KAK4473494.1	FhHiC23_g14067.t1, FhHiC23_g14067.t2
OG0004343	KAK4468344.1	FhHiC23_g3949.t1
OG0004344	KAK4472045.1, KAK4472046.1	FhHiC23_g6838.t1, FhHiC23_g6838.t2
OG0004345	KAK4471109.1	FhHiC23_g8198.t3
OG0004367	KAK4471507.1	FhHiC23_g8107.t2, FhHiC23_g8107.t1
OG0004368	KAK4467555.1	FhHiC23_g11730.t1, FhHiC23_g11730.t2
OG0004369	KAK4473558.1	FhHiC23_g14043.t1
OG0004370	KAK4475326.1	FhHiC23_g5686.t1, FhHiC23_g11269.t1
OG0004371	KAK4472648.1	FhHiC23_g4692.t2, FhHiC23_g4692.t1
OG0004372	KAK4475116.1	FhHiC23_g15296.t1, FhHiC23_g15296.t2
OG0004373	KAK4470252.1	FhHiC23_g1266.t1
OG0004374	KAK4469638.1	FhHiC23_g1577.t1
OG0004375	KAK4473312.1	FhHiC23_g10060.t2, FhHiC23_g10060.t1
OG0004377	KAK4468800.1	FhHiC23_g4323.t1
OG0004378	KAK4468756.1	FhHiC23_g4324.t1
OG0004379	KAK4468333.1	FhHiC23_g4198.t2, FhHiC23_g4198.t1, FhHiC23_g4198.t3, FhHiC23_g4199.t1
OG0004380	KAK4475170.1	FhHiC23_g15158.t1
OG0004381	KAK4475173.1	FhHiC23_g15155.t2, FhHiC23_g15155.t1
OG0004382	KAK4472600.1	FhHiC23_g14265.t1, FhHiC23_g14265.t2
OG0004383	KAK4471680.1	FhHiC23_g7569.t1
OG0004384	KAK4470699.1	FhHiC23_g2816.t1
OG0004385	KAK4473127.1	FhHiC23_g9294.t1
OG0004386	KAK4467705.1	FhHiC23_g9825.t1
OG0004387	KAK4468407.1	FhHiC23_g16501.t2, FhHiC23_g16501.t1
OG0004388	KAK4474812.1	FhHiC23_g11723.t1
