Orthogroup	s.mekongi	schistosoma_guineensis
OG0003657	KAK4475633.1, KAK4476069.1	SGUI1_3560.1, SGUI1_3550.1, SGUI1_3550.2
OG0003658	KAK4470258.1	SGUI1_72730.2, SGUI1_72730.1
OG0003659	KAK4470853.1	SGUI1_78960.1
OG0003660	KAK4470203.1	SGUI1_72350.1
OG0003661	KAK4469716.1	SGUI1_52160.1
OG0003662	KAK4472707.1	SGUI1_43920.1
OG0003663	KAK4470359.1	SGUI1_70380.1
OG0003664	KAK4469810.1	SGUI1_55640.1, SGUI1_55650.1
OG0003665	KAK4470264.1	SGUI1_72830.1, SGUI1_72830.2, SGUI1_72830.3, SGUI1_72830.4
OG0003666	KAK4471143.1	SGUI1_58200.1, SGUI1_58200.2
OG0003667	KAK4474830.1	SGUI1_16150.1
OG0003668	KAK4467223.1	SGUI1_54100.1
OG0003669	KAK4469841.1	SGUI1_55250.1, SGUI1_55250.2
OG0003670	KAK4471724.1	SGUI1_62840.1, SGUI1_62840.2
OG0003671	KAK4470531.1	SGUI1_76100.1, SGUI1_76100.2
OG0003672	KAK4467943.1	SGUI1_94380.2, SGUI1_94380.1, SGUI1_94380.3, SGUI1_94380.4
OG0003673	KAK4468770.1	SGUI1_88350.1, SGUI1_88350.2, SGUI1_88350.3, SGUI1_88350.4
OG0003674	KAK4472263.1, KAK4472262.1	SGUI1_33910.1
OG0003675	KAK4471455.1	SGUI1_64480.1
OG0003676	KAK4467752.1	SGUI1_94450.1, SGUI1_94450.2
OG0003677	KAK4470963.1	SGUI1_80060.1
OG0003678	KAK4472663.1	SGUI1_31030.1
OG0003679	KAK4472257.1	SGUI1_44880.2, SGUI1_44880.1
OG0003680	KAK4473856.1	SGUI1_37260.1
OG0003681	KAK4468795.1	SGUI1_87560.3, SGUI1_87560.2, SGUI1_87560.1, SGUI1_87560.4
OG0003682	KAK4470538.1	SGUI1_75910.1, SGUI1_75910.2, SGUI1_75910.3
OG0003683	KAK4475926.1	SGUI1_8570.1
OG0003684	KAK4472440.1	SGUI1_29500.1
OG0003685	KAK4473933.1	SGUI1_38060.1, SGUI1_38060.2, SGUI1_38060.3, SGUI1_38060.4
OG0003686	KAK4468413.1	SGUI1_91410.1, SGUI1_91410.2
OG0003687	KAK4468719.1	SGUI1_87730.1
OG0003688	KAK4476166.1	SGUI1_82610.1, SGUI1_82610.2, SGUI1_82610.3, SGUI1_82610.4
OG0003689	KAK4471711.1	SGUI1_62950.1, SGUI1_62950.2, SGUI1_62950.3
OG0003690	KAK4469837.1	SGUI1_55310.3, SGUI1_55310.1, SGUI1_55310.2
OG0003691	KAK4467831.1	SGUI1_96330.1, SGUI1_96330.2
OG0003692	KAK4473945.1	SGUI1_38150.1
OG0003693	KAK4469541.1	SGUI1_53340.1
OG0003694	KAK4473280.1	SGUI1_23590.1, SGUI1_23590.2, SGUI1_23590.3
OG0003695	KAK4471165.1	SGUI1_65190.1, SGUI1_65190.2
OG0003696	KAK4470140.1	SGUI1_70150.1
OG0003697	KAK4474685.1	SGUI1_1490.1
OG0003698	KAK4472394.1	SGUI1_32640.1
OG0003699	KAK4472244.1	SGUI1_32170.1, SGUI1_32170.2
OG0003700	KAK4469301.1	SGUI1_46220.2, SGUI1_46220.3, SGUI1_46220.1
OG0003701	KAK4468317.1	SGUI1_82180.1
OG0003702	KAK4475393.1	SGUI1_19380.1
OG0003703	KAK4474457.1	SGUI1_11260.1, SGUI1_11260.2
OG0003704	KAK4472329.1	SGUI1_33230.1, SGUI1_33230.2
OG0003705	KAK4472556.1	SGUI1_34230.1
OG0003706	KAK4468429.1	SGUI1_91640.1
OG0003707	KAK4475798.1	SGUI1_4610.1
OG0003708	KAK4471974.1	SGUI1_61820.1
OG0003709	KAK4475321.1	SGUI1_2210.1, SGUI1_2210.2
OG0003710	KAK4472324.1	SGUI1_33290.1
OG0003711	KAK4471608.1	SGUI1_67520.1
OG0003712	KAK4474947.1	SGUI1_17360.1
OG0003713	KAK4468784.1	SGUI1_87670.1, SGUI1_87670.2
OG0003714	KAK4468605.1	SGUI1_89370.1, SGUI1_89380.1
OG0003715	KAK4473272.1	SGUI1_25390.1
OG0003716	KAK4467727.1	SGUI1_93500.1
OG0003717	KAK4470302.1	SGUI1_73180.1
OG0003718	KAK4470765.1	SGUI1_78070.1
OG0003719	KAK4469381.1	SGUI1_50130.1
OG0003720	KAK4471852.1	SGUI1_60330.1, SGUI1_60330.2, SGUI1_60330.3
OG0003721	KAK4475976.1	SGUI1_92330.1, SGUI1_92330.2, SGUI1_92330.3
OG0003722	KAK4468494.1	SGUI1_92290.1, SGUI1_92300.1
OG0003723	KAK4467926.1	SGUI1_93180.1
OG0003724	KAK4475070.1	SGUI1_19160.1, SGUI1_19160.2
OG0003725	KAK4475815.1	SGUI1_5270.1
OG0003726	KAK4469890.1	SGUI1_54610.1, SGUI1_54610.5, SGUI1_54610.2, SGUI1_54610.3, SGUI1_54610.4
OG0003727	KAK4472787.1	SGUI1_28670.1
OG0003728	KAK4475023.1	SGUI1_20580.1
OG0003729	KAK4476203.1	SGUI1_8460.1, SGUI1_8460.2, SGUI1_8460.3
OG0003730	KAK4469206.1	SGUI1_49850.2, SGUI1_49850.1
OG0003731	KAK4468242.1	SGUI1_83300.1
OG0003732	KAK4467955.1, KAK4468009.1	SGUI1_81730.1, SGUI1_81730.2
OG0003733	KAK4476009.1	SGUI1_6830.1, SGUI1_6830.2
OG0003734	KAK4475646.1, KAK4467512.1	SGUI1_3700.1
OG0003736	KAK4471228.1	SGUI1_69520.1
OG0003738	KAK4472846.1	SGUI1_43780.1, SGUI1_43780.2
OG0003739	KAK4469211.1	SGUI1_49800.2, SGUI1_49800.1
OG0003740	KAK4472934.1	SGUI1_26710.1, SGUI1_26710.2
OG0003741	KAK4469347.1	SGUI1_53610.1
OG0003742	KAK4472058.1	SGUI1_59810.1, SGUI1_59810.2, SGUI1_59820.1
OG0003743	KAK4471289.1	SGUI1_64370.1
OG0003744	KAK4472659.1	SGUI1_31150.1
OG0003745	KAK4472710.1	SGUI1_30620.1
OG0003746	KAK4475636.1	SGUI1_3580.1, SGUI1_3580.2, SGUI1_3580.6, SGUI1_3580.3, SGUI1_3580.4, SGUI1_3580.5
OG0003747	KAK4473181.1	SGUI1_24470.1
OG0003748	KAK4475606.1	SGUI1_3430.1
OG0003749	KAK4475424.1	SGUI1_21160.1, SGUI1_21160.2
OG0003750	KAK4470958.1	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1
OG0003751	KAK4468057.1	SGUI1_85910.1
OG0003752	KAK4472559.1	SGUI1_34220.1, SGUI1_34220.2
OG0003753	KAK4475413.1	SGUI1_21340.1
OG0003754	KAK4468010.1	SGUI1_82530.1
OG0003755	KAK4475473.1	SGUI1_2390.1, SGUI1_2390.2
OG0003756	KAK4468609.1	SGUI1_91300.1
OG0003757	KAK4473294.1	SGUI1_41440.1
OG0003758	KAK4472396.1	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2
OG0003759	KAK4471511.1	SGUI1_68690.1
OG0003760	KAK4473407.1	SGUI1_41670.1
OG0003761	KAK4469202.1	SGUI1_49910.1, SGUI1_49910.2, SGUI1_49910.3
OG0003762	KAK4468680.1	SGUI1_88790.1
OG0003763	KAK4473190.1	SGUI1_41340.1
OG0003764	KAK4473758.1	SGUI1_38980.1
OG0003765	KAK4474431.1, KAK4475501.1	SGUI1_11030.1
OG0003766	KAK4469910.1	SGUI1_46560.2, SGUI1_46560.1
OG0003767	KAK4471832.1	SGUI1_60560.1
OG0003768	KAK4475020.1	SGUI1_1810.1
OG0003769	KAK4473211.1	SGUI1_24770.1
OG0003770	KAK4470714.1	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1
OG0003771	KAK4476054.1	SGUI1_6360.1, SGUI1_6360.2
OG0003772	KAK4469583.1	SGUI1_48150.1
OG0003773	KAK4468694.1	SGUI1_88670.1
OG0003774	KAK4470246.1	SGUI1_72580.1
OG0003775	KAK4470430.1	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3
OG0003776	KAK4476078.1	SGUI1_7220.1
OG0003777	KAK4471171.1	SGUI1_58580.1, SGUI1_58580.2, SGUI1_58580.3
OG0003778	KAK4467927.1	SGUI1_93170.1
OG0003779	KAK4475255.1	SGUI1_12950.1, SGUI1_13040.1
OG0003780	KAK4471656.1, KAK4471657.1	SGUI1_66990.1
OG0003781	KAK4472882.1	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4
OG0003782	KAK4469405.1	SGUI1_50430.1, SGUI1_50430.2
OG0003783	KAK4469448.1	SGUI1_46020.1
OG0003784	KAK4469333.1	SGUI1_46160.1
OG0003785	KAK4472235.1, KAK4474201.1	SGUI1_44840.1
OG0003786	KAK4471313.1	SGUI1_64060.1
OG0003787	KAK4475361.1	SGUI1_19760.1
OG0003788	KAK4470220.1	SGUI1_71730.1
OG0003789	KAK4476144.1	SGUI1_7470.1
OG0003790	KAK4472442.1	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1
OG0003791	KAK4469217.1	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3
OG0003792	KAK4469793.1, KAK4469794.1	SGUI1_55880.1
OG0003793	KAK4469847.1	SGUI1_46510.1
OG0003794	KAK4468158.1	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3
OG0003795	KAK4475564.1, KAK4475553.1	SGUI1_310.1
OG0003796	KAK4471258.1	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4
OG0003798	KAK4475288.1	SGUI1_14800.1
OG0003799	KAK4467992.1	SGUI1_81550.1, SGUI1_81550.2
OG0003800	KAK4473328.1	SGUI1_22920.1, SGUI1_22920.2
OG0003801	KAK4469539.1	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3
OG0003802	KAK4470839.1	SGUI1_78820.1, SGUI1_78820.2, SGUI1_78820.3
OG0003803	KAK4476176.1	SGUI1_9290.1, SGUI1_9290.2, SGUI1_9290.3
OG0003805	KAK4476268.1, KAK4476276.1	SGUI1_1000.1
OG0003806	KAK4476090.1	SGUI1_7340.1
OG0003807	KAK4473825.1	SGUI1_36890.1
OG0003808	KAK4470952.1	SGUI1_79970.1
OG0003809	KAK4470515.1	SGUI1_71130.1, SGUI1_71140.1, SGUI1_71140.3, SGUI1_71140.2
OG0003811	KAK4472937.1	SGUI1_26660.1, SGUI1_26660.2, SGUI1_26660.3, SGUI1_26660.4
OG0003812	KAK4473200.1	SGUI1_24670.1, SGUI1_24670.4, SGUI1_24670.2, SGUI1_24670.3
OG0003814	KAK4468295.1	SGUI1_82740.1, SGUI1_82740.2
OG0003815	KAK4468935.1	SGUI1_89570.1
OG0003816	KAK4471117.1	SGUI1_60040.1
OG0003817	KAK4471854.1	SGUI1_60620.1, SGUI1_60620.2, SGUI1_60620.3, SGUI1_60620.4
OG0003818	KAK4472400.1	SGUI1_30210.1
OG0003819	KAK4473124.1, KAK4473126.1	SGUI1_27650.3, SGUI1_27650.4, SGUI1_27650.5, SGUI1_27650.6, SGUI1_27650.1, SGUI1_27650.7, SGUI1_27650.2
OG0003820	KAK4473146.1	SGUI1_41280.1, SGUI1_41290.1
OG0003821	KAK4474437.1	SGUI1_11100.1
OG0003827	KAK4472458.1	SGUI1_29680.1
OG0003828	KAK4473877.1	SGUI1_37490.1
OG0003830	KAK4474601.1	SGUI1_10470.1, SGUI1_10470.2
OG0003831	KAK4467800.1, KAK4467802.1	SGUI1_95950.1
OG0003832	KAK4467795.1, KAK4467796.1	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4
OG0003833	KAK4472320.1	SGUI1_44940.1
OG0003834	KAK4467275.1, KAK4475584.1	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3
OG0003835	KAK4474763.1	SGUI1_15470.1
OG0003836	KAK4472456.1	SGUI1_29650.1
OG0003837	KAK4473661.1	SGUI1_40160.1
OG0003838	KAK4474508.1	SGUI1_13530.1
OG0003839	KAK4474424.1	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3
OG0003840	KAK4473157.1	SGUI1_41310.1
OG0003841	KAK4473943.1	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3
OG0003842	KAK4472487.1	SGUI1_30030.1
OG0003843	KAK4476120.1	SGUI1_7680.1
OG0003844	KAK4472385.1	SGUI1_32740.1
OG0003845	KAK4475977.1	SGUI1_92340.1, SGUI1_92340.2
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	SGUI1_4430.1
OG0003847	KAK4471993.1	SGUI1_62050.1, SGUI1_62050.2
OG0003848	KAK4468052.1	SGUI1_85890.1
OG0003849	KAK4475052.1	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3
OG0003850	KAK4472741.1	SGUI1_29230.1, SGUI1_29230.2
OG0003851	KAK4471681.1	SGUI1_63230.1
OG0003852	KAK4467722.1	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3
OG0003853	KAK4467824.1	SGUI1_96570.1
OG0003854	KAK4471651.1	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2
OG0003855	KAK4473610.1	SGUI1_40780.1
OG0003856	KAK4468070.1	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4
OG0003857	KAK4473810.1	SGUI1_38470.1, SGUI1_38470.2
OG0003858	KAK4472534.1	SGUI1_32210.1
OG0003859	KAK4471409.1	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2
OG0003860	KAK4473760.1	SGUI1_38940.1
OG0003863	KAK4473383.1	SGUI1_22390.1
OG0003864	KAK4470496.1	SGUI1_76410.1, SGUI1_76410.2
OG0003865	KAK4467834.1	SGUI1_93950.1
OG0003866	KAK4473649.1	SGUI1_40350.1
OG0003867	KAK4469109.1	SGUI1_47280.1
OG0003868	KAK4471934.1	SGUI1_61480.1
OG0003869	KAK4473406.1	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5
OG0003871	KAK4472736.1	SGUI1_30350.1
OG0003872	KAK4468987.1	SGUI1_56790.1
OG0003873	KAK4468080.1	SGUI1_82590.1, SGUI1_82590.2
OG0003874	KAK4473576.1	SGUI1_43530.1
OG0003875	KAK4473327.1	SGUI1_22930.1
OG0003876	KAK4473721.1	SGUI1_39510.1, SGUI1_39510.2
OG0003877	KAK4471744.1	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3
OG0003878	KAK4471742.1	SGUI1_62670.1
OG0003879	KAK4470075.1	SGUI1_81030.2, SGUI1_81030.1
OG0003880	KAK4467540.1	SGUI1_91160.1
OG0003881	KAK4471912.1	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3
OG0003882	KAK4467823.1	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2
OG0003883	KAK4471902.1	SGUI1_61190.1
OG0003884	KAK4473061.1	SGUI1_23990.1
OG0003885	KAK4468810.1	SGUI1_87080.1, SGUI1_87080.2
OG0003886	KAK4473944.1	SGUI1_38140.1
OG0003887	KAK4468687.1, KAK4468686.1	SGUI1_88740.1
OG0003888	KAK4468941.1	SGUI1_90930.2, SGUI1_90930.1
OG0003889	KAK4470533.1	SGUI1_76060.1
OG0003890	KAK4475346.1	SGUI1_19920.1
OG0003891	KAK4474505.1	SGUI1_13690.1, SGUI1_13700.1
OG0003894	KAK4467245.1	SGUI1_10830.1
OG0003895	KAK4469680.1	SGUI1_52540.1
OG0003896	KAK4469507.1	SGUI1_53030.1
OG0003897	KAK4472775.1	SGUI1_29020.1
OG0003898	KAK4476198.1	SGUI1_8420.1
OG0003899	KAK4469679.1	SGUI1_52560.1
OG0003900	KAK4471688.1	SGUI1_69040.1
OG0003901	KAK4471700.1	SGUI1_69030.1
OG0003902	KAK4468768.1	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4
OG0003903	KAK4471061.1	SGUI1_68890.1
OG0003904	KAK4471544.1	SGUI1_68270.1
OG0003905	KAK4467776.1	SGUI1_94840.1
OG0003907	KAK4475512.1	SGUI1_420.1, SGUI1_420.2
OG0003908	KAK4475487.1	SGUI1_21970.1
OG0003910	KAK4469942.1	SGUI1_56460.1
OG0003911	KAK4473595.1	SGUI1_40940.1
OG0003912	KAK4470946.1	SGUI1_79890.1
OG0003913	KAK4472713.1	SGUI1_30590.1
OG0003914	KAK4472122.1	SGUI1_69890.1
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	SGUI1_69900.1
OG0003916	KAK4468036.1	SGUI1_84180.1
OG0003917	KAK4474585.1, KAK4467384.1, KAK4467385.1	SGUI1_14130.1
OG0003918	KAK4469204.1	SGUI1_49890.1, SGUI1_49890.2
OG0003919	KAK4472259.1	SGUI1_33940.1
OG0003920	KAK4474850.1, KAK4474849.1	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3
OG0003921	KAK4470392.1	SGUI1_70350.1, SGUI1_70350.2
OG0003922	KAK4471552.1	SGUI1_68190.1
OG0003923	KAK4473174.1	SGUI1_24410.1
OG0003924	KAK4469947.1	SGUI1_56400.1, SGUI1_56400.2
OG0003925	KAK4469481.1	SGUI1_52790.1
OG0003926	KAK4473245.1	SGUI1_25150.1
OG0003927	KAK4471613.1, KAK4471602.1	SGUI1_69100.1
OG0003928	KAK4473599.1, KAK4473598.1	SGUI1_40910.1
OG0003929	KAK4469152.1	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4
OG0003930	KAK4470058.1	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3
OG0003931	KAK4469472.1	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6
OG0003933	KAK4472343.1	SGUI1_44960.1
OG0003934	KAK4474458.1	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3
OG0003935	KAK4474586.1	SGUI1_14080.1
OG0003936	KAK4474234.1, KAK4474233.1	SGUI1_6290.1
OG0003937	KAK4469622.1	SGUI1_47710.1
OG0003938	KAK4470310.1	SGUI1_73270.1
OG0003940	KAK4474709.1	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2
OG0003941	KAK4467508.1, KAK4475708.1	SGUI1_4160.1
OG0003941	KAK4467507.1, KAK4475709.1	SGUI1_4170.1
OG0003942	KAK4469602.1	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2
OG0003943	KAK4469164.1	SGUI1_46370.1
OG0003944	KAK4469175.1	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1
OG0003945	KAK4468739.1	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3
OG0003946	KAK4473182.1	SGUI1_24480.1, SGUI1_24480.2
OG0003947	KAK4473629.1	SGUI1_40580.1
OG0003948	KAK4469790.1	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1
OG0003949	KAK4469896.1	SGUI1_54400.1
OG0003950	KAK4475967.1	SGUI1_6160.1, SGUI1_6160.2, SGUI1_6160.4, SGUI1_6160.3
OG0003951	KAK4469318.1	SGUI1_48640.1, SGUI1_48630.1
OG0003952	KAK4468515.1	SGUI1_90610.1, SGUI1_90610.2
OG0003953	KAK4467979.1	SGUI1_82570.1, SGUI1_82570.2, SGUI1_82570.3
OG0003954	KAK4471945.1	SGUI1_61550.1
OG0003955	KAK4469215.1	SGUI1_49760.1, SGUI1_49760.2
OG0003956	KAK4471678.1	SGUI1_63200.1
OG0003957	KAK4474161.1	SGUI1_34660.1
OG0003958	KAK4472852.1	SGUI1_25620.1
OG0003959	KAK4474422.1	SGUI1_10930.1, SGUI1_10930.2
OG0003960	KAK4469154.1	SGUI1_51710.1
OG0003961	KAK4468327.1	SGUI1_71850.1
OG0003962	KAK4472497.1	SGUI1_30130.1
OG0003963	KAK4475106.1	SGUI1_18820.2, SGUI1_18820.1, SGUI1_18820.3
OG0003965	KAK4473090.1	SGUI1_27180.1
OG0003966	KAK4476122.1	SGUI1_7620.1
OG0003967	KAK4473470.1	SGUI1_42380.1, SGUI1_42380.2
OG0003968	KAK4475622.1	SGUI1_3300.1
OG0003969	KAK4468012.1, KAK4468013.1	SGUI1_84480.1
OG0003970	KAK4468794.1	SGUI1_92700.1
OG0003971	KAK4471664.1	SGUI1_63350.1
OG0003972	KAK4472667.1	SGUI1_31000.1
OG0003973	KAK4467846.1	SGUI1_96490.5, SGUI1_96490.6, SGUI1_96490.1, SGUI1_96490.2, SGUI1_96490.3, SGUI1_96490.4
OG0003974	KAK4469368.1	SGUI1_53920.1
OG0003975	KAK4473769.1	SGUI1_38870.1
OG0003976	KAK4473229.1	SGUI1_24970.1
OG0003977	KAK4469352.1	SGUI1_53690.1
OG0003978	KAK4469559.1	SGUI1_48380.1
OG0003979	KAK4474501.1	SGUI1_13660.1
OG0003980	KAK4467547.1, KAK4467936.1	SGUI1_93100.1
OG0003981	KAK4473321.1	SGUI1_22990.2
OG0003982	KAK4471286.1	SGUI1_66230.1
OG0003983	KAK4471914.1	SGUI1_61300.1
OG0003984	KAK4476165.1	SGUI1_8820.1
OG0003985	KAK4471256.1	SGUI1_65900.1
OG0003986	KAK4471328.1	SGUI1_66380.1, SGUI1_66380.2, SGUI1_66380.3
OG0003987	KAK4476110.1	SGUI1_7370.1
OG0003988	KAK4473896.1	SGUI1_37690.1, SGUI1_37690.2, SGUI1_37690.3, SGUI1_37690.4, SGUI1_37690.5
OG0003989	KAK4472114.1	SGUI1_58930.1
OG0003990	KAK4469283.1	SGUI1_49110.1
OG0003991	KAK4474615.1	SGUI1_14590.1, SGUI1_14590.3, SGUI1_14590.2
OG0003992	KAK4472657.1	SGUI1_31130.1
OG0003994	KAK4472917.1	SGUI1_41000.1
OG0003995	KAK4468709.1	SGUI1_88460.1
OG0003996	KAK4469899.1	SGUI1_54370.1
OG0003997	KAK4474959.1	SGUI1_17460.1, SGUI1_17460.2
OG0003998	KAK4474572.1	SGUI1_14270.1
OG0003999	KAK4475491.1	SGUI1_22010.1
OG0004001	KAK4469040.1	SGUI1_46670.1
OG0004002	KAK4470685.1	SGUI1_76630.1
OG0004003	KAK4472380.1	SGUI1_32790.1
OG0004004	KAK4469995.1	SGUI1_70470.1
OG0004005	KAK4473927.1	SGUI1_38010.1
OG0004006	KAK4472502.1	SGUI1_32590.1
OG0004007	KAK4470223.1	SGUI1_71690.1
OG0004008	KAK4473266.1	SGUI1_25320.1, SGUI1_25320.2, SGUI1_25320.3
OG0004010	KAK4473369.1	SGUI1_22540.1
OG0004011	KAK4470397.1	SGUI1_77770.1, SGUI1_77770.2, SGUI1_77770.3
OG0004012	KAK4469361.1	SGUI1_53800.1
OG0004013	KAK4471273.1	SGUI1_66060.1
OG0004014	KAK4468149.1	SGUI1_85370.1
OG0004015	KAK4467698.1	SGUI1_94710.1
OG0004016	KAK4474609.1	SGUI1_1420.1
OG0004018	KAK4468809.1	SGUI1_87070.1
OG0004019	KAK4468780.1, KAK4468779.1	SGUI1_87700.1
OG0004021	KAK4468936.1	SGUI1_89560.1
OG0004022	KAK4468656.1	SGUI1_89050.1, SGUI1_89050.2
OG0004023	KAK4471855.1	SGUI1_60630.1, SGUI1_60630.2, SGUI1_60630.3
OG0004024	KAK4476065.1	SGUI1_1210.1, SGUI1_1210.2
OG0004025	KAK4475412.1	SGUI1_21350.1
OG0004026	KAK4473800.1	SGUI1_38580.3, SGUI1_38580.4, SGUI1_38580.1, SGUI1_38580.2
OG0004027	KAK4470741.1	SGUI1_77140.1, SGUI1_77130.1
OG0004028	KAK4473590.1	SGUI1_40980.1, SGUI1_40980.2, SGUI1_40980.3
OG0004029	KAK4470131.1	SGUI1_70280.1
OG0004030	KAK4475164.1	SGUI1_18250.1
OG0004032	KAK4474545.1	SGUI1_14010.1
OG0004033	KAK4473651.1	SGUI1_40280.1, SGUI1_40280.2
OG0004034	KAK4468481.1	SGUI1_92160.1
OG0004035	KAK4468602.1	SGUI1_89320.1
OG0004036	KAK4473932.1	SGUI1_38050.1
OG0004037	KAK4475722.1	SGUI1_830.1
OG0004038	KAK4469570.1	SGUI1_48260.1
OG0004039	KAK4470809.1	SGUI1_70630.1, SGUI1_70630.2
OG0004040	KAK4469334.1	SGUI1_53480.1
OG0004041	KAK4473364.1	SGUI1_41520.1
OG0004042	KAK4471647.1	SGUI1_66900.1, SGUI1_66900.2, SGUI1_66900.3
OG0004043	KAK4475985.1	SGUI1_7830.1
OG0004044	KAK4473365.1	SGUI1_22590.1, SGUI1_22590.2
OG0004045	KAK4475090.1, KAK4474988.1	SGUI1_370.1
OG0004047	KAK4473496.1, KAK4473495.1	SGUI1_42680.1, SGUI1_42680.2
OG0004048	KAK4471862.1	SGUI1_60700.1
OG0004049	KAK4467760.1	SGUI1_94980.1
OG0004050	KAK4470793.1	SGUI1_78360.1, SGUI1_78360.2, SGUI1_78360.3, SGUI1_78360.4
OG0004051	KAK4471436.1	SGUI1_63940.1
OG0004052	KAK4471112.1	SGUI1_58700.2, SGUI1_58700.1, SGUI1_58700.3
OG0004053	KAK4468949.1	SGUI1_89430.1
OG0004054	KAK4470150.1	SGUI1_71790.1
OG0004055	KAK4474528.1, KAK4474529.1	SGUI1_10640.1
OG0004056	KAK4469577.1	SGUI1_48190.1, SGUI1_48190.3, SGUI1_48190.2
OG0004057	KAK4469234.1	SGUI1_49580.1
OG0004058	KAK4470488.1	SGUI1_74630.1
OG0004059	KAK4471827.1	SGUI1_60610.1
OG0004060	KAK4475610.1	SGUI1_3390.1
OG0004061	KAK4468771.1	SGUI1_88370.1, SGUI1_88370.3, SGUI1_88370.2
OG0004062	KAK4468773.1	SGUI1_88360.1, SGUI1_88360.2, SGUI1_88360.3
OG0004063	KAK4475911.1	SGUI1_530.1, SGUI1_530.2
OG0004064	KAK4474382.1	SGUI1_10000.1
OG0004065	KAK4474747.1, KAK4474748.1	SGUI1_12880.1
OG0004066	KAK4474883.1	SGUI1_16700.1
OG0004067	KAK4475257.1	SGUI1_12970.1, SGUI1_13000.1, SGUI1_13010.1
OG0004068	KAK4470354.1	SGUI1_75410.1
OG0004069	KAK4469746.1	SGUI1_56850.1
OG0004071	KAK4475465.1	SGUI1_21580.1
OG0004072	KAK4474051.1	SGUI1_35940.2, SGUI1_35940.1
OG0004073	KAK4471293.1, KAK4471282.1	SGUI1_69450.1
OG0004074	KAK4467657.1	SGUI1_95420.1
OG0004075	KAK4468475.1	SGUI1_92080.1, SGUI1_92080.2, SGUI1_92080.3, SGUI1_92070.1
OG0004076	KAK4468591.1	SGUI1_89210.1
OG0004077	KAK4469082.1, KAK4468956.1	SGUI1_46980.1
OG0004078	KAK4470381.1	SGUI1_70360.1
OG0004079	KAK4470650.1	SGUI1_74410.1
OG0004080	KAK4471202.1	SGUI1_65350.2, SGUI1_65350.1
OG0004081	KAK4473487.1	SGUI1_42560.1, SGUI1_42560.2
OG0004082	KAK4473541.1, KAK4473862.1	SGUI1_37310.1
OG0004083	KAK4474295.1	SGUI1_16820.1, SGUI1_16820.2, SGUI1_16820.3, SGUI1_16820.4, SGUI1_16820.5
OG0004084	KAK4476142.1	SGUI1_7510.2, SGUI1_7510.4, SGUI1_7510.5, SGUI1_7510.6, SGUI1_7510.3, SGUI1_7510.1
OG0004089	KAK4475210.1	SGUI1_17870.1, SGUI1_17870.2
OG0004090	KAK4468577.1	SGUI1_90040.1
OG0004091	KAK4470132.1	SGUI1_70260.1
OG0004092	KAK4475087.1	SGUI1_19000.1
