Orthogroup	s.mekongi	schmidtea_mediterranea
OG0002971	KAK4467406.1, KAK4471661.1	h1SMcT0017152.1
OG0002972	KAK4471075.1	h1SMcT0004366.2, h1SMcT0004366.5, h1SMcT0004366.1, h1SMcT0004366.3, h1SMcT0004366.6, h1SMcT0004366.4
OG0002973	KAK4469328.1	h1SMcT0014362.1, h1SMcT0014359.1, h1SMcT0014361.2, h1SMcT0014361.3, h1SMcT0014361.4, h1SMcT0014360.1, h1SMcT0014360.2
OG0002974	KAK4472528.1	h1SMcT0008277.1
OG0002975	KAK4473942.1	h1SMcT0018671.3, h1SMcT0018671.1, h1SMcT0018671.2
OG0002976	KAK4471431.1	h1SMcT0004422.1
OG0002977	KAK4476147.1	h1SMcT0003763.1
OG0002979	KAK4475427.1	h1SMcT0019481.1
OG0002981	KAK4470340.1	h1SMcT0000144.1, h1SMcT0000144.4, h1SMcT0000144.3, h1SMcT0000144.2
OG0002983	KAK4473171.1	h1SMcT0017079.1
OG0002984	KAK4474670.1	h1SMcT0016147.1, h1SMcT0016147.2, h1SMcT0012663.1, h1SMcT0012663.3, h1SMcT0012663.4, h1SMcT0012663.2
OG0002985	KAK4475301.1	h1SMcT0017937.1, h1SMcT0017937.2, h1SMcT0017937.3
OG0002988	KAK4467909.1	h1SMcT0003879.1, h1SMcT0003879.2, h1SMcT0003879.3
OG0002989	KAK4469246.1	h1SMcT0011055.1
OG0002991	KAK4472588.1	h1SMcT0020208.1, h1SMcT0004254.1, h1SMcT0017291.1
OG0002992	KAK4470499.1	h1SMcT0020809.7, h1SMcT0020809.5, h1SMcT0020809.6, h1SMcT0020809.8, h1SMcT0020809.4
OG0002993	KAK4468016.1	h1SMcT0019238.1, h1SMcT0019238.2, h1SMcT0019238.3
OG0002995	KAK4468948.1	h1SMcT0020280.2, h1SMcT0020280.1, h1SMcT0020280.4, h1SMcT0020280.3, h1SMcT0020280.5, h1SMcT0010071.4, h1SMcT0010071.1, h1SMcT0010071.2, h1SMcT0010071.3
OG0002996	KAK4475272.1	h1SMcT0005458.1
OG0002997	KAK4472554.1	h1SMcT0018267.1
OG0002998	KAK4474004.1	h1SMcT0006805.1
OG0002999	KAK4471879.1	h1SMcT0003133.3, h1SMcT0003133.1, h1SMcT0003133.2
OG0003001	KAK4472932.1	h1SMcT0021432.1
OG0003002	KAK4475065.1, KAK4475066.1	h1SMcT0017011.1
OG0003003	KAK4467897.1	h1SMcT0012704.1, h1SMcT0022240.1, h1SMcT0022240.2
OG0003004	KAK4470349.1	h1SMcT0022793.1, h1SMcT0021479.3, h1SMcT0021479.4, h1SMcT0021479.1, h1SMcT0021479.2, h1SMcT0022793.2
OG0003005	KAK4469934.1	h1SMcT0007903.1, h1SMcT0007903.2
OG0003006	KAK4468098.1	h1SMcT0014506.1
OG0003007	KAK4471944.1	h1SMcT0015078.1
OG0003009	KAK4476104.1	h1SMcT0001412.1, h1SMcT0001412.2, h1SMcT0001412.3
OG0003010	KAK4470536.1	h1SMcT0021914.1, h1SMcT0021914.2, h1SMcT0021327.3, h1SMcT0021327.5, h1SMcT0021327.4, h1SMcT0021327.6
OG0003011	KAK4472496.1	h1SMcT0010357.1
OG0003012	KAK4471987.1	h1SMcT0018119.1
OG0003014	KAK4468178.1	h1SMcT0005268.1
OG0003015	KAK4473564.1	h1SMcT0019089.2, h1SMcT0019089.1, h1SMcT0019089.3
OG0003016	KAK4470535.1	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4
OG0003017	KAK4469411.1	h1SMcT0006801.1, h1SMcT0007267.1
OG0003018	KAK4467766.1	h1SMcT0016671.1, h1SMcT0016671.2
OG0003019	KAK4470459.1	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1
OG0003021	KAK4468180.1	h1SMcT0002696.1, h1SMcT0002696.2
OG0003023	KAK4468173.1	h1SMcT0005078.1, h1SMcT0005078.2
OG0003024	KAK4470783.1	h1SMcT0020338.1
OG0003028	KAK4476314.1	h1SMcT0020044.1
OG0003029	KAK4468366.1	h1SMcT0015062.1
OG0003030	KAK4475071.1	h1SMcT0001941.1, h1SMcT0001941.2
OG0003031	KAK4471040.1	h1SMcT0014296.1, h1SMcT0014296.2
OG0003032	KAK4472074.1	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2
OG0003033	KAK4469064.1	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2
OG0003034	KAK4468280.1	h1SMcT0011192.1
OG0003036	KAK4468187.1	h1SMcT0012716.1
OG0003037	KAK4470951.1	h1SMcT0006277.1, h1SMcT0006277.2
OG0003038	KAK4469706.1	h1SMcT0020116.1
OG0003039	KAK4469437.1	h1SMcT0011776.1, h1SMcT0011776.2
OG0003041	KAK4472389.1	h1SMcT0021330.1
OG0003042	KAK4473609.1	h1SMcT0014097.2, h1SMcT0014097.3, h1SMcT0014097.1, h1SMcT0014097.4
OG0003043	KAK4469610.1	h1SMcT0001787.1
OG0003044	KAK4476083.1	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3
OG0003045	KAK4469160.1	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4
OG0003046	KAK4469161.1	h1SMcT0000855.1
OG0003047	KAK4474707.1	h1SMcT0007558.1, h1SMcT0007558.2
OG0003048	KAK4469764.1	h1SMcT0011197.1, h1SMcT0011197.2
OG0003049	KAK4469754.1	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2
OG0003050	KAK4470858.1	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2
OG0003051	KAK4473151.1	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6
OG0003052	KAK4471195.1	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3
OG0003053	KAK4472972.1	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3
OG0003054	KAK4476250.1	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1
OG0003055	KAK4469728.1	h1SMcT0019134.1
OG0003056	KAK4476225.1	h1SMcT0003979.1
OG0003058	KAK4468917.1	h1SMcT0003333.1, h1SMcT0003333.2
OG0003059	KAK4474057.1	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2
OG0003060	KAK4469722.1, KAK4469721.1	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4
OG0003062	KAK4468558.1	h1SMcT0013915.1
OG0003063	KAK4474944.1	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1
OG0003064	KAK4476085.1, KAK4476084.1	h1SMcT0008163.1
OG0003065	KAK4475481.1	h1SMcT0000333.1
OG0003066	KAK4467653.1	h1SMcT0011449.1, h1SMcT0011449.2
OG0003067	KAK4473191.1	h1SMcT0005008.1
OG0003068	KAK4470448.1	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2
OG0003070	KAK4474128.1	h1SMcT0003629.1, h1SMcT0003629.2
OG0003072	KAK4470953.1	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3
OG0003073	KAK4471453.1	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1
OG0003074	KAK4472092.1, KAK4472093.1	h1SMcT0004065.1
OG0003076	KAK4467226.1	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5
OG0003080	KAK4474393.1	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4
OG0003081	KAK4474607.1	h1SMcT0017491.1
OG0003082	KAK4469388.1	h1SMcT0016152.1
OG0003083	KAK4470931.1	h1SMcT0003189.1, h1SMcT0003189.2
OG0003086	KAK4471330.1	h1SMcT0007745.1, h1SMcT0007745.2
OG0003087	KAK4467853.1	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1
OG0003089	KAK4475161.1	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1
OG0003107	KAK4469963.1	h1SMcT0015377.1
OG0003108	KAK4472992.1	h1SMcT0015502.1
OG0003109	KAK4475305.1	h1SMcT0008651.1
OG0003110	KAK4474497.1	h1SMcT0012449.1, h1SMcT0012449.2
OG0003111	KAK4470170.1	h1SMcT0011575.1
OG0003112	KAK4471551.1	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3
OG0003114	KAK4468802.1	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6
OG0003115	KAK4470616.1	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4
OG0003118	KAK4473623.1, KAK4473622.1	h1SMcT0010890.1, h1SMcT0010890.2
OG0003121	KAK4474788.1	h1SMcT0012547.1, h1SMcT0012547.2
OG0003124	KAK4468630.1	h1SMcT0007756.1, h1SMcT0007756.2
OG0003125	KAK4470479.1	h1SMcT0016907.1, h1SMcT0016907.2
OG0003127	KAK4468864.1	h1SMcT0015110.1, h1SMcT0019913.1
OG0003128	KAK4468288.1	h1SMcT0018724.1
OG0003129	KAK4475567.1	h1SMcT0002450.1, h1SMcT0002450.2
OG0003131	KAK4470255.1	h1SMcT0000664.1
OG0003133	KAK4472047.1	h1SMcT0020070.1, h1SMcT0020070.2
OG0003135	KAK4474024.1	h1SMcT0016694.1, h1SMcT0016694.2, h1SMcT0016694.3
OG0003136	KAK4476290.1	h1SMcT0004061.1, h1SMcT0004061.2
OG0003137	KAK4468351.1	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4
OG0003138	KAK4468617.1	h1SMcT0011089.1
OG0003140	KAK4472688.1	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1
OG0003141	KAK4471989.1	h1SMcT0007365.1, h1SMcT0007366.1
OG0003142	KAK4470724.1	h1SMcT0018040.1
OG0003145	KAK4475042.1	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3
OG0003146	KAK4471191.1	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2
OG0003147	KAK4469262.1	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3
OG0003148	KAK4467885.1	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1
OG0003149	KAK4469944.1	h1SMcT0022070.1
OG0003150	KAK4470886.1	h1SMcT0005154.1
OG0003151	KAK4469373.1	h1SMcT0009477.1, h1SMcT0009477.2
OG0003152	KAK4473841.1	h1SMcT0002448.1
OG0003153	KAK4470627.1	h1SMcT0009249.1
OG0003155	KAK4470113.1	h1SMcT0018245.1, h1SMcT0018245.2
OG0003157	KAK4469678.1	h1SMcT0015519.1
OG0003158	KAK4468929.1	h1SMcT0022543.1
OG0003159	KAK4469036.1	h1SMcT0000896.1
OG0003160	KAK4475329.1, KAK4475328.1	h1SMcT0017909.1, h1SMcT0017909.2
OG0003162	KAK4476171.1	h1SMcT0021131.1, h1SMcT0021131.2
OG0003163	KAK4474766.1	h1SMcT0021672.1, h1SMcT0021672.2
OG0003164	KAK4472344.1, KAK4472345.1	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5
OG0003165	KAK4470763.1	h1SMcT0018697.1
OG0003167	KAK4467889.1	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3
OG0003168	KAK4471309.1	h1SMcT0014216.1
OG0003169	KAK4474765.1	h1SMcT0013822.1, h1SMcT0013822.2
OG0003170	KAK4475221.1	h1SMcT0020859.1
OG0003171	KAK4470558.1	h1SMcT0003722.1, h1SMcT0003722.2
OG0003172	KAK4475445.1	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2
OG0003174	KAK4470337.1	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3
OG0003175	KAK4467721.1	h1SMcT0015496.1, h1SMcT0015496.2
OG0003176	KAK4470311.1	h1SMcT0021985.1
OG0003178	KAK4472335.1	h1SMcT0022104.1
OG0003179	KAK4470325.1	h1SMcT0004843.1, h1SMcT0004843.2
OG0003180	KAK4475713.1	h1SMcT0007124.6, h1SMcT0007124.7
OG0003181	KAK4473984.1	h1SMcT0011279.1
OG0003182	KAK4472665.1	h1SMcT0000868.1
OG0003184	KAK4472873.1	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1
OG0003185	KAK4470180.1	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2
OG0003187	KAK4470628.1	h1SMcT0008113.1
OG0003188	KAK4467982.1	h1SMcT0017318.1
OG0003189	KAK4469783.1	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4
OG0003191	KAK4469115.1	h1SMcT0019331.1, h1SMcT0019331.2
OG0003192	KAK4471358.1	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5
OG0003193	KAK4473845.1	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2
OG0003194	KAK4470088.1	h1SMcT0005218.1
OG0003195	KAK4475218.1	h1SMcT0008802.1, h1SMcT0008802.2
OG0003196	KAK4471775.1	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3
OG0003197	KAK4467650.1	h1SMcT0008434.1, h1SMcT0008434.2
OG0003199	KAK4467790.1	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3
OG0003201	KAK4474576.1	h1SMcT0013974.1
OG0003202	KAK4475172.1	h1SMcT0016880.1
OG0003203	KAK4468472.1, KAK4468471.1	h1SMcT0000481.1
OG0003205	KAK4473990.1	h1SMcT0007886.1
OG0003206	KAK4474923.1	h1SMcT0003099.1
OG0003207	KAK4476153.1	h1SMcT0003114.1, h1SMcT0003114.2
OG0003208	KAK4471535.1	h1SMcT0007447.1, h1SMcT0022769.1
OG0003209	KAK4470896.1	h1SMcT0015578.1, h1SMcT0015578.2
OG0003210	KAK4474687.1	h1SMcT0010700.1, h1SMcT0010700.2
OG0003211	KAK4470350.1	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2
OG0003212	KAK4475898.1	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3
OG0003213	KAK4472354.1	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3
OG0003214	KAK4474495.1	h1SMcT0016576.1, h1SMcT0016576.2
OG0003215	KAK4476241.1	h1SMcT0017814.1, h1SMcT0017814.2
OG0003217	KAK4471913.1	h1SMcT0009783.1
OG0003218	KAK4471153.1	h1SMcT0018270.1
OG0003221	KAK4473713.1	h1SMcT0019212.1, h1SMcT0019212.2
OG0003222	KAK4475064.1	h1SMcT0013691.1
OG0003223	KAK4468584.1, KAK4468585.1	h1SMcT0015106.1, h1SMcT0001134.1
OG0003224	KAK4473941.1	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2
OG0003225	KAK4468688.1	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4
OG0003226	KAK4474499.1	h1SMcT0021847.1, h1SMcT0022103.1
OG0003227	KAK4471990.1	h1SMcT0001291.1, h1SMcT0001291.2
OG0003229	KAK4470686.1	h1SMcT0002408.1
OG0003230	KAK4469076.1	h1SMcT0003929.1, h1SMcT0003929.2
OG0003231	KAK4474953.1	h1SMcT0002079.1
OG0003232	KAK4474274.1	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4
OG0003233	KAK4475433.1	h1SMcT0020211.1, h1SMcT0020211.2
OG0003234	KAK4471760.1	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3
OG0003235	KAK4468186.1	h1SMcT0008953.1
OG0003236	KAK4471122.1	h1SMcT0019053.1
OG0003238	KAK4471261.1	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1
OG0003239	KAK4467990.1	h1SMcT0019186.1
OG0003240	KAK4476138.1	h1SMcT0005478.1, h1SMcT0005478.2
OG0003241	KAK4473883.1	h1SMcT0015281.1, h1SMcT0015339.1
OG0003242	KAK4469521.1	h1SMcT0017993.1
OG0003243	KAK4476227.1	h1SMcT0010200.5, h1SMcT0010200.7
OG0003244	KAK4469346.1	h1SMcT0000145.1, h1SMcT0000145.2
OG0003245	KAK4469172.1	h1SMcT0001501.1
OG0003246	KAK4476223.1	h1SMcT0000782.1, h1SMcT0000782.2
OG0003247	KAK4474985.1	h1SMcT0013015.2
OG0003248	KAK4468201.1	h1SMcT0006664.1
OG0003249	KAK4471287.1	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3
OG0003250	KAK4470916.1	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6
OG0003251	KAK4468853.1	h1SMcT0015003.1
OG0003252	KAK4473464.1	h1SMcT0010253.1, h1SMcT0010253.2
OG0003253	KAK4468807.1	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2
OG0003254	KAK4471484.1	h1SMcT0013451.1
OG0003256	KAK4468025.1	h1SMcT0016315.1
OG0003257	KAK4474666.1	h1SMcT0022346.1
OG0003258	KAK4473563.1	h1SMcT0012177.1
OG0003259	KAK4473296.1	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1
OG0003260	KAK4468167.1	h1SMcT0003254.1
OG0003261	KAK4474180.1	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2
OG0003262	KAK4471184.1, KAK4471188.1	h1SMcT0005125.2
OG0003263	KAK4475776.1, KAK4475784.1	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1
OG0003265	KAK4473435.1	h1SMcT0005806.1
OG0003266	KAK4470094.1	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3
OG0003267	KAK4475018.1	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2
OG0003268	KAK4473571.1	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2
OG0003269	KAK4470709.1	h1SMcT0012108.1
OG0003270	KAK4471698.1	h1SMcT0009342.1, h1SMcT0009342.2
OG0003271	KAK4474279.1	h1SMcT0006883.1
OG0003272	KAK4474002.1	h1SMcT0014492.1, h1SMcT0019169.1
OG0003273	KAK4472295.1	h1SMcT0013812.1, h1SMcT0013812.2
OG0003274	KAK4475136.1	h1SMcT0016378.2, h1SMcT0016378.3
OG0003277	KAK4472323.1	h1SMcT0011790.1, h1SMcT0011790.2
OG0003278	KAK4469763.1	h1SMcT0019765.1, h1SMcT0019765.2
OG0003279	KAK4475009.1	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4
OG0003280	KAK4470799.1	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2
OG0003281	KAK4467686.1	h1SMcT0010782.1, h1SMcT0010782.2
OG0003282	KAK4469505.1	h1SMcT0017047.1, h1SMcT0017047.2
OG0003283	KAK4467757.1	h1SMcT0010085.1
OG0003284	KAK4471882.1	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2
OG0003287	KAK4476157.1	h1SMcT0011258.1, h1SMcT0011258.2
OG0003288	KAK4471508.1	h1SMcT0022057.1, h1SMcT0022080.1
OG0003290	KAK4476282.1	h1SMcT0010992.3
OG0003291	KAK4474901.1	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2
OG0003292	KAK4468075.1	h1SMcT0001663.1, h1SMcT0001663.2
OG0003293	KAK4473039.1	h1SMcT0022017.1
OG0003294	KAK4472321.1	h1SMcT0011866.1, h1SMcT0011866.2
OG0003295	KAK4472848.1	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1
OG0003297	KAK4474930.1	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1
OG0003298	KAK4469322.1	h1SMcT0004920.1
OG0003299	KAK4470415.1	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3
OG0003300	KAK4474742.1	h1SMcT0015751.1, h1SMcT0015751.2
OG0003301	KAK4472558.1	h1SMcT0017505.1, h1SMcT0017505.2
OG0003302	KAK4476124.1	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2
OG0003303	KAK4469920.1	h1SMcT0013979.1, h1SMcT0013979.2
OG0003304	KAK4476026.1	h1SMcT0005434.1, h1SMcT0005434.2
OG0003306	KAK4469971.1	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3
OG0003309	KAK4474415.1	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3
OG0003310	KAK4469566.1	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2
OG0003314	KAK4473083.1	h1SMcT0017378.1
OG0003315	KAK4472565.1	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5
OG0003326	KAK4471641.1	h1SMcT0012067.1
OG0003327	KAK4470434.1	h1SMcT0011738.1, h1SMcT0011738.2
OG0003328	KAK4470480.1	h1SMcT0006635.1
OG0003329	KAK4467772.1	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2
OG0003330	KAK4469167.1, KAK4469165.1	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2
OG0003331	KAK4474359.1	h1SMcT0018970.4
OG0003332	KAK4472584.1, KAK4472187.1	h1SMcT0001884.6
OG0003333	KAK4475965.1	h1SMcT0012669.2, h1SMcT0012669.1, h1SMcT0012669.3, h1SMcT0012669.4
OG0003335	KAK4471465.1	h1SMcT0013444.1
OG0003336	KAK4471802.1	h1SMcT0020109.1
OG0003338	KAK4474851.1	h1SMcT0014309.1
OG0003339	KAK4475801.1	h1SMcT0021109.1, h1SMcT0021109.2
OG0003342	KAK4475262.1	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1
OG0003344	KAK4473338.1	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3
OG0003345	KAK4468751.1	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1
OG0003346	KAK4467748.1	h1SMcT0002136.1
OG0003347	KAK4473853.1	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3
OG0003351	KAK4470585.1, KAK4470586.1	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2
OG0003352	KAK4468001.1	h1SMcT0000566.1
OG0003353	KAK4473091.1	h1SMcT0009683.1, h1SMcT0009683.2
OG0003354	KAK4473041.1	h1SMcT0005376.1, h1SMcT0005376.2
OG0003355	KAK4471397.1	h1SMcT0013037.1, h1SMcT0013037.2
OG0003356	KAK4474680.1	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5
OG0003357	KAK4473542.1	h1SMcT0020833.1, h1SMcT0020833.2
OG0003362	KAK4470541.1, KAK4470542.1	h1SMcT0006359.1, h1SMcT0006359.2
OG0003363	KAK4472454.1	h1SMcT0005229.1
OG0003364	KAK4468078.1	h1SMcT0003203.1
OG0003365	KAK4475132.1	h1SMcT0012756.1
OG0003366	KAK4471992.1	h1SMcT0007117.1, h1SMcT0007117.2
OG0003367	KAK4469630.1	h1SMcT0014821.1
OG0003369	KAK4471215.1	h1SMcT0005360.1, h1SMcT0005360.3
OG0003370	KAK4472867.1	h1SMcT0006611.1
OG0003371	KAK4469637.1	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2
OG0003373	KAK4475230.1	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2
OG0003374	KAK4467641.1	h1SMcT0020942.1, h1SMcT0020942.2
OG0003375	KAK4470085.1	h1SMcT0000378.1
OG0003376	KAK4469604.1	h1SMcT0005276.1
OG0003377	KAK4468003.1	h1SMcT0021045.1, h1SMcT0018146.4, h1SMcT0018146.3, h1SMcT0018146.2, h1SMcT0018146.1, h1SMcT0018146.5
OG0003379	KAK4471270.1	h1SMcT0021989.1, h1SMcT0021989.2
OG0003380	KAK4469642.1	h1SMcT0004933.1
OG0003381	KAK4469845.1	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3
OG0003383	KAK4476102.1	h1SMcT0000027.1, h1SMcT0000027.2
OG0003384	KAK4473567.1	h1SMcT0009197.1
