Orthogroup	s.mekongi	fasciola_gigantica
OG0003763	KAK4473190.1	FGIG_09747, FGIG_09748
OG0003764	KAK4473758.1	FGIG_09791
OG0003765	KAK4474431.1, KAK4475501.1	FGIG_09850
OG0003766	KAK4469910.1	FGIG_09880
OG0003767	KAK4471832.1	FGIG_09908
OG0003768	KAK4475020.1	FGIG_10005
OG0003770	KAK4470714.1	FGIG_10119
OG0003771	KAK4476054.1	FGIG_10154
OG0003772	KAK4469583.1	FGIG_10200
OG0003773	KAK4468694.1	FGIG_10332
OG0003774	KAK4470246.1	FGIG_10366
OG0003775	KAK4470430.1	FGIG_10369
OG0003776	KAK4476078.1	FGIG_10526
OG0003777	KAK4471171.1	FGIG_10553
OG0003778	KAK4467927.1	FGIG_12691, FGIG_10658
OG0003779	KAK4475255.1	FGIG_10699
OG0003780	KAK4471656.1, KAK4471657.1	FGIG_10805
OG0003781	KAK4472882.1	FGIG_10878
OG0003782	KAK4469405.1	FGIG_10921
OG0003783	KAK4469448.1	FGIG_11054, FGIG_10954
OG0003784	KAK4469333.1	FGIG_10994
OG0003785	KAK4472235.1, KAK4474201.1	FGIG_11010
OG0003786	KAK4471313.1	FGIG_11016
OG0003787	KAK4475361.1	FGIG_11020
OG0003788	KAK4470220.1	FGIG_11181
OG0003789	KAK4476144.1	FGIG_11186
OG0003790	KAK4472442.1	FGIG_11213
OG0003791	KAK4469217.1	FGIG_11283
OG0003792	KAK4469793.1, KAK4469794.1	FGIG_11350
OG0003793	KAK4469847.1	FGIG_11585, FGIG_11402
OG0003794	KAK4468158.1	FGIG_11510
OG0003795	KAK4475564.1, KAK4475553.1	FGIG_11651
OG0003796	KAK4471258.1	FGIG_11667, FGIG_11668
OG0003797	KAK4470514.1	FGIG_11691
OG0003798	KAK4475288.1	FGIG_11711
OG0003799	KAK4467992.1	FGIG_12062, FGIG_11795
OG0003800	KAK4473328.1	FGIG_11956
OG0003801	KAK4469539.1	FGIG_12180
OG0003827	KAK4472458.1	FGIG_00616, FGIG_00003
OG0003828	KAK4473877.1	FGIG_00011
OG0003830	KAK4474601.1	FGIG_00070, FGIG_00074
OG0003831	KAK4467800.1, KAK4467802.1	FGIG_00079
OG0003832	KAK4467795.1, KAK4467796.1	FGIG_00158, FGIG_07024, FGIG_07023
OG0003833	KAK4472320.1	FGIG_00179
OG0003834	KAK4467275.1, KAK4475584.1	FGIG_00232
OG0003835	KAK4474763.1	FGIG_00269
OG0003836	KAK4472456.1	FGIG_00287
OG0003837	KAK4473661.1	FGIG_00306, FGIG_00307
OG0003838	KAK4474508.1	FGIG_00326
OG0003839	KAK4474424.1	FGIG_00336
OG0003840	KAK4473157.1	FGIG_00353
OG0003841	KAK4473943.1	FGIG_00378
OG0003842	KAK4472487.1	FGIG_00385, FGIG_05108
OG0003843	KAK4476120.1	FGIG_00393, FGIG_08414
OG0003844	KAK4472385.1	FGIG_00400
OG0003845	KAK4475977.1	FGIG_11306, FGIG_00428
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	FGIG_00437, FGIG_01677
OG0003847	KAK4471993.1	FGIG_00468
OG0003848	KAK4468052.1	FGIG_00519
OG0003849	KAK4475052.1	FGIG_00572
OG0003850	KAK4472741.1	FGIG_00595
OG0003851	KAK4471681.1	FGIG_00629
OG0003852	KAK4467722.1	FGIG_00732
OG0003853	KAK4467824.1	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	KAK4471651.1	FGIG_00780
OG0003855	KAK4473610.1	FGIG_00798
OG0003856	KAK4468070.1	FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	KAK4473810.1	FGIG_00916
OG0003858	KAK4472534.1	FGIG_00980
OG0003859	KAK4471409.1	FGIG_00987
OG0003860	KAK4473760.1	FGIG_01015
OG0003863	KAK4473383.1	FGIG_01209
OG0003864	KAK4470496.1	FGIG_01322
OG0003865	KAK4467834.1	FGIG_01481
OG0003866	KAK4473649.1	FGIG_01504
OG0003867	KAK4469109.1	FGIG_01563
OG0003868	KAK4471934.1	FGIG_01607
OG0003869	KAK4473406.1	FGIG_01647
OG0003871	KAK4472736.1	FGIG_01706
OG0003872	KAK4468987.1	FGIG_01778
OG0003873	KAK4468080.1	FGIG_11719, FGIG_01823
OG0003874	KAK4473576.1	FGIG_01842
OG0003875	KAK4473327.1	FGIG_01914
OG0003876	KAK4473721.1	FGIG_02374, FGIG_01932
OG0003877	KAK4471744.1	FGIG_11477, FGIG_01966
OG0003878	KAK4471742.1	FGIG_01968, FGIG_01967
OG0003879	KAK4470075.1	FGIG_01984
OG0003880	KAK4467540.1	FGIG_01989
OG0003881	KAK4471912.1	FGIG_01997
OG0003882	KAK4467823.1	FGIG_02010
OG0003883	KAK4471902.1	FGIG_02048
OG0003884	KAK4473061.1	FGIG_02121
OG0003885	KAK4468810.1	FGIG_02125
OG0003886	KAK4473944.1	FGIG_02170
OG0003887	KAK4468687.1, KAK4468686.1	FGIG_02184, FGIG_02185
OG0003888	KAK4468941.1	FGIG_02242
OG0003889	KAK4470533.1	FGIG_02322
OG0003890	KAK4475346.1	FGIG_02376
OG0003891	KAK4474505.1	FGIG_02407
OG0003894	KAK4467245.1	FGIG_02591
OG0003895	KAK4469680.1	FGIG_02599
OG0003896	KAK4469507.1	FGIG_02846
OG0003897	KAK4472775.1	FGIG_02852
OG0003898	KAK4476198.1	FGIG_02857
OG0003899	KAK4469679.1	FGIG_02890
OG0003900	KAK4471688.1	FGIG_02900, FGIG_02902, FGIG_02901
OG0003901	KAK4471700.1	FGIG_02903
OG0003902	KAK4468768.1	FGIG_02959, FGIG_11065
OG0003903	KAK4471061.1	FGIG_03135
OG0003904	KAK4471544.1	FGIG_03352
OG0003905	KAK4467776.1	FGIG_03393
OG0003906	KAK4476127.1	FGIG_03505
OG0003907	KAK4475512.1	FGIG_03506
OG0003908	KAK4475487.1	FGIG_03591
OG0003909	KAK4474044.1	FGIG_03609
OG0003910	KAK4469942.1	FGIG_03621
OG0003911	KAK4473595.1	FGIG_03669
OG0003912	KAK4470946.1	FGIG_03688
OG0003913	KAK4472713.1	FGIG_10929, FGIG_03851, FGIG_03850
OG0003914	KAK4472122.1	FGIG_03927
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	FGIG_03928
OG0003916	KAK4468036.1	FGIG_03943
OG0003917	KAK4474585.1, KAK4467384.1, KAK4467385.1	FGIG_04060
OG0003918	KAK4469204.1	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	KAK4472259.1	FGIG_04137
OG0003920	KAK4474850.1, KAK4474849.1	FGIG_04156, FGIG_04155
OG0003921	KAK4470392.1	FGIG_04189
OG0003922	KAK4471552.1	FGIG_04203
OG0003923	KAK4473174.1	FGIG_04324
OG0003924	KAK4469947.1	FGIG_04356
OG0003925	KAK4469481.1	FGIG_04385
OG0003926	KAK4473245.1	FGIG_04518
OG0003927	KAK4471613.1, KAK4471602.1	FGIG_10656, FGIG_04526
OG0003928	KAK4473599.1, KAK4473598.1	FGIG_04587
OG0003929	KAK4469152.1	FGIG_04599
OG0003930	KAK4470058.1	FGIG_04625
OG0003931	KAK4469472.1	FGIG_04718
OG0003933	KAK4472343.1	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	KAK4474458.1	FGIG_04768
OG0003935	KAK4474586.1	FGIG_04806
OG0003936	KAK4474234.1, KAK4474233.1	FGIG_04828, FGIG_11562
OG0003937	KAK4469622.1	FGIG_04877
OG0003938	KAK4470310.1	FGIG_04978
OG0003940	KAK4474709.1	FGIG_05014
OG0003941	KAK4467508.1, KAK4475708.1, KAK4467507.1, KAK4475709.1	FGIG_05050
OG0003942	KAK4469602.1	FGIG_05081
OG0003943	KAK4469164.1	FGIG_05084
OG0003944	KAK4469175.1	FGIG_05085
OG0003945	KAK4468739.1	FGIG_05090
OG0003946	KAK4473182.1	FGIG_05104
OG0003947	KAK4473629.1	FGIG_05121, FGIG_10420
OG0003948	KAK4469790.1	FGIG_05177
OG0003949	KAK4469896.1	FGIG_06624, FGIG_07754, FGIG_05200
OG0003950	KAK4475967.1	FGIG_05215
OG0003951	KAK4469318.1	FGIG_05363
OG0003952	KAK4468515.1	FGIG_10477, FGIG_05428
OG0003953	KAK4467979.1	FGIG_05452
OG0003954	KAK4471945.1	FGIG_05509
OG0003955	KAK4469215.1	FGIG_05559, FGIG_05558
OG0003956	KAK4471678.1	FGIG_05637
OG0003957	KAK4474161.1	FGIG_05699
OG0003958	KAK4472852.1	FGIG_05787
OG0003959	KAK4474422.1	FGIG_05793
OG0003960	KAK4469154.1	FGIG_05953
OG0003961	KAK4468327.1	FGIG_05986
OG0003962	KAK4472497.1	FGIG_05997, FGIG_05998
OG0003963	KAK4475106.1	FGIG_06024
OG0003964	KAK4474297.1	FGIG_06245
OG0003965	KAK4473090.1	FGIG_06274
OG0003966	KAK4476122.1	FGIG_06306
OG0003967	KAK4473470.1	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	KAK4475622.1	FGIG_06386
OG0003969	KAK4468012.1, KAK4468013.1	FGIG_06572, FGIG_06460
OG0003970	KAK4468794.1	FGIG_06593
OG0003971	KAK4471664.1	FGIG_06692
OG0003972	KAK4472667.1	FGIG_06758
OG0003973	KAK4467846.1	FGIG_06783
OG0003974	KAK4469368.1	FGIG_06804
OG0003975	KAK4473769.1	FGIG_11767, FGIG_06881
OG0003976	KAK4473229.1	FGIG_06895
OG0003977	KAK4469352.1	FGIG_06932
OG0003978	KAK4469559.1	FGIG_06985
OG0003979	KAK4474501.1	FGIG_06991
OG0003980	KAK4467547.1, KAK4467936.1	FGIG_07039
OG0003981	KAK4473321.1	FGIG_07062
OG0003982	KAK4471286.1	FGIG_07101
OG0003983	KAK4471914.1	FGIG_07261
OG0003984	KAK4476165.1	FGIG_07263
OG0003985	KAK4471256.1	FGIG_07357
OG0003986	KAK4471328.1	FGIG_07377
OG0003987	KAK4476110.1	FGIG_07392
OG0003988	KAK4473896.1	FGIG_07398
OG0003989	KAK4472114.1	FGIG_07404
OG0003990	KAK4469283.1	FGIG_07461
OG0003991	KAK4474615.1	FGIG_07491
OG0003992	KAK4472657.1	FGIG_07502
OG0003993	KAK4470689.1	FGIG_07542
OG0003994	KAK4472917.1	FGIG_07556
OG0003995	KAK4468709.1	FGIG_07617
OG0003996	KAK4469899.1	FGIG_07671
OG0003997	KAK4474959.1	FGIG_07690
OG0003998	KAK4474572.1	FGIG_07697
OG0003999	KAK4475491.1	FGIG_07704
OG0004001	KAK4469040.1	FGIG_07728
OG0004002	KAK4470685.1	FGIG_07771
OG0004003	KAK4472380.1	FGIG_07799
OG0004004	KAK4469995.1	FGIG_07804
OG0004005	KAK4473927.1	FGIG_07885
OG0004006	KAK4472502.1	FGIG_07897, FGIG_07898
OG0004007	KAK4470223.1	FGIG_07927, FGIG_09279, FGIG_10211
OG0004008	KAK4473266.1	FGIG_07946
OG0004010	KAK4473369.1	FGIG_07974
OG0004011	KAK4470397.1	FGIG_07994, FGIG_07995
OG0004012	KAK4469361.1	FGIG_08070
OG0004013	KAK4471273.1	FGIG_08116
OG0004014	KAK4468149.1	FGIG_08121
OG0004015	KAK4467698.1	FGIG_08192
OG0004016	KAK4474609.1	FGIG_08264
OG0004017	KAK4476193.1	FGIG_08289
OG0004018	KAK4468809.1	FGIG_08463
OG0004019	KAK4468780.1, KAK4468779.1	FGIG_08505
OG0004021	KAK4468936.1	FGIG_08665
OG0004022	KAK4468656.1	FGIG_08670
OG0004023	KAK4471855.1	FGIG_08753
OG0004024	KAK4476065.1	FGIG_08887
OG0004025	KAK4475412.1	FGIG_09037, FGIG_11992
OG0004026	KAK4473800.1	FGIG_09070
OG0004027	KAK4470741.1	FGIG_09071
OG0004028	KAK4473590.1	FGIG_09129
OG0004029	KAK4470131.1	FGIG_09133, FGIG_12175
OG0004030	KAK4475164.1	FGIG_09443
OG0004032	KAK4474545.1	FGIG_09479
OG0004033	KAK4473651.1	FGIG_09501
OG0004034	KAK4468481.1	FGIG_09615
OG0004035	KAK4468602.1	FGIG_09825
OG0004036	KAK4473932.1	FGIG_09982
OG0004037	KAK4475722.1	FGIG_10078
OG0004038	KAK4469570.1	FGIG_10194
OG0004039	KAK4470809.1	FGIG_10267
OG0004040	KAK4469334.1	FGIG_10324
OG0004041	KAK4473364.1	FGIG_10368
OG0004042	KAK4471647.1	FGIG_10476
OG0004043	KAK4475985.1	FGIG_10610
OG0004044	KAK4473365.1	FGIG_10622
OG0004045	KAK4475090.1, KAK4474988.1	FGIG_10730
OG0004046	KAK4476262.1	FGIG_10733
OG0004047	KAK4473496.1, KAK4473495.1	FGIG_11077
OG0004048	KAK4471862.1	FGIG_11145
OG0004049	KAK4467760.1	FGIG_11149
OG0004050	KAK4470793.1	FGIG_11225
OG0004051	KAK4471436.1	FGIG_11332
OG0004052	KAK4471112.1	FGIG_11480
OG0004053	KAK4468949.1	FGIG_11613, FGIG_11614
OG0004054	KAK4470150.1	FGIG_11634
OG0004055	KAK4474528.1, KAK4474529.1	FGIG_11635
OG0004056	KAK4469577.1	FGIG_11734
OG0004057	KAK4469234.1	FGIG_11968
OG0004058	KAK4470488.1	FGIG_12090
OG0004059	KAK4471827.1	FGIG_12168
OG0004060	KAK4475610.1	FGIG_12205
OG0004061	KAK4468771.1	FGIG_12490
OG0004062	KAK4468773.1	FGIG_12491, FGIG_12533
OG0004063	KAK4475911.1	FGIG_12493
OG0004089	KAK4475210.1	FGIG_00094
OG0004090	KAK4468577.1	FGIG_08089, FGIG_00099
OG0004091	KAK4470132.1	FGIG_00123
OG0004092	KAK4475087.1	FGIG_08687, FGIG_00129, FGIG_12170
OG0004093	KAK4470851.1	FGIG_00137
OG0004094	KAK4473562.1	FGIG_00144
OG0004095	KAK4474917.1	FGIG_00204
OG0004096	KAK4476129.1	FGIG_00235
OG0004097	KAK4471866.1	FGIG_00266
OG0004098	KAK4469601.1	FGIG_00314
OG0004099	KAK4474926.1	FGIG_00331
OG0004100	KAK4472843.1	FGIG_00340
OG0004101	KAK4473394.1	FGIG_00513
OG0004102	KAK4468053.1	FGIG_00520
OG0004103	KAK4473811.1	FGIG_00555
OG0004104	KAK4473994.1	FGIG_00613
OG0004105	KAK4472940.1	FGIG_00670
OG0004106	KAK4467691.1	FGIG_09168, FGIG_00711, FGIG_01195
OG0004107	KAK4474811.1	FGIG_00744, FGIG_12302
OG0004108	KAK4473438.1	FGIG_00763
OG0004109	KAK4473886.1	FGIG_00805
OG0004110	KAK4470669.1	FGIG_00863
OG0004111	KAK4467345.1, KAK4470431.1	FGIG_00928
OG0004112	KAK4474903.1	FGIG_00949
OG0004113	KAK4473362.1	FGIG_01059, FGIG_01060
OG0004114	KAK4469672.1	FGIG_01067, FGIG_12023
OG0004115	KAK4474029.1	FGIG_01091
OG0004116	KAK4468108.1	FGIG_01116
OG0004117	KAK4475687.1	FGIG_01169
OG0004118	KAK4473501.1	FGIG_01299
OG0004119	KAK4473260.1	FGIG_01355
OG0004120	KAK4472351.1	FGIG_01382
OG0004121	KAK4469699.1	FGIG_01428
OG0004122	KAK4472979.1	FGIG_01583
OG0004123	KAK4474787.1	FGIG_01590, FGIG_10678, FGIG_01591
OG0004124	KAK4472790.1	FGIG_01689
OG0004125	KAK4470429.1	FGIG_01692
OG0004126	KAK4470405.1	FGIG_01739
OG0004127	KAK4472204.1	FGIG_01761
OG0004128	KAK4474879.1, KAK4474880.1	FGIG_01774, FGIG_01773
OG0004129	KAK4469631.1	FGIG_01779
OG0004130	KAK4470228.1	FGIG_01825
OG0004131	KAK4475483.1	FGIG_01828
OG0004132	KAK4468891.1	FGIG_01871
OG0004133	KAK4475507.1	FGIG_01927
OG0004134	KAK4474790.1	FGIG_01944
OG0004135	KAK4472269.1	FGIG_02013, FGIG_06043
OG0004136	KAK4471144.1	FGIG_02135
OG0004137	KAK4472403.1	FGIG_02159, FGIG_02158
OG0004138	KAK4469596.1	FGIG_02223
OG0004139	KAK4472730.1	FGIG_02232
OG0004141	KAK4475160.1	FGIG_02377
OG0004142	KAK4468004.1	FGIG_02442
OG0004143	KAK4476289.1	FGIG_02449
OG0004144	KAK4472038.1	FGIG_02479
OG0004145	KAK4471729.1	FGIG_02490, FGIG_08599
OG0004146	KAK4472719.1	FGIG_02517, FGIG_02518
OG0004147	KAK4469962.1	FGIG_02529
OG0004148	KAK4474606.1, KAK4474605.1	FGIG_02560
OG0004149	KAK4475559.1	FGIG_07360, FGIG_02689
OG0004150	KAK4474908.1	FGIG_02848
OG0004151	KAK4469738.1	FGIG_02921
OG0004152	KAK4475260.1	FGIG_02938
OG0004153	KAK4475494.1	FGIG_03054
OG0004154	KAK4476017.1	FGIG_03061
OG0004155	KAK4469315.1	FGIG_03067
OG0004156	KAK4471168.1	FGIG_03076
OG0004157	KAK4475010.1	FGIG_03081
OG0004158	KAK4473559.1	FGIG_03087
OG0004159	KAK4471523.1	FGIG_03124
OG0004160	KAK4475868.1	FGIG_03130
OG0004161	KAK4474702.1	FGIG_03167
OG0004162	KAK4471030.1	FGIG_03248
OG0004163	KAK4470484.1	FGIG_03279
OG0004164	KAK4474400.1	FGIG_03301
OG0004165	KAK4474174.1	FGIG_03328
OG0004166	KAK4475840.1	FGIG_03450
OG0004167	KAK4476233.1	FGIG_03452
OG0004168	KAK4468492.1	FGIG_03567, FGIG_03566
OG0004169	KAK4472617.1	FGIG_03612
OG0004170	KAK4470817.1	FGIG_03647
OG0004171	KAK4468663.1	FGIG_03673
OG0004172	KAK4470777.1	FGIG_03693
OG0004173	KAK4472842.1	FGIG_03709, FGIG_03708
OG0004175	KAK4469422.1	FGIG_03799
OG0004176	KAK4474621.1	FGIG_10320, FGIG_10319
OG0004177	KAK4468503.1	FGIG_03905
OG0004178	KAK4471108.1	FGIG_03931
OG0004179	KAK4468038.1	FGIG_03944
OG0004180	KAK4471629.1	FGIG_03945
OG0004181	KAK4474567.1, KAK4469045.1	FGIG_03983
OG0004182	KAK4471306.1	FGIG_04018, FGIG_04019
OG0004183	KAK4468548.1	FGIG_04032, FGIG_10573
OG0004184	KAK4474439.1	FGIG_04054
OG0004185	KAK4469012.1	FGIG_04101
OG0004186	KAK4468668.1	FGIG_04104
OG0004187	KAK4471049.1, KAK4471234.1	FGIG_04174
OG0004188	KAK4468008.1, KAK4468007.1	FGIG_04201
OG0004189	KAK4474832.1	FGIG_04234
OG0004190	KAK4467744.1	FGIG_04237
OG0004191	KAK4467942.1	FGIG_04238
OG0004192	KAK4474922.1	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287
OG0004193	KAK4468189.1	FGIG_07202, FGIG_04351
OG0004194	KAK4472803.1	FGIG_04404
OG0004195	KAK4475324.1	FGIG_04420
OG0004196	KAK4472300.1, KAK4472299.1	FGIG_04433
OG0004197	KAK4475428.1	FGIG_04463
OG0004198	KAK4468151.1	FGIG_04489
OG0004199	KAK4472063.1	FGIG_04498
OG0004200	KAK4470077.1	FGIG_04547
OG0004201	KAK4471480.1	FGIG_04564
OG0004202	KAK4475338.1	FGIG_04579
OG0004203	KAK4470636.1	FGIG_04634, FGIG_08625
OG0004204	KAK4471780.1	FGIG_04736
OG0004205	KAK4475236.1	FGIG_04779
OG0004206	KAK4468556.1	FGIG_04834
OG0004207	KAK4471124.1, KAK4471125.1, KAK4467523.1	FGIG_04874
OG0004208	KAK4471533.1	FGIG_04892
OG0004210	KAK4472782.1	FGIG_04959
OG0004211	KAK4469803.1	FGIG_05047
OG0004212	KAK4469342.1	FGIG_05057, FGIG_05058
OG0004213	KAK4469054.1	FGIG_05194
OG0004214	KAK4471119.1	FGIG_05216
OG0004215	KAK4474167.1	FGIG_05334
OG0004216	KAK4473627.1	FGIG_05346, FGIG_08394
OG0004217	KAK4467773.1	FGIG_05395, FGIG_11888
OG0004218	KAK4475560.1	FGIG_05399
OG0004219	KAK4471414.1	FGIG_05514
OG0004220	KAK4475800.1	FGIG_05556
OG0004221	KAK4470238.1	FGIG_05569
OG0004222	KAK4472066.1	FGIG_10474, FGIG_05572
OG0004223	KAK4472276.1	FGIG_05613
OG0004224	KAK4471399.1	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641
OG0004225	KAK4469457.1	FGIG_05671, FGIG_12695
OG0004226	KAK4473013.1	FGIG_05776
OG0004227	KAK4474713.1	FGIG_05819
OG0004228	KAK4471173.1, KAK4471174.1	FGIG_05863, FGIG_05862
OG0004229	KAK4473278.1	FGIG_05864
OG0004230	KAK4468343.1	FGIG_05881
OG0004231	KAK4470605.1	FGIG_05984
OG0004233	KAK4469250.1	FGIG_06188
OG0004234	KAK4471335.1	FGIG_06198, FGIG_06199
OG0004235	KAK4475511.1	FGIG_06261
OG0004236	KAK4471005.1	FGIG_06327
OG0004237	KAK4475380.1	FGIG_06380
OG0004238	KAK4467454.1	FGIG_06408
OG0004240	KAK4474176.1	FGIG_06463
OG0004241	KAK4471972.1	FGIG_06477
OG0004242	KAK4469974.1	FGIG_06484
OG0004243	KAK4474183.1	FGIG_06536
OG0004244	KAK4472036.1	FGIG_06683
OG0004245	KAK4468638.1	FGIG_06787
OG0004246	KAK4473002.1	FGIG_06824
OG0004247	KAK4476094.1	FGIG_06962
OG0004248	KAK4475457.1	FGIG_06977
OG0004249	KAK4474377.1	FGIG_07030
OG0004250	KAK4467854.1	FGIG_07031
OG0004251	KAK4469750.1	FGIG_07113
OG0004252	KAK4473913.1	FGIG_07149
OG0004253	KAK4468944.1	FGIG_07217
OG0004255	KAK4474113.1	FGIG_12413, FGIG_12569, FGIG_07497
OG0004256	KAK4467505.1, KAK4474689.1	FGIG_07633
OG0004257	KAK4471250.1	FGIG_07682
OG0004258	KAK4467479.1	FGIG_07694
OG0004259	KAK4475383.1	FGIG_07801
OG0004260	KAK4467833.1	FGIG_07802
OG0004261	KAK4467835.1	FGIG_07803
OG0004262	KAK4470323.1	FGIG_07839
OG0004263	KAK4475691.1	FGIG_08013, FGIG_09167
OG0004264	KAK4469819.1	FGIG_08046
OG0004265	KAK4471150.1, KAK4471149.1	FGIG_08066
OG0004266	KAK4470030.1	FGIG_08111
OG0004267	KAK4473231.1	FGIG_08172
OG0004268	KAK4473715.1	FGIG_08214
OG0004269	KAK4471663.1	FGIG_08228
OG0004270	KAK4469228.1	FGIG_08299
OG0004271	KAK4468221.1	FGIG_08319
OG0004272	KAK4470570.1	FGIG_08324
OG0004273	KAK4468734.1	FGIG_08333
OG0004274	KAK4469173.1	FGIG_08342
OG0004275	KAK4473884.1	FGIG_08453
OG0004276	KAK4475017.1	FGIG_08470
OG0004277	KAK4475888.1	FGIG_08530
OG0004278	KAK4474175.1	FGIG_08619
OG0004280	KAK4468341.1	FGIG_08772
OG0004281	KAK4470815.1	FGIG_08845
OG0004282	KAK4468056.1	FGIG_08861
OG0004283	KAK4476111.1	FGIG_08907, FGIG_08908
OG0004284	KAK4469760.1	FGIG_08914
OG0004285	KAK4475897.1	FGIG_08946
OG0004286	KAK4469280.1	FGIG_09143
OG0004287	KAK4473906.1	FGIG_11615, FGIG_09160
OG0004288	KAK4469643.1, KAK4469654.1	FGIG_09185
OG0004289	KAK4473631.1	FGIG_09200
OG0004290	KAK4471970.1	FGIG_09250
OG0004291	KAK4473973.1	FGIG_09304
OG0004292	KAK4473972.1	FGIG_09305
OG0004293	KAK4470591.1	FGIG_09315
OG0004294	KAK4469131.1	FGIG_09483
OG0004296	KAK4475231.1	FGIG_09521
OG0004297	KAK4474154.1	FGIG_09610
OG0004298	KAK4471868.1	FGIG_12055, FGIG_12307, FGIG_09650
OG0004299	KAK4470038.1	FGIG_09737
OG0004301	KAK4474875.1	FGIG_09759
OG0004302	KAK4470466.1	FGIG_09774
OG0004303	KAK4473613.1	FGIG_09888, FGIG_09887, FGIG_09889
OG0004304	KAK4474503.1	FGIG_09932
OG0004305	KAK4474103.1	FGIG_09968
OG0004306	KAK4472712.1	FGIG_10027
OG0004307	KAK4467931.1	FGIG_10127
OG0004308	KAK4470866.1	FGIG_10141
OG0004309	KAK4467841.1	FGIG_10150
OG0004310	KAK4469065.1	FGIG_10214
OG0004311	KAK4474588.1	FGIG_10278
OG0004312	KAK4473653.1	FGIG_10378
OG0004313	KAK4470539.1, KAK4473890.1	FGIG_10583
OG0004314	KAK4472708.1	FGIG_10625
OG0004316	KAK4476234.1	FGIG_10712
OG0004318	KAK4474496.1	FGIG_10828
OG0004319	KAK4474490.1	FGIG_10870
OG0004320	KAK4470056.1	FGIG_10905, FGIG_12362
OG0004321	KAK4470184.1	FGIG_10909
OG0004322	KAK4470898.1	FGIG_11017
OG0004323	KAK4474540.1	FGIG_11062
OG0004324	KAK4467578.1, KAK4474675.1	FGIG_11068
OG0004325	KAK4471668.1	FGIG_11104
OG0004327	KAK4475040.1	FGIG_11221
OG0004328	KAK4473995.1	FGIG_11247, FGIG_11246
OG0004329	KAK4469965.1	FGIG_11261
OG0004330	KAK4469664.1	FGIG_11339
OG0004331	KAK4475372.1	FGIG_11479
OG0004332	KAK4471965.1	FGIG_11616, FGIG_12109
OG0004333	KAK4470414.1	FGIG_11645
OG0004334	KAK4469256.1	FGIG_11673
OG0004335	KAK4470516.1	FGIG_11692
OG0004336	KAK4470114.1	FGIG_11850
OG0004337	KAK4473330.1	FGIG_12235
OG0004338	KAK4468431.1	FGIG_12451
OG0004367	KAK4471507.1	FGIG_00024
OG0004368	KAK4467555.1	FGIG_00046
OG0004369	KAK4473558.1	FGIG_00163
OG0004370	KAK4475326.1	FGIG_00180
OG0004371	KAK4472648.1	FGIG_00201
OG0004372	KAK4475116.1	FGIG_00227
OG0004373	KAK4470252.1	FGIG_00247
OG0004374	KAK4469638.1	FGIG_00296
OG0004375	KAK4473312.1	FGIG_00380, FGIG_12367, FGIG_00381
OG0004377	KAK4468800.1	FGIG_00503, FGIG_00504
OG0004378	KAK4468756.1	FGIG_00505
OG0004379	KAK4468333.1	FGIG_00543
OG0004380	KAK4475170.1	FGIG_00575
OG0004381	KAK4475173.1	FGIG_00576
OG0004382	KAK4472600.1	FGIG_00607
OG0004383	KAK4471680.1	FGIG_00628
OG0004384	KAK4470699.1	FGIG_00666
OG0004385	KAK4473127.1	FGIG_00673
OG0004386	KAK4467705.1	FGIG_00731, FGIG_00730
OG0004387	KAK4468407.1	FGIG_00737
OG0004388	KAK4474812.1	FGIG_00742
OG0004389	KAK4470948.1	FGIG_00797
OG0004390	KAK4472081.1	FGIG_00869
OG0004391	KAK4468259.1	FGIG_00873
OG0004392	KAK4472879.1	FGIG_00912
OG0004393	KAK4470548.1	FGIG_00925
OG0004395	KAK4468236.1	FGIG_07849, FGIG_07850, FGIG_00960, FGIG_00961
OG0004396	KAK4471514.1	FGIG_00970
OG0004397	KAK4474913.1	FGIG_01036
OG0004398	KAK4470254.1	FGIG_01255
OG0004399	KAK4476095.1	FGIG_01303
OG0004400	KAK4468419.1	FGIG_01336
OG0004401	KAK4473082.1	FGIG_01357
OG0004402	KAK4473977.1	FGIG_01409
OG0004403	KAK4469815.1	FGIG_01411
OG0004404	KAK4469236.1	FGIG_10890, FGIG_01477
OG0004405	KAK4475027.1	FGIG_01518, FGIG_02494, FGIG_04896
OG0004406	KAK4472598.1	FGIG_01533
OG0004407	KAK4474052.1	FGIG_01535
OG0004408	KAK4468490.1	FGIG_01551
OG0004409	KAK4474040.1	FGIG_01575
OG0004410	KAK4467753.1	FGIG_01684
OG0004411	KAK4473790.1	FGIG_01748
OG0004412	KAK4469393.1	FGIG_01786
OG0004413	KAK4468509.1	FGIG_01802
OG0004414	KAK4474822.1	FGIG_01899
OG0004415	KAK4469231.1	FGIG_01953
OG0004416	KAK4474938.1	FGIG_02009
OG0004417	KAK4471580.1	FGIG_02065
OG0004418	KAK4473058.1	FGIG_02119
