Orthogroup	s.mekongi	opisthorchis_viverrini
OG0004170	KAK4470817.1	T265_02137
OG0004171	KAK4468663.1	T265_03809
OG0004172	KAK4470777.1	T265_01982
OG0004173	KAK4472842.1	T265_13455
OG0004174	KAK4468808.1	T265_10362
OG0004175	KAK4469422.1	T265_13069
OG0004176	KAK4474621.1	T265_04579
OG0004177	KAK4468503.1	T265_15313
OG0004178	KAK4471108.1	T265_00496, T265_03495
OG0004179	KAK4468038.1	T265_10209
OG0004180	KAK4471629.1	T265_14191
OG0004182	KAK4471306.1	T265_05167
OG0004183	KAK4468548.1	T265_07332, T265_12052
OG0004184	KAK4474439.1	T265_04436
OG0004186	KAK4468668.1	T265_05348
OG0004187	KAK4471049.1, KAK4471234.1	T265_00488
OG0004188	KAK4468008.1, KAK4468007.1	T265_08264
OG0004189	KAK4474832.1	T265_09513
OG0004190	KAK4467744.1	T265_05322
OG0004191	KAK4467942.1	T265_02742
OG0004192	KAK4474922.1	T265_10547, T265_15930
OG0004193	KAK4468189.1	T265_03405, T265_04673, T265_15408
OG0004194	KAK4472803.1	T265_10335
OG0004195	KAK4475324.1	T265_01536
OG0004196	KAK4472300.1, KAK4472299.1	T265_14458
OG0004197	KAK4475428.1	T265_12022
OG0004198	KAK4468151.1	T265_12995, T265_07823, T265_07918
OG0004199	KAK4472063.1	T265_08663
OG0004200	KAK4470077.1	T265_01774
OG0004201	KAK4471480.1	T265_06084, T265_09479
OG0004202	KAK4475338.1	T265_03684, T265_03685
OG0004203	KAK4470636.1	T265_12631, T265_00773
OG0004204	KAK4471780.1	T265_02032
OG0004205	KAK4475236.1	T265_13792
OG0004206	KAK4468556.1	T265_04168
OG0004207	KAK4471124.1, KAK4471125.1, KAK4467523.1	T265_08457
OG0004208	KAK4471533.1	T265_01114
OG0004210	KAK4472782.1	T265_03536
OG0004211	KAK4469803.1	T265_00155
OG0004212	KAK4469342.1	T265_00100
OG0004213	KAK4469054.1	T265_04868
OG0004214	KAK4471119.1	T265_06274
OG0004215	KAK4474167.1	T265_01930
OG0004216	KAK4473627.1	T265_13413, T265_04100
OG0004217	KAK4467773.1	T265_05223
OG0004218	KAK4475560.1	T265_08377
OG0004219	KAK4471414.1	T265_05546, T265_13633
OG0004220	KAK4475800.1	T265_07270, T265_12389
OG0004221	KAK4470238.1	T265_03844
OG0004222	KAK4472066.1	T265_14986
OG0004223	KAK4472276.1	T265_02554
OG0004224	KAK4471399.1	T265_01425
OG0004225	KAK4469457.1	T265_00292
OG0004226	KAK4473013.1	T265_09575
OG0004227	KAK4474713.1	T265_03194
OG0004228	KAK4471173.1, KAK4471174.1	T265_01144, T265_01143
OG0004229	KAK4473278.1	T265_03264, T265_16209
OG0004230	KAK4468343.1	T265_07108
OG0004231	KAK4470605.1	T265_12636
OG0004233	KAK4469250.1	T265_13865
OG0004234	KAK4471335.1	T265_12465
OG0004235	KAK4475511.1	T265_14099
OG0004236	KAK4471005.1	T265_01977
OG0004237	KAK4475380.1	T265_06373
OG0004238	KAK4467454.1	T265_00784
OG0004241	KAK4471972.1	T265_07689
OG0004242	KAK4469974.1	T265_00138
OG0004243	KAK4474183.1	T265_12892, T265_16162
OG0004244	KAK4472036.1	T265_00600
OG0004245	KAK4468638.1	T265_11640
OG0004246	KAK4473002.1	T265_06470, T265_09579, T265_16156
OG0004247	KAK4476094.1	T265_06897
OG0004248	KAK4475457.1	T265_14621
OG0004249	KAK4474377.1	T265_07754
OG0004250	KAK4467854.1	T265_04820
OG0004251	KAK4469750.1	T265_07428
OG0004252	KAK4473913.1	T265_12488
OG0004253	KAK4468944.1	T265_14369
OG0004255	KAK4474113.1	T265_00684, T265_15948
OG0004256	KAK4467505.1, KAK4474689.1	T265_13382
OG0004257	KAK4471250.1	T265_02520
OG0004258	KAK4467479.1	T265_00828
OG0004259	KAK4475383.1	T265_00918
OG0004260	KAK4467833.1	T265_07402
OG0004261	KAK4467835.1	T265_07403
OG0004263	KAK4475691.1	T265_09541
OG0004264	KAK4469819.1	T265_02831
OG0004265	KAK4471150.1, KAK4471149.1	T265_00766
OG0004266	KAK4470030.1	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742
OG0004267	KAK4473231.1	T265_03761
OG0004268	KAK4473715.1	T265_02591
OG0004269	KAK4471663.1	T265_03337
OG0004270	KAK4469228.1	T265_08609
OG0004271	KAK4468221.1	T265_10621
OG0004272	KAK4470570.1	T265_04858, T265_16027
OG0004273	KAK4468734.1	T265_03812
OG0004274	KAK4469173.1	T265_05101
OG0004275	KAK4473884.1	T265_08072, T265_08073
OG0004276	KAK4475017.1	T265_06678
OG0004277	KAK4475888.1	T265_14711
OG0004278	KAK4474175.1	T265_07590
OG0004280	KAK4468341.1	T265_02371
OG0004281	KAK4470815.1	T265_09092
OG0004282	KAK4468056.1	T265_13240, T265_13239
OG0004283	KAK4476111.1	T265_02577
OG0004284	KAK4469760.1	T265_13398, T265_13399
OG0004285	KAK4475897.1	T265_03067
OG0004286	KAK4469280.1	T265_13630
OG0004287	KAK4473906.1	T265_04119
OG0004288	KAK4469643.1, KAK4469654.1	T265_01275
OG0004289	KAK4473631.1	T265_08650
OG0004290	KAK4471970.1	T265_03928
OG0004291	KAK4473973.1	T265_03995
OG0004292	KAK4473972.1	T265_03994
OG0004293	KAK4470591.1	T265_00076
OG0004294	KAK4469131.1	T265_04913
OG0004296	KAK4475231.1	T265_00910
OG0004297	KAK4474154.1	T265_05195
OG0004298	KAK4471868.1	T265_06726
OG0004299	KAK4470038.1	T265_02153
OG0004301	KAK4474875.1	T265_12658
OG0004302	KAK4470466.1	T265_12759
OG0004303	KAK4473613.1	T265_05050
OG0004304	KAK4474503.1	T265_09066, T265_09067
OG0004306	KAK4472712.1	T265_14389
OG0004307	KAK4467931.1	T265_07091
OG0004308	KAK4470866.1	T265_15639, T265_15910
OG0004309	KAK4467841.1	T265_08363
OG0004310	KAK4469065.1	T265_00068
OG0004311	KAK4474588.1	T265_00195
OG0004312	KAK4473653.1	T265_03644
OG0004313	KAK4470539.1, KAK4473890.1	T265_14003
OG0004314	KAK4472708.1	T265_11633
OG0004316	KAK4476234.1	T265_12691
OG0004318	KAK4474496.1	T265_02511
OG0004319	KAK4474490.1	T265_12869
OG0004320	KAK4470056.1	T265_09218
OG0004321	KAK4470184.1	T265_04863
OG0004322	KAK4470898.1	T265_01934
OG0004323	KAK4474540.1	T265_13815
OG0004324	KAK4467578.1, KAK4474675.1	T265_08039
OG0004325	KAK4471668.1	T265_09287
OG0004327	KAK4475040.1	T265_13529
OG0004328	KAK4473995.1	T265_08251
OG0004329	KAK4469965.1	T265_07429
OG0004330	KAK4469664.1	T265_07520
OG0004331	KAK4475372.1	T265_08583
OG0004332	KAK4471965.1	T265_08048
OG0004333	KAK4470414.1	T265_07319
OG0004334	KAK4469256.1	T265_13287
OG0004335	KAK4470516.1	T265_13902
OG0004337	KAK4473330.1	T265_05996
OG0004338	KAK4468431.1	T265_07735
OG0004340	KAK4474482.1, KAK4474483.1	T265_12180
OG0004343	KAK4468344.1	T265_10481
OG0004344	KAK4472045.1, KAK4472046.1	T265_15586
OG0004345	KAK4471109.1	T265_00497
OG0004346	KAK4472115.1	T265_04805, T265_04806
OG0004347	KAK4472980.1	T265_07467, T265_11425
OG0004348	KAK4473851.1	T265_08541
OG0004349	KAK4472687.1	T265_10618
OG0004350	KAK4474462.1	T265_12478
OG0004367	KAK4471507.1	T265_13444, T265_13445, T265_16226
OG0004368	KAK4467555.1	T265_04580
OG0004369	KAK4473558.1	T265_07137
OG0004370	KAK4475326.1	T265_04372
OG0004371	KAK4472648.1	T265_00707
OG0004372	KAK4475116.1	T265_14989
OG0004373	KAK4470252.1	T265_09183
OG0004374	KAK4469638.1	T265_04911
OG0004375	KAK4473312.1	T265_11369, T265_16062
OG0004377	KAK4468800.1	T265_10990
OG0004378	KAK4468756.1	T265_15312
OG0004379	KAK4468333.1	T265_06970
OG0004380	KAK4475170.1	T265_03447
OG0004381	KAK4475173.1	T265_07443, T265_07444
OG0004382	KAK4472600.1	T265_04753
OG0004383	KAK4471680.1	T265_05836
OG0004384	KAK4470699.1	T265_03876
OG0004385	KAK4473127.1	T265_09252
OG0004386	KAK4467705.1	T265_14489, T265_14490
OG0004387	KAK4468407.1	T265_13593
OG0004388	KAK4474812.1	T265_14601
OG0004389	KAK4470948.1	T265_01754
OG0004390	KAK4472081.1	T265_06077
OG0004391	KAK4468259.1	T265_01540
OG0004392	KAK4472879.1	T265_15643
OG0004393	KAK4470548.1	T265_00797
OG0004395	KAK4468236.1	T265_10665
OG0004396	KAK4471514.1	T265_15433
OG0004397	KAK4474913.1	T265_13023
OG0004398	KAK4470254.1	T265_00820
OG0004399	KAK4476095.1	T265_10345
OG0004400	KAK4468419.1	T265_13708
OG0004402	KAK4473977.1	T265_06469
OG0004403	KAK4469815.1	T265_01203
OG0004404	KAK4469236.1	T265_06860
OG0004405	KAK4475027.1	T265_00927, T265_03188
OG0004407	KAK4474052.1	T265_12623
OG0004408	KAK4468490.1	T265_13847
OG0004409	KAK4474040.1	T265_11825
OG0004410	KAK4467753.1	T265_07080
OG0004411	KAK4473790.1	T265_04148
OG0004412	KAK4469393.1	T265_03591
OG0004413	KAK4468509.1	T265_05754, T265_13849
OG0004414	KAK4474822.1	T265_10040
OG0004415	KAK4469231.1	T265_12859
OG0004416	KAK4474938.1	T265_03029
OG0004417	KAK4471580.1	T265_12785
OG0004418	KAK4473058.1	T265_13456
OG0004419	KAK4468302.1	T265_08279, T265_15898
OG0004421	KAK4469371.1	T265_02861
OG0004422	KAK4475530.1	T265_08954
OG0004423	KAK4472691.1	T265_06122
OG0004424	KAK4467609.1	T265_13720
OG0004425	KAK4467896.1	T265_04834, T265_04836
OG0004426	KAK4471043.1	T265_12565
OG0004428	KAK4470592.1	T265_12639
OG0004429	KAK4474871.1	T265_11404
OG0004431	KAK4472260.1	T265_02798
OG0004432	KAK4467828.1	T265_16326, T265_05667
OG0004433	KAK4470684.1	T265_09965
OG0004434	KAK4473843.1	T265_05019
OG0004435	KAK4472771.1	T265_13267, T265_03480, T265_13268
OG0004436	KAK4471342.1	T265_11424
OG0004437	KAK4473642.1	T265_03537
OG0004438	KAK4471474.1, KAK4467242.1	T265_13276
OG0004439	KAK4474542.1	T265_13988
OG0004440	KAK4472861.1	T265_04525
OG0004441	KAK4475944.1	T265_01605
OG0004442	KAK4471605.1	T265_10594
OG0004443	KAK4474111.1	T265_08855
OG0004444	KAK4469269.1	T265_02140
OG0004445	KAK4469268.1	T265_12417
OG0004446	KAK4475966.1	T265_13958
OG0004447	KAK4470664.1	T265_02322
OG0004448	KAK4475670.1	T265_14924
OG0004449	KAK4472568.1	T265_10708
OG0004450	KAK4470306.1	T265_09027
OG0004451	KAK4473742.1	T265_10083
OG0004452	KAK4470123.1	T265_00171
OG0004453	KAK4473255.1	T265_09265
OG0004454	KAK4471692.1	T265_07675
OG0004455	KAK4472373.1, KAK4472384.1	T265_09991
OG0004456	KAK4476025.1	T265_09418
OG0004457	KAK4470353.1	T265_11258
OG0004460	KAK4471884.1	T265_11483, T265_08871
OG0004461	KAK4470153.1	T265_08622
OG0004462	KAK4471391.1, KAK4471392.1	T265_01147
OG0004463	KAK4472858.1	T265_13953, T265_13954
OG0004465	KAK4469891.1	T265_14290
OG0004466	KAK4472552.1, KAK4472553.1	T265_11006
OG0004467	KAK4472690.1	T265_14305
OG0004469	KAK4476265.1	T265_13805
OG0004470	KAK4469825.1	T265_01307
OG0004472	KAK4474907.1	T265_04362
OG0004473	KAK4469551.1	T265_07432
OG0004474	KAK4476170.1	T265_09002
OG0004475	KAK4476196.1	T265_04532
OG0004479	KAK4474294.1	T265_03867, T265_08533
OG0004480	KAK4474473.1	T265_12483, T265_12482
OG0004481	KAK4473166.1	T265_10730
OG0004482	KAK4469711.1	T265_03580
OG0004484	KAK4469927.1	T265_05087
OG0004485	KAK4474708.1	T265_03320
OG0004486	KAK4468743.1	T265_13336
OG0004487	KAK4473333.1	T265_03734
OG0004488	KAK4471349.1	T265_04950
OG0004489	KAK4471674.1	T265_08117
OG0004490	KAK4471238.1	T265_03946, T265_13362
OG0004491	KAK4470477.1	T265_12534, T265_12535, T265_12536
OG0004492	KAK4474700.1	T265_00970
OG0004493	KAK4475137.1	T265_06199
OG0004494	KAK4472048.1	T265_08667
OG0004496	KAK4469918.1	T265_09664
OG0004497	KAK4467905.1	T265_10097
OG0004498	KAK4467868.1	T265_04607
OG0004499	KAK4469034.1, KAK4469035.1	T265_06774
OG0004500	KAK4471666.1	T265_08791
OG0004501	KAK4470776.1	T265_14292
OG0004502	KAK4469127.1	T265_15025
OG0004503	KAK4468524.1	T265_13058
OG0004504	KAK4475306.1	T265_10327
OG0004505	KAK4476219.1	T265_13504, T265_04385
OG0004506	KAK4475024.1	T265_02272
OG0004507	KAK4469174.1	T265_13685
OG0004508	KAK4469003.1, KAK4469855.1	T265_05808, T265_16073
OG0004510	KAK4476091.1	T265_11156
OG0004512	KAK4467783.1	T265_14100
OG0004513	KAK4476297.1	T265_14177, T265_14176
OG0004515	KAK4469359.1	T265_00387
OG0004516	KAK4474844.1	T265_11621
OG0004518	KAK4471809.1	T265_11722
OG0004519	KAK4471166.1	T265_06715
OG0004520	KAK4471658.1	T265_03921, T265_03919
OG0004521	KAK4474530.1	T265_14748
OG0004522	KAK4475298.1	T265_09889
OG0004523	KAK4468337.1	T265_07924
OG0004525	KAK4472866.1	T265_04737
OG0004526	KAK4469059.1	T265_13132
OG0004527	KAK4470961.1, KAK4470962.1	T265_03281
OG0004528	KAK4473066.1	T265_10736
OG0004529	KAK4469588.1	T265_11373
OG0004530	KAK4475582.1	T265_00215
OG0004531	KAK4470737.1	T265_06750
OG0004532	KAK4470590.1	T265_12447
OG0004534	KAK4474062.1	T265_02603
OG0004536	KAK4472190.1	T265_06738
OG0004538	KAK4471495.1	T265_03134
OG0004539	KAK4476113.1	T265_14033
OG0004540	KAK4473216.1	T265_05682
OG0004541	KAK4470065.1	T265_07493
OG0004542	KAK4475615.1	T265_13535
OG0004543	KAK4469985.1	T265_00348
OG0004544	KAK4471038.1	T265_10441
OG0004545	KAK4468583.1	T265_07461
OG0004546	KAK4470757.1	T265_03954
OG0004547	KAK4470303.1	T265_09032
OG0004548	KAK4473776.1	T265_13381
OG0004549	KAK4474531.1	T265_14749
OG0004550	KAK4470423.1	T265_14774
OG0004551	KAK4472406.1	T265_14705
OG0004552	KAK4475647.1, KAK4467513.1	T265_09562
OG0004553	KAK4473482.1	T265_04689, T265_12387
OG0004555	KAK4475410.1	T265_08946
OG0004556	KAK4471332.1	T265_12572
OG0004557	KAK4476150.1	T265_09315
OG0004558	KAK4470933.1	T265_01776, T265_12862
OG0004559	KAK4473065.1	T265_11588
OG0004560	KAK4470489.1	T265_13955
OG0004561	KAK4471926.1	T265_02538
OG0004562	KAK4475006.1	T265_09271
OG0004563	KAK4470469.1	T265_00342
OG0004564	KAK4468474.1	T265_07297
OG0004567	KAK4472650.1	T265_03369
OG0004568	KAK4472996.1	T265_04260
OG0004569	KAK4474581.1	T265_11940
OG0004570	KAK4469317.1	T265_00053
OG0004573	KAK4470344.1	T265_08189
OG0004574	KAK4475431.1	T265_02839
OG0004575	KAK4474069.1	T265_08061, T265_16002
OG0004576	KAK4473339.1	T265_13835
OG0004577	KAK4470438.1	T265_12450
OG0004578	KAK4475384.1, KAK4475385.1	T265_00921
OG0004579	KAK4471324.1	T265_04793
OG0004580	KAK4474181.1	T265_04013
OG0004581	KAK4473842.1	T265_13948
OG0004583	KAK4472357.1	T265_11684
OG0004584	KAK4470522.1	T265_09663
OG0004585	KAK4475456.1	T265_14622
OG0004586	KAK4475180.1	T265_00866
OG0004587	KAK4470298.1	T265_12537
OG0004588	KAK4470722.1	T265_13405
OG0004589	KAK4474577.1	T265_14238, T265_14239
OG0004591	KAK4474406.1	T265_13957
OG0004592	KAK4468087.1	T265_15234
OG0004593	KAK4473093.1	T265_13820
OG0004594	KAK4470497.1	T265_00325
OG0004595	KAK4475348.1	T265_15151
OG0004596	KAK4471684.1	T265_05627
OG0004597	KAK4469408.1	T265_06843
OG0004598	KAK4472500.1	T265_14534
OG0004599	KAK4474478.1	T265_09074
OG0004600	KAK4472653.1	T265_15079, T265_15080
OG0004602	KAK4473399.1	T265_07072
OG0004603	KAK4469950.1	T265_02900
OG0004604	KAK4475435.1	T265_05490, T265_05491
OG0004608	KAK4474664.1	T265_10872
OG0004608	KAK4467545.1	T265_10871
OG0004609	KAK4472947.1, KAK4472946.1	T265_03224
OG0004610	KAK4470217.1, KAK4470227.1	T265_00426
OG0004611	KAK4471772.1	T265_14872
OG0004613	KAK4468486.1	T265_04302
OG0004614	KAK4470895.1	T265_08903
OG0004616	KAK4469571.1	T265_10027
OG0004617	KAK4468267.1	T265_02430, T265_07928
OG0004618	KAK4476067.1	T265_01549
OG0004619	KAK4473512.1	T265_05896
OG0004620	KAK4473109.1	T265_03272
OG0004621	KAK4467877.1	T265_01584, T265_02751
OG0004623	KAK4473817.1	T265_12580, T265_15982
OG0004624	KAK4467324.1	T265_12062
OG0004625	KAK4471612.1	T265_11625, T265_11626
OG0004626	KAK4468529.1	T265_03800
OG0004627	KAK4473616.1	T265_13585
OG0004628	KAK4474129.1	T265_09729
OG0004629	KAK4468549.1	T265_07328
OG0004630	KAK4467663.1	T265_11138
OG0004631	KAK4471416.1	T265_07018
OG0004632	KAK4471275.1	T265_01383
OG0004633	KAK4475232.1	T265_00865
OG0004634	KAK4468607.1	T265_04772
OG0004635	KAK4469626.1	T265_03308
OG0004636	KAK4474716.1	T265_14222
OG0004637	KAK4468297.1	T265_08267
OG0004638	KAK4476256.1	T265_06290
OG0004639	KAK4468104.1	T265_02403
OG0004641	KAK4469661.1	T265_00827
OG0004642	KAK4469921.1	T265_07287
OG0004644	KAK4471198.1	T265_08483
OG0004645	KAK4468702.1	T265_05184
OG0004646	KAK4470347.1	T265_08190
OG0004647	KAK4474655.1	T265_05567
OG0004649	KAK4472267.1	T265_05003
OG0004650	KAK4473018.1, KAK4468326.1, KAK4473017.1	T265_13201, T265_16190
OG0004652	KAK4467396.1, KAK4475733.1	T265_14275
OG0004653	KAK4468658.1	T265_00400
OG0004654	KAK4470930.1	T265_08850
OG0004655	KAK4475336.1	T265_03431
OG0004656	KAK4467933.1	T265_14210
OG0004658	KAK4476185.1, KAK4476187.1	T265_13160
OG0004661	KAK4476140.1	T265_14958, T265_09797
OG0004663	KAK4468599.1	T265_11810
OG0004664	KAK4469538.1	T265_00433
OG0004665	KAK4470215.1, KAK4467270.1	T265_10354, T265_16029
OG0004668	KAK4469949.1, KAK4469948.1	T265_08620
OG0004687	KAK4469353.1	T265_02943
OG0004688	KAK4467662.1	T265_11562
OG0004689	KAK4467742.1	T265_05319
OG0004690	KAK4467859.1, KAK4467860.1	T265_06636
OG0004691	KAK4467732.1	T265_14086
OG0004692	KAK4474683.1	T265_03201
OG0004693	KAK4468545.1	T265_10806
OG0004694	KAK4474396.1	T265_07714
OG0004695	KAK4469651.1	T265_00125
OG0004697	KAK4470700.1	T265_13353
OG0004698	KAK4472425.1	T265_02869
OG0004700	KAK4468913.1	T265_07462
OG0004701	KAK4472827.1	T265_15133
OG0004702	KAK4472532.1, KAK4472533.1	T265_07458
OG0004703	KAK4476101.1	T265_13960
OG0004704	KAK4470584.1	T265_13347
OG0004705	KAK4471818.1	T265_10541, T265_10999, T265_11941
OG0004706	KAK4471895.1	T265_08919
OG0004707	KAK4473342.1	T265_05577
OG0004708	KAK4467830.1	T265_02724, T265_02726
OG0004709	KAK4468692.1	T265_14261
OG0004710	KAK4473871.1	T265_01894
OG0004711	KAK4467898.1	T265_07092
OG0004712	KAK4471977.1	T265_09335
OG0004713	KAK4474654.1	T265_09795, T265_14957
OG0004714	KAK4468682.1	T265_07967, T265_15529
OG0004715	KAK4468441.1	T265_15389
OG0004716	KAK4471890.1	T265_02008, T265_16160
OG0004717	KAK4468671.1	T265_03540
OG0004718	KAK4474155.1	T265_10615
OG0004719	KAK4470752.1	T265_12857
OG0004720	KAK4471068.1	T265_02500
OG0004721	KAK4471516.1	T265_04788, T265_12037
OG0004722	KAK4469096.1	T265_08602
OG0004723	KAK4472981.1	T265_14466
OG0004724	KAK4473485.1	T265_04073
OG0004725	KAK4467782.1	T265_06628
OG0004726	KAK4470874.1	T265_00810, T265_12331
OG0004727	KAK4470580.1	T265_03159, T265_07189
OG0004728	KAK4468226.1	T265_11801
OG0004729	KAK4476141.1	T265_07870
OG0004730	KAK4468685.1	T265_02630, T265_15966
OG0004731	KAK4475371.1	T265_15345
OG0004733	KAK4471561.1	T265_03906
OG0004734	KAK4473292.1, KAK4473483.1	T265_13894
OG0004735	KAK4474972.1	T265_03675
OG0004736	KAK4470620.1	T265_13205
OG0004737	KAK4476059.1	T265_04209
OG0004738	KAK4467354.1, KAK4475662.1	T265_12695
OG0004739	KAK4469406.1	T265_12557
OG0004741	KAK4470820.1	T265_13906
OG0004742	KAK4468811.1	T265_14313, T265_16280
OG0004743	KAK4472536.1	T265_13983
OG0004744	KAK4473821.1	T265_05880
OG0004745	KAK4475104.1	T265_05487
OG0004746	KAK4469349.1	T265_03854
OG0004747	KAK4470927.1	T265_00817, T265_12641
OG0004748	KAK4475093.1	T265_11216
OG0004749	KAK4467602.1, KAK4467603.1	T265_13831, T265_16347, T265_15765, T265_05672, T265_13732
OG0004750	KAK4473274.1	T265_05396, T265_13763
OG0004751	KAK4471756.1	T265_01429
OG0004752	KAK4474467.1	T265_03216
OG0004753	KAK4475952.1	T265_00229
OG0004754	KAK4471158.1	T265_10643
OG0004755	KAK4468449.1	T265_13334
OG0004756	KAK4471786.1	T265_09778
OG0004757	KAK4467870.1	T265_04605
OG0004758	KAK4470014.1	T265_05450
OG0004759	KAK4473283.1, KAK4473284.1	T265_13202
OG0004760	KAK4472102.1	T265_00173
OG0004761	KAK4474688.1	T265_15009
OG0004762	KAK4467618.1	T265_14550
OG0004763	KAK4470127.1	T265_11498, T265_10886
OG0004764	KAK4468489.1	T265_04891
OG0004765	KAK4472383.1	T265_12616
OG0004766	KAK4471967.1	T265_12797, T265_01453
OG0004767	KAK4473639.1	T265_15784
OG0004768	KAK4475654.1	T265_07264
OG0004769	KAK4473985.1	T265_08645
OG0004770	KAK4471481.1	T265_06085
OG0004771	KAK4468969.1	T265_05793
OG0004772	KAK4467882.1	T265_06105
OG0004773	KAK4472494.1	T265_11265
OG0004774	KAK4470301.1	T265_01998
OG0004775	KAK4473476.1	T265_01528
OG0004776	KAK4472347.1	T265_08803
OG0004777	KAK4470361.1	T265_05723
OG0004778	KAK4469822.1	T265_08617
OG0004779	KAK4475247.1	T265_05498
OG0004780	KAK4474472.1	T265_00205
OG0004781	KAK4470309.1	T265_06119
OG0004782	KAK4470375.1	T265_02223
OG0004783	KAK4468321.1	T265_15204
OG0004784	KAK4468286.1	T265_09430
OG0004785	KAK4468011.1	T265_10207
OG0004786	KAK4469866.1	T265_01314
OG0004788	KAK4468592.1	T265_15128
OG0004789	KAK4471752.1	T265_00509, T265_00511
OG0004790	KAK4475026.1	T265_12669
OG0004791	KAK4474704.1	T265_03072
OG0004792	KAK4469542.1	T265_08093
OG0004793	KAK4470236.1	T265_05717
OG0004794	KAK4467685.1	T265_05679
OG0004795	KAK4472574.1	T265_06057
OG0004797	KAK4467869.1	T265_13546
OG0004798	KAK4474593.1	T265_04395
OG0004801	KAK4473012.1	T265_09576
OG0004802	KAK4471291.1	T265_06076
OG0004803	KAK4472064.1	T265_08664
OG0004804	KAK4474795.1	T265_15465
OG0004805	KAK4475657.1, KAK4475656.1	T265_11948
OG0004806	KAK4469955.1	T265_12848
OG0004807	KAK4469861.1	T265_11301
OG0004808	KAK4470716.1	T265_10641
OG0004809	KAK4469410.1	T265_02208
OG0004810	KAK4467623.1	T265_03398, T265_14847
OG0004811	KAK4473681.1	T265_06452
OG0004812	KAK4472361.1	T265_00703, T265_00705
OG0004813	KAK4468501.1	T265_08394
OG0004814	KAK4475880.1, KAK4475881.1	T265_07716
OG0004815	KAK4472014.1	T265_14809
OG0004816	KAK4470717.1	T265_15219
OG0004817	KAK4468340.1	T265_14430, T265_16105
OG0004818	KAK4467907.1	T265_07930
OG0004819	KAK4470838.1	T265_03296
OG0004820	KAK4472304.1	T265_08802
OG0004822	KAK4473310.1	T265_05387
OG0004823	KAK4471154.1	T265_08128
OG0004824	KAK4470571.1	T265_04855
OG0004825	KAK4471844.1	T265_11367, T265_16228
OG0004826	KAK4468269.1	T265_02418
OG0004827	KAK4468832.1	T265_00565
OG0004828	KAK4473019.1	T265_03250
OG0004829	KAK4473930.1	T265_09911
OG0004830	KAK4471334.1	T265_14106
OG0004831	KAK4473102.1	T265_05420
OG0004833	KAK4473976.1	T265_06471
OG0004834	KAK4472599.1	T265_01909
OG0004835	KAK4473215.1	T265_05683
OG0004836	KAK4468055.1	T265_12991
OG0004839	KAK4475597.1	T265_14407
OG0004840	KAK4469140.1	T265_12522
OG0004841	KAK4471248.1	T265_02521
OG0004843	KAK4473881.1	T265_08315
OG0004845	KAK4475141.1	T265_01600
OG0004846	KAK4470907.1	T265_01748, T265_12856
OG0004849	KAK4469774.1	T265_01220, T265_05408
OG0004851	KAK4475099.1	T265_00844
OG0004852	KAK4469492.1	T265_08227
OG0004853	KAK4473199.1	T265_01035
OG0004854	KAK4468455.1	T265_03882
OG0004855	KAK4472391.1	T265_13110
OG0004856	KAK4470875.1	T265_09164
OG0004857	KAK4469375.1	T265_00468, T265_05848
OG0004858	KAK4470964.1	T265_09035
OG0004859	KAK4471642.1	T265_13146
OG0004860	KAK4469609.1	T265_02897
OG0004861	KAK4473035.1, KAK4473034.1	T265_06103
OG0004862	KAK4469430.1, KAK4469432.1, KAK4469431.1	T265_09902
OG0004863	KAK4467368.1	T265_15928
OG0004864	KAK4472270.1	T265_05005
OG0004865	KAK4473014.1	T265_05695
OG0004866	KAK4471278.1	T265_03341
OG0004868	KAK4475906.1	T265_01572
OG0004869	KAK4474899.1	T265_02097, T265_02098
OG0004870	KAK4468315.1	T265_12824
OG0004871	KAK4476004.1	T265_07958
OG0004872	KAK4475395.1	T265_15089
OG0004874	KAK4475598.1	T265_12489
OG0004875	KAK4475583.1	T265_00214
OG0004876	KAK4469832.1	T265_00056, T265_00057
OG0004877	KAK4467986.1	T265_04656
OG0004878	KAK4470139.1	T265_01256
OG0004879	KAK4471843.1	T265_03936
OG0004880	KAK4474843.1	T265_15482, T265_15481
OG0004881	KAK4474522.1	T265_04938
OG0004883	KAK4476163.1	T265_00944
OG0004884	KAK4468274.1	T265_11170
OG0004885	KAK4474459.1	T265_03025
OG0004886	KAK4475914.1	T265_14090
OG0004887	KAK4469497.1	T265_07205
OG0004888	KAK4468314.1	T265_09428
OG0004889	KAK4469759.1	T265_07750
OG0004890	KAK4468603.1	T265_04015
OG0004891	KAK4472705.1	T265_09728
OG0004892	KAK4470293.1	T265_15658
