Orthogroup	s.mekongi	schistosoma_bovis
OG0003173	KAK4472619.1	SBOV2_35930.2, SBOV2_35930.1, SBOV2_35930.3
OG0003174	KAK4470337.1	SBOV2_74300.1
OG0003175	KAK4467721.1	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3
OG0003176	KAK4470311.1	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3
OG0003177	KAK4473005.1	SBOV2_25280.1, SBOV2_25280.2
OG0003178	KAK4472335.1	SBOV2_34230.1
OG0003179	KAK4470325.1	SBOV2_74420.1
OG0003181	KAK4473984.1	SBOV2_31000.1
OG0003182	KAK4472665.1	SBOV2_36390.1, SBOV2_36390.2
OG0003183	KAK4474722.1	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5
OG0003184	KAK4472873.1	SBOV2_39180.1
OG0003185	KAK4470180.1	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2
OG0003186	KAK4469043.1, KAK4472714.1	SBOV2_37830.1, SBOV2_37870.1
OG0003187	KAK4470628.1	SBOV2_73050.1
OG0003188	KAK4467982.1	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3
OG0003189	KAK4469783.1	SBOV2_56420.1
OG0003190	KAK4471885.1	SBOV2_60060.1, SBOV2_60060.2
OG0003191	KAK4469115.1	SBOV2_46720.2, SBOV2_46720.1
OG0003192	KAK4471358.1	SBOV2_65970.1, SBOV2_65970.2
OG0003193	KAK4473845.1	SBOV2_30420.2, SBOV2_30420.1
OG0003194	KAK4470088.1	SBOV2_69110.1
OG0003195	KAK4475218.1	SBOV2_17590.1
OG0003196	KAK4471775.1	SBOV2_61670.2, SBOV2_61670.1
OG0003197	KAK4467650.1	SBOV2_94020.1
OG0003198	KAK4469447.1	SBOV2_54840.1
OG0003199	KAK4467790.1	SBOV2_92480.1
OG0003200	KAK4476266.1	SBOV2_10270.1
OG0003201	KAK4474576.1	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3
OG0003202	KAK4475172.1	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4
OG0003203	KAK4468471.1	SBOV2_90700.1
OG0003204	KAK4475014.1	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1
OG0003205	KAK4473990.1	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4
OG0003206	KAK4474923.1	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1
OG0003207	KAK4476153.1	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5
OG0003208	KAK4471535.1	SBOV2_67550.1
OG0003209	KAK4470896.1	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3
OG0003210	KAK4474687.1	SBOV2_12640.1, SBOV2_12640.2
OG0003211	KAK4470350.1	SBOV2_74170.1
OG0003212	KAK4475898.1	SBOV2_5870.2, SBOV2_5870.1
OG0003213	KAK4472354.1	SBOV2_34390.1
OG0003214	KAK4474495.1	SBOV2_11600.1
OG0003215	KAK4476241.1	SBOV2_8780.1
OG0003216	KAK4471483.1	SBOV2_63780.1, SBOV2_63780.2
OG0003217	KAK4471913.1	SBOV2_60440.1, SBOV2_60440.2
OG0003218	KAK4471153.1	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1
OG0003221	KAK4473713.1	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4
OG0003222	KAK4475064.1	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1
OG0003223	KAK4468584.1, KAK4468585.1	SBOV2_89380.1
OG0003224	KAK4473941.1	SBOV2_29450.2, SBOV2_29450.1
OG0003225	KAK4468688.1	SBOV2_87490.1
OG0003226	KAK4474499.1	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1
OG0003227	KAK4471990.1	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5
OG0003228	KAK4468741.1	SBOV2_86770.1
OG0003229	KAK4470686.1	SBOV2_75250.1
OG0003230	KAK4469076.1	SBOV2_46320.1, SBOV2_46320.2
OG0003231	KAK4474953.1	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3
OG0003232	KAK4474274.1	SBOV2_10670.2, SBOV2_10670.1
OG0003233	KAK4475433.1	SBOV2_21450.1
OG0003234	KAK4471760.1	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2
OG0003235	KAK4468186.1	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1
OG0003236	KAK4471122.1	SBOV2_56800.1
OG0003237	KAK4473234.1	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2
OG0003238	KAK4471261.1	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3
OG0003239	KAK4467990.1	SBOV2_79860.1, SBOV2_79860.2
OG0003240	KAK4476138.1	SBOV2_7330.1
OG0003241	KAK4473883.1	SBOV2_30160.1, SBOV2_30160.2
OG0003242	KAK4469521.1	SBOV2_52600.1, SBOV2_52600.2
OG0003243	KAK4476227.1	SBOV2_8540.1, SBOV2_8540.2
OG0003244	KAK4469346.1	SBOV2_52180.1
OG0003245	KAK4469172.1	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3
OG0003246	KAK4476223.1	SBOV2_8590.1, SBOV2_8590.2
OG0003247	KAK4474985.1	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4
OG0003248	KAK4468201.1	SBOV2_82380.1
OG0003249	KAK4471287.1	SBOV2_63470.2, SBOV2_63470.1
OG0003250	KAK4470916.1	SBOV2_69800.1, SBOV2_69800.2
OG0003251	KAK4468853.1	SBOV2_85640.1, SBOV2_85640.2
OG0003252	KAK4473464.1	SBOV2_41490.1
OG0003253	KAK4468807.1	SBOV2_86220.1
OG0003254	KAK4471484.1	SBOV2_63790.1
OG0003255	KAK4467801.1	SBOV2_92500.1
OG0003255	KAK4467929.1	SBOV2_91950.1
OG0003256	KAK4468025.1	SBOV2_83030.1
OG0003257	KAK4474666.1	SBOV2_12510.1
OG0003258	KAK4473563.1	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2
OG0003259	KAK4473296.1	SBOV2_23270.1, SBOV2_23270.2
OG0003260	KAK4468167.1	SBOV2_83310.1, SBOV2_83310.2
OG0003261	KAK4474180.1	SBOV2_33040.1, SBOV2_33050.1
OG0003262	KAK4471184.1, KAK4471188.1	SBOV2_57490.1, SBOV2_96820.1, SBOV2_57740.1
OG0003263	KAK4475776.1, KAK4475784.1	SBOV2_4990.1
OG0003264	KAK4475229.1	SBOV2_15090.1, SBOV2_15090.2
OG0003265	KAK4473435.1	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1
OG0003266	KAK4470094.1	SBOV2_70590.1
OG0003267	KAK4475018.1	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3
OG0003268	KAK4473571.1	SBOV2_42710.1
OG0003269	KAK4470709.1	SBOV2_75490.1, SBOV2_75490.2
OG0003270	KAK4471698.1	SBOV2_62170.1
OG0003271	KAK4474279.1	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4
OG0003272	KAK4474002.1	SBOV2_31180.1, SBOV2_31170.1
OG0003273	KAK4472295.1	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4
OG0003274	KAK4475136.1	SBOV2_18330.1
OG0003275	KAK4473165.1	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2
OG0003276	KAK4471817.1	SBOV2_61250.1, SBOV2_61250.2
OG0003277	KAK4472323.1	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2
OG0003278	KAK4469763.1	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2
OG0003279	KAK4475009.1	SBOV2_1840.1
OG0003280	KAK4470799.1	SBOV2_77020.1
OG0003281	KAK4467686.1	SBOV2_93420.1
OG0003282	KAK4469505.1	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4
OG0003283	KAK4467757.1	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3
OG0003284	KAK4471882.1	SBOV2_60030.1
OG0003285	KAK4473363.1	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3
OG0003286	KAK4471627.1	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2
OG0003287	KAK4476157.1	SBOV2_9240.1
OG0003288	KAK4471508.1	SBOV2_67990.1
OG0003289	KAK4474715.1	SBOV2_12930.1
OG0003290	KAK4476282.1	SBOV2_10130.2, SBOV2_10130.1, SBOV2_10130.4, SBOV2_10130.3
OG0003291	KAK4474901.1	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3
OG0003292	KAK4468075.1	SBOV2_84410.1
OG0003293	KAK4473039.1	SBOV2_40370.1, SBOV2_40370.2
OG0003294	KAK4472321.1	SBOV2_34080.1
OG0003295	KAK4472848.1	SBOV2_25440.1, SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5
OG0003296	KAK4469906.1	SBOV2_51360.1, SBOV2_51360.2
OG0003297	KAK4474930.1	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3
OG0003298	KAK4469322.1	SBOV2_45500.1, SBOV2_45520.1
OG0003299	KAK4470415.1	SBOV2_76180.1, SBOV2_76180.2
OG0003300	KAK4474742.1	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2
OG0003301	KAK4472558.1	SBOV2_43110.1
OG0003302	KAK4476124.1	SBOV2_7230.1
OG0003303	KAK4469920.1	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3
OG0003304	KAK4476026.1	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1
OG0003305	KAK4470635.1	SBOV2_73100.1
OG0003306	KAK4469971.1	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2
OG0003307	KAK4472899.1	SBOV2_41400.1
OG0003309	KAK4474415.1	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5
OG0003310	KAK4469566.1	SBOV2_47690.1
OG0003311	KAK4468557.1	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2
OG0003314	KAK4473083.1	SBOV2_40190.1, SBOV2_40190.2
OG0003315	KAK4472565.1	SBOV2_35440.1, SBOV2_35440.2
OG0003319	KAK4473648.1	SBOV2_27430.1
OG0003320	KAK4469731.1, KAK4469730.1	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5
OG0003321	KAK4472455.1	SBOV2_37690.1
OG0003322	KAK4474853.1, KAK4474854.1	SBOV2_16300.1, SBOV2_16290.1
OG0003326	KAK4471641.1	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4
OG0003327	KAK4470434.1	SBOV2_75960.1
OG0003328	KAK4470480.1	SBOV2_73520.1, SBOV2_73520.2
OG0003329	KAK4467772.1	SBOV2_93520.1
OG0003330	KAK4469167.1, KAK4469165.1	SBOV2_53870.1
OG0003331	KAK4474359.1	SBOV2_9560.1, SBOV2_9560.2
OG0003332	KAK4472584.1, KAK4472187.1	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3
OG0003333	KAK4475965.1	SBOV2_6440.1, SBOV2_6450.1
OG0003334	KAK4472912.1	SBOV2_39190.1
OG0003335	KAK4471465.1	SBOV2_63610.2, SBOV2_63610.3, SBOV2_63610.1, SBOV2_63610.4
OG0003336	KAK4471802.1	SBOV2_61370.1
OG0003337	KAK4470702.1	SBOV2_75410.1, SBOV2_75410.2, SBOV2_75410.3, SBOV2_75410.4
OG0003338	KAK4474851.1	SBOV2_16270.2, SBOV2_16270.1
OG0003339	KAK4475801.1	SBOV2_780.2, SBOV2_780.1
OG0003340	KAK4473706.1	SBOV2_28080.1
OG0003341	KAK4471574.1	SBOV2_67120.1
OG0003342	KAK4475262.1	SBOV2_13430.1
OG0003344	KAK4473338.1	SBOV2_22750.1, SBOV2_22750.2
OG0003345	KAK4468751.1	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4
OG0003346	KAK4467748.1	SBOV2_93240.1, SBOV2_93090.2, SBOV2_93090.1
OG0003347	KAK4473853.1	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3
OG0003348	KAK4469355.1	SBOV2_52060.1, SBOV2_52060.2
OG0003349	KAK4472670.1	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5
OG0003351	KAK4470585.1	SBOV2_72600.1
OG0003352	KAK4468001.1	SBOV2_79850.1
OG0003353	KAK4473091.1	SBOV2_40120.1
OG0003354	KAK4473041.1	SBOV2_40040.1
OG0003355	KAK4471397.1	SBOV2_68510.1, SBOV2_68510.2
OG0003356	KAK4474680.1	SBOV2_12840.1, SBOV2_12840.2, SBOV2_12840.3
OG0003357	KAK4473542.1	SBOV2_42350.1, SBOV2_42350.2
OG0003360	KAK4472374.1	SBOV2_34560.1, SBOV2_34560.2, SBOV2_34560.3
OG0003361	KAK4475075.1	SBOV2_18950.1, SBOV2_18950.2
OG0003362	KAK4470541.1, KAK4470542.1	SBOV2_74540.1
OG0003363	KAK4472454.1	SBOV2_37700.1, SBOV2_37700.2
OG0003364	KAK4468078.1	SBOV2_84370.1, SBOV2_84370.2
OG0003365	KAK4475132.1	SBOV2_18390.2, SBOV2_18390.1
OG0003366	KAK4471992.1	SBOV2_61210.2, SBOV2_61210.1
OG0003367	KAK4469630.1	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3
OG0003368	KAK4473902.1	SBOV2_29830.1
OG0003369	KAK4471215.1	SBOV2_64640.1, SBOV2_64640.2
OG0003370	KAK4472867.1	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3
OG0003371	KAK4469637.1	SBOV2_46930.1
OG0003372	KAK4467714.1	SBOV2_93160.1
OG0003373	KAK4475230.1	SBOV2_15100.1
OG0003374	KAK4467641.1	SBOV2_93920.1
OG0003375	KAK4470085.1	SBOV2_69070.1
OG0003376	KAK4469604.1	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3
OG0003377	KAK4468003.1	SBOV2_80780.1
OG0003378	KAK4468207.1, KAK4468208.1	SBOV2_82330.2, SBOV2_82330.1
OG0003379	KAK4471270.1	SBOV2_65180.1
OG0003380	KAK4469642.1	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5
OG0003381	KAK4469845.1	SBOV2_50610.1
OG0003382	KAK4470289.1	SBOV2_69530.1
OG0003383	KAK4476102.1	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4
OG0003384	KAK4473567.1	SBOV2_42670.2, SBOV2_42670.1
OG0003385	KAK4468440.1	SBOV2_90380.1
OG0003386	KAK4475415.1	SBOV2_21010.1
OG0003387	KAK4475308.1	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3
OG0003388	KAK4467617.1	SBOV2_92840.1, SBOV2_92840.2
OG0003389	KAK4469143.1	SBOV2_45740.1
OG0003390	KAK4474177.1	SBOV2_32990.1
OG0003391	KAK4470923.1	SBOV2_78260.2, SBOV2_78260.1
OG0003392	KAK4469762.1	SBOV2_49960.1, SBOV2_49960.2
OG0003393	KAK4472526.1	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3
OG0003394	KAK4473474.1	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3
OG0003395	KAK4469025.1	SBOV2_55060.1
OG0003396	KAK4472772.1	SBOV2_43350.1
OG0003397	KAK4475464.1	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3
OG0003398	KAK4476173.1	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3
OG0003399	KAK4474118.1	SBOV2_32300.2, SBOV2_32300.1, SBOV2_32300.3, SBOV2_32300.4
OG0003400	KAK4470317.1	SBOV2_72270.1, SBOV2_72270.2
OG0003401	KAK4472390.1	SBOV2_34750.1
OG0003402	KAK4475331.1	SBOV2_20130.1
OG0003403	KAK4469413.1	SBOV2_49710.1, SBOV2_49710.2, SBOV2_49710.3
OG0003404	KAK4470352.1	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3
OG0003405	KAK4469634.1	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1
OG0003406	KAK4476035.1	SBOV2_7080.1, SBOV2_7080.2
OG0003407	KAK4468100.1	SBOV2_84140.1
OG0003408	KAK4473269.1	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3
OG0003409	KAK4474296.1	SBOV2_16980.1
OG0003410	KAK4471281.1	SBOV2_68860.1
OG0003411	KAK4473740.1	SBOV2_28420.1
OG0003412	KAK4475872.1	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4
OG0003413	KAK4474333.1	SBOV2_2390.1
OG0003415	KAK4470968.1	SBOV2_78720.1
OG0003416	KAK4471260.1	SBOV2_68680.1
OG0003417	KAK4469966.1	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3
OG0003418	KAK4469091.1	SBOV2_46520.1
OG0003419	KAK4470630.1, KAK4470629.1	SBOV2_73060.1
OG0003420	KAK4473964.1	SBOV2_30750.1
OG0003421	KAK4473893.1	SBOV2_29900.1, SBOV2_29900.2, SBOV2_29900.3
OG0003422	KAK4469073.1	SBOV2_46290.1
OG0003423	KAK4467576.1, KAK4467577.1, KAK4474677.1	SBOV2_12810.1
OG0003424	KAK4468849.1	SBOV2_85730.1
OG0003425	KAK4468085.1, KAK4468086.1	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3
OG0003426	KAK4471450.1	SBOV2_63490.1
OG0003427	KAK4474015.1	SBOV2_43840.1
OG0003428	KAK4468238.1, KAK4468237.1	SBOV2_81960.1
OG0003429	KAK4470791.1	SBOV2_76950.1
OG0003430	KAK4470424.1	SBOV2_76070.1, SBOV2_76070.2
OG0003431	KAK4475012.1	SBOV2_19720.1
OG0003432	KAK4470852.1	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3
OG0003433	KAK4474351.1	SBOV2_4810.1
OG0003434	KAK4471998.1	SBOV2_59280.1, SBOV2_59290.1
OG0003435	KAK4473820.1	SBOV2_30720.1
OG0003436	KAK4469415.1	SBOV2_49730.1, SBOV2_49730.2
OG0003437	KAK4470283.1	SBOV2_71970.1
OG0003438	KAK4472694.1	SBOV2_36640.1
OG0003439	KAK4475442.1	SBOV2_21610.1
OG0003440	KAK4475396.1	SBOV2_20860.1, SBOV2_20860.2
OG0003441	KAK4472935.1, KAK4467225.1	SBOV2_40650.1
OG0003442	KAK4470265.1	SBOV2_71780.1, SBOV2_71780.2
OG0003443	KAK4472080.1	SBOV2_58430.1, SBOV2_58420.1
OG0003444	KAK4475939.1	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1
OG0003445	KAK4474179.1	SBOV2_44080.1, SBOV2_44080.2
OG0003446	KAK4467276.1	SBOV2_32640.1, SBOV2_32640.2
OG0003447	KAK4475836.1	SBOV2_5420.1, SBOV2_5420.2
OG0003448	KAK4470129.1	SBOV2_69410.1
OG0003449	KAK4470128.1	SBOV2_69420.1
OG0003450	KAK4471441.1	SBOV2_65480.1, SBOV2_65470.5
OG0003451	KAK4468061.1	SBOV2_84580.1
OG0003452	KAK4475988.1	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7
OG0003453	KAK4467251.1, KAK4473565.1	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2
OG0003454	KAK4472250.1	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3
OG0003455	KAK4471806.1	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5
OG0003456	KAK4476121.1	SBOV2_7250.1
OG0003457	KAK4473914.1	SBOV2_29680.1
OG0003458	KAK4473754.1	SBOV2_28580.1, SBOV2_28580.2
OG0003459	KAK4470622.1	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5
OG0003460	KAK4473874.1	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3
OG0003462	KAK4473716.1	SBOV2_28190.1
OG0003463	KAK4468148.1	SBOV2_84210.1
OG0003464	KAK4468339.1	SBOV2_80590.1, SBOV2_80590.2
OG0003465	KAK4471665.1	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4, SBOV2_62550.2
OG0003466	KAK4474381.1	SBOV2_9740.1
OG0003467	KAK4470416.1	SBOV2_76190.1
OG0003468	KAK4471499.1	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6
OG0003469	KAK4469435.1	SBOV2_54960.1
OG0003470	KAK4469702.1	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3
OG0003471	KAK4469558.1	SBOV2_45250.1, SBOV2_45250.2
OG0003472	KAK4476240.1	SBOV2_8800.1
OG0003473	KAK4470786.1	SBOV2_76900.1, SBOV2_76910.1
OG0003474	KAK4469757.1	SBOV2_56030.1
OG0003475	KAK4473147.1	SBOV2_23950.1, SBOV2_23950.2, SBOV2_23950.3
OG0003476	KAK4473510.1	SBOV2_41980.1, SBOV2_41980.2
OG0003477	KAK4468923.1	SBOV2_88900.3, SBOV2_88900.2, SBOV2_88900.4, SBOV2_88900.1
OG0003478	KAK4476098.1	SBOV2_6230.1
OG0003479	KAK4473118.1	SBOV2_39610.1
OG0003480	KAK4471563.1	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3
OG0003481	KAK4471991.1	SBOV2_61200.1
OG0003482	KAK4468740.1	SBOV2_86760.1
OG0003483	KAK4472499.1	SBOV2_37230.1, SBOV2_37230.2, SBOV2_37230.3
OG0003484	KAK4475714.1	SBOV2_4340.1
OG0003485	KAK4468096.1	SBOV2_82620.2, SBOV2_82620.1
OG0003486	KAK4473201.1	SBOV2_26490.1
OG0003487	KAK4469159.1	SBOV2_53920.1
OG0003488	KAK4474526.1	SBOV2_11370.1
OG0003489	KAK4470449.1	SBOV2_75820.1
OG0003490	KAK4476248.1	SBOV2_8690.4, SBOV2_8690.3, SBOV2_8690.2, SBOV2_8690.1
OG0003491	KAK4472273.1	SBOV2_33640.1, SBOV2_33640.2, SBOV2_33640.3
OG0003492	KAK4471927.1	SBOV2_60560.3, SBOV2_60560.1, SBOV2_60560.2
OG0003493	KAK4468477.1	SBOV2_90760.1, SBOV2_90760.2, SBOV2_90760.3, SBOV2_90760.4, SBOV2_90760.5, SBOV2_90760.6, SBOV2_90760.7
OG0003494	KAK4467906.1	SBOV2_91490.1
OG0003495	KAK4467559.1, KAK4475695.1	SBOV2_4160.3, SBOV2_4160.1, SBOV2_4160.4, SBOV2_4160.2
OG0003496	KAK4472498.1	SBOV2_37270.3, SBOV2_37270.4, SBOV2_37270.5, SBOV2_37270.1, SBOV2_37270.2
OG0003497	KAK4469814.1	SBOV2_50210.1, SBOV2_50210.2
OG0003498	KAK4470172.1	SBOV2_69630.1
OG0003499	KAK4471773.1, KAK4471774.1	SBOV2_61660.1
OG0003500	KAK4471419.1	SBOV2_62900.1
OG0003501	KAK4470745.1	SBOV2_76470.1
OG0003503	KAK4475886.1	SBOV2_5750.1, SBOV2_5750.2
OG0003504	KAK4473775.1	SBOV2_28800.1, SBOV2_28800.2
OG0003505	KAK4469653.1	SBOV2_54340.1, SBOV2_54340.2
OG0003506	KAK4476177.1	SBOV2_1130.2, SBOV2_1130.3, SBOV2_1130.1, SBOV2_1130.4
OG0003507	KAK4475696.1	SBOV2_4180.1, SBOV2_4180.2
OG0003508	KAK4471156.1	SBOV2_64330.3, SBOV2_64330.1, SBOV2_64330.2, SBOV2_64330.4
OG0003509	KAK4472664.1	SBOV2_43210.1, SBOV2_43210.2, SBOV2_43210.3
OG0003510	KAK4476199.1	SBOV2_1110.2, SBOV2_1110.1
OG0003511	KAK4472079.1	SBOV2_64230.1
OG0003512	KAK4468250.1	SBOV2_81880.4, SBOV2_81880.5, SBOV2_81880.1, SBOV2_81880.6, SBOV2_81880.2, SBOV2_81880.3
OG0003513	KAK4470523.1	SBOV2_74790.1
OG0003514	KAK4472796.1	SBOV2_38690.4, SBOV2_38690.1, SBOV2_38690.2, SBOV2_38690.3, SBOV2_38690.5
OG0003515	KAK4467615.1	SBOV2_92880.1
OG0003516	KAK4469464.1	SBOV2_54560.1, SBOV2_54560.2
OG0003517	KAK4467787.1	SBOV2_94490.1
OG0003518	KAK4468848.1	SBOV2_85740.1
OG0003519	KAK4473885.1	SBOV2_29980.1, SBOV2_29980.2
OG0003520	KAK4471147.1	SBOV2_57390.1, SBOV2_57390.2, SBOV2_57390.3
OG0003521	KAK4474494.1	SBOV2_11610.1
OG0003522	KAK4471013.1, KAK4471014.1	SBOV2_79230.1
OG0003523	KAK4469869.1	SBOV2_50910.1, SBOV2_50910.2
OG0003524	KAK4471778.1	SBOV2_61590.1
OG0003525	KAK4475611.1	SBOV2_3400.2, SBOV2_3400.1, SBOV2_3400.4, SBOV2_3400.3, SBOV2_3400.5
OG0003526	KAK4472469.1	SBOV2_37550.1
OG0003527	KAK4470971.1	SBOV2_78730.1
OG0003528	KAK4475853.1	SBOV2_670.2, SBOV2_670.1
OG0003529	KAK4473452.1	SBOV2_25700.1
OG0003530	KAK4471355.1	SBOV2_65940.1, SBOV2_65940.2, SBOV2_65940.3, SBOV2_65940.4
OG0003531	KAK4476277.1	SBOV2_10410.1
OG0003532	KAK4476131.1	SBOV2_7200.1
OG0003533	KAK4469562.1	SBOV2_47750.1, SBOV2_47750.2
OG0003534	KAK4468777.1	SBOV2_86510.1
OG0003535	KAK4467826.1	SBOV2_95560.1
OG0003536	KAK4471933.1	SBOV2_60610.3, SBOV2_60610.2, SBOV2_60610.1
OG0003537	KAK4472049.1	SBOV2_58840.1
OG0003539	KAK4470019.1	SBOV2_76090.1
OG0003540	KAK4475716.1, KAK4467466.1	SBOV2_4360.1
OG0003541	KAK4468883.1	SBOV2_85310.1
OG0003542	KAK4471461.1, KAK4471462.1	SBOV2_63570.1, SBOV2_63570.2, SBOV2_63570.3, SBOV2_63570.4
OG0003543	KAK4469226.1	SBOV2_48950.1
OG0003544	KAK4469321.1	SBOV2_47950.1, SBOV2_47950.2
OG0003545	KAK4475073.1	SBOV2_18980.2, SBOV2_18980.3, SBOV2_18980.4, SBOV2_18980.7, SBOV2_18980.6, SBOV2_18980.1, SBOV2_18980.5, SBOV2_18980.8
OG0003547	KAK4475960.1	SBOV2_7820.1, SBOV2_7820.2, SBOV2_7820.3, SBOV2_7820.4, SBOV2_7820.5
