Orthogroup	s.mekongi	schistosoma_curassoni
OG0003974	KAK4469368.1	SCUR1_53720.1
OG0003975	KAK4473769.1	SCUR1_39170.1, SCUR1_39170.2
OG0003976	KAK4473229.1	SCUR1_68390.1, SCUR1_25230.1
OG0003977	KAK4469352.1	SCUR1_53510.2, SCUR1_53510.4, SCUR1_53510.1, SCUR1_53510.3, SCUR1_53510.5
OG0003978	KAK4469559.1	SCUR1_48480.1
OG0003979	KAK4474501.1	SCUR1_14180.1
OG0003980	KAK4467547.1, KAK4467936.1	SCUR1_97630.1, SCUR1_97630.2, SCUR1_97630.3
OG0003981	KAK4473321.1	SCUR1_23320.1
OG0003982	KAK4471286.1	SCUR1_65570.1, SCUR1_65570.2
OG0003983	KAK4471914.1	SCUR1_60750.1, SCUR1_60750.2, SCUR1_60750.3
OG0003984	KAK4476165.1	SCUR1_9440.1, SCUR1_9520.1
OG0003985	KAK4471256.1	SCUR1_65260.1
OG0003986	KAK4471328.1	SCUR1_65720.3, SCUR1_65720.1, SCUR1_65720.2
OG0003987	KAK4476110.1	SCUR1_7760.1
OG0003988	KAK4473896.1	SCUR1_37980.1
OG0003989	KAK4472114.1	SCUR1_58560.1, SCUR1_58560.2
OG0003990	KAK4469283.1	SCUR1_49060.1, SCUR1_49060.2
OG0003991	KAK4474615.1	SCUR1_14910.1
OG0003992	KAK4472657.1	SCUR1_31310.2, SCUR1_31310.1, SCUR1_31310.3, SCUR1_31310.4
OG0003993	KAK4470689.1	SCUR1_75630.1, SCUR1_75630.2
OG0003994	KAK4472917.1	SCUR1_41180.1
OG0003995	KAK4468709.1	SCUR1_86790.1, SCUR1_86790.2
OG0003996	KAK4469899.1	SCUR1_54190.1
OG0003997	KAK4474959.1	SCUR1_17820.1
OG0003998	KAK4474572.1	SCUR1_14620.1
OG0003999	KAK4475491.1	SCUR1_22380.1, SCUR1_22370.1
OG0004001	KAK4469040.1	SCUR1_46850.1
OG0004002	KAK4470685.1	SCUR1_75590.2, SCUR1_75590.1
OG0004003	KAK4472380.1	SCUR1_33070.3, SCUR1_33070.1, SCUR1_33070.2
OG0004004	KAK4469995.1	SCUR1_69400.1, SCUR1_69400.2, SCUR1_69400.3
OG0004005	KAK4473927.1	SCUR1_38320.7, SCUR1_38320.5, SCUR1_38320.4, SCUR1_38320.6, SCUR1_38320.3, SCUR1_38320.1, SCUR1_38320.2
OG0004006	KAK4472502.1	SCUR1_32880.1, SCUR1_32880.3, SCUR1_32880.2
OG0004007	KAK4470223.1	SCUR1_70610.1
OG0004008	KAK4473266.1	SCUR1_25520.1, SCUR1_25520.2
OG0004010	KAK4473369.1	SCUR1_22870.1
OG0004011	KAK4470397.1	SCUR1_76730.1, SCUR1_76730.2, SCUR1_76730.3
OG0004012	KAK4469361.1	SCUR1_53620.1
OG0004013	KAK4471273.1	SCUR1_65420.2, SCUR1_65420.1, SCUR1_65420.3, SCUR1_65420.4
OG0004014	KAK4468149.1	SCUR1_83980.1
OG0004015	KAK4467698.1	SCUR1_93010.4, SCUR1_93010.1, SCUR1_93010.3, SCUR1_93010.2
OG0004016	KAK4474609.1	SCUR1_1360.3, SCUR1_1360.2, SCUR1_1360.4, SCUR1_1360.1
OG0004018	KAK4468809.1	SCUR1_85530.1, SCUR1_85530.2
OG0004019	KAK4468780.1, KAK4468779.1	SCUR1_86000.1
OG0004021	KAK4468936.1	SCUR1_87880.1
OG0004022	KAK4468656.1	SCUR1_87390.1, SCUR1_87390.2
OG0004023	KAK4471855.1	SCUR1_60060.1
OG0004024	KAK4476065.1	SCUR1_1110.4, SCUR1_1110.1, SCUR1_1110.2, SCUR1_1110.3
OG0004025	KAK4475412.1	SCUR1_21720.1
OG0004026	KAK4473800.1	SCUR1_38880.1
OG0004027	KAK4470741.1	SCUR1_76120.1, SCUR1_76110.1
OG0004028	KAK4473590.1	SCUR1_41160.1, SCUR1_41160.2
OG0004029	KAK4470131.1	SCUR1_69220.2, SCUR1_69220.1
OG0004030	KAK4475164.1	SCUR1_18590.1
OG0004032	KAK4474545.1	SCUR1_14360.1
OG0004033	KAK4473651.1	SCUR1_40480.1
OG0004034	KAK4468481.1	SCUR1_90470.1
OG0004035	KAK4468602.1	SCUR1_97510.1, SCUR1_97510.2
OG0004036	KAK4473932.1	SCUR1_38360.2, SCUR1_38360.1, SCUR1_38360.3, SCUR1_38360.4, SCUR1_38360.5
OG0004037	KAK4475722.1	SCUR1_740.1, SCUR1_740.2
OG0004038	KAK4469570.1	SCUR1_48370.1
OG0004039	KAK4470809.1	SCUR1_69560.1, SCUR1_69560.3, SCUR1_69560.4, SCUR1_69560.5, SCUR1_69560.2
OG0004040	KAK4469334.1	SCUR1_53300.1
OG0004041	KAK4473364.1	SCUR1_41670.1
OG0004042	KAK4471647.1	SCUR1_66220.1, SCUR1_66220.2
OG0004043	KAK4475985.1	SCUR1_8320.1
OG0004044	KAK4473365.1	SCUR1_100840.1, SCUR1_100840.2, SCUR1_22910.1, SCUR1_22910.3, SCUR1_22910.4, SCUR1_22910.2
OG0004045	KAK4475090.1, KAK4474988.1	SCUR1_360.1, SCUR1_360.2, SCUR1_360.3, SCUR1_360.4, SCUR1_360.5
OG0004046	KAK4476262.1	SCUR1_10460.2, SCUR1_10460.1
OG0004047	KAK4473496.1, KAK4473495.1	SCUR1_42800.1
OG0004048	KAK4471862.1	SCUR1_60120.1
OG0004049	KAK4467760.1	SCUR1_93280.1, SCUR1_93280.3, SCUR1_93280.4, SCUR1_93280.2
OG0004050	KAK4470793.1	SCUR1_77320.1
OG0004051	KAK4471436.1	SCUR1_63430.1
OG0004052	KAK4471112.1	SCUR1_58340.1
OG0004053	KAK4468949.1	SCUR1_87520.11, SCUR1_87750.1
OG0004054	KAK4470150.1	SCUR1_70720.2, SCUR1_70720.1
OG0004055	KAK4474528.1, KAK4474529.1	SCUR1_11550.5, SCUR1_11550.2, SCUR1_11550.3, SCUR1_11550.4, SCUR1_11550.6, SCUR1_11550.1
OG0004056	KAK4469577.1	SCUR1_48300.1
OG0004057	KAK4469234.1	SCUR1_49560.1
OG0004058	KAK4470488.1	SCUR1_73560.1, SCUR1_73560.2
OG0004060	KAK4475610.1	SCUR1_91150.1
OG0004061	KAK4468771.1	SCUR1_86710.1
OG0004062	KAK4468773.1	SCUR1_86700.1
OG0004063	KAK4475911.1	SCUR1_510.1, SCUR1_510.2
OG0004064	KAK4474382.1	SCUR1_10830.1, SCUR1_10850.1
OG0004065	KAK4474747.1, KAK4474748.1	SCUR1_13660.1
OG0004066	KAK4474883.1	SCUR1_17090.1
OG0004067	KAK4475257.1	SCUR1_13730.1, SCUR1_13730.2, SCUR1_13730.3, SCUR1_13730.4
OG0004068	KAK4470354.1	SCUR1_74320.1
OG0004069	KAK4469746.1	SCUR1_56650.1
OG0004071	KAK4475465.1	SCUR1_21940.1
OG0004072	KAK4474051.1	SCUR1_36190.2, SCUR1_36190.3, SCUR1_36190.1
OG0004073	KAK4471293.1, KAK4471282.1	SCUR1_68530.1
OG0004074	KAK4467657.1	SCUR1_93770.1
OG0004075	KAK4468475.1	SCUR1_90390.1
OG0004076	KAK4468591.1	SCUR1_87550.1, SCUR1_87550.2, SCUR1_87550.3, SCUR1_87550.4
OG0004077	KAK4469082.1, KAK4468956.1	SCUR1_47120.1
OG0004078	KAK4470381.1	SCUR1_69310.1, SCUR1_69310.2, SCUR1_69310.3
OG0004079	KAK4470650.1	SCUR1_73360.1, SCUR1_73360.2, SCUR1_73360.3
OG0004080	KAK4471202.1	SCUR1_64740.4, SCUR1_64740.3, SCUR1_64740.1, SCUR1_64740.2
OG0004081	KAK4473487.1	SCUR1_42690.1, SCUR1_42690.2, SCUR1_42690.3
OG0004082	KAK4473541.1, KAK4473862.1	SCUR1_37590.1, SCUR1_37590.2, SCUR1_37590.3, SCUR1_37590.4
OG0004083	KAK4474295.1	SCUR1_17200.1, SCUR1_17200.2, SCUR1_17200.3
OG0004084	KAK4476142.1	SCUR1_7910.1
OG0004089	KAK4475210.1	SCUR1_18210.1
OG0004090	KAK4468577.1	SCUR1_88390.1
OG0004091	KAK4470132.1	SCUR1_69190.1, SCUR1_69190.2, SCUR1_69190.3, SCUR1_69190.5, SCUR1_69190.4
OG0004092	KAK4475087.1	SCUR1_19400.3, SCUR1_19400.4, SCUR1_19400.1, SCUR1_19400.2
OG0004093	KAK4470851.1	SCUR1_77940.1
OG0004094	KAK4473562.1	SCUR1_43520.1
OG0004095	KAK4474917.1	SCUR1_17400.1
OG0004096	KAK4476129.1	SCUR1_8070.1
OG0004097	KAK4471866.1	SCUR1_60160.3, SCUR1_60160.2, SCUR1_60160.1, SCUR1_60160.4
OG0004098	KAK4469601.1	SCUR1_48080.1
OG0004099	KAK4474926.1	SCUR1_1640.1
OG0004100	KAK4472843.1	SCUR1_25930.1, SCUR1_25930.2, SCUR1_25930.3
OG0004101	KAK4473394.1	SCUR1_41730.1, SCUR1_41730.2, SCUR1_97090.1
OG0004102	KAK4468053.1	SCUR1_84490.2, SCUR1_84490.1
OG0004103	KAK4473811.1	SCUR1_38770.1
OG0004104	KAK4473994.1	SCUR1_36740.1
OG0004105	KAK4472940.1	SCUR1_26890.1
OG0004106	KAK4467691.1	SCUR1_93060.1
OG0004107	KAK4474811.1	SCUR1_16240.1
OG0004108	KAK4473438.1	SCUR1_42180.2, SCUR1_42180.1, SCUR1_42180.3
OG0004109	KAK4473886.1	SCUR1_37900.2, SCUR1_37900.3, SCUR1_37900.4, SCUR1_37900.1
OG0004110	KAK4470669.1	SCUR1_75430.3, SCUR1_75430.1, SCUR1_75430.2
OG0004111	KAK4467345.1, KAK4470431.1	SCUR1_76360.1
OG0004112	KAK4474903.1	SCUR1_17290.1
OG0004113	KAK4473362.1	SCUR1_22930.2, SCUR1_22930.3, SCUR1_22930.4, SCUR1_22930.1, SCUR1_100820.1, SCUR1_100820.2
OG0004114	KAK4469672.1	SCUR1_52770.1, SCUR1_52770.2
OG0004115	KAK4474029.1	SCUR1_36420.3, SCUR1_36420.1, SCUR1_36420.2
OG0004116	KAK4468108.1	SCUR1_83830.1
OG0004117	KAK4475687.1	SCUR1_4020.2, SCUR1_4020.3, SCUR1_4020.4, SCUR1_4020.5, SCUR1_4020.1
OG0004118	KAK4473501.1	SCUR1_42750.1
OG0004119	KAK4473260.1	SCUR1_25470.1, SCUR1_25470.2, SCUR1_96890.1
OG0004120	KAK4472351.1	SCUR1_33390.1
OG0004121	KAK4469699.1	SCUR1_52210.2, SCUR1_52210.1
OG0004122	KAK4472979.1	SCUR1_26450.1
OG0004123	KAK4474787.1	SCUR1_16100.1
OG0004124	KAK4472790.1	SCUR1_29040.3, SCUR1_29040.2, SCUR1_29040.4, SCUR1_29040.5, SCUR1_29040.1
OG0004125	KAK4470429.1	SCUR1_76370.1
OG0004126	KAK4470405.1	SCUR1_76640.1, SCUR1_76640.2, SCUR1_76640.3, SCUR1_76640.5, SCUR1_76640.4, SCUR1_76640.6
OG0004127	KAK4472204.1	SCUR1_26790.2, SCUR1_26790.1
OG0004128	KAK4474879.1, KAK4474880.1	SCUR1_17060.1
OG0004129	KAK4469631.1	SCUR1_47750.1, SCUR1_47750.2, SCUR1_47750.3, SCUR1_47750.4
OG0004130	KAK4470228.1	SCUR1_70560.1, SCUR1_70560.2
OG0004131	KAK4475483.1	SCUR1_21770.1
OG0004132	KAK4468891.1	SCUR1_96020.1, SCUR1_84950.1
OG0004133	KAK4475507.1	SCUR1_22420.1
OG0004134	KAK4474790.1	SCUR1_16120.1, SCUR1_16120.2
OG0004136	KAK4471144.1	SCUR1_57870.1, SCUR1_57870.2
OG0004137	KAK4472403.1	SCUR1_30410.1, SCUR1_30410.3, SCUR1_30410.2, SCUR1_30410.5, SCUR1_30410.4, SCUR1_30410.6
OG0004138	KAK4469596.1	SCUR1_48100.1, SCUR1_48100.2
OG0004139	KAK4472730.1	SCUR1_30570.1
OG0004141	KAK4475160.1	SCUR1_18640.1, SCUR1_18640.2
OG0004142	KAK4468004.1	SCUR1_80510.1, SCUR1_80510.2, SCUR1_80510.3
OG0004143	KAK4476289.1	SCUR1_10270.1
OG0004144	KAK4472038.1	SCUR1_64460.2, SCUR1_64460.3, SCUR1_64460.1, SCUR1_64460.4
OG0004145	KAK4471729.1	SCUR1_62260.1
OG0004146	KAK4472719.1	SCUR1_30680.3, SCUR1_30680.1, SCUR1_30680.2
OG0004147	KAK4469962.1	SCUR1_56260.1, SCUR1_56260.2
OG0004148	KAK4474605.1	SCUR1_14770.1, SCUR1_14770.2
OG0004149	KAK4475559.1	SCUR1_2750.1
OG0004150	KAK4474908.1	SCUR1_17330.1, SCUR1_17330.2, SCUR1_17330.3, SCUR1_17330.4, SCUR1_17330.5
OG0004151	KAK4469738.1	SCUR1_56550.1
OG0004152	KAK4475260.1	SCUR1_13750.1
OG0004153	KAK4475494.1	SCUR1_22620.1
OG0004154	KAK4476017.1	SCUR1_7220.1
OG0004155	KAK4469315.1	SCUR1_48700.1
OG0004156	KAK4471168.1	SCUR1_57400.1, SCUR1_57400.2, SCUR1_57400.3
OG0004157	KAK4475010.1	SCUR1_20890.1
OG0004158	KAK4473559.1	SCUR1_43490.2, SCUR1_43490.3, SCUR1_43490.1
OG0004159	KAK4471523.1	SCUR1_67610.1
OG0004160	KAK4475868.1	SCUR1_5190.1, SCUR1_5190.2
OG0004161	KAK4474702.1	SCUR1_13050.1
OG0004162	KAK4471030.1	SCUR1_58010.2, SCUR1_58010.1
OG0004163	KAK4470484.1	SCUR1_73610.1
OG0004164	KAK4474400.1	SCUR1_14310.1
OG0004165	KAK4474174.1	SCUR1_34870.1
OG0004166	KAK4475840.1	SCUR1_5450.1
OG0004167	KAK4476233.1	SCUR1_8940.2, SCUR1_8940.1
OG0004168	KAK4468492.1	SCUR1_90570.1, SCUR1_90560.1, SCUR1_98550.1
OG0004169	KAK4472617.1	SCUR1_31730.1
OG0004170	KAK4470817.1	SCUR1_77540.1
OG0004171	KAK4468663.1	SCUR1_87320.1
OG0004172	KAK4470777.1	SCUR1_77140.1
OG0004173	KAK4472842.1	SCUR1_26030.1, SCUR1_26030.2
OG0004174	KAK4468808.1	SCUR1_85760.2
OG0004175	KAK4469422.1	SCUR1_50480.1, SCUR1_50480.2
OG0004176	KAK4474621.1	SCUR1_97280.1
OG0004177	KAK4468503.1	SCUR1_89040.3, SCUR1_89040.2, SCUR1_89040.1
OG0004178	KAK4471108.1	SCUR1_58300.1
OG0004179	KAK4468038.1	SCUR1_82770.1, SCUR1_82770.2
OG0004180	KAK4471629.1	SCUR1_66520.1, SCUR1_66520.2
OG0004181	KAK4474567.1, KAK4469045.1	SCUR1_14680.2, SCUR1_14680.1
OG0004182	KAK4471306.1	SCUR1_63650.1
OG0004183	KAK4468548.1	SCUR1_88650.1
OG0004184	KAK4474439.1	SCUR1_12150.1, SCUR1_12150.2, SCUR1_12150.3
OG0004185	KAK4469012.1	SCUR1_55910.1
OG0004186	KAK4468668.1	SCUR1_87260.1
OG0004187	KAK4471049.1, KAK4471234.1	SCUR1_65020.1
OG0004188	KAK4468008.1, KAK4468007.1	SCUR1_80550.4, SCUR1_80550.3, SCUR1_80550.2, SCUR1_80550.1
OG0004189	KAK4474832.1	SCUR1_16550.1
OG0004190	KAK4467744.1	SCUR1_92000.1, SCUR1_92000.2
OG0004191	KAK4467942.1	SCUR1_91430.1
OG0004192	KAK4474922.1	SCUR1_17480.1
OG0004193	KAK4468189.1	SCUR1_83430.1, SCUR1_97950.1
OG0004194	KAK4472803.1	SCUR1_28830.1
OG0004195	KAK4475324.1	SCUR1_17990.1, SCUR1_17990.2, SCUR1_17990.3
OG0004196	KAK4472300.1, KAK4472299.1	SCUR1_33850.1
OG0004197	KAK4475428.1	SCUR1_21490.1
OG0004198	KAK4468151.1	SCUR1_84410.4, SCUR1_84410.1, SCUR1_84410.2, SCUR1_84410.3
OG0004199	KAK4472063.1	SCUR1_58960.2, SCUR1_58960.1, SCUR1_58960.3
OG0004200	KAK4470077.1	SCUR1_79870.1
OG0004201	KAK4471480.1	SCUR1_64080.1
OG0004202	KAK4475338.1	SCUR1_20400.1, SCUR1_20400.2
OG0004203	KAK4470636.1	SCUR1_73220.1
OG0004204	KAK4471780.1	SCUR1_61900.1, SCUR1_61900.2, SCUR1_61900.3
OG0004205	KAK4475236.1	SCUR1_15580.1
OG0004206	KAK4468556.1	SCUR1_88600.2, SCUR1_88600.3, SCUR1_88600.1, SCUR1_88600.4
OG0004207	KAK4471124.1, KAK4471125.1, KAK4467523.1	SCUR1_57600.1, SCUR1_57610.1, SCUR1_98000.1
OG0004208	KAK4471533.1	SCUR1_67530.1
OG0004211	KAK4469803.1	SCUR1_55500.1
OG0004212	KAK4469342.1	SCUR1_53400.1
OG0004213	KAK4469054.1	SCUR1_56110.1
OG0004214	KAK4471119.1	SCUR1_6440.1, SCUR1_6440.2
OG0004215	KAK4474167.1	SCUR1_34920.1
OG0004216	KAK4473627.1	SCUR1_40790.1
OG0004217	KAK4467773.1	SCUR1_93170.1
OG0004218	KAK4475560.1	SCUR1_2730.2, SCUR1_2730.3, SCUR1_2730.1
OG0004219	KAK4471414.1	SCUR1_63190.1, SCUR1_63190.2, SCUR1_63190.3
OG0004220	KAK4475800.1	SCUR1_4800.2, SCUR1_4800.1
OG0004221	KAK4470238.1	SCUR1_69420.5, SCUR1_69420.2, SCUR1_69420.4, SCUR1_69420.1, SCUR1_69420.3
OG0004222	KAK4472066.1	SCUR1_58940.1, SCUR1_58940.2
OG0004224	KAK4471399.1	SCUR1_63080.1
OG0004225	KAK4469457.1	SCUR1_50840.1
OG0004226	KAK4473013.1	SCUR1_23910.1, SCUR1_23910.3, SCUR1_23910.2
OG0004227	KAK4474713.1	SCUR1_13280.1
OG0004228	KAK4471173.1, KAK4471174.1	SCUR1_58180.1
OG0004229	KAK4473278.1	SCUR1_25650.1, SCUR1_25650.2
OG0004230	KAK4468343.1	SCUR1_80640.1
OG0004231	KAK4470605.1	SCUR1_72780.2, SCUR1_72780.4, SCUR1_72780.1, SCUR1_72780.3
OG0004233	KAK4469250.1	SCUR1_49360.1
OG0004234	KAK4471335.1	SCUR1_68510.1
OG0004235	KAK4475511.1	SCUR1_22460.1
OG0004236	KAK4471005.1	SCUR1_79480.1
OG0004237	KAK4475380.1	SCUR1_19960.1, SCUR1_19960.2
OG0004238	KAK4467454.1	SCUR1_72790.1
OG0004241	KAK4471972.1	SCUR1_61300.1
OG0004242	KAK4469974.1	SCUR1_95120.2, SCUR1_95120.3, SCUR1_95120.1, SCUR1_95120.4, SCUR1_56370.1
OG0004243	KAK4474183.1	SCUR1_34770.1, SCUR1_34770.2, SCUR1_34770.3
OG0004244	KAK4472036.1	SCUR1_59070.3, SCUR1_59070.2, SCUR1_59070.1
OG0004245	KAK4468638.1	SCUR1_89460.1, SCUR1_89460.2, SCUR1_89460.3
OG0004246	KAK4473002.1	SCUR1_25750.1
OG0004247	KAK4476094.1	SCUR1_6290.3, SCUR1_6290.2, SCUR1_6290.1
OG0004248	KAK4475457.1	SCUR1_22220.1
OG0004249	KAK4474377.1	SCUR1_9840.1
OG0004250	KAK4467854.1	SCUR1_92280.1
OG0004251	KAK4469750.1	SCUR1_56710.1, SCUR1_56710.2
OG0004252	KAK4473913.1	SCUR1_38180.1, SCUR1_38180.2
OG0004253	KAK4468944.1	SCUR1_87800.3, SCUR1_87800.1, SCUR1_87800.2
OG0004255	KAK4474113.1	SCUR1_35540.1
OG0004256	KAK4467505.1, KAK4474689.1	SCUR1_12950.1, SCUR1_12950.4, SCUR1_12950.8, SCUR1_12950.6, SCUR1_12950.3, SCUR1_12950.5, SCUR1_12950.7, SCUR1_12950.2
OG0004257	KAK4471250.1	SCUR1_65180.1
OG0004258	KAK4467479.1	SCUR1_53370.1, SCUR1_53370.4, SCUR1_53370.2, SCUR1_53370.3
OG0004259	KAK4475383.1	SCUR1_19890.1
OG0004260	KAK4467833.1	SCUR1_94620.1, SCUR1_96200.2, SCUR1_96200.3, SCUR1_96200.4, SCUR1_96200.1
OG0004261	KAK4467835.1	SCUR1_95380.1
OG0004262	KAK4470323.1	SCUR1_72310.2, SCUR1_72310.1
OG0004263	KAK4475691.1	SCUR1_95220.1, SCUR1_200.1, SCUR1_210.1, SCUR1_97730.2
OG0004264	KAK4469819.1	SCUR1_55260.1, SCUR1_55260.2, SCUR1_55260.3
OG0004265	KAK4471150.1, KAK4471149.1	SCUR1_57950.1
OG0004266	KAK4470030.1	SCUR1_73370.1
OG0004267	KAK4473231.1	SCUR1_25240.1
OG0004268	KAK4473715.1	SCUR1_39800.1
OG0004269	KAK4471663.1	SCUR1_62850.1
OG0004270	KAK4469228.1	SCUR1_46460.1
OG0004271	KAK4468221.1	SCUR1_82250.1, SCUR1_82250.3, SCUR1_82250.2
OG0004272	KAK4470570.1	SCUR1_72460.1, SCUR1_72460.2, SCUR1_72460.3, SCUR1_72460.4
OG0004273	KAK4468734.1	SCUR1_86220.1, SCUR1_86220.2, SCUR1_86220.3, SCUR1_86220.4
OG0004274	KAK4469173.1	SCUR1_53990.1, SCUR1_53990.3, SCUR1_53990.2, SCUR1_53990.4
OG0004275	KAK4473884.1	SCUR1_44590.1
OG0004276	KAK4475017.1	SCUR1_20960.1, SCUR1_20960.2
OG0004277	KAK4475888.1	SCUR1_5800.1, SCUR1_5800.2
OG0004278	KAK4474175.1	SCUR1_34860.1
OG0004280	KAK4468341.1	SCUR1_80650.1, SCUR1_80650.2, SCUR1_80650.3
OG0004281	KAK4470815.1	SCUR1_77520.1
OG0004282	KAK4468056.1	SCUR1_84510.2, SCUR1_84510.3, SCUR1_84510.1
OG0004283	KAK4476111.1	SCUR1_460.1
OG0004284	KAK4469760.1	SCUR1_56840.1
OG0004285	KAK4475897.1	SCUR1_5880.1
OG0004286	KAK4469280.1	SCUR1_49100.1, SCUR1_49100.2, SCUR1_49100.3
OG0004287	KAK4473906.1	SCUR1_44630.1, SCUR1_44630.2
OG0004288	KAK4469643.1, KAK4469654.1	SCUR1_98700.1
OG0004289	KAK4473631.1	SCUR1_40750.2, SCUR1_40750.1
OG0004290	KAK4471970.1	SCUR1_61290.1
OG0004291	KAK4473973.1	SCUR1_36980.1, SCUR1_36980.2, SCUR1_36980.3, SCUR1_36980.4
OG0004292	KAK4473972.1	SCUR1_36970.1
OG0004293	KAK4470591.1	SCUR1_72630.1, SCUR1_72630.2, SCUR1_72630.3
OG0004294	KAK4469131.1	SCUR1_47650.1
OG0004296	KAK4475231.1	SCUR1_15530.1
OG0004297	KAK4474154.1	SCUR1_35070.1
OG0004298	KAK4471868.1	SCUR1_60170.1
OG0004299	KAK4470038.1	SCUR1_77190.1
OG0004301	KAK4474875.1	SCUR1_17020.1
OG0004302	KAK4470466.1	SCUR1_73810.4, SCUR1_73810.5, SCUR1_73810.1, SCUR1_73810.2
OG0004303	KAK4473613.1	SCUR1_40950.1
OG0004304	KAK4474503.1	SCUR1_14160.1, SCUR1_14170.1
OG0004305	KAK4474103.1	SCUR1_35620.1, SCUR1_35620.2, SCUR1_35620.3, SCUR1_35620.4
OG0004306	KAK4472712.1	SCUR1_30750.1, SCUR1_30750.2
OG0004307	KAK4467931.1	SCUR1_91520.1
OG0004308	KAK4470866.1	SCUR1_78070.1, SCUR1_78070.2
OG0004309	KAK4467841.1	SCUR1_94710.1
OG0004310	KAK4469065.1	SCUR1_46970.4, SCUR1_46970.2, SCUR1_46970.3, SCUR1_46970.1, SCUR1_46970.5
OG0004311	KAK4474588.1	SCUR1_14430.1
OG0004312	KAK4473653.1	SCUR1_40460.1
OG0004313	KAK4470539.1, KAK4473890.1	SCUR1_74820.1, SCUR1_74820.3, SCUR1_74820.2
OG0004314	KAK4472708.1	SCUR1_30790.1
OG0004318	KAK4474496.1	SCUR1_11860.1, SCUR1_11810.1, SCUR1_11800.1
OG0004319	KAK4474490.1	SCUR1_11780.1, SCUR1_11840.1
OG0004320	KAK4470056.1	SCUR1_79650.1, SCUR1_79650.2
OG0004321	KAK4470184.1	SCUR1_69460.1
OG0004322	KAK4470898.1	SCUR1_78400.2, SCUR1_78400.3, SCUR1_78400.4, SCUR1_78400.1
OG0004323	KAK4474540.1	SCUR1_11430.1
OG0004324	KAK4467578.1, KAK4474675.1	SCUR1_13150.1
OG0004325	KAK4471668.1	SCUR1_62810.1
OG0004327	KAK4475040.1	SCUR1_1700.1
OG0004328	KAK4473995.1	SCUR1_36730.3, SCUR1_36730.1, SCUR1_36730.2
OG0004329	KAK4469965.1	SCUR1_56290.1
OG0004330	KAK4469664.1	SCUR1_51000.1, SCUR1_51000.2
OG0004331	KAK4475372.1	SCUR1_20050.1, SCUR1_20050.2
OG0004332	KAK4471965.1	SCUR1_64350.1
OG0004333	KAK4470414.1	SCUR1_76560.1, SCUR1_76560.2
OG0004334	KAK4469256.1	SCUR1_49310.1
OG0004335	KAK4470516.1	SCUR1_75160.1, SCUR1_75160.3, SCUR1_75160.2, SCUR1_75160.4
OG0004336	KAK4470114.1	SCUR1_70330.1
OG0004337	KAK4473330.1	SCUR1_23240.2, SCUR1_23240.4, SCUR1_23240.1, SCUR1_23240.5, SCUR1_23240.3
OG0004338	KAK4468431.1	SCUR1_89990.1
OG0004339	KAK4467472.1, KAK4468996.1	SCUR1_87230.1, SCUR1_890.1, SCUR1_20150.1
OG0004340	KAK4474482.1, KAK4474483.1	SCUR1_11640.1, SCUR1_11660.1, SCUR1_11620.1
OG0004342	KAK4473494.1	SCUR1_45520.1
OG0004343	KAK4468344.1	SCUR1_80630.1
OG0004344	KAK4472045.1, KAK4472046.1	SCUR1_59150.1, SCUR1_59150.2
OG0004345	KAK4471109.1	SCUR1_58310.1
OG0004346	KAK4472115.1	SCUR1_58540.1
OG0004347	KAK4472980.1	SCUR1_26430.1, SCUR1_26430.2
OG0004348	KAK4473851.1	SCUR1_37480.1, SCUR1_37480.2, SCUR1_37480.3
OG0004349	KAK4472687.1	SCUR1_590.1
OG0004350	KAK4474462.1	SCUR1_12310.1
OG0004351	KAK4468044.1	SCUR1_82680.5, SCUR1_82680.2, SCUR1_82680.1, SCUR1_82680.3, SCUR1_82680.4
OG0004352	KAK4468190.1	SCUR1_83440.1
OG0004353	KAK4469694.1	SCUR1_52230.1
OG0004354	KAK4469739.1	SCUR1_45800.1
OG0004355	KAK4471446.1	SCUR1_65600.4, SCUR1_65600.1, SCUR1_65600.2, SCUR1_65600.3, SCUR1_65600.5
OG0004356	KAK4471659.1	SCUR1_66350.1, SCUR1_66350.2
OG0004357	KAK4472399.1	SCUR1_30370.1
OG0004358	KAK4473198.1	SCUR1_24930.1, SCUR1_24930.2
OG0004359	KAK4474194.1	SCUR1_34670.1
OG0004367	KAK4471507.1	SCUR1_67830.3, SCUR1_67830.1, SCUR1_67830.2
OG0004368	KAK4467555.1	SCUR1_12490.2, SCUR1_12490.1, SCUR1_12490.3, SCUR1_12490.4
OG0004369	KAK4473558.1	SCUR1_45560.1, SCUR1_45560.2, SCUR1_45560.3
OG0004370	KAK4475326.1	SCUR1_17970.1
OG0004371	KAK4472648.1	SCUR1_31420.1, SCUR1_31410.1
OG0004372	KAK4475116.1	SCUR1_19130.1
OG0004373	KAK4470252.1	SCUR1_71560.1
OG0004374	KAK4469638.1	SCUR1_47680.1
OG0004375	KAK4473312.1	SCUR1_23650.1
OG0004377	KAK4468800.1	SCUR1_85820.1
OG0004378	KAK4468756.1	SCUR1_86490.1
OG0004379	KAK4468333.1	SCUR1_80730.1
OG0004379	KAK4468333.1	SCUR1_80730.2
OG0004380	KAK4475170.1	SCUR1_18540.1, SCUR1_18540.2
OG0004381	KAK4475173.1	SCUR1_18500.1
