Orthogroup	s.mekongi	schistosoma_haematobium
OG0002451	KAK4470176.1	SHAE2_76130.1, SHAE2_76130.4, SHAE2_76130.5, SHAE2_76130.2, SHAE2_76130.3
OG0002452	KAK4476118.1	SHAE2_8500.1, SHAE2_8500.2, SHAE2_8500.3
OG0002453	KAK4469090.1	SHAE2_79220.1, SHAE2_50410.2, SHAE2_50410.5, SHAE2_50410.4, SHAE2_50410.1, SHAE2_50410.3
OG0002454	KAK4471609.1	SHAE2_71390.1
OG0002455	KAK4471329.1	SHAE2_70200.4, SHAE2_70200.2, SHAE2_70200.3, SHAE2_70200.5, SHAE2_70200.1, SHAE2_70200.6
OG0002456	KAK4472501.1	SHAE2_35080.1
OG0002457	KAK4470483.1	SHAE2_75270.1
OG0002458	KAK4468125.1	SHAE2_89850.1, SHAE2_89850.2
OG0002459	KAK4473929.1	SHAE2_41060.1, SHAE2_41060.2, SHAE2_41060.3, SHAE2_41060.4
OG0002460	KAK4476149.1	SHAE2_10130.1, SHAE2_10130.2, SHAE2_10130.7, SHAE2_10130.5, SHAE2_10130.4, SHAE2_10130.3, SHAE2_10130.6
OG0002461	KAK4474949.1	SHAE2_11270.1
OG0002462	KAK4471476.1	SHAE2_68450.2, SHAE2_68450.3, SHAE2_68450.1
OG0002463	KAK4467460.1	SHAE2_88930.1, SHAE2_88930.2
OG0002464	KAK4473107.1	SHAE2_30340.1, SHAE2_30340.2
OG0002465	KAK4468232.1	SHAE2_87340.1, SHAE2_87340.2, SHAE2_87340.3
OG0002466	KAK4467611.1	SHAE2_99290.6, SHAE2_99290.7, SHAE2_99290.3, SHAE2_99290.4, SHAE2_99290.5, SHAE2_99290.1, SHAE2_99290.2
OG0002467	KAK4469429.1	SHAE2_53780.1, SHAE2_53780.2
OG0002468	KAK4470508.1	SHAE2_80360.1
OG0002469	KAK4475730.1	SHAE2_4980.1, SHAE2_4980.2
OG0002470	KAK4470917.1	SHAE2_83590.2, SHAE2_83590.3, SHAE2_83590.1
OG0002471	KAK4470366.1	SHAE2_79410.1, SHAE2_79410.2, SHAE2_79410.3
OG0002472	KAK4473974.1	SHAE2_39730.1, SHAE2_39730.3, SHAE2_39730.2
OG0002473	KAK4474357.1	SHAE2_11640.3, SHAE2_11640.4, SHAE2_11640.5, SHAE2_11640.1, SHAE2_11640.2
OG0002474	KAK4468715.1	SHAE2_93340.1, SHAE2_93340.2, SHAE2_93340.4, SHAE2_93340.3
OG0002475	KAK4475148.1	SHAE2_20980.1
OG0002476	KAK4472699.1	SHAE2_33210.5, SHAE2_33210.6, SHAE2_33210.7, SHAE2_33210.4, SHAE2_33210.1, SHAE2_33210.3, SHAE2_33210.2
OG0002477	KAK4470715.1	SHAE2_80940.1, SHAE2_80940.4, SHAE2_80940.3, SHAE2_80940.2
OG0002478	KAK4469646.1	SHAE2_54510.1, SHAE2_54510.2
OG0002479	KAK4471422.1	SHAE2_67550.1
OG0002480	KAK4473129.1	SHAE2_30140.1
OG0002481	KAK4475915.1	SHAE2_6570.1
OG0002482	KAK4471812.1	SHAE2_65820.2, SHAE2_65820.3, SHAE2_65820.1
OG0002483	KAK4475013.1	SHAE2_23020.1
OG0002484	KAK4473299.1	SHAE2_26170.1
OG0002485	KAK4472541.1	SHAE2_37050.1
OG0002486	KAK4473286.1	SHAE2_26290.1, SHAE2_26290.2
OG0002487	KAK4470995.1	SHAE2_84370.1, SHAE2_84370.3, SHAE2_84370.2, SHAE2_84370.4, SHAE2_84370.5, SHAE2_84370.6, SHAE2_84370.8, SHAE2_84370.7
OG0002488	KAK4469858.1	SHAE2_58020.1, SHAE2_58020.2
OG0002489	KAK4473026.1	SHAE2_29590.1
OG0002490	KAK4470660.1	SHAE2_78690.1, SHAE2_78690.2, SHAE2_78690.3, SHAE2_78690.4, SHAE2_78690.5, SHAE2_78690.6
OG0002491	KAK4467913.1	SHAE2_98320.2, SHAE2_98320.1
OG0002492	KAK4470367.1	SHAE2_79400.3, SHAE2_79400.4, SHAE2_79400.1, SHAE2_79400.2
OG0002493	KAK4471320.1	SHAE2_67880.2, SHAE2_67880.5, SHAE2_67880.3, SHAE2_67880.1, SHAE2_67880.4
OG0002494	KAK4474831.1	SHAE2_1930.4, SHAE2_1930.1, SHAE2_1930.3, SHAE2_1930.2
OG0002495	KAK4474575.1	SHAE2_16330.1, SHAE2_16330.2
OG0002496	KAK4473513.1	SHAE2_45680.1
OG0002497	KAK4469709.1	SHAE2_49260.1
OG0002498	KAK4474394.1	SHAE2_1210.1, SHAE2_1210.3, SHAE2_1210.2
OG0002499	KAK4469230.1	SHAE2_52790.1
OG0002500	KAK4475638.1	SHAE2_190.1, SHAE2_190.2, SHAE2_190.3
OG0002501	KAK4474363.1	SHAE2_11590.3, SHAE2_11590.4, SHAE2_11590.5, SHAE2_11590.6, SHAE2_11590.7, SHAE2_11590.9, SHAE2_11590.1, SHAE2_11590.8, SHAE2_11590.2
OG0002502	KAK4469951.1, KAK4469952.1	SHAE2_59590.3, SHAE2_59590.1, SHAE2_59590.2, SHAE2_59590.4, SHAE2_59590.5
OG0002503	KAK4467461.1	SHAE2_88920.1
OG0002504	KAK4473291.1	SHAE2_26240.1
OG0002505	KAK4469156.1	SHAE2_54850.1
OG0002506	KAK4472548.1	SHAE2_37130.3, SHAE2_37130.5, SHAE2_37130.1, SHAE2_37130.4, SHAE2_37130.6, SHAE2_37130.7, SHAE2_37130.8, SHAE2_37130.2
OG0002507	KAK4468244.1	SHAE2_87180.1, SHAE2_87180.2
OG0002508	KAK4471460.1	SHAE2_68260.4, SHAE2_68260.1, SHAE2_68260.2, SHAE2_68260.3
OG0002509	KAK4476214.1	SHAE2_11110.1, SHAE2_11110.2
OG0002510	KAK4467569.1	SHAE2_61510.1
OG0002511	KAK4470253.1	SHAE2_76670.4, SHAE2_76670.5, SHAE2_76670.1, SHAE2_76670.2, SHAE2_76670.3
OG0002512	KAK4471671.1	SHAE2_67060.1
OG0002513	KAK4469436.1	SHAE2_53830.2, SHAE2_53830.1
OG0002514	KAK4474778.1	SHAE2_17970.2, SHAE2_17970.4, SHAE2_17970.3, SHAE2_17970.1
OG0002515	KAK4473425.1	SHAE2_44720.3, SHAE2_44720.1, SHAE2_44720.2
OG0002516	KAK4470734.1	SHAE2_81110.1
OG0002517	KAK4470474.1	SHAE2_78960.1
OG0002518	KAK4473503.1	SHAE2_45530.2, SHAE2_45530.3, SHAE2_45530.1, SHAE2_45530.4
OG0002519	KAK4467565.1	SHAE2_61560.1, SHAE2_61580.1, SHAE2_61580.2, SHAE2_61550.1, SHAE2_61570.1
OG0002520	KAK4470742.1	SHAE2_79200.3, SHAE2_79200.2, SHAE2_79200.1
OG0002521	KAK4471067.1, KAK4471066.1	SHAE2_71810.1
OG0002522	KAK4473252.1	SHAE2_27760.3, SHAE2_27760.4, SHAE2_27760.2, SHAE2_27760.1
OG0002526	KAK4474740.1	SHAE2_15280.5, SHAE2_15280.1, SHAE2_15280.2, SHAE2_15280.3, SHAE2_15280.4, SHAE2_15280.6, SHAE2_15280.7
OG0002527	KAK4473392.1, KAK4473393.1	SHAE2_44450.1
OG0002528	KAK4467775.1	SHAE2_99970.1, SHAE2_99960.1
OG0002530	KAK4470379.1	SHAE2_79280.1, SHAE2_79280.2, SHAE2_79280.3
OG0002531	KAK4473089.1	SHAE2_29700.3, SHAE2_29700.2, SHAE2_29700.1
OG0002532	KAK4470157.1	SHAE2_75930.4, SHAE2_75930.3, SHAE2_75930.1, SHAE2_75930.2
OG0002533	KAK4471252.1	SHAE2_69710.1
OG0002534	KAK4468563.1	SHAE2_95160.1
OG0002535	KAK4474105.1	SHAE2_38320.1, SHAE2_38320.2
OG0002536	KAK4474745.1	SHAE2_15330.1
OG0002537	KAK4468260.1	SHAE2_87040.1, SHAE2_87040.2, SHAE2_87040.4, SHAE2_87040.5, SHAE2_87040.3
OG0002538	KAK4471905.1	SHAE2_64880.1, SHAE2_64880.2
OG0002539	KAK4472987.1	SHAE2_28670.2, SHAE2_28670.1
OG0002540	KAK4473767.1	SHAE2_41980.1, SHAE2_41980.2
OG0002541	KAK4469799.1	SHAE2_58910.1
OG0002542	KAK4468510.1	SHAE2_94780.2, SHAE2_94780.4, SHAE2_94780.1, SHAE2_94780.3
OG0002543	KAK4472792.1	SHAE2_31220.1, SHAE2_31220.2, SHAE2_31220.3, SHAE2_31220.4
OG0002544	KAK4469629.1	SHAE2_50930.1
OG0002545	KAK4473302.1	SHAE2_26030.1
OG0002546	KAK4475215.1	SHAE2_20370.1
OG0002547	KAK4467856.1	SHAE2_101370.1, SHAE2_101370.3, SHAE2_101370.2
OG0002548	KAK4467883.1	SHAE2_98970.3, SHAE2_98970.2, SHAE2_98970.1, SHAE2_98970.4
OG0002549	KAK4473138.1	SHAE2_30050.1, SHAE2_30050.2
OG0002550	KAK4469066.1	SHAE2_50130.1, SHAE2_50130.2, SHAE2_50130.3
OG0002551	KAK4472679.1	SHAE2_33390.1, SHAE2_33390.2, SHAE2_33390.3, SHAE2_33390.4, SHAE2_33390.5
OG0002552	KAK4467387.1, KAK4467506.1, KAK4475710.1	SHAE2_4810.1, SHAE2_4810.3, SHAE2_4810.2, SHAE2_4810.4, SHAE2_4810.5
OG0002553	KAK4471835.1	SHAE2_68630.1, SHAE2_68630.2
OG0002554	KAK4472087.1	SHAE2_62800.3, SHAE2_62800.4, SHAE2_62800.7, SHAE2_62800.1, SHAE2_62800.2, SHAE2_62800.5, SHAE2_62800.6
OG0002555	KAK4474061.1	SHAE2_38790.1
OG0002556	KAK4474301.1	SHAE2_22950.1, SHAE2_22950.2, SHAE2_22950.3
OG0002557	KAK4473479.1	SHAE2_45310.1, SHAE2_45310.2, SHAE2_45310.3, SHAE2_45310.4
OG0002558	KAK4475678.1	SHAE2_4530.1, SHAE2_4530.3, SHAE2_4530.2
OG0002559	KAK4473156.1	SHAE2_26800.1
OG0002560	KAK4468947.1	SHAE2_94410.5, SHAE2_94410.4, SHAE2_94410.3, SHAE2_94410.2, SHAE2_94410.1
OG0002562	KAK4476239.1	SHAE2_10820.1, SHAE2_10820.2, SHAE2_10820.3, SHAE2_10820.4
OG0002563	KAK4471980.1	SHAE2_65600.1
OG0002564	KAK4470753.1	SHAE2_81980.2, SHAE2_81980.3, SHAE2_81980.1, SHAE2_81980.4
OG0002565	KAK4475513.1	SHAE2_2700.1
OG0002565	KAK4475502.1	SHAE2_2690.1
OG0002566	KAK4471213.1	SHAE2_69350.1, SHAE2_69350.2
OG0002567	KAK4474116.1	SHAE2_38220.1, SHAE2_38220.4, SHAE2_38220.2, SHAE2_38220.3
OG0002568	KAK4471310.1	SHAE2_67780.1
OG0002569	KAK4471279.1	SHAE2_70000.4, SHAE2_70000.5, SHAE2_70000.6, SHAE2_70000.2, SHAE2_70000.3, SHAE2_70000.1, SHAE2_70000.7
OG0002570	KAK4472620.1	SHAE2_33960.1
OG0002571	KAK4473656.1	SHAE2_43200.3, SHAE2_43200.5, SHAE2_43200.4, SHAE2_43200.1, SHAE2_43200.2
OG0002572	KAK4472039.1	SHAE2_63180.1, SHAE2_63180.2, SHAE2_63180.3
OG0002574	KAK4470332.1	SHAE2_79770.5, SHAE2_79770.3, SHAE2_79770.4, SHAE2_79770.1, SHAE2_79770.2
OG0002575	KAK4473068.1	SHAE2_26490.1
OG0002576	KAK4470870.1	SHAE2_83120.1
OG0002578	KAK4469253.1	SHAE2_52540.3, SHAE2_52540.1, SHAE2_52540.2
OG0002579	KAK4467904.1	SHAE2_99160.1
OG0002580	KAK4472055.1	SHAE2_63330.1, SHAE2_63330.4, SHAE2_63330.3, SHAE2_63330.2
OG0002581	KAK4471767.1	SHAE2_64660.1
OG0002582	KAK4474148.1	SHAE2_37810.1
OG0002583	KAK4468752.1	SHAE2_93040.1, SHAE2_93040.5, SHAE2_93040.4, SHAE2_93040.3, SHAE2_93040.6, SHAE2_93040.2
OG0002584	KAK4473762.1	SHAE2_42040.1
OG0002585	KAK4475358.1	SHAE2_22340.1, SHAE2_22330.1
OG0002586	KAK4475123.1	SHAE2_21250.1
OG0002587	KAK4468233.1	SHAE2_87260.1
OG0002588	KAK4471951.1	SHAE2_65320.2, SHAE2_65320.3, SHAE2_65320.1
OG0002589	KAK4471928.1	SHAE2_65100.2, SHAE2_65100.1, SHAE2_65100.3
OG0002590	KAK4470710.1	SHAE2_80910.1
OG0002591	KAK4470847.1	SHAE2_82920.2, SHAE2_82920.1
OG0002592	KAK4473094.1	SHAE2_29750.4, SHAE2_29750.1, SHAE2_29750.2, SHAE2_29750.3
OG0002593	KAK4470993.1	SHAE2_84330.2, SHAE2_84330.1
OG0002594	KAK4470992.1	SHAE2_84320.1, SHAE2_84320.3, SHAE2_84320.2, SHAE2_84320.5, SHAE2_84320.4
OG0002595	KAK4469555.1	SHAE2_51670.1
OG0002596	KAK4470677.1	SHAE2_80570.1, SHAE2_80570.2, SHAE2_80570.3
OG0002597	KAK4474701.1	SHAE2_14750.1
OG0002598	KAK4472544.1	SHAE2_37100.1
OG0002599	KAK4471646.1, KAK4471071.1	SHAE2_70750.1, SHAE2_70750.2, SHAE2_70750.3
OG0002600	KAK4469126.1	SHAE2_50740.1
OG0002601	KAK4474432.1	SHAE2_13790.1
OG0002602	KAK4475406.1	SHAE2_23860.2, SHAE2_23860.3, SHAE2_23860.1
OG0002603	KAK4471396.1	SHAE2_67330.1, SHAE2_67330.3, SHAE2_67330.2
OG0002604	KAK4475522.1	SHAE2_2710.5, SHAE2_2710.1, SHAE2_2710.2, SHAE2_2710.4, SHAE2_2710.3
OG0002605	KAK4469244.1	SHAE2_52650.1, SHAE2_52650.3, SHAE2_52650.6, SHAE2_52650.4, SHAE2_52650.7, SHAE2_52650.2, SHAE2_52650.5
OG0002606	KAK4468082.1	SHAE2_90410.1
OG0002607	KAK4472334.1	SHAE2_36330.2, SHAE2_36330.4, SHAE2_36330.3, SHAE2_36330.1
OG0002608	KAK4469572.1	SHAE2_51480.1
OG0002609	KAK4475663.1, KAK4475665.1	SHAE2_4390.1
OG0002610	KAK4473486.1	SHAE2_45370.7, SHAE2_45370.3, SHAE2_45370.1, SHAE2_45370.2, SHAE2_45370.4, SHAE2_45370.5, SHAE2_45370.6
OG0002611	KAK4474861.1	SHAE2_19050.1, SHAE2_19050.2, SHAE2_19050.4, SHAE2_19050.3
OG0002612	KAK4467481.1	SHAE2_26560.1, SHAE2_26560.2, SHAE2_26560.3
OG0002612	KAK4469751.1	SHAE2_60190.1
OG0002613	KAK4473505.1	SHAE2_48420.1
OG0002613	KAK4470130.1	SHAE2_74360.1
OG0002614	KAK4475608.1	SHAE2_220.1
OG0002615	KAK4468140.1	SHAE2_88710.1
OG0002616	KAK4473848.1	SHAE2_40180.1, SHAE2_40170.1
OG0002617	KAK4473594.1	SHAE2_102410.1, SHAE2_102410.2, SHAE2_102410.3
OG0002618	KAK4471164.1	SHAE2_61220.1
OG0002619	KAK4471838.1	SHAE2_64080.1
OG0002620	KAK4472489.1	SHAE2_32520.1, SHAE2_32520.2
OG0002621	KAK4475984.1	SHAE2_10230.1, SHAE2_10230.8, SHAE2_10230.2, SHAE2_10230.4, SHAE2_10230.5, SHAE2_10230.3, SHAE2_10230.6, SHAE2_10230.7
OG0002622	KAK4469743.1	SHAE2_60070.1, SHAE2_60070.2, SHAE2_60070.3, SHAE2_60070.4
OG0002623	KAK4474559.1	SHAE2_13150.1, SHAE2_13150.2
OG0002624	KAK4474836.1	SHAE2_18650.1, SHAE2_18650.2
OG0002625	KAK4474049.1	SHAE2_38890.1
OG0002626	KAK4467566.1	SHAE2_61530.2, SHAE2_61530.1
OG0002627	KAK4474676.1	SHAE2_14880.1, SHAE2_14880.2
OG0002628	KAK4473414.1, KAK4473411.1	SHAE2_44610.1
OG0002629	KAK4468445.1	SHAE2_96860.1, SHAE2_96860.2
OG0002630	KAK4476252.1	SHAE2_10640.1
OG0002631	KAK4473217.1	SHAE2_27460.1, SHAE2_27460.2
OG0002632	KAK4468113.1	SHAE2_90030.1, SHAE2_90030.2
OG0002633	KAK4473686.1	SHAE2_42870.3, SHAE2_42870.4, SHAE2_42870.2, SHAE2_42870.5, SHAE2_42870.1
OG0002634	KAK4473197.1	SHAE2_27260.1
OG0002635	KAK4473343.1	SHAE2_25500.1, SHAE2_25500.2, SHAE2_25500.3
OG0002636	KAK4471015.1	SHAE2_84590.4, SHAE2_84590.1, SHAE2_84590.2, SHAE2_84590.3
OG0002637	KAK4467702.1	SHAE2_99660.1
OG0002638	KAK4469897.1	SHAE2_57400.1, SHAE2_57400.2, SHAE2_57400.3
OG0002639	KAK4471615.1	SHAE2_71340.1
OG0002640	KAK4476273.1	SHAE2_12400.1
OG0002641	KAK4469360.1	SHAE2_56830.1, SHAE2_56830.2
OG0002642	KAK4474619.1	SHAE2_1760.2, SHAE2_1760.1
OG0002643	KAK4467574.1, KAK4467575.1, KAK4475706.1	SHAE2_4760.1, SHAE2_4760.2, SHAE2_4760.5, SHAE2_4760.3, SHAE2_4760.4
OG0002644	KAK4471790.1	SHAE2_66020.1, SHAE2_66020.2
OG0002645	KAK4474376.1	SHAE2_11800.1, SHAE2_11800.2, SHAE2_11800.4, SHAE2_11800.3
OG0002646	KAK4472920.1	SHAE2_29290.1, SHAE2_29290.2
OG0002647	KAK4468697.1	SHAE2_93540.1
OG0002648	KAK4476061.1	SHAE2_7120.1, SHAE2_7120.2, SHAE2_7120.3
OG0002649	KAK4473646.1	SHAE2_43270.5, SHAE2_43270.1, SHAE2_43270.3, SHAE2_43270.4, SHAE2_43270.6, SHAE2_43270.7, SHAE2_43270.8, SHAE2_43270.2, SHAE2_43270.9
OG0002650	KAK4475983.1	SHAE2_10240.3, SHAE2_10240.1, SHAE2_10240.2, SHAE2_10240.6, SHAE2_10240.4, SHAE2_10240.5
OG0002651	KAK4476278.1	SHAE2_12440.1
OG0002652	KAK4473894.1, KAK4467542.1	SHAE2_47980.1, SHAE2_47980.2
OG0002653	KAK4468927.1	SHAE2_94600.1
OG0002654	KAK4468318.1	SHAE2_85450.1, SHAE2_85450.2
OG0002655	KAK4469771.1	SHAE2_60430.1
OG0002656	KAK4475330.1	SHAE2_22610.1, SHAE2_22610.2
OG0002657	KAK4474784.1	SHAE2_18080.1, SHAE2_18080.2
OG0002658	KAK4472414.1	SHAE2_31910.2, SHAE2_31910.1, SHAE2_31910.3
OG0002659	KAK4471842.1	SHAE2_64020.1
OG0002660	KAK4475534.1	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6
OG0002661	KAK4471307.1	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4
OG0002662	KAK4468048.1	SHAE2_89020.1, SHAE2_89020.2
OG0002663	KAK4468176.1	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3
OG0002664	KAK4467844.1	SHAE2_101600.1
OG0002665	KAK4469407.1	SHAE2_53560.1
OG0002667	KAK4473048.1	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3
OG0002668	KAK4471186.1	SHAE2_73750.1
OG0002669	KAK4468604.1	SHAE2_94300.1, SHAE2_94310.1
OG0002670	KAK4472817.1	SHAE2_30980.1, SHAE2_30980.2
OG0002671	KAK4467886.1	SHAE2_98990.1
OG0002672	KAK4470631.1	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2
OG0002673	KAK4470642.1	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3
OG0002675	KAK4474368.1	SHAE2_11680.1
OG0002676	KAK4471763.1	SHAE2_73010.1, SHAE2_73010.2
OG0002677	KAK4471715.1	SHAE2_66640.1, SHAE2_66640.2
OG0002678	KAK4475957.1	SHAE2_8100.1
OG0002679	KAK4470081.1	SHAE2_84670.1
OG0002680	KAK4471593.1	SHAE2_71580.1
OG0002681	KAK4473081.1	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3
OG0002683	KAK4467688.1	SHAE2_99790.1, SHAE2_99790.2
OG0002684	KAK4468058.1	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1
OG0002685	KAK4474773.1, KAK4474772.1	SHAE2_17940.1, SHAE2_17920.1, SHAE2_17950.1
OG0002687	KAK4472774.1	SHAE2_31530.1
OG0002688	KAK4472913.1	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1
OG0002689	KAK4472868.1	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4, SHAE2_28160.2
OG0002690	KAK4473607.1	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3
OG0002691	KAK4468051.1	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3
OG0002692	KAK4474728.1	SHAE2_15090.2, SHAE2_15090.1
OG0002693	KAK4469575.1, KAK4469576.1	SHAE2_51440.1, SHAE2_51470.1, SHAE2_51470.2
OG0002694	KAK4467684.1	SHAE2_98720.1
OG0002695	KAK4475579.1, KAK4475580.1	SHAE2_3480.1
OG0002696	KAK4472278.1	SHAE2_36760.1, SHAE2_36760.2
OG0002697	KAK4475946.1	SHAE2_12650.1
OG0002698	KAK4475527.1	SHAE2_2770.1, SHAE2_2770.3, SHAE2_2770.5, SHAE2_2770.6, SHAE2_2770.4, SHAE2_2770.2
OG0002699	KAK4475860.1, KAK4475861.1	SHAE2_5870.1
OG0002700	KAK4467881.1	SHAE2_101930.1, SHAE2_101930.2
OG0002701	KAK4469839.1	SHAE2_58180.1, SHAE2_58180.2, SHAE2_58240.1
OG0002702	KAK4474663.1	SHAE2_14480.1
OG0002702	KAK4467546.1, KAK4474661.1	SHAE2_14470.1
OG0002703	KAK4469001.1	SHAE2_58110.1
OG0002704	KAK4469734.1	SHAE2_97800.1, SHAE2_97800.2, SHAE2_59970.1
OG0002705	KAK4469789.1	SHAE2_60330.1
OG0002705	KAK4469788.1	SHAE2_60360.1
OG0002706	KAK4473690.1	SHAE2_47960.3, SHAE2_47960.1, SHAE2_47960.2, SHAE2_47960.4
OG0002708	KAK4472655.1	SHAE2_33610.1, SHAE2_33610.2, SHAE2_33610.3, SHAE2_33610.4
OG0002709	KAK4476139.1	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1
OG0002710	KAK4476073.1	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4
OG0002711	KAK4468624.1	SHAE2_96020.1
OG0002712	KAK4474770.1	SHAE2_17900.1, SHAE2_17900.2
OG0002713	KAK4469619.1	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3
OG0002714	KAK4470749.1	SHAE2_81940.1
OG0002715	KAK4471754.1	SHAE2_64680.1
OG0002716	KAK4471573.1	SHAE2_71860.1
OG0002717	KAK4468554.1	SHAE2_94740.1
OG0002718	KAK4471654.1	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3
OG0002720	KAK4475867.1	SHAE2_5700.1
OG0002721	KAK4467655.1	SHAE2_100520.1
OG0002722	KAK4475455.1	SHAE2_24350.1
OG0002723	KAK4468312.1	SHAE2_85380.1
OG0002724	KAK4468303.1	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3
OG0002725	KAK4475720.1, KAK4475723.1	SHAE2_4910.1, SHAE2_4910.2
OG0002726	KAK4472701.1	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1
OG0002727	KAK4470614.1	SHAE2_78210.1, SHAE2_78210.2
OG0002728	KAK4475998.1	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1
OG0002729	KAK4474800.1	SHAE2_18240.1
OG0002730	KAK4468174.1	SHAE2_85200.1
OG0002731	KAK4469270.1	SHAE2_49540.2, SHAE2_49540.1
OG0002732	KAK4471597.1	SHAE2_71500.1, SHAE2_71500.2
OG0002733	KAK4473049.1	SHAE2_26710.1, SHAE2_26710.2
OG0002734	KAK4473463.1	SHAE2_45160.1
OG0002735	KAK4472689.1	SHAE2_33290.1
OG0002736	KAK4473052.1	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2
OG0002737	KAK4473989.1	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1
OG0002739	KAK4474669.1	SHAE2_14570.1, SHAE2_14570.2
OG0002740	KAK4473717.1	SHAE2_42520.3, SHAE2_42520.1, SHAE2_42520.4, SHAE2_42520.2
OG0002741	KAK4474921.1	SHAE2_19660.1
OG0002742	KAK4470147.1	SHAE2_75820.1
OG0002743	KAK4473428.1	SHAE2_44760.1
OG0002744	KAK4471140.1	SHAE2_61680.1
OG0002745	KAK4468844.1	SHAE2_97830.1, SHAE2_97830.2
OG0002746	KAK4469905.1	SHAE2_57490.1
OG0002747	KAK4473006.1	SHAE2_28030.1
OG0002748	KAK4474127.1	SHAE2_38010.1, SHAE2_38010.2
OG0002749	KAK4469628.1	SHAE2_50960.2, SHAE2_50960.1
OG0002750	KAK4469085.1	SHAE2_50340.1
OG0002751	KAK4473696.1	SHAE2_42820.1, SHAE2_42820.2
OG0002752	KAK4470141.1	SHAE2_74630.1, SHAE2_74630.2
OG0002753	KAK4468156.1	SHAE2_90680.1, SHAE2_90680.2, SHAE2_90680.3, SHAE2_90680.4
OG0002754	KAK4475253.1	SHAE2_17720.1
OG0002755	KAK4475664.1, KAK4475666.1	SHAE2_4400.1
OG0002756	KAK4471179.1	SHAE2_61970.1, SHAE2_61970.3, SHAE2_61970.2
OG0002757	KAK4472603.1	SHAE2_34100.5, SHAE2_34100.6, SHAE2_34100.7, SHAE2_34100.4, SHAE2_34100.1, SHAE2_34100.2, SHAE2_34100.3
OG0002758	KAK4475841.1	SHAE2_5930.4, SHAE2_5930.2, SHAE2_5930.1, SHAE2_5930.3, SHAE2_5930.5
OG0002759	KAK4472998.1	SHAE2_30450.1
OG0002760	KAK4475634.1	SHAE2_4070.1
OG0002761	KAK4476099.1	SHAE2_6860.3, SHAE2_6860.6, SHAE2_6860.7, SHAE2_6860.1, SHAE2_6860.2, SHAE2_6860.5, SHAE2_6860.4
OG0002762	KAK4467811.1, KAK4467813.1	SHAE2_101180.1, SHAE2_101180.2
OG0002763	KAK4470861.1	SHAE2_83040.2, SHAE2_83040.3, SHAE2_83040.1
OG0002764	KAK4472628.1	SHAE2_33870.1
OG0002765	KAK4471457.1	SHAE2_73500.4, SHAE2_73500.1, SHAE2_73500.2, SHAE2_73500.6, SHAE2_73500.3, SHAE2_73500.5
OG0002766	KAK4470313.1	SHAE2_77450.1, SHAE2_77450.2
OG0002767	KAK4469243.1	SHAE2_52660.1, SHAE2_52660.2, SHAE2_52660.3, SHAE2_52660.5, SHAE2_52660.4
OG0002768	KAK4475376.1	SHAE2_2530.1
OG0002769	KAK4472893.1	SHAE2_28460.1, SHAE2_28460.2, SHAE2_28460.3
OG0002770	KAK4475325.1	SHAE2_20180.1, SHAE2_20180.2
OG0002771	KAK4472301.1	SHAE2_36550.1
OG0002772	KAK4468029.1	SHAE2_85160.1, SHAE2_85160.2, SHAE2_85160.3, SHAE2_85160.4
OG0002773	KAK4474786.1	SHAE2_18100.1
OG0002774	KAK4475555.1	SHAE2_3060.1, SHAE2_3070.1, SHAE2_3070.3, SHAE2_3070.2
OG0002775	KAK4472266.1	SHAE2_36890.1
