Orthogroup	s.mekongi	schistosoma_mattheei
OG0003534	KAK4468777.1	SMTH1_96940.1
OG0003535	KAK4467826.1	SMTH1_106730.1, SMTH1_106720.1
OG0003536	KAK4471933.1	SMTH1_67850.1
OG0003537	KAK4472049.1	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2
OG0003538	KAK4475438.1	SMTH1_24610.1
OG0003539	KAK4470019.1	SMTH1_85710.2, SMTH1_85710.1, SMTH1_85710.3, SMTH1_85710.4, SMTH1_85710.5
OG0003540	KAK4475716.1, KAK4467466.1	SMTH1_4990.1
OG0003541	KAK4468883.1	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7
OG0003542	KAK4471461.1, KAK4471462.1	SMTH1_71300.1
OG0003543	KAK4469226.1	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3
OG0003544	KAK4469321.1	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5
OG0003545	KAK4475073.1	SMTH1_21550.1
OG0003547	KAK4475960.1	SMTH1_8670.1
OG0003548	KAK4475515.1	SMTH1_24910.1
OG0003549	KAK4468710.1	SMTH1_97700.1, SMTH1_97700.2
OG0003550	KAK4473867.1	SMTH1_41170.1, SMTH1_41170.2
OG0003551	KAK4471826.1	SMTH1_71600.1, SMTH1_71600.2, SMTH1_71600.3, SMTH1_71600.4
OG0003552	KAK4471182.1	SMTH1_64340.1
OG0003553	KAK4474372.1	SMTH1_11140.2, SMTH1_11140.3, SMTH1_11150.1, SMTH1_11140.1
OG0003554	KAK4471207.1	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3
OG0003555	KAK4470723.1	SMTH1_85160.1, SMTH1_85160.3, SMTH1_85160.2, SMTH1_85160.4
OG0003556	KAK4471925.1	SMTH1_67770.1
OG0003557	KAK4469940.1	SMTH1_52030.1
OG0003558	KAK4471110.1	SMTH1_64800.2, SMTH1_64800.1, SMTH1_64800.3
OG0003559	KAK4468363.1	SMTH1_89880.1
OG0003560	KAK4471683.1	SMTH1_69830.1
OG0003561	KAK4467498.1, KAK4475758.1	SMTH1_5330.1
OG0003562	KAK4471459.1, KAK4471458.1	SMTH1_71280.1, SMTH1_71260.1, SMTH1_71270.1
OG0003563	KAK4472107.1	SMTH1_95260.1
OG0003564	KAK4472635.1	SMTH1_35040.1
OG0003565	KAK4472779.1, KAK4472931.1	SMTH1_29890.5, SMTH1_29890.3, SMTH1_29890.6, SMTH1_29890.1, SMTH1_29890.2, SMTH1_29890.4, SMTH1_29890.7, SMTH1_29890.8
OG0003566	KAK4474213.1	SMTH1_5970.4, SMTH1_5970.1, SMTH1_5970.2, SMTH1_5970.3
OG0003567	KAK4474450.1	SMTH1_13550.1, SMTH1_13550.2, SMTH1_13550.4, SMTH1_13550.3
OG0003568	KAK4475556.1	SMTH1_48010.1, SMTH1_107230.8, SMTH1_107230.1, SMTH1_107230.10, SMTH1_107230.2, SMTH1_107230.3, SMTH1_107230.4, SMTH1_107230.9, SMTH1_107230.11, SMTH1_107230.6, SMTH1_107230.5, SMTH1_107230.12, SMTH1_107230.7
OG0003569	KAK4475925.1	SMTH1_7350.1
OG0003577	KAK4473917.1, KAK4475250.1	SMTH1_49520.1
OG0003578	KAK4467762.1	SMTH1_105050.1, SMTH1_105050.2
OG0003580	KAK4474767.1	SMTH1_17630.1
OG0003581	KAK4473096.1	SMTH1_45950.1, SMTH1_45940.1
OG0003583	KAK4475571.1	SMTH1_3470.1
OG0003584	KAK4471994.1	SMTH1_68550.1, SMTH1_68550.3, SMTH1_68550.2, SMTH1_68550.4
OG0003585	KAK4468018.1	SMTH1_93090.1, SMTH1_93090.2
OG0003586	KAK4473691.1	SMTH1_50100.1, SMTH1_50100.2
OG0003587	KAK4474390.1	SMTH1_12320.1
OG0003589	KAK4470101.1	SMTH1_79130.1, SMTH1_79130.3, SMTH1_79130.2, SMTH1_79130.4
OG0003590	KAK4476105.1	SMTH1_7190.1
OG0003591	KAK4472040.1	SMTH1_65730.1, SMTH1_65730.2
OG0003592	KAK4470602.1	SMTH1_81810.1, SMTH1_81800.1, SMTH1_81820.1
OG0003593	KAK4472337.1	SMTH1_37150.2, SMTH1_37150.1
OG0003594	KAK4475234.1	SMTH1_17280.1
OG0003595	KAK4468152.1	SMTH1_94780.1, SMTH1_94790.1
OG0003596	KAK4469676.1	SMTH1_58860.1
OG0003597	KAK4470556.1	SMTH1_81380.1
OG0003598	KAK4474030.1	SMTH1_107210.1, SMTH1_40180.1
OG0003600	KAK4475863.1, KAK4475865.1, KAK4475864.1	SMTH1_5960.1
OG0003601	KAK4473045.1	SMTH1_30520.1, SMTH1_30520.2
OG0003602	KAK4472101.1	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1
OG0003603	KAK4470116.1	SMTH1_79020.1
OG0003604	KAK4476286.1	SMTH1_1160.1
OG0003605	KAK4474826.1	SMTH1_18300.1
OG0003606	KAK4472540.1	SMTH1_38040.1
OG0003607	KAK4475286.1	SMTH1_16760.1
OG0003608	KAK4474036.1	SMTH1_40090.1
OG0003609	KAK4473159.1	SMTH1_27240.1
OG0003610	KAK4468676.1	SMTH1_98130.1
OG0003611	KAK4469941.1	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3
OG0003612	KAK4472051.1	SMTH1_65830.1, SMTH1_65840.1
OG0003613	KAK4471517.1	SMTH1_75850.1
OG0003614	KAK4472034.1	SMTH1_65650.1
OG0003615	KAK4473788.1	SMTH1_43160.1, SMTH1_43160.2
OG0003616	KAK4474935.1	SMTH1_19530.1, SMTH1_19530.2, SMTH1_19530.3, SMTH1_19520.1
OG0003617	KAK4471768.1	SMTH1_67330.1, SMTH1_67330.2, SMTH1_67330.4, SMTH1_67330.3
OG0003618	KAK4473051.1	SMTH1_27070.1, SMTH1_27070.2, SMTH1_27070.5, SMTH1_27070.3, SMTH1_27070.4
OG0003619	KAK4476255.1	SMTH1_11690.1
OG0003621	KAK4469901.1	SMTH1_60290.1
OG0003622	KAK4470787.1	SMTH1_78280.1, SMTH1_78290.1
OG0003623	KAK4469370.1	SMTH1_55860.1, SMTH1_55860.2, SMTH1_55860.3, SMTH1_55860.4, SMTH1_55860.5
OG0003624	KAK4474427.1	SMTH1_13310.3, SMTH1_13310.4, SMTH1_13310.1, SMTH1_13310.2
OG0003625	KAK4468892.1	SMTH1_95460.1
OG0003626	KAK4468054.1	SMTH1_94850.2, SMTH1_94850.3, SMTH1_94850.1
OG0003627	KAK4468066.1	SMTH1_94590.1, SMTH1_94580.1
OG0003628	KAK4472310.1	SMTH1_37410.1
OG0003629	KAK4476014.1, KAK4476015.1	SMTH1_8320.1
OG0003630	KAK4474073.1	SMTH1_39690.1
OG0003631	KAK4470868.1	SMTH1_87480.1, SMTH1_87480.2
OG0003632	KAK4471856.1	SMTH1_71630.1, SMTH1_71630.2, SMTH1_71630.3
OG0003633	KAK4469548.1	SMTH1_59370.2, SMTH1_59370.1, SMTH1_59370.3
OG0003634	KAK4470797.1	SMTH1_86700.1, SMTH1_86690.1
OG0003635	KAK4470719.1	SMTH1_85090.1
OG0003636	KAK4470625.1	SMTH1_82210.1, SMTH1_82200.1
OG0003637	KAK4471579.1	SMTH1_74910.1
OG0003638	KAK4469171.1	SMTH1_60140.1
OG0003639	KAK4469170.1	SMTH1_60150.1
OG0003640	KAK4467375.1, KAK4475763.1	SMTH1_5460.1, SMTH1_5460.2
OG0003641	KAK4470529.1	SMTH1_84130.1
OG0003643	KAK4470256.1	SMTH1_80590.1, SMTH1_80590.2
OG0003644	KAK4475284.1	SMTH1_16730.1
OG0003645	KAK4469087.1	SMTH1_52500.1, SMTH1_52500.2, SMTH1_52500.3
OG0003646	KAK4469350.1	SMTH1_59600.1
OG0003647	KAK4475316.1	SMTH1_17110.1, SMTH1_17100.1
OG0003648	KAK4474379.1	SMTH1_11260.1, SMTH1_11260.2
OG0003649	KAK4472160.1	SMTH1_42670.1
OG0003650	KAK4475226.1	SMTH1_17200.1, SMTH1_17200.2
OG0003651	KAK4469433.1	SMTH1_56470.1
OG0003652	KAK4469903.1	SMTH1_60280.1, SMTH1_60270.1
OG0003653	KAK4473694.1	SMTH1_44280.1, SMTH1_44270.1
OG0003654	KAK4471652.1	SMTH1_74030.1, SMTH1_74030.2
OG0003655	KAK4472474.1	SMTH1_33350.1
OG0003656	KAK4470577.1	SMTH1_78560.1, SMTH1_78570.1
OG0003657	KAK4475633.1, KAK4476069.1	SMTH1_4110.1, SMTH1_4110.2, SMTH1_4110.5, SMTH1_4110.3, SMTH1_4110.4
OG0003658	KAK4470258.1	SMTH1_80610.1, SMTH1_80610.2, SMTH1_80610.3
OG0003659	KAK4470853.1	SMTH1_87290.1
OG0003660	KAK4470203.1	SMTH1_80180.1, SMTH1_80180.2
OG0003661	KAK4469716.1	SMTH1_57980.2, SMTH1_57980.3, SMTH1_57980.1
OG0003662	KAK4472707.1	SMTH1_48910.1
OG0003663	KAK4470359.1	SMTH1_77650.1
OG0003664	KAK4469810.1	SMTH1_61830.1
OG0003665	KAK4470264.1	SMTH1_80700.1
OG0003666	KAK4471143.1	SMTH1_64190.1, SMTH1_64180.1
OG0003667	KAK4474830.1	SMTH1_18340.1, SMTH1_18340.2, SMTH1_18340.3, SMTH1_18340.4, SMTH1_18340.5, SMTH1_18340.6
OG0003668	KAK4467223.1	SMTH1_60060.2, SMTH1_60060.3, SMTH1_60060.1
OG0003669	KAK4469841.1	SMTH1_61210.1
OG0003670	KAK4471724.1	SMTH1_69450.1, SMTH1_69460.1
OG0003671	KAK4470531.1	SMTH1_84100.1, SMTH1_84090.1
OG0003672	KAK4467943.1	SMTH1_104390.1, SMTH1_104390.2, SMTH1_104380.1
OG0003673	KAK4468770.1	SMTH1_97600.1, SMTH1_97600.3, SMTH1_97600.2
OG0003674	KAK4472263.1, KAK4472262.1	SMTH1_37880.1
OG0003675	KAK4471455.1	SMTH1_71240.1
OG0003676	KAK4467752.1	SMTH1_104470.1, SMTH1_104480.1
OG0003677	KAK4470963.1	SMTH1_88560.1, SMTH1_88550.1
OG0003678	KAK4472663.1	SMTH1_34720.1, SMTH1_34730.1, SMTH1_34730.2
OG0003679	KAK4472257.1	SMTH1_49960.1
OG0003680	KAK4473856.1	SMTH1_41470.1, SMTH1_41470.2
OG0003681	KAK4468795.1	SMTH1_96710.1
OG0003682	KAK4470538.1	SMTH1_83890.1
OG0003683	KAK4475926.1	SMTH1_10490.1
OG0003685	KAK4473933.1	SMTH1_42270.1
OG0003686	KAK4468413.1	SMTH1_101040.1, SMTH1_101040.2, SMTH1_101040.3, SMTH1_101040.4
OG0003687	KAK4468719.1	SMTH1_96880.1
OG0003689	KAK4471711.1	SMTH1_69590.1
OG0003690	KAK4469837.1	SMTH1_61280.1, SMTH1_61280.2, SMTH1_61280.3
OG0003691	KAK4467831.1	SMTH1_106570.1, SMTH1_106570.2
OG0003692	KAK4473945.1	SMTH1_42400.1
OG0003693	KAK4469541.1	SMTH1_59290.1, SMTH1_59290.2
OG0003694	KAK4473280.1	SMTH1_26520.1
OG0003695	KAK4471165.1	SMTH1_72030.1, SMTH1_72030.2
OG0003696	KAK4470140.1	SMTH1_77410.1
OG0003697	KAK4474685.1	SMTH1_1860.1, SMTH1_1860.2
OG0003698	KAK4472394.1	SMTH1_36490.2, SMTH1_36490.1, SMTH1_36490.3, SMTH1_36500.1
OG0003699	KAK4472244.1	SMTH1_35990.1, SMTH1_35990.2, SMTH1_35990.3, SMTH1_35990.4
OG0003700	KAK4469301.1	SMTH1_51590.1
OG0003701	KAK4468317.1	SMTH1_90770.1
OG0003702	KAK4475393.1	SMTH1_23630.1, SMTH1_23630.2, SMTH1_23630.3, SMTH1_23630.4
OG0003703	KAK4474457.1	SMTH1_13610.1
OG0003704	KAK4472329.1	SMTH1_37240.1
OG0003705	KAK4472556.1	SMTH1_38190.1, SMTH1_38190.2, SMTH1_38190.3
OG0003706	KAK4468429.1	SMTH1_101260.1
OG0003707	KAK4475798.1	SMTH1_5540.1, SMTH1_5560.1, SMTH1_5570.1
OG0003708	KAK4471974.1	SMTH1_68310.1
OG0003709	KAK4475321.1	SMTH1_2610.2, SMTH1_2610.1
OG0003710	KAK4472324.1	SMTH1_37270.1
OG0003711	KAK4471608.1	SMTH1_74580.1
OG0003712	KAK4474947.1	SMTH1_19650.1
OG0003713	KAK4468784.1	SMTH1_96810.1
OG0003714	KAK4468605.1	SMTH1_98680.1, SMTH1_98690.1
OG0003715	KAK4473272.1	SMTH1_28400.1, SMTH1_28410.1
OG0003716	KAK4467727.1	SMTH1_103380.1, SMTH1_103380.2
OG0003717	KAK4470302.1	SMTH1_81110.1, SMTH1_81110.2, SMTH1_81110.3
OG0003718	KAK4470765.1	SMTH1_86360.1
OG0003719	KAK4469381.1	SMTH1_55950.1
OG0003720	KAK4471852.1	SMTH1_66600.1
OG0003721	KAK4475976.1	SMTH1_102100.1
OG0003722	KAK4468494.1	SMTH1_102000.1, SMTH1_102010.1
OG0003723	KAK4467926.1	SMTH1_103090.1
OG0003724	KAK4475070.1	SMTH1_21580.1
OG0003725	KAK4475815.1	SMTH1_6450.1
OG0003726	KAK4469890.1	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1
OG0003727	KAK4472787.1	SMTH1_32180.1
OG0003728	KAK4475023.1	SMTH1_22210.1
OG0003729	KAK4476203.1	SMTH1_10260.1
OG0003730	KAK4469206.1	SMTH1_55690.1
OG0003731	KAK4468242.1	SMTH1_91880.1, SMTH1_91890.1, SMTH1_91900.1
OG0003732	KAK4467955.1, KAK4468009.1	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2
OG0003733	KAK4476009.1	SMTH1_8230.1, SMTH1_8230.2
OG0003734	KAK4475646.1, KAK4467512.1	SMTH1_4260.1
OG0003735	KAK4475807.1	SMTH1_5800.1
OG0003736	KAK4471228.1	SMTH1_76800.1
OG0003737	KAK4475953.1	SMTH1_1560.1, SMTH1_1550.1
OG0003738	KAK4472846.1	SMTH1_48780.1, SMTH1_48780.2
OG0003739	KAK4469211.1	SMTH1_55640.1, SMTH1_55650.1
OG0003740	KAK4472934.1	SMTH1_29840.1
OG0003741	KAK4469347.1	SMTH1_59560.1
OG0003742	KAK4472058.1	SMTH1_65920.1, SMTH1_65930.1
OG0003743	KAK4471289.1	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4
OG0003744	KAK4472659.1	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1
OG0003745	KAK4472710.1	SMTH1_34240.1
OG0003746	KAK4475636.1	SMTH1_4140.1, SMTH1_4140.2
OG0003747	KAK4473181.1	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3
OG0003748	KAK4475606.1	SMTH1_3980.1
OG0003749	KAK4475424.1	SMTH1_23860.1, SMTH1_23860.2
OG0003750	KAK4470958.1	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3
OG0003752	KAK4472559.1	SMTH1_38180.1
OG0003753	KAK4475413.1	SMTH1_24040.1
OG0003755	KAK4475473.1	SMTH1_2770.1
OG0003756	KAK4468609.1	SMTH1_100890.1
OG0003757	KAK4473294.1	SMTH1_46190.1, SMTH1_46200.1
OG0003758	KAK4472396.1	SMTH1_36480.1
OG0003759	KAK4471511.1	SMTH1_75930.1, SMTH1_75930.2
OG0003760	KAK4473407.1	SMTH1_46480.1
OG0003761	KAK4469202.1	SMTH1_55760.1
OG0003762	KAK4468680.1	SMTH1_98090.1, SMTH1_98080.1
OG0003763	KAK4473190.1	SMTH1_46050.1
OG0003764	KAK4473758.1	SMTH1_43470.1, SMTH1_43470.2
OG0003765	KAK4474431.1, KAK4475501.1	SMTH1_13350.1, SMTH1_13350.2, SMTH1_13350.4, SMTH1_13350.3, SMTH1_13350.5, SMTH1_13350.6
OG0003766	KAK4469910.1	SMTH1_52010.1
OG0003767	KAK4471832.1	SMTH1_66880.1
OG0003768	KAK4475020.1	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3
OG0003769	KAK4473211.1	SMTH1_27770.1, SMTH1_27770.2
OG0003770	KAK4470714.1	SMTH1_78250.1
OG0003771	KAK4476054.1	SMTH1_7660.1, SMTH1_7650.1
OG0003772	KAK4469583.1	SMTH1_53790.1, SMTH1_53780.1
OG0003773	KAK4468694.1	SMTH1_97960.1
OG0003774	KAK4470246.1	SMTH1_80470.1
OG0003775	KAK4470430.1	SMTH1_78760.1
OG0003776	KAK4476078.1	SMTH1_8780.1
OG0003777	KAK4471171.1	SMTH1_64670.1, SMTH1_64680.1
OG0003778	KAK4467927.1	SMTH1_103070.1
OG0003779	KAK4475255.1	SMTH1_15220.1, SMTH1_15230.1
OG0003780	KAK4471656.1, KAK4471657.1	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2
OG0003781	KAK4472882.1	SMTH1_29060.1, SMTH1_29060.2
OG0003782	KAK4469405.1	SMTH1_56230.1
OG0003783	KAK4469448.1	SMTH1_51380.1, SMTH1_51380.2
OG0003784	KAK4469333.1	SMTH1_51510.1
OG0003785	KAK4472235.1, KAK4474201.1	SMTH1_49900.1, SMTH1_49910.1
OG0003786	KAK4471313.1	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5
OG0003787	KAK4475361.1	SMTH1_23200.1
OG0003788	KAK4470220.1	SMTH1_79470.1
OG0003789	KAK4476144.1	SMTH1_9070.1
OG0003790	KAK4472442.1	SMTH1_33030.1
OG0003791	KAK4469217.1	SMTH1_51690.1
OG0003792	KAK4469793.1, KAK4469794.1	SMTH1_61600.1
OG0003793	KAK4469847.1	SMTH1_51930.1, SMTH1_51930.2
OG0003794	KAK4468158.1	SMTH1_95020.1
OG0003795	KAK4475564.1, KAK4475553.1	SMTH1_280.1
OG0003796	KAK4471258.1	SMTH1_72860.1, SMTH1_72860.2
OG0003797	KAK4470514.1	SMTH1_84260.3, SMTH1_84260.2, SMTH1_84260.1
OG0003798	KAK4475288.1	SMTH1_16790.1
OG0003799	KAK4467992.1	SMTH1_90080.1, SMTH1_90070.1
OG0003800	KAK4473328.1	SMTH1_25970.1
OG0003801	KAK4469539.1	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2
OG0003802	KAK4470839.1	SMTH1_87120.2, SMTH1_87120.1
OG0003803	KAK4476176.1	SMTH1_11340.1
OG0003804	KAK4475320.1	SMTH1_17170.1
OG0003805	KAK4476268.1, KAK4476276.1	SMTH1_1170.1
OG0003806	KAK4476090.1	SMTH1_8930.1
OG0003807	KAK4473825.1	SMTH1_40930.1
OG0003808	KAK4470952.1	SMTH1_88430.1
OG0003809	KAK4470515.1	SMTH1_78630.1, SMTH1_78650.1
OG0003811	KAK4472937.1	SMTH1_29770.1, SMTH1_29770.2
OG0003812	KAK4473200.1	SMTH1_27650.1, SMTH1_27660.1
OG0003814	KAK4468295.1	SMTH1_91350.1
OG0003815	KAK4468935.1	SMTH1_98900.1
OG0003816	KAK4471117.1	SMTH1_66230.1, SMTH1_66230.2, SMTH1_66230.3
OG0003817	KAK4471854.1	SMTH1_66960.1
OG0003818	KAK4472400.1	SMTH1_33740.1, SMTH1_33750.1, SMTH1_33730.1
OG0003819	KAK4473124.1, KAK4473126.1	SMTH1_30960.1, SMTH1_30950.1
OG0003820	KAK4473146.1	SMTH1_46000.1, SMTH1_46300.1, SMTH1_46310.1
OG0003821	KAK4474437.1	SMTH1_13440.2, SMTH1_13440.1, SMTH1_13440.3, SMTH1_13440.4
OG0003827	KAK4472458.1	SMTH1_33190.1, SMTH1_33200.1
OG0003828	KAK4473877.1	SMTH1_41040.1, SMTH1_41050.1
OG0003830	KAK4474601.1	SMTH1_12660.1, SMTH1_12660.3
OG0003831	KAK4467800.1, KAK4467802.1	SMTH1_106100.1
OG0003832	KAK4467795.1, KAK4467796.1	SMTH1_106060.1
OG0003833	KAK4472320.1	SMTH1_50020.1
OG0003834	KAK4467275.1, KAK4475584.1	SMTH1_3600.1, SMTH1_3600.2
OG0003835	KAK4474763.1	SMTH1_17600.1
OG0003836	KAK4472456.1	SMTH1_33170.1
OG0003837	KAK4473661.1	SMTH1_44850.1
OG0003838	KAK4474508.1	SMTH1_15640.1
OG0003839	KAK4474424.1	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2
OG0003840	KAK4473157.1	SMTH1_46280.1, SMTH1_46320.1
OG0003841	KAK4473943.1	SMTH1_42360.1, SMTH1_42360.2
OG0003842	KAK4472487.1	SMTH1_33510.2, SMTH1_33510.1
OG0003843	KAK4476120.1	SMTH1_9370.1
OG0003844	KAK4472385.1	SMTH1_36610.1, SMTH1_36620.1
OG0003845	KAK4475977.1	SMTH1_102110.1
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	SMTH1_5290.1, SMTH1_5290.2
OG0003847	KAK4471993.1	SMTH1_68540.1
OG0003848	KAK4468052.1	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3
OG0003849	KAK4475052.1	SMTH1_21800.1
OG0003850	KAK4472741.1	SMTH1_32690.1
OG0003851	KAK4471681.1	SMTH1_69910.1
OG0003852	KAK4467722.1	SMTH1_103700.1, SMTH1_103710.1, SMTH1_103710.2
OG0003853	KAK4467824.1	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3
OG0003854	KAK4471651.1	SMTH1_74010.1
OG0003855	KAK4473610.1	SMTH1_48590.1
OG0003856	KAK4468070.1	SMTH1_94530.1
OG0003857	KAK4473810.1	SMTH1_42770.1
OG0003858	KAK4472534.1	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3
OG0003859	KAK4471409.1	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3
OG0003860	KAK4473760.1	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1
OG0003864	KAK4470496.1	SMTH1_84520.6, SMTH1_84520.1, SMTH1_84520.2, SMTH1_84520.3, SMTH1_84520.4, SMTH1_84520.5
OG0003865	KAK4467834.1	SMTH1_103860.1
OG0003866	KAK4473649.1	SMTH1_45030.1, SMTH1_45030.2
OG0003867	KAK4469109.1	SMTH1_52820.2, SMTH1_52820.1
OG0003868	KAK4471934.1	SMTH1_67860.1
OG0003869	KAK4473406.1	SMTH1_46470.1
OG0003871	KAK4472736.1	SMTH1_33900.1
OG0003872	KAK4468987.1	SMTH1_62710.1
OG0003873	KAK4468080.1	SMTH1_91170.1, SMTH1_91160.1
OG0003874	KAK4473576.1	SMTH1_48550.1
OG0003875	KAK4473327.1	SMTH1_25980.1
OG0003876	KAK4473721.1	SMTH1_44020.1
OG0003877	KAK4471744.1	SMTH1_69200.1, SMTH1_69200.2
OG0003878	KAK4471742.1	SMTH1_69210.1, SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3
OG0003879	KAK4470075.1	SMTH1_89530.1
OG0003880	KAK4467540.1	SMTH1_100780.1
OG0003881	KAK4471912.1	SMTH1_67650.1
OG0003882	KAK4467823.1	SMTH1_103850.1
OG0003883	KAK4471902.1	SMTH1_67570.1
OG0003884	KAK4473061.1	SMTH1_26940.1, SMTH1_26940.2
OG0003885	KAK4468810.1	SMTH1_96210.1
OG0003886	KAK4473944.1	SMTH1_42390.1, SMTH1_42380.1
OG0003887	KAK4468687.1, KAK4468686.1	SMTH1_98020.1
OG0003888	KAK4468941.1	SMTH1_100480.1, SMTH1_100470.1
OG0003889	KAK4470533.1	SMTH1_84060.1
OG0003890	KAK4475346.1	SMTH1_23020.1
OG0003891	KAK4474505.1	SMTH1_15670.1
OG0003894	KAK4467245.1	SMTH1_13130.2, SMTH1_13130.1
OG0003895	KAK4469680.1	SMTH1_58380.1
OG0003896	KAK4469507.1	SMTH1_58920.1, SMTH1_58920.2
OG0003897	KAK4472775.1	SMTH1_32530.1
OG0003899	KAK4469679.1	SMTH1_58400.1, SMTH1_58410.1
OG0003900	KAK4471688.1	SMTH1_76320.1, SMTH1_76310.1
OG0003901	KAK4471700.1	SMTH1_76290.1
OG0003902	KAK4468768.1	SMTH1_97570.1
OG0003903	KAK4471061.1	SMTH1_76120.1
OG0003904	KAK4471544.1	SMTH1_75400.1
OG0003905	KAK4467776.1	SMTH1_104910.1
OG0003906	KAK4476127.1	SMTH1_9250.1
OG0003907	KAK4475512.1	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3
OG0003908	KAK4475487.1	SMTH1_24740.1, SMTH1_24750.1
OG0003910	KAK4469942.1	SMTH1_62390.1, SMTH1_62390.2
OG0003911	KAK4473595.1	SMTH1_45690.1
OG0003912	KAK4470946.1	SMTH1_88340.1, SMTH1_88340.2
OG0003913	KAK4472713.1	SMTH1_34190.1
OG0003914	KAK4472122.1	SMTH1_77090.1, SMTH1_77100.1
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	SMTH1_77110.1
OG0003916	KAK4468036.1	SMTH1_92860.1
OG0003917	KAK4474585.1, KAK4467384.1, KAK4467385.1	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3
OG0003918	KAK4469204.1	SMTH1_55740.1, SMTH1_55740.2
OG0003919	KAK4472259.1	SMTH1_37910.1
OG0003920	KAK4474850.1, KAK4474849.1	SMTH1_18550.1
OG0003921	KAK4470392.1	SMTH1_77610.1
OG0003922	KAK4471552.1	SMTH1_75320.1
OG0003923	KAK4473174.1	SMTH1_27400.1, SMTH1_27400.2
OG0003924	KAK4469947.1	SMTH1_62340.1
OG0003925	KAK4469481.1	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3
OG0003926	KAK4473245.1	SMTH1_28160.1
OG0003927	KAK4471613.1, KAK4471602.1	SMTH1_76390.1
OG0003928	KAK4473599.1, KAK4473598.1	SMTH1_45660.1
OG0003929	KAK4469152.1	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3
OG0003930	KAK4470058.1	SMTH1_89330.1
OG0003931	KAK4469472.1	SMTH1_58780.1
OG0003933	KAK4472343.1	SMTH1_50040.1
OG0003934	KAK4474458.1	SMTH1_440.1
OG0003935	KAK4474586.1	SMTH1_16030.1
OG0003936	KAK4474234.1, KAK4474233.1	SMTH1_7580.1
OG0003937	KAK4469622.1	SMTH1_53250.1, SMTH1_53240.1
OG0003938	KAK4470310.1	SMTH1_81210.1, SMTH1_81220.1
OG0003940	KAK4474709.1	SMTH1_14400.1
OG0003941	KAK4467508.1, KAK4475708.1	SMTH1_4900.1
OG0003941	KAK4467507.1, KAK4475709.1	SMTH1_4910.1
OG0003942	KAK4469602.1	SMTH1_51180.1, SMTH1_51190.1
OG0003943	KAK4469164.1	SMTH1_51750.1
OG0003944	KAK4469175.1	SMTH1_51740.1
OG0003945	KAK4468739.1	SMTH1_97180.1, SMTH1_97190.1
OG0003946	KAK4473182.1	SMTH1_27490.1
OG0003947	KAK4473629.1	SMTH1_45300.1, SMTH1_45310.1
OG0003948	KAK4469790.1	SMTH1_63010.1, SMTH1_63030.1, SMTH1_63000.1
OG0003949	KAK4469896.1	SMTH1_60330.1
OG0003950	KAK4475967.1	SMTH1_7430.1
OG0003951	KAK4469318.1	SMTH1_54320.1, SMTH1_54330.1
OG0003952	KAK4468515.1	SMTH1_100150.1
OG0003953	KAK4467979.1	SMTH1_91210.1
OG0003954	KAK4471945.1	SMTH1_67940.1, SMTH1_67980.1, SMTH1_67970.1
OG0003955	KAK4469215.1	SMTH1_55580.1
