Orthogroup	s.mekongi	schistosoma_rodhaini
OG0003221	KAK4473713.1	SRDH2_39810.3, SRDH2_39810.1, SRDH2_39810.2
OG0003222	KAK4475064.1	SRDH2_20050.1, SRDH2_20050.2
OG0003223	KAK4468584.1, KAK4468585.1	SRDH2_91610.2, SRDH2_91610.1
OG0003224	KAK4473941.1	SRDH2_32050.4, SRDH2_32050.5, SRDH2_32050.1, SRDH2_32050.2, SRDH2_32050.3
OG0003225	KAK4468688.1	SRDH2_91180.1
OG0003226	KAK4474499.1	SRDH2_12130.1
OG0003227	KAK4471990.1	SRDH2_63180.1, SRDH2_63180.2
OG0003228	KAK4468741.1	SRDH2_89810.1
OG0003229	KAK4470686.1	SRDH2_78020.1
OG0003230	KAK4469076.1	SRDH2_47720.1
OG0003231	KAK4474953.1	SRDH2_18280.4, SRDH2_18280.2, SRDH2_18280.3, SRDH2_18280.1
OG0003232	KAK4474274.1	SRDH2_11270.1
OG0003233	KAK4475433.1	SRDH2_22750.1, SRDH2_23260.1
OG0003234	KAK4471760.1	SRDH2_62090.1
OG0003235	KAK4468186.1	SRDH2_86830.1
OG0003236	KAK4471122.1	SRDH2_58810.1
OG0003237	KAK4473234.1	SRDH2_25640.1, SRDH2_25640.2, SRDH2_25640.3, SRDH2_25650.1
OG0003238	KAK4471261.1	SRDH2_66080.1
OG0003239	KAK4467990.1	SRDH2_83030.1, SRDH2_83030.3, SRDH2_83030.4, SRDH2_83030.5, SRDH2_83030.2
OG0003240	KAK4476138.1	SRDH2_8280.1
OG0003241	KAK4473883.1	SRDH2_37430.1
OG0003242	KAK4469521.1	SRDH2_53060.1, SRDH2_53060.3, SRDH2_53060.7, SRDH2_53060.4, SRDH2_53060.2, SRDH2_53060.5, SRDH2_53060.6
OG0003243	KAK4476227.1	SRDH2_8960.1
OG0003244	KAK4469346.1	SRDH2_54380.2, SRDH2_54380.1, SRDH2_54380.3, SRDH2_54380.4
OG0003245	KAK4469172.1	SRDH2_54880.1, SRDH2_54880.2, SRDH2_54880.3, SRDH2_54880.4, SRDH2_54880.5
OG0003246	KAK4476223.1	SRDH2_9020.2, SRDH2_9020.3, SRDH2_9020.1, SRDH2_9020.4, SRDH2_9020.5
OG0003247	KAK4474985.1	SRDH2_20960.1
OG0003248	KAK4468201.1	SRDH2_85520.1, SRDH2_85520.2, SRDH2_85520.3, SRDH2_85520.4
OG0003249	KAK4471287.1	SRDH2_65560.5, SRDH2_65560.4, SRDH2_65560.1, SRDH2_65560.3, SRDH2_65560.2
OG0003250	KAK4470916.1	SRDH2_71780.1
OG0003251	KAK4468853.1	SRDH2_89640.1, SRDH2_89640.2, SRDH2_100600.1
OG0003252	KAK4473464.1	SRDH2_42620.1, SRDH2_42620.2, SRDH2_42620.3, SRDH2_42620.4
OG0003253	KAK4468807.1	SRDH2_90350.1
OG0003254	KAK4471484.1	SRDH2_67950.8, SRDH2_67950.5, SRDH2_67950.2, SRDH2_67950.1, SRDH2_67950.4, SRDH2_67950.7, SRDH2_67950.3, SRDH2_67950.6
OG0003255	KAK4467801.1	SRDH2_96850.1
OG0003255	KAK4467929.1	SRDH2_96000.1
OG0003256	KAK4468025.1	SRDH2_86130.1
OG0003257	KAK4474666.1	SRDH2_14690.1
OG0003258	KAK4473563.1	SRDH2_43640.1
OG0003259	KAK4473296.1	SRDH2_24170.1, SRDH2_24170.2, SRDH2_24170.3
OG0003260	KAK4468167.1	SRDH2_86600.2, SRDH2_86600.3, SRDH2_86600.1, SRDH2_86600.5, SRDH2_86600.4
OG0003261	KAK4474180.1	SRDH2_32240.1
OG0003262	KAK4471184.1, KAK4471188.1	SRDH2_59680.1
OG0003263	KAK4475776.1, KAK4475784.1	SRDH2_5060.1, SRDH2_5060.2, SRDH2_5020.1
OG0003264	KAK4475229.1	SRDH2_15990.1, SRDH2_15990.2, SRDH2_15990.3, SRDH2_15990.4, SRDH2_15990.5
OG0003265	KAK4473435.1	SRDH2_42290.4, SRDH2_42290.2, SRDH2_42290.3, SRDH2_42290.1
OG0003266	KAK4470094.1	SRDH2_74470.1
OG0003267	KAK4475018.1	SRDH2_20640.1
OG0003268	KAK4473571.1	SRDH2_43730.1
OG0003269	KAK4470709.1	SRDH2_78330.1, SRDH2_78330.5, SRDH2_78330.6, SRDH2_78330.2, SRDH2_78330.3, SRDH2_78330.4
OG0003270	KAK4471698.1	SRDH2_64200.1
OG0003271	KAK4474279.1	SRDH2_12100.1
OG0003272	KAK4474002.1	SRDH2_34080.1
OG0003273	KAK4472295.1	SRDH2_35730.1
OG0003274	KAK4475136.1	SRDH2_19350.1, SRDH2_19350.4, SRDH2_19350.2, SRDH2_19350.3
OG0003275	KAK4473165.1	SRDH2_25040.1
OG0003276	KAK4471817.1	SRDH2_63240.1
OG0003277	KAK4472323.1	SRDH2_35450.1, SRDH2_35450.2
OG0003278	KAK4469763.1	SRDH2_56710.1
OG0003279	KAK4475009.1	SRDH2_1850.1
OG0003280	KAK4470799.1	SRDH2_79950.1
OG0003281	KAK4467686.1	SRDH2_97760.2, SRDH2_97760.1
OG0003282	KAK4469505.1	SRDH2_53210.2, SRDH2_53210.1
OG0003283	KAK4467757.1	SRDH2_97990.4, SRDH2_97990.1, SRDH2_97990.3, SRDH2_97990.2
OG0003284	KAK4471882.1	SRDH2_62030.2, SRDH2_62030.1
OG0003285	KAK4473363.1	SRDH2_23310.1
OG0003286	KAK4471627.1	SRDH2_69220.1
OG0003288	KAK4471508.1	SRDH2_70060.2, SRDH2_70060.3, SRDH2_70060.4, SRDH2_70060.5, SRDH2_70060.1
OG0003289	KAK4474715.1	SRDH2_15180.1, SRDH2_15180.2, SRDH2_15180.3, SRDH2_15180.4, SRDH2_15180.5
OG0003290	KAK4476282.1	SRDH2_10700.1
OG0003291	KAK4474901.1	SRDH2_17720.1
OG0003292	KAK4468075.1	SRDH2_87850.1
OG0003293	KAK4473039.1	SRDH2_27600.5, SRDH2_27600.4, SRDH2_27600.1, SRDH2_27600.2, SRDH2_27600.3
OG0003294	KAK4472321.1	SRDH2_35470.1
OG0003295	KAK4472848.1	SRDH2_26360.1, SRDH2_26360.2, SRDH2_26360.3
OG0003296	KAK4469906.1	SRDH2_55200.1
OG0003297	KAK4474930.1	SRDH2_18170.1
OG0003298	KAK4469322.1	SRDH2_47050.1
OG0003299	KAK4470415.1	SRDH2_79050.1
OG0003300	KAK4474742.1	SRDH2_12670.3, SRDH2_12670.1, SRDH2_12670.2
OG0003301	KAK4472558.1	SRDH2_44330.3, SRDH2_44330.1, SRDH2_44330.2
OG0003302	KAK4476124.1	SRDH2_8440.3, SRDH2_8440.2, SRDH2_8440.1, SRDH2_8440.4
OG0003303	KAK4469920.1	SRDH2_55300.1
OG0003304	KAK4476026.1	SRDH2_7180.1
OG0003305	KAK4470635.1	SRDH2_75780.3, SRDH2_75780.4, SRDH2_75780.1, SRDH2_75780.2
OG0003306	KAK4469971.1	SRDH2_57690.1, SRDH2_57690.2, SRDH2_57690.3
OG0003307	KAK4472899.1	SRDH2_26550.1
OG0003309	KAK4474415.1	SRDH2_900.1
OG0003310	KAK4469566.1	SRDH2_49070.1, SRDH2_49070.2, SRDH2_49070.3, SRDH2_49070.5, SRDH2_49070.4
OG0003311	KAK4468557.1	SRDH2_92900.1, SRDH2_92900.2, SRDH2_92900.3
OG0003314	KAK4473083.1	SRDH2_27810.1, SRDH2_27810.2
OG0003315	KAK4472565.1	SRDH2_102180.1, SRDH2_36380.1, SRDH2_36380.2, SRDH2_36380.3, SRDH2_36390.1, SRDH2_102160.1
OG0003319	KAK4473648.1	SRDH2_40580.1
OG0003320	KAK4469731.1, KAK4469730.1	SRDH2_57870.1
OG0003321	KAK4472455.1	SRDH2_30320.1, SRDH2_30320.2, SRDH2_30320.3, SRDH2_30320.4, SRDH2_30320.5, SRDH2_30330.1, SRDH2_30320.6
OG0003322	KAK4474853.1, KAK4474854.1	SRDH2_17260.1, SRDH2_17290.1, SRDH2_17290.4, SRDH2_17290.2, SRDH2_17290.3
OG0003326	KAK4471641.1	SRDH2_69380.1
OG0003327	KAK4470434.1	SRDH2_78860.1
OG0003328	KAK4470480.1	SRDH2_76210.1
OG0003329	KAK4467772.1	SRDH2_97860.1
OG0003330	KAK4469167.1, KAK4469165.1	SRDH2_52640.1
OG0003331	KAK4474359.1	SRDH2_10050.1, SRDH2_10050.2, SRDH2_10050.3
OG0003332	KAK4472584.1, KAK4472187.1	SRDH2_90870.1, SRDH2_36540.1
OG0003333	KAK4475965.1	SRDH2_6580.1, SRDH2_6580.2, SRDH2_6580.3, SRDH2_6580.4
OG0003334	KAK4472912.1	SRDH2_28800.1, SRDH2_28800.2, SRDH2_28800.3
OG0003335	KAK4471465.1	SRDH2_67610.2, SRDH2_67610.1
OG0003336	KAK4471802.1	SRDH2_63310.2, SRDH2_63310.26, SRDH2_63310.27, SRDH2_63310.23, SRDH2_63310.24, SRDH2_63310.25, SRDH2_63310.1, SRDH2_63310.22, SRDH2_63390.1
OG0003337	KAK4470702.1	SRDH2_78220.3, SRDH2_78220.1, SRDH2_78220.2, SRDH2_78220.4, SRDH2_78220.5, SRDH2_78220.6, SRDH2_78220.7, SRDH2_78220.8
OG0003338	KAK4474851.1	SRDH2_17220.1
OG0003339	KAK4475801.1	SRDH2_700.1
OG0003340	KAK4473706.1	SRDH2_39880.4, SRDH2_39880.1, SRDH2_39880.2, SRDH2_39880.3, SRDH2_39880.5
OG0003341	KAK4471574.1	SRDH2_68530.1, SRDH2_68530.5, SRDH2_68530.2, SRDH2_68530.3, SRDH2_68530.4
OG0003342	KAK4475262.1	SRDH2_12800.1
OG0003344	KAK4473338.1	SRDH2_23820.1
OG0003345	KAK4468751.1	SRDH2_89240.1
OG0003346	KAK4467748.1	SRDH2_97450.1
OG0003347	KAK4473853.1	SRDH2_44650.1, SRDH2_44650.2, SRDH2_44650.3, SRDH2_44650.4
OG0003348	KAK4469355.1	SRDH2_54490.1, SRDH2_54490.2, SRDH2_54490.3
OG0003349	KAK4472670.1	SRDH2_40400.2, SRDH2_40400.1
OG0003351	KAK4470585.1	SRDH2_75240.1
OG0003352	KAK4468001.1	SRDH2_83020.3, SRDH2_83020.5, SRDH2_83020.1, SRDH2_83020.2, SRDH2_83020.6, SRDH2_83020.4
OG0003353	KAK4473091.1	SRDH2_27880.1
OG0003354	KAK4473041.1	SRDH2_27950.1, SRDH2_27950.2, SRDH2_27950.3
OG0003355	KAK4471397.1	SRDH2_71000.2, SRDH2_71000.1
OG0003356	KAK4474680.1	SRDH2_15090.1
OG0003357	KAK4473542.1	SRDH2_43450.1
OG0003360	KAK4472374.1	SRDH2_35010.1
OG0003361	KAK4475075.1	SRDH2_19930.1
OG0003362	KAK4470541.1, KAK4470542.1	SRDH2_77310.1, SRDH2_77310.2
OG0003363	KAK4472454.1	SRDH2_30310.1, SRDH2_30340.1, SRDH2_30350.1
OG0003364	KAK4468078.1	SRDH2_87880.1, SRDH2_87880.2
OG0003365	KAK4475132.1	SRDH2_19380.1, SRDH2_19380.2
OG0003366	KAK4471992.1	SRDH2_63200.2, SRDH2_63200.1, SRDH2_63200.3, SRDH2_63200.4
OG0003367	KAK4469630.1	SRDH2_48440.1, SRDH2_48440.5, SRDH2_48440.3, SRDH2_48440.2, SRDH2_48440.4
OG0003368	KAK4473902.1	SRDH2_31720.5, SRDH2_31720.1, SRDH2_31720.2, SRDH2_31720.4, SRDH2_31720.3
OG0003369	KAK4471215.1	SRDH2_67460.1
OG0003370	KAK4472867.1	SRDH2_26210.1
OG0003371	KAK4469637.1	SRDH2_48350.3, SRDH2_48350.4, SRDH2_48350.1, SRDH2_48350.2
OG0003372	KAK4467714.1	SRDH2_97550.1, SRDH2_97550.2
OG0003373	KAK4475230.1	SRDH2_16000.1
OG0003374	KAK4467641.1	SRDH2_98280.1
OG0003375	KAK4470085.1	SRDH2_71640.1
OG0003376	KAK4469604.1	SRDH2_48690.1, SRDH2_48690.2, SRDH2_48690.4, SRDH2_48690.3
OG0003377	KAK4468003.1	SRDH2_83820.1, SRDH2_83820.2
OG0003378	KAK4468207.1, KAK4468208.1	SRDH2_85470.1, SRDH2_85470.2
OG0003379	KAK4471270.1	SRDH2_66160.1, SRDH2_66160.2, SRDH2_66160.3
OG0003380	KAK4469642.1	SRDH2_52270.1
OG0003381	KAK4469845.1	SRDH2_55980.2, SRDH2_55980.1
OG0003382	KAK4470289.1	SRDH2_72310.1
OG0003383	KAK4476102.1	SRDH2_6340.1, SRDH2_6330.1
OG0003384	KAK4473567.1	SRDH2_43680.1
OG0003385	KAK4468440.1	SRDH2_94180.4, SRDH2_94180.5, SRDH2_94180.3, SRDH2_94180.2, SRDH2_94180.1
OG0003386	KAK4475415.1	SRDH2_23000.2, SRDH2_23000.3, SRDH2_23000.1
OG0003387	KAK4475308.1	SRDH2_15830.1
OG0003388	KAK4467617.1	SRDH2_97180.1
OG0003389	KAK4469143.1	SRDH2_47240.1
OG0003390	KAK4474177.1	SRDH2_32260.1
OG0003391	KAK4470923.1	SRDH2_81160.1, SRDH2_81160.2
OG0003392	KAK4469762.1	SRDH2_56700.1
OG0003393	KAK4472526.1	SRDH2_34500.1
OG0003394	KAK4473474.1	SRDH2_33490.1, SRDH2_33500.1, SRDH2_42710.1
OG0003395	KAK4469025.1	SRDH2_57460.1
OG0003396	KAK4472772.1	SRDH2_44100.1
OG0003397	KAK4475464.1	SRDH2_22360.1
OG0003398	KAK4476173.1	SRDH2_9830.1, SRDH2_9830.2, SRDH2_9830.3, SRDH2_9830.4
OG0003399	KAK4474118.1	SRDH2_32940.1
OG0003400	KAK4470317.1	SRDH2_72600.1, SRDH2_72600.2
OG0003401	KAK4472390.1	SRDH2_34850.1
OG0003402	KAK4475331.1	SRDH2_21120.2, SRDH2_21120.1, SRDH2_21120.4, SRDH2_21120.5, SRDH2_21120.3
OG0003403	KAK4469413.1	SRDH2_51350.1
OG0003404	KAK4470352.1	SRDH2_76900.5, SRDH2_76900.1, SRDH2_76900.4, SRDH2_76900.6, SRDH2_76900.3, SRDH2_76900.2
OG0003405	KAK4469634.1	SRDH2_48390.1
OG0003406	KAK4476035.1	SRDH2_7080.1, SRDH2_7080.3, SRDH2_7080.2, SRDH2_7050.1
OG0003407	KAK4468100.1	SRDH2_88200.1, SRDH2_88210.1, SRDH2_88200.2, SRDH2_88200.3, SRDH2_88200.5, SRDH2_88200.6, SRDH2_88200.4, SRDH2_88110.1
OG0003408	KAK4473269.1	SRDH2_26030.1, SRDH2_26030.2, SRDH2_26030.3, SRDH2_26030.4, SRDH2_26030.5, SRDH2_26030.6
OG0003409	KAK4474296.1	SRDH2_18160.1
OG0003410	KAK4471281.1	SRDH2_70660.3, SRDH2_70660.1, SRDH2_70660.2
OG0003411	KAK4473740.1	SRDH2_39510.1, SRDH2_39510.2, SRDH2_39510.3
OG0003412	KAK4475872.1	SRDH2_5200.1, SRDH2_5210.4, SRDH2_5210.1, SRDH2_5210.2, SRDH2_5210.3
OG0003413	KAK4474333.1	SRDH2_2410.1, SRDH2_2410.2, SRDH2_2410.3, SRDH2_2410.4
OG0003415	KAK4470968.1	SRDH2_81600.1
OG0003416	KAK4471260.1	SRDH2_70850.2, SRDH2_70850.1
OG0003417	KAK4469966.1	SRDH2_57730.1
OG0003418	KAK4469091.1	SRDH2_47960.1
OG0003419	KAK4470630.1, KAK4470629.1	SRDH2_75740.1
OG0003420	KAK4473964.1	SRDH2_38020.1
OG0003421	KAK4473893.1	SRDH2_37200.4, SRDH2_37200.5, SRDH2_37200.1, SRDH2_37200.2, SRDH2_37200.3
OG0003422	KAK4469073.1	SRDH2_47700.1, SRDH2_47700.2, SRDH2_66180.1
OG0003423	KAK4467576.1, KAK4467577.1, KAK4474677.1	SRDH2_15060.1
OG0003424	KAK4468849.1	SRDH2_89550.1
OG0003425	KAK4468085.1, KAK4468086.1	SRDH2_87960.1, SRDH2_87960.2, SRDH2_87960.3, SRDH2_87960.4
OG0003426	KAK4471450.1	SRDH2_65580.1
OG0003427	KAK4474015.1	SRDH2_44850.1
OG0003428	KAK4468238.1, KAK4468237.1	SRDH2_85060.1
OG0003429	KAK4470791.1	SRDH2_79860.1, SRDH2_79860.2
OG0003430	KAK4470424.1	SRDH2_78980.1
OG0003431	KAK4475012.1	SRDH2_20710.1
OG0003432	KAK4470852.1	SRDH2_72460.1, SRDH2_72460.4, SRDH2_72460.2, SRDH2_72460.3
OG0003433	KAK4474351.1	SRDH2_4860.1
OG0003434	KAK4471998.1	SRDH2_61340.1
OG0003435	KAK4473820.1	SRDH2_37990.1
OG0003436	KAK4469415.1	SRDH2_51370.3, SRDH2_51370.2, SRDH2_51370.1
OG0003437	KAK4470283.1	SRDH2_72900.1
OG0003438	KAK4472694.1	SRDH2_31300.1
OG0003439	KAK4475442.1	SRDH2_22510.2, SRDH2_22510.3, SRDH2_22510.5, SRDH2_22510.1, SRDH2_22510.4
OG0003440	KAK4475396.1	SRDH2_22830.1
OG0003441	KAK4472935.1, KAK4467225.1	SRDH2_27330.1
OG0003442	KAK4470265.1	SRDH2_73170.1, SRDH2_73170.2
OG0003443	KAK4472080.1	SRDH2_60510.3, SRDH2_60510.1, SRDH2_60510.2
OG0003444	KAK4475939.1	SRDH2_11000.2, SRDH2_11000.1
OG0003445	KAK4474179.1	SRDH2_45200.1
OG0003446	KAK4467276.1	SRDH2_32620.1, SRDH2_32620.2
OG0003447	KAK4475836.1	SRDH2_5520.5, SRDH2_5520.6, SRDH2_5520.1, SRDH2_5520.3, SRDH2_5520.4, SRDH2_5520.2
OG0003448	KAK4470129.1	SRDH2_71260.2, SRDH2_71260.1, SRDH2_71260.3
OG0003449	KAK4470128.1	SRDH2_71250.1, SRDH2_71250.2
OG0003450	KAK4471441.1	SRDH2_66400.4, SRDH2_66400.2, SRDH2_66400.1, SRDH2_66400.3
OG0003451	KAK4468061.1	SRDH2_87540.1, SRDH2_87540.2
OG0003452	KAK4475988.1	SRDH2_8850.1, SRDH2_8850.2, SRDH2_8850.3
OG0003453	KAK4467251.1, KAK4473565.1	SRDH2_43660.1
OG0003454	KAK4472250.1	SRDH2_36130.3, SRDH2_36130.2, SRDH2_36130.1
OG0003455	KAK4471806.1	SRDH2_63310.20, SRDH2_63310.21, SRDH2_63370.1
OG0003456	KAK4476121.1	SRDH2_8400.1
OG0003457	KAK4473914.1	SRDH2_31870.1
OG0003458	KAK4473754.1	SRDH2_39330.2, SRDH2_39330.1, SRDH2_39330.3, SRDH2_39330.4
OG0003459	KAK4470622.1	SRDH2_75660.1
OG0003460	KAK4473874.1	SRDH2_44670.3, SRDH2_44670.5, SRDH2_44670.1, SRDH2_44670.2, SRDH2_44670.4
OG0003462	KAK4473716.1	SRDH2_39770.1, SRDH2_39770.2
OG0003463	KAK4468148.1	SRDH2_88040.1
OG0003464	KAK4468339.1	SRDH2_83700.1, SRDH2_83700.2, SRDH2_83550.3, SRDH2_83550.4, SRDH2_83550.1, SRDH2_83550.2
OG0003465	KAK4471665.1	SRDH2_64500.1, SRDH2_64500.2, SRDH2_64500.4, SRDH2_64500.3
OG0003466	KAK4474381.1	SRDH2_10300.1, SRDH2_10310.1
OG0003467	KAK4470416.1	SRDH2_79080.1
OG0003468	KAK4471499.1	SRDH2_70630.2, SRDH2_70630.1
OG0003469	KAK4469435.1	SRDH2_51560.2, SRDH2_51560.1, SRDH2_51560.3
OG0003470	KAK4469702.1	SRDH2_53820.4, SRDH2_53820.1, SRDH2_53820.2, SRDH2_53820.3
OG0003471	KAK4469558.1	SRDH2_46770.1, SRDH2_46770.2
OG0003472	KAK4476240.1	SRDH2_9240.1, SRDH2_9240.2
OG0003473	KAK4470786.1	SRDH2_79820.1
OG0003474	KAK4469757.1	SRDH2_58180.2, SRDH2_58180.1, SRDH2_58180.3, SRDH2_58180.4
OG0003475	KAK4473147.1	SRDH2_24870.1
OG0003476	KAK4473510.1	SRDH2_43090.1, SRDH2_43090.2
OG0003477	KAK4468923.1	SRDH2_93500.1
OG0003478	KAK4476098.1	SRDH2_6730.1
OG0003479	KAK4473118.1	SRDH2_28370.1
OG0003480	KAK4471563.1	SRDH2_68420.1, SRDH2_68420.2
OG0003481	KAK4471991.1	SRDH2_63190.4, SRDH2_63190.1, SRDH2_63190.2, SRDH2_63190.3
OG0003482	KAK4468740.1	SRDH2_89800.1
OG0003483	KAK4472499.1	SRDH2_30770.1
OG0003484	KAK4475714.1	SRDH2_4360.1, SRDH2_4360.2
OG0003485	KAK4468096.1	SRDH2_85760.4, SRDH2_85760.1, SRDH2_85760.2, SRDH2_85760.3
OG0003486	KAK4473201.1	SRDH2_41660.1
OG0003487	KAK4469159.1	SRDH2_52590.5, SRDH2_52590.1, SRDH2_52590.4, SRDH2_52590.2, SRDH2_52590.3
OG0003488	KAK4474526.1	SRDH2_11980.1, SRDH2_11960.1
OG0003489	KAK4470449.1	SRDH2_78690.2, SRDH2_78690.1
OG0003490	KAK4476248.1	SRDH2_9130.3, SRDH2_9130.1, SRDH2_9130.2
OG0003491	KAK4472273.1	SRDH2_35960.1, SRDH2_35960.2, SRDH2_35960.3
OG0003492	KAK4471927.1	SRDH2_62560.1
OG0003493	KAK4468477.1	SRDH2_94730.1, SRDH2_94420.1, SRDH2_94480.1
OG0003494	KAK4467906.1	SRDH2_96390.1
OG0003495	KAK4467559.1, KAK4475695.1	SRDH2_4200.1
OG0003496	KAK4472498.1	SRDH2_30750.2, SRDH2_30750.1
OG0003497	KAK4469814.1	SRDH2_56500.2, SRDH2_56500.1
OG0003498	KAK4470172.1	SRDH2_72200.1
OG0003499	KAK4471773.1, KAK4471774.1	SRDH2_63700.1, SRDH2_63700.2, SRDH2_63700.4, SRDH2_63700.3
OG0003500	KAK4471419.1	SRDH2_64930.1
OG0003501	KAK4470745.1	SRDH2_79350.1
OG0003503	KAK4475886.1	SRDH2_5820.1
OG0003504	KAK4473775.1	SRDH2_39110.1
OG0003505	KAK4469653.1	SRDH2_52170.1
OG0003506	KAK4476177.1	SRDH2_1100.1
OG0003507	KAK4475696.1	SRDH2_4210.1, SRDH2_4210.2, SRDH2_4210.3, SRDH2_4210.4
OG0003508	KAK4471156.1	SRDH2_67120.1, SRDH2_67120.2
OG0003509	KAK4472664.1	SRDH2_44220.1, SRDH2_44220.2
OG0003510	KAK4476199.1	SRDH2_1080.2, SRDH2_1080.3, SRDH2_1080.1, SRDH2_1080.4
OG0003511	KAK4472079.1	SRDH2_67020.1, SRDH2_67020.2, SRDH2_67020.4, SRDH2_67020.6, SRDH2_67020.8, SRDH2_67020.9, SRDH2_67020.7, SRDH2_67020.3, SRDH2_67020.5
OG0003512	KAK4468250.1	SRDH2_84960.1
OG0003513	KAK4470523.1	SRDH2_77540.2, SRDH2_77540.4, SRDH2_77540.6, SRDH2_77540.8, SRDH2_77540.1, SRDH2_77540.5, SRDH2_77540.7, SRDH2_77540.9, SRDH2_77540.3
OG0003514	KAK4472796.1	SRDH2_29290.1
OG0003515	KAK4467615.1	SRDH2_97230.1
OG0003516	KAK4469464.1	SRDH2_51960.4, SRDH2_51960.1, SRDH2_51960.3, SRDH2_51960.2
OG0003517	KAK4467787.1	SRDH2_98880.1
OG0003518	KAK4468848.1	SRDH2_89540.1
OG0003519	KAK4473885.1	SRDH2_37280.5, SRDH2_37280.2, SRDH2_37280.6, SRDH2_37280.1, SRDH2_37280.4, SRDH2_37280.7, SRDH2_37280.8, SRDH2_37280.9, SRDH2_37280.3
OG0003520	KAK4471147.1	SRDH2_59250.1, SRDH2_59250.2, SRDH2_59250.3
OG0003521	KAK4474494.1	SRDH2_11790.1
OG0003522	KAK4471013.1, KAK4471014.1	SRDH2_82240.1
OG0003523	KAK4469869.1	SRDH2_55720.1
OG0003524	KAK4471778.1	SRDH2_63630.1
OG0003525	KAK4475611.1	SRDH2_3440.5, SRDH2_3440.1, SRDH2_3440.3, SRDH2_3440.4, SRDH2_3440.2
OG0003526	KAK4472469.1	SRDH2_30490.1
OG0003527	KAK4470971.1	SRDH2_81610.1, SRDH2_81610.4, SRDH2_81610.2, SRDH2_81610.3
OG0003528	KAK4475853.1	SRDH2_650.1
OG0003529	KAK4473452.1	SRDH2_42500.1
OG0003530	KAK4471355.1	SRDH2_69850.1
OG0003531	KAK4476277.1	SRDH2_10980.1
OG0003532	KAK4476131.1	SRDH2_8470.1, SRDH2_8470.2
OG0003533	KAK4469562.1	SRDH2_49110.2, SRDH2_49110.1, SRDH2_49110.5, SRDH2_49110.3, SRDH2_49110.6, SRDH2_49110.4
OG0003534	KAK4468777.1	SRDH2_89990.1, SRDH2_89990.2
OG0003535	KAK4467826.1	SRDH2_99600.1
OG0003536	KAK4471933.1	SRDH2_62610.1
OG0003537	KAK4472049.1	SRDH2_60900.4, SRDH2_60900.1, SRDH2_60900.3, SRDH2_60900.2
OG0003539	KAK4470019.1	SRDH2_79000.1
OG0003540	KAK4475716.1, KAK4467466.1	SRDH2_4380.1, SRDH2_102500.1, SRDH2_102500.3, SRDH2_102500.2
OG0003541	KAK4468883.1	SRDH2_89080.1, SRDH2_89110.1, SRDH2_89070.1, SRDH2_89070.2
OG0003542	KAK4471461.1, KAK4471462.1	SRDH2_65690.1
OG0003543	KAK4469226.1	SRDH2_50370.1
OG0003544	KAK4469321.1	SRDH2_49330.1
OG0003545	KAK4475073.1	SRDH2_19970.1
OG0003547	KAK4475960.1	SRDH2_7750.1
OG0003548	KAK4475515.1	SRDH2_21920.1, SRDH2_21920.2, SRDH2_21920.3, SRDH2_21920.4, SRDH2_21920.5, SRDH2_21920.6
OG0003549	KAK4468710.1	SRDH2_90860.1, SRDH2_90860.2, SRDH2_90860.3, SRDH2_90860.4
OG0003550	KAK4473867.1	SRDH2_37480.4, SRDH2_37480.1, SRDH2_37480.2, SRDH2_37480.3
OG0003551	KAK4471826.1	SRDH2_68020.1
OG0003552	KAK4471182.1	SRDH2_59310.1
OG0003553	KAK4474372.1	SRDH2_10200.1, SRDH2_10200.3, SRDH2_10200.2
OG0003554	KAK4471207.1	SRDH2_70780.1
OG0003555	KAK4470723.1	SRDH2_78470.1, SRDH2_78470.2, SRDH2_78470.3, SRDH2_78470.4
OG0003556	KAK4471925.1	SRDH2_62540.1
OG0003557	KAK4469940.1	SRDH2_47450.1, SRDH2_47450.2
OG0003558	KAK4471110.1	SRDH2_59870.1, SRDH2_59870.2, SRDH2_59870.3
OG0003559	KAK4468363.1	SRDH2_84100.1, SRDH2_84100.2, SRDH2_84100.3, SRDH2_84100.4, SRDH2_84100.5
OG0003560	KAK4471683.1	SRDH2_64320.5, SRDH2_64320.6, SRDH2_64320.7, SRDH2_64320.8, SRDH2_64320.3, SRDH2_64320.4, SRDH2_64320.1, SRDH2_64320.2
OG0003561	KAK4467498.1, KAK4475758.1	SRDH2_4690.2, SRDH2_4690.1, SRDH2_4690.3
OG0003562	KAK4471459.1, KAK4471458.1	SRDH2_65660.1, SRDH2_65670.1
OG0003563	KAK4472107.1	SRDH2_60260.1, SRDH2_60280.1, SRDH2_60270.1, SRDH2_60270.2
OG0003564	KAK4472635.1	SRDH2_37000.1
OG0003565	KAK4472779.1, KAK4472931.1	SRDH2_27380.1
OG0003566	KAK4474213.1	SRDH2_5280.1
OG0003567	KAK4474450.1	SRDH2_14030.1
OG0003568	KAK4475556.1	SRDH2_2420.1
OG0003569	KAK4475925.1	SRDH2_6500.3, SRDH2_6500.5, SRDH2_6500.4, SRDH2_6500.2, SRDH2_6500.1
OG0003577	KAK4473917.1, KAK4475250.1	SRDH2_44730.1, SRDH2_44730.2, SRDH2_44730.3, SRDH2_44730.4
OG0003578	KAK4467762.1	SRDH2_97940.1
OG0003579	KAK4473991.1	SRDH2_34220.1
OG0003580	KAK4474767.1	SRDH2_16360.1
