Orthogroup	s.mekongi	schistosoma_japonicum
OG0003732	KAK4467955.1, KAK4468009.1	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4
OG0003733	KAK4476009.1	EWB00_007797.1, EWB00_007797.2
OG0003734	KAK4475646.1, KAK4467512.1	EWB00_009076
OG0003735	KAK4475807.1	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3
OG0003736	KAK4471228.1	EWB00_010074
OG0003737	KAK4475953.1	EWB00_010248.1, EWB00_010248.2
OG0003738	KAK4472846.1	EWB00_001567
OG0003739	KAK4469211.1	EWB00_007591
OG0003740	KAK4472934.1	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1
OG0003741	KAK4469347.1	EWB00_005392.1, EWB00_005392.2
OG0003742	KAK4472058.1	EWB00_000513
OG0003743	KAK4471289.1	EWB00_010440, EWB00_010441
OG0003744	KAK4472659.1	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2
OG0003745	KAK4472710.1	EWB00_010112
OG0003746	KAK4475636.1	EWB00_000871.1, EWB00_000871.2
OG0003747	KAK4473181.1	EWB00_001123
OG0003748	KAK4475606.1	EWB00_001647
OG0003749	KAK4475424.1	EWB00_010787
OG0003750	KAK4470958.1	EWB00_002265
OG0003751	KAK4468057.1	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5
OG0003752	KAK4472559.1	EWB00_007860
OG0003753	KAK4475413.1	EWB00_003508
OG0003754	KAK4468010.1	EWB00_006735
OG0003755	KAK4475473.1	EWB00_007204
OG0003756	KAK4468609.1	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5
OG0003757	KAK4473294.1	EWB00_008546
OG0003758	KAK4472396.1	EWB00_002116
OG0003759	KAK4471511.1	EWB00_009771
OG0003760	KAK4473407.1	EWB00_008394
OG0003762	KAK4468680.1	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1
OG0003763	KAK4473190.1	EWB00_007661.1, EWB00_007661.2
OG0003764	KAK4473758.1	EWB00_006199
OG0003765	KAK4474431.1, KAK4475501.1	EWB00_003452
OG0003766	KAK4469910.1	EWB00_002536
OG0003767	KAK4471832.1	EWB00_007964
OG0003768	KAK4475020.1	EWB00_003836
OG0003769	KAK4473211.1	EWB00_004212
OG0003770	KAK4470714.1	EWB00_009719.1, EWB00_009719.2
OG0003771	KAK4476054.1	EWB00_008526
OG0003772	KAK4469583.1	EWB00_010730
OG0003773	KAK4468694.1	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4
OG0003774	KAK4470246.1	EWB00_002713.1, EWB00_002713.2
OG0003775	KAK4470430.1	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5
OG0003776	KAK4476078.1	EWB00_002092.1, EWB00_002092.2
OG0003778	KAK4467927.1	EWB00_007416
OG0003779	KAK4475255.1	EWB00_004116.1, EWB00_004116.2
OG0003780	KAK4471656.1, KAK4471657.1	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2
OG0003781	KAK4472882.1	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3
OG0003782	KAK4469405.1	EWB00_004431
OG0003783	KAK4469448.1	EWB00_000185
OG0003784	KAK4469333.1	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3
OG0003785	KAK4472235.1, KAK4474201.1	EWB00_008287.1, EWB00_008287.2
OG0003786	KAK4471313.1	EWB00_010409, EWB00_010408
OG0003787	KAK4475361.1	EWB00_006417.1, EWB00_006417.2
OG0003788	KAK4470220.1	EWB00_002741
OG0003789	KAK4476144.1	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3
OG0003790	KAK4472442.1	EWB00_006033
OG0003791	KAK4469217.1	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2
OG0003792	KAK4469793.1	EWB00_003807
OG0003792	KAK4469794.1	EWB00_003805
OG0003793	KAK4469847.1	EWB00_002530.1, EWB00_002530.2
OG0003794	KAK4468158.1	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3
OG0003795	KAK4475553.1	EWB00_010203
OG0003796	KAK4471258.1	EWB00_010486
OG0003797	KAK4470514.1	EWB00_007171
OG0003799	KAK4467992.1	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3
OG0003800	KAK4473328.1	EWB00_007097
OG0003801	KAK4469539.1	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3
OG0003802	KAK4470839.1	EWB00_001220
OG0003803	KAK4476176.1	EWB00_009246.2, EWB00_009246.3, EWB00_009246.4, EWB00_009246.1, EWB00_009246.6, EWB00_009246.5
OG0003804	KAK4475320.1	EWB00_006457.1, EWB00_006457.2
OG0003805	KAK4476268.1, KAK4476276.1	EWB00_005679
OG0003806	KAK4476090.1	EWB00_004442.1, EWB00_004442.2, EWB00_004443
OG0003807	KAK4473825.1	EWB00_005612.1, EWB00_005612.2, EWB00_005612.3
OG0003808	KAK4470952.1	EWB00_002275
OG0003809	KAK4470515.1	EWB00_000951
OG0003811	KAK4472937.1	EWB00_005012.1, EWB00_005012.2, EWB00_005012.3, EWB00_005012.4
OG0003812	KAK4473200.1	EWB00_005241.1, EWB00_005241.2, EWB00_005241.3
OG0003814	KAK4468295.1	EWB00_001506.2, EWB00_001506.1, EWB00_001506.3
OG0003815	KAK4468935.1	EWB00_011390.1, EWB00_011390.2
OG0003816	KAK4471117.1	EWB00_005172
OG0003817	KAK4471854.1	EWB00_011260.3, EWB00_011260.2, EWB00_011260.1
OG0003818	KAK4472400.1	EWB00_006079.2, EWB00_006079.1, EWB00_006079.3
OG0003819	KAK4473124.1, KAK4473126.1	EWB00_003354.1, EWB00_003354.2
OG0003820	KAK4473146.1	EWB00_007665
OG0003821	KAK4474437.1	EWB00_008953.1, EWB00_008953.2
OG0003827	KAK4472458.1	EWB00_006016
OG0003828	KAK4473877.1	EWB00_009130, EWB00_009129
OG0003830	KAK4474601.1	EWB00_004192.1, EWB00_004192.2
OG0003831	KAK4467800.1, KAK4467802.1	EWB00_009510
OG0003832	KAK4467795.1, KAK4467796.1	EWB00_004787
OG0003833	KAK4472320.1	EWB00_004886
OG0003834	KAK4467275.1, KAK4475584.1	EWB00_008633, EWB00_008632
OG0003835	KAK4474763.1	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2
OG0003836	KAK4472456.1	EWB00_006020.1, EWB00_006020.2
OG0003837	KAK4473661.1	EWB00_003928.1, EWB00_003928.2
OG0003838	KAK4474508.1	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3
OG0003839	KAK4474424.1	EWB00_002192, EWB00_002193
OG0003840	KAK4473157.1	EWB00_007664
OG0003841	KAK4473943.1	EWB00_004393
OG0003842	KAK4472487.1	EWB00_005988
OG0003843	KAK4476120.1	EWB00_008834.1, EWB00_008834.2
OG0003844	KAK4472385.1	EWB00_002130.1, EWB00_002130.2
OG0003845	KAK4475977.1	EWB00_008313
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	EWB00_000107
OG0003847	KAK4471993.1	EWB00_011158
OG0003848	KAK4468052.1	EWB00_004934
OG0003849	KAK4475052.1	EWB00_010310
OG0003850	KAK4472741.1	EWB00_007943
OG0003851	KAK4471681.1	EWB00_000395.1, EWB00_000395.2
OG0003852	KAK4467722.1	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881
OG0003853	KAK4467824.1	EWB00_006670
OG0003854	KAK4471651.1	EWB00_009805
OG0003855	KAK4473610.1	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3
OG0003856	KAK4468070.1	EWB00_001328
OG0003857	KAK4473810.1	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5
OG0003858	KAK4472534.1	EWB00_005924
OG0003859	KAK4471409.1	EWB00_007124
OG0003860	KAK4473760.1	EWB00_006202.1, EWB00_006202.2
OG0003863	KAK4473383.1	EWB00_007564.2
OG0003865	KAK4467834.1	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2
OG0003866	KAK4473649.1	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3
OG0003867	KAK4469109.1	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3
OG0003868	KAK4471934.1	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3
OG0003869	KAK4473406.1	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1
OG0003871	KAK4472736.1	EWB00_002874
OG0003872	KAK4468987.1	EWB00_003568
OG0003873	KAK4468080.1	EWB00_008775
OG0003875	KAK4473327.1	EWB00_007096
OG0003876	KAK4473721.1	EWB00_006152.1, EWB00_006152.2
OG0003877	KAK4471744.1	EWB00_009177.1, EWB00_009177.2
OG0003878	KAK4471742.1	EWB00_009178
OG0003879	KAK4470075.1	EWB00_003492
OG0003880	KAK4467540.1	EWB00_002066
OG0003881	KAK4471912.1	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2
OG0003882	KAK4467823.1	EWB00_005868.1, EWB00_005868.2
OG0003883	KAK4471902.1	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3
OG0003884	KAK4473061.1	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5
OG0003885	KAK4468810.1	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2
OG0003886	KAK4473944.1	EWB00_004392
OG0003887	KAK4468687.1, KAK4468686.1	EWB00_003045
OG0003888	KAK4468941.1	EWB00_005898, EWB00_005075.1, EWB00_005075.2
OG0003889	KAK4470533.1	EWB00_007147.1, EWB00_007147.2
OG0003890	KAK4475346.1	EWB00_006435
OG0003891	KAK4474505.1	EWB00_003704.1, EWB00_003704.2
OG0003894	KAK4467245.1	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5
OG0003895	KAK4469680.1	EWB00_006795.1, EWB00_006795.2
OG0003896	KAK4469507.1	EWB00_010655.1, EWB00_010655.2
OG0003897	KAK4472775.1	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2
OG0003898	KAK4476198.1	EWB00_003094.1, EWB00_003094.2
OG0003899	KAK4469679.1	EWB00_006793
OG0003900	KAK4471688.1	EWB00_008548
OG0003902	KAK4468768.1	EWB00_000314
OG0003903	KAK4471061.1	EWB00_008924
OG0003904	KAK4471544.1	EWB00_006255.1, EWB00_006255.2
OG0003905	KAK4467776.1	EWB00_000552, EWB00_000553
OG0003907	KAK4475512.1	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3
OG0003908	KAK4475487.1	EWB00_008568
OG0003909	KAK4474044.1	EWB00_004282.4, EWB00_004282.3, EWB00_004282.2
OG0003910	KAK4469942.1	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3
OG0003911	KAK4473595.1	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3
OG0003912	KAK4470946.1	EWB00_002288.1, EWB00_002288.2
OG0003913	KAK4472713.1	EWB00_002901.1, EWB00_002901.2
OG0003914	KAK4472122.1	EWB00_009669, EWB00_002785
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	EWB00_000528
OG0003917	KAK4474585.1	EWB00_004210.1, EWB00_004210.2
OG0003917	KAK4467384.1, KAK4467385.1	EWB00_010603
OG0003918	KAK4469204.1	EWB00_003606.1, EWB00_003606.2
OG0003919	KAK4472259.1	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3
OG0003920	KAK4474850.1	EWB00_007634
OG0003920	KAK4474849.1	EWB00_007633
OG0003921	KAK4470392.1	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3
OG0003922	KAK4471552.1	EWB00_006247
OG0003923	KAK4473174.1	EWB00_001116.1, EWB00_001116.2
OG0003924	KAK4469947.1	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3
OG0003925	KAK4469481.1	EWB00_010627.1, EWB00_010627.2
OG0003926	KAK4473245.1	EWB00_000258
OG0003927	KAK4471613.1, KAK4471602.1	EWB00_008556
OG0003928	KAK4473599.1, KAK4473598.1	EWB00_007987
OG0003929	KAK4469152.1	EWB00_009265.1, EWB00_009265.2
OG0003930	KAK4470058.1	EWB00_003472.1, EWB00_003472.2
OG0003931	KAK4469472.1	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2
OG0003933	KAK4472343.1	EWB00_000008, EWB00_009721
OG0003934	KAK4474458.1	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3
OG0003935	KAK4474586.1	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2
OG0003936	KAK4474234.1, KAK4474233.1	EWB00_005910
OG0003937	KAK4469622.1	EWB00_010776
OG0003938	KAK4470310.1	EWB00_006624
OG0003940	KAK4474709.1	EWB00_010014
OG0003941	KAK4467508.1, KAK4475708.1	EWB00_004841
OG0003941	KAK4467507.1, KAK4475709.1	EWB00_004842
OG0003942	KAK4469602.1	EWB00_003638.1, EWB00_003638.2
OG0003943	KAK4469164.1	EWB00_004051
OG0003944	KAK4469175.1	EWB00_004052
OG0003945	KAK4468739.1	EWB00_007531
OG0003946	KAK4473182.1	EWB00_001125, EWB00_001124
OG0003947	KAK4473629.1	EWB00_007816
OG0003948	KAK4469790.1	EWB00_005142
OG0003949	KAK4469896.1	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3
OG0003950	KAK4475967.1	EWB00_008455
OG0003951	KAK4469318.1	EWB00_008072
OG0003952	KAK4468515.1	EWB00_001856.1, EWB00_001856.2
OG0003953	KAK4467979.1	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5
OG0003954	KAK4471945.1	EWB00_011100, EWB00_011099
OG0003955	KAK4469215.1	EWB00_007597
OG0003956	KAK4471678.1	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4
OG0003957	KAK4474161.1	EWB00_008169.1
OG0003958	KAK4472852.1	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4
OG0003959	KAK4474422.1	EWB00_004638
OG0003960	KAK4469154.1	EWB00_006515.1, EWB00_006515.2
OG0003961	KAK4468327.1	EWB00_008772
OG0003962	KAK4472497.1	EWB00_005979
OG0003963	KAK4475106.1	EWB00_008819
OG0003964	KAK4474297.1	EWB00_006536, EWB00_006533.2
OG0003965	KAK4473090.1	EWB00_010883.1, EWB00_010883.2
OG0003966	KAK4476122.1	EWB00_008837.1
OG0003967	KAK4473470.1	EWB00_002798
OG0003968	KAK4475622.1	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5
OG0003969	KAK4468012.1, KAK4468013.1	EWB00_008405, EWB00_008406
OG0003970	KAK4468794.1	EWB00_000376
OG0003971	KAK4471664.1	EWB00_009792
OG0003972	KAK4472667.1	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6
OG0003973	KAK4467846.1	EWB00_000005, EWB00_003692
OG0003974	KAK4469368.1	EWB00_005369
OG0003975	KAK4473769.1	EWB00_006211.1, EWB00_006211.2
OG0003976	KAK4473229.1	EWB00_004231
OG0003977	KAK4469352.1	EWB00_005387.1, EWB00_005387.2
OG0003978	KAK4469559.1	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4
OG0003979	KAK4474501.1	EWB00_003707.1, EWB00_003707.2
OG0003980	KAK4467547.1, KAK4467936.1	EWB00_007431
OG0003981	KAK4473321.1	EWB00_007090.4, EWB00_007090.3, EWB00_007090.5
OG0003982	KAK4471286.1	EWB00_010445.1, EWB00_010445.2
OG0003983	KAK4471914.1	EWB00_011334.1, EWB00_011334.2
OG0003985	KAK4471256.1	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2
OG0003986	KAK4471328.1	EWB00_010398
OG0003987	KAK4476110.1	EWB00_005816, EWB00_009505
OG0003988	KAK4473896.1	EWB00_007702
OG0003989	KAK4472114.1	EWB00_010031
OG0003990	KAK4469283.1	EWB00_008743.1, EWB00_008743.2
OG0003991	KAK4474615.1	EWB00_004166
OG0003992	KAK4472657.1	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2
OG0003993	KAK4470689.1	EWB00_010970
OG0003994	KAK4472917.1	EWB00_001578.1, EWB00_001578.2
OG0003995	KAK4468709.1	EWB00_003271.1, EWB00_003271.2
OG0003996	KAK4469899.1	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2
OG0003998	KAK4474572.1	EWB00_009366.1, EWB00_009366.2
OG0003999	KAK4475491.1	EWB00_008563.1, EWB00_008563.2
OG0004001	KAK4469040.1	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2
OG0004002	KAK4470685.1	EWB00_010964
OG0004003	KAK4472380.1	EWB00_002134
OG0004004	KAK4469995.1	EWB00_008657
OG0004005	KAK4473927.1	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4
OG0004006	KAK4472502.1	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3
OG0004007	KAK4470223.1	EWB00_002738.1, EWB00_002738.2
OG0004008	KAK4473266.1	EWB00_000280.1, EWB00_000280.2
OG0004010	KAK4473369.1	EWB00_007550.1, EWB00_007550.2
OG0004011	KAK4470397.1	EWB00_001416
OG0004012	KAK4469361.1	EWB00_005377
OG0004013	KAK4471273.1	EWB00_010472
OG0004014	KAK4468149.1	EWB00_001659.1, EWB00_001659.2
OG0004015	KAK4467698.1	EWB00_008942.1, EWB00_008942.2
OG0004016	KAK4474609.1	EWB00_005644
OG0004018	KAK4468809.1	EWB00_006915
OG0004019	KAK4468780.1, KAK4468779.1	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3
OG0004021	KAK4468936.1	EWB00_011391.1, EWB00_011391.2
OG0004022	KAK4468656.1	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7
OG0004023	KAK4471855.1	EWB00_011261.1, EWB00_011261.2
OG0004024	KAK4476065.1	EWB00_008002
OG0004025	KAK4475412.1	EWB00_003510
OG0004026	KAK4473800.1	EWB00_009538
OG0004027	KAK4470741.1	EWB00_011023
OG0004028	KAK4473590.1	EWB00_009204
OG0004029	KAK4470131.1	EWB00_001618.1, EWB00_001618.2
OG0004030	KAK4475164.1	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2
OG0004032	KAK4474545.1	EWB00_009395
OG0004033	KAK4473651.1	EWB00_003914
OG0004034	KAK4468481.1	EWB00_008582
OG0004035	KAK4468602.1	EWB00_001972
OG0004036	KAK4473932.1	EWB00_003139
OG0004037	KAK4475722.1	EWB00_003585
OG0004038	KAK4469570.1	EWB00_010720.1, EWB00_010720.2
OG0004039	KAK4470809.1	EWB00_003882, EWB00_009947
OG0004040	KAK4469334.1	EWB00_005409
OG0004041	KAK4473364.1	EWB00_004717.2, EWB00_004717.1
OG0004042	KAK4471647.1	EWB00_009809.1, EWB00_009809.2
OG0004043	KAK4475985.1	EWB00_001510.1, EWB00_001510.2
OG0004044	KAK4473365.1	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2
OG0004045	KAK4475090.1, KAK4474988.1	EWB00_010195.1, EWB00_010195.2
OG0004046	KAK4476262.1	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3
OG0004048	KAK4471862.1	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4
OG0004049	KAK4467760.1	EWB00_000570
OG0004050	KAK4470793.1	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4
OG0004051	KAK4471436.1	EWB00_008864
OG0004052	KAK4471112.1	EWB00_005178.1, EWB00_005178.2
OG0004053	KAK4468949.1	EWB00_011405.1, EWB00_011405.2
OG0004054	KAK4470150.1	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2
OG0004055	KAK4474528.1, KAK4474529.1	EWB00_009413
OG0004056	KAK4469577.1	EWB00_010726.1, EWB00_010726.2
OG0004057	KAK4469234.1	EWB00_007618
OG0004058	KAK4470488.1	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3
OG0004059	KAK4471827.1	EWB00_011259.1, EWB00_011259.2
OG0004060	KAK4475610.1	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3
OG0004061	KAK4468771.1	EWB00_000318.1, EWB00_000318.2
OG0004062	KAK4468773.1	EWB00_000319
OG0004063	KAK4475911.1	EWB00_010245.1, EWB00_010245.2
OG0004064	KAK4474382.1	EWB00_005533.2, EWB00_005533.1
OG0004066	KAK4474883.1	EWB00_000071.2, EWB00_000071.1, EWB00_000071.3
OG0004067	KAK4475257.1	EWB00_002300.1, EWB00_002300.2
OG0004068	KAK4470354.1	EWB00_001373.1, EWB00_001373.2
OG0004069	KAK4469746.1	EWB00_011373
OG0004071	KAK4475465.1	EWB00_002408
OG0004072	KAK4474051.1	EWB00_004276
OG0004073	KAK4471293.1	EWB00_010068
OG0004073	KAK4471282.1	EWB00_010069
OG0004074	KAK4467657.1	EWB00_001453
OG0004075	KAK4468475.1	EWB00_003173, EWB00_003172
OG0004076	KAK4468591.1	EWB00_001984
OG0004077	KAK4469082.1	EWB00_002084.2, EWB00_002084.4, EWB00_002084.5, EWB00_002084.6, EWB00_002084.1, EWB00_002084.3
OG0004077	KAK4468956.1	EWB00_002082.1, EWB00_002082.2, EWB00_002082.5, EWB00_002082.3, EWB00_002082.4
OG0004078	KAK4470381.1	EWB00_003666
OG0004079	KAK4470650.1	EWB00_011052
OG0004080	KAK4471202.1	EWB00_000908
OG0004081	KAK4473487.1	EWB00_002816.1, EWB00_002816.2, EWB00_002816.3
OG0004082	KAK4473541.1, KAK4473862.1	EWB00_001303.1, EWB00_001303.3, EWB00_001303.2
OG0004083	KAK4474295.1	EWB00_000060.1, EWB00_000060.4, EWB00_000060.2, EWB00_000060.3
OG0004084	KAK4476142.1	EWB00_008707, EWB00_008708
OG0004089	KAK4475210.1	EWB00_005436.1, EWB00_005436.2
OG0004090	KAK4468577.1	EWB00_001943
OG0004091	KAK4470132.1	EWB00_001617.1, EWB00_001617.2
OG0004092	KAK4475087.1	EWB00_008484.1, EWB00_008484.2
OG0004093	KAK4470851.1	EWB00_001231
OG0004094	KAK4473562.1	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2
OG0004095	KAK4474917.1	EWB00_000672
OG0004096	KAK4476129.1	EWB00_008843
OG0004097	KAK4471866.1	EWB00_011276
OG0004098	KAK4469601.1	EWB00_010752
OG0004099	KAK4474926.1	EWB00_003845.1, EWB00_003845.2
OG0004101	KAK4473394.1	EWB00_004724.1, EWB00_004724.2
OG0004102	KAK4468053.1	EWB00_004935
OG0004103	KAK4473811.1	EWB00_009552.1, EWB00_009552.2
OG0004104	KAK4473994.1	EWB00_004331
OG0004105	KAK4472940.1	EWB00_005014
OG0004106	KAK4467691.1	EWB00_011195
OG0004107	KAK4474811.1	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5
OG0004108	KAK4473438.1	EWB00_003248.1, EWB00_003248.2
OG0004109	KAK4473886.1	EWB00_007708
OG0004110	KAK4470669.1	EWB00_010947.1, EWB00_010947.2
OG0004111	KAK4467345.1, KAK4470431.1	EWB00_009000
OG0004112	KAK4474903.1	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3
OG0004113	KAK4473362.1	EWB00_007542
OG0004114	KAK4469672.1	EWB00_006787
OG0004115	KAK4474029.1	EWB00_004300
OG0004116	KAK4468108.1	EWB00_004504
OG0004117	KAK4475687.1	EWB00_009022
OG0004118	KAK4473501.1	EWB00_002822
OG0004119	KAK4473260.1	EWB00_000273.1, EWB00_000273.2
OG0004120	KAK4472351.1	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5
OG0004121	KAK4469699.1	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2
OG0004122	KAK4472979.1	EWB00_008041
OG0004123	KAK4474787.1	EWB00_003109.1, EWB00_003109.2
OG0004124	KAK4472790.1	EWB00_000636
OG0004125	KAK4470429.1	EWB00_009001
OG0004126	KAK4470405.1	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3
OG0004127	KAK4472204.1	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4
OG0004128	KAK4474879.1, KAK4474880.1	EWB00_000074
OG0004129	KAK4469631.1	EWB00_010809
OG0004130	KAK4470228.1	EWB00_002733
OG0004131	KAK4475483.1	EWB00_002434
OG0004132	KAK4468891.1	EWB00_003008
OG0004133	KAK4475507.1	EWB00_005752
OG0004134	KAK4474790.1	EWB00_003112, EWB00_003111
OG0004135	KAK4472269.1	EWB00_001767.2, EWB00_001767.1, EWB00_001767.3, EWB00_001767.4, EWB00_001767.5
OG0004136	KAK4471144.1	EWB00_005563
OG0004137	KAK4472403.1	EWB00_006076.1, EWB00_006076.2
OG0004138	KAK4469596.1	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2
OG0004139	KAK4472730.1	EWB00_002879.1, EWB00_002879.2
OG0004141	KAK4475160.1	EWB00_005479.1, EWB00_005479.2
OG0004142	KAK4468004.1	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3
OG0004143	KAK4476289.1	EWB00_008465
OG0004144	KAK4472038.1	EWB00_009878
OG0004145	KAK4471729.1	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3
OG0004146	KAK4472719.1	EWB00_002894
OG0004147	KAK4469962.1	EWB00_005249.1, EWB00_005249.2
OG0004148	KAK4474605.1	EWB00_004185, EWB00_004186.1, EWB00_004186.2
OG0004149	KAK4475559.1	EWB00_007888
OG0004150	KAK4474908.1	EWB00_000680, EWB00_000681
OG0004151	KAK4469738.1	EWB00_003570
OG0004152	KAK4475260.1	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2
OG0004153	KAK4475494.1	EWB00_008559
OG0004154	KAK4476017.1	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3
OG0004155	KAK4469315.1	EWB00_008075
OG0004156	KAK4471168.1	EWB00_003221
OG0004157	KAK4475010.1	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3
OG0004158	KAK4473559.1	EWB00_001800.4
OG0004159	KAK4471523.1	EWB00_006276.1, EWB00_006276.2
OG0004160	KAK4475868.1	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1
OG0004161	KAK4474702.1	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3
OG0004163	KAK4470484.1	EWB00_011032, EWB00_011034
OG0004164	KAK4474400.1	EWB00_004630
OG0004165	KAK4474174.1	EWB00_003376
OG0004166	KAK4475840.1	EWB00_006303.1, EWB00_006303.2
OG0004167	KAK4476233.1	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055
OG0004168	KAK4468492.1	EWB00_008571
OG0004169	KAK4472617.1	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4
OG0004170	KAK4470817.1	EWB00_007393.1, EWB00_007393.2
OG0004171	KAK4468663.1	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4
OG0004172	KAK4470777.1	EWB00_004558.1, EWB00_004558.2
OG0004173	KAK4472842.1	EWB00_000345.1, EWB00_000345.2
OG0004174	KAK4468808.1	EWB00_006920.2
