Orthogroup	schistosoma_mattheei	schistosoma_bovis
OG0003764	SMTH1_43470.1, SMTH1_43470.2	SBOV2_28630.4, SBOV2_28630.3, SBOV2_28630.1, SBOV2_28630.2
OG0003765	SMTH1_13350.1, SMTH1_13350.2, SMTH1_13350.4, SMTH1_13350.3, SMTH1_13350.5, SMTH1_13350.6	SBOV2_11770.1, SBOV2_11770.2
OG0003766	SMTH1_52010.1	SBOV2_46010.1
OG0003767	SMTH1_66880.1	SBOV2_59680.1, SBOV2_59680.2, SBOV2_59680.3
OG0003768	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3	SBOV2_1850.1
OG0003769	SMTH1_27770.1, SMTH1_27770.2	SBOV2_24580.1
OG0003770	SMTH1_78250.1	SBOV2_69920.1
OG0003771	SMTH1_7650.1	SBOV2_6620.1
OG0003772	SMTH1_53790.1, SMTH1_53780.1	SBOV2_47530.1, SBOV2_47530.2, SBOV2_47530.3
OG0003773	SMTH1_97960.1	SBOV2_87440.1
OG0003774	SMTH1_80470.1	SBOV2_71550.1, SBOV2_71550.2
OG0003775	SMTH1_78760.1	SBOV2_70240.3, SBOV2_70240.1, SBOV2_70240.4, SBOV2_70240.5, SBOV2_70240.2
OG0003776	SMTH1_8780.1	SBOV2_7720.1
OG0003777	SMTH1_64670.1, SMTH1_64680.1	SBOV2_57670.1
OG0003778	SMTH1_103070.1	SBOV2_91780.1
OG0003779	SMTH1_15220.1	SBOV2_13350.1, SBOV2_13350.2, SBOV2_13350.3, SBOV2_13350.4
OG0003780	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2	SBOV2_66240.1
OG0003781	SMTH1_29060.1, SMTH1_29060.2	SBOV2_41250.1
OG0003782	SMTH1_56230.1	SBOV2_49640.1, SBOV2_49640.3, SBOV2_49640.2
OG0003783	SMTH1_51380.1, SMTH1_51380.2	SBOV2_45360.1
OG0003784	SMTH1_51510.1	SBOV2_45490.2, SBOV2_45490.1, SBOV2_45490.3
OG0003785	SMTH1_49900.1, SMTH1_49910.1	SBOV2_44100.1, SBOV2_44100.2
OG0003786	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5	SBOV2_63180.1
OG0003787	SMTH1_23200.1	SBOV2_20420.1
OG0003788	SMTH1_79470.1	SBOV2_70750.1, SBOV2_70750.3, SBOV2_70750.2, SBOV2_70750.4, SBOV2_70750.5, SBOV2_70750.7, SBOV2_70750.6
OG0003789	SMTH1_9070.1	SBOV2_7420.1, SBOV2_7420.2, SBOV2_7420.3
OG0003790	SMTH1_33030.1	SBOV2_37810.1, SBOV2_37810.2
OG0003791	SMTH1_51690.1	SBOV2_45670.1
OG0003792	SMTH1_61600.1	SBOV2_49980.1, SBOV2_49980.2
OG0003793	SMTH1_51930.1, SMTH1_51930.2	SBOV2_45920.1
OG0003794	SMTH1_95020.1	SBOV2_84900.1
OG0003795	SMTH1_280.1	SBOV2_270.2, SBOV2_270.3, SBOV2_270.1, SBOV2_270.4, SBOV2_270.5, SBOV2_270.6
OG0003796	SMTH1_72860.1, SMTH1_72860.2	SBOV2_65050.1
OG0003797	SMTH1_84260.2	SBOV2_74860.2
OG0003797	SMTH1_84260.1	SBOV2_74860.1
OG0003798	SMTH1_16790.1	SBOV2_14740.1
OG0003799	SMTH1_90080.1, SMTH1_90070.1	SBOV2_80880.1, SBOV2_80880.2, SBOV2_80880.3
OG0003800	SMTH1_25970.1	SBOV2_22860.1
OG0003801	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2	SBOV2_52450.1
OG0003802	SMTH1_87120.2, SMTH1_87120.1	SBOV2_77440.1, SBOV2_77440.2
OG0003803	SMTH1_11340.1	SBOV2_9820.1
OG0003804	SMTH1_17170.1	SBOV2_15050.1
OG0003805	SMTH1_1170.1	SBOV2_1050.1, SBOV2_1050.2
OG0003806	SMTH1_8930.1	SBOV2_7570.1
OG0003807	SMTH1_40930.1	SBOV2_30650.1
OG0003808	SMTH1_88430.1	SBOV2_78570.1, SBOV2_78570.2, SBOV2_78570.3, SBOV2_78570.4
OG0003809	SMTH1_78630.1, SMTH1_78650.1	SBOV2_70160.1, SBOV2_70170.1, SBOV2_70160.2, SBOV2_70160.3
OG0003810	SMTH1_33360.3	SBOV2_37500.3
OG0003810	SMTH1_33360.1, SMTH1_33360.2	SBOV2_37500.2, SBOV2_37500.1
OG0003811	SMTH1_29770.1, SMTH1_29770.2	SBOV2_40660.1, SBOV2_40660.2, SBOV2_40660.3, SBOV2_40660.4
OG0003812	SMTH1_27650.1, SMTH1_27660.1	SBOV2_24460.1, SBOV2_24460.2
OG0003813	SMTH1_53910.1	SBOV2_84850.1
OG0003814	SMTH1_91350.1	SBOV2_81420.1
OG0003815	SMTH1_98900.1	SBOV2_89010.1, SBOV2_89010.3, SBOV2_89010.4, SBOV2_89010.5, SBOV2_89010.6, SBOV2_89010.2
OG0003816	SMTH1_66230.1, SMTH1_66230.2, SMTH1_66230.3	SBOV2_59140.1, SBOV2_59140.2, SBOV2_59140.3
OG0003817	SMTH1_66960.1	SBOV2_59760.1, SBOV2_59760.2
OG0003818	SMTH1_33750.1	SBOV2_37190.1, SBOV2_37190.2, SBOV2_37190.3
OG0003819	SMTH1_30960.1, SMTH1_30950.1	SBOV2_39670.1
OG0003820	SMTH1_46000.1, SMTH1_46300.1, SMTH1_46310.1	SBOV2_26550.1, SBOV2_26550.2, SBOV2_26560.1
OG0003821	SMTH1_13440.2, SMTH1_13440.1, SMTH1_13440.3, SMTH1_13440.4	SBOV2_11820.1, SBOV2_11840.1
OG0003822	SMTH1_103660.2	SBOV2_92380.2
OG0003822	SMTH1_103660.3	SBOV2_92380.5
OG0003827	SMTH1_33190.1, SMTH1_33200.1	SBOV2_37650.1
OG0003828	SMTH1_41040.1, SMTH1_41050.1	SBOV2_30080.1, SBOV2_30080.2
OG0003829	SMTH1_8160.1, SMTH1_8160.3, SMTH1_8160.2	SBOV2_6940.1
OG0003830	SMTH1_12660.1, SMTH1_12660.3	SBOV2_11110.1, SBOV2_11110.2
OG0003831	SMTH1_106100.1	SBOV2_94610.1
OG0003832	SMTH1_106060.1	SBOV2_94560.1
OG0003833	SMTH1_50020.1	SBOV2_44210.1
OG0003834	SMTH1_3600.1, SMTH1_3600.2	SBOV2_3080.1
OG0003835	SMTH1_17600.1	SBOV2_15450.1, SBOV2_15450.2
OG0003836	SMTH1_33170.1	SBOV2_37680.1, SBOV2_37680.2
OG0003837	SMTH1_44850.1	SBOV2_27590.1
OG0003838	SMTH1_15640.1	SBOV2_13760.1, SBOV2_13760.2
OG0003839	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2	SBOV2_11700.1, SBOV2_11710.1
OG0003840	SMTH1_46280.1, SMTH1_46320.1	SBOV2_26540.1
OG0003841	SMTH1_42360.1, SMTH1_42360.2	SBOV2_29430.1, SBOV2_29430.2
OG0003842	SMTH1_33510.2, SMTH1_33510.1	SBOV2_37350.1
OG0003843	SMTH1_9370.1	SBOV2_7180.1
OG0003844	SMTH1_36610.1, SMTH1_36620.1	SBOV2_34680.1, SBOV2_34680.2, SBOV2_34680.3
OG0003845	SMTH1_102110.1	SBOV2_90990.1
OG0003846	SMTH1_5290.1, SMTH1_5290.2	SBOV2_4640.1, SBOV2_4640.2, SBOV2_4640.3, SBOV2_4640.4
OG0003847	SMTH1_68540.1	SBOV2_61220.1, SBOV2_61220.2
OG0003848	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3	SBOV2_84800.1, SBOV2_84800.2
OG0003849	SMTH1_21800.1	SBOV2_19230.1
OG0003850	SMTH1_32690.1	SBOV2_38150.1, SBOV2_38150.2
OG0003851	SMTH1_69910.1	SBOV2_62460.1
OG0003852	SMTH1_103700.1	SBOV2_92410.1
OG0003853	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3	SBOV2_95570.1
OG0003854	SMTH1_74010.1	SBOV2_66180.1
OG0003855	SMTH1_48590.1	SBOV2_27000.1
OG0003856	SMTH1_94530.1	SBOV2_84470.1, SBOV2_84470.2
OG0003857	SMTH1_42770.1	SBOV2_29110.1, SBOV2_29110.2, SBOV2_29110.3, SBOV2_29110.4
OG0003858	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3	SBOV2_35210.1, SBOV2_35210.3
OG0003859	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3	SBOV2_62810.1, SBOV2_62810.2, SBOV2_62810.3, SBOV2_62810.4, SBOV2_62810.5
OG0003860	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1	SBOV2_28660.2
OG0003861	SMTH1_41680.1	SBOV2_29990.1
OG0003862	SMTH1_31930.1	SBOV2_38810.1, SBOV2_38810.2, SBOV2_38810.4, SBOV2_38810.3, SBOV2_38810.5, SBOV2_38810.6
OG0003863	SMTH1_25220.1, SMTH1_25220.2	SBOV2_22250.2, SBOV2_22250.3
OG0003864	SMTH1_84520.6, SMTH1_84520.1, SMTH1_84520.2, SMTH1_84520.3, SMTH1_84520.4, SMTH1_84520.5	SBOV2_75030.1
OG0003865	SMTH1_103860.1	SBOV2_92530.1
OG0003866	SMTH1_45030.1, SMTH1_45030.2	SBOV2_27410.1
OG0003867	SMTH1_52820.2	SBOV2_46670.2
OG0003867	SMTH1_52820.1	SBOV2_46670.3, SBOV2_46670.4
OG0003868	SMTH1_67860.1	SBOV2_60620.1, SBOV2_60620.2
OG0003869	SMTH1_46470.1	SBOV2_26190.1
OG0003870	SMTH1_103610.1	SBOV2_92310.1, SBOV2_92310.3, SBOV2_92310.4, SBOV2_92310.2, SBOV2_92310.5
OG0003871	SMTH1_33900.1	SBOV2_37050.1, SBOV2_37050.2
OG0003872	SMTH1_62710.1	SBOV2_55840.1, SBOV2_55820.1
OG0003873	SMTH1_91170.1, SMTH1_91160.1	SBOV2_79820.1
OG0003874	SMTH1_48550.1	SBOV2_42770.1, SBOV2_42770.3, SBOV2_42770.4, SBOV2_42770.2
OG0003875	SMTH1_25980.1	SBOV2_22870.1
OG0003876	SMTH1_44020.1	SBOV2_28230.1, SBOV2_28230.2
OG0003877	SMTH1_69200.1, SMTH1_69200.2	SBOV2_61780.1
OG0003878	SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3	SBOV2_61790.3, SBOV2_61790.4, SBOV2_61790.1, SBOV2_61790.2
OG0003879	SMTH1_89530.1	SBOV2_79570.1
OG0003880	SMTH1_100780.1	SBOV2_89840.2, SBOV2_89840.4, SBOV2_89840.1, SBOV2_89840.3
OG0003881	SMTH1_67650.1	SBOV2_60430.1
OG0003882	SMTH1_103850.1	SBOV2_92520.1
OG0003883	SMTH1_67570.1	SBOV2_60340.1
OG0003884	SMTH1_26940.1, SMTH1_26940.2	SBOV2_23740.1
OG0003885	SMTH1_96210.1	SBOV2_85840.1
OG0003886	SMTH1_42390.1, SMTH1_42380.1	SBOV2_29420.1
OG0003887	SMTH1_98020.1	SBOV2_87500.1, SBOV2_87500.2
OG0003888	SMTH1_100480.1, SMTH1_100470.1	SBOV2_87650.3, SBOV2_87650.1, SBOV2_87650.2
OG0003889	SMTH1_84060.1	SBOV2_74700.1
OG0003890	SMTH1_23020.1	SBOV2_20270.1, SBOV2_20270.3, SBOV2_20270.2
OG0003891	SMTH1_15670.1	SBOV2_13790.1, SBOV2_13800.1
OG0003892	SMTH1_97930.1, SMTH1_97930.2	SBOV2_87420.3, SBOV2_87420.1, SBOV2_87420.2
OG0003893	SMTH1_7330.1	SBOV2_6330.1
OG0003894	SMTH1_13130.2, SMTH1_13130.1	SBOV2_11560.3, SBOV2_11560.1, SBOV2_11560.2
OG0003895	SMTH1_58380.1	SBOV2_53180.1
OG0003896	SMTH1_58920.1, SMTH1_58920.2	SBOV2_52720.2
OG0003897	SMTH1_32530.1	SBOV2_38290.1
OG0003899	SMTH1_58400.1, SMTH1_58410.1	SBOV2_53160.1, SBOV2_53160.2
OG0003900	SMTH1_76310.1	SBOV2_68210.1
OG0003901	SMTH1_76290.1	SBOV2_68200.1
OG0003902	SMTH1_97570.1	SBOV2_87070.1, SBOV2_87070.2
OG0003903	SMTH1_76120.1	SBOV2_68090.2, SBOV2_68090.3, SBOV2_68090.1
OG0003904	SMTH1_75400.1	SBOV2_67450.1
OG0003905	SMTH1_104910.1	SBOV2_93470.1, SBOV2_93470.2
OG0003906	SMTH1_9250.1	SBOV2_7290.4, SBOV2_7290.6, SBOV2_7290.8, SBOV2_7290.2, SBOV2_7290.5, SBOV2_7290.3, SBOV2_7290.7, SBOV2_7290.9
OG0003907	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3	SBOV2_380.1
OG0003908	SMTH1_24740.1, SMTH1_24750.1	SBOV2_21770.1
OG0003909	SMTH1_39990.1	SBOV2_31570.1
OG0003910	SMTH1_62390.1, SMTH1_62390.2	SBOV2_55480.1, SBOV2_55480.2
OG0003911	SMTH1_45690.1	SBOV2_26870.1
OG0003912	SMTH1_88340.1, SMTH1_88340.2	SBOV2_78490.1
OG0003913	SMTH1_34190.1	SBOV2_36820.1
OG0003914	SMTH1_77090.1, SMTH1_77100.1	SBOV2_69010.1
OG0003915	SMTH1_77110.1	SBOV2_69000.1, SBOV2_69000.2
OG0003916	SMTH1_92860.1	SBOV2_82920.1
OG0003917	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3	SBOV2_14130.1, SBOV2_14130.2
OG0003918	SMTH1_55740.1, SMTH1_55740.2	SBOV2_49180.1, SBOV2_49180.2
OG0003919	SMTH1_37910.1	SBOV2_33540.1
OG0003920	SMTH1_18550.1	SBOV2_16260.1, SBOV2_16260.2
OG0003921	SMTH1_77610.1	SBOV2_69450.1
OG0003921	SMTH1_77610.1	SBOV2_69450.2
OG0003922	SMTH1_75320.1	SBOV2_67350.1, SBOV2_67350.2
OG0003923	SMTH1_27400.1	SBOV2_24170.1
OG0003923	SMTH1_27400.2	SBOV2_24170.1
OG0003924	SMTH1_62340.1	SBOV2_55430.1
OG0003925	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3	SBOV2_52940.1
OG0003926	SMTH1_28160.1	SBOV2_24940.1
OG0003927	SMTH1_76390.1	SBOV2_68290.3, SBOV2_68290.4, SBOV2_68290.1, SBOV2_68290.2
OG0003928	SMTH1_45660.1	SBOV2_26900.1
OG0003929	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3	SBOV2_44870.1, SBOV2_44870.2, SBOV2_44870.3, SBOV2_44870.4, SBOV2_44870.5, SBOV2_44870.6
OG0003930	SMTH1_89330.1	SBOV2_79370.1
OG0003931	SMTH1_58780.1	SBOV2_52850.1
OG0003932	SMTH1_16410.1, SMTH1_16410.2	SBOV2_14400.3, SBOV2_14400.1, SBOV2_14400.2
OG0003933	SMTH1_50040.1	SBOV2_44230.1
OG0003934	SMTH1_440.1	SBOV2_400.1
OG0003935	SMTH1_16030.1	SBOV2_14080.1
OG0003936	SMTH1_7580.1	SBOV2_6550.1
OG0003937	SMTH1_53250.1, SMTH1_53240.1	SBOV2_47070.1, SBOV2_47070.2, SBOV2_47070.6, SBOV2_47070.3, SBOV2_47070.4, SBOV2_47070.5, SBOV2_47080.1
OG0003938	SMTH1_81210.1, SMTH1_81220.1	SBOV2_72210.1, SBOV2_72210.2, SBOV2_72210.3, SBOV2_72210.4
OG0003939	SMTH1_93750.1, SMTH1_93750.2, SMTH1_93750.3	SBOV2_83830.1
OG0003940	SMTH1_14400.1	SBOV2_12660.1
OG0003941	SMTH1_4910.1	SBOV2_4290.1
OG0003942	SMTH1_51180.1, SMTH1_51190.1	SBOV2_45190.1
OG0003943	SMTH1_51750.1	SBOV2_45720.1
OG0003944	SMTH1_51740.1	SBOV2_45710.2, SBOV2_45710.1
OG0003945	SMTH1_97180.1, SMTH1_97190.1	SBOV2_86740.1
OG0003946	SMTH1_27490.1	SBOV2_24250.1
OG0003947	SMTH1_45300.1	SBOV2_27210.1, SBOV2_27210.2
OG0003948	SMTH1_63010.1	SBOV2_56540.1, SBOV2_56120.1
OG0003948	SMTH1_63000.1	SBOV2_56550.1
OG0003949	SMTH1_60330.1	SBOV2_51440.1
OG0003950	SMTH1_7430.1	SBOV2_6420.2, SBOV2_6420.1, SBOV2_6420.3
OG0003951	SMTH1_54330.1	SBOV2_47990.1
OG0003952	SMTH1_100150.1	SBOV2_87930.1
OG0003953	SMTH1_91210.1	SBOV2_79840.1, SBOV2_79840.2, SBOV2_79840.3
OG0003954	SMTH1_67940.1, SMTH1_67980.1	SBOV2_60750.1
OG0003954	SMTH1_67970.1	SBOV2_60710.1, SBOV2_60710.2
OG0003955	SMTH1_55580.1	SBOV2_49060.1, SBOV2_49060.2
OG0003956	SMTH1_69870.1	SBOV2_62430.1
OG0003957	SMTH1_38650.1	SBOV2_32830.1
OG0003958	SMTH1_28680.1	SBOV2_25410.1, SBOV2_25410.2
OG0003959	SMTH1_13230.1, SMTH1_13230.2, SMTH1_13230.3	SBOV2_11660.2, SBOV2_11660.1, SBOV2_11660.3, SBOV2_11660.4
OG0003960	SMTH1_57520.1	SBOV2_53980.1, SBOV2_53980.2, SBOV2_53980.3
OG0003961	SMTH1_79590.1	SBOV2_70870.2, SBOV2_70870.1
OG0003962	SMTH1_33650.1, SMTH1_33650.2	SBOV2_37260.3, SBOV2_37260.4, SBOV2_37260.2
OG0003963	SMTH1_21230.1	SBOV2_18650.1
OG0003964	SMTH1_19470.1	SBOV2_17070.1
OG0003964	SMTH1_19470.2, SMTH1_19470.3	SBOV2_17080.1
OG0003965	SMTH1_30380.1, SMTH1_30380.2, SMTH1_30390.1, SMTH1_30390.2	SBOV2_40130.1, SBOV2_40130.2
OG0003966	SMTH1_9300.1	SBOV2_7240.1, SBOV2_7240.2
OG0003967	SMTH1_47200.1, SMTH1_47210.1, SMTH1_47190.1, SMTH1_47220.1	SBOV2_41540.1
OG0003968	SMTH1_3890.1, SMTH1_3890.2, SMTH1_3890.3, SMTH1_3890.4	SBOV2_3350.1, SBOV2_3350.2, SBOV2_3350.3
OG0003969	SMTH1_93160.1	SBOV2_83260.1, SBOV2_83220.1
OG0003970	SMTH1_102550.1	SBOV2_91340.1
OG0003971	SMTH1_70010.1	SBOV2_62560.1
OG0003972	SMTH1_34700.1	SBOV2_36410.1, SBOV2_36410.2
OG0003973	SMTH1_106800.1, SMTH1_106800.2	SBOV2_95480.1
OG0003974	SMTH1_59850.1, SMTH1_59850.2	SBOV2_51920.1
OG0003975	SMTH1_43280.1, SMTH1_43270.1	SBOV2_28750.1, SBOV2_28750.2
OG0003976	SMTH1_28000.1, SMTH1_28000.2	SBOV2_24760.2, SBOV2_24760.1, SBOV2_24760.3
OG0003977	SMTH1_59620.1	SBOV2_52110.3, SBOV2_52110.2, SBOV2_52110.4, SBOV2_52110.1
OG0003978	SMTH1_54070.1, SMTH1_54070.2	SBOV2_47780.1, SBOV2_47780.2
OG0003979	SMTH1_15700.1, SMTH1_15700.2	SBOV2_95980.1, SBOV2_13840.1
OG0003980	SMTH1_102960.3, SMTH1_102960.1, SMTH1_102960.2	SBOV2_91870.1
OG0003981	SMTH1_26040.1	SBOV2_22930.1
OG0003982	SMTH1_73150.1	SBOV2_65390.1, SBOV2_65390.2
OG0003983	SMTH1_67670.1	SBOV2_60450.1, SBOV2_60450.2, SBOV2_60450.3
OG0003984	SMTH1_10780.2, SMTH1_10780.3, SMTH1_10780.4, SMTH1_10780.5	SBOV2_9350.1, SBOV2_9350.2, SBOV2_9350.3
OG0003984	SMTH1_10780.1	SBOV2_9420.1
OG0003985	SMTH1_72820.1	SBOV2_65030.1
OG0003986	SMTH1_73330.1	SBOV2_65540.1, SBOV2_65540.2, SBOV2_65610.1, SBOV2_65610.2
OG0003987	SMTH1_8960.1, SMTH1_8960.2	SBOV2_7540.1, SBOV2_7540.2, SBOV2_7540.3
OG0003988	SMTH1_41810.1	SBOV2_29880.1
OG0003989	SMTH1_65090.1	SBOV2_58050.1, SBOV2_58050.2
OG0003990	SMTH1_54820.1	SBOV2_48430.1
OG0003991	SMTH1_16540.1	SBOV2_14540.1
OG0003992	SMTH1_34820.1, SMTH1_34820.2	SBOV2_36280.1
OG0003993	SMTH1_84810.1	SBOV2_75280.2, SBOV2_75280.4, SBOV2_75280.1, SBOV2_75280.3, SBOV2_75280.5, SBOV2_75280.6
OG0003994	SMTH1_45750.1	SBOV2_26800.1, SBOV2_26800.2
OG0003995	SMTH1_97710.1, SMTH1_97710.2	SBOV2_87200.1, SBOV2_87200.2
OG0003996	SMTH1_60300.1	SBOV2_51470.1
OG0003997	SMTH1_19740.1	SBOV2_17350.1, SBOV2_17350.3, SBOV2_17350.2
OG0003998	SMTH1_16220.1	SBOV2_14260.7, SBOV2_14260.1, SBOV2_14260.5, SBOV2_14260.3, SBOV2_14260.4, SBOV2_14260.6
OG0003998	SMTH1_16230.1	SBOV2_14260.2
OG0003999	SMTH1_24790.1	SBOV2_21820.1
OG0004000	SMTH1_71900.2, SMTH1_71900.7, SMTH1_71900.4, SMTH1_71900.1, SMTH1_71900.3, SMTH1_71900.5, SMTH1_71900.6	SBOV2_64220.1
OG0004001	SMTH1_52120.1, SMTH1_52120.2, SMTH1_52120.3	SBOV2_46110.2, SBOV2_46110.1, SBOV2_46110.4, SBOV2_46110.3
OG0004003	SMTH1_36680.1, SMTH1_36680.2	SBOV2_34640.1, SBOV2_34640.2, SBOV2_34640.3
OG0004004	SMTH1_77740.1	SBOV2_69550.1
OG0004005	SMTH1_42220.1	SBOV2_29560.1
OG0004006	SMTH1_36440.1, SMTH1_36440.2	SBOV2_34840.1, SBOV2_34840.2
OG0004007	SMTH1_79410.1, SMTH1_79400.1	SBOV2_70710.1
OG0004008	SMTH1_28340.1, SMTH1_28340.2	SBOV2_25120.4, SBOV2_25120.1, SBOV2_25120.2, SBOV2_25120.3
OG0004009	SMTH1_105880.1	SBOV2_94400.1, SBOV2_94390.1
OG0004010	SMTH1_25460.1	SBOV2_22390.1
OG0004011	SMTH1_86010.1	SBOV2_76360.1
OG0004012	SMTH1_59740.1	SBOV2_51980.1
OG0004012	SMTH1_59730.1	SBOV2_51990.1
OG0004013	SMTH1_72960.1, SMTH1_72960.3, SMTH1_72960.2	SBOV2_65190.1
OG0004014	SMTH1_94240.1	SBOV2_84200.1
OG0004015	SMTH1_104770.1	SBOV2_93320.1
OG0004016	SMTH1_1780.1	SBOV2_1480.1
OG0004017	SMTH1_8380.2	SBOV2_8050.2
OG0004017	SMTH1_8380.2	SBOV2_8050.4
OG0004017	SMTH1_8380.1	SBOV2_8050.1
OG0004017	SMTH1_8380.1	SBOV2_8050.3
OG0004018	SMTH1_96190.1	SBOV2_85830.1
OG0004019	SMTH1_96860.1, SMTH1_96850.1	SBOV2_86440.1
OG0004021	SMTH1_98890.1	SBOV2_89020.1
OG0004022	SMTH1_98380.1, SMTH1_98380.2	SBOV2_89450.1, SBOV2_89450.2, SBOV2_89450.3, SBOV2_89450.4
OG0004023	SMTH1_66970.1	SBOV2_59770.1, SBOV2_59770.2, SBOV2_59770.3, SBOV2_59770.4, SBOV2_59770.5
OG0004024	SMTH1_1400.1, SMTH1_1400.2	SBOV2_1240.1
OG0004025	SMTH1_24050.1, SMTH1_24050.2	SBOV2_20980.1, SBOV2_20980.2
OG0004026	SMTH1_42920.3, SMTH1_42920.2, SMTH1_42920.1, SMTH1_42920.4, SMTH1_42920.5, SMTH1_42920.6	SBOV2_29010.1, SBOV2_29010.2, SBOV2_29010.3, SBOV2_29010.4
OG0004027	SMTH1_85300.1	SBOV2_75780.1
OG0004028	SMTH1_45730.1	SBOV2_26820.1, SBOV2_26820.2
OG0004029	SMTH1_77530.1	SBOV2_69380.1
OG0004030	SMTH1_20590.1	SBOV2_18070.1, SBOV2_18070.3, SBOV2_18070.4, SBOV2_18070.5
OG0004031	SMTH1_36070.1, SMTH1_36070.2	SBOV2_35170.1, SBOV2_35170.2, SBOV2_35170.3, SBOV2_35170.4, SBOV2_35170.5
OG0004032	SMTH1_15940.1	SBOV2_14010.2, SBOV2_14010.4, SBOV2_14010.1, SBOV2_14010.3
OG0004033	SMTH1_44950.1, SMTH1_44950.3, SMTH1_44950.2, SMTH1_44950.4	SBOV2_27490.1
OG0004034	SMTH1_101870.1	SBOV2_90810.1
OG0004035	SMTH1_98640.1, SMTH1_98640.3, SMTH1_98640.2	SBOV2_89250.1, SBOV2_89250.2
OG0004036	SMTH1_42260.1	SBOV2_29520.1
OG0004036	SMTH1_42260.2	SBOV2_29520.2
OG0004037	SMTH1_980.1	SBOV2_860.1
OG0004038	SMTH1_53930.1, SMTH1_53930.2	SBOV2_47650.1, SBOV2_47650.2
OG0004039	SMTH1_77940.1	SBOV2_69700.1
OG0004040	SMTH1_59430.1, SMTH1_59430.2	SBOV2_52290.1, SBOV2_52290.2, SBOV2_52290.4, SBOV2_52290.5, SBOV2_52290.6, SBOV2_52290.3
OG0004041	SMTH1_46270.1	SBOV2_26330.1
OG0004042	SMTH1_73970.1, SMTH1_73970.2	SBOV2_66140.1
OG0004044	SMTH1_25530.1	SBOV2_22460.1
OG0004045	SMTH1_360.1, SMTH1_360.2	SBOV2_340.1
OG0004047	SMTH1_47520.1, SMTH1_47520.2	SBOV2_41830.1, SBOV2_41830.2
OG0004048	SMTH1_67030.1	SBOV2_59850.1
OG0004049	SMTH1_105060.1	SBOV2_93630.1
OG0004050	SMTH1_86650.1	SBOV2_76970.1
OG0004051	SMTH1_70680.1, SMTH1_70680.2, SMTH1_70680.3	SBOV2_63090.1, SBOV2_63090.2
OG0004052	SMTH1_64830.3, SMTH1_64830.4, SMTH1_64830.2, SMTH1_64830.1	SBOV2_57830.1
OG0004053	SMTH1_98760.1, SMTH1_98760.2	SBOV2_89140.1
OG0004054	SMTH1_79540.1	SBOV2_70810.2, SBOV2_70810.1
OG0004055	SMTH1_12910.1	SBOV2_11340.1
OG0004056	SMTH1_53850.1	SBOV2_47580.1, SBOV2_47580.2, SBOV2_47580.3
OG0004057	SMTH1_55380.1	SBOV2_48880.1
OG0004058	SMTH1_82680.1	SBOV2_73440.1, SBOV2_73440.2
OG0004059	SMTH1_66950.1	SBOV2_59750.1
OG0004060	SMTH1_3950.1	SBOV2_3430.1, SBOV2_3430.2, SBOV2_3430.3
OG0004061	SMTH1_97620.1, SMTH1_97620.2	SBOV2_87120.3, SBOV2_87120.1, SBOV2_87120.2, SBOV2_87120.4
OG0004062	SMTH1_97610.1, SMTH1_97610.2, SMTH1_97610.3, SMTH1_97610.4, SMTH1_97610.5	SBOV2_87110.1, SBOV2_87110.2, SBOV2_87110.3
OG0004063	SMTH1_570.1, SMTH1_570.2, SMTH1_570.3, SMTH1_570.4, SMTH1_570.5	SBOV2_490.2, SBOV2_490.1
OG0004065	SMTH1_15170.1	SBOV2_13300.1, SBOV2_13300.2, SBOV2_13300.10, SBOV2_13300.3, SBOV2_13300.5, SBOV2_13300.6, SBOV2_13300.8, SBOV2_13300.4, SBOV2_13300.7, SBOV2_13300.9
OG0004067	SMTH1_15250.1	SBOV2_13370.1, SBOV2_13370.2
OG0004068	SMTH1_83430.1	SBOV2_74110.1
OG0004069	SMTH1_62790.1, SMTH1_98980.1, SMTH1_98980.2, SMTH1_9900.1	SBOV2_55910.1
OG0004071	SMTH1_103130.1	SBOV2_91710.1
OG0004071	SMTH1_24300.1	SBOV2_21380.1
OG0004072	SMTH1_39920.1	SBOV2_31620.1, SBOV2_31620.3
OG0004073	SMTH1_76740.1	SBOV2_68630.1
OG0004074	SMTH1_105530.1, SMTH1_105530.2	SBOV2_94100.1, SBOV2_94100.2
