Orthogroup	schistosoma_mattheei	s.mekongi
OG0003874	SMTH1_48550.1	KAK4473576.1
OG0003875	SMTH1_25980.1	KAK4473327.1
OG0003876	SMTH1_44020.1	KAK4473721.1
OG0003877	SMTH1_69200.1, SMTH1_69200.2	KAK4471744.1
OG0003878	SMTH1_69210.1, SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3	KAK4471742.1
OG0003879	SMTH1_89530.1	KAK4470075.1
OG0003880	SMTH1_100780.1	KAK4467540.1
OG0003881	SMTH1_67650.1	KAK4471912.1
OG0003882	SMTH1_103850.1	KAK4467823.1
OG0003883	SMTH1_67570.1	KAK4471902.1
OG0003884	SMTH1_26940.1, SMTH1_26940.2	KAK4473061.1
OG0003885	SMTH1_96210.1	KAK4468810.1
OG0003886	SMTH1_42390.1, SMTH1_42380.1	KAK4473944.1
OG0003887	SMTH1_98020.1	KAK4468687.1, KAK4468686.1
OG0003888	SMTH1_100480.1, SMTH1_100470.1	KAK4468941.1
OG0003889	SMTH1_84060.1	KAK4470533.1
OG0003890	SMTH1_23020.1	KAK4475346.1
OG0003891	SMTH1_15670.1	KAK4474505.1
OG0003894	SMTH1_13130.2, SMTH1_13130.1	KAK4467245.1
OG0003895	SMTH1_58380.1	KAK4469680.1
OG0003896	SMTH1_58920.1, SMTH1_58920.2	KAK4469507.1
OG0003897	SMTH1_32530.1	KAK4472775.1
OG0003899	SMTH1_58400.1, SMTH1_58410.1	KAK4469679.1
OG0003900	SMTH1_76320.1, SMTH1_76310.1	KAK4471688.1
OG0003901	SMTH1_76290.1	KAK4471700.1
OG0003902	SMTH1_97570.1	KAK4468768.1
OG0003903	SMTH1_76120.1	KAK4471061.1
OG0003904	SMTH1_75400.1	KAK4471544.1
OG0003905	SMTH1_104910.1	KAK4467776.1
OG0003906	SMTH1_9250.1	KAK4476127.1
OG0003907	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3	KAK4475512.1
OG0003908	SMTH1_24740.1, SMTH1_24750.1	KAK4475487.1
OG0003910	SMTH1_62390.1, SMTH1_62390.2	KAK4469942.1
OG0003911	SMTH1_45690.1	KAK4473595.1
OG0003912	SMTH1_88340.1, SMTH1_88340.2	KAK4470946.1
OG0003913	SMTH1_34190.1	KAK4472713.1
OG0003914	SMTH1_77090.1, SMTH1_77100.1	KAK4472122.1
OG0003915	SMTH1_77110.1	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1
OG0003916	SMTH1_92860.1	KAK4468036.1
OG0003917	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3	KAK4474585.1, KAK4467384.1, KAK4467385.1
OG0003918	SMTH1_55740.1, SMTH1_55740.2	KAK4469204.1
OG0003919	SMTH1_37910.1	KAK4472259.1
OG0003920	SMTH1_18550.1	KAK4474850.1, KAK4474849.1
OG0003921	SMTH1_77610.1	KAK4470392.1
OG0003922	SMTH1_75320.1	KAK4471552.1
OG0003923	SMTH1_27400.1, SMTH1_27400.2	KAK4473174.1
OG0003924	SMTH1_62340.1	KAK4469947.1
OG0003925	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3	KAK4469481.1
OG0003926	SMTH1_28160.1	KAK4473245.1
OG0003927	SMTH1_76390.1	KAK4471613.1, KAK4471602.1
OG0003928	SMTH1_45660.1	KAK4473599.1, KAK4473598.1
OG0003929	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3	KAK4469152.1
OG0003930	SMTH1_89330.1	KAK4470058.1
OG0003931	SMTH1_58780.1	KAK4469472.1
OG0003933	SMTH1_50040.1	KAK4472343.1
OG0003934	SMTH1_440.1	KAK4474458.1
OG0003935	SMTH1_16030.1	KAK4474586.1
OG0003936	SMTH1_7580.1	KAK4474234.1, KAK4474233.1
OG0003937	SMTH1_53250.1, SMTH1_53240.1	KAK4469622.1
OG0003938	SMTH1_81210.1, SMTH1_81220.1	KAK4470310.1
OG0003940	SMTH1_14400.1	KAK4474709.1
OG0003941	SMTH1_4900.1	KAK4467508.1, KAK4475708.1
OG0003941	SMTH1_4910.1	KAK4467507.1, KAK4475709.1
OG0003942	SMTH1_51180.1, SMTH1_51190.1	KAK4469602.1
OG0003943	SMTH1_51750.1	KAK4469164.1
OG0003944	SMTH1_51740.1	KAK4469175.1
OG0003945	SMTH1_97180.1, SMTH1_97190.1	KAK4468739.1
OG0003946	SMTH1_27490.1	KAK4473182.1
OG0003947	SMTH1_45300.1, SMTH1_45310.1	KAK4473629.1
OG0003948	SMTH1_63010.1, SMTH1_63030.1, SMTH1_63000.1	KAK4469790.1
OG0003949	SMTH1_60330.1	KAK4469896.1
OG0003950	SMTH1_7430.1	KAK4475967.1
OG0003951	SMTH1_54320.1, SMTH1_54330.1	KAK4469318.1
OG0003952	SMTH1_100150.1	KAK4468515.1
OG0003953	SMTH1_91210.1	KAK4467979.1
OG0003954	SMTH1_67940.1, SMTH1_67980.1, SMTH1_67970.1	KAK4471945.1
OG0003955	SMTH1_55580.1	KAK4469215.1
OG0003956	SMTH1_69870.1	KAK4471678.1
OG0003957	SMTH1_38650.1	KAK4474161.1
OG0003958	SMTH1_28680.1	KAK4472852.1
OG0003959	SMTH1_13230.1, SMTH1_13230.2, SMTH1_13230.3	KAK4474422.1
OG0003960	SMTH1_57520.1	KAK4469154.1
OG0003961	SMTH1_79590.1	KAK4468327.1
OG0003962	SMTH1_33650.3, SMTH1_33650.1, SMTH1_33650.2	KAK4472497.1
OG0003963	SMTH1_21230.1	KAK4475106.1
OG0003965	SMTH1_30380.1, SMTH1_30380.2, SMTH1_30390.1, SMTH1_30390.2	KAK4473090.1
OG0003966	SMTH1_9300.1	KAK4476122.1
OG0003967	SMTH1_47200.1, SMTH1_47210.1, SMTH1_47190.1, SMTH1_47220.1	KAK4473470.1
OG0003968	SMTH1_3890.1, SMTH1_3890.2, SMTH1_3890.3, SMTH1_3890.4	KAK4475622.1
OG0003969	SMTH1_93160.1, SMTH1_93150.1	KAK4468012.1, KAK4468013.1
OG0003970	SMTH1_102550.1	KAK4468794.1
OG0003971	SMTH1_70010.1	KAK4471664.1
OG0003972	SMTH1_34700.1	KAK4472667.1
OG0003973	SMTH1_106800.1, SMTH1_106800.2	KAK4467846.1
OG0003974	SMTH1_59850.1, SMTH1_59850.2	KAK4469368.1
OG0003975	SMTH1_43280.1, SMTH1_43270.1	KAK4473769.1
OG0003976	SMTH1_28000.1, SMTH1_28000.2	KAK4473229.1
OG0003977	SMTH1_59620.1	KAK4469352.1
OG0003978	SMTH1_54070.1, SMTH1_54070.2	KAK4469559.1
OG0003979	SMTH1_15700.1, SMTH1_15700.2	KAK4474501.1
OG0003980	SMTH1_102960.3, SMTH1_102960.1, SMTH1_102960.2	KAK4467547.1, KAK4467936.1
OG0003982	SMTH1_73150.1	KAK4471286.1
OG0003983	SMTH1_67670.1	KAK4471914.1
OG0003984	SMTH1_10780.2, SMTH1_10780.3, SMTH1_10780.4, SMTH1_10780.5, SMTH1_10780.1	KAK4476165.1
OG0003985	SMTH1_72820.1	KAK4471256.1
OG0003986	SMTH1_73330.1	KAK4471328.1
OG0003987	SMTH1_8960.1, SMTH1_8960.2	KAK4476110.1
OG0003988	SMTH1_41810.1	KAK4473896.1
OG0003989	SMTH1_65090.1	KAK4472114.1
OG0003990	SMTH1_54820.1	KAK4469283.1
OG0003991	SMTH1_16540.1	KAK4474615.1
OG0003992	SMTH1_34820.1, SMTH1_34820.2	KAK4472657.1
OG0003993	SMTH1_84800.1, SMTH1_84810.1	KAK4470689.1
OG0003994	SMTH1_45750.1	KAK4472917.1
OG0003995	SMTH1_97710.1, SMTH1_97710.2	KAK4468709.1
OG0003996	SMTH1_60300.1	KAK4469899.1
OG0003997	SMTH1_19740.1	KAK4474959.1
OG0003998	SMTH1_16220.1, SMTH1_16230.1	KAK4474572.1
OG0003999	SMTH1_24790.1	KAK4475491.1
OG0004001	SMTH1_52120.1, SMTH1_52120.2, SMTH1_52120.3	KAK4469040.1
OG0004002	SMTH1_84730.1, SMTH1_84730.2	KAK4470685.1
OG0004003	SMTH1_36680.1, SMTH1_36680.2	KAK4472380.1
OG0004004	SMTH1_77740.1	KAK4469995.1
OG0004005	SMTH1_42220.1	KAK4473927.1
OG0004006	SMTH1_36440.1, SMTH1_36440.2	KAK4472502.1
OG0004007	SMTH1_79410.1, SMTH1_79400.1	KAK4470223.1
OG0004008	SMTH1_28340.1, SMTH1_28340.2	KAK4473266.1
OG0004010	SMTH1_25460.1	KAK4473369.1
OG0004011	SMTH1_86010.1	KAK4470397.1
OG0004012	SMTH1_59740.1	KAK4469361.1
OG0004013	SMTH1_72960.1, SMTH1_72960.3, SMTH1_72960.2	KAK4471273.1
OG0004014	SMTH1_94240.1	KAK4468149.1
OG0004015	SMTH1_104770.1	KAK4467698.1
OG0004016	SMTH1_1780.1	KAK4474609.1
OG0004017	SMTH1_8380.2	KAK4476193.1
OG0004018	SMTH1_96190.1	KAK4468809.1
OG0004019	SMTH1_96860.1, SMTH1_96850.1	KAK4468780.1, KAK4468779.1
OG0004021	SMTH1_98890.1	KAK4468936.1
OG0004022	SMTH1_98380.1, SMTH1_98380.2	KAK4468656.1
OG0004023	SMTH1_66970.1	KAK4471855.1
OG0004024	SMTH1_1400.1, SMTH1_1400.2	KAK4476065.1
OG0004025	SMTH1_24050.1, SMTH1_24050.2	KAK4475412.1
OG0004026	SMTH1_42920.3, SMTH1_42920.2, SMTH1_42920.1, SMTH1_42920.4, SMTH1_42920.5, SMTH1_42920.6	KAK4473800.1
OG0004027	SMTH1_85300.1	KAK4470741.1
OG0004028	SMTH1_45730.1	KAK4473590.1
OG0004029	SMTH1_77530.1	KAK4470131.1
OG0004030	SMTH1_20590.1	KAK4475164.1
OG0004032	SMTH1_15940.1	KAK4474545.1
OG0004033	SMTH1_44950.1, SMTH1_44950.3, SMTH1_44950.2, SMTH1_44950.4	KAK4473651.1
OG0004034	SMTH1_101870.1	KAK4468481.1
OG0004035	SMTH1_98640.1, SMTH1_98640.3, SMTH1_98640.2	KAK4468602.1
OG0004036	SMTH1_42260.1, SMTH1_42260.2	KAK4473932.1
OG0004037	SMTH1_980.1	KAK4475722.1
OG0004038	SMTH1_53930.1, SMTH1_53930.2	KAK4469570.1
OG0004039	SMTH1_77940.1	KAK4470809.1
OG0004040	SMTH1_59430.1, SMTH1_59430.2	KAK4469334.1
OG0004041	SMTH1_46270.1	KAK4473364.1
OG0004042	SMTH1_73970.1, SMTH1_73970.2	KAK4471647.1
OG0004043	SMTH1_9540.1, SMTH1_9540.2, SMTH1_9540.3	KAK4475985.1
OG0004044	SMTH1_25530.1	KAK4473365.1
OG0004045	SMTH1_360.1, SMTH1_360.2	KAK4475090.1, KAK4474988.1
OG0004046	SMTH1_11810.1, SMTH1_11810.2, SMTH1_11810.3, SMTH1_11810.4, SMTH1_11810.5, SMTH1_11810.6	KAK4476262.1
OG0004047	SMTH1_47520.1, SMTH1_47520.2	KAK4473496.1, KAK4473495.1
OG0004048	SMTH1_67030.1	KAK4471862.1
OG0004049	SMTH1_105060.1	KAK4467760.1
OG0004050	SMTH1_86650.1	KAK4470793.1
OG0004051	SMTH1_70680.1, SMTH1_70680.2, SMTH1_70680.3	KAK4471436.1
OG0004052	SMTH1_64830.3, SMTH1_64830.4, SMTH1_64830.2, SMTH1_64830.1	KAK4471112.1
OG0004053	SMTH1_98760.1, SMTH1_98760.2	KAK4468949.1
OG0004054	SMTH1_79540.1	KAK4470150.1
OG0004055	SMTH1_12910.1	KAK4474528.1, KAK4474529.1
OG0004056	SMTH1_53850.1	KAK4469577.1
OG0004057	SMTH1_55380.1	KAK4469234.1
OG0004058	SMTH1_82680.1	KAK4470488.1
OG0004059	SMTH1_66950.1	KAK4471827.1
OG0004060	SMTH1_3950.1	KAK4475610.1
OG0004061	SMTH1_97620.1, SMTH1_97620.2	KAK4468771.1
OG0004062	SMTH1_97610.1, SMTH1_97610.2, SMTH1_97610.3, SMTH1_97610.4, SMTH1_97610.5	KAK4468773.1
OG0004063	SMTH1_570.1, SMTH1_570.2, SMTH1_570.3, SMTH1_570.4, SMTH1_570.5	KAK4475911.1
OG0004064	SMTH1_12190.1, SMTH1_12200.1	KAK4474382.1
OG0004065	SMTH1_15170.1	KAK4474747.1, KAK4474748.1
OG0004067	SMTH1_15250.1	KAK4475257.1
OG0004068	SMTH1_83430.1	KAK4470354.1
OG0004069	SMTH1_62790.1, SMTH1_98980.1, SMTH1_98980.2, SMTH1_9900.1	KAK4469746.1
OG0004071	SMTH1_24300.1	KAK4475465.1
OG0004072	SMTH1_39920.1	KAK4474051.1
OG0004073	SMTH1_76740.1	KAK4471293.1, KAK4471282.1
OG0004074	SMTH1_105530.1, SMTH1_105530.2	KAK4467657.1
OG0004075	SMTH1_101770.1, SMTH1_101770.2, SMTH1_101760.1	KAK4468475.1
OG0004076	SMTH1_98520.1, SMTH1_98520.2, SMTH1_98520.3	KAK4468591.1
OG0004077	SMTH1_52420.1	KAK4469082.1, KAK4468956.1
OG0004078	SMTH1_77620.1	KAK4470381.1
OG0004079	SMTH1_82470.1	KAK4470650.1
OG0004080	SMTH1_72170.1, SMTH1_72170.3, SMTH1_72170.2	KAK4471202.1
OG0004081	SMTH1_47400.1, SMTH1_47390.1	KAK4473487.1
OG0004082	SMTH1_41530.2, SMTH1_41530.1, SMTH1_41530.3	KAK4473541.1, KAK4473862.1
OG0004083	SMTH1_19030.1	KAK4474295.1
OG0004084	SMTH1_9080.1, SMTH1_9120.1, SMTH1_9130.1	KAK4476142.1
OG0004089	SMTH1_20170.1, SMTH1_20170.2, SMTH1_20170.3	KAK4475210.1
OG0004090	SMTH1_99440.1	KAK4468577.1
OG0004091	SMTH1_77510.1	KAK4470132.1
OG0004092	SMTH1_21420.3, SMTH1_21420.4, SMTH1_21420.5, SMTH1_21420.1, SMTH1_21420.2	KAK4475087.1
OG0004093	SMTH1_87280.1	KAK4470851.1
OG0004094	SMTH1_48340.1	KAK4473562.1
OG0004095	SMTH1_19270.1	KAK4474917.1
OG0004096	SMTH1_9270.1, SMTH1_9270.2	KAK4476129.1
OG0004097	SMTH1_67060.1, SMTH1_67060.2	KAK4471866.1
OG0004098	SMTH1_53500.1	KAK4469601.1
OG0004099	SMTH1_2090.1	KAK4474926.1
OG0004100	SMTH1_28760.1	KAK4472843.1
OG0004102	SMTH1_94930.1	KAK4468053.1
OG0004103	SMTH1_42760.2, SMTH1_42760.1	KAK4473811.1
OG0004104	SMTH1_40490.1, SMTH1_40490.2	KAK4473994.1
OG0004105	SMTH1_29750.1	KAK4472940.1
OG0004106	SMTH1_104810.1	KAK4467691.1
OG0004107	SMTH1_17970.1, SMTH1_17970.2	KAK4474811.1
OG0004108	SMTH1_46840.1	KAK4473438.1
OG0004109	SMTH1_41700.1	KAK4473886.1
OG0004110	SMTH1_84580.2, SMTH1_84580.1	KAK4470669.1
OG0004111	SMTH1_85610.1	KAK4467345.1, KAK4470431.1
OG0004112	SMTH1_19120.1	KAK4474903.1
OG0004113	SMTH1_25550.1	KAK4473362.1
OG0004114	SMTH1_58830.1, SMTH1_58830.2	KAK4469672.1
OG0004116	SMTH1_94070.3, SMTH1_94070.2, SMTH1_94070.1	KAK4468108.1
OG0004117	SMTH1_4650.1	KAK4475687.1
OG0004118	SMTH1_47470.1	KAK4473501.1
OG0004119	SMTH1_28280.1	KAK4473260.1
OG0004120	SMTH1_37040.2, SMTH1_37040.4, SMTH1_37040.1, SMTH1_37040.3	KAK4472351.1
OG0004121	SMTH1_58220.1	KAK4469699.1
OG0004122	SMTH1_29290.1	KAK4472979.1
OG0004124	SMTH1_32140.2, SMTH1_32140.1	KAK4472790.1
OG0004125	SMTH1_85620.1, SMTH1_85620.2, SMTH1_85620.3	KAK4470429.1
OG0004126	SMTH1_85920.1	KAK4470405.1
OG0004127	SMTH1_29620.3, SMTH1_29620.1, SMTH1_29620.2	KAK4472204.1
OG0004128	SMTH1_18860.1, SMTH1_18890.1	KAK4474879.1, KAK4474880.1
OG0004129	SMTH1_53130.1	KAK4469631.1
OG0004130	SMTH1_79320.1	KAK4470228.1
OG0004131	SMTH1_24100.1, SMTH1_24100.2, SMTH1_24100.3, SMTH1_24100.4	KAK4475483.1
OG0004132	SMTH1_95450.1, SMTH1_95440.1	KAK4468891.1
OG0004133	SMTH1_24850.1, SMTH1_24850.2	KAK4475507.1
OG0004134	SMTH1_17860.1, SMTH1_17860.2	KAK4474790.1
OG0004135	SMTH1_37850.1	KAK4472269.1
OG0004136	SMTH1_64200.1, SMTH1_64200.2, SMTH1_64200.3, SMTH1_64200.4, SMTH1_64200.5	KAK4471144.1
OG0004137	SMTH1_33780.1	KAK4472403.1
OG0004138	SMTH1_53550.1	KAK4469596.1
OG0004139	SMTH1_33980.2, SMTH1_33980.1	KAK4472730.1
OG0004141	SMTH1_20620.1, SMTH1_20620.2, SMTH1_20620.3, SMTH1_20620.4	KAK4475160.1
OG0004142	SMTH1_90190.1, SMTH1_90190.2, SMTH1_90190.3	KAK4468004.1
OG0004143	SMTH1_11600.1	KAK4476289.1
OG0004144	SMTH1_71860.1, SMTH1_71860.3, SMTH1_71860.5, SMTH1_71860.2, SMTH1_71860.4	KAK4472038.1
OG0004145	SMTH1_69380.1, SMTH1_69380.2	KAK4471729.1
OG0004146	SMTH1_34130.1, SMTH1_34130.2, SMTH1_34120.1	KAK4472719.1
OG0004147	SMTH1_62410.1	KAK4469962.1
OG0004149	SMTH1_3290.1	KAK4475559.1
OG0004150	SMTH1_19160.1	KAK4474908.1
OG0004152	SMTH1_15270.1, SMTH1_15270.3, SMTH1_15270.2	KAK4475260.1
OG0004153	SMTH1_25060.1, SMTH1_25060.2	KAK4475494.1
OG0004154	SMTH1_8290.1, SMTH1_8290.2	KAK4476017.1
OG0004155	SMTH1_54370.1	KAK4469315.1
OG0004156	SMTH1_63640.1	KAK4471168.1
OG0004157	SMTH1_22390.1, SMTH1_22390.2, SMTH1_22390.3	KAK4475010.1
OG0004158	SMTH1_48310.1, SMTH1_48310.2	KAK4473559.1
OG0004159	SMTH1_75720.1, SMTH1_75720.2, SMTH1_75720.4, SMTH1_75720.5, SMTH1_75720.3	KAK4471523.1
OG0004160	SMTH1_5920.1, SMTH1_5920.2, SMTH1_5920.3, SMTH1_5920.4	KAK4475868.1
OG0004161	SMTH1_14460.1	KAK4474702.1
OG0004162	SMTH1_64350.1	KAK4471030.1
OG0004163	SMTH1_82730.1, SMTH1_82730.2, SMTH1_82730.3	KAK4470484.1
OG0004164	SMTH1_15840.2, SMTH1_15840.1, SMTH1_15840.3	KAK4474400.1
OG0004165	SMTH1_38510.2, SMTH1_38510.3, SMTH1_38510.1, SMTH1_38510.4	KAK4474174.1
OG0004166	SMTH1_6180.1, SMTH1_6180.2	KAK4475840.1
OG0004167	SMTH1_10210.2, SMTH1_10210.1, SMTH1_10210.4, SMTH1_10210.3	KAK4476233.1
OG0004168	SMTH1_101980.1	KAK4468492.1
OG0004169	SMTH1_35230.1, SMTH1_35230.2	KAK4472617.1
OG0004170	SMTH1_86900.1	KAK4470817.1
OG0004171	SMTH1_98260.1	KAK4468663.1
OG0004172	SMTH1_86470.1	KAK4470777.1
OG0004173	SMTH1_28860.1	KAK4472842.1
OG0004175	SMTH1_56360.1, SMTH1_56360.2	KAK4469422.1
OG0004176	SMTH1_13860.1	KAK4474621.1
OG0004177	SMTH1_100270.1	KAK4468503.1
OG0004178	SMTH1_64780.1, SMTH1_64780.2	KAK4471108.1
OG0004179	SMTH1_92840.1, SMTH1_92850.1	KAK4468038.1
OG0004180	SMTH1_74350.1	KAK4471629.1
OG0004181	SMTH1_16300.1, SMTH1_16310.1	KAK4474567.1, KAK4469045.1
OG0004182	SMTH1_70990.1, SMTH1_70980.1	KAK4471306.1
OG0004183	SMTH1_99770.1, SMTH1_99760.1	KAK4468548.1
OG0004184	SMTH1_13470.1, SMTH1_56980.1, SMTH1_56980.2	KAK4474439.1
OG0004185	SMTH1_62010.1	KAK4469012.1
OG0004186	SMTH1_98200.1	KAK4468668.1
OG0004187	SMTH1_72590.1	KAK4471049.1, KAK4471234.1
OG0004188	SMTH1_90230.1, SMTH1_90230.2	KAK4468008.1, KAK4468007.1
OG0004189	SMTH1_18350.1, SMTH1_18360.1	KAK4474832.1
OG0004190	SMTH1_103590.1	KAK4467744.1
OG0004191	SMTH1_102910.1	KAK4467942.1
OG0004192	SMTH1_19390.1	KAK4474922.1
OG0004193	SMTH1_93530.1	KAK4468189.1
OG0004194	SMTH1_31880.1	KAK4472803.1
OG0004195	SMTH1_19930.1, SMTH1_19930.2	KAK4475324.1
OG0004196	SMTH1_37530.1	KAK4472300.1, KAK4472299.1
OG0004197	SMTH1_23790.1, SMTH1_23790.2	KAK4475428.1
OG0004198	SMTH1_94800.1	KAK4468151.1
OG0004199	SMTH1_65570.2, SMTH1_65570.1	KAK4472063.1
OG0004200	SMTH1_89550.1	KAK4470077.1
OG0004201	SMTH1_71460.1	KAK4471480.1
OG0004202	SMTH1_22980.1, SMTH1_22980.2	KAK4475338.1
OG0004203	SMTH1_82330.1, SMTH1_82330.2	KAK4470636.1
OG0004204	SMTH1_68930.1	KAK4471780.1
OG0004205	SMTH1_17300.1	KAK4475236.1
OG0004206	SMTH1_99680.1, SMTH1_99680.2	KAK4468556.1
OG0004207	SMTH1_63860.1, SMTH1_63850.1	KAK4471124.1, KAK4471125.1, KAK4467523.1
OG0004208	SMTH1_75570.1, SMTH1_75570.2, SMTH1_75570.3	KAK4471533.1
OG0004210	SMTH1_32220.1, SMTH1_32220.2, SMTH1_32220.3	KAK4472782.1
OG0004211	SMTH1_61740.1, SMTH1_61740.2	KAK4469803.1
OG0004212	SMTH1_59530.1	KAK4469342.1
OG0004213	SMTH1_62220.1	KAK4469054.1
OG0004214	SMTH1_7440.1	KAK4471119.1
OG0004215	SMTH1_38570.1, SMTH1_38570.2, SMTH1_38570.3	KAK4474167.1
OG0004216	SMTH1_45340.1	KAK4473627.1
OG0004217	SMTH1_104950.1, SMTH1_104950.2	KAK4467773.1
OG0004218	SMTH1_3340.1	KAK4475560.1
OG0004219	SMTH1_70400.1	KAK4471414.1
OG0004220	SMTH1_5510.1	KAK4475800.1
OG0004221	SMTH1_77750.1	KAK4470238.1
OG0004222	SMTH1_65530.1	KAK4472066.1
OG0004223	SMTH1_37780.1	KAK4472276.1
OG0004224	SMTH1_70290.1	KAK4471399.1
OG0004225	SMTH1_56810.1, SMTH1_56820.1	KAK4469457.1
OG0004226	SMTH1_26610.1	KAK4473013.1
OG0004227	SMTH1_14760.1	KAK4474713.1
OG0004228	SMTH1_64580.1	KAK4471173.1, KAK4471174.1
OG0004229	SMTH1_28490.3, SMTH1_28490.4, SMTH1_28490.1, SMTH1_28490.2	KAK4473278.1
OG0004230	SMTH1_90450.1, SMTH1_90450.5, SMTH1_90450.7, SMTH1_90450.4, SMTH1_90450.2, SMTH1_90450.3, SMTH1_90450.6, SMTH1_90450.8	KAK4468343.1
OG0004231	SMTH1_81850.1	KAK4470605.1
OG0004233	SMTH1_55160.1	KAK4469250.1
OG0004234	SMTH1_76720.3, SMTH1_76720.2, SMTH1_76720.4, SMTH1_76720.1	KAK4471335.1
OG0004235	SMTH1_24890.1	KAK4475511.1
OG0004236	SMTH1_89090.1	KAK4471005.1
OG0004237	SMTH1_23490.1	KAK4475380.1
OG0004238	SMTH1_81880.1	KAK4467454.1
OG0004241	SMTH1_68290.1	KAK4471972.1
OG0004242	SMTH1_62520.1	KAK4469974.1
OG0004243	SMTH1_38420.1	KAK4474183.1
OG0004244	SMTH1_65690.1	KAK4472036.1
OG0004245	SMTH1_100760.1	KAK4468638.1
OG0004246	SMTH1_28570.1, SMTH1_28580.1	KAK4473002.1
OG0004247	SMTH1_7270.1	KAK4476094.1
OG0004248	SMTH1_24660.1, SMTH1_24660.2	KAK4475457.1
OG0004249	SMTH1_11190.1	KAK4474377.1
OG0004250	SMTH1_103910.1, SMTH1_103910.2	KAK4467854.1
OG0004251	SMTH1_62850.1, SMTH1_62850.3, SMTH1_62850.4, SMTH1_62850.2	KAK4469750.1
OG0004252	SMTH1_41990.1, SMTH1_41990.2, SMTH1_41990.3	KAK4473913.1
OG0004253	SMTH1_98800.1	KAK4468944.1
OG0004255	SMTH1_39000.1	KAK4474113.1
OG0004256	SMTH1_14360.1	KAK4467505.1, KAK4474689.1
OG0004257	SMTH1_72740.1	KAK4471250.1
OG0004258	SMTH1_59490.1	KAK4467479.1
OG0004259	SMTH1_23480.1	KAK4475383.1
OG0004260	SMTH1_106590.1, SMTH1_106590.2	KAK4467833.1
OG0004261	SMTH1_106960.1	KAK4467835.1
OG0004262	SMTH1_81360.1, SMTH1_81360.2	KAK4470323.1
OG0004263	SMTH1_120.1, SMTH1_120.2	KAK4475691.1
OG0004264	SMTH1_61450.1, SMTH1_61450.2, SMTH1_61450.3	KAK4469819.1
OG0004265	SMTH1_64280.1	KAK4471150.1, KAK4471149.1
OG0004266	SMTH1_82490.1	KAK4470030.1
OG0004267	SMTH1_28010.1	KAK4473231.1
OG0004268	SMTH1_44070.1	KAK4473715.1
OG0004269	SMTH1_70020.1, SMTH1_70020.2	KAK4471663.1
OG0004270	SMTH1_51680.1, SMTH1_51680.2	KAK4469228.1
OG0004271	SMTH1_92220.1, SMTH1_92220.2, SMTH1_92220.3	KAK4468221.1
OG0004272	SMTH1_81510.1	KAK4470570.1
OG0004273	SMTH1_97140.1	KAK4468734.1
OG0004274	SMTH1_60120.1, SMTH1_60120.3, SMTH1_60120.2	KAK4469173.1
OG0004275	SMTH1_49470.1, SMTH1_49460.1	KAK4473884.1
OG0004276	SMTH1_22280.1	KAK4475017.1
OG0004277	SMTH1_6630.1, SMTH1_6630.2	KAK4475888.1
OG0004278	SMTH1_38500.2, SMTH1_38500.1	KAK4474175.1
OG0004280	SMTH1_90470.1, SMTH1_90470.3, SMTH1_90470.2	KAK4468341.1
OG0004281	SMTH1_86870.1	KAK4470815.1
OG0004282	SMTH1_94950.1	KAK4468056.1
OG0004283	SMTH1_490.1	KAK4476111.1
OG0004284	SMTH1_62960.1	KAK4469760.1
OG0004285	SMTH1_6740.1, SMTH1_6740.2, SMTH1_6740.3	KAK4475897.1
OG0004286	SMTH1_54850.1, SMTH1_54850.2, SMTH1_54850.3	KAK4469280.1
OG0004287	SMTH1_49500.1, SMTH1_49510.1	KAK4473906.1
OG0004288	SMTH1_51150.1	KAK4469643.1, KAK4469654.1
OG0004289	SMTH1_45280.1	KAK4473631.1
OG0004290	SMTH1_68260.1	KAK4471970.1
OG0004291	SMTH1_40720.1, SMTH1_40720.2, SMTH1_40720.3, SMTH1_40720.4	KAK4473973.1
OG0004292	SMTH1_40730.1, SMTH1_40730.2	KAK4473972.1
OG0004293	SMTH1_81700.1	KAK4470591.1
OG0004294	SMTH1_53040.1	KAK4469131.1
OG0004296	SMTH1_17250.1	KAK4475231.1
OG0004297	SMTH1_38740.5, SMTH1_38740.3, SMTH1_38740.1, SMTH1_38740.4, SMTH1_38740.2	KAK4474154.1
OG0004298	SMTH1_67070.1	KAK4471868.1
OG0004299	SMTH1_86540.1	KAK4470038.1
OG0004301	SMTH1_18800.3, SMTH1_18800.4, SMTH1_18800.1, SMTH1_18800.2	KAK4474875.1
OG0004302	SMTH1_82930.1	KAK4470466.1
OG0004303	SMTH1_45510.1	KAK4473613.1
OG0004304	SMTH1_15690.3, SMTH1_15690.2, SMTH1_15690.1	KAK4474503.1
OG0004305	SMTH1_39400.1, SMTH1_39400.2, SMTH1_39400.3	KAK4474103.1
OG0004306	SMTH1_34220.1	KAK4472712.1
OG0004307	SMTH1_103030.1	KAK4467931.1
OG0004308	SMTH1_87450.1, SMTH1_87460.1	KAK4470866.1
