Orthogroup	schistosoma_mattheei	schistosoma_spindale
OG0002501	SMTH1_10960.1	SSPN1_20740.1, SSPN1_20740.2, SSPN1_20740.3
OG0002502	SMTH1_62300.1	SSPN1_54160.1
OG0002503	SMTH1_92640.1, SMTH1_92640.2	SSPN1_80330.1, SSPN1_80330.2
OG0002504	SMTH1_26420.1	SSPN1_22920.1
OG0002505	SMTH1_57540.2, SMTH1_57540.3, SMTH1_57540.4, SMTH1_57540.1	SSPN1_49870.1
OG0002506	SMTH1_38100.1	SSPN1_36600.1
OG0002507	SMTH1_91860.1, SMTH1_91860.2	SSPN1_79690.1, SSPN1_79690.2, SSPN1_79690.3, SSPN1_79690.4, SSPN1_79690.5
OG0002508	SMTH1_71310.1	SSPN1_65210.1, SSPN1_65210.2, SSPN1_65210.3, SSPN1_65210.4
OG0002509	SMTH1_10430.1, SMTH1_10430.2	SSPN1_9120.3, SSPN1_9120.1, SSPN1_9120.2
OG0002510	SMTH1_63990.1, SMTH1_63990.2, SMTH1_63990.3, SMTH1_63990.4, SMTH1_63990.5, SMTH1_63990.6	SSPN1_55630.1
OG0002511	SMTH1_80540.1, SMTH1_80540.2	SSPN1_69510.1
OG0002512	SMTH1_69970.1	SSPN1_61240.1
OG0002513	SMTH1_56520.2	SSPN1_48900.2, SSPN1_48900.5, SSPN1_48900.4
OG0002513	SMTH1_56520.1, SMTH1_56520.5, SMTH1_56520.3, SMTH1_56520.4	SSPN1_48900.1, SSPN1_48900.3
OG0002514	SMTH1_17720.1	SSPN1_14740.2, SSPN1_14740.1, SSPN1_14740.3
OG0002515	SMTH1_46670.1	SSPN1_40570.1
OG0002516	SMTH1_85260.1	SSPN1_73820.1
OG0002517	SMTH1_82840.1, SMTH1_82830.1	SSPN1_71640.1
OG0002519	SMTH1_64030.1	SSPN1_55590.1
OG0002520	SMTH1_83080.1, SMTH1_83080.2	SSPN1_71880.1
OG0002521	SMTH1_75000.1	SSPN1_57400.1
OG0002522	SMTH1_28210.1, SMTH1_28210.2	SSPN1_24440.1
OG0002524	SMTH1_64770.1	SSPN1_19000.1, SSPN1_19000.2, SSPN1_19000.3, SSPN1_27460.1, SSPN1_79190.1
OG0002526	SMTH1_15050.1, SMTH1_15060.1	SSPN1_18020.1, SSPN1_18020.2, SSPN1_18020.3
OG0002528	SMTH1_104930.1, SMTH1_104920.1	SSPN1_90960.2, SSPN1_90960.1, SSPN1_90960.4, SSPN1_90960.3
OG0002529	SMTH1_107450.1	SSPN1_53450.1
OG0002529	SMTH1_107450.1	SSPN1_53450.2
OG0002529	SMTH1_107450.1	SSPN1_53450.4
OG0002529	SMTH1_107450.2	SSPN1_53450.1
OG0002529	SMTH1_107450.2	SSPN1_53450.2
OG0002529	SMTH1_107450.2	SSPN1_53450.4
OG0002529	SMTH1_61510.1	SSPN1_53450.1
OG0002529	SMTH1_61510.1	SSPN1_53450.2
OG0002529	SMTH1_61510.1	SSPN1_53450.4
OG0002530	SMTH1_83160.1	SSPN1_71940.1
OG0002531	SMTH1_30360.1, SMTH1_30370.1	SSPN1_26340.1, SSPN1_26340.2
OG0002532	SMTH1_79620.3, SMTH1_79620.1, SMTH1_79620.2	SSPN1_68780.1, SSPN1_68780.2, SSPN1_68780.3
OG0002533	SMTH1_72760.1	SSPN1_59190.1
OG0002534	SMTH1_99580.1	SSPN1_86320.1
OG0002535	SMTH1_39380.1, SMTH1_39380.2, SMTH1_39380.3, SMTH1_39380.4	SSPN1_35410.1, SSPN1_35410.2, SSPN1_35410.4, SSPN1_35410.6, SSPN1_35410.7, SSPN1_35410.5, SSPN1_35410.3
OG0002536	SMTH1_15120.1, SMTH1_15120.2, SMTH1_15120.3	SSPN1_18070.6, SSPN1_18070.1, SSPN1_18070.3, SSPN1_18070.4, SSPN1_18070.2, SSPN1_18070.5
OG0002537	SMTH1_91700.1	SSPN1_79570.1
OG0002538	SMTH1_67600.3, SMTH1_67600.1, SMTH1_67600.2	SSPN1_63410.1, SSPN1_63410.4, SSPN1_63410.3, SSPN1_63410.5, SSPN1_63410.2
OG0002539	SMTH1_29190.2	SSPN1_25330.2
OG0002539	SMTH1_29190.1	SSPN1_25330.1
OG0002540	SMTH1_43320.1, SMTH1_43310.1	SSPN1_31940.1, SSPN1_31940.2
OG0002541	SMTH1_61670.1, SMTH1_61680.1	SSPN1_53640.1
OG0002542	SMTH1_99220.1	SSPN1_86610.1
OG0002543	SMTH1_32130.2	SSPN1_27860.1, SSPN1_27860.2, SSPN1_27860.3
OG0002544	SMTH1_53160.1	SSPN1_46120.2
OG0002544	SMTH1_53160.2	SSPN1_46120.1
OG0002545	SMTH1_79830.1, SMTH1_26240.1, SMTH1_26240.4, SMTH1_26240.3, SMTH1_26240.2, SMTH1_26240.5, SMTH1_79820.1	SSPN1_22870.1
OG0002546	SMTH1_20100.1, SMTH1_20100.2, SMTH1_20100.3	SSPN1_10990.1
OG0002547	SMTH1_106430.1, SMTH1_106450.1	SSPN1_92340.1, SSPN1_92340.2
OG0002548	SMTH1_103960.1	SSPN1_90090.1
OG0002549	SMTH1_30800.1	SSPN1_26700.1
OG0002550	SMTH1_52270.3, SMTH1_52270.2, SMTH1_52270.1	SSPN1_45340.1, SSPN1_45340.2
OG0002551	SMTH1_34550.1	SSPN1_29980.1, SSPN1_29980.2, SSPN1_29980.3
OG0002552	SMTH1_4920.1	SSPN1_4170.1
OG0002553	SMTH1_71610.1	SSPN1_60170.1, SSPN1_60170.3, SSPN1_60170.4
OG0002554	SMTH1_65350.1	SSPN1_56880.1, SSPN1_56880.2, SSPN1_56880.3, SSPN1_56880.4
OG0002555	SMTH1_39830.1	SSPN1_34970.1
OG0002556	SMTH1_22420.1	SSPN1_13020.1
OG0002557	SMTH1_47310.1, SMTH1_47310.2	SSPN1_41150.1
OG0002558	SMTH1_4550.1, SMTH1_4550.2, SMTH1_4550.3	SSPN1_3910.1
OG0002559	SMTH1_27220.1, SMTH1_27220.2, SMTH1_27220.3	SSPN1_23570.1, SSPN1_23570.2
OG0002560	SMTH1_98780.1, SMTH1_98780.2, SMTH1_98780.3	SSPN1_87000.1
OG0002561	SMTH1_10650.1	SSPN1_21530.1, SSPN1_21530.4, SSPN1_21530.6, SSPN1_21530.3, SSPN1_21530.5, SSPN1_21530.2
OG0002562	SMTH1_107380.1, SMTH1_10160.2, SMTH1_10160.3, SMTH1_10160.1	SSPN1_8930.1, SSPN1_8930.2
OG0002563	SMTH1_68380.1, SMTH1_20900.1	SSPN1_62720.1, SSPN1_62720.2
OG0002564	SMTH1_86220.1	SSPN1_74630.1
OG0002565	SMTH1_2810.1	SSPN1_2340.1
OG0002565	SMTH1_2800.1	SSPN1_2330.1
OG0002566	SMTH1_72350.1, SMTH1_72380.1	SSPN1_59540.1
OG0002567	SMTH1_39040.1	SSPN1_35500.1
OG0002568	SMTH1_70750.1	SSPN1_60560.1
OG0002569	SMTH1_73090.4, SMTH1_73090.3, SMTH1_73090.1, SMTH1_73090.2	SSPN1_58940.1
OG0002570	SMTH1_35210.1, SMTH1_35210.2	SSPN1_39160.1
OG0002571	SMTH1_44900.3, SMTH1_44900.1, SMTH1_44900.2	SSPN1_30690.1, SSPN1_30690.2
OG0002572	SMTH1_65710.1, SMTH1_65710.2	SSPN1_57200.1, SSPN1_57200.2, SSPN1_57200.4, SSPN1_57200.3, SSPN1_57200.5
OG0002574	SMTH1_83710.1	SSPN1_72460.1
OG0002576	SMTH1_87490.1, SMTH1_87490.3, SMTH1_87490.2	SSPN1_75710.1
OG0002578	SMTH1_55130.1, SMTH1_55130.2, SMTH1_55130.3	SSPN1_47700.1
OG0002579	SMTH1_104160.1, SMTH1_104160.2, SMTH1_104160.3, SMTH1_104160.4	SSPN1_90310.1
OG0002580	SMTH1_65900.2, SMTH1_65900.1	SSPN1_57330.1
OG0002581	SMTH1_67320.1, SMTH1_67320.3, SMTH1_67320.5, SMTH1_67320.2, SMTH1_67320.4	SSPN1_63620.1, SSPN1_63620.2
OG0002582	SMTH1_38880.1	SSPN1_35910.1
OG0002583	SMTH1_97420.1	SSPN1_84650.1
OG0002584	SMTH1_43390.1, SMTH1_43380.1	SSPN1_31890.1
OG0002585	SMTH1_23150.1	SSPN1_10010.1
OG0002586	SMTH1_21050.1	SSPN1_11870.1
OG0002587	SMTH1_91950.1	SSPN1_79770.1, SSPN1_79770.3, SSPN1_79770.2, SSPN1_79770.4, SSPN1_79770.5
OG0002588	SMTH1_68030.1, SMTH1_68030.2	SSPN1_63020.1
OG0002589	SMTH1_67800.1, SMTH1_67810.1	SSPN1_63210.1
OG0002590	SMTH1_85020.1	SSPN1_73600.1, SSPN1_73600.2
OG0002591	SMTH1_87250.1	SSPN1_75530.1
OG0002592	SMTH1_30440.1	SSPN1_26410.1
OG0002593	SMTH1_88910.1	SSPN1_76960.1
OG0002594	SMTH1_88900.1, SMTH1_88900.2, SMTH1_88900.3, SMTH1_88900.4	SSPN1_76940.1
OG0002595	SMTH1_54110.1	SSPN1_46850.1, SSPN1_46850.2
OG0002596	SMTH1_84650.1	SSPN1_73250.1, SSPN1_73250.3, SSPN1_73250.2
OG0002597	SMTH1_14470.1	SSPN1_17570.5, SSPN1_17570.4, SSPN1_17570.2, SSPN1_17570.1, SSPN1_17570.3
OG0002598	SMTH1_38080.1	SSPN1_36670.2, SSPN1_36670.7, SSPN1_36670.1, SSPN1_36670.3, SSPN1_36670.4, SSPN1_36670.6, SSPN1_36670.5
OG0002599	SMTH1_73950.1, SMTH1_73940.1	SSPN1_58280.3, SSPN1_58280.2, SSPN1_58280.1
OG0002600	SMTH1_52990.1	SSPN1_45940.1, SSPN1_45940.2
OG0002601	SMTH1_13370.1, SMTH1_13380.1	SSPN1_16560.1
OG0002602	SMTH1_24070.1, SMTH1_24070.2	SSPN1_9550.1
OG0002603	SMTH1_70270.1	SSPN1_60960.1, SSPN1_60960.2, SSPN1_60960.3, SSPN1_60960.4, SSPN1_60960.5, SSPN1_60960.6
OG0002604	SMTH1_2820.1	SSPN1_2350.1
OG0002605	SMTH1_55280.1, SMTH1_55280.2, SMTH1_55280.5, SMTH1_55280.3, SMTH1_55280.4	SSPN1_47830.2, SSPN1_47830.1, SSPN1_47830.3
OG0002606	SMTH1_94380.1	SSPN1_82250.1
OG0002607	SMTH1_37190.1, SMTH1_37200.1, SMTH1_37180.1	SSPN1_37510.3, SSPN1_37510.4, SSPN1_37510.2, SSPN1_37510.1
OG0002608	SMTH1_53900.1, SMTH1_53900.2, SMTH1_53900.3, SMTH1_53900.4	SSPN1_46690.1, SSPN1_46690.3, SSPN1_46690.2
OG0002609	SMTH1_4400.1	SSPN1_3780.1, SSPN1_3780.2, SSPN1_3780.3
OG0002610	SMTH1_47370.1, SMTH1_47380.1	SSPN1_41220.1, SSPN1_41220.2
OG0002611	SMTH1_18670.1	SSPN1_13850.1, SSPN1_13850.2
OG0002612	SMTH1_62870.1, SMTH1_62870.2, SMTH1_62870.3	SSPN1_54710.1
OG0002613	SMTH1_50610.1	SSPN1_43940.1
OG0002613	SMTH1_77550.1	SSPN1_67280.1
OG0002614	SMTH1_190.1, SMTH1_210.1	SSPN1_600.1
OG0002616	SMTH1_41380.1, SMTH1_41370.1	SSPN1_33700.6, SSPN1_33700.3, SSPN1_33700.5, SSPN1_33700.1, SSPN1_33700.2, SSPN1_33700.4
OG0002617	SMTH1_45700.1, SMTH1_45700.2, SMTH1_45700.3	SSPN1_39710.2, SSPN1_39710.3, SSPN1_39710.1
OG0002618	SMTH1_63670.1, SMTH1_63670.2	SSPN1_55420.5, SSPN1_55420.3, SSPN1_55420.1, SSPN1_55420.2, SSPN1_55420.4
OG0002619	SMTH1_66810.1	SSPN1_61460.1
OG0002620	SMTH1_33530.1, SMTH1_33540.1	SSPN1_29210.1
OG0002621	SMTH1_9520.1, SMTH1_9520.2	SSPN1_8280.1
OG0002622	SMTH1_62770.1	SSPN1_54650.4, SSPN1_54650.2, SSPN1_54650.3, SSPN1_54650.1
OG0002622	SMTH1_62760.1	SSPN1_54660.1, SSPN1_54660.2
OG0002623	SMTH1_12610.1, SMTH1_12610.2	SSPN1_19250.1, SSPN1_19250.2
OG0002624	SMTH1_18420.1	SSPN1_14150.1
OG0002625	SMTH1_39930.2, SMTH1_39930.1	SSPN1_34870.1, SSPN1_34870.2, SSPN1_34870.3
OG0002626	SMTH1_64010.1, SMTH1_64010.2	SSPN1_55610.1
OG0002627	SMTH1_14610.1	SSPN1_17640.1, SSPN1_17640.2, SSPN1_17640.3, SSPN1_17640.4, SSPN1_17640.5
OG0002628	SMTH1_46540.1, SMTH1_46540.2	SSPN1_40460.1
OG0002629	SMTH1_101480.1, SMTH1_101480.2, SMTH1_101480.3, SMTH1_101480.4	SSPN1_88010.1
OG0002630	SMTH1_9950.1, SMTH1_9960.1	SSPN1_8690.1
OG0002631	SMTH1_27830.1	SSPN1_24110.2, SSPN1_24110.1, SSPN1_24110.3
OG0002632	SMTH1_93970.3, SMTH1_93970.1, SMTH1_93970.4, SMTH1_93970.2	SSPN1_81610.1, SSPN1_81610.2
OG0002633	SMTH1_44480.2, SMTH1_44480.1, SMTH1_44480.4, SMTH1_44480.3	SSPN1_31070.1, SSPN1_31070.2
OG0002634	SMTH1_27620.1	SSPN1_23940.1, SSPN1_23940.2
OG0002635	SMTH1_25750.1, SMTH1_25740.1, SMTH1_25760.1, SMTH1_25730.1	SSPN1_22420.1
OG0002636	SMTH1_89190.1	SSPN1_77190.3, SSPN1_77190.1, SSPN1_77190.2, SSPN1_77190.4
OG0002637	SMTH1_104740.1, SMTH1_104740.2	SSPN1_90780.1
OG0002638	SMTH1_60320.1, SMTH1_60320.2	SSPN1_52370.1, SSPN1_52370.2
OG0002639	SMTH1_74500.1	SSPN1_57820.1, SSPN1_57820.2
OG0002641	SMTH1_59700.1	SSPN1_51800.1, SSPN1_51800.2
OG0002642	SMTH1_1790.2, SMTH1_1790.1	SSPN1_1400.1
OG0002643	SMTH1_4880.1	SSPN1_4130.1, SSPN1_4130.2, SSPN1_4130.3
OG0002644	SMTH1_68830.1	SSPN1_62250.1
OG0002645	SMTH1_11200.1, SMTH1_11200.3, SMTH1_11200.2	SSPN1_20510.1
OG0002646	SMTH1_29950.1	SSPN1_25970.2, SSPN1_25970.3, SSPN1_25970.1
OG0002647	SMTH1_97880.1, SMTH1_97880.2, SMTH1_97880.3, SMTH1_97880.4	SSPN1_85040.1
OG0002648	SMTH1_7550.1	SSPN1_6520.1
OG0002649	SMTH1_44980.1	SSPN1_30620.1, SSPN1_30620.2
OG0002650	SMTH1_9530.1	SSPN1_8290.1
OG0002651	SMTH1_11950.4, SMTH1_11950.2, SMTH1_11950.3, SMTH1_11950.1	SSPN1_19890.1, SSPN1_19890.4, SSPN1_19890.2, SSPN1_19890.3
OG0002652	SMTH1_50230.1	SSPN1_43600.2, SSPN1_43600.1, SSPN1_43600.3, SSPN1_43600.4, SSPN1_43610.1, SSPN1_43610.2
OG0002653	SMTH1_99010.1, SMTH1_99010.2, SMTH1_99010.3, SMTH1_99010.4	SSPN1_86800.1, SSPN1_86800.2
OG0002654	SMTH1_90740.1	SSPN1_77950.3, SSPN1_77950.4, SSPN1_77950.1, SSPN1_77950.2
OG0002655	SMTH1_63360.1	SSPN1_54940.1, SSPN1_54940.2
OG0002656	SMTH1_22860.1, SMTH1_22860.2, SMTH1_22860.3	SSPN1_10270.1, SSPN1_10270.2, SSPN1_10270.3, SSPN1_10270.4
OG0002657	SMTH1_17820.1, SMTH1_17820.2, SMTH1_17820.3	SSPN1_14650.2, SSPN1_14650.1
OG0002658	SMTH1_32750.1, SMTH1_32750.2, SMTH1_32750.3	SSPN1_28440.1, SSPN1_28440.2
OG0002659	SMTH1_66770.1	SSPN1_64230.1
OG0002660	SMTH1_3040.1	SSPN1_2530.1
OG0002661	SMTH1_70970.1	SSPN1_65570.1
OG0002662	SMTH1_92720.1	SSPN1_80490.1
OG0002663	SMTH1_93300.1	SSPN1_81100.1
OG0002664	SMTH1_106860.1	SSPN1_92590.2, SSPN1_92590.3
OG0002665	SMTH1_56220.1	SSPN1_48640.1
OG0002666	SMTH1_36080.1	SSPN1_38390.2, SSPN1_38390.5, SSPN1_38390.4, SSPN1_38390.6, SSPN1_38390.1, SSPN1_38390.3
OG0002667	SMTH1_30560.1, SMTH1_30560.2	SSPN1_26520.1
OG0002668	SMTH1_76840.5, SMTH1_76840.2, SMTH1_76840.1, SMTH1_76840.6, SMTH1_76840.3, SMTH1_76840.4	SSPN1_66710.1
OG0002669	SMTH1_98660.1, SMTH1_98670.1	SSPN1_87110.1, SSPN1_87110.2
OG0002670	SMTH1_31840.1, SMTH1_31840.3, SMTH1_31840.2	SSPN1_27600.1, SSPN1_27600.2
OG0002671	SMTH1_103980.1	SSPN1_90110.2, SSPN1_90110.1
OG0002672	SMTH1_82280.1	SSPN1_71060.1, SSPN1_71050.1, SSPN1_71050.3, SSPN1_71050.4, SSPN1_71050.2
OG0002673	SMTH1_82390.1, SMTH1_82390.2	SSPN1_71170.1
OG0002674	SMTH1_30770.1, SMTH1_30780.1	SSPN1_26680.1
OG0002675	SMTH1_11080.1	SSPN1_20610.1, SSPN1_20610.2, SSPN1_20610.3, SSPN1_20610.6
OG0002676	SMTH1_76150.2, SMTH1_76150.3, SMTH1_76150.1	SSPN1_66060.1
OG0002677	SMTH1_69550.2, SMTH1_69550.1, SMTH1_69550.3, SMTH1_69550.4, SMTH1_69550.5	SSPN1_61680.3, SSPN1_61680.1, SSPN1_61680.2
OG0002678	SMTH1_8620.1, SMTH1_8600.1, SMTH1_8600.2	SSPN1_7500.1
OG0002678	SMTH1_8610.1, SMTH1_8630.1	SSPN1_7510.1
OG0002679	SMTH1_89580.1, SMTH1_89580.2, SMTH1_89580.3	SSPN1_77610.2
OG0002679	SMTH1_89580.4	SSPN1_77610.1
OG0002680	SMTH1_74730.2	SSPN1_57610.1, SSPN1_57610.2, SSPN1_57610.5
OG0002680	SMTH1_74730.1, SMTH1_74730.3	SSPN1_57610.3, SSPN1_57610.4
OG0002681	SMTH1_30270.1	SSPN1_26270.1
OG0002682	SMTH1_23660.1	SSPN1_9420.1
OG0002683	SMTH1_107520.1	SSPN1_90910.1, SSPN1_90900.1
OG0002684	SMTH1_94960.1, SMTH1_95000.1, SMTH1_94990.1	SSPN1_81820.1
OG0002685	SMTH1_17680.1	SSPN1_14760.1, SSPN1_14770.1
OG0002686	SMTH1_60040.1, SMTH1_60040.2, SMTH1_60040.3	SSPN1_52080.1, SSPN1_52080.2
OG0002687	SMTH1_32500.1	SSPN1_28160.1
OG0002688	SMTH1_28630.1, SMTH1_28630.2, SMTH1_28630.3	SSPN1_24860.1
OG0002689	SMTH1_28660.3, SMTH1_28660.2, SMTH1_28660.4, SMTH1_28660.5	SSPN1_24890.1
OG0002690	SMTH1_45560.1	SSPN1_39600.1
OG0002691	SMTH1_92690.1	SSPN1_80430.5, SSPN1_80430.1, SSPN1_80430.3, SSPN1_80430.2, SSPN1_80430.4
OG0002692	SMTH1_14830.1	SSPN1_17840.1
OG0002693	SMTH1_53860.1	SSPN1_46660.1, SSPN1_46670.1
OG0002694	SMTH1_103640.1	SSPN1_89870.1, SSPN1_89870.2, SSPN1_89870.3, SSPN1_89870.4
OG0002695	SMTH1_3550.1	SSPN1_2900.1, SSPN1_2900.2
OG0002696	SMTH1_37760.1	SSPN1_36970.1, SSPN1_36970.2
OG0002697	SMTH1_12180.1	SSPN1_19680.4, SSPN1_19680.3, SSPN1_19680.1, SSPN1_19680.2
OG0002698	SMTH1_2900.1	SSPN1_2400.1
OG0002699	SMTH1_6110.1	SSPN1_5250.1, SSPN1_5250.2
OG0002700	SMTH1_107070.2, SMTH1_107070.1	SSPN1_92950.1
OG0002701	SMTH1_61230.1	SSPN1_53200.1
OG0002702	SMTH1_14190.1	SSPN1_17290.1
OG0002702	SMTH1_14180.1, SMTH1_14180.2	SSPN1_17280.1
OG0002703	SMTH1_61100.1, SMTH1_61100.4, SMTH1_61100.2, SMTH1_61100.3	SSPN1_53090.1, SSPN1_53090.2
OG0002704	SMTH1_102520.1	SSPN1_88840.1, SSPN1_88840.2
OG0002704	SMTH1_62660.1	SSPN1_54510.1, SSPN1_54510.2
OG0002705	SMTH1_63070.1, SMTH1_63070.2	SSPN1_54890.1
OG0002706	SMTH1_50200.1	SSPN1_43590.1
OG0002708	SMTH1_34800.1, SMTH1_34800.2	SSPN1_30190.1
OG0002710	SMTH1_1380.1	SSPN1_260.1, SSPN1_260.2, SSPN1_260.3
OG0002711	SMTH1_100590.1	SSPN1_87280.1, SSPN1_87280.2, SSPN1_87280.3, SSPN1_87280.4
OG0002712	SMTH1_17660.1	SSPN1_14730.1
OG0002713	SMTH1_53290.1, SMTH1_53300.1	SSPN1_46240.1, SSPN1_46240.2
OG0002714	SMTH1_86180.1, SMTH1_86180.2	SSPN1_74590.1
OG0002715	SMTH1_67340.1, SMTH1_67340.2	SSPN1_63600.1
OG0002717	SMTH1_99170.2, SMTH1_99170.1, SMTH1_99170.3	SSPN1_86660.1, SSPN1_86660.2
OG0002718	SMTH1_74060.1, SMTH1_74060.2	SSPN1_58180.1, SSPN1_58180.2, SSPN1_58180.3
OG0002719	SMTH1_6540.1, SMTH1_6540.2	SSPN1_5600.1, SSPN1_5600.2
OG0002720	SMTH1_5940.1	SSPN1_5060.1, SSPN1_5060.2
OG0002721	SMTH1_105510.1	SSPN1_91530.1, SSPN1_91530.2
OG0002722	SMTH1_24630.1	SSPN1_21190.1
OG0002723	SMTH1_90840.1, SMTH1_90830.1	SSPN1_77890.1, SSPN1_77890.2, SSPN1_77890.3, SSPN1_77890.4
OG0002724	SMTH1_89860.1	SSPN1_78920.1, SSPN1_78920.2
OG0002725	SMTH1_5030.1	SSPN1_4260.1
OG0002726	SMTH1_34350.1	SSPN1_29820.1
OG0002727	SMTH1_82090.1, SMTH1_82090.2, SMTH1_82080.1, SMTH1_82080.2	SSPN1_70900.1, SSPN1_70900.2
OG0002728	SMTH1_9670.1, SMTH1_9660.1	SSPN1_8410.1
OG0002729	SMTH1_17950.1	SSPN1_14530.1
OG0002730	SMTH1_90970.1	SSPN1_77700.1, SSPN1_77720.1, SSPN1_77730.1
OG0002731	SMTH1_51620.1	SSPN1_44780.3, SSPN1_44780.1, SSPN1_44780.2
OG0002732	SMTH1_74660.1	SSPN1_57670.1
OG0002733	SMTH1_27100.1, SMTH1_27100.2, SMTH1_27100.3	SSPN1_23460.1, SSPN1_23460.2
OG0002734	SMTH1_47110.1	SSPN1_41000.1, SSPN1_41000.2
OG0002736	SMTH1_27060.1	SSPN1_23420.1
OG0002737	SMTH1_40530.2, SMTH1_40530.1, SMTH1_40530.3	SSPN1_34330.1, SSPN1_34330.4, SSPN1_34330.3, SSPN1_34330.2
OG0002739	SMTH1_14280.1	SSPN1_17350.1
OG0002740	SMTH1_44050.1, SMTH1_44050.2	SSPN1_31390.3, SSPN1_31390.1, SSPN1_31390.2, SSPN1_31390.4
OG0002741	SMTH1_19320.1, SMTH1_19330.1	SSPN1_13310.1, SSPN1_13310.2, SSPN1_13310.3
OG0002742	SMTH1_79510.2, SMTH1_79510.3, SMTH1_79510.1	SSPN1_68670.1, SSPN1_68670.2
OG0002743	SMTH1_46710.1, SMTH1_46710.2, SMTH1_46710.3	SSPN1_40610.2, SSPN1_40610.1
OG0002744	SMTH1_64150.1	SSPN1_55810.1
OG0002745	SMTH1_102490.1	SSPN1_88770.11, SSPN1_88770.12, SSPN1_88770.13, SSPN1_88770.14, SSPN1_88770.15, SSPN1_88810.1
OG0002746	SMTH1_60420.1	SSPN1_52460.1, SSPN1_52460.2
OG0002747	SMTH1_28530.1	SSPN1_24710.1, SSPN1_24720.1, SSPN1_24730.1, SSPN1_24740.1, SSPN1_24750.1
OG0002748	SMTH1_39180.1	SSPN1_35640.1, SSPN1_35640.6, SSPN1_35640.4, SSPN1_35640.3, SSPN1_35640.5, SSPN1_35640.2
OG0002749	SMTH1_53190.1	SSPN1_46160.1, SSPN1_46170.1, SSPN1_46180.1
OG0002750	SMTH1_52470.1, SMTH1_52480.1	SSPN1_45520.1, SSPN1_45530.1
OG0002751	SMTH1_44440.1, SMTH1_44440.2, SMTH1_44440.7, SMTH1_44440.4, SMTH1_44440.5, SMTH1_44440.3, SMTH1_44440.6	SSPN1_31110.1
OG0002752	SMTH1_77880.1, SMTH1_77890.1	SSPN1_67530.1, SSPN1_67530.2
OG0002753	SMTH1_94730.1, SMTH1_94730.2, SMTH1_94730.3	SSPN1_81970.1
OG0002754	SMTH1_17470.1, SMTH1_17470.2, SMTH1_17470.3	SSPN1_14960.1
OG0002755	SMTH1_4410.1, SMTH1_4410.2	SSPN1_3790.1, SSPN1_3790.2, SSPN1_3790.3
OG0002756	SMTH1_64470.1, SMTH1_64480.1	SSPN1_56080.4, SSPN1_56080.3, SSPN1_56080.1, SSPN1_56080.2
OG0002757	SMTH1_35340.1	SSPN1_39020.1, SSPN1_39020.2
OG0002758	SMTH1_6170.1, SMTH1_6170.2, SMTH1_6170.3	SSPN1_5310.1, SSPN1_5310.2, SSPN1_5310.3, SSPN1_5310.4
OG0002759	SMTH1_31230.1	SSPN1_27080.1, SSPN1_27080.2
OG0002760	SMTH1_4120.1, SMTH1_4130.1	SSPN1_3460.1, SSPN1_3460.2
OG0002761	SMTH1_7250.1, SMTH1_7250.3, SMTH1_7250.4, SMTH1_7250.2	SSPN1_6240.5, SSPN1_6220.1, SSPN1_6240.3, SSPN1_6240.1, SSPN1_6240.2, SSPN1_6240.4
OG0002762	SMTH1_106210.1	SSPN1_92130.1
OG0002763	SMTH1_87410.3, SMTH1_87410.5, SMTH1_87410.4, SMTH1_87410.1, SMTH1_87410.2	SSPN1_75640.1, SSPN1_75640.2
OG0002764	SMTH1_35130.1, SMTH1_35130.2, SMTH1_35130.3, SMTH1_35130.4, SMTH1_35130.5, SMTH1_35130.6	SSPN1_30510.3, SSPN1_30510.1, SSPN1_30510.2
OG0002765	SMTH1_76570.1	SSPN1_66430.1, SSPN1_66440.1
OG0002766	SMTH1_81260.1	SSPN1_70150.1
OG0002767	SMTH1_55290.1	SSPN1_47840.1, SSPN1_47840.2, SSPN1_47840.3
OG0002768	SMTH1_2650.1	SSPN1_2170.1, SSPN1_2170.2, SSPN1_2170.3
OG0002769	SMTH1_28990.1, SMTH1_28990.4, SMTH1_28990.5, SMTH1_28990.2, SMTH1_28990.3	SSPN1_25150.7, SSPN1_25150.6, SSPN1_25150.8, SSPN1_25150.1, SSPN1_25150.2, SSPN1_25150.3, SSPN1_25150.4, SSPN1_25150.5
OG0002770	SMTH1_19920.1, SMTH1_19920.2, SMTH1_19920.3, SMTH1_19920.4, SMTH1_19920.5	SSPN1_10800.1, SSPN1_10800.2
OG0002771	SMTH1_37520.1	SSPN1_37190.1, SSPN1_37180.1
OG0002772	SMTH1_91110.1	SSPN1_78250.1
OG0002773	SMTH1_17840.1	SSPN1_14630.1
OG0002774	SMTH1_3270.1, SMTH1_107220.1, SMTH1_48030.1	SSPN1_2670.1, SSPN1_2690.1
OG0002775	SMTH1_37870.1	SSPN1_36850.1
OG0002776	SMTH1_83060.1	SSPN1_71840.1, SSPN1_71840.2, SSPN1_71840.3, SSPN1_71840.4, SSPN1_71840.5
OG0002777	SMTH1_84660.1, SMTH1_84660.2	SSPN1_73260.3, SSPN1_73260.2, SSPN1_73260.1
OG0002778	SMTH1_106050.1	SSPN1_92010.1, SSPN1_92010.3, SSPN1_92010.4, SSPN1_92010.5, SSPN1_92010.2
OG0002779	SMTH1_37080.1	SSPN1_37590.1
OG0002780	SMTH1_52620.2	SSPN1_45640.2
OG0002780	SMTH1_52620.1	SSPN1_45640.1
