Orthogroup	schistosoma_curassoni	fasciola_gigantica
OG0002351	SCUR1_50990.1, SCUR1_50990.3, SCUR1_50990.4, SCUR1_50990.2	FGIG_11338
OG0002352	SCUR1_87110.1, SCUR1_87110.2	FGIG_11473
OG0002353	SCUR1_74480.1, SCUR1_74480.4, SCUR1_74480.8, SCUR1_74480.10, SCUR1_74480.3, SCUR1_74480.6, SCUR1_74480.2, SCUR1_74480.5, SCUR1_74480.7, SCUR1_74480.9	FGIG_11640
OG0002354	SCUR1_8160.1	FGIG_12409, FGIG_11676
OG0002355	SCUR1_72700.1, SCUR1_72700.2, SCUR1_72700.3	FGIG_11960, FGIG_11712
OG0002356	SCUR1_65230.1, SCUR1_65230.2, SCUR1_65230.3, SCUR1_65230.4	FGIG_11801
OG0002370	SCUR1_48090.1, SCUR1_46560.1, SCUR1_46560.2	FGIG_00318, FGIG_00319
OG0002371	SCUR1_1630.5, SCUR1_1630.1, SCUR1_1630.2, SCUR1_1630.6, SCUR1_1630.3, SCUR1_1630.4, SCUR1_1630.7	FGIG_00332
OG0002372	SCUR1_63470.1	FGIG_00522
OG0002373	SCUR1_75740.1	FGIG_00664
OG0002374	SCUR1_5620.1	FGIG_00687
OG0002375	SCUR1_94050.1, SCUR1_94050.2, SCUR1_94050.3	FGIG_05220, FGIG_00900
OG0002376	SCUR1_71650.1, SCUR1_71650.3, SCUR1_71650.2	FGIG_00953, FGIG_09565
OG0002377	SCUR1_98070.2, SCUR1_98070.1, SCUR1_99460.1, SCUR1_99430.1	FGIG_01063, FGIG_01062
OG0002378	SCUR1_40100.1, SCUR1_40100.2	FGIG_01137
OG0002379	SCUR1_42970.1	FGIG_05262
OG0002381	SCUR1_53690.1, SCUR1_53650.1	FGIG_01256
OG0002382	SCUR1_9820.1	FGIG_01304
OG0002383	SCUR1_52250.1	FGIG_01455
OG0002384	SCUR1_80120.1, SCUR1_80120.2, SCUR1_80120.3	FGIG_09873, FGIG_01494, FGIG_13997
OG0002385	SCUR1_28900.1, SCUR1_28900.2, SCUR1_28900.3, SCUR1_28900.4	FGIG_01675
OG0002387	SCUR1_76660.4, SCUR1_76660.5, SCUR1_76660.1, SCUR1_76660.6, SCUR1_76660.2, SCUR1_76660.3	FGIG_01735, FGIG_01737, FGIG_01736
OG0002388	SCUR1_10770.1	FGIG_01875, FGIG_10835
OG0002389	SCUR1_87250.1	FGIG_01884
OG0002390	SCUR1_16470.3, SCUR1_16470.4, SCUR1_16470.2, SCUR1_16470.1	FGIG_01897, FGIG_01896, FGIG_01898
OG0002391	SCUR1_18730.1	FGIG_02015
OG0002392	SCUR1_89590.1	FGIG_02057
OG0002393	SCUR1_59290.1, SCUR1_59290.3, SCUR1_59290.4, SCUR1_59290.2	FGIG_02189, FGIG_04963
OG0002394	SCUR1_31110.1, SCUR1_31110.3, SCUR1_31120.1, SCUR1_31110.2	FGIG_02326
OG0002395	SCUR1_82530.1, SCUR1_82530.2	FGIG_02392, FGIG_12059
OG0002396	SCUR1_32910.1	FGIG_02713
OG0002397	SCUR1_78260.1, SCUR1_78240.1, SCUR1_78240.2	FGIG_02751
OG0002398	SCUR1_5360.1	FGIG_02818
OG0002399	SCUR1_41010.1, SCUR1_41010.2	FGIG_02929, FGIG_12312
OG0002400	SCUR1_3010.3, SCUR1_3010.1, SCUR1_3010.2	FGIG_02992
OG0002401	SCUR1_94660.1, SCUR1_99260.1, SCUR1_99260.2	FGIG_03016
OG0002402	SCUR1_19690.1, SCUR1_19690.2, SCUR1_19690.3, SCUR1_19690.4, SCUR1_19680.1	FGIG_03098
OG0002403	SCUR1_24110.1, SCUR1_24110.2, SCUR1_24110.3, SCUR1_24110.4	FGIG_03175
OG0002404	SCUR1_61880.1	FGIG_03321
OG0002405	SCUR1_1710.2, SCUR1_1710.1	FGIG_03332
OG0002406	SCUR1_8470.1	FGIG_03463
OG0002407	SCUR1_8020.1	FGIG_03753
OG0002407	SCUR1_8010.1	FGIG_03485
OG0002408	SCUR1_72990.1, SCUR1_72990.3, SCUR1_72990.2	FGIG_03539
OG0002409	SCUR1_83590.3, SCUR1_83590.4, SCUR1_83590.6, SCUR1_83590.1, SCUR1_83590.5, SCUR1_83590.2	FGIG_03603
OG0002410	SCUR1_35610.1	FGIG_03611
OG0002411	SCUR1_87440.1, SCUR1_87440.2, SCUR1_87440.4, SCUR1_87440.3	FGIG_10068, FGIG_03660
OG0002412	SCUR1_29660.1, SCUR1_29660.2	FGIG_03751
OG0002413	SCUR1_85940.1	FGIG_03978
OG0002414	SCUR1_55380.1, SCUR1_55380.2, SCUR1_55380.6, SCUR1_55380.3, SCUR1_55380.4, SCUR1_55380.5	FGIG_04080
OG0002415	SCUR1_20600.1, SCUR1_20600.2	FGIG_04148
OG0002416	SCUR1_40960.1	FGIG_04169
OG0002417	SCUR1_16280.1	FGIG_04242
OG0002418	SCUR1_33050.2, SCUR1_33050.1, SCUR1_33050.3	FGIG_04267
OG0002419	SCUR1_28760.1	FGIG_04405
OG0002420	SCUR1_33260.1	FGIG_04462
OG0002421	SCUR1_71010.1	FGIG_04522
OG0002422	SCUR1_34970.1, SCUR1_34970.2, SCUR1_34970.3	FGIG_04530
OG0002423	SCUR1_69860.1	FGIG_04660, FGIG_04661
OG0002424	SCUR1_56080.1	FGIG_04664
OG0002425	SCUR1_34720.1	FGIG_05156
OG0002426	SCUR1_37070.6, SCUR1_37070.5, SCUR1_37070.1, SCUR1_37070.2, SCUR1_37070.3, SCUR1_37070.4	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	SCUR1_8460.1, SCUR1_8460.2	FGIG_08659, FGIG_08134, FGIG_05349
OG0002428	SCUR1_12640.1, SCUR1_12640.2	FGIG_05382
OG0002429	SCUR1_40140.1	FGIG_05450
OG0002430	SCUR1_73750.1, SCUR1_73750.2, SCUR1_73750.3	FGIG_05519
OG0002431	SCUR1_36790.3, SCUR1_36790.1, SCUR1_36790.4, SCUR1_36790.2	FGIG_05521
OG0002432	SCUR1_60590.1	FGIG_05602
OG0002433	SCUR1_19420.1, SCUR1_19420.2, SCUR1_19420.3	FGIG_05646, FGIG_05645
OG0002434	SCUR1_35040.1, SCUR1_35040.4, SCUR1_35040.2, SCUR1_35040.5, SCUR1_35040.3, SCUR1_35040.8, SCUR1_35040.6, SCUR1_35040.7	FGIG_05674
OG0002435	SCUR1_28820.1, SCUR1_28820.2, SCUR1_28820.4, SCUR1_28820.3, SCUR1_28820.5, SCUR1_28820.6, SCUR1_28820.7, SCUR1_28820.8	FGIG_05697
OG0002436	SCUR1_22120.1, SCUR1_22130.1	FGIG_05730
OG0002437	SCUR1_52670.1	FGIG_05941
OG0002438	SCUR1_33530.1, SCUR1_33530.3, SCUR1_33530.2	FGIG_05966
OG0002439	SCUR1_52820.2, SCUR1_52820.3, SCUR1_52820.5, SCUR1_52820.1, SCUR1_52820.4	FGIG_05976
OG0002440	SCUR1_68330.1	FGIG_05987
OG0002441	SCUR1_49090.1	FGIG_06093
OG0002442	SCUR1_42740.1	FGIG_06418
OG0002443	SCUR1_45610.1, SCUR1_45610.2	FGIG_06436
OG0002444	SCUR1_97940.1, SCUR1_57460.3, SCUR1_57460.1, SCUR1_57460.2	FGIG_06465, FGIG_07625, FGIG_07626
OG0002445	SCUR1_68380.2, SCUR1_68380.1, SCUR1_68380.3, SCUR1_68380.4	FGIG_06503
OG0002446	SCUR1_62380.1	FGIG_06541, FGIG_06542
OG0002447	SCUR1_7360.1	FGIG_06779
OG0002448	SCUR1_32320.1	FGIG_06814
OG0002449	SCUR1_18270.1	FGIG_06820
OG0002450	SCUR1_64920.1, SCUR1_64920.2	FGIG_06958, FGIG_06957
OG0002451	SCUR1_76230.1, SCUR1_71030.1	FGIG_09875, FGIG_06973
OG0002452	SCUR1_7850.2, SCUR1_7850.1, SCUR1_7850.3	FGIG_07134
OG0002453	SCUR1_47230.1, SCUR1_47230.3, SCUR1_47230.2, SCUR1_47230.4	FGIG_07309
OG0002454	SCUR1_66700.1	FGIG_07341, FGIG_07342
OG0002455	SCUR1_65710.1, SCUR1_65710.2, SCUR1_65710.3	FGIG_07376
OG0002456	SCUR1_32890.1, SCUR1_32890.2	FGIG_07456
OG0002457	SCUR1_70110.2, SCUR1_70110.3, SCUR1_70110.5, SCUR1_70110.6, SCUR1_70110.1, SCUR1_70110.4	FGIG_07547
OG0002458	SCUR1_83610.1	FGIG_07836
OG0002459	SCUR1_38330.2, SCUR1_38330.1, SCUR1_38330.3	FGIG_07884
OG0002460	SCUR1_8200.1	FGIG_07978
OG0002461	SCUR1_9290.1	FGIG_08021
OG0002462	SCUR1_64040.2, SCUR1_64040.4, SCUR1_64040.5, SCUR1_64040.1, SCUR1_64040.3, SCUR1_64040.6	FGIG_08085, FGIG_08086
OG0002463	SCUR1_82570.1	FGIG_08096
OG0002464	SCUR1_28150.1, SCUR1_28150.3, SCUR1_28150.2	FGIG_08106
OG0002465	SCUR1_82080.3, SCUR1_82080.4, SCUR1_82080.1, SCUR1_82080.2	FGIG_08251
OG0002466	SCUR1_92660.3, SCUR1_92660.1, SCUR1_92660.2	FGIG_08323
OG0002467	SCUR1_50560.1, SCUR1_50560.2, SCUR1_50560.3	FGIG_08516
OG0002468	SCUR1_75250.1	FGIG_08551
OG0002469	SCUR1_4440.1, SCUR1_4440.2, SCUR1_4440.3	FGIG_08589, FGIG_11582, FGIG_08590
OG0002470	SCUR1_78580.2, SCUR1_78580.3, SCUR1_78580.1, SCUR1_78580.4	FGIG_08645
OG0002471	SCUR1_74200.2, SCUR1_74200.1, SCUR1_74200.3, SCUR1_74200.4	FGIG_08707
OG0002472	SCUR1_36960.1	FGIG_08827
OG0002473	SCUR1_9660.1	FGIG_08879
OG0002474	SCUR1_86740.1	FGIG_08909
OG0002475	SCUR1_18770.1	FGIG_09134
OG0002476	SCUR1_30890.1	FGIG_09264, FGIG_09265, FGIG_10209
OG0002477	SCUR1_75870.1, SCUR1_75870.2	FGIG_09272
OG0002478	SCUR1_51210.1, SCUR1_51210.2, SCUR1_51210.3	FGIG_09278
OG0002479	SCUR1_63270.1	FGIG_09452
OG0002480	SCUR1_27920.1	FGIG_09465, FGIG_09464
OG0002481	SCUR1_6030.1	FGIG_09576
OG0002482	SCUR1_61600.2, SCUR1_61600.1, SCUR1_61600.3	FGIG_09686
OG0002483	SCUR1_20920.4, SCUR1_20920.6, SCUR1_20920.3, SCUR1_20920.5, SCUR1_20920.1, SCUR1_20920.2	FGIG_09695
OG0002484	SCUR1_23670.1, SCUR1_23670.2, SCUR1_23670.3	FGIG_09732
OG0002485	SCUR1_34420.1, SCUR1_34420.2, SCUR1_34420.3, SCUR1_34400.1	FGIG_09739
OG0002486	SCUR1_23780.3, SCUR1_23780.1, SCUR1_23780.2	FGIG_09770
OG0002487	SCUR1_79360.2, SCUR1_79360.3, SCUR1_79360.6, SCUR1_79360.5, SCUR1_79360.4, SCUR1_79360.1, SCUR1_100090.1	FGIG_09784
OG0002488	SCUR1_54840.1, SCUR1_54840.2	FGIG_10504, FGIG_09832
OG0002489	SCUR1_27330.2, SCUR1_27330.1	FGIG_09868
OG0002490	SCUR1_73470.3, SCUR1_73470.1, SCUR1_73470.2, SCUR1_73470.4	FGIG_09978
OG0002491	SCUR1_91700.1, SCUR1_91700.2, SCUR1_91700.3	FGIG_10023
OG0002492	SCUR1_74190.1, SCUR1_74190.2	FGIG_10063, FGIG_10064
OG0002493	SCUR1_63580.1	FGIG_10292
OG0002494	SCUR1_1530.1	FGIG_10497
OG0002495	SCUR1_14580.1, SCUR1_14580.2	FGIG_10719
OG0002496	SCUR1_43000.1	FGIG_10747
OG0002497	SCUR1_45860.1, SCUR1_45860.2	FGIG_10950
OG0002498	SCUR1_800.1	FGIG_11117
OG0002499	SCUR1_49600.1	FGIG_11169, FGIG_11170
OG0002500	SCUR1_240.1	FGIG_11224
OG0002501	SCUR1_9620.1	FGIG_11287
OG0002502	SCUR1_55730.1, SCUR1_55770.1	FGIG_11537
OG0002503	SCUR1_82560.1	FGIG_11553
OG0002504	SCUR1_23730.4, SCUR1_23730.5, SCUR1_23730.1, SCUR1_23730.2, SCUR1_23730.3	FGIG_12299, FGIG_11806
OG0002505	SCUR1_51530.1	FGIG_11920
OG0002506	SCUR1_34490.1	FGIG_12017, FGIG_12551, FGIG_12439
OG0002507	SCUR1_81930.1, SCUR1_81930.2, SCUR1_81930.3	FGIG_12058
OG0002508	SCUR1_63930.1	FGIG_12197
OG0002509	SCUR1_9160.1	FGIG_12245, FGIG_12297
OG0002510	SCUR1_57670.1, SCUR1_57670.4, SCUR1_57670.2, SCUR1_57670.3	FGIG_12391
OG0002511	SCUR1_71570.1	FGIG_12393
OG0002512	SCUR1_62780.3, SCUR1_62780.4, SCUR1_62790.2, SCUR1_62790.4, SCUR1_62780.1, SCUR1_62780.2, SCUR1_62790.1, SCUR1_62790.3	FGIG_12546, FGIG_12547
OG0002526	SCUR1_13560.1	FGIG_00089
OG0002527	SCUR1_41720.1, SCUR1_97100.1	FGIG_00511, FGIG_00510
OG0002528	SCUR1_93150.4, SCUR1_93150.5, SCUR1_93150.1, SCUR1_93150.2, SCUR1_93150.3, SCUR1_93150.6	FGIG_11944, FGIG_00524
OG0002529	SCUR1_55320.1	FGIG_00554
OG0002530	SCUR1_74070.1	FGIG_00602
OG0002531	SCUR1_27470.1, SCUR1_27470.2	FGIG_00671
OG0002532	SCUR1_70810.3, SCUR1_70810.4, SCUR1_70810.1, SCUR1_70810.2	FGIG_00738
OG0002533	SCUR1_65200.1, SCUR1_65210.1	FGIG_00969
OG0002534	SCUR1_96770.1	FGIG_09067
OG0002535	SCUR1_35600.1	FGIG_01112
OG0002536	SCUR1_13610.1	FGIG_01191
OG0002537	SCUR1_81790.1, SCUR1_81790.2	FGIG_01229, FGIG_01228
OG0002538	SCUR1_60670.1	FGIG_01242
OG0002539	SCUR1_26370.1	FGIG_01248
OG0002540	SCUR1_39190.1	FGIG_01266, FGIG_01267
OG0002541	SCUR1_55560.1	FGIG_01457
OG0002542	SCUR1_88150.1, SCUR1_88150.2, SCUR1_88150.3, SCUR1_88150.4	FGIG_10847, FGIG_12416, FGIG_01549
OG0002543	SCUR1_29030.1	FGIG_01691
OG0002544	SCUR1_47770.1, SCUR1_47770.2, SCUR1_47770.3	FGIG_01781
OG0002545	SCUR1_23560.4, SCUR1_23560.2, SCUR1_23560.3, SCUR1_23560.1	FGIG_01827, FGIG_01826
OG0002546	SCUR1_18170.1	FGIG_01847
OG0002547	SCUR1_94500.1	FGIG_02027
OG0002548	SCUR1_92300.1, SCUR1_92300.2, SCUR1_99720.1	FGIG_02084
OG0002549	SCUR1_27850.1, SCUR1_27850.2	FGIG_02182
OG0002550	SCUR1_95870.1, SCUR1_46980.1, SCUR1_46980.3, SCUR1_46980.2	FGIG_02255
OG0002551	SCUR1_31070.1	FGIG_02388
OG0002552	SCUR1_4260.2, SCUR1_4260.1, SCUR1_4260.3	FGIG_02401, FGIG_09802
OG0002553	SCUR1_64230.2, SCUR1_64230.3, SCUR1_64230.1	FGIG_02504
OG0002554	SCUR1_58800.3, SCUR1_58800.1, SCUR1_58800.2	FGIG_02553
OG0002555	SCUR1_36090.1	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512
OG0002556	SCUR1_20860.1, SCUR1_20860.2	FGIG_02738
OG0002557	SCUR1_42590.1, SCUR1_42590.2	FGIG_02739
OG0002558	SCUR1_3940.1, SCUR1_3940.2	FGIG_02814
OG0002559	SCUR1_24520.1	FGIG_02898
OG0002560	SCUR1_87520.12, SCUR1_87780.1, SCUR1_87520.13, SCUR1_87520.14	FGIG_03093, FGIG_03092
OG0002561	SCUR1_9370.1	FGIG_03183
OG0002562	SCUR1_8870.1, SCUR1_8870.2, SCUR1_8870.3	FGIG_03203
OG0002563	SCUR1_61400.1, SCUR1_61390.1	FGIG_03214, FGIG_03215
OG0002564	SCUR1_76920.1	FGIG_03281, FGIG_12500, FGIG_05562
OG0002565	SCUR1_2240.1, SCUR1_2230.1	FGIG_03333, FGIG_07664
OG0002566	SCUR1_64830.1	FGIG_03342, FGIG_03344, FGIG_03345
OG0002567	SCUR1_35510.1	FGIG_03349
OG0002568	SCUR1_63490.1	FGIG_03365
OG0002569	SCUR1_65520.1	FGIG_03570
OG0002570	SCUR1_31710.1	FGIG_03617
OG0002571	SCUR1_40430.1	FGIG_03757
OG0002572	SCUR1_59090.1, SCUR1_59090.2	FGIG_03782
OG0002573	SCUR1_24990.1	FGIG_03838, FGIG_03840
OG0002574	SCUR1_74630.1	FGIG_03886
OG0002575	SCUR1_24130.1, SCUR1_23390.1, SCUR1_23470.1	FGIG_03898
OG0002576	SCUR1_78100.1	FGIG_04012
OG0002578	SCUR1_49330.1, SCUR1_49330.2, SCUR1_49330.3	FGIG_04195
OG0002579	SCUR1_92530.1, SCUR1_92510.1	FGIG_04229
OG0002580	SCUR1_59230.1	FGIG_04294
OG0002581	SCUR1_60420.1	FGIG_04296
OG0002582	SCUR1_35180.1, SCUR1_35180.3, SCUR1_35180.2	FGIG_04308
OG0002583	SCUR1_86540.5, SCUR1_86540.1, SCUR1_86540.7, SCUR1_86540.4, SCUR1_86540.3, SCUR1_86540.2, SCUR1_86540.6	FGIG_04409
OG0002584	SCUR1_39260.1	FGIG_09949, FGIG_04538
OG0002585	SCUR1_20230.1, SCUR1_20230.2, SCUR1_20230.3, SCUR1_20230.4, SCUR1_20220.2, SCUR1_20220.3, SCUR1_20220.1	FGIG_04559
OG0002586	SCUR1_19060.1, SCUR1_19060.2	FGIG_12272, FGIG_04639
OG0002587	SCUR1_82000.1	FGIG_04693, FGIG_04694
OG0002588	SCUR1_100710.3, SCUR1_61100.2, SCUR1_100710.2, SCUR1_100710.4, SCUR1_61100.3, SCUR1_100710.1, SCUR1_61100.1	FGIG_04974
OG0002589	SCUR1_60920.1	FGIG_05061
OG0002590	SCUR1_75820.1	FGIG_05128
OG0002591	SCUR1_77900.1	FGIG_05129
OG0002592	SCUR1_27520.4, SCUR1_27520.5, SCUR1_27520.6, SCUR1_27520.7, SCUR1_27520.1, SCUR1_27520.3, SCUR1_27520.2	FGIG_05162
OG0002593	SCUR1_79300.1, SCUR1_79330.1, SCUR1_79310.1, SCUR1_79320.1	FGIG_05298
OG0002595	SCUR1_48500.1, SCUR1_48500.2	FGIG_05362
OG0002596	SCUR1_75520.3, SCUR1_75520.1, SCUR1_75520.2, SCUR1_75520.4, SCUR1_75520.5, SCUR1_75520.6, SCUR1_75520.7	FGIG_05460
OG0002597	SCUR1_13060.1, SCUR1_13060.4, SCUR1_13060.2, SCUR1_13060.3	FGIG_05487
OG0002598	SCUR1_34460.3, SCUR1_34460.4, SCUR1_34460.5, SCUR1_34460.1, SCUR1_34460.2	FGIG_05515
OG0002599	SCUR1_66200.1, SCUR1_66200.2	FGIG_05728, FGIG_05727
OG0002600	SCUR1_47590.3, SCUR1_47590.1, SCUR1_47590.2	FGIG_05795
OG0002601	SCUR1_12090.1	FGIG_05849
OG0002602	SCUR1_21740.1	FGIG_05875
OG0002603	SCUR1_63050.1	FGIG_05906
OG0002604	SCUR1_2260.3, SCUR1_2260.1, SCUR1_2260.2	FGIG_06006
OG0002605	SCUR1_49480.1	FGIG_06036
OG0002606	SCUR1_84080.1, SCUR1_84080.2, SCUR1_84080.3, SCUR1_84080.4	FGIG_06073, FGIG_06072
OG0002607	SCUR1_33520.1	FGIG_06107
OG0002608	SCUR1_48350.2, SCUR1_48350.1, SCUR1_48350.3, SCUR1_48350.4, SCUR1_48350.5, SCUR1_48350.6, SCUR1_48350.7, SCUR1_48350.8	FGIG_06129
OG0002609	SCUR1_3810.1, SCUR1_3810.2, SCUR1_3810.3, SCUR1_3810.4, SCUR1_3810.5	FGIG_06136
OG0002610	SCUR1_42670.1	FGIG_11000, FGIG_06189
OG0002611	SCUR1_16890.4, SCUR1_16890.1, SCUR1_16890.2, SCUR1_16890.3	FGIG_06324
OG0002612	SCUR1_24200.1	FGIG_06340
OG0002613	SCUR1_45530.1, SCUR1_69250.1, SCUR1_69250.2	FGIG_06345
OG0002614	SCUR1_97720.1	FGIG_06354
OG0002615	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3	FGIG_06373
OG0002616	SCUR1_37450.4, SCUR1_37450.2, SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5	FGIG_06415
OG0002617	SCUR1_41130.1	FGIG_06419
OG0002618	SCUR1_97930.1, SCUR1_57430.1	FGIG_06466
OG0002619	SCUR1_59920.1	FGIG_06472, FGIG_06474
OG0002620	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1	FGIG_06511
OG0002621	SCUR1_8300.1	FGIG_09641, FGIG_06677
OG0002622	SCUR1_56610.1	FGIG_06700
OG0002623	SCUR1_11280.1	FGIG_06729, FGIG_06728
OG0002624	SCUR1_16600.1	FGIG_06964
OG0002625	SCUR1_36200.1, SCUR1_36200.3, SCUR1_36200.2	FGIG_06967
OG0002626	SCUR1_57700.4, SCUR1_57700.5, SCUR1_57700.2, SCUR1_57700.1, SCUR1_57700.3	FGIG_06976
OG0002627	SCUR1_13090.12, SCUR1_13160.1	FGIG_07084
OG0002629	SCUR1_90130.1	FGIG_07170
OG0002630	SCUR1_8700.1	FGIG_07216
OG0002631	SCUR1_25100.1, SCUR1_25100.2	FGIG_07225
OG0002632	SCUR1_83750.1	FGIG_07361, FGIG_12484, FGIG_12485
OG0002633	SCUR1_40120.1, SCUR1_40120.2	FGIG_07397
OG0002634	SCUR1_24920.1	FGIG_07468
OG0002635	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1	FGIG_07528
OG0002636	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3	FGIG_07640
OG0002637	SCUR1_92980.1	FGIG_12349, FGIG_07657, FGIG_07658
OG0002638	SCUR1_54220.1	FGIG_07669
OG0002639	SCUR1_66660.1, SCUR1_66660.2	FGIG_07695
OG0002640	SCUR1_10580.2, SCUR1_10580.4, SCUR1_10580.1, SCUR1_10580.5, SCUR1_10580.6, SCUR1_10580.3	FGIG_12195, FGIG_07993
OG0002641	SCUR1_53590.3, SCUR1_53590.1, SCUR1_53590.2	FGIG_08071, FGIG_08808
OG0002642	SCUR1_1370.3, SCUR1_1370.1, SCUR1_1370.2	FGIG_08263
OG0002644	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5	FGIG_08363
OG0002645	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4	FGIG_08488
OG0002646	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3	FGIG_09593, FGIG_08514
OG0002647	SCUR1_86940.1, SCUR1_86940.2, SCUR1_86940.3	FGIG_08632
OG0002648	SCUR1_6530.1	FGIG_08657
OG0002649	SCUR1_40500.1	FGIG_08764, FGIG_10032
OG0002650	SCUR1_8310.1	FGIG_08774
OG0002651	SCUR1_10610.1	FGIG_08809
OG0002652	SCUR1_45240.1	FGIG_08823, FGIG_08825, FGIG_08824
OG0002653	SCUR1_87970.1	FGIG_08840
OG0002654	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3	FGIG_08874
OG0002655	SCUR1_57090.1	FGIG_08904, FGIG_08905
OG0002656	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4	FGIG_09068
OG0002657	SCUR1_16070.1, SCUR1_16070.2	FGIG_09186
OG0002658	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3	FGIG_10965, FGIG_09229
OG0002659	SCUR1_59880.1, SCUR1_59880.2, SCUR1_59880.5, SCUR1_59880.6, SCUR1_59880.3, SCUR1_59880.4	FGIG_09283, FGIG_09284
OG0002660	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2	FGIG_09287
OG0002661	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3	FGIG_09299
OG0002662	SCUR1_82670.1, SCUR1_82670.2	FGIG_09329, FGIG_09330
OG0002663	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3	FGIG_09358
OG0002664	SCUR1_94690.1, SCUR1_94690.2, SCUR1_94690.3	FGIG_09406
OG0002665	SCUR1_50300.1	FGIG_09444
OG0002666	SCUR1_32560.1, SCUR1_32560.2, SCUR1_32560.4, SCUR1_32560.3	FGIG_09447
OG0002667	SCUR1_27630.1, SCUR1_27630.2, SCUR1_27630.3, SCUR1_27630.4	FGIG_09692
OG0002668	SCUR1_68630.1	FGIG_09716
OG0002669	SCUR1_87690.1, SCUR1_87680.1	FGIG_09863
OG0002670	SCUR1_28790.4, SCUR1_28790.1, SCUR1_28790.2, SCUR1_28790.3	FGIG_09923
OG0002671	SCUR1_92320.1, SCUR1_92320.3, SCUR1_92320.4, SCUR1_92320.5, SCUR1_92320.2, SCUR1_99740.1	FGIG_10002
OG0002672	SCUR1_73160.1	FGIG_10016, FGIG_12308, FGIG_10692
OG0002673	SCUR1_73200.4, SCUR1_73200.5, SCUR1_73290.1	FGIG_10035
OG0002674	SCUR1_27830.1, SCUR1_27830.2, SCUR1_27830.3	FGIG_10188
OG0002675	SCUR1_99090.1, SCUR1_99090.2, SCUR1_99090.3	FGIG_10506
OG0002677	SCUR1_62370.1, SCUR1_62370.2	FGIG_10626
OG0002678	SCUR1_7440.1, SCUR1_7450.1, SCUR1_7460.1	FGIG_10664
OG0002679	SCUR1_79920.1, SCUR1_79920.2	FGIG_10815
OG0002680	SCUR1_66890.1	FGIG_10900
OG0002681	SCUR1_27380.1, SCUR1_27380.2, SCUR1_27380.3	FGIG_10906
OG0002682	SCUR1_19770.1, SCUR1_100980.1	FGIG_10998
OG0002683	SCUR1_93100.1, SCUR1_93100.2, SCUR1_93100.3, SCUR1_93100.4, SCUR1_93100.5, SCUR1_93100.6	FGIG_11199
OG0002684	SCUR1_99540.1	FGIG_11240
OG0002685	SCUR1_15950.1, SCUR1_15960.1	FGIG_11288
OG0002686	SCUR1_53900.1	FGIG_11995, FGIG_11420
OG0002687	SCUR1_29300.1	FGIG_11463, FGIG_12541
OG0002688	SCUR1_25800.1, SCUR1_25800.2	FGIG_12381, FGIG_11687
OG0002689	SCUR1_25830.3, SCUR1_25830.4, SCUR1_25830.2, SCUR1_25830.1	FGIG_11852
OG0002690	SCUR1_41000.1	FGIG_11864
OG0002691	SCUR1_82600.1, SCUR1_82600.2	FGIG_11898
OG0002692	SCUR1_13370.2, SCUR1_13370.1, SCUR1_13370.3	FGIG_12208
OG0002693	SCUR1_48340.1, SCUR1_48310.1	FGIG_12226
OG0002694	SCUR1_97870.1, SCUR1_92080.1	FGIG_12281
OG0002695	SCUR1_2940.1	FGIG_12398, FGIG_12354
OG0002696	SCUR1_34090.2, SCUR1_34090.3, SCUR1_34090.4, SCUR1_34090.1	FGIG_12504
OG0002708	SCUR1_31290.1, SCUR1_31290.2, SCUR1_31290.3, SCUR1_31290.4	FGIG_00053
OG0002709	SCUR1_7970.1	FGIG_00131
OG0002710	SCUR1_1100.1, SCUR1_1100.2	FGIG_00253
OG0002711	SCUR1_89280.1	FGIG_00270
OG0002712	SCUR1_15930.1	FGIG_00278
OG0002713	SCUR1_47860.1	FGIG_00291
