Orthogroup	schistosoma_curassoni	s.mekongi
OG0002832	SCUR1_80720.5, SCUR1_80720.4, SCUR1_80720.6, SCUR1_80720.1, SCUR1_80720.2, SCUR1_80720.3	KAK4468334.1
OG0002833	SCUR1_56890.1, SCUR1_56890.2, SCUR1_56890.3, SCUR1_56890.4, SCUR1_56890.5	KAK4469791.1
OG0002834	SCUR1_3550.1	KAK4475637.1
OG0002835	SCUR1_90230.1, SCUR1_90230.2	KAK4468458.1
OG0002836	SCUR1_25510.1	KAK4473265.1
OG0002837	SCUR1_15670.3, SCUR1_15670.4, SCUR1_15670.1, SCUR1_15670.2	KAK4475244.1
OG0002838	SCUR1_13880.1	KAK4474625.1
OG0002839	SCUR1_70710.1	KAK4470148.1
OG0002840	SCUR1_90030.1, SCUR1_90030.2, SCUR1_90030.4, SCUR1_90030.3	KAK4468435.1
OG0002842	SCUR1_70980.1, SCUR1_70980.2	KAK4470171.1
OG0002843	SCUR1_26080.3, SCUR1_26080.5, SCUR1_26080.1, SCUR1_26080.4, SCUR1_26080.6, SCUR1_26080.2	KAK4472838.1
OG0002844	SCUR1_67100.3, SCUR1_67100.4, SCUR1_67100.2, SCUR1_67100.5, SCUR1_67100.1	KAK4471576.1
OG0002845	SCUR1_10890.1	KAK4474387.1
OG0002846	SCUR1_21350.1, SCUR1_21350.2	KAK4475053.1
OG0002847	SCUR1_57840.1, SCUR1_57840.2	KAK4471142.1
OG0002848	SCUR1_100690.1, SCUR1_61120.1	KAK4471949.1
OG0002849	SCUR1_13700.2, SCUR1_13700.1, SCUR1_13700.3	KAK4475254.1
OG0002850	SCUR1_64620.1	KAK4471187.1
OG0002851	SCUR1_130.1, SCUR1_130.2, SCUR1_88470.1	KAK4468572.1, KAK4468571.1
OG0002852	SCUR1_13790.1	KAK4475266.1
OG0002853	SCUR1_72380.1, SCUR1_72380.2	KAK4470560.1
OG0002854	SCUR1_34740.1	KAK4474186.1
OG0002855	SCUR1_17120.1	KAK4474887.1
OG0002856	SCUR1_53390.1	KAK4469341.1
OG0002857	SCUR1_62990.1	KAK4471388.1
OG0002858	SCUR1_9880.1, SCUR1_9880.2	KAK4476181.1
OG0002859	SCUR1_62590.1	KAK4471686.1
OG0002860	SCUR1_76800.4, SCUR1_76800.8, SCUR1_76800.5, SCUR1_76800.3, SCUR1_76800.6, SCUR1_76800.7, SCUR1_76800.1, SCUR1_76800.2	KAK4470387.1
OG0002861	SCUR1_86760.1	KAK4468713.1
OG0002862	SCUR1_64970.2, SCUR1_64970.1, SCUR1_64970.3	KAK4471227.1
OG0002864	SCUR1_53850.1, SCUR1_53850.2	KAK4469182.1
OG0002865	SCUR1_10700.1	KAK4475930.1
OG0002866	SCUR1_95000.1, SCUR1_35880.1, SCUR1_95010.1	KAK4472169.1, KAK4474078.1, KAK4474077.1
OG0002867	SCUR1_3740.1	KAK4475655.1
OG0002868	SCUR1_85830.1, SCUR1_85830.2	KAK4468799.1
OG0002869	SCUR1_1900.1, SCUR1_1900.2	KAK4475208.1
OG0002870	SCUR1_100460.4, SCUR1_100460.3, SCUR1_100460.1, SCUR1_47620.1, SCUR1_100460.2, SCUR1_100460.5	KAK4469128.1
OG0002871	SCUR1_45220.1	KAK4473794.1
OG0002872	SCUR1_49610.1, SCUR1_49610.2, SCUR1_49610.4, SCUR1_49610.3	KAK4469227.1
OG0002873	SCUR1_98520.1, SCUR1_90540.5, SCUR1_90540.2, SCUR1_90540.1, SCUR1_90540.3, SCUR1_90540.4	KAK4468488.1
OG0002874	SCUR1_39810.1	KAK4473714.1
OG0002875	SCUR1_51060.1	KAK4469658.1
OG0002876	SCUR1_70180.1	KAK4470402.1
OG0002877	SCUR1_60490.1, SCUR1_60490.2	KAK4471758.1
OG0002878	SCUR1_63710.1	KAK4471298.1
OG0002879	SCUR1_17890.1	KAK4474965.1
OG0002880	SCUR1_21750.1	KAK4475485.1
OG0002881	SCUR1_59080.1	KAK4472037.1
OG0002882	SCUR1_18310.1	KAK4475201.1
OG0002882	SCUR1_18320.1	KAK4475200.1
OG0002883	SCUR1_51160.1, SCUR1_51160.2	KAK4469649.1
OG0002884	SCUR1_64810.1, SCUR1_64810.2, SCUR1_64810.3	KAK4471211.1
OG0002885	SCUR1_46860.1	KAK4469050.1
OG0002886	SCUR1_73680.1, SCUR1_73680.5, SCUR1_73680.2, SCUR1_73680.3, SCUR1_73680.4	KAK4470478.1
OG0002889	SCUR1_80030.1, SCUR1_80040.1	KAK4468305.1
OG0002892	SCUR1_75780.1	KAK4470034.1
OG0002893	SCUR1_8330.1	KAK4475987.1
OG0002894	SCUR1_80050.2, SCUR1_80050.3, SCUR1_80050.4, SCUR1_80050.5, SCUR1_80050.1	KAK4468306.1, KAK4467244.1
OG0002895	SCUR1_92580.1, SCUR1_93820.1	KAK4467661.1
OG0002896	SCUR1_24630.4, SCUR1_24630.1, SCUR1_24630.5, SCUR1_24630.2, SCUR1_24630.3	KAK4473167.1
OG0002897	SCUR1_25200.1	KAK4473227.1
OG0002903	SCUR1_71040.1	KAK4470177.1
OG0002904	SCUR1_22280.1	KAK4475461.1
OG0002905	SCUR1_66060.1, SCUR1_66060.3, SCUR1_66060.5, SCUR1_66060.2, SCUR1_66060.4	KAK4471053.1, KAK4471359.1
OG0002906	SCUR1_29110.1, SCUR1_29110.2, SCUR1_29110.3, SCUR1_29110.4, SCUR1_29110.5, SCUR1_29110.6	KAK4472781.1
OG0002907	SCUR1_5460.1, SCUR1_5460.2, SCUR1_5460.3	KAK4467487.1, KAK4475839.1
OG0002908	SCUR1_67990.1	KAK4471493.1
OG0002910	SCUR1_18530.3, SCUR1_18530.2	KAK4475171.1
OG0002911	SCUR1_15020.1	KAK4475277.1
OG0002912	SCUR1_64600.1	KAK4471176.1
OG0002913	SCUR1_10040.1	KAK4476306.1
OG0002914	SCUR1_16450.2, SCUR1_16450.1, SCUR1_16450.3, SCUR1_16450.4	KAK4474821.1
OG0002915	SCUR1_76830.1, SCUR1_76830.2	KAK4470746.1
OG0002916	SCUR1_17380.1	KAK4474914.1
OG0002917	SCUR1_22940.1, SCUR1_22940.2, SCUR1_100810.1	KAK4473361.1
OG0002919	SCUR1_84920.2, SCUR1_84920.3, SCUR1_84920.1	KAK4467311.1
OG0002920	SCUR1_43120.1	KAK4473523.1
OG0002921	SCUR1_93720.1, SCUR1_93720.2, SCUR1_93720.3, SCUR1_93720.5, SCUR1_93720.4	KAK4467652.1
OG0002922	SCUR1_75860.1	KAK4470713.1
OG0002923	SCUR1_60680.1, SCUR1_60690.1, SCUR1_60690.2, SCUR1_60690.4, SCUR1_60690.3	KAK4471906.1
OG0002924	SCUR1_11930.1	KAK4474421.1
OG0002925	SCUR1_12620.1, SCUR1_12620.2, SCUR1_12620.3	KAK4474644.1
OG0002927	SCUR1_9550.1	KAK4476175.1
OG0002928	SCUR1_74270.1, SCUR1_74270.2	KAK4470358.1
OG0002929	SCUR1_22540.1	KAK4475521.1
OG0002930	SCUR1_40670.1, SCUR1_40670.2, SCUR1_40670.3	KAK4473638.1
OG0002931	SCUR1_1790.1	KAK4475101.1
OG0002932	SCUR1_45100.1	KAK4472268.1
OG0002933	SCUR1_40420.1	KAK4472146.1, KAK4473657.1
OG0002934	SCUR1_91900.1	KAK4467734.1
OG0002935	SCUR1_65560.1	KAK4471285.1
OG0002936	SCUR1_46790.1, SCUR1_46790.2, SCUR1_46790.4, SCUR1_46790.3	KAK4469030.1
OG0002937	SCUR1_39040.5, SCUR1_39040.2, SCUR1_39040.1, SCUR1_39040.7, SCUR1_39040.3, SCUR1_39040.4, SCUR1_39040.6	KAK4473785.1
OG0002938	SCUR1_78560.1	KAK4470913.1
OG0002939	SCUR1_13210.1, SCUR1_13210.2, SCUR1_13210.3	KAK4474681.1
OG0002940	SCUR1_48120.1, SCUR1_48120.2	KAK4469594.1, KAK4468980.1
OG0002942	SCUR1_77850.1	KAK4470842.1
OG0002942	SCUR1_77830.1	KAK4470841.1
OG0002943	SCUR1_77870.1	KAK4470844.1
OG0002944	SCUR1_17440.1, SCUR1_17440.2	KAK4474920.1
OG0002945	SCUR1_77160.1, SCUR1_77160.2	KAK4470779.1
OG0002946	SCUR1_18700.1	KAK4475156.1
OG0002947	SCUR1_88260.2, SCUR1_88260.1	KAK4468646.1
OG0002948	SCUR1_60410.1, SCUR1_60410.2	KAK4471765.1
OG0002949	SCUR1_34250.1, SCUR1_34250.2	KAK4472261.1
OG0002950	SCUR1_69390.1, SCUR1_69390.2, SCUR1_69390.3, SCUR1_69390.4, SCUR1_69390.5, SCUR1_69390.6, SCUR1_69390.7	KAK4470279.1
OG0002951	SCUR1_38010.1	KAK4473899.1
OG0002952	SCUR1_50460.1	KAK4469421.1
OG0002953	SCUR1_3280.1	KAK4475620.1
OG0002954	SCUR1_59890.1	KAK4471841.1
OG0002955	SCUR1_72970.2, SCUR1_72970.3, SCUR1_72970.1	KAK4470610.1
OG0002956	SCUR1_93450.3, SCUR1_93450.2, SCUR1_93450.1	KAK4467628.1
OG0002957	SCUR1_69500.2, SCUR1_69500.3, SCUR1_69500.4, SCUR1_69500.1	KAK4470162.1
OG0002958	SCUR1_66470.1	KAK4471636.1
OG0002959	SCUR1_85810.2, SCUR1_85810.1, SCUR1_85810.3	KAK4468801.1
OG0002960	SCUR1_48740.2, SCUR1_48740.1, SCUR1_48740.3, SCUR1_48740.4	KAK4469309.1
OG0002961	SCUR1_19160.1, SCUR1_19160.2	KAK4475113.1
OG0002962	SCUR1_66090.1	KAK4471361.1
OG0002963	SCUR1_13970.1, SCUR1_13980.1	KAK4474519.1
OG0002964	SCUR1_25150.1	KAK4473222.1
OG0002965	SCUR1_91090.2, SCUR1_91090.1, SCUR1_91090.4, SCUR1_91090.3, SCUR1_91090.5	KAK4469026.1
OG0002966	SCUR1_44060.1	KAK4472717.1
OG0002967	SCUR1_97320.1, SCUR1_97140.1, SCUR1_97140.2, SCUR1_61020.1, SCUR1_61020.2, SCUR1_61020.3	KAK4471940.1
OG0002968	SCUR1_19370.1, SCUR1_19370.2	KAK4475089.1
OG0002969	SCUR1_52730.1	KAK4469469.1
OG0002970	SCUR1_9830.1	KAK4474378.1
OG0002971	SCUR1_62870.1	KAK4467406.1, KAK4471661.1
OG0002973	SCUR1_48580.1	KAK4469328.1
OG0002974	SCUR1_32590.1	KAK4472528.1
OG0002975	SCUR1_38460.1, SCUR1_38460.2, SCUR1_38460.3	KAK4473942.1
OG0002976	SCUR1_63380.2, SCUR1_63380.3, SCUR1_63380.1, SCUR1_63380.4	KAK4471431.1
OG0002977	SCUR1_7870.1, SCUR1_7870.2, SCUR1_7870.3	KAK4476147.1
OG0002979	SCUR1_21500.1	KAK4475427.1
OG0002980	SCUR1_29380.7, SCUR1_29380.6, SCUR1_29380.8, SCUR1_29380.1, SCUR1_29380.3, SCUR1_29380.2, SCUR1_29380.4, SCUR1_29380.5	KAK4472763.1
OG0002981	SCUR1_74510.1	KAK4470340.1
OG0002982	SCUR1_53730.1	KAK4469369.1
OG0002983	SCUR1_24660.1, SCUR1_24660.3, SCUR1_24660.2	KAK4473171.1
OG0002984	SCUR1_12860.1	KAK4474670.1
OG0002985	SCUR1_2000.1	KAK4475301.1
OG0002988	SCUR1_91760.1	KAK4467909.1
OG0002989	SCUR1_49450.1, SCUR1_49450.2	KAK4469246.1
OG0002990	SCUR1_81060.1	KAK4468206.1
OG0002991	SCUR1_32080.1, SCUR1_32080.3	KAK4472588.1
OG0002992	SCUR1_75340.1	KAK4470499.1
OG0002993	SCUR1_83040.1	KAK4468016.1
OG0002994	SCUR1_19350.1, SCUR1_19350.2	KAK4475102.1
OG0002995	SCUR1_87760.2, SCUR1_87760.1	KAK4468948.1
OG0002996	SCUR1_14950.1	KAK4475272.1
OG0002997	SCUR1_34540.1, SCUR1_34540.2, SCUR1_34540.3, SCUR1_34540.4, SCUR1_34540.5, SCUR1_34540.6	KAK4472554.1
OG0002998	SCUR1_44740.3, SCUR1_44740.5, SCUR1_44740.4, SCUR1_44740.6, SCUR1_44740.1, SCUR1_44740.2	KAK4474004.1
OG0002999	SCUR1_60290.1	KAK4471879.1
OG0003000	SCUR1_27020.1, SCUR1_27020.3, SCUR1_27020.4, SCUR1_27020.2	KAK4472928.1
OG0003001	SCUR1_26970.4, SCUR1_26970.1, SCUR1_26970.2, SCUR1_26970.3	KAK4472932.1
OG0003002	SCUR1_19600.1	KAK4475065.1, KAK4475066.1
OG0003003	SCUR1_92430.2, SCUR1_92430.3, SCUR1_92430.1	KAK4467897.1
OG0003004	SCUR1_74420.1, SCUR1_74420.2	KAK4470349.1
OG0003005	SCUR1_54030.3, SCUR1_54030.1, SCUR1_54030.2	KAK4469934.1
OG0003006	SCUR1_83930.4, SCUR1_83930.3, SCUR1_83930.2, SCUR1_83930.1	KAK4468098.1
OG0003007	SCUR1_61050.2, SCUR1_61050.1, SCUR1_61050.7, SCUR1_61050.8, SCUR1_61050.3, SCUR1_61050.4, SCUR1_61050.5, SCUR1_61050.6, SCUR1_100760.1	KAK4471944.1
OG0003008	SCUR1_32130.1	KAK4472583.1
OG0003009	SCUR1_6460.1	KAK4476104.1
OG0003010	SCUR1_70030.1, SCUR1_70030.2	KAK4470536.1
OG0003011	SCUR1_30320.1, SCUR1_30320.2, SCUR1_30320.3, SCUR1_30320.4, SCUR1_30320.5, SCUR1_30320.6, SCUR1_30320.7, SCUR1_30320.8	KAK4472496.1
OG0003012	SCUR1_61460.2, SCUR1_61460.1	KAK4471987.1
OG0003013	SCUR1_77630.1, SCUR1_77630.2, SCUR1_77630.3, SCUR1_77630.4	KAK4470828.1
OG0003014	SCUR1_83290.2, SCUR1_83290.1, SCUR1_83290.3	KAK4468178.1
OG0003015	SCUR1_43550.1	KAK4473564.1
OG0003016	SCUR1_74950.2, SCUR1_74950.3, SCUR1_74950.4, SCUR1_74950.1	KAK4470535.1
OG0003017	SCUR1_50320.1	KAK4469411.1
OG0003018	SCUR1_93240.1, SCUR1_93240.2	KAK4467766.1
OG0003019	SCUR1_73870.1	KAK4470459.1
OG0003020	SCUR1_28870.4, SCUR1_28870.2, SCUR1_28870.3, SCUR1_28870.1	KAK4472808.1
OG0003021	SCUR1_83320.1, SCUR1_83320.2, SCUR1_83320.3, SCUR1_83320.4, SCUR1_83320.5	KAK4468180.1
OG0003022	SCUR1_24910.2, SCUR1_24910.3, SCUR1_24910.4, SCUR1_24910.5, SCUR1_24910.6, SCUR1_24910.1	KAK4473196.1
OG0003023	SCUR1_83240.1, SCUR1_83240.2	KAK4468173.1
OG0003024	SCUR1_77210.1	KAK4470783.1
OG0003025	SCUR1_37180.1, SCUR1_37180.2	KAK4473824.1
OG0003026	SCUR1_33290.1, SCUR1_33290.2, SCUR1_33290.3	KAK4472359.1
OG0003027	SCUR1_16700.1, SCUR1_16700.2	KAK4474846.1
OG0003028	SCUR1_9970.1	KAK4476314.1
OG0003029	SCUR1_80180.1, SCUR1_80180.2, SCUR1_80180.3, SCUR1_80180.4, SCUR1_80180.5	KAK4468366.1
OG0003030	SCUR1_19560.1	KAK4475071.1
OG0003031	SCUR1_64360.1	KAK4471040.1
OG0003032	SCUR1_58870.1, SCUR1_58870.2, SCUR1_58870.3	KAK4472074.1
OG0003033	SCUR1_46960.2, SCUR1_46960.3, SCUR1_46960.1, SCUR1_46960.4	KAK4469064.1
OG0003034	SCUR1_81540.1, SCUR1_81540.2, SCUR1_81540.3, SCUR1_81540.4	KAK4468280.1
OG0003036	SCUR1_95470.1, SCUR1_99340.1	KAK4468187.1
OG0003037	SCUR1_78910.2, SCUR1_78910.1	KAK4470951.1
OG0003038	SCUR1_52140.1	KAK4469706.1
OG0003039	SCUR1_46170.1	KAK4469437.1
OG0003040	SCUR1_30000.1	KAK4472467.1
OG0003041	SCUR1_32990.1, SCUR1_32990.2	KAK4472389.1
OG0003042	SCUR1_40980.1	KAK4473609.1
OG0003043	SCUR1_47960.1	KAK4469610.1
OG0003044	SCUR1_7640.1	KAK4476083.1
OG0003045	SCUR1_51580.1	KAK4469160.1
OG0003046	SCUR1_51590.1	KAK4469161.1
OG0003047	SCUR1_13010.1, SCUR1_13010.2	KAK4474707.1
OG0003048	SCUR1_45820.1	KAK4469764.1
OG0003049	SCUR1_45810.1	KAK4469754.1
OG0003050	SCUR1_78000.1	KAK4470858.1
OG0003051	SCUR1_24420.1	KAK4473151.1
OG0003052	SCUR1_64680.1, SCUR1_64680.4, SCUR1_64680.2, SCUR1_64680.3, SCUR1_64680.5, SCUR1_64680.6, SCUR1_64680.7	KAK4471195.1
OG0003053	SCUR1_26520.1, SCUR1_26520.2	KAK4472972.1
OG0003054	SCUR1_8730.1, SCUR1_8730.2	KAK4476250.1
OG0003055	SCUR1_56450.4, SCUR1_56450.1, SCUR1_56450.2, SCUR1_56450.3, SCUR1_56450.5	KAK4469728.1
OG0003056	SCUR1_8610.1	KAK4476225.1
OG0003057	SCUR1_63220.3, SCUR1_63220.4, SCUR1_63220.1, SCUR1_63220.7, SCUR1_63220.2, SCUR1_63220.5, SCUR1_63220.6	KAK4471418.1
OG0003058	SCUR1_90620.1	KAK4468917.1
OG0003059	SCUR1_36120.1, SCUR1_36120.2	KAK4474057.1
OG0003060	SCUR1_51920.1, SCUR1_51920.2	KAK4469722.1, KAK4469721.1
OG0003062	SCUR1_88570.1, SCUR1_88570.5, SCUR1_88570.3, SCUR1_88570.4, SCUR1_88570.2	KAK4468558.1
OG0003063	SCUR1_17700.1, SCUR1_17700.3, SCUR1_17700.4, SCUR1_17700.5, SCUR1_17700.2	KAK4474944.1
OG0003064	SCUR1_7660.1	KAK4476085.1, KAK4476084.1
OG0003065	SCUR1_21790.1, SCUR1_21790.2	KAK4475481.1
OG0003066	SCUR1_92760.2, SCUR1_92760.1	KAK4467653.1
OG0003067	SCUR1_24840.1	KAK4473191.1
OG0003068	SCUR1_76170.1, SCUR1_76170.2, SCUR1_76170.3	KAK4470448.1
OG0003069	SCUR1_69710.3, SCUR1_69710.2, SCUR1_69710.1	KAK4470904.1
OG0003070	SCUR1_35360.1	KAK4474128.1
OG0003071	SCUR1_60610.1	KAK4471899.1
OG0003072	SCUR1_78880.2, SCUR1_78880.1, SCUR1_78880.3	KAK4470953.1
OG0003073	SCUR1_63870.1	KAK4471453.1
OG0003074	SCUR1_58750.1	KAK4472092.1
OG0003074	SCUR1_58750.2, SCUR1_58750.3	KAK4472093.1
OG0003075	SCUR1_97970.6, SCUR1_97970.3, SCUR1_97970.1, SCUR1_97970.2, SCUR1_97970.4, SCUR1_97970.5	KAK4471132.1
OG0003076	SCUR1_99690.1, SCUR1_99690.2, SCUR1_57590.1, SCUR1_99690.3	KAK4467226.1
OG0003077	SCUR1_73910.1, SCUR1_73910.2, SCUR1_73910.3, SCUR1_73910.5, SCUR1_73910.4	KAK4470456.1
OG0003079	SCUR1_56420.1, SCUR1_56420.2, SCUR1_56420.3, SCUR1_56420.4, SCUR1_56420.5	KAK4469953.1
OG0003080	SCUR1_10980.1, SCUR1_10980.2	KAK4474393.1
OG0003081	SCUR1_14790.1	KAK4474607.1
OG0003082	SCUR1_50100.1, SCUR1_50100.2, SCUR1_50090.1, SCUR1_50100.4, SCUR1_50090.2, SCUR1_50100.3	KAK4469388.1
OG0003083	SCUR1_78720.1	KAK4470931.1
OG0003084	SCUR1_72050.1, SCUR1_72050.2, SCUR1_72050.4, SCUR1_72050.3	KAK4470292.1
OG0003085	SCUR1_38860.1	KAK4473802.1
OG0003086	SCUR1_65680.1	KAK4471330.1
OG0003087	SCUR1_94520.1	KAK4467853.1
OG0003088	SCUR1_20620.4, SCUR1_20620.1, SCUR1_20620.3, SCUR1_20620.2	KAK4474979.1
OG0003089	SCUR1_18620.1, SCUR1_18620.6, SCUR1_18620.4, SCUR1_18620.2, SCUR1_18620.5, SCUR1_18620.3	KAK4475161.1
OG0003090	SCUR1_31930.1	KAK4472596.1
OG0003091	SCUR1_91740.1, SCUR1_97570.1, SCUR1_91730.1	KAK4467911.1
OG0003093	SCUR1_89890.1	KAK4468425.1
OG0003095	SCUR1_48210.1, SCUR1_48210.2, SCUR1_48210.3, SCUR1_48210.4	KAK4469586.1
OG0003096	SCUR1_75040.1, SCUR1_75040.2, SCUR1_75040.3	KAK4470528.1
OG0003097	SCUR1_65810.1, SCUR1_65810.2	KAK4471337.1
OG0003107	SCUR1_56270.1, SCUR1_56270.2, SCUR1_56270.3, SCUR1_56270.4	KAK4469963.1
OG0003108	SCUR1_26310.1, SCUR1_26310.2	KAK4472992.1
OG0003109	SCUR1_15320.1	KAK4475305.1
OG0003110	SCUR1_14240.1	KAK4474497.1
OG0003111	SCUR1_70960.1, SCUR1_70960.2	KAK4470170.1
OG0003112	SCUR1_67340.1	KAK4471551.1
OG0003114	SCUR1_95670.1, SCUR1_85800.1	KAK4468802.1
OG0003115	SCUR1_73030.1	KAK4470616.1
OG0003117	SCUR1_18510.1	KAK4475175.1
OG0003118	SCUR1_40850.1	KAK4473622.1
OG0003119	SCUR1_33120.1	KAK4472376.1
OG0003120	SCUR1_69930.1	KAK4470643.1
OG0003121	SCUR1_1500.1	KAK4474788.1
OG0003122	SCUR1_500.1	KAK4475923.1
OG0003123	SCUR1_82580.1	KAK4467459.1, KAK4467462.1
OG0003124	SCUR1_89360.1, SCUR1_89360.2	KAK4468630.1
OG0003125	SCUR1_73670.3, SCUR1_73670.2	KAK4470479.1
OG0003126	SCUR1_19190.1, SCUR1_19190.2	KAK4475109.1
OG0003127	SCUR1_85130.2, SCUR1_85130.3, SCUR1_85130.1	KAK4468864.1
OG0003128	SCUR1_81460.1, SCUR1_81460.2	KAK4468288.1
OG0003129	SCUR1_2820.2, SCUR1_2820.1, SCUR1_2820.3	KAK4475567.1
OG0003130	SCUR1_28000.1, SCUR1_28000.2	KAK4473122.1
OG0003131	SCUR1_71600.1, SCUR1_71610.1, SCUR1_71620.1	KAK4470255.1
OG0003132	SCUR1_23860.1, SCUR1_23860.2	KAK4473009.1
OG0003133	SCUR1_59160.1	KAK4472047.1
OG0003134	SCUR1_82690.1	KAK4468043.1
OG0003135	SCUR1_36460.4, SCUR1_36460.5, SCUR1_36460.6, SCUR1_36460.1, SCUR1_36460.7, SCUR1_36460.3, SCUR1_36460.2	KAK4474024.1
OG0003136	SCUR1_10140.1, SCUR1_10140.2, SCUR1_10140.3	KAK4476290.1
OG0003137	SCUR1_80590.1, SCUR1_80590.2	KAK4468351.1
OG0003138	SCUR1_89130.1, SCUR1_89140.1	KAK4468617.1
OG0003139	SCUR1_49440.1	KAK4469247.1
OG0003140	SCUR1_30990.2, SCUR1_30990.1	KAK4472688.1
OG0003141	SCUR1_61490.1, SCUR1_61490.2	KAK4471989.1
OG0003142	SCUR1_75960.1	KAK4470724.1
OG0003143	SCUR1_75140.1, SCUR1_75140.2, SCUR1_75140.4, SCUR1_75140.3, SCUR1_75140.5	KAK4470519.1
OG0003144	SCUR1_39460.1, SCUR1_39460.2, SCUR1_39460.3, SCUR1_39460.4	KAK4473747.1
OG0003145	SCUR1_21250.2, SCUR1_21250.1	KAK4475042.1
OG0003146	SCUR1_64640.1	KAK4471191.1
OG0003147	SCUR1_49270.2, SCUR1_49270.1	KAK4469262.1
OG0003148	SCUR1_91340.1	KAK4467885.1
OG0003149	SCUR1_56210.1	KAK4469944.1
OG0003150	SCUR1_78270.1, SCUR1_78250.1	KAK4470886.1
OG0003151	SCUR1_49960.1, SCUR1_49960.2, SCUR1_49970.1	KAK4469373.1
OG0003152	SCUR1_37380.1	KAK4473841.1
OG0003153	SCUR1_73130.1	KAK4470627.1
OG0003154	SCUR1_35860.3, SCUR1_35860.2, SCUR1_35860.1	KAK4474086.1
OG0003155	SCUR1_70320.1, SCUR1_70320.2	KAK4470113.1
OG0003156	SCUR1_38350.1	KAK4473931.1
OG0003157	SCUR1_52390.1, SCUR1_52390.2	KAK4469678.1
OG0003158	SCUR1_87950.1, SCUR1_87950.2	KAK4468929.1
OG0003159	SCUR1_55960.3, SCUR1_55960.4, SCUR1_55960.1, SCUR1_55960.2	KAK4469036.1
OG0003160	SCUR1_20550.2, SCUR1_20550.1, SCUR1_20550.3	KAK4475329.1, KAK4475328.1
OG0003161	SCUR1_47190.1	KAK4469088.1
OG0003162	SCUR1_9490.1, SCUR1_9480.1	KAK4476171.1
OG0003163	SCUR1_1480.1	KAK4474766.1
OG0003164	SCUR1_33430.1	KAK4472344.1, KAK4472345.1
OG0003165	SCUR1_77000.1	KAK4470763.1
OG0003167	SCUR1_97740.1, SCUR1_97740.2, SCUR1_97740.4, SCUR1_97740.3, SCUR1_97740.5, SCUR1_97740.6	KAK4467889.1
OG0003168	SCUR1_63500.1	KAK4471309.1
OG0003169	SCUR1_15880.1, SCUR1_68010.1	KAK4474765.1
OG0003170	SCUR1_18050.1	KAK4475221.1
OG0003171	SCUR1_72360.1, SCUR1_72360.2	KAK4470558.1
OG0003172	SCUR1_22110.1	KAK4475445.1
OG0003173	SCUR1_31720.1	KAK4472619.1
OG0003174	SCUR1_74530.1, SCUR1_74530.2	KAK4470337.1
OG0003175	SCUR1_92550.1, SCUR1_92550.2	KAK4467721.1
OG0003176	SCUR1_69340.1	KAK4470311.1
OG0003177	SCUR1_25710.1, SCUR1_25710.4, SCUR1_25710.3, SCUR1_25710.2	KAK4473005.1
OG0003178	SCUR1_33510.1, SCUR1_33510.3, SCUR1_33510.2	KAK4472335.1
OG0003179	SCUR1_74680.1	KAK4470325.1
OG0003180	SCUR1_4290.1	KAK4475713.1
OG0003181	SCUR1_36830.1, SCUR1_36830.2, SCUR1_36830.4, SCUR1_36830.3	KAK4473984.1
OG0003182	SCUR1_31220.3, SCUR1_31220.1, SCUR1_31220.2, SCUR1_31220.5, SCUR1_31220.4	KAK4472665.1
OG0003183	SCUR1_13310.1, SCUR1_13320.1	KAK4474722.1
OG0003184	SCUR1_28500.1	KAK4472873.1
OG0003185	SCUR1_71070.1	KAK4470180.1
OG0003186	SCUR1_99420.1, SCUR1_99470.1, SCUR1_29750.1	KAK4469043.1, KAK4472714.1
OG0003187	SCUR1_73140.4, SCUR1_73140.2, SCUR1_73140.1, SCUR1_73140.3	KAK4470628.1
OG0003188	SCUR1_80130.1, SCUR1_80130.2, SCUR1_80130.3	KAK4467982.1
OG0003189	SCUR1_57000.1	KAK4469783.1
OG0003190	SCUR1_60340.1	KAK4471885.1
OG0003191	SCUR1_47460.1	KAK4469115.1
OG0003192	SCUR1_66050.1	KAK4471358.1
OG0003193	SCUR1_37420.1	KAK4473845.1
OG0003194	SCUR1_68970.1	KAK4470088.1
OG0003195	SCUR1_18130.1, SCUR1_18120.1	KAK4475218.1
OG0003196	SCUR1_62000.1	KAK4471775.1
OG0003197	SCUR1_93690.1	KAK4467650.1
OG0003198	SCUR1_50720.1, SCUR1_50720.2	KAK4469447.1
OG0003199	SCUR1_92210.1, SCUR1_92210.2	KAK4467790.1
OG0003200	SCUR1_10470.1	KAK4476266.1
OG0003201	SCUR1_14570.1	KAK4474576.1
OG0003202	SCUR1_18520.1	KAK4475172.1
OG0003203	SCUR1_90350.1	KAK4468471.1
OG0003204	SCUR1_20930.4, SCUR1_20930.5, SCUR1_20930.3, SCUR1_20930.1, SCUR1_20930.2	KAK4475014.1
OG0003205	SCUR1_36770.2, SCUR1_36770.1	KAK4473990.1
OG0003206	SCUR1_17490.1, SCUR1_17490.2, SCUR1_17490.3	KAK4474923.1
OG0003207	SCUR1_8250.1	KAK4476153.1
OG0003208	SCUR1_67510.2, SCUR1_67510.1, SCUR1_67510.6, SCUR1_67510.3, SCUR1_67510.4, SCUR1_67510.5	KAK4471535.1
OG0003209	SCUR1_78370.1	KAK4470896.1
OG0003210	SCUR1_12970.1, SCUR1_12970.2	KAK4474687.1
