Orthogroup	fasciola_hepatica	opisthorchis_viverrini
OG0003326	FhHiC23_g8112.t1	T265_12115
OG0003327	FhHiC23_g3141.t1	T265_12021
OG0003328	FhHiC23_g10097.t1, FhHiC23_g3297.t1, FhHiC23_g3297.t2, FhHiC23_g10096.t1	T265_03597
OG0003329	FhHiC23_g9185.t1, FhHiC23_g9185.t2	T265_13725
OG0003330	FhHiC23_g1838.t1	T265_05098
OG0003331	FhHiC23_g13446.t2, FhHiC23_g13446.t1, FhHiC23_g13445.t1	T265_11448
OG0003332	FhHiC23_g5818.t1	T265_14609
OG0003334	FhHiC23_g5233.t1, FhHiC23_g5233.t2	T265_07042
OG0003335	FhHiC23_g7563.t1	T265_10561, T265_15187
OG0003336	FhHiC23_g7853.t1	T265_08134
OG0003338	FhHiC23_g10922.t1, FhHiC23_g10922.t2	T265_06648
OG0003339	FhHiC23_g12575.t1	T265_06302
OG0003340	FhHiC23_g4728.t1	T265_13297
OG0003341	FhHiC23_g8399.t1	T265_07155
OG0003342	FhHiC23_g15580.t1	T265_10319
OG0003343	FhHiC23_g2245.t1	T265_08839
OG0003344	FhHiC23_g9261.t1	T265_05994
OG0003345	FhHiC23_g16606.t1	T265_13591
OG0003346	FhHiC23_g9039.t1, FhHiC23_g9039.t2	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009
OG0003347	FhHiC23_g14564.t1, FhHiC23_g14564.t2	T265_15325
OG0003348	FhHiC23_g1814.t1	T265_00384
OG0003349	FhHiC23_g6019.t1	T265_14676
OG0003350	FhHiC23_g14671.t1	T265_14476
OG0003351	FhHiC23_g2746.t1, FhHiC23_g2747.t1	T265_03852
OG0003352	FhHiC23_g3800.t1	T265_15477
OG0003354	FhHiC23_g9715.t1	T265_14200
OG0003355	FhHiC23_g8205.t1	T265_15801
OG0003356	FhHiC23_g11925.t1	T265_13187
OG0003356	FhHiC23_g11457.t1	T265_14156
OG0003357	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3	T265_04123, T265_15449
OG0003358	FhHiC23_g15951.t1, FhHiC23_g15951.t2	T265_13333
OG0003359	FhHiC23_g7880.t1	T265_01811
OG0003360	FhHiC23_g4919.t1, FhHiC23_g4920.t1	T265_15037
OG0003361	FhHiC23_g11316.t1	T265_01606
OG0003362	FhHiC23_g2653.t1, FhHiC23_g2653.t2	T265_06343, T265_08886
OG0003363	FhHiC23_g5710.t1, FhHiC23_g5713.t1	T265_00732
OG0003364	FhHiC23_g3910.t1, FhHiC23_g3910.t2	T265_10488, T265_16148, T265_16320, T265_16298
OG0003365	FhHiC23_g15552.t1	T265_03679
OG0003366	FhHiC23_g7666.t1	T265_01582
OG0003368	FhHiC23_g5783.t1	T265_14328
OG0003369	FhHiC23_g8134.t1, FhHiC23_g8134.t2	T265_03934
OG0003370	FhHiC23_g5871.t1	T265_14039
OG0003371	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3	T265_14624
OG0003372	FhHiC23_g9214.t1	T265_13073, T265_02731
OG0003373	FhHiC23_g15014.t1	T265_10074
OG0003374	FhHiC23_g10071.t1, FhHiC23_g10071.t2	T265_16374, T265_16007, T265_04840
OG0003375	FhHiC23_g3081.t1	T265_04061
OG0003376	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3	T265_13274
OG0003378	FhHiC23_g3456.t2, FhHiC23_g3456.t1, FhHiC23_g3466.t1	T265_07106
OG0003379	FhHiC23_g8115.t1	T265_05624
OG0003381	FhHiC23_g13912.t1, FhHiC23_g325.t1	T265_00289
OG0003382	FhHiC23_g1360.t1, FhHiC23_g1360.t2	T265_00092
OG0003383	FhHiC23_g13615.t1	T265_15451
OG0003384	FhHiC23_g5987.t1	T265_13386
OG0003385	FhHiC23_g16302.t2, FhHiC23_g16302.t1	T265_14270
OG0003386	FhHiC23_g15425.t1	T265_03433
OG0003389	FhHiC23_g1214.t1	T265_12547
OG0003390	FhHiC23_g5839.t1, FhHiC23_g7361.t1	T265_00408
OG0003391	FhHiC23_g2984.t1	T265_04030, T265_15014
OG0003392	FhHiC23_g1254.t1	T265_02148
OG0003393	FhHiC23_g4666.t1, FhHiC23_g4666.t2	T265_13519, T265_15813
OG0003394	FhHiC23_g13892.t1	T265_07062
OG0003395	FhHiC23_g1610.t1	T265_12933
OG0003396	FhHiC23_g14521.t1	T265_11318, T265_11884
OG0003397	FhHiC23_g15501.t1	T265_03419, T265_06176, T265_06175
OG0003398	FhHiC23_g13371.t1, FhHiC23_g13371.t2	T265_07278
OG0003399	FhHiC23_g5032.t2, FhHiC23_g5032.t1	T265_09816
OG0003400	FhHiC23_g907.t3, FhHiC23_g907.t1	T265_15283, T265_15284
OG0003401	FhHiC23_g5828.t1, FhHiC23_g5828.t2, FhHiC23_g5829.t1	T265_05806
OG0003402	FhHiC23_g15775.t1, FhHiC23_g15775.t2	T265_03694, T265_16284
OG0003403	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1	T265_04283, T265_04284
OG0003404	FhHiC23_g3039.t1	T265_11259
OG0003405	FhHiC23_g1919.t1	T265_00061, T265_05780
OG0003405	FhHiC23_g2019.t1, FhHiC23_g2019.t2	T265_08607
OG0003406	FhHiC23_g10997.t1	T265_14439
OG0003407	FhHiC23_g3577.t1	T265_06019
OG0003408	FhHiC23_g9592.t1	T265_13309
OG0003409	FhHiC23_g11909.t1	T265_10546
OG0003410	FhHiC23_g7070.t1	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599
OG0003411	FhHiC23_g6068.t2, FhHiC23_g6068.t1	T265_13041
OG0003412	FhHiC23_g12447.t1, FhHiC23_g12448.t1	T265_01015
OG0003413	FhHiC23_g13366.t1	T265_01539
OG0003414	FhHiC23_g5682.t1	T265_09732
OG0003415	FhHiC23_g3170.t2, FhHiC23_g3170.t1	T265_09033
OG0003416	FhHiC23_g6755.t1	T265_12733
OG0003417	FhHiC23_g1656.t1	T265_06775
OG0003419	FhHiC23_g2689.t1, FhHiC23_g2689.t2	T265_12633
OG0003420	FhHiC23_g16682.t2, FhHiC23_g14164.t1	T265_08302
OG0003421	FhHiC23_g16240.t1, FhHiC23_g6582.t1	T265_09192
OG0003422	FhHiC23_g629.t3, FhHiC23_g629.t4, FhHiC23_g629.t2, FhHiC23_g629.t1	T265_03968
OG0003423	FhHiC23_g12041.t2, FhHiC23_g12041.t1	T265_03199, T265_13186
OG0003424	FhHiC23_g16326.t1	T265_11767
OG0003425	FhHiC23_g4077.t1	T265_10927
OG0003426	FhHiC23_g7430.t1, FhHiC23_g7429.t1	T265_05174
OG0003427	FhHiC23_g14662.t1, FhHiC23_g14662.t2	T265_09674
OG0003428	FhHiC23_g4105.t1	T265_04653
OG0003429	FhHiC23_g1095.t1, FhHiC23_g1095.t2	T265_05909
OG0003430	FhHiC23_g1099.t1	T265_07448
OG0003431	FhHiC23_g15335.t1	T265_14276
OG0003432	FhHiC23_g399.t1	T265_02200
OG0003433	FhHiC23_g12489.t1	T265_14247
OG0003434	FhHiC23_g6833.t1	T265_13606
OG0003435	FhHiC23_g14861.t1	T265_13575
OG0003436	FhHiC23_g3189.t2, FhHiC23_g3189.t1	T265_14841
OG0003437	FhHiC23_g3082.t1	T265_11777
OG0003438	FhHiC23_g6374.t1	T265_13978
OG0003439	FhHiC23_g14987.t1	T265_03706
OG0003440	FhHiC23_g15220.t1	T265_12653
OG0003441	FhHiC23_g9481.t1, FhHiC23_g10036.t1	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660
OG0003442	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3	T265_10526, T265_07654
OG0003443	FhHiC23_g6800.t1	T265_13942
OG0003444	FhHiC23_g12587.t1, FhHiC23_g12588.t1	T265_14726
OG0003445	FhHiC23_g14226.t1, FhHiC23_g14226.t2	T265_07143
OG0003446	FhHiC23_g5765.t1, FhHiC23_g5765.t2	T265_04504
OG0003447	FhHiC23_g12909.t1, FhHiC23_g12909.t2	T265_14249
OG0003448	FhHiC23_g180.t1	T265_10023
OG0003449	FhHiC23_g181.t1	T265_09851
OG0003450	FhHiC23_g7257.t1	T265_12574
OG0003451	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2	T265_04969
OG0003452	FhHiC23_g11703.t1, FhHiC23_g11703.t2	T265_08005
OG0003453	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3	T265_04993
OG0003454	FhHiC23_g5734.t2, FhHiC23_g5734.t1	T265_14193
OG0003456	FhHiC23_g12933.t1	T265_05545
OG0003457	FhHiC23_g14060.t1	T265_09480, T265_16051
OG0003458	FhHiC23_g5901.t1	T265_00691
OG0003459	FhHiC23_g12965.t1	T265_07450
OG0003460	FhHiC23_g14869.t1, FhHiC23_g14869.t2	T265_04726
OG0003461	FhHiC23_g3913.t1	T265_12975
OG0003462	FhHiC23_g5671.t1, FhHiC23_g5671.t2	T265_02574
OG0003463	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3	T265_10283, T265_10285
OG0003464	FhHiC23_g3469.t1, FhHiC23_g3469.t2	T265_07922
OG0003465	FhHiC23_g7798.t1	T265_02038
OG0003467	FhHiC23_g2691.t1	T265_14975, T265_09848
OG0003468	FhHiC23_g8277.t1	T265_12594
OG0003469	FhHiC23_g201.t1	T265_08823
OG0003470	FhHiC23_g785.t1	T265_11547, T265_11549
OG0003471	FhHiC23_g1184.t1, FhHiC23_g1184.t2	T265_11489
OG0003472	FhHiC23_g13198.t1	T265_15369
OG0003473	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2	T265_12937
OG0003474	FhHiC23_g361.t1	T265_02823
OG0003475	FhHiC23_g5061.t1, FhHiC23_g5067.t1	T265_09374
OG0003476	FhHiC23_g14574.t1	T265_09472, T265_12155
OG0003477	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1	T265_01902
OG0003478	FhHiC23_g12628.t1	T265_08469
OG0003479	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1	T265_13318
OG0003480	FhHiC23_g8174.t1	T265_09876, T265_14913
OG0003482	FhHiC23_g16064.t1	T265_05343
OG0003483	FhHiC23_g6508.t1	T265_13053
OG0003484	FhHiC23_g13210.t1	T265_06650
OG0003485	FhHiC23_g4071.t1	T265_13645, T265_13644
OG0003486	FhHiC23_g4072.t1	T265_13646
OG0003487	FhHiC23_g2355.t1	T265_08087, T265_10196
OG0003488	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2	T265_09073
OG0003489	FhHiC23_g3429.t1, FhHiC23_g3428.t1	T265_00323
OG0003490	FhHiC23_g13645.t1	T265_03113
OG0003491	FhHiC23_g6569.t1	T265_04324
OG0003492	FhHiC23_g7320.t1	T265_02536
OG0003493	FhHiC23_g16269.t2, FhHiC23_g16269.t1	T265_11233
OG0003494	FhHiC23_g9930.t1, FhHiC23_g9930.t2	T265_08759
OG0003495	FhHiC23_g13596.t1	T265_04558
OG0003496	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1	T265_02588
OG0003497	FhHiC23_g2425.t1, FhHiC23_g2425.t2	T265_00036
OG0003498	FhHiC23_g1737.t1	T265_02133
OG0003499	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1	T265_13442
OG0003500	FhHiC23_g7396.t1	T265_07015
OG0003501	FhHiC23_g3275.t2, FhHiC23_g3275.t1	T265_10024
OG0003502	FhHiC23_g16267.t1	T265_13592
OG0003503	FhHiC23_g12713.t1, FhHiC23_g12713.t2	T265_13487
OG0003505	FhHiC23_g90.t1	T265_12248, T265_00127, T265_16214
OG0003507	FhHiC23_g12669.t1	T265_04937
OG0003508	FhHiC23_g6868.t1	T265_02519
OG0003509	FhHiC23_g14145.t1	T265_15081
OG0003510	FhHiC23_g13856.t1, FhHiC23_g13686.t1	T265_09042
OG0003511	FhHiC23_g8142.t2, FhHiC23_g8142.t1	T265_13027
OG0003512	FhHiC23_g3834.t1	T265_11112, T265_11328
OG0003513	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3	T265_09089
OG0003515	FhHiC23_g15675.t1, FhHiC23_g15684.t1	T265_06621
OG0003516	FhHiC23_g37.t1	T265_10171
OG0003517	FhHiC23_g9198.t1, FhHiC23_g9198.t2	T265_06615
OG0003518	FhHiC23_g16345.t1	T265_08612
OG0003519	FhHiC23_g6817.t1	T265_05628
OG0003520	FhHiC23_g8159.t1	T265_01815
OG0003521	FhHiC23_g12090.t1	T265_04411
OG0003522	FhHiC23_g1674.t1	T265_13909
OG0003523	FhHiC23_g1745.t1	T265_01345
OG0003524	FhHiC23_g7552.t2, FhHiC23_g7552.t1	T265_00504
OG0003525	FhHiC23_g12944.t1	T265_01893, T265_08418
OG0003526	FhHiC23_g6354.t2, FhHiC23_g6354.t1	T265_08334
OG0003527	FhHiC23_g2525.t1, FhHiC23_g2525.t2	T265_11499, T265_16069
OG0003528	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1	T265_11428
OG0003529	FhHiC23_g13907.t2, FhHiC23_g13907.t1	T265_15692, T265_15691
OG0003530	FhHiC23_g7804.t1	T265_01532
OG0003531	FhHiC23_g12389.t1	T265_04537
OG0003532	FhHiC23_g13658.t2, FhHiC23_g13658.t1	T265_15073, T265_10184
OG0003533	FhHiC23_g542.t1, FhHiC23_g542.t2	T265_08083
OG0003534	FhHiC23_g4392.t1, FhHiC23_g4392.t2	T265_14367
OG0003535	FhHiC23_g9402.t1	T265_13748, T265_13749
OG0003536	FhHiC23_g6908.t2, FhHiC23_g6908.t1	T265_03943
OG0003537	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2	T265_08781, T265_14670
OG0003538	FhHiC23_g291.t1, FhHiC23_g292.t1	T265_14277
OG0003540	FhHiC23_g13504.t1, FhHiC23_g13504.t2	T265_06653
OG0003541	FhHiC23_g16826.t1, FhHiC23_g16826.t2	T265_08893
OG0003542	FhHiC23_g8438.t1	T265_00656, T265_13990
OG0003543	FhHiC23_g1923.t1, FhHiC23_g1924.t1	T265_08692
OG0003544	FhHiC23_g486.t1	T265_11978
OG0003545	FhHiC23_g11795.t1	T265_05565
OG0003547	FhHiC23_g13042.t1	T265_13128
OG0003548	FhHiC23_g15345.t1	T265_15344
OG0003549	FhHiC23_g16347.t1	T265_08011
OG0003553	FhHiC23_g7376.t1	T265_10953
OG0003554	FhHiC23_g7526.t1	T265_05158
OG0003577	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3	T265_04132
OG0003580	FhHiC23_g11768.t1	T265_10604
OG0003581	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3	T265_10913, T265_14331
OG0003582	FhHiC23_g8386.t1, FhHiC23_g8388.t1	T265_06314, T265_12092, T265_15431
OG0003583	FhHiC23_g13274.t1	T265_14147
OG0003584	FhHiC23_g7561.t1	T265_10564
OG0003585	FhHiC23_g4051.t1	T265_07130
OG0003586	FhHiC23_g14051.t1	T265_05888
OG0003587	FhHiC23_g11480.t2, FhHiC23_g11480.t1	T265_00983, T265_06561
OG0003588	FhHiC23_g11722.t1	T265_14600
OG0003590	FhHiC23_g12301.t1, FhHiC23_g12301.t2	T265_02486
OG0003591	FhHiC23_g6986.t1	T265_01108
OG0003593	FhHiC23_g5817.t1, FhHiC23_g5817.t2	T265_14611
OG0003594	FhHiC23_g15075.t1	T265_15427
OG0003595	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1	T265_07915
OG0003596	FhHiC23_g523.t1, FhHiC23_g523.t2	T265_00838
OG0003597	FhHiC23_g2322.t1	T265_14097
OG0003598	FhHiC23_g5777.t1, FhHiC23_g5777.t2	T265_14336
OG0003599	FhHiC23_g10643.t1, FhHiC23_g10643.t2	T265_14959
OG0003600	FhHiC23_g12565.t1	T265_05129
OG0003601	FhHiC23_g9713.t1	T265_07052
OG0003602	FhHiC23_g7579.t1	T265_02041
OG0003603	FhHiC23_g2283.t1	T265_05734
OG0003605	FhHiC23_g11683.t1, FhHiC23_g11683.t2	T265_11576
OG0003606	FhHiC23_g5553.t1	T265_10609
OG0003607	FhHiC23_g15477.t1, FhHiC23_g15479.t1	T265_13798
OG0003608	FhHiC23_g6344.t1	T265_00734
OG0003609	FhHiC23_g5772.t1	T265_07040
OG0003610	FhHiC23_g15972.t1	T265_05958
OG0003611	FhHiC23_g1399.t1	T265_08091
OG0003612	FhHiC23_g7366.t1	T265_13022, T265_02498
OG0003613	FhHiC23_g7875.t1	T265_04789
OG0003615	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2	T265_04147
OG0003616	FhHiC23_g10961.t1, FhHiC23_g10961.t2	T265_03030
OG0003617	FhHiC23_g8528.t1	T265_03178
OG0003618	FhHiC23_g9752.t1	T265_03758
OG0003619	FhHiC23_g13105.t1	T265_01591, T265_07717
OG0003620	FhHiC23_g2225.t1	T265_01336
OG0003620	FhHiC23_g3316.t1	T265_13102
OG0003621	FhHiC23_g2223.t1, FhHiC23_g2223.t2	T265_01334
OG0003622	FhHiC23_g4004.t1, FhHiC23_g2095.t1	T265_02194
OG0003623	FhHiC23_g406.t1	T265_13109
OG0003624	FhHiC23_g12955.t1	T265_09870
OG0003625	FhHiC23_g16381.t1	T265_09174
OG0003626	FhHiC23_g3677.t1	T265_14517
OG0003627	FhHiC23_g3675.t1	T265_08254
OG0003629	FhHiC23_g12079.t1	T265_01597
OG0003630	FhHiC23_g6475.t1	T265_00552
OG0003631	FhHiC23_g2763.t1	T265_05474
OG0003632	FhHiC23_g8058.t1	T265_01555
OG0003633	FhHiC23_g1329.t1	T265_00479
OG0003634	FhHiC23_g2686.t1, FhHiC23_g2686.t2	T265_13087
OG0003635	FhHiC23_g1014.t1	T265_15443, T265_02172, T265_03007, T265_06156
OG0003636	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4	T265_14928
OG0003637	FhHiC23_g7042.t1	T265_15655
OG0003638	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5	T265_05106
OG0003639	FhHiC23_g1855.t1, FhHiC23_g1855.t2	T265_05104, T265_16000
OG0003640	FhHiC23_g13721.t1, FhHiC23_g13721.t2	T265_01012
OG0003641	FhHiC23_g2336.t1	T265_02862
OG0003642	FhHiC23_g1892.t1, FhHiC23_g1892.t2	T265_12743
OG0003642	FhHiC23_g1893.t1	T265_01199
OG0003643	FhHiC23_g813.t1	T265_00281
OG0003645	FhHiC23_g1805.t1, FhHiC23_g1805.t2	T265_00160, T265_00162
OG0003646	FhHiC23_g2863.t1	T265_03853
OG0003647	FhHiC23_g11109.t1	T265_11848, T265_15568
OG0003648	FhHiC23_g11942.t1	T265_10268
OG0003649	FhHiC23_g5642.t1, FhHiC23_g5642.t2	T265_00575
OG0003650	FhHiC23_g15527.t1	T265_15117
OG0003651	FhHiC23_g2200.t1, FhHiC23_g2200.t2	T265_13683
OG0003652	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1	T265_00794, T265_12637
OG0003653	FhHiC23_g5174.t1, FhHiC23_g5174.t2	T265_13145
OG0003653	FhHiC23_g5806.t1	T265_02615
OG0003654	FhHiC23_g7901.t1	T265_08494
OG0003655	FhHiC23_g4622.t1, FhHiC23_g4622.t2	T265_05208
OG0003656	FhHiC23_g2531.t1	T265_03290
OG0003657	FhHiC23_g13346.t2, FhHiC23_g13346.t1	T265_11037
OG0003658	FhHiC23_g762.t1	T265_07445
OG0003659	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2	T265_02794
OG0003660	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3	T265_00788, T265_02325
OG0003661	FhHiC23_g1834.t1	T265_00438
OG0003662	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1	T265_11677
OG0003663	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3	T265_15278
OG0003665	FhHiC23_g2840.t1	T265_12643, T265_12644
OG0003666	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2	T265_08460, T265_13632
OG0003668	FhHiC23_g1580.t1	T265_03603
OG0003669	FhHiC23_g989.t1, FhHiC23_g995.t1	T265_00288
OG0003670	FhHiC23_g4525.t1, FhHiC23_g4525.t2	T265_08934
OG0003671	FhHiC23_g3132.t1	T265_01972
OG0003672	FhHiC23_g9327.t1	T265_14717
OG0003674	FhHiC23_g5968.t1	T265_13658, T265_04998
OG0003676	FhHiC23_g9036.t1	T265_16358, T265_11520, T265_16124
OG0003677	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1	T265_09034
OG0003678	FhHiC23_g5499.t1	T265_10342
OG0003679	FhHiC23_g14318.t1	T265_11802
OG0003680	FhHiC23_g4875.t1	T265_02876
OG0003681	FhHiC23_g16438.t2, FhHiC23_g16438.t1	T265_09754
OG0003683	FhHiC23_g13387.t1	T265_06872
OG0003684	FhHiC23_g5679.t1	T265_15486
OG0003685	FhHiC23_g14159.t1	T265_04088
OG0003686	FhHiC23_g16597.t1, FhHiC23_g16597.t2	T265_04768
OG0003687	FhHiC23_g16129.t1	T265_08327
OG0003688	FhHiC23_g4126.t2, FhHiC23_g4126.t1	T265_01680
OG0003689	FhHiC23_g7428.t1	T265_15525, T265_11754
OG0003690	FhHiC23_g1766.t1, FhHiC23_g1768.t1	T265_11143, T265_15936
OG0003691	FhHiC23_g9828.t1, FhHiC23_g9829.t1	T265_05651
OG0003692	FhHiC23_g14022.t1	T265_08242
OG0003693	FhHiC23_g1564.t1	T265_08095
OG0003694	FhHiC23_g10214.t1	T265_07501
OG0003695	FhHiC23_g7157.t1	T265_09288
OG0003696	FhHiC23_g2315.t1, FhHiC23_g2315.t2	T265_00034
OG0003697	FhHiC23_g12513.t1, FhHiC23_g12511.t1	T265_06827, T265_14149
OG0003698	FhHiC23_g5224.t1	T265_15116
OG0003699	FhHiC23_g6416.t1	T265_07037
OG0003700	FhHiC23_g182.t1, FhHiC23_g182.t2	T265_10146
OG0003701	FhHiC23_g3667.t1, FhHiC23_g3667.t2	T265_01634
OG0003703	FhHiC23_g11314.t1	T265_07221, T265_16143
OG0003704	FhHiC23_g6117.t1	T265_06510
OG0003705	FhHiC23_g5286.t1	T265_07049
OG0003706	FhHiC23_g16620.t1	T265_04171
OG0003707	FhHiC23_g13441.t1	T265_15364
OG0003708	FhHiC23_g7630.t1, FhHiC23_g7630.t2	T265_07688
OG0003709	FhHiC23_g13326.t1	T265_04308, T265_04657, T265_14395, T265_08952
OG0003710	FhHiC23_g6588.t1	T265_13051
OG0003711	FhHiC23_g8246.t1	T265_05157
OG0003712	FhHiC23_g10763.t2, FhHiC23_g10763.t1	T265_13695
OG0003713	FhHiC23_g15885.t1	T265_07311
OG0003715	FhHiC23_g9589.t1	T265_13324
OG0003717	FhHiC23_g3234.t2, FhHiC23_g3234.t1	T265_14734
OG0003718	FhHiC23_g1101.t1	T265_13675
OG0003719	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2	T265_09180
OG0003720	FhHiC23_g7948.t1	T265_06792
OG0003721	FhHiC23_g16260.t1, FhHiC23_g16260.t2	T265_02624
OG0003723	FhHiC23_g9176.t1	T265_07088
OG0003724	FhHiC23_g10624.t1	T265_09063
OG0003725	FhHiC23_g13250.t1	T265_09685
OG0003726	FhHiC23_g243.t1, FhHiC23_g78.t1	T265_03314
OG0003727	FhHiC23_g4636.t1	T265_10556
OG0003728	FhHiC23_g15186.t1, FhHiC23_g15184.t1, FhHiC23_g15184.t2, FhHiC23_g15185.t1, FhHiC23_g15185.t2	T265_02271
OG0003729	FhHiC23_g12343.t1	T265_10965
OG0003730	FhHiC23_g1132.t1	T265_14130
OG0003731	FhHiC23_g3764.t1, FhHiC23_g3764.t2	T265_13642
OG0003732	FhHiC23_g3585.t1	T265_13560
OG0003733	FhHiC23_g12062.t1	T265_01595
OG0003734	FhHiC23_g12617.t2, FhHiC23_g12617.t1	T265_09564
OG0003735	FhHiC23_g12790.t1	T265_06408
OG0003736	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3	T265_12784
OG0003737	FhHiC23_g12803.t1	T265_14236, T265_15927
OG0003738	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1	T265_05054
OG0003739	FhHiC23_g1275.t1	T265_15441
OG0003740	FhHiC23_g9478.t1	T265_12173, T265_02122, T265_16241
OG0003742	FhHiC23_g8591.t2, FhHiC23_g8591.t1	T265_00182
OG0003743	FhHiC23_g7165.t1	T265_01139
OG0003744	FhHiC23_g5453.t1, FhHiC23_g5453.t2	T265_08995
OG0003745	FhHiC23_g5466.t1, FhHiC23_g5466.t2	T265_08231
OG0003746	FhHiC23_g12328.t1	T265_15392
OG0003747	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3	T265_02110
OG0003748	FhHiC23_g13118.t1, FhHiC23_g13118.t2	T265_06307
OG0003749	FhHiC23_g14989.t2, FhHiC23_g14989.t1	T265_02264
OG0003750	FhHiC23_g2623.t1	T265_03282
OG0003751	FhHiC23_g4282.t1	T265_03402
OG0003752	FhHiC23_g5161.t1, FhHiC23_g5161.t2	T265_08865
OG0003754	FhHiC23_g3665.t1	T265_07808
OG0003755	FhHiC23_g13379.t1, FhHiC23_g13379.t2	T265_06436
OG0003756	FhHiC23_g8645.t1	T265_08406
OG0003757	FhHiC23_g14612.t1	T265_03497
OG0003759	FhHiC23_g6830.t1	T265_05181
OG0003760	FhHiC23_g14436.t1	T265_10848, T265_05509, T265_09336
OG0003761	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3	T265_08834
OG0003762	FhHiC23_g16494.t1	T265_11768
OG0003763	FhHiC23_g4925.t1	T265_02568
OG0003764	FhHiC23_g6226.t1	T265_02610
OG0003766	FhHiC23_g1029.t1	T265_09173
OG0003767	FhHiC23_g8534.t1, FhHiC23_g6973.t2	T265_00597
OG0003768	FhHiC23_g12359.t1	T265_15091
OG0003769	FhHiC23_g6631.t1	T265_05416
OG0003770	FhHiC23_g3337.t1	T265_03594
OG0003771	FhHiC23_g11602.t1	T265_15770, T265_15771
OG0003772	FhHiC23_g1845.t1, FhHiC23_g1845.t2	T265_00071
OG0003773	FhHiC23_g16182.t1	T265_07529, T265_07530
OG0003774	FhHiC23_g8891.t1	T265_01329
OG0003775	FhHiC23_g192.t1	T265_09155, T265_08355
OG0003776	FhHiC23_g12554.t1	T265_14561
OG0003777	FhHiC23_g6964.t1	T265_01583
OG0003778	FhHiC23_g9314.t1	T265_07089
OG0003779	FhHiC23_g15193.t1	T265_05531
OG0003780	FhHiC23_g8223.t1	T265_13360
OG0003781	FhHiC23_g10291.t1	T265_04246
OG0003782	FhHiC23_g2028.t3	T265_06846
OG0003783	FhHiC23_g212.t1, FhHiC23_g212.t2	T265_12559
OG0003784	FhHiC23_g1125.t1	T265_00146, T265_12352, T265_15752
