Orthogroup	fasciola_hepatica	trichobilharzia_regenti
OG0003179	FhHiC23_g2696.t3, FhHiC23_g2696.t1, FhHiC23_g2696.t2	TREG1_106440.1
OG0003180	FhHiC23_g12499.t1, FhHiC23_g12494.t1	TREG1_190.1
OG0003181	FhHiC23_g5933.t1, FhHiC23_g6205.t1	TREG1_45740.1
OG0003182	FhHiC23_g5521.t1	TREG1_50010.3, TREG1_50010.1, TREG1_50010.2, TREG1_50010.4
OG0003183	FhHiC23_g10910.t1	TREG1_32060.1, TREG1_34650.1, TREG1_34670.1, TREG1_16540.3, TREG1_16540.4, TREG1_16540.5, TREG1_16540.6, TREG1_16540.2, TREG1_16540.1
OG0003184	FhHiC23_g5585.t1, FhHiC23_g5585.t2	TREG1_48370.1, TREG1_48370.2
OG0003185	FhHiC23_g2609.t1, FhHiC23_g2609.t2	TREG1_98060.1, TREG1_98060.2
OG0003186	FhHiC23_g6174.t1	TREG1_50460.1
OG0003187	FhHiC23_g2688.t1	TREG1_106860.1
OG0003188	FhHiC23_g4171.t1	TREG1_113310.1
OG0003189	FhHiC23_g2376.t1	TREG1_76240.1, TREG1_76240.2
OG0003190	FhHiC23_g8616.t1, FhHiC23_g8616.t2	TREG1_85380.6, TREG1_85380.5, TREG1_85380.1, TREG1_85380.3, TREG1_85380.2, TREG1_85380.4
OG0003191	FhHiC23_g2066.t1	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5
OG0003192	FhHiC23_g7336.t1	TREG1_89430.1
OG0003193	FhHiC23_g6038.t1	TREG1_47370.1
OG0003194	FhHiC23_g3227.t1	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6
OG0003195	FhHiC23_g11642.t1	TREG1_19670.1, TREG1_19670.2
OG0003196	FhHiC23_g7155.t1	TREG1_81370.1, TREG1_81370.2
OG0003197	FhHiC23_g9495.t1	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3
OG0003198	FhHiC23_g347.t1	TREG1_76520.1
OG0003199	FhHiC23_g9167.t1, FhHiC23_g9167.t2	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3
OG0003200	FhHiC23_g13563.t1, FhHiC23_g13563.t2	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2
OG0003201	FhHiC23_g11677.t1	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6
OG0003202	FhHiC23_g15154.t1	TREG1_24430.1, TREG1_24430.2, TREG1_24430.4, TREG1_24430.3, TREG1_24430.5, TREG1_24430.6
OG0003203	FhHiC23_g16285.t1	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1
OG0003204	FhHiC23_g15247.t1	TREG1_16040.1
OG0003205	FhHiC23_g14576.t1	TREG1_56880.1
OG0003206	FhHiC23_g11169.t1	TREG1_13540.1
OG0003207	FhHiC23_g12832.t1	TREG1_7060.1
OG0003208	FhHiC23_g8516.t1	TREG1_93220.1, TREG1_93220.2
OG0003209	FhHiC23_g2510.t1, FhHiC23_g2510.t2, FhHiC23_g2510.t3	TREG1_108500.1, TREG1_108490.1
OG0003210	FhHiC23_g10792.t2, FhHiC23_g10792.t3, FhHiC23_g10792.t1	TREG1_29960.1
OG0003211	FhHiC23_g3037.t1	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3
OG0003212	FhHiC23_g13354.t1	TREG1_13240.1, TREG1_13250.1
OG0003213	FhHiC23_g6030.t2, FhHiC23_g6030.t1	TREG1_34370.1
OG0003214	FhHiC23_g11836.t1, FhHiC23_g11834.t1	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3
OG0003215	FhHiC23_g13199.t1	TREG1_11730.1, TREG1_11730.2
OG0003216	FhHiC23_g10033.t1, FhHiC23_g7750.t1, FhHiC23_g7750.t2, FhHiC23_g7750.t3	TREG1_82340.1
OG0003217	FhHiC23_g7593.t1, FhHiC23_g7593.t2	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3
OG0003218	FhHiC23_g8320.t3, FhHiC23_g8320.t1, FhHiC23_g8320.t2	TREG1_79130.1
OG0003220	FhHiC23_g4616.t1	TREG1_102690.1, TREG1_74120.1, TREG1_65120.1, TREG1_63220.1, TREG1_33420.1, TREG1_145100.1, TREG1_85120.1, TREG1_89970.1, TREG1_89970.2, TREG1_14210.1, TREG1_81250.1, TREG1_142780.1, TREG1_56570.1, TREG1_77680.1, TREG1_11530.1, TREG1_110740.1, TREG1_119630.1, TREG1_130390.1, TREG1_140760.1, TREG1_18120.1, TREG1_59830.1, TREG1_80030.1
OG0003221	FhHiC23_g5148.t1	TREG1_41470.1
OG0003222	FhHiC23_g11402.t1, FhHiC23_g11402.t2	TREG1_15000.1
OG0003223	FhHiC23_g16331.t1	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2
OG0003224	FhHiC23_g14882.t1	TREG1_55500.1
OG0003225	FhHiC23_g16057.t1, FhHiC23_g16057.t2	TREG1_124210.1
OG0003226	FhHiC23_g12103.t1	TREG1_8310.1, TREG1_8300.1
OG0003227	FhHiC23_g7921.t2, FhHiC23_g7921.t1	TREG1_87790.1
OG0003228	FhHiC23_g16065.t1	TREG1_120960.1
OG0003228	FhHiC23_g16063.t1	TREG1_120980.1
OG0003229	FhHiC23_g3272.t1, FhHiC23_g3272.t2, FhHiC23_g3272.t3	TREG1_106300.1
OG0003230	FhHiC23_g633.t1	TREG1_72380.1
OG0003231	FhHiC23_g11000.t1	TREG1_15750.1
OG0003232	FhHiC23_g11182.t1	TREG1_6750.1
OG0003233	FhHiC23_g15692.t1	TREG1_23890.1, TREG1_23880.1
OG0003234	FhHiC23_g7151.t1	TREG1_85690.1
OG0003235	FhHiC23_g4273.t1, FhHiC23_g4273.t2	TREG1_110260.1, TREG1_110260.2
OG0003236	FhHiC23_g6998.t1	TREG1_77940.1
OG0003237	FhHiC23_g10254.t1	TREG1_35750.1, TREG1_35750.2
OG0003238	FhHiC23_g8245.t1	TREG1_88060.1
OG0003239	FhHiC23_g7246.t1	TREG1_112550.1, TREG1_112560.1
OG0003240	FhHiC23_g13494.t1	TREG1_10340.2, TREG1_10340.1
OG0003241	FhHiC23_g4811.t1, FhHiC23_g4813.t2	TREG1_39840.1, TREG1_39880.1
OG0003242	FhHiC23_g1391.t1	TREG1_66350.1
OG0003243	FhHiC23_g11653.t1, FhHiC23_g11653.t2	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	FhHiC23_g1054.t1, FhHiC23_g1055.t1	TREG1_73800.1, TREG1_73810.1, TREG1_73810.3, TREG1_73810.2
OG0003245	FhHiC23_g942.t1	TREG1_69660.1
OG0003247	FhHiC23_g15555.t1, FhHiC23_g15555.t2	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003248	FhHiC23_g4086.t3, FhHiC23_g4086.t1, FhHiC23_g4086.t2	TREG1_110250.1
OG0003249	FhHiC23_g7091.t1	TREG1_89120.1
OG0003250	FhHiC23_g2563.t1	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	FhHiC23_g4361.t1, FhHiC23_g4361.t2	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	FhHiC23_g13873.t1, FhHiC23_g13874.t1	TREG1_55950.1
OG0003253	FhHiC23_g15938.t1	TREG1_121600.1
OG0003254	FhHiC23_g7334.t1	TREG1_82330.1
OG0003255	FhHiC23_g9370.t2, FhHiC23_g9370.t1	TREG1_134560.1, TREG1_133050.1
OG0003256	FhHiC23_g3948.t4, FhHiC23_g3948.t1, FhHiC23_g3948.t3, FhHiC23_g3948.t2	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	FhHiC23_g10879.t1	TREG1_6680.1
OG0003258	FhHiC23_g14309.t1	TREG1_57720.1
OG0003259	FhHiC23_g9707.t1	TREG1_59870.1, TREG1_59870.2
OG0003260	FhHiC23_g3453.t1	TREG1_115080.1, TREG1_115080.2
OG0003261	FhHiC23_g5986.t1	TREG1_55610.1
OG0003263	FhHiC23_g12959.t1, FhHiC23_g12959.t2	TREG1_3620.1, TREG1_3620.2
OG0003264	FhHiC23_g15025.t1	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1
OG0003265	FhHiC23_g14664.t1	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	FhHiC23_g1639.t1	TREG1_99940.1
OG0003267	FhHiC23_g15350.t2, FhHiC23_g15350.t1	TREG1_22260.1
OG0003268	FhHiC23_g14199.t1, FhHiC23_g14199.t2	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	FhHiC23_g3332.t1	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	FhHiC23_g7178.t1	TREG1_90150.1
OG0003271	FhHiC23_g10947.t1	TREG1_20800.1
OG0003272	FhHiC23_g3736.t1, FhHiC23_g3735.t1	TREG1_55780.1
OG0003273	FhHiC23_g4757.t1	TREG1_55390.1
OG0003274	FhHiC23_g15137.t1	TREG1_22320.1, TREG1_22320.2
OG0003275	FhHiC23_g10062.t1	TREG1_58670.1
OG0003276	FhHiC23_g7878.t1, FhHiC23_g7878.t2	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1
OG0003277	FhHiC23_g5096.t1, FhHiC23_g5096.t2	TREG1_54050.1
OG0003278	FhHiC23_g2173.t1	TREG1_72780.1
OG0003279	FhHiC23_g12358.t1, FhHiC23_g12358.t2	TREG1_480.1, TREG1_480.2
OG0003280	FhHiC23_g3004.t1	TREG1_102610.1
OG0003281	FhHiC23_g9574.t1, FhHiC23_g9575.t1	TREG1_136400.1, TREG1_136400.2
OG0003282	FhHiC23_g386.t1	TREG1_63860.1
OG0003283	FhHiC23_g9999.t2, FhHiC23_g9999.t1	TREG1_134850.1, TREG1_134850.2
OG0003284	FhHiC23_g7118.t1	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003285	FhHiC23_g9070.t1	TREG1_32170.1
OG0003286	FhHiC23_g7522.t1, FhHiC23_g7522.t2	TREG1_91060.1
OG0003287	FhHiC23_g12165.t1	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	FhHiC23_g8129.t1	TREG1_90580.1, TREG1_90560.1
OG0003289	FhHiC23_g12168.t2, FhHiC23_g12168.t1	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8
OG0003290	FhHiC23_g12943.t1	TREG1_17200.1
OG0003291	FhHiC23_g10831.t1	TREG1_10470.1
OG0003292	FhHiC23_g3941.t1	TREG1_116700.1
OG0003293	FhHiC23_g6632.t1	TREG1_58810.1
OG0003294	FhHiC23_g5656.t1	TREG1_54070.1, TREG1_54070.2
OG0003295	FhHiC23_g4629.t1	TREG1_48880.1, TREG1_48880.2
OG0003296	FhHiC23_g1290.t1	TREG1_70730.1, TREG1_70730.5, TREG1_70730.7, TREG1_70730.3, TREG1_70730.6, TREG1_70730.2, TREG1_70730.4
OG0003297	FhHiC23_g10640.t1	TREG1_27760.1
OG0003298	FhHiC23_g883.t1, FhHiC23_g881.t1	TREG1_63100.1, TREG1_63100.2
OG0003299	FhHiC23_g2704.t2, FhHiC23_g2704.t1	TREG1_100410.1
OG0003300	FhHiC23_g11556.t1	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4
OG0003301	FhHiC23_g14704.t1, FhHiC23_g14705.t2, FhHiC23_g14705.t1	TREG1_40540.1
OG0003302	FhHiC23_g12995.t1	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	FhHiC23_g98.t1, FhHiC23_g100.t1, FhHiC23_g100.t2	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	FhHiC23_g10738.t1, FhHiC23_g10738.t2	TREG1_28740.1, TREG1_28740.2
OG0003305	FhHiC23_g3030.t1	TREG1_106530.1
OG0003306	FhHiC23_g2064.t1, FhHiC23_g2064.t2	TREG1_73990.1
OG0003307	FhHiC23_g9989.t1	TREG1_43530.1
OG0003309	FhHiC23_g13581.t1, FhHiC23_g14886.t1	TREG1_14410.1
OG0003310	FhHiC23_g1498.t1	TREG1_68480.1
OG0003311	FhHiC23_g15990.t1	TREG1_127710.1, TREG1_127700.1, TREG1_127790.1
OG0003312	FhHiC23_g16315.t1, FhHiC23_g4150.t1, FhHiC23_g5419.t1, FhHiC23_g3878.t1, FhHiC23_g2569.t1	TREG1_137150.1, TREG1_66590.1, TREG1_66590.2, TREG1_52350.1, TREG1_140370.1, TREG1_47310.1, TREG1_145460.1
OG0003313	FhHiC23_g2873.t1	TREG1_75050.1
OG0003314	FhHiC23_g3760.t1	TREG1_33270.1, TREG1_33270.2
OG0003315	FhHiC23_g6234.t1, FhHiC23_g6234.t2	TREG1_50450.1
OG0003326	FhHiC23_g8112.t1	TREG1_89830.1
OG0003327	FhHiC23_g3141.t1	TREG1_103890.1, TREG1_103890.2
OG0003328	FhHiC23_g10097.t1, FhHiC23_g3297.t1, FhHiC23_g3297.t2, FhHiC23_g10096.t1	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	FhHiC23_g9185.t1, FhHiC23_g9185.t2	TREG1_134280.1
OG0003330	FhHiC23_g1838.t1	TREG1_69720.1
OG0003331	FhHiC23_g13446.t2, FhHiC23_g13446.t1, FhHiC23_g13445.t1	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	FhHiC23_g5818.t1	TREG1_54980.1
OG0003333	FhHiC23_g11074.t1	TREG1_6060.1
OG0003334	FhHiC23_g5233.t1, FhHiC23_g5233.t2	TREG1_48520.1
OG0003335	FhHiC23_g7563.t1	TREG1_90280.1
OG0003336	FhHiC23_g7853.t1	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003337	FhHiC23_g2594.t1	TREG1_105460.1, TREG1_105460.2
OG0003338	FhHiC23_g10922.t1, FhHiC23_g10922.t2	TREG1_17680.1, TREG1_17680.2
OG0003339	FhHiC23_g12575.t1, FhHiC23_g12573.t1, FhHiC23_g12573.t2	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003340	FhHiC23_g4728.t1	TREG1_41390.1
OG0003341	FhHiC23_g8399.t1	TREG1_92270.1
OG0003342	FhHiC23_g15580.t1	TREG1_17860.1
OG0003343	FhHiC23_g2245.t1	TREG1_64540.1
OG0003344	FhHiC23_g9261.t1	TREG1_32650.1
OG0003345	FhHiC23_g16606.t1	TREG1_46790.1
OG0003346	FhHiC23_g9039.t1, FhHiC23_g9039.t2	TREG1_132170.1
OG0003347	FhHiC23_g14564.t1, FhHiC23_g14564.t2	TREG1_31290.1, TREG1_31290.2
OG0003348	FhHiC23_g1814.t1	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4
OG0003349	FhHiC23_g6019.t1	TREG1_49940.1, TREG1_49940.2
OG0003350	FhHiC23_g14671.t1	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	FhHiC23_g2747.t1	TREG1_107800.1
OG0003352	FhHiC23_g3800.t1	TREG1_112580.1
OG0003353	FhHiC23_g9096.t4, FhHiC23_g9096.t1, FhHiC23_g9096.t2, FhHiC23_g9096.t3	TREG1_60210.4, TREG1_60210.1, TREG1_60210.3, TREG1_60210.2
OG0003354	FhHiC23_g9715.t1	TREG1_60070.1
OG0003355	FhHiC23_g8205.t1	TREG1_93970.1
OG0003356	FhHiC23_g11925.t1	TREG1_29530.1
OG0003357	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3	TREG1_39520.1
OG0003358	FhHiC23_g15951.t1, FhHiC23_g15951.t2	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9
OG0003359	FhHiC23_g7881.t2, FhHiC23_g7881.t1	TREG1_79210.1, TREG1_79210.2
OG0003360	FhHiC23_g4919.t1, FhHiC23_g4920.t1	TREG1_53240.1
OG0003361	FhHiC23_g11316.t1	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5
OG0003362	FhHiC23_g2653.t1, FhHiC23_g2653.t2	TREG1_98880.1
OG0003363	FhHiC23_g5710.t1, FhHiC23_g5713.t1	TREG1_48190.1
OG0003364	FhHiC23_g3910.t1, FhHiC23_g3910.t2	TREG1_116460.1
OG0003365	FhHiC23_g15552.t1	TREG1_22280.1, TREG1_22280.2
OG0003366	FhHiC23_g7666.t1	TREG1_85920.1
OG0003367	FhHiC23_g1897.t1	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2
OG0003368	FhHiC23_g5783.t1	TREG1_32990.1
OG0003369	FhHiC23_g8134.t1, FhHiC23_g8134.t2	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	FhHiC23_g5871.t1	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3	TREG1_136460.1
OG0003372	FhHiC23_g9214.t1	TREG1_133120.1, TREG1_133120.2
OG0003373	FhHiC23_g15014.t1	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	FhHiC23_g10071.t1, FhHiC23_g10071.t2	TREG1_132070.1
OG0003375	FhHiC23_g3081.t1	TREG1_96430.1
OG0003376	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3	TREG1_64070.1
OG0003377	FhHiC23_g3575.t2, FhHiC23_g3575.t1	TREG1_112070.1
OG0003378	FhHiC23_g3456.t2, FhHiC23_g3456.t1, FhHiC23_g3466.t1	TREG1_137730.1, TREG1_110310.1, TREG1_110310.2
OG0003379	FhHiC23_g8115.t1	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003380	FhHiC23_g1412.t1, FhHiC23_g1412.t2	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3
OG0003381	FhHiC23_g13912.t1, FhHiC23_g325.t1	TREG1_77140.1
OG0003382	FhHiC23_g1360.t1, FhHiC23_g1360.t2	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4
OG0003383	FhHiC23_g13615.t1	TREG1_104290.1
OG0003384	FhHiC23_g5987.t1	TREG1_57660.1, TREG1_57660.2
OG0003385	FhHiC23_g16302.t2, FhHiC23_g16302.t1	TREG1_124930.1
OG0003386	FhHiC23_g15425.t1	TREG1_26610.1, TREG1_26610.2
OG0003387	FhHiC23_g15533.t1	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2
OG0003388	FhHiC23_g9145.t1, FhHiC23_g9146.t1	TREG1_133380.1
OG0003389	FhHiC23_g1214.t1	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2
OG0003390	FhHiC23_g5839.t1, FhHiC23_g7361.t1	TREG1_55680.1, TREG1_55670.1
OG0003391	FhHiC23_g2984.t1	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3
OG0003392	FhHiC23_g1254.t1	TREG1_73650.1, TREG1_73650.2
OG0003393	FhHiC23_g4666.t1, FhHiC23_g4666.t2	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3
OG0003394	FhHiC23_g13892.t1	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2
OG0003395	FhHiC23_g1610.t1	TREG1_74250.1
OG0003396	FhHiC23_g14521.t1	TREG1_34550.1
OG0003397	FhHiC23_g15501.t1	TREG1_29450.1, TREG1_29450.2
OG0003398	FhHiC23_g13371.t1, FhHiC23_g13371.t2	TREG1_17160.1
OG0003399	FhHiC23_g5032.t2, FhHiC23_g5032.t1	TREG1_50580.1
OG0003400	FhHiC23_g907.t3, FhHiC23_g907.t1	TREG1_104040.1, TREG1_104040.2
OG0003401	FhHiC23_g5828.t1, FhHiC23_g5828.t2	TREG1_51350.1
OG0003401	FhHiC23_g5829.t1	TREG1_51260.1, TREG1_51260.2
OG0003402	FhHiC23_g15775.t1, FhHiC23_g15775.t2	TREG1_28340.1, TREG1_28360.1
OG0003403	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1
OG0003404	FhHiC23_g3039.t1	TREG1_103750.1
OG0003405	FhHiC23_g1919.t1, FhHiC23_g2019.t1, FhHiC23_g2019.t2	TREG1_66930.1, TREG1_66940.1
OG0003406	FhHiC23_g10997.t1	TREG1_25840.1
OG0003407	FhHiC23_g7911.t1, FhHiC23_g3577.t1	TREG1_114330.1, TREG1_114330.2
OG0003408	FhHiC23_g9592.t1	TREG1_31550.1
OG0003409	FhHiC23_g11909.t1	TREG1_13590.1, TREG1_13610.1, TREG1_13580.1, TREG1_13600.1
OG0003410	FhHiC23_g7070.t1	TREG1_94450.1
OG0003411	FhHiC23_g6068.t2, FhHiC23_g6068.t1	TREG1_43850.1, TREG1_43850.2
OG0003412	FhHiC23_g12447.t1, FhHiC23_g12448.t1	TREG1_2500.1, TREG1_2500.2
OG0003413	FhHiC23_g13366.t1	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4
OG0003414	FhHiC23_g5682.t1	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6
OG0003415	FhHiC23_g3170.t2, FhHiC23_g3170.t1	TREG1_107580.1
OG0003416	FhHiC23_g6755.t1	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1
OG0003417	FhHiC23_g1656.t1	TREG1_74040.1, TREG1_74040.2
OG0003419	FhHiC23_g2689.t1, FhHiC23_g2689.t2	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3
OG0003420	FhHiC23_g16682.t2, FhHiC23_g14164.t1	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3
OG0003421	FhHiC23_g16240.t1, FhHiC23_g6582.t1	TREG1_40150.1
OG0003422	FhHiC23_g629.t3, FhHiC23_g629.t4, FhHiC23_g629.t2, FhHiC23_g629.t1	TREG1_72400.1
OG0003423	FhHiC23_g12041.t2, FhHiC23_g12041.t1	TREG1_28020.1
OG0003424	FhHiC23_g16326.t1	TREG1_119890.1
OG0003425	FhHiC23_g4077.t1	TREG1_116400.1, TREG1_116400.2
OG0003426	FhHiC23_g7430.t1, FhHiC23_g7429.t1	TREG1_82530.1, TREG1_82530.2
OG0003427	FhHiC23_g14662.t1, FhHiC23_g14662.t2	TREG1_30720.1
OG0003428	FhHiC23_g4105.t1	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3
OG0003429	FhHiC23_g1095.t1, FhHiC23_g1095.t2	TREG1_96060.5, TREG1_96200.1
OG0003430	FhHiC23_g1099.t1	TREG1_100260.1, TREG1_100270.1
OG0003431	FhHiC23_g15335.t1	TREG1_11770.2, TREG1_11770.4, TREG1_11770.3, TREG1_11770.1, TREG1_11770.5, TREG1_16060.1, TREG1_16060.2
OG0003432	FhHiC23_g399.t1	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3
OG0003433	FhHiC23_g12489.t1	TREG1_7350.1
OG0003434	FhHiC23_g6833.t1	TREG1_83480.1, TREG1_83480.2
OG0003435	FhHiC23_g14861.t1	TREG1_52790.1
OG0003436	FhHiC23_g3189.t2, FhHiC23_g3189.t1	TREG1_74570.2, TREG1_74570.1, TREG1_74570.3
OG0003437	FhHiC23_g3082.t1	TREG1_105820.1, TREG1_105820.2
OG0003438	FhHiC23_g6374.t1	TREG1_43710.1
OG0003439	FhHiC23_g14987.t1	TREG1_23990.1, TREG1_23990.2
OG0003441	FhHiC23_g9481.t1, FhHiC23_g10036.t1	TREG1_33600.1
OG0003442	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3	TREG1_102650.1
OG0003443	FhHiC23_g6800.t1	TREG1_83500.1
OG0003444	FhHiC23_g12587.t1, FhHiC23_g12588.t1	TREG1_101580.1
OG0003445	FhHiC23_g14226.t1, FhHiC23_g14226.t2	TREG1_31060.1, TREG1_31070.1, TREG1_31080.1
OG0003446	FhHiC23_g5765.t1, FhHiC23_g5765.t2	TREG1_36850.1
OG0003447	FhHiC23_g12909.t1, FhHiC23_g12909.t2	TREG1_17220.1
OG0003448	FhHiC23_g180.t1	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3
OG0003449	FhHiC23_g181.t1	TREG1_99420.1
OG0003450	FhHiC23_g7257.t1	TREG1_90340.1
OG0003451	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2	TREG1_117900.1
OG0003453	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3	TREG1_57700.1
OG0003454	FhHiC23_g5734.t2, FhHiC23_g5734.t1	TREG1_53890.1
OG0003455	FhHiC23_g8498.t1	TREG1_84370.1
OG0003456	FhHiC23_g12933.t1	TREG1_1180.1
OG0003457	FhHiC23_g14060.t1	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4
OG0003458	FhHiC23_g5901.t1	TREG1_44990.1, TREG1_44990.2
OG0003459	FhHiC23_g12965.t1	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2
OG0003460	FhHiC23_g14869.t1, FhHiC23_g14869.t2	TREG1_31790.1
OG0003461	FhHiC23_g3913.t1	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1
OG0003462	FhHiC23_g5671.t1, FhHiC23_g5671.t2	TREG1_41500.1
OG0003463	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3	TREG1_114260.1, TREG1_114270.1
OG0003464	FhHiC23_g3469.t1, FhHiC23_g3469.t2	TREG1_111680.1
OG0003465	FhHiC23_g7798.t1	TREG1_88540.1
OG0003466	FhHiC23_g11094.t1	TREG1_2800.1
OG0003467	FhHiC23_g2691.t1	TREG1_100380.1
OG0003468	FhHiC23_g8277.t1	TREG1_136120.1, TREG1_136120.2
OG0003469	FhHiC23_g201.t1	TREG1_74650.1, TREG1_74650.2
OG0003470	FhHiC23_g785.t1	TREG1_70070.1
OG0003471	FhHiC23_g1184.t1, FhHiC23_g1184.t2	TREG1_62830.1
OG0003472	FhHiC23_g13198.t1	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3
