Orthogroup	fasciola_hepatica	schistosoma_japonicum
OG0003180	FhHiC23_g12499.t1, FhHiC23_g12494.t1	EWB00_004845.1, EWB00_004845.2
OG0003181	FhHiC23_g5933.t1, FhHiC23_g6205.t1	EWB00_004341
OG0003182	FhHiC23_g5521.t1	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2
OG0003183	FhHiC23_g10910.t1	EWB00_002692
OG0003184	FhHiC23_g5585.t1, FhHiC23_g5585.t2	EWB00_003317.1, EWB00_003317.2
OG0003185	FhHiC23_g2609.t1, FhHiC23_g2609.t2	EWB00_002783
OG0003186	FhHiC23_g6174.t1	EWB00_002899.1, EWB00_002899.2
OG0003187	FhHiC23_g2688.t1	EWB00_010930.1, EWB00_011372, EWB00_010930.2
OG0003188	FhHiC23_g4171.t1	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3
OG0003189	FhHiC23_g2376.t1	EWB00_005148.1, EWB00_005148.2
OG0003190	FhHiC23_g8616.t1, FhHiC23_g8616.t2	EWB00_011302
OG0003191	FhHiC23_g2066.t1	EWB00_006882.1, EWB00_006882.2
OG0003192	FhHiC23_g7336.t1	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2
OG0003193	FhHiC23_g6038.t1	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3
OG0003194	FhHiC23_g3227.t1	EWB00_009436.1, EWB00_009436.2
OG0003195	FhHiC23_g11642.t1	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3
OG0003196	FhHiC23_g7155.t1	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4
OG0003197	FhHiC23_g9495.t1	EWB00_001440
OG0003198	FhHiC23_g347.t1	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1
OG0003199	FhHiC23_g9167.t1, FhHiC23_g9167.t2	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3
OG0003200	FhHiC23_g13563.t1, FhHiC23_g13563.t2	EWB00_009487
OG0003201	FhHiC23_g11677.t1	EWB00_009360
OG0003202	FhHiC23_g15154.t1	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3
OG0003203	FhHiC23_g16285.t1	EWB00_003179
OG0003204	FhHiC23_g15247.t1	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2
OG0003205	FhHiC23_g14576.t1	EWB00_004334
OG0003206	FhHiC23_g11169.t1	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2
OG0003208	FhHiC23_g8516.t1	EWB00_006264
OG0003210	FhHiC23_g10792.t2, FhHiC23_g10792.t3, FhHiC23_g10792.t1	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2
OG0003211	FhHiC23_g3037.t1	EWB00_001368.1, EWB00_001368.2
OG0003212	FhHiC23_g13354.t1	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3
OG0003213	FhHiC23_g6030.t2, FhHiC23_g6030.t1	EWB00_002935
OG0003214	FhHiC23_g11836.t1, FhHiC23_g11834.t1	EWB00_009437
OG0003215	FhHiC23_g13199.t1	EWB00_003063
OG0003216	FhHiC23_g10033.t1, FhHiC23_g7750.t1, FhHiC23_g7750.t2, FhHiC23_g7750.t3	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3
OG0003217	FhHiC23_g7593.t1, FhHiC23_g7593.t2	EWB00_011333
OG0003218	FhHiC23_g8320.t3, FhHiC23_g8320.t1, FhHiC23_g8320.t2	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264
OG0003221	FhHiC23_g5148.t1	EWB00_006144
OG0003222	FhHiC23_g11402.t1, FhHiC23_g11402.t2	EWB00_010347.1, EWB00_010347.2
OG0003223	FhHiC23_g16331.t1	EWB00_001955, EWB00_001956
OG0003224	FhHiC23_g14882.t1	EWB00_004395
OG0003225	FhHiC23_g16057.t1, FhHiC23_g16057.t2	EWB00_003044, EWB00_003042.1, EWB00_003042.2
OG0003226	FhHiC23_g12103.t1	EWB00_003709.1, EWB00_003709.2
OG0003227	FhHiC23_g7921.t2, FhHiC23_g7921.t1	EWB00_011155.1, EWB00_011155.2
OG0003228	FhHiC23_g16065.t1	EWB00_007532
OG0003229	FhHiC23_g3272.t1, FhHiC23_g3272.t2, FhHiC23_g3272.t3	EWB00_010966, EWB00_010965
OG0003230	FhHiC23_g633.t1	EWB00_002077.1, EWB00_002077.2
OG0003231	FhHiC23_g11000.t1	EWB00_006561.1, EWB00_006561.2
OG0003232	FhHiC23_g11182.t1	EWB00_005539
OG0003233	FhHiC23_g15692.t1	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3
OG0003234	FhHiC23_g7151.t1	EWB00_000234, EWB00_000823
OG0003235	FhHiC23_g4273.t1, FhHiC23_g4273.t2	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3
OG0003236	FhHiC23_g6998.t1	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7
OG0003237	FhHiC23_g10254.t1	EWB00_004234.1, EWB00_004234.2
OG0003238	FhHiC23_g8245.t1	EWB00_010483
OG0003239	FhHiC23_g7246.t1	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7
OG0003240	FhHiC23_g13494.t1	EWB00_008701.2, EWB00_008701.4, EWB00_008701.1, EWB00_008701.3
OG0003241	FhHiC23_g4811.t1, FhHiC23_g4813.t2	EWB00_009123.1, EWB00_009123.2
OG0003242	FhHiC23_g1391.t1	EWB00_010668.1, EWB00_010668.2
OG0003243	FhHiC23_g11653.t1, FhHiC23_g11653.t2	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6
OG0003244	FhHiC23_g1054.t1, FhHiC23_g1055.t1	EWB00_005396
OG0003245	FhHiC23_g942.t1	EWB00_006500
OG0003246	FhHiC23_g12709.t2, FhHiC23_g12709.t1, FhHiC23_g9898.t1, FhHiC23_g9899.t1	EWB00_003082.1, EWB00_003082.2
OG0003247	FhHiC23_g15555.t1, FhHiC23_g15555.t2	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2
OG0003249	FhHiC23_g7091.t1	EWB00_010444
OG0003250	FhHiC23_g2563.t1	EWB00_007922
OG0003251	FhHiC23_g4361.t1, FhHiC23_g4361.t2	EWB00_005287.1, EWB00_005287.2
OG0003252	FhHiC23_g13873.t1, FhHiC23_g13874.t1	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4
OG0003253	FhHiC23_g15938.t1	EWB00_006924
OG0003254	FhHiC23_g7334.t1	EWB00_008914
OG0003255	FhHiC23_g9370.t2, FhHiC23_g9370.t1	EWB00_005870
OG0003256	FhHiC23_g3948.t4, FhHiC23_g3948.t1, FhHiC23_g3948.t3, FhHiC23_g3948.t2	EWB00_002182
OG0003257	FhHiC23_g10879.t1	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2
OG0003258	FhHiC23_g14309.t1	EWB00_001796
OG0003259	FhHiC23_g9707.t1	EWB00_007061
OG0003260	FhHiC23_g3453.t1	EWB00_010180
OG0003261	FhHiC23_g5986.t1	EWB00_003383.1
OG0003263	FhHiC23_g12959.t1, FhHiC23_g12959.t2	EWB00_006341, EWB00_006342
OG0003264	FhHiC23_g15025.t1	EWB00_004804
OG0003265	FhHiC23_g14664.t1	EWB00_005737.1, EWB00_005737.2
OG0003266	FhHiC23_g1639.t1	EWB00_008682.1, EWB00_008682.2
OG0003267	FhHiC23_g15350.t2, FhHiC23_g15350.t1	EWB00_002529.1, EWB00_002529.2
OG0003268	FhHiC23_g14199.t1, FhHiC23_g14199.t2	EWB00_008258.1, EWB00_008258.2
OG0003269	FhHiC23_g3332.t1	EWB00_010993.1, EWB00_010993.2
OG0003270	FhHiC23_g7178.t1	EWB00_005906
OG0003271	FhHiC23_g10947.t1	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8
OG0003272	FhHiC23_g14870.t1	EWB00_004924
OG0003272	FhHiC23_g3736.t1, FhHiC23_g3735.t1	EWB00_004323
OG0003273	FhHiC23_g4757.t1	EWB00_001726
OG0003274	FhHiC23_g15137.t1	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7
OG0003275	FhHiC23_g10062.t1	EWB00_001108.1
OG0003276	FhHiC23_g7878.t1, FhHiC23_g7878.t2	EWB00_006584
OG0003277	FhHiC23_g5096.t1, FhHiC23_g5096.t2	EWB00_002907.1, EWB00_002907.2
OG0003278	FhHiC23_g2173.t1	EWB00_005170
OG0003279	FhHiC23_g12358.t1, FhHiC23_g12358.t2	EWB00_003837.1, EWB00_003837.2
OG0003280	FhHiC23_g3004.t1	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5
OG0003281	FhHiC23_g9574.t1, FhHiC23_g9575.t1	EWB00_011205.1, EWB00_011205.2
OG0003282	FhHiC23_g386.t1	EWB00_010653
OG0003283	FhHiC23_g9999.t2, FhHiC23_g9999.t1	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4
OG0003284	FhHiC23_g7118.t1	EWB00_011299
OG0003285	FhHiC23_g9070.t1	EWB00_007543.1, EWB00_007543.2
OG0003286	FhHiC23_g7522.t1, FhHiC23_g7522.t2	EWB00_009842
OG0003287	FhHiC23_g12165.t1	EWB00_010374.1, EWB00_010374.2
OG0003288	FhHiC23_g8129.t1	EWB00_009774
OG0003289	FhHiC23_g12168.t2, FhHiC23_g12168.t1	EWB00_002694
OG0003290	FhHiC23_g12943.t1	EWB00_009496.1, EWB00_009496.2, EWB00_009496.3
OG0003291	FhHiC23_g10831.t1	EWB00_000053.1, EWB00_000053.2
OG0003292	FhHiC23_g3941.t1	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6
OG0003293	FhHiC23_g6632.t1	EWB00_007013
OG0003294	FhHiC23_g5656.t1	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3
OG0003296	FhHiC23_g1290.t1	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2
OG0003297	FhHiC23_g10640.t1	EWB00_006546.1, EWB00_006546.2
OG0003298	FhHiC23_g883.t1, FhHiC23_g881.t1	EWB00_004029
OG0003299	FhHiC23_g2704.t2, FhHiC23_g2704.t1	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3
OG0003302	FhHiC23_g12995.t1	EWB00_008838
OG0003303	FhHiC23_g98.t1, FhHiC23_g100.t1, FhHiC23_g100.t2	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4
OG0003304	FhHiC23_g10738.t1, FhHiC23_g10738.t2	EWB00_007783.1, EWB00_007783.2
OG0003305	FhHiC23_g3030.t1	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3
OG0003306	FhHiC23_g2064.t1, FhHiC23_g2064.t2	EWB00_007821
OG0003307	FhHiC23_g9989.t1	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8
OG0003309	FhHiC23_g13581.t1, FhHiC23_g14886.t1	EWB00_005667
OG0003310	FhHiC23_g1498.t1	EWB00_010716
OG0003311	FhHiC23_g15990.t1	EWB00_001917
OG0003313	FhHiC23_g2873.t1	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176
OG0003314	FhHiC23_g3760.t1	EWB00_010889
OG0003315	FhHiC23_g6234.t1, FhHiC23_g6234.t2	EWB00_007856.1, EWB00_007856.2
OG0003326	FhHiC23_g8112.t1	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2
OG0003327	FhHiC23_g3141.t1	EWB00_003890
OG0003328	FhHiC23_g10097.t1, FhHiC23_g3297.t1, FhHiC23_g3297.t2, FhHiC23_g10096.t1	EWB00_011026
OG0003329	FhHiC23_g9185.t1, FhHiC23_g9185.t2	EWB00_000558
OG0003330	FhHiC23_g1838.t1	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2
OG0003331	FhHiC23_g13446.t2, FhHiC23_g13446.t1, FhHiC23_g13445.t1	EWB00_009188
OG0003332	FhHiC23_g5818.t1	EWB00_011211
OG0003333	FhHiC23_g11074.t1	EWB00_009921.1, EWB00_009921.2
OG0003334	FhHiC23_g5233.t1, FhHiC23_g5233.t2	EWB00_003319.1, EWB00_003319.2
OG0003335	FhHiC23_g7563.t1	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3
OG0003336	FhHiC23_g7853.t1	EWB00_001160.1, EWB00_001160.2
OG0003337	FhHiC23_g2594.t1	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2
OG0003338	FhHiC23_g10922.t1, FhHiC23_g10922.t2	EWB00_007637
OG0003339	FhHiC23_g12575.t1, FhHiC23_g12573.t1, FhHiC23_g12573.t2	EWB00_010227
OG0003340	FhHiC23_g4728.t1	EWB00_004593
OG0003341	FhHiC23_g8399.t1	EWB00_006222.1, EWB00_006222.2
OG0003342	FhHiC23_g15580.t1	EWB00_002304.1, EWB00_002304.2
OG0003343	FhHiC23_g2245.t1	EWB00_007216.1, EWB00_007216.2
OG0003344	FhHiC23_g9261.t1	EWB00_001539
OG0003345	FhHiC23_g16606.t1	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	FhHiC23_g14564.t1, FhHiC23_g14564.t2	EWB00_000978
OG0003348	FhHiC23_g1814.t1	EWB00_005383
OG0003349	FhHiC23_g6019.t1	EWB00_007466
OG0003350	FhHiC23_g14671.t1	EWB00_010089.1, EWB00_010089.2
OG0003352	FhHiC23_g3800.t1	EWB00_006734.2, EWB00_006734.1
OG0003353	FhHiC23_g9096.t4, FhHiC23_g9096.t1, FhHiC23_g9096.t2, FhHiC23_g9096.t3	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3
OG0003354	FhHiC23_g9715.t1	EWB00_007009
OG0003355	FhHiC23_g8205.t1	EWB00_010054
OG0003357	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003359	FhHiC23_g7881.t2, FhHiC23_g7881.t1	EWB00_005569
OG0003361	FhHiC23_g11316.t1	EWB00_010359
OG0003362	FhHiC23_g2653.t1, FhHiC23_g2653.t2	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1
OG0003363	FhHiC23_g5710.t1, FhHiC23_g5713.t1	EWB00_002198
OG0003364	FhHiC23_g3910.t1, FhHiC23_g3910.t2	EWB00_001339.1, EWB00_001339.2
OG0003365	FhHiC23_g15552.t1	EWB00_001048
OG0003366	FhHiC23_g7666.t1	EWB00_011157
OG0003367	FhHiC23_g1897.t1	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3
OG0003368	FhHiC23_g5783.t1	EWB00_007696
OG0003369	FhHiC23_g8134.t1, FhHiC23_g8134.t2	EWB00_000917.1, EWB00_000917.2
OG0003370	FhHiC23_g5871.t1	EWB00_005111
OG0003371	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3	EWB00_010802.1, EWB00_010802.2
OG0003372	FhHiC23_g9214.t1	EWB00_003039
OG0003373	FhHiC23_g15014.t1	EWB00_004807
OG0003374	FhHiC23_g10071.t1, FhHiC23_g10071.t2	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	FhHiC23_g3081.t1	EWB00_009163
OG0003376	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3	EWB00_010756.1, EWB00_010756.2
OG0003377	FhHiC23_g3575.t2, FhHiC23_g3575.t1	EWB00_000138
OG0003378	FhHiC23_g3456.t2, FhHiC23_g3456.t1, FhHiC23_g3466.t1	EWB00_008958, EWB00_004512
OG0003379	FhHiC23_g8115.t1	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3
OG0003380	FhHiC23_g1412.t1, FhHiC23_g1412.t2	EWB00_005324
OG0003381	FhHiC23_g13912.t1, FhHiC23_g325.t1	EWB00_011174
OG0003382	FhHiC23_g1360.t1, FhHiC23_g1360.t2	EWB00_008654.1, EWB00_008654.2
OG0003383	FhHiC23_g13615.t1	EWB00_002567
OG0003384	FhHiC23_g5987.t1	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	FhHiC23_g16302.t2, FhHiC23_g16302.t1	EWB00_006712
OG0003386	FhHiC23_g15425.t1	EWB00_003506.1, EWB00_003506.2
OG0003387	FhHiC23_g15533.t1	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1
OG0003388	FhHiC23_g9145.t1, FhHiC23_g9146.t1	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2
OG0003389	FhHiC23_g1214.t1	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	FhHiC23_g5839.t1, FhHiC23_g7361.t1	EWB00_003379
OG0003391	FhHiC23_g2984.t1	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	FhHiC23_g1254.t1	EWB00_003808, EWB00_003810
OG0003393	FhHiC23_g4666.t1, FhHiC23_g4666.t2	EWB00_005947.1, EWB00_005947.2
OG0003394	FhHiC23_g13892.t1	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	FhHiC23_g1610.t1	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	FhHiC23_g14521.t1	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	FhHiC23_g15501.t1	EWB00_002407
OG0003398	FhHiC23_g13371.t1, FhHiC23_g13371.t2	EWB00_008514.1, EWB00_008514.2
OG0003400	FhHiC23_g907.t3, FhHiC23_g907.t1	EWB00_006634
OG0003401	FhHiC23_g5828.t1, FhHiC23_g5828.t2	EWB00_002124
OG0003402	FhHiC23_g15775.t1, FhHiC23_g15775.t2	EWB00_006448.1, EWB00_006448.2
OG0003403	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1	EWB00_004423
OG0003404	FhHiC23_g3039.t1	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3
OG0003405	FhHiC23_g1919.t1, FhHiC23_g2019.t1, FhHiC23_g2019.t2	EWB00_010805
OG0003406	FhHiC23_g10997.t1	EWB00_007774.1, EWB00_007774.2
OG0003407	FhHiC23_g7911.t1, FhHiC23_g3577.t1	EWB00_009604.1, EWB00_009604.2
OG0003408	FhHiC23_g9592.t1	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3
OG0003409	FhHiC23_g11909.t1	EWB00_006521
OG0003410	FhHiC23_g7070.t1	EWB00_010097, EWB00_010096
OG0003411	FhHiC23_g6068.t2, FhHiC23_g6068.t1	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3
OG0003412	FhHiC23_g12447.t1, FhHiC23_g12448.t1	EWB00_008272
OG0003414	FhHiC23_g5682.t1	EWB00_006156
OG0003415	FhHiC23_g3170.t2, FhHiC23_g3170.t1	EWB00_002257
OG0003416	FhHiC23_g6755.t1	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3
OG0003417	FhHiC23_g1656.t1	EWB00_005253.1, EWB00_005253.2
OG0003419	FhHiC23_g2689.t1, FhHiC23_g2689.t2	EWB00_010931.1, EWB00_010931.2
OG0003420	FhHiC23_g16682.t2, FhHiC23_g14164.t1	EWB00_004367.2, EWB00_004367.1
OG0003422	FhHiC23_g629.t3, FhHiC23_g629.t4, FhHiC23_g629.t2, FhHiC23_g629.t1	EWB00_002075.1, EWB00_002075.2
OG0003423	FhHiC23_g12041.t2, FhHiC23_g12041.t1	EWB00_004586
OG0003424	FhHiC23_g16326.t1	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2
OG0003425	FhHiC23_g4077.t1	EWB00_001350
OG0003426	FhHiC23_g7430.t1, FhHiC23_g7429.t1	EWB00_008880
OG0003427	FhHiC23_g14662.t1, FhHiC23_g14662.t2	EWB00_001006, EWB00_001002, EWB00_001005
OG0003428	FhHiC23_g4105.t1	EWB00_008956
OG0003429	FhHiC23_g1095.t1, FhHiC23_g1095.t2	EWB00_004576.1, EWB00_004576.2
OG0003430	FhHiC23_g1099.t1	EWB00_002024
OG0003431	FhHiC23_g15335.t1	EWB00_002523, EWB00_002522
OG0003432	FhHiC23_g399.t1	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2
OG0003433	FhHiC23_g12489.t1	EWB00_009567.1, EWB00_009567.2
OG0003434	FhHiC23_g6833.t1	EWB00_011165
OG0003435	FhHiC23_g14861.t1	EWB00_005618.1, EWB00_005618.2
OG0003436	FhHiC23_g3189.t2, FhHiC23_g3189.t1	EWB00_004421
OG0003437	FhHiC23_g3082.t1	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2
OG0003438	FhHiC23_g6374.t1	EWB00_007438
OG0003439	FhHiC23_g14987.t1	EWB00_002383
OG0003440	FhHiC23_g15220.t1	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8
OG0003441	FhHiC23_g9481.t1, FhHiC23_g10036.t1	EWB00_005009.1, EWB00_005009.2
OG0003442	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3	EWB00_008350.1, EWB00_008350.2
OG0003443	FhHiC23_g6800.t1	EWB00_011244.1, EWB00_011244.2
OG0003444	FhHiC23_g12587.t1, FhHiC23_g12588.t1	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3
OG0003445	FhHiC23_g14226.t1, FhHiC23_g14226.t2	EWB00_008285
OG0003446	FhHiC23_g5765.t1, FhHiC23_g5765.t2	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2
OG0003447	FhHiC23_g12909.t1, FhHiC23_g12909.t2	EWB00_006310.1, EWB00_006310.2
OG0003448	FhHiC23_g180.t1	EWB00_001621
OG0003449	FhHiC23_g181.t1	EWB00_001622.1, EWB00_001622.2
OG0003450	FhHiC23_g7257.t1	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2
OG0003451	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2	EWB00_008644, EWB00_008643
OG0003452	FhHiC23_g11703.t1, FhHiC23_g11703.t2	EWB00_008669
OG0003453	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3	EWB00_009555.1, EWB00_009555.2
OG0003454	FhHiC23_g5734.t2, FhHiC23_g5734.t1	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3
OG0003455	FhHiC23_g8498.t1	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5
OG0003456	FhHiC23_g12933.t1	EWB00_008836
OG0003457	FhHiC23_g14060.t1	EWB00_003158
OG0003458	FhHiC23_g5901.t1	EWB00_006194
OG0003459	FhHiC23_g12965.t1	EWB00_010922
OG0003460	FhHiC23_g14869.t1, FhHiC23_g14869.t2	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003461	FhHiC23_g3913.t1	EWB00_007307.2, EWB00_007307.1
OG0003462	FhHiC23_g5671.t1, FhHiC23_g5671.t2	EWB00_006148
OG0003463	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	FhHiC23_g7798.t1	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003466	FhHiC23_g11094.t1	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4
OG0003467	FhHiC23_g2691.t1	EWB00_002014, EWB00_002015
OG0003468	FhHiC23_g8277.t1	EWB00_008929.1, EWB00_008929.2
OG0003469	FhHiC23_g201.t1	EWB00_005218
OG0003470	FhHiC23_g785.t1	EWB00_006821
OG0003471	FhHiC23_g1184.t1, FhHiC23_g1184.t2	EWB00_000172.1, EWB00_000172.2, EWB00_000172.3, EWB00_000172.4
OG0003472	FhHiC23_g13198.t1	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2	EWB00_004571, EWB00_004572
OG0003474	FhHiC23_g361.t1	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	FhHiC23_g5061.t1, FhHiC23_g5067.t1	EWB00_001085.1, EWB00_001085.2
OG0003476	FhHiC23_g14574.t1	EWB00_006402.1, EWB00_006402.2
OG0003477	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1	EWB00_011377
OG0003478	FhHiC23_g12628.t1	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	FhHiC23_g8174.t1	EWB00_006233.1, EWB00_006233.2
OG0003481	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1	EWB00_011156
OG0003482	FhHiC23_g16064.t1	EWB00_007533
OG0003483	FhHiC23_g6508.t1	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	FhHiC23_g13210.t1	EWB00_004846
OG0003485	FhHiC23_g4071.t1	EWB00_009592, EWB00_009595
OG0003486	FhHiC23_g4072.t1	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	FhHiC23_g2355.t1	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003488	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3
OG0003489	FhHiC23_g3429.t1, FhHiC23_g3428.t1	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	FhHiC23_g13645.t1	EWB00_003071.1, EWB00_003071.2
OG0003491	FhHiC23_g6569.t1	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	FhHiC23_g7320.t1	EWB00_011348, EWB00_011347
OG0003493	FhHiC23_g16269.t2, FhHiC23_g16269.t1	EWB00_003175
OG0003494	FhHiC23_g9930.t1, FhHiC23_g9930.t2	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
