Orthogroup	fasciola_hepatica	schistosoma_intercalatum
OG0003778	FhHiC23_g9314.t1	SINT1_91230.1, SINT1_91230.2
OG0003779	FhHiC23_g15193.t1	SINT1_13760.2, SINT1_13760.1
OG0003780	FhHiC23_g8223.t1	SINT1_66070.1, SINT1_66070.2
OG0003781	FhHiC23_g10291.t1	SINT1_26380.1, SINT1_26380.2
OG0003782	FhHiC23_g2028.t3	SINT1_50220.1, SINT1_50220.2
OG0003783	FhHiC23_g212.t1, FhHiC23_g212.t2	SINT1_46060.1
OG0003784	FhHiC23_g1125.t1	SINT1_46220.1
OG0003785	FhHiC23_g14617.t1	SINT1_44850.1
OG0003786	FhHiC23_g7714.t1, FhHiC23_g6999.t1	SINT1_63250.1
OG0003787	FhHiC23_g15288.t1, FhHiC23_g15288.t2	SINT1_21100.1, SINT1_21100.2, SINT1_21100.3, SINT1_21100.4
OG0003788	FhHiC23_g833.t1, FhHiC23_g833.t2	SINT1_70620.1
OG0003789	FhHiC23_g12543.t1	SINT1_8050.1, SINT1_8050.2, SINT1_8050.3
OG0003790	FhHiC23_g5330.t1	SINT1_29860.1
OG0003791	FhHiC23_g227.t1	SINT1_46340.1
OG0003792	FhHiC23_g3509.t1, FhHiC23_g3509.t2	SINT1_55230.1
OG0003793	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1	SINT1_46500.1
OG0003794	FhHiC23_g4010.t1	SINT1_84350.1, SINT1_84350.2
OG0003795	FhHiC23_g12979.t1, FhHiC23_g12980.t1	SINT1_290.1
OG0003796	FhHiC23_g8618.t1	SINT1_65050.1, SINT1_65050.2, SINT1_65050.3
OG0003797	FhHiC23_g1729.t1	SINT1_74680.1, SINT1_74680.2
OG0003798	FhHiC23_g16180.t1, FhHiC23_g16180.t2	SINT1_15150.1
OG0003799	FhHiC23_g4228.t1	SINT1_80440.1, SINT1_80440.2, SINT1_80440.3
OG0003800	FhHiC23_g10374.t1, FhHiC23_g10374.t2	SINT1_23480.2, SINT1_23480.1
OG0003801	FhHiC23_g1560.t1, FhHiC23_g1561.t1	SINT1_53100.1, SINT1_53100.2
OG0003802	FhHiC23_g2514.t1, FhHiC23_g10612.t1	SINT1_77210.1
OG0003803	FhHiC23_g11660.t1	SINT1_10190.1, SINT1_10190.2, SINT1_10190.3, SINT1_10190.4, SINT1_10190.5
OG0003804	FhHiC23_g11799.t1	SINT1_15490.1, SINT1_15490.2, SINT1_15490.3, SINT1_15490.4
OG0003805	FhHiC23_g12371.t1	SINT1_950.1
OG0003806	FhHiC23_g13172.t1, FhHiC23_g13172.t2	SINT1_7910.1
OG0003807	FhHiC23_g14184.t1, FhHiC23_g14184.t2	SINT1_36990.1
OG0003808	FhHiC23_g2546.t1	SINT1_78360.1
OG0003809	FhHiC23_g3067.t1	SINT1_70040.1
OG0003810	FhHiC23_g4623.t1	SINT1_30200.1
OG0003811	FhHiC23_g9466.t1	SINT1_26990.1
OG0003812	FhHiC23_g9555.t1, FhHiC23_g9555.t5, FhHiC23_g9555.t4, FhHiC23_g9555.t2, FhHiC23_g9555.t3	SINT1_25060.1
OG0003827	FhHiC23_g5317.t1, FhHiC23_g5344.t1	SINT1_30020.1
OG0003828	FhHiC23_g5854.t1	SINT1_37610.1
OG0003829	FhHiC23_g11741.t1	SINT1_7200.1, SINT1_7200.2
OG0003830	FhHiC23_g11591.t1, FhHiC23_g11593.t1	SINT1_11490.2, SINT1_11490.1, SINT1_11490.4, SINT1_11490.3
OG0003831	FhHiC23_g9389.t1, FhHiC23_g9389.t2	SINT1_93980.1, SINT1_93980.2
OG0003832	FhHiC23_g9184.t1	SINT1_93940.2, SINT1_93940.1, SINT1_93940.3
OG0003833	FhHiC23_g14579.t1, FhHiC23_g14579.t2	SINT1_44990.1
OG0003834	FhHiC23_g12646.t1	SINT1_2980.1, SINT1_2980.2
OG0003835	FhHiC23_g10635.t1	SINT1_15940.1, SINT1_15940.2
OG0003836	FhHiC23_g5703.t1, FhHiC23_g5703.t2	SINT1_29990.1
OG0003837	FhHiC23_g5416.t1, FhHiC23_g6190.t1, FhHiC23_g6189.t1	SINT1_40220.1
OG0003838	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2	SINT1_14150.1
OG0003839	FhHiC23_g13451.t1, FhHiC23_g13451.t2	SINT1_12000.1
OG0003841	FhHiC23_g14697.t1	SINT1_38330.1
OG0003842	FhHiC23_g5336.t1, FhHiC23_g15541.t2, FhHiC23_g15541.t1	SINT1_30350.1, SINT1_30350.2
OG0003843	FhHiC23_g13166.t1	SINT1_8320.1
OG0003844	FhHiC23_g6166.t1	SINT1_32990.1
OG0003845	FhHiC23_g16557.t1	SINT1_90420.1, SINT1_90420.2
OG0003846	FhHiC23_g12895.t1	SINT1_4590.1
OG0003847	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2	SINT1_61330.3, SINT1_61330.1, SINT1_61330.2
OG0003848	FhHiC23_g4049.t1	SINT1_84190.1, SINT1_84190.3, SINT1_84190.2
OG0003849	FhHiC23_g15163.t2, FhHiC23_g15163.t1	SINT1_19920.1, SINT1_19920.2
OG0003850	FhHiC23_g5890.t1	SINT1_29550.1
OG0003851	FhHiC23_g7570.t1, FhHiC23_g7570.t2	SINT1_62530.1
OG0003852	FhHiC23_g9824.t1	SINT1_91830.1
OG0003853	FhHiC23_g10036.t2, FhHiC23_g9043.t1	SINT1_94660.1
OG0003854	FhHiC23_g8548.t1	SINT1_66020.1, SINT1_66020.2, SINT1_66020.3, SINT1_66020.4, SINT1_66020.5
OG0003855	FhHiC23_g14330.t1	SINT1_40850.1
OG0003856	FhHiC23_g3543.t1	SINT1_83860.1, SINT1_83860.2
OG0003857	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2	SINT1_38640.1, SINT1_38640.2, SINT1_38640.3
OG0003858	FhHiC23_g5810.t1	SINT1_32480.1
OG0003859	FhHiC23_g8045.t1	SINT1_62910.1
OG0003860	FhHiC23_g6228.t1	SINT1_39140.1, SINT1_39140.4, SINT1_39140.2, SINT1_39140.3
OG0003861	FhHiC23_g5691.t2, FhHiC23_g5691.t1	SINT1_37690.1
OG0003862	FhHiC23_g6280.t1	SINT1_28880.1
OG0003863	FhHiC23_g9711.t1, FhHiC23_g9711.t2	SINT1_22870.1
OG0003865	FhHiC23_g9446.t1	SINT1_91950.1
OG0003866	FhHiC23_g5717.t1	SINT1_40410.1
OG0003867	FhHiC23_g305.t1	SINT1_47320.1
OG0003868	FhHiC23_g8535.t1	SINT1_60750.1
OG0003869	FhHiC23_g14053.t1	SINT1_41680.1
OG0003870	FhHiC23_g9845.t1	SINT1_91710.1
OG0003871	FhHiC23_g6462.t1	SINT1_30620.1, SINT1_30620.2
OG0003872	FhHiC23_g1895.t1, FhHiC23_g1895.t2	SINT1_56310.1
OG0003873	FhHiC23_g4568.t1	SINT1_79410.1, SINT1_79410.2, SINT1_79410.3
OG0003874	FhHiC23_g14240.t1	SINT1_43520.1
OG0003875	FhHiC23_g9059.t1	SINT1_23490.1
OG0003876	FhHiC23_g5288.t1, FhHiC23_g5288.t2, FhHiC23_g6090.t1	SINT1_39550.1, SINT1_39550.2
OG0003877	FhHiC23_g8170.t1, FhHiC23_g8170.t2	SINT1_61940.1
OG0003878	FhHiC23_g8171.t1, FhHiC23_g8171.t2	SINT1_61950.1
OG0003879	FhHiC23_g2364.t1	SINT1_79290.1
OG0003880	FhHiC23_g16169.t1	SINT1_89230.1
OG0003881	FhHiC23_g7110.t1	SINT1_60560.1
OG0003882	FhHiC23_g9365.t1, FhHiC23_g9365.t2	SINT1_91940.1
OG0003883	FhHiC23_g7389.t1, FhHiC23_g7389.t2	SINT1_60480.1
OG0003884	FhHiC23_g10181.t1	SINT1_24370.1, SINT1_24370.2
OG0003885	FhHiC23_g8151.t1	SINT1_85250.1
OG0003886	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2	SINT1_38350.1, SINT1_38350.2
OG0003887	FhHiC23_g16060.t1	SINT1_86820.1
OG0003888	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2	SINT1_88990.1
OG0003889	FhHiC23_g2401.t1	SINT1_74510.1
OG0003890	FhHiC23_g14980.t2, FhHiC23_g14980.t1	SINT1_20950.1
OG0003891	FhHiC23_g11725.t1, FhHiC23_g11725.t2	SINT1_14180.1
OG0003892	FhHiC23_g7768.t1, FhHiC23_g7768.t2	SINT1_86720.2, SINT1_86720.1
OG0003893	FhHiC23_g11780.t1	SINT1_6380.1, SINT1_6380.2, SINT1_6380.3
OG0003894	FhHiC23_g11878.t1, FhHiC23_g11878.t2	SINT1_11860.1
OG0003895	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3	SINT1_52350.1, SINT1_52350.4, SINT1_52350.2, SINT1_52350.3
OG0003896	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1	SINT1_52830.1, SINT1_52830.2, SINT1_52830.3
OG0003897	FhHiC23_g6604.t1, FhHiC23_g6604.t2	SINT1_29390.1
OG0003898	FhHiC23_g13100.t1	SINT1_9220.1
OG0003899	FhHiC23_g1715.t1	SINT1_52390.2, SINT1_52380.1, SINT1_52390.1
OG0003900	FhHiC23_g7815.t1	SINT1_68070.1
OG0003901	FhHiC23_g7813.t1, FhHiC23_g7813.t2	SINT1_68030.1
OG0003902	FhHiC23_g16480.t1, FhHiC23_g16480.t2, FhHiC23_g16480.t3	SINT1_86380.1
OG0003903	FhHiC23_g6916.t1, FhHiC23_g6916.t2	SINT1_67900.3, SINT1_67900.4, SINT1_67900.5, SINT1_67900.6, SINT1_67900.1, SINT1_67900.2
OG0003904	FhHiC23_g7509.t2, FhHiC23_g7509.t1	SINT1_67340.1
OG0003905	FhHiC23_g9786.t1, FhHiC23_g9786.t2	SINT1_92870.2, SINT1_92870.3, SINT1_92870.5, SINT1_92870.1, SINT1_92870.4
OG0003906	FhHiC23_g13454.t1, FhHiC23_g13454.t2	SINT1_8200.1
OG0003907	FhHiC23_g13455.t1	SINT1_400.1
OG0003908	FhHiC23_g15413.t1	SINT1_22490.1
OG0003909	FhHiC23_g4779.t1	SINT1_36080.1
OG0003910	FhHiC23_g1418.t1	SINT1_55960.1
OG0003911	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1	SINT1_40990.1
OG0003912	FhHiC23_g1506.t1	SINT1_78260.3, SINT1_78260.1, SINT1_78260.2
OG0003913	FhHiC23_g6449.t1, FhHiC23_g6449.t2, FhHiC23_g6452.t1, FhHiC23_g6452.t2, FhHiC23_g6454.t1, FhHiC23_g6454.t2	SINT1_30850.1
OG0003914	FhHiC23_g2217.t2, FhHiC23_g2217.t1	SINT1_68810.1
OG0003915	FhHiC23_g2216.t1	SINT1_68820.1
OG0003916	FhHiC23_g3607.t1	SINT1_82350.1, SINT1_82350.2
OG0003917	FhHiC23_g11381.t1	SINT1_14520.1, SINT1_14520.2
OG0003918	FhHiC23_g1262.t1	SINT1_49750.1
OG0003919	FhHiC23_g6568.t1	SINT1_34190.1
OG0003920	FhHiC23_g10924.t1, FhHiC23_g10925.t1	SINT1_16830.1
OG0003921	FhHiC23_g1343.t1	SINT1_69260.1
OG0003922	FhHiC23_g8300.t1	SINT1_67250.1
OG0003923	FhHiC23_g10217.t1	SINT1_24780.2, SINT1_24780.1
OG0003924	FhHiC23_g3065.t1	SINT1_55900.1
OG0003925	FhHiC23_g1469.t1	SINT1_52610.1
OG0003926	FhHiC23_g8996.t1, FhHiC23_g8996.t2	SINT1_25500.1
OG0003927	FhHiC23_g8507.t1	SINT1_68140.3, SINT1_68140.1, SINT1_68140.2
OG0003928	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1	SINT1_40950.1, SINT1_40950.2
OG0003929	FhHiC23_g1487.t1, FhHiC23_g1487.t2	SINT1_45620.1
OG0003930	FhHiC23_g944.t2, FhHiC23_g944.t1	SINT1_79090.1, SINT1_79090.2
OG0003931	FhHiC23_g531.t1	SINT1_52690.1, SINT1_52690.2, SINT1_52690.3, SINT1_52690.4
OG0003932	FhHiC23_g10778.t1	SINT1_14770.2, SINT1_14770.1
OG0003933	FhHiC23_g13951.t1	SINT1_45010.1
OG0003934	FhHiC23_g12368.t1	SINT1_410.1
OG0003935	FhHiC23_g11352.t2, FhHiC23_g11352.t1	SINT1_14450.1
OG0003936	FhHiC23_g11245.t1, FhHiC23_g11245.t2	SINT1_6590.1, SINT1_6590.2, SINT1_6590.3, SINT1_6590.4
OG0003937	FhHiC23_g228.t1	SINT1_47710.1, SINT1_47710.2
OG0003938	FhHiC23_g654.t1	SINT1_72080.1
OG0003939	FhHiC23_g3830.t2, FhHiC23_g3830.t1, FhHiC23_g5264.t1	SINT1_83200.1, SINT1_83200.2, SINT1_83200.3
OG0003940	FhHiC23_g11490.t1	SINT1_13040.1, SINT1_13040.2
OG0003941	FhHiC23_g12814.t1	SINT1_4180.1, SINT1_4190.1, SINT1_4190.2
OG0003942	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3	SINT1_45880.1, SINT1_45880.2, SINT1_45880.3, SINT1_45880.4
OG0003943	FhHiC23_g568.t1	SINT1_46390.1
OG0003944	FhHiC23_g567.t3, FhHiC23_g567.t1, FhHiC23_g567.t2	SINT1_46380.1
OG0003945	FhHiC23_g16225.t1, FhHiC23_g16225.t2	SINT1_86100.4, SINT1_86100.2, SINT1_86100.1, SINT1_86100.5, SINT1_86100.3
OG0003946	FhHiC23_g9282.t1, FhHiC23_g9283.t1	SINT1_24870.1
OG0003947	FhHiC23_g14217.t1	SINT1_40630.1, SINT1_40630.4, SINT1_40630.2, SINT1_40630.3
OG0003948	FhHiC23_g2377.t1	SINT1_56580.1
OG0003949	FhHiC23_g3911.t1, FhHiC23_g938.t1	SINT1_54060.1
OG0003950	FhHiC23_g13612.t1, FhHiC23_g13612.t2	SINT1_6460.1, SINT1_6460.2
OG0003951	FhHiC23_g2253.t2, FhHiC23_g2253.t1	SINT1_48530.1, SINT1_48520.1
OG0003952	FhHiC23_g15874.t1, FhHiC23_g15874.t2	SINT1_88680.1
OG0003953	FhHiC23_g3942.t1	SINT1_79430.1, SINT1_79430.2
OG0003954	FhHiC23_g8176.t1	SINT1_60850.1, SINT1_60890.1, SINT1_60840.1
OG0003955	FhHiC23_g1279.t1, FhHiC23_g1279.t2	SINT1_49630.1
OG0003956	FhHiC23_g7414.t1	SINT1_62490.1, SINT1_62490.2
OG0003957	FhHiC23_g5014.t1	SINT1_34900.3, SINT1_34900.1, SINT1_34900.2
OG0003958	FhHiC23_g9612.t1, FhHiC23_g9612.t2	SINT1_25970.1, SINT1_25970.2
OG0003959	FhHiC23_g12599.t1, FhHiC23_g12599.t2	SINT1_11950.1, SINT1_11950.2
OG0003960	FhHiC23_g1332.t1	SINT1_51470.1, SINT1_51470.2, SINT1_51470.3, SINT1_51480.1
OG0003961	FhHiC23_g4128.t1, FhHiC23_g4128.t2	SINT1_70750.1, SINT1_70750.2
OG0003962	FhHiC23_g5360.t3, FhHiC23_g5360.t1, FhHiC23_g5360.t2	SINT1_30430.1
OG0003963	FhHiC23_g7945.t1, FhHiC23_g7945.t2	SINT1_19380.1, SINT1_19380.2
OG0003964	FhHiC23_g10733.t1	SINT1_17720.1
OG0003965	FhHiC23_g10355.t1	SINT1_27550.1
OG0003966	FhHiC23_g12934.t1	SINT1_8250.1, SINT1_8250.2, SINT1_8250.3
OG0003967	FhHiC23_g13898.t1	SINT1_42340.1, SINT1_42340.2
OG0003968	FhHiC23_g11263.t1	SINT1_3260.1
OG0003969	FhHiC23_g3657.t1, FhHiC23_g13570.t1	SINT1_82620.1, SINT1_82630.1
OG0003970	FhHiC23_g4381.t1, FhHiC23_g4377.t1, FhHiC23_g4380.t1, FhHiC23_g4377.t2	SINT1_90790.3, SINT1_90790.2, SINT1_90790.1
OG0003971	FhHiC23_g7799.t1	SINT1_62630.1
OG0003972	FhHiC23_g5505.t1	SINT1_31310.1, SINT1_31310.2, SINT1_31310.3
OG0003973	FhHiC23_g9620.t1	SINT1_94560.1
OG0003974	FhHiC23_g1045.t1	SINT1_53590.1, SINT1_53590.2, SINT1_53590.3, SINT1_53590.4, SINT1_53590.5, SINT1_53590.6, SINT1_53590.7
OG0003975	FhHiC23_g4795.t2, FhHiC23_g4795.t1	SINT1_39040.1
OG0003976	FhHiC23_g8968.t1	SINT1_25320.1, SINT1_25320.2, SINT1_25320.5, SINT1_25320.6, SINT1_25320.3, SINT1_25320.4
OG0003977	FhHiC23_g80.t1, FhHiC23_g80.t2	SINT1_53430.1, SINT1_53430.2
OG0003978	FhHiC23_g994.t1	SINT1_48340.1
OG0003979	FhHiC23_g12098.t1	SINT1_14210.1
OG0003980	FhHiC23_g9323.t3, FhHiC23_g9323.t2	SINT1_91150.1
OG0003981	FhHiC23_g9796.t1, FhHiC23_g9796.t2	SINT1_23540.1, SINT1_23540.2, SINT1_23540.3
OG0003982	FhHiC23_g7100.t1	SINT1_65300.1
OG0003983	FhHiC23_g7970.t1	SINT1_60580.1
OG0003984	FhHiC23_g11216.t1	SINT1_9630.1, SINT1_9700.1
OG0003985	FhHiC23_g7156.t1, FhHiC23_g7156.t2	SINT1_65030.1
OG0003986	FhHiC23_g8606.t1	SINT1_65440.1, SINT1_65440.2
OG0003987	FhHiC23_g13606.t1, FhHiC23_g13606.t2	SINT1_7940.1
OG0003988	FhHiC23_g5364.t1, FhHiC23_g5364.t2	SINT1_37790.1
OG0003989	FhHiC23_g8454.t1	SINT1_58260.1, SINT1_58260.2, SINT1_58260.3
OG0003990	FhHiC23_g1962.t1	SINT1_48970.1, SINT1_48970.2
OG0003991	FhHiC23_g10829.t2, FhHiC23_g10828.t1, FhHiC23_g10829.t1	SINT1_14920.1
OG0003992	FhHiC23_g5999.t1	SINT1_31440.1
OG0003993	FhHiC23_g2268.t1	SINT1_75070.1, SINT1_95790.1
OG0003994	FhHiC23_g14031.t1	SINT1_41050.1
OG0003995	FhHiC23_g16348.t1	SINT1_86510.1
OG0003996	FhHiC23_g2229.t1, FhHiC23_g2229.t2	SINT1_54030.1, SINT1_54030.3, SINT1_54030.2
OG0003997	FhHiC23_g10999.t1	SINT1_17970.1, SINT1_17970.2, SINT1_17970.3, SINT1_17970.4
OG0003998	FhHiC23_g11392.t1, FhHiC23_g11392.t2, FhHiC23_g11392.t3	SINT1_14640.1
OG0003999	FhHiC23_g15452.t2, FhHiC23_g15452.t1	SINT1_22540.1, SINT1_22540.2
OG0004000	FhHiC23_g7152.t1	SINT1_64210.1, SINT1_64210.2
OG0004001	FhHiC23_g1948.t1	SINT1_46680.1
OG0004002	FhHiC23_g3298.t1	SINT1_75030.1, SINT1_75030.2
OG0004003	FhHiC23_g4627.t1	SINT1_33020.1
OG0004004	FhHiC23_g3215.t1	SINT1_69360.1
OG0004005	FhHiC23_g14276.t1	SINT1_38170.1
OG0004006	FhHiC23_g5446.t1	SINT1_32840.1, SINT1_32840.2
OG0004007	FhHiC23_g860.t1	SINT1_70570.1
OG0004008	FhHiC23_g9123.t1	SINT1_25670.2, SINT1_25670.1
OG0004009	FhHiC23_g9968.t1	SINT1_93710.1, SINT1_93780.1, SINT1_93770.1
OG0004010	FhHiC23_g9071.t1, FhHiC23_g9071.t2	SINT1_23020.1
OG0004011	FhHiC23_g11545.t1, FhHiC23_g11545.t2	SINT1_76190.1
OG0004012	FhHiC23_g963.t1	SINT1_53510.1, SINT1_53500.1
OG0004013	FhHiC23_g7145.t1	SINT1_65160.1
OG0004014	FhHiC23_g4009.t1	SINT1_83570.1
OG0004015	FhHiC23_g9164.t1	SINT1_92740.1
OG0004016	FhHiC23_g12732.t1	SINT1_1380.1, SINT1_1380.2
OG0004017	FhHiC23_g11650.t1	SINT1_7380.2, SINT1_7390.2, SINT1_7390.4, SINT1_7390.1, SINT1_7390.3, SINT1_7380.1
OG0004018	FhHiC23_g16434.t1	SINT1_85240.4, SINT1_85240.1, SINT1_85240.2, SINT1_85240.3
OG0004019	FhHiC23_g15870.t1	SINT1_85820.1, SINT1_85820.2
OG0004021	FhHiC23_g16096.t1, FhHiC23_g16096.t2	SINT1_87650.1, SINT1_87650.2, SINT1_87650.3
OG0004022	FhHiC23_g16243.t1	SINT1_87160.1, SINT1_87160.2
OG0004023	FhHiC23_g6839.t1	SINT1_59900.1
OG0004024	FhHiC23_g13360.t2, FhHiC23_g13360.t3, FhHiC23_g13360.t1	SINT1_1150.1
OG0004025	FhHiC23_g15034.t1, FhHiC23_g15034.t2	SINT1_21860.1
OG0004026	FhHiC23_g6316.t2, FhHiC23_g6316.t1	SINT1_38790.1
OG0004028	FhHiC23_g14666.t1, FhHiC23_g14666.t2	SINT1_41020.1, SINT1_41020.2
OG0004029	FhHiC23_g1640.t1	SINT1_69170.1, SINT1_69170.2
OG0004030	FhHiC23_g15274.t1	SINT1_18760.1, SINT1_18760.2, SINT1_18760.3
OG0004031	FhHiC23_g4672.t1	SINT1_32510.1
OG0004032	FhHiC23_g13264.t1, FhHiC23_g13264.t2	SINT1_14380.1
OG0004033	FhHiC23_g5196.t1	SINT1_40330.1
OG0004034	FhHiC23_g16283.t1	SINT1_90260.1
OG0004035	FhHiC23_g16076.t1, FhHiC23_g16076.t2	SINT1_87410.1
OG0004036	FhHiC23_g14817.t1	SINT1_38220.1, SINT1_38220.2
OG0004037	FhHiC23_g12463.t1	SINT1_770.1
OG0004038	FhHiC23_g447.t1	SINT1_48200.1, SINT1_48200.2, SINT1_48200.3
OG0004039	FhHiC23_g1291.t1, FhHiC23_g1291.t2	SINT1_69530.1
OG0004040	FhHiC23_g1812.t1	SINT1_53250.2, SINT1_53250.1
OG0004042	FhHiC23_g7623.t1, FhHiC23_g7623.t2	SINT1_65980.1
OG0004043	FhHiC23_g10971.t1	SINT1_8500.1, SINT1_8500.2, SINT1_8500.3
OG0004044	FhHiC23_g9069.t1, FhHiC23_g9069.t2	SINT1_23080.1, SINT1_23080.2
OG0004045	FhHiC23_g13561.t1	SINT1_360.1, SINT1_360.2, SINT1_360.3, SINT1_360.4
OG0004046	FhHiC23_g12717.t1, FhHiC23_g12717.t2	SINT1_10610.4, SINT1_10610.5, SINT1_10610.1, SINT1_10610.2, SINT1_10610.3
OG0004047	FhHiC23_g13875.t1	SINT1_42630.1, SINT1_42630.2
OG0004048	FhHiC23_g8346.t1, FhHiC23_g8346.t2	SINT1_59970.2, SINT1_59970.3, SINT1_59970.4, SINT1_59970.5, SINT1_59970.1
OG0004049	FhHiC23_g9010.t1, FhHiC23_g9010.t2	SINT1_93020.1, SINT1_93020.3, SINT1_93020.2
OG0004050	FhHiC23_g759.t1	SINT1_76750.1, SINT1_76750.2, SINT1_76750.3, SINT1_76750.4
OG0004051	FhHiC23_g7303.t1	SINT1_63160.1, SINT1_63160.2, SINT1_63160.3
OG0004053	FhHiC23_g16372.t2, FhHiC23_g16372.t1	SINT1_87520.1
OG0004054	FhHiC23_g871.t1	SINT1_70690.1
OG0004055	FhHiC23_g3425.t1, FhHiC23_g12092.t1	SINT1_11700.1, SINT1_11700.2
OG0004056	FhHiC23_g314.t1, FhHiC23_g314.t2	SINT1_48120.1
OG0004057	FhHiC23_g926.t2	SINT1_49450.1
OG0004058	FhHiC23_g1079.t1	SINT1_73300.1, SINT1_73300.2
OG0004059	FhHiC23_g8483.t1, FhHiC23_g8483.t2	SINT1_59880.1
OG0004060	FhHiC23_g12533.t1, FhHiC23_g12533.t2	SINT1_3330.1, SINT1_3330.2, SINT1_3330.3, SINT1_3330.4, SINT1_3330.5
OG0004061	FhHiC23_g16374.t1	SINT1_86440.1, SINT1_86440.2
OG0004062	FhHiC23_g16375.t1	SINT1_86430.1, SINT1_86430.2
OG0004063	FhHiC23_g13181.t1	SINT1_510.1
OG0004065	FhHiC23_g11744.t3	SINT1_13710.3, SINT1_13710.1, SINT1_13710.4, SINT1_13710.2
OG0004066	FhHiC23_g15651.t1, FhHiC23_g15651.t3, FhHiC23_g15651.t2	SINT1_17190.1
OG0004067	FhHiC23_g15707.t1, FhHiC23_g15707.t2	SINT1_13780.1
OG0004068	FhHiC23_g1732.t1, FhHiC23_g1732.t2	SINT1_73960.1
OG0004069	FhHiC23_g3015.t1	SINT1_56380.1
OG0004070	FhHiC23_g9675.t1	SINT1_95840.1, SINT1_94940.1
OG0004071	FhHiC23_g9841.t1	SINT1_91280.1, SINT1_22090.1
OG0004089	FhHiC23_g11633.t2, FhHiC23_g11633.t1	SINT1_18390.1
OG0004090	FhHiC23_g4405.t1, FhHiC23_g4405.t2, FhHiC23_g3969.t2, FhHiC23_g3969.t1	SINT1_88090.1
OG0004091	FhHiC23_g2493.t1	SINT1_69150.1
OG0004092	FhHiC23_g10691.t1	SINT1_19550.1
OG0004093	FhHiC23_g3419.t1	SINT1_77350.1
OG0004094	FhHiC23_g14414.t2, FhHiC23_g14414.t1, FhHiC23_g14414.t3	SINT1_43360.1
OG0004095	FhHiC23_g11503.t1, FhHiC23_g11503.t2, FhHiC23_g11503.t3	SINT1_17550.1
OG0004096	FhHiC23_g12644.t1	SINT1_8220.1, SINT1_8220.3, SINT1_8220.2, SINT1_8220.4
OG0004097	FhHiC23_g7213.t1	SINT1_60000.1
OG0004098	FhHiC23_g879.t1, FhHiC23_g879.t2	SINT1_47910.1
OG0004099	FhHiC23_g13443.t1	SINT1_1620.1, SINT1_1620.2
OG0004100	FhHiC23_g5824.t1, FhHiC23_g5824.t2	SINT1_26060.1, SINT1_26060.2, SINT1_26060.3
OG0004101	FhHiC23_g14606.t1	SINT1_41590.1
OG0004102	FhHiC23_g4048.t2, FhHiC23_g4048.t1	SINT1_84180.2, SINT1_84180.1
OG0004103	FhHiC23_g5762.t1	SINT1_38630.1
OG0004104	FhHiC23_g7916.t1, FhHiC23_g14137.t1	SINT1_36570.1, SINT1_36570.2
OG0004105	FhHiC23_g9303.t1, FhHiC23_g9303.t3	SINT1_26970.1
OG0004106	FhHiC23_g10109.t1	SINT1_92790.1, SINT1_92790.2
OG0004107	FhHiC23_g11721.t1	SINT1_16320.1
OG0004108	FhHiC23_g14304.t1	SINT1_42020.1
OG0004109	FhHiC23_g4794.t1	SINT1_37710.1
OG0004110	FhHiC23_g1662.t1, FhHiC23_g1662.t2	SINT1_74890.1, SINT1_74890.2
OG0004111	FhHiC23_g2460.t1	SINT1_75780.1
OG0004112	FhHiC23_g11600.t3, FhHiC23_g11600.t1, FhHiC23_g11600.t2	SINT1_17420.1
OG0004113	FhHiC23_g10293.t2, FhHiC23_g10293.t1	SINT1_23090.1, SINT1_23100.1
OG0004114	FhHiC23_g525.t1	SINT1_52740.1
OG0004115	FhHiC23_g5776.t1	SINT1_36240.1, SINT1_36240.3, SINT1_36240.2
OG0004116	FhHiC23_g4143.t1, FhHiC23_g4143.t2	SINT1_83410.1, SINT1_83410.2, SINT1_83410.3
OG0004117	FhHiC23_g12607.t2, FhHiC23_g12607.t3, FhHiC23_g12607.t1	SINT1_3980.1
OG0004118	FhHiC23_g14038.t1, FhHiC23_g14038.t2	SINT1_42580.1, SINT1_42580.2
OG0004119	FhHiC23_g9291.t1, FhHiC23_g9291.t2	SINT1_25620.1, SINT1_25620.2, SINT1_25620.3
OG0004120	FhHiC23_g6078.t1	SINT1_33320.1, SINT1_33320.2
OG0004121	FhHiC23_g3033.t1	SINT1_52180.2, SINT1_52180.3, SINT1_52180.1
OG0004122	FhHiC23_g9267.t1, FhHiC23_g9267.t2	SINT1_26560.1, SINT1_26560.2
OG0004123	FhHiC23_g11277.t1	SINT1_16170.1
