Orthogroup	opisthorchis_viverrini	fasciola_hepatica
OG0003831	T265_11014, T265_11015	FhHiC23_g9389.t1, FhHiC23_g9389.t2
OG0003832	T265_10860	FhHiC23_g9184.t1
OG0003834	T265_05544	FhHiC23_g12646.t1
OG0003835	T265_11735	FhHiC23_g10635.t1
OG0003836	T265_08888	FhHiC23_g5703.t1, FhHiC23_g5703.t2
OG0003837	T265_06035	FhHiC23_g5416.t1
OG0003837	T265_09723	FhHiC23_g6190.t1, FhHiC23_g6189.t1
OG0003838	T265_07776	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2
OG0003839	T265_05240	FhHiC23_g13451.t1, FhHiC23_g13451.t2
OG0003840	T265_14592	FhHiC23_g4836.t1, FhHiC23_g4845.t1
OG0003842	T265_15056	FhHiC23_g5336.t1
OG0003842	T265_08637, T265_08638	FhHiC23_g15541.t2, FhHiC23_g15541.t1
OG0003843	T265_14168	FhHiC23_g13166.t1
OG0003844	T265_00713	FhHiC23_g6166.t1
OG0003845	T265_02625	FhHiC23_g16557.t1
OG0003846	T265_06818	FhHiC23_g12895.t1
OG0003847	T265_10563	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2
OG0003848	T265_07131	FhHiC23_g4049.t1
OG0003849	T265_15329	FhHiC23_g15163.t2, FhHiC23_g15163.t1
OG0003850	T265_00751	FhHiC23_g5890.t1
OG0003851	T265_05837, T265_13888	FhHiC23_g7570.t1, FhHiC23_g7570.t2
OG0003852	T265_14491	FhHiC23_g9824.t1
OG0003853	T265_08362	FhHiC23_g10036.t2, FhHiC23_g9043.t1
OG0003854	T265_03170, T265_03168, T265_03171, T265_03169	FhHiC23_g8548.t1
OG0003855	T265_12068	FhHiC23_g14330.t1
OG0003856	T265_10681	FhHiC23_g3543.t1
OG0003857	T265_05336	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2
OG0003858	T265_07459	FhHiC23_g5810.t1
OG0003859	T265_03929	FhHiC23_g8045.t1
OG0003860	T265_02613	FhHiC23_g6228.t1
OG0003861	T265_01889	FhHiC23_g5691.t2, FhHiC23_g5691.t1
OG0003863	T265_05699	FhHiC23_g9711.t1, FhHiC23_g9711.t2
OG0003864	T265_00327	FhHiC23_g3441.t1, FhHiC23_g3435.t1, FhHiC23_g3432.t1, FhHiC23_g3447.t1, FhHiC23_g3438.t1
OG0003865	T265_16087	FhHiC23_g9446.t1
OG0003866	T265_03366	FhHiC23_g5717.t1
OG0003867	T265_00021	FhHiC23_g305.t1
OG0003868	T265_03172	FhHiC23_g8535.t1
OG0003869	T265_12812	FhHiC23_g14053.t1
OG0003872	T265_01200	FhHiC23_g1895.t1, FhHiC23_g1895.t2
OG0003873	T265_14902	FhHiC23_g4568.t1
OG0003874	T265_09712	FhHiC23_g14240.t1
OG0003875	T265_05982	FhHiC23_g9059.t1
OG0003876	T265_06523	FhHiC23_g5288.t1, FhHiC23_g5288.t2, FhHiC23_g6090.t1
OG0003877	T265_01126	FhHiC23_g8170.t1, FhHiC23_g8170.t2
OG0003878	T265_12724	FhHiC23_g8171.t1, FhHiC23_g8171.t2
OG0003879	T265_09833	FhHiC23_g2364.t1
OG0003881	T265_02017	FhHiC23_g7110.t1
OG0003882	T265_03801	FhHiC23_g9365.t1, FhHiC23_g9365.t2
OG0003883	T265_04185	FhHiC23_g7389.t1, FhHiC23_g7389.t2
OG0003884	T265_05578	FhHiC23_g10181.t1
OG0003885	T265_07522	FhHiC23_g8151.t1
OG0003886	T265_14515, T265_16100, T265_16102	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2
OG0003887	T265_02629, T265_13056	FhHiC23_g16060.t1
OG0003888	T265_02628	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2
OG0003889	T265_02775	FhHiC23_g2401.t1
OG0003890	T265_13252	FhHiC23_g14980.t2, FhHiC23_g14980.t1
OG0003891	T265_09065	FhHiC23_g11725.t1, FhHiC23_g11725.t2
OG0003892	T265_05178	FhHiC23_g7768.t1, FhHiC23_g7768.t2
OG0003894	T265_12868	FhHiC23_g11878.t1, FhHiC23_g11878.t2
OG0003895	T265_03559	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3
OG0003896	T265_01211	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1
OG0003897	T265_10035, T265_04263	FhHiC23_g6604.t1, FhHiC23_g6604.t2
OG0003899	T265_07211	FhHiC23_g1715.t1
OG0003900	T265_10723	FhHiC23_g7815.t1
OG0003902	T265_13594, T265_16150	FhHiC23_g16480.t1, FhHiC23_g16480.t2, FhHiC23_g16480.t3
OG0003903	T265_09767	FhHiC23_g6916.t1, FhHiC23_g6916.t2
OG0003904	T265_12792	FhHiC23_g7509.t2, FhHiC23_g7509.t1
OG0003905	T265_02716	FhHiC23_g9786.t1, FhHiC23_g9786.t2
OG0003906	T265_15259	FhHiC23_g13454.t1, FhHiC23_g13454.t2
OG0003907	T265_08382	FhHiC23_g13455.t1
OG0003908	T265_13254	FhHiC23_g15413.t1
OG0003909	T265_14652	FhHiC23_g4779.t1
OG0003910	T265_14467	FhHiC23_g1418.t1
OG0003911	T265_07148	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1
OG0003912	T265_01757	FhHiC23_g1506.t1
OG0003913	T265_15870	FhHiC23_g6449.t1, FhHiC23_g6449.t2
OG0003913	T265_13380, T265_13379	FhHiC23_g6452.t1, FhHiC23_g6452.t2, FhHiC23_g6454.t1, FhHiC23_g6454.t2
OG0003914	T265_02342	FhHiC23_g2217.t2, FhHiC23_g2217.t1
OG0003915	T265_02343	FhHiC23_g2216.t1
OG0003916	T265_04956	FhHiC23_g3607.t1
OG0003917	T265_00965	FhHiC23_g11381.t1
OG0003918	T265_11784	FhHiC23_g1262.t1
OG0003919	T265_08326	FhHiC23_g6568.t1
OG0003920	T265_06647	FhHiC23_g10924.t1, FhHiC23_g10925.t1
OG0003921	T265_10885	FhHiC23_g1343.t1
OG0003922	T265_01385	FhHiC23_g8300.t1
OG0003923	T265_05966	FhHiC23_g10217.t1
OG0003924	T265_01221	FhHiC23_g3065.t1
OG0003925	T265_13740, T265_13742	FhHiC23_g1469.t1
OG0003926	T265_03768	FhHiC23_g8996.t1, FhHiC23_g8996.t2
OG0003927	T265_02043	FhHiC23_g8507.t1
OG0003928	T265_09914	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1
OG0003929	T265_05791	FhHiC23_g1487.t1, FhHiC23_g1487.t2
OG0003930	T265_10020	FhHiC23_g944.t2, FhHiC23_g944.t1
OG0003931	T265_00356	FhHiC23_g531.t1
OG0003932	T265_06772, T265_09511	FhHiC23_g10778.t1
OG0003933	T265_07605	FhHiC23_g13951.t1
OG0003934	T265_00259	FhHiC23_g12368.t1
OG0003936	T265_13452	FhHiC23_g11245.t1, FhHiC23_g11245.t2
OG0003937	T265_13217, T265_13216	FhHiC23_g228.t1
OG0003938	T265_06118	FhHiC23_g654.t1
OG0003939	T265_16172	FhHiC23_g3830.t2, FhHiC23_g3830.t1, FhHiC23_g5264.t1
OG0003940	T265_03321	FhHiC23_g11490.t1
OG0003941	T265_06268	FhHiC23_g12814.t1
OG0003942	T265_13372	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3
OG0003943	T265_10688	FhHiC23_g568.t1
OG0003945	T265_13755, T265_13756	FhHiC23_g16225.t1, FhHiC23_g16225.t2
OG0003946	T265_02108	FhHiC23_g9282.t1, FhHiC23_g9283.t1
OG0003947	T265_05884	FhHiC23_g14217.t1
OG0003948	T265_14150, T265_16082, T265_16108	FhHiC23_g2377.t1
OG0003949	T265_05466, T265_16243	FhHiC23_g3911.t1, FhHiC23_g938.t1
OG0003950	T265_06273	FhHiC23_g13612.t1, FhHiC23_g13612.t2
OG0003951	T265_11981	FhHiC23_g2253.t2, FhHiC23_g2253.t1
OG0003952	T265_04156	FhHiC23_g15874.t1, FhHiC23_g15874.t2
OG0003953	T265_11268	FhHiC23_g3942.t1
OG0003955	T265_15588	FhHiC23_g1279.t1, FhHiC23_g1279.t2
OG0003956	T265_00672	FhHiC23_g7414.t1
OG0003957	T265_07581	FhHiC23_g5014.t1
OG0003958	T265_04262	FhHiC23_g9612.t1, FhHiC23_g9612.t2
OG0003959	T265_14829	FhHiC23_g12599.t1, FhHiC23_g12599.t2
OG0003960	T265_13631	FhHiC23_g1332.t1
OG0003961	T265_14901, T265_16141	FhHiC23_g4128.t1, FhHiC23_g4128.t2
OG0003964	T265_08186	FhHiC23_g10733.t1
OG0003965	T265_05582	FhHiC23_g10355.t1
OG0003967	T265_01515, T265_08210	FhHiC23_g13898.t1
OG0003968	T265_08006	FhHiC23_g11263.t1
OG0003969	T265_03015	FhHiC23_g3657.t1, FhHiC23_g13570.t1
OG0003970	T265_14765	FhHiC23_g4381.t1, FhHiC23_g4377.t1, FhHiC23_g4380.t1, FhHiC23_g4377.t2
OG0003971	T265_12912	FhHiC23_g7799.t1
OG0003972	T265_10338	FhHiC23_g5505.t1
OG0003973	T265_05669	FhHiC23_g9620.t1
OG0003974	T265_02855	FhHiC23_g1045.t1
OG0003975	T265_04899, T265_04898	FhHiC23_g4795.t2, FhHiC23_g4795.t1
OG0003976	T265_15106	FhHiC23_g8968.t1
OG0003977	T265_00385	FhHiC23_g80.t1, FhHiC23_g80.t2
OG0003978	T265_04067	FhHiC23_g994.t1
OG0003979	T265_04589	FhHiC23_g12098.t1
OG0003980	T265_05217	FhHiC23_g9323.t3, FhHiC23_g9323.t2
OG0003982	T265_12819	FhHiC23_g7100.t1
OG0003983	T265_03139	FhHiC23_g7970.t1
OG0003984	T265_08473	FhHiC23_g11216.t1
OG0003985	T265_00185	FhHiC23_g7156.t1, FhHiC23_g7156.t2
OG0003986	T265_00664	FhHiC23_g8606.t1
OG0003987	T265_06432	FhHiC23_g13606.t1, FhHiC23_g13606.t2
OG0003988	T265_09190	FhHiC23_g5364.t1, FhHiC23_g5364.t2
OG0003989	T265_13605	FhHiC23_g8454.t1
OG0003991	T265_06214	FhHiC23_g10829.t2, FhHiC23_g10828.t1, FhHiC23_g10829.t1
OG0003992	T265_00578	FhHiC23_g5999.t1
OG0003993	T265_13785	FhHiC23_g2268.t1
OG0003994	T265_04732	FhHiC23_g14031.t1
OG0003995	T265_14455	FhHiC23_g16348.t1
OG0003996	T265_01337	FhHiC23_g2229.t1, FhHiC23_g2229.t2
OG0003997	T265_01440	FhHiC23_g10999.t1
OG0003999	T265_06186	FhHiC23_g15452.t2, FhHiC23_g15452.t1
OG0004000	T265_11435	FhHiC23_g7152.t1
OG0004001	T265_03300	FhHiC23_g1948.t1
OG0004002	T265_12865	FhHiC23_g3298.t1
OG0004003	T265_09720	FhHiC23_g4627.t1
OG0004004	T265_10247	FhHiC23_g3215.t1
OG0004005	T265_01501	FhHiC23_g14276.t1
OG0004006	T265_11320	FhHiC23_g5446.t1
OG0004007	T265_00321	FhHiC23_g860.t1
OG0004008	T265_07509	FhHiC23_g9123.t1
OG0004009	T265_05235	FhHiC23_g9968.t1
OG0004010	T265_10401	FhHiC23_g9071.t1, FhHiC23_g9071.t2
OG0004011	T265_15136	FhHiC23_g11545.t1, FhHiC23_g11545.t2
OG0004013	T265_06164	FhHiC23_g7145.t1
OG0004015	T265_14492	FhHiC23_g9164.t1
OG0004016	T265_06913	FhHiC23_g12732.t1
OG0004018	T265_09487	FhHiC23_g16434.t1
OG0004019	T265_04159	FhHiC23_g15870.t1
OG0004023	T265_10136	FhHiC23_g6839.t1
OG0004024	T265_15006	FhHiC23_g13360.t2, FhHiC23_g13360.t3, FhHiC23_g13360.t1
OG0004025	T265_15600	FhHiC23_g15034.t1, FhHiC23_g15034.t2
OG0004026	T265_07030	FhHiC23_g6316.t2, FhHiC23_g6316.t1
OG0004029	T265_12763	FhHiC23_g1640.t1
OG0004030	T265_09691	FhHiC23_g15274.t1
OG0004031	T265_10121	FhHiC23_g4672.t1
OG0004032	T265_13989	FhHiC23_g13264.t1, FhHiC23_g13264.t2
OG0004033	T265_03646	FhHiC23_g5196.t1
OG0004034	T265_11229	FhHiC23_g16283.t1
OG0004035	T265_01826	FhHiC23_g16076.t1, FhHiC23_g16076.t2
OG0004036	T265_05064	FhHiC23_g14817.t1
OG0004037	T265_06695	FhHiC23_g12463.t1
OG0004038	T265_15026	FhHiC23_g447.t1
OG0004039	T265_11226	FhHiC23_g1291.t1, FhHiC23_g1291.t2
OG0004040	T265_09084	FhHiC23_g1812.t1
OG0004042	T265_07612	FhHiC23_g7623.t1, FhHiC23_g7623.t2
OG0004043	T265_13544	FhHiC23_g10971.t1
OG0004044	T265_10408	FhHiC23_g9069.t1, FhHiC23_g9069.t2
OG0004045	T265_07773	FhHiC23_g13561.t1
OG0004046	T265_10261	FhHiC23_g12717.t1, FhHiC23_g12717.t2
OG0004047	T265_11840	FhHiC23_g13875.t1
OG0004048	T265_01163	FhHiC23_g8346.t1, FhHiC23_g8346.t2
OG0004049	T265_14846	FhHiC23_g9010.t1, FhHiC23_g9010.t2
OG0004050	T265_05910	FhHiC23_g759.t1
OG0004051	T265_14071	FhHiC23_g7303.t1
OG0004053	T265_00562	FhHiC23_g16372.t2, FhHiC23_g16372.t1
OG0004054	T265_11970, T265_12010	FhHiC23_g871.t1
OG0004055	T265_09068	FhHiC23_g3425.t1, FhHiC23_g12092.t1
OG0004056	T265_02438	FhHiC23_g314.t1, FhHiC23_g314.t2
OG0004057	T265_06863	FhHiC23_g926.t2
OG0004058	T265_06127	FhHiC23_g1079.t1
OG0004059	T265_07021	FhHiC23_g8483.t1, FhHiC23_g8483.t2
OG0004060	T265_06303	FhHiC23_g12533.t1, FhHiC23_g12533.t2
OG0004061	T265_15066	FhHiC23_g16374.t1
OG0004062	T265_10152	FhHiC23_g16375.t1
OG0004063	T265_00247	FhHiC23_g13181.t1
OG0004064	T265_14496	FhHiC23_g11375.t1, FhHiC23_g11376.t1, FhHiC23_g11375.t2, FhHiC23_g11376.t2
OG0004065	T265_15656	FhHiC23_g11744.t3
OG0004066	T265_10462	FhHiC23_g15651.t1, FhHiC23_g15651.t3, FhHiC23_g15651.t2
OG0004067	T265_00908, T265_12667	FhHiC23_g15707.t1, FhHiC23_g15707.t2
OG0004068	T265_13907	FhHiC23_g1732.t1, FhHiC23_g1732.t2
OG0004069	T265_07421	FhHiC23_g3015.t1
OG0004070	T265_01954, T265_14283	FhHiC23_g9675.t1
OG0004071	T265_11410	FhHiC23_g9841.t1
OG0004089	T265_13365	FhHiC23_g11633.t2, FhHiC23_g11633.t1
OG0004090	T265_02229, T265_16354	FhHiC23_g4405.t1, FhHiC23_g4405.t2, FhHiC23_g3969.t2, FhHiC23_g3969.t1
OG0004091	T265_06336	FhHiC23_g2493.t1
OG0004092	T265_02459	FhHiC23_g10691.t1
OG0004093	T265_10684	FhHiC23_g3419.t1
OG0004095	T265_04428	FhHiC23_g11503.t1, FhHiC23_g11503.t2, FhHiC23_g11503.t3
OG0004096	T265_10832	FhHiC23_g12644.t1
OG0004097	T265_06723	FhHiC23_g7213.t1
OG0004098	T265_00462	FhHiC23_g879.t1, FhHiC23_g879.t2
OG0004099	T265_10950	FhHiC23_g13443.t1
OG0004100	T265_11652	FhHiC23_g5824.t1, FhHiC23_g5824.t2
OG0004101	T265_14006	FhHiC23_g14606.t1
OG0004102	T265_16205	FhHiC23_g4048.t2, FhHiC23_g4048.t1
OG0004103	T265_13771	FhHiC23_g5762.t1
OG0004105	T265_13816	FhHiC23_g9303.t1, FhHiC23_g9303.t3
OG0004107	T265_08527	FhHiC23_g11721.t1
OG0004108	T265_03501	FhHiC23_g14304.t1
OG0004109	T265_01896	FhHiC23_g4794.t1
OG0004110	T265_14124	FhHiC23_g1662.t1, FhHiC23_g1662.t2
OG0004111	T265_12464	FhHiC23_g2460.t1
OG0004112	T265_06196, T265_15640	FhHiC23_g11600.t3, FhHiC23_g11600.t1, FhHiC23_g11600.t2
OG0004113	T265_10735	FhHiC23_g10293.t2, FhHiC23_g10293.t1
OG0004114	T265_00417	FhHiC23_g525.t1
OG0004115	T265_07618	FhHiC23_g5776.t1
OG0004116	T265_14856	FhHiC23_g4143.t1, FhHiC23_g4143.t2
OG0004117	T265_13258	FhHiC23_g12607.t2, FhHiC23_g12607.t3, FhHiC23_g12607.t1
OG0004118	T265_04082	FhHiC23_g14038.t1, FhHiC23_g14038.t2
OG0004120	T265_08318	FhHiC23_g6078.t1
OG0004122	T265_07472	FhHiC23_g9267.t1, FhHiC23_g9267.t2
OG0004123	T265_06900	FhHiC23_g11277.t1
OG0004125	T265_05718	FhHiC23_g481.t1, FhHiC23_g482.t1
OG0004126	T265_00012	FhHiC23_g1086.t1
OG0004127	T265_07518	FhHiC23_g9559.t1, FhHiC23_g9559.t2
OG0004128	T265_10514, T265_15170	FhHiC23_g15654.t1, FhHiC23_g15654.t2
OG0004129	T265_08402	FhHiC23_g1896.t1
OG0004130	T265_14412	FhHiC23_g1461.t1
OG0004131	T265_00896	FhHiC23_g14955.t1
OG0004132	T265_03785	FhHiC23_g15974.t1
OG0004134	T265_10819	FhHiC23_g11452.t1
OG0004135	T265_05000	FhHiC23_g5961.t1, FhHiC23_g5963.t1
OG0004135	T265_15889	FhHiC23_g5960.t2, FhHiC23_g5960.t1, FhHiC23_g5960.t3
OG0004136	T265_12875	FhHiC23_g8156.t1, FhHiC23_g8156.t2
OG0004137	T265_08007	FhHiC23_g5609.t1
OG0004139	T265_06601	FhHiC23_g5091.t1, FhHiC23_g5091.t2
OG0004140	T265_03524	FhHiC23_g712.t1, FhHiC23_g712.t3, FhHiC23_g712.t2
OG0004141	T265_10583	FhHiC23_g14977.t1
OG0004142	T265_01654	FhHiC23_g3576.t1
OG0004143	T265_14143	FhHiC23_g12747.t1, FhHiC23_g12747.t2
OG0004144	T265_00492	FhHiC23_g8459.t1
OG0004145	T265_13026	FhHiC23_g8095.t1, FhHiC23_g8511.t1
OG0004146	T265_03626	FhHiC23_g4715.t2, FhHiC23_g4715.t1
OG0004147	T265_08082	FhHiC23_g1416.t2, FhHiC23_g1416.t1
OG0004148	T265_12921	FhHiC23_g11163.t2, FhHiC23_g11163.t1
OG0004149	T265_03110	FhHiC23_g13049.t1
OG0004150	T265_04361	FhHiC23_g12189.t1, FhHiC23_g12189.t2
OG0004151	T265_01198	FhHiC23_g1891.t1
OG0004152	T265_11343	FhHiC23_g15699.t1
OG0004153	T265_02251	FhHiC23_g15714.t1
OG0004154	T265_12101, T265_12303	FhHiC23_g12028.t1
OG0004155	T265_01949, T265_01948	FhHiC23_g801.t1, FhHiC23_g800.t1
OG0004156	T265_03364	FhHiC23_g8380.t1
OG0004157	T265_09215	FhHiC23_g15420.t1, FhHiC23_g15420.t2
OG0004158	T265_13415	FhHiC23_g14503.t1
OG0004159	T265_11617, T265_12729	FhHiC23_g7698.t1
OG0004160	T265_14169	FhHiC23_g12415.t1
OG0004161	T265_11847	FhHiC23_g11110.t1, FhHiC23_g11110.t2
OG0004163	T265_02001	FhHiC23_g2618.t1
OG0004164	T265_14364	FhHiC23_g13153.t1, FhHiC23_g13153.t2
OG0004165	T265_13867, T265_13868, T265_13084	FhHiC23_g5834.t1
OG0004166	T265_12680	FhHiC23_g12530.t1
OG0004167	T265_00254	FhHiC23_g12528.t1
OG0004168	T265_04759	FhHiC23_g3547.t1, FhHiC23_g3547.t2, FhHiC23_g3545.t1, FhHiC23_g3545.t2
OG0004169	T265_02972	FhHiC23_g5048.t2, FhHiC23_g5048.t1
OG0004170	T265_02137	FhHiC23_g756.t2, FhHiC23_g756.t1
OG0004171	T265_03809	FhHiC23_g16297.t1
OG0004172	T265_01982	FhHiC23_g2828.t1
OG0004173	T265_13455	FhHiC23_g9564.t1
OG0004174	T265_10362	FhHiC23_g15845.t1
OG0004175	T265_13069	FhHiC23_g1393.t1, FhHiC23_g1393.t2
OG0004176	T265_04579	FhHiC23_g11928.t1, FhHiC23_g11838.t1, FhHiC23_g11928.t2
OG0004177	T265_15313	FhHiC23_g16627.t1
OG0004178	T265_00496, T265_03495	FhHiC23_g8197.t1
OG0004179	T265_10209	FhHiC23_g3608.t1
OG0004180	T265_14191	FhHiC23_g8609.t1
OG0004182	T265_05167	FhHiC23_g7282.t2, FhHiC23_g7283.t1, FhHiC23_g7282.t3, FhHiC23_g7282.t1
OG0004183	T265_07332, T265_12052	FhHiC23_g16453.t1
OG0004184	T265_04436	FhHiC23_g11075.t1
OG0004186	T265_05348	FhHiC23_g16152.t1, FhHiC23_g16152.t2
OG0004187	T265_00488	FhHiC23_g7544.t1
OG0004188	T265_08264	FhHiC23_g4578.t1, FhHiC23_g4578.t2
OG0004189	T265_09513	FhHiC23_g10838.t2, FhHiC23_g10838.t1
OG0004190	T265_05322	FhHiC23_g9357.t1, FhHiC23_g9357.t2
OG0004191	T265_02742	FhHiC23_g9356.t1
OG0004192	T265_10547, T265_15930	FhHiC23_g11908.t1, FhHiC23_g11908.t2
OG0004193	T265_03405	FhHiC23_g4174.t1, FhHiC23_g4174.t2
OG0004194	T265_10335	FhHiC23_g4621.t1
OG0004195	T265_01536	FhHiC23_g10900.t1, FhHiC23_g10900.t2
OG0004196	T265_14458	FhHiC23_g5926.t1, FhHiC23_g5926.t2
OG0004197	T265_12022	FhHiC23_g15225.t1, FhHiC23_g15225.t2
OG0004198	T265_12995, T265_07823, T265_07918	FhHiC23_g4261.t1
OG0004199	T265_08663	FhHiC23_g7722.t1
OG0004200	T265_01774	FhHiC23_g2586.t1
OG0004201	T265_06084, T265_09479	FhHiC23_g7600.t1, FhHiC23_g7600.t2
OG0004202	T265_03684, T265_03685	FhHiC23_g15776.t1
OG0004203	T265_12631, T265_00773	FhHiC23_g3306.t1, FhHiC23_g3309.t1
OG0004204	T265_02032	FhHiC23_g3430.t1, FhHiC23_g4288.t1, FhHiC23_g4288.t2
OG0004205	T265_13792	FhHiC23_g15468.t1
OG0004206	T265_04168	FhHiC23_g15836.t1
OG0004207	T265_08457	FhHiC23_g7106.t1, FhHiC23_g7106.t3, FhHiC23_g7106.t2
OG0004208	T265_01114	FhHiC23_g7301.t1
OG0004209	T265_13711	FhHiC23_g16081.t2, FhHiC23_g16081.t1
OG0004210	T265_03536	FhHiC23_g6110.t1, FhHiC23_g6110.t2
OG0004211	T265_00155	FhHiC23_g1439.t1
OG0004212	T265_00100	FhHiC23_g1821.t1
OG0004213	T265_04868	FhHiC23_g1454.t1
OG0004214	T265_06274	FhHiC23_g13613.t1
OG0004215	T265_01930	FhHiC23_g6403.t1
OG0004216	T265_13413, T265_04100	FhHiC23_g14853.t1, FhHiC23_g14853.t2
OG0004217	T265_05223	FhHiC23_g9450.t2, FhHiC23_g9450.t1
OG0004218	T265_08377	FhHiC23_g12550.t1
OG0004219	T265_05546, T265_13633	FhHiC23_g6941.t1
OG0004220	T265_07270, T265_12389	FhHiC23_g12490.t1
OG0004221	T265_03844	FhHiC23_g2478.t1, FhHiC23_g2478.t2
OG0004222	T265_14986	FhHiC23_g6834.t1
OG0004223	T265_02554	FhHiC23_g6058.t1
OG0004224	T265_01425	FhHiC23_g7968.t1
OG0004225	T265_00292	FhHiC23_g1937.t3, FhHiC23_g1937.t1, FhHiC23_g1937.t2
OG0004226	T265_09575	FhHiC23_g9286.t1
OG0004227	T265_03194	FhHiC23_g12176.t1
OG0004228	T265_01144, T265_01143	FhHiC23_g7019.t1, FhHiC23_g7019.t2
OG0004229	T265_03264, T265_16209	FhHiC23_g9518.t1
OG0004230	T265_07108	FhHiC23_g3458.t2, FhHiC23_g3458.t1, FhHiC23_g3458.t3
OG0004231	T265_12636	FhHiC23_g2639.t1
OG0004232	T265_05930	FhHiC23_g1242.t1
OG0004233	T265_13865	FhHiC23_g1905.t1
OG0004234	T265_12465	FhHiC23_g7295.t1
OG0004235	T265_14099	FhHiC23_g15784.t1
OG0004236	T265_01977	FhHiC23_g2685.t1
OG0004237	T265_06373	FhHiC23_g15265.t1
OG0004238	T265_00784	FhHiC23_g2646.t1, FhHiC23_g2646.t2
OG0004239	T265_13992	FhHiC23_g13119.t4, FhHiC23_g13119.t5, FhHiC23_g13119.t1, FhHiC23_g4591.t1, FhHiC23_g4591.t2, FhHiC23_g13119.t3, FhHiC23_g4591.t3, FhHiC23_g13119.t2
OG0004241	T265_07689	FhHiC23_g7628.t1
OG0004242	T265_00138	FhHiC23_g2160.t2, FhHiC23_g2160.t1
OG0004243	T265_12892, T265_16162	FhHiC23_g5102.t1
OG0004244	T265_00600	FhHiC23_g7452.t1
OG0004245	T265_11640	FhHiC23_g16158.t1
OG0004246	T265_06470, T265_09579, T265_16156	FhHiC23_g10344.t2, FhHiC23_g10344.t1, FhHiC23_g10344.t3
OG0004247	T265_06897	FhHiC23_g11293.t1
OG0004248	T265_14621	FhHiC23_g15720.t1
OG0004249	T265_07754	FhHiC23_g11847.t1
OG0004250	T265_04820	FhHiC23_g9016.t1
OG0004251	T265_07428	FhHiC23_g3018.t1
OG0004252	T265_12488	FhHiC23_g10834.t1, FhHiC23_g10834.t2
OG0004253	T265_14369	FhHiC23_g15978.t1, FhHiC23_g15978.t2
OG0004255	T265_00684, T265_15948	FhHiC23_g6335.t1, FhHiC23_g6335.t2
OG0004256	T265_13382	FhHiC23_g5786.t1
OG0004258	T265_00828	FhHiC23_g43.t1
OG0004259	T265_00918	FhHiC23_g15443.t1
OG0004260	T265_07402	FhHiC23_g9681.t1
OG0004261	T265_07403	FhHiC23_g9680.t1
OG0004263	T265_09541	FhHiC23_g13735.t2, FhHiC23_g13735.t1
OG0004264	T265_02831	FhHiC23_g2082.t1
OG0004265	T265_00766	FhHiC23_g2429.t1
OG0004266	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742	FhHiC23_g418.t1
OG0004267	T265_03761	FhHiC23_g9953.t1
OG0004268	T265_02591	FhHiC23_g4810.t1
OG0004269	T265_03337	FhHiC23_g7691.t1, FhHiC23_g7691.t2
OG0004270	T265_08609	FhHiC23_g230.t1
OG0004271	T265_10621	FhHiC23_g3825.t1
OG0004272	T265_04858, T265_16027	FhHiC23_g796.t1, FhHiC23_g796.t2, FhHiC23_g796.t3
OG0004274	T265_05101	FhHiC23_g941.t1
OG0004275	T265_08072, T265_08073	FhHiC23_g14542.t1, FhHiC23_g14542.t2
OG0004276	T265_06678	FhHiC23_g13103.t1, FhHiC23_g15249.t1, FhHiC23_g15249.t2
OG0004277	T265_14711	FhHiC23_g12810.t1
OG0004278	T265_07590	FhHiC23_g5833.t1
OG0004279	T265_07574	FhHiC23_g16170.t1
OG0004280	T265_02371	FhHiC23_g4107.t1
OG0004281	T265_09092	FhHiC23_g2787.t1
OG0004282	T265_13240, T265_13239	FhHiC23_g4281.t1
OG0004283	T265_02577, T265_15293	FhHiC23_g12482.t1
OG0004284	T265_13398, T265_13399	FhHiC23_g2256.t1, FhHiC23_g2256.t2
OG0004285	T265_03067	FhHiC23_g13009.t1, FhHiC23_g13009.t2
OG0004286	T265_13630	FhHiC23_g157.t1, FhHiC23_g157.t2
OG0004287	T265_04119	FhHiC23_g14655.t2, FhHiC23_g14655.t1
OG0004288	T265_01275	FhHiC23_g1164.t1
OG0004289	T265_08650	FhHiC23_g6124.t1
OG0004290	T265_03928	FhHiC23_g8525.t1
OG0004291	T265_03995	FhHiC23_g5323.t1
OG0004292	T265_03994	FhHiC23_g5324.t1
OG0004293	T265_00076	FhHiC23_g2499.t1
OG0004294	T265_04913	FhHiC23_g152.t1, FhHiC23_g153.t1
OG0004295	T265_09561	FhHiC23_g12999.t1
