Orthogroup	opisthorchis_viverrini	schistosoma_rodhaini
OG0002193	T265_15308	SRDH2_78950.10, SRDH2_78950.11, SRDH2_78950.13, SRDH2_78950.16, SRDH2_78950.2, SRDH2_78950.3, SRDH2_78950.4, SRDH2_78950.5, SRDH2_78950.6, SRDH2_78950.7, SRDH2_78950.9, SRDH2_78950.1, SRDH2_78950.8, SRDH2_78950.12, SRDH2_78950.14, SRDH2_78950.15
OG0002194	T265_05011	SRDH2_30900.1, SRDH2_30900.2
OG0002195	T265_13134	SRDH2_52850.1, SRDH2_52850.2, SRDH2_52850.3, SRDH2_52850.5, SRDH2_52850.4
OG0002196	T265_03909	SRDH2_68450.1
OG0002197	T265_06567	SRDH2_60300.1, SRDH2_60300.2, SRDH2_60300.3, SRDH2_60300.4
OG0002198	T265_14194	SRDH2_28790.1, SRDH2_28790.3, SRDH2_28790.4, SRDH2_28790.2
OG0002199	T265_09839	SRDH2_75000.1
OG0002200	T265_15279	SRDH2_51710.1
OG0002201	T265_09904	SRDH2_51410.1, SRDH2_51410.2, SRDH2_51410.3, SRDH2_51410.4
OG0002202	T265_10317	SRDH2_42580.1
OG0002203	T265_00149	SRDH2_79520.1
OG0002204	T265_05023	SRDH2_25780.1
OG0002206	T265_12890	SRDH2_93520.1
OG0002208	T265_15258	SRDH2_18640.1, SRDH2_18640.2, SRDH2_18640.3, SRDH2_18640.4, SRDH2_18640.5
OG0002212	T265_15048	SRDH2_98570.1
OG0002214	T265_04068	SRDH2_44590.3, SRDH2_44590.1, SRDH2_44590.2
OG0002215	T265_01396	SRDH2_7540.1
OG0002216	T265_04024	SRDH2_31500.1
OG0002217	T265_06306	SRDH2_3490.1, SRDH2_3490.2, SRDH2_3490.3
OG0002218	T265_07284	SRDH2_5650.1
OG0002219	T265_10914	SRDH2_18130.1, SRDH2_18130.2, SRDH2_18130.3, SRDH2_18130.4, SRDH2_18130.5
OG0002220	T265_08525	SRDH2_1070.1, SRDH2_1070.2, SRDH2_1070.3, SRDH2_1070.4
OG0002221	T265_09567	SRDH2_9870.2, SRDH2_9870.1
OG0002222	T265_07622	SRDH2_32440.1, SRDH2_32440.2, SRDH2_32440.3
OG0002223	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846	SRDH2_19740.1
OG0002224	T265_01855	SRDH2_14210.3, SRDH2_14210.5, SRDH2_14210.6, SRDH2_14210.4, SRDH2_14210.2, SRDH2_14210.1
OG0002225	T265_08736	SRDH2_92810.1
OG0002226	T265_14172	SRDH2_26790.1, SRDH2_26790.2, SRDH2_26790.3, SRDH2_26790.5, SRDH2_26790.6, SRDH2_26790.7, SRDH2_26790.4
OG0002227	T265_04117, T265_15786	SRDH2_43470.1
OG0002228	T265_04080	SRDH2_42900.1
OG0002229	T265_07873	SRDH2_12210.1, SRDH2_12210.2
OG0002230	T265_06596	SRDH2_65900.1
OG0002231	T265_00618	SRDH2_64450.1, SRDH2_64450.2, SRDH2_64450.3, SRDH2_64450.4, SRDH2_64450.5
OG0002232	T265_13884, T265_14131	SRDH2_77890.1
OG0002233	T265_15141	SRDH2_61970.1
OG0002234	T265_00386	SRDH2_54510.1, SRDH2_54520.1
OG0002235	T265_06682	SRDH2_18930.6, SRDH2_18930.1, SRDH2_18930.3, SRDH2_18930.4, SRDH2_18930.5, SRDH2_18930.2, SRDH2_18930.8, SRDH2_18930.7
OG0002236	T265_04798, T265_04794	SRDH2_70320.1
OG0002237	T265_09477	SRDH2_43800.1
OG0002239	T265_11016, T265_16245	SRDH2_99030.1
OG0002241	T265_01430	SRDH2_68240.1
OG0002242	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032	SRDH2_42530.1
OG0002243	T265_00755, T265_16223	SRDH2_29890.2, SRDH2_29890.1
OG0002244	T265_13718	SRDH2_24910.1, SRDH2_24910.5, SRDH2_24910.2, SRDH2_24910.3, SRDH2_24910.4
OG0002245	T265_00529	SRDH2_61800.1, SRDH2_61800.2, SRDH2_61800.3, SRDH2_61800.4, SRDH2_61800.5
OG0002246	T265_13249	SRDH2_22990.1
OG0002247	T265_05389	SRDH2_26450.4, SRDH2_26450.2, SRDH2_26450.3, SRDH2_26450.1
OG0002248	T265_01349	SRDH2_53140.1, SRDH2_53140.2
OG0002249	T265_02684	SRDH2_55760.4, SRDH2_55760.2, SRDH2_55760.1, SRDH2_55760.3
OG0002250	T265_03642	SRDH2_40480.2, SRDH2_40480.1, SRDH2_40480.4, SRDH2_40480.3
OG0002251	T265_13203	SRDH2_27610.3, SRDH2_27610.1, SRDH2_27610.2
OG0002252	T265_07719	SRDH2_5190.1, SRDH2_5190.2, SRDH2_5190.3, SRDH2_5190.4, SRDH2_5190.5, SRDH2_5190.6, SRDH2_5190.7, SRDH2_5190.8, SRDH2_5190.9
OG0002253	T265_03058	SRDH2_7570.1, SRDH2_7610.1
OG0002254	T265_04918	SRDH2_52530.1, SRDH2_52530.2, SRDH2_52530.3, SRDH2_52530.4, SRDH2_52530.5
OG0002255	T265_13495	SRDH2_6170.1
OG0002256	T265_00072	SRDH2_48910.1
OG0002257	T265_07202	SRDH2_53590.1, SRDH2_53590.2
OG0002258	T265_09079	SRDH2_53520.2, SRDH2_53520.1, SRDH2_53520.3
OG0002259	T265_12708	SRDH2_28590.1, SRDH2_28590.2
OG0002260	T265_13734	SRDH2_960.1
OG0002261	T265_02353	SRDH2_52290.6, SRDH2_52290.2, SRDH2_52290.3, SRDH2_52290.1, SRDH2_52290.4, SRDH2_52290.5
OG0002263	T265_00662, T265_12600	SRDH2_69150.1, SRDH2_69150.3, SRDH2_69150.4, SRDH2_69150.2
OG0002264	T265_13409	SRDH2_43310.3, SRDH2_43310.2, SRDH2_43310.4, SRDH2_43310.1
OG0002265	T265_13935	SRDH2_40730.1
OG0002266	T265_11642	SRDH2_97920.3, SRDH2_97920.4, SRDH2_97920.5, SRDH2_97920.2, SRDH2_97920.1
OG0002267	T265_10276	SRDH2_15350.1
OG0002268	T265_07694	SRDH2_86170.1, SRDH2_86170.2, SRDH2_86170.3, SRDH2_86170.4
OG0002269	T265_12133, T265_15794, T265_13923	SRDH2_63420.1, SRDH2_63430.1, SRDH2_63430.2
OG0002270	T265_05191	SRDH2_91560.1, SRDH2_91560.2
OG0002271	T265_10628	SRDH2_83370.1
OG0002272	T265_05407, T265_05409	SRDH2_25380.2, SRDH2_25380.1, SRDH2_25380.3
OG0002273	T265_05777, T265_15024	SRDH2_79970.1
OG0002274	T265_01312	SRDH2_47350.1
OG0002275	T265_10682	SRDH2_86950.1
OG0002276	T265_02217	SRDH2_53550.2, SRDH2_53550.1
OG0002277	T265_04300	SRDH2_52360.4, SRDH2_52360.5, SRDH2_52360.7, SRDH2_52360.1, SRDH2_52360.10, SRDH2_52360.2, SRDH2_52360.6, SRDH2_52360.9, SRDH2_52360.3, SRDH2_52360.8
OG0002278	T265_11208	SRDH2_95120.1
OG0002279	T265_04983	SRDH2_83850.1
OG0002280	T265_15222	SRDH2_60050.1
OG0002281	T265_04079	SRDH2_42240.1, SRDH2_42240.2, SRDH2_42240.3
OG0002282	T265_03187	SRDH2_9730.1
OG0002283	T265_12455	SRDH2_52480.1, SRDH2_52480.2
OG0002284	T265_01223	SRDH2_74880.1
OG0002285	T265_13808	SRDH2_8690.1
OG0002286	T265_02503	SRDH2_68960.1, SRDH2_68960.2
OG0002287	T265_00542	SRDH2_64030.4, SRDH2_64030.3, SRDH2_64030.1, SRDH2_64030.2
OG0002288	T265_03285	SRDH2_76040.3, SRDH2_76040.2, SRDH2_76040.6, SRDH2_76040.5, SRDH2_76040.7, SRDH2_76040.4, SRDH2_76040.1, SRDH2_76040.8
OG0002289	T265_02605	SRDH2_35050.1
OG0002290	T265_14569	SRDH2_88310.1
OG0002291	T265_06153	SRDH2_69860.1, SRDH2_69860.2
OG0002292	T265_02156	SRDH2_76520.1
OG0002293	T265_00593	SRDH2_61690.1, SRDH2_61690.3, SRDH2_61690.2, SRDH2_61690.4
OG0002294	T265_14007	SRDH2_15520.2, SRDH2_15520.3, SRDH2_15520.5, SRDH2_15520.6, SRDH2_15520.11, SRDH2_15520.8, SRDH2_15520.10, SRDH2_15520.7, SRDH2_15520.1, SRDH2_15520.9, SRDH2_15520.4
OG0002295	T265_12527	SRDH2_52720.1
OG0002297	T265_11479	SRDH2_29470.1, SRDH2_29480.2, SRDH2_29480.3, SRDH2_29480.1
OG0002298	T265_09933, T265_09932, T265_15001	SRDH2_2870.1, SRDH2_46010.1, SRDH2_2840.1
OG0002299	T265_03230	SRDH2_27560.3, SRDH2_27560.2, SRDH2_27560.4, SRDH2_27560.1
OG0002300	T265_05781	SRDH2_80000.1
OG0002301	T265_04317	SRDH2_92670.4, SRDH2_92670.3, SRDH2_92670.1, SRDH2_92670.2
OG0002302	T265_01158, T265_06295	SRDH2_16510.1, SRDH2_16510.2, SRDH2_16510.3
OG0002303	T265_07017	SRDH2_76540.1, SRDH2_76540.2, SRDH2_76540.3, SRDH2_76540.5, SRDH2_76540.4
OG0002304	T265_11843	SRDH2_70090.6, SRDH2_70090.7, SRDH2_70090.1, SRDH2_70090.2, SRDH2_70090.3, SRDH2_70090.4, SRDH2_70090.5
OG0002306	T265_13964	SRDH2_66210.1, SRDH2_66200.1
OG0002307	T265_08826	SRDH2_76050.1, SRDH2_76050.2
OG0002308	T265_03838	SRDH2_52090.1
OG0002309	T265_05078	SRDH2_42870.6, SRDH2_42870.5, SRDH2_42870.1, SRDH2_42870.4, SRDH2_42870.2, SRDH2_42870.3
OG0002310	T265_00874	SRDH2_22240.1
OG0002311	T265_16283, T265_02474, T265_16279	SRDH2_4990.1, SRDH2_4990.2
OG0002312	T265_10407	SRDH2_23730.1
OG0002313	T265_03368	SRDH2_40600.1, SRDH2_40600.2
OG0002314	T265_13148	SRDH2_4240.1
OG0002315	T265_05552	SRDH2_8700.3, SRDH2_8700.1, SRDH2_8700.2, SRDH2_8700.4
OG0002316	T265_12852	SRDH2_74680.1
OG0002318	T265_10729	SRDH2_23330.1, SRDH2_23330.2
OG0002319	T265_14042	SRDH2_18730.1
OG0002320	T265_12528	SRDH2_75700.1
OG0002321	T265_11407	SRDH2_17310.1, SRDH2_17310.2
OG0002322	T265_10218	SRDH2_21280.1
OG0002323	T265_12604	SRDH2_64770.1
OG0002324	T265_14423	SRDH2_14380.8, SRDH2_14380.2, SRDH2_14380.7, SRDH2_14380.9, SRDH2_14380.3, SRDH2_14380.5, SRDH2_14380.1, SRDH2_14380.10, SRDH2_14380.4, SRDH2_14380.6
OG0002325	T265_10273	SRDH2_13000.1
OG0002326	T265_14647	SRDH2_93400.1
OG0002327	T265_01272	SRDH2_80030.1
OG0002328	T265_01590	SRDH2_7680.1
OG0002329	T265_11177	SRDH2_1930.1, SRDH2_1930.4, SRDH2_1930.7, SRDH2_1930.2, SRDH2_1930.6, SRDH2_1930.8, SRDH2_1930.9, SRDH2_1930.12, SRDH2_1930.11, SRDH2_1930.3, SRDH2_1930.10, SRDH2_1930.5
OG0002331	T265_10476, T265_15160	SRDH2_5640.1, SRDH2_5640.2
OG0002332	T265_15273	SRDH2_14630.1
OG0002333	T265_06756	SRDH2_52680.1, SRDH2_52680.5, SRDH2_52680.6, SRDH2_52680.2, SRDH2_52680.7, SRDH2_52680.3, SRDH2_52680.4, SRDH2_52680.8
OG0002334	T265_09684	SRDH2_9180.3, SRDH2_9180.2, SRDH2_9180.1
OG0002335	T265_02278	SRDH2_17400.1, SRDH2_17400.2, SRDH2_17400.3, SRDH2_17400.4, SRDH2_17400.5, SRDH2_17400.6
OG0002336	T265_02152	SRDH2_58130.1
OG0002337	T265_14716, T265_16237	SRDH2_99790.2, SRDH2_99790.1, SRDH2_99790.3
OG0002338	T265_11508	SRDH2_9860.1
OG0002340	T265_06228, T265_06230	SRDH2_45990.1, SRDH2_45990.3, SRDH2_45990.4, SRDH2_45990.2, SRDH2_2820.1, SRDH2_2820.2, SRDH2_2820.3, SRDH2_2820.4, SRDH2_2820.5, SRDH2_2820.6
OG0002341	T265_03885	SRDH2_91640.2, SRDH2_91640.3, SRDH2_91640.1
OG0002342	T265_00239	SRDH2_3610.1, SRDH2_3610.2, SRDH2_3610.3
OG0002343	T265_03463	SRDH2_44090.1
OG0002344	T265_12913	SRDH2_61900.1
OG0002345	T265_04329, T265_10710	SRDH2_89710.1
OG0002346	T265_01087	SRDH2_25740.1, SRDH2_25740.2, SRDH2_25740.3
OG0002347	T265_11024	SRDH2_20860.1
OG0002348	T265_08714	SRDH2_33700.1
OG0002349	T265_13440	SRDH2_91690.2, SRDH2_91690.1, SRDH2_91690.3, SRDH2_91700.1
OG0002350	T265_14858	SRDH2_34110.1
OG0002351	T265_07519	SRDH2_52040.1
OG0002352	T265_15955, T265_07372	SRDH2_91210.2, SRDH2_91210.3, SRDH2_91210.4, SRDH2_91210.1
OG0002354	T265_06916	SRDH2_8480.1
OG0002355	T265_01787	SRDH2_75350.1, SRDH2_75350.2
OG0002358	T265_11150	SRDH2_18050.1, SRDH2_18050.2, SRDH2_18050.4, SRDH2_18050.3, SRDH2_18050.5
OG0002360	T265_15008	SRDH2_78150.2, SRDH2_78150.1, SRDH2_78150.3
OG0002361	T265_07690	SRDH2_87490.1, SRDH2_87490.2, SRDH2_87490.3
OG0002362	T265_12727	SRDH2_67570.1
OG0002370	T265_00457	SRDH2_48770.1, SRDH2_47250.1
OG0002371	T265_15300	SRDH2_1770.1
OG0002372	T265_09285, T265_13946	SRDH2_65200.3, SRDH2_65200.2, SRDH2_65200.1, SRDH2_65200.4, SRDH2_65200.6, SRDH2_65200.7, SRDH2_65200.8, SRDH2_65200.9, SRDH2_65200.5
OG0002374	T265_14253	SRDH2_5670.1
OG0002375	T265_05233, T265_16343	SRDH2_98810.1
OG0002376	T265_07446	SRDH2_73280.6, SRDH2_73280.1, SRDH2_73280.5, SRDH2_73280.2, SRDH2_73280.3, SRDH2_73280.4, SRDH2_73280.7
OG0002377	T265_13979	SRDH2_30120.1, SRDH2_30150.1
OG0002378	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021	SRDH2_40060.1
OG0002379	T265_05894	SRDH2_43110.1
OG0002380	T265_14977	SRDH2_23220.1
OG0002381	T265_02654, T265_16266	SRDH2_54590.1, SRDH2_54590.2
OG0002382	T265_07767	SRDH2_10230.2, SRDH2_10230.4, SRDH2_10230.6, SRDH2_10230.1, SRDH2_10230.3, SRDH2_10230.5
OG0002383	T265_11452, T265_11454	SRDH2_53740.1
OG0002384	T265_11362	SRDH2_84250.1
OG0002385	T265_02561	SRDH2_29180.1
OG0002387	T265_12419, T265_12421	SRDH2_79190.1, SRDH2_79190.2, SRDH2_79200.1
OG0002388	T265_01616	SRDH2_10990.1
OG0002389	T265_03542	SRDH2_91340.1
OG0002390	T265_15031, T265_15032, T265_15030	SRDH2_16940.2, SRDH2_16940.1, SRDH2_16940.4, SRDH2_16940.3
OG0002391	T265_10597	SRDH2_19190.2, SRDH2_19190.1, SRDH2_19190.3, SRDH2_19190.4
OG0002392	T265_02648	SRDH2_91880.8, SRDH2_91880.9, SRDH2_91880.1, SRDH2_91880.2, SRDH2_91880.3, SRDH2_91880.4, SRDH2_91880.5, SRDH2_91880.6, SRDH2_91880.7
OG0002393	T265_00616	SRDH2_61020.1, SRDH2_61020.2, SRDH2_61020.3, SRDH2_61020.4
OG0002394	T265_13140	SRDH2_31470.1
OG0002395	T265_13647, T265_13649	SRDH2_85740.1
OG0002396	T265_02873, T265_02874	SRDH2_34780.1, SRDH2_34780.2, SRDH2_34780.4, SRDH2_34780.3, SRDH2_34780.5
OG0002397	T265_09037	SRDH2_80740.1, SRDH2_80740.2
OG0002398	T265_03017	SRDH2_5390.8, SRDH2_5390.7, SRDH2_5390.3, SRDH2_5390.4, SRDH2_5390.1, SRDH2_5390.2, SRDH2_5390.5, SRDH2_5390.6
OG0002399	T265_09670, T265_09671	SRDH2_41120.2, SRDH2_41120.1
OG0002400	T265_00212	SRDH2_3160.1
OG0002401	T265_07408	SRDH2_99570.1, SRDH2_99570.3, SRDH2_99570.2, SRDH2_99570.4
OG0002402	T265_10841	SRDH2_22890.1, SRDH2_22890.2
OG0002404	T265_09776	SRDH2_63560.2, SRDH2_63560.1, SRDH2_63560.3, SRDH2_63560.4
OG0002405	T265_10856, T265_04546	SRDH2_1900.5, SRDH2_1900.2, SRDH2_1900.3, SRDH2_1900.1, SRDH2_1900.4
OG0002406	T265_13009	SRDH2_8810.4, SRDH2_8810.1, SRDH2_8810.2, SRDH2_8810.3
OG0002407	T265_00260	SRDH2_8310.1, SRDH2_8310.2
OG0002407	T265_00264	SRDH2_8300.1
OG0002408	T265_11905	SRDH2_75590.1, SRDH2_75590.2, SRDH2_75590.3, SRDH2_75590.4
OG0002409	T265_01637	SRDH2_86980.1
OG0002410	T265_08723, T265_16313	SRDH2_33070.1
OG0002411	T265_04303	SRDH2_91580.2, SRDH2_91580.3, SRDH2_91580.1
OG0002412	T265_14970	SRDH2_30020.1
OG0002413	T265_01806	SRDH2_90170.1, SRDH2_90170.2, SRDH2_90170.3, SRDH2_90170.4, SRDH2_90170.5, SRDH2_90170.6, SRDH2_90170.7, SRDH2_90170.8
OG0002414	T265_02906	SRDH2_56510.1, SRDH2_56510.4, SRDH2_56510.2, SRDH2_56510.3
OG0002415	T265_03421	SRDH2_21040.1, SRDH2_21040.2, SRDH2_21040.3, SRDH2_21040.4
OG0002416	T265_15016	SRDH2_41070.5, SRDH2_41070.1, SRDH2_41070.2, SRDH2_41070.3, SRDH2_41070.4
OG0002417	T265_06209	SRDH2_16740.1, SRDH2_16740.2, SRDH2_16740.3, SRDH2_16740.4
OG0002418	T265_00711	SRDH2_34930.5, SRDH2_34930.2, SRDH2_34930.4, SRDH2_34930.1, SRDH2_34930.3
OG0002419	T265_10336	SRDH2_29060.1
OG0002420	T265_00694	SRDH2_35100.1, SRDH2_35100.2, SRDH2_35100.3, SRDH2_35100.4, SRDH2_35100.5, SRDH2_35100.6, SRDH2_35100.7, SRDH2_35100.9, SRDH2_35100.10, SRDH2_35100.8, SRDH2_35100.11
OG0002421	T265_02187	SRDH2_73910.1
OG0002422	T265_00765	SRDH2_32400.1
OG0002423	T265_02196	SRDH2_72450.1, SRDH2_72450.3, SRDH2_72450.2, SRDH2_72450.4
OG0002424	T265_00303	SRDH2_57230.1
OG0002425	T265_10775	SRDH2_32170.5, SRDH2_32170.6, SRDH2_32170.7, SRDH2_32170.3, SRDH2_32170.8, SRDH2_32170.1, SRDH2_32170.2, SRDH2_32170.4
OG0002426	T265_05883, T265_16210	SRDH2_38030.1
OG0002427	T265_03972, T265_15474	SRDH2_8800.1, SRDH2_8790.1
OG0002428	T265_13166	SRDH2_14520.4, SRDH2_14520.2, SRDH2_14520.3, SRDH2_14520.1
OG0002429	T265_06453, T265_10284	SRDH2_40120.1
OG0002430	T265_02210, T265_05440, T265_02212	SRDH2_76290.1, SRDH2_76290.5, SRDH2_76290.3, SRDH2_76290.4, SRDH2_76290.6, SRDH2_76290.2
OG0002431	T265_01491, T265_03774	SRDH2_34250.1, SRDH2_34250.2, SRDH2_34250.3, SRDH2_34250.9, SRDH2_34250.10, SRDH2_34250.11, SRDH2_34250.4, SRDH2_34250.5, SRDH2_34250.6, SRDH2_34250.7, SRDH2_34250.8
OG0002432	T265_08924	SRDH2_62320.1
OG0002434	T265_02981	SRDH2_32460.1
OG0002435	T265_14326	SRDH2_29120.1, SRDH2_29120.4, SRDH2_29120.5, SRDH2_29120.2, SRDH2_29120.3
OG0002436	T265_11614, T265_15156	SRDH2_22530.1
OG0002437	T265_00359	SRDH2_53360.1, SRDH2_53360.4, SRDH2_53360.3, SRDH2_53360.2, SRDH2_53360.5
OG0002438	T265_06508	SRDH2_35370.1
OG0002439	T265_00836	SRDH2_53230.1, SRDH2_53230.4, SRDH2_53230.2, SRDH2_53230.3
OG0002440	T265_12915	SRDH2_71060.5, SRDH2_71060.1, SRDH2_71060.2, SRDH2_71060.3, SRDH2_71060.6, SRDH2_71060.7, SRDH2_71060.8, SRDH2_71060.4
OG0002441	T265_05931	SRDH2_49840.1, SRDH2_49840.3, SRDH2_49840.2
OG0002442	T265_13576	SRDH2_42880.1
OG0002443	T265_07141	SRDH2_45800.1
OG0002444	T265_06713, T265_14104	SRDH2_58740.1
OG0002445	T265_05838	SRDH2_71040.2, SRDH2_71040.4, SRDH2_71040.3, SRDH2_71040.1
OG0002446	T265_00532	SRDH2_64080.1
OG0002447	T265_08477	SRDH2_7600.3, SRDH2_7600.1, SRDH2_7600.2, SRDH2_7600.4, SRDH2_7600.5, SRDH2_7600.6
OG0002448	T265_06603	SRDH2_36330.5, SRDH2_36330.7, SRDH2_36330.2, SRDH2_36330.3, SRDH2_36330.4, SRDH2_36330.6, SRDH2_36330.1
OG0002449	T265_08371	SRDH2_18750.1
OG0002450	T265_03931, T265_03930	SRDH2_67540.1, SRDH2_67540.2
OG0002451	T265_09840	SRDH2_73890.5, SRDH2_73890.4, SRDH2_73890.3, SRDH2_73890.1, SRDH2_73890.2
OG0002452	T265_10465	SRDH2_8170.1, SRDH2_8170.2
OG0002453	T265_00345	SRDH2_47930.1
OG0002454	T265_05155	SRDH2_69050.6, SRDH2_69050.1, SRDH2_69050.2, SRDH2_69050.3, SRDH2_69050.4, SRDH2_69050.5, SRDH2_69050.7
OG0002455	T265_12601	SRDH2_66460.6, SRDH2_66460.7, SRDH2_66460.1, SRDH2_66460.3, SRDH2_66460.4, SRDH2_66460.2, SRDH2_66460.5
OG0002456	T265_11319	SRDH2_34760.1
OG0002457	T265_01249, T265_07438	SRDH2_74860.1
OG0002458	T265_12831	SRDH2_87220.1, SRDH2_87120.1, SRDH2_87300.1, SRDH2_87310.1, SRDH2_87070.1, SRDH2_87280.1, SRDH2_87050.1, SRDH2_87230.1, SRDH2_87260.1, SRDH2_87160.1, SRDH2_87060.1, SRDH2_87180.1, SRDH2_87360.1
OG0002459	T265_01502	SRDH2_32670.1, SRDH2_31990.1, SRDH2_31990.2
OG0002460	T265_09316	SRDH2_8520.1
OG0002461	T265_11504	SRDH2_9720.1, SRDH2_9690.1
OG0002462	T265_03327	SRDH2_67870.4, SRDH2_67870.1, SRDH2_67870.2, SRDH2_67870.3
OG0002463	T265_04955	SRDH2_85790.1, SRDH2_85790.2
OG0002465	T265_11610	SRDH2_85170.1
OG0002466	T265_09526	SRDH2_97270.1
OG0002468	T265_01747	SRDH2_77690.1, SRDH2_77690.2, SRDH2_77690.3, SRDH2_77690.4, SRDH2_77690.5
OG0002469	T265_10043	SRDH2_4510.1, SRDH2_4510.3, SRDH2_4510.4, SRDH2_4510.2
OG0002470	T265_13777	SRDH2_81110.1, SRDH2_81110.3, SRDH2_81110.2
OG0002471	T265_13340	SRDH2_76720.1
OG0002472	T265_02966	SRDH2_34410.1, SRDH2_34410.2, SRDH2_34410.3, SRDH2_34410.4
OG0002473	T265_06276	SRDH2_10080.4, SRDH2_10080.5, SRDH2_10080.6, SRDH2_10080.1, SRDH2_10080.2, SRDH2_10080.3, SRDH2_10080.7
OG0002475	T265_06954	SRDH2_19220.1
OG0002476	T265_11632, T265_14722	SRDH2_31270.1, SRDH2_31270.2, SRDH2_31270.3, SRDH2_31270.4, SRDH2_31270.5, SRDH2_31270.6, SRDH2_31270.7
OG0002477	T265_15221, T265_15220	SRDH2_78380.6, SRDH2_78380.2, SRDH2_78380.5, SRDH2_78380.3, SRDH2_78380.4, SRDH2_78380.7, SRDH2_78380.8, SRDH2_78380.1
OG0002478	T265_00370	SRDH2_52240.1
OG0002479	T265_10145	SRDH2_64970.1
OG0002480	T265_05583	SRDH2_28300.3, SRDH2_28300.10, SRDH2_28300.2, SRDH2_28300.4, SRDH2_28300.5, SRDH2_28300.6, SRDH2_28300.7, SRDH2_28300.8, SRDH2_28300.9, SRDH2_28300.1
OG0002481	T265_06651	SRDH2_6130.1, SRDH2_6130.3, SRDH2_6130.2
OG0002482	T265_08130	SRDH2_63290.1
OG0002483	T265_11161	SRDH2_20700.1, SRDH2_20700.6, SRDH2_20700.7, SRDH2_20700.2, SRDH2_20700.3, SRDH2_20700.4, SRDH2_20700.5
OG0002484	T265_04258	SRDH2_24150.1, SRDH2_24150.2
OG0002486	T265_01077	SRDH2_24240.1
OG0002487	T265_01323	SRDH2_82040.1
OG0002488	T265_02854	SRDH2_55830.1
OG0002489	T265_10400	SRDH2_27720.1, SRDH2_27720.2
OG0002490	T265_04784	SRDH2_76060.1
OG0002492	T265_06763	SRDH2_76710.1
OG0002493	T265_01136	SRDH2_65310.2, SRDH2_65310.6, SRDH2_65310.1, SRDH2_65310.3, SRDH2_65310.4, SRDH2_65310.8, SRDH2_65310.7, SRDH2_65310.9, SRDH2_65310.5
OG0002494	T265_13169	SRDH2_1680.1
OG0002495	T265_13492	SRDH2_13410.1, SRDH2_13410.2
OG0002497	T265_06996	SRDH2_46470.3, SRDH2_46470.2, SRDH2_46470.5, SRDH2_46470.4, SRDH2_46470.1, SRDH2_46470.6
OG0002498	T265_08380	SRDH2_880.1
OG0002499	T265_06840	SRDH2_50350.1
OG0002500	T265_13736	SRDH2_230.1, SRDH2_230.2, SRDH2_230.3, SRDH2_230.4
OG0002501	T265_07964	SRDH2_10000.1
OG0002502	T265_07288	SRDH2_57120.1
OG0002504	T265_05690	SRDH2_24190.3, SRDH2_24190.4, SRDH2_24190.5, SRDH2_24190.6, SRDH2_24190.7, SRDH2_24190.1, SRDH2_24190.2
OG0002505	T265_04916	SRDH2_52550.1, SRDH2_52550.2
OG0002506	T265_05367	SRDH2_38290.1, SRDH2_38290.2
OG0002507	T265_06548	SRDH2_85000.1
OG0002508	T265_00657	SRDH2_65700.1, SRDH2_65700.2, SRDH2_65700.3, SRDH2_65700.4
OG0002509	T265_11507	SRDH2_9500.1, SRDH2_9500.2
OG0002511	T265_09184	SRDH2_73330.1, SRDH2_73330.2, SRDH2_73330.3, SRDH2_73330.4
OG0002512	T265_01109, T265_01107	SRDH2_64460.1
OG0002514	T265_13584	SRDH2_16460.1
OG0002517	T265_02578	SRDH2_76270.1, SRDH2_76270.5, SRDH2_76270.2, SRDH2_76270.3, SRDH2_76270.4
OG0002518	T265_09714, T265_09890	SRDH2_42970.1
OG0002526	T265_06218	SRDH2_12640.1
OG0002527	T265_06354	SRDH2_41860.1, SRDH2_41860.2, SRDH2_41860.3, SRDH2_41860.4, SRDH2_41860.5, SRDH2_41860.6, SRDH2_41860.7
OG0002528	T265_13832	SRDH2_97830.1, SRDH2_97830.2
OG0002529	T265_00314	SRDH2_56320.4, SRDH2_56320.1, SRDH2_56320.2, SRDH2_56320.3
OG0002530	T265_05441	SRDH2_76580.1, SRDH2_76580.2, SRDH2_76590.1
OG0002531	T265_09261, T265_16107	SRDH2_27860.1
OG0002532	T265_06112	SRDH2_74090.1, SRDH2_74090.2
OG0002533	T265_10106	SRDH2_65970.1, SRDH2_65970.2, SRDH2_65970.3, SRDH2_65970.4
OG0002534	T265_11289	SRDH2_92970.1
OG0002535	T265_04895	SRDH2_33060.1, SRDH2_33060.2, SRDH2_33060.3
OG0002536	T265_07878, T265_16109	SRDH2_12720.1
OG0002537	T265_11659	SRDH2_84850.4, SRDH2_84850.1, SRDH2_84850.3, SRDH2_84850.2
OG0002538	T265_12591, T265_13956	SRDH2_62380.3, SRDH2_62380.1, SRDH2_62380.4, SRDH2_62380.2
OG0002539	T265_06929	SRDH2_26810.4, SRDH2_26810.3, SRDH2_26810.2, SRDH2_26810.5, SRDH2_26810.1
OG0002540	T265_02959	SRDH2_39180.9, SRDH2_39180.8, SRDH2_39180.2, SRDH2_39180.4, SRDH2_39180.1, SRDH2_39180.3, SRDH2_39180.5, SRDH2_39180.7, SRDH2_39180.6
