Orthogroup	opisthorchis_viverrini	schmidtea_mediterranea
OG0003301	T265_10537	h1SMcT0017505.1, h1SMcT0017505.2
OG0003302	T265_14440	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2
OG0003303	T265_03311	h1SMcT0013979.1, h1SMcT0013979.2
OG0003304	T265_09145	h1SMcT0005434.1, h1SMcT0005434.2
OG0003306	T265_14129	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3
OG0003310	T265_12760	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2
OG0003313	T265_02811	h1SMcT0007064.1, h1SMcT0007064.2
OG0003315	T265_01927	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5
OG0003317	T265_16135, T265_02052, T265_09357, T265_12241, T265_00872, T265_16236, T265_15874, T265_06964, T265_11798, T265_14183, T265_16306, T265_16267, T265_12329, T265_09360, T265_09359, T265_09356, T265_16145, T265_12325, T265_12179, T265_16213, T265_16164, T265_15985, T265_16052, T265_16044, T265_16177	h1SMcT0009578.1
OG0003326	T265_12115	h1SMcT0012067.1
OG0003327	T265_12021	h1SMcT0011738.1, h1SMcT0011738.2
OG0003328	T265_03597	h1SMcT0006635.1
OG0003329	T265_00746	h1SMcT0015789.1, h1SMcT0015789.2
OG0003329	T265_13725	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2
OG0003330	T265_05098	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2
OG0003331	T265_11448	h1SMcT0018970.4
OG0003332	T265_14609	h1SMcT0001884.6
OG0003335	T265_10561, T265_15187	h1SMcT0013444.1
OG0003336	T265_08134	h1SMcT0020109.1
OG0003338	T265_06648	h1SMcT0014309.1
OG0003339	T265_06302	h1SMcT0021109.1, h1SMcT0021109.2
OG0003342	T265_10319	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1
OG0003343	T265_08839	h1SMcT0014310.1
OG0003344	T265_05994	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3
OG0003345	T265_13591	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1
OG0003346	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009	h1SMcT0002136.1
OG0003347	T265_15325	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3
OG0003350	T265_14476	h1SMcT0007138.1, h1SMcT0007138.2
OG0003351	T265_03852	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2
OG0003352	T265_15477	h1SMcT0000566.1
OG0003354	T265_14200	h1SMcT0005376.1, h1SMcT0005376.2
OG0003355	T265_14583, T265_15801, T265_08484	h1SMcT0013037.1, h1SMcT0013037.2
OG0003356	T265_13187, T265_03197, T265_13180, T265_14156	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5
OG0003357	T265_04123, T265_15449	h1SMcT0020833.1, h1SMcT0020833.2
OG0003358	T265_13333	h1SMcT0010075.1
OG0003359	T265_01811	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1
OG0003362	T265_06343, T265_08886	h1SMcT0006359.1, h1SMcT0006359.2
OG0003363	T265_00732	h1SMcT0005229.1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	h1SMcT0003203.1
OG0003365	T265_03679	h1SMcT0012756.1
OG0003366	T265_01582	h1SMcT0007117.1, h1SMcT0007117.2
OG0003369	T265_03934	h1SMcT0005360.1, h1SMcT0005360.3
OG0003370	T265_14039	h1SMcT0006611.1
OG0003371	T265_14624	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2
OG0003373	T265_10074	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2
OG0003374	T265_16374, T265_16007, T265_04840	h1SMcT0020942.1, h1SMcT0020942.2
OG0003375	T265_04061	h1SMcT0000378.1
OG0003376	T265_13274	h1SMcT0005276.1
OG0003379	T265_05624	h1SMcT0021989.1, h1SMcT0021989.2
OG0003381	T265_00289	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3
OG0003383	T265_15451	h1SMcT0000027.1, h1SMcT0000027.2
OG0003384	T265_13386	h1SMcT0009197.1
OG0003385	T265_14270	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2
OG0003386	T265_03433	h1SMcT0020407.1
OG0003389	T265_12547	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4
OG0003391	T265_04030, T265_15014	h1SMcT0014447.1
OG0003392	T265_02148	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1
OG0003393	T265_13519, T265_15813	h1SMcT0017391.1
OG0003394	T265_07062	h1SMcT0015532.1, h1SMcT0015535.1
OG0003395	T265_12933	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4
OG0003396	T265_11318, T265_11884	h1SMcT0008177.1
OG0003397	T265_03419, T265_06176, T265_06175	h1SMcT0010339.1, h1SMcT0010339.2
OG0003398	T265_07278	h1SMcT0014560.2, h1SMcT0014560.3
OG0003399	T265_09816	h1SMcT0014926.1
OG0003400	T265_15283, T265_15284	h1SMcT0005370.1, h1SMcT0022990.1
OG0003401	T265_07589	h1SMcT0012927.1, h1SMcT0020101.1, h1SMcT0020101.2
OG0003401	T265_05806	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2
OG0003402	T265_03694, T265_16284	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2
OG0003404	T265_11259	h1SMcT0012571.1
OG0003405	T265_00061, T265_05780, T265_08607	h1SMcT0010240.1
OG0003406	T265_14439	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1
OG0003408	T265_13309	h1SMcT0004098.1
OG0003409	T265_10546	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1
OG0003411	T265_13041	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1
OG0003412	T265_01015	h1SMcT0008025.1
OG0003413	T265_01539	h1SMcT0005699.1, h1SMcT0005699.2
OG0003414	T265_09732	h1SMcT0012676.1, h1SMcT0012676.2
OG0003415	T265_09033	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1
OG0003416	T265_12733	h1SMcT0013340.1, h1SMcT0022050.1
OG0003417	T265_06775	h1SMcT0022225.1
OG0003418	T265_03567	h1SMcT0003458.1
OG0003419	T265_12633	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1
OG0003420	T265_08302	h1SMcT0011580.1
OG0003421	T265_09192	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2
OG0003422	T265_03968	h1SMcT0016757.2
OG0003423	T265_03199, T265_13186	h1SMcT0005067.1, h1SMcT0005067.2
OG0003425	T265_10927	h1SMcT0004711.1
OG0003426	T265_05174	h1SMcT0019561.1, h1SMcT0019561.2
OG0003427	T265_09674	h1SMcT0000143.1, h1SMcT0000143.2
OG0003428	T265_04653	h1SMcT0002326.1, h1SMcT0013759.1
OG0003429	T265_05909	h1SMcT0002222.1, h1SMcT0002222.2
OG0003430	T265_07448	h1SMcT0020885.1
OG0003432	T265_02200	h1SMcT0007866.1
OG0003433	T265_14247	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3
OG0003434	T265_13606	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2
OG0003435	T265_13575	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4
OG0003438	T265_13978	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2
OG0003439	T265_03706	h1SMcT0002835.1, h1SMcT0002835.2
OG0003440	T265_12653	h1SMcT0019154.1, h1SMcT0019154.2
OG0003442	T265_10526, T265_07654	h1SMcT0006636.1
OG0003443	T265_13942	h1SMcT0011199.1, h1SMcT0015552.1
OG0003446	T265_04504	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2
OG0003447	T265_14249	h1SMcT0022011.1, h1SMcT0022011.2
OG0003448	T265_10023	h1SMcT0018150.1
OG0003450	T265_12574	h1SMcT0019969.1, h1SMcT0019969.2, h1SMcT0019969.7, h1SMcT0019969.3, h1SMcT0019969.6, h1SMcT0019969.5, h1SMcT0019969.4, h1SMcT0019969.8
OG0003452	T265_08005	h1SMcT0006193.1, h1SMcT0016158.1
OG0003454	T265_14193	h1SMcT0004175.2, h1SMcT0004175.3, h1SMcT0004175.1, h1SMcT0004175.4
OG0003456	T265_05545	h1SMcT0015030.1, h1SMcT0015030.2
OG0003457	T265_09480, T265_16051	h1SMcT0005979.1, h1SMcT0005979.2
OG0003459	T265_07450	h1SMcT0019798.1, h1SMcT0019799.1
OG0003460	T265_04726	h1SMcT0011001.1
OG0003461	T265_12975	h1SMcT0013030.1, h1SMcT0013033.1
OG0003462	T265_02574	h1SMcT0006561.1
OG0003463	T265_10283, T265_10285	h1SMcT0022837.3, h1SMcT0022837.2, h1SMcT0022837.1
OG0003464	T265_07922	h1SMcT0007079.1, h1SMcT0007079.3, h1SMcT0007079.2
OG0003465	T265_02038	h1SMcT0016577.1
OG0003467	T265_14975, T265_09848	h1SMcT0013403.1, h1SMcT0001028.1
OG0003469	T265_08823	h1SMcT0004807.1, h1SMcT0004807.2
OG0003470	T265_11547, T265_11549	h1SMcT0017458.1
OG0003471	T265_11489	h1SMcT0014488.1
OG0003472	T265_15369	h1SMcT0004760.1
OG0003473	T265_12937	h1SMcT0008129.1
OG0003474	T265_02823	h1SMcT0013253.2, h1SMcT0013253.5, h1SMcT0013253.3, h1SMcT0013253.4, h1SMcT0013253.1
OG0003475	T265_09374	h1SMcT0004329.1
OG0003476	T265_09472, T265_12155	h1SMcT0016404.1
OG0003477	T265_01902	h1SMcT0003797.1
OG0003478	T265_08469	h1SMcT0000552.1, h1SMcT0008399.1
OG0003480	T265_09876, T265_14913	h1SMcT0002798.1
OG0003482	T265_05343	h1SMcT0022439.1
OG0003483	T265_13053	h1SMcT0003316.1
OG0003484	T265_06650	h1SMcT0001955.1, h1SMcT0001955.2, h1SMcT0001955.7, h1SMcT0001955.3, h1SMcT0001955.4, h1SMcT0001955.5, h1SMcT0001955.6, h1SMcT0001955.8
OG0003485	T265_13645, T265_13644	h1SMcT0003207.4, h1SMcT0018921.1
OG0003487	T265_08087, T265_10196	h1SMcT0002201.1, h1SMcT0022499.1
OG0003488	T265_09073	h1SMcT0008641.1
OG0003489	T265_00323	h1SMcT0000882.2
OG0003491	T265_04324	h1SMcT0001740.1
OG0003492	T265_02536	h1SMcT0004107.1
OG0003493	T265_11233	h1SMcT0021896.1
OG0003494	T265_08759	h1SMcT0009876.3, h1SMcT0009876.1, h1SMcT0009876.2, h1SMcT0009876.4
OG0003495	T265_04558	h1SMcT0012596.3, h1SMcT0012596.1, h1SMcT0012596.2
OG0003496	T265_02588	h1SMcT0018753.1
OG0003497	T265_00036	h1SMcT0007152.1, h1SMcT0007152.2
OG0003498	T265_02133	h1SMcT0003413.3, h1SMcT0003413.1, h1SMcT0003413.2
OG0003499	T265_13442	h1SMcT0009897.1, h1SMcT0014689.1
OG0003501	T265_10024	h1SMcT0007701.2
OG0003502	T265_13592	h1SMcT0009049.2, h1SMcT0009049.8, h1SMcT0009049.6, h1SMcT0009049.7, h1SMcT0009049.14, h1SMcT0009049.9, h1SMcT0009049.1
OG0003503	T265_13487	h1SMcT0020550.3, h1SMcT0020550.4, h1SMcT0020550.1, h1SMcT0020550.2
OG0003507	T265_04937	h1SMcT0003971.1
OG0003508	T265_02519	h1SMcT0014210.2, h1SMcT0014210.3
OG0003509	T265_15081	h1SMcT0002499.1, h1SMcT0015936.1
OG0003510	T265_09042	h1SMcT0009819.1
OG0003512	T265_11112, T265_11328	h1SMcT0009933.1, h1SMcT0009933.2, h1SMcT0000108.1, h1SMcT0000108.2
OG0003513	T265_09089	h1SMcT0009164.1, h1SMcT0009168.1
OG0003515	T265_06621	h1SMcT0017228.4, h1SMcT0017228.1, h1SMcT0017228.3, h1SMcT0017228.2
OG0003516	T265_10171	h1SMcT0012047.1, h1SMcT0012047.2
OG0003517	T265_06615	h1SMcT0005472.1
OG0003518	T265_08612	h1SMcT0015060.1
OG0003519	T265_05628	h1SMcT0007321.1
OG0003520	T265_01815	h1SMcT0018529.1, h1SMcT0018529.2
OG0003521	T265_04411	h1SMcT0005850.1
OG0003522	T265_13909	h1SMcT0016889.1, h1SMcT0016889.2
OG0003523	T265_01345	h1SMcT0004516.1, h1SMcT0004516.2, h1SMcT0004516.3
OG0003524	T265_00504	h1SMcT0020473.4, h1SMcT0020473.2, h1SMcT0020473.3, h1SMcT0020473.5, h1SMcT0020473.6, h1SMcT0020473.7, h1SMcT0020473.8
OG0003525	T265_01893, T265_08418	h1SMcT0004359.1
OG0003526	T265_08334	h1SMcT0017834.3, h1SMcT0017834.1, h1SMcT0017834.2, h1SMcT0017834.4
OG0003527	T265_11499, T265_16069	h1SMcT0019801.1, h1SMcT0019801.2, h1SMcT0019164.3, h1SMcT0019164.2, h1SMcT0019164.4, h1SMcT0019164.1
OG0003529	T265_15692, T265_15691	h1SMcT0015325.1
OG0003530	T265_01532	h1SMcT0015828.1, h1SMcT0017649.1, h1SMcT0021859.1
OG0003531	T265_04537	h1SMcT0020310.1
OG0003532	T265_15073, T265_10184	h1SMcT0010852.1
OG0003534	T265_14367	h1SMcT0020995.4, h1SMcT0020995.1, h1SMcT0020995.2, h1SMcT0020995.3
OG0003535	T265_13748, T265_13749	h1SMcT0021186.1
OG0003536	T265_03943	h1SMcT0016974.1
OG0003537	T265_08781, T265_14670	h1SMcT0011547.4, h1SMcT0011547.1, h1SMcT0011547.3, h1SMcT0011547.2
OG0003540	T265_06653	h1SMcT0012338.1, h1SMcT0012340.1, h1SMcT0013337.1, h1SMcT0013337.2
OG0003541	T265_08893	h1SMcT0015623.2
OG0003542	T265_00656, T265_13990	h1SMcT0001198.1, h1SMcT0001198.2, h1SMcT0001198.3
OG0003543	T265_08692	h1SMcT0014924.1
OG0003545	T265_05565	h1SMcT0022394.1
OG0003549	T265_08011	h1SMcT0015408.1, h1SMcT0015408.2
OG0003553	T265_10953	h1SMcT0005712.1
OG0003554	T265_05158	h1SMcT0007489.1
OG0003555	T265_00079	h1SMcT0003978.1, h1SMcT0003978.2, h1SMcT0003978.3
OG0003557	T265_02901	h1SMcT0011439.1, h1SMcT0011439.2
OG0003577	T265_04132	h1SMcT0008901.1
OG0003580	T265_10604	h1SMcT0021008.1, h1SMcT0022882.1, h1SMcT0021008.2, h1SMcT0022882.2
OG0003581	T265_10913, T265_14331	h1SMcT0004358.1, h1SMcT0004358.2
OG0003582	T265_06314, T265_12092, T265_15431	h1SMcT0006831.1
OG0003583	T265_14147	h1SMcT0003589.1
OG0003584	T265_10564	h1SMcT0009740.1
OG0003585	T265_07130	h1SMcT0015659.1, h1SMcT0015659.2
OG0003586	T265_05888	h1SMcT0009848.4, h1SMcT0009848.2, h1SMcT0009848.5, h1SMcT0009848.3, h1SMcT0009848.7, h1SMcT0009848.1, h1SMcT0009848.6
OG0003588	T265_14600	h1SMcT0018563.1
OG0003590	T265_02486	h1SMcT0022259.1, h1SMcT0022259.2
OG0003591	T265_01108	h1SMcT0018432.1
OG0003593	T265_14611	h1SMcT0016363.1, h1SMcT0016363.2
OG0003595	T265_07915	h1SMcT0010668.1, h1SMcT0018748.1, h1SMcT0018748.3, h1SMcT0018748.2
OG0003596	T265_00838	h1SMcT0014091.1
OG0003598	T265_14336	h1SMcT0015580.1, h1SMcT0015582.1
OG0003599	T265_14959	h1SMcT0010186.1
OG0003600	T265_05129	h1SMcT0009017.4
OG0003601	T265_07052	h1SMcT0000971.1
OG0003603	T265_05734	h1SMcT0007463.1, h1SMcT0007463.2
OG0003605	T265_11576	h1SMcT0001544.1, h1SMcT0001547.1, h1SMcT0001547.2
OG0003606	T265_10609	h1SMcT0008610.1, h1SMcT0008610.2
OG0003608	T265_00734	h1SMcT0000105.1, h1SMcT0000105.2
OG0003609	T265_07040	h1SMcT0011897.1, h1SMcT0011897.2
OG0003610	T265_05958	h1SMcT0021256.3
OG0003611	T265_08091	h1SMcT0020153.1
OG0003615	T265_04147	h1SMcT0009552.1, h1SMcT0016899.1
OG0003616	T265_03030	h1SMcT0013986.1, h1SMcT0013986.2
OG0003617	T265_03178	h1SMcT0021970.1
OG0003619	T265_01591, T265_07717	h1SMcT0012852.1
OG0003620	T265_01336	h1SMcT0011206.1, h1SMcT0018617.1, h1SMcT0018625.1
OG0003620	T265_13102	h1SMcT0016395.1, h1SMcT0021539.1, h1SMcT0022931.1, h1SMcT0014896.1, h1SMcT0003898.1, h1SMcT0012424.1
OG0003621	T265_01334	h1SMcT0019421.1, h1SMcT0019421.2
OG0003622	T265_02194	h1SMcT0003180.1
OG0003623	T265_13109	h1SMcT0022341.1
OG0003624	T265_09870	h1SMcT0012575.1, h1SMcT0012575.2
OG0003625	T265_09174	h1SMcT0000253.4, h1SMcT0000253.1, h1SMcT0000253.3, h1SMcT0000253.2
OG0003626	T265_14517	h1SMcT0017906.2, h1SMcT0017906.3, h1SMcT0017906.4, h1SMcT0017906.1, h1SMcT0017906.5
OG0003627	T265_08254	h1SMcT0010053.1, h1SMcT0015893.1
OG0003630	T265_00552	h1SMcT0016319.1
OG0003631	T265_05474	h1SMcT0018149.1, h1SMcT0018247.1, h1SMcT0018247.2, h1SMcT0008497.1, h1SMcT0008497.2, h1SMcT0008497.3
OG0003632	T265_01555	h1SMcT0000049.2
OG0003634	T265_13087	h1SMcT0021142.2, h1SMcT0021142.3, h1SMcT0021142.1, h1SMcT0021142.4
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	h1SMcT0001888.1, h1SMcT0001889.1
OG0003637	T265_15655	h1SMcT0002430.2, h1SMcT0002430.7, h1SMcT0002430.6, h1SMcT0002430.9, h1SMcT0002430.5, h1SMcT0002430.10, h1SMcT0002430.3, h1SMcT0002430.4, h1SMcT0002430.8
OG0003638	T265_05106	h1SMcT0014143.1, h1SMcT0016340.1, h1SMcT0016340.2
OG0003640	T265_01012	h1SMcT0014562.1
OG0003642	T265_12743, T265_01199	h1SMcT0009300.1, h1SMcT0009300.2, h1SMcT0009300.3, h1SMcT0009300.5, h1SMcT0009300.4
OG0003643	T265_00281	h1SMcT0014430.1
OG0003647	T265_11848, T265_15568	h1SMcT0007938.1, h1SMcT0007938.2
OG0003648	T265_10268	h1SMcT0013250.1
OG0003649	T265_00575	h1SMcT0003422.2, h1SMcT0003422.3, h1SMcT0003177.1, h1SMcT0003177.2, h1SMcT0003177.3, h1SMcT0003177.4
OG0003650	T265_15117	h1SMcT0007425.1, h1SMcT0007427.1, h1SMcT0007777.1, h1SMcT0007775.1, h1SMcT0007776.1
OG0003651	T265_13683	h1SMcT0010028.1
OG0003652	T265_00794, T265_12637	h1SMcT0018660.1, h1SMcT0018660.2
OG0003653	T265_13145	h1SMcT0015216.1, h1SMcT0015216.2, h1SMcT0015216.3
OG0003653	T265_02615	h1SMcT0006239.1, h1SMcT0006239.2
OG0003654	T265_08494	h1SMcT0009018.1, h1SMcT0009018.2
OG0003655	T265_05208	h1SMcT0000078.1
OG0003656	T265_03290	h1SMcT0011749.1, h1SMcT0011749.2
OG0003657	T265_11037	h1SMcT0004100.1, h1SMcT0005639.1
OG0003658	T265_07445	h1SMcT0018792.1, h1SMcT0018792.3, h1SMcT0018792.2, h1SMcT0018792.4, h1SMcT0018792.6, h1SMcT0018792.5
OG0003659	T265_02794	h1SMcT0022461.1, h1SMcT0022483.2, h1SMcT0022483.3, h1SMcT0022481.2, h1SMcT0022482.2, h1SMcT0022482.1, h1SMcT0022482.3
OG0003660	T265_00788, T265_02325	h1SMcT0019237.1, h1SMcT0019237.2
OG0003661	T265_00438	h1SMcT0020113.1, h1SMcT0020113.2
OG0003662	T265_11677	h1SMcT0012678.1
OG0003663	T265_15278	h1SMcT0020390.1, h1SMcT0021425.1, h1SMcT0021425.2
OG0003665	T265_12643, T265_12644	h1SMcT0022301.1
OG0003666	T265_08460, T265_13632	h1SMcT0018659.1, h1SMcT0018659.2, h1SMcT0018659.3
OG0003670	T265_08934	h1SMcT0021848.1, h1SMcT0005300.1, h1SMcT0005300.2
OG0003671	T265_01972	h1SMcT0018539.1
OG0003672	T265_14717	h1SMcT0021887.1, h1SMcT0021887.2
OG0003674	T265_13658, T265_04998	h1SMcT0006658.1, h1SMcT0006658.2, h1SMcT0006658.3
OG0003676	T265_16358, T265_11520, T265_16124	h1SMcT0001797.1, h1SMcT0001797.2
OG0003679	T265_11802	h1SMcT0021675.1, h1SMcT0021675.2
OG0003681	T265_09754	h1SMcT0020747.1
OG0003684	T265_15486	h1SMcT0014766.1
OG0003685	T265_04088	h1SMcT0002971.1
OG0003686	T265_04768	h1SMcT0015551.1
OG0003687	T265_08327	h1SMcT0020278.1, h1SMcT0020278.2, h1SMcT0020278.3
OG0003688	T265_01680	h1SMcT0002631.1, h1SMcT0002631.2
OG0003689	T265_15525, T265_11754	h1SMcT0000918.1, h1SMcT0000921.1
OG0003691	T265_05651	h1SMcT0009999.1
OG0003693	T265_08095	h1SMcT0014050.2, h1SMcT0022706.1, h1SMcT0022706.4, h1SMcT0014050.1, h1SMcT0022706.2, h1SMcT0022706.3
OG0003694	T265_07501	h1SMcT0006802.1, h1SMcT0009283.1
OG0003695	T265_09288	h1SMcT0004950.1, h1SMcT0004950.2, h1SMcT0004950.3
OG0003696	T265_00034	h1SMcT0003888.1, h1SMcT0008649.1, h1SMcT0009111.4, h1SMcT0009111.1, h1SMcT0009111.2, h1SMcT0009111.3
OG0003697	T265_06827, T265_14149	h1SMcT0002976.1, h1SMcT0002976.2
OG0003698	T265_15116	h1SMcT0000673.1, h1SMcT0013203.1, h1SMcT0013203.2
OG0003699	T265_07037	h1SMcT0012950.1
OG0003700	T265_10146	h1SMcT0004608.1, h1SMcT0015764.2, h1SMcT0015764.1, h1SMcT0015764.4, h1SMcT0015764.3
OG0003701	T265_01634	h1SMcT0013014.1, h1SMcT0013014.2
OG0003703	T265_07221, T265_16143	h1SMcT0005125.1, h1SMcT0006405.1, h1SMcT0006405.2, h1SMcT0006405.3
OG0003704	T265_06510	h1SMcT0004294.1
OG0003705	T265_07049	h1SMcT0017746.1
OG0003706	T265_04171	h1SMcT0022328.1
OG0003707	T265_15364	h1SMcT0009228.1
OG0003708	T265_07688	h1SMcT0016122.1
OG0003709	T265_04308, T265_04657, T265_14395, T265_08952	h1SMcT0015138.1, h1SMcT0022015.1
OG0003710	T265_13051	h1SMcT0000643.1, h1SMcT0000643.10, h1SMcT0000643.11, h1SMcT0000643.12, h1SMcT0000643.13, h1SMcT0000643.2, h1SMcT0000643.3, h1SMcT0000643.4, h1SMcT0000643.5, h1SMcT0000643.6, h1SMcT0000643.7, h1SMcT0000643.8, h1SMcT0000643.9, h1SMcT0000643.14
OG0003711	T265_05157	h1SMcT0006890.1
OG0003712	T265_13695	h1SMcT0004663.3, h1SMcT0004663.1, h1SMcT0004663.2, h1SMcT0004663.4
OG0003713	T265_07311	h1SMcT0017621.1
OG0003715	T265_13324	h1SMcT0017508.2, h1SMcT0017508.7, h1SMcT0017508.1, h1SMcT0017508.5, h1SMcT0017508.6, h1SMcT0017508.3, h1SMcT0017508.4
OG0003717	T265_14734	h1SMcT0019043.2, h1SMcT0019043.1, h1SMcT0019043.3, h1SMcT0019043.4
OG0003718	T265_13675	h1SMcT0018924.1, h1SMcT0018924.2, h1SMcT0018924.3, h1SMcT0009811.1, h1SMcT0009808.1, h1SMcT0009807.1, h1SMcT0009809.1
OG0003720	T265_06792	h1SMcT0004241.1, h1SMcT0004241.2, h1SMcT0003657.1, h1SMcT0003657.2
OG0003723	T265_07088	h1SMcT0003549.1, h1SMcT0003549.2, h1SMcT0003549.3
OG0003725	T265_09685	h1SMcT0003823.1, h1SMcT0003823.2, h1SMcT0003823.3
OG0003726	T265_03314	h1SMcT0006311.1
OG0003727	T265_10556	h1SMcT0007982.1
OG0003728	T265_02271	h1SMcT0021525.1
OG0003730	T265_14130	h1SMcT0009136.1
OG0003732	T265_13560	h1SMcT0004489.1, h1SMcT0004489.2
OG0003733	T265_01595	h1SMcT0010758.1, h1SMcT0010758.2
OG0003735	T265_06408	h1SMcT0010498.1, h1SMcT0010498.2
OG0003736	T265_12784	h1SMcT0004616.1, h1SMcT0004616.2
OG0003737	T265_14236, T265_15927	h1SMcT0016541.1
OG0003739	T265_15441	h1SMcT0004135.1, h1SMcT0004135.2, h1SMcT0004135.4, h1SMcT0004135.5, h1SMcT0004135.6, h1SMcT0004135.7, h1SMcT0004135.8, h1SMcT0004135.3
OG0003740	T265_12173, T265_02122, T265_16241	h1SMcT0003530.1
OG0003743	T265_01139	h1SMcT0003420.1
OG0003744	T265_08995	h1SMcT0007904.1, h1SMcT0020477.4, h1SMcT0020477.1, h1SMcT0020477.2, h1SMcT0020477.3
OG0003745	T265_08231	h1SMcT0018725.1, h1SMcT0018725.2
OG0003747	T265_02110	h1SMcT0004266.1
OG0003748	T265_06307	h1SMcT0018220.1, h1SMcT0000703.1, h1SMcT0000703.2
OG0003749	T265_02264	h1SMcT0010525.1
OG0003752	T265_08865	h1SMcT0003605.1
OG0003754	T265_07808	h1SMcT0000938.1
OG0003755	T265_06436	h1SMcT0000211.1
OG0003756	T265_08406	h1SMcT0022596.1, h1SMcT0022596.2, h1SMcT0022596.3
OG0003759	T265_05181	h1SMcT0008011.1, h1SMcT0008011.2, h1SMcT0008011.3
OG0003760	T265_10848, T265_05509, T265_09336	h1SMcT0003701.1
OG0003761	T265_08834	h1SMcT0018498.1
OG0003762	T265_11768	h1SMcT0018964.1, h1SMcT0018964.2, h1SMcT0018964.3
OG0003763	T265_02568	h1SMcT0020988.1, h1SMcT0020988.2, h1SMcT0020988.5, h1SMcT0020988.6, h1SMcT0020988.7, h1SMcT0020988.3, h1SMcT0020988.4
OG0003764	T265_02610	h1SMcT0007433.3, h1SMcT0007433.1, h1SMcT0007433.2
OG0003766	T265_09173	h1SMcT0018347.2, h1SMcT0018347.3, h1SMcT0018347.1, h1SMcT0017605.1, h1SMcT0020318.1, h1SMcT0020318.2
OG0003767	T265_00597	h1SMcT0001887.1, h1SMcT0001887.2
OG0003768	T265_15091	h1SMcT0010098.1, h1SMcT0010098.2
OG0003769	T265_07549	h1SMcT0014645.1
OG0003769	T265_05416	h1SMcT0015412.1, h1SMcT0018203.1, h1SMcT0018203.3, h1SMcT0018203.2, h1SMcT0018203.4, h1SMcT0015485.1
OG0003770	T265_03594	h1SMcT0012287.1
OG0003772	T265_00071	h1SMcT0010220.1, h1SMcT0010220.2
