Orthogroup	opisthorchis_viverrini	s.mekongi
OG0004462	T265_01147	KAK4471391.1, KAK4471392.1
OG0004463	T265_13953, T265_13954	KAK4472858.1
OG0004465	T265_14290	KAK4469891.1
OG0004466	T265_11006	KAK4472552.1, KAK4472553.1
OG0004467	T265_14305	KAK4472690.1
OG0004469	T265_13805	KAK4476265.1
OG0004470	T265_01307	KAK4469825.1
OG0004472	T265_04362	KAK4474907.1
OG0004473	T265_07432	KAK4469551.1
OG0004474	T265_09002	KAK4476170.1
OG0004475	T265_04532	KAK4476196.1
OG0004479	T265_03867, T265_08533	KAK4474294.1
OG0004480	T265_12483, T265_12482	KAK4474473.1
OG0004481	T265_10730	KAK4473166.1
OG0004482	T265_03580	KAK4469711.1
OG0004484	T265_05087	KAK4469927.1
OG0004485	T265_03320	KAK4474708.1
OG0004486	T265_13336	KAK4468743.1
OG0004487	T265_03734	KAK4473333.1
OG0004488	T265_04950	KAK4471349.1
OG0004489	T265_08117	KAK4471674.1
OG0004490	T265_03946, T265_13362	KAK4471238.1
OG0004491	T265_12534, T265_12535, T265_12536	KAK4470477.1
OG0004492	T265_00970	KAK4474700.1
OG0004493	T265_06199	KAK4475137.1
OG0004494	T265_08667	KAK4472048.1
OG0004496	T265_09664	KAK4469918.1
OG0004497	T265_10097	KAK4467905.1
OG0004498	T265_04607	KAK4467868.1
OG0004499	T265_06774	KAK4469034.1, KAK4469035.1
OG0004500	T265_08791	KAK4471666.1
OG0004501	T265_14292	KAK4470776.1
OG0004502	T265_15025	KAK4469127.1
OG0004503	T265_13058	KAK4468524.1
OG0004504	T265_10327	KAK4475306.1
OG0004505	T265_13504, T265_04385	KAK4476219.1
OG0004506	T265_02272	KAK4475024.1
OG0004507	T265_13685	KAK4469174.1
OG0004508	T265_05808, T265_16073	KAK4469003.1, KAK4469855.1
OG0004510	T265_11156	KAK4476091.1
OG0004512	T265_14100	KAK4467783.1
OG0004513	T265_14177, T265_14176	KAK4476297.1
OG0004515	T265_00387	KAK4469359.1
OG0004516	T265_11621	KAK4474844.1
OG0004518	T265_11722	KAK4471809.1
OG0004519	T265_06715	KAK4471166.1
OG0004520	T265_03921, T265_03919	KAK4471658.1
OG0004521	T265_14748	KAK4474530.1
OG0004522	T265_09889	KAK4475298.1
OG0004523	T265_07924	KAK4468337.1
OG0004525	T265_04737	KAK4472866.1
OG0004526	T265_13132	KAK4469059.1
OG0004527	T265_03281	KAK4470961.1, KAK4470962.1
OG0004528	T265_10736	KAK4473066.1
OG0004529	T265_11373	KAK4469588.1
OG0004530	T265_00215	KAK4475582.1
OG0004531	T265_06750	KAK4470737.1
OG0004532	T265_12447	KAK4470590.1
OG0004534	T265_02603	KAK4474062.1
OG0004536	T265_06738	KAK4472190.1
OG0004538	T265_03134	KAK4471495.1
OG0004539	T265_14033	KAK4476113.1
OG0004540	T265_05682	KAK4473216.1
OG0004541	T265_07493	KAK4470065.1
OG0004542	T265_13535	KAK4475615.1
OG0004543	T265_00348	KAK4469985.1
OG0004544	T265_10441	KAK4471038.1
OG0004545	T265_07461	KAK4468583.1
OG0004546	T265_03954	KAK4470757.1
OG0004547	T265_09032	KAK4470303.1
OG0004548	T265_13381	KAK4473776.1
OG0004549	T265_14749	KAK4474531.1
OG0004550	T265_14774	KAK4470423.1
OG0004551	T265_14705	KAK4472406.1
OG0004552	T265_09562	KAK4475647.1, KAK4467513.1
OG0004553	T265_04689, T265_12387	KAK4473482.1
OG0004555	T265_08946	KAK4475410.1
OG0004556	T265_12572	KAK4471332.1
OG0004557	T265_09315	KAK4476150.1
OG0004558	T265_01776, T265_12862	KAK4470933.1
OG0004559	T265_11588	KAK4473065.1
OG0004560	T265_13955	KAK4470489.1
OG0004561	T265_02538	KAK4471926.1
OG0004562	T265_09271	KAK4475006.1
OG0004563	T265_00342	KAK4470469.1
OG0004564	T265_07297	KAK4468474.1
OG0004567	T265_03369	KAK4472650.1
OG0004568	T265_04260	KAK4472996.1
OG0004569	T265_11940	KAK4474581.1
OG0004570	T265_00053	KAK4469317.1
OG0004573	T265_08189	KAK4470344.1
OG0004574	T265_02839	KAK4475431.1
OG0004575	T265_08061, T265_16002	KAK4474069.1
OG0004576	T265_13835	KAK4473339.1
OG0004577	T265_12450	KAK4470438.1
OG0004578	T265_00921	KAK4475384.1, KAK4475385.1
OG0004579	T265_04793	KAK4471324.1
OG0004580	T265_04013	KAK4474181.1
OG0004581	T265_13948	KAK4473842.1
OG0004583	T265_11684	KAK4472357.1
OG0004584	T265_09663	KAK4470522.1
OG0004585	T265_14622	KAK4475456.1
OG0004586	T265_00866	KAK4475180.1
OG0004587	T265_12537	KAK4470298.1
OG0004588	T265_13405	KAK4470722.1
OG0004589	T265_14238, T265_14239	KAK4474577.1
OG0004591	T265_13957	KAK4474406.1
OG0004592	T265_15234	KAK4468087.1
OG0004593	T265_13820	KAK4473093.1
OG0004594	T265_00325	KAK4470497.1
OG0004595	T265_15151	KAK4475348.1
OG0004596	T265_05627	KAK4471684.1
OG0004597	T265_06843	KAK4469408.1
OG0004598	T265_14534	KAK4472500.1
OG0004599	T265_09074	KAK4474478.1
OG0004600	T265_15079, T265_15080	KAK4472653.1
OG0004602	T265_07072	KAK4473399.1
OG0004603	T265_02900	KAK4469950.1
OG0004604	T265_05490, T265_05491	KAK4475435.1
OG0004608	T265_10872	KAK4474664.1
OG0004608	T265_10871	KAK4467545.1
OG0004609	T265_03224	KAK4472947.1, KAK4472946.1
OG0004610	T265_00426	KAK4470217.1, KAK4470227.1
OG0004611	T265_14872	KAK4471772.1
OG0004613	T265_04302	KAK4468486.1
OG0004614	T265_08903	KAK4470895.1
OG0004616	T265_10027	KAK4469571.1
OG0004617	T265_02430, T265_07928	KAK4468267.1
OG0004618	T265_01549	KAK4476067.1
OG0004619	T265_05896	KAK4473512.1
OG0004620	T265_03272	KAK4473109.1
OG0004621	T265_01584, T265_02751	KAK4467877.1
OG0004623	T265_12580, T265_15982	KAK4473817.1
OG0004624	T265_12062	KAK4467324.1
OG0004625	T265_11625, T265_11626	KAK4471612.1
OG0004626	T265_03800	KAK4468529.1
OG0004627	T265_13585	KAK4473616.1
OG0004628	T265_09729	KAK4474129.1
OG0004629	T265_07328	KAK4468549.1
OG0004630	T265_11138	KAK4467663.1
OG0004631	T265_07018	KAK4471416.1
OG0004632	T265_01383	KAK4471275.1
OG0004633	T265_00865	KAK4475232.1
OG0004634	T265_04772	KAK4468607.1
OG0004635	T265_03308	KAK4469626.1
OG0004636	T265_14222	KAK4474716.1
OG0004637	T265_08267	KAK4468297.1
OG0004638	T265_06290	KAK4476256.1
OG0004639	T265_02403	KAK4468104.1
OG0004641	T265_00827	KAK4469661.1
OG0004642	T265_07287	KAK4469921.1
OG0004644	T265_08483	KAK4471198.1
OG0004645	T265_05184	KAK4468702.1
OG0004646	T265_08190	KAK4470347.1
OG0004647	T265_05567	KAK4474655.1
OG0004649	T265_05003	KAK4472267.1
OG0004650	T265_13201, T265_16190	KAK4473018.1, KAK4468326.1, KAK4473017.1
OG0004652	T265_14275	KAK4467396.1, KAK4475733.1
OG0004653	T265_00400	KAK4468658.1
OG0004654	T265_08850	KAK4470930.1
OG0004655	T265_03431	KAK4475336.1
OG0004656	T265_14210	KAK4467933.1
OG0004658	T265_13160	KAK4476185.1, KAK4476187.1
OG0004661	T265_14958, T265_09797	KAK4476140.1
OG0004663	T265_11810	KAK4468599.1
OG0004664	T265_00433	KAK4469538.1
OG0004665	T265_10354, T265_16029	KAK4470215.1, KAK4467270.1
OG0004668	T265_08620	KAK4469949.1, KAK4469948.1
OG0004687	T265_02943	KAK4469353.1
OG0004688	T265_11562	KAK4467662.1
OG0004689	T265_05319	KAK4467742.1
OG0004690	T265_06636	KAK4467859.1, KAK4467860.1
OG0004691	T265_14086	KAK4467732.1
OG0004692	T265_03201	KAK4474683.1
OG0004693	T265_10806	KAK4468545.1
OG0004694	T265_07714	KAK4474396.1
OG0004695	T265_00125	KAK4469651.1
OG0004697	T265_13353	KAK4470700.1
OG0004698	T265_02869	KAK4472425.1
OG0004700	T265_07462	KAK4468913.1
OG0004701	T265_15133	KAK4472827.1
OG0004702	T265_07458	KAK4472532.1, KAK4472533.1
OG0004703	T265_13960	KAK4476101.1
OG0004704	T265_13347	KAK4470584.1
OG0004705	T265_10541, T265_10999, T265_11941	KAK4471818.1
OG0004706	T265_08919	KAK4471895.1
OG0004707	T265_05577	KAK4473342.1
OG0004708	T265_02724, T265_02726	KAK4467830.1
OG0004709	T265_14261	KAK4468692.1
OG0004710	T265_01894	KAK4473871.1
OG0004711	T265_07092	KAK4467898.1
OG0004712	T265_09335	KAK4471977.1
OG0004713	T265_09795, T265_14957	KAK4474654.1
OG0004714	T265_07967, T265_15529	KAK4468682.1
OG0004715	T265_15389	KAK4468441.1
OG0004716	T265_02008, T265_16160	KAK4471890.1
OG0004717	T265_03540	KAK4468671.1
OG0004718	T265_10615	KAK4474155.1
OG0004719	T265_12857	KAK4470752.1
OG0004720	T265_02500	KAK4471068.1
OG0004721	T265_04788, T265_12037	KAK4471516.1
OG0004722	T265_08602	KAK4469096.1
OG0004723	T265_14466	KAK4472981.1
OG0004724	T265_04073	KAK4473485.1
OG0004725	T265_06628	KAK4467782.1
OG0004726	T265_00810, T265_12331	KAK4470874.1
OG0004727	T265_03159, T265_07189	KAK4470580.1
OG0004728	T265_11801	KAK4468226.1
OG0004729	T265_07870	KAK4476141.1
OG0004730	T265_02630, T265_15966	KAK4468685.1
OG0004731	T265_15345	KAK4475371.1
OG0004733	T265_03906	KAK4471561.1
OG0004734	T265_13894	KAK4473292.1, KAK4473483.1
OG0004735	T265_03675	KAK4474972.1
OG0004736	T265_13205	KAK4470620.1
OG0004737	T265_04209	KAK4476059.1
OG0004738	T265_12695	KAK4467354.1, KAK4475662.1
OG0004739	T265_12557	KAK4469406.1
OG0004741	T265_13906	KAK4470820.1
OG0004742	T265_14313, T265_16280	KAK4468811.1
OG0004743	T265_13983	KAK4472536.1
OG0004744	T265_05880	KAK4473821.1
OG0004745	T265_05487	KAK4475104.1
OG0004746	T265_03854	KAK4469349.1
OG0004747	T265_00817, T265_12641	KAK4470927.1
OG0004748	T265_11216	KAK4475093.1
OG0004749	T265_13831, T265_16347, T265_15765, T265_05672, T265_13732	KAK4467602.1, KAK4467603.1
OG0004750	T265_05396, T265_13763	KAK4473274.1
OG0004751	T265_01429	KAK4471756.1
OG0004752	T265_03216	KAK4474467.1
OG0004753	T265_00229	KAK4475952.1
OG0004754	T265_10643	KAK4471158.1
OG0004755	T265_13334	KAK4468449.1
OG0004756	T265_09778	KAK4471786.1
OG0004757	T265_04605	KAK4467870.1
OG0004758	T265_05450	KAK4470014.1
OG0004759	T265_13202	KAK4473283.1, KAK4473284.1
OG0004760	T265_00173	KAK4472102.1
OG0004761	T265_15009	KAK4474688.1
OG0004762	T265_14550	KAK4467618.1
OG0004763	T265_11498, T265_10886	KAK4470127.1
OG0004764	T265_04891	KAK4468489.1
OG0004765	T265_12616	KAK4472383.1
OG0004766	T265_12797, T265_01453	KAK4471967.1
OG0004767	T265_15784	KAK4473639.1
OG0004768	T265_07264	KAK4475654.1
OG0004769	T265_08645	KAK4473985.1
OG0004770	T265_06085	KAK4471481.1
OG0004771	T265_05793	KAK4468969.1
OG0004772	T265_06105	KAK4467882.1
OG0004773	T265_11265	KAK4472494.1
OG0004774	T265_01998	KAK4470301.1
OG0004775	T265_01528	KAK4473476.1
OG0004776	T265_08803	KAK4472347.1
OG0004777	T265_05723	KAK4470361.1
OG0004778	T265_08617	KAK4469822.1
OG0004779	T265_05498	KAK4475247.1
OG0004780	T265_00205	KAK4474472.1
OG0004781	T265_06119	KAK4470309.1
OG0004782	T265_02223	KAK4470375.1
OG0004783	T265_15204	KAK4468321.1
OG0004784	T265_09430	KAK4468286.1
OG0004785	T265_10207	KAK4468011.1
OG0004786	T265_01314	KAK4469866.1
OG0004788	T265_15128	KAK4468592.1
OG0004789	T265_00509, T265_00511	KAK4471752.1
OG0004790	T265_12669	KAK4475026.1
OG0004791	T265_03072	KAK4474704.1
OG0004792	T265_08093	KAK4469542.1
OG0004793	T265_05717	KAK4470236.1
OG0004794	T265_05679	KAK4467685.1
OG0004795	T265_06057	KAK4472574.1
OG0004797	T265_13546	KAK4467869.1
OG0004798	T265_04395	KAK4474593.1
OG0004801	T265_09576	KAK4473012.1
OG0004802	T265_06076	KAK4471291.1
OG0004803	T265_08664	KAK4472064.1
OG0004804	T265_15465	KAK4474795.1
OG0004805	T265_11948	KAK4475657.1, KAK4475656.1
OG0004806	T265_12848	KAK4469955.1
OG0004807	T265_11301	KAK4469861.1
OG0004808	T265_10641	KAK4470716.1
OG0004809	T265_02208	KAK4469410.1
OG0004810	T265_03398, T265_14847	KAK4467623.1
OG0004811	T265_06452	KAK4473681.1
OG0004812	T265_00703, T265_00705	KAK4472361.1
OG0004813	T265_08394	KAK4468501.1
OG0004814	T265_07716	KAK4475880.1, KAK4475881.1
OG0004815	T265_14809	KAK4472014.1
OG0004816	T265_15219	KAK4470717.1
OG0004817	T265_14430, T265_16105	KAK4468340.1
OG0004818	T265_07930	KAK4467907.1
OG0004819	T265_03296	KAK4470838.1
OG0004820	T265_08802	KAK4472304.1
OG0004822	T265_05387	KAK4473310.1
OG0004823	T265_08128	KAK4471154.1
OG0004824	T265_04855	KAK4470571.1
OG0004825	T265_11367, T265_16228	KAK4471844.1
OG0004826	T265_02418	KAK4468269.1
OG0004827	T265_00565	KAK4468832.1
OG0004828	T265_03250	KAK4473019.1
OG0004829	T265_09911	KAK4473930.1
OG0004830	T265_14106	KAK4471334.1
OG0004831	T265_05420	KAK4473102.1
OG0004833	T265_06471	KAK4473976.1
OG0004834	T265_01909	KAK4472599.1
OG0004835	T265_05683	KAK4473215.1
OG0004836	T265_12991	KAK4468055.1
OG0004839	T265_14407	KAK4475597.1
OG0004840	T265_12522	KAK4469140.1
OG0004841	T265_02521	KAK4471248.1
OG0004843	T265_08315	KAK4473881.1
OG0004845	T265_01600	KAK4475141.1
OG0004846	T265_01748, T265_12856	KAK4470907.1
OG0004849	T265_01220, T265_05408	KAK4469774.1
OG0004851	T265_00844	KAK4475099.1
OG0004852	T265_08227	KAK4469492.1
OG0004853	T265_01035	KAK4473199.1
OG0004854	T265_03882	KAK4468455.1
OG0004855	T265_13110	KAK4472391.1
OG0004856	T265_09164	KAK4470875.1
OG0004857	T265_00468, T265_05848	KAK4469375.1
OG0004858	T265_09035	KAK4470964.1
OG0004859	T265_13146	KAK4471642.1
OG0004860	T265_02897	KAK4469609.1
OG0004861	T265_06103	KAK4473035.1, KAK4473034.1
OG0004862	T265_09902	KAK4469430.1, KAK4469432.1, KAK4469431.1
OG0004863	T265_15928	KAK4467368.1
OG0004864	T265_05005	KAK4472270.1
OG0004865	T265_05695	KAK4473014.1
OG0004866	T265_03341	KAK4471278.1
OG0004868	T265_01572	KAK4475906.1
OG0004869	T265_02097, T265_02098	KAK4474899.1
OG0004870	T265_12824	KAK4468315.1
OG0004871	T265_07958	KAK4476004.1
OG0004872	T265_15089	KAK4475395.1
OG0004874	T265_12489	KAK4475598.1
OG0004875	T265_00214	KAK4475583.1
OG0004876	T265_00056, T265_00057	KAK4469832.1
OG0004877	T265_04656	KAK4467986.1
OG0004878	T265_01256	KAK4470139.1
OG0004879	T265_03936	KAK4471843.1
OG0004880	T265_15482, T265_15481	KAK4474843.1
OG0004881	T265_04938	KAK4474522.1
OG0004883	T265_00944	KAK4476163.1
OG0004884	T265_11170	KAK4468274.1
OG0004885	T265_03025	KAK4474459.1
OG0004886	T265_14090	KAK4475914.1
OG0004887	T265_07205	KAK4469497.1
OG0004888	T265_09428	KAK4468314.1
OG0004889	T265_07750	KAK4469759.1
OG0004890	T265_04015	KAK4468603.1
OG0004891	T265_09728	KAK4472705.1
OG0004892	T265_15658	KAK4470293.1
OG0004893	T265_05138	KAK4475084.1
OG0004894	T265_14630	KAK4469758.1
OG0004895	T265_06515	KAK4468835.1
OG0004897	T265_07166	KAK4476261.1
OG0004898	T265_03967	KAK4469070.1
OG0004899	T265_04050	KAK4469617.1
OG0004900	T265_09264	KAK4473036.1
OG0004901	T265_03802	KAK4469620.1
OG0004902	T265_06391, T265_16019	KAK4473828.1
OG0004903	T265_00525	KAK4471412.1
OG0004904	T265_13823	KAK4471096.1
OG0004905	T265_14320	KAK4474620.1
OG0004906	T265_15058	KAK4474686.1
OG0004907	T265_02499	KAK4472052.1
OG0004908	T265_01917	KAK4472767.1
OG0004909	T265_07880	KAK4474638.1
OG0004910	T265_02273	KAK4475352.1
OG0004912	T265_08014	KAK4468570.1
OG0004913	T265_08454	KAK4471133.1
OG0004914	T265_09766	KAK4471919.1
OG0004915	T265_06673	KAK4475419.1
OG0004916	T265_05622, T265_09695	KAK4474874.1
OG0004917	T265_00681	KAK4474100.1
OG0004918	T265_09595	KAK4468874.1
OG0004919	T265_00300	KAK4469490.1
OG0004920	T265_03403	KAK4468245.1
OG0004922	T265_03276	KAK4470401.1
OG0004923	T265_10651	KAK4475248.1
OG0004924	T265_07352	KAK4473218.1, KAK4472221.1
OG0004925	T265_11218, T265_00347, T265_11217	KAK4469983.1
OG0004926	T265_10690	KAK4470218.1
OG0004927	T265_13851, T265_05757	KAK4468495.1
OG0004928	T265_08654	KAK4471353.1
OG0004929	T265_12860	KAK4469915.1, KAK4469922.1
OG0004930	T265_13206	KAK4470960.1
OG0004931	T265_04688	KAK4473481.1
OG0004932	T265_13255	KAK4475489.1
OG0004934	T265_08115	KAK4472460.1
OG0004935	T265_07132	KAK4474087.1
OG0004936	T265_03796, T265_13335	KAK4468451.1
OG0004939	T265_10620	KAK4468224.1
OG0004940	T265_14286	KAK4469468.1
OG0004941	T265_13032	KAK4471415.1
OG0004942	T265_05171	KAK4471445.1
OG0004943	T265_06729	KAK4471872.1
OG0004944	T265_01244	KAK4469784.1
OG0004945	T265_03527, T265_03529	KAK4472595.1
OG0004946	T265_03632	KAK4474014.1
OG0004947	T265_08514	KAK4474081.1
OG0004948	T265_12608	KAK4474114.1
OG0004971	T265_03635	KAK4473876.1
OG0004974	T265_03609	KAK4469295.1
OG0004975	T265_06326	KAK4470186.1
OG0004976	T265_06634	KAK4467840.1
OG0004977	T265_06722	KAK4471865.1
OG0004979	T265_14370	KAK4469818.1
OG0004980	T265_08640	KAK4472493.1
OG0004981	T265_10567	KAK4471995.1
OG0004982	T265_12457	KAK4468161.1
OG0004983	T265_06542	KAK4468229.1
OG0004984	T265_10940	KAK4472647.1
OG0004985	T265_14187	KAK4470703.1
OG0004986	T265_04522, T265_15865	KAK4472482.1
OG0004987	T265_11681	KAK4473189.1
OG0004988	T265_07557, T265_07560, T265_07559	KAK4475697.1
OG0004989	T265_03835	KAK4470134.1
OG0004990	T265_05541	KAK4475118.1
OG0004991	T265_06920	KAK4475870.1
OG0004992	T265_10931	KAK4468165.1
OG0004993	T265_04069	KAK4472535.1
OG0004994	T265_12442	KAK4469606.1
OG0004996	T265_11827	KAK4471243.1
OG0004997	T265_02388, T265_12996	KAK4468349.1
OG0004998	T265_14246, T265_15929	KAK4475803.1
OG0004999	T265_07741	KAK4468498.1
OG0005000	T265_00040	KAK4469041.1
OG0005002	T265_15294	KAK4475690.1
OG0005003	T265_06930	KAK4472988.1
OG0005004	T265_13031	KAK4471985.1
OG0005005	T265_14012, T265_15173	KAK4473953.1
OG0005006	T265_01170	KAK4471733.1
OG0005007	T265_13144, T265_03003	KAK4473693.1
OG0005008	T265_13710	KAK4468704.1
OG0005009	T265_06607	KAK4472550.1
OG0005010	T265_09103	KAK4472756.1
OG0005011	T265_16299, T265_06466	KAK4472872.1
OG0005012	T265_12000	KAK4473148.1
OG0005013	T265_04646, T265_13553	KAK4473966.1
OG0005014	T265_12297	KAK4468307.1
OG0005015	T265_03379	KAK4474022.1
OG0005016	T265_08211	KAK4471098.1
OG0005017	T265_04975	KAK4467619.1
OG0005018	T265_10014, T265_10015, T265_10017	KAK4473184.1
OG0005019	T265_09203, T265_16222	KAK4468866.1
OG0005020	T265_07599	KAK4473719.1
OG0005021	T265_13910	KAK4469292.1
OG0005022	T265_14075	KAK4473203.1
OG0005023	T265_02496	KAK4468886.1
OG0005024	T265_10824	KAK4474613.1
OG0005025	T265_03202	KAK4474682.1
OG0005026	T265_11629, T265_11630	KAK4471423.1
OG0005027	T265_13390	KAK4472642.1
OG0005028	T265_13597	KAK4468608.1
OG0005030	T265_05704	KAK4473059.1
OG0005031	T265_03877	KAK4472907.1
OG0005033	T265_10596	KAK4475151.1
OG0005035	T265_13707	KAK4471102.1
OG0005036	T265_10717	KAK4471764.1
OG0005039	T265_14909	KAK4472105.1
OG0005042	T265_06258	KAK4472522.1
OG0005043	T265_08463	KAK4471434.1
OG0005045	T265_08024	KAK4473702.1, KAK4473703.1, KAK4473704.1
OG0005046	T265_02358	KAK4469761.1
OG0005047	T265_15075	KAK4467878.1
OG0005048	T265_05265	KAK4475300.1
OG0005049	T265_12876	KAK4468889.1
OG0005050	T265_06282	KAK4474543.1
OG0005051	T265_06299	KAK4476212.1
OG0005052	T265_03879	KAK4468530.1
OG0005053	T265_09811	KAK4474122.1
OG0005054	T265_16262, T265_16071, T265_12367	KAK4467728.1
OG0005055	T265_06834	KAK4474714.1
OG0005056	T265_13094	KAK4472818.1
OG0005057	T265_10535	KAK4473395.1
OG0005058	T265_07216	KAK4469495.1
OG0005059	T265_10049	KAK4474764.1
OG0005060	T265_13096	KAK4474202.1
OG0005062	T265_00902, T265_10695	KAK4472735.1
OG0005063	T265_01488	KAK4473547.1
OG0005064	T265_14432	KAK4468005.1
OG0005065	T265_12476, T265_12477	KAK4474461.1
OG0005067	T265_08708	KAK4474034.1
OG0005068	T265_00795	KAK4470095.1
OG0005069	T265_07336	KAK4472443.1
OG0005070	T265_00261	KAK4476133.1
OG0005071	T265_16186, T265_05399, T265_16157	KAK4473204.1
OG0005072	T265_08508	KAK4472473.1
OG0005073	T265_13813	KAK4475595.1
OG0005074	T265_03122	KAK4476251.1
OG0005075	T265_10094	KAK4467668.1
OG0005076	T265_15146	KAK4472336.1
OG0005077	T265_00157	KAK4469801.1
OG0005078	T265_12753	KAK4470117.1
OG0005079	T265_04600, T265_02856, T265_09093	KAK4473866.1
OG0005080	T265_02923	KAK4476148.1
OG0005081	T265_00233	KAK4476151.1
OG0005082	T265_09744	KAK4472303.1
OG0005083	T265_06380	KAK4473516.1
OG0005084	T265_08746	KAK4467677.1
OG0005086	T265_12914	KAK4471591.1
OG0005087	T265_00777	KAK4470633.1
OG0005088	T265_02448	KAK4476029.1
OG0005089	T265_07642	KAK4470346.1
OG0005090	T265_02495	KAK4471200.1
OG0005091	T265_15074	KAK4474705.1
OG0005092	T265_06949	KAK4473213.1
OG0005094	T265_00335	KAK4470498.1
OG0005095	T265_03449, T265_10865	KAK4467475.1, KAK4475675.1
OG0005097	T265_13724	KAK4467774.1
OG0005098	T265_00311	KAK4469808.1
OG0005099	T265_04166	KAK4468428.1
OG0005100	T265_09196	KAK4468681.1
OG0005102	T265_13525	KAK4471894.1
OG0005103	T265_02674	KAK4470377.1
OG0005104	T265_15063	KAK4469290.1
OG0005105	T265_03843	KAK4470673.1
OG0005106	T265_11707, T265_16093	KAK4469696.1
OG0005108	T265_08259, T265_08257, T265_08258	KAK4468103.1
OG0005109	T265_15399	KAK4468243.1
OG0005110	T265_02457	KAK4475088.1
OG0005111	T265_13278	KAK4469185.1
OG0005112	T265_09415	KAK4476145.1, KAK4476134.1
OG0005113	T265_00337	KAK4470229.1
OG0005115	T265_02546	KAK4471937.1
OG0005116	T265_08284	KAK4473575.1
OG0005117	T265_06301	KAK4475764.1
OG0005118	T265_13629	KAK4468457.1
OG0005120	T265_07110	KAK4468102.1
OG0005121	T265_13341	KAK4470273.1
OG0005122	T265_15528	KAK4468660.1
OG0005123	T265_13443	KAK4471505.1
OG0005124	T265_02916	KAK4475975.1
OG0005125	T265_10951	KAK4474905.1
OG0005126	T265_10674, T265_10137	KAK4472041.1
OG0005127	T265_08345	KAK4472349.1
OG0005128	T265_01446	KAK4471113.1
OG0005130	T265_03705	KAK4475466.1
OG0005131	T265_00074	KAK4469587.1
OG0005133	T265_05811	KAK4469852.1
OG0005134	T265_00296	KAK4469462.1
OG0005135	T265_13265	KAK4473536.1
OG0005136	T265_09434	KAK4470432.1
OG0005137	T265_05289	KAK4470080.1
OG0005138	T265_14960, T265_09804	KAK4474943.1
OG0005139	T265_06260	KAK4472519.1
OG0005140	T265_13323	KAK4473250.1
OG0005141	T265_02741	KAK4467634.1
OG0005142	T265_05082	KAK4469267.1
OG0005143	T265_06869	KAK4472306.1
OG0005144	T265_02842	KAK4470647.1
OG0005145	T265_01192	KAK4475771.1
OG0005146	T265_08955, T265_13016	KAK4475086.1
OG0005147	T265_10173	KAK4469466.1
OG0005148	T265_12769, T265_01338	KAK4469898.1
OG0005149	T265_14444	KAK4474364.1
OG0005151	T265_07122	KAK4467981.1, KAK4467980.1
OG0005152	T265_10470	KAK4476109.1
OG0005153	T265_08383	KAK4468674.1
OG0005154	T265_06113	KAK4469037.1
OG0005156	T265_12762	KAK4470196.1
OG0005157	T265_09542	KAK4475712.1
OG0005159	T265_01492	KAK4473572.1
OG0005161	T265_00726	KAK4472433.1
OG0005162	T265_03028	KAK4476058.1
OG0005163	T265_02154	KAK4470785.1
OG0005164	T265_09249	KAK4473287.1
OG0005165	T265_08354	KAK4467739.1
OG0005166	T265_13272	KAK4469553.1
OG0005167	T265_06977	KAK4470059.1
OG0005168	T265_13117	KAK4469273.1
OG0005170	T265_14932	KAK4472856.1
OG0005171	T265_06504	KAK4467526.1
OG0005172	T265_05936	KAK4469932.1
OG0005174	T265_08698	KAK4468859.1
OG0005175	T265_06630	KAK4467862.1
OG0005176	T265_04994	KAK4473566.1
OG0005177	T265_12758	KAK4470806.1
OG0005178	T265_02547, T265_02548	KAK4471376.1
OG0005179	T265_01649	KAK4468138.1
OG0005180	T265_08584	KAK4475373.1
OG0005181	T265_07816, T265_14399	KAK4468281.1
OG0005182	T265_00826	KAK4469364.1
OG0005183	T265_02061	KAK4471111.1
OG0005185	T265_02339	KAK4470160.1
OG0005186	T265_15113	KAK4471449.1
OG0005187	T265_09043	KAK4476188.1
OG0005188	T265_02621	KAK4468819.1
OG0005189	T265_06461	KAK4472789.1
OG0005190	T265_12632	KAK4470634.1
OG0005191	T265_11503	KAK4470955.1
OG0005192	T265_12980	KAK4470388.1
OG0005193	T265_01677	KAK4467989.1
OG0005195	T265_03634	KAK4474016.1
OG0005196	T265_12728	KAK4471180.1
OG0005197	T265_12683	KAK4474584.1
OG0005198	T265_02888	KAK4469020.1
OG0005199	T265_10805	KAK4468818.1
OG0005200	T265_02677	KAK4469425.1
OG0005201	T265_15346	KAK4468249.1
OG0005202	T265_05412	KAK4473206.1
OG0005203	T265_15114	KAK4473630.1
OG0005204	T265_13012	KAK4474802.1
OG0005205	T265_09560	KAK4467514.1, KAK4475649.1
OG0005206	T265_03569	KAK4469685.1
