Orthogroup	opisthorchis_viverrini	trichobilharzia_regenti
OG0003191	T265_13899	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5
OG0003192	T265_08136	TREG1_89430.1
OG0003193	T265_05017	TREG1_47370.1
OG0003194	T265_03962	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6
OG0003195	T265_15661	TREG1_19670.1, TREG1_19670.2
OG0003196	T265_01121	TREG1_81370.1, TREG1_81370.2
OG0003197	T265_14545	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3
OG0003198	T265_05273	TREG1_76520.1
OG0003199	T265_08967	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3
OG0003200	T265_13485	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2
OG0003201	T265_10050	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6
OG0003203	T265_08385	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1
OG0003204	T265_14093	TREG1_16040.1
OG0003205	T265_14205	TREG1_56880.1
OG0003206	T265_06903	TREG1_13540.1
OG0003207	T265_00236	TREG1_7060.1
OG0003208	T265_12719, T265_01116, T265_02116	TREG1_93220.1, TREG1_93220.2
OG0003209	T265_04035	TREG1_108500.1, TREG1_108490.1
OG0003210	T265_15007, T265_15334	TREG1_29960.1
OG0003211	T265_11261, T265_15387	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3
OG0003212	T265_00230	TREG1_13240.1, TREG1_13250.1
OG0003213	T265_10936	TREG1_34370.1
OG0003214	T265_02512	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3
OG0003215	T265_11178, T265_11179	TREG1_11730.1, TREG1_11730.2
OG0003216	T265_09762	TREG1_82340.1
OG0003217	T265_02011	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3
OG0003218	T265_08129	TREG1_79130.1
OG0003220	T265_04665, T265_04127, T265_14421, T265_09523	TREG1_102690.1, TREG1_74120.1, TREG1_65120.1, TREG1_63220.1, TREG1_33420.1, TREG1_145100.1, TREG1_85120.1, TREG1_89970.1, TREG1_89970.2, TREG1_14210.1, TREG1_81250.1, TREG1_142780.1, TREG1_56570.1, TREG1_77680.1, TREG1_11530.1, TREG1_110740.1, TREG1_119630.1, TREG1_130390.1, TREG1_140760.1, TREG1_18120.1, TREG1_59830.1, TREG1_80030.1
OG0003222	T265_15508	TREG1_15000.1
OG0003223	T265_07346	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2
OG0003224	T265_01519	TREG1_55500.1
OG0003226	T265_04588, T265_06369	TREG1_8310.1, TREG1_8300.1
OG0003227	T265_15188	TREG1_87790.1
OG0003228	T265_05344	TREG1_120960.1
OG0003229	T265_01945	TREG1_106300.1
OG0003230	T265_03970	TREG1_72380.1
OG0003232	T265_11465	TREG1_6750.1
OG0003233	T265_15043	TREG1_23890.1, TREG1_23880.1
OG0003234	T265_08452	TREG1_85690.1
OG0003235	T265_03407	TREG1_110260.1, TREG1_110260.2
OG0003237	T265_01039	TREG1_35750.1, TREG1_35750.2
OG0003238	T265_00665	TREG1_88060.1
OG0003239	T265_05841, T265_11592	TREG1_112550.1, TREG1_112560.1
OG0003240	T265_09874	TREG1_10340.2, TREG1_10340.1
OG0003241	T265_08313	TREG1_39840.1, TREG1_39880.1
OG0003242	T265_08090, T265_12218	TREG1_66350.1
OG0003243	T265_01389	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	T265_14655	TREG1_73800.1
OG0003244	T265_08741	TREG1_73810.1, TREG1_73810.3, TREG1_73810.2
OG0003245	T265_05102	TREG1_69660.1
OG0003247	T265_15668	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003249	T265_02516	TREG1_89120.1
OG0003250	T265_00815	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	T265_15132	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	T265_07596	TREG1_55950.1
OG0003253	T265_04761	TREG1_121600.1
OG0003254	T265_04181	TREG1_82330.1
OG0003255	T265_08975, T265_08976	TREG1_134560.1, TREG1_133050.1
OG0003256	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	T265_09512	TREG1_6680.1
OG0003258	T265_13426, T265_16113	TREG1_57720.1
OG0003259	T265_04248	TREG1_59870.1, TREG1_59870.2
OG0003260	T265_07096	TREG1_115080.1, TREG1_115080.2
OG0003261	T265_13387	TREG1_55610.1
OG0003263	T265_11723	TREG1_3620.1, TREG1_3620.2
OG0003264	T265_14781	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1
OG0003265	T265_14465	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	T265_00355	TREG1_99940.1
OG0003267	T265_11130	TREG1_22260.1
OG0003268	T265_10845	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	T265_02226	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	T265_05629	TREG1_90150.1
OG0003271	T265_00964	TREG1_20800.1
OG0003273	T265_08347	TREG1_55390.1
OG0003275	T265_15417	TREG1_58670.1
OG0003276	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1
OG0003277	T265_14638	TREG1_54050.1
OG0003278	T265_11305	TREG1_72780.1
OG0003279	T265_15092	TREG1_480.1, TREG1_480.2
OG0003280	T265_00283, T265_07565	TREG1_102610.1
OG0003281	T265_05670, T265_16020	TREG1_136400.1, TREG1_136400.2
OG0003282	T265_05807	TREG1_63860.1
OG0003283	T265_14849	TREG1_134850.1, TREG1_134850.2
OG0003284	T265_10799	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003285	T265_10409	TREG1_32170.1
OG0003286	T265_14579	TREG1_91060.1
OG0003287	T265_11152	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	T265_03913, T265_15951	TREG1_90580.1, TREG1_90560.1
OG0003289	T265_14827, T265_14826	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8
OG0003290	T265_11160	TREG1_17200.1
OG0003291	T265_10834	TREG1_10470.1
OG0003292	T265_04681	TREG1_116700.1
OG0003293	T265_05415	TREG1_58810.1
OG0003294	T265_08998	TREG1_54070.1, TREG1_54070.2
OG0003295	T265_06245	TREG1_48880.1, TREG1_48880.2
OG0003297	T265_11733	TREG1_27760.1
OG0003298	T265_00463	TREG1_63100.1, TREG1_63100.2
OG0003299	T265_07321	TREG1_100410.1
OG0003300	T265_01803	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4
OG0003301	T265_10537	TREG1_40540.1
OG0003302	T265_14440	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	T265_03311	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	T265_09145	TREG1_28740.1, TREG1_28740.2
OG0003305	T265_00774	TREG1_106530.1
OG0003306	T265_14129	TREG1_73990.1
OG0003307	T265_11890	TREG1_43530.1
OG0003310	T265_12760	TREG1_68480.1
OG0003312	T265_07556, T265_15541, T265_08896, T265_15698, T265_15731, T265_15697, T265_15717, T265_12007, T265_08368, T265_09978, T265_08331, T265_11080, T265_09736, T265_09998, T265_03720, T265_07026, T265_14778, T265_02064	TREG1_137150.1, TREG1_66590.1, TREG1_66590.2, TREG1_52350.1, TREG1_140370.1, TREG1_47310.1, TREG1_145460.1
OG0003313	T265_02811	TREG1_75050.1
OG0003315	T265_01927	TREG1_50450.1
OG0003318	T265_03220, T265_08727	TREG1_12780.1, TREG1_10360.1, TREG1_46940.1, TREG1_86700.1, TREG1_102470.1, TREG1_117630.1
OG0003319	T265_08722	TREG1_54930.1
OG0003320	T265_14787	TREG1_75820.1
OG0003326	T265_12115	TREG1_89830.1
OG0003327	T265_12021	TREG1_103890.1, TREG1_103890.2
OG0003328	T265_03597	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	T265_13725	TREG1_134280.1
OG0003330	T265_05098	TREG1_69720.1
OG0003331	T265_11448	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	T265_14609	TREG1_54980.1
OG0003334	T265_07042	TREG1_48520.1
OG0003335	T265_10561, T265_15187	TREG1_90280.1
OG0003336	T265_08134	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003338	T265_06648	TREG1_17680.1, TREG1_17680.2
OG0003339	T265_06302	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003340	T265_13297	TREG1_41390.1
OG0003341	T265_07155	TREG1_92270.1
OG0003342	T265_10319	TREG1_17860.1
OG0003343	T265_08839	TREG1_64540.1
OG0003344	T265_05994	TREG1_32650.1
OG0003345	T265_13591	TREG1_46790.1
OG0003346	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009	TREG1_132170.1
OG0003347	T265_15325	TREG1_31290.1, TREG1_31290.2
OG0003348	T265_00384	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4
OG0003349	T265_14676	TREG1_49940.1, TREG1_49940.2
OG0003350	T265_14476	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	T265_03852	TREG1_107800.1
OG0003352	T265_15477	TREG1_112580.1
OG0003354	T265_14200	TREG1_60070.1
OG0003355	T265_14583, T265_15801, T265_08484	TREG1_93970.1
OG0003356	T265_13187	TREG1_29530.1
OG0003357	T265_04123, T265_15449	TREG1_39520.1
OG0003358	T265_13333	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9
OG0003360	T265_15037	TREG1_53240.1
OG0003361	T265_01606	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5
OG0003362	T265_06343, T265_08886	TREG1_98880.1
OG0003363	T265_00732	TREG1_48190.1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	TREG1_116460.1
OG0003365	T265_03679	TREG1_22280.1, TREG1_22280.2
OG0003366	T265_01582	TREG1_85920.1
OG0003368	T265_14328	TREG1_32990.1
OG0003369	T265_03934	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	T265_14039	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	T265_14624	TREG1_136460.1
OG0003372	T265_13073, T265_02731	TREG1_133120.1, TREG1_133120.2
OG0003373	T265_10074	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	T265_16374, T265_16007, T265_04840	TREG1_132070.1
OG0003375	T265_04061	TREG1_96430.1
OG0003376	T265_13274	TREG1_64070.1
OG0003378	T265_07106	TREG1_137730.1, TREG1_110310.1, TREG1_110310.2
OG0003379	T265_05624	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003381	T265_00289	TREG1_77140.1
OG0003382	T265_00092	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4
OG0003383	T265_15451	TREG1_104290.1
OG0003384	T265_13386	TREG1_57660.1, TREG1_57660.2
OG0003385	T265_14270	TREG1_124930.1
OG0003386	T265_03433	TREG1_26610.1, TREG1_26610.2
OG0003389	T265_12547	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2
OG0003390	T265_00408	TREG1_55680.1, TREG1_55670.1
OG0003391	T265_04030, T265_15014	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3
OG0003392	T265_02148	TREG1_73650.1, TREG1_73650.2
OG0003393	T265_13519, T265_15813	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3
OG0003394	T265_07062	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2
OG0003395	T265_12933	TREG1_74250.1
OG0003396	T265_11318, T265_11884	TREG1_34550.1
OG0003397	T265_03419, T265_06176, T265_06175	TREG1_29450.1, TREG1_29450.2
OG0003398	T265_07278	TREG1_17160.1
OG0003399	T265_09816	TREG1_50580.1
OG0003400	T265_15283, T265_15284	TREG1_104040.1, TREG1_104040.2
OG0003401	T265_05806	TREG1_51350.1, TREG1_51260.1, TREG1_51260.2
OG0003402	T265_03694, T265_16284	TREG1_28340.1, TREG1_28360.1
OG0003403	T265_04283, T265_04284	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1
OG0003404	T265_11259	TREG1_103750.1
OG0003405	T265_00061, T265_05780, T265_08607	TREG1_66930.1, TREG1_66940.1
OG0003406	T265_14439	TREG1_25840.1
OG0003407	T265_06019	TREG1_114330.1, TREG1_114330.2
OG0003408	T265_13309	TREG1_31550.1
OG0003409	T265_10546	TREG1_13590.1, TREG1_13610.1, TREG1_13580.1, TREG1_13600.1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	TREG1_94450.1
OG0003411	T265_13041	TREG1_43850.1, TREG1_43850.2
OG0003412	T265_01015	TREG1_2500.1, TREG1_2500.2
OG0003413	T265_01539	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4
OG0003414	T265_09732	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6
OG0003415	T265_09033	TREG1_107580.1
OG0003416	T265_12733	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1
OG0003417	T265_06775	TREG1_74040.1, TREG1_74040.2
OG0003418	T265_03567	TREG1_72140.1
OG0003419	T265_12633	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3
OG0003420	T265_08302	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3
OG0003421	T265_09192	TREG1_40150.1
OG0003422	T265_03968	TREG1_72400.1
OG0003423	T265_03199, T265_13186	TREG1_28020.1
OG0003424	T265_11767	TREG1_119890.1
OG0003425	T265_10927	TREG1_116400.1, TREG1_116400.2
OG0003426	T265_05174	TREG1_82530.1, TREG1_82530.2
OG0003427	T265_09674	TREG1_30720.1
OG0003428	T265_04653	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3
OG0003429	T265_05909	TREG1_96060.5, TREG1_96200.1
OG0003430	T265_07448	TREG1_100260.1, TREG1_100270.1
OG0003431	T265_14276	TREG1_11770.2, TREG1_11770.4, TREG1_11770.3, TREG1_11770.1, TREG1_11770.5, TREG1_16060.1, TREG1_16060.2
OG0003432	T265_02200	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3
OG0003433	T265_14247	TREG1_7350.1
OG0003434	T265_13606	TREG1_83480.1, TREG1_83480.2
OG0003435	T265_13575	TREG1_52790.1
OG0003436	T265_14841	TREG1_74570.2, TREG1_74570.1, TREG1_74570.3
OG0003437	T265_11777	TREG1_105820.1, TREG1_105820.2
OG0003438	T265_13978	TREG1_43710.1
OG0003439	T265_03706	TREG1_23990.1, TREG1_23990.2
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	TREG1_33600.1
OG0003442	T265_10526, T265_07654	TREG1_102650.1
OG0003443	T265_13942	TREG1_83500.1
OG0003444	T265_14726	TREG1_101580.1
OG0003445	T265_07143	TREG1_31060.1, TREG1_31070.1, TREG1_31080.1
OG0003446	T265_04504	TREG1_36850.1
OG0003447	T265_14249	TREG1_17220.1
OG0003448	T265_10023	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3
OG0003449	T265_09851	TREG1_99420.1
OG0003450	T265_12574	TREG1_90340.1
OG0003451	T265_04969	TREG1_117900.1
OG0003453	T265_04993	TREG1_57700.1
OG0003454	T265_14193	TREG1_53890.1
OG0003456	T265_05545	TREG1_1180.1
OG0003457	T265_09480, T265_16051	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4
OG0003458	T265_00691	TREG1_44990.1, TREG1_44990.2
OG0003459	T265_07450	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2
OG0003460	T265_04726	TREG1_31790.1
OG0003461	T265_12975	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1
OG0003462	T265_02574	TREG1_41500.1
OG0003463	T265_10283, T265_10285	TREG1_114260.1, TREG1_114270.1
OG0003464	T265_07922	TREG1_111680.1
OG0003465	T265_02038	TREG1_88540.1
OG0003467	T265_14975, T265_09848	TREG1_100380.1
OG0003468	T265_12594	TREG1_136120.1, TREG1_136120.2
OG0003469	T265_08823	TREG1_74650.1, TREG1_74650.2
OG0003470	T265_11547, T265_11549	TREG1_70070.1
OG0003471	T265_11489	TREG1_62830.1
OG0003472	T265_15369	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3
OG0003473	T265_12937	TREG1_108600.1, TREG1_108610.1
OG0003474	T265_02823	TREG1_73680.1, TREG1_73680.2
OG0003475	T265_09374	TREG1_60360.2, TREG1_60360.1, TREG1_60360.3, TREG1_60360.4
OG0003476	T265_09472, T265_12155	TREG1_42350.4, TREG1_42350.3, TREG1_42350.1, TREG1_42350.2
OG0003477	T265_01902	TREG1_126050.1
OG0003478	T265_08469	TREG1_16810.1, TREG1_16810.2, TREG1_16810.3, TREG1_16810.4
OG0003479	T265_13318	TREG1_38230.1
OG0003480	T265_09876, T265_14913	TREG1_92080.1, TREG1_92140.1
OG0003482	T265_05343	TREG1_120970.1, TREG1_120970.3, TREG1_120970.2
OG0003483	T265_13053	TREG1_48140.1
OG0003484	T265_06650	TREG1_10210.1, TREG1_10210.2, TREG1_10210.3, TREG1_10210.4
OG0003485	T265_13645, T265_13644	TREG1_117750.1, TREG1_117760.1
OG0003486	T265_13646	TREG1_57550.8, TREG1_57550.2, TREG1_57550.3, TREG1_57550.6, TREG1_57550.10, TREG1_57550.5, TREG1_57550.1, TREG1_57550.4, TREG1_57550.7, TREG1_57550.11, TREG1_57550.9
OG0003488	T265_09073	TREG1_27060.2, TREG1_27060.1, TREG1_27060.3
OG0003489	T265_00323	TREG1_97290.1
OG0003490	T265_03113	TREG1_11200.1
OG0003491	T265_04324	TREG1_53600.1, TREG1_53610.1, TREG1_53620.1
OG0003492	T265_02536	TREG1_83190.1
OG0003493	T265_11233	TREG1_128550.1, TREG1_128600.1
OG0003494	T265_08759	TREG1_130710.1
OG0003495	T265_04558	TREG1_5260.1
OG0003496	T265_02588	TREG1_48110.1
OG0003497	T265_00036	TREG1_65490.1, TREG1_65470.1, TREG1_65480.1, TREG1_79950.1
OG0003498	T265_02133	TREG1_96700.2, TREG1_96700.4, TREG1_96700.1, TREG1_96700.3
OG0003499	T265_13442	TREG1_81360.1, TREG1_81360.2
OG0003500	T265_07015	TREG1_87690.1
OG0003501	T265_10024	TREG1_102510.1, TREG1_102510.2, TREG1_102510.3, TREG1_102510.5, TREG1_102510.4
OG0003502	T265_13592	TREG1_119820.1, TREG1_119820.2
OG0003503	T265_13487	TREG1_5330.1
OG0003505	T265_12248, T265_00127, T265_16214	TREG1_70590.1
OG0003507	T265_04937	TREG1_5230.1
OG0003508	T265_02519	TREG1_89110.1, TREG1_89110.2
OG0003509	T265_15081	TREG1_40690.1, TREG1_40690.2
OG0003510	T265_09042	TREG1_18330.1, TREG1_18330.2, TREG1_18330.3, TREG1_18330.4
OG0003511	T265_13027	TREG1_81420.1, TREG1_81420.2, TREG1_81420.3
OG0003512	T265_11328	TREG1_114900.1
OG0003513	T265_09089	TREG1_100590.1
OG0003515	T265_06621	TREG1_133480.1, TREG1_133480.2, TREG1_133480.3
OG0003516	T265_10171	TREG1_68720.1, TREG1_68720.2, TREG1_68720.3
OG0003517	T265_06615	TREG1_139760.1, TREG1_139770.1, TREG1_139780.3, TREG1_139780.2, TREG1_139780.1
OG0003518	T265_08612	TREG1_119910.1
OG0003519	T265_05628	TREG1_40070.1
OG0003520	T265_01815	TREG1_79160.6, TREG1_79160.7, TREG1_79190.1, TREG1_79160.8
OG0003521	T265_04411	TREG1_13930.1, TREG1_13930.2, TREG1_13930.3
OG0003522	T265_13909	TREG1_96160.2, TREG1_96160.1, TREG1_96160.3
OG0003523	T265_01345	TREG1_75110.1
OG0003524	T265_00504	TREG1_85150.1
OG0003525	T265_01893, T265_08418	TREG1_6510.1
OG0003526	T265_08334	TREG1_49360.1
OG0003527	T265_11499, T265_16069	TREG1_107570.1
OG0003528	T265_11428	TREG1_7430.1
OG0003529	T265_15692, T265_15691	TREG1_56090.1
OG0003530	T265_01532	TREG1_89450.1
OG0003531	T265_04537	TREG1_8830.1, TREG1_8840.1
OG0003532	T265_15073, T265_10184	TREG1_4340.1
OG0003533	T265_08083	TREG1_68380.1, TREG1_68380.2
OG0003534	T265_14367	TREG1_125270.1, TREG1_125270.3, TREG1_125270.2
OG0003535	T265_13748, T265_13749	TREG1_133220.1
OG0003536	T265_03943	TREG1_86610.1
OG0003537	T265_08781, T265_14670	TREG1_81790.1, TREG1_81790.2
OG0003538	T265_14277	TREG1_24170.1
OG0003540	T265_06653	TREG1_9780.2, TREG1_9780.3, TREG1_9780.1, TREG1_9780.4
OG0003541	T265_08893	TREG1_122000.1
OG0003542	T265_00656, T265_13990	TREG1_89930.1
OG0003543	T265_08692	TREG1_66100.1
OG0003544	T265_11978	TREG1_69180.10, TREG1_69180.11, TREG1_69180.7, TREG1_69180.8, TREG1_69280.1, TREG1_69180.9
OG0003545	T265_05565	TREG1_14880.1, TREG1_14880.2
OG0003547	T265_13128	TREG1_19590.1, TREG1_19590.2
OG0003548	T265_15344	TREG1_29280.1, TREG1_29210.1, TREG1_29290.1
OG0003549	T265_08011	TREG1_124600.1
OG0003553	T265_10953	TREG1_9750.1, TREG1_9750.2
OG0003554	T265_05158	TREG1_94630.1
OG0003555	T265_00079	TREG1_104700.1
OG0003556	T265_02539	TREG1_83260.4, TREG1_83260.5, TREG1_83260.1, TREG1_83260.6, TREG1_83260.2, TREG1_83260.3
OG0003557	T265_02901	TREG1_63890.1
OG0003558	T265_03991	TREG1_80060.1
OG0003559	T265_13234	TREG1_113140.1, TREG1_113140.2
OG0003560	T265_14817	TREG1_86370.1, TREG1_25230.1, TREG1_25230.2
OG0003577	T265_04132	TREG1_129580.1, TREG1_30900.1
OG0003580	T265_10604	TREG1_16980.1, TREG1_16980.2, TREG1_16980.3, TREG1_16980.4, TREG1_16980.5
OG0003581	T265_10913, T265_14331	TREG1_57440.1, TREG1_57440.2
OG0003582	T265_06314, T265_12092, T265_15431	TREG1_79310.1, TREG1_79360.1
OG0003583	T265_14147	TREG1_19130.1
OG0003584	T265_10564	TREG1_85940.1, TREG1_85940.2
OG0003585	T265_07130	TREG1_112380.1, TREG1_112360.1
OG0003586	T265_05888	TREG1_35990.1
OG0003587	T265_00983, T265_06561	TREG1_7880.1, TREG1_7880.2
OG0003588	T265_14600	TREG1_22960.1, TREG1_22960.2, TREG1_22960.3, TREG1_22960.4, TREG1_22960.5
OG0003590	T265_02486	TREG1_16780.1
OG0003591	T265_01108	TREG1_81670.1
OG0003593	T265_14611	TREG1_44620.1, TREG1_44620.2, TREG1_44620.3, TREG1_44620.4
OG0003594	T265_15427	TREG1_27800.3, TREG1_27800.1, TREG1_27800.4, TREG1_27800.2
OG0003595	T265_07915	TREG1_118070.1
OG0003596	T265_00838	TREG1_66860.2, TREG1_66860.3, TREG1_66860.1, TREG1_66860.4
OG0003597	T265_14097	TREG1_98920.1
OG0003598	T265_14336	TREG1_51910.1
OG0003599	T265_14959	TREG1_16580.1, TREG1_16580.4, TREG1_16580.2, TREG1_16580.3
OG0003600	T265_05129	TREG1_4010.1, TREG1_4010.2, TREG1_4010.3
OG0003601	T265_07052	TREG1_60150.1, TREG1_60130.1, TREG1_60120.1, TREG1_60140.1
OG0003602	T265_02041	TREG1_85740.3, TREG1_85800.1, TREG1_85740.4
OG0003603	T265_05734	TREG1_95720.1, TREG1_95720.2, TREG1_43440.1, TREG1_95720.3
OG0003605	T265_11576	TREG1_125180.1, TREG1_142720.1, TREG1_142720.2, TREG1_142720.3
OG0003606	T265_10609	TREG1_43560.1
OG0003607	T265_13798	TREG1_21000.1, TREG1_21000.2, TREG1_21000.5, TREG1_21000.3, TREG1_21000.4, TREG1_21000.6
OG0003608	T265_00734	TREG1_44490.1
OG0003609	T265_07040	TREG1_33380.1
OG0003610	T265_05958	TREG1_124230.1, TREG1_49480.1
OG0003611	T265_08091	TREG1_73500.1, TREG1_73520.1
OG0003612	T265_13022, T265_02498	TREG1_84190.1, TREG1_84190.4, TREG1_84190.2, TREG1_84190.3
OG0003613	T265_04789	TREG1_90740.1
OG0003615	T265_04147	TREG1_41690.1, TREG1_41690.2
OG0003616	T265_03030	TREG1_13760.1
OG0003617	T265_03178	TREG1_81300.1
OG0003618	T265_03758	TREG1_58980.1
OG0003619	T265_01591, T265_07717	TREG1_7320.1, TREG1_7320.2
OG0003620	T265_01336	TREG1_70830.1
OG0003620	T265_13102	TREG1_71900.1
OG0003621	T265_01334	TREG1_70810.1
OG0003622	T265_02194	TREG1_99570.1
OG0003623	T265_13109	TREG1_61930.1
OG0003624	T265_09870	TREG1_15210.4, TREG1_15210.5
OG0003625	T265_09174	TREG1_122120.1, TREG1_122120.2
OG0003626	T265_14517	TREG1_117980.1
OG0003627	T265_08254	TREG1_116750.2, TREG1_116750.3, TREG1_116750.4, TREG1_116750.1
OG0003629	T265_01597	TREG1_25480.1
OG0003630	T265_00552	TREG1_45480.3, TREG1_45480.2, TREG1_45480.1
OG0003631	T265_05474	TREG1_108280.1, TREG1_108290.1
OG0003632	T265_01555	TREG1_89280.1, TREG1_89280.2
OG0003633	T265_00479	TREG1_75690.1, TREG1_75710.1, TREG1_75710.2
OG0003634	T265_13087	TREG1_102600.1
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	TREG1_106550.1
OG0003636	T265_14928	TREG1_106800.1, TREG1_106800.2
OG0003637	T265_15655	TREG1_91330.1
OG0003638	T265_05106	TREG1_69680.1
OG0003639	T265_05104, T265_16000	TREG1_69670.1, TREG1_69670.2
OG0003640	T265_01012	TREG1_7380.1
OG0003641	T265_02862	TREG1_100570.1, TREG1_100570.2
OG0003642	T265_12743, T265_01199	TREG1_75940.1
OG0003643	T265_00281	TREG1_104850.1
OG0003645	T265_00160, T265_00162	TREG1_72240.1
OG0003646	T265_03853	TREG1_67610.1
OG0003647	T265_11848, T265_15568	TREG1_23250.1
OG0003648	T265_10268	TREG1_2690.1, TREG1_2730.1
OG0003649	T265_00575	TREG1_44770.1
OG0003650	T265_15117	TREG1_24790.1
