Orthogroup	opisthorchis_viverrini	schistosoma_mansoni
OG0003957	T265_07581	Smp_032060.1
OG0003958	T265_04262	Smp_161960.1
OG0003959	T265_14829	Smp_305770.1
OG0003960	T265_13631	Smp_082620.1
OG0003961	T265_14901, T265_16141	Smp_312610.1, Smp_312620.1
OG0003964	T265_08186	Smp_055900.1
OG0003965	T265_05582	Smp_163550.1
OG0003967	T265_01515, T265_08210	Smp_144070.1
OG0003968	T265_08006	Smp_204380.1
OG0003969	T265_03015	Smp_147090.1
OG0003970	T265_14765	Smp_164080.1
OG0003971	T265_12912	Smp_127520.1
OG0003972	T265_10338	Smp_196790.1
OG0003973	T265_05669	Smp_078110.2, Smp_078110.1
OG0003974	T265_02855	Smp_096910.1
OG0003975	T265_04899, T265_04898	Smp_302140.1
OG0003976	T265_15106	Smp_124030.1
OG0003977	T265_00385	Smp_179940.1
OG0003978	T265_04067	Smp_341120.1
OG0003979	T265_04589	Smp_242800.1, Smp_242800.2
OG0003980	T265_05217	Smp_340220.1
OG0003982	T265_12819	Smp_078730.1
OG0003983	T265_03139	Smp_018430.1
OG0003984	T265_08473	Smp_305070.1, Smp_322930.1
OG0003985	T265_00185	Smp_123610.1
OG0003986	T265_00664	Smp_079760.1
OG0003987	T265_06432	Smp_267280.1
OG0003988	T265_09190	Smp_210810.1, Smp_210810.2
OG0003989	T265_13605	Smp_138030.1
OG0003991	T265_06214	Smp_347610.1
OG0003992	T265_00578	Smp_073280.1
OG0003993	T265_13785	Smp_160700.1
OG0003994	T265_04732	Smp_161360.1
OG0003995	T265_14455	Smp_165660.1
OG0003996	T265_01337	Smp_318910.1
OG0003997	T265_01440	Smp_130600.1
OG0003999	T265_06186	Smp_176090.1
OG0004000	T265_11435	Smp_342690.1, Smp_342690.2
OG0004001	T265_03300	Smp_133660.1
OG0004002	T265_12865	Smp_007970.1
OG0004003	T265_09720	Smp_318970.1
OG0004004	T265_10247	Smp_086900.1
OG0004005	T265_01501	Smp_142670.1
OG0004006	T265_11320	Smp_057090.1
OG0004007	T265_00321	Smp_148830.1
OG0004008	T265_07509	Smp_003130.1
OG0004009	T265_05235	Smp_125300.1
OG0004010	T265_10401	Smp_087760.1
OG0004011	T265_15136	Smp_247600.1, Smp_247600.2
OG0004013	T265_06164	Smp_347390.1
OG0004015	T265_14492	Smp_300790.1, Smp_332960.1
OG0004016	T265_06913	Smp_342830.1
OG0004018	T265_09487	Smp_123190.1
OG0004019	T265_04159	Smp_172250.1
OG0004023	T265_10136	Smp_308270.1
OG0004024	T265_15006	Smp_152350.1
OG0004025	T265_15600	Smp_070310.1
OG0004026	T265_07030	Smp_345580.1
OG0004027	T265_06744, T265_06749	Smp_334290.1
OG0004029	T265_12763	Smp_063040.1
OG0004030	T265_09691	Smp_331820.2, Smp_331820.1
OG0004031	T265_10121	Smp_126690.1
OG0004032	T265_13989	Smp_305720.1
OG0004033	T265_03646	Smp_302450.1, Smp_302480.2, Smp_302480.1
OG0004034	T265_11229	Smp_127160.1
OG0004035	T265_01826	Smp_179560.1
OG0004036	T265_05064	Smp_084610.1
OG0004037	T265_06695	Smp_015710.1
OG0004038	T265_15026	Smp_310600.1, Smp_310580.1
OG0004039	T265_11226	Smp_053230.1
OG0004040	T265_09084	Smp_082860.1
OG0004041	T265_07133	Smp_308370.1
OG0004042	T265_07612	Smp_030010.1
OG0004043	T265_13544	Smp_094950.1
OG0004044	T265_10408	Smp_341680.1
OG0004045	T265_07773	Smp_048660.1
OG0004046	T265_10261	Smp_173550.1
OG0004047	T265_11840	Smp_144250.1
OG0004048	T265_01163	Smp_073880.1
OG0004049	T265_14846	Smp_041390.1
OG0004050	T265_05910	Smp_042110.1
OG0004051	T265_14071	Smp_052330.1
OG0004053	T265_00562	Smp_149480.1
OG0004054	T265_11970, T265_12010	Smp_103560.1, Smp_103560.2
OG0004055	T265_09068	Smp_196110.1
OG0004056	T265_02438	Smp_143460.1
OG0004057	T265_06863	Smp_328060.1, Smp_147350.1
OG0004058	T265_06127	Smp_066900.1
OG0004059	T265_07021	Smp_211130.1
OG0004060	T265_06303	Smp_028340.1
OG0004061	T265_15066	Smp_080840.1
OG0004062	T265_10152	Smp_080850.1
OG0004063	T265_00247	Smp_048520.2, Smp_048520.1
OG0004064	T265_14496	Smp_180000.1, Smp_350050.1
OG0004065	T265_15656	Smp_153560.1, Smp_153560.2
OG0004066	T265_10462	Smp_316580.1
OG0004067	T265_00908, T265_12667	Smp_153500.1
OG0004068	T265_13907	Smp_042680.1
OG0004069	T265_07421	Smp_032720.1
OG0004070	T265_01954, T265_14283	Smp_318470.1
OG0004071	T265_11410	Smp_318000.1, Smp_316640.1
OG0004072	T265_00733	Smp_019280.1
OG0004073	T265_01174	Smp_200240.1, Smp_001000.1
OG0004089	T265_13365	Smp_085640.1
OG0004090	T265_02229, T265_16354	Smp_059600.1
OG0004091	T265_06336	Smp_156150.1
OG0004092	T265_02459	Smp_151100.1
OG0004093	T265_10684	Smp_080180.1
OG0004095	T265_04428	Smp_244250.1
OG0004096	T265_10832	Smp_119110.1
OG0004097	T265_06723	Smp_211280.1
OG0004098	T265_00462	Smp_125460.1
OG0004099	T265_10950	Smp_332830.1
OG0004100	T265_11652	Smp_079240.1
OG0004101	T265_14006	Smp_181180.1, Smp_181180.2
OG0004102	T265_16205	Smp_020590.1
OG0004103	T265_13771	Smp_071020.1
OG0004105	T265_13816	Smp_246710.1
OG0004106	T265_09532	Smp_153090.1
OG0004107	T265_08527	Smp_306230.1, Smp_306230.2
OG0004108	T265_03501	Smp_179180.1
OG0004109	T265_01896	Smp_068100.1
OG0004110	T265_14124	Smp_153920.1
OG0004111	T265_12464	Smp_155810.1
OG0004112	T265_06196, T265_15640	Smp_196030.1
OG0004113	T265_10735	Smp_346480.1
OG0004114	T265_00417	Smp_049010.1
OG0004115	T265_07618	Smp_000070.1
OG0004116	T265_14856	Smp_143940.1
OG0004117	T265_13258	Smp_245370.1
OG0004118	T265_04082	Smp_144210.1
OG0004120	T265_08318	Smp_126110.1
OG0004122	T265_07472	Smp_105360.1
OG0004123	T265_06900	Smp_151320.1
OG0004125	T265_05718	Smp_155790.1
OG0004126	T265_00012	Smp_155860.1
OG0004127	T265_07518	Smp_017640.1
OG0004128	T265_10514, T265_15170	Smp_345350.1
OG0004129	T265_08402	Smp_128200.1
OG0004130	T265_14412	Smp_211170.1
OG0004131	T265_00896	Smp_176040.1
OG0004132	T265_03785	Smp_174700.1
OG0004134	T265_10819	Smp_173760.1
OG0004135	T265_05000	Smp_196620.1
OG0004136	T265_12875	Smp_197690.1
OG0004137	T265_08007	Smp_071390.1
OG0004139	T265_06601	Smp_012930.1
OG0004140	T265_03524	Smp_146120.1
OG0004141	T265_10583	Smp_129810.1
OG0004142	T265_01654	Smp_125640.1
OG0004143	T265_14143	Smp_341330.1
OG0004144	T265_00492	Smp_018940.1
OG0004145	T265_13026	Smp_070780.1
OG0004146	T265_03626	Smp_129010.1
OG0004147	T265_08082	Smp_021750.1
OG0004148	T265_12921	Smp_335120.2, Smp_335120.3, Smp_335120.1
OG0004149	T265_03110	Smp_323380.1, Smp_337410.1
OG0004150	T265_04361	Smp_180380.1
OG0004151	T265_01198	Smp_032640.1
OG0004152	T265_11343	Smp_153490.1
OG0004153	T265_02251	Smp_180260.1, Smp_052630.1
OG0004154	T265_12101, T265_12303	Smp_091010.1
OG0004155	T265_01949, T265_01948	Smp_242140.1
OG0004156	T265_03364	Smp_138760.1
OG0004157	T265_09215	Smp_032490.1
OG0004158	T265_13415	Smp_104680.1
OG0004159	T265_11617, T265_12729	Smp_115340.1
OG0004160	T265_14169	Smp_174370.1
OG0004161	T265_11847	Smp_025100.1
OG0004163	T265_02001	Smp_313210.1
OG0004164	T265_14364	Smp_305740.2, Smp_305740.1
OG0004165	T265_13867, T265_13868, T265_13084	Smp_332490.1
OG0004166	T265_12680	Smp_104790.1
OG0004167	T265_00254	Smp_128440.1
OG0004168	T265_04759	Smp_300370.1, Smp_332780.1
OG0004169	T265_02972	Smp_006550.1
OG0004170	T265_02137	Smp_247540.1
OG0004171	T265_03809	Smp_169990.1
OG0004172	T265_01982	Smp_042270.1
OG0004173	T265_13455	Smp_164950.1
OG0004174	T265_10362	Smp_002100.1
OG0004175	T265_13069	Smp_122960.1
OG0004176	T265_04579	Smp_157750.1
OG0004177	T265_15313	Smp_005260.1, Smp_005260.2
OG0004178	T265_00496, T265_03495	Smp_346440.1
OG0004179	T265_10209	Smp_247710.1
OG0004180	T265_14191	Smp_333600.1
OG0004182	T265_05167	Smp_169780.1
OG0004183	T265_07332, T265_12052	Smp_159620.1
OG0004184	T265_04436	Smp_131940.1
OG0004186	T265_05348	Smp_331490.1
OG0004187	T265_00488	Smp_156390.1, Smp_156390.2
OG0004188	T265_08264	Smp_125660.1
OG0004189	T265_09513	Smp_154490.1
OG0004190	T265_05322	Smp_342330.1
OG0004191	T265_02742	Smp_015090.1
OG0004192	T265_10547, T265_15930	Smp_084090.1
OG0004193	T265_03405, T265_04673, T265_15408	Smp_129230.1
OG0004194	T265_10335	Smp_020450.1, Smp_020450.2
OG0004195	T265_01536	Smp_130450.1
OG0004196	T265_14458	Smp_136150.1
OG0004197	T265_12022	Smp_162940.1
OG0004198	T265_12995, T265_07823, T265_07918	Smp_198800.1, Smp_198800.2
OG0004199	T265_08663	Smp_242670.1
OG0004200	T265_01774	Smp_151060.1
OG0004201	T265_06084, T265_09479	Smp_347380.1
OG0004202	T265_03684, T265_03685	Smp_051280.1
OG0004203	T265_12631, T265_00773	Smp_340190.1
OG0004204	T265_02032	Smp_129360.1
OG0004205	T265_13792	Smp_024380.1
OG0004206	T265_04168	Smp_141440.1
OG0004207	T265_08457	Smp_307600.1
OG0004208	T265_01114	Smp_346790.1
OG0004209	T265_13711	Smp_131230.1
OG0004210	T265_03536	Smp_133110.1
OG0004211	T265_00155	Smp_142410.1
OG0004212	T265_00100	Smp_154870.1
OG0004213	T265_04868	Smp_134020.1
OG0004214	T265_06274	Smp_006340.1
OG0004215	T265_01930	Smp_031950.1
OG0004216	T265_13413, T265_04100	Smp_247220.1
OG0004217	T265_05223	Smp_144660.1
OG0004218	T265_08377	Smp_174300.1, Smp_318660.1, Smp_318660.2
OG0004219	T265_05546, T265_13633	Smp_026320.1
OG0004220	T265_07270, T265_12389	Smp_304380.1
OG0004221	T265_03844	Smp_086910.1
OG0004222	T265_14986	Smp_004480.1, Smp_004480.2
OG0004223	T265_02554	Smp_052780.1
OG0004224	T265_01425	Smp_129120.1
OG0004225	T265_00292	Smp_311050.1
OG0004226	T265_09575	Smp_055400.1
OG0004227	T265_03194	Smp_157160.1
OG0004228	T265_01144, T265_01143	Smp_181230.1
OG0004229	T265_03264, T265_16209	Smp_162040.1
OG0004230	T265_07108	Smp_344510.1
OG0004231	T265_12636	Smp_312990.1
OG0004232	T265_05930	Smp_327970.1
OG0004233	T265_13865	Smp_337550.1
OG0004234	T265_12465	Smp_001030.1
OG0004235	T265_14099	Smp_078920.1
OG0004236	T265_01977	Smp_142780.1
OG0004237	T265_06373	Smp_163880.1
OG0004238	T265_00784	Smp_316180.1
OG0004239	T265_13992	Smp_332900.1
OG0004241	T265_07689	Smp_074900.1
OG0004242	T265_00138	Smp_199100.1
OG0004243	T265_12892, T265_16162	Smp_105020.1
OG0004244	T265_00600	Smp_314500.1
OG0004245	T265_11640	Smp_179350.1
OG0004246	T265_06470, T265_09579, T265_16156	Smp_162000.1
OG0004247	T265_06897	Smp_174880.1
OG0004248	T265_14621	Smp_307270.1
OG0004249	T265_07754	Smp_335710.1, Smp_201220.1
OG0004250	T265_04820	Smp_127870.1, Smp_127870.2
OG0004251	T265_07428	Smp_032770.1
OG0004252	T265_12488	Smp_332500.1
OG0004253	T265_14369	Smp_149430.1
OG0004255	T265_00684, T265_15948	Smp_028140.1
OG0004256	T265_13382	Smp_135890.1
OG0004257	T265_02520	Smp_123530.1
OG0004258	T265_00828	Smp_082800.1
OG0004259	T265_00918	Smp_163930.1
OG0004260	T265_07402	Smp_031710.1
OG0004261	T265_07403	Smp_139360.1, Smp_139360.2
OG0004263	T265_09541	Smp_123710.1
OG0004264	T265_02831	Smp_155590.1
OG0004265	T265_00766	Smp_341100.1
OG0004266	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742	Smp_342260.1, Smp_342260.2
OG0004267	T265_03761	Smp_124020.1
OG0004268	T265_02591	Smp_148010.1
OG0004269	T265_03337	Smp_210070.1
OG0004270	T265_08609	Smp_340090.1
OG0004271	T265_10621	Smp_045650.1
OG0004272	T265_04858, T265_16027	Smp_344190.1
OG0004273	T265_03812	Smp_158670.1
OG0004274	T265_05101	Smp_146340.1
OG0004275	T265_08072, T265_08073	Smp_023940.1, Smp_023940.2
OG0004276	T265_06678	Smp_139720.1
OG0004277	T265_14711	Smp_214170.1, Smp_214170.3, Smp_214170.2
OG0004278	T265_07590	Smp_212230.1
OG0004279	T265_07574	Smp_164990.1
OG0004280	T265_02371	Smp_056860.1
OG0004281	T265_09092	Smp_041830.1
OG0004282	T265_13240, T265_13239	Smp_133370.1
OG0004283	T265_02577	Smp_148130.1
OG0004284	T265_13398, T265_13399	Smp_170380.1
OG0004285	T265_03067	Smp_141820.1
OG0004286	T265_13630	Smp_065150.1
OG0004287	T265_04119	Smp_135100.1
OG0004289	T265_08650	Smp_247240.1
OG0004290	T265_03928	Smp_074870.1
OG0004291	T265_03995	Smp_319100.1, Smp_319100.2
OG0004292	T265_03994	Smp_319110.1
OG0004293	T265_00076	Smp_137090.1
OG0004294	T265_04913	Smp_213080.1
OG0004295	T265_09561	Smp_340390.1
OG0004296	T265_00910	Smp_135350.1
OG0004297	T265_05195	Smp_139600.1
OG0004298	T265_06726	Smp_211270.1
OG0004299	T265_02153	Smp_214350.1
OG0004300	T265_09166, T265_09165, T265_16103	Smp_140610.1
OG0004301	T265_12658	Smp_074700.2, Smp_074700.1
OG0004302	T265_12759	Smp_135480.1
OG0004303	T265_05050	Smp_172130.1
OG0004304	T265_09066, T265_09067	Smp_075470.1
OG0004306	T265_14389	Smp_012750.1, Smp_012750.2
OG0004307	T265_07091	Smp_246160.1
OG0004308	T265_15639, T265_15910	Smp_151480.1
OG0004309	T265_08363	Smp_126470.1
OG0004310	T265_00068	Smp_021290.1
OG0004311	T265_00195	Smp_303350.1, Smp_323350.1, Smp_323330.1, Smp_323360.1
OG0004312	T265_03644	Smp_059820.1
OG0004313	T265_14003	Smp_043200.1
OG0004314	T265_11633	Smp_342400.1
OG0004315	T265_13857	Smp_046550.1
OG0004316	T265_12691	Smp_011720.1
OG0004318	T265_02511	Smp_210900.1, Smp_210900.2
OG0004319	T265_12869	Smp_115450.1
OG0004320	T265_09218	Smp_171370.1
OG0004321	T265_04863	Smp_053140.1
OG0004322	T265_01934	Smp_175430.1
OG0004323	T265_13815	Smp_047090.1
OG0004324	T265_08039	Smp_157080.1
OG0004325	T265_09287	Smp_210680.1
OG0004326	T265_16321, T265_15683	Smp_078090.1
OG0004327	T265_13529	Smp_028930.1, Smp_028930.2
OG0004328	T265_08251	Smp_127310.1
OG0004329	T265_07429	Smp_179650.1
OG0004330	T265_07520	Smp_009520.1
OG0004331	T265_08583	Smp_335210.1
OG0004332	T265_08048	Smp_144360.1
OG0004333	T265_07319	Smp_062640.1
OG0004334	T265_13287	Smp_068760.1
OG0004335	T265_13902	Smp_053510.1
OG0004337	T265_05996	Smp_164190.1
OG0004338	T265_07735	Smp_059540.1
OG0004340	T265_12180	Smp_203630.1
OG0004343	T265_10481	Smp_314310.1
OG0004344	T265_15586	Smp_083450.1
OG0004345	T265_00497	Smp_098890.1, Smp_098890.2
OG0004346	T265_04805, T265_04806	Smp_138010.1
OG0004347	T265_07467, T265_11425	Smp_323430.1, Smp_323430.2
OG0004348	T265_08541	Smp_104890.1
OG0004349	T265_10618	Smp_130630.3, Smp_130630.1, Smp_130630.2
OG0004350	T265_12478	Smp_157870.1
OG0004367	T265_13444, T265_13445, T265_16226	Smp_177020.1
OG0004368	T265_04580	Smp_065890.1
OG0004369	T265_07137	Smp_154600.1
OG0004370	T265_04372	Smp_130470.1, Smp_130470.2
OG0004371	T265_00707	Smp_073200.1
OG0004372	T265_14989	Smp_306800.1
OG0004373	T265_09183	Smp_038700.1
OG0004374	T265_04911	Smp_245580.1
OG0004375	T265_11369, T265_16062	Smp_196400.1
OG0004377	T265_10990	Smp_341930.1
OG0004378	T265_15312	Smp_341300.2, Smp_341300.1
OG0004379	T265_06970	Smp_056780.1
OG0004380	T265_03447	Smp_096290.1
OG0004381	T265_07443, T265_07444	Smp_162760.1
OG0004382	T265_04753	Smp_061680.1
OG0004383	T265_05836	Smp_168350.1, Smp_010160.1
OG0004384	T265_03876	Smp_337220.1
OG0004385	T265_09252	Smp_093310.1
OG0004386	T265_14489, T265_14490	Smp_332270.1
OG0004387	T265_13593	Smp_340780.1
OG0004388	T265_14601	Smp_061500.1, Smp_037930.1
OG0004389	T265_01754	Smp_149180.1
OG0004390	T265_06077	Smp_341840.1
OG0004391	T265_01540	Smp_008320.1
OG0004392	T265_15643	Smp_035410.1
OG0004393	T265_00797	Smp_043130.1
OG0004394	T265_11153	Smp_103470.1
OG0004395	T265_10665	Smp_145680.1
OG0004396	T265_15433	Smp_100080.1
OG0004397	T265_13023	Smp_103710.1
OG0004398	T265_00820	Smp_143220.1
OG0004399	T265_10345	Smp_152390.1
OG0004400	T265_13708	Smp_147070.1
OG0004402	T265_06469	Smp_337040.1
OG0004403	T265_01203	Smp_147790.1
OG0004404	T265_06860	Smp_245670.1
OG0004405	T265_00927, T265_03188	Smp_032280.1
OG0004407	T265_12623	Smp_132730.1
OG0004408	T265_13847	Smp_344760.1
OG0004409	T265_11825	Smp_019130.1
OG0004410	T265_07080	Smp_127740.1
OG0004411	T265_04148	Smp_151380.1
OG0004412	T265_03591	Smp_013870.1
OG0004413	T265_05754, T265_13849	Smp_334790.1
OG0004414	T265_10040	Smp_171460.1
OG0004415	T265_12859	Smp_343960.1
OG0004416	T265_03029	Smp_055870.1, Smp_055870.2
OG0004417	T265_12785	Smp_000340.1
OG0004418	T265_13456	Smp_319810.1
OG0004419	T265_08279, T265_15898	Smp_242830.1
OG0004421	T265_02861	Smp_004160.1
OG0004422	T265_08954	Smp_057650.1
OG0004423	T265_06122	Smp_128870.1
OG0004424	T265_13720	Smp_181270.1
OG0004425	T265_04834, T265_04836	Smp_300490.1
OG0004426	T265_12565	Smp_018930.1
OG0004428	T265_12639	Smp_131450.1, Smp_027610.1
OG0004429	T265_11404	Smp_121660.1
OG0004431	T265_02798	Smp_052640.1
OG0004432	T265_16326, T265_05667	Smp_031680.1
OG0004433	T265_09965	Smp_126450.1
OG0004434	T265_05019	Smp_041050.1
OG0004435	T265_13267, T265_03480, T265_13268	Smp_139200.1
OG0004436	T265_11424	Smp_168170.1
OG0004437	T265_03537	Smp_093630.1
OG0004438	T265_13276	Smp_213960.1
OG0004439	T265_13988	Smp_244490.1
OG0004440	T265_04525	Smp_073500.1
OG0004441	T265_01605	Smp_244650.1
OG0004442	T265_10594	Smp_000640.1
OG0004443	T265_08855	Smp_028120.1
OG0004444	T265_02140	Smp_157300.1
OG0004445	T265_12417	Smp_157290.1
OG0004446	T265_13958	Smp_304720.1
OG0004447	T265_02322	Smp_036130.1
OG0004448	T265_14924	Smp_212180.1
OG0004449	T265_10708	Smp_033930.1
OG0004450	T265_09027	Smp_312900.1
OG0004451	T265_10083	Smp_090860.1
OG0004452	T265_00171	Smp_149050.1
OG0004453	T265_09265	Smp_003230.1
OG0004454	T265_07675	Smp_246540.1
OG0004455	T265_09991	Smp_212380.1
OG0004456	T265_09418	Smp_056350.1
OG0004457	T265_11258	Smp_198170.1, Smp_042700.1
OG0004458	T265_14964	Smp_332580.1
OG0004460	T265_11483, T265_08871	Smp_137920.1
OG0004461	T265_08622	Smp_103540.1
OG0004462	T265_01147	Smp_013070.1
OG0004463	T265_13953, T265_13954	Smp_079420.1
OG0004465	T265_14290	Smp_328410.1, Smp_047440.1
OG0004466	T265_11006	Smp_083030.1
OG0004467	T265_14305	Smp_128860.1
OG0004468	T265_00701	Smp_006810.1
OG0004469	T265_13805	Smp_210970.1
OG0004470	T265_01307	Smp_245520.2, Smp_245520.1, Smp_245520.3
OG0004472	T265_04362	Smp_104270.1
OG0004473	T265_07432	Smp_071890.1
OG0004474	T265_09002	Smp_059350.1
OG0004475	T265_04532	Smp_154370.1
OG0004477	T265_14721	Smp_006720.1
OG0004479	T265_03867, T265_08533	Smp_162360.1
OG0004480	T265_12483, T265_12482	Smp_157830.1
OG0004481	T265_10730	Smp_013690.1
OG0004482	T265_03580	Smp_146640.1
OG0004484	T265_05087	Smp_154910.1
OG0004485	T265_03320	Smp_025160.1, Smp_025160.3, Smp_025160.2
OG0004486	T265_13336	Smp_158610.1
OG0004487	T265_03734	Smp_160490.1
OG0004488	T265_04950	Smp_138240.1
OG0004489	T265_08117	Smp_210480.2, Smp_210480.1, Smp_210480.3, Smp_210480.4
OG0004490	T265_03946, T265_13362	Smp_341890.1
OG0004491	T265_12534, T265_12535, T265_12536	Smp_064040.1
OG0004492	T265_00970	Smp_212060.1
OG0004493	T265_06199	Smp_306710.1, Smp_306720.1
OG0004494	T265_08667	Smp_167430.1
OG0004496	T265_09664	Smp_047610.1
OG0004497	T265_10097	Smp_210080.1
OG0004498	T265_04607	Smp_125130.1
OG0004499	T265_06774	Smp_105180.1, Smp_105180.2
OG0004500	T265_08791	Smp_055340.1
OG0004501	T265_14292	Smp_145110.1
OG0004502	T265_15025	Smp_124710.1
OG0004503	T265_13058	Smp_247940.1
OG0004504	T265_10327	Smp_024110.1
OG0004505	T265_13504, T265_04385	Smp_170020.1
OG0004506	T265_02272	Smp_032310.1
OG0004507	T265_13685	Smp_340770.1
OG0004508	T265_05808, T265_16073	Smp_245960.1
OG0004510	T265_11156	Smp_172660.1
OG0004512	T265_14100	Smp_125260.1
OG0004513	T265_14177, T265_14176	Smp_159090.1
OG0004515	T265_00387	Smp_176850.1
OG0004516	T265_11621	Smp_204230.1
OG0004517	T265_06154	Smp_029750.1
OG0004519	T265_06715	Smp_138770.1
OG0004520	T265_03921, T265_03919	Smp_030150.1
OG0004521	T265_14748	Smp_147360.1
OG0004522	T265_09889	Smp_135160.1
OG0004523	T265_07924	Smp_152670.1
OG0004525	T265_04737	Smp_143350.1
OG0004526	T265_13132	Smp_245540.1, Smp_245540.2
OG0004527	T265_03281	Smp_055670.1
OG0004528	T265_10736	Smp_152220.1
OG0004529	T265_11373	Smp_213110.1
OG0004530	T265_00215	Smp_079220.1, Smp_348850.1
OG0004531	T265_06750	Smp_096720.1
OG0004532	T265_12447	Smp_050570.1, Smp_050570.2
OG0004534	T265_02603	Smp_019430.1
OG0004536	T265_06738	Smp_246380.1
OG0004538	T265_03134	Smp_333720.1
OG0004539	T265_14033	Smp_066430.1
OG0004540	T265_05682	Smp_003630.1
OG0004541	T265_07493	Smp_150960.1
OG0004542	T265_13535	Smp_343170.1, Smp_343170.2
OG0004543	T265_00348	Smp_021910.1
OG0004544	T265_10441	Smp_134100.1
OG0004545	T265_07461	Smp_347170.1
OG0004546	T265_03954	Smp_087340.1
OG0004547	T265_09032	Smp_150090.2, Smp_150090.3, Smp_150090.1
OG0004548	T265_13381	Smp_079560.1, Smp_054840.1
OG0004549	T265_14749	Smp_046980.1
OG0004550	T265_14774	Smp_344160.1
OG0004551	T265_14705	Smp_346680.1, Smp_346680.2
OG0004552	T265_09562	Smp_322270.1, Smp_022540.1
OG0004553	T265_04689, T265_12387	Smp_144160.1
OG0004555	T265_08946	Smp_104470.1
OG0004556	T265_12572	Smp_326400.1
OG0004557	T265_09315	Smp_145580.1
OG0004558	T265_01776, T265_12862	Smp_027400.1
OG0004559	T265_11588	Smp_056200.1
OG0004560	T265_13955	Smp_158360.1
OG0004561	T265_02538	Smp_132330.1
OG0004562	T265_09271	Smp_243900.1
OG0004563	T265_00342	Smp_069220.1
OG0004564	T265_07297	Smp_131400.1
OG0004565	T265_01705	Smp_039980.1
OG0004567	T265_03369	Smp_073340.1
OG0004568	T265_04260	Smp_035270.1
OG0004569	T265_11940	Smp_176370.1
OG0004570	T265_00053	Smp_212560.1
OG0004573	T265_08189	Smp_145350.1
OG0004574	T265_02839	Smp_162960.1
OG0004575	T265_08061, T265_16002	Smp_337630.1
OG0004576	T265_13835	Smp_328690.1
OG0004577	T265_12450	Smp_070110.1
OG0004578	T265_00921	Smp_243840.1
OG0004579	T265_04793	Smp_079730.1
OG0004580	T265_04013	Smp_105040.1
OG0004581	T265_13948	Smp_166280.1
OG0004583	T265_11684	Smp_007170.1
OG0004584	T265_09663	Smp_053560.1
OG0004585	T265_14622	Smp_173120.1
OG0004586	T265_00866	Smp_244020.1
OG0004587	T265_12537	Smp_334130.1
OG0004588	T265_13405	Smp_095680.1
OG0004589	T265_14238, T265_14239	Smp_175930.1
OG0004591	T265_13957	Smp_333070.1
OG0004592	T265_15234	Smp_086710.1
OG0004593	T265_13820	Smp_173110.2, Smp_173110.1
OG0004594	T265_00325	Smp_058880.1
OG0004595	T265_15151	Smp_051320.1
OG0004596	T265_05627	Smp_246520.1, Smp_326150.1
OG0004597	T265_06843	Smp_066670.1
OG0004598	T265_08500	Smp_152790.1
OG0004599	T265_09074	Smp_305400.1
OG0004600	T265_15079, T265_15080	Smp_332720.1
OG0004602	T265_07072	Smp_181150.1
OG0004603	T265_02900	Smp_133620.1
OG0004604	T265_05490, T265_05491	Smp_163000.1, Smp_324310.1
OG0004605	T265_09718	Smp_327930.1
OG0004608	T265_10872	Smp_025380.1
OG0004609	T265_03224	Smp_212870.1, Smp_212860.1
OG0004610	T265_00426	Smp_150610.1
OG0004611	T265_14872	Smp_013440.1
OG0004613	T265_04302	Smp_127120.1
OG0004614	T265_08903	Smp_097020.1
OG0004616	T265_10027	Smp_186560.1
OG0004617	T265_02430, T265_07928	Smp_153340.1
OG0004618	T265_01549	Smp_209030.1
OG0004619	T265_05896	Smp_102920.1, Smp_102920.2
OG0004620	T265_03272	Smp_210790.1
OG0004621	T265_01584, T265_02751	Smp_301050.1, Smp_301050.2
OG0004623	T265_12580, T265_15982	Smp_345230.1
OG0004624	T265_12062	Smp_103990.1
OG0004625	T265_11625, T265_11626	Smp_000700.1
OG0004626	T265_03800	Smp_154080.1, Smp_154080.2
OG0004627	T265_13585	Smp_172160.1
OG0004628	T265_09729	Smp_124840.1
OG0004629	T265_07328	Smp_149240.1
OG0004630	T265_11138	Smp_127750.1
OG0004631	T265_07018	Smp_026300.1, Smp_026300.2
OG0004632	T265_01383	Smp_341880.1
OG0004633	T265_00865	Smp_335730.1
OG0004634	T265_04772	Smp_142010.1
OG0004635	T265_03308	Smp_128170.1
OG0004636	T265_14222	Smp_244430.1
OG0004637	T265_08267	Smp_129970.1
OG0004638	T265_06290	Smp_079910.1
OG0004639	T265_02403	Smp_020800.1, Smp_020800.2
OG0004641	T265_00827	Smp_009560.1
