Orthogroup	opisthorchis_viverrini	schistosoma_japonicum
OG0003195	T265_15661	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3
OG0003196	T265_01121	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4
OG0003197	T265_14545	EWB00_001440
OG0003198	T265_05273	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1
OG0003199	T265_08967	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3
OG0003200	T265_13485	EWB00_009487
OG0003201	T265_10050	EWB00_009360
OG0003203	T265_08385	EWB00_003179
OG0003204	T265_14093	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2
OG0003205	T265_14205	EWB00_004334
OG0003206	T265_06903	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2
OG0003208	T265_12719, T265_01116, T265_02116	EWB00_006264
OG0003210	T265_15007, T265_15334	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2
OG0003211	T265_11261, T265_15387	EWB00_001368.1, EWB00_001368.2
OG0003212	T265_00230	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3
OG0003213	T265_10936	EWB00_002935
OG0003214	T265_02512	EWB00_009437
OG0003215	T265_11178, T265_11179	EWB00_003063
OG0003216	T265_09762	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3
OG0003217	T265_02011	EWB00_011333
OG0003218	T265_08129	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264
OG0003222	T265_15508	EWB00_010347.1, EWB00_010347.2
OG0003223	T265_07346	EWB00_001955, EWB00_001956
OG0003224	T265_01519	EWB00_004395
OG0003226	T265_04588, T265_06369	EWB00_003709.1, EWB00_003709.2
OG0003227	T265_15188	EWB00_011155.1, EWB00_011155.2
OG0003228	T265_05344	EWB00_007532
OG0003229	T265_01945	EWB00_010966, EWB00_010965
OG0003230	T265_03970	EWB00_002077.1, EWB00_002077.2
OG0003232	T265_11465	EWB00_005539
OG0003233	T265_15043	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3
OG0003234	T265_08452	EWB00_000234, EWB00_000823
OG0003235	T265_03407	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3
OG0003237	T265_01039	EWB00_004234.1, EWB00_004234.2
OG0003238	T265_00665	EWB00_010483
OG0003239	T265_05841, T265_11592	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7
OG0003240	T265_09874	EWB00_008701.2, EWB00_008701.4, EWB00_008701.1, EWB00_008701.3
OG0003241	T265_08313	EWB00_009123.1, EWB00_009123.2
OG0003242	T265_08090, T265_12218	EWB00_010668.1, EWB00_010668.2
OG0003243	T265_01389	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6
OG0003244	T265_14655	EWB00_005396
OG0003245	T265_05102	EWB00_006500
OG0003246	T265_04347	EWB00_003082.1, EWB00_003082.2
OG0003247	T265_15668	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2
OG0003249	T265_02516	EWB00_010444
OG0003250	T265_00815	EWB00_007922
OG0003251	T265_15132	EWB00_005287.1, EWB00_005287.2
OG0003252	T265_07596	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4
OG0003253	T265_04761	EWB00_006924
OG0003254	T265_04181	EWB00_008914
OG0003255	T265_08975, T265_08976	EWB00_005870
OG0003256	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563	EWB00_002182
OG0003257	T265_09512	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2
OG0003258	T265_13426, T265_16113	EWB00_001796
OG0003259	T265_04248	EWB00_007061
OG0003260	T265_07096	EWB00_010180
OG0003261	T265_13387	EWB00_003383.1
OG0003263	T265_11723	EWB00_006341, EWB00_006342
OG0003264	T265_14781	EWB00_004804
OG0003265	T265_14465	EWB00_005737.1, EWB00_005737.2
OG0003266	T265_00355	EWB00_008682.1, EWB00_008682.2
OG0003267	T265_11130	EWB00_002529.1, EWB00_002529.2
OG0003268	T265_10845	EWB00_008258.1, EWB00_008258.2
OG0003269	T265_02226	EWB00_010993.1, EWB00_010993.2
OG0003270	T265_05629	EWB00_005906
OG0003271	T265_00964	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8
OG0003273	T265_08347	EWB00_001726
OG0003275	T265_15417	EWB00_001108.1
OG0003276	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626	EWB00_006584
OG0003277	T265_14638	EWB00_002907.1, EWB00_002907.2
OG0003278	T265_11305	EWB00_005170
OG0003279	T265_15092	EWB00_003837.1, EWB00_003837.2
OG0003280	T265_00283, T265_07565	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5
OG0003281	T265_05670, T265_16020	EWB00_011205.1, EWB00_011205.2
OG0003282	T265_05807	EWB00_010653
OG0003283	T265_14849	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4
OG0003284	T265_10799	EWB00_011299
OG0003285	T265_10409	EWB00_007543.1, EWB00_007543.2
OG0003286	T265_14579	EWB00_009842
OG0003287	T265_11152	EWB00_010374.1, EWB00_010374.2
OG0003288	T265_03913, T265_15951	EWB00_009774
OG0003289	T265_14827, T265_14826	EWB00_002694
OG0003290	T265_11160	EWB00_009496.1, EWB00_009496.2, EWB00_009496.3
OG0003291	T265_10834	EWB00_000053.1, EWB00_000053.2
OG0003292	T265_04681	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6
OG0003293	T265_05415	EWB00_007013
OG0003294	T265_08998	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3
OG0003297	T265_11733	EWB00_006546.1, EWB00_006546.2
OG0003298	T265_00463	EWB00_004029
OG0003299	T265_07321	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3
OG0003302	T265_14440	EWB00_008838
OG0003303	T265_03311	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4
OG0003304	T265_09145	EWB00_007783.1, EWB00_007783.2
OG0003305	T265_00774	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3
OG0003306	T265_14129	EWB00_007821
OG0003307	T265_11890	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8
OG0003310	T265_12760	EWB00_010716
OG0003313	T265_02811	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176
OG0003315	T265_01927	EWB00_007856.1, EWB00_007856.2
OG0003318	T265_03220, T265_08727	EWB00_009257, EWB00_000638
OG0003319	T265_08722	EWB00_003912, EWB00_003911.1, EWB00_003911.2
OG0003320	T265_14787	EWB00_003563
OG0003326	T265_12115	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2
OG0003327	T265_12021	EWB00_003890
OG0003328	T265_03597	EWB00_011026
OG0003329	T265_13725	EWB00_000558
OG0003330	T265_05098	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2
OG0003331	T265_11448	EWB00_009188
OG0003332	T265_14609	EWB00_011211
OG0003334	T265_07042	EWB00_003319.1, EWB00_003319.2
OG0003335	T265_10561, T265_15187	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3
OG0003336	T265_08134	EWB00_001160.1, EWB00_001160.2
OG0003338	T265_06648	EWB00_007637
OG0003339	T265_06302	EWB00_010227
OG0003340	T265_13297	EWB00_004593
OG0003341	T265_07155	EWB00_006222.1, EWB00_006222.2
OG0003342	T265_10319	EWB00_002304.1, EWB00_002304.2
OG0003343	T265_08839	EWB00_007216.1, EWB00_007216.2
OG0003344	T265_05994	EWB00_001539
OG0003345	T265_13591	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	T265_15325	EWB00_000978
OG0003348	T265_00384	EWB00_005383
OG0003349	T265_14676	EWB00_007466
OG0003350	T265_14476	EWB00_010089.1, EWB00_010089.2
OG0003352	T265_15477	EWB00_006734.2, EWB00_006734.1
OG0003354	T265_14200	EWB00_007009
OG0003355	T265_14583, T265_15801, T265_08484	EWB00_010054
OG0003357	T265_04123, T265_15449	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003361	T265_01606	EWB00_010359
OG0003362	T265_06343, T265_08886	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1
OG0003363	T265_00732	EWB00_002198
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	EWB00_001339.1, EWB00_001339.2
OG0003365	T265_03679	EWB00_001048
OG0003366	T265_01582	EWB00_011157
OG0003368	T265_14328	EWB00_007696
OG0003369	T265_03934	EWB00_000917.1, EWB00_000917.2
OG0003370	T265_14039	EWB00_005111
OG0003371	T265_14624	EWB00_010802.1, EWB00_010802.2
OG0003372	T265_13073, T265_02731	EWB00_003039
OG0003373	T265_10074	EWB00_004807
OG0003374	T265_16374, T265_16007, T265_04840	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	T265_04061	EWB00_009163
OG0003376	T265_13274	EWB00_010756.1, EWB00_010756.2
OG0003378	T265_07106	EWB00_008958, EWB00_004512
OG0003379	T265_05624	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3
OG0003381	T265_00289	EWB00_011174
OG0003382	T265_00092	EWB00_008654.1, EWB00_008654.2
OG0003383	T265_15451	EWB00_002567
OG0003384	T265_13386	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	T265_14270	EWB00_006712
OG0003386	T265_03433	EWB00_003506.1, EWB00_003506.2
OG0003389	T265_12547	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	T265_00408	EWB00_003379
OG0003391	T265_04030, T265_15014	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	T265_02148	EWB00_003808, EWB00_003810
OG0003393	T265_13519, T265_15813	EWB00_005947.1, EWB00_005947.2
OG0003394	T265_07062	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	T265_12933	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	T265_11318, T265_11884	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	T265_03419, T265_06176, T265_06175	EWB00_002407
OG0003398	T265_07278	EWB00_008514.1, EWB00_008514.2
OG0003400	T265_15283, T265_15284	EWB00_006634
OG0003401	T265_05806	EWB00_002124
OG0003402	T265_03694, T265_16284	EWB00_006448.1, EWB00_006448.2
OG0003403	T265_04283, T265_04284	EWB00_004423
OG0003404	T265_11259	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3
OG0003405	T265_00061, T265_05780, T265_08607	EWB00_010805
OG0003406	T265_14439	EWB00_007774.1, EWB00_007774.2
OG0003407	T265_06019	EWB00_009604.1, EWB00_009604.2
OG0003408	T265_13309	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3
OG0003409	T265_10546	EWB00_006521
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	EWB00_010097, EWB00_010096
OG0003411	T265_13041	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3
OG0003412	T265_01015	EWB00_008272
OG0003414	T265_09732	EWB00_006156
OG0003415	T265_09033	EWB00_002257
OG0003416	T265_12733	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3
OG0003417	T265_06775	EWB00_005253.1, EWB00_005253.2
OG0003418	T265_03567	EWB00_008966.1, EWB00_008966.2
OG0003419	T265_12633	EWB00_010931.1, EWB00_010931.2
OG0003420	T265_08302	EWB00_004367.2, EWB00_004367.1
OG0003422	T265_03968	EWB00_002075.1, EWB00_002075.2
OG0003423	T265_03199, T265_13186	EWB00_004586
OG0003424	T265_11767	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2
OG0003425	T265_10927	EWB00_001350
OG0003426	T265_05174	EWB00_008880
OG0003427	T265_09674	EWB00_001006, EWB00_001002, EWB00_001005
OG0003428	T265_04653	EWB00_008956
OG0003429	T265_05909	EWB00_004576.1, EWB00_004576.2
OG0003430	T265_07448	EWB00_002024
OG0003431	T265_14276	EWB00_002523, EWB00_002522
OG0003432	T265_02200	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2
OG0003433	T265_14247	EWB00_009567.1, EWB00_009567.2
OG0003434	T265_13606	EWB00_011165
OG0003435	T265_13575	EWB00_005618.1, EWB00_005618.2
OG0003436	T265_14841	EWB00_004421
OG0003437	T265_11777	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2
OG0003438	T265_13978	EWB00_007438
OG0003439	T265_03706	EWB00_002383
OG0003440	T265_12653	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	EWB00_005009.1, EWB00_005009.2
OG0003442	T265_10526, T265_07654	EWB00_008350.1, EWB00_008350.2
OG0003443	T265_13942	EWB00_011244.1, EWB00_011244.2
OG0003444	T265_14726	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3
OG0003445	T265_07143	EWB00_008285
OG0003446	T265_04504	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2
OG0003447	T265_14249	EWB00_006310.1, EWB00_006310.2
OG0003448	T265_10023	EWB00_001621
OG0003449	T265_09851	EWB00_001622.1, EWB00_001622.2
OG0003450	T265_12574	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2
OG0003451	T265_04969	EWB00_008644, EWB00_008643
OG0003452	T265_08005	EWB00_008669
OG0003453	T265_04993	EWB00_009555.1, EWB00_009555.2
OG0003454	T265_14193	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3
OG0003456	T265_05545	EWB00_008836
OG0003457	T265_09480, T265_16051	EWB00_003158
OG0003458	T265_00691	EWB00_006194
OG0003459	T265_07450	EWB00_010922
OG0003460	T265_04726	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003461	T265_12975	EWB00_007307.2, EWB00_007307.1
OG0003462	T265_02574	EWB00_006148
OG0003463	T265_10283, T265_10285	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	T265_02038	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003467	T265_14975, T265_09848	EWB00_002014, EWB00_002015
OG0003468	T265_12594	EWB00_008929.1, EWB00_008929.2
OG0003469	T265_08823	EWB00_005218
OG0003470	T265_11547, T265_11549	EWB00_006821
OG0003471	T265_11489	EWB00_000172.1, EWB00_000172.2, EWB00_000172.3, EWB00_000172.4
OG0003472	T265_15369	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	T265_12937	EWB00_004571, EWB00_004572
OG0003474	T265_02823	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	T265_09374	EWB00_001085.1, EWB00_001085.2
OG0003476	T265_09472, T265_12155	EWB00_006402.1, EWB00_006402.2
OG0003477	T265_01902	EWB00_011377
OG0003478	T265_08469	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	T265_13318	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	T265_09876, T265_14913	EWB00_006233.1, EWB00_006233.2
OG0003482	T265_05343	EWB00_007533
OG0003483	T265_13053	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	T265_06650	EWB00_004846
OG0003485	T265_13645, T265_13644	EWB00_009592, EWB00_009595
OG0003486	T265_13646	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	T265_08087, T265_10196	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003488	T265_09073	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3
OG0003489	T265_00323	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	T265_03113	EWB00_003071.1, EWB00_003071.2
OG0003491	T265_04324	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	T265_02536	EWB00_011348, EWB00_011347
OG0003493	T265_11233	EWB00_003175
OG0003494	T265_08759	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
OG0003495	T265_04558	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2
OG0003496	T265_02588	EWB00_005978.1, EWB00_005978.2
OG0003497	T265_00036	EWB00_000438, EWB00_003786
OG0003498	T265_02133	EWB00_009347.1, EWB00_009347.2
OG0003500	T265_07015	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3
OG0003501	T265_10024	EWB00_008240.1, EWB00_008240.2
OG0003502	T265_13592	EWB00_009443
OG0003503	T265_13487	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5
OG0003505	T265_12248, T265_00127, T265_16214	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4
OG0003507	T265_04937	EWB00_004827, EWB00_010540
OG0003508	T265_02519	EWB00_003644
OG0003509	T265_15081	EWB00_000031
OG0003510	T265_09042	EWB00_005690
OG0003511	T265_13027	EWB00_008714
OG0003512	T265_11328	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4
OG0003513	T265_09089	EWB00_007160
OG0003515	T265_06621	EWB00_004772.1, EWB00_004772.2
OG0003516	T265_10171	EWB00_010609
OG0003517	T265_06615	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5
OG0003518	T265_08612	EWB00_005278.1, EWB00_005278.2
OG0003519	T265_05628	EWB00_007709.1, EWB00_007709.2
OG0003520	T265_01815	EWB00_005566
OG0003521	T265_04411	EWB00_009438
OG0003522	T265_13909	EWB00_007484
OG0003523	T265_01345	EWB00_000743
OG0003524	T265_00504	EWB00_004011
OG0003525	T265_01893, T265_08418	EWB00_007344
OG0003526	T265_08334	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4
OG0003527	T265_11499, T265_16069	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3
OG0003528	T265_11428	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3
OG0003529	T265_15692, T265_15691	EWB00_003232
OG0003530	T265_01532	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3
OG0003531	T265_04537	EWB00_009491
OG0003532	T265_15073, T265_10184	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8
OG0003533	T265_08083	EWB00_010709
OG0003534	T265_14367	EWB00_000325
OG0003535	T265_13748, T265_13749	EWB00_006668
OG0003536	T265_03943	EWB00_011353
OG0003537	T265_08781, T265_14670	EWB00_000502
OG0003538	T265_14277	EWB00_005823.1
OG0003540	T265_06653	EWB00_004850.1, EWB00_004850.2
OG0003541	T265_08893	EWB00_003020
OG0003542	T265_00656, T265_13990	EWB00_008893.1, EWB00_008893.2
OG0003543	T265_08692	EWB00_007608
OG0003544	T265_11978	EWB00_008069
OG0003545	T265_05565	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3
OG0003547	T265_13128	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2
OG0003548	T265_15344	EWB00_005758.1, EWB00_005758.2
OG0003549	T265_08011	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3
OG0003553	T265_10953	EWB00_000806.1, EWB00_000806.2
OG0003554	T265_05158	EWB00_010077
OG0003555	T265_00079	EWB00_011006
OG0003556	T265_02539	EWB00_011345
OG0003557	T265_02901	EWB00_002541
OG0003558	T265_03991	EWB00_005180.1, EWB00_005180.2
OG0003559	T265_13234	EWB00_008946.1, EWB00_008946.2
OG0003560	T265_14817	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2
OG0003577	T265_04132	EWB00_000986
OG0003580	T265_10604	EWB00_010285.1, EWB00_010285.2
OG0003581	T265_10913, T265_14331	EWB00_007670, EWB00_007671
OG0003582	T265_06314, T265_12092, T265_15431	EWB00_003197.1, EWB00_003197.2
OG0003583	T265_14147	EWB00_007579.1, EWB00_007579.2
OG0003584	T265_10564	EWB00_011159
OG0003585	T265_07130	EWB00_008400
OG0003586	T265_05888	EWB00_009705
OG0003587	T265_00983, T265_06561	EWB00_005544
OG0003588	T265_14600	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4
OG0003590	T265_02486	EWB00_009920
OG0003591	T265_01108	EWB00_000490
OG0003593	T265_14611	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3
OG0003594	T265_15427	EWB00_004813.1, EWB00_004813.2, EWB00_004814
OG0003595	T265_07915	EWB00_001654
OG0003596	T265_00838	EWB00_006790
OG0003597	T265_14097	EWB00_004523
OG0003598	T265_14336	EWB00_004299
OG0003599	T265_14959	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3
OG0003600	T265_05129	EWB00_008276
OG0003601	T265_07052	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3
OG0003602	T265_02041	EWB00_008715
OG0003603	T265_05734	EWB00_006100
OG0003605	T265_11576	EWB00_002457
OG0003606	T265_10609	EWB00_005930.1, EWB00_005930.2
OG0003607	T265_13798	EWB00_002345
OG0003608	T265_00734	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3
OG0003609	T265_07040	EWB00_001099
OG0003610	T265_05958	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3
OG0003611	T265_08091	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3
OG0003612	T265_13022, T265_02498	EWB00_000504
OG0003613	T265_04789	EWB00_009760
OG0003615	T265_04147	EWB00_009528
OG0003616	T265_03030	EWB00_006540.1, EWB00_006540.2
OG0003617	T265_03178	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3
OG0003618	T265_03758	EWB00_006999
OG0003619	T265_01591, T265_07717	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2
OG0003620	T265_13102	EWB00_008724.1, EWB00_008724.2
OG0003621	T265_01334	EWB00_008123
OG0003622	T265_02194	EWB00_008138
OG0003623	T265_13109	EWB00_005368
OG0003624	T265_09870	EWB00_002195
OG0003625	T265_09174	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4
OG0003626	T265_14517	EWB00_004936.1, EWB00_004936.2
OG0003627	T265_08254	EWB00_008605, EWB00_008603
OG0003629	T265_01597	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020
OG0003630	T265_00552	EWB00_004250
OG0003631	T265_05474	EWB00_001248.1, EWB00_001248.2
OG0003632	T265_01555	EWB00_005579
OG0003633	T265_00479	EWB00_010695
OG0003634	T265_13087	EWB00_007376.1, EWB00_007376.2
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5
OG0003636	T265_14928	EWB00_010927
OG0003637	T265_15655	EWB00_005776
OG0003638	T265_05106	EWB00_006501
OG0003639	T265_05104, T265_16000	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4
OG0003640	T265_01012	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3
OG0003641	T265_02862	EWB00_007154.1, EWB00_007154.2
OG0003642	T265_12743, T265_01199	EWB00_003569
OG0003643	T265_00281	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5
OG0003645	T265_00160, T265_00162	EWB00_000218
OG0003646	T265_03853	EWB00_005389
OG0003647	T265_11848, T265_15568	EWB00_006464
OG0003648	T265_10268	EWB00_000816, EWB00_005530
OG0003649	T265_00575	EWB00_005622
OG0003650	T265_15117	EWB00_004802.1, EWB00_004802.2
OG0003651	T265_13683	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4
OG0003652	T265_00794, T265_12637	EWB00_008124
OG0003653	T265_13145, T265_02615	EWB00_004601
OG0003654	T265_08494	EWB00_009802.1, EWB00_009802.2
OG0003655	T265_05208	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5
OG0003656	T265_03290	EWB00_000957.1, EWB00_000957.2
OG0003657	T265_11037	EWB00_000874
OG0003658	T265_07445	EWB00_008340.1
OG0003659	T265_02794	EWB00_001232
OG0003660	T265_00788, T265_02325	EWB00_002761.1, EWB00_002761.2
OG0003661	T265_00438	EWB00_003550
OG0003662	T265_11677	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2
OG0003663	T265_15278	EWB00_008648, EWB00_003664
OG0003665	T265_12643, T265_12644	EWB00_008349.1, EWB00_008349.2
OG0003666	T265_08460, T265_13632	EWB00_005562.1, EWB00_005562.2
OG0003668	T265_03603	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2
OG0003669	T265_00288	EWB00_011178.1, EWB00_011178.2
OG0003670	T265_08934	EWB00_007729.1, EWB00_007729.2
