Orthogroup	opisthorchis_viverrini	schistosoma_spindale
OG0003015	T265_04992	SSPN1_42000.1, SSPN1_42000.2
OG0003016	T265_08197	SSPN1_72730.1, SSPN1_72730.2, SSPN1_72730.3
OG0003017	T265_02207	SSPN1_48670.1, SSPN1_48670.2, SSPN1_48670.3, SSPN1_48670.4
OG0003018	T265_05229, T265_13729, T265_16104	SSPN1_91050.1
OG0003019	T265_00834	SSPN1_71770.1
OG0003020	T265_13359	SSPN1_27700.1, SSPN1_27700.2, SSPN1_27700.3
OG0003021	T265_11800	SSPN1_81140.1
OG0003023	T265_04962, T265_12395	SSPN1_81060.1
OG0003024	T265_08219	SSPN1_74910.1, SSPN1_74910.2
OG0003025	T265_08285	SSPN1_33960.2, SSPN1_33960.1
OG0003026	T265_02585	SSPN1_37730.1, SSPN1_37730.2
OG0003027	T265_11623	SSPN1_14030.1
OG0003028	T265_14740	SSPN1_93280.1, SSPN1_20830.2, SSPN1_93270.1, SSPN1_20830.3, SSPN1_20830.1
OG0003029	T265_07912	SSPN1_78950.1, SSPN1_78950.2
OG0003030	T265_14667	SSPN1_12400.1, SSPN1_12400.2
OG0003031	T265_03339	SSPN1_60040.1, SSPN1_60040.2, SSPN1_60040.3, SSPN1_60040.4
OG0003032	T265_09883	SSPN1_56970.1, SSPN1_56970.2, SSPN1_56970.3, SSPN1_56970.4
OG0003033	T265_00067	SSPN1_45320.1
OG0003034	T265_13931	SSPN1_79350.1, SSPN1_79350.2, SSPN1_79350.3
OG0003036	T265_13241	SSPN1_81220.1
OG0003037	T265_08191	SSPN1_76550.1
OG0003038	T265_01298	SSPN1_50430.1, SSPN1_50430.2
OG0003039	T265_12554	SSPN1_44490.3, SSPN1_44490.2, SSPN1_44490.1
OG0003040	T265_08335	SSPN1_28970.1, SSPN1_28970.3, SSPN1_28970.4, SSPN1_28970.2, SSPN1_28970.5
OG0003041	T265_00719	SSPN1_38010.1
OG0003043	T265_02896	SSPN1_46330.3, SSPN1_46330.1, SSPN1_46330.2
OG0003044	T265_01567	SSPN1_7750.1, SSPN1_7750.2
OG0003045	T265_05095	SSPN1_49910.1
OG0003046	T265_05093	SSPN1_49920.1, SSPN1_49920.2
OG0003047	T265_13450	SSPN1_17510.1, SSPN1_17510.2, SSPN1_17510.4, SSPN1_17510.3
OG0003048	T265_01218, T265_09411	SSPN1_44090.1
OG0003049	T265_01217	SSPN1_44100.1
OG0003050	T265_04271, T265_04273	SSPN1_75620.1
OG0003051	T265_09098	SSPN1_23470.2, SSPN1_23470.4, SSPN1_23470.3, SSPN1_23470.1
OG0003052	T265_11750	SSPN1_59710.1
OG0003053	T265_03747	SSPN1_25480.1
OG0003054	T265_03119	SSPN1_8720.1
OG0003055	T265_09217	SSPN1_54460.1
OG0003056	T265_07027	SSPN1_8590.2, SSPN1_8590.1, SSPN1_8590.3
OG0003057	T265_07016	SSPN1_60810.1
OG0003058	T265_03889	SSPN1_88540.1, SSPN1_88540.2
OG0003059	T265_01103, T265_11098, T265_12033	SSPN1_34950.1
OG0003060	T265_13466	SSPN1_50240.1, SSPN1_50230.1
OG0003061	T265_07124	SSPN1_78970.1, SSPN1_78970.2
OG0003062	T265_07364	SSPN1_86270.1
OG0003063	T265_15517	SSPN1_10530.1
OG0003064	T265_01571	SSPN1_7730.1, SSPN1_7740.1
OG0003065	T265_12659	SSPN1_20950.1
OG0003066	T265_04405	SSPN1_90540.1
OG0003067	T265_01085	SSPN1_23890.2, SSPN1_23890.1
OG0003068	T265_11773	SSPN1_73940.1
OG0003069	T265_01995	SSPN1_67700.4, SSPN1_67700.3, SSPN1_67700.1, SSPN1_67700.2
OG0003071	T265_04804	SSPN1_63470.1, SSPN1_63470.2
OG0003072	T265_11500	SSPN1_76530.3, SSPN1_76530.1, SSPN1_76530.2
OG0003073	T265_12790	SSPN1_65330.1
OG0003074	T265_14915	SSPN1_56840.1, SSPN1_56840.3, SSPN1_56840.2, SSPN1_56840.4
OG0003075	T265_14577	SSPN1_55710.1
OG0003076	T265_10794, T265_16094	SSPN1_55490.1
OG0003077	T265_15604	SSPN1_71800.1
OG0003078	T265_00099	SSPN1_63030.1
OG0003079	T265_11875	SSPN1_54440.1, SSPN1_54440.2, SSPN1_54440.3
OG0003080	T265_07755	SSPN1_19550.1, SSPN1_19550.2
OG0003081	T265_03078	SSPN1_15880.1, SSPN1_15880.2, SSPN1_15880.3
OG0003082	T265_11379	SSPN1_48440.1, SSPN1_48440.2
OG0003083	T265_14683	SSPN1_76320.1
OG0003085	T265_14689	SSPN1_32300.1
OG0003087	T265_08143	SSPN1_92360.3, SSPN1_92360.1, SSPN1_92360.2
OG0003088	T265_02291, T265_04908	SSPN1_10350.1, SSPN1_10350.2
OG0003089	T265_11951	SSPN1_11460.1, SSPN1_11460.2, SSPN1_11460.3
OG0003090	T265_13275	SSPN1_38960.2, SSPN1_38960.6, SSPN1_38960.1, SSPN1_38960.3, SSPN1_38960.5, SSPN1_38960.7, SSPN1_38960.8, SSPN1_38960.4
OG0003107	T265_05277	SSPN1_54260.1
OG0003108	T265_06555	SSPN1_25280.1
OG0003109	T265_13791	SSPN1_15380.1
OG0003110	T265_04583, T265_04581	SSPN1_18690.1, SSPN1_18690.2, SSPN1_18690.4, SSPN1_18690.3
OG0003111	T265_01222	SSPN1_68920.3, SSPN1_68920.1, SSPN1_68920.2
OG0003112	T265_03161	SSPN1_65020.2, SSPN1_65020.1, SSPN1_65020.3
OG0003114	T265_04310	SSPN1_83980.1
OG0003115	T265_12647	SSPN1_70930.2, SSPN1_70930.1, SSPN1_70920.1, SSPN1_70920.2
OG0003116	T265_06786, T265_16161	SSPN1_85090.1
OG0003117	T265_00936	SSPN1_11350.1, SSPN1_11350.2
OG0003120	T265_12987	SSPN1_67950.1, SSPN1_67950.2, SSPN1_67950.3
OG0003121	T265_03332	SSPN1_1540.1
OG0003122	T265_00248	SSPN1_840.1
OG0003124	T265_09973	SSPN1_87340.1
OG0003126	T265_02263	SSPN1_12010.1
OG0003127	T265_00393	SSPN1_82810.3, SSPN1_82810.2, SSPN1_82810.1
OG0003128	T265_12835	SSPN1_79240.1, SSPN1_79240.2, SSPN1_79240.3
OG0003129	T265_00252	SSPN1_2820.1
OG0003130	T265_03769, T265_03257, T265_03259, T265_03260	SSPN1_26850.1
OG0003131	T265_16261	SSPN1_69530.1, SSPN1_69540.1
OG0003133	T265_15587	SSPN1_57250.4, SSPN1_57250.2, SSPN1_57250.1, SSPN1_57250.3
OG0003134	T265_06539	SSPN1_80510.1, SSPN1_80510.2
OG0003136	T265_01565	SSPN1_20300.1
OG0003137	T265_13566	SSPN1_78530.1, SSPN1_78540.1
OG0003138	T265_01867, T265_12886	SSPN1_87190.1
OG0003139	T265_09293	SSPN1_47800.1, SSPN1_47800.2
OG0003140	T265_10611	SSPN1_29900.2, SSPN1_29900.1
OG0003142	T265_13088, T265_12449	SSPN1_73720.1, SSPN1_73720.4, SSPN1_73720.2, SSPN1_73720.3
OG0003144	T265_07038	SSPN1_31690.1, SSPN1_31690.2
OG0003145	T265_10158, T265_10168, T265_16083	SSPN1_12690.1
OG0003146	T265_00190	SSPN1_59750.1
OG0003147	T265_04879	SSPN1_47620.2, SSPN1_47620.1, SSPN1_47620.3
OG0003148	T265_05214	SSPN1_89280.1
OG0003149	T265_14469	SSPN1_54210.1, SSPN1_54220.1
OG0003150	T265_03278	SSPN1_75850.1
OG0003151	T265_13108	SSPN1_48310.1, SSPN1_48320.1
OG0003152	T265_13663, T265_16373, T265_07971, T265_16076	SSPN1_33770.1
OG0003153	T265_11495	SSPN1_71020.1
OG0003154	T265_08108	SSPN1_35220.1
OG0003155	T265_07187	SSPN1_68310.1
OG0003156	T265_05065	SSPN1_32790.1, SSPN1_32790.2, SSPN1_32790.3
OG0003157	T265_07210	SSPN1_50700.1, SSPN1_50700.2, SSPN1_50700.3
OG0003158	T265_03832	SSPN1_86820.1, SSPN1_86820.2
OG0003159	T265_10689	SSPN1_53900.1, SSPN1_53900.2
OG0003160	T265_03695	SSPN1_10280.1
OG0003161	T265_00163	SSPN1_45560.1, SSPN1_45560.2
OG0003164	T265_07313	SSPN1_37580.1
OG0003167	T265_04823, T265_15925	SSPN1_90150.1, SSPN1_90150.2
OG0003168	T265_00599	SSPN1_60550.1, SSPN1_60550.4, SSPN1_60550.5, SSPN1_60550.2, SSPN1_60550.3, SSPN1_60550.6, SSPN1_60550.7
OG0003169	T265_10047	SSPN1_14820.1
OG0003170	T265_09151	SSPN1_10910.1
OG0003171	T265_14761, T265_14762	SSPN1_70300.1, SSPN1_70300.2, SSPN1_70300.3
OG0003172	T265_12118, T265_11052	SSPN1_21260.1, SSPN1_21260.2, SSPN1_21260.3, SSPN1_21260.4
OG0003173	T265_02971	SSPN1_39150.1
OG0003174	T265_08480	SSPN1_72380.3, SSPN1_72380.2, SSPN1_72380.1, SSPN1_72380.4, SSPN1_72380.5
OG0003175	T265_16305, T265_12278, T265_09707, T265_16168	SSPN1_90340.1, SSPN1_90340.2, SSPN1_90340.3, SSPN1_90340.4
OG0003176	T265_13135	SSPN1_67370.1
OG0003177	T265_11345	SSPN1_24760.3, SSPN1_24760.2, SSPN1_24760.1
OG0003178	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328	SSPN1_37520.1
OG0003179	T265_01970	SSPN1_72500.3, SSPN1_72500.9, SSPN1_72500.1, SSPN1_72500.7, SSPN1_72500.10, SSPN1_72500.4, SSPN1_72500.11, SSPN1_72500.8, SSPN1_72500.12, SSPN1_72500.6, SSPN1_72500.2, SSPN1_72500.5
OG0003180	T265_15379	SSPN1_4190.2, SSPN1_4190.1
OG0003181	T265_12891	SSPN1_34280.1
OG0003182	T265_10341	SSPN1_30140.2, SSPN1_30140.1, SSPN1_30140.3
OG0003183	T265_04369, T265_16026	SSPN1_17790.1
OG0003184	T265_03526	SSPN1_27320.3, SSPN1_27320.1, SSPN1_27320.2
OG0003185	T265_15307	SSPN1_69020.1, SSPN1_69020.4, SSPN1_69020.2, SSPN1_69020.3
OG0003186	T265_04885	SSPN1_89030.1, SSPN1_28710.3, SSPN1_28710.4, SSPN1_28710.1, SSPN1_28710.2
OG0003187	T265_00780	SSPN1_71030.1, SSPN1_71030.2, SSPN1_71030.3
OG0003188	T265_07818	SSPN1_78980.1
OG0003189	T265_01242	SSPN1_54860.1
OG0003190	T265_11076	SSPN1_63770.1
OG0003191	T265_13899	SSPN1_45820.1
OG0003192	T265_08136	SSPN1_58430.1
OG0003193	T265_05017	SSPN1_33730.1, SSPN1_33730.2, SSPN1_33730.3
OG0003194	T265_03962	SSPN1_67050.1, SSPN1_67050.3, SSPN1_67050.4, SSPN1_67050.2
OG0003195	T265_15661	SSPN1_10940.1
OG0003196	T265_01121	SSPN1_62030.1
OG0003197	T265_14545	SSPN1_91480.4, SSPN1_91480.1, SSPN1_91480.5, SSPN1_91480.7, SSPN1_91480.2, SSPN1_91480.6, SSPN1_91480.8, SSPN1_91480.3
OG0003198	T265_05273	SSPN1_49030.1
OG0003199	T265_08967	SSPN1_89990.1, SSPN1_89990.2, SSPN1_89990.3
OG0003200	T265_13485	SSPN1_20030.1
OG0003201	T265_10050	SSPN1_16100.1
OG0003203	T265_08385	SSPN1_88260.1, SSPN1_88250.1
OG0003204	T265_14093	SSPN1_12950.1
OG0003205	T265_14205	SSPN1_34340.1, SSPN1_34340.3, SSPN1_34340.2, SSPN1_34340.4
OG0003206	T265_06903	SSPN1_13270.1, SSPN1_13280.1, SSPN1_13280.2
OG0003207	T265_00236	SSPN1_8240.3, SSPN1_8240.1, SSPN1_8240.2, SSPN1_8240.4
OG0003208	T265_12719, T265_01116, T265_02116	SSPN1_60380.1
OG0003209	T265_04035	SSPN1_75950.1, SSPN1_75950.2, SSPN1_75950.3, SSPN1_75950.4
OG0003210	T265_15007, T265_15334	SSPN1_17460.1
OG0003211	T265_11261, T265_15387	SSPN1_72260.1
OG0003212	T265_00230	SSPN1_5780.1, SSPN1_5780.2, SSPN1_5780.3, SSPN1_5780.4
OG0003213	T265_10936	SSPN1_37670.3, SSPN1_37670.2, SSPN1_37670.1
OG0003214	T265_02512	SSPN1_18760.1
OG0003215	T265_11178, T265_11179	SSPN1_8830.3, SSPN1_8830.1, SSPN1_8830.2
OG0003216	T265_09762	SSPN1_65070.1
OG0003217	T265_02011	SSPN1_63350.1
OG0003218	T265_08129	SSPN1_56040.3, SSPN1_56040.5, SSPN1_56040.4, SSPN1_56040.1, SSPN1_56040.2, SSPN1_56040.6
OG0003222	T265_15508	SSPN1_12450.1
OG0003223	T265_07346	SSPN1_85570.1, SSPN1_85570.2
OG0003224	T265_01519	SSPN1_32710.1
OG0003226	T265_04588, T265_06369	SSPN1_18660.1
OG0003227	T265_15188	SSPN1_62600.1
OG0003228	T265_05344	SSPN1_84490.1, SSPN1_84490.2
OG0003229	T265_01945	SSPN1_73330.1
OG0003230	T265_03970	SSPN1_45440.2, SSPN1_45440.1, SSPN1_45440.3, SSPN1_45440.5, SSPN1_45440.4, SSPN1_45440.6
OG0003232	T265_11465	SSPN1_19610.1, SSPN1_19610.2
OG0003233	T265_15043	SSPN1_21400.5, SSPN1_21400.2, SSPN1_21400.4, SSPN1_21400.1, SSPN1_21400.3
OG0003234	T265_08452	SSPN1_63730.1
OG0003235	T265_03407	SSPN1_81210.1, SSPN1_81210.2, SSPN1_81210.5, SSPN1_81210.6, SSPN1_81210.3, SSPN1_81210.4
OG0003237	T265_01039	SSPN1_24270.1
OG0003238	T265_00665	SSPN1_59110.1
OG0003239	T265_05841, T265_11592	SSPN1_78280.1
OG0003240	T265_09874	SSPN1_8020.7, SSPN1_8020.1, SSPN1_8020.2, SSPN1_8020.5, SSPN1_8020.3, SSPN1_8020.6, SSPN1_8020.4
OG0003241	T265_08313	SSPN1_33450.1
OG0003242	T265_08090, T265_12218	SSPN1_51280.1, SSPN1_51280.2
OG0003243	T265_01389	SSPN1_8570.1
OG0003244	T265_14655	SSPN1_51670.1
OG0003245	T265_05102	SSPN1_52170.1, SSPN1_52170.5, SSPN1_52170.2, SSPN1_52170.3, SSPN1_52170.4
OG0003246	T265_04347	SSPN1_8630.1, SSPN1_8630.2
OG0003247	T265_15668	SSPN1_13170.3, SSPN1_13170.1, SSPN1_13170.2
OG0003249	T265_02516	SSPN1_65380.1, SSPN1_65380.2, SSPN1_65380.3
OG0003250	T265_00815	SSPN1_67690.1
OG0003251	T265_15132	SSPN1_83360.2, SSPN1_83360.1, SSPN1_83360.5, SSPN1_83360.3, SSPN1_83360.4
OG0003252	T265_07596	SSPN1_41010.1, SSPN1_41010.2
OG0003253	T265_04761	SSPN1_83950.1
OG0003254	T265_04181	SSPN1_60270.1, SSPN1_60270.2
OG0003255	T265_08975, T265_08976	SSPN1_90010.1, SSPN1_89230.1
OG0003256	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563	SSPN1_80710.1
OG0003257	T265_09512	SSPN1_17320.1, SSPN1_17320.2, SSPN1_17320.3, SSPN1_17320.4
OG0003258	T265_13426, T265_16113	SSPN1_41990.1
OG0003259	T265_04248	SSPN1_22740.1, SSPN1_22740.2
OG0003260	T265_07096	SSPN1_80990.1, SSPN1_80990.2
OG0003261	T265_13387	SSPN1_36290.1
OG0003262	T265_00613	SSPN1_56000.1
OG0003263	T265_11723	SSPN1_4860.1, SSPN1_4870.1
OG0003264	T265_14781	SSPN1_15180.1, SSPN1_15180.2
OG0003265	T265_14465	SSPN1_40690.1, SSPN1_40690.2
OG0003266	T265_00355	SSPN1_68490.2, SSPN1_68490.1, SSPN1_68490.3
OG0003267	T265_11130	SSPN1_12910.1
OG0003268	T265_10845	SSPN1_42060.1
OG0003269	T265_02226	SSPN1_73590.1
OG0003270	T265_05629	SSPN1_61560.1
OG0003271	T265_00964	SSPN1_19080.1
OG0003273	T265_08347	SSPN1_37140.1
OG0003275	T265_15417	SSPN1_23660.3, SSPN1_23660.1
OG0003276	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626	SSPN1_62520.1
OG0003277	T265_14638	SSPN1_37420.1
OG0003278	T265_11305	SSPN1_53730.1
OG0003279	T265_15092	SSPN1_1740.1, SSPN1_1740.2
OG0003280	T265_00283, T265_07565	SSPN1_75070.1
OG0003281	T265_05670, T265_16020	SSPN1_90890.1
OG0003282	T265_05807	SSPN1_51110.1, SSPN1_51110.2
OG0003283	T265_14849	SSPN1_91130.2, SSPN1_91130.3, SSPN1_91130.1
OG0003284	T265_10799	SSPN1_63800.1, SSPN1_63800.2, SSPN1_63800.3
OG0003285	T265_10409	SSPN1_22270.1
OG0003286	T265_14579	SSPN1_57900.1, SSPN1_57900.2
OG0003287	T265_11152	SSPN1_21510.1
OG0003288	T265_03913, T265_15951	SSPN1_93450.1, SSPN1_93450.2, SSPN1_65660.4, SSPN1_65660.1, SSPN1_65660.2, SSPN1_65660.3
OG0003289	T265_14827, T265_14826	SSPN1_17770.1
OG0003290	T265_11160	SSPN1_20130.1
OG0003291	T265_10834	SSPN1_13500.1, SSPN1_13500.4, SSPN1_13500.2, SSPN1_13500.3
OG0003292	T265_04681	SSPN1_82170.1
OG0003293	T265_05415	SSPN1_26120.1
OG0003294	T265_08998	SSPN1_37400.2, SSPN1_37400.1, SSPN1_37400.3
OG0003297	T265_11733	SSPN1_10490.1
OG0003298	T265_00463	SSPN1_44720.1
OG0003299	T265_07321	SSPN1_74270.1
OG0003300	T265_01803	SSPN1_18040.1, SSPN1_18040.2
OG0003301	T265_10537	SSPN1_42660.4, SSPN1_42660.1, SSPN1_42660.2, SSPN1_42660.3
OG0003302	T265_14440	SSPN1_8140.1
OG0003303	T265_03311	SSPN1_52570.1
OG0003304	T265_09145	SSPN1_7080.1
OG0003305	T265_00774	SSPN1_71090.1, SSPN1_71090.2
OG0003306	T265_14129	SSPN1_54340.1
OG0003307	T265_11890	SSPN1_25100.2, SSPN1_25100.4, SSPN1_25100.5, SSPN1_25100.1, SSPN1_25100.3
OG0003310	T265_12760	SSPN1_46740.1
OG0003313	T265_02811	SSPN1_52860.1
OG0003315	T265_01927	SSPN1_38650.1, SSPN1_38660.1
OG0003319	T265_08722	SSPN1_30590.1, SSPN1_30600.1
OG0003320	T265_14787	SSPN1_54470.3, SSPN1_54470.6, SSPN1_54470.7, SSPN1_54470.1, SSPN1_54470.4, SSPN1_54470.5, SSPN1_54470.2
OG0003326	T265_12115	SSPN1_58030.1
OG0003327	T265_12021	SSPN1_74080.1
OG0003328	T265_03597	SSPN1_71580.1
OG0003329	T265_13725	SSPN1_90990.3, SSPN1_90990.1, SSPN1_90990.2, SSPN1_90990.4
OG0003330	T265_05098	SSPN1_49950.1, SSPN1_49950.4, SSPN1_49950.2, SSPN1_49950.3
OG0003331	T265_11448	SSPN1_20690.1, SSPN1_20690.2
OG0003332	T265_14609	SSPN1_38810.1, SSPN1_38810.2
OG0003334	T265_07042	SSPN1_27310.1
OG0003335	T265_10561, T265_15187	SSPN1_65240.2, SSPN1_65240.1, SSPN1_65240.3
OG0003336	T265_08134	SSPN1_62380.1
OG0003338	T265_06648	SSPN1_13980.1
OG0003339	T265_06302	SSPN1_1020.1
OG0003340	T265_13297	SSPN1_31270.1
OG0003341	T265_07155	SSPN1_57370.1
OG0003342	T265_10319	SSPN1_18230.1
OG0003343	T265_08839	SSPN1_49750.1
OG0003344	T265_05994	SSPN1_22490.1
OG0003345	T265_13591	SSPN1_84580.2, SSPN1_84580.3, SSPN1_84580.5, SSPN1_84580.4, SSPN1_84580.1
OG0003346	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009	SSPN1_90580.4, SSPN1_90580.1, SSPN1_90580.2, SSPN1_90580.3
OG0003347	T265_15325	SSPN1_42970.1
OG0003348	T265_00384	SSPN1_51750.1, SSPN1_51750.2
OG0003349	T265_14676	SSPN1_30760.1, SSPN1_30760.2
OG0003350	T265_14476	SSPN1_66800.1, SSPN1_66800.2, SSPN1_66800.3
OG0003351	T265_03852	SSPN1_70520.1, SSPN1_70530.1
OG0003352	T265_15477	SSPN1_78290.1, SSPN1_78290.2
OG0003354	T265_14200	SSPN1_26450.1
OG0003355	T265_14583, T265_15801, T265_08484	SSPN1_66490.2, SSPN1_66490.1, SSPN1_66490.3, SSPN1_66490.4
OG0003356	T265_13187	SSPN1_17680.1
OG0003357	T265_04123, T265_15449	SSPN1_41760.1
OG0003358	T265_13333	SSPN1_86110.1
OG0003360	T265_15037	SSPN1_37860.1, SSPN1_37860.2
OG0003361	T265_01606	SSPN1_12350.1
OG0003362	T265_06343, T265_08886	SSPN1_72600.1
OG0003363	T265_00732	SSPN1_28850.1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	SSPN1_82200.1
OG0003365	T265_03679	SSPN1_11770.1, SSPN1_11760.1
OG0003366	T265_01582	SSPN1_62580.1
OG0003368	T265_14328	SSPN1_33140.1
OG0003369	T265_03934	SSPN1_59520.1
OG0003370	T265_14039	SSPN1_24810.1, SSPN1_24810.2
OG0003371	T265_14624	SSPN1_46030.1
OG0003372	T265_13073, T265_02731	SSPN1_90660.1, SSPN1_90660.2
OG0003373	T265_10074	SSPN1_15170.1, SSPN1_15170.2
OG0003374	T265_16374, T265_16007, T265_04840	SSPN1_91410.1
OG0003375	T265_04061	SSPN1_67000.1, SSPN1_93290.1
OG0003376	T265_13274	SSPN1_46380.1, SSPN1_46380.2
OG0003378	T265_07106	SSPN1_80080.1
OG0003379	T265_05624	SSPN1_59030.1, SSPN1_59030.2
OG0003381	T265_00289	SSPN1_53130.1
OG0003382	T265_00092	SSPN1_67420.1
OG0003383	T265_15451	SSPN1_6090.1, SSPN1_6090.2, SSPN1_6090.3
OG0003384	T265_13386	SSPN1_42020.1
OG0003385	T265_14270	SSPN1_87950.1
OG0003386	T265_03433	SSPN1_9600.1
OG0003389	T265_12547	SSPN1_44940.1
OG0003390	T265_00408	SSPN1_36250.1, SSPN1_36250.2
OG0003391	T265_04030, T265_15014	SSPN1_76240.1, SSPN1_76240.3, SSPN1_76240.2
OG0003392	T265_02148	SSPN1_53720.1, SSPN1_53710.1
OG0003393	T265_13519, T265_15813	SSPN1_38340.1, SSPN1_38340.2
OG0003394	T265_07062	SSPN1_41100.1
OG0003395	T265_12933	SSPN1_53800.1
OG0003396	T265_11318, T265_11884	SSPN1_42430.1, SSPN1_42430.2
OG0003397	T265_03419, T265_06176, T265_06175	SSPN1_21110.1
OG0003398	T265_07278	SSPN1_20820.1, SSPN1_20820.2
OG0003399	T265_09816	SSPN1_35520.1, SSPN1_35520.2
OG0003400	T265_15283, T265_15284	SSPN1_70190.1, SSPN1_70190.2
OG0003401	T265_05806	SSPN1_38020.1
OG0003402	T265_03694, T265_16284	SSPN1_10260.1
OG0003403	T265_04283, T265_04284	SSPN1_48700.1, SSPN1_48700.2
OG0003404	T265_11259	SSPN1_72230.1
OG0003405	T265_00061, T265_05780, T265_08607	SSPN1_46070.1, SSPN1_46070.2
OG0003406	T265_14439	SSPN1_6990.1
OG0003407	T265_06019	SSPN1_82440.1
OG0003408	T265_13309	SSPN1_24590.1
OG0003409	T265_10546	SSPN1_13300.1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	SSPN1_66820.1
OG0003411	T265_13041	SSPN1_31620.1, SSPN1_31620.2
OG0003412	T265_01015	SSPN1_5020.1, SSPN1_5020.2
OG0003413	T265_01539	SSPN1_2320.1, SSPN1_2320.2, SSPN1_2320.4, SSPN1_2320.3
OG0003414	T265_09732	SSPN1_31440.1, SSPN1_31440.2
OG0003415	T265_09033	SSPN1_76680.1
OG0003416	T265_12733	SSPN1_66620.1
OG0003417	T265_06775	SSPN1_54290.1
OG0003418	T265_03567	SSPN1_45620.1, SSPN1_45620.2
OG0003419	T265_12633	SSPN1_71040.1
OG0003420	T265_08302	SSPN1_34040.1
OG0003421	T265_09192	SSPN1_33210.1, SSPN1_33210.2, SSPN1_33210.3
OG0003422	T265_03968	SSPN1_45410.1
OG0003423	T265_03199, T265_13186	SSPN1_17650.1
OG0003424	T265_11767	SSPN1_83460.3, SSPN1_83460.1, SSPN1_83460.4, SSPN1_83460.2
OG0003425	T265_10927	SSPN1_82280.1, SSPN1_82280.2
OG0003426	T265_05174	SSPN1_65360.1
OG0003427	T265_09674	SSPN1_43130.1
OG0003428	T265_04653	SSPN1_79750.1, SSPN1_79750.2
OG0003429	T265_05909	SSPN1_74990.1
OG0003430	T265_07448	SSPN1_74190.1
OG0003431	T265_14276	SSPN1_12970.1, SSPN1_12970.2, SSPN1_12970.3
OG0003432	T265_02200	SSPN1_67870.1
OG0003433	T265_14247	SSPN1_4660.1
OG0003434	T265_13606	SSPN1_64490.1, SSPN1_64490.2
OG0003435	T265_13575	SSPN1_34010.1
OG0003436	T265_14841	SSPN1_48720.1, SSPN1_48720.2
OG0003437	T265_11777	SSPN1_69870.1, SSPN1_69870.2
OG0003438	T265_13978	SSPN1_29870.4, SSPN1_29870.1, SSPN1_29870.3, SSPN1_29870.2
OG0003439	T265_03706	SSPN1_21230.1
OG0003440	T265_12653	SSPN1_9450.1
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	SSPN1_25850.1
OG0003442	T265_10526, T265_07654	SSPN1_69660.1
OG0003443	T265_13942	SSPN1_56480.1, SSPN1_56920.1, SSPN1_56930.1
OG0003444	T265_14726	SSPN1_19740.2, SSPN1_19740.1, SSPN1_19740.3
OG0003445	T265_07143	SSPN1_43370.1
OG0003446	T265_04504	SSPN1_35880.1
OG0003447	T265_14249	SSPN1_5370.2, SSPN1_5370.4, SSPN1_5370.1, SSPN1_5370.3, SSPN1_5360.1
OG0003448	T265_10023	SSPN1_67290.1
OG0003449	T265_09851	SSPN1_67300.1
OG0003451	T265_04969	SSPN1_82030.1
OG0003452	T265_08005	SSPN1_8500.1
OG0003453	T265_04993	SSPN1_42010.1
OG0003454	T265_14193	SSPN1_36740.1
OG0003456	T265_05545	SSPN1_8110.4, SSPN1_8110.3, SSPN1_8110.2, SSPN1_8110.1
OG0003457	T265_09480, T265_16051	SSPN1_32970.1, SSPN1_32970.2, SSPN1_32970.3
OG0003458	T265_00691	SSPN1_31800.1
OG0003459	T265_07450	SSPN1_70970.1, SSPN1_70970.2
OG0003460	T265_04726	SSPN1_42990.1, SSPN1_42990.2
OG0003461	T265_12975	SSPN1_81180.1, SSPN1_81180.2
OG0003462	T265_02574	SSPN1_31380.1, SSPN1_31380.3, SSPN1_31380.5, SSPN1_31380.2, SSPN1_31380.4
OG0003463	T265_10283, T265_10285	SSPN1_82360.1
OG0003464	T265_07922	SSPN1_78430.1
OG0003465	T265_02038	SSPN1_61210.1
OG0003467	T265_14975, T265_09848	SSPN1_74290.1, SSPN1_74300.1, SSPN1_74300.2
OG0003468	T265_12594	SSPN1_65990.1
OG0003469	T265_08823	SSPN1_48890.1, SSPN1_48890.2
OG0003470	T265_11547, T265_11549	SSPN1_50470.1
OG0003471	T265_11489	SSPN1_44460.1, SSPN1_44460.2
OG0003472	T265_15369	SSPN1_8840.1
OG0003473	T265_12937	SSPN1_74950.1
OG0003474	T265_02823	SSPN1_54750.1
OG0003475	T265_09374	SSPN1_23520.1, SSPN1_23520.2
OG0003477	T265_01902	SSPN1_86760.1
OG0003478	T265_08469	SSPN1_6160.1, SSPN1_6180.2, SSPN1_6150.1, SSPN1_6180.1
OG0003479	T265_13318	SSPN1_26890.1
OG0003480	T265_09876, T265_14913	SSPN1_64920.2, SSPN1_64920.1, SSPN1_64920.3, SSPN1_64920.4
OG0003483	T265_13053	SSPN1_29300.1, SSPN1_29300.2, SSPN1_29300.3
OG0003484	T265_06650	SSPN1_4200.1
OG0003485	T265_13645, T265_13644	SSPN1_80320.1
