Orthogroup	opisthorchis_viverrini	fasciola_gigantica
OG0004503	T265_13058	FGIG_05827
OG0004504	T265_03262	FGIG_05865
OG0004505	T265_13504, T265_04385	FGIG_05866
OG0004506	T265_02272	FGIG_05886
OG0004507	T265_13685	FGIG_05915
OG0004508	T265_05808, T265_16073	FGIG_05921, FGIG_05922
OG0004510	T265_11156	FGIG_05936
OG0004512	T265_14100	FGIG_06016
OG0004513	T265_14177, T265_14176	FGIG_10437, FGIG_06302
OG0004515	T265_00387	FGIG_06330, FGIG_06332
OG0004516	T265_11621	FGIG_06394
OG0004517	T265_06154	FGIG_06402
OG0004518	T265_11722	FGIG_06413
OG0004519	T265_06715	FGIG_06467
OG0004520	T265_03921, T265_03919	FGIG_06471
OG0004521	T265_14748	FGIG_06487
OG0004522	T265_09889	FGIG_06526, FGIG_06527
OG0004523	T265_07924	FGIG_06622
OG0004525	T265_04737	FGIG_06788
OG0004526	T265_13132	FGIG_06808
OG0004527	T265_03281	FGIG_06931
OG0004528	T265_10736	FGIG_06933
OG0004529	T265_11373	FGIG_06940
OG0004530	T265_00215	FGIG_09083
OG0004530	T265_05706, T265_09658	FGIG_06997
OG0004531	T265_06750	FGIG_07028
OG0004532	T265_12447	FGIG_07102
OG0004534	T265_02603	FGIG_07255
OG0004536	T265_06738	FGIG_07331
OG0004538	T265_03134	FGIG_07387
OG0004539	T265_14033	FGIG_07393
OG0004540	T265_05682	FGIG_07396
OG0004541	T265_07493	FGIG_07409
OG0004542	T265_13535	FGIG_07415
OG0004543	T265_00348	FGIG_07449
OG0004544	T265_10441	FGIG_07455, FGIG_07454
OG0004545	T265_07461	FGIG_07518
OG0004546	T265_03954	FGIG_07588
OG0004547	T265_09032	FGIG_07623
OG0004548	T265_13381	FGIG_07632, FGIG_12010
OG0004549	T265_14749	FGIG_07637
OG0004550	T265_14774	FGIG_07680
OG0004551	T265_14705	FGIG_07700, FGIG_07699
OG0004552	T265_09562	FGIG_07827
OG0004553	T265_04689, T265_12387	FGIG_07883
OG0004555	T265_08946	FGIG_12125, FGIG_07944
OG0004556	T265_12572	FGIG_07945
OG0004557	T265_09315	FGIG_07979
OG0004558	T265_01776, T265_12862	FGIG_07987
OG0004559	T265_11588	FGIG_08027
OG0004560	T265_13955	FGIG_08114
OG0004561	T265_02538	FGIG_08144
OG0004562	T265_09271	FGIG_10759, FGIG_08155
OG0004563	T265_00342	FGIG_08160
OG0004564	T265_07297	FGIG_08215
OG0004565	T265_01705	FGIG_08276
OG0004567	T265_03369	FGIG_08308
OG0004568	T265_04260	FGIG_08365
OG0004569	T265_11940	FGIG_08428
OG0004570	T265_00053	FGIG_08487
OG0004573	T265_08189	FGIG_08708, FGIG_12070
OG0004574	T265_02839	FGIG_08740
OG0004575	T265_08061, T265_16002	FGIG_08757
OG0004576	T265_13835	FGIG_11036, FGIG_12530, FGIG_08781
OG0004577	T265_12450	FGIG_08784
OG0004578	T265_00921	FGIG_08793
OG0004579	T265_04793	FGIG_08933
OG0004580	T265_04013	FGIG_08976
OG0004581	T265_13948	FGIG_09020
OG0004583	T265_11684	FGIG_09076
OG0004584	T265_09663	FGIG_09085
OG0004585	T265_14622	FGIG_09090
OG0004586	T265_00866	FGIG_09097, FGIG_09096
OG0004587	T265_12537	FGIG_09122
OG0004588	T265_13405	FGIG_09128
OG0004589	T265_14238, T265_14239	FGIG_09155
OG0004591	T265_13957	FGIG_09237, FGIG_09894
OG0004592	T265_15234	FGIG_09351
OG0004593	T265_13820	FGIG_09383
OG0004594	T265_00325	FGIG_09391
OG0004595	T265_15151	FGIG_09395
OG0004596	T265_05627	FGIG_09428
OG0004597	T265_06843	FGIG_09446
OG0004598	T265_14535, T265_08500, T265_14534	FGIG_09481
OG0004599	T265_09074	FGIG_09599
OG0004600	T265_15079, T265_15080	FGIG_09617
OG0004602	T265_07072	FGIG_12227, FGIG_09623
OG0004603	T265_02900	FGIG_09664
OG0004604	T265_05490, T265_05491	FGIG_09752
OG0004605	T265_09718	FGIG_09831
OG0004607	T265_01395, T265_15536, T265_01619, T265_09843, T265_00574, T265_00024, T265_15576	FGIG_09952, FGIG_10710
OG0004608	T265_10872, T265_10871	FGIG_09957, FGIG_09955, FGIG_09956
OG0004609	T265_03224	FGIG_09990
OG0004610	T265_00426	FGIG_12574, FGIG_10043
OG0004611	T265_14872	FGIG_10051
OG0004613	T265_04302	FGIG_10072
OG0004614	T265_08903	FGIG_10089
OG0004616	T265_10027	FGIG_10193
OG0004617	T265_02430, T265_07928	FGIG_10220
OG0004618	T265_01549	FGIG_10312
OG0004619	T265_05896	FGIG_10342
OG0004620	T265_03272	FGIG_10355
OG0004621	T265_01584, T265_02751	FGIG_11245, FGIG_10361
OG0004623	T265_12580, T265_15982	FGIG_10406
OG0004624	T265_12062	FGIG_10439
OG0004625	T265_11625, T265_11626	FGIG_10448, FGIG_10449
OG0004626	T265_03800	FGIG_10530
OG0004627	T265_13585	FGIG_10619
OG0004628	T265_09729	FGIG_10641
OG0004629	T265_07328	FGIG_10644, FGIG_10645
OG0004630	T265_11138	FGIG_10652
OG0004631	T265_07018	FGIG_10700
OG0004632	T265_01383	FGIG_10709
OG0004633	T265_00865	FGIG_10720
OG0004634	T265_04772	FGIG_10798
OG0004635	T265_03308	FGIG_10830
OG0004636	T265_14222	FGIG_10851
OG0004637	T265_08267	FGIG_10852
OG0004638	T265_06290	FGIG_10915
OG0004639	T265_02403	FGIG_10941, FGIG_11308
OG0004641	T265_00827	FGIG_11141
OG0004642	T265_07287	FGIG_11233
OG0004643	T265_07277	FGIG_11279
OG0004644	T265_08483	FGIG_11324
OG0004645	T265_05184	FGIG_11610
OG0004646	T265_08190	FGIG_11641, FGIG_12656
OG0004647	T265_05567	FGIG_11671, FGIG_12129
OG0004649	T265_05003	FGIG_11932
OG0004650	T265_13201, T265_16190	FGIG_12092
OG0004652	T265_14275	FGIG_12137
OG0004653	T265_00400	FGIG_12156, FGIG_12199
OG0004654	T265_08850	FGIG_12292, FGIG_12162
OG0004655	T265_03431	FGIG_12356
OG0004656	T265_14210	FGIG_12432
OG0004687	T265_02943	FGIG_00009
OG0004688	T265_11562	FGIG_00065
OG0004689	T265_05319	FGIG_00085
OG0004690	T265_06636	FGIG_00197
OG0004691	T265_14086	FGIG_00198
OG0004692	T265_03201	FGIG_00330
OG0004693	T265_10806	FGIG_00402
OG0004694	T265_07714	FGIG_00478
OG0004695	T265_00125	FGIG_00483
OG0004697	T265_13353	FGIG_00665
OG0004698	T265_02869	FGIG_00789
OG0004699	T265_01981	FGIG_00795
OG0004700	T265_07462	FGIG_00806
OG0004701	T265_15133	FGIG_00884
OG0004702	T265_07458	FGIG_00979
OG0004703	T265_13960	FGIG_01028
OG0004704	T265_13347	FGIG_01030
OG0004705	T265_10541, T265_10999, T265_11941	FGIG_01066
OG0004706	T265_08919	FGIG_01238, FGIG_01239
OG0004707	T265_05577	FGIG_01327
OG0004708	T265_02724, T265_02726	FGIG_01446
OG0004709	T265_14261	FGIG_01461
OG0004710	T265_01894	FGIG_01490
OG0004711	T265_07092	FGIG_01571
OG0004712	T265_09335	FGIG_01625
OG0004713	T265_09795, T265_14957	FGIG_01630, FGIG_01629
OG0004714	T265_14857	FGIG_01655
OG0004715	T265_15389	FGIG_01833, FGIG_01834
OG0004716	T265_02008, T265_16160	FGIG_01852
OG0004717	T265_03540	FGIG_01885
OG0004718	T265_10615	FGIG_01906, FGIG_01905
OG0004719	T265_12857	FGIG_01919
OG0004720	T265_02500	FGIG_01926
OG0004721	T265_04788, T265_12037	FGIG_01938
OG0004722	T265_08602	FGIG_02020
OG0004723	T265_14466	FGIG_02044
OG0004724	T265_04073	FGIG_02082
OG0004725	T265_06628	FGIG_02085
OG0004726	T265_00810, T265_12331	FGIG_02092, FGIG_04327
OG0004727	T265_03159, T265_07189	FGIG_02136
OG0004728	T265_11801	FGIG_02149
OG0004729	T265_07870	FGIG_02162
OG0004730	T265_02630, T265_15966	FGIG_02186
OG0004731	T265_15345	FGIG_02233, FGIG_02235
OG0004732	T265_06292	FGIG_02260
OG0004733	T265_03906	FGIG_02371, FGIG_10475
OG0004734	T265_13894	FGIG_02497
OG0004735	T265_03675	FGIG_11302, FGIG_02532
OG0004736	T265_13205	FGIG_02557
OG0004737	T265_04209	FGIG_02594
OG0004738	T265_12695	FGIG_02785
OG0004739	T265_12557	FGIG_02800
OG0004741	T265_13906	FGIG_02826
OG0004742	T265_14313, T265_16280	FGIG_02828, FGIG_05210, FGIG_05211
OG0004743	T265_13983	FGIG_02830
OG0004744	T265_05880	FGIG_02854
OG0004745	T265_05487	FGIG_02950
OG0004746	T265_03854	FGIG_03165
OG0004747	T265_00817, T265_12641	FGIG_03186
OG0004748	T265_11216	FGIG_03252
OG0004749	T265_13831, T265_16347	FGIG_04043
OG0004749	T265_15765, T265_05672, T265_13732	FGIG_03299, FGIG_03298
OG0004750	T265_05396, T265_13763	FGIG_03300
OG0004751	T265_01429	FGIG_03354
OG0004752	T265_03216	FGIG_03461
OG0004753	T265_00229	FGIG_03484
OG0004754	T265_10643	FGIG_03531
OG0004755	T265_13334	FGIG_03558, FGIG_03557
OG0004756	T265_14884	FGIG_03589
OG0004757	T265_04605	FGIG_03855
OG0004758	T265_05450	FGIG_03884
OG0004759	T265_13202	FGIG_03998
OG0004760	T265_00173	FGIG_04055
OG0004761	T265_15009	FGIG_04090, FGIG_07221
OG0004762	T265_14550	FGIG_04160
OG0004763	T265_11498, T265_10886	FGIG_04186
OG0004764	T265_04891	FGIG_04261
OG0004765	T265_12616	FGIG_04269
OG0004766	T265_12797, T265_01453	FGIG_04381, FGIG_04382
OG0004767	T265_13936	FGIG_04390
OG0004768	T265_07264	FGIG_04453
OG0004769	T265_08645	FGIG_04527
OG0004770	T265_06085	FGIG_04563
OG0004771	T265_05793	FGIG_04595
OG0004772	T265_06105	FGIG_04604
OG0004773	T265_11265	FGIG_12223, FGIG_04651
OG0004774	T265_01998	FGIG_04698
OG0004775	T265_01528	FGIG_04818
OG0004776	T265_08803	FGIG_04832
OG0004777	T265_05723	FGIG_04882
OG0004778	T265_08617	FGIG_04887
OG0004779	T265_05498	FGIG_04894
OG0004780	T265_00205	FGIG_04927, FGIG_04926
OG0004781	T265_06119	FGIG_04977
OG0004782	T265_02223	FGIG_05029
OG0004783	T265_15204	FGIG_05055
OG0004784	T265_09430	FGIG_05142
OG0004785	T265_10207	FGIG_05144
OG0004786	T265_01314	FGIG_05174
OG0004787	T265_12514	FGIG_05179
OG0004788	T265_15128	FGIG_12456, FGIG_05251, FGIG_12068
OG0004789	T265_00509, T265_00511	FGIG_05265
OG0004790	T265_12669	FGIG_05283
OG0004791	T265_03072	FGIG_05291
OG0004792	T265_08093	FGIG_05361
OG0004793	T265_05717	FGIG_05420
OG0004794	T265_05679	FGIG_05424
OG0004795	T265_06057	FGIG_05454
OG0004796	T265_06200	FGIG_05547
OG0004797	T265_13546	FGIG_12635, FGIG_05638
OG0004798	T265_04395	FGIG_05705
OG0004801	T265_09576	FGIG_05775
OG0004802	T265_06076	FGIG_05853
OG0004803	T265_08664	FGIG_05861
OG0004804	T265_15465	FGIG_05894
OG0004805	T265_11948	FGIG_06019
OG0004806	T265_02866, T265_02867, T265_12848	FGIG_06030
OG0004807	T265_11301	FGIG_06128
OG0004808	T265_10641	FGIG_06178
OG0004809	T265_02208	FGIG_06259
OG0004810	T265_03398, T265_14847	FGIG_06454
OG0004811	T265_06452	FGIG_06512
OG0004812	T265_00703, T265_00705	FGIG_06522, FGIG_06521
OG0004813	T265_08394	FGIG_06785, FGIG_09824, FGIG_06584
OG0004814	T265_07716	FGIG_06585
OG0004815	T265_14809	FGIG_06627
OG0004816	T265_15219	FGIG_06635
OG0004817	T265_14430, T265_16105	FGIG_06670
OG0004818	T265_07930	FGIG_06697
OG0004819	T265_03296	FGIG_06736, FGIG_06735
OG0004820	T265_08802	FGIG_06810
OG0004821	T265_05642	FGIG_07006
OG0004822	T265_05387	FGIG_07071
OG0004823	T265_08128	FGIG_07073
OG0004824	T265_04855	FGIG_07090
OG0004825	T265_11367, T265_16228	FGIG_07110
OG0004826	T265_02418	FGIG_07115
OG0004827	T265_00565	FGIG_07127
OG0004828	T265_03250	FGIG_07179, FGIG_07180
OG0004829	T265_09911	FGIG_07249
OG0004830	T265_14106	FGIG_07253
OG0004831	T265_05420	FGIG_07287
OG0004833	T265_06471	FGIG_07375
OG0004834	T265_01909	FGIG_07380
OG0004835	T265_05683	FGIG_07395
OG0004836	T265_12991	FGIG_07447, FGIG_11823
OG0004839	T265_14407	FGIG_07571
OG0004840	T265_12522	FGIG_07649
OG0004841	T265_02521	FGIG_07683
OG0004843	T265_08315	FGIG_09937, FGIG_07727
OG0004845	T265_01600	FGIG_07750
OG0004846	T265_01748, T265_12856	FGIG_07889
OG0004847	T265_14642	FGIG_07930
OG0004849	T265_01220, T265_05408	FGIG_08052
OG0004851	T265_00844	FGIG_08131
OG0004852	T265_08227	FGIG_08163
OG0004853	T265_01035	FGIG_08170
OG0004854	T265_03882	FGIG_08177
OG0004855	T265_13110	FGIG_08261
OG0004856	T265_09164	FGIG_08270
OG0004857	T265_00468, T265_05848	FGIG_08273
OG0004858	T265_09035	FGIG_08303
OG0004859	T265_13146	FGIG_08347
OG0004860	T265_02897	FGIG_08444, FGIG_08445
OG0004861	T265_06103	FGIG_08513
OG0004862	T265_09902	FGIG_11551, FGIG_08515
OG0004863	T265_15928	FGIG_08517
OG0004864	T265_05005	FGIG_08534
OG0004865	T265_05695	FGIG_08780
OG0004866	T265_03341	FGIG_08804
OG0004867	T265_09517	FGIG_08856
OG0004868	T265_01572	FGIG_08901
OG0004869	T265_02097, T265_02098	FGIG_09936, FGIG_08918
OG0004870	T265_12824	FGIG_08931
OG0004871	T265_07958	FGIG_12438, FGIG_08949
OG0004872	T265_15089	FGIG_09006
OG0004874	T265_12489	FGIG_09101
OG0004875	T265_00214	FGIG_09107
OG0004876	T265_00056, T265_00057	FGIG_09111, FGIG_11252
OG0004877	T265_04656	FGIG_09173
OG0004878	T265_01256	FGIG_09226
OG0004879	T265_03936	FGIG_09282
OG0004880	T265_15482, T265_15481	FGIG_09348, FGIG_09349
OG0004881	T265_04938	FGIG_09379
OG0004883	T265_00944	FGIG_09433, FGIG_09432
OG0004884	T265_11170	FGIG_09455
OG0004885	T265_03025	FGIG_09529, FGIG_12143
OG0004886	T265_14090	FGIG_09575
OG0004887	T265_07205	FGIG_09590
OG0004888	T265_09428	FGIG_09642
OG0004889	T265_07750	FGIG_09857
OG0004890	T265_04015	FGIG_09864
OG0004891	T265_09728	FGIG_09867
OG0004892	T265_15658	FGIG_09886
OG0004893	T265_05138	FGIG_09891
OG0004894	T265_14630	FGIG_09926
OG0004895	T265_06515	FGIG_09961
OG0004897	T265_07166	FGIG_10338, FGIG_11970
OG0004898	T265_03967	FGIG_10408
OG0004899	T265_04050	FGIG_10427
OG0004900	T265_09264	FGIG_10484
OG0004901	T265_03802	FGIG_10514
OG0004902	T265_06391, T265_16019	FGIG_10522
OG0004903	T265_00525	FGIG_11893, FGIG_10538
OG0004904	T265_13823, T265_05617	FGIG_10551
OG0004905	T265_14320	FGIG_10578
OG0004906	T265_15058	FGIG_10632
OG0004907	T265_02499	FGIG_10728
OG0004908	T265_01917	FGIG_10777
OG0004909	T265_07880	FGIG_10784
OG0004910	T265_02273	FGIG_10824
OG0004911	T265_00242	FGIG_10882
OG0004912	T265_08014	FGIG_10939
OG0004913	T265_08454	FGIG_11053
OG0004914	T265_09766	FGIG_11112
OG0004915	T265_06673	FGIG_11151
OG0004916	T265_05622, T265_09695	FGIG_11178
OG0004917	T265_00681	FGIG_11187
OG0004918	T265_09595	FGIG_11223
OG0004919	T265_00300	FGIG_11231
OG0004920	T265_03403	FGIG_11241
OG0004922	T265_03276	FGIG_11443
OG0004923	T265_10651	FGIG_11478
OG0004924	T265_07352	FGIG_12254, FGIG_11523
OG0004925	T265_11218, T265_00347, T265_11217	FGIG_11559
OG0004926	T265_10690	FGIG_12155
OG0004927	T265_13851, T265_05757	FGIG_12242
OG0004928	T265_08654	FGIG_12265
OG0004929	T265_12860	FGIG_12306
OG0004930	T265_13206	FGIG_12328
OG0004931	T265_04688	FGIG_12528
OG0004932	T265_13255	FGIG_12653
OG0004971	T265_03635	FGIG_00010
OG0004972	T265_08185	FGIG_00057
OG0004973	T265_01530	FGIG_04817
OG0004974	T265_03609	FGIG_00110
OG0004975	T265_06326	FGIG_00125
OG0004976	T265_06634	FGIG_00199
OG0004977	T265_06722	FGIG_00265, FGIG_00264
OG0004978	T265_06710	FGIG_00367
OG0004979	T265_14370	FGIG_07059, FGIG_00438
OG0004980	T265_08640	FGIG_00456, FGIG_10151
OG0004981	T265_10567	FGIG_09766, FGIG_00470
OG0004982	T265_12457	FGIG_00482
OG0004983	T265_06542	FGIG_00493
OG0004984	T265_10940	FGIG_00560
OG0004985	T265_14187	FGIG_00565
OG0004986	T265_04522, T265_15865	FGIG_00597
OG0004987	T265_11681	FGIG_00606
OG0004988	T265_07557, T265_07560, T265_07559	FGIG_00610
OG0004989	T265_03835	FGIG_00659
OG0004990	T265_05541	FGIG_00696, FGIG_00697
OG0004991	T265_06920	FGIG_00720, FGIG_00719
OG0004992	T265_10931	FGIG_00802
OG0004993	T265_04069	FGIG_00852
OG0004994	T265_12442	FGIG_00901
OG0004996	T265_11827	FGIG_00971
OG0004997	T265_02388, T265_12996	FGIG_00997
OG0004998	T265_14246, T265_15929	FGIG_01011
OG0004999	T265_07741	FGIG_01012
OG0005000	T265_00040	FGIG_01027
OG0005001	T265_01635, T265_16360	FGIG_01147
OG0005002	T265_15294	FGIG_01221
OG0005003	T265_06930	FGIG_01247
OG0005004	T265_13031	FGIG_01278
OG0005005	T265_14012, T265_15173	FGIG_01287
OG0005006	T265_01170	FGIG_01329
OG0005007	T265_13144	FGIG_10606, FGIG_01335
OG0005007	T265_03003	FGIG_04855
OG0005008	T265_13710	FGIG_01339
OG0005009	T265_06607	FGIG_01343, FGIG_01342
OG0005010	T265_09103	FGIG_01435
OG0005011	T265_16299, T265_06466	FGIG_01488
OG0005012	T265_12000	FGIG_01539
OG0005013	T265_04646, T265_13553	FGIG_08334
OG0005014	T265_12297	FGIG_01650
OG0005015	T265_03379	FGIG_01688
OG0005016	T265_08211	FGIG_01702
OG0005017	T265_04975	FGIG_01713
OG0005018	T265_10014, T265_10015, T265_10017	FGIG_01767
OG0005019	T265_09203, T265_16222	FGIG_01787, FGIG_10767
OG0005020	T265_07599	FGIG_01795, FGIG_01796
OG0005021	T265_13910	FGIG_01824
OG0005022	T265_14075	FGIG_01913
OG0005023	T265_02496	FGIG_01923
OG0005024	T265_10824	FGIG_01946, FGIG_02990, FGIG_12030
OG0005025	T265_03202	FGIG_02004
OG0005026	T265_11629, T265_11630	FGIG_10874, FGIG_02039
OG0005027	T265_13390	FGIG_02091
OG0005028	T265_13597	FGIG_02110
OG0005030	T265_05704	FGIG_02120
OG0005031	T265_03877	FGIG_02138
OG0005033	T265_10596	FGIG_02262
OG0005035	T265_13707	FGIG_02426
OG0005036	T265_10717	FGIG_02486
OG0005038	T265_14949, T265_03558	FGIG_02598
OG0005039	T265_14909	FGIG_02601
OG0005040	T265_11703, T265_11702	FGIG_02655
OG0005041	T265_05857, T265_05858, T265_05851	FGIG_02678
OG0005042	T265_06258	FGIG_02681
OG0005043	T265_08463	FGIG_02728
OG0005044	T265_10930	FGIG_02745
OG0005045	T265_08024	FGIG_02769
OG0005046	T265_02358	FGIG_02805, FGIG_02804
OG0005047	T265_15075	FGIG_02952
OG0005048	T265_05265	FGIG_02956
OG0005049	T265_12876	FGIG_02961
OG0005050	T265_06282	FGIG_02984
OG0005051	T265_06299	FGIG_02995
OG0005052	T265_03879	FGIG_10455, FGIG_10456, FGIG_03029
OG0005053	T265_09811	FGIG_03064
OG0005054	T265_16262, T265_16071, T265_12367	FGIG_03154
OG0005055	T265_06834	FGIG_03159
OG0005056	T265_13094	FGIG_03192
OG0005057	T265_10535	FGIG_03239
OG0005058	T265_07216	FGIG_03292
OG0005059	T265_10049	FGIG_03427
OG0005060	T265_13096	FGIG_03468
OG0005062	T265_00902, T265_10695	FGIG_03541
OG0005063	T265_01488	FGIG_03542
OG0005064	T265_14432	FGIG_03568
OG0005065	T265_12476, T265_12477	FGIG_03623
OG0005067	T265_08708	FGIG_03699, FGIG_03700, FGIG_09210
OG0005068	T265_00795	FGIG_03721
OG0005069	T265_07336	FGIG_11212, FGIG_03750
OG0005070	T265_00261	FGIG_03752, FGIG_11887
OG0005071	T265_16186, T265_05399, T265_16157	FGIG_03837, FGIG_12679
OG0005072	T265_08508	FGIG_03859
OG0005073	T265_13813	FGIG_03863, FGIG_03864
OG0005074	T265_03122	FGIG_03866
OG0005075	T265_10094	FGIG_10795
OG0005076	T265_15146	FGIG_03941
OG0005077	T265_00157	FGIG_04083
OG0005078	T265_12753	FGIG_04114
OG0005079	T265_04600, T265_02856, T265_09093	FGIG_04323
OG0005080	T265_02923	FGIG_04360
OG0005081	T265_00233	FGIG_04377
OG0005082	T265_09744	FGIG_04432
OG0005083	T265_06380	FGIG_04470
OG0005084	T265_08746	FGIG_04475
OG0005086	T265_12914	FGIG_04525
OG0005087	T265_00777	FGIG_04543
OG0005088	T265_02448	FGIG_04592, FGIG_12099
OG0005089	T265_07642	FGIG_04622
OG0005090	T265_02493	FGIG_11833
OG0005090	T265_02495	FGIG_04738
OG0005091	T265_15074	FGIG_04748
OG0005092	T265_06949	FGIG_05102
OG0005094	T265_00335	FGIG_05192
OG0005095	T265_03449, T265_10865	FGIG_05218
OG0005097	T265_13724	FGIG_05394
OG0005098	T265_00311	FGIG_05407
OG0005099	T265_04166	FGIG_05418
OG0005100	T265_09196	FGIG_05436
OG0005101	T265_08828	FGIG_05442
OG0005102	T265_13525	FGIG_06608, FGIG_05461
OG0005103	T265_02674	FGIG_05481
OG0005104	T265_15063	FGIG_05527
OG0005105	T265_03843	FGIG_05571
OG0005106	T265_11707, T265_16093	FGIG_05650, FGIG_05651
OG0005108	T265_08259, T265_08257, T265_08258	FGIG_05736
OG0005109	T265_15399	FGIG_05847
OG0005110	T265_02457	FGIG_05855
OG0005111	T265_13278	FGIG_05923
OG0005112	T265_09415	FGIG_11999, FGIG_06100, FGIG_06099
OG0005113	T265_00337	FGIG_06133
OG0005115	T265_02546	FGIG_06183
OG0005116	T265_08284	FGIG_06240
OG0005117	T265_06301	FGIG_06254
OG0005118	T265_13629	FGIG_06291
OG0005119	T265_01433	FGIG_06391
OG0005120	T265_07110	FGIG_06405
OG0005121	T265_13341	FGIG_06552
OG0005122	T265_15528	FGIG_06599
OG0005123	T265_13443	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632
OG0005124	T265_02916	FGIG_06642
OG0005125	T265_10951	FGIG_06673
OG0005126	T265_10674, T265_10137	FGIG_06690
OG0005127	T265_08345	FGIG_06723
OG0005128	T265_01446	FGIG_06807
OG0005130	T265_03705	FGIG_06871
OG0005131	T265_00074	FGIG_06939
OG0005133	T265_05811	FGIG_07058
OG0005134	T265_00296	FGIG_07168
OG0005135	T265_13265	FGIG_07186
OG0005136	T265_09434	FGIG_07193
OG0005137	T265_05289	FGIG_07201
OG0005138	T265_14960, T265_09804	FGIG_07240
OG0005139	T265_06260	FGIG_07267, FGIG_07268
OG0005140	T265_13323	FGIG_07312
OG0005141	T265_02741	FGIG_07354
OG0005142	T265_05082	FGIG_07469
OG0005143	T265_06869	FGIG_07474
OG0005144	T265_02842	FGIG_12277, FGIG_07548
OG0005145	T265_01192	FGIG_07554
OG0005146	T265_08955, T265_13016	FGIG_07613
OG0005147	T265_10173	FGIG_07621, FGIG_07620
OG0005148	T265_12769, T265_01338	FGIG_07670
OG0005149	T265_14444	FGIG_07691
OG0005151	T265_07122	FGIG_07758
OG0005152	T265_10470	FGIG_07776, FGIG_07775
OG0005153	T265_08383	FGIG_07817
OG0005154	T265_06113	FGIG_11435, FGIG_07847
OG0005156	T265_12762	FGIG_07911
OG0005157	T265_09542	FGIG_08585, FGIG_07936
OG0005158	T265_09142	FGIG_08022
OG0005159	T265_01492	FGIG_11578, FGIG_08074
OG0005161	T265_00726	FGIG_08168, FGIG_12697
OG0005162	T265_03028	FGIG_08268
OG0005163	T265_02154	FGIG_08272
OG0005164	T265_09249	FGIG_09665, FGIG_08306
OG0005165	T265_08354	FGIG_08400
OG0005166	T265_13272	FGIG_08492
OG0005167	T265_06977	FGIG_08497
OG0005168	T265_13117	FGIG_08651
OG0005169	T265_12079	FGIG_08744
OG0005170	T265_14932	FGIG_11368, FGIG_08783
OG0005171	T265_06504	FGIG_08798
OG0005172	T265_05936	FGIG_08821
OG0005173	T265_14208	FGIG_08857
OG0005174	T265_08698	FGIG_08966
OG0005175	T265_06630	FGIG_09039
OG0005176	T265_04994	FGIG_09061
OG0005177	T265_12758	FGIG_09108
OG0005178	T265_02547, T265_02548	FGIG_09192, FGIG_09191
OG0005179	T265_01649	FGIG_09213
OG0005180	T265_08584	FGIG_09227
OG0005181	T265_07816, T265_14399	FGIG_09281
OG0005182	T265_00826	FGIG_09456
OG0005183	T265_02061	FGIG_09467
OG0005184	T265_14692	FGIG_09468
OG0005185	T265_02339	FGIG_09496
OG0005186	T265_15113	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706
OG0005187	T265_09043	FGIG_09595
OG0005188	T265_02621	FGIG_12216, FGIG_09597
OG0005189	T265_06461	FGIG_09638
OG0005190	T265_12632	FGIG_09742
OG0005191	T265_11503	FGIG_09753
OG0005192	T265_12980	FGIG_09777
OG0005193	T265_01677	FGIG_09782
OG0005195	T265_03634	FGIG_09810
OG0005196	T265_12728	FGIG_09826
OG0005197	T265_12683	FGIG_09862
OG0005198	T265_02888	FGIG_09872
OG0005199	T265_10805	FGIG_09906
OG0005200	T265_02677	FGIG_10030
OG0005201	T265_15346	FGIG_10036
OG0005202	T265_05412	FGIG_10038
OG0005203	T265_15114	FGIG_10227
OG0005204	T265_13012	FGIG_10241
OG0005205	T265_09560	FGIG_10253
OG0005206	T265_03569	FGIG_10396
OG0005207	T265_09554	FGIG_10400, FGIG_10399
OG0005208	T265_06101	FGIG_10528
OG0005210	T265_09402	FGIG_10629
OG0005211	T265_03837	FGIG_10634
OG0005212	T265_06492	FGIG_10718
OG0005213	T265_14519	FGIG_10888
OG0005214	T265_09867	FGIG_10916
OG0005215	T265_05728	FGIG_10968
OG0005216	T265_08060, T265_02472	FGIG_10974
OG0005217	T265_10638	FGIG_11015
OG0005218	T265_12075	FGIG_11218
OG0005219	T265_01010	FGIG_11259
OG0005220	T265_11531	FGIG_11291
OG0005221	T265_04997	FGIG_11501
OG0005222	T265_13548	FGIG_11758
OG0005222	T265_10254	FGIG_12378
OG0005223	T265_00818	FGIG_11994
OG0005224	T265_01432	FGIG_12011
OG0005225	T265_10998	FGIG_12077
OG0005226	T265_02121	FGIG_12244
OG0005227	T265_03054	FGIG_12279
OG0005228	T265_12794	FGIG_12293
OG0005229	T265_10969	FGIG_12298
OG0005230	T265_13403	FGIG_12539, FGIG_12624
OG0005231	T265_01462	FGIG_12610
OG0005283	T265_07745	FGIG_09478, FGIG_00041
OG0005284	T265_05448	FGIG_00159
OG0005285	T265_12614	FGIG_00202
OG0005286	T265_14394	FGIG_00208
OG0005287	T265_03322	FGIG_00252
OG0005289	T265_00459, T265_12550, T265_00460	FGIG_00316
OG0005290	T265_04696	FGIG_00364
OG0005291	T265_06357	FGIG_00509
OG0005292	T265_11219	FGIG_00618
OG0005293	T265_04198	FGIG_00650
OG0005294	T265_12032, T265_14151, T265_06837	FGIG_08011, FGIG_00653
OG0005295	T265_04038	FGIG_00654
