Orthogroup	opisthorchis_viverrini	schistosoma_mattheei
OG0003634	T265_13087	SMTH1_86700.1, SMTH1_86690.1
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	SMTH1_85090.1
OG0003636	T265_14928	SMTH1_82210.1, SMTH1_82200.1
OG0003637	T265_15655	SMTH1_74910.1
OG0003638	T265_05106	SMTH1_60140.1
OG0003639	T265_05104, T265_16000	SMTH1_60150.1
OG0003640	T265_01012	SMTH1_5460.1, SMTH1_5460.2
OG0003641	T265_02862	SMTH1_84130.1
OG0003643	T265_00281	SMTH1_80590.1, SMTH1_80590.2
OG0003645	T265_00160, T265_00162	SMTH1_52500.1, SMTH1_52500.2, SMTH1_52500.3
OG0003646	T265_03853	SMTH1_59600.1
OG0003647	T265_11848, T265_15568	SMTH1_17110.1, SMTH1_17100.1
OG0003648	T265_10268	SMTH1_11260.1, SMTH1_11260.2
OG0003649	T265_00575	SMTH1_42670.1
OG0003650	T265_15117	SMTH1_17200.1, SMTH1_17200.2
OG0003651	T265_13683	SMTH1_56470.1
OG0003652	T265_00794, T265_12637	SMTH1_60280.1, SMTH1_60270.1
OG0003653	T265_02615	SMTH1_44280.1, SMTH1_44270.1
OG0003654	T265_08494	SMTH1_74030.1, SMTH1_74030.2
OG0003655	T265_05208	SMTH1_33350.1
OG0003656	T265_03290	SMTH1_78560.1, SMTH1_78570.1
OG0003657	T265_11037	SMTH1_4110.1, SMTH1_4110.2, SMTH1_4110.5, SMTH1_4110.3, SMTH1_4110.4
OG0003658	T265_07445	SMTH1_80610.1, SMTH1_80610.2, SMTH1_80610.3
OG0003659	T265_02794	SMTH1_87290.1
OG0003660	T265_00788, T265_02325	SMTH1_80180.1, SMTH1_80180.2
OG0003661	T265_00438	SMTH1_57980.2, SMTH1_57980.3, SMTH1_57980.1
OG0003662	T265_11677	SMTH1_48910.1
OG0003663	T265_15278	SMTH1_77650.1
OG0003665	T265_12643, T265_12644	SMTH1_80700.1
OG0003666	T265_08460, T265_13632	SMTH1_64190.1, SMTH1_64180.1
OG0003668	T265_03603	SMTH1_60060.2, SMTH1_60060.3, SMTH1_60060.1
OG0003669	T265_00288	SMTH1_61210.1
OG0003670	T265_08934	SMTH1_69450.1, SMTH1_69460.1
OG0003671	T265_01972	SMTH1_84100.1, SMTH1_84090.1
OG0003672	T265_14717	SMTH1_104390.1, SMTH1_104390.2, SMTH1_104380.1
OG0003674	T265_13658, T265_04998	SMTH1_37880.1
OG0003676	T265_16358, T265_11520, T265_16124	SMTH1_104470.1, SMTH1_104480.1
OG0003677	T265_09034	SMTH1_88560.1, SMTH1_88550.1, SMTH1_25150.1
OG0003678	T265_10342	SMTH1_34720.1, SMTH1_34730.1, SMTH1_34730.2
OG0003679	T265_11802	SMTH1_49960.1
OG0003680	T265_02876	SMTH1_41470.1, SMTH1_41470.2
OG0003681	T265_09754	SMTH1_96710.1
OG0003683	T265_06872	SMTH1_10490.1
OG0003685	T265_04088	SMTH1_42270.1
OG0003686	T265_04768	SMTH1_101040.1, SMTH1_101040.2, SMTH1_101040.3, SMTH1_101040.4
OG0003687	T265_08327	SMTH1_96880.1
OG0003689	T265_15525, T265_11754	SMTH1_69590.1
OG0003690	T265_11143, T265_15936	SMTH1_61280.1, SMTH1_61280.2, SMTH1_61280.3
OG0003691	T265_05651	SMTH1_106570.1, SMTH1_106570.2
OG0003692	T265_08242	SMTH1_42400.1
OG0003693	T265_08095	SMTH1_59290.1, SMTH1_59290.2
OG0003694	T265_07501	SMTH1_26520.1
OG0003695	T265_09288	SMTH1_72030.1, SMTH1_72030.2
OG0003696	T265_00034	SMTH1_77410.1
OG0003697	T265_06827, T265_14149	SMTH1_1860.1, SMTH1_1860.2
OG0003698	T265_15116	SMTH1_36490.2, SMTH1_36490.1, SMTH1_36490.3, SMTH1_36500.1
OG0003699	T265_07037	SMTH1_35990.1, SMTH1_35990.2, SMTH1_35990.3, SMTH1_35990.4
OG0003700	T265_10146	SMTH1_51590.1
OG0003701	T265_01634	SMTH1_90770.1
OG0003703	T265_07221, T265_16143	SMTH1_13610.1
OG0003704	T265_06510	SMTH1_37240.1
OG0003705	T265_07049	SMTH1_38190.1, SMTH1_38190.2, SMTH1_38190.3
OG0003706	T265_04171	SMTH1_101260.1
OG0003707	T265_15364	SMTH1_5540.1, SMTH1_5560.1, SMTH1_5570.1
OG0003708	T265_07688	SMTH1_68310.1
OG0003709	T265_04308, T265_04657, T265_14395	SMTH1_2610.2, SMTH1_2610.1
OG0003710	T265_13051	SMTH1_37270.1
OG0003711	T265_05157	SMTH1_74580.1
OG0003712	T265_13695	SMTH1_19650.1
OG0003713	T265_07311	SMTH1_96810.1
OG0003715	T265_13324	SMTH1_28400.1, SMTH1_28410.1
OG0003717	T265_14734	SMTH1_81110.1, SMTH1_81110.2, SMTH1_81110.3
OG0003718	T265_13675	SMTH1_86360.1
OG0003719	T265_09180	SMTH1_55950.1
OG0003720	T265_06792	SMTH1_66600.1
OG0003721	T265_02624	SMTH1_102100.1
OG0003723	T265_07088	SMTH1_103090.1
OG0003724	T265_09063	SMTH1_21580.1
OG0003725	T265_09685	SMTH1_6450.1
OG0003726	T265_03314	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1
OG0003727	T265_10556	SMTH1_32180.1
OG0003728	T265_02271	SMTH1_22210.1
OG0003729	T265_10965	SMTH1_10260.1
OG0003730	T265_14130	SMTH1_55690.1
OG0003731	T265_13642	SMTH1_91880.1, SMTH1_91890.1, SMTH1_91900.1
OG0003732	T265_13560	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2
OG0003733	T265_01595	SMTH1_8230.1, SMTH1_8230.2
OG0003734	T265_09564	SMTH1_4260.1
OG0003735	T265_06408	SMTH1_5800.1
OG0003736	T265_12784	SMTH1_76800.1
OG0003737	T265_14236, T265_15927	SMTH1_1560.1, SMTH1_1550.1
OG0003738	T265_05054	SMTH1_48780.1, SMTH1_48780.2
OG0003739	T265_15441	SMTH1_55640.1, SMTH1_55650.1
OG0003740	T265_12173, T265_02122, T265_16241	SMTH1_29840.1
OG0003742	T265_00182	SMTH1_65920.1, SMTH1_65930.1
OG0003743	T265_01139	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4
OG0003744	T265_08995	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1
OG0003745	T265_08231	SMTH1_34240.1
OG0003746	T265_15392	SMTH1_4140.1, SMTH1_4140.2
OG0003747	T265_02110	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3
OG0003748	T265_06307	SMTH1_3980.1
OG0003749	T265_02264	SMTH1_23860.1, SMTH1_23860.2
OG0003750	T265_03282	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3
OG0003752	T265_08865	SMTH1_38180.1
OG0003755	T265_06436	SMTH1_2770.1
OG0003756	T265_08406	SMTH1_100890.1
OG0003757	T265_03497	SMTH1_46190.1, SMTH1_46200.1
OG0003759	T265_05181	SMTH1_75930.1, SMTH1_75930.2
OG0003760	T265_10848, T265_05509, T265_09336	SMTH1_46480.1
OG0003761	T265_08834	SMTH1_55760.1
OG0003762	T265_11768	SMTH1_98090.1, SMTH1_98080.1
OG0003763	T265_02568	SMTH1_46050.1
OG0003764	T265_02610	SMTH1_43470.1, SMTH1_43470.2
OG0003766	T265_09173	SMTH1_52010.1
OG0003767	T265_00597	SMTH1_66880.1
OG0003768	T265_15091	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3
OG0003769	T265_05416	SMTH1_27770.1, SMTH1_27770.2
OG0003770	T265_03594	SMTH1_78250.1
OG0003771	T265_15770, T265_15771	SMTH1_7660.1, SMTH1_7650.1
OG0003772	T265_00071	SMTH1_53790.1, SMTH1_53780.1
OG0003773	T265_07529, T265_07530	SMTH1_97960.1
OG0003774	T265_01329	SMTH1_80470.1
OG0003775	T265_09155, T265_08355	SMTH1_78760.1
OG0003776	T265_14561	SMTH1_8780.1
OG0003777	T265_01583	SMTH1_64670.1, SMTH1_64680.1
OG0003778	T265_07089	SMTH1_103070.1
OG0003779	T265_05531	SMTH1_15220.1, SMTH1_15230.1
OG0003780	T265_13360	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2
OG0003781	T265_04246	SMTH1_29060.1, SMTH1_29060.2
OG0003782	T265_06846	SMTH1_56230.1
OG0003783	T265_12559	SMTH1_51380.1, SMTH1_51380.2
OG0003784	T265_00146, T265_12352, T265_15752	SMTH1_51510.1
OG0003785	T265_04718	SMTH1_49900.1, SMTH1_49910.1
OG0003786	T265_01448	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5
OG0003787	T265_10458, T265_11182	SMTH1_23200.1
OG0003788	T265_11551	SMTH1_79470.1
OG0003789	T265_11782	SMTH1_9070.1
OG0003790	T265_07338	SMTH1_33030.1
OG0003791	T265_13215	SMTH1_51690.1
OG0003792	T265_07300	SMTH1_61600.1
OG0003794	T265_07116	SMTH1_95020.1
OG0003795	T265_08168	SMTH1_280.1
OG0003796	T265_11530, T265_11441, T265_11529	SMTH1_72860.1, SMTH1_72860.2
OG0003797	T265_13903	SMTH1_84260.3, SMTH1_84260.2, SMTH1_84260.1
OG0003798	T265_09175	SMTH1_16790.1
OG0003799	T265_02377	SMTH1_90080.1, SMTH1_90070.1
OG0003800	T265_05983	SMTH1_25970.1
OG0003801	T265_08096	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2
OG0003802	T265_03294	SMTH1_87120.2, SMTH1_87120.1
OG0003803	T265_09049	SMTH1_11340.1
OG0003804	T265_12924	SMTH1_17170.1
OG0003805	T265_00258	SMTH1_1170.1
OG0003806	T265_00275	SMTH1_8930.1
OG0003807	T265_15782	SMTH1_40930.1
OG0003809	T265_02345	SMTH1_78630.1, SMTH1_78650.1
OG0003813	T265_04194, T265_15376	SMTH1_3350.1, SMTH1_40210.1, SMTH1_53910.1
OG0003814	T265_06383	SMTH1_91350.1
OG0003827	T265_13331	SMTH1_33190.1, SMTH1_33200.1
OG0003828	T265_02993, T265_03636, T265_02995, T265_03637	SMTH1_41040.1, SMTH1_41050.1
OG0003829	T265_10436	SMTH1_8160.1, SMTH1_8160.3, SMTH1_8160.2
OG0003830	T265_09055	SMTH1_12660.1, SMTH1_12660.3
OG0003831	T265_11014, T265_11015	SMTH1_106100.1
OG0003832	T265_10860	SMTH1_106060.1
OG0003834	T265_05544	SMTH1_3600.1, SMTH1_3600.2
OG0003835	T265_11735	SMTH1_17600.1
OG0003836	T265_08888	SMTH1_33170.1
OG0003837	T265_06035, T265_09723	SMTH1_44850.1
OG0003838	T265_07776	SMTH1_15640.1
OG0003839	T265_05240	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2
OG0003840	T265_14592	SMTH1_46280.1, SMTH1_46320.1
OG0003842	T265_15056, T265_08637, T265_08638	SMTH1_33510.2, SMTH1_33510.1
OG0003843	T265_14168	SMTH1_9370.1
OG0003844	T265_00713	SMTH1_36610.1, SMTH1_36620.1
OG0003845	T265_02625	SMTH1_102110.1
OG0003846	T265_06818	SMTH1_5290.1, SMTH1_5290.2
OG0003847	T265_10563	SMTH1_68540.1
OG0003848	T265_07131	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3
OG0003849	T265_15329	SMTH1_21800.1
OG0003850	T265_00751	SMTH1_32690.1
OG0003851	T265_05837, T265_13888	SMTH1_69910.1
OG0003852	T265_14491	SMTH1_103700.1, SMTH1_103710.1, SMTH1_103710.2
OG0003853	T265_08362	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3
OG0003854	T265_03170, T265_03168, T265_03171, T265_03169	SMTH1_74010.1
OG0003855	T265_12068	SMTH1_48590.1
OG0003856	T265_10681	SMTH1_94530.1
OG0003857	T265_05336	SMTH1_42770.1
OG0003858	T265_07459	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3
OG0003859	T265_03929	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3
OG0003860	T265_02613	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1
OG0003861	T265_01889	SMTH1_41680.1
OG0003864	T265_00327	SMTH1_84520.6, SMTH1_84520.1, SMTH1_84520.2, SMTH1_84520.3, SMTH1_84520.4, SMTH1_84520.5
OG0003865	T265_16087	SMTH1_103860.1
OG0003866	T265_03366	SMTH1_45030.1, SMTH1_45030.2
OG0003867	T265_00021	SMTH1_52820.2, SMTH1_52820.1
OG0003868	T265_03172	SMTH1_67860.1
OG0003869	T265_12812	SMTH1_46470.1
OG0003872	T265_01200	SMTH1_62710.1
OG0003873	T265_14902	SMTH1_91170.1, SMTH1_91160.1
OG0003874	T265_09712	SMTH1_48550.1
OG0003875	T265_05982	SMTH1_25980.1
OG0003876	T265_06523	SMTH1_44020.1
OG0003877	T265_01126	SMTH1_69200.1, SMTH1_69200.2
OG0003878	T265_12724	SMTH1_69210.1, SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3
OG0003879	T265_09833	SMTH1_89530.1
OG0003881	T265_02017	SMTH1_67650.1
OG0003882	T265_03801	SMTH1_103850.1
OG0003883	T265_04185	SMTH1_67570.1
OG0003884	T265_05578	SMTH1_26940.1, SMTH1_26940.2
OG0003885	T265_07522	SMTH1_96210.1
OG0003886	T265_14515, T265_16100, T265_16102	SMTH1_42390.1, SMTH1_42380.1
OG0003887	T265_02629, T265_13056	SMTH1_98020.1
OG0003888	T265_02628	SMTH1_100480.1, SMTH1_100470.1
OG0003889	T265_02775	SMTH1_84060.1
OG0003890	T265_13252	SMTH1_23020.1
OG0003891	T265_09065	SMTH1_15670.1
OG0003892	T265_05178	SMTH1_97930.1, SMTH1_97930.2
OG0003894	T265_12868	SMTH1_13130.2, SMTH1_13130.1
OG0003895	T265_03559	SMTH1_58380.1
OG0003896	T265_01211	SMTH1_58920.1, SMTH1_58920.2
OG0003897	T265_10035, T265_04263	SMTH1_32530.1
OG0003899	T265_07211	SMTH1_58400.1, SMTH1_58410.1
OG0003900	T265_10723	SMTH1_76320.1, SMTH1_76310.1
OG0003902	T265_13594, T265_16150	SMTH1_97570.1
OG0003903	T265_09767	SMTH1_76120.1
OG0003904	T265_12792	SMTH1_75400.1
OG0003905	T265_02716	SMTH1_104910.1
OG0003906	T265_15259	SMTH1_9250.1
OG0003907	T265_08382	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3
OG0003908	T265_13254	SMTH1_24740.1, SMTH1_24750.1
OG0003909	T265_14652	SMTH1_39990.1
OG0003910	T265_14467	SMTH1_62390.1, SMTH1_62390.2
OG0003911	T265_07148	SMTH1_45690.1
OG0003912	T265_01757	SMTH1_88340.1, SMTH1_88340.2
OG0003913	T265_15870, T265_13380, T265_13379	SMTH1_34190.1
OG0003914	T265_02342	SMTH1_77090.1, SMTH1_77100.1
OG0003915	T265_02343	SMTH1_77110.1
OG0003916	T265_04956	SMTH1_92860.1
OG0003917	T265_00965	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3
OG0003918	T265_11784	SMTH1_55740.1, SMTH1_55740.2
OG0003919	T265_08326	SMTH1_37910.1
OG0003920	T265_06647	SMTH1_18550.1
OG0003921	T265_10885	SMTH1_77610.1
OG0003922	T265_01385	SMTH1_75320.1
OG0003923	T265_05966	SMTH1_27400.1, SMTH1_27400.2
OG0003924	T265_01221	SMTH1_62340.1
OG0003925	T265_13740, T265_13742	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3
OG0003926	T265_03768	SMTH1_28160.1
OG0003927	T265_02043	SMTH1_76390.1
OG0003928	T265_09914	SMTH1_45660.1
OG0003929	T265_05791	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3
OG0003930	T265_10020	SMTH1_89330.1
OG0003931	T265_00356	SMTH1_58780.1
OG0003932	T265_06772, T265_09511	SMTH1_16410.1, SMTH1_16410.2
OG0003933	T265_07605	SMTH1_50040.1
OG0003934	T265_00259	SMTH1_440.1
OG0003936	T265_13452	SMTH1_7580.1
OG0003937	T265_13217, T265_13216	SMTH1_53250.1, SMTH1_53240.1
OG0003938	T265_06118	SMTH1_81210.1, SMTH1_81220.1
OG0003939	T265_16172	SMTH1_93750.1, SMTH1_93750.2, SMTH1_93750.3
OG0003940	T265_03321	SMTH1_14400.1
OG0003941	T265_06268	SMTH1_4900.1, SMTH1_4910.1
OG0003942	T265_13372	SMTH1_51180.1, SMTH1_51190.1
OG0003943	T265_10688	SMTH1_51750.1
OG0003945	T265_13755, T265_13756	SMTH1_97180.1, SMTH1_97190.1
OG0003946	T265_02108	SMTH1_27490.1
OG0003947	T265_05884	SMTH1_45300.1, SMTH1_45310.1
OG0003948	T265_14150, T265_16082, T265_16108	SMTH1_63010.1, SMTH1_63030.1, SMTH1_63000.1
OG0003949	T265_05466, T265_16243	SMTH1_60330.1
OG0003950	T265_06273	SMTH1_7430.1
OG0003951	T265_11981	SMTH1_54320.1, SMTH1_54330.1
OG0003952	T265_04156	SMTH1_100150.1
OG0003953	T265_11268	SMTH1_91210.1
OG0003955	T265_15588	SMTH1_55580.1
OG0003956	T265_00672	SMTH1_69870.1
OG0003957	T265_07581	SMTH1_38650.1
OG0003958	T265_04262	SMTH1_28680.1
OG0003959	T265_14829	SMTH1_13230.1, SMTH1_13230.2, SMTH1_13230.3
OG0003960	T265_13631	SMTH1_57520.1
OG0003961	T265_14901, T265_16141	SMTH1_79590.1
OG0003964	T265_08186	SMTH1_19470.1, SMTH1_19470.2, SMTH1_19470.3
OG0003965	T265_05582	SMTH1_30380.1, SMTH1_30380.2, SMTH1_30390.1, SMTH1_30390.2
OG0003967	T265_01515, T265_08210	SMTH1_47200.1, SMTH1_47210.1, SMTH1_47190.1, SMTH1_47220.1
OG0003968	T265_08006	SMTH1_3890.1, SMTH1_3890.2, SMTH1_3890.3, SMTH1_3890.4
OG0003969	T265_03015	SMTH1_93160.1, SMTH1_93150.1
OG0003970	T265_14765	SMTH1_102550.1
OG0003971	T265_12912	SMTH1_70010.1
OG0003972	T265_10338	SMTH1_34700.1
OG0003973	T265_05669	SMTH1_106800.1, SMTH1_106800.2
OG0003974	T265_02855	SMTH1_59850.1, SMTH1_59850.2
OG0003975	T265_04899, T265_04898	SMTH1_43280.1, SMTH1_43270.1
OG0003976	T265_15106	SMTH1_28000.1, SMTH1_28000.2
OG0003977	T265_00385	SMTH1_59620.1
OG0003978	T265_04067	SMTH1_54070.1, SMTH1_54070.2
OG0003979	T265_04589	SMTH1_15700.1, SMTH1_15700.2
OG0003980	T265_05217	SMTH1_102960.3, SMTH1_102960.1, SMTH1_102960.2
OG0003982	T265_12819	SMTH1_73150.1
OG0003983	T265_03139	SMTH1_67670.1
OG0003984	T265_08473	SMTH1_10780.2, SMTH1_10780.3, SMTH1_10780.4, SMTH1_10780.5, SMTH1_10780.1
OG0003985	T265_00185	SMTH1_72820.1
OG0003986	T265_00664	SMTH1_73330.1
OG0003987	T265_06432	SMTH1_8960.1, SMTH1_8960.2
OG0003988	T265_09190	SMTH1_41810.1
OG0003989	T265_13605	SMTH1_65090.1
OG0003991	T265_06214	SMTH1_16540.1
OG0003992	T265_00578	SMTH1_34820.1, SMTH1_34820.2
OG0003993	T265_13785	SMTH1_84800.1, SMTH1_84810.1
OG0003994	T265_04732	SMTH1_45750.1
OG0003995	T265_14455	SMTH1_97710.1, SMTH1_97710.2
OG0003996	T265_01337	SMTH1_60300.1
OG0003997	T265_01440	SMTH1_19740.1
OG0003999	T265_06186	SMTH1_24790.1
OG0004000	T265_11435	SMTH1_71900.2, SMTH1_71900.7, SMTH1_71900.4, SMTH1_71900.1, SMTH1_71900.3, SMTH1_71900.5, SMTH1_71900.6
OG0004001	T265_03300	SMTH1_52120.1, SMTH1_52120.2, SMTH1_52120.3
OG0004002	T265_12865	SMTH1_84730.1, SMTH1_84730.2
OG0004003	T265_09720	SMTH1_36680.1, SMTH1_36680.2
OG0004004	T265_10247	SMTH1_77740.1
OG0004005	T265_01501	SMTH1_42220.1
OG0004006	T265_11320	SMTH1_36440.1, SMTH1_36440.2
OG0004007	T265_00321	SMTH1_79410.1, SMTH1_79400.1
OG0004008	T265_07509	SMTH1_28340.1, SMTH1_28340.2
OG0004009	T265_05235	SMTH1_105880.1
OG0004010	T265_10401	SMTH1_25460.1
OG0004011	T265_15136	SMTH1_86010.1
OG0004013	T265_06164	SMTH1_72960.1, SMTH1_72960.3, SMTH1_72960.2
OG0004015	T265_14492	SMTH1_104770.1
OG0004016	T265_06913	SMTH1_1780.1
OG0004018	T265_09487	SMTH1_96190.1
OG0004019	T265_04159	SMTH1_96860.1, SMTH1_96850.1
OG0004023	T265_10136	SMTH1_66970.1
OG0004024	T265_15006	SMTH1_1400.1, SMTH1_1400.2
OG0004025	T265_15600	SMTH1_24050.1, SMTH1_24050.2
OG0004026	T265_07030	SMTH1_42920.3, SMTH1_42920.2, SMTH1_42920.1, SMTH1_42920.4, SMTH1_42920.5, SMTH1_42920.6
OG0004027	T265_06744, T265_06749	SMTH1_85300.1
OG0004029	T265_12763	SMTH1_77530.1
OG0004030	T265_09691	SMTH1_20590.1
OG0004031	T265_10121	SMTH1_36070.1, SMTH1_36070.2
OG0004032	T265_13989	SMTH1_15940.1
OG0004033	T265_03646	SMTH1_44950.1, SMTH1_44950.3, SMTH1_44950.2, SMTH1_44950.4
OG0004034	T265_11229	SMTH1_101870.1
OG0004035	T265_01826	SMTH1_98640.1, SMTH1_98640.3, SMTH1_98640.2
OG0004036	T265_05064	SMTH1_42260.1, SMTH1_42260.2
OG0004037	T265_06695	SMTH1_980.1
OG0004038	T265_15026	SMTH1_53930.1, SMTH1_53930.2
OG0004039	T265_11226	SMTH1_77940.1
OG0004040	T265_09084	SMTH1_59430.1, SMTH1_59430.2
OG0004041	T265_07133	SMTH1_46270.1
OG0004042	T265_07612	SMTH1_73970.1, SMTH1_73970.2
OG0004043	T265_13544	SMTH1_9540.1, SMTH1_9540.2, SMTH1_9540.3
OG0004044	T265_10408	SMTH1_25530.1
OG0004045	T265_07773	SMTH1_360.1, SMTH1_360.2
OG0004046	T265_10261	SMTH1_11810.1, SMTH1_11810.2, SMTH1_11810.3, SMTH1_11810.4, SMTH1_11810.5, SMTH1_11810.6
OG0004047	T265_11840	SMTH1_47520.1, SMTH1_47520.2
OG0004048	T265_01163	SMTH1_67030.1
OG0004049	T265_14846	SMTH1_105060.1
OG0004050	T265_05910	SMTH1_86650.1
OG0004051	T265_14071	SMTH1_70680.1, SMTH1_70680.2, SMTH1_70680.3
OG0004053	T265_00562	SMTH1_98760.1, SMTH1_98760.2
OG0004054	T265_11970, T265_12010	SMTH1_79540.1
OG0004055	T265_09068	SMTH1_12910.1
OG0004056	T265_02438	SMTH1_53850.1
OG0004057	T265_06863	SMTH1_55380.1
OG0004058	T265_06127	SMTH1_82680.1
OG0004059	T265_07021	SMTH1_66950.1
OG0004060	T265_06303	SMTH1_3950.1
OG0004061	T265_15066	SMTH1_97620.1, SMTH1_97620.2
OG0004062	T265_10152	SMTH1_97610.1, SMTH1_97610.2, SMTH1_97610.3, SMTH1_97610.4, SMTH1_97610.5
OG0004063	T265_00247	SMTH1_570.1, SMTH1_570.2, SMTH1_570.3, SMTH1_570.4, SMTH1_570.5
OG0004064	T265_14496	SMTH1_12190.1, SMTH1_12200.1
OG0004065	T265_15656	SMTH1_15170.1
OG0004067	T265_00908, T265_12667	SMTH1_15250.1
OG0004068	T265_13907	SMTH1_83430.1
OG0004069	T265_07421	SMTH1_62790.1, SMTH1_98980.1, SMTH1_98980.2, SMTH1_9900.1
OG0004071	T265_11410	SMTH1_103130.1, SMTH1_24300.1
OG0004072	T265_00733	SMTH1_39920.1
OG0004073	T265_01174	SMTH1_76740.1
OG0004089	T265_13365	SMTH1_20170.1, SMTH1_20170.2, SMTH1_20170.3
OG0004090	T265_02229, T265_16354	SMTH1_99440.1
OG0004091	T265_06336	SMTH1_77510.1
OG0004092	T265_02459	SMTH1_21420.3, SMTH1_21420.4, SMTH1_21420.5, SMTH1_21420.1, SMTH1_21420.2
OG0004093	T265_10684	SMTH1_87280.1
OG0004095	T265_04428	SMTH1_19270.1
OG0004096	T265_10832	SMTH1_9270.1, SMTH1_9270.2
OG0004097	T265_06723	SMTH1_67060.1, SMTH1_67060.2
OG0004098	T265_00462	SMTH1_53500.1
OG0004099	T265_10950	SMTH1_2090.1
OG0004100	T265_11652	SMTH1_28760.1
OG0004102	T265_16205	SMTH1_94930.1
OG0004103	T265_13771	SMTH1_42760.2, SMTH1_42760.1
OG0004105	T265_13816	SMTH1_29750.1
OG0004106	T265_09532	SMTH1_104810.1
OG0004107	T265_08527	SMTH1_17970.1, SMTH1_17970.2
OG0004108	T265_03501	SMTH1_46840.1
OG0004109	T265_01896	SMTH1_41700.1
OG0004110	T265_14124	SMTH1_84580.2, SMTH1_84580.1
OG0004111	T265_12464	SMTH1_85610.1
OG0004112	T265_06196, T265_15640	SMTH1_19120.1
OG0004113	T265_10735	SMTH1_25550.1
OG0004114	T265_00417	SMTH1_58830.1, SMTH1_58830.2
OG0004116	T265_14856	SMTH1_94070.3, SMTH1_94070.2, SMTH1_94070.1
OG0004117	T265_13258	SMTH1_4650.1
OG0004118	T265_04082	SMTH1_47470.1
OG0004120	T265_08318	SMTH1_37040.2, SMTH1_37040.4, SMTH1_37040.1, SMTH1_37040.3
OG0004122	T265_07472	SMTH1_29290.1
OG0004125	T265_05718	SMTH1_85620.1, SMTH1_85620.2, SMTH1_85620.3
OG0004126	T265_00012	SMTH1_85920.1
OG0004127	T265_07518	SMTH1_29620.3, SMTH1_29620.1, SMTH1_29620.2
OG0004128	T265_10514, T265_15170	SMTH1_18860.1, SMTH1_18890.1
OG0004129	T265_08402	SMTH1_53130.1
OG0004130	T265_14412	SMTH1_79320.1
OG0004131	T265_00896	SMTH1_24100.1, SMTH1_24100.2, SMTH1_24100.3, SMTH1_24100.4
OG0004132	T265_03785	SMTH1_95450.1, SMTH1_95440.1
OG0004134	T265_10819	SMTH1_17860.1, SMTH1_17860.2
OG0004135	T265_05000	SMTH1_37850.1
OG0004136	T265_12875	SMTH1_64200.1, SMTH1_64200.2, SMTH1_64200.3, SMTH1_64200.4, SMTH1_64200.5
OG0004137	T265_08007	SMTH1_33780.1
OG0004139	T265_06601	SMTH1_33980.2, SMTH1_33980.1
OG0004140	T265_03524	SMTH1_53470.1
OG0004141	T265_10583	SMTH1_20620.1, SMTH1_20620.2, SMTH1_20620.3, SMTH1_20620.4
OG0004142	T265_01654	SMTH1_90190.1, SMTH1_90190.2, SMTH1_90190.3
OG0004143	T265_14143	SMTH1_11600.1
OG0004144	T265_00492	SMTH1_71860.1, SMTH1_71860.3, SMTH1_71860.5, SMTH1_71860.2, SMTH1_71860.4
OG0004145	T265_13026	SMTH1_69380.1, SMTH1_69380.2
OG0004146	T265_03626	SMTH1_34130.1, SMTH1_34130.2, SMTH1_34120.1
OG0004147	T265_08082	SMTH1_62410.1
OG0004149	T265_03110	SMTH1_3290.1
OG0004150	T265_04361	SMTH1_19160.1
OG0004152	T265_11343	SMTH1_15270.1, SMTH1_15270.3, SMTH1_15270.2
OG0004153	T265_02251	SMTH1_25060.1, SMTH1_25060.2
OG0004154	T265_12101, T265_12303	SMTH1_8290.1, SMTH1_8290.2
OG0004155	T265_01949, T265_01948	SMTH1_54370.1
OG0004156	T265_03364	SMTH1_63640.1
OG0004157	T265_09215	SMTH1_22390.1, SMTH1_22390.2, SMTH1_22390.3
