Orthogroup	schistosoma_intercalatum	schistosoma_bovis
OG0002984	SINT1_12890.3	SBOV2_12550.5
OG0002985	SINT1_2050.2, SINT1_2050.3, SINT1_2050.5	SBOV2_2180.1
OG0002986	SINT1_10170.1	SBOV2_9800.1
OG0002988	SINT1_91440.1, SINT1_91440.2	SBOV2_91520.1
OG0002989	SINT1_49340.3, SINT1_49340.1, SINT1_49340.2, SINT1_49340.5, SINT1_49340.4	SBOV2_48770.1, SBOV2_48770.2
OG0002990	SINT1_79650.1, SINT1_79650.2	SBOV2_80100.1
OG0002991	SINT1_32020.1	SBOV2_35640.2, SBOV2_35640.1
OG0002992	SINT1_74810.1	SBOV2_75000.6, SBOV2_75000.2, SBOV2_75000.5, SBOV2_75000.1, SBOV2_75000.3, SBOV2_75000.4
OG0002993	SINT1_82590.1	SBOV2_83180.1
OG0002994	SINT1_19500.1	SBOV2_18780.1
OG0002995	SINT1_87530.1	SBOV2_89130.1
OG0002996	SINT1_14970.2, SINT1_14970.3, SINT1_14970.4, SINT1_14970.1	SBOV2_14590.1, SBOV2_14590.2
OG0002997	SINT1_34440.1	SBOV2_33290.1
OG0002998	SINT1_44620.1	SBOV2_43830.1
OG0002999	SINT1_60140.2, SINT1_60140.4, SINT1_60140.1, SINT1_60140.5, SINT1_60140.6, SINT1_60140.3	SBOV2_60000.1, SBOV2_60000.2, SBOV2_60000.3
OG0003000	SINT1_27120.1, SINT1_27120.2, SINT1_27120.3, SINT1_27120.4	SBOV2_40510.4, SBOV2_40510.1, SBOV2_40510.5, SBOV2_40510.2, SBOV2_40510.3
OG0003001	SINT1_27060.1, SINT1_27060.2	SBOV2_40590.1, SBOV2_40590.2
OG0003002	SINT1_19770.1	SBOV2_19050.2, SBOV2_19050.3, SBOV2_19050.4, SBOV2_19050.1, SBOV2_19050.5
OG0003003	SINT1_92120.1, SINT1_92120.2	SBOV2_92700.1
OG0003004	SINT1_74030.1	SBOV2_74180.1, SBOV2_74180.2
OG0003005	SINT1_53890.1	SBOV2_51610.1, SBOV2_51610.2
OG0003006	SINT1_83520.1, SINT1_83520.2, SINT1_83520.3	SBOV2_84160.2, SBOV2_84160.1
OG0003007	SINT1_60860.1	SBOV2_60720.1, SBOV2_60720.2, SBOV2_60720.3
OG0003008	SINT1_32080.1	SBOV2_35590.1
OG0003009	SINT1_6490.1	SBOV2_6460.3, SBOV2_6460.1, SBOV2_6460.2
OG0003010	SINT1_70020.1	SBOV2_70140.1
OG0003011	SINT1_30440.1	SBOV2_37250.2, SBOV2_37250.1
OG0003012	SINT1_61280.1	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3
OG0003013	SINT1_77070.1, SINT1_77070.2	SBOV2_77310.1
OG0003014	SINT1_82810.1	SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3
OG0003015	SINT1_43380.1, SINT1_43380.2, SINT1_43380.3	SBOV2_42630.1, SBOV2_42620.1
OG0003016	SINT1_74490.1	SBOV2_74680.1
OG0003017	SINT1_50230.1, SINT1_50260.1	SBOV2_49650.1
OG0003018	SINT1_92980.1, SINT1_92980.2	SBOV2_93570.1
OG0003019	SINT1_73560.1	SBOV2_73710.1, SBOV2_73710.2
OG0003020	SINT1_28870.1	SBOV2_38820.1, SBOV2_38820.2
OG0003021	SINT1_82840.1	SBOV2_83460.1
OG0003022	SINT1_25020.3, SINT1_25020.2, SINT1_25020.1	SBOV2_24420.1, SBOV2_24420.2
OG0003023	SINT1_82770.3, SINT1_82770.2, SINT1_82770.1	SBOV2_83370.2, SBOV2_83370.1
OG0003024	SINT1_76650.1, SINT1_76650.2	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3
OG0003025	SINT1_36980.1	SBOV2_30670.1
OG0003026	SINT1_33230.1, SINT1_33230.2	SBOV2_34440.1
OG0003027	SINT1_16790.1	SBOV2_16230.1
OG0003027	SINT1_16780.1	SBOV2_16220.1
OG0003028	SINT1_10200.1	SBOV2_9830.2, SBOV2_9830.1
OG0003029	SINT1_80650.1	SBOV2_81130.1
OG0003030	SINT1_19710.2	SBOV2_19000.1, SBOV2_19000.2
OG0003031	SINT1_64060.1	SBOV2_64060.1
OG0003032	SINT1_58670.1, SINT1_58670.2	SBOV2_58480.1
OG0003033	SINT1_46800.1	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4
OG0003034	SINT1_81040.1, SINT1_81040.2, SINT1_81040.3, SINT1_81040.4	SBOV2_81560.1, SBOV2_81560.2
OG0003036	SINT1_82930.1	SBOV2_83580.1, SBOV2_83600.1
OG0003036	SINT1_82940.1	SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2
OG0003037	SINT1_78370.1	SBOV2_78580.1
OG0003038	SINT1_52100.1	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3
OG0003039	SINT1_46070.1, SINT1_46070.2	SBOV2_45370.1
OG0003040	SINT1_30110.1, SINT1_30110.2, SINT1_30110.3, SINT1_30110.4	SBOV2_37580.1
OG0003041	SINT1_32940.1	SBOV2_34740.1
OG0003042	SINT1_40860.1	SBOV2_26990.1
OG0003043	SINT1_47830.1, SINT1_47830.2	SBOV2_47230.1
OG0003044	SINT1_7810.1	SBOV2_7660.1
OG0003045	SINT1_51560.1	SBOV2_53910.1
OG0003046	SINT1_51570.1, SINT1_51570.2	SBOV2_53900.1
OG0003047	SINT1_13060.3, SINT1_13060.1, SINT1_13060.2	SBOV2_12680.1
OG0003048	SINT1_95870.1, SINT1_45770.1	SBOV2_45020.1
OG0003049	SINT1_45760.2, SINT1_45760.1	SBOV2_45010.2, SBOV2_45010.1
OG0003050	SINT1_77410.2, SINT1_77410.1, SINT1_77400.1	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2
OG0003051	SINT1_24490.2	SBOV2_23890.1
OG0003052	SINT1_64410.1	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4
OG0003053	SINT1_26630.2, SINT1_26630.1	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3
OG0003054	SINT1_8930.1, SINT1_8930.2, SINT1_8930.3	SBOV2_8670.1
OG0003055	SINT1_56200.1	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4
OG0003056	SINT1_8810.1, SINT1_8810.2	SBOV2_8560.1, SBOV2_8560.2
OG0003058	SINT1_90440.1	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3
OG0003059	SINT1_35960.2, SINT1_35960.3, SINT1_35960.4, SINT1_35960.1	SBOV2_31680.1
OG0003060	SINT1_51880.1	SBOV2_53590.1, SBOV2_53580.1
OG0003062	SINT1_88250.1	SBOV2_88360.1, SBOV2_88360.2
OG0003063	SINT1_17860.1	SBOV2_17230.1
OG0003063	SINT1_17860.1	SBOV2_17230.3
OG0003064	SINT1_7820.1, SINT1_7830.1, SINT1_7830.2	SBOV2_7640.1
OG0003065	SINT1_21950.1	SBOV2_21230.1
OG0003066	SINT1_92480.2	SBOV2_93050.2
OG0003066	SINT1_92480.1	SBOV2_93050.1
OG0003067	SINT1_24960.2, SINT1_24960.1	SBOV2_24340.2
OG0003068	SINT1_75580.1, SINT1_75580.2	SBOV2_75830.1
OG0003069	SINT1_69670.3	SBOV2_69810.5, SBOV2_69810.3, SBOV2_69810.4
OG0003069	SINT1_69670.1, SINT1_69670.2	SBOV2_69810.2, SBOV2_69810.1
OG0003070	SINT1_35250.1	SBOV2_32440.1
OG0003071	SINT1_60450.1	SBOV2_60310.5, SBOV2_60310.2, SBOV2_60310.3, SBOV2_60310.1, SBOV2_60310.4
OG0003072	SINT1_78350.1	SBOV2_78560.1
OG0003073	SINT1_63610.1	SBOV2_63520.1
OG0003074	SINT1_58470.1	SBOV2_58310.1
OG0003075	SINT1_57300.1	SBOV2_57020.1
OG0003076	SINT1_57260.1, SINT1_57260.2	SBOV2_56970.1
OG0003077	SINT1_73590.1, SINT1_73590.2	SBOV2_73740.1, SBOV2_73740.2
OG0003079	SINT1_56180.1	SBOV2_55680.1, SBOV2_55680.2, SBOV2_55680.3
OG0003080	SINT1_11120.1	SBOV2_10760.1
OG0003081	SINT1_14800.1	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3
OG0003082	SINT1_50040.1, SINT1_50040.2	SBOV2_49430.3, SBOV2_49430.2
OG0003083	SINT1_78110.1, SINT1_78110.2	SBOV2_78320.1, SBOV2_78320.2
OG0003084	SINT1_71870.1, SINT1_71870.2	SBOV2_72040.1, SBOV2_72040.2, SBOV2_72040.6, SBOV2_72040.3, SBOV2_72040.4, SBOV2_72040.5
OG0003085	SINT1_38730.1	SBOV2_29040.1, SBOV2_29040.2
OG0003086	SINT1_65410.1, SINT1_65410.2	SBOV2_65510.1
OG0003087	SINT1_94290.1	SBOV2_94940.1
OG0003088	SINT1_20710.1, SINT1_20710.2, SINT1_20710.3	SBOV2_20030.4, SBOV2_20030.1, SBOV2_20030.3, SBOV2_20030.2
OG0003089	SINT1_18780.1	SBOV2_18090.1
OG0003090	SINT1_31960.1	SBOV2_35730.1, SBOV2_35730.2
OG0003091	SINT1_91400.1	SBOV2_91560.1
OG0003092	SINT1_82150.1	SBOV2_82690.1, SBOV2_82680.1
OG0003093	SINT1_89650.2	SBOV2_90190.1
OG0003093	SINT1_89650.3	SBOV2_90190.1
OG0003093	SINT1_89650.4	SBOV2_90190.1
OG0003093	SINT1_89650.5	SBOV2_90190.2, SBOV2_90190.4, SBOV2_90190.5
OG0003093	SINT1_89650.1	SBOV2_90190.3
OG0003094	SINT1_87090.1, SINT1_87110.1	SBOV2_89500.1
OG0003094	SINT1_87500.1	SBOV2_87820.1
OG0003095	SINT1_48050.1, SINT1_48050.2	SBOV2_47500.1
OG0003096	SINT1_74570.3	SBOV2_74750.3, SBOV2_74750.8, SBOV2_74750.2, SBOV2_74750.4
OG0003096	SINT1_74570.1, SINT1_74570.2	SBOV2_74750.5, SBOV2_74750.7
OG0003097	SINT1_65560.1	SBOV2_65700.1, SBOV2_65700.2, SBOV2_65700.3
OG0003098	SINT1_15880.1	SBOV2_15400.1, SBOV2_15400.2
OG0003099	SINT1_43080.1	SBOV2_42290.1, SBOV2_42290.2, SBOV2_42290.4, SBOV2_42290.3
OG0003107	SINT1_55990.1	SBOV2_55510.1
OG0003108	SINT1_26430.1	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4
OG0003109	SINT1_15340.1, SINT1_15340.2	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2
OG0003110	SINT1_14250.1	SBOV2_13880.1
OG0003111	SINT1_70890.1	SBOV2_71040.3
OG0003112	SINT1_67260.2, SINT1_67260.1	SBOV2_67360.1
OG0003114	SINT1_85640.1	SBOV2_86260.2, SBOV2_86260.3, SBOV2_86260.1
OG0003115	SINT1_72810.1	SBOV2_72960.1, SBOV2_72960.2
OG0003116	SINT1_86710.1	SBOV2_87410.1, SBOV2_87410.2, SBOV2_87410.3, SBOV2_87410.4, SBOV2_87410.5, SBOV2_87410.6
OG0003117	SINT1_18670.1, SINT1_18670.2	SBOV2_17960.1, SBOV2_17960.2, SBOV2_17960.3, SBOV2_17960.4
OG0003118	SINT1_40700.1, SINT1_40690.1	SBOV2_27140.1
OG0003119	SINT1_33080.1, SINT1_33080.2	SBOV2_34580.1, SBOV2_34580.2, SBOV2_34580.3
OG0003120	SINT1_69930.1	SBOV2_70040.1
OG0003121	SINT1_1520.1	SBOV2_1620.1
OG0003122	SINT1_490.1, SINT1_490.2	SBOV2_480.1, SBOV2_480.3, SBOV2_480.2
OG0003123	SINT1_82140.1	SBOV2_82670.1
OG0003123	SINT1_82190.1	SBOV2_82760.1
OG0003124	SINT1_89130.2, SINT1_89130.3, SINT1_89130.1, SINT1_89130.4	SBOV2_89760.1
OG0003125	SINT1_73380.1	SBOV2_73530.3
OG0003126	SINT1_19350.1	SBOV2_18620.1
OG0003127	SINT1_84890.1, SINT1_84890.3, SINT1_84890.2	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2
OG0003128	SINT1_80960.1	SBOV2_81480.1, SBOV2_81480.2
OG0003129	SINT1_2790.1	SBOV2_2940.1
OG0003130	SINT1_28020.2, SINT1_28020.1	SBOV2_39650.1
OG0003131	SINT1_71460.1, SINT1_71460.2	SBOV2_71650.1
OG0003132	SINT1_24000.1	SBOV2_23460.1
OG0003132	SINT1_24000.2	SBOV2_23460.1
OG0003133	SINT1_59010.1	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3
OG0003134	SINT1_82240.1	SBOV2_82820.1
OG0003136	SINT1_10310.1, SINT1_10310.2, SINT1_10310.3	SBOV2_9950.1, SBOV2_9950.2
OG0003137	SINT1_80230.1	SBOV2_80690.1, SBOV2_80690.2
OG0003138	SINT1_88900.1, SINT1_88900.2, SINT1_88920.1, SINT1_88910.1, SINT1_88910.2	SBOV2_87710.2, SBOV2_87710.1
OG0003139	SINT1_49320.1, SINT1_96130.1	SBOV2_48760.1, SBOV2_48760.2
OG0003140	SINT1_31080.1	SBOV2_36590.1
OG0003141	SINT1_61290.1	SBOV2_61180.1
OG0003142	SINT1_75390.1	SBOV2_75620.1
OG0003143	SINT1_74650.2, SINT1_74650.3	SBOV2_74830.1, SBOV2_74830.2
OG0003144	SINT1_39290.3, SINT1_39290.1, SINT1_39290.2	SBOV2_28500.3, SBOV2_28500.1, SBOV2_28500.2
OG0003145	SINT1_20040.1, SINT1_20040.2	SBOV2_19340.1, SBOV2_19340.3, SBOV2_19340.2
OG0003146	SINT1_64350.1, SINT1_64350.2, SINT1_64350.3	SBOV2_64380.1
OG0003147	SINT1_49170.1	SBOV2_48610.1
OG0003148	SINT1_91030.1	SBOV2_91990.1
OG0003149	SINT1_55940.1, SINT1_55940.2	SBOV2_55460.1
OG0003150	SINT1_77660.1	SBOV2_77890.2
OG0003151	SINT1_49890.1, SINT1_49890.2	SBOV2_49310.1
OG0003152	SINT1_37170.1, SINT1_37170.2	SBOV2_30470.1
OG0003154	SINT1_35690.3, SINT1_35690.1, SINT1_35690.2	SBOV2_31980.3
OG0003155	SINT1_70290.1	SBOV2_70410.1
OG0003156	SINT1_38210.1, SINT1_38210.2	SBOV2_29530.1
OG0003157	SINT1_52400.1	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4
OG0003158	SINT1_87710.1, SINT1_87710.2	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2
OG0003159	SINT1_55640.1	SBOV2_55150.1
OG0003160	SINT1_20780.1, SINT1_20780.2	SBOV2_20110.1
OG0003161	SINT1_47090.1, SINT1_47090.2, SINT1_47080.1, SINT1_47080.2	SBOV2_46470.1
OG0003162	SINT1_9680.1	SBOV2_9400.1, SBOV2_9400.2
OG0003163	SINT1_1500.1, SINT1_1500.2	SBOV2_1600.1, SBOV2_1600.2
OG0003164	SINT1_33370.1, SINT1_33370.2	SBOV2_34310.1
OG0003165	SINT1_76470.2, SINT1_76470.3, SINT1_76470.1	SBOV2_76660.1
OG0003166	SINT1_54630.1, SINT1_54630.2	SBOV2_50860.1
OG0003167	SINT1_92050.1, SINT1_92050.2	SBOV2_92630.1
OG0003168	SINT1_63230.1	SBOV2_63160.1
OG0003169	SINT1_15950.1, SINT1_15950.2	SBOV2_15460.5
OG0003170	SINT1_18210.2	SBOV2_17560.2
OG0003171	SINT1_72230.1, SINT1_72230.2	SBOV2_72360.1, SBOV2_72360.2
OG0003172	SINT1_22190.8, SINT1_22190.9, SINT1_22310.1	SBOV2_21580.1, SBOV2_21580.2
OG0003173	SINT1_31770.1	SBOV2_35930.2, SBOV2_35930.1, SBOV2_35930.3
OG0003174	SINT1_74130.1	SBOV2_74300.1
OG0003175	SINT1_92240.1, SINT1_92240.2, SINT1_92240.4, SINT1_92240.3	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3
OG0003176	SINT1_69300.1, SINT1_69300.2, SINT1_69300.4, SINT1_69300.3	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3
OG0003177	SINT1_25820.1, SINT1_25820.2	SBOV2_25280.1, SBOV2_25280.2
OG0003178	SINT1_33450.2, SINT1_33450.1, SINT1_33450.3	SBOV2_34230.1
OG0003179	SINT1_74250.1	SBOV2_74420.1
OG0003180	SINT1_4240.1	SBOV2_4330.1
OG0003181	SINT1_36660.1	SBOV2_31000.1
OG0003182	SINT1_31330.2	SBOV2_36390.2
OG0003183	SINT1_13380.1, SINT1_13380.2	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5
OG0003184	SINT1_28510.1	SBOV2_39180.1
OG0003185	SINT1_70980.1	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2
OG0003186	SINT1_29830.1	SBOV2_37830.1, SBOV2_37870.1
OG0003187	SINT1_72910.1, SINT1_72910.2, SINT1_72910.3	SBOV2_73050.1
OG0003188	SINT1_80670.1	SBOV2_81180.4, SBOV2_81180.5
OG0003189	SINT1_56680.2, SINT1_56680.3, SINT1_56680.1	SBOV2_56420.1
OG0003190	SINT1_60190.1	SBOV2_60060.1, SBOV2_60060.2
OG0003191	SINT1_47380.1	SBOV2_46720.2
OG0003192	SINT1_65790.1	SBOV2_65970.1, SBOV2_65970.2
OG0003193	SINT1_37200.1	SBOV2_30420.2, SBOV2_30420.1
OG0003194	SINT1_68940.1, SINT1_68940.2	SBOV2_69110.1
OG0003195	SINT1_18260.1, SINT1_18260.2, SINT1_18260.3	SBOV2_17590.1
OG0003196	SINT1_61820.1	SBOV2_61670.2, SBOV2_61670.1
OG0003197	SINT1_93380.1	SBOV2_94020.1
OG0003198	SINT1_50580.1, SINT1_50580.2	SBOV2_54840.1
OG0003199	SINT1_91900.1	SBOV2_92480.1
OG0003200	SINT1_10620.7, SINT1_10620.1, SINT1_10620.5, SINT1_10620.2, SINT1_10620.4, SINT1_10620.3, SINT1_10620.6, SINT1_10620.8	SBOV2_10270.1
OG0003201	SINT1_14590.1	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3
OG0003202	SINT1_18700.1, SINT1_18700.2	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4
OG0003203	SINT1_90150.1	SBOV2_90700.1
OG0003204	SINT1_20400.1	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1
OG0003205	SINT1_36600.1	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4
OG0003206	SINT1_17660.1	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1
OG0003206	SINT1_17650.1, SINT1_17650.2	SBOV2_17000.1
OG0003207	SINT1_8410.1	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5
OG0003208	SINT1_67430.1	SBOV2_67550.1
OG0003209	SINT1_77790.3, SINT1_77790.4	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3
OG0003210	SINT1_13000.1	SBOV2_12640.1, SBOV2_12640.2
OG0003211	SINT1_74020.1	SBOV2_74170.1
OG0003212	SINT1_5890.1, SINT1_5890.2, SINT1_5890.3	SBOV2_5870.2, SBOV2_5870.1
OG0003213	SINT1_33290.1, SINT1_33290.2	SBOV2_34390.1
OG0003214	SINT1_11900.1	SBOV2_11600.1
OG0003215	SINT1_9050.1	SBOV2_8790.1, SBOV2_8780.1
OG0003216	SINT1_63810.1	SBOV2_63780.1, SBOV2_63780.2
OG0003217	SINT1_60570.1	SBOV2_60440.1, SBOV2_60440.2
OG0003218	SINT1_57740.1	SBOV2_57510.2, SBOV2_57510.1
OG0003220	SINT1_21920.1	SBOV2_32700.1
OG0003221	SINT1_39630.6	SBOV2_28160.2
OG0003221	SINT1_39630.1, SINT1_39630.2, SINT1_39630.3, SINT1_39630.4, SINT1_39630.5, SINT1_39630.7	SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4
OG0003222	SINT1_19780.2	SBOV2_19060.5
OG0003222	SINT1_19780.4	SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1
OG0003223	SINT1_87230.1	SBOV2_89380.1
OG0003224	SINT1_38310.1, SINT1_38310.2, SINT1_38310.3	SBOV2_29450.2, SBOV2_29450.1
OG0003225	SINT1_86800.1, SINT1_86800.2	SBOV2_87490.1
OG0003226	SINT1_14230.1	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1
OG0003227	SINT1_61300.1	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5
OG0003228	SINT1_86130.1	SBOV2_86770.1
OG0003228	SINT1_86110.1, SINT1_86110.3, SINT1_86110.4, SINT1_86110.2	SBOV2_86750.1
OG0003229	SINT1_75040.1, SINT1_75040.2	SBOV2_75250.1
OG0003230	SINT1_46940.1	SBOV2_46320.1, SBOV2_46320.2
OG0003231	SINT1_17930.1	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3
OG0003232	SINT1_11050.1	SBOV2_10670.2, SBOV2_10670.1
OG0003233	SINT1_22150.1	SBOV2_21450.1
OG0003234	SINT1_60230.1, SINT1_60230.2, SINT1_60230.7, SINT1_60230.8, SINT1_60230.3, SINT1_60230.4, SINT1_60230.9	SBOV2_60090.1, SBOV2_60090.3
OG0003234	SINT1_60230.5, SINT1_60230.6	SBOV2_60090.2
OG0003235	SINT1_82910.1, SINT1_82910.2, SINT1_82910.4, SINT1_82910.3	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1
OG0003236	SINT1_57120.1, SINT1_57120.2, SINT1_57120.3, SINT1_57120.4	SBOV2_56800.1
OG0003237	SINT1_25360.1	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2
OG0003238	SINT1_65070.2	SBOV2_65070.3
OG0003239	SINT1_79450.2	SBOV2_79860.1
OG0003239	SINT1_79450.1, SINT1_79450.3	SBOV2_79860.2
OG0003240	SINT1_8140.1	SBOV2_7330.1
OG0003241	SINT1_37540.1	SBOV2_30160.1, SBOV2_30160.2
OG0003242	SINT1_52960.1, SINT1_52960.2	SBOV2_52600.1, SBOV2_52600.2
OG0003243	SINT1_8780.1, SINT1_8780.2, SINT1_8780.3	SBOV2_8540.1, SBOV2_8540.2
OG0003244	SINT1_53360.1	SBOV2_52180.1
OG0003245	SINT1_53780.5, SINT1_53780.6, SINT1_53780.4, SINT1_53780.1, SINT1_53780.2, SINT1_53780.3	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3
OG0003246	SINT1_8850.1	SBOV2_8590.1, SBOV2_8590.2
OG0003247	SINT1_20650.1	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4
OG0003248	SINT1_81870.1	SBOV2_82380.1
OG0003249	SINT1_63560.1	SBOV2_63470.2, SBOV2_63470.1
OG0003250	SINT1_69620.1	SBOV2_69800.1, SBOV2_69800.2
OG0003251	SINT1_85080.1	SBOV2_85640.1, SBOV2_85640.2
OG0003252	SINT1_42280.1	SBOV2_41490.1
OG0003253	SINT1_85600.1, SINT1_85600.2	SBOV2_86220.1
OG0003254	SINT1_63820.1	SBOV2_63790.1
OG0003255	SINT1_91920.1	SBOV2_92500.1
OG0003255	SINT1_91070.1	SBOV2_91950.1
OG0003256	SINT1_82450.1, SINT1_82450.2	SBOV2_83030.1
OG0003257	SINT1_12840.1	SBOV2_12510.1
OG0003258	SINT1_43370.1, SINT1_43370.2	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2
OG0003259	SINT1_23860.1	SBOV2_23270.1, SBOV2_23270.2
OG0003260	SINT1_82710.1	SBOV2_83310.1, SBOV2_83310.2
OG0003261	SINT1_34690.1	SBOV2_33040.1, SBOV2_33050.1
OG0003262	SINT1_57730.1	SBOV2_57490.1, SBOV2_96820.1
OG0003262	SINT1_95530.1	SBOV2_57740.1
OG0003263	SINT1_4970.1	SBOV2_4990.1
OG0003264	SINT1_15530.1	SBOV2_15090.1, SBOV2_15090.2
OG0003265	SINT1_41980.1, SINT1_41980.2	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1
OG0003266	SINT1_70450.1	SBOV2_70590.1
OG0003267	SINT1_20350.1, SINT1_20350.2, SINT1_20350.3	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3
OG0003268	SINT1_43470.1	SBOV2_42710.1
OG0003269	SINT1_75260.3, SINT1_75260.1	SBOV2_75490.1, SBOV2_75490.2
OG0003270	SINT1_62320.3, SINT1_62320.1, SINT1_62320.2	SBOV2_62170.1
OG0003271	SINT1_11600.1	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4
OG0003272	SINT1_36480.1	SBOV2_31180.1
OG0003272	SINT1_36490.1	SBOV2_31170.1
OG0003273	SINT1_33840.2, SINT1_33840.1, SINT1_33840.3	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4
OG0003274	SINT1_19050.1	SBOV2_18330.1
OG0003275	SINT1_24710.1	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2
OG0003276	SINT1_61360.1	SBOV2_61250.1, SBOV2_61250.2
OG0003277	SINT1_33580.1, SINT1_33580.2	SBOV2_34100.1, SBOV2_34100.2
OG0003278	SINT1_55210.1, SINT1_55210.2	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2
OG0003280	SINT1_76800.3, SINT1_76800.1, SINT1_76800.2	SBOV2_77020.1
OG0003281	SINT1_92820.1, SINT1_92820.2, SINT1_92820.3	SBOV2_93420.1
OG0003282	SINT1_52810.1, SINT1_52810.2	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4
OG0003283	SINT1_93050.1	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3
OG0003284	SINT1_60160.1	SBOV2_60030.1
OG0003285	SINT1_23070.2, SINT1_23070.3, SINT1_23070.1	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3
OG0003286	SINT1_66370.1, SINT1_66370.5, SINT1_66370.2, SINT1_66370.3, SINT1_66370.4, SINT1_66370.6	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2
OG0003287	SINT1_9530.1	SBOV2_9240.1
OG0003289	SINT1_13350.1	SBOV2_12930.1
OG0003290	SINT1_10490.1	SBOV2_10130.2
OG0003291	SINT1_17390.1, SINT1_17390.2	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3
OG0003292	SINT1_83810.1	SBOV2_84410.1
OG0003293	SINT1_27270.1	SBOV2_40370.1, SBOV2_40370.2
OG0003294	SINT1_33600.1	SBOV2_34080.1
OG0003295	SINT1_26010.1, SINT1_26010.2, SINT1_26010.3, SINT1_26030.1, SINT1_26030.2	SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5
OG0003296	SINT1_54170.1	SBOV2_51360.1, SBOV2_51360.2
OG0003297	SINT1_17820.1	SBOV2_17180.1, SBOV2_17180.2
OG0003298	SINT1_46230.1	SBOV2_45520.1
OG0003299	SINT1_75970.1, SINT1_75970.2	SBOV2_76180.1, SBOV2_76180.2
