Orthogroup	schistosoma_intercalatum	opisthorchis_viverrini
OG0003660	SINT1_71150.1	T265_00788, T265_02325
OG0003661	SINT1_51930.2, SINT1_51930.1	T265_00438
OG0003662	SINT1_43920.1	T265_11677
OG0003663	SINT1_69290.1, SINT1_69290.2	T265_15278
OG0003665	SINT1_71600.1	T265_12643, T265_12644
OG0003666	SINT1_57560.4, SINT1_57560.5, SINT1_57570.1	T265_08460, T265_13632
OG0003668	SINT1_53770.3, SINT1_53770.2, SINT1_53770.1	T265_03603
OG0003669	SINT1_54900.1	T265_00288
OG0003670	SINT1_62110.1	T265_08934
OG0003671	SINT1_74530.1, SINT1_74530.3, SINT1_74530.2, SINT1_74530.4, SINT1_74530.5, SINT1_74530.6	T265_01972
OG0003672	SINT1_92420.1	T265_14717
OG0003674	SINT1_34160.1, SINT1_34160.2	T265_13658, T265_04998
OG0003676	SINT1_92490.1, SINT1_92490.2	T265_16358, T265_11520, T265_16124
OG0003677	SINT1_96410.1, SINT1_96430.1, SINT1_78450.1	T265_09034
OG0003678	SINT1_31340.1	T265_10342
OG0003679	SINT1_44910.1, SINT1_44910.2	T265_11802
OG0003680	SINT1_37300.1, SINT1_37300.3, SINT1_37300.2	T265_02876
OG0003681	SINT1_85700.1, SINT1_85700.2, SINT1_85700.3	T265_09754
OG0003683	SINT1_9390.1, SINT1_9390.2, SINT1_9390.3, SINT1_9390.4, SINT1_9390.5, SINT1_9390.6, SINT1_9390.7, SINT1_9390.8	T265_06872
OG0003684	SINT1_96660.1	T265_15486
OG0003685	SINT1_38230.1	T265_04088
OG0003686	SINT1_89510.1, SINT1_89510.2	T265_04768
OG0003687	SINT1_96200.1, SINT1_96230.1	T265_08327
OG0003688	SINT1_80810.1	T265_01680
OG0003689	SINT1_62220.1	T265_15525, T265_11754
OG0003690	SINT1_54960.1, SINT1_54960.2	T265_11143, T265_15936
OG0003691	SINT1_94360.1	T265_05651
OG0003692	SINT1_38360.1, SINT1_38360.2	T265_08242
OG0003693	SINT1_53130.1	T265_08095
OG0003694	SINT1_23970.1, SINT1_23970.2, SINT1_23970.3	T265_07501
OG0003695	SINT1_64300.1, SINT1_64300.2	T265_09288
OG0003696	SINT1_69050.1, SINT1_69050.2	T265_00034
OG0003697	SINT1_1450.1	T265_06827, T265_14149
OG0003698	SINT1_32890.1, SINT1_32890.2, SINT1_32890.4, SINT1_32890.6, SINT1_32890.3, SINT1_32890.5	T265_15116
OG0003699	SINT1_32450.1, SINT1_32450.2	T265_07037
OG0003700	SINT1_46260.1	T265_10146
OG0003701	SINT1_79850.2, SINT1_79850.1, SINT1_79850.3	T265_01634
OG0003703	SINT1_12250.1	T265_07221, T265_16143
OG0003704	SINT1_33510.1, SINT1_33510.2	T265_06510
OG0003705	SINT1_34470.1, SINT1_34470.2, SINT1_34470.3, SINT1_34470.4, SINT1_34470.5, SINT1_34470.6	T265_07049
OG0003706	SINT1_89730.3, SINT1_89730.2, SINT1_89730.1	T265_04171
OG0003707	SINT1_4820.1	T265_15364
OG0003708	SINT1_61150.1	T265_07688
OG0003709	SINT1_2070.1, SINT1_2070.2	T265_04308, T265_04657, T265_14395
OG0003710	SINT1_33570.1	T265_13051
OG0003711	SINT1_66560.1, SINT1_66560.2	T265_05157
OG0003712	SINT1_17880.1, SINT1_17880.2, SINT1_17880.4, SINT1_17880.3	T265_13695
OG0003713	SINT1_85790.1	T265_07311
OG0003715	SINT1_25720.1	T265_13324
OG0003717	SINT1_71970.1	T265_14734
OG0003718	SINT1_76490.1	T265_13675
OG0003719	SINT1_49940.1	T265_09180
OG0003720	SINT1_59600.1	T265_06792
OG0003721	SINT1_90410.1, SINT1_90410.2	T265_02624
OG0003723	SINT1_91240.1, SINT1_91240.2	T265_07088
OG0003724	SINT1_19740.1	T265_09063
OG0003725	SINT1_5630.1	T265_09685
OG0003726	SINT1_54300.1	T265_03314
OG0003727	SINT1_29080.1	T265_10556
OG0003728	SINT1_20290.1	T265_02271
OG0003729	SINT1_9180.1	T265_10965
OG0003730	SINT1_49720.2, SINT1_49720.3, SINT1_49720.1, SINT1_49720.4, SINT1_49720.5	T265_14130
OG0003731	SINT1_81440.1, SINT1_81440.2, SINT1_81440.3	T265_13642
OG0003732	SINT1_80270.1	T265_13560
OG0003733	SINT1_7260.1, SINT1_7260.2	T265_01595
OG0003734	SINT1_3620.1	T265_09564
OG0003735	SINT1_5050.1	T265_06408
OG0003736	SINT1_68570.1, SINT1_68570.6, SINT1_68570.5, SINT1_68570.2, SINT1_68570.4, SINT1_68570.3	T265_12784
OG0003737	SINT1_1270.4, SINT1_1270.1, SINT1_1270.3, SINT1_1270.2	T265_14236, T265_15927
OG0003738	SINT1_43800.1	T265_05054
OG0003739	SINT1_49680.1	T265_15441
OG0003740	SINT1_27040.1	T265_12173, T265_02122, T265_16241
OG0003742	SINT1_59120.1	T265_00182
OG0003743	SINT1_63530.1	T265_01139
OG0003744	SINT1_31460.1	T265_08995
OG0003745	SINT1_30880.1	T265_08231
OG0003746	SINT1_3500.6, SINT1_3500.1, SINT1_3500.3, SINT1_3500.4, SINT1_3500.2, SINT1_3500.5	T265_15392
OG0003747	SINT1_24860.1, SINT1_24860.2, SINT1_24860.4, SINT1_24860.3	T265_02110
OG0003748	SINT1_3360.1	T265_06307
OG0003749	SINT1_21680.3, SINT1_21680.4, SINT1_21680.1, SINT1_21680.2	T265_02264
OG0003750	SINT1_78420.1	T265_03282
OG0003751	SINT1_84230.1	T265_03402
OG0003752	SINT1_34460.1, SINT1_34460.2	T265_08865
OG0003754	SINT1_79460.1, SINT1_79460.2, SINT1_79460.3	T265_07808
OG0003755	SINT1_2200.1, SINT1_2200.2	T265_06436
OG0003756	SINT1_89390.1	T265_08406
OG0003757	SINT1_41450.1, SINT1_41450.2, SINT1_41450.3	T265_03497
OG0003759	SINT1_67720.1	T265_05181
OG0003760	SINT1_41690.1, SINT1_41690.3, SINT1_41690.2	T265_10848, T265_05509, T265_09336
OG0003761	SINT1_49770.1	T265_08834
OG0003762	SINT1_86870.1	T265_11768
OG0003763	SINT1_41350.1	T265_02568
OG0003764	SINT1_39160.1, SINT1_39160.2	T265_02610
OG0003766	SINT1_46580.1, SINT1_46580.2	T265_09173
OG0003767	SINT1_59820.1, SINT1_59820.2	T265_00597
OG0003768	SINT1_1720.1, SINT1_1720.2	T265_15091
OG0003769	SINT1_25140.1	T265_05416
OG0003770	SINT1_69770.1	T265_03594
OG0003771	SINT1_6670.1	T265_15770, T265_15771
OG0003772	SINT1_48080.1	T265_00071
OG0003773	SINT1_86740.1	T265_07529, T265_07530
OG0003774	SINT1_71370.1, SINT1_71370.2	T265_01329
OG0003776	SINT1_7760.3, SINT1_7760.1, SINT1_7760.2	T265_14561
OG0003777	SINT1_57910.1	T265_01583
OG0003778	SINT1_91230.1, SINT1_91230.2	T265_07089
OG0003779	SINT1_13760.2, SINT1_13760.1	T265_05531
OG0003780	SINT1_66070.1, SINT1_66070.2	T265_13360
OG0003781	SINT1_26380.1, SINT1_26380.2	T265_04246
OG0003782	SINT1_50220.1, SINT1_50220.2	T265_06846
OG0003783	SINT1_46060.1	T265_12559
OG0003784	SINT1_46220.1	T265_00146, T265_12352, T265_15752
OG0003785	SINT1_44850.1	T265_04718
OG0003786	SINT1_63250.1	T265_01448
OG0003787	SINT1_21100.1, SINT1_21100.2, SINT1_21100.3, SINT1_21100.4	T265_10458, T265_11182
OG0003788	SINT1_70620.1	T265_11551
OG0003789	SINT1_8050.1, SINT1_8050.2, SINT1_8050.3	T265_11782
OG0003790	SINT1_29860.1	T265_07338
OG0003791	SINT1_46340.1	T265_13215
OG0003792	SINT1_55230.1	T265_07300
OG0003794	SINT1_84350.1, SINT1_84350.2	T265_07116
OG0003795	SINT1_290.1	T265_08168
OG0003796	SINT1_65050.1, SINT1_65050.2, SINT1_65050.3	T265_11530, T265_11441, T265_11529
OG0003797	SINT1_74680.1, SINT1_74680.2	T265_13903
OG0003798	SINT1_15150.1	T265_09175
OG0003799	SINT1_80440.1, SINT1_80440.2, SINT1_80440.3	T265_02377
OG0003800	SINT1_23480.2, SINT1_23480.1	T265_05983
OG0003801	SINT1_53100.1, SINT1_53100.2	T265_08096
OG0003802	SINT1_77210.1	T265_03294
OG0003803	SINT1_10190.1, SINT1_10190.2, SINT1_10190.3, SINT1_10190.4, SINT1_10190.5	T265_09049
OG0003804	SINT1_15490.1, SINT1_15490.2, SINT1_15490.3, SINT1_15490.4	T265_12924
OG0003805	SINT1_950.1	T265_00258
OG0003806	SINT1_7910.1	T265_00275
OG0003807	SINT1_36990.1	T265_15782
OG0003809	SINT1_70040.1	T265_02345
OG0003813	SINT1_37860.1, SINT1_45600.1, SINT1_86240.1, SINT1_86240.2, SINT1_86240.3, SINT1_22290.1	T265_04194, T265_15376
OG0003814	SINT1_80900.1	T265_06383
OG0003827	SINT1_30020.1	T265_13331
OG0003828	SINT1_37610.1	T265_02993, T265_03636, T265_02995, T265_03637
OG0003829	SINT1_7200.1, SINT1_7200.2	T265_10436
OG0003830	SINT1_11490.2, SINT1_11490.1, SINT1_11490.4, SINT1_11490.3	T265_09055
OG0003831	SINT1_93980.1, SINT1_93980.2	T265_11014, T265_11015
OG0003832	SINT1_93940.2, SINT1_93940.1, SINT1_93940.3	T265_10860
OG0003834	SINT1_2980.1, SINT1_2980.2	T265_05544
OG0003835	SINT1_15940.1, SINT1_15940.2	T265_11735
OG0003836	SINT1_29990.1	T265_08888
OG0003837	SINT1_40220.1	T265_06035, T265_09723
OG0003838	SINT1_14150.1	T265_07776
OG0003839	SINT1_12000.1	T265_05240
OG0003842	SINT1_30350.1, SINT1_30350.2	T265_15056, T265_08637, T265_08638
OG0003843	SINT1_8320.1	T265_14168
OG0003844	SINT1_32990.1	T265_00713
OG0003845	SINT1_90420.1, SINT1_90420.2	T265_02625
OG0003846	SINT1_4590.1	T265_06818
OG0003847	SINT1_61330.3, SINT1_61330.1, SINT1_61330.2	T265_10563
OG0003848	SINT1_84190.1, SINT1_84190.3, SINT1_84190.2	T265_07131
OG0003849	SINT1_19920.1, SINT1_19920.2	T265_15329
OG0003850	SINT1_29550.1	T265_00751
OG0003851	SINT1_62530.1	T265_05837, T265_13888
OG0003852	SINT1_91830.1	T265_14491
OG0003853	SINT1_94660.1	T265_08362
OG0003854	SINT1_66020.1, SINT1_66020.2, SINT1_66020.3, SINT1_66020.4, SINT1_66020.5	T265_03170, T265_03168, T265_03171, T265_03169
OG0003855	SINT1_40850.1	T265_12068
OG0003856	SINT1_83860.1, SINT1_83860.2	T265_10681
OG0003857	SINT1_38640.1, SINT1_38640.2, SINT1_38640.3	T265_05336
OG0003858	SINT1_32480.1	T265_07459
OG0003859	SINT1_62910.1	T265_03929
OG0003860	SINT1_39140.1, SINT1_39140.4, SINT1_39140.2, SINT1_39140.3	T265_02613
OG0003861	SINT1_37690.1	T265_01889
OG0003863	SINT1_22870.1	T265_05699
OG0003865	SINT1_91950.1	T265_16087
OG0003866	SINT1_40410.1	T265_03366
OG0003867	SINT1_47320.1	T265_00021
OG0003868	SINT1_60750.1	T265_03172
OG0003869	SINT1_41680.1	T265_12812
OG0003872	SINT1_56310.1	T265_01200
OG0003873	SINT1_79410.1, SINT1_79410.2, SINT1_79410.3	T265_14902
OG0003874	SINT1_43520.1	T265_09712
OG0003875	SINT1_23490.1	T265_05982
OG0003876	SINT1_39550.1, SINT1_39550.2	T265_06523
OG0003877	SINT1_61940.1	T265_01126
OG0003878	SINT1_61950.1	T265_12724
OG0003879	SINT1_79290.1	T265_09833
OG0003881	SINT1_60560.1	T265_02017
OG0003882	SINT1_91940.1	T265_03801
OG0003883	SINT1_60480.1	T265_04185
OG0003884	SINT1_24370.1, SINT1_24370.2	T265_05578
OG0003885	SINT1_85250.1	T265_07522
OG0003886	SINT1_38350.1, SINT1_38350.2	T265_14515, T265_16100, T265_16102
OG0003887	SINT1_86820.1	T265_02629, T265_13056
OG0003888	SINT1_88990.1	T265_02628
OG0003889	SINT1_74510.1	T265_02775
OG0003890	SINT1_20950.1	T265_13252
OG0003891	SINT1_14180.1	T265_09065
OG0003892	SINT1_86720.2, SINT1_86720.1	T265_05178
OG0003894	SINT1_11860.1	T265_12868
OG0003895	SINT1_52350.1, SINT1_52350.4, SINT1_52350.2, SINT1_52350.3	T265_03559
OG0003896	SINT1_52830.1, SINT1_52830.2, SINT1_52830.3	T265_01211
OG0003897	SINT1_29390.1	T265_10035, T265_04263
OG0003899	SINT1_52390.2, SINT1_52380.1, SINT1_52390.1	T265_07211
OG0003900	SINT1_68070.1	T265_10723
OG0003902	SINT1_86380.1	T265_13594, T265_16150
OG0003903	SINT1_67900.3, SINT1_67900.4, SINT1_67900.5, SINT1_67900.6, SINT1_67900.1, SINT1_67900.2	T265_09767
OG0003904	SINT1_67340.1	T265_12792
OG0003905	SINT1_92870.2, SINT1_92870.3, SINT1_92870.5, SINT1_92870.1, SINT1_92870.4	T265_02716
OG0003906	SINT1_8200.1	T265_15259
OG0003907	SINT1_400.1	T265_08382
OG0003908	SINT1_22490.1	T265_13254
OG0003909	SINT1_36080.1	T265_14652
OG0003910	SINT1_55960.1	T265_14467
OG0003911	SINT1_40990.1	T265_07148
OG0003912	SINT1_78260.3, SINT1_78260.1, SINT1_78260.2	T265_01757
OG0003913	SINT1_30850.1	T265_15870, T265_13380, T265_13379
OG0003914	SINT1_68810.1	T265_02342
OG0003915	SINT1_68820.1	T265_02343
OG0003916	SINT1_82350.1, SINT1_82350.2	T265_04956
OG0003917	SINT1_14520.1, SINT1_14520.2	T265_00965
OG0003918	SINT1_49750.1	T265_11784
OG0003919	SINT1_34190.1	T265_08326
OG0003920	SINT1_16830.1	T265_06647
OG0003921	SINT1_69260.1	T265_10885
OG0003922	SINT1_67250.1	T265_01385
OG0003923	SINT1_24780.2, SINT1_24780.1	T265_05966
OG0003924	SINT1_55900.1	T265_01221
OG0003925	SINT1_52610.1	T265_13740, T265_13742
OG0003926	SINT1_25500.1	T265_03768
OG0003927	SINT1_68140.3, SINT1_68140.1, SINT1_68140.2	T265_02043
OG0003928	SINT1_40950.1, SINT1_40950.2	T265_09914
OG0003929	SINT1_45620.1	T265_05791
OG0003930	SINT1_79090.1, SINT1_79090.2	T265_10020
OG0003931	SINT1_52690.1, SINT1_52690.2, SINT1_52690.3, SINT1_52690.4	T265_00356
OG0003932	SINT1_14770.2, SINT1_14770.1	T265_06772, T265_09511
OG0003933	SINT1_45010.1	T265_07605
OG0003934	SINT1_410.1	T265_00259
OG0003936	SINT1_6590.1, SINT1_6590.2, SINT1_6590.3, SINT1_6590.4	T265_13452
OG0003937	SINT1_47710.1, SINT1_47710.2	T265_13217, T265_13216
OG0003938	SINT1_72080.1	T265_06118
OG0003939	SINT1_83200.1, SINT1_83200.2, SINT1_83200.3	T265_16172
OG0003940	SINT1_13040.1, SINT1_13040.2	T265_03321
OG0003941	SINT1_4180.1, SINT1_4190.1, SINT1_4190.2	T265_06268
OG0003942	SINT1_45880.1, SINT1_45880.2, SINT1_45880.3, SINT1_45880.4	T265_13372
OG0003943	SINT1_46390.1	T265_10688
OG0003945	SINT1_86100.4, SINT1_86100.2, SINT1_86100.1, SINT1_86100.5, SINT1_86100.3	T265_13755, T265_13756
OG0003946	SINT1_24870.1	T265_02108
OG0003947	SINT1_40630.1, SINT1_40630.4, SINT1_40630.2, SINT1_40630.3	T265_05884
OG0003948	SINT1_56580.1	T265_14150, T265_16082, T265_16108
OG0003949	SINT1_54060.1	T265_05466, T265_16243
OG0003950	SINT1_6460.1, SINT1_6460.2	T265_06273
OG0003951	SINT1_48530.1, SINT1_48520.1	T265_11981
OG0003952	SINT1_88680.1	T265_04156
OG0003953	SINT1_79430.1, SINT1_79430.2	T265_11268
OG0003955	SINT1_49630.1	T265_15588
OG0003956	SINT1_62490.1, SINT1_62490.2	T265_00672
OG0003957	SINT1_34900.3, SINT1_34900.1, SINT1_34900.2	T265_07581
OG0003958	SINT1_25970.1, SINT1_25970.2	T265_04262
OG0003959	SINT1_11950.1, SINT1_11950.2	T265_14829
OG0003960	SINT1_51470.1, SINT1_51470.2, SINT1_51470.3, SINT1_51480.1	T265_13631
OG0003961	SINT1_70750.1, SINT1_70750.2	T265_14901, T265_16141
OG0003964	SINT1_17720.1	T265_08186
OG0003965	SINT1_27550.1	T265_05582
OG0003967	SINT1_42340.1, SINT1_42340.2	T265_01515, T265_08210
OG0003968	SINT1_3260.1	T265_08006
OG0003969	SINT1_82620.1, SINT1_82630.1	T265_03015
OG0003970	SINT1_90790.3, SINT1_90790.2, SINT1_90790.1	T265_14765
OG0003971	SINT1_62630.1	T265_12912
OG0003972	SINT1_31310.1, SINT1_31310.2, SINT1_31310.3	T265_10338
OG0003973	SINT1_94560.1	T265_05669
OG0003974	SINT1_53590.1, SINT1_53590.2, SINT1_53590.3, SINT1_53590.4, SINT1_53590.5, SINT1_53590.6, SINT1_53590.7	T265_02855
OG0003975	SINT1_39040.1	T265_04899, T265_04898
OG0003976	SINT1_25320.1, SINT1_25320.2, SINT1_25320.5, SINT1_25320.6, SINT1_25320.3, SINT1_25320.4	T265_15106
OG0003977	SINT1_53430.1, SINT1_53430.2	T265_00385
OG0003978	SINT1_48340.1	T265_04067
OG0003979	SINT1_14210.1	T265_04589
OG0003980	SINT1_91150.1	T265_05217
OG0003982	SINT1_65300.1	T265_12819
OG0003983	SINT1_60580.1	T265_03139
OG0003984	SINT1_9630.1, SINT1_9700.1	T265_08473
OG0003985	SINT1_65030.1	T265_00185
OG0003986	SINT1_65440.1, SINT1_65440.2	T265_00664
OG0003987	SINT1_7940.1	T265_06432
OG0003988	SINT1_37790.1	T265_09190
OG0003989	SINT1_58260.1, SINT1_58260.2, SINT1_58260.3	T265_13605
OG0003991	SINT1_14920.1	T265_06214
OG0003992	SINT1_31440.1	T265_00578
OG0003993	SINT1_75070.1, SINT1_95790.1	T265_13785
OG0003994	SINT1_41050.1	T265_04732
OG0003995	SINT1_86510.1	T265_14455
OG0003996	SINT1_54030.1, SINT1_54030.3, SINT1_54030.2	T265_01337
OG0003997	SINT1_17970.1, SINT1_17970.2, SINT1_17970.3, SINT1_17970.4	T265_01440
OG0003999	SINT1_22540.1, SINT1_22540.2	T265_06186
OG0004000	SINT1_64210.1, SINT1_64210.2	T265_11435
OG0004001	SINT1_46680.1	T265_03300
OG0004002	SINT1_75030.1, SINT1_75030.2	T265_12865
OG0004003	SINT1_33020.1	T265_09720
OG0004004	SINT1_69360.1	T265_10247
OG0004005	SINT1_38170.1	T265_01501
OG0004006	SINT1_32840.1, SINT1_32840.2	T265_11320
OG0004007	SINT1_70570.1	T265_00321
OG0004008	SINT1_25670.2, SINT1_25670.1	T265_07509
OG0004009	SINT1_93710.1, SINT1_93780.1, SINT1_93770.1	T265_05235
OG0004010	SINT1_23020.1	T265_10401
OG0004011	SINT1_76190.1	T265_15136
OG0004013	SINT1_65160.1	T265_06164
OG0004015	SINT1_92740.1	T265_14492
OG0004016	SINT1_1380.1, SINT1_1380.2	T265_06913
OG0004018	SINT1_85240.4, SINT1_85240.1, SINT1_85240.2, SINT1_85240.3	T265_09487
OG0004019	SINT1_85820.1, SINT1_85820.2	T265_04159
OG0004023	SINT1_59900.1	T265_10136
OG0004024	SINT1_1150.1	T265_15006
OG0004025	SINT1_21860.1	T265_15600
OG0004026	SINT1_38790.1	T265_07030
OG0004027	SINT1_75530.1	T265_06744, T265_06749
OG0004029	SINT1_69170.1, SINT1_69170.2	T265_12763
OG0004030	SINT1_18760.1, SINT1_18760.2, SINT1_18760.3	T265_09691
OG0004031	SINT1_32510.1	T265_10121
OG0004032	SINT1_14380.1	T265_13989
OG0004033	SINT1_40330.1	T265_03646
OG0004034	SINT1_90260.1	T265_11229
OG0004035	SINT1_87410.1	T265_01826
OG0004036	SINT1_38220.1, SINT1_38220.2	T265_05064
OG0004037	SINT1_770.1	T265_06695
OG0004038	SINT1_48200.1, SINT1_48200.2, SINT1_48200.3	T265_15026
OG0004039	SINT1_69530.1	T265_11226
OG0004040	SINT1_53250.2, SINT1_53250.1	T265_09084
OG0004041	SINT1_41540.1, SINT1_41040.1	T265_07133
OG0004042	SINT1_65980.1	T265_07612
OG0004043	SINT1_8500.1, SINT1_8500.2, SINT1_8500.3	T265_13544
OG0004044	SINT1_23080.1, SINT1_23080.2	T265_10408
OG0004045	SINT1_360.1, SINT1_360.2, SINT1_360.3, SINT1_360.4	T265_07773
OG0004046	SINT1_10610.4, SINT1_10610.5, SINT1_10610.1, SINT1_10610.2, SINT1_10610.3	T265_10261
OG0004047	SINT1_42630.1, SINT1_42630.2	T265_11840
OG0004048	SINT1_59970.2, SINT1_59970.3, SINT1_59970.4, SINT1_59970.5, SINT1_59970.1	T265_01163
OG0004049	SINT1_93020.4	T265_15267
OG0004049	SINT1_93020.1, SINT1_93020.3, SINT1_93020.2	T265_14846
OG0004050	SINT1_76750.1, SINT1_76750.2, SINT1_76750.3, SINT1_76750.4	T265_05910
OG0004051	SINT1_63160.1, SINT1_63160.2, SINT1_63160.3	T265_14071
OG0004053	SINT1_87520.1	T265_00562
OG0004054	SINT1_70690.1	T265_11970, T265_12010
OG0004055	SINT1_11700.1, SINT1_11700.2	T265_09068
OG0004056	SINT1_48120.1	T265_02438
OG0004057	SINT1_49450.1	T265_06863
OG0004058	SINT1_73300.1, SINT1_73300.2	T265_06127
OG0004059	SINT1_59880.1	T265_07021
OG0004060	SINT1_3330.1, SINT1_3330.2, SINT1_3330.3, SINT1_3330.4, SINT1_3330.5	T265_06303
OG0004061	SINT1_86440.1, SINT1_86440.2	T265_15066
OG0004062	SINT1_86430.1, SINT1_86430.2	T265_10152
OG0004063	SINT1_510.1	T265_00247
OG0004065	SINT1_13710.3, SINT1_13710.1, SINT1_13710.4, SINT1_13710.2	T265_15656
OG0004066	SINT1_17190.1	T265_10462
OG0004067	SINT1_13780.1	T265_00908, T265_12667
OG0004068	SINT1_73960.1	T265_13907
OG0004069	SINT1_56380.1	T265_07421
OG0004070	SINT1_95840.1, SINT1_94940.1	T265_01954, T265_14283
OG0004071	SINT1_91280.1, SINT1_22090.1	T265_11410
OG0004072	SINT1_36030.1, SINT1_36030.2	T265_00733
OG0004073	SINT1_68500.1, SINT1_68520.1	T265_01174
OG0004089	SINT1_18390.1	T265_13365
OG0004090	SINT1_88090.1	T265_02229, T265_16354
OG0004091	SINT1_69150.1	T265_06336
OG0004092	SINT1_19550.1	T265_02459
OG0004093	SINT1_77350.1	T265_10684
OG0004095	SINT1_17550.1	T265_04428
OG0004096	SINT1_8220.1, SINT1_8220.3, SINT1_8220.2, SINT1_8220.4	T265_10832
OG0004097	SINT1_60000.1	T265_06723
OG0004098	SINT1_47910.1	T265_00462
OG0004099	SINT1_1620.1, SINT1_1620.2	T265_10950
OG0004100	SINT1_26060.1, SINT1_26060.2, SINT1_26060.3	T265_11652
OG0004101	SINT1_41590.1	T265_14006
OG0004102	SINT1_84180.2, SINT1_84180.1	T265_16205
OG0004103	SINT1_38630.1	T265_13771
OG0004105	SINT1_26970.1	T265_13816
OG0004106	SINT1_92790.1, SINT1_92790.2	T265_09532
OG0004107	SINT1_16320.1	T265_08527
OG0004108	SINT1_42020.1	T265_03501
OG0004109	SINT1_37710.1	T265_01896
OG0004110	SINT1_74890.1, SINT1_74890.2	T265_14124
OG0004111	SINT1_75780.1	T265_12464
OG0004112	SINT1_17420.1	T265_06196, T265_15640
OG0004113	SINT1_23090.1, SINT1_23100.1	T265_10735
OG0004114	SINT1_52740.1	T265_00417
OG0004115	SINT1_36240.1, SINT1_36240.3, SINT1_36240.2	T265_07618
OG0004116	SINT1_83410.1, SINT1_83410.2, SINT1_83410.3	T265_14856
OG0004117	SINT1_3980.1	T265_13258
OG0004118	SINT1_42580.1, SINT1_42580.2	T265_04082
OG0004120	SINT1_33320.1, SINT1_33320.2	T265_08318
OG0004122	SINT1_26560.1, SINT1_26560.2	T265_07472
OG0004123	SINT1_16170.1	T265_06900
OG0004125	SINT1_75790.1, SINT1_75790.2, SINT1_75790.3	T265_05718
OG0004126	SINT1_76100.1, SINT1_76100.2	T265_00012
OG0004127	SINT1_26850.1	T265_07518
OG0004128	SINT1_17160.1	T265_10514, T265_15170
OG0004129	SINT1_47630.1	T265_08402
OG0004130	SINT1_70520.1, SINT1_70520.2, SINT1_70520.3, SINT1_70520.4	T265_14412
OG0004131	SINT1_21930.1	T265_00896
OG0004134	SINT1_16190.1	T265_10819
OG0004136	SINT1_57580.1, SINT1_57580.2, SINT1_57580.3, SINT1_57580.4	T265_12875
OG0004137	SINT1_30530.1	T265_08007
OG0004139	SINT1_30680.1	T265_06601
OG0004140	SINT1_47890.1	T265_03524
OG0004141	SINT1_18790.1, SINT1_18790.2	T265_10583
OG0004142	SINT1_80320.1	T265_01654
OG0004143	SINT1_10430.1	T265_14143
OG0004144	SINT1_64160.1	T265_00492
OG0004145	SINT1_62070.1	T265_13026
OG0004146	SINT1_30800.2, SINT1_30800.1	T265_03626
OG0004147	SINT1_55980.1, SINT1_55980.2	T265_08082
OG0004148	SINT1_14790.1	T265_12921
OG0004149	SINT1_2610.1	T265_03110
OG0004150	SINT1_17460.1	T265_04361
OG0004151	SINT1_56290.1	T265_01198
OG0004152	SINT1_13800.1	T265_11343
OG0004153	SINT1_22780.1	T265_02251
OG0004154	SINT1_7320.1	T265_12101, T265_12303
OG0004155	SINT1_48560.1, SINT1_48560.2	T265_01949, T265_01948
OG0004156	SINT1_57130.1, SINT1_57130.2, SINT1_57130.3, SINT1_57130.4	T265_03364
OG0004157	SINT1_20440.1	T265_09215
OG0004158	SINT1_43320.1	T265_13415
OG0004159	SINT1_67540.1	T265_11617, T265_12729
OG0004160	SINT1_5150.1	T265_14169
OG0004161	SINT1_13100.1	T265_11847
OG0004163	SINT1_73340.1	T265_02001
OG0004164	SINT1_14320.1	T265_14364
OG0004165	SINT1_34740.1	T265_13867, T265_13868, T265_13084
OG0004166	SINT1_5390.1	T265_12680
OG0004167	SINT1_9130.1, SINT1_9130.2	T265_00254
OG0004168	SINT1_90360.1	T265_04759
OG0004169	SINT1_31780.1	T265_02972
OG0004170	SINT1_76960.1	T265_02137
OG0004171	SINT1_87060.1	T265_03809
OG0004172	SINT1_76580.1	T265_01982
OG0004173	SINT1_26170.1	T265_13455
OG0004174	SINT1_85570.1	T265_10362
OG0004175	SINT1_50360.1, SINT1_50360.2	T265_13069
OG0004176	SINT1_12450.1	T265_04579
OG0004177	SINT1_88790.2, SINT1_88790.1	T265_15313
OG0004178	SINT1_57970.1	T265_00496, T265_03495
OG0004179	SINT1_82340.1	T265_10209
OG0004180	SINT1_66350.1	T265_14191
OG0004182	SINT1_63380.1, SINT1_63380.2, SINT1_63380.3	T265_05167
OG0004183	SINT1_88340.1	T265_07332, T265_12052
OG0004184	SINT1_12140.1, SINT1_12140.2, SINT1_12140.3	T265_04436
OG0004186	SINT1_87000.1	T265_05348
OG0004187	SINT1_64810.1, SINT1_64810.2	T265_00488
OG0004188	SINT1_80280.1	T265_08264
OG0004189	SINT1_16650.1	T265_09513
OG0004190	SINT1_91680.1	T265_05322
OG0004191	SINT1_91100.1	T265_02742
OG0004192	SINT1_17640.1	T265_10547, T265_15930
OG0004193	SINT1_82960.1	T265_03405, T265_04673, T265_15408
OG0004194	SINT1_28830.1	T265_10335
OG0004195	SINT1_18130.1	T265_01536
OG0004196	SINT1_33810.1	T265_14458
OG0004197	SINT1_21640.1, SINT1_21640.2	T265_12022
OG0004198	SINT1_84080.1	T265_12995, T265_07823, T265_07918
OG0004199	SINT1_58770.1	T265_08663
OG0004200	SINT1_79310.1	T265_01774
OG0004201	SINT1_63780.1	T265_06084, T265_09479
OG0004202	SINT1_20910.1	T265_03684, T265_03685
