Orthogroup	schistosoma_intercalatum	schistosoma_japonicum
OG0004038	SINT1_48200.1, SINT1_48200.2, SINT1_48200.3	EWB00_010720.1, EWB00_010720.2
OG0004039	SINT1_69530.1	EWB00_003882, EWB00_009947
OG0004040	SINT1_53250.2, SINT1_53250.1	EWB00_005409
OG0004041	SINT1_41540.1, SINT1_41040.1	EWB00_004717.2, EWB00_004717.1
OG0004042	SINT1_65980.1	EWB00_009809.1, EWB00_009809.2
OG0004043	SINT1_8500.1, SINT1_8500.2, SINT1_8500.3	EWB00_001510.1, EWB00_001510.2
OG0004044	SINT1_23080.1, SINT1_23080.2	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2
OG0004045	SINT1_360.1, SINT1_360.2, SINT1_360.3, SINT1_360.4	EWB00_010195.1, EWB00_010195.2
OG0004046	SINT1_10610.4, SINT1_10610.5, SINT1_10610.1, SINT1_10610.2, SINT1_10610.3	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3
OG0004048	SINT1_59970.2, SINT1_59970.3, SINT1_59970.4, SINT1_59970.5, SINT1_59970.1	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4
OG0004049	SINT1_93020.4, SINT1_93020.1, SINT1_93020.3, SINT1_93020.2	EWB00_000570
OG0004050	SINT1_76750.1, SINT1_76750.2, SINT1_76750.3, SINT1_76750.4	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4
OG0004051	SINT1_63160.1, SINT1_63160.2, SINT1_63160.3	EWB00_008864
OG0004052	SINT1_58010.1	EWB00_005178.1, EWB00_005178.2
OG0004053	SINT1_87520.1	EWB00_011405.1, EWB00_011405.2
OG0004054	SINT1_70690.1	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2
OG0004055	SINT1_11700.1, SINT1_11700.2	EWB00_009413
OG0004056	SINT1_48120.1	EWB00_010726.1, EWB00_010726.2
OG0004057	SINT1_49450.1	EWB00_007618
OG0004058	SINT1_73300.1, SINT1_73300.2	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3
OG0004059	SINT1_59880.1	EWB00_011259.1, EWB00_011259.2
OG0004060	SINT1_3330.1, SINT1_3330.2, SINT1_3330.3, SINT1_3330.4, SINT1_3330.5	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3
OG0004061	SINT1_86440.1, SINT1_86440.2	EWB00_000318.1, EWB00_000318.2
OG0004062	SINT1_86430.1, SINT1_86430.2	EWB00_000319
OG0004063	SINT1_510.1	EWB00_010245.1, EWB00_010245.2
OG0004066	SINT1_17190.1	EWB00_000071.2, EWB00_000071.1, EWB00_000071.3
OG0004067	SINT1_13780.1	EWB00_002300.1, EWB00_002300.2
OG0004068	SINT1_73960.1	EWB00_001373.1, EWB00_001373.2
OG0004069	SINT1_56380.1	EWB00_011373
OG0004071	SINT1_22090.1	EWB00_002408
OG0004072	SINT1_36030.1, SINT1_36030.2	EWB00_004276
OG0004073	SINT1_68500.1	EWB00_010068, EWB00_010069
OG0004074	SINT1_93450.1, SINT1_93450.2	EWB00_001453
OG0004075	SINT1_90180.1	EWB00_003173, EWB00_003172
OG0004076	SINT1_87310.1	EWB00_001984
OG0004077	SINT1_46990.1	EWB00_002084.2, EWB00_002084.4, EWB00_002084.5, EWB00_002084.6, EWB00_002084.1, EWB00_002084.3, EWB00_002082.1, EWB00_002082.2, EWB00_002082.5, EWB00_002082.3, EWB00_002082.4
OG0004078	SINT1_69270.2, SINT1_69270.1, SINT1_69270.3	EWB00_003666
OG0004079	SINT1_73120.1, SINT1_73120.2	EWB00_011052
OG0004080	SINT1_64490.1	EWB00_000908
OG0004081	SINT1_42510.3, SINT1_42510.5, SINT1_42510.1, SINT1_42510.4, SINT1_42510.2	EWB00_002816.1, EWB00_002816.2, EWB00_002816.3
OG0004082	SINT1_37400.1	EWB00_001303.1, EWB00_001303.3, EWB00_001303.2
OG0004083	SINT1_17330.2, SINT1_17330.3, SINT1_17330.1, SINT1_17330.4	EWB00_000060.1, EWB00_000060.4, EWB00_000060.2, EWB00_000060.3
OG0004084	SINT1_7950.10, SINT1_7950.11, SINT1_8070.1	EWB00_008707, EWB00_008708
OG0004085	SINT1_23140.1, SINT1_23150.1	EWB00_009717, EWB00_001521, EWB00_010027, EWB00_011070.2
OG0004086	SINT1_44750.1	EWB00_008281.1, EWB00_008281.2
OG0004089	SINT1_18390.1	EWB00_005436.1, EWB00_005436.2
OG0004090	SINT1_88090.1	EWB00_001943
OG0004091	SINT1_69150.1	EWB00_001617.1, EWB00_001617.2
OG0004092	SINT1_19550.1	EWB00_008484.1, EWB00_008484.2
OG0004093	SINT1_77350.1	EWB00_001231
OG0004094	SINT1_43360.1	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2
OG0004095	SINT1_17550.1	EWB00_000672
OG0004096	SINT1_8220.1, SINT1_8220.3, SINT1_8220.2, SINT1_8220.4	EWB00_008843
OG0004097	SINT1_60000.1	EWB00_011276
OG0004098	SINT1_47910.1	EWB00_010752
OG0004099	SINT1_1620.1, SINT1_1620.2	EWB00_003845.1, EWB00_003845.2
OG0004101	SINT1_41590.1	EWB00_004724.1, EWB00_004724.2
OG0004102	SINT1_84180.2, SINT1_84180.1	EWB00_004935
OG0004103	SINT1_38630.1	EWB00_009552.1, EWB00_009552.2
OG0004104	SINT1_36570.1, SINT1_36570.2	EWB00_004331
OG0004105	SINT1_26970.1	EWB00_005014
OG0004106	SINT1_92790.1, SINT1_92790.2	EWB00_011195
OG0004107	SINT1_16320.1	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5
OG0004108	SINT1_42020.1	EWB00_003248.1, EWB00_003248.2
OG0004109	SINT1_37710.1	EWB00_007708
OG0004110	SINT1_74890.1, SINT1_74890.2	EWB00_010947.1, EWB00_010947.2
OG0004111	SINT1_75780.1	EWB00_009000
OG0004112	SINT1_17420.1	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3
OG0004113	SINT1_23090.1, SINT1_23100.1	EWB00_007542
OG0004114	SINT1_52740.1	EWB00_006787
OG0004115	SINT1_36240.1, SINT1_36240.3, SINT1_36240.2	EWB00_004300
OG0004116	SINT1_83410.1, SINT1_83410.2, SINT1_83410.3	EWB00_004504
OG0004117	SINT1_3980.1	EWB00_009022
OG0004118	SINT1_42580.1, SINT1_42580.2	EWB00_002822
OG0004119	SINT1_25620.1, SINT1_25620.2, SINT1_25620.3	EWB00_000273.1, EWB00_000273.2
OG0004120	SINT1_33320.1, SINT1_33320.2	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5
OG0004121	SINT1_52180.2, SINT1_52180.3, SINT1_52180.1	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2
OG0004122	SINT1_26560.1, SINT1_26560.2	EWB00_008041
OG0004123	SINT1_16170.1	EWB00_003109.1, EWB00_003109.2
OG0004124	SINT1_29050.2, SINT1_29050.1, SINT1_29050.3	EWB00_000636
OG0004125	SINT1_75790.1, SINT1_75790.2, SINT1_75790.3	EWB00_009001
OG0004126	SINT1_76100.1, SINT1_76100.2	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3
OG0004127	SINT1_26850.1	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4
OG0004128	SINT1_17160.1	EWB00_000074
OG0004129	SINT1_47630.1	EWB00_010809
OG0004130	SINT1_70520.1, SINT1_70520.2, SINT1_70520.3, SINT1_70520.4	EWB00_002733
OG0004131	SINT1_21930.1	EWB00_002434
OG0004133	SINT1_22620.2, SINT1_22620.3, SINT1_22620.4, SINT1_22620.5, SINT1_22620.1	EWB00_005752
OG0004134	SINT1_16190.1	EWB00_003112, EWB00_003111
OG0004136	SINT1_57580.1, SINT1_57580.2, SINT1_57580.3, SINT1_57580.4	EWB00_005563
OG0004137	SINT1_30530.1	EWB00_006076.1
OG0004138	SINT1_47960.1	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2
OG0004139	SINT1_30680.1	EWB00_002879.1, EWB00_002879.2
OG0004140	SINT1_47890.1	EWB00_010754.1, EWB00_010754.2
OG0004141	SINT1_18790.1, SINT1_18790.2	EWB00_005479.1, EWB00_005479.2
OG0004142	SINT1_80320.1	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3
OG0004143	SINT1_10430.1	EWB00_008465
OG0004144	SINT1_64160.1	EWB00_009878
OG0004145	SINT1_62070.1	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3
OG0004146	SINT1_30800.2, SINT1_30800.1	EWB00_002894
OG0004147	SINT1_55980.1, SINT1_55980.2	EWB00_005249.1, EWB00_005249.2
OG0004148	SINT1_14790.1	EWB00_004185, EWB00_004186.1, EWB00_004186.2
OG0004149	SINT1_2610.1	EWB00_007888
OG0004150	SINT1_17460.1	EWB00_000680, EWB00_000681
OG0004151	SINT1_56290.1	EWB00_003570
OG0004152	SINT1_13800.1	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2
OG0004153	SINT1_22780.1	EWB00_008559
OG0004154	SINT1_7320.1	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3
OG0004155	SINT1_48560.1, SINT1_48560.2	EWB00_008075
OG0004156	SINT1_57130.1, SINT1_57130.2, SINT1_57130.3, SINT1_57130.4	EWB00_003221
OG0004157	SINT1_20440.1	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3
OG0004158	SINT1_43320.1	EWB00_001800.4
OG0004159	SINT1_67540.1	EWB00_006276.1, EWB00_006276.2
OG0004160	SINT1_5150.1	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1
OG0004161	SINT1_13100.1	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3
OG0004163	SINT1_73340.1	EWB00_011032, EWB00_011034
OG0004164	SINT1_14320.1	EWB00_004630
OG0004165	SINT1_34740.1	EWB00_003376
OG0004166	SINT1_5390.1	EWB00_006303.1, EWB00_006303.2
OG0004167	SINT1_9130.1, SINT1_9130.2	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055
OG0004168	SINT1_90360.1	EWB00_008571
OG0004169	SINT1_31780.1	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4
OG0004170	SINT1_76960.1	EWB00_007393.1, EWB00_007393.2
OG0004171	SINT1_87060.1	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4
OG0004172	SINT1_76580.1	EWB00_004558.1, EWB00_004558.2
OG0004173	SINT1_26170.1	EWB00_000345.1, EWB00_000345.2
OG0004175	SINT1_50360.1, SINT1_50360.2	EWB00_004415
OG0004176	SINT1_12450.1	EWB00_004163.1, EWB00_004163.2
OG0004177	SINT1_88790.2, SINT1_88790.1	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4
OG0004178	SINT1_57970.1	EWB00_005182.1, EWB00_005182.2
OG0004179	SINT1_82340.1	EWB00_002625
OG0004180	SINT1_66350.1	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2
OG0004181	SINT1_14690.1	EWB00_009371
OG0004182	SINT1_63380.1, SINT1_63380.2, SINT1_63380.3	EWB00_010422
OG0004183	SINT1_88340.1	EWB00_001906
OG0004184	SINT1_12140.1, SINT1_12140.2, SINT1_12140.3	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3
OG0004185	SINT1_55590.1, SINT1_55590.2, SINT1_55590.3	EWB00_008379
OG0004186	SINT1_87000.1	EWB00_004461, EWB00_004460
OG0004187	SINT1_64810.1, SINT1_64810.2	EWB00_000941.1, EWB00_000941.2
OG0004188	SINT1_80280.1	EWB00_000134.1, EWB00_000134.2
OG0004189	SINT1_16650.1	EWB00_002450
OG0004190	SINT1_91680.1	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3
OG0004191	SINT1_91100.1	EWB00_007436.2, EWB00_007436.1
OG0004192	SINT1_17640.1	EWB00_006522
OG0004193	SINT1_82960.1	EWB00_007298
OG0004194	SINT1_28830.1	EWB00_001323
OG0004195	SINT1_18130.1	EWB00_006454
OG0004196	SINT1_33810.1	EWB00_001723.1, EWB00_001723.2
OG0004197	SINT1_21640.1, SINT1_21640.2	EWB00_010783
OG0004198	SINT1_84080.1	EWB00_001655.1, EWB00_001655.2
OG0004199	SINT1_58770.1	EWB00_000518
OG0004200	SINT1_79310.1	EWB00_003494
OG0004201	SINT1_63780.1	EWB00_008910
OG0004202	SINT1_20910.1	EWB00_006439
OG0004203	SINT1_72980.1	EWB00_010936
OG0004204	SINT1_61710.1	EWB00_004013
OG0004205	SINT1_15620.1	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2
OG0004206	SINT1_88270.3, SINT1_88270.1, SINT1_88270.2	EWB00_001916
OG0004207	SINT1_57280.1	EWB00_011233, EWB00_008860
OG0004208	SINT1_67450.1, SINT1_67450.2	EWB00_006266
OG0004209	SINT1_89880.3, SINT1_89880.1, SINT1_89880.2	EWB00_006707
OG0004210	SINT1_29120.1	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3
OG0004211	SINT1_55320.1	EWB00_003796
OG0004212	SINT1_53340.1	EWB00_005399
OG0004213	SINT1_55800.1	EWB00_000891
OG0004215	SINT1_34820.1	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1
OG0004216	SINT1_40650.1	EWB00_007814.2
OG0004217	SINT1_92910.2, SINT1_92910.1	EWB00_000557
OG0004218	SINT1_2590.2, SINT1_2590.1, SINT1_2590.3	EWB00_007590
OG0004219	SINT1_62950.1, SINT1_62950.2	EWB00_007115, EWB00_007116
OG0004220	SINT1_4790.1	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3
OG0004221	SINT1_69380.1	EWB00_008658
OG0004222	SINT1_58750.1	EWB00_007971
OG0004223	SINT1_34030.2, SINT1_34030.1	EWB00_001758.1, EWB00_001758.2, EWB00_001758.4, EWB00_001758.3
OG0004224	SINT1_62870.1	EWB00_007128.1, EWB00_007128.2
OG0004225	SINT1_50800.1, SINT1_50810.1	EWB00_010870
OG0004226	SINT1_24060.1, SINT1_24060.2	EWB00_002864
OG0004227	SINT1_13340.1	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5
OG0004228	SINT1_57880.1	EWB00_003456, EWB00_003457
OG0004229	SINT1_25790.2, SINT1_25790.1	EWB00_000302.1, EWB00_000302.2
OG0004231	SINT1_72620.1	EWB00_009227.1, EWB00_009227.2
OG0004232	SINT1_48990.1, SINT1_48990.2	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2
OG0004233	SINT1_49260.1	EWB00_002990.1, EWB00_002990.2
OG0004234	SINT1_68470.2, SINT1_68470.1	EWB00_010062.1, EWB00_010062.2
OG0004235	SINT1_22660.3, SINT1_22660.1, SINT1_22660.2	EWB00_005756
OG0004236	SINT1_78890.1, SINT1_78890.2	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2
OG0004237	SINT1_21320.1	EWB00_008518
OG0004238	SINT1_72630.1	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3
OG0004239	SINT1_3370.1	EWB00_001646.1, EWB00_001646.2
OG0004241	SINT1_61130.1	EWB00_011135
OG0004242	SINT1_56100.1	EWB00_007824
OG0004243	SINT1_34660.1	EWB00_003386
OG0004244	SINT1_58900.1	EWB00_000485
OG0004245	SINT1_89220.1, SINT1_89220.2	EWB00_002065
OG0004246	SINT1_25850.1	EWB00_002958, EWB00_006976
OG0004247	SINT1_6320.1	EWB00_009244.1, EWB00_009244.2
OG0004248	SINT1_22410.1	EWB00_002397.1, EWB00_002397.2
OG0004249	SINT1_10050.1	EWB00_000811.1, EWB00_000811.2
OG0004250	SINT1_91980.1	EWB00_000782.1, EWB00_000782.2
OG0004251	SINT1_56420.1	EWB00_005124
OG0004252	SINT1_38050.3, SINT1_38050.2, SINT1_38050.1	EWB00_003160.1, EWB00_003160.2
OG0004253	SINT1_87570.1, SINT1_87570.3, SINT1_87570.2	EWB00_011399
OG0004255	SINT1_35450.1, SINT1_35450.3, SINT1_35450.2	EWB00_006837
OG0004256	SINT1_12970.1	EWB00_004688
OG0004257	SINT1_64950.1, SINT1_64950.2, SINT1_64950.3	EWB00_010496
OG0004258	SINT1_53310.1	EWB00_005402
OG0004259	SINT1_21350.1	EWB00_008524.1, EWB00_008524.2
OG0004260	SINT1_94380.1, SINT1_94380.2	EWB00_006655.5, EWB00_006655.3, EWB00_006655.4, EWB00_006655.1, EWB00_006655.2
OG0004261	SINT1_94980.1, SINT1_94970.1, SINT1_94950.1, SINT1_94960.1	EWB00_006653, EWB00_006652
OG0004262	SINT1_72190.1, SINT1_72190.2	EWB00_001189.1, EWB00_001189.2
OG0004263	SINT1_180.1	EWB00_010217
OG0004264	SINT1_55120.1	EWB00_002206.1, EWB00_002206.2
OG0004265	SINT1_57660.1	EWB00_005568
OG0004266	SINT1_73130.1	EWB00_009108
OG0004267	SINT1_25330.1, SINT1_25330.2	EWB00_004232
OG0004268	SINT1_39600.1	EWB00_006147.1, EWB00_006147.2
OG0004269	SINT1_62640.1	EWB00_009793
OG0004270	SINT1_46330.2, SINT1_46330.3, SINT1_46330.1	EWB00_004040.1, EWB00_004040.2, EWB00_004040.3
OG0004271	SINT1_81750.1	EWB00_007037
OG0004272	SINT1_72310.1	EWB00_004533
OG0004273	SINT1_86060.1	EWB00_009432, EWB00_009431
OG0004274	SINT1_53790.1, SINT1_53790.2, SINT1_53790.3	EWB00_006499
OG0004275	SINT1_44500.1	EWB00_000981
OG0004276	SINT1_20360.1	EWB00_002528
OG0004277	SINT1_5780.1	EWB00_002045
OG0004278	SINT1_34730.2, SINT1_34730.1	EWB00_003377
OG0004281	SINT1_76940.1, SINT1_76940.2, SINT1_76940.3	EWB00_007391.1, EWB00_007391.2
OG0004282	SINT1_84200.1	EWB00_004932
OG0004283	SINT1_450.1, SINT1_95480.1	EWB00_003592
OG0004284	SINT1_56530.1	EWB00_005137.2, EWB00_005137.3, EWB00_005137.1, EWB00_005137.4
OG0004285	SINT1_5880.1, SINT1_5880.2	EWB00_010843
OG0004286	SINT1_49010.1	EWB00_008739
OG0004287	SINT1_44530.2, SINT1_44530.1	EWB00_000985.1, EWB00_000985.3, EWB00_000985.2
OG0004288	SINT1_45870.1, SINT1_45870.2	EWB00_003634
OG0004289	SINT1_40610.1, SINT1_40610.2, SINT1_40610.3	EWB00_002831
OG0004290	SINT1_61110.1, SINT1_61110.2	EWB00_011134.1, EWB00_011134.2
OG0004291	SINT1_36790.1	EWB00_004356.1, EWB00_004356.2
OG0004292	SINT1_36780.1	EWB00_004357.1, EWB00_004357.2, EWB00_004357.3, EWB00_004357.4
OG0004293	SINT1_72490.2, SINT1_72490.1, SINT1_72490.3	EWB00_008107
OG0004294	SINT1_47550.1	EWB00_007236
OG0004295	SINT1_3660.1, SINT1_3660.2	EWB00_009072.1, EWB00_009072.2, EWB00_009072.4, EWB00_009072.5, EWB00_009072.6, EWB00_009072.3, EWB00_009072.7, EWB00_009072.8
OG0004296	SINT1_15550.2, SINT1_15550.1, SINT1_15550.3	EWB00_004809
OG0004297	SINT1_34970.1	EWB00_008175.2, EWB00_008175.4, EWB00_008175.1, EWB00_008175.3
OG0004298	SINT1_60010.1	EWB00_011277
OG0004299	SINT1_76630.1	EWB00_004565.4, EWB00_004565.1, EWB00_004565.2, EWB00_004565.3
OG0004300	SINT1_54500.2, SINT1_54500.1	EWB00_002171.1, EWB00_002171.2
OG0004301	SINT1_17110.1, SINT1_17110.2	EWB00_000078.1, EWB00_009937.1, EWB00_000078.2, EWB00_009937.2
OG0004302	SINT1_73510.1	EWB00_007244.1, EWB00_007244.2
OG0004303	SINT1_40820.1, SINT1_40820.2, SINT1_40820.3, SINT1_40820.4	EWB00_007975.1, EWB00_007975.2
OG0004304	SINT1_14200.1	EWB00_003706
OG0004305	SINT1_35530.1	EWB00_006845.1, EWB00_006845.2
OG0004306	SINT1_30860.1, SINT1_30860.2	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3
OG0004307	SINT1_91200.1	EWB00_007420.1, EWB00_007420.2
OG0004308	SINT1_77470.1, SINT1_77470.2	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3
OG0004310	SINT1_46810.1, SINT1_46810.3, SINT1_46810.2	EWB00_003433
OG0004311	SINT1_14460.1	EWB00_004207
OG0004312	SINT1_40310.1, SINT1_40310.2	EWB00_003916
OG0004313	SINT1_74380.1	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3
OG0004314	SINT1_30900.2, SINT1_30900.1	EWB00_010114.1, EWB00_010114.2
OG0004315	SINT1_86700.1, SINT1_86700.2, SINT1_86700.3	EWB00_004874.1, EWB00_004874.2
OG0004316	SINT1_9090.1	EWB00_003056.4
OG0004316	SINT1_9090.1	EWB00_003056.5
OG0004316	SINT1_9090.2	EWB00_003056.4
OG0004316	SINT1_9090.2	EWB00_003056.5
OG0004316	SINT1_9090.3	EWB00_003056.1, EWB00_003056.2, EWB00_003056.3
OG0004319	SINT1_11870.1	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7
OG0004320	SINT1_79050.1	EWB00_003470.1, EWB00_003470.2
OG0004321	SINT1_69420.1	EWB00_009345.1, EWB00_009345.2
OG0004322	SINT1_77820.1	EWB00_002651.1, EWB00_002651.2
OG0004323	SINT1_11580.1, SINT1_11580.2	EWB00_009399
OG0004324	SINT1_13210.1, SINT1_13210.2	EWB00_002380
OG0004325	SINT1_62600.1	EWB00_000407, EWB00_000408
OG0004326	SINT1_94570.1	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3
OG0004327	SINT1_1740.1, SINT1_1740.2	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4
OG0004328	SINT1_36560.1	EWB00_004329
OG0004329	SINT1_56010.1	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2
OG0004330	SINT1_50970.2, SINT1_50970.1, SINT1_50970.3	EWB00_006780.1, EWB00_006780.2
OG0004331	SINT1_21240.3, SINT1_21240.1, SINT1_21240.2, SINT1_21240.4	EWB00_006125
OG0004332	SINT1_64050.1	EWB00_004698
OG0004333	SINT1_75980.1	EWB00_002012
OG0004334	SINT1_49210.1	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5
OG0004335	SINT1_74670.2, SINT1_74670.1	EWB00_007170.1, EWB00_007170.2
OG0004336	SINT1_70300.1, SINT1_70300.2, SINT1_70300.3	EWB00_006099
OG0004337	SINT1_23450.1	EWB00_001554
OG0004338	SINT1_89750.1, SINT1_89750.2	EWB00_006720
OG0004340	SINT1_11770.1	EWB00_008452, EWB00_008450
OG0004341	SINT1_42800.2, SINT1_42800.1, SINT1_42800.3	EWB00_006398.1, EWB00_006398.2
OG0004342	SINT1_45440.3, SINT1_45440.2, SINT1_45440.1	EWB00_004746.1, EWB00_004746.2
OG0004343	SINT1_80160.1	EWB00_008822.1, EWB00_008822.2, EWB00_008822.3
OG0004344	SINT1_58990.1, SINT1_58990.2	EWB00_000498
OG0004345	SINT1_57980.1	EWB00_005181.1, EWB00_005181.2
OG0004346	SINT1_58230.1, SINT1_58230.2	EWB00_005811
OG0004347	SINT1_26540.1, SINT1_26540.2	EWB00_008040.1, EWB00_008040.2
OG0004348	SINT1_37260.1, SINT1_37260.2	EWB00_001287
OG0004350	SINT1_12280.1	EWB00_005740.5, EWB00_005740.2, EWB00_005740.3, EWB00_005740.4, EWB00_005740.1
OG0004351	SINT1_82230.1	EWB00_002616
OG0004352	SINT1_82970.1, SINT1_82970.2	EWB00_007297
OG0004353	SINT1_52200.1, SINT1_52200.2	EWB00_006811.1, EWB00_006811.2, EWB00_006811.3, EWB00_006811.5, EWB00_006811.4
OG0004354	SINT1_45750.1	EWB00_003621
OG0004355	SINT1_65330.1	EWB00_008875
OG0004356	SINT1_66110.1	EWB00_009797
OG0004357	SINT1_30490.1, SINT1_30490.2	EWB00_002111.1, EWB00_002112, EWB00_002111.2, EWB00_006081
OG0004358	SINT1_25040.1, SINT1_25040.2	EWB00_005243
OG0004359	SINT1_34570.3, SINT1_34570.1, SINT1_34570.2	EWB00_003397.1, EWB00_003397.2, EWB00_003397.3
OG0004360	SINT1_44900.1, SINT1_44900.2, SINT1_44900.3	EWB00_004894.1, EWB00_004894.2, EWB00_004894.3, EWB00_004894.4
OG0004369	SINT1_45480.1	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3
OG0004370	SINT1_18110.1	EWB00_006452
OG0004371	SINT1_31510.1	EWB00_004616
OG0004372	SINT1_19280.1	EWB00_001028, EWB00_001029
OG0004373	SINT1_71430.1	EWB00_002705.1, EWB00_002705.2
OG0004374	SINT1_47570.1	EWB00_009291, EWB00_009292
OG0004375	SINT1_23820.1	EWB00_007078
OG0004376	SINT1_30830.1, SINT1_30830.2, SINT1_30830.3	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2
OG0004378	SINT1_86210.1	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1
OG0004379	SINT1_80070.1	EWB00_009233.3, EWB00_009233.1
OG0004380	SINT1_18720.1	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2
OG0004381	SINT1_18680.1	EWB00_005465
OG0004382	SINT1_44090.1	EWB00_004910.1, EWB00_004910.2
OG0004383	SINT1_62520.2, SINT1_62520.3, SINT1_62520.4, SINT1_62520.1	EWB00_000396.1, EWB00_000396.2
OG0004384	SINT1_75160.1	EWB00_010979
OG0004385	SINT1_95150.1	EWB00_006944.3, EWB00_006944.4
OG0004385	SINT1_95150.2	EWB00_006944.1, EWB00_006944.2
OG0004386	SINT1_91810.1, SINT1_91810.2	EWB00_005886, EWB00_005885, EWB00_010124
OG0004387	SINT1_89420.1, SINT1_89420.2	EWB00_011406
OG0004388	SINT1_16310.1, SINT1_16310.2	EWB00_003134.1, EWB00_003134.2, EWB00_003134.3
OG0004389	SINT1_78290.1	EWB00_002280, EWB00_002279.1, EWB00_002279.2
OG0004390	SINT1_58580.1, SINT1_58580.2	EWB00_011243
OG0004392	SINT1_28350.1	EWB00_000094
OG0004393	SINT1_74330.1	EWB00_010546.1, EWB00_010546.2
OG0004394	SINT1_9550.3, SINT1_9550.1, SINT1_9550.2	EWB00_000211.1, EWB00_000211.2
OG0004395	SINT1_81520.1	EWB00_007021, EWB00_007020
OG0004396	SINT1_67680.1	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3
OG0004397	SINT1_17520.1	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2
OG0004398	SINT1_71450.1	EWB00_002703.1, EWB00_002703.2, EWB00_002703.3
OG0004399	SINT1_1100.1	EWB00_008010
OG0004400	SINT1_89580.1	EWB00_011420
OG0004401	SINT1_27450.1	EWB00_010890
OG0004402	SINT1_36740.1	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4
OG0004403	SINT1_46470.1	EWB00_004090
OG0004404	SINT1_49430.2, SINT1_49430.1	EWB00_007619.1, EWB00_007619.2
OG0004405	SINT1_20240.1	EWB00_010337.1, EWB00_010337.2
OG0004406	SINT1_31940.3, SINT1_31940.4, SINT1_31940.2, SINT1_31940.1	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3
