Orthogroup	schistosoma_margrebowiei	schistosoma_turkestanicum
OG0002334	SMRG1_8530.1, SMRG1_8530.4, SMRG1_8530.2, SMRG1_8530.3	STRK1_12070.1
OG0002335	SMRG1_18050.1, SMRG1_18050.2, SMRG1_18050.3, SMRG1_18050.4	STRK1_14220.1, STRK1_14220.2
OG0002336	SMRG1_57180.2, SMRG1_57180.1, SMRG1_57180.3, SMRG1_57180.4	STRK1_53210.1, STRK1_53210.2, STRK1_53210.4, STRK1_53210.5, STRK1_53210.3
OG0002337	SMRG1_97680.1, SMRG1_97680.2, SMRG1_97680.3	STRK1_90720.1
OG0002338	SMRG1_9160.5, SMRG1_9160.4, SMRG1_9160.1, SMRG1_9160.2, SMRG1_9160.3	STRK1_8980.1
OG0002339	SMRG1_91200.1	STRK1_86430.1
OG0002340	SMRG1_2590.1	STRK1_17310.1
OG0002341	SMRG1_89840.1	STRK1_85420.1, STRK1_85420.2, STRK1_85420.3, STRK1_85420.4, STRK1_85420.5, STRK1_85420.6, STRK1_85420.7
OG0002342	SMRG1_3410.1	STRK1_16590.1, STRK1_16590.2
OG0002343	SMRG1_44100.1	STRK1_40100.1, STRK1_40100.2
OG0002344	SMRG1_60440.1, SMRG1_60440.2, SMRG1_60440.3, SMRG1_60440.4, SMRG1_60440.5, SMRG1_60440.6, SMRG1_60440.7	STRK1_61650.4, STRK1_61650.2, STRK1_61650.1, STRK1_61650.3
OG0002345	SMRG1_88610.1, SMRG1_88610.2, SMRG1_88610.3, SMRG1_88610.4	STRK1_88290.1
OG0002346	SMRG1_25450.1	STRK1_22810.1
OG0002347	SMRG1_19840.1	STRK1_18690.1, STRK1_18680.1, STRK1_18680.2
OG0002348	SMRG1_36200.1	STRK1_30940.1
OG0002349	SMRG1_89890.1, SMRG1_89890.2	STRK1_85330.1
OG0002350	SMRG1_36630.1, SMRG1_36630.2, SMRG1_36630.4, SMRG1_36630.3, SMRG1_36630.5	STRK1_104490.1, STRK1_31320.1
OG0002351	SMRG1_51670.1	STRK1_52330.1, STRK1_52330.2, STRK1_52330.3
OG0002352	SMRG1_89420.4, SMRG1_89420.1, SMRG1_89420.5, SMRG1_89420.2, SMRG1_89420.3	STRK1_87740.1, STRK1_87740.2
OG0002353	SMRG1_75760.1	STRK1_71980.1
OG0002354	SMRG1_7860.1, SMRG1_7860.2	STRK1_12700.1
OG0002355	SMRG1_74140.1, SMRG1_74140.2	STRK1_71360.1
OG0002356	SMRG1_66060.1, SMRG1_66060.2	STRK1_62670.1, STRK1_62670.2
OG0002357	SMRG1_27940.1	STRK1_104320.1
OG0002357	SMRG1_27930.1	STRK1_98060.1
OG0002358	SMRG1_17400.1, SMRG1_17400.2	STRK1_13550.1, STRK1_13550.2
OG0002359	SMRG1_13750.2, SMRG1_13750.1	STRK1_5410.1
OG0002360	SMRG1_76840.1, SMRG1_76840.2, SMRG1_76840.3	STRK1_73060.1, STRK1_73060.2, STRK1_73060.3
OG0002361	SMRG1_85630.1, SMRG1_85630.2, SMRG1_85630.3	STRK1_81970.1
OG0002362	SMRG1_65780.1, SMRG1_65780.2	STRK1_62340.1, STRK1_62340.2
OG0002363	SMRG1_69320.1	STRK1_106220.1, STRK1_66640.1
OG0002364	SMRG1_43390.1, SMRG1_43390.2, SMRG1_43390.3	STRK1_40820.1
OG0002365	SMRG1_4420.1, SMRG1_4420.2, SMRG1_4420.3, SMRG1_4420.5, SMRG1_4420.6, SMRG1_4420.4	STRK1_15620.1
OG0002370	SMRG1_48640.1	STRK1_51270.1
OG0002371	SMRG1_630.1	STRK1_1150.1, STRK1_1150.2, STRK1_1150.3, STRK1_1150.4
OG0002372	SMRG1_64200.1	STRK1_63890.1, STRK1_109690.1
OG0002373	SMRG1_76930.4, SMRG1_76930.1, SMRG1_76930.2, SMRG1_76930.5	STRK1_73000.1
OG0002374	SMRG1_5360.2, SMRG1_5360.4, SMRG1_5360.6, SMRG1_5360.1, SMRG1_5360.5, SMRG1_5360.3	STRK1_3220.1, STRK1_3220.2, STRK1_3220.3
OG0002375	SMRG1_96730.1, SMRG1_96730.2	STRK1_93050.1, STRK1_93080.1
OG0002376	SMRG1_73050.1, SMRG1_73050.2	STRK1_70180.1, STRK1_70180.2
OG0002377	SMRG1_29830.1, SMRG1_29850.1	STRK1_110210.1, STRK1_111040.1, STRK1_30230.1, STRK1_30240.1
OG0002378	SMRG1_40020.3, SMRG1_40020.2, SMRG1_40020.1, SMRG1_40020.4	STRK1_38260.1
OG0002379	SMRG1_43110.1	STRK1_41040.1
OG0002380	SMRG1_20050.1	STRK1_20040.1
OG0002381	SMRG1_54190.1	STRK1_51550.1
OG0002382	SMRG1_9500.1	STRK1_9300.1, STRK1_9300.2, STRK1_9300.3
OG0002383	SMRG1_52860.1, SMRG1_52860.2	STRK1_46660.1, STRK1_46660.2, STRK1_46660.3
OG0002384	SMRG1_82770.1, SMRG1_82770.2, SMRG1_82770.3	STRK1_79320.1
OG0002385	SMRG1_28920.1	STRK1_37060.2, STRK1_37060.5, STRK1_37060.8, STRK1_37060.7, STRK1_37060.6, STRK1_37060.3, STRK1_37060.1, STRK1_37060.4
OG0002386	SMRG1_33190.1, SMRG1_33190.2	STRK1_34370.1, STRK1_34380.1
OG0002387	SMRG1_77790.1, SMRG1_77800.1	STRK1_73880.1
OG0002388	SMRG1_10400.1, SMRG1_10400.2	STRK1_67100.1, STRK1_67110.1, STRK1_67120.1, STRK1_10090.1, STRK1_10090.2
OG0002389	SMRG1_89560.3, SMRG1_89560.2, SMRG1_89560.5, SMRG1_89560.1, SMRG1_89560.4	STRK1_87730.1
OG0002390	SMRG1_16010.1, SMRG1_16010.2	STRK1_14600.1
OG0002391	SMRG1_16260.1	STRK1_2060.1
OG0002393	SMRG1_61400.1, SMRG1_61400.2	STRK1_56920.1, STRK1_56920.2
OG0002394	SMRG1_31210.2	STRK1_32570.1
OG0002395	SMRG1_84140.1, SMRG1_84140.2, SMRG1_84150.1, SMRG1_84150.2	STRK1_91730.1, STRK1_91680.1, STRK1_107650.1
OG0002396	SMRG1_32920.1, SMRG1_32920.2	STRK1_34100.1
OG0002397	SMRG1_79260.1, SMRG1_79260.2, SMRG1_79260.3, SMRG1_79260.4	STRK1_76450.3, STRK1_76450.1, STRK1_76450.2, STRK1_76450.4
OG0002399	SMRG1_41090.1, SMRG1_41090.3, SMRG1_41090.2	STRK1_39000.1, STRK1_39000.2
OG0002400	SMRG1_2950.1	STRK1_17050.1
OG0002401	SMRG1_97360.1, SMRG1_97360.2, SMRG1_97360.3	STRK1_105390.1
OG0002402	SMRG1_20320.1, SMRG1_20330.1, SMRG1_20320.3, SMRG1_20320.2	STRK1_19820.1, STRK1_102610.1, STRK1_19800.1, STRK1_102750.1, STRK1_19810.1
OG0002403	SMRG1_24200.1, SMRG1_24200.2, SMRG1_24200.3	STRK1_24840.1, STRK1_24840.2
OG0002404	SMRG1_62570.1, SMRG1_62570.2, SMRG1_62570.3, SMRG1_62570.5, SMRG1_62570.4	STRK1_65340.1
OG0002405	SMRG1_130.1	STRK1_1300.1
OG0002406	SMRG1_8170.1, SMRG1_8170.2	STRK1_12400.1
OG0002407	SMRG1_7750.1	STRK1_12820.1
OG0002407	SMRG1_7720.1	STRK1_12830.1
OG0002408	SMRG1_74370.1, SMRG1_74370.4, SMRG1_74370.2, SMRG1_74370.3	STRK1_75070.1
OG0002409	SMRG1_85330.1, SMRG1_85330.2	STRK1_81700.1, STRK1_103120.1
OG0002410	SMRG1_35610.1, SMRG1_35610.2	STRK1_36320.1
OG0002412	SMRG1_29750.1, SMRG1_29750.2, SMRG1_29750.3	STRK1_30300.1, STRK1_30300.2
OG0002413	SMRG1_88280.4, SMRG1_88280.5, SMRG1_88280.6, SMRG1_88280.7, SMRG1_88280.2, SMRG1_88280.3, SMRG1_88280.1	STRK1_85120.1, STRK1_85120.2
OG0002414	SMRG1_56150.1, SMRG1_56150.2, SMRG1_56150.3	STRK1_54910.1
OG0002415	SMRG1_21330.1, SMRG1_21330.2, SMRG1_21330.3	STRK1_104080.1, STRK1_104080.2, STRK1_104080.3, STRK1_19090.1
OG0002416	SMRG1_41040.1, SMRG1_41040.2, SMRG1_41040.3, SMRG1_41040.4, SMRG1_41040.5	STRK1_38990.1, STRK1_38990.2
OG0002417	SMRG1_15810.4, SMRG1_15810.1, SMRG1_15810.2, SMRG1_15810.3	STRK1_14790.1
OG0002418	SMRG1_33050.1, SMRG1_33050.2	STRK1_34240.2, STRK1_34240.1
OG0002419	SMRG1_28760.1, SMRG1_28760.2	STRK1_27340.1
OG0002420	SMRG1_33220.1, SMRG1_33220.2	STRK1_34410.1, STRK1_34410.2
OG0002421	SMRG1_71480.1	STRK1_69580.1
OG0002422	SMRG1_34890.1, SMRG1_34890.2	STRK1_35760.1
OG0002423	SMRG1_72630.1	STRK1_68520.1
OG0002424	SMRG1_56560.1, SMRG1_56560.2, SMRG1_56560.3, SMRG1_56560.4	STRK1_53480.1, STRK1_53490.1, STRK1_53490.2
OG0002425	SMRG1_34610.1, SMRG1_34610.2	STRK1_35520.1
OG0002426	SMRG1_37050.1, SMRG1_37050.3, SMRG1_37050.2	STRK1_109530.1, STRK1_28160.1, STRK1_28160.2
OG0002427	SMRG1_8160.1	STRK1_100320.1, STRK1_12410.1
OG0002428	SMRG1_12100.1	STRK1_7900.1, STRK1_7900.2, STRK1_7900.3, STRK1_7900.4
OG0002429	SMRG1_40090.1	STRK1_38310.1
OG0002430	SMRG1_75070.1, SMRG1_75070.2	STRK1_73640.1
OG0002431	SMRG1_36740.1	STRK1_28430.1
OG0002432	SMRG1_60030.2, SMRG1_60030.3, SMRG1_60030.1	STRK1_59990.1
OG0002433	SMRG1_18910.1	STRK1_1830.1
OG0002434	SMRG1_34970.1	STRK1_35850.1, STRK1_35830.1
OG0002435	SMRG1_28850.1	STRK1_27400.1
OG0002436	SMRG1_22010.1, SMRG1_22010.2	STRK1_20780.1, STRK1_20770.1
OG0002437	SMRG1_53270.1	STRK1_102030.1, STRK1_47030.1
OG0002438	SMRG1_33480.4, SMRG1_33480.3, SMRG1_33480.5, SMRG1_33480.1, SMRG1_33480.2	STRK1_34690.1
OG0002439	SMRG1_53420.1, SMRG1_53420.2	STRK1_47140.1
OG0002440	SMRG1_69040.1, SMRG1_69040.3, SMRG1_69040.5, SMRG1_69040.4, SMRG1_69040.2	STRK1_67000.1
OG0002441	SMRG1_49770.1, SMRG1_49770.2	STRK1_50150.1, STRK1_50150.2
OG0002442	SMRG1_42880.1, SMRG1_42880.3, SMRG1_42880.2, SMRG1_42880.4	STRK1_37620.1
OG0002443	SMRG1_45870.1, SMRG1_45870.2, SMRG1_45870.3, SMRG1_45870.4	STRK1_43270.1
OG0002444	SMRG1_57900.1	STRK1_56710.1, STRK1_95420.1
OG0002445	SMRG1_69020.1, SMRG1_69020.2	STRK1_67020.1
OG0002446	SMRG1_63090.1, SMRG1_63090.2, SMRG1_63090.3, SMRG1_63090.4	STRK1_59580.1
OG0002447	SMRG1_7120.1	STRK1_7240.1
OG0002448	SMRG1_32310.1, SMRG1_32310.2	STRK1_105600.1, STRK1_31540.1
OG0002449	SMRG1_16750.1, SMRG1_16750.4, SMRG1_16750.2, SMRG1_16750.3	STRK1_2550.1, STRK1_2550.2
OG0002450	SMRG1_65760.1	STRK1_62320.1, STRK1_62320.2
OG0002451	SMRG1_71460.1	STRK1_69610.1
OG0002452	SMRG1_7580.1, SMRG1_7580.2	STRK1_12980.1, STRK1_12980.2
OG0002453	SMRG1_47800.3, SMRG1_47800.1, SMRG1_47800.2, SMRG1_47800.4	STRK1_45150.1
OG0002454	SMRG1_67690.1	STRK1_64930.1
OG0002455	SMRG1_66540.1	STRK1_59040.1
OG0002456	SMRG1_32900.1	STRK1_34080.1
OG0002457	SMRG1_72360.2, SMRG1_72360.1	STRK1_68750.1
OG0002458	SMRG1_85360.1, SMRG1_85360.2	STRK1_81720.1
OG0002459	SMRG1_38190.1	STRK1_32900.1, STRK1_32900.2, STRK1_32900.3, STRK1_43320.1, STRK1_43330.1
OG0002460	SMRG1_7910.3, SMRG1_7910.5, SMRG1_7910.2, SMRG1_7910.1, SMRG1_7910.4	STRK1_12670.1
OG0002461	SMRG1_9010.1	STRK1_8810.1, STRK1_8810.2
OG0002462	SMRG1_64810.1	STRK1_106030.1, STRK1_58700.1
OG0002463	SMRG1_84200.1, SMRG1_84200.2	STRK1_91770.1, STRK1_91780.1
OG0002464	SMRG1_28200.1	STRK1_24340.1, STRK1_24350.1, STRK1_24350.2
OG0002465	SMRG1_83630.3, SMRG1_83630.1, SMRG1_83630.2	STRK1_80690.1
OG0002466	SMRG1_95290.1, SMRG1_95290.2, SMRG1_95290.3, SMRG1_95290.4	STRK1_94680.1
OG0002467	SMRG1_51200.1, SMRG1_51200.2, SMRG1_51200.3, SMRG1_51200.4	STRK1_100620.1
OG0002468	SMRG1_76430.4, SMRG1_76430.3, SMRG1_76430.2, SMRG1_76430.1, SMRG1_76430.5	STRK1_75790.1
OG0002469	SMRG1_4270.3, SMRG1_4270.2, SMRG1_4270.4, SMRG1_4270.1	STRK1_15810.1, STRK1_15810.2
OG0002470	SMRG1_79560.2, SMRG1_79560.1	STRK1_96760.1, STRK1_77310.1, STRK1_77310.2, STRK1_77320.1
OG0002471	SMRG1_75510.1	STRK1_74220.1, STRK1_74220.2
OG0002472	SMRG1_36930.1, SMRG1_36930.2	STRK1_28260.1, STRK1_28260.2
OG0002473	SMRG1_9370.1, SMRG1_9370.2, SMRG1_9370.3	STRK1_9180.1
OG0002474	SMRG1_89060.2, SMRG1_89060.1, SMRG1_89060.3, SMRG1_89060.4	STRK1_88140.1
OG0002475	SMRG1_16230.1, SMRG1_16230.2	STRK1_98600.1
OG0002476	SMRG1_31000.1	STRK1_29100.1
OG0002477	SMRG1_77040.2, SMRG1_77040.3, SMRG1_77040.1, SMRG1_77040.4	STRK1_110460.1
OG0002478	SMRG1_51870.1, SMRG1_51870.3, SMRG1_51870.5, SMRG1_51870.4, SMRG1_51870.2, SMRG1_51870.6	STRK1_52580.1, STRK1_52580.3, STRK1_52580.2, STRK1_52580.4
OG0002479	SMRG1_63950.3, SMRG1_63950.2, SMRG1_63950.1	STRK1_64090.1, STRK1_64090.2, STRK1_64090.3
OG0002480	SMRG1_28010.1, SMRG1_28010.2	STRK1_23750.1
OG0002481	SMRG1_5800.1	STRK1_3620.1, STRK1_3620.2
OG0002482	SMRG1_62280.1, SMRG1_62280.2	STRK1_60890.1
OG0002483	SMRG1_19720.1	STRK1_18520.1
OG0002484	SMRG1_23730.1, SMRG1_23730.2, SMRG1_23730.3	STRK1_22260.1
OG0002485	SMRG1_34300.1	STRK1_27700.1
OG0002486	SMRG1_23850.1, SMRG1_23850.2, SMRG1_23850.3	STRK1_22380.1
OG0002487	SMRG1_80370.1	STRK1_76520.1
OG0002488	SMRG1_55350.1, SMRG1_55350.2	STRK1_48710.1
OG0002489	SMRG1_27430.1, SMRG1_27430.2, SMRG1_27430.3, SMRG1_27430.4	STRK1_25420.1
OG0002490	SMRG1_74840.1, SMRG1_74840.4, SMRG1_74840.2, SMRG1_74840.3	STRK1_75550.1, STRK1_75550.2
OG0002491	SMRG1_94280.1, SMRG1_94280.2	STRK1_93470.1
OG0002492	SMRG1_75500.1	STRK1_104010.1, STRK1_74230.1
OG0002493	SMRG1_64310.3, SMRG1_64310.1, SMRG1_64310.2	STRK1_63770.1
OG0002494	SMRG1_550.1	STRK1_1060.1, STRK1_1060.2
OG0002495	SMRG1_14000.1	STRK1_5170.1
OG0002496	SMRG1_43140.1, SMRG1_43140.3, SMRG1_43140.2, SMRG1_43140.4	STRK1_96130.1, STRK1_103240.1, STRK1_103240.2, STRK1_99170.1
OG0002497	SMRG1_46230.1, SMRG1_46230.3, SMRG1_46230.2	STRK1_43370.1, STRK1_43380.1
OG0002498	SMRG1_1040.1, SMRG1_1040.3, SMRG1_1040.4, SMRG1_1040.2	STRK1_380.1
OG0002499	SMRG1_50270.1, SMRG1_50270.4, SMRG1_50270.2, SMRG1_50270.3	STRK1_49640.1, STRK1_49640.2, STRK1_49640.3
OG0002500	SMRG1_1620.1, SMRG1_1620.2	STRK1_91350.5, STRK1_91350.4, STRK1_91350.1, STRK1_91350.2, STRK1_91350.3
OG0002501	SMRG1_9320.1, SMRG1_9320.4, SMRG1_9320.5, SMRG1_9320.2, SMRG1_9320.3	STRK1_9120.1, STRK1_9120.2
OG0002502	SMRG1_56670.1	STRK1_53950.1
OG0002503	SMRG1_84190.1	STRK1_91750.4, STRK1_91750.1, STRK1_91750.5, STRK1_91750.2, STRK1_91750.6, STRK1_91750.8, STRK1_91750.3, STRK1_91750.7
OG0002504	SMRG1_23800.4, SMRG1_23800.5, SMRG1_23800.3, SMRG1_23800.1, SMRG1_23800.2	STRK1_98480.1
OG0002505	SMRG1_52180.1	STRK1_51980.1, STRK1_51980.2
OG0002506	SMRG1_34360.1, SMRG1_34360.4, SMRG1_34360.2, SMRG1_34360.3	STRK1_27640.1
OG0002507	SMRG1_83470.1, SMRG1_83470.2	STRK1_80550.1, STRK1_80550.2
OG0002508	SMRG1_64690.1	STRK1_58800.1
OG0002509	SMRG1_8890.1	STRK1_8750.1, STRK1_8750.2
OG0002510	SMRG1_58170.1, SMRG1_58170.2	STRK1_56140.1
OG0002511	SMRG1_73000.1	STRK1_70150.1, STRK1_70150.6, STRK1_70150.7, STRK1_70150.2, STRK1_70150.3, STRK1_70150.4, STRK1_70150.5, STRK1_70150.8
OG0002512	SMRG1_63490.2, SMRG1_63490.1, SMRG1_63490.3	STRK1_63190.1
OG0002514	SMRG1_15520.1	STRK1_15060.1
OG0002515	SMRG1_42090.3, SMRG1_42090.2, SMRG1_42090.1	STRK1_41770.2, STRK1_41770.1, STRK1_41780.1, STRK1_41760.1, STRK1_41760.2
OG0002516	SMRG1_77230.1, SMRG1_77230.4, SMRG1_77230.3, SMRG1_77230.2	STRK1_71140.1
OG0002517	SMRG1_75050.2, SMRG1_75050.3, SMRG1_75050.1, SMRG1_75050.4	STRK1_73620.1, STRK1_73620.2, STRK1_73620.3, STRK1_73620.5, STRK1_73620.4
OG0002518	SMRG1_42990.1, SMRG1_42990.2	STRK1_101480.1
OG0002519	SMRG1_58210.1	STRK1_55850.1, STRK1_56110.1, STRK1_56180.1, STRK1_56190.1, STRK1_23510.1
OG0002520	SMRG1_75300.1	STRK1_103590.1, STRK1_97830.1, STRK1_97830.2
OG0002521	SMRG1_68120.1	STRK1_61080.1, STRK1_61090.1
OG0002521	SMRG1_68110.1	STRK1_61110.1, STRK1_61100.1, STRK1_61120.1
OG0002522	SMRG1_25580.2, SMRG1_25580.3, SMRG1_25580.1, SMRG1_25580.4	STRK1_22680.1
OG0002526	SMRG1_13020.1	STRK1_11700.1, STRK1_11700.2, STRK1_11700.3
OG0002527	SMRG1_41810.1, SMRG1_41810.2, SMRG1_41810.3, SMRG1_41810.4	STRK1_39680.1
OG0002528	SMRG1_95830.1	STRK1_91150.1
OG0002529	SMRG1_55850.1, SMRG1_55850.2	STRK1_99180.1
OG0002530	SMRG1_75370.4, SMRG1_75370.1, SMRG1_75370.2, SMRG1_75370.3	STRK1_74420.1
OG0002531	SMRG1_27550.1, SMRG1_27550.2	STRK1_25300.1
OG0002532	SMRG1_71650.1, SMRG1_71650.4, SMRG1_71650.2, SMRG1_71650.3	STRK1_69420.1
OG0002533	SMRG1_66040.1, SMRG1_66040.3, SMRG1_66040.2, SMRG1_66040.4	STRK1_62620.1
OG0002534	SMRG1_90860.1	STRK1_86660.1
OG0002535	SMRG1_35600.1, SMRG1_35600.2	STRK1_36330.1
OG0002536	SMRG1_13070.3, SMRG1_13070.4, SMRG1_13070.1, SMRG1_13070.2	STRK1_11660.1
OG0002537	SMRG1_83340.1, SMRG1_83340.3, SMRG1_83340.2	STRK1_80410.1, STRK1_80410.2, STRK1_80410.3
OG0002538	SMRG1_59970.1, SMRG1_59970.2	STRK1_60050.1
OG0002539	SMRG1_26450.2, SMRG1_26450.1	STRK1_26370.1
OG0002540	SMRG1_39090.1	STRK1_37180.1, STRK1_101080.1
OG0002541	SMRG1_55990.1, SMRG1_55990.2	STRK1_55180.2, STRK1_55180.1, STRK1_55180.3
OG0002542	SMRG1_90490.1, SMRG1_90490.2, SMRG1_90490.3	STRK1_85790.1
OG0002543	SMRG1_29050.1, SMRG1_29050.3, SMRG1_29050.2, SMRG1_29050.4, SMRG1_29050.5	STRK1_36930.1
OG0002544	SMRG1_48310.1, SMRG1_48310.3, SMRG1_48310.2	STRK1_45730.1, STRK1_45730.2
OG0002545	SMRG1_23630.1	STRK1_22210.1
OG0002546	SMRG1_16850.1	STRK1_2630.1, STRK1_2630.2
OG0002547	SMRG1_97190.1	STRK1_105720.1, STRK1_92550.1
OG0002548	SMRG1_94970.1, SMRG1_94970.2	STRK1_92070.1, STRK1_92070.3, STRK1_92070.2
OG0002549	SMRG1_27910.1, SMRG1_27910.2	STRK1_23810.1, STRK1_23810.2, STRK1_23810.3, STRK1_23810.4
OG0002549	SMRG1_97820.1	STRK1_99240.1
OG0002550	SMRG1_47560.1, SMRG1_47560.2, SMRG1_47560.3	STRK1_44920.1, STRK1_44930.1
OG0002551	SMRG1_31170.1, SMRG1_31170.2, SMRG1_31170.3, SMRG1_31170.5, SMRG1_31170.4	STRK1_32600.1
OG0002552	SMRG1_4090.1, SMRG1_4090.2	STRK1_16000.1, STRK1_16000.2
OG0002553	SMRG1_64990.1	STRK1_58530.1
OG0002554	SMRG1_59290.1	STRK1_57460.1
OG0002555	SMRG1_36050.1	STRK1_30740.1
OG0002556	SMRG1_19780.1, SMRG1_19780.3, SMRG1_19780.2	STRK1_18640.1
OG0002557	SMRG1_42760.1	STRK1_37500.1
OG0002558	SMRG1_3850.1, SMRG1_3850.2	STRK1_16250.1
OG0002559	SMRG1_24660.1, SMRG1_24660.2	STRK1_90960.1
OG0002560	SMRG1_90110.1, SMRG1_90110.2, SMRG1_90110.4, SMRG1_90110.3	STRK1_84740.1
OG0002561	SMRG1_9080.3, SMRG1_9080.2, SMRG1_9080.1	STRK1_8910.1
OG0002562	SMRG1_8600.2, SMRG1_8600.1, SMRG1_8600.3	STRK1_12020.1, STRK1_12020.2
OG0002563	SMRG1_62090.1	STRK1_60700.1, STRK1_60700.2, STRK1_60700.3
OG0002564	SMRG1_78060.1	STRK1_74650.1, STRK1_107450.1
OG0002565	SMRG1_2170.1	STRK1_17730.1
OG0002565	SMRG1_2160.1	STRK1_17720.1
OG0002566	SMRG1_65660.1	STRK1_62210.1, STRK1_62180.1
OG0002567	SMRG1_35500.3, SMRG1_35500.1, SMRG1_35500.2	STRK1_36380.1, STRK1_36380.2
OG0002568	SMRG1_64220.1, SMRG1_64220.2, SMRG1_64220.3, SMRG1_64220.4, SMRG1_64220.5, SMRG1_64220.6, SMRG1_64220.7	STRK1_63860.1
OG0002569	SMRG1_66350.1	STRK1_63490.2, STRK1_63490.3, STRK1_63490.1, STRK1_63490.4
OG0002570	SMRG1_31740.1, SMRG1_31740.2	STRK1_32020.2, STRK1_32020.3, STRK1_32020.1
OG0002571	SMRG1_40430.1, SMRG1_40430.2	STRK1_38490.1, STRK1_38490.3, STRK1_38490.4, STRK1_38490.2
OG0002572	SMRG1_61640.1, SMRG1_61640.2, SMRG1_61640.3	STRK1_57140.1, STRK1_57140.2
OG0002573	SMRG1_25160.1	STRK1_23190.1, STRK1_23220.1, STRK1_23060.1, STRK1_101850.1, STRK1_106100.1, STRK1_22900.1, STRK1_22900.2
OG0002574	SMRG1_75900.3, SMRG1_75900.1, SMRG1_75900.2	STRK1_72110.1
OG0002576	SMRG1_79110.1	STRK1_76280.1, STRK1_102620.1, STRK1_109740.1
OG0002578	SMRG1_50020.1, SMRG1_50020.2	STRK1_50000.1
OG0002579	SMRG1_95160.1, SMRG1_95160.2, SMRG1_95160.3	STRK1_94440.1
OG0002580	SMRG1_61450.2, SMRG1_61450.1	STRK1_56970.1
OG0002581	SMRG1_60200.1	STRK1_61330.1
OG0002582	SMRG1_35120.1	STRK1_35950.1, STRK1_35950.2, STRK1_35950.3, STRK1_35950.4
OG0002583	SMRG1_88850.1	STRK1_84630.1
OG0002584	SMRG1_39160.1	STRK1_41380.1
OG0002585	SMRG1_20940.1, SMRG1_20930.2, SMRG1_20930.1	STRK1_19510.1
OG0002586	SMRG1_18510.1, SMRG1_18510.2	STRK1_3760.1, STRK1_3760.2
OG0002587	SMRG1_83540.1	STRK1_80610.1
OG0002588	SMRG1_59550.1, SMRG1_59550.2, SMRG1_59550.3	STRK1_60450.1
OG0002589	SMRG1_59760.1, SMRG1_59760.2	STRK1_60270.1, STRK1_60270.2, STRK1_60270.3, STRK1_60270.4, STRK1_60270.5
OG0002590	SMRG1_77010.3, SMRG1_77010.4, SMRG1_77010.2, SMRG1_77010.1	STRK1_72910.1, STRK1_72910.3, STRK1_72910.2
OG0002591	SMRG1_78930.6, SMRG1_78930.1, SMRG1_78930.3, SMRG1_78930.4, SMRG1_78930.5, SMRG1_78930.2	STRK1_73200.1, STRK1_73200.2
OG0002592	SMRG1_27630.1, SMRG1_27630.2	STRK1_97110.1, STRK1_97110.2, STRK1_106060.1, STRK1_106060.2
OG0002593	SMRG1_80340.1, SMRG1_80340.5, SMRG1_80340.3, SMRG1_80340.4, SMRG1_80340.2	STRK1_76570.1, STRK1_76570.2
OG0002594	SMRG1_80330.3, SMRG1_80330.4, SMRG1_80330.2, SMRG1_80330.1	STRK1_76580.1, STRK1_76580.2, STRK1_76580.3
OG0002595	SMRG1_49070.3, SMRG1_49070.1, SMRG1_49070.2, SMRG1_49070.5, SMRG1_49070.4, SMRG1_49070.7, SMRG1_49070.6	STRK1_50840.1
OG0002596	SMRG1_76650.3, SMRG1_76650.1, SMRG1_76650.2, SMRG1_76650.4, SMRG1_76650.5, SMRG1_76650.6	STRK1_76040.1, STRK1_76040.2
OG0002597	SMRG1_12500.2, SMRG1_12500.1, SMRG1_12510.1	STRK1_8310.1
OG0002598	SMRG1_34340.2, SMRG1_34340.1, SMRG1_34340.3	STRK1_27670.1
OG0002599	SMRG1_67070.1	STRK1_63010.3, STRK1_63010.2, STRK1_63010.1
OG0002600	SMRG1_48140.1, SMRG1_48140.2, SMRG1_48140.3, SMRG1_48140.4	STRK1_102580.1
OG0002601	SMRG1_11480.1, SMRG1_11480.4, SMRG1_11480.2, SMRG1_11480.3	STRK1_5670.1
OG0002602	SMRG1_20280.1	STRK1_19910.1, STRK1_19910.2, STRK1_104850.1
OG0002603	SMRG1_63750.1, SMRG1_63750.2	STRK1_64280.1, STRK1_64280.2
OG0002604	SMRG1_2180.1, SMRG1_2180.2, SMRG1_2180.3	STRK1_17740.1
OG0002605	SMRG1_50130.1	STRK1_49800.1
OG0002606	SMRG1_85980.1, SMRG1_85980.2	STRK1_82400.1, STRK1_82410.1, STRK1_82410.2, STRK1_82410.3, STRK1_82410.4, STRK1_82410.5
OG0002607	SMRG1_33470.1	STRK1_34680.1
OG0002608	SMRG1_48870.1	STRK1_51030.1, STRK1_51040.1
OG0002609	SMRG1_3710.1, SMRG1_3710.2	STRK1_16360.1
OG0002610	SMRG1_42820.1, SMRG1_42820.2	STRK1_74340.1, STRK1_37560.2, STRK1_37560.1
OG0002611	SMRG1_18080.1, SMRG1_18080.2, SMRG1_18080.3	STRK1_14250.1
OG0002613	SMRG1_70630.1	STRK1_67820.1
OG0002614	SMRG1_1610.1	STRK1_91340.1, STRK1_95030.1
OG0002615	SMRG1_84070.1, SMRG1_84070.2	STRK1_93780.1, STRK1_93780.2
OG0002616	SMRG1_37380.3, SMRG1_37380.1, SMRG1_37380.2	STRK1_33770.1
