Orthogroup	schistosoma_margrebowiei	schmidtea_mediterranea
OG0003501	SMRG1_77970.1, SMRG1_77970.3, SMRG1_77970.2	h1SMcT0007701.2
OG0003502	SMRG1_88770.1, SMRG1_88770.2	h1SMcT0009049.2, h1SMcT0009049.8, h1SMcT0009049.6, h1SMcT0009049.7, h1SMcT0009049.14, h1SMcT0009049.9, h1SMcT0009049.1
OG0003503	SMRG1_5510.2, SMRG1_5510.3, SMRG1_5510.1	h1SMcT0020550.3, h1SMcT0020550.4, h1SMcT0020550.1, h1SMcT0020550.2
OG0003504	SMRG1_39010.1	h1SMcT0018008.1, h1SMcT0018008.2
OG0003506	SMRG1_840.1	h1SMcT0005755.1
OG0003507	SMRG1_3980.1, SMRG1_3980.2, SMRG1_3980.3, SMRG1_3980.4	h1SMcT0003971.1
OG0003508	SMRG1_65410.1, SMRG1_65410.2, SMRG1_65410.3	h1SMcT0014210.2, h1SMcT0014210.3
OG0003509	SMRG1_44230.1, SMRG1_44230.2	h1SMcT0002499.1, h1SMcT0015936.1
OG0003510	SMRG1_860.1, SMRG1_860.2	h1SMcT0009819.1
OG0003512	SMRG1_83430.1	h1SMcT0009933.1, h1SMcT0009933.2, h1SMcT0000108.1, h1SMcT0000108.2
OG0003513	SMRG1_76290.1, SMRG1_76290.2	h1SMcT0009164.1, h1SMcT0009168.1
OG0003515	SMRG1_95250.1	h1SMcT0017228.4, h1SMcT0017228.1, h1SMcT0017228.3, h1SMcT0017228.2
OG0003516	SMRG1_51590.1, SMRG1_51590.3, SMRG1_51590.2	h1SMcT0012047.1, h1SMcT0012047.2
OG0003517	SMRG1_96800.1	h1SMcT0005472.1
OG0003518	SMRG1_87630.1, SMRG1_87630.2, SMRG1_87630.3	h1SMcT0015060.1
OG0003519	SMRG1_37810.1	h1SMcT0007321.1
OG0003520	SMRG1_58360.1	h1SMcT0018529.1, h1SMcT0018529.2
OG0003521	SMRG1_11330.1, SMRG1_11330.2	h1SMcT0005850.1
OG0003522	SMRG1_80670.1, SMRG1_80670.2, SMRG1_80670.3	h1SMcT0016889.1, h1SMcT0016889.2
OG0003523	SMRG1_55230.2, SMRG1_55230.3, SMRG1_55230.1, SMRG1_55230.4, SMRG1_55230.5	h1SMcT0004516.1, h1SMcT0004516.2, h1SMcT0004516.3
OG0003524	SMRG1_62620.1	h1SMcT0020473.4, h1SMcT0020473.2, h1SMcT0020473.3, h1SMcT0020473.5, h1SMcT0020473.6, h1SMcT0020473.7, h1SMcT0020473.8
OG0003525	SMRG1_3260.1	h1SMcT0004359.1
OG0003526	SMRG1_30150.1	h1SMcT0017834.3, h1SMcT0017834.1, h1SMcT0017834.2, h1SMcT0017834.4
OG0003527	SMRG1_80070.1	h1SMcT0019801.1, h1SMcT0019801.2, h1SMcT0019164.3, h1SMcT0019164.2, h1SMcT0019164.4, h1SMcT0019164.1
OG0003529	SMRG1_42470.1	h1SMcT0015325.1
OG0003530	SMRG1_66880.1, SMRG1_66880.2	h1SMcT0015828.1, h1SMcT0017649.1, h1SMcT0021859.1
OG0003531	SMRG1_10230.2, SMRG1_10230.1	h1SMcT0020310.1
OG0003532	SMRG1_7850.1	h1SMcT0010852.1
OG0003534	SMRG1_88440.1, SMRG1_88440.2	h1SMcT0020995.4, h1SMcT0020995.1, h1SMcT0020995.2, h1SMcT0020995.3
OG0003535	SMRG1_97530.6, SMRG1_97530.1, SMRG1_97530.2, SMRG1_97530.3, SMRG1_97530.4, SMRG1_97530.5	h1SMcT0021186.1
OG0003536	SMRG1_59720.1, SMRG1_59720.2	h1SMcT0016974.1
OG0003537	SMRG1_61530.1	h1SMcT0011547.4, h1SMcT0011547.1, h1SMcT0011547.3, h1SMcT0011547.2
OG0003538	SMRG1_21960.1	h1SMcT0004427.3, h1SMcT0004427.1, h1SMcT0004427.2, h1SMcT0012975.1
OG0003540	SMRG1_4160.1	h1SMcT0012338.1, h1SMcT0012340.1, h1SMcT0013337.1, h1SMcT0013337.2
OG0003541	SMRG1_87140.2, SMRG1_87140.1	h1SMcT0015623.2
OG0003542	SMRG1_64680.1	h1SMcT0001198.1, h1SMcT0001198.2, h1SMcT0001198.3
OG0003543	SMRG1_50290.1	h1SMcT0014924.1
OG0003545	SMRG1_19020.1	h1SMcT0022394.1
OG0003549	SMRG1_89100.1, SMRG1_89100.2	h1SMcT0015408.1, h1SMcT0015408.2
OG0003550	SMRG1_37590.3, SMRG1_37590.1, SMRG1_37590.2	h1SMcT0020578.1
OG0003552	SMRG1_58440.1, SMRG1_58440.2, SMRG1_58440.4, SMRG1_58440.3	h1SMcT0000347.1
OG0003553	SMRG1_9450.1, SMRG1_9440.1, SMRG1_9440.2, SMRG1_9440.3	h1SMcT0005712.1
OG0003554	SMRG1_68710.1, SMRG1_68720.2, SMRG1_68720.1, SMRG1_68720.3, SMRG1_68710.2	h1SMcT0007489.1
OG0003555	SMRG1_77120.1	h1SMcT0003978.1, h1SMcT0003978.2, h1SMcT0003978.3
OG0003557	SMRG1_47370.1	h1SMcT0011439.1, h1SMcT0011439.2
OG0003565	SMRG1_27150.1, SMRG1_27130.1, SMRG1_27130.2	h1SMcT0013928.2
OG0003577	SMRG1_44710.1, SMRG1_51000.1	h1SMcT0008901.1
OG0003578	SMRG1_95940.1	h1SMcT0012594.1
OG0003579	SMRG1_36710.1, SMRG1_36710.4, SMRG1_36710.2, SMRG1_36710.3	h1SMcT0017241.1, h1SMcT0017241.2
OG0003580	SMRG1_15440.1	h1SMcT0021008.1, h1SMcT0022882.1, h1SMcT0021008.2, h1SMcT0022882.2
OG0003581	SMRG1_41470.1	h1SMcT0004358.1, h1SMcT0004358.2
OG0003582	SMRG1_57800.4, SMRG1_57800.3, SMRG1_57800.7, SMRG1_57800.1, SMRG1_57800.6, SMRG1_57800.2, SMRG1_57800.5	h1SMcT0006831.1
OG0003583	SMRG1_2730.1	h1SMcT0003589.1
OG0003584	SMRG1_62220.3, SMRG1_62220.1, SMRG1_62220.2	h1SMcT0009740.1
OG0003585	SMRG1_84620.1	h1SMcT0015659.1, h1SMcT0015659.2
OG0003586	SMRG1_45300.3, SMRG1_45300.1, SMRG1_45300.2	h1SMcT0009848.4, h1SMcT0009848.2, h1SMcT0009848.5, h1SMcT0009848.3, h1SMcT0009848.7, h1SMcT0009848.1, h1SMcT0009848.6
OG0003588	SMRG1_15730.1, SMRG1_15730.2	h1SMcT0018563.1
OG0003589	SMRG1_72040.1, SMRG1_72040.4, SMRG1_72040.3, SMRG1_72040.2	h1SMcT0013706.1
OG0003590	SMRG1_5980.1	h1SMcT0022259.1, h1SMcT0022259.2
OG0003591	SMRG1_61630.1, SMRG1_61630.2	h1SMcT0018432.1
OG0003592	SMRG1_74160.1, SMRG1_74160.2, SMRG1_74160.3	h1SMcT0010469.1
OG0003593	SMRG1_33440.1	h1SMcT0016363.1, h1SMcT0016363.2
OG0003595	SMRG1_86300.1, SMRG1_86300.2, SMRG1_86300.3, SMRG1_86300.4	h1SMcT0010668.1, h1SMcT0018748.1, h1SMcT0018748.3, h1SMcT0018748.2
OG0003596	SMRG1_53390.1, SMRG1_53400.1	h1SMcT0014091.1
OG0003598	SMRG1_36360.1, SMRG1_36360.2	h1SMcT0015580.1, h1SMcT0015582.1
OG0003599	SMRG1_12780.1, SMRG1_12780.2	h1SMcT0010186.1
OG0003600	SMRG1_4990.2, SMRG1_4990.1, SMRG1_4990.3	h1SMcT0009017.4
OG0003601	SMRG1_27700.1	h1SMcT0000971.1
OG0003603	SMRG1_72130.2, SMRG1_72130.4, SMRG1_72130.3, SMRG1_72130.1	h1SMcT0007463.1, h1SMcT0007463.2
OG0003604	SMRG1_930.1, SMRG1_930.2	h1SMcT0008060.1, h1SMcT0016540.2, h1SMcT0016540.1, h1SMcT0016540.3
OG0003605	SMRG1_16040.1, SMRG1_16040.2	h1SMcT0001544.1, h1SMcT0001547.1, h1SMcT0001547.2
OG0003606	SMRG1_34290.1	h1SMcT0008610.1, h1SMcT0008610.2
OG0003608	SMRG1_36260.2, SMRG1_36260.1, SMRG1_36260.3, SMRG1_36260.5, SMRG1_36260.4	h1SMcT0000105.1, h1SMcT0000105.2
OG0003609	SMRG1_24690.3, SMRG1_24690.1, SMRG1_24690.2	h1SMcT0011897.1, h1SMcT0011897.2
OG0003610	SMRG1_89500.1	h1SMcT0021256.3
OG0003611	SMRG1_54650.1, SMRG1_54650.2	h1SMcT0020153.1
OG0003614	SMRG1_61680.1, SMRG1_61680.2	h1SMcT0021029.1
OG0003615	SMRG1_38970.2, SMRG1_38970.1	h1SMcT0009552.1, h1SMcT0016899.1
OG0003616	SMRG1_17370.1	h1SMcT0013986.1, h1SMcT0013986.2
OG0003617	SMRG1_60190.1, SMRG1_60190.2	h1SMcT0021970.1
OG0003619	SMRG1_10010.1	h1SMcT0012852.1
OG0003620	SMRG1_49640.1	h1SMcT0016395.1, h1SMcT0021539.1, h1SMcT0022931.1, h1SMcT0014896.1, h1SMcT0003898.1, h1SMcT0012424.1
OG0003621	SMRG1_54680.1, SMRG1_54680.2, SMRG1_54680.3	h1SMcT0019421.1, h1SMcT0019421.2
OG0003622	SMRG1_71230.1, SMRG1_71230.2, SMRG1_71230.4, SMRG1_71230.3	h1SMcT0003180.1
OG0003623	SMRG1_50620.1	h1SMcT0022341.1
OG0003624	SMRG1_11430.1	h1SMcT0012575.1, h1SMcT0012575.2
OG0003625	SMRG1_87090.1, SMRG1_87090.2	h1SMcT0000253.4, h1SMcT0000253.1, h1SMcT0000253.3, h1SMcT0000253.2
OG0003626	SMRG1_86350.1	h1SMcT0017906.2, h1SMcT0017906.3, h1SMcT0017906.4, h1SMcT0017906.1, h1SMcT0017906.5
OG0003627	SMRG1_86160.1	h1SMcT0010053.1, h1SMcT0015893.1
OG0003630	SMRG1_35930.1	h1SMcT0016319.1
OG0003631	SMRG1_79100.1, SMRG1_79100.2	h1SMcT0018149.1, h1SMcT0018247.1, h1SMcT0018247.2, h1SMcT0008497.1, h1SMcT0008497.2, h1SMcT0008497.3
OG0003632	SMRG1_65010.1, SMRG1_65010.2	h1SMcT0000049.2
OG0003634	SMRG1_78490.3, SMRG1_78490.1, SMRG1_78490.2, SMRG1_78490.4	h1SMcT0021142.2, h1SMcT0021142.3, h1SMcT0021142.1, h1SMcT0021142.4
OG0003635	SMRG1_77070.1	h1SMcT0001888.1, h1SMcT0001889.1
OG0003637	SMRG1_68040.1	h1SMcT0002430.2, h1SMcT0002430.7, h1SMcT0002430.6, h1SMcT0002430.9, h1SMcT0002430.5, h1SMcT0002430.10, h1SMcT0002430.3, h1SMcT0002430.4, h1SMcT0002430.8
OG0003638	SMRG1_54540.1	h1SMcT0014143.1, h1SMcT0016340.1, h1SMcT0016340.2
OG0003640	SMRG1_4560.1, SMRG1_4560.2, SMRG1_4560.3	h1SMcT0014562.1
OG0003642	SMRG1_57060.1	h1SMcT0009300.1, h1SMcT0009300.2, h1SMcT0009300.3, h1SMcT0009300.5, h1SMcT0009300.4
OG0003643	SMRG1_73040.1	h1SMcT0014430.1
OG0003647	SMRG1_14830.1	h1SMcT0007938.1, h1SMcT0007938.2
OG0003648	SMRG1_9590.1	h1SMcT0013250.1
OG0003649	SMRG1_38570.1	h1SMcT0003422.2, h1SMcT0003422.3, h1SMcT0003177.1, h1SMcT0003177.2, h1SMcT0003177.3, h1SMcT0003177.4
OG0003650	SMRG1_14890.1	h1SMcT0007425.1, h1SMcT0007427.1, h1SMcT0007777.1, h1SMcT0007775.1, h1SMcT0007776.1
OG0003651	SMRG1_51220.1, SMRG1_51220.2, SMRG1_51220.3	h1SMcT0010028.1
OG0003652	SMRG1_54660.1, SMRG1_54670.1	h1SMcT0018660.1, h1SMcT0018660.2
OG0003653	SMRG1_39840.1, SMRG1_39830.1	h1SMcT0006239.1, h1SMcT0006239.2
OG0003654	SMRG1_67160.1	h1SMcT0009018.1, h1SMcT0009018.2
OG0003655	SMRG1_30190.1	h1SMcT0000078.1
OG0003656	SMRG1_72480.1, SMRG1_72480.2, SMRG1_72480.3	h1SMcT0011749.1, h1SMcT0011749.2
OG0003657	SMRG1_3430.1, SMRG1_3420.1	h1SMcT0004100.1, h1SMcT0005639.1
OG0003658	SMRG1_73060.1	h1SMcT0018792.1, h1SMcT0018792.3, h1SMcT0018792.2, h1SMcT0018792.4, h1SMcT0018792.6, h1SMcT0018792.5
OG0003659	SMRG1_78970.1	h1SMcT0022461.1, h1SMcT0022483.2, h1SMcT0022483.3, h1SMcT0022481.2, h1SMcT0022482.2, h1SMcT0022482.1, h1SMcT0022482.3
OG0003660	SMRG1_72670.1, SMRG1_72660.1, SMRG1_72670.2	h1SMcT0019237.1, h1SMcT0019237.2
OG0003661	SMRG1_52600.1	h1SMcT0020113.1, h1SMcT0020113.2
OG0003662	SMRG1_44180.1	h1SMcT0012678.1
OG0003663	SMRG1_70710.4, SMRG1_70710.3, SMRG1_70710.1, SMRG1_70710.2	h1SMcT0020390.1, h1SMcT0021425.1, h1SMcT0021425.2
OG0003665	SMRG1_73180.1, SMRG1_73180.2, SMRG1_73180.3	h1SMcT0022301.1
OG0003666	SMRG1_58330.1	h1SMcT0018659.1, h1SMcT0018659.2, h1SMcT0018659.3
OG0003667	SMRG1_16080.1, SMRG1_16080.2, SMRG1_16080.3	h1SMcT0017842.1
OG0003670	SMRG1_63000.1	h1SMcT0021848.1, h1SMcT0005300.1, h1SMcT0005300.2
OG0003671	SMRG1_76220.1	h1SMcT0018539.1
OG0003672	SMRG1_95350.1	h1SMcT0021887.1, h1SMcT0021887.2
OG0003673	SMRG1_89000.1	h1SMcT0001725.1
OG0003674	SMRG1_34140.1, SMRG1_34140.2	h1SMcT0006658.1, h1SMcT0006658.2, h1SMcT0006658.3
OG0003675	SMRG1_64650.1, SMRG1_64650.2	h1SMcT0023107.1
OG0003676	SMRG1_95410.1	h1SMcT0001797.1, h1SMcT0001797.2
OG0003679	SMRG1_45150.1, SMRG1_45150.2	h1SMcT0021675.1, h1SMcT0021675.2
OG0003681	SMRG1_88210.1	h1SMcT0020747.1
OG0003684	SMRG1_29840.1	h1SMcT0014766.1
OG0003685	SMRG1_38230.1, SMRG1_38230.2, SMRG1_38230.3	h1SMcT0002971.1
OG0003686	SMRG1_92190.1, SMRG1_92190.2, SMRG1_92190.3	h1SMcT0015551.1
OG0003687	SMRG1_88380.1	h1SMcT0020278.1, h1SMcT0020278.2, h1SMcT0020278.3
OG0003688	SMRG1_97840.1, SMRG1_82930.1, SMRG1_82930.2	h1SMcT0002631.1, h1SMcT0002631.2
OG0003689	SMRG1_63110.1	h1SMcT0000918.1, h1SMcT0000921.1
OG0003691	SMRG1_97270.2, SMRG1_97270.3, SMRG1_97270.1	h1SMcT0009999.1
OG0003693	SMRG1_53770.1	h1SMcT0014050.2, h1SMcT0022706.1, h1SMcT0022706.4, h1SMcT0014050.1, h1SMcT0022706.2, h1SMcT0022706.3
OG0003694	SMRG1_23900.1, SMRG1_23900.2	h1SMcT0006802.1, h1SMcT0009283.1
OG0003695	SMRG1_65400.1, SMRG1_65400.3, SMRG1_65400.2	h1SMcT0004950.1, h1SMcT0004950.2, h1SMcT0004950.3
OG0003696	SMRG1_70480.1	h1SMcT0003888.1, h1SMcT0008649.1, h1SMcT0009111.4, h1SMcT0009111.1, h1SMcT0009111.2, h1SMcT0009111.3
OG0003697	SMRG1_440.1	h1SMcT0002976.1, h1SMcT0002976.2
OG0003698	SMRG1_32940.1	h1SMcT0000673.1, h1SMcT0013203.1, h1SMcT0013203.2
OG0003699	SMRG1_32480.1	h1SMcT0012950.1
OG0003700	SMRG1_46850.2, SMRG1_46850.3, SMRG1_46850.1	h1SMcT0004608.1, h1SMcT0015764.2, h1SMcT0015764.1, h1SMcT0015764.4, h1SMcT0015764.3
OG0003701	SMRG1_81790.1, SMRG1_81790.2	h1SMcT0013014.1, h1SMcT0013014.2
OG0003703	SMRG1_11690.1, SMRG1_11690.3, SMRG1_11690.2	h1SMcT0005125.1, h1SMcT0006405.1, h1SMcT0006405.2, h1SMcT0006405.3
OG0003704	SMRG1_33510.1, SMRG1_33510.3, SMRG1_33510.2	h1SMcT0004294.1
OG0003705	SMRG1_34450.1	h1SMcT0017746.1
OG0003706	SMRG1_92390.1, SMRG1_92390.2	h1SMcT0022328.1
OG0003707	SMRG1_4640.1, SMRG1_4640.2	h1SMcT0009228.1
OG0003708	SMRG1_59300.1	h1SMcT0016122.1
OG0003709	SMRG1_1960.1	h1SMcT0015138.1, h1SMcT0022015.1
OG0003710	SMRG1_33570.1	h1SMcT0000643.1, h1SMcT0000643.10, h1SMcT0000643.11, h1SMcT0000643.12, h1SMcT0000643.13, h1SMcT0000643.2, h1SMcT0000643.3, h1SMcT0000643.4, h1SMcT0000643.5, h1SMcT0000643.6, h1SMcT0000643.7, h1SMcT0000643.8, h1SMcT0000643.9, h1SMcT0000643.14
OG0003711	SMRG1_67700.1	h1SMcT0006890.1
OG0003712	SMRG1_17260.1	h1SMcT0004663.3, h1SMcT0004663.1, h1SMcT0004663.2, h1SMcT0004663.4
OG0003713	SMRG1_88310.1	h1SMcT0017621.1
OG0003715	SMRG1_25730.1, SMRG1_25730.2	h1SMcT0017508.2, h1SMcT0017508.7, h1SMcT0017508.1, h1SMcT0017508.5, h1SMcT0017508.6, h1SMcT0017508.3, h1SMcT0017508.4
OG0003716	SMRG1_94440.1	h1SMcT0010531.1, h1SMcT0010531.2
OG0003717	SMRG1_73530.1, SMRG1_73530.2	h1SMcT0019043.2, h1SMcT0019043.1, h1SMcT0019043.3, h1SMcT0019043.4
OG0003718	SMRG1_78160.1	h1SMcT0018924.1, h1SMcT0018924.2, h1SMcT0018924.3, h1SMcT0009811.1, h1SMcT0009808.1, h1SMcT0009807.1, h1SMcT0009809.1
OG0003720	SMRG1_61000.1, SMRG1_61000.2	h1SMcT0004241.1, h1SMcT0004241.2, h1SMcT0003657.1, h1SMcT0003657.2
OG0003722	SMRG1_93090.1, SMRG1_93100.1	h1SMcT0021168.1, h1SMcT0021168.2
OG0003723	SMRG1_94090.1	h1SMcT0003549.1, h1SMcT0003549.2, h1SMcT0003549.3
OG0003725	SMRG1_5390.1, SMRG1_5390.2	h1SMcT0003823.1, h1SMcT0003823.2, h1SMcT0003823.3
OG0003726	SMRG1_54920.1	h1SMcT0006311.1
OG0003727	SMRG1_29100.1, SMRG1_29100.2, SMRG1_29100.3	h1SMcT0007982.1
OG0003728	SMRG1_19590.1	h1SMcT0021525.1
OG0003730	SMRG1_50480.1	h1SMcT0009136.1
OG0003732	SMRG1_82340.1	h1SMcT0004489.1, h1SMcT0004489.2
OG0003733	SMRG1_6930.1	h1SMcT0010758.1, h1SMcT0010758.2
OG0003735	SMRG1_4850.1	h1SMcT0010498.1, h1SMcT0010498.2
OG0003736	SMRG1_68740.1	h1SMcT0004616.1, h1SMcT0004616.2
OG0003737	SMRG1_250.1, SMRG1_250.3, SMRG1_250.2	h1SMcT0016541.1
OG0003739	SMRG1_50440.1	h1SMcT0004135.1, h1SMcT0004135.2, h1SMcT0004135.4, h1SMcT0004135.5, h1SMcT0004135.6, h1SMcT0004135.7, h1SMcT0004135.8, h1SMcT0004135.3
OG0003740	SMRG1_27100.1, SMRG1_27100.2	h1SMcT0003530.1
OG0003741	SMRG1_54020.1	h1SMcT0013195.4, h1SMcT0013195.3, h1SMcT0013195.1, h1SMcT0013195.2, h1SMcT0013195.5
OG0003743	SMRG1_64530.1	h1SMcT0003420.1
OG0003744	SMRG1_31420.3, SMRG1_31420.1, SMRG1_31420.2	h1SMcT0007904.1, h1SMcT0020477.4, h1SMcT0020477.1, h1SMcT0020477.2, h1SMcT0020477.3
OG0003745	SMRG1_30880.1, SMRG1_30880.2, SMRG1_30880.4, SMRG1_30880.3	h1SMcT0018725.1, h1SMcT0018725.2
OG0003747	SMRG1_24900.1	h1SMcT0004266.1
OG0003748	SMRG1_3310.1, SMRG1_3310.2	h1SMcT0018220.1, h1SMcT0000703.1, h1SMcT0000703.2
OG0003749	SMRG1_20100.1, SMRG1_20100.2, SMRG1_20100.3	h1SMcT0010525.1
OG0003752	SMRG1_34440.1, SMRG1_34440.2	h1SMcT0003605.1
OG0003754	SMRG1_81340.1, SMRG1_81340.2, SMRG1_81340.3, SMRG1_81340.4, SMRG1_81340.5, SMRG1_81340.6	h1SMcT0000938.1
OG0003755	SMRG1_2130.1, SMRG1_2130.2	h1SMcT0000211.1
OG0003756	SMRG1_92060.1, SMRG1_92060.3, SMRG1_92060.4, SMRG1_92060.2, SMRG1_92060.5	h1SMcT0022596.1, h1SMcT0022596.2, h1SMcT0022596.3
OG0003758	SMRG1_32930.1, SMRG1_32930.2	h1SMcT0021054.1
OG0003759	SMRG1_69620.3, SMRG1_69620.5, SMRG1_69620.1, SMRG1_69620.2, SMRG1_69620.4	h1SMcT0008011.1, h1SMcT0008011.2, h1SMcT0008011.3
OG0003760	SMRG1_41920.2, SMRG1_41920.4, SMRG1_41920.1, SMRG1_41920.3	h1SMcT0003701.1
OG0003761	SMRG1_50540.1, SMRG1_50540.2	h1SMcT0018498.1
OG0003762	SMRG1_89450.1	h1SMcT0018964.1, h1SMcT0018964.2, h1SMcT0018964.3
OG0003763	SMRG1_41610.1	h1SMcT0020988.1, h1SMcT0020988.2, h1SMcT0020988.5, h1SMcT0020988.6, h1SMcT0020988.7, h1SMcT0020988.3, h1SMcT0020988.4
OG0003764	SMRG1_39200.1	h1SMcT0007433.3, h1SMcT0007433.1, h1SMcT0007433.2
OG0003765	SMRG1_11470.1, SMRG1_11470.2	h1SMcT0016751.1, h1SMcT0016751.3, h1SMcT0016751.2, h1SMcT0016751.4
OG0003766	SMRG1_47340.1, SMRG1_47340.2	h1SMcT0018347.2, h1SMcT0018347.3, h1SMcT0018347.1, h1SMcT0017605.1, h1SMcT0020318.1, h1SMcT0020318.2
OG0003767	SMRG1_45560.1, SMRG1_60650.1, SMRG1_45530.1	h1SMcT0001887.1, h1SMcT0001887.2
OG0003768	SMRG1_710.1	h1SMcT0010098.1, h1SMcT0010098.2
OG0003769	SMRG1_25210.1, SMRG1_25210.2	h1SMcT0015412.1, h1SMcT0018203.1, h1SMcT0018203.3, h1SMcT0018203.2, h1SMcT0018203.4, h1SMcT0015485.1
OG0003770	SMRG1_71210.1	h1SMcT0012287.1
OG0003772	SMRG1_48770.2, SMRG1_48770.3, SMRG1_48770.1	h1SMcT0010220.1, h1SMcT0010220.2
OG0003773	SMRG1_89340.1	h1SMcT0002262.1, h1SMcT0021924.1, h1SMcT0022195.1, h1SMcT0022195.3, h1SMcT0022195.2
OG0003774	SMRG1_72940.3, SMRG1_72940.2, SMRG1_72940.1	h1SMcT0019188.2
OG0003775	SMRG1_72400.1	h1SMcT0014121.1
OG0003776	SMRG1_7310.1, SMRG1_7310.2	h1SMcT0009491.1
OG0003777	SMRG1_58670.1, SMRG1_58670.3, SMRG1_58670.2	h1SMcT0013416.1, h1SMcT0013416.2
OG0003778	SMRG1_94080.1	h1SMcT0003233.1, h1SMcT0003233.2, h1SMcT0003233.3
OG0003780	SMRG1_67200.1, SMRG1_67200.2	h1SMcT0015198.1
OG0003782	SMRG1_50980.1	h1SMcT0001170.1, h1SMcT0018093.1
OG0003784	SMRG1_46730.1	h1SMcT0002864.1, h1SMcT0009748.1
OG0003785	SMRG1_45110.1	h1SMcT0010219.1, h1SMcT0010219.2
OG0003786	SMRG1_64250.1, SMRG1_64250.2	h1SMcT0018459.1, h1SMcT0018459.2
OG0003787	SMRG1_20890.1	h1SMcT0018860.1
OG0003788	SMRG1_71810.1	h1SMcT0016939.1
OG0003790	SMRG1_29890.5, SMRG1_29890.1, SMRG1_29890.2, SMRG1_29890.4, SMRG1_29890.3	h1SMcT0009815.1
OG0003792	SMRG1_55940.1	h1SMcT0002743.1, h1SMcT0002746.1, h1SMcT0002744.1, h1SMcT0002745.1, h1SMcT0002780.1
OG0003793	SMRG1_47190.1, SMRG1_47190.2	h1SMcT0017221.1
OG0003794	SMRG1_86700.1	h1SMcT0005061.1, h1SMcT0005062.1
OG0003795	SMRG1_1580.1, SMRG1_1580.2, SMRG1_1570.1, SMRG1_1570.2	h1SMcT0007307.1, h1SMcT0021866.1
OG0003798	SMRG1_14580.1	h1SMcT0010010.1
OG0003800	SMRG1_23430.1, SMRG1_23430.2, SMRG1_23430.3, SMRG1_23430.4	h1SMcT0019309.1
OG0003801	SMRG1_53740.1	h1SMcT0022379.2
OG0003803	SMRG1_9640.1	h1SMcT0007089.1
OG0003804	SMRG1_14870.1	h1SMcT0006594.1, h1SMcT0021104.1
OG0003805	SMRG1_920.1	h1SMcT0001086.1, h1SMcT0001086.3, h1SMcT0001086.2
OG0003806	SMRG1_7470.1	h1SMcT0005713.1, h1SMcT0005713.4, h1SMcT0005713.2, h1SMcT0005713.3
OG0003807	SMRG1_37140.2, SMRG1_37140.1	h1SMcT0022254.1
OG0003809	SMRG1_72420.1, SMRG1_72430.1	h1SMcT0006286.1, h1SMcT0018099.1
OG0003811	SMRG1_27060.1, SMRG1_27060.2	h1SMcT0012337.1
OG0003827	SMRG1_30050.1	h1SMcT0014037.1, h1SMcT0020987.1, h1SMcT0020987.2
OG0003828	SMRG1_37710.1	h1SMcT0022351.1
OG0003829	SMRG1_6880.1, SMRG1_6880.3, SMRG1_6880.2	h1SMcT0018251.1, h1SMcT0018251.2
OG0003830	SMRG1_10910.1	h1SMcT0014685.1
OG0003832	SMRG1_96870.1	h1SMcT0010783.1
OG0003833	SMRG1_45230.1	h1SMcT0000802.3, h1SMcT0000802.1, h1SMcT0000802.2, h1SMcT0001709.4, h1SMcT0001709.1, h1SMcT0022921.2, h1SMcT0001709.2, h1SMcT0022921.3, h1SMcT0001709.3, h1SMcT0022921.1, h1SMcT0000957.1, h1SMcT0019147.1
OG0003834	SMRG1_2920.1, SMRG1_2920.2, SMRG1_2920.3	h1SMcT0022168.1, h1SMcT0022168.2
OG0003835	SMRG1_15400.1, SMRG1_15400.2	h1SMcT0012403.1
OG0003838	SMRG1_13510.1	h1SMcT0002495.1, h1SMcT0019970.2, h1SMcT0019970.3, h1SMcT0019970.1
OG0003839	SMRG1_11410.1	h1SMcT0012870.1, h1SMcT0012870.2
OG0003841	SMRG1_38300.1, SMRG1_38300.2	h1SMcT0007169.1
OG0003843	SMRG1_7870.1, SMRG1_7870.2	h1SMcT0003794.1, h1SMcT0021046.1
OG0003845	SMRG1_93130.3, SMRG1_93130.1, SMRG1_93130.2	h1SMcT0006624.1, h1SMcT0006624.2
OG0003847	SMRG1_62210.1	h1SMcT0014186.1
OG0003848	SMRG1_86610.1, SMRG1_86610.2	h1SMcT0001867.1
OG0003850	SMRG1_29540.1, SMRG1_29540.2	h1SMcT0005292.1, h1SMcT0006886.1, h1SMcT0003132.1, h1SMcT0003132.2
OG0003851	SMRG1_63420.1, SMRG1_63430.1	h1SMcT0011549.5, h1SMcT0011549.2, h1SMcT0011549.4, h1SMcT0011549.1, h1SMcT0011549.3
OG0003852	SMRG1_94780.1	h1SMcT0005037.1, h1SMcT0007970.1, h1SMcT0019831.1
OG0003854	SMRG1_67130.1, SMRG1_67130.2, SMRG1_67130.3	h1SMcT0010560.1
OG0003855	SMRG1_41050.1	h1SMcT0021073.5, h1SMcT0021073.1, h1SMcT0021073.2, h1SMcT0021073.3, h1SMcT0021073.6, h1SMcT0021073.4, h1SMcT0021073.7
OG0003856	SMRG1_86110.1, SMRG1_86120.1	h1SMcT0006374.4
OG0003858	SMRG1_32520.1	h1SMcT0011376.1, h1SMcT0011376.4, h1SMcT0011376.3, h1SMcT0011376.2, h1SMcT0011376.5
OG0003859	SMRG1_63820.1, SMRG1_63820.2	h1SMcT0007589.3, h1SMcT0007589.2, h1SMcT0007589.1
