Orthogroup	schistosoma_margrebowiei	schistosoma_japonicum
OG0003762	SMRG1_89450.1	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1
OG0003763	SMRG1_41610.1	EWB00_007661.1, EWB00_007661.2
OG0003764	SMRG1_39200.1	EWB00_006199
OG0003765	SMRG1_11470.1, SMRG1_11470.2	EWB00_003452
OG0003766	SMRG1_47340.1, SMRG1_47340.2	EWB00_002536
OG0003767	SMRG1_45560.1, SMRG1_60650.1, SMRG1_45530.1	EWB00_007964
OG0003768	SMRG1_710.1	EWB00_003836
OG0003769	SMRG1_25210.1, SMRG1_25210.2	EWB00_004212
OG0003770	SMRG1_71210.1	EWB00_009719.1, EWB00_009719.2
OG0003771	SMRG1_6430.1	EWB00_008526
OG0003772	SMRG1_48770.2, SMRG1_48770.3, SMRG1_48770.1	EWB00_010730
OG0003773	SMRG1_89340.1	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4
OG0003774	SMRG1_72940.3, SMRG1_72940.2, SMRG1_72940.1	EWB00_002713.1, EWB00_002713.2
OG0003775	SMRG1_72400.1	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5
OG0003776	SMRG1_7310.1, SMRG1_7310.2	EWB00_002092.1, EWB00_002092.2
OG0003778	SMRG1_94080.1	EWB00_007416
OG0003779	SMRG1_13160.3, SMRG1_13160.4, SMRG1_13160.1, SMRG1_13160.2	EWB00_004116.1, EWB00_004116.2
OG0003780	SMRG1_67200.1, SMRG1_67200.2	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2
OG0003781	SMRG1_26350.1	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3
OG0003782	SMRG1_50980.1	EWB00_004431
OG0003783	SMRG1_46580.1, SMRG1_46580.2	EWB00_000185
OG0003784	SMRG1_46730.1	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3
OG0003785	SMRG1_45110.1	EWB00_008287.1, EWB00_008287.2
OG0003786	SMRG1_64250.1, SMRG1_64250.2	EWB00_010409, EWB00_010408
OG0003787	SMRG1_20890.1	EWB00_006417.1, EWB00_006417.2
OG0003788	SMRG1_71810.1	EWB00_002741
OG0003789	SMRG1_7610.1	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3
OG0003790	SMRG1_29890.5, SMRG1_29890.1, SMRG1_29890.2, SMRG1_29890.4, SMRG1_29890.3	EWB00_006033
OG0003791	SMRG1_46970.1, SMRG1_46970.2, SMRG1_46970.3	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2
OG0003792	SMRG1_55940.1	EWB00_003807, EWB00_003805
OG0003793	SMRG1_47190.1, SMRG1_47190.2	EWB00_002530.1, EWB00_002530.2
OG0003794	SMRG1_86700.1	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3
OG0003795	SMRG1_1580.1, SMRG1_1580.2, SMRG1_1570.1, SMRG1_1570.2	EWB00_010203
OG0003796	SMRG1_66110.1	EWB00_010486
OG0003797	SMRG1_76360.1	EWB00_007171
OG0003799	SMRG1_82510.1, SMRG1_82510.2, SMRG1_82510.3	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3
OG0003800	SMRG1_23430.1, SMRG1_23430.2, SMRG1_23430.3, SMRG1_23430.4	EWB00_007097
OG0003801	SMRG1_53740.1	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3
OG0003802	SMRG1_78840.1	EWB00_001220
OG0003803	SMRG1_9640.1	EWB00_009246.2, EWB00_009246.3, EWB00_009246.4, EWB00_009246.1, EWB00_009246.6, EWB00_009246.5
OG0003804	SMRG1_14870.1	EWB00_006457.1, EWB00_006457.2
OG0003805	SMRG1_920.1	EWB00_005679
OG0003806	SMRG1_7470.1	EWB00_004442.1, EWB00_004442.2, EWB00_004443
OG0003807	SMRG1_37140.2, SMRG1_37140.1	EWB00_005612.1, EWB00_005612.2, EWB00_005612.3
OG0003808	SMRG1_79910.1, SMRG1_79910.2, SMRG1_79910.3, SMRG1_79910.4, SMRG1_79910.5	EWB00_002275
OG0003809	SMRG1_72420.1, SMRG1_72430.1	EWB00_000951
OG0003811	SMRG1_27060.1, SMRG1_27060.2	EWB00_005012.1, EWB00_005012.2, EWB00_005012.3, EWB00_005012.4
OG0003812	SMRG1_25120.1	EWB00_005241.1, EWB00_005241.2, EWB00_005241.3
OG0003814	SMRG1_82970.2, SMRG1_82970.1, SMRG1_82970.3	EWB00_001506.2, EWB00_001506.1, EWB00_001506.3
OG0003815	SMRG1_90220.1, SMRG1_90220.2	EWB00_011390.1, EWB00_011390.2
OG0003816	SMRG1_61190.1, SMRG1_61190.2, SMRG1_61190.3, SMRG1_61190.4	EWB00_005172
OG0003817	SMRG1_60580.1	EWB00_011260.3, EWB00_011260.2, EWB00_011260.1
OG0003818	SMRG1_30500.1, SMRG1_30500.2	EWB00_006079.2, EWB00_006079.1, EWB00_006079.3
OG0003819	SMRG1_28050.1, SMRG1_28050.2	EWB00_003354.1, EWB00_003354.2
OG0003820	SMRG1_41530.1, SMRG1_41550.1, SMRG1_41580.1	EWB00_007665
OG0003821	SMRG1_11520.1, SMRG1_11520.2, SMRG1_11520.3	EWB00_008953.1, EWB00_008953.2
OG0003822	SMRG1_94750.1	EWB00_005887.1, EWB00_005887.3
OG0003827	SMRG1_30050.1	EWB00_006016
OG0003828	SMRG1_37710.1	EWB00_009130, EWB00_009129
OG0003829	SMRG1_6880.1, SMRG1_6880.3, SMRG1_6880.2	EWB00_008674.1, EWB00_008674.2
OG0003830	SMRG1_10910.1	EWB00_004192.1, EWB00_004192.2
OG0003831	SMRG1_96900.1, SMRG1_96900.2, SMRG1_96900.3	EWB00_009510
OG0003832	SMRG1_96870.1	EWB00_004787
OG0003833	SMRG1_45230.1	EWB00_004886
OG0003834	SMRG1_2920.1, SMRG1_2920.2, SMRG1_2920.3	EWB00_008633, EWB00_008632
OG0003835	SMRG1_15400.1, SMRG1_15400.2	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2
OG0003836	SMRG1_30030.1	EWB00_006020.1, EWB00_006020.2
OG0003837	SMRG1_40360.1, SMRG1_40360.2, SMRG1_40360.3	EWB00_003928.1, EWB00_003928.2
OG0003838	SMRG1_13510.1	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3
OG0003839	SMRG1_11410.1	EWB00_002192, EWB00_002193
OG0003840	SMRG1_41540.1, SMRG1_41570.1	EWB00_007664
OG0003841	SMRG1_38300.1, SMRG1_38300.2	EWB00_004393
OG0003842	SMRG1_30330.1, SMRG1_30330.2	EWB00_005988
OG0003843	SMRG1_7870.1, SMRG1_7870.2	EWB00_008834.1, EWB00_008834.2
OG0003844	SMRG1_33030.1, SMRG1_33030.4, SMRG1_33030.5, SMRG1_33030.2, SMRG1_33030.3	EWB00_002130.1, EWB00_002130.2
OG0003845	SMRG1_93130.3, SMRG1_93130.1, SMRG1_93130.2	EWB00_008313
OG0003847	SMRG1_62210.1	EWB00_011158
OG0003848	SMRG1_86610.1, SMRG1_86610.2	EWB00_004934
OG0003849	SMRG1_19250.1, SMRG1_19250.2, SMRG1_19250.5, SMRG1_19250.3, SMRG1_19250.4	EWB00_010310
OG0003850	SMRG1_29540.1, SMRG1_29540.2	EWB00_007943
OG0003851	SMRG1_63420.1, SMRG1_63430.1	EWB00_000395.1, EWB00_000395.2
OG0003852	SMRG1_94780.1	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881
OG0003853	SMRG1_97540.3, SMRG1_97540.1, SMRG1_97540.2	EWB00_006670
OG0003854	SMRG1_67130.1, SMRG1_67130.2, SMRG1_67130.3	EWB00_009805
OG0003855	SMRG1_41050.1	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3
OG0003856	SMRG1_86110.1, SMRG1_86120.1	EWB00_001328
OG0003857	SMRG1_38670.1, SMRG1_38670.2	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5
OG0003858	SMRG1_32520.1	EWB00_005924
OG0003859	SMRG1_63820.1, SMRG1_63820.2	EWB00_007124
OG0003860	SMRG1_39170.1	EWB00_006202.1, EWB00_006202.2
OG0003861	SMRG1_37800.1	EWB00_007710
OG0003863	SMRG1_22740.1, SMRG1_22740.2	EWB00_007564.2
OG0003865	SMRG1_94900.1, SMRG1_94900.2	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2
OG0003866	SMRG1_40570.1, SMRG1_40570.2	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3
OG0003867	SMRG1_48000.1	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3
OG0003868	SMRG1_59710.1, SMRG1_59710.2	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3
OG0003869	SMRG1_41910.1	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1
OG0003870	SMRG1_94660.1	EWB00_006041.1, EWB00_006041.2, EWB00_006041.3
OG0003871	SMRG1_30630.1, SMRG1_30630.2, SMRG1_30630.3, SMRG1_30630.4	EWB00_002874
OG0003872	SMRG1_57070.2, SMRG1_57070.1, SMRG1_57070.3	EWB00_003568
OG0003873	SMRG1_81270.1	EWB00_008775
OG0003875	SMRG1_23440.1	EWB00_007096
OG0003876	SMRG1_39590.1, SMRG1_39590.2	EWB00_006152.1, EWB00_006152.2
OG0003877	SMRG1_62820.1, SMRG1_62820.2	EWB00_009177.1, EWB00_009177.2
OG0003878	SMRG1_62840.1	EWB00_009178
OG0003879	SMRG1_81000.1, SMRG1_80980.1	EWB00_003492
OG0003880	SMRG1_91940.3, SMRG1_91940.2, SMRG1_91940.1, SMRG1_91940.4	EWB00_002066
OG0003881	SMRG1_59920.1	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2
OG0003882	SMRG1_94890.1, SMRG1_94890.2	EWB00_005868.1, EWB00_005868.2
OG0003883	SMRG1_59990.1, SMRG1_59990.2, SMRG1_59990.3	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3
OG0003884	SMRG1_24310.1, SMRG1_24310.2	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5
OG0003885	SMRG1_87720.1	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2
OG0003886	SMRG1_38320.1	EWB00_004392
OG0003887	SMRG1_89400.1, SMRG1_89400.2	EWB00_003045
OG0003888	SMRG1_91690.1, SMRG1_91690.2	EWB00_005898, EWB00_005075.1, EWB00_005075.2
OG0003889	SMRG1_76200.1	EWB00_007147.1, EWB00_007147.2
OG0003890	SMRG1_21080.1, SMRG1_21080.2, SMRG1_21100.1	EWB00_006435
OG0003891	SMRG1_13550.1	EWB00_003704.1, EWB00_003704.2
OG0003892	SMRG1_89320.1	EWB00_004872
OG0003894	SMRG1_11270.1	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5
OG0003895	SMRG1_52960.1, SMRG1_52960.2	EWB00_006795.1, EWB00_006795.2
OG0003896	SMRG1_53460.1, SMRG1_53460.2	EWB00_010655.1, EWB00_010655.2
OG0003897	SMRG1_29400.1	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2
OG0003898	SMRG1_8790.1, SMRG1_8790.2, SMRG1_8790.3, SMRG1_8790.4	EWB00_003094.1, EWB00_003094.2
OG0003899	SMRG1_52980.1	EWB00_006793
OG0003900	SMRG1_69280.1, SMRG1_69280.2	EWB00_008548
OG0003902	SMRG1_88970.1	EWB00_000314
OG0003903	SMRG1_69430.3, SMRG1_69430.2, SMRG1_69430.1	EWB00_008924
OG0003904	SMRG1_68470.1	EWB00_006255.1, EWB00_006255.2
OG0003905	SMRG1_95820.2, SMRG1_95820.1, SMRG1_95820.3	EWB00_000552, EWB00_000553
OG0003907	SMRG1_1460.1, SMRG1_1460.2	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3
OG0003908	SMRG1_21610.3, SMRG1_21610.1, SMRG1_21610.2	EWB00_008568
OG0003909	SMRG1_36180.1, SMRG1_36180.3, SMRG1_36180.2	EWB00_004282.1
OG0003910	SMRG1_56740.1, SMRG1_56740.2, SMRG1_56740.3	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3
OG0003911	SMRG1_41180.1	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3
OG0003912	SMRG1_79850.1	EWB00_002288.1, EWB00_002288.2
OG0003913	SMRG1_30850.1	EWB00_002901.1, EWB00_002901.2
OG0003914	SMRG1_70130.1	EWB00_009669, EWB00_002785
OG0003915	SMRG1_70140.1, SMRG1_70140.2	EWB00_000528
OG0003917	SMRG1_13910.1, SMRG1_13960.1	EWB00_004210.1, EWB00_004210.2, EWB00_010603
OG0003918	SMRG1_50520.1, SMRG1_50520.2	EWB00_003606.1, EWB00_003606.2
OG0003919	SMRG1_34170.1, SMRG1_34170.2	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3
OG0003920	SMRG1_18200.1, SMRG1_18200.2	EWB00_007634, EWB00_007633
OG0003921	SMRG1_70680.1, SMRG1_70680.2	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3
OG0003922	SMRG1_68380.1	EWB00_006247
OG0003923	SMRG1_24830.1, SMRG1_24830.2, SMRG1_24830.3, SMRG1_24830.4	EWB00_001116.1, EWB00_001116.2
OG0003924	SMRG1_56690.1, SMRG1_56690.2, SMRG1_56690.3, SMRG1_56690.4	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3
OG0003925	SMRG1_53230.1, SMRG1_53230.2	EWB00_010627.1, EWB00_010627.2
OG0003926	SMRG1_25530.1, SMRG1_25520.1	EWB00_000258
OG0003927	SMRG1_69200.2, SMRG1_69200.1, SMRG1_69200.3	EWB00_008556
OG0003928	SMRG1_41150.1	EWB00_007987
OG0003929	SMRG1_45980.1	EWB00_009265.1, EWB00_009265.2
OG0003930	SMRG1_80830.1	EWB00_003472.1, EWB00_003472.2
OG0003931	SMRG1_53320.1	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2
OG0003932	SMRG1_14210.1	EWB00_004188.1, EWB00_004188.2
OG0003933	SMRG1_45250.1	EWB00_000008, EWB00_009721
OG0003934	SMRG1_1440.1	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3
OG0003935	SMRG1_13860.1	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2
OG0003936	SMRG1_6360.1, SMRG1_6360.2, SMRG1_6360.3	EWB00_005910
OG0003937	SMRG1_48370.1	EWB00_010776
OG0003938	SMRG1_73630.1	EWB00_006624
OG0003939	SMRG1_85410.1	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2
OG0003940	SMRG1_12430.1, SMRG1_12430.2	EWB00_010014
OG0003942	SMRG1_46360.1, SMRG1_46360.2, SMRG1_46360.3	EWB00_003638.1, EWB00_003638.2
OG0003943	SMRG1_47030.1	EWB00_004051
OG0003944	SMRG1_47020.1, SMRG1_47020.2	EWB00_004052
OG0003945	SMRG1_88680.1, SMRG1_88680.2	EWB00_007531
OG0003946	SMRG1_24910.1, SMRG1_24910.2	EWB00_001125, EWB00_001124
OG0003947	SMRG1_40830.1, SMRG1_40830.2	EWB00_007816
OG0003948	SMRG1_57330.1, SMRG1_57330.2	EWB00_005142
OG0003949	SMRG1_54720.1	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3
OG0003950	SMRG1_6230.2, SMRG1_6230.4, SMRG1_6230.1, SMRG1_6230.3	EWB00_008455
OG0003951	SMRG1_49260.1, SMRG1_49270.1	EWB00_008072
OG0003952	SMRG1_91380.1, SMRG1_91380.2, SMRG1_91380.3	EWB00_001856.1, EWB00_001856.2
OG0003953	SMRG1_81300.2, SMRG1_81300.3, SMRG1_81300.1	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5
OG0003954	SMRG1_59590.1, SMRG1_59620.1, SMRG1_59620.2	EWB00_011100, EWB00_011099
OG0003955	SMRG1_50390.1	EWB00_007597
OG0003956	SMRG1_63390.1	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4
OG0003957	SMRG1_34930.1	EWB00_008169.1
OG0003958	SMRG1_25960.1	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4
OG0003959	SMRG1_11370.1, SMRG1_11370.2	EWB00_004638
OG0003960	SMRG1_52160.1	EWB00_006515.1, EWB00_006515.2
OG0003961	SMRG1_71680.1, SMRG1_71680.2	EWB00_008772
OG0003962	SMRG1_30430.1, SMRG1_30430.2, SMRG1_30430.3	EWB00_005979
OG0003963	SMRG1_18700.1, SMRG1_18700.3, SMRG1_18700.2, SMRG1_18700.4	EWB00_008819
OG0003964	SMRG1_17420.2, SMRG1_17420.4	EWB00_006533.1
OG0003965	SMRG1_27560.1	EWB00_010883.1, EWB00_010883.2
OG0003967	SMRG1_42670.1	EWB00_002798
OG0003968	SMRG1_3210.1	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5
OG0003969	SMRG1_84680.1, SMRG1_84680.2	EWB00_008405, EWB00_008406
OG0003970	SMRG1_93700.1	EWB00_000376
OG0003971	SMRG1_63540.1	EWB00_009792
OG0003972	SMRG1_31270.1	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6
OG0003973	SMRG1_97460.1, SMRG1_97460.2	EWB00_000005
OG0003974	SMRG1_54240.1	EWB00_005369
OG0003975	SMRG1_39070.1	EWB00_006211.1, EWB00_006211.2
OG0003976	SMRG1_25380.1, SMRG1_25380.2	EWB00_004231
OG0003977	SMRG1_54070.1, SMRG1_54070.2	EWB00_005387.1, EWB00_005387.2
OG0003978	SMRG1_49040.1	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4
OG0003979	SMRG1_13580.1	EWB00_003707.1, EWB00_003707.2
OG0003980	SMRG1_94010.1	EWB00_007431
OG0003981	SMRG1_23500.2	EWB00_007090.2, EWB00_007090.4, EWB00_007090.3, EWB00_007090.5
OG0003981	SMRG1_23500.1	EWB00_007090.1
OG0003982	SMRG1_66410.1, SMRG1_66410.2	EWB00_010445.1, EWB00_010445.2
OG0003983	SMRG1_59900.1, SMRG1_59900.2, SMRG1_59900.4, SMRG1_59900.3	EWB00_011334.1, EWB00_011334.2
OG0003985	SMRG1_66090.1, SMRG1_66090.2	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2
OG0003986	SMRG1_66550.1, SMRG1_66550.2	EWB00_010398
OG0003987	SMRG1_7500.1	EWB00_005816, EWB00_009505
OG0003988	SMRG1_37900.1	EWB00_007702
OG0003989	SMRG1_59020.1, SMRG1_59020.2	EWB00_010031
OG0003990	SMRG1_49740.1, SMRG1_49740.2, SMRG1_49740.3, SMRG1_49740.4, SMRG1_49740.5	EWB00_008743.1, EWB00_008743.2
OG0003991	SMRG1_14370.1	EWB00_004166
OG0003992	SMRG1_31390.3, SMRG1_31390.1, SMRG1_31390.2	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2
OG0003993	SMRG1_76770.1	EWB00_010970
OG0003994	SMRG1_41250.1, SMRG1_41250.2	EWB00_001578.1, EWB00_001578.2
OG0003995	SMRG1_89110.1, SMRG1_89110.2	EWB00_003271.1, EWB00_003271.2
OG0003996	SMRG1_54690.3, SMRG1_54690.2, SMRG1_54690.1	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2
OG0003998	SMRG1_14050.1	EWB00_009366.1, EWB00_009366.2
OG0003999	SMRG1_21580.1	EWB00_008563.1, EWB00_008563.2
OG0004000	SMRG1_65270.1, SMRG1_65270.2	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2
OG0004001	SMRG1_47440.2, SMRG1_47440.1, SMRG1_47440.3	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2
OG0004002	SMRG1_76730.1, SMRG1_76730.2	EWB00_010964
OG0004003	SMRG1_33070.2, SMRG1_33070.3, SMRG1_33070.4, SMRG1_33070.1	EWB00_002134
OG0004004	SMRG1_70800.1	EWB00_008657
OG0004005	SMRG1_38180.1	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4
OG0004006	SMRG1_32890.1	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3
OG0004007	SMRG1_71860.1, SMRG1_71860.2	EWB00_002738.1, EWB00_002738.2
OG0004008	SMRG1_25690.1	EWB00_000280.1, EWB00_000280.2
OG0004010	SMRG1_22890.1	EWB00_007550.1, EWB00_007550.2
OG0004011	SMRG1_77880.2, SMRG1_77880.4, SMRG1_77880.5, SMRG1_77880.3, SMRG1_77880.1, SMRG1_77880.6	EWB00_001416
OG0004012	SMRG1_54170.1	EWB00_005377
OG0004012	SMRG1_54160.1	EWB00_005376
OG0004013	SMRG1_66240.3, SMRG1_66240.2, SMRG1_66240.1	EWB00_010472
OG0004014	SMRG1_85870.1	EWB00_001659.1, EWB00_001659.2
OG0004015	SMRG1_95660.1	EWB00_008942.1, EWB00_008942.2
OG0004016	SMRG1_380.1	EWB00_005644
OG0004018	SMRG1_87710.1	EWB00_006915
OG0004019	SMRG1_88350.1, SMRG1_88350.2, SMRG1_88350.3	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3
OG0004021	SMRG1_90210.3, SMRG1_90210.2, SMRG1_90210.1	EWB00_011391.1, EWB00_011391.2
OG0004022	SMRG1_89710.1	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7
OG0004023	SMRG1_60570.1	EWB00_011261.1, EWB00_011261.2
OG0004024	SMRG1_720.3, SMRG1_720.1, SMRG1_720.2, SMRG1_720.4	EWB00_008002
OG0004025	SMRG1_20260.1	EWB00_003510
OG0004026	SMRG1_38760.1, SMRG1_38760.2	EWB00_009538
OG0004027	SMRG1_77270.1, SMRG1_77270.2, SMRG1_77270.3, SMRG1_77270.4, SMRG1_77270.5, SMRG1_77270.6	EWB00_011023
OG0004028	SMRG1_41220.1, SMRG1_41220.2	EWB00_009204
OG0004029	SMRG1_70590.2, SMRG1_70590.1	EWB00_001618.1, EWB00_001618.2
OG0004030	SMRG1_16400.1, SMRG1_16400.2	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2
OG0004031	SMRG1_32550.1, SMRG1_32550.2	EWB00_005920
OG0004032	SMRG1_13800.1	EWB00_009395
OG0004033	SMRG1_40490.1	EWB00_003914
OG0004034	SMRG1_92960.1	EWB00_008582
OG0004035	SMRG1_89950.1, SMRG1_89950.2, SMRG1_89950.3, SMRG1_89950.4, SMRG1_89950.5	EWB00_001972
OG0004036	SMRG1_38220.1, SMRG1_38220.2	EWB00_003139
OG0004037	SMRG1_1120.1	EWB00_003585
OG0004038	SMRG1_48900.1	EWB00_010720.1, EWB00_010720.2
OG0004039	SMRG1_70940.1	EWB00_003882, EWB00_009947
OG0004040	SMRG1_53880.1	EWB00_005409
OG0004041	SMRG1_41770.1	EWB00_004717.2, EWB00_004717.1
OG0004042	SMRG1_67090.1	EWB00_009809.1, EWB00_009809.2
OG0004043	SMRG1_8040.2, SMRG1_8040.1, SMRG1_8040.3	EWB00_001510.1, EWB00_001510.2
OG0004044	SMRG1_23030.1	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2
OG0004045	SMRG1_1510.1	EWB00_010195.1, EWB00_010195.2
OG0004048	SMRG1_60500.1, SMRG1_60500.2	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4
OG0004049	SMRG1_95950.1	EWB00_000570
OG0004050	SMRG1_78430.1	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4
OG0004051	SMRG1_64160.1, SMRG1_64160.2, SMRG1_64160.3	EWB00_008864
OG0004052	SMRG1_58780.1	EWB00_005178.1, EWB00_005178.2
OG0004053	SMRG1_90070.1, SMRG1_90070.2, SMRG1_90070.3	EWB00_011405.1, EWB00_011405.2
OG0004054	SMRG1_71730.1	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2
OG0004055	SMRG1_11120.1	EWB00_009413
OG0004056	SMRG1_48820.1, SMRG1_48820.2	EWB00_010726.1, EWB00_010726.2
OG0004057	SMRG1_50220.1, SMRG1_50220.2, SMRG1_50220.3	EWB00_007618
OG0004058	SMRG1_74920.1	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3
OG0004059	SMRG1_60590.1, SMRG1_60590.3, SMRG1_60590.2	EWB00_011259.1, EWB00_011259.2
OG0004060	SMRG1_3280.1, SMRG1_3280.2	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3
OG0004061	SMRG1_89020.1	EWB00_000318.1, EWB00_000318.2
OG0004062	SMRG1_89030.1	EWB00_000319
OG0004064	SMRG1_10470.1, SMRG1_10480.1	EWB00_005533.2, EWB00_005533.1
OG0004066	SMRG1_17890.1	EWB00_000071.2, EWB00_000071.1, EWB00_000071.3
OG0004067	SMRG1_13180.2, SMRG1_13180.3, SMRG1_13180.1	EWB00_002300.1, EWB00_002300.2
OG0004068	SMRG1_75630.1	EWB00_001373.1, EWB00_001373.2
OG0004069	SMRG1_57130.1	EWB00_011373
OG0004071	SMRG1_21850.1	EWB00_002408
OG0004072	SMRG1_36130.2, SMRG1_36130.1	EWB00_004276
OG0004073	SMRG1_68830.1	EWB00_010068, EWB00_010069
OG0004074	SMRG1_96390.1, SMRG1_96390.2	EWB00_001453
OG0004075	SMRG1_92870.1, SMRG1_92860.1	EWB00_003173, EWB00_003172
OG0004076	SMRG1_89860.1, SMRG1_89860.2, SMRG1_89860.3	EWB00_001984
OG0004077	SMRG1_47710.1, SMRG1_47710.2, SMRG1_47710.3	EWB00_002084.2, EWB00_002084.4, EWB00_002084.5, EWB00_002084.6, EWB00_002084.1, EWB00_002084.3, EWB00_002082.1, EWB00_002082.2, EWB00_002082.5, EWB00_002082.3, EWB00_002082.4
OG0004078	SMRG1_70690.1, SMRG1_70690.2	EWB00_003666
OG0004079	SMRG1_74720.1, SMRG1_74720.2, SMRG1_74720.3, SMRG1_74720.4	EWB00_011052
OG0004080	SMRG1_65550.1, SMRG1_65550.2	EWB00_000908
OG0004081	SMRG1_42830.1, SMRG1_42830.2	EWB00_002816.1, EWB00_002816.2, EWB00_002816.3
OG0004082	SMRG1_37520.1, SMRG1_37520.2, SMRG1_37520.3	EWB00_001303.1, EWB00_001303.3, EWB00_001303.2
OG0004083	SMRG1_17760.1, SMRG1_17760.2, SMRG1_17760.3	EWB00_000060.1, EWB00_000060.4, EWB00_000060.2, EWB00_000060.3
OG0004084	SMRG1_7640.2, SMRG1_7640.1	EWB00_008707, EWB00_008708
OG0004086	SMRG1_44990.1, SMRG1_44940.1, SMRG1_44940.2, SMRG1_44940.3	EWB00_008281.1, EWB00_008281.2
OG0004089	SMRG1_16800.1	EWB00_005436.1, EWB00_005436.2
OG0004090	SMRG1_90720.1	EWB00_001943
OG0004091	SMRG1_70580.1	EWB00_001617.1, EWB00_001617.2
OG0004092	SMRG1_18890.1	EWB00_008484.1, EWB00_008484.2
OG0004093	SMRG1_78960.1, SMRG1_78960.2	EWB00_001231
OG0004094	SMRG1_43660.2, SMRG1_43660.1, SMRG1_43660.3	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2
OG0004095	SMRG1_17550.1	EWB00_000672
OG0004097	SMRG1_60470.1	EWB00_011276
OG0004098	SMRG1_48590.1	EWB00_010752
OG0004099	SMRG1_620.1, SMRG1_620.2	EWB00_003845.1, EWB00_003845.2
