Orthogroup	schistosoma_margrebowiei	opisthorchis_viverrini
OG0003378	SMRG1_83900.2, SMRG1_83900.1, SMRG1_83900.3	T265_07106
OG0003379	SMRG1_66230.2, SMRG1_66230.1	T265_05624
OG0003381	SMRG1_55490.1, SMRG1_55490.2, SMRG1_55490.3, SMRG1_55490.4	T265_00289
OG0003382	SMRG1_70760.1	T265_00092
OG0003383	SMRG1_5950.1, SMRG1_5950.2	T265_15451
OG0003384	SMRG1_43700.1	T265_13386
OG0003385	SMRG1_92510.1, SMRG1_92510.2	T265_14270
OG0003386	SMRG1_20230.2, SMRG1_20230.3, SMRG1_20230.1	T265_03433
OG0003389	SMRG1_47050.1	T265_12547
OG0003390	SMRG1_34720.1	T265_00408
OG0003391	SMRG1_79610.1	T265_04030, T265_15014
OG0003392	SMRG1_55920.1	T265_02148
OG0003393	SMRG1_32620.2, SMRG1_32620.6, SMRG1_32620.3, SMRG1_32620.1, SMRG1_32620.4, SMRG1_32620.5	T265_13519, T265_15813
OG0003394	SMRG1_42710.1	T265_07062
OG0003395	SMRG1_56300.1	T265_12933
OG0003396	SMRG1_44110.1	T265_11318, T265_11884
OG0003397	SMRG1_21860.1	T265_03419, T265_06176, T265_06175
OG0003398	SMRG1_9230.1	T265_07278
OG0003399	SMRG1_35480.1, SMRG1_35480.3, SMRG1_35480.2	T265_09816
OG0003400	SMRG1_73690.1, SMRG1_73690.2	T265_15283, T265_15284
OG0003401	SMRG1_32980.1	T265_05806
OG0003402	SMRG1_21250.1	T265_03694, T265_16284
OG0003403	SMRG1_51030.3, SMRG1_51030.2, SMRG1_51030.1	T265_04283, T265_04284
OG0003404	SMRG1_75660.1	T265_11259
OG0003405	SMRG1_48260.1, SMRG1_48260.2	T265_00061, T265_05780, T265_08607
OG0003406	SMRG1_6720.1	T265_14439
OG0003407	SMRG1_85790.1	T265_06019
OG0003408	SMRG1_25720.1, SMRG1_25720.2, SMRG1_25720.3	T265_13309
OG0003409	SMRG1_17500.1	T265_10546
OG0003410	SMRG1_68590.1	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599
OG0003411	SMRG1_39410.1	T265_13041
OG0003412	SMRG1_4920.1	T265_01015
OG0003413	SMRG1_2150.1, SMRG1_2150.2	T265_01539
OG0003414	SMRG1_39570.1	T265_09732
OG0003415	SMRG1_80060.4, SMRG1_80060.1, SMRG1_80060.2, SMRG1_80060.3	T265_09033
OG0003416	SMRG1_68780.1, SMRG1_68780.2	T265_12733
OG0003417	SMRG1_56800.1	T265_06775
OG0003418	SMRG1_47830.1	T265_03567
OG0003419	SMRG1_74520.1	T265_12633
OG0003420	SMRG1_37060.4, SMRG1_37060.5, SMRG1_37060.6, SMRG1_37060.2, SMRG1_37060.1, SMRG1_37060.3	T265_08302
OG0003421	SMRG1_37880.1	T265_09192
OG0003422	SMRG1_47620.1, SMRG1_47620.2	T265_03968
OG0003423	SMRG1_12600.1, SMRG1_12600.2, SMRG1_12600.3	T265_03199, T265_13186
OG0003424	SMRG1_87620.1, SMRG1_87620.2	T265_11767
OG0003425	SMRG1_85950.1, SMRG1_85950.5, SMRG1_85950.2, SMRG1_85950.3, SMRG1_85950.4	T265_10927
OG0003426	SMRG1_64590.1, SMRG1_64590.2	T265_05174
OG0003427	SMRG1_44810.3, SMRG1_44810.1, SMRG1_44810.2	T265_09674
OG0003428	SMRG1_83520.1	T265_04653
OG0003429	SMRG1_78410.1, SMRG1_78410.3, SMRG1_78410.2, SMRG1_78410.4, SMRG1_78410.6, SMRG1_78410.5	T265_05909
OG0003430	SMRG1_77560.1	T265_07448
OG0003431	SMRG1_19730.2, SMRG1_19730.1, SMRG1_19730.3	T265_14276
OG0003432	SMRG1_72620.1	T265_02200
OG0003433	SMRG1_4590.2, SMRG1_4590.1, SMRG1_4590.3, SMRG1_4590.4	T265_14247
OG0003434	SMRG1_61050.1	T265_13606
OG0003435	SMRG1_37090.1, SMRG1_37090.2, SMRG1_37090.3	T265_13575
OG0003436	SMRG1_51050.1	T265_14841
OG0003437	SMRG1_73390.1, SMRG1_73390.2	T265_11777
OG0003438	SMRG1_31030.1, SMRG1_31030.2	T265_13978
OG0003439	SMRG1_21990.1, SMRG1_21990.2, SMRG1_21990.3	T265_03706
OG0003440	SMRG1_20390.1	T265_12653
OG0003441	SMRG1_26830.1, SMRG1_27070.1	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660
OG0003442	SMRG1_73190.1, SMRG1_73190.3, SMRG1_73190.2, SMRG1_73190.4	T265_10526, T265_07654
OG0003443	SMRG1_61970.1, SMRG1_61960.1, SMRG1_61980.2, SMRG1_61980.1	T265_13942
OG0003444	SMRG1_10390.1, SMRG1_10390.2, SMRG1_10390.3	T265_14726
OG0003445	SMRG1_45090.1, SMRG1_45070.1	T265_07143
OG0003446	SMRG1_35150.1, SMRG1_35150.2	T265_04504
OG0003447	SMRG1_5200.1	T265_14249
OG0003448	SMRG1_70640.1, SMRG1_70640.2	T265_10023
OG0003449	SMRG1_70650.1	T265_09851
OG0003450	SMRG1_66490.1	T265_12574
OG0003451	SMRG1_86210.1, SMRG1_86210.2	T265_04969
OG0003452	SMRG1_8200.1	T265_08005
OG0003453	SMRG1_43690.1	T265_04993
OG0003454	SMRG1_34240.1	T265_14193
OG0003456	SMRG1_7810.1, SMRG1_7790.3, SMRG1_7790.2, SMRG1_7790.1	T265_05545
OG0003457	SMRG1_38080.1, SMRG1_38080.2	T265_09480, T265_16051
OG0003458	SMRG1_39250.1	T265_00691
OG0003459	SMRG1_74450.1	T265_07450
OG0003460	SMRG1_44660.1	T265_04726
OG0003461	SMRG1_84960.1	T265_12975
OG0003462	SMRG1_39640.1	T265_02574
OG0003463	SMRG1_85880.1, SMRG1_85880.2	T265_10283, T265_10285
OG0003464	SMRG1_82190.1	T265_07922
OG0003465	SMRG1_63520.1	T265_02038
OG0003467	SMRG1_77680.1, SMRG1_77690.1	T265_14975, T265_09848
OG0003468	SMRG1_69490.1, SMRG1_69490.2	T265_12594
OG0003469	SMRG1_51240.1, SMRG1_51240.2	T265_08823
OG0003470	SMRG1_52790.2, SMRG1_52790.1, SMRG1_52790.4, SMRG1_52790.3, SMRG1_52790.5	T265_11547, T265_11549
OG0003471	SMRG1_46390.1, SMRG1_46390.2	T265_11489
OG0003472	SMRG1_8590.1	T265_15369
OG0003473	SMRG1_78370.1, SMRG1_78370.3, SMRG1_78370.2	T265_12937
OG0003474	SMRG1_57230.1, SMRG1_57230.2	T265_02823
OG0003475	SMRG1_24510.1	T265_09374
OG0003476	SMRG1_43090.1, SMRG1_43090.2, SMRG1_43090.3	T265_09472, T265_12155
OG0003477	SMRG1_90350.1	T265_01902
OG0003478	SMRG1_6000.1, SMRG1_6000.2, SMRG1_6010.1, SMRG1_6010.2	T265_08469
OG0003479	SMRG1_28110.1, SMRG1_28110.2, SMRG1_28110.3, SMRG1_28110.4, SMRG1_28110.5	T265_13318
OG0003480	SMRG1_68270.1	T265_09876, T265_14913
OG0003482	SMRG1_88700.1, SMRG1_88700.2	T265_05343
OG0003483	SMRG1_30470.1	T265_13053
OG0003484	SMRG1_4120.1, SMRG1_4130.1	T265_06650
OG0003485	SMRG1_84170.1	T265_13645, T265_13644
OG0003486	SMRG1_41620.1	T265_13646
OG0003487	SMRG1_52220.1, SMRG1_52220.2	T265_08087, T265_10196
OG0003489	SMRG1_77310.1	T265_00323
OG0003490	SMRG1_8480.1	T265_03113
OG0003491	SMRG1_34070.2, SMRG1_34070.1, SMRG1_34070.3	T265_04324
OG0003492	SMRG1_59770.1	T265_02536
OG0003493	SMRG1_92890.1	T265_11233
OG0003494	SMRG1_94390.1	T265_08759
OG0003495	SMRG1_3970.1	T265_04558
OG0003496	SMRG1_30440.1, SMRG1_30440.2	T265_02588
OG0003497	SMRG1_56160.1	T265_00036
OG0003498	SMRG1_70870.1, SMRG1_70870.2	T265_02133
OG0003499	SMRG1_62690.1	T265_13442
OG0003500	SMRG1_63910.1, SMRG1_63910.2, SMRG1_63910.3	T265_07015
OG0003501	SMRG1_77970.1, SMRG1_77970.3, SMRG1_77970.2	T265_10024
OG0003502	SMRG1_88770.1, SMRG1_88770.2	T265_13592
OG0003503	SMRG1_5510.2, SMRG1_5510.3, SMRG1_5510.1	T265_13487
OG0003505	SMRG1_51800.1	T265_12248, T265_00127, T265_16214
OG0003507	SMRG1_3980.1, SMRG1_3980.2, SMRG1_3980.3, SMRG1_3980.4	T265_04937
OG0003508	SMRG1_65410.1, SMRG1_65410.2, SMRG1_65410.3	T265_02519
OG0003509	SMRG1_44230.1, SMRG1_44230.2	T265_15081
OG0003510	SMRG1_860.1, SMRG1_860.2	T265_09042
OG0003511	SMRG1_65280.1, SMRG1_65280.2	T265_13027
OG0003513	SMRG1_76290.1, SMRG1_76290.2	T265_09089
OG0003515	SMRG1_95250.1	T265_06621
OG0003516	SMRG1_51590.1, SMRG1_51590.3, SMRG1_51590.2	T265_10171
OG0003517	SMRG1_96800.1	T265_06615
OG0003518	SMRG1_87630.1, SMRG1_87630.2, SMRG1_87630.3	T265_08612
OG0003519	SMRG1_37810.1	T265_05628
OG0003520	SMRG1_58360.1	T265_01815
OG0003521	SMRG1_11330.1, SMRG1_11330.2	T265_04411
OG0003522	SMRG1_80670.1, SMRG1_80670.2, SMRG1_80670.3	T265_13909
OG0003523	SMRG1_55230.2, SMRG1_55230.3, SMRG1_55230.1, SMRG1_55230.4, SMRG1_55230.5	T265_01345
OG0003524	SMRG1_62620.1	T265_00504
OG0003525	SMRG1_3260.1	T265_01893, T265_08418
OG0003526	SMRG1_30150.1	T265_08334
OG0003527	SMRG1_80070.1	T265_11499, T265_16069
OG0003528	SMRG1_1240.4, SMRG1_1240.5, SMRG1_1240.1, SMRG1_1240.2, SMRG1_1240.3	T265_11428
OG0003529	SMRG1_42470.1	T265_15692, T265_15691
OG0003530	SMRG1_66880.1, SMRG1_66880.2	T265_01532
OG0003531	SMRG1_10230.2, SMRG1_10230.1	T265_04537
OG0003532	SMRG1_7850.1	T265_15073, T265_10184
OG0003533	SMRG1_48990.1, SMRG1_48990.2, SMRG1_48990.3	T265_08083
OG0003534	SMRG1_88440.1, SMRG1_88440.2	T265_14367
OG0003535	SMRG1_97530.6, SMRG1_97530.1, SMRG1_97530.2, SMRG1_97530.3, SMRG1_97530.4, SMRG1_97530.5	T265_13748, T265_13749
OG0003536	SMRG1_59720.1, SMRG1_59720.2	T265_03943
OG0003537	SMRG1_61530.1	T265_08781, T265_14670
OG0003538	SMRG1_21960.1	T265_14277
OG0003540	SMRG1_4160.1	T265_06653
OG0003541	SMRG1_87140.2, SMRG1_87140.1	T265_08893
OG0003542	SMRG1_64680.1	T265_00656, T265_13990
OG0003543	SMRG1_50290.1	T265_08692
OG0003544	SMRG1_49230.1, SMRG1_49230.3, SMRG1_49230.2, SMRG1_49230.4	T265_11978
OG0003545	SMRG1_19020.1	T265_05565
OG0003547	SMRG1_7220.2, SMRG1_7220.1, SMRG1_7220.3, SMRG1_7220.5, SMRG1_7220.6, SMRG1_7220.4	T265_13128
OG0003548	SMRG1_21470.1, SMRG1_21470.2, SMRG1_21470.3, SMRG1_21470.6, SMRG1_21470.7, SMRG1_21470.4, SMRG1_21470.5	T265_15344
OG0003549	SMRG1_89100.1, SMRG1_89100.2	T265_08011
OG0003553	SMRG1_9450.1, SMRG1_9440.1, SMRG1_9440.2, SMRG1_9440.3	T265_10953
OG0003554	SMRG1_68710.1, SMRG1_68720.2, SMRG1_68720.1, SMRG1_68720.3, SMRG1_68710.2	T265_05158
OG0003555	SMRG1_77120.1	T265_00079
OG0003556	SMRG1_59790.1	T265_02539
OG0003557	SMRG1_47370.1	T265_02901
OG0003558	SMRG1_58760.1, SMRG1_58760.2	T265_03991
OG0003559	SMRG1_82670.1	T265_13234
OG0003560	SMRG1_63340.1, SMRG1_63340.2, SMRG1_63340.3	T265_14817
OG0003577	SMRG1_44710.1, SMRG1_51000.1	T265_04132
OG0003580	SMRG1_15440.1	T265_10604
OG0003581	SMRG1_41470.1	T265_10913, T265_14331
OG0003582	SMRG1_57800.4, SMRG1_57800.3, SMRG1_57800.7, SMRG1_57800.1, SMRG1_57800.6, SMRG1_57800.2, SMRG1_57800.5	T265_06314, T265_12092, T265_15431
OG0003583	SMRG1_2730.1	T265_14147
OG0003584	SMRG1_62220.3, SMRG1_62220.1, SMRG1_62220.2	T265_10564
OG0003585	SMRG1_84620.1	T265_07130
OG0003586	SMRG1_45300.3, SMRG1_45300.1, SMRG1_45300.2	T265_05888
OG0003587	SMRG1_10520.1, SMRG1_10520.3, SMRG1_10520.2	T265_00983, T265_06561
OG0003588	SMRG1_15730.1, SMRG1_15730.2	T265_14600
OG0003590	SMRG1_5980.1	T265_02486
OG0003591	SMRG1_61630.1, SMRG1_61630.2	T265_01108
OG0003593	SMRG1_33440.1	T265_14611
OG0003594	SMRG1_14970.1, SMRG1_15030.1	T265_15427
OG0003595	SMRG1_86300.1, SMRG1_86300.2, SMRG1_86300.3, SMRG1_86300.4	T265_07915
OG0003596	SMRG1_53390.1, SMRG1_53400.1	T265_00838
OG0003597	SMRG1_73770.1	T265_14097
OG0003598	SMRG1_36360.1, SMRG1_36360.2	T265_14336
OG0003599	SMRG1_12780.1, SMRG1_12780.2	T265_14959
OG0003600	SMRG1_4990.2, SMRG1_4990.1, SMRG1_4990.3	T265_05129
OG0003601	SMRG1_27700.1	T265_07052
OG0003602	SMRG1_65300.1, SMRG1_65300.2	T265_02041
OG0003603	SMRG1_72130.2, SMRG1_72130.4, SMRG1_72130.3, SMRG1_72130.1	T265_05734
OG0003605	SMRG1_16040.1, SMRG1_16040.2	T265_11576
OG0003606	SMRG1_34290.1	T265_10609
OG0003607	SMRG1_14560.1	T265_13798
OG0003608	SMRG1_36260.2, SMRG1_36260.1, SMRG1_36260.3, SMRG1_36260.5, SMRG1_36260.4	T265_00734
OG0003609	SMRG1_24690.3, SMRG1_24690.1, SMRG1_24690.2	T265_07040
OG0003610	SMRG1_89500.1	T265_05958
OG0003611	SMRG1_54650.1, SMRG1_54650.2	T265_08091
OG0003612	SMRG1_61500.1	T265_13022, T265_02498
OG0003613	SMRG1_69700.1, SMRG1_69700.2, SMRG1_69700.3, SMRG1_69700.4, SMRG1_69700.5, SMRG1_69700.6	T265_04789
OG0003615	SMRG1_38970.2, SMRG1_38970.1	T265_04147
OG0003616	SMRG1_17370.1	T265_03030
OG0003617	SMRG1_60190.1, SMRG1_60190.2	T265_03178
OG0003618	SMRG1_24400.1	T265_03758
OG0003619	SMRG1_10010.1	T265_01591, T265_07717
OG0003620	SMRG1_49640.1	T265_13102
OG0003621	SMRG1_54680.1, SMRG1_54680.2, SMRG1_54680.3	T265_01334
OG0003622	SMRG1_71230.1, SMRG1_71230.2, SMRG1_71230.4, SMRG1_71230.3	T265_02194
OG0003623	SMRG1_50620.1	T265_13109
OG0003624	SMRG1_11430.1	T265_09870
OG0003625	SMRG1_87090.1, SMRG1_87090.2	T265_09174
OG0003626	SMRG1_86350.1	T265_14517
OG0003627	SMRG1_86160.1	T265_08254
OG0003629	SMRG1_6990.3, SMRG1_6990.2, SMRG1_6990.1	T265_01597
OG0003630	SMRG1_35930.1	T265_00552
OG0003631	SMRG1_79100.1, SMRG1_79100.2	T265_05474
OG0003632	SMRG1_65010.1, SMRG1_65010.2	T265_01555
OG0003633	SMRG1_53830.1	T265_00479
OG0003634	SMRG1_78490.3, SMRG1_78490.1, SMRG1_78490.2, SMRG1_78490.4	T265_13087
OG0003635	SMRG1_77070.1	T265_15443, T265_02172, T265_03007, T265_06156
OG0003636	SMRG1_74480.2, SMRG1_74480.1	T265_14928
OG0003637	SMRG1_68040.1	T265_15655
OG0003638	SMRG1_54540.1	T265_05106
OG0003639	SMRG1_54550.1, SMRG1_54550.2	T265_05104, T265_16000
OG0003640	SMRG1_4560.1, SMRG1_4560.2, SMRG1_4560.3	T265_01012
OG0003641	SMRG1_76240.1	T265_02862
OG0003642	SMRG1_57060.1	T265_12743, T265_01199
OG0003643	SMRG1_73040.1	T265_00281
OG0003645	SMRG1_47750.1	T265_00160, T265_00162
OG0003646	SMRG1_54050.1	T265_03853
OG0003647	SMRG1_14830.1	T265_11848, T265_15568
OG0003648	SMRG1_9590.1	T265_10268
OG0003649	SMRG1_38570.1	T265_00575
OG0003650	SMRG1_14890.1	T265_15117
OG0003651	SMRG1_51220.1, SMRG1_51220.2, SMRG1_51220.3	T265_13683
OG0003652	SMRG1_54660.1, SMRG1_54670.1	T265_00794, T265_12637
OG0003653	SMRG1_39840.1, SMRG1_39830.1	T265_02615
OG0003654	SMRG1_67160.1	T265_08494
OG0003655	SMRG1_30190.1	T265_05208
OG0003656	SMRG1_72480.1, SMRG1_72480.2, SMRG1_72480.3	T265_03290
OG0003657	SMRG1_3430.1, SMRG1_3420.1	T265_11037
OG0003658	SMRG1_73060.1	T265_07445
OG0003659	SMRG1_78970.1	T265_02794
OG0003660	SMRG1_72670.1, SMRG1_72660.1, SMRG1_72670.2	T265_00788, T265_02325
OG0003661	SMRG1_52600.1	T265_00438
OG0003662	SMRG1_44180.1	T265_11677
OG0003663	SMRG1_70710.4, SMRG1_70710.3, SMRG1_70710.1, SMRG1_70710.2	T265_15278
OG0003665	SMRG1_73180.1, SMRG1_73180.2, SMRG1_73180.3	T265_12643, T265_12644
OG0003666	SMRG1_58330.1	T265_08460, T265_13632
OG0003668	SMRG1_54460.1	T265_03603
OG0003669	SMRG1_55540.1, SMRG1_55540.2	T265_00288
OG0003670	SMRG1_63000.1	T265_08934
OG0003671	SMRG1_76220.1	T265_01972
OG0003672	SMRG1_95350.1	T265_14717
OG0003674	SMRG1_34140.1, SMRG1_34140.2	T265_13658, T265_04998
OG0003676	SMRG1_95410.1	T265_16358, T265_11520, T265_16124
OG0003677	SMRG1_80010.1	T265_09034
OG0003678	SMRG1_31300.1, SMRG1_31310.1	T265_10342
OG0003679	SMRG1_45150.1, SMRG1_45150.2	T265_11802
OG0003680	SMRG1_37460.1	T265_02876
OG0003681	SMRG1_88210.1	T265_09754
OG0003683	SMRG1_8930.1, SMRG1_8930.2	T265_06872
OG0003684	SMRG1_29840.1	T265_15486
OG0003685	SMRG1_38230.1, SMRG1_38230.2, SMRG1_38230.3	T265_04088
OG0003686	SMRG1_92190.1, SMRG1_92190.2, SMRG1_92190.3	T265_04768
OG0003687	SMRG1_88380.1	T265_08327
OG0003688	SMRG1_97840.1, SMRG1_82930.1, SMRG1_82930.2	T265_01680
OG0003689	SMRG1_63110.1	T265_15525, T265_11754
OG0003690	SMRG1_55610.1	T265_11143, T265_15936
OG0003691	SMRG1_97270.2, SMRG1_97270.3, SMRG1_97270.1	T265_05651
OG0003692	SMRG1_38330.1	T265_08242
OG0003693	SMRG1_53770.1	T265_08095
OG0003694	SMRG1_23900.1, SMRG1_23900.2	T265_07501
OG0003695	SMRG1_65400.1, SMRG1_65400.3, SMRG1_65400.2	T265_09288
OG0003696	SMRG1_70480.1	T265_00034
OG0003697	SMRG1_440.1	T265_06827, T265_14149
OG0003698	SMRG1_32940.1	T265_15116
OG0003699	SMRG1_32480.1	T265_07037
OG0003700	SMRG1_46850.2, SMRG1_46850.3, SMRG1_46850.1	T265_10146
OG0003701	SMRG1_81790.1, SMRG1_81790.2	T265_01634
OG0003703	SMRG1_11690.1, SMRG1_11690.3, SMRG1_11690.2	T265_07221, T265_16143
OG0003704	SMRG1_33510.1, SMRG1_33510.3, SMRG1_33510.2	T265_06510
OG0003705	SMRG1_34450.1	T265_07049
OG0003706	SMRG1_92390.1, SMRG1_92390.2	T265_04171
OG0003707	SMRG1_4640.1, SMRG1_4640.2	T265_15364
OG0003708	SMRG1_59300.1	T265_07688
OG0003709	SMRG1_1960.1	T265_04308, T265_04657, T265_14395
OG0003710	SMRG1_33570.1	T265_13051
OG0003711	SMRG1_67700.1	T265_05157
OG0003712	SMRG1_17260.1	T265_13695
OG0003713	SMRG1_88310.1	T265_07311
OG0003715	SMRG1_25730.1, SMRG1_25730.2	T265_13324
OG0003717	SMRG1_73530.1, SMRG1_73530.2	T265_14734
OG0003718	SMRG1_78160.1	T265_13675
OG0003719	SMRG1_50700.1, SMRG1_50700.2, SMRG1_50700.3	T265_09180
OG0003720	SMRG1_61000.1, SMRG1_61000.2	T265_06792
OG0003721	SMRG1_93110.1, SMRG1_93110.2, SMRG1_93110.3, SMRG1_93250.1	T265_02624
OG0003723	SMRG1_94090.1	T265_07088
OG0003724	SMRG1_19060.1	T265_09063
OG0003725	SMRG1_5390.1, SMRG1_5390.2	T265_09685
OG0003726	SMRG1_54920.1	T265_03314
OG0003727	SMRG1_29100.1, SMRG1_29100.2, SMRG1_29100.3	T265_10556
OG0003728	SMRG1_19590.1	T265_02271
OG0003729	SMRG1_8750.1	T265_10965
OG0003730	SMRG1_50480.1	T265_14130
OG0003731	SMRG1_83490.1	T265_13642
OG0003732	SMRG1_82340.1	T265_13560
OG0003733	SMRG1_6930.1	T265_01595
OG0003734	SMRG1_3560.1	T265_09564
OG0003735	SMRG1_4850.1	T265_06408
OG0003736	SMRG1_68740.1	T265_12784
OG0003737	SMRG1_250.1, SMRG1_250.3, SMRG1_250.2	T265_14236, T265_15927
OG0003738	SMRG1_44050.1, SMRG1_44050.2	T265_05054
OG0003739	SMRG1_50440.1	T265_15441
OG0003740	SMRG1_27100.1, SMRG1_27100.2	T265_12173, T265_02122, T265_16241
OG0003742	SMRG1_61420.1	T265_00182
OG0003743	SMRG1_64530.1	T265_01139
OG0003744	SMRG1_31420.3, SMRG1_31420.1, SMRG1_31420.2	T265_08995
OG0003745	SMRG1_30880.1, SMRG1_30880.2, SMRG1_30880.4, SMRG1_30880.3	T265_08231
OG0003746	SMRG1_3460.1	T265_15392
OG0003747	SMRG1_24900.1	T265_02110
OG0003748	SMRG1_3310.1, SMRG1_3310.2	T265_06307
OG0003749	SMRG1_20100.1, SMRG1_20100.2, SMRG1_20100.3	T265_02264
OG0003750	SMRG1_79970.1, SMRG1_79970.2	T265_03282
OG0003751	SMRG1_86630.1, SMRG1_86630.3, SMRG1_86630.5, SMRG1_86630.2, SMRG1_86630.4, SMRG1_86630.6	T265_03402
OG0003752	SMRG1_34440.1, SMRG1_34440.2	T265_08865
OG0003754	SMRG1_81340.1, SMRG1_81340.2, SMRG1_81340.3, SMRG1_81340.4, SMRG1_81340.5, SMRG1_81340.6	T265_07808
OG0003755	SMRG1_2130.1, SMRG1_2130.2	T265_06436
OG0003756	SMRG1_92060.1, SMRG1_92060.3, SMRG1_92060.4, SMRG1_92060.2, SMRG1_92060.5	T265_08406
OG0003757	SMRG1_41730.1, SMRG1_41730.2	T265_03497
OG0003759	SMRG1_69620.3, SMRG1_69620.5, SMRG1_69620.1, SMRG1_69620.2, SMRG1_69620.4	T265_05181
OG0003760	SMRG1_41920.2, SMRG1_41920.4, SMRG1_41920.1, SMRG1_41920.3	T265_10848, T265_05509, T265_09336
OG0003761	SMRG1_50540.1, SMRG1_50540.2	T265_08834
OG0003762	SMRG1_89450.1	T265_11768
OG0003763	SMRG1_41610.1	T265_02568
OG0003764	SMRG1_39200.1	T265_02610
OG0003766	SMRG1_47340.1, SMRG1_47340.2	T265_09173
OG0003767	SMRG1_45560.1, SMRG1_60650.1, SMRG1_45530.1	T265_00597
OG0003768	SMRG1_710.1	T265_15091
OG0003769	SMRG1_25210.1, SMRG1_25210.2	T265_05416
OG0003770	SMRG1_71210.1	T265_03594
OG0003771	SMRG1_6430.1	T265_15770, T265_15771
OG0003772	SMRG1_48770.2, SMRG1_48770.3, SMRG1_48770.1	T265_00071
OG0003773	SMRG1_89340.1	T265_07529, T265_07530
OG0003774	SMRG1_72940.3, SMRG1_72940.2, SMRG1_72940.1	T265_01329
OG0003775	SMRG1_72400.1	T265_09155, T265_08355
OG0003776	SMRG1_7310.1, SMRG1_7310.2	T265_14561
OG0003777	SMRG1_58670.1, SMRG1_58670.3, SMRG1_58670.2	T265_01583
OG0003778	SMRG1_94080.1	T265_07089
OG0003779	SMRG1_13160.3, SMRG1_13160.4, SMRG1_13160.1, SMRG1_13160.2	T265_05531
OG0003780	SMRG1_67200.1, SMRG1_67200.2	T265_13360
OG0003781	SMRG1_26350.1	T265_04246
OG0003782	SMRG1_50980.1	T265_06846
OG0003783	SMRG1_46580.1, SMRG1_46580.2	T265_12559
OG0003784	SMRG1_46730.1	T265_00146, T265_12352, T265_15752
OG0003785	SMRG1_45110.1	T265_04718
OG0003786	SMRG1_64250.1, SMRG1_64250.2	T265_01448
OG0003787	SMRG1_20890.1	T265_10458, T265_11182
OG0003788	SMRG1_71810.1	T265_11551
OG0003789	SMRG1_7610.1	T265_11782
OG0003790	SMRG1_29890.5, SMRG1_29890.1, SMRG1_29890.2, SMRG1_29890.4, SMRG1_29890.3	T265_07338
OG0003791	SMRG1_46970.1, SMRG1_46970.2, SMRG1_46970.3	T265_13215
OG0003792	SMRG1_55940.1	T265_07300
OG0003794	SMRG1_86700.1	T265_07116
OG0003795	SMRG1_1580.1, SMRG1_1580.2, SMRG1_1570.1, SMRG1_1570.2	T265_08168
OG0003796	SMRG1_66110.1	T265_11530, T265_11441, T265_11529
OG0003797	SMRG1_76360.1	T265_13903
OG0003798	SMRG1_14580.1	T265_09175
OG0003799	SMRG1_82510.1, SMRG1_82510.2, SMRG1_82510.3	T265_02377
OG0003800	SMRG1_23430.1, SMRG1_23430.2, SMRG1_23430.3, SMRG1_23430.4	T265_05983
OG0003801	SMRG1_53740.1	T265_08096
OG0003802	SMRG1_78840.1	T265_03294
OG0003803	SMRG1_9640.1	T265_09049
OG0003804	SMRG1_14870.1	T265_12924
OG0003805	SMRG1_920.1	T265_00258
OG0003806	SMRG1_7470.1	T265_00275
OG0003807	SMRG1_37140.2, SMRG1_37140.1	T265_15782
OG0003809	SMRG1_72420.1, SMRG1_72430.1	T265_02345
OG0003814	SMRG1_82970.2, SMRG1_82970.1, SMRG1_82970.3	T265_06383
OG0003827	SMRG1_30050.1	T265_13331
OG0003828	SMRG1_37710.1	T265_02993, T265_03636, T265_02995, T265_03637
OG0003829	SMRG1_6880.1, SMRG1_6880.3, SMRG1_6880.2	T265_10436
OG0003830	SMRG1_10910.1	T265_09055
OG0003831	SMRG1_96900.1, SMRG1_96900.2, SMRG1_96900.3	T265_11014, T265_11015
OG0003832	SMRG1_96870.1	T265_10860
OG0003834	SMRG1_2920.1, SMRG1_2920.2, SMRG1_2920.3	T265_05544
OG0003835	SMRG1_15400.1, SMRG1_15400.2	T265_11735
OG0003836	SMRG1_30030.1	T265_08888
OG0003837	SMRG1_40360.1, SMRG1_40360.2, SMRG1_40360.3	T265_06035, T265_09723
OG0003838	SMRG1_13510.1	T265_07776
OG0003839	SMRG1_11410.1	T265_05240
OG0003840	SMRG1_41540.1, SMRG1_41570.1	T265_14592
OG0003842	SMRG1_30330.1, SMRG1_30330.2	T265_15056, T265_08637, T265_08638
OG0003843	SMRG1_7870.1, SMRG1_7870.2	T265_14168
OG0003844	SMRG1_33030.1, SMRG1_33030.4, SMRG1_33030.5, SMRG1_33030.2, SMRG1_33030.3	T265_00713
OG0003845	SMRG1_93130.3, SMRG1_93130.1, SMRG1_93130.2	T265_02625
OG0003847	SMRG1_62210.1	T265_10563
OG0003848	SMRG1_86610.1, SMRG1_86610.2	T265_07131
OG0003849	SMRG1_19250.1, SMRG1_19250.2, SMRG1_19250.5, SMRG1_19250.3, SMRG1_19250.4	T265_15329
OG0003850	SMRG1_29540.1, SMRG1_29540.2	T265_00751
OG0003851	SMRG1_63420.1, SMRG1_63430.1	T265_05837, T265_13888
OG0003852	SMRG1_94780.1	T265_14491
OG0003853	SMRG1_97540.3, SMRG1_97540.1, SMRG1_97540.2	T265_08362
