Orthogroup	schistosoma_margrebowiei	schistosoma_rodhaini
OG0001878	SMRG1_57140.1	SRDH2_58090.3, SRDH2_58090.4, SRDH2_58090.5, SRDH2_58090.1, SRDH2_58090.2
OG0001879	SMRG1_26470.1, SMRG1_26470.2, SMRG1_26470.3	SRDH2_26830.1
OG0001880	SMRG1_19010.1, SMRG1_19010.2	SRDH2_19960.1
OG0001881	SMRG1_61880.3, SMRG1_61880.6, SMRG1_61880.5, SMRG1_61880.2, SMRG1_61880.1, SMRG1_61880.4	SRDH2_60570.2, SRDH2_60570.1
OG0001882	SMRG1_74900.1	SRDH2_76120.1, SRDH2_76120.2, SRDH2_76120.3, SRDH2_76120.4, SRDH2_76120.5
OG0001883	SMRG1_3250.5, SMRG1_3250.2, SMRG1_3250.1, SMRG1_3250.3, SMRG1_3250.4	SRDH2_3430.1
OG0001884	SMRG1_89120.4, SMRG1_89120.2, SMRG1_89120.5, SMRG1_89120.1, SMRG1_89120.3	SRDH2_90890.2, SRDH2_90890.1, SRDH2_90890.3
OG0001885	SMRG1_12670.1, SMRG1_12670.4, SMRG1_12670.2, SMRG1_12670.3	SRDH2_15130.1, SRDH2_15130.2, SRDH2_15130.3, SRDH2_15130.4
OG0001886	SMRG1_73330.2, SMRG1_73330.4, SMRG1_73330.1, SMRG1_73330.3	SRDH2_72960.1
OG0001887	SMRG1_63240.2, SMRG1_63240.1	SRDH2_64230.4, SRDH2_64230.3, SRDH2_64230.2, SRDH2_64230.1, SRDH2_64230.7, SRDH2_64230.5, SRDH2_64230.6
OG0001888	SMRG1_67280.4, SMRG1_67280.1, SMRG1_67280.3, SMRG1_67280.2, SMRG1_67280.5	SRDH2_69450.1, SRDH2_69450.2
OG0001889	SMRG1_85290.4, SMRG1_85290.3, SMRG1_85290.1, SMRG1_85290.2, SMRG1_85290.5, SMRG1_85290.6	SRDH2_86970.1
OG0001890	SMRG1_48280.2, SMRG1_48280.4, SMRG1_48280.3, SMRG1_48280.1	SRDH2_48410.1, SRDH2_48410.2, SRDH2_48410.3
OG0001891	SMRG1_92760.1	SRDH2_94620.1, SRDH2_94630.1, SRDH2_94640.1, SRDH2_94610.1
OG0001891	SMRG1_93640.1, SMRG1_93640.4, SMRG1_93640.3, SMRG1_93640.2, SMRG1_93640.5	SRDH2_95340.1
OG0001892	SMRG1_79140.1	SRDH2_80610.4, SRDH2_80610.5, SRDH2_80610.6, SRDH2_80610.7, SRDH2_80610.8, SRDH2_80610.1, SRDH2_80610.2, SRDH2_80610.3
OG0001893	SMRG1_33760.1	SRDH2_35660.1
OG0001894	SMRG1_82780.1, SMRG1_82780.2, SMRG1_82780.3, SMRG1_82780.4	SRDH2_84260.1
OG0001895	SMRG1_44610.1	SRDH2_44620.1, SRDH2_44620.2
OG0001896	SMRG1_30940.1	SRDH2_31210.11, SRDH2_31210.1, SRDH2_31210.10, SRDH2_31210.8, SRDH2_31210.2, SRDH2_31210.6, SRDH2_31210.9, SRDH2_31210.3, SRDH2_31210.4, SRDH2_31210.5, SRDH2_31210.7
OG0001897	SMRG1_78680.1	SRDH2_80120.1, SRDH2_80120.2, SRDH2_80120.3, SRDH2_80120.4, SRDH2_80120.5
OG0001898	SMRG1_58420.3, SMRG1_58420.1, SMRG1_58420.2	SRDH2_59290.2, SRDH2_59290.5, SRDH2_59290.6, SRDH2_59290.8, SRDH2_59290.1, SRDH2_59290.9, SRDH2_59290.7, SRDH2_59290.3, SRDH2_59290.4
OG0001899	SMRG1_39020.1	SRDH2_39120.1, SRDH2_39120.2, SRDH2_39120.4, SRDH2_39120.6, SRDH2_39120.5, SRDH2_39120.3, SRDH2_39120.9, SRDH2_39120.7, SRDH2_39120.8
OG0001900	SMRG1_75240.1, SMRG1_75240.2	SRDH2_76470.5, SRDH2_76470.2, SRDH2_76470.6, SRDH2_76470.1, SRDH2_76470.3, SRDH2_76470.4
OG0001901	SMRG1_30290.3, SMRG1_30290.1, SMRG1_30290.2	SRDH2_30620.1
OG0001902	SMRG1_39000.5, SMRG1_39000.4, SMRG1_39000.1, SMRG1_39000.3, SMRG1_39000.2	SRDH2_39100.2, SRDH2_39100.5, SRDH2_39100.6, SRDH2_39100.1, SRDH2_39100.3, SRDH2_39100.4
OG0001903	SMRG1_85470.1, SMRG1_85470.2, SMRG1_85470.3, SMRG1_85470.4	SRDH2_87430.1
OG0001904	SMRG1_13240.1, SMRG1_13240.7, SMRG1_13240.3, SMRG1_13240.6, SMRG1_13240.4, SMRG1_13240.5, SMRG1_13240.2	SRDH2_12820.3, SRDH2_12820.4, SRDH2_12820.5, SRDH2_12820.1, SRDH2_12820.2
OG0001905	SMRG1_59030.3, SMRG1_59030.4, SMRG1_59030.1, SMRG1_59030.2	SRDH2_60200.1
OG0001906	SMRG1_29450.1, SMRG1_29450.2	SRDH2_29750.1
OG0001907	SMRG1_6560.3, SMRG1_6560.4, SMRG1_6560.2, SMRG1_6560.1	SRDH2_6920.5, SRDH2_6920.2, SRDH2_6920.4, SRDH2_6920.1, SRDH2_6920.3, SRDH2_6910.1
OG0001908	SMRG1_65590.1, SMRG1_65580.1	SRDH2_67360.1, SRDH2_67340.1, SRDH2_67330.1, SRDH2_67350.1, SRDH2_67320.1
OG0001909	SMRG1_96640.1	SRDH2_98710.1
OG0001910	SMRG1_38550.1, SMRG1_38550.2	SRDH2_38640.1, SRDH2_38640.4, SRDH2_38640.2, SRDH2_38640.3
OG0001911	SMRG1_54000.1	SRDH2_54370.3, SRDH2_54370.1, SRDH2_54370.2
OG0001912	SMRG1_80430.1	SRDH2_82080.1
OG0001913	SMRG1_73960.1, SMRG1_73960.2	SRDH2_75180.1
OG0001914	SMRG1_60010.1, SMRG1_60010.2, SMRG1_60010.3	SRDH2_62340.3, SRDH2_62340.5, SRDH2_62340.6, SRDH2_62340.4, SRDH2_62340.1, SRDH2_62340.2
OG0001915	SMRG1_83830.1	SRDH2_85380.1, SRDH2_85380.3, SRDH2_85380.2
OG0001916	SMRG1_20120.1, SMRG1_20120.2	SRDH2_23130.4, SRDH2_23130.1, SRDH2_23130.2, SRDH2_23130.3
OG0001917	SMRG1_7840.1	SRDH2_8460.1
OG0001918	SMRG1_46600.1	SRDH2_46940.1
OG0001919	SMRG1_68260.3, SMRG1_68260.1, SMRG1_68260.2	SRDH2_68430.2, SRDH2_68430.6, SRDH2_68430.8, SRDH2_68430.4, SRDH2_68430.3, SRDH2_68430.9, SRDH2_68430.5, SRDH2_68430.7, SRDH2_68430.1
OG0001920	SMRG1_7970.1, SMRG1_7970.2, SMRG1_7970.3	SRDH2_8580.1
OG0001921	SMRG1_39720.1	SRDH2_39840.5, SRDH2_39840.1, SRDH2_39840.2, SRDH2_39840.3, SRDH2_39840.4, SRDH2_39840.6, SRDH2_39840.7
OG0001922	SMRG1_58830.1, SMRG1_58830.2, SMRG1_58830.3	SRDH2_59950.2, SRDH2_59950.6, SRDH2_59950.1, SRDH2_59950.8, SRDH2_59950.4, SRDH2_59950.10, SRDH2_59950.11, SRDH2_59950.7, SRDH2_59950.9, SRDH2_59950.3, SRDH2_59950.5
OG0001923	SMRG1_6710.1, SMRG1_6710.2	SRDH2_7060.2, SRDH2_7060.3, SRDH2_7060.1, SRDH2_7060.6, SRDH2_7060.5, SRDH2_7060.4
OG0001924	SMRG1_55240.1, SMRG1_55240.2	SRDH2_55730.1
OG0001926	SMRG1_32950.1	SRDH2_34820.1, SRDH2_34820.2, SRDH2_34820.3
OG0001927	SMRG1_1400.4, SMRG1_1400.5, SMRG1_1400.6, SMRG1_1400.2, SMRG1_1400.7, SMRG1_1400.3, SMRG1_1400.1, SMRG1_1400.8	SRDH2_520.1, SRDH2_520.2, SRDH2_520.4, SRDH2_520.3
OG0001928	SMRG1_51410.1	SRDH2_51770.1, SRDH2_51770.2
OG0001929	SMRG1_73170.1, SMRG1_73170.2, SMRG1_73170.3	SRDH2_73190.1, SRDH2_73190.2, SRDH2_73190.4, SRDH2_73190.3
OG0001930	SMRG1_30220.1, SMRG1_30220.3, SMRG1_30220.2	SRDH2_30560.1
OG0001931	SMRG1_29440.1	SRDH2_29740.4, SRDH2_29740.3, SRDH2_29740.1, SRDH2_29740.2
OG0001932	SMRG1_65500.1, SMRG1_65500.2	SRDH2_67210.1
OG0001933	SMRG1_25770.3, SMRG1_25770.1, SMRG1_25770.2	SRDH2_26100.2, SRDH2_26100.12, SRDH2_26100.10, SRDH2_26100.11, SRDH2_26100.8, SRDH2_26100.4, SRDH2_26100.13, SRDH2_26100.6, SRDH2_26100.5, SRDH2_26100.1, SRDH2_26100.7, SRDH2_26100.3, SRDH2_26100.9
OG0001934	SMRG1_42840.1, SMRG1_42840.3, SMRG1_42840.4, SMRG1_42840.2, SMRG1_42840.6, SMRG1_42840.8, SMRG1_42840.5, SMRG1_42840.7	SRDH2_42840.1
OG0001935	SMRG1_11600.1, SMRG1_11600.2	SRDH2_13980.1
OG0001936	SMRG1_11230.1, SMRG1_11220.1	SRDH2_11890.1
OG0001937	SMRG1_17240.1, SMRG1_17240.2, SMRG1_17240.3, SMRG1_17240.4, SMRG1_17240.5	SRDH2_18250.1
OG0001938	SMRG1_6200.1, SMRG1_6210.1	SRDH2_6540.1
OG0001941	SMRG1_89380.1, SMRG1_89380.2, SMRG1_89380.3, SMRG1_89380.4	SRDH2_91170.1, SRDH2_91170.2, SRDH2_91170.4, SRDH2_91170.5, SRDH2_91170.3
OG0001942	SMRG1_28120.3, SMRG1_28120.1, SMRG1_28120.2, SMRG1_28120.4	SRDH2_28380.1, SRDH2_28380.2, SRDH2_28380.3
OG0001943	SMRG1_18450.1	SRDH2_19420.1, SRDH2_19420.2
OG0001944	SMRG1_69710.1, SMRG1_69710.2, SMRG1_69710.3	SRDH2_70150.2, SRDH2_70150.5, SRDH2_70150.1, SRDH2_70150.6, SRDH2_70150.3, SRDH2_70150.4
OG0001945	SMRG1_97230.1, SMRG1_97230.2	SRDH2_99340.1
OG0001946	SMRG1_30320.1, SMRG1_30320.2, SMRG1_30320.3	SRDH2_30650.1, SRDH2_30650.4, SRDH2_30650.3, SRDH2_30650.5, SRDH2_30650.2
OG0001948	SMRG1_89290.1, SMRG1_89290.2, SMRG1_89290.3, SMRG1_89290.4	SRDH2_91080.1, SRDH2_91080.2
OG0001949	SMRG1_95450.1	SRDH2_97460.3, SRDH2_97460.4, SRDH2_97460.1, SRDH2_97460.2
OG0001950	SMRG1_84750.2, SMRG1_84750.1, SMRG1_84750.3	SRDH2_86590.13, SRDH2_86590.11, SRDH2_86590.10, SRDH2_86590.9, SRDH2_86590.6, SRDH2_86590.8, SRDH2_86590.5, SRDH2_86590.7, SRDH2_86590.3, SRDH2_86590.4, SRDH2_86590.1, SRDH2_86590.2, SRDH2_86590.12
OG0001951	SMRG1_5990.1, SMRG1_5990.3, SMRG1_5990.4, SMRG1_5990.2	SRDH2_6390.1
OG0001952	SMRG1_46270.1, SMRG1_46270.2, SMRG1_46270.3, SMRG1_46270.4	SRDH2_46520.5, SRDH2_46520.4, SRDH2_46520.1, SRDH2_46520.2, SRDH2_46520.3
OG0001953	SMRG1_32360.1, SMRG1_32360.2	SRDH2_36290.1, SRDH2_36290.4, SRDH2_36290.6, SRDH2_36290.7, SRDH2_36290.2, SRDH2_36290.3, SRDH2_36290.5
OG0001954	SMRG1_14760.1, SMRG1_14760.2	SRDH2_15840.1, SRDH2_15840.4, SRDH2_15840.5, SRDH2_15840.2, SRDH2_15840.6, SRDH2_15840.3
OG0001956	SMRG1_76540.1	SRDH2_77800.1
OG0001957	SMRG1_14620.2, SMRG1_14620.3, SMRG1_14620.4, SMRG1_14620.1	SRDH2_15690.1, SRDH2_15690.2
OG0001958	SMRG1_63470.1	SRDH2_64440.1, SRDH2_64440.2, SRDH2_64440.3, SRDH2_64440.5, SRDH2_64440.6, SRDH2_64440.7, SRDH2_64440.4
OG0001959	SMRG1_30620.2, SMRG1_30620.3, SMRG1_30620.1	SRDH2_30920.1, SRDH2_30920.2, SRDH2_30920.4, SRDH2_30920.3, SRDH2_30920.5
OG0001960	SMRG1_29270.1	SRDH2_29530.1, SRDH2_29530.2, SRDH2_29530.4, SRDH2_29530.3, SRDH2_29530.5
OG0001961	SMRG1_69550.1, SMRG1_69550.2, SMRG1_69550.3	SRDH2_70000.1
OG0001962	SMRG1_21240.2, SMRG1_21240.1, SMRG1_21240.3	SRDH2_21130.3, SRDH2_21130.5, SRDH2_21130.1, SRDH2_21130.4, SRDH2_21130.7, SRDH2_21130.6, SRDH2_21130.2
OG0001963	SMRG1_26050.1	SRDH2_26410.2, SRDH2_26410.1, SRDH2_26410.4, SRDH2_26410.3, SRDH2_26410.6, SRDH2_26410.5
OG0001964	SMRG1_89230.1	SRDH2_91010.1
OG0001965	SMRG1_84800.1	SRDH2_86630.10, SRDH2_86630.13, SRDH2_86630.12, SRDH2_86630.11, SRDH2_86630.1, SRDH2_86630.6, SRDH2_86630.7, SRDH2_86630.5, SRDH2_86630.3, SRDH2_86630.4, SRDH2_86630.8, SRDH2_86630.2, SRDH2_86630.9
OG0001966	SMRG1_6950.1	SRDH2_7400.1, SRDH2_7400.4, SRDH2_7400.2, SRDH2_7400.3, SRDH2_7420.1
OG0001967	SMRG1_96910.1	SRDH2_99010.2, SRDH2_99010.1, SRDH2_99010.4, SRDH2_99010.3
OG0001968	SMRG1_31550.1, SMRG1_31550.2, SMRG1_31550.3	SRDH2_37050.6, SRDH2_37050.5, SRDH2_37050.3, SRDH2_37050.2, SRDH2_37050.1, SRDH2_37050.4
OG0001969	SMRG1_29800.1	SRDH2_30090.4, SRDH2_30090.3, SRDH2_30090.1, SRDH2_30090.2, SRDH2_30090.5, SRDH2_30090.6
OG0001970	SMRG1_37530.1, SMRG1_37530.2	SRDH2_37520.1
OG0001971	SMRG1_60310.1	SRDH2_62040.1, SRDH2_62040.2, SRDH2_62040.3
OG0001972	SMRG1_66950.1	SRDH2_69800.4, SRDH2_69800.5, SRDH2_69800.1, SRDH2_69800.3, SRDH2_69800.6, SRDH2_69800.2
OG0001973	SMRG1_58660.1	SRDH2_59610.1, SRDH2_59630.1, SRDH2_59420.1
OG0001974	SMRG1_47910.1, SMRG1_47910.2, SMRG1_47910.4, SMRG1_47910.5, SMRG1_47910.3, SMRG1_47910.6, SMRG1_47910.7	SRDH2_48030.1
OG0001975	SMRG1_50610.5, SMRG1_50610.1, SMRG1_50610.2, SMRG1_50610.4, SMRG1_50610.3	SRDH2_50700.1, SRDH2_50700.2, SRDH2_50700.3, SRDH2_50700.5, SRDH2_50700.4
OG0001976	SMRG1_3900.3, SMRG1_3900.4, SMRG1_3900.2, SMRG1_3900.1	SRDH2_4100.1, SRDH2_4100.2, SRDH2_102460.4, SRDH2_102460.3, SRDH2_102460.2, SRDH2_102460.1
OG0001977	SMRG1_92310.1, SMRG1_92310.2, SMRG1_92310.3, SMRG1_92310.4	SRDH2_93990.2, SRDH2_93990.1
OG0001978	SMRG1_79730.1, SMRG1_79730.3, SMRG1_79730.2, SMRG1_79730.4	SRDH2_81270.1, SRDH2_81270.4, SRDH2_81270.5, SRDH2_81270.3, SRDH2_81270.2
OG0001979	SMRG1_51860.1	SRDH2_52230.1
OG0001980	SMRG1_62670.1, SMRG1_62670.2	SRDH2_63680.1, SRDH2_63680.2, SRDH2_63680.3, SRDH2_63680.4
OG0001981	SMRG1_42440.1, SMRG1_42440.2	SRDH2_42480.1, SRDH2_42470.1
OG0001982	SMRG1_34800.11, SMRG1_34800.3, SMRG1_34800.10, SMRG1_34800.4, SMRG1_34800.1, SMRG1_34800.6, SMRG1_34800.9, SMRG1_34800.2, SMRG1_34800.5, SMRG1_34800.7, SMRG1_34800.8	SRDH2_32320.1
OG0001983	SMRG1_84810.1	SRDH2_86640.1, SRDH2_86640.4, SRDH2_86640.5, SRDH2_86640.7, SRDH2_86640.9, SRDH2_86640.2, SRDH2_86640.3, SRDH2_86640.6, SRDH2_86640.8
OG0001984	SMRG1_89640.1, SMRG1_89640.3, SMRG1_89640.2	SRDH2_91430.1
OG0001985	SMRG1_38870.1, SMRG1_38870.2	SRDH2_38970.1
OG0001986	SMRG1_53550.1, SMRG1_53550.2	SRDH2_53100.1
OG0001987	SMRG1_38810.1, SMRG1_38810.2	SRDH2_38920.1
OG0001988	SMRG1_61460.1	SRDH2_60970.1
OG0001989	SMRG1_10140.1	SRDH2_10890.4, SRDH2_10890.3, SRDH2_10890.5, SRDH2_10890.1, SRDH2_10890.6, SRDH2_10890.2
OG0001990	SMRG1_50340.1	SRDH2_50420.1
OG0001991	SMRG1_14590.1	SRDH2_15660.5, SRDH2_15660.6, SRDH2_15660.1, SRDH2_15660.2, SRDH2_15660.3, SRDH2_15660.4, SRDH2_15660.7
OG0001992	SMRG1_48410.1	SRDH2_48550.1
OG0001993	SMRG1_75740.1, SMRG1_75740.2, SMRG1_75740.3, SMRG1_75740.4	SRDH2_77000.1
OG0001994	SMRG1_20960.5, SMRG1_20960.3, SMRG1_20960.6, SMRG1_20960.7, SMRG1_20960.4, SMRG1_20960.2, SMRG1_20960.1	SRDH2_21340.1
OG0001995	SMRG1_95420.1	SRDH2_97430.1, SRDH2_97430.3, SRDH2_97430.2
OG0001996	SMRG1_84010.1	SRDH2_85600.1
OG0001996	SMRG1_84020.1	SRDH2_85610.1
OG0001998	SMRG1_92530.1	SRDH2_94210.1
OG0001999	SMRG1_50460.1	SRDH2_50540.1, SRDH2_50540.6, SRDH2_50540.7, SRDH2_50540.2, SRDH2_50540.3, SRDH2_50540.5, SRDH2_50540.4, SRDH2_50540.10, SRDH2_50540.8, SRDH2_50540.9, SRDH2_50540.11, SRDH2_50540.12, SRDH2_50540.13, SRDH2_50540.14, SRDH2_50540.15
OG0002000	SMRG1_8770.5, SMRG1_8770.1, SMRG1_8770.3, SMRG1_8770.4, SMRG1_8770.6, SMRG1_8770.2	SRDH2_9370.1
OG0002001	SMRG1_13330.1, SMRG1_13330.2, SMRG1_13330.3	SRDH2_13030.1
OG0002002	SMRG1_36020.1	SRDH2_33480.1, SRDH2_33480.3, SRDH2_33480.4, SRDH2_33480.2
OG0002003	SMRG1_50420.1	SRDH2_50500.1, SRDH2_50500.2, SRDH2_50500.3
OG0002004	SMRG1_4360.2, SMRG1_4360.1	SRDH2_4600.3, SRDH2_4600.4, SRDH2_4600.5, SRDH2_4600.1, SRDH2_4600.2
OG0002005	SMRG1_56330.1, SMRG1_56330.2, SMRG1_56330.3, SMRG1_56330.4, SMRG1_56330.5	SRDH2_57430.4, SRDH2_57430.5, SRDH2_57430.2, SRDH2_57430.1, SRDH2_57430.3
OG0002006	SMRG1_75600.1, SMRG1_75600.2	SRDH2_76810.1
OG0002007	SMRG1_68950.1, SMRG1_68960.1	SRDH2_70990.1, SRDH2_70980.1
OG0002008	SMRG1_62590.1, SMRG1_62590.2, SMRG1_62590.3	SRDH2_63580.1
OG0002009	SMRG1_33870.1, SMRG1_33870.2	SRDH2_35770.1, SRDH2_35770.2, SRDH2_35770.3, SRDH2_35770.4, SRDH2_35770.5, SRDH2_35770.6, SRDH2_35770.7
OG0002010	SMRG1_52470.1, SMRG1_52470.2	SRDH2_54150.2, SRDH2_54150.3, SRDH2_54150.4, SRDH2_54150.1
OG0002011	SMRG1_76280.1, SMRG1_76280.2	SRDH2_77530.4, SRDH2_77530.1, SRDH2_77530.3, SRDH2_77530.2, SRDH2_77530.5
OG0002012	SMRG1_8940.1	SRDH2_9580.1
OG0002012	SMRG1_8900.1	SRDH2_9520.3, SRDH2_9520.4, SRDH2_9520.1, SRDH2_9520.5, SRDH2_9520.7, SRDH2_9520.2, SRDH2_9520.6
OG0002013	SMRG1_51850.1	SRDH2_52220.1
OG0002014	SMRG1_64700.1, SMRG1_64700.2, SMRG1_64700.4, SMRG1_64700.3	SRDH2_13730.1, SRDH2_13720.1, SRDH2_65710.1
OG0002015	SMRG1_88260.1, SMRG1_88260.3, SMRG1_88260.2	SRDH2_90190.1
OG0002016	SMRG1_63210.1, SMRG1_63210.2	SRDH2_64210.1, SRDH2_64210.8, SRDH2_64210.2, SRDH2_64210.3, SRDH2_64210.7, SRDH2_64210.5, SRDH2_64210.4, SRDH2_64210.6
OG0002017	SMRG1_65920.1, SMRG1_65920.2, SMRG1_65920.4, SMRG1_65920.5, SMRG1_65920.6, SMRG1_65920.3	SRDH2_65830.1, SRDH2_65830.2, SRDH2_65830.3, SRDH2_65830.4, SRDH2_65830.5
OG0002018	SMRG1_72000.1	SRDH2_74490.1
OG0002019	SMRG1_73550.2, SMRG1_73550.1, SMRG1_73550.3	SRDH2_72750.5, SRDH2_72750.7, SRDH2_72750.10, SRDH2_72750.9, SRDH2_72750.1, SRDH2_72750.11, SRDH2_72750.8, SRDH2_72750.4, SRDH2_72750.3, SRDH2_72750.2, SRDH2_72750.6
OG0002020	SMRG1_66370.1	SRDH2_66290.1
OG0002021	SMRG1_71290.3, SMRG1_71290.1, SMRG1_71290.4, SMRG1_71290.2, SMRG1_71290.5	SRDH2_73710.1
OG0002023	SMRG1_68180.3, SMRG1_68180.1, SMRG1_68180.2	SRDH2_68510.2, SRDH2_68510.1
OG0002024	SMRG1_24260.1, SMRG1_24260.2	SRDH2_24630.1, SRDH2_24630.2, SRDH2_24630.3, SRDH2_24630.4
OG0002025	SMRG1_63190.1, SMRG1_63190.2	SRDH2_64190.3, SRDH2_64190.4, SRDH2_64190.1, SRDH2_64190.2, SRDH2_64190.5
OG0002026	SMRG1_4650.1	SRDH2_4910.7, SRDH2_4910.8, SRDH2_4910.9, SRDH2_4910.3, SRDH2_4910.2, SRDH2_4910.1, SRDH2_4910.10, SRDH2_4910.6, SRDH2_4910.5, SRDH2_4910.4
OG0002027	SMRG1_86670.3, SMRG1_86670.1, SMRG1_86670.2	SRDH2_88460.4, SRDH2_88460.5, SRDH2_88460.6, SRDH2_88460.3, SRDH2_88460.7, SRDH2_88460.8, SRDH2_88460.2, SRDH2_88460.1
OG0002028	SMRG1_53280.1, SMRG1_53280.2	SRDH2_53350.3, SRDH2_53350.2, SRDH2_53350.1, SRDH2_53350.5, SRDH2_53350.4
OG0002029	SMRG1_32740.2, SMRG1_32740.5, SMRG1_32740.4, SMRG1_32740.1, SMRG1_32740.3	SRDH2_34620.2, SRDH2_34620.3, SRDH2_34620.4, SRDH2_34620.1
OG0002030	SMRG1_62740.2, SMRG1_62740.3, SMRG1_62740.1	SRDH2_63750.1, SRDH2_63750.3, SRDH2_63750.2
OG0002031	SMRG1_690.1	SRDH2_1840.2, SRDH2_1840.3, SRDH2_1840.1
OG0002032	SMRG1_94880.1	SRDH2_96860.1, SRDH2_96860.2, SRDH2_96860.3, SRDH2_96860.4
OG0002033	SMRG1_60560.1, SMRG1_60560.2	SRDH2_61790.5, SRDH2_61790.2, SRDH2_61790.6, SRDH2_61790.7, SRDH2_61790.3, SRDH2_61790.8, SRDH2_61790.1, SRDH2_61790.4
OG0002034	SMRG1_69920.3, SMRG1_69920.1, SMRG1_69920.2	SRDH2_66730.2, SRDH2_66730.3, SRDH2_66730.1
OG0002035	SMRG1_13410.1, SMRG1_13420.1	SRDH2_13180.1, SRDH2_13180.2
OG0002036	SMRG1_88410.1, SMRG1_88410.3, SMRG1_88410.2	SRDH2_90010.6, SRDH2_90010.10, SRDH2_90010.1, SRDH2_90010.8, SRDH2_90010.9, SRDH2_90010.2, SRDH2_90010.3, SRDH2_90010.4, SRDH2_90010.7, SRDH2_90010.5
OG0002037	SMRG1_55010.1	SRDH2_55420.2, SRDH2_55420.1
OG0002038	SMRG1_44080.1	SRDH2_44070.1
OG0002039	SMRG1_50550.1, SMRG1_50550.5, SMRG1_50550.4, SMRG1_50550.6, SMRG1_50550.10, SMRG1_50550.2, SMRG1_50550.3, SMRG1_50550.7, SMRG1_50550.9, SMRG1_50550.8	SRDH2_50630.1
OG0002040	SMRG1_2470.1	SRDH2_2790.5, SRDH2_2790.2, SRDH2_2790.3, SRDH2_2790.1, SRDH2_2790.4
OG0002041	SMRG1_75170.1	SRDH2_76400.1
OG0002042	SMRG1_13310.1, SMRG1_13310.2	SRDH2_13010.1, SRDH2_13010.2
OG0002043	SMRG1_63830.1, SMRG1_63830.2, SMRG1_63830.4, SMRG1_63830.5, SMRG1_63830.6, SMRG1_63830.8, SMRG1_63830.3, SMRG1_63830.7	SRDH2_64830.3, SRDH2_64830.1, SRDH2_64830.2
OG0002045	SMRG1_86320.2, SMRG1_86320.1, SMRG1_86320.3	SRDH2_88370.1
OG0002046	SMRG1_75490.1, SMRG1_75490.2	SRDH2_76700.1, SRDH2_76700.2
OG0002047	SMRG1_86080.2, SMRG1_86080.1, SMRG1_86080.3	SRDH2_87820.2, SRDH2_87820.3, SRDH2_87820.4, SRDH2_87820.5, SRDH2_87820.1, SRDH2_87820.8, SRDH2_87820.6, SRDH2_87820.7
OG0002048	SMRG1_15880.1	SRDH2_16820.1, SRDH2_16820.2
OG0002049	SMRG1_91850.1, SMRG1_91850.2, SMRG1_91850.3	SRDH2_92070.1
OG0002050	SMRG1_54500.2, SMRG1_54500.1	SRDH2_54850.1
OG0002051	SMRG1_30480.1, SMRG1_30480.2	SRDH2_30780.2, SRDH2_30780.1, SRDH2_30780.3
OG0002052	SMRG1_43570.1	SRDH2_43550.2, SRDH2_43550.1, SRDH2_43550.4, SRDH2_43550.6, SRDH2_43550.3, SRDH2_43550.5
OG0002053	SMRG1_77750.2, SMRG1_77750.4, SMRG1_77750.1, SMRG1_77750.3	SRDH2_79150.1
OG0002054	SMRG1_72470.1, SMRG1_72470.2	SRDH2_74930.1
OG0002055	SMRG1_58570.1	SRDH2_59750.2, SRDH2_59750.3, SRDH2_59750.4, SRDH2_59750.6, SRDH2_59750.10, SRDH2_59750.8, SRDH2_59750.1, SRDH2_59750.5, SRDH2_59750.7, SRDH2_59750.9
OG0002056	SMRG1_90830.1	SRDH2_93030.1, SRDH2_93030.2, SRDH2_93030.3, SRDH2_93030.4, SRDH2_93030.5, SRDH2_93020.1
OG0002057	SMRG1_50670.1, SMRG1_50670.3, SMRG1_50670.2, SMRG1_50670.4	SRDH2_50760.3, SRDH2_50760.2, SRDH2_50760.1
OG0002058	SMRG1_7770.1, SMRG1_7770.2, SMRG1_7770.3	SRDH2_8340.1, SRDH2_8340.2, SRDH2_8340.3, SRDH2_8340.4, SRDH2_8340.5, SRDH2_8340.6
OG0002059	SMRG1_44650.1	SRDH2_44660.1
OG0002060	SMRG1_7040.1, SMRG1_7040.2, SMRG1_7040.3	SRDH2_7530.1, SRDH2_7530.2
OG0002061	SMRG1_4480.1, SMRG1_4480.2	SRDH2_4720.1, SRDH2_4710.1, SRDH2_4710.2, SRDH2_4710.3, SRDH2_4710.4, SRDH2_4710.5
OG0002062	SMRG1_67890.1	SRDH2_68850.1
OG0002063	SMRG1_44720.1, SMRG1_44740.4, SMRG1_44740.1, SMRG1_44740.3, SMRG1_44740.2	SRDH2_44750.1
OG0002064	SMRG1_9630.4, SMRG1_9630.1, SMRG1_9630.2, SMRG1_9630.3	SRDH2_10380.1, SRDH2_10380.2
OG0002065	SMRG1_81670.1, SMRG1_38430.1, SMRG1_67480.1, SMRG1_70780.1	SRDH2_101370.1, SRDH2_70620.1
OG0002066	SMRG1_76110.1	SRDH2_77370.1
OG0002066	SMRG1_76160.1	SRDH2_77390.1, SRDH2_77390.2, SRDH2_100170.1, SRDH2_100170.2, SRDH2_100150.1
OG0002067	SMRG1_61700.1, SMRG1_61700.2, SMRG1_61700.3, SMRG1_61700.4	SRDH2_60750.1
OG0002068	SMRG1_11620.1	SRDH2_14010.1
OG0002069	SMRG1_7390.1	SRDH2_85070.1
OG0002073	SMRG1_96170.1	SRDH2_98210.1, SRDH2_98210.3, SRDH2_98210.2
