Orthogroup	schistosoma_margrebowiei	schistosoma_haematobium
OG0002278	SMRG1_93280.1, SMRG1_93280.2	SHAE2_97390.1
OG0002279	SMRG1_82430.1	SHAE2_86030.1
OG0002279	SMRG1_87840.1	SHAE2_92070.1
OG0002280	SMRG1_58890.1	SHAE2_62440.1
OG0002281	SMRG1_42190.4, SMRG1_42190.3, SMRG1_42190.1, SMRG1_42190.2	SHAE2_44800.3, SHAE2_44800.1, SHAE2_44800.2
OG0002282	SMRG1_9050.1, SMRG1_9040.2, SMRG1_9040.1	SHAE2_11310.1, SHAE2_11300.1
OG0002283	SMRG1_52120.1, SMRG1_52120.2	SHAE2_54780.2, SHAE2_54780.3, SHAE2_54780.1, SHAE2_54780.4
OG0002284	SMRG1_72410.1	SHAE2_75250.1
OG0002285	SMRG1_8070.1	SHAE2_10280.1
OG0002286	SMRG1_67790.1	SHAE2_71480.2, SHAE2_71480.1
OG0002287	SMRG1_63050.1	SHAE2_66620.1
OG0002287	SMRG1_63050.1	SHAE2_66620.2
OG0002288	SMRG1_74820.1	SHAE2_78660.1, SHAE2_78660.2
OG0002289	SMRG1_33180.1, SMRG1_33180.2	SHAE2_36020.1
OG0002290	SMRG1_86260.1	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3
OG0002291	SMRG1_66870.3, SMRG1_66870.1, SMRG1_66870.2	SHAE2_70560.3
OG0002292	SMRG1_75310.1	SHAE2_79210.1, SHAE2_79210.2
OG0002293	SMRG1_60680.1	SHAE2_64110.1
OG0002294	SMRG1_14480.1, SMRG1_14480.3, SMRG1_14480.2	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3
OG0002295	SMRG1_53910.1, SMRG1_53910.2	SHAE2_56610.3, SHAE2_56610.1, SHAE2_56610.2
OG0002296	SMRG1_13650.1, SMRG1_13640.1	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2
OG0002297	SMRG1_29200.1	SHAE2_31370.1, SHAE2_31370.2
OG0002297	SMRG1_29210.1	SHAE2_31380.1
OG0002298	SMRG1_2510.1	SHAE2_3040.1
OG0002299	SMRG1_27300.2, SMRG1_27300.3, SMRG1_27300.1, SMRG1_27300.4	SHAE2_29400.1
OG0002300	SMRG1_78560.1, SMRG1_78560.2	SHAE2_82470.1, SHAE2_82470.2
OG0002301	SMRG1_91150.1	SHAE2_95450.1
OG0002301	SMRG1_91140.1	SHAE2_95440.1
OG0002302	SMRG1_15580.1	SHAE2_18040.2, SHAE2_18040.1
OG0002303	SMRG1_75330.1	SHAE2_79240.1, SHAE2_79240.2, SHAE2_79240.3
OG0002304	SMRG1_69640.1, SMRG1_69640.2, SMRG1_69640.3	SHAE2_72800.1, SHAE2_72800.2
OG0002305	SMRG1_34260.1	SHAE2_37010.1
OG0002306	SMRG1_66250.1, SMRG1_66250.2	SHAE2_69910.1, SHAE2_69910.2
OG0002307	SMRG1_74830.1	SHAE2_78670.1
OG0002308	SMRG1_51730.1, SMRG1_51730.2, SMRG1_51730.3, SMRG1_51730.4, SMRG1_51730.5, SMRG1_51730.6	SHAE2_54360.1, SHAE2_54360.2, SHAE2_54360.3, SHAE2_54360.4
OG0002309	SMRG1_42870.1, SMRG1_42870.2	SHAE2_45420.2, SHAE2_45420.4, SHAE2_45420.5, SHAE2_45420.3, SHAE2_45420.1
OG0002310	SMRG1_21740.2, SMRG1_21740.5, SMRG1_21740.3, SMRG1_21740.1, SMRG1_21740.6, SMRG1_21740.4, SMRG1_21740.7	SHAE2_23950.1
OG0002311	SMRG1_4750.1	SHAE2_5500.2, SHAE2_5500.1
OG0002312	SMRG1_23140.1	SHAE2_25430.1, SHAE2_25430.2, SHAE2_25430.3, SHAE2_25430.4
OG0002313	SMRG1_40590.1	SHAE2_43320.1
OG0002314	SMRG1_4010.1, SMRG1_4010.2, SMRG1_4010.3	SHAE2_4710.1, SHAE2_4710.2
OG0002315	SMRG1_8080.1	SHAE2_10290.2
OG0002315	SMRG1_8080.2	SHAE2_10290.1
OG0002316	SMRG1_72190.2, SMRG1_72190.1	SHAE2_75440.1
OG0002317	SMRG1_47780.1	SHAE2_50390.1
OG0002318	SMRG1_23020.1, SMRG1_23020.2, SMRG1_23020.3	SHAE2_25270.1, SHAE2_25270.2
OG0002319	SMRG1_16770.1, SMRG1_16770.2	SHAE2_20440.1
OG0002320	SMRG1_74490.3, SMRG1_74490.4, SMRG1_74490.1, SMRG1_74490.2	SHAE2_78320.1, SHAE2_78320.3, SHAE2_78320.2
OG0002321	SMRG1_18130.1, SMRG1_18130.2	SHAE2_18980.1
OG0002322	SMRG1_21030.1, SMRG1_21030.2	SHAE2_22420.1
OG0002323	SMRG1_63760.1	SHAE2_67320.1, SHAE2_67320.2
OG0002324	SMRG1_11970.1	SHAE2_14210.1
OG0002326	SMRG1_90460.1, SMRG1_90460.2	SHAE2_94750.1, SHAE2_94750.2, SHAE2_94750.3, SHAE2_94750.4
OG0002327	SMRG1_78590.1, SMRG1_78590.2, SMRG1_78590.3	SHAE2_82500.1
OG0002328	SMRG1_7180.1, SMRG1_7180.2, SMRG1_7180.3	SHAE2_8070.1, SHAE2_8070.2, SHAE2_8070.4, SHAE2_8070.6, SHAE2_8070.8, SHAE2_8070.3, SHAE2_8070.5, SHAE2_8070.7
OG0002329	SMRG1_1700.1	SHAE2_2200.1
OG0002330	SMRG1_5680.1	SHAE2_6430.3
OG0002330	SMRG1_5680.2	SHAE2_6430.1, SHAE2_6430.2
OG0002331	SMRG1_5330.1, SMRG1_5330.2	SHAE2_6080.3, SHAE2_6080.1, SHAE2_6080.2
OG0002332	SMRG1_12200.2	SHAE2_14460.1
OG0002333	SMRG1_53970.1, SMRG1_53970.2	SHAE2_56660.1
OG0002334	SMRG1_8530.1, SMRG1_8530.4, SMRG1_8530.2, SMRG1_8530.3	SHAE2_10740.1, SHAE2_10740.3, SHAE2_10740.2, SHAE2_10740.4
OG0002335	SMRG1_18050.1, SMRG1_18050.2, SMRG1_18050.3, SMRG1_18050.4	SHAE2_19090.1, SHAE2_19090.2
OG0002336	SMRG1_57180.1, SMRG1_57180.3	SHAE2_60180.1
OG0002337	SMRG1_97680.1, SMRG1_97680.2, SMRG1_97680.3	SHAE2_101980.1
OG0002338	SMRG1_9160.4	SHAE2_11530.1
OG0002338	SMRG1_9160.4	SHAE2_11530.4
OG0002338	SMRG1_9160.4	SHAE2_11530.5
OG0002339	SMRG1_91200.1	SHAE2_95510.1, SHAE2_95510.2, SHAE2_95510.3, SHAE2_95510.4
OG0002340	SMRG1_2590.1	SHAE2_3100.4, SHAE2_3100.1, SHAE2_3100.3, SHAE2_3100.5, SHAE2_3100.2
OG0002341	SMRG1_89840.1	SHAE2_94130.1, SHAE2_94130.2
OG0002342	SMRG1_3410.1	SHAE2_4050.1
OG0002343	SMRG1_44100.1	SHAE2_46650.1
OG0002344	SMRG1_60440.1, SMRG1_60440.2, SMRG1_60440.3, SMRG1_60440.4, SMRG1_60440.5, SMRG1_60440.6, SMRG1_60440.7	SHAE2_64360.3, SHAE2_64360.1, SHAE2_64360.2
OG0002345	SMRG1_88610.1, SMRG1_88610.2, SMRG1_88610.3, SMRG1_88610.4	SHAE2_92750.1, SHAE2_92750.2
OG0002346	SMRG1_25450.1	SHAE2_27650.1
OG0002347	SMRG1_19840.1	SHAE2_22880.1, SHAE2_22870.1
OG0002348	SMRG1_36200.1	SHAE2_39000.1, SHAE2_39000.2, SHAE2_39000.3
OG0002349	SMRG1_89890.1, SMRG1_89890.2	SHAE2_94220.2, SHAE2_94220.3, SHAE2_94220.1, SHAE2_94220.4
OG0002350	SMRG1_36630.1, SMRG1_36630.2, SMRG1_36630.4, SMRG1_36630.3, SMRG1_36630.5	SHAE2_39430.3, SHAE2_39430.4, SHAE2_39430.1, SHAE2_39430.2
OG0002351	SMRG1_51670.1	SHAE2_54300.1, SHAE2_54300.2
OG0002352	SMRG1_89420.1, SMRG1_89420.5, SMRG1_89420.2, SMRG1_89420.3	SHAE2_93720.1, SHAE2_93720.2, SHAE2_93720.3, SHAE2_93720.4
OG0002353	SMRG1_75760.1	SHAE2_79650.1
OG0002354	SMRG1_7860.1, SMRG1_7860.2	SHAE2_10090.8, SHAE2_10090.1, SHAE2_10090.2, SHAE2_10090.7, SHAE2_10090.9, SHAE2_10090.4, SHAE2_10090.5, SHAE2_10090.6, SHAE2_10090.3
OG0002355	SMRG1_74140.1, SMRG1_74140.2	SHAE2_77950.1
OG0002356	SMRG1_66060.1, SMRG1_66060.2	SHAE2_69730.6, SHAE2_69730.7, SHAE2_69730.8, SHAE2_69730.2, SHAE2_69730.3, SHAE2_69730.4, SHAE2_69730.5, SHAE2_69730.1, SHAE2_69730.10, SHAE2_69730.11, SHAE2_69730.9
OG0002357	SMRG1_27940.1	SHAE2_30070.1
OG0002357	SMRG1_27930.1	SHAE2_30060.1
OG0002358	SMRG1_17400.1, SMRG1_17400.2	SHAE2_19790.1, SHAE2_19790.2
OG0002359	SMRG1_13750.2, SMRG1_13750.1	SHAE2_16080.1, SHAE2_16080.2, SHAE2_16080.3, SHAE2_16080.4
OG0002360	SMRG1_76840.1, SMRG1_76840.2, SMRG1_76840.3	SHAE2_80740.1
OG0002361	SMRG1_85630.1, SMRG1_85630.2, SMRG1_85630.3	SHAE2_90090.1, SHAE2_90090.2
OG0002362	SMRG1_65780.1, SMRG1_65780.2	SHAE2_69470.1, SHAE2_69470.2, SHAE2_69470.3
OG0002363	SMRG1_69320.1	SHAE2_73180.2
OG0002364	SMRG1_43390.1, SMRG1_43390.2, SMRG1_43390.3	SHAE2_45940.1, SHAE2_45940.2, SHAE2_45940.3
OG0002365	SMRG1_4420.4	SHAE2_5160.4, SHAE2_5160.1, SHAE2_5160.7
OG0002370	SMRG1_48640.1	SHAE2_51260.1
OG0002370	SMRG1_47070.1	SHAE2_49720.1
OG0002371	SMRG1_630.1	SHAE2_2020.1, SHAE2_2020.2
OG0002372	SMRG1_64200.1	SHAE2_67750.1
OG0002373	SMRG1_76930.3	SHAE2_80790.2
OG0002373	SMRG1_76930.3	SHAE2_80790.5
OG0002373	SMRG1_76930.4, SMRG1_76930.1, SMRG1_76930.2, SMRG1_76930.5	SHAE2_80790.1, SHAE2_80790.3, SHAE2_80790.4
OG0002374	SMRG1_5360.2, SMRG1_5360.4, SMRG1_5360.6, SMRG1_5360.1, SMRG1_5360.5, SMRG1_5360.3	SHAE2_6110.1
OG0002375	SMRG1_96730.1, SMRG1_96730.2	SHAE2_100900.2, SHAE2_100900.3, SHAE2_100900.5, SHAE2_100900.6, SHAE2_100900.4, SHAE2_100900.1
OG0002376	SMRG1_73050.1, SMRG1_73050.2	SHAE2_76710.1, SHAE2_76710.2, SHAE2_76710.3
OG0002377	SMRG1_29830.1, SMRG1_29850.1	SHAE2_32050.1, SHAE2_32020.1
OG0002378	SMRG1_40020.3, SMRG1_40020.2, SMRG1_40020.1, SMRG1_40020.4	SHAE2_42830.1, SHAE2_42840.1
OG0002379	SMRG1_43110.1	SHAE2_45650.1
OG0002380	SMRG1_20050.1	SHAE2_23620.1
OG0002381	SMRG1_54190.1	SHAE2_56880.1, SHAE2_56880.2
OG0002382	SMRG1_9500.1	SHAE2_11770.1
OG0002383	SMRG1_52860.1, SMRG1_52860.2	SHAE2_55540.1, SHAE2_55540.2, SHAE2_55540.3
OG0002384	SMRG1_82770.1, SMRG1_82770.2, SMRG1_82770.3	SHAE2_86380.2, SHAE2_86380.1, SHAE2_86380.3
OG0002385	SMRG1_28920.1	SHAE2_31080.1
OG0002386	SMRG1_33190.1, SMRG1_33190.2	SHAE2_36050.1, SHAE2_36030.4, SHAE2_36030.3, SHAE2_36030.1, SHAE2_36030.2
OG0002387	SMRG1_77800.1	SHAE2_81710.1, SHAE2_81710.2
OG0002388	SMRG1_10400.1, SMRG1_10400.2	SHAE2_12600.4, SHAE2_12600.2, SHAE2_12600.5, SHAE2_12600.6, SHAE2_12600.1, SHAE2_12600.3
OG0002389	SMRG1_89560.3, SMRG1_89560.2, SMRG1_89560.5, SMRG1_89560.1, SMRG1_89560.4	SHAE2_93870.5, SHAE2_93870.10, SHAE2_93870.6, SHAE2_93870.8, SHAE2_93870.2, SHAE2_93870.1, SHAE2_93870.9, SHAE2_93870.7, SHAE2_93870.3, SHAE2_93870.4
OG0002390	SMRG1_16010.1, SMRG1_16010.2	SHAE2_18510.2, SHAE2_18510.1, SHAE2_18510.3
OG0002391	SMRG1_16260.1	SHAE2_20940.1
OG0002393	SMRG1_61400.1, SMRG1_61400.2	SHAE2_63390.2, SHAE2_63390.3, SHAE2_63390.1
OG0002394	SMRG1_31210.2	SHAE2_33440.1, SHAE2_33440.2, SHAE2_33440.4, SHAE2_33440.5, SHAE2_33440.3, SHAE2_33440.7, SHAE2_33440.6
OG0002395	SMRG1_84140.1, SMRG1_84140.2, SMRG1_84150.1, SMRG1_84150.2	SHAE2_88770.1, SHAE2_88770.2
OG0002396	SMRG1_32920.1, SMRG1_32920.2	SHAE2_35100.1
OG0002397	SMRG1_79260.1, SMRG1_79260.2, SMRG1_79260.3, SMRG1_79260.4	SHAE2_83260.1, SHAE2_83260.2, SHAE2_83260.3, SHAE2_83260.4
OG0002399	SMRG1_41090.1, SMRG1_41090.3, SMRG1_41090.2	SHAE2_43780.2, SHAE2_43780.1
OG0002400	SMRG1_2950.1	SHAE2_3560.2, SHAE2_3560.1, SHAE2_3560.3
OG0002401	SMRG1_97360.1, SMRG1_97360.2, SMRG1_97360.3	SHAE2_101570.1
OG0002402	SMRG1_20320.1, SMRG1_20330.1, SMRG1_20320.3, SMRG1_20320.2	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2
OG0002403	SMRG1_24200.1, SMRG1_24200.2, SMRG1_24200.3	SHAE2_103280.1, SHAE2_103280.2, SHAE2_103280.3, SHAE2_103280.4
OG0002404	SMRG1_62570.1, SMRG1_62570.2, SMRG1_62570.3, SMRG1_62570.5, SMRG1_62570.4	SHAE2_66090.1
OG0002405	SMRG1_130.1	SHAE2_2140.2, SHAE2_2140.1
OG0002406	SMRG1_8170.1, SMRG1_8170.2	SHAE2_10390.3, SHAE2_10390.5, SHAE2_10390.2, SHAE2_10390.4, SHAE2_10390.1
OG0002407	SMRG1_7720.1	SHAE2_9960.1
OG0002408	SMRG1_74370.1, SMRG1_74370.4, SMRG1_74370.2, SMRG1_74370.3	SHAE2_78200.3, SHAE2_78200.4, SHAE2_78200.2, SHAE2_78200.1
OG0002409	SMRG1_85330.1, SMRG1_85330.2	SHAE2_89830.3, SHAE2_89830.1, SHAE2_89830.2
OG0002410	SMRG1_35610.1, SMRG1_35610.2	SHAE2_38330.1, SHAE2_38330.4
OG0002412	SMRG1_29750.1, SMRG1_29750.2, SMRG1_29750.3	SHAE2_31760.1
OG0002413	SMRG1_88280.4, SMRG1_88280.5, SMRG1_88280.6, SMRG1_88280.7, SMRG1_88280.2, SMRG1_88280.3, SMRG1_88280.1	SHAE2_92500.1
OG0002415	SMRG1_21330.1, SMRG1_21330.2, SMRG1_21330.3	SHAE2_22670.1, SHAE2_22670.2, SHAE2_22670.3, SHAE2_22670.4
OG0002416	SMRG1_41040.1, SMRG1_41040.2, SMRG1_41040.3, SMRG1_41040.4, SMRG1_41040.5	SHAE2_43730.4, SHAE2_43730.3, SHAE2_43730.1, SHAE2_43730.2, SHAE2_43730.5
OG0002417	SMRG1_15810.4, SMRG1_15810.1, SMRG1_15810.2, SMRG1_15810.3	SHAE2_18300.5, SHAE2_18300.6, SHAE2_18300.1, SHAE2_18300.2, SHAE2_18300.3, SHAE2_18300.4
OG0002418	SMRG1_33050.1, SMRG1_33050.2	SHAE2_35870.1
OG0002419	SMRG1_28760.1, SMRG1_28760.2	SHAE2_30950.2, SHAE2_30950.1, SHAE2_30950.3, SHAE2_30950.4, SHAE2_30950.5
OG0002420	SMRG1_33220.2	SHAE2_36080.1
OG0002421	SMRG1_71480.1	SHAE2_76100.1, SHAE2_76100.2, SHAE2_76100.5, SHAE2_76100.4, SHAE2_76100.3
OG0002422	SMRG1_34890.1, SMRG1_34890.2	SHAE2_37600.1, SHAE2_37600.2
OG0002423	SMRG1_72630.1	SHAE2_75000.2, SHAE2_75000.3, SHAE2_75000.1
OG0002424	SMRG1_56560.1, SMRG1_56560.2, SMRG1_56560.3, SMRG1_56560.4	SHAE2_59480.3, SHAE2_59480.4, SHAE2_59480.1, SHAE2_59480.2
OG0002425	SMRG1_34610.1, SMRG1_34610.2	SHAE2_37360.1, SHAE2_37360.2
OG0002426	SMRG1_37050.1, SMRG1_37050.3, SMRG1_37050.2	SHAE2_39850.1, SHAE2_39850.2
OG0002427	SMRG1_8160.1	SHAE2_10380.1
OG0002428	SMRG1_12100.1	SHAE2_14350.1
OG0002429	SMRG1_40090.1	SHAE2_42890.1, SHAE2_42890.2
OG0002430	SMRG1_75070.1, SMRG1_75070.2	SHAE2_78980.1
OG0002431	SMRG1_36740.1	SHAE2_39590.3, SHAE2_39590.1, SHAE2_39590.2
OG0002432	SMRG1_60030.2, SMRG1_60030.3, SMRG1_60030.1	SHAE2_64810.1
OG0002433	SMRG1_18910.1	SHAE2_21580.1
OG0002434	SMRG1_34970.1	SHAE2_37680.1
OG0002435	SMRG1_28850.1	SHAE2_31010.1, SHAE2_31010.2
OG0002436	SMRG1_22010.2	SHAE2_24290.3, SHAE2_24290.4, SHAE2_24290.2, SHAE2_24290.1
OG0002437	SMRG1_53270.1	SHAE2_55940.1, SHAE2_55940.4, SHAE2_55940.3, SHAE2_55940.5, SHAE2_55940.2
OG0002438	SMRG1_33480.4, SMRG1_33480.3, SMRG1_33480.5, SMRG1_33480.1, SMRG1_33480.2	SHAE2_36320.4, SHAE2_36320.5, SHAE2_36320.1, SHAE2_36320.2, SHAE2_36320.3
OG0002439	SMRG1_53420.1, SMRG1_53420.2	SHAE2_56090.1
OG0002440	SMRG1_69040.1, SMRG1_69040.3, SMRG1_69040.5, SMRG1_69040.4, SMRG1_69040.2	SHAE2_73490.6, SHAE2_73490.1, SHAE2_73490.3, SHAE2_73490.4, SHAE2_73490.5, SHAE2_73490.2
OG0002441	SMRG1_49770.1, SMRG1_49770.2	SHAE2_52310.1, SHAE2_52310.2
OG0002442	SMRG1_42880.1, SMRG1_42880.3, SMRG1_42880.2, SMRG1_42880.4	SHAE2_45430.1, SHAE2_45430.2, SHAE2_45430.3
OG0002443	SMRG1_45870.1, SMRG1_45870.2, SMRG1_45870.3, SMRG1_45870.4	SHAE2_48510.1
OG0002444	SMRG1_57900.1	SHAE2_61230.1
OG0002445	SMRG1_69020.1, SMRG1_69020.2	SHAE2_73510.1, SHAE2_73510.3, SHAE2_73510.4, SHAE2_73510.2
OG0002446	SMRG1_63090.1, SMRG1_63090.2, SMRG1_63090.3, SMRG1_63090.4	SHAE2_66660.1, SHAE2_66660.3, SHAE2_66660.2
OG0002447	SMRG1_7120.1	SHAE2_8020.1
OG0002448	SMRG1_32310.1, SMRG1_32310.2	SHAE2_34550.1, SHAE2_34550.4, SHAE2_34550.2, SHAE2_34550.3
OG0002449	SMRG1_16750.1, SMRG1_16750.4, SMRG1_16750.2, SMRG1_16750.3	SHAE2_20460.1
OG0002450	SMRG1_65760.1	SHAE2_69450.3, SHAE2_69450.2, SHAE2_69450.1, SHAE2_69450.4
OG0002451	SMRG1_71460.1	SHAE2_76130.1, SHAE2_76130.4, SHAE2_76130.5, SHAE2_76130.2, SHAE2_76130.3
OG0002452	SMRG1_7580.1, SMRG1_7580.2	SHAE2_8500.1, SHAE2_8500.2, SHAE2_8500.3
OG0002453	SMRG1_47800.3, SMRG1_47800.1, SMRG1_47800.2, SMRG1_47800.4	SHAE2_79220.1, SHAE2_50410.2, SHAE2_50410.5, SHAE2_50410.4, SHAE2_50410.1, SHAE2_50410.3
OG0002454	SMRG1_67690.1	SHAE2_71390.1
OG0002455	SMRG1_66540.1	SHAE2_70200.4, SHAE2_70200.2, SHAE2_70200.3, SHAE2_70200.5, SHAE2_70200.1, SHAE2_70200.6
OG0002456	SMRG1_32900.1	SHAE2_35080.1
OG0002457	SMRG1_72360.2, SMRG1_72360.1	SHAE2_75270.1
OG0002458	SMRG1_85360.1, SMRG1_85360.2	SHAE2_89850.1, SHAE2_89850.2
OG0002459	SMRG1_38190.1	SHAE2_41060.1, SHAE2_41060.2, SHAE2_41060.3, SHAE2_41060.4
OG0002460	SMRG1_7910.3, SMRG1_7910.5, SMRG1_7910.2, SMRG1_7910.1, SMRG1_7910.4	SHAE2_10130.1, SHAE2_10130.2, SHAE2_10130.7, SHAE2_10130.5, SHAE2_10130.4, SHAE2_10130.3, SHAE2_10130.6
OG0002461	SMRG1_9010.1	SHAE2_11270.1
OG0002462	SMRG1_64810.1	SHAE2_68450.2, SHAE2_68450.3, SHAE2_68450.1
OG0002463	SMRG1_84200.1, SMRG1_84200.2	SHAE2_88930.1, SHAE2_88930.2
OG0002464	SMRG1_28200.1	SHAE2_30340.1, SHAE2_30340.2
OG0002465	SMRG1_83630.3, SMRG1_83630.1, SMRG1_83630.2	SHAE2_87340.1, SHAE2_87340.2, SHAE2_87340.3
OG0002466	SMRG1_95290.1, SMRG1_95290.2, SMRG1_95290.3, SMRG1_95290.4	SHAE2_99290.6, SHAE2_99290.7, SHAE2_99290.3, SHAE2_99290.4, SHAE2_99290.5, SHAE2_99290.1, SHAE2_99290.2
OG0002467	SMRG1_51200.1, SMRG1_51200.2, SMRG1_51200.3, SMRG1_51200.4	SHAE2_53780.1, SHAE2_53780.2
OG0002468	SMRG1_76430.4, SMRG1_76430.3, SMRG1_76430.2, SMRG1_76430.1, SMRG1_76430.5	SHAE2_80360.1
OG0002469	SMRG1_4270.3, SMRG1_4270.2, SMRG1_4270.4, SMRG1_4270.1	SHAE2_4980.1, SHAE2_4980.2
OG0002470	SMRG1_79560.2	SHAE2_83590.2, SHAE2_83590.3
OG0002470	SMRG1_79560.1	SHAE2_83590.1
OG0002471	SMRG1_75510.1	SHAE2_79410.1, SHAE2_79410.2, SHAE2_79410.3
OG0002472	SMRG1_36930.2	SHAE2_39730.2
OG0002473	SMRG1_9370.1, SMRG1_9370.2, SMRG1_9370.3	SHAE2_11640.3, SHAE2_11640.4, SHAE2_11640.5, SHAE2_11640.1, SHAE2_11640.2
OG0002474	SMRG1_89060.2, SMRG1_89060.1, SMRG1_89060.3, SMRG1_89060.4	SHAE2_93340.1, SHAE2_93340.2, SHAE2_93340.4, SHAE2_93340.3
OG0002475	SMRG1_16230.2	SHAE2_20980.1
OG0002476	SMRG1_31000.1	SHAE2_33210.5, SHAE2_33210.6, SHAE2_33210.7, SHAE2_33210.4, SHAE2_33210.1, SHAE2_33210.3, SHAE2_33210.2
OG0002477	SMRG1_77040.2, SMRG1_77040.3, SMRG1_77040.1, SMRG1_77040.4	SHAE2_80940.1, SHAE2_80940.4, SHAE2_80940.3, SHAE2_80940.2
OG0002478	SMRG1_51870.1, SMRG1_51870.3, SMRG1_51870.5, SMRG1_51870.4, SMRG1_51870.2, SMRG1_51870.6	SHAE2_54510.1, SHAE2_54510.2
OG0002479	SMRG1_63950.3, SMRG1_63950.2, SMRG1_63950.1	SHAE2_67550.1
OG0002480	SMRG1_28010.1, SMRG1_28010.2	SHAE2_30140.1
OG0002481	SMRG1_5800.1	SHAE2_6570.1
OG0002482	SMRG1_62280.1	SHAE2_65820.2, SHAE2_65820.3
OG0002482	SMRG1_62280.2	SHAE2_65820.1
OG0002483	SMRG1_19720.1	SHAE2_23020.1
OG0002484	SMRG1_23730.1, SMRG1_23730.2, SMRG1_23730.3	SHAE2_26170.1
OG0002485	SMRG1_34300.1	SHAE2_37050.1
OG0002486	SMRG1_23850.1	SHAE2_26290.2
OG0002487	SMRG1_80370.1	SHAE2_84370.1, SHAE2_84370.3, SHAE2_84370.2, SHAE2_84370.4, SHAE2_84370.5, SHAE2_84370.6, SHAE2_84370.8, SHAE2_84370.7
OG0002488	SMRG1_55350.1, SMRG1_55350.2	SHAE2_58020.1, SHAE2_58020.2
OG0002490	SMRG1_74840.1, SMRG1_74840.4, SMRG1_74840.2, SMRG1_74840.3	SHAE2_78690.1, SHAE2_78690.2, SHAE2_78690.3, SHAE2_78690.4, SHAE2_78690.5, SHAE2_78690.6
OG0002491	SMRG1_94280.1, SMRG1_94280.2	SHAE2_98320.2, SHAE2_98320.1
OG0002492	SMRG1_75500.1	SHAE2_79400.3, SHAE2_79400.4, SHAE2_79400.1, SHAE2_79400.2
OG0002493	SMRG1_64310.3, SMRG1_64310.1, SMRG1_64310.2	SHAE2_67880.2, SHAE2_67880.5, SHAE2_67880.3, SHAE2_67880.1, SHAE2_67880.4
OG0002494	SMRG1_550.1	SHAE2_1930.4, SHAE2_1930.1, SHAE2_1930.3, SHAE2_1930.2
OG0002495	SMRG1_14000.1	SHAE2_16330.1, SHAE2_16330.2
OG0002496	SMRG1_43140.1, SMRG1_43140.3, SMRG1_43140.2, SMRG1_43140.4	SHAE2_45680.1
OG0002497	SMRG1_46230.1, SMRG1_46230.3, SMRG1_46230.2	SHAE2_49260.1
OG0002498	SMRG1_1040.1, SMRG1_1040.3, SMRG1_1040.4, SMRG1_1040.2	SHAE2_1210.1, SHAE2_1210.3, SHAE2_1210.2
OG0002499	SMRG1_50270.1, SMRG1_50270.4, SMRG1_50270.2, SMRG1_50270.3	SHAE2_52790.1
OG0002500	SMRG1_1620.1, SMRG1_1620.2	SHAE2_190.1, SHAE2_190.2, SHAE2_190.3
OG0002501	SMRG1_9320.1, SMRG1_9320.4, SMRG1_9320.5, SMRG1_9320.2, SMRG1_9320.3	SHAE2_11590.3, SHAE2_11590.4, SHAE2_11590.5, SHAE2_11590.6, SHAE2_11590.7, SHAE2_11590.9, SHAE2_11590.1, SHAE2_11590.8, SHAE2_11590.2
OG0002502	SMRG1_56670.1	SHAE2_59590.3, SHAE2_59590.1, SHAE2_59590.2, SHAE2_59590.4, SHAE2_59590.5
OG0002503	SMRG1_84190.1	SHAE2_88920.1
OG0002505	SMRG1_52180.1	SHAE2_54850.1
OG0002506	SMRG1_34360.4	SHAE2_37130.3
OG0002506	SMRG1_34360.2, SMRG1_34360.3	SHAE2_37130.5, SHAE2_37130.1, SHAE2_37130.4, SHAE2_37130.6, SHAE2_37130.7, SHAE2_37130.8
OG0002507	SMRG1_83470.1, SMRG1_83470.2	SHAE2_87180.1, SHAE2_87180.2
OG0002508	SMRG1_64690.1	SHAE2_68260.4, SHAE2_68260.1, SHAE2_68260.2, SHAE2_68260.3
OG0002509	SMRG1_8890.1	SHAE2_11110.1, SHAE2_11110.2
OG0002510	SMRG1_58170.1, SMRG1_58170.2	SHAE2_61510.1
OG0002511	SMRG1_73000.1	SHAE2_76670.4, SHAE2_76670.5, SHAE2_76670.1, SHAE2_76670.2, SHAE2_76670.3
OG0002512	SMRG1_63490.1, SMRG1_63490.3	SHAE2_67060.1
OG0002513	SMRG1_51250.1	SHAE2_53830.1
OG0002514	SMRG1_15520.1	SHAE2_17970.2, SHAE2_17970.4, SHAE2_17970.3, SHAE2_17970.1
OG0002515	SMRG1_42090.3, SMRG1_42090.2, SMRG1_42090.1	SHAE2_44720.3, SHAE2_44720.1, SHAE2_44720.2
OG0002516	SMRG1_77230.2	SHAE2_81110.1
OG0002517	SMRG1_75050.2, SMRG1_75050.3, SMRG1_75050.1, SMRG1_75050.4	SHAE2_78960.1
OG0002518	SMRG1_42990.1, SMRG1_42990.2	SHAE2_45530.2, SHAE2_45530.3, SHAE2_45530.1, SHAE2_45530.4
OG0002519	SMRG1_58210.1	SHAE2_61580.1, SHAE2_61580.2
