Orthogroup	schistosoma_margrebowiei	trichobilharzia_regenti
OG0002199	SMRG1_97860.1, SMRG1_97860.2, SMRG1_97860.4, SMRG1_97860.3	TREG1_95120.1
OG0002200	SMRG1_51360.2, SMRG1_51360.4, SMRG1_51360.5, SMRG1_51360.1, SMRG1_51360.3	TREG1_125350.1, TREG1_125350.2
OG0002201	SMRG1_51080.4, SMRG1_51080.1, SMRG1_51080.2, SMRG1_51080.3	TREG1_137270.1, TREG1_74510.1
OG0002202	SMRG1_42570.1, SMRG1_42570.2, SMRG1_42570.3, SMRG1_42570.4, SMRG1_42570.5	TREG1_56010.1, TREG1_56010.2, TREG1_56010.3
OG0002203	SMRG1_78130.1, SMRG1_78130.2	TREG1_104900.1, TREG1_141700.1, TREG1_141700.3, TREG1_141700.2, TREG1_104910.1
OG0002204	SMRG1_25490.3, SMRG1_25490.4, SMRG1_25490.1, SMRG1_25490.2	TREG1_35550.2, TREG1_35550.4, TREG1_35550.1, TREG1_35550.3
OG0002206	SMRG1_90330.1, SMRG1_90330.2, SMRG1_90330.4, SMRG1_90330.5, SMRG1_90330.3	TREG1_126090.1
OG0002207	SMRG1_14190.1, SMRG1_14170.1, SMRG1_14170.2	TREG1_13830.2, TREG1_13830.5, TREG1_13830.1, TREG1_13830.3, TREG1_13830.4
OG0002208	SMRG1_16870.1	TREG1_23100.1, TREG1_33220.1, TREG1_22400.1, TREG1_98150.1, TREG1_59750.1, TREG1_23110.1, TREG1_23110.2, TREG1_144330.1, TREG1_144330.2, TREG1_144330.3, TREG1_140670.1
OG0002209	SMRG1_96040.1, SMRG1_96040.2	TREG1_134460.1, TREG1_134470.1, TREG1_134500.1
OG0002212	SMRG1_96480.1	TREG1_132700.1, TREG1_132700.4, TREG1_132700.5, TREG1_132700.3, TREG1_132700.2
OG0002214	SMRG1_44570.1, SMRG1_44580.1	TREG1_39300.1
OG0002216	SMRG1_31230.1	TREG1_49910.1
OG0002217	SMRG1_3300.1	TREG1_6470.1, TREG1_6470.2, TREG1_6470.3, TREG1_6470.4, TREG1_6470.5, TREG1_6470.6
OG0002218	SMRG1_5340.1	TREG1_3190.1
OG0002219	SMRG1_17460.1	TREG1_13530.1
OG0002220	SMRG1_870.1, SMRG1_870.2, SMRG1_870.4, SMRG1_870.3	TREG1_9820.1
OG0002221	SMRG1_9180.1	TREG1_17100.1
OG0002222	SMRG1_34940.1	TREG1_57410.1
OG0002223	SMRG1_18810.1, SMRG1_18830.1, SMRG1_18820.1	TREG1_22640.1, TREG1_22650.1
OG0002224	SMRG1_11870.1, SMRG1_11870.2, SMRG1_11870.3	TREG1_18200.2, TREG1_18200.3, TREG1_18200.4, TREG1_18200.5, TREG1_18200.6, TREG1_18200.7, TREG1_18200.10, TREG1_18200.8, TREG1_18200.9, TREG1_18200.1
OG0002225	SMRG1_91030.1, SMRG1_91030.3, SMRG1_91030.2	TREG1_127590.3, TREG1_127590.1, TREG1_127590.2
OG0002226	SMRG1_26430.4, SMRG1_26430.5, SMRG1_26430.1, SMRG1_26430.3, SMRG1_26430.2	TREG1_38730.1
OG0002227	SMRG1_43450.1, SMRG1_43450.4, SMRG1_43450.2, SMRG1_43450.3	TREG1_39490.1
OG0002228	SMRG1_42900.1	TREG1_42190.6
OG0002229	SMRG1_14080.1	TREG1_14500.1, TREG1_14500.2
OG0002230	SMRG1_65990.1	TREG1_87880.2, TREG1_87880.3, TREG1_87880.4, TREG1_87880.5, TREG1_87880.1
OG0002231	SMRG1_63480.1	TREG1_88500.1, TREG1_88500.2, TREG1_88500.3, TREG1_88500.4, TREG1_88500.5, TREG1_88500.6, TREG1_88500.7, TREG1_88500.8, TREG1_88500.9
OG0002232	SMRG1_76610.1	TREG1_101470.1, TREG1_101470.2, TREG1_101470.3
OG0002233	SMRG1_60370.1	TREG1_85280.1
OG0002234	SMRG1_54110.1	TREG1_67690.1
OG0002234	SMRG1_54120.1	TREG1_67700.1
OG0002235	SMRG1_16570.3, SMRG1_16570.1, SMRG1_16570.2	TREG1_20440.1
OG0002236	SMRG1_69870.1, SMRG1_69870.2	TREG1_93080.1
OG0002237	SMRG1_43820.1, SMRG1_43820.2	TREG1_39570.1
OG0002238	SMRG1_20820.1	TREG1_29890.3, TREG1_29890.1, TREG1_29890.2, TREG1_29890.5, TREG1_29890.4
OG0002239	SMRG1_96930.1, SMRG1_96930.2	TREG1_135570.1, TREG1_135580.1
OG0002240	SMRG1_42180.5, SMRG1_42180.4, SMRG1_42180.3, SMRG1_42180.2, SMRG1_42180.1	TREG1_38220.1
OG0002241	SMRG1_68480.1	TREG1_93440.2, TREG1_93440.4, TREG1_93440.6, TREG1_93440.1, TREG1_93440.3, TREG1_93440.5, TREG1_93440.7
OG0002242	SMRG1_42490.1, SMRG1_42490.2	TREG1_56070.1
OG0002243	SMRG1_29620.1, SMRG1_29620.2	TREG1_46570.1, TREG1_46570.2, TREG1_46570.8, TREG1_46570.3, TREG1_46570.4, TREG1_46570.5, TREG1_46570.6, TREG1_46570.7
OG0002244	SMRG1_24650.1	TREG1_33330.1, TREG1_33340.1
OG0002245	SMRG1_60550.1, SMRG1_60550.2	TREG1_84350.1
OG0002246	SMRG1_20240.3, SMRG1_20240.4, SMRG1_20240.1, SMRG1_20240.2	TREG1_26620.2, TREG1_26620.1, TREG1_26620.3, TREG1_26620.5, TREG1_26620.6, TREG1_26620.9, TREG1_26620.4, TREG1_26620.7, TREG1_26620.8
OG0002247	SMRG1_26100.1	TREG1_48890.1
OG0002248	SMRG1_53510.1	TREG1_69030.1
OG0002249	SMRG1_55270.1, SMRG1_55270.2	TREG1_76290.1, TREG1_76290.2
OG0002250	SMRG1_40450.1, SMRG1_40450.3, SMRG1_40450.4, SMRG1_40450.2	TREG1_34830.1
OG0002251	SMRG1_27340.1, SMRG1_27340.2	TREG1_36270.1, TREG1_36270.2, TREG1_36270.3
OG0002252	SMRG1_4910.1	TREG1_2850.1, TREG1_2850.2, TREG1_2850.3, TREG1_2870.1
OG0002253	SMRG1_7090.1	TREG1_10950.1
OG0002254	SMRG1_52170.1	TREG1_64650.1
OG0002256	SMRG1_48750.4, SMRG1_48750.5, SMRG1_48750.1, SMRG1_48750.3, SMRG1_48750.2	TREG1_64710.1
OG0002257	SMRG1_53010.1	TREG1_73250.3, TREG1_73250.4, TREG1_8320.1, TREG1_73250.1, TREG1_73250.2
OG0002258	SMRG1_53090.1, SMRG1_53090.2	TREG1_73150.1
OG0002259	SMRG1_28320.1, SMRG1_28320.2	TREG1_37420.1
OG0002260	SMRG1_950.1	TREG1_13290.1, TREG1_13290.3, TREG1_13290.2
OG0002261	SMRG1_51920.1	TREG1_64290.1
OG0002262	SMRG1_17250.1	TREG1_16800.1
OG0002263	SMRG1_67590.1, SMRG1_67590.2	TREG1_82440.3, TREG1_82440.4, TREG1_82440.5, TREG1_82440.6, TREG1_82440.1, TREG1_82440.2
OG0002264	SMRG1_43310.1	TREG1_42610.1
OG0002265	SMRG1_40700.1	TREG1_55110.1
OG0002266	SMRG1_95920.1	TREG1_131900.3, TREG1_131900.1, TREG1_131900.2
OG0002267	SMRG1_12950.2, SMRG1_12950.1	TREG1_14770.1, TREG1_14770.2, TREG1_14770.3, TREG1_14770.4
OG0002268	SMRG1_84530.1	TREG1_110200.1
OG0002269	SMRG1_62410.1, SMRG1_62410.2	TREG1_84330.1
OG0002270	SMRG1_89750.1	TREG1_125280.1
OG0002271	SMRG1_81850.1, SMRG1_81850.2	TREG1_111630.1, TREG1_111630.2
OG0002272	SMRG1_25170.1	TREG1_34950.1, TREG1_34990.1, TREG1_34980.1, TREG1_34970.1, TREG1_35000.1, TREG1_34960.1
OG0002273	SMRG1_78520.4, SMRG1_78520.3, SMRG1_78520.1, SMRG1_78520.2	TREG1_102480.1
OG0002274	SMRG1_47270.1, SMRG1_47270.2, SMRG1_47270.3, SMRG1_47270.4	TREG1_61240.1, TREG1_61240.2
OG0002275	SMRG1_85270.1, SMRG1_85270.2, SMRG1_85270.3, SMRG1_85270.4	TREG1_115440.1, TREG1_115450.1, TREG1_115460.1
OG0002277	SMRG1_51990.3, SMRG1_51990.1, SMRG1_51990.2, SMRG1_51990.4	TREG1_64400.1, TREG1_64400.2
OG0002278	SMRG1_93280.1, SMRG1_93280.2	TREG1_128240.1
OG0002279	SMRG1_87840.1	TREG1_120150.1
OG0002280	SMRG1_58890.1	TREG1_80310.1, TREG1_80310.2
OG0002281	SMRG1_42190.4, SMRG1_42190.3, SMRG1_42190.1, SMRG1_42190.2	TREG1_56390.1, TREG1_56390.2, TREG1_56390.4, TREG1_56390.3, TREG1_56390.5
OG0002282	SMRG1_9050.1, SMRG1_9040.2, SMRG1_9040.1	TREG1_9660.1, TREG1_9660.5, TREG1_9660.6, TREG1_9660.4, TREG1_9660.2, TREG1_9670.1, TREG1_9660.3
OG0002283	SMRG1_52120.1, SMRG1_52120.2	TREG1_64590.1, TREG1_138230.1, TREG1_138230.2
OG0002284	SMRG1_72410.1	TREG1_95320.1, TREG1_95340.1
OG0002285	SMRG1_8070.1	TREG1_7280.2, TREG1_7280.3, TREG1_7280.5, TREG1_7280.1, TREG1_7280.4, TREG1_7280.6
OG0002286	SMRG1_67790.1	TREG1_91650.1
OG0002287	SMRG1_63050.1	TREG1_83620.1
OG0002288	SMRG1_74820.1	TREG1_103250.2, TREG1_103250.3, TREG1_103250.1
OG0002289	SMRG1_33180.1, SMRG1_33180.2	TREG1_53300.1, TREG1_53300.2
OG0002290	SMRG1_86260.1	TREG1_95240.1, TREG1_118300.2, TREG1_118300.1, TREG1_118300.3
OG0002291	SMRG1_66870.3, SMRG1_66870.1, SMRG1_66870.2	TREG1_82250.1
OG0002292	SMRG1_75310.1	TREG1_142180.1, TREG1_142180.4, TREG1_142180.2, TREG1_142180.5, TREG1_140870.1, TREG1_140870.2, TREG1_142180.3, TREG1_107260.1, TREG1_107220.1, TREG1_107230.1
OG0002293	SMRG1_60680.1	TREG1_79570.1
OG0002294	SMRG1_14480.1, SMRG1_14480.3, SMRG1_14480.2	TREG1_20890.1
OG0002295	SMRG1_53910.1, SMRG1_53910.2	TREG1_73560.1
OG0002296	SMRG1_13650.1, SMRG1_13640.1	TREG1_20870.1, TREG1_20870.2
OG0002297	SMRG1_29200.1, SMRG1_29210.1	TREG1_46250.1, TREG1_46250.2
OG0002298	SMRG1_2510.1	TREG1_1160.1
OG0002299	SMRG1_27300.2, SMRG1_27300.3, SMRG1_27300.1, SMRG1_27300.4	TREG1_34150.1, TREG1_34150.2
OG0002300	SMRG1_78560.1, SMRG1_78560.2	TREG1_102450.1, TREG1_140740.1
OG0002301	SMRG1_91150.1, SMRG1_91140.1	TREG1_125360.1
OG0002302	SMRG1_15580.1	TREG1_20480.1, TREG1_20480.2
OG0002303	SMRG1_75330.1	TREG1_107350.1, TREG1_107350.2
OG0002304	SMRG1_69640.1, SMRG1_69640.2, SMRG1_69640.3	TREG1_90670.1, TREG1_90670.2, TREG1_90670.3, TREG1_90680.1
OG0002305	SMRG1_34260.1	TREG1_53910.7, TREG1_53910.2, TREG1_53910.1, TREG1_53910.3, TREG1_53910.4, TREG1_53910.5, TREG1_53910.6
OG0002306	SMRG1_66250.1, SMRG1_66250.2	TREG1_91150.1, TREG1_91150.2
OG0002307	SMRG1_74830.1	TREG1_101360.1
OG0002308	SMRG1_51730.1, SMRG1_51730.2, SMRG1_51730.3, SMRG1_51730.4, SMRG1_51730.5, SMRG1_51730.6	TREG1_65580.1
OG0002309	SMRG1_42870.1, SMRG1_42870.2	TREG1_42140.1
OG0002310	SMRG1_21740.2, SMRG1_21740.5, SMRG1_21740.3, SMRG1_21740.1, SMRG1_21740.6, SMRG1_21740.4, SMRG1_21740.7	TREG1_27430.1, TREG1_27430.2, TREG1_27430.3, TREG1_27430.4, TREG1_27430.7, TREG1_27430.6, TREG1_27430.5
OG0002311	SMRG1_4750.1	TREG1_7730.1, TREG1_7730.2
OG0002312	SMRG1_23140.1	TREG1_32240.1, TREG1_32240.2
OG0002313	SMRG1_40590.1	TREG1_57860.1
OG0002314	SMRG1_4010.1, SMRG1_4010.2, SMRG1_4010.3	TREG1_5180.1
OG0002315	SMRG1_8080.1, SMRG1_8080.2	TREG1_7200.1, TREG1_7200.2, TREG1_7200.3
OG0002316	SMRG1_72190.2, SMRG1_72190.1	TREG1_95600.1, TREG1_95600.2
OG0002317	SMRG1_47780.1	TREG1_120200.1, TREG1_120200.2, TREG1_120200.3, TREG1_120200.4, TREG1_120210.1, TREG1_120190.2, TREG1_120190.3, TREG1_120190.1
OG0002318	SMRG1_23020.1, SMRG1_23020.2, SMRG1_23020.3	TREG1_32160.6, TREG1_32160.7, TREG1_32160.1, TREG1_32160.2, TREG1_32160.5, TREG1_32160.3, TREG1_32160.4
OG0002319	SMRG1_16770.1, SMRG1_16770.2	TREG1_22990.1
OG0002320	SMRG1_74490.3, SMRG1_74490.4, SMRG1_74490.1, SMRG1_74490.2	TREG1_106810.1, TREG1_106810.2
OG0002321	SMRG1_18130.1, SMRG1_18130.2	TREG1_29790.1
OG0002322	SMRG1_21030.1, SMRG1_21030.2	TREG1_22340.10, TREG1_22340.9, TREG1_22340.8, TREG1_22340.1, TREG1_22340.2, TREG1_22340.3, TREG1_22340.4, TREG1_22340.6, TREG1_22340.7, TREG1_22340.5
OG0002323	SMRG1_63760.1	TREG1_80710.1
OG0002324	SMRG1_11970.1	TREG1_9210.1, TREG1_9210.2
OG0002326	SMRG1_90460.1, SMRG1_90460.2	TREG1_123730.1
OG0002327	SMRG1_78590.1, SMRG1_78590.2, SMRG1_78590.3	TREG1_102390.3, TREG1_102390.2, TREG1_102390.1
OG0002328	SMRG1_7180.1, SMRG1_7180.2, SMRG1_7180.3	TREG1_8200.1
OG0002329	SMRG1_1700.1	TREG1_9960.1
OG0002330	SMRG1_5680.1, SMRG1_5680.3, SMRG1_5680.2	TREG1_12150.1, TREG1_12150.3, TREG1_12150.4, TREG1_12150.2
OG0002331	SMRG1_5330.1, SMRG1_5330.2	TREG1_3210.4, TREG1_3210.1, TREG1_3210.2, TREG1_3210.5, TREG1_3210.3
OG0002332	SMRG1_12200.2	TREG1_25560.2
OG0002332	SMRG1_12200.1	TREG1_25560.1
OG0002333	SMRG1_53970.1, SMRG1_53970.2	TREG1_73460.1
OG0002334	SMRG1_8530.1, SMRG1_8530.4, SMRG1_8530.2, SMRG1_8530.3	TREG1_12080.6, TREG1_12080.1, TREG1_12080.7, TREG1_12080.2, TREG1_12080.4, TREG1_12080.3, TREG1_12080.5
OG0002335	SMRG1_18050.1, SMRG1_18050.2, SMRG1_18050.3, SMRG1_18050.4	TREG1_9120.1
OG0002336	SMRG1_57180.2, SMRG1_57180.1, SMRG1_57180.3, SMRG1_57180.4	TREG1_76090.1, TREG1_76120.1
OG0002337	SMRG1_97680.1, SMRG1_97680.2, SMRG1_97680.3	TREG1_136550.1, TREG1_136550.2, TREG1_136550.3
OG0002338	SMRG1_9160.5, SMRG1_9160.4, SMRG1_9160.1, SMRG1_9160.2, SMRG1_9160.3	TREG1_11890.1, TREG1_11890.2, TREG1_11890.3
OG0002339	SMRG1_91200.1	TREG1_125540.1
OG0002340	SMRG1_2590.1	TREG1_1250.1, TREG1_137620.1
OG0002341	SMRG1_89840.1	TREG1_119550.1, TREG1_119560.1, TREG1_119550.2, TREG1_119550.3, TREG1_119550.4, TREG1_119550.5
OG0002342	SMRG1_3410.1	TREG1_410.2, TREG1_410.3, TREG1_410.1, TREG1_410.4
OG0002343	SMRG1_44100.1	TREG1_34540.1
OG0002344	SMRG1_60440.1, SMRG1_60440.2, SMRG1_60440.3, SMRG1_60440.4, SMRG1_60440.5, SMRG1_60440.6, SMRG1_60440.7	TREG1_86430.1
OG0002345	SMRG1_88610.1, SMRG1_88610.2, SMRG1_88610.3, SMRG1_88610.4	TREG1_121020.1, TREG1_121020.2, TREG1_121020.3
OG0002346	SMRG1_25450.1	TREG1_35680.1, TREG1_35680.2
OG0002347	SMRG1_19840.1	TREG1_27660.1
OG0002348	SMRG1_36200.1	TREG1_44410.1
OG0002349	SMRG1_89890.1, SMRG1_89890.2	TREG1_119460.1, TREG1_119460.2
OG0002350	SMRG1_36630.1, SMRG1_36630.2, SMRG1_36630.4, SMRG1_36630.3, SMRG1_36630.5	TREG1_55750.1
OG0002351	SMRG1_51670.1	TREG1_71530.1, TREG1_71530.2
OG0002352	SMRG1_89420.4, SMRG1_89420.1, SMRG1_89420.5, SMRG1_89420.2, SMRG1_89420.3	TREG1_122390.1
OG0002353	SMRG1_75760.1	TREG1_100130.1
OG0002355	SMRG1_74140.1, SMRG1_74140.2	TREG1_106280.1
OG0002356	SMRG1_66060.1, SMRG1_66060.2	TREG1_87970.1
OG0002357	SMRG1_27940.1	TREG1_37770.1
OG0002357	SMRG1_27930.1	TREG1_37790.1
OG0002358	SMRG1_17400.1, SMRG1_17400.2	TREG1_13700.1, TREG1_13700.2
OG0002359	SMRG1_13750.2, SMRG1_13750.1	TREG1_28580.5, TREG1_28580.6, TREG1_28580.1, TREG1_28580.2, TREG1_28580.4, TREG1_28580.3, TREG1_28580.7
OG0002360	SMRG1_76840.1, SMRG1_76840.2, SMRG1_76840.3	TREG1_105350.1
OG0002361	SMRG1_85630.1, SMRG1_85630.2, SMRG1_85630.3	TREG1_11420.1, TREG1_11420.2, TREG1_11420.3
OG0002362	SMRG1_65780.1, SMRG1_65780.2	TREG1_87270.1
OG0002363	SMRG1_69320.1	TREG1_92540.1
OG0002364	SMRG1_43390.1, SMRG1_43390.2, SMRG1_43390.3	TREG1_42630.1, TREG1_42630.2, TREG1_42630.3, TREG1_42630.4
OG0002365	SMRG1_4420.1, SMRG1_4420.2, SMRG1_4420.3, SMRG1_4420.5, SMRG1_4420.6, SMRG1_4420.4	TREG1_1870.1
OG0002370	SMRG1_48640.1	TREG1_63570.1
OG0002370	SMRG1_47070.1	TREG1_64960.1
OG0002371	SMRG1_630.1	TREG1_10010.1, TREG1_10020.1
OG0002372	SMRG1_64200.1	TREG1_82030.1, TREG1_82030.2, TREG1_82030.3
OG0002373	SMRG1_76930.3, SMRG1_76930.6, SMRG1_76930.4, SMRG1_76930.1, SMRG1_76930.2, SMRG1_76930.5	TREG1_105440.1, TREG1_105440.2
OG0002374	SMRG1_5360.2, SMRG1_5360.4, SMRG1_5360.6, SMRG1_5360.1, SMRG1_5360.5, SMRG1_5360.3	TREG1_3120.6, TREG1_3120.7, TREG1_3120.1, TREG1_3120.2, TREG1_3120.3, TREG1_3120.4, TREG1_3120.5
OG0002375	SMRG1_96730.1, SMRG1_96730.2	TREG1_136020.1, TREG1_136020.2, TREG1_136020.3
OG0002376	SMRG1_73050.1, SMRG1_73050.2	TREG1_94970.1
OG0002377	SMRG1_29830.1, SMRG1_29850.1	TREG1_46820.1
OG0002378	SMRG1_40020.3, SMRG1_40020.2, SMRG1_40020.1, SMRG1_40020.4	TREG1_41160.1, TREG1_41160.2
OG0002379	SMRG1_43110.1	TREG1_42380.1, TREG1_42380.3, TREG1_42380.2
OG0002380	SMRG1_20050.1	TREG1_24200.1, TREG1_24200.4, TREG1_24200.2, TREG1_24200.3
OG0002381	SMRG1_54210.1, SMRG1_54190.1	TREG1_67780.6, TREG1_67780.7, TREG1_67780.1, TREG1_67780.5, TREG1_67780.4, TREG1_67780.2, TREG1_67780.3
OG0002382	SMRG1_9500.1	TREG1_6360.1
OG0002383	SMRG1_52860.1, SMRG1_52860.2	TREG1_69940.1
OG0002384	SMRG1_82770.1, SMRG1_82770.2, SMRG1_82770.3	TREG1_114160.1
OG0002385	SMRG1_28920.1	TREG1_50150.1, TREG1_50150.2
OG0002386	SMRG1_33190.1, SMRG1_33190.2	TREG1_53310.1, TREG1_53350.1
OG0002387	SMRG1_77790.1, SMRG1_77800.1	TREG1_100520.1, TREG1_100520.2
OG0002388	SMRG1_10400.1, SMRG1_10400.2	TREG1_101550.1, TREG1_101550.2
OG0002389	SMRG1_89560.3, SMRG1_89560.2, SMRG1_89560.5, SMRG1_89560.1, SMRG1_89560.4	TREG1_119950.1, TREG1_119950.2
OG0002390	SMRG1_16010.1, SMRG1_16010.2	TREG1_8230.1
OG0002391	SMRG1_16260.1	TREG1_15890.1, TREG1_15890.2
OG0002393	SMRG1_61400.1, SMRG1_61400.2	TREG1_84630.1
OG0002394	SMRG1_31210.1, SMRG1_31210.2	TREG1_49840.1, TREG1_49840.2
OG0002395	SMRG1_84140.1, SMRG1_84140.2, SMRG1_84150.1, SMRG1_84150.2	TREG1_112730.3, TREG1_112720.1, TREG1_112720.2, TREG1_112730.1, TREG1_112730.2
OG0002396	SMRG1_32920.1, SMRG1_32920.2	TREG1_52300.1, TREG1_52300.2, TREG1_52300.3, TREG1_52290.1, TREG1_52290.2
OG0002397	SMRG1_79260.1, SMRG1_79260.2, SMRG1_79260.3, SMRG1_79260.4	TREG1_108380.1
OG0002399	SMRG1_41090.1, SMRG1_41090.3, SMRG1_41090.2	TREG1_56760.1
OG0002400	SMRG1_2950.1	TREG1_19300.3, TREG1_19300.2, TREG1_19300.1, TREG1_19300.4
OG0002401	SMRG1_97360.1, SMRG1_97360.2, SMRG1_97360.3	TREG1_144910.2, TREG1_144910.1, TREG1_144910.3
OG0002402	SMRG1_20320.1, SMRG1_20330.1, SMRG1_20320.3, SMRG1_20320.2	TREG1_28840.1, TREG1_28850.1
OG0002403	SMRG1_24200.1, SMRG1_24200.2, SMRG1_24200.3	TREG1_59300.1
OG0002404	SMRG1_62570.1, SMRG1_62570.2, SMRG1_62570.3, SMRG1_62570.5, SMRG1_62570.4	TREG1_85220.1
OG0002405	SMRG1_130.1	TREG1_1610.1
OG0002406	SMRG1_8170.1, SMRG1_8170.2	TREG1_6710.1
OG0002407	SMRG1_7750.1	TREG1_10310.1
OG0002407	SMRG1_7720.1	TREG1_10320.1, TREG1_10320.2
OG0002408	SMRG1_74370.1, SMRG1_74370.4, SMRG1_74370.2, SMRG1_74370.3	TREG1_106690.1
OG0002409	SMRG1_85330.1, SMRG1_85330.2	TREG1_115540.1
OG0002410	SMRG1_35610.1, SMRG1_35610.2	TREG1_50880.1
OG0002412	SMRG1_29750.1, SMRG1_29750.2, SMRG1_29750.3	TREG1_46760.1, TREG1_46750.1, TREG1_46750.3, TREG1_46750.2
OG0002413	SMRG1_88280.4, SMRG1_88280.5, SMRG1_88280.6, SMRG1_88280.7, SMRG1_88280.2, SMRG1_88280.3, SMRG1_88280.1	TREG1_120410.2
OG0002414	SMRG1_56150.1, SMRG1_56150.2, SMRG1_56150.3	TREG1_72960.1, TREG1_72960.2
OG0002415	SMRG1_21330.1, SMRG1_21330.2, SMRG1_21330.3	TREG1_21710.1, TREG1_21710.2
OG0002416	SMRG1_41040.1, SMRG1_41040.2, SMRG1_41040.3, SMRG1_41040.4, SMRG1_41040.5	TREG1_56820.1
OG0002417	SMRG1_15810.4, SMRG1_15810.1, SMRG1_15810.2, SMRG1_15810.3	TREG1_104080.1, TREG1_17040.1, TREG1_17030.1, TREG1_104090.1, TREG1_17010.1, TREG1_17020.1
OG0002418	SMRG1_33050.1, SMRG1_33050.2	TREG1_53380.1, TREG1_53380.2
OG0002419	SMRG1_28760.1, SMRG1_28760.2	TREG1_139300.1
OG0002420	SMRG1_33220.1, SMRG1_33220.2	TREG1_53160.1
OG0002421	SMRG1_71480.1	TREG1_96950.1
OG0002422	SMRG1_34890.1, SMRG1_34890.2	TREG1_57360.1, TREG1_57360.10, TREG1_57360.11, TREG1_57360.12, TREG1_57360.13, TREG1_57360.2, TREG1_57360.3, TREG1_57360.4, TREG1_57360.5, TREG1_57360.6, TREG1_57360.7, TREG1_57360.8, TREG1_57360.9
OG0002423	SMRG1_72630.1	TREG1_99630.3, TREG1_99630.4, TREG1_99630.2, TREG1_99630.1
OG0002424	SMRG1_56560.1, SMRG1_56560.2, SMRG1_56560.3, SMRG1_56560.4	TREG1_74880.1
OG0002425	SMRG1_34610.1, SMRG1_34610.2	TREG1_52260.1
OG0002426	SMRG1_37050.1, SMRG1_37050.3, SMRG1_37050.2	TREG1_52760.1
OG0002427	SMRG1_8160.1	TREG1_140430.1, TREG1_62380.1, TREG1_6720.1, TREG1_6720.2, TREG1_6720.3, TREG1_6720.5, TREG1_6720.4
OG0002428	SMRG1_12100.1	TREG1_25660.1, TREG1_25660.2, TREG1_25660.3, TREG1_25660.4, TREG1_25660.5
OG0002429	SMRG1_40090.1	TREG1_41080.1
OG0002430	SMRG1_75070.1, SMRG1_75070.2	TREG1_98620.2, TREG1_98620.5, TREG1_98620.1, TREG1_98620.6, TREG1_98620.7, TREG1_98620.8, TREG1_98620.3, TREG1_98620.4
OG0002431	SMRG1_36740.1	TREG1_56910.1
OG0002432	SMRG1_60030.2, SMRG1_60030.3, SMRG1_60030.1	TREG1_84090.1, TREG1_84090.3, TREG1_84090.2, TREG1_143800.1, TREG1_84120.1
OG0002433	SMRG1_18910.1	TREG1_24600.1
OG0002434	SMRG1_34970.1	TREG1_40180.3, TREG1_40180.1, TREG1_40180.2
OG0002435	SMRG1_28850.1	TREG1_49470.1
OG0002436	SMRG1_22010.1, SMRG1_22010.2	TREG1_23960.2, TREG1_23960.3, TREG1_23960.4, TREG1_23960.1, TREG1_23960.5
OG0002437	SMRG1_53270.1	TREG1_73700.4, TREG1_73700.2, TREG1_73700.1, TREG1_73700.3
OG0002438	SMRG1_33480.4, SMRG1_33480.3, SMRG1_33480.5, SMRG1_33480.1, SMRG1_33480.2	TREG1_53970.1, TREG1_53970.2, TREG1_53970.3, TREG1_53970.4
OG0002439	SMRG1_53420.1, SMRG1_53420.2	TREG1_66890.1, TREG1_66890.4, TREG1_66890.2, TREG1_66890.3
OG0002440	SMRG1_69040.1, SMRG1_69040.3, SMRG1_69040.5, SMRG1_69040.4, SMRG1_69040.2	TREG1_93720.1
OG0002441	SMRG1_49770.1, SMRG1_49770.2	TREG1_72020.1, TREG1_72060.1
OG0002442	SMRG1_42880.1, SMRG1_42880.3, SMRG1_42880.2, SMRG1_42880.4	TREG1_42150.1, TREG1_42150.3
OG0002443	SMRG1_45870.1, SMRG1_45870.2, SMRG1_45870.3, SMRG1_45870.4	TREG1_31470.1, TREG1_31470.2
OG0002444	SMRG1_57900.1	TREG1_77540.1, TREG1_77540.2
OG0002445	SMRG1_69020.1, SMRG1_69020.2	TREG1_93910.1
OG0002446	SMRG1_63090.1, SMRG1_63090.2, SMRG1_63090.3, SMRG1_63090.4	TREG1_85520.1
OG0002447	SMRG1_7120.1	TREG1_11000.1, TREG1_11000.2, TREG1_11000.3, TREG1_11000.5, TREG1_11000.6, TREG1_11000.4
OG0002448	SMRG1_32310.1, SMRG1_32310.2	TREG1_52050.1, TREG1_52050.2, TREG1_52050.3
OG0002449	SMRG1_16750.1, SMRG1_16750.4, SMRG1_16750.2, SMRG1_16750.3	TREG1_22970.1, TREG1_22970.3, TREG1_22970.4, TREG1_22970.2
OG0002450	SMRG1_65760.1	TREG1_87250.1
OG0002451	SMRG1_71460.1	TREG1_96000.1
OG0002452	SMRG1_7580.1, SMRG1_7580.2	TREG1_4270.1, TREG1_4280.1
OG0002453	SMRG1_47800.3, SMRG1_47800.1, SMRG1_47800.2, SMRG1_47800.4	TREG1_72180.1
OG0002454	SMRG1_67690.1	TREG1_88420.1
OG0002455	SMRG1_66540.1	TREG1_81170.1
OG0002456	SMRG1_32900.1	TREG1_48160.1, TREG1_48160.2
OG0002457	SMRG1_72360.2, SMRG1_72360.1	TREG1_95400.1
OG0002458	SMRG1_85360.1, SMRG1_85360.2	TREG1_115610.1
OG0002459	SMRG1_38190.1	TREG1_45950.1, TREG1_45950.2, TREG1_45950.3
