Orthogroup	schistosoma_margrebowiei	fasciola_gigantica
OG0002828	SMRG1_28210.1, SMRG1_28220.1	FGIG_08104, FGIG_12689
OG0002829	SMRG1_60080.1, SMRG1_60080.2	FGIG_09197, FGIG_08438
OG0002830	SMRG1_23570.3, SMRG1_23570.1, SMRG1_23570.2, SMRG1_23570.4	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511
OG0002831	SMRG1_15130.1	FGIG_08556
OG0002832	SMRG1_82150.1, SMRG1_82150.2	FGIG_08571
OG0002833	SMRG1_57320.1, SMRG1_57320.2, SMRG1_57320.3, SMRG1_57320.4	FGIG_08588
OG0002834	SMRG1_3470.1, SMRG1_3470.2	FGIG_08596
OG0002835	SMRG1_92700.1, SMRG1_92700.2	FGIG_08621, FGIG_08622
OG0002836	SMRG1_25680.1, SMRG1_25680.4, SMRG1_25680.2, SMRG1_25680.3	FGIG_08624
OG0002837	SMRG1_15140.2, SMRG1_15140.1, SMRG1_15140.3, SMRG1_15140.4	FGIG_08626
OG0002838	SMRG1_13320.2, SMRG1_13320.1, SMRG1_13320.5, SMRG1_13320.3, SMRG1_13320.4	FGIG_08655
OG0002839	SMRG1_71750.1, SMRG1_71750.2, SMRG1_71750.3	FGIG_08663, FGIG_08664
OG0002840	SMRG1_92460.1, SMRG1_92460.2, SMRG1_92460.3, SMRG1_92460.4	FGIG_08800
OG0002841	SMRG1_51400.1	FGIG_08875
OG0002842	SMRG1_71500.4, SMRG1_71500.2, SMRG1_71500.3, SMRG1_71500.1, SMRG1_71500.5	FGIG_08981
OG0002843	SMRG1_26180.2, SMRG1_26180.1, SMRG1_26180.3	FGIG_09146
OG0002844	SMRG1_68150.3, SMRG1_68150.1, SMRG1_68150.4, SMRG1_68150.2	FGIG_09190
OG0002845	SMRG1_10580.1, SMRG1_10590.1, SMRG1_10590.2	FGIG_09422
OG0002846	SMRG1_19240.1, SMRG1_19240.2, SMRG1_19240.3	FGIG_09486
OG0002847	SMRG1_58300.1	FGIG_09676
OG0002848	SMRG1_59520.2, SMRG1_59520.1, SMRG1_59520.3, SMRG1_59530.1	FGIG_09722, FGIG_11866, FGIG_11390
OG0002849	SMRG1_13120.1, SMRG1_13150.1	FGIG_09733
OG0002850	SMRG1_65430.1	FGIG_09763
OG0002851	SMRG1_90810.1	FGIG_09821, FGIG_09820
OG0002852	SMRG1_13230.1	FGIG_09930
OG0002853	SMRG1_73810.1, SMRG1_73810.2	FGIG_09963
OG0002854	SMRG1_34620.1, SMRG1_34620.2	FGIG_10000, FGIG_11499
OG0002855	SMRG1_17850.2, SMRG1_17850.1, SMRG1_17850.3	FGIG_10052
OG0002856	SMRG1_53980.1	FGIG_10060
OG0002857	SMRG1_63690.1, SMRG1_63690.2, SMRG1_63690.3	FGIG_10094
OG0002858	SMRG1_9560.1	FGIG_10159
OG0002859	SMRG1_63310.1, SMRG1_63310.3, SMRG1_63310.2, SMRG1_63310.4	FGIG_10168
OG0002860	SMRG1_77950.1, SMRG1_77950.2	FGIG_10233
OG0002861	SMRG1_89080.1, SMRG1_89080.2	FGIG_11617, FGIG_10343
OG0002862	SMRG1_65810.2, SMRG1_65810.4, SMRG1_65810.1, SMRG1_65810.3	FGIG_10392
OG0002863	SMRG1_17630.1, SMRG1_17620.1	FGIG_12461
OG0002864	SMRG1_54390.1	FGIG_10838
OG0002865	SMRG1_10310.1	FGIG_12304, FGIG_10855
OG0002866	SMRG1_35890.1	FGIG_10903
OG0002867	SMRG1_3640.1, SMRG1_3640.2	FGIG_10919, FGIG_10918
OG0002868	SMRG1_88160.1, SMRG1_88160.2	FGIG_11146
OG0002869	SMRG1_1830.1, SMRG1_1830.2, SMRG1_1830.3	FGIG_11243, FGIG_12537
OG0002870	SMRG1_48160.3, SMRG1_48160.1, SMRG1_48160.2	FGIG_11294
OG0002871	SMRG1_45310.2, SMRG1_45310.3, SMRG1_45310.1	FGIG_11362
OG0002872	SMRG1_50280.1	FGIG_11386
OG0002873	SMRG1_93030.1	FGIG_11394
OG0002874	SMRG1_39660.1, SMRG1_39690.1	FGIG_11438
OG0002875	SMRG1_51740.1	FGIG_11642
OG0002876	SMRG1_72320.1	FGIG_11664
OG0002877	SMRG1_60130.1	FGIG_11764
OG0002878	SMRG1_64430.2, SMRG1_64430.8, SMRG1_64430.5, SMRG1_64430.3, SMRG1_64430.4, SMRG1_64430.7, SMRG1_64430.1, SMRG1_64430.6	FGIG_12418, FGIG_11844
OG0002879	SMRG1_17100.1	FGIG_11907
OG0002880	SMRG1_21650.1	FGIG_11965
OG0002881	SMRG1_61650.1	FGIG_11981
OG0002882	SMRG1_16720.1, SMRG1_16710.1	FGIG_12183
OG0002883	SMRG1_51840.1, SMRG1_51840.2	FGIG_12203
OG0002884	SMRG1_65640.2, SMRG1_65640.4, SMRG1_65640.3, SMRG1_65640.1	FGIG_12322
OG0002885	SMRG1_47450.1, SMRG1_47450.4, SMRG1_47450.2, SMRG1_47450.3	FGIG_12382
OG0002886	SMRG1_75010.2, SMRG1_75010.3, SMRG1_75010.1, SMRG1_75010.4	FGIG_12486
OG0002902	SMRG1_39380.2, SMRG1_39380.1, SMRG1_39380.3	FGIG_00019
OG0002903	SMRG1_71450.1	FGIG_00186
OG0002904	SMRG1_21890.1	FGIG_00215
OG0002905	SMRG1_66920.1	FGIG_00262
OG0002906	SMRG1_29140.1, SMRG1_29140.2, SMRG1_29140.3, SMRG1_29140.4	FGIG_00289
OG0002907	SMRG1_5170.1, SMRG1_5170.2	FGIG_00323
OG0002908	SMRG1_69420.1	FGIG_00395
OG0002909	SMRG1_82110.1	FGIG_00500
OG0002910	SMRG1_16460.1	FGIG_00574
OG0002911	SMRG1_14490.1	FGIG_14002, FGIG_00620
OG0002912	SMRG1_65420.1	FGIG_00740
OG0002913	SMRG1_9740.1	FGIG_00835
OG0002914	SMRG1_15990.1	FGIG_00848
OG0002915	SMRG1_77980.1, SMRG1_77980.2, SMRG1_77980.3, SMRG1_77980.4, SMRG1_77980.6, SMRG1_77980.5	FGIG_00931
OG0002916	SMRG1_17570.1, SMRG1_17570.2	FGIG_01037
OG0002917	SMRG1_23060.1, SMRG1_23060.2	FGIG_01058
OG0002918	SMRG1_82120.1, SMRG1_82120.2	FGIG_01161
OG0002919	SMRG1_87050.1, SMRG1_87050.2	FGIG_01197
OG0002920	SMRG1_43250.1, SMRG1_43260.1	FGIG_01206
OG0002921	SMRG1_96350.1	FGIG_01214
OG0002922	SMRG1_77030.1	FGIG_01223
OG0002923	SMRG1_59960.1	FGIG_01244, FGIG_01243
OG0002924	SMRG1_11360.1	FGIG_01292
OG0002925	SMRG1_12080.1	FGIG_01296
OG0002926	SMRG1_32530.1, SMRG1_32530.2	FGIG_01363
OG0002927	SMRG1_9250.1	FGIG_08220, FGIG_01366, FGIG_01367
OG0002928	SMRG1_75590.1	FGIG_01390, FGIG_10597
OG0002929	SMRG1_21410.2, SMRG1_21410.3, SMRG1_21410.1	FGIG_01392
OG0002930	SMRG1_40720.1, SMRG1_40720.2, SMRG1_40720.3	FGIG_01565
OG0002931	SMRG1_1740.1, SMRG1_1740.2	FGIG_01593
OG0002932	SMRG1_45200.1, SMRG1_45190.1	FGIG_01662
OG0002933	SMRG1_40410.1, SMRG1_40420.1	FGIG_01666, FGIG_01667
OG0002934	SMRG1_94510.3, SMRG1_94510.1, SMRG1_94510.2	FGIG_01686
OG0002935	SMRG1_55860.1, SMRG1_66390.1	FGIG_01722, FGIG_02871
OG0002936	SMRG1_47390.1, SMRG1_47390.2	FGIG_01745, FGIG_01743, FGIG_01744
OG0002937	SMRG1_38930.1, SMRG1_38930.2	FGIG_01916, FGIG_01915, FGIG_01917
OG0002938	SMRG1_79540.1	FGIG_03033, FGIG_06311, FGIG_06309
OG0002939	SMRG1_12640.1, SMRG1_12640.2, SMRG1_12640.3, SMRG1_12640.4	FGIG_02005
OG0002940	SMRG1_48670.1	FGIG_02225
OG0002941	SMRG1_55580.1, SMRG1_55590.1	FGIG_02300
OG0002942	SMRG1_78880.1, SMRG1_78860.1	FGIG_02323
OG0002943	SMRG1_78900.1, SMRG1_78900.2	FGIG_02325
OG0002944	SMRG1_17520.1	FGIG_02379, FGIG_12561
OG0002945	SMRG1_78280.1, SMRG1_78280.2	FGIG_02398
OG0002946	SMRG1_16300.1, SMRG1_16300.2	FGIG_07587, FGIG_09588, FGIG_02404
OG0002947	SMRG1_90600.1, SMRG1_90600.2, SMRG1_90600.3	FGIG_02420, FGIG_02418, FGIG_02419
OG0002948	SMRG1_60210.4, SMRG1_60210.1, SMRG1_60210.2, SMRG1_60210.3	FGIG_02488, FGIG_12594
OG0002949	SMRG1_34150.1, SMRG1_34150.2	FGIG_02550
OG0002950	SMRG1_70770.1	FGIG_02625
OG0002951	SMRG1_37930.1	FGIG_02656
OG0002952	SMRG1_51110.1, SMRG1_51120.1	FGIG_02719, FGIG_02720
OG0002953	SMRG1_3190.3, SMRG1_3190.1, SMRG1_3190.2, SMRG1_3190.4	FGIG_02725, FGIG_07191
OG0002954	SMRG1_60770.1, SMRG1_60770.2, SMRG1_60770.3	FGIG_02727
OG0002955	SMRG1_74340.1, SMRG1_74340.3, SMRG1_74340.2	FGIG_02756
OG0002956	SMRG1_96100.3, SMRG1_96100.2, SMRG1_96100.1	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797
OG0002957	SMRG1_70880.1, SMRG1_70880.2	FGIG_02858
OG0002958	SMRG1_67400.1	FGIG_02869
OG0002959	SMRG1_88140.1, SMRG1_88140.2, SMRG1_88140.3, SMRG1_88140.4	FGIG_02906
OG0002960	SMRG1_49340.1, SMRG1_49340.2	FGIG_02937
OG0002961	SMRG1_18640.4, SMRG1_18640.1, SMRG1_18640.3, SMRG1_18640.5, SMRG1_18640.2	FGIG_02939
OG0002962	SMRG1_66960.1, SMRG1_66960.2	FGIG_02969
OG0002963	SMRG1_13380.1	FGIG_02993
OG0002964	SMRG1_25300.1, SMRG1_25300.2, SMRG1_25300.3	FGIG_03178
OG0002965	SMRG1_93840.1, SMRG1_93840.2	FGIG_03233
OG0002966	SMRG1_44170.2, SMRG1_44170.1, SMRG1_44170.4, SMRG1_44170.3	FGIG_03240
OG0002967	SMRG1_59640.1	FGIG_03409
OG0002968	SMRG1_18870.1	FGIG_03437, FGIG_03436
OG0002969	SMRG1_53330.1, SMRG1_53330.2, SMRG1_53330.3, SMRG1_53330.4, SMRG1_53330.5, SMRG1_53330.6, SMRG1_53330.7	FGIG_09365, FGIG_10961
OG0002970	SMRG1_9510.1	FGIG_03956
OG0002971	SMRG1_63590.1, SMRG1_63590.2, SMRG1_63590.4, SMRG1_63590.5, SMRG1_63590.3	FGIG_03967
OG0002972	SMRG1_62310.1	FGIG_04052
OG0002973	SMRG1_49150.1	FGIG_04067
OG0002974	SMRG1_32590.3, SMRG1_32590.4, SMRG1_32590.1, SMRG1_32590.2	FGIG_04073, FGIG_04075
OG0002975	SMRG1_38290.1	FGIG_04094
OG0002976	SMRG1_64100.2, SMRG1_64100.3, SMRG1_64100.4, SMRG1_64100.1	FGIG_04253
OG0002977	SMRG1_7600.3, SMRG1_7600.1, SMRG1_7600.2	FGIG_04273
OG0002979	SMRG1_20070.1	FGIG_04465, FGIG_04464
OG0002980	SMRG1_29430.2, SMRG1_29430.3, SMRG1_29430.1	FGIG_04471
OG0002981	SMRG1_75790.1, SMRG1_75790.2	FGIG_04544
OG0002982	SMRG1_54250.1, SMRG1_54250.2, SMRG1_54250.3, SMRG1_54250.4	FGIG_04550
OG0002983	SMRG1_24810.1	FGIG_04578
OG0002984	SMRG1_12300.1	FGIG_04581
OG0002985	SMRG1_1920.1, SMRG1_1920.5, SMRG1_1920.2, SMRG1_1920.4, SMRG1_1920.3	FGIG_04617
OG0002986	SMRG1_9620.1, SMRG1_9610.1	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983
OG0002988	SMRG1_94350.1, SMRG1_94350.3, SMRG1_94350.2, SMRG1_94350.4	FGIG_04757, FGIG_04758
OG0002989	SMRG1_50110.2, SMRG1_50110.1, SMRG1_50110.3, SMRG1_50110.4	FGIG_04844
OG0002990	SMRG1_81570.1, SMRG1_81570.2	FGIG_05026
OG0002991	SMRG1_32030.1	FGIG_05049
OG0002992	SMRG1_76500.1	FGIG_08339, FGIG_05098
OG0002993	SMRG1_84650.1	FGIG_06818, FGIG_05143
OG0002994	SMRG1_18850.1	FGIG_05172, FGIG_10596
OG0002995	SMRG1_90090.1	FGIG_05238, FGIG_05700, FGIG_05702
OG0002996	SMRG1_14420.1	FGIG_05248
OG0002997	SMRG1_34420.1	FGIG_05258
OG0002998	SMRG1_44800.1, SMRG1_44800.2	FGIG_05264
OG0002999	SMRG1_60340.1	FGIG_05459, FGIG_05458
OG0003000	SMRG1_27180.1, SMRG1_27180.2	FGIG_05550, FGIG_11718
OG0003001	SMRG1_27120.1	FGIG_05567, FGIG_05566, FGIG_05568
OG0003002	SMRG1_19090.1	FGIG_05627
OG0003003	SMRG1_95080.3, SMRG1_95080.1, SMRG1_95080.2	FGIG_05718
OG0003004	SMRG1_75700.1	FGIG_05746
OG0003005	SMRG1_54560.1	FGIG_05768
OG0003006	SMRG1_85810.2, SMRG1_85810.1	FGIG_12572, FGIG_05890
OG0003007	SMRG1_59610.1	FGIG_05943
OG0003008	SMRG1_32110.1	FGIG_05946
OG0003009	SMRG1_6260.1, SMRG1_6260.2, SMRG1_6260.3, SMRG1_6260.4	FGIG_05963
OG0003010	SMRG1_72450.3, SMRG1_72450.4, SMRG1_72450.1, SMRG1_72450.2	FGIG_05969, FGIG_07856
OG0003011	SMRG1_30420.1	FGIG_05999, FGIG_06000
OG0003012	SMRG1_62160.1, SMRG1_62160.2	FGIG_06004
OG0003013	SMRG1_78760.1, SMRG1_78760.2, SMRG1_78760.3	FGIG_06062
OG0003014	SMRG1_84900.1	FGIG_06089
OG0003015	SMRG1_43680.1, SMRG1_43680.2, SMRG1_43680.3, SMRG1_43680.4	FGIG_06212
OG0003016	SMRG1_76180.1	FGIG_06238
OG0003017	SMRG1_51020.1, SMRG1_51020.2	FGIG_06260
OG0003018	SMRG1_95910.1	FGIG_06279, FGIG_06278
OG0003019	SMRG1_75180.1, SMRG1_75180.2	FGIG_06334
OG0003020	SMRG1_28900.3, SMRG1_28900.1, SMRG1_28900.2	FGIG_06382, FGIG_06381
OG0003021	SMRG1_84920.1	FGIG_06534, FGIG_06533, FGIG_12647
OG0003022	SMRG1_25080.1, SMRG1_25080.2	FGIG_06594
OG0003023	SMRG1_84850.1, SMRG1_84850.2	FGIG_06597
OG0003024	SMRG1_78330.3, SMRG1_78330.2, SMRG1_78330.1	FGIG_06988
OG0003025	SMRG1_37130.1, SMRG1_37130.2, SMRG1_37130.3, SMRG1_37130.4, SMRG1_37130.5	FGIG_07082
OG0003026	SMRG1_33250.1, SMRG1_33250.3, SMRG1_33250.2	FGIG_07133
OG0003027	SMRG1_18230.1	FGIG_07139, FGIG_07140
OG0003028	SMRG1_9650.1	FGIG_07143
OG0003029	SMRG1_82720.1	FGIG_07244
OG0003030	SMRG1_19050.1, SMRG1_19050.2, SMRG1_19050.3	FGIG_07269
OG0003031	SMRG1_65130.1	FGIG_07278, FGIG_12471
OG0003032	SMRG1_61920.1, SMRG1_61920.2	FGIG_07540
OG0003033	SMRG1_47540.1	FGIG_07592
OG0003034	SMRG1_83130.3, SMRG1_83130.1, SMRG1_83130.2, SMRG1_83130.4, SMRG1_83130.5	FGIG_07751
OG0003036	SMRG1_85110.1	FGIG_07780
OG0003037	SMRG1_79920.1	FGIG_07808
OG0003038	SMRG1_52750.1	FGIG_07992
OG0003039	SMRG1_46590.3, SMRG1_46590.1, SMRG1_46590.2	FGIG_08048
OG0003040	SMRG1_30110.2, SMRG1_30110.4, SMRG1_30110.5, SMRG1_30110.1, SMRG1_30110.3	FGIG_08190
OG0003041	SMRG1_32990.3, SMRG1_32990.2, SMRG1_32990.4, SMRG1_32990.1	FGIG_08407
OG0003042	SMRG1_41060.1, SMRG1_41060.2	FGIG_08421
OG0003043	SMRG1_48510.1	FGIG_11366, FGIG_08443, FGIG_11401
OG0003044	SMRG1_7370.1, SMRG1_7370.2, SMRG1_7370.3, SMRG1_7370.4	FGIG_08468
OG0003045	SMRG1_52230.1	FGIG_08522
OG0003046	SMRG1_52240.1, SMRG1_52240.2, SMRG1_52240.3	FGIG_08523
OG0003047	SMRG1_12450.1	FGIG_08578
OG0003048	SMRG1_46140.1	FGIG_08685
OG0003049	SMRG1_46130.1	FGIG_08686
OG0003050	SMRG1_79020.1	FGIG_08727
OG0003051	SMRG1_24440.1	FGIG_11595, FGIG_08733
OG0003052	SMRG1_65490.1, SMRG1_65490.2, SMRG1_65490.3	FGIG_08801
OG0003053	SMRG1_26590.1, SMRG1_26590.2	FGIG_09271, FGIG_08894
OG0003054	SMRG1_8460.1	FGIG_08948
OG0003055	SMRG1_56960.1	FGIG_08993
OG0003056	SMRG1_8360.1, SMRG1_8360.2	FGIG_09001
OG0003057	SMRG1_63900.1	FGIG_09030
OG0003058	SMRG1_93140.1, SMRG1_93140.2, SMRG1_93140.3	FGIG_09112
OG0003059	SMRG1_36070.1	FGIG_09121, FGIG_09120
OG0003060	SMRG1_52550.1, SMRG1_52550.2	FGIG_09243, FGIG_09244
OG0003061	SMRG1_82750.1, SMRG1_82750.2, SMRG1_82750.3, SMRG1_82750.4, SMRG1_82750.5, SMRG1_82750.6	FGIG_09587
OG0003062	SMRG1_90910.1	FGIG_09635, FGIG_09636
OG0003063	SMRG1_17280.1, SMRG1_17280.2, SMRG1_17280.3, SMRG1_17280.4	FGIG_09684, FGIG_09683
OG0003064	SMRG1_7380.2, SMRG1_7380.1, SMRG1_7380.4, SMRG1_7400.1, SMRG1_7380.3	FGIG_09743
OG0003065	SMRG1_21690.1, SMRG1_21690.2	FGIG_10047
OG0003066	SMRG1_95400.1	FGIG_12142, FGIG_10066
OG0003067	SMRG1_25000.1	FGIG_10345
OG0003068	SMRG1_77320.1, SMRG1_77320.3, SMRG1_77320.2	FGIG_11486, FGIG_10373
OG0003069	SMRG1_71090.1, SMRG1_71090.2	FGIG_10445
OG0003070	SMRG1_35340.1, SMRG1_35340.2	FGIG_10642
OG0003071	SMRG1_60020.1	FGIG_11658, FGIG_10650
OG0003072	SMRG1_79900.1	FGIG_10812
OG0003073	SMRG1_64630.1	FGIG_10975
OG0003074	SMRG1_59240.1, SMRG1_59240.2	FGIG_10986, FGIG_11028
OG0003075	SMRG1_58110.1	FGIG_10993
OG0003076	SMRG1_58060.1	FGIG_11076
OG0003077	SMRG1_75210.1	FGIG_11119
OG0003078	SMRG1_59560.1	FGIG_11333
OG0003079	SMRG1_56940.1, SMRG1_56940.2, SMRG1_56940.3	FGIG_11502
OG0003080	SMRG1_10610.1	FGIG_11951
OG0003081	SMRG1_14240.1	FGIG_12102
OG0003082	SMRG1_50770.1, SMRG1_50770.2	FGIG_12404
OG0003107	SMRG1_56770.1	FGIG_00005
OG0003108	SMRG1_26400.1	FGIG_00069
OG0003109	SMRG1_14720.6, SMRG1_14720.1, SMRG1_14720.2, SMRG1_14720.3, SMRG1_14720.5, SMRG1_14720.4	FGIG_00104
OG0003110	SMRG1_13630.1, SMRG1_13630.2, SMRG1_13630.3	FGIG_00329
OG0003111	SMRG1_71520.3, SMRG1_71520.1, SMRG1_71520.2	FGIG_00373, FGIG_00372
OG0003112	SMRG1_68390.1	FGIG_00405
OG0003114	SMRG1_88130.1	FGIG_00425
OG0003115	SMRG1_74410.1, SMRG1_74410.2	FGIG_00440
OG0003116	SMRG1_89310.1	FGIG_00454
OG0003117	SMRG1_16490.1, SMRG1_16490.2	FGIG_00573
OG0003118	SMRG1_40900.1, SMRG1_40890.1	FGIG_00599
OG0003119	SMRG1_33120.1, SMRG1_33120.2, SMRG1_33120.3, SMRG1_33120.4	FGIG_00640
OG0003120	SMRG1_72540.1	FGIG_00733
OG0003121	SMRG1_510.1, SMRG1_510.2, SMRG1_510.3, SMRG1_510.4, SMRG1_510.5	FGIG_00832
OG0003122	SMRG1_1390.3, SMRG1_1390.1, SMRG1_1390.2	FGIG_00834
OG0003123	SMRG1_84210.1, SMRG1_84260.1	FGIG_00870
OG0003124	SMRG1_91840.1, SMRG1_91840.2, SMRG1_91840.3, SMRG1_91840.4	FGIG_00892
OG0003125	SMRG1_75000.3	FGIG_00910
OG0003126	SMRG1_18670.1	FGIG_00964
OG0003127	SMRG1_87300.1	FGIG_01018, FGIG_01019
OG0003128	SMRG1_83040.1, SMRG1_83040.2, SMRG1_83040.3, SMRG1_83040.5, SMRG1_83040.4	FGIG_01047
OG0003129	SMRG1_2720.4, SMRG1_2720.2, SMRG1_2720.1, SMRG1_2720.3	FGIG_01130
OG0003130	SMRG1_28070.1	FGIG_06959, FGIG_06960, FGIG_01205
OG0003131	SMRG1_73020.1	FGIG_01254
OG0003132	SMRG1_23930.1, SMRG1_23930.2, SMRG1_23930.3	FGIG_01271
OG0003133	SMRG1_61560.1, SMRG1_61560.2, SMRG1_61560.3	FGIG_01405
OG0003134	SMRG1_84310.1, SMRG1_84310.2, SMRG1_84310.3	FGIG_01432, FGIG_01433
OG0003135	SMRG1_36400.1, SMRG1_36400.4, SMRG1_36400.2, SMRG1_36400.3	FGIG_01687
OG0003136	SMRG1_9810.1, SMRG1_9810.2, SMRG1_9810.3, SMRG1_9810.4	FGIG_01720
OG0003137	SMRG1_82290.1	FGIG_10091, FGIG_01742
OG0003138	SMRG1_91620.1	FGIG_01803, FGIG_01804
OG0003139	SMRG1_50100.1	FGIG_01910, FGIG_04845
OG0003140	SMRG1_31110.1, SMRG1_31110.3, SMRG1_31110.2	FGIG_01963
OG0003141	SMRG1_62170.1	FGIG_02066
OG0003142	SMRG1_77130.1	FGIG_06588, FGIG_02089
OG0003143	SMRG1_76330.1, SMRG1_76330.2, SMRG1_76330.3	FGIG_02166
OG0003144	SMRG1_39360.1	FGIG_02199
OG0003145	SMRG1_19340.1, SMRG1_19340.2	FGIG_02360, FGIG_05876
OG0003146	SMRG1_65450.1, SMRG1_65450.2, SMRG1_65450.3, SMRG1_65450.4, SMRG1_65450.5	FGIG_02362
OG0003147	SMRG1_49940.1	FGIG_11805, FGIG_02380
OG0003148	SMRG1_93880.1	FGIG_02414
OG0003149	SMRG1_56720.1	FGIG_02528
OG0003150	SMRG1_79270.1, SMRG1_79270.2, SMRG1_79270.3	FGIG_02558
OG0003151	SMRG1_50650.1	FGIG_02577, FGIG_02578
OG0003152	SMRG1_37310.1, SMRG1_37310.2	FGIG_02705
OG0003153	SMRG1_74500.3, SMRG1_74500.4, SMRG1_74500.1, SMRG1_74500.2	FGIG_02735
OG0003154	SMRG1_35810.1	FGIG_02742
OG0003155	SMRG1_72150.1, SMRG1_72150.2, SMRG1_72150.3	FGIG_02744
OG0003156	SMRG1_38210.1, SMRG1_38210.2	FGIG_02790
OG0003157	SMRG1_52990.1	FGIG_02891
OG0003158	SMRG1_90280.1	FGIG_06749, FGIG_11417, FGIG_02904
OG0003159	SMRG1_56390.3, SMRG1_56390.1, SMRG1_56390.2	FGIG_04612, FGIG_02912
OG0003160	SMRG1_21270.1, SMRG1_21270.2	FGIG_02965
OG0003161	SMRG1_47770.2, SMRG1_47770.3, SMRG1_47770.4, SMRG1_47770.1, SMRG1_47770.5, SMRG1_47770.6	FGIG_03141
OG0003162	SMRG1_9190.1, SMRG1_9200.1, SMRG1_9200.2	FGIG_03155, FGIG_06192
OG0003163	SMRG1_490.1, SMRG1_490.2, SMRG1_490.3, SMRG1_490.4	FGIG_03160
OG0003164	SMRG1_33380.1	FGIG_03241
OG0003165	SMRG1_78140.1, SMRG1_78140.2	FGIG_03257
OG0003166	SMRG1_55280.1	FGIG_03294
OG0003167	SMRG1_95010.1	FGIG_03348
OG0003168	SMRG1_64230.1	FGIG_03363, FGIG_07368
OG0003169	SMRG1_15430.1, SMRG1_15430.2, SMRG1_15430.3, SMRG1_15430.4, SMRG1_15240.1	FGIG_03426
OG0003170	SMRG1_16940.1	FGIG_03444
OG0003171	SMRG1_73790.1, SMRG1_73790.2	FGIG_03515
OG0003172	SMRG1_22030.1	FGIG_06205, FGIG_03518, FGIG_05757
OG0003173	SMRG1_31750.1, SMRG1_31750.2	FGIG_03614, FGIG_03616, FGIG_03615
OG0003174	SMRG1_75810.1, SMRG1_75810.2	FGIG_03638
OG0003175	SMRG1_95180.1	FGIG_03807
OG0003176	SMRG1_70720.1, SMRG1_70720.2, SMRG1_70720.3	FGIG_03829
OG0003177	SMRG1_25830.1	FGIG_03833, FGIG_07602, FGIG_10490
OG0003178	SMRG1_33460.1	FGIG_06106, FGIG_06105, FGIG_03939
OG0003179	SMRG1_75950.1	FGIG_12448, FGIG_04250
OG0003180	SMRG1_4110.1, SMRG1_4110.2	FGIG_04325
OG0003181	SMRG1_36790.1	FGIG_06032, FGIG_04528
OG0003182	SMRG1_31290.1	FGIG_04583
OG0003183	SMRG1_12740.1	FGIG_04603
OG0003184	SMRG1_28520.1	FGIG_04609
OG0003185	SMRG1_71410.1	FGIG_04853
OG0003186	SMRG1_29860.1, SMRG1_29860.2	FGIG_04944
OG0003187	SMRG1_74510.1	FGIG_04951
OG0003188	SMRG1_82760.3, SMRG1_82760.1, SMRG1_82760.2	FGIG_05117
OG0003189	SMRG1_57440.2, SMRG1_57440.1, SMRG1_57440.3	FGIG_05178
OG0003190	SMRG1_60290.1, SMRG1_60290.2	FGIG_05237
OG0003191	SMRG1_48050.3, SMRG1_48050.1, SMRG1_48050.2	FGIG_05315
OG0003192	SMRG1_66910.1	FGIG_05388
OG0003193	SMRG1_37350.1	FGIG_05396
OG0003194	SMRG1_70360.1, SMRG1_70360.2, SMRG1_70360.3	FGIG_05426
OG0003195	SMRG1_16910.1	FGIG_05446
OG0003196	SMRG1_62700.1	FGIG_05473, FGIG_07358
OG0003197	SMRG1_96320.1	FGIG_05532
OG0003198	SMRG1_51340.1	FGIG_05599, FGIG_06298
OG0003199	SMRG1_94850.1	FGIG_05652
OG0003200	SMRG1_10090.1, SMRG1_10090.3, SMRG1_10090.2, SMRG1_10090.4	FGIG_05681
OG0003201	SMRG1_13990.1, SMRG1_13990.2	FGIG_05709
OG0003202	SMRG1_16470.1	FGIG_05726
OG0003203	SMRG1_92820.1, SMRG1_92820.2	FGIG_05925
OG0003204	SMRG1_19710.1, SMRG1_19710.2	FGIG_05955, FGIG_05956
OG0003205	SMRG1_36720.1	FGIG_06364, FGIG_07276
OG0003206	SMRG1_17470.1, SMRG1_17480.1	FGIG_06475
OG0003207	SMRG1_7960.1, SMRG1_7960.2, SMRG1_7960.7, SMRG1_7960.3, SMRG1_7960.4, SMRG1_7960.5, SMRG1_7960.6	FGIG_06638
OG0003208	SMRG1_69990.1	FGIG_06732
OG0003209	SMRG1_79360.1	FGIG_06733
OG0003210	SMRG1_12420.3, SMRG1_12420.4, SMRG1_12420.1, SMRG1_12420.2	FGIG_06802, FGIG_06803, FGIG_07222
OG0003211	SMRG1_75690.1, SMRG1_75690.2, SMRG1_75690.3	FGIG_06838
OG0003212	SMRG1_5650.1	FGIG_06873
OG0003213	SMRG1_33310.1, SMRG1_33310.2, SMRG1_33310.3, SMRG1_33310.4	FGIG_06897
OG0003214	SMRG1_11320.1, SMRG1_11320.2	FGIG_10827, FGIG_06937
OG0003215	SMRG1_8580.1, SMRG1_8570.1	FGIG_06944, FGIG_06943
OG0003216	SMRG1_64880.1, SMRG1_64880.4, SMRG1_64880.2, SMRG1_64880.3	FGIG_06947
OG0003217	SMRG1_59910.1, SMRG1_59910.2, SMRG1_59910.3	FGIG_07015
OG0003218	SMRG1_58500.1	FGIG_07072
OG0003221	SMRG1_39670.1	FGIG_07199
