Orthogroup	schistosoma_margrebowiei	s.mekongi
OG0003436	SMRG1_51050.1	KAK4469415.1
OG0003437	SMRG1_73390.1, SMRG1_73390.2	KAK4470283.1
OG0003438	SMRG1_31030.1, SMRG1_31030.2	KAK4472694.1
OG0003439	SMRG1_21990.1, SMRG1_21990.2, SMRG1_21990.3	KAK4475442.1
OG0003440	SMRG1_20390.1	KAK4475396.1
OG0003441	SMRG1_26830.1, SMRG1_27070.1	KAK4472935.1, KAK4467225.1
OG0003442	SMRG1_73190.1, SMRG1_73190.3, SMRG1_73190.2, SMRG1_73190.4	KAK4470265.1
OG0003443	SMRG1_61970.1, SMRG1_61960.1, SMRG1_61980.2, SMRG1_61980.1	KAK4472080.1
OG0003444	SMRG1_10390.1, SMRG1_10390.2, SMRG1_10390.3	KAK4475939.1
OG0003445	SMRG1_45090.1, SMRG1_45070.1	KAK4474179.1
OG0003446	SMRG1_35150.1, SMRG1_35150.2	KAK4467276.1
OG0003447	SMRG1_5200.1	KAK4475836.1
OG0003448	SMRG1_70640.1, SMRG1_70640.2	KAK4470129.1
OG0003449	SMRG1_70650.1	KAK4470128.1
OG0003450	SMRG1_66490.1	KAK4471441.1
OG0003451	SMRG1_86210.1, SMRG1_86210.2	KAK4468061.1
OG0003452	SMRG1_8200.1	KAK4475988.1
OG0003453	SMRG1_43690.1	KAK4467251.1, KAK4473565.1
OG0003454	SMRG1_34240.1	KAK4472250.1
OG0003455	SMRG1_62360.1	KAK4471806.1
OG0003456	SMRG1_7810.1, SMRG1_7790.3, SMRG1_7790.2, SMRG1_7790.1	KAK4476121.1
OG0003457	SMRG1_38080.1, SMRG1_38080.2	KAK4473914.1
OG0003458	SMRG1_39250.1	KAK4473754.1
OG0003459	SMRG1_74450.1	KAK4470622.1
OG0003460	SMRG1_44660.1	KAK4473874.1
OG0003462	SMRG1_39640.1	KAK4473716.1
OG0003463	SMRG1_85880.1, SMRG1_85880.2	KAK4468148.1
OG0003464	SMRG1_82190.1	KAK4468339.1
OG0003465	SMRG1_63520.1	KAK4471665.1
OG0003466	SMRG1_9550.1	KAK4474381.1
OG0003467	SMRG1_77680.1, SMRG1_77690.1	KAK4470416.1
OG0003468	SMRG1_69490.1, SMRG1_69490.2	KAK4471499.1
OG0003469	SMRG1_51240.1, SMRG1_51240.2	KAK4469435.1
OG0003470	SMRG1_52790.2, SMRG1_52790.1, SMRG1_52790.4, SMRG1_52790.3, SMRG1_52790.5	KAK4469702.1
OG0003471	SMRG1_46390.1, SMRG1_46390.2	KAK4469558.1
OG0003472	SMRG1_8590.1	KAK4476240.1
OG0003473	SMRG1_78370.1, SMRG1_78370.3, SMRG1_78370.2	KAK4470786.1
OG0003474	SMRG1_57230.1, SMRG1_57230.2	KAK4469757.1
OG0003475	SMRG1_24510.1	KAK4473147.1
OG0003476	SMRG1_43090.1, SMRG1_43090.2, SMRG1_43090.3	KAK4473510.1
OG0003477	SMRG1_90350.1	KAK4468923.1
OG0003478	SMRG1_6000.1, SMRG1_6000.2, SMRG1_6010.1, SMRG1_6010.2	KAK4476098.1
OG0003479	SMRG1_28110.1, SMRG1_28110.2, SMRG1_28110.3, SMRG1_28110.4, SMRG1_28110.5	KAK4473118.1
OG0003480	SMRG1_68270.1	KAK4471563.1
OG0003481	SMRG1_62190.1, SMRG1_62190.2	KAK4471991.1
OG0003482	SMRG1_88700.1, SMRG1_88700.2	KAK4468740.1
OG0003483	SMRG1_30470.1	KAK4472499.1
OG0003484	SMRG1_4120.1, SMRG1_4130.1	KAK4475714.1
OG0003485	SMRG1_84170.1	KAK4468096.1
OG0003486	SMRG1_41620.1	KAK4473201.1
OG0003487	SMRG1_52220.1, SMRG1_52220.2	KAK4469159.1
OG0003489	SMRG1_77310.1	KAK4470449.1
OG0003490	SMRG1_8480.1	KAK4476248.1
OG0003491	SMRG1_34070.2, SMRG1_34070.1, SMRG1_34070.3	KAK4472273.1
OG0003492	SMRG1_59770.1	KAK4471927.1
OG0003493	SMRG1_92890.1	KAK4468477.1
OG0003494	SMRG1_94390.1	KAK4467906.1
OG0003495	SMRG1_3970.1	KAK4467559.1, KAK4475695.1
OG0003496	SMRG1_30440.1, SMRG1_30440.2	KAK4472498.1
OG0003497	SMRG1_56160.1	KAK4469814.1
OG0003498	SMRG1_70870.1, SMRG1_70870.2	KAK4470172.1
OG0003499	SMRG1_62690.1	KAK4471773.1, KAK4471774.1
OG0003500	SMRG1_63910.1, SMRG1_63910.2, SMRG1_63910.3	KAK4471419.1
OG0003501	SMRG1_77970.1, SMRG1_77970.3, SMRG1_77970.2	KAK4470745.1
OG0003503	SMRG1_5510.2, SMRG1_5510.3, SMRG1_5510.1	KAK4475886.1
OG0003504	SMRG1_39010.1	KAK4473775.1
OG0003505	SMRG1_51800.1	KAK4469653.1
OG0003506	SMRG1_840.1	KAK4476177.1
OG0003507	SMRG1_3980.1, SMRG1_3980.2, SMRG1_3980.3, SMRG1_3980.4	KAK4475696.1
OG0003508	SMRG1_65410.1, SMRG1_65410.2, SMRG1_65410.3	KAK4471156.1
OG0003509	SMRG1_44230.1, SMRG1_44230.2	KAK4472664.1
OG0003510	SMRG1_860.1, SMRG1_860.2	KAK4476199.1
OG0003511	SMRG1_65280.1, SMRG1_65280.2	KAK4472079.1
OG0003512	SMRG1_83430.1	KAK4468250.1
OG0003513	SMRG1_76290.1, SMRG1_76290.2	KAK4470523.1
OG0003514	SMRG1_29010.1, SMRG1_29010.2, SMRG1_29010.3, SMRG1_29010.4, SMRG1_29010.5	KAK4472796.1
OG0003515	SMRG1_95250.1	KAK4467615.1
OG0003516	SMRG1_51590.1, SMRG1_51590.3, SMRG1_51590.2	KAK4469464.1
OG0003517	SMRG1_96800.1	KAK4467787.1
OG0003518	SMRG1_87630.1, SMRG1_87630.2, SMRG1_87630.3	KAK4468848.1
OG0003519	SMRG1_37810.1	KAK4473885.1
OG0003520	SMRG1_58360.1	KAK4471147.1
OG0003521	SMRG1_11330.1, SMRG1_11330.2	KAK4474494.1
OG0003522	SMRG1_80670.1, SMRG1_80670.2, SMRG1_80670.3	KAK4471013.1, KAK4471014.1
OG0003523	SMRG1_55230.2, SMRG1_55230.3, SMRG1_55230.1, SMRG1_55230.4, SMRG1_55230.5	KAK4469869.1
OG0003524	SMRG1_62620.1	KAK4471778.1
OG0003525	SMRG1_3260.1	KAK4475611.1
OG0003526	SMRG1_30150.1	KAK4472469.1
OG0003527	SMRG1_80070.1	KAK4470971.1
OG0003528	SMRG1_1240.4, SMRG1_1240.5, SMRG1_1240.1, SMRG1_1240.2, SMRG1_1240.3	KAK4475853.1
OG0003529	SMRG1_42470.1	KAK4473452.1
OG0003530	SMRG1_66880.1, SMRG1_66880.2	KAK4471355.1
OG0003531	SMRG1_10230.2, SMRG1_10230.1	KAK4476277.1
OG0003532	SMRG1_7850.1	KAK4476131.1
OG0003533	SMRG1_48990.1, SMRG1_48990.2, SMRG1_48990.3	KAK4469562.1
OG0003534	SMRG1_88440.1, SMRG1_88440.2	KAK4468777.1
OG0003535	SMRG1_97530.6, SMRG1_97530.1, SMRG1_97530.2, SMRG1_97530.3, SMRG1_97530.4, SMRG1_97530.5	KAK4467826.1
OG0003536	SMRG1_59720.1, SMRG1_59720.2	KAK4471933.1
OG0003537	SMRG1_61530.1	KAK4472049.1
OG0003538	SMRG1_21960.1	KAK4475438.1
OG0003539	SMRG1_77580.1, SMRG1_77580.2, SMRG1_77580.3	KAK4470019.1
OG0003540	SMRG1_4160.1	KAK4475716.1, KAK4467466.1
OG0003541	SMRG1_87140.2, SMRG1_87140.1	KAK4468883.1
OG0003542	SMRG1_64680.1	KAK4471461.1, KAK4471462.1
OG0003543	SMRG1_50290.1	KAK4469226.1
OG0003544	SMRG1_49230.1, SMRG1_49230.3, SMRG1_49230.2, SMRG1_49230.4	KAK4469321.1
OG0003545	SMRG1_19020.1	KAK4475073.1
OG0003547	SMRG1_7220.2, SMRG1_7220.1, SMRG1_7220.3, SMRG1_7220.5, SMRG1_7220.6, SMRG1_7220.4	KAK4475960.1
OG0003548	SMRG1_21470.1, SMRG1_21470.2, SMRG1_21470.3, SMRG1_21470.6, SMRG1_21470.7, SMRG1_21470.4, SMRG1_21470.5	KAK4475515.1
OG0003549	SMRG1_89100.1, SMRG1_89100.2	KAK4468710.1
OG0003550	SMRG1_37590.3, SMRG1_37590.1, SMRG1_37590.2	KAK4473867.1
OG0003551	SMRG1_64970.1, SMRG1_64970.2	KAK4471826.1
OG0003552	SMRG1_58440.1, SMRG1_58440.2, SMRG1_58440.4, SMRG1_58440.3	KAK4471182.1
OG0003553	SMRG1_9450.1, SMRG1_9440.1, SMRG1_9440.2, SMRG1_9440.3	KAK4474372.1
OG0003554	SMRG1_68710.1, SMRG1_68720.2, SMRG1_68720.1, SMRG1_68720.3, SMRG1_68710.2	KAK4471207.1
OG0003555	SMRG1_77120.1	KAK4470723.1
OG0003556	SMRG1_59790.1	KAK4471925.1
OG0003557	SMRG1_47370.1	KAK4469940.1
OG0003558	SMRG1_58760.1, SMRG1_58760.2	KAK4471110.1
OG0003559	SMRG1_82670.1	KAK4468363.1
OG0003560	SMRG1_63340.1, SMRG1_63340.2, SMRG1_63340.3	KAK4471683.1
OG0003561	SMRG1_4460.7, SMRG1_4460.8, SMRG1_4460.3, SMRG1_4460.4, SMRG1_4460.5, SMRG1_4460.6, SMRG1_4460.1, SMRG1_4460.2	KAK4467498.1, KAK4475758.1
OG0003562	SMRG1_64670.1	KAK4471459.1, KAK4471458.1
OG0003564	SMRG1_31600.1, SMRG1_31600.2, SMRG1_31600.3, SMRG1_31600.4, SMRG1_31600.5, SMRG1_31600.6, SMRG1_31600.7	KAK4472635.1
OG0003565	SMRG1_27150.1, SMRG1_27130.1, SMRG1_27130.2	KAK4472779.1, KAK4472931.1
OG0003566	SMRG1_5000.4, SMRG1_5000.7, SMRG1_5000.1, SMRG1_5000.2, SMRG1_5000.3, SMRG1_5000.5	KAK4474213.1
OG0003567	SMRG1_11640.12, SMRG1_11640.1, SMRG1_11640.11, SMRG1_11640.2, SMRG1_11640.3, SMRG1_11640.4, SMRG1_11640.5, SMRG1_11640.7, SMRG1_11640.10, SMRG1_11640.13, SMRG1_11640.6, SMRG1_11640.8, SMRG1_11640.9	KAK4474450.1
OG0003568	SMRG1_2570.1, SMRG1_2570.2	KAK4475556.1
OG0003569	SMRG1_6160.5, SMRG1_6160.6, SMRG1_6160.2, SMRG1_6160.3, SMRG1_6160.4, SMRG1_6160.1	KAK4475925.1
OG0003577	SMRG1_44710.1, SMRG1_51000.1	KAK4473917.1, KAK4475250.1
OG0003578	SMRG1_95940.1	KAK4467762.1
OG0003580	SMRG1_15440.1	KAK4474767.1
OG0003581	SMRG1_41470.1	KAK4473096.1
OG0003583	SMRG1_2730.1	KAK4475571.1
OG0003584	SMRG1_62220.3, SMRG1_62220.1, SMRG1_62220.2	KAK4471994.1
OG0003585	SMRG1_84620.1	KAK4468018.1
OG0003586	SMRG1_45300.3, SMRG1_45300.1, SMRG1_45300.2	KAK4473691.1
OG0003587	SMRG1_10520.1, SMRG1_10520.3, SMRG1_10520.2	KAK4474390.1
OG0003588	SMRG1_15730.1, SMRG1_15730.2	KAK4474798.1
OG0003589	SMRG1_72040.1, SMRG1_72040.4, SMRG1_72040.3, SMRG1_72040.2	KAK4470101.1
OG0003590	SMRG1_5980.1	KAK4476105.1
OG0003591	SMRG1_61630.1, SMRG1_61630.2	KAK4472040.1
OG0003592	SMRG1_74160.1, SMRG1_74160.2, SMRG1_74160.3	KAK4470602.1
OG0003593	SMRG1_33440.1	KAK4472337.1
OG0003594	SMRG1_14970.1, SMRG1_15030.1	KAK4475234.1
OG0003595	SMRG1_86300.1, SMRG1_86300.2, SMRG1_86300.3, SMRG1_86300.4	KAK4468152.1
OG0003596	SMRG1_53390.1, SMRG1_53400.1	KAK4469676.1
OG0003597	SMRG1_73770.1	KAK4470556.1
OG0003598	SMRG1_36360.1, SMRG1_36360.2	KAK4474030.1
OG0003599	SMRG1_12780.1, SMRG1_12780.2	KAK4474727.1
OG0003600	SMRG1_4990.2, SMRG1_4990.1, SMRG1_4990.3	KAK4475863.1, KAK4475865.1, KAK4475864.1
OG0003601	SMRG1_27700.1	KAK4473045.1
OG0003602	SMRG1_65300.1, SMRG1_65300.2	KAK4472101.1
OG0003603	SMRG1_72130.2, SMRG1_72130.4, SMRG1_72130.3, SMRG1_72130.1	KAK4470116.1
OG0003604	SMRG1_930.1, SMRG1_930.2	KAK4476286.1
OG0003605	SMRG1_16040.1, SMRG1_16040.2	KAK4474826.1
OG0003606	SMRG1_34290.1	KAK4472540.1
OG0003607	SMRG1_14560.1	KAK4475286.1
OG0003608	SMRG1_36260.2, SMRG1_36260.1, SMRG1_36260.3, SMRG1_36260.5, SMRG1_36260.4	KAK4474036.1
OG0003609	SMRG1_24690.3, SMRG1_24690.1, SMRG1_24690.2	KAK4473159.1
OG0003610	SMRG1_89500.1	KAK4468676.1
OG0003611	SMRG1_54650.1, SMRG1_54650.2	KAK4469941.1
OG0003612	SMRG1_61500.1	KAK4472051.1
OG0003613	SMRG1_69700.1, SMRG1_69700.2, SMRG1_69700.3, SMRG1_69700.4, SMRG1_69700.5, SMRG1_69700.6	KAK4471517.1
OG0003614	SMRG1_61680.1, SMRG1_61680.2	KAK4472034.1
OG0003615	SMRG1_38970.2, SMRG1_38970.1	KAK4473788.1
OG0003616	SMRG1_17370.1	KAK4474935.1
OG0003617	SMRG1_60190.1, SMRG1_60190.2	KAK4471768.1
OG0003618	SMRG1_24400.1	KAK4473051.1
OG0003619	SMRG1_10010.1	KAK4476255.1
OG0003620	SMRG1_49640.1	KAK4469288.1
OG0003621	SMRG1_54680.1, SMRG1_54680.2, SMRG1_54680.3	KAK4469901.1
OG0003622	SMRG1_71230.1, SMRG1_71230.2, SMRG1_71230.4, SMRG1_71230.3	KAK4470787.1
OG0003623	SMRG1_50620.1	KAK4469370.1
OG0003624	SMRG1_11430.1	KAK4474427.1
OG0003625	SMRG1_87090.1, SMRG1_87090.2	KAK4468892.1
OG0003626	SMRG1_86350.1	KAK4468054.1
OG0003627	SMRG1_86160.1	KAK4468066.1
OG0003628	SMRG1_33670.1, SMRG1_33670.2	KAK4472310.1
OG0003629	SMRG1_6990.3, SMRG1_6990.2, SMRG1_6990.1	KAK4476014.1, KAK4476015.1
OG0003630	SMRG1_35930.1	KAK4474073.1
OG0003631	SMRG1_79100.1, SMRG1_79100.2	KAK4470868.1
OG0003632	SMRG1_65010.1, SMRG1_65010.2	KAK4471856.1
OG0003633	SMRG1_53830.1	KAK4469548.1
OG0003634	SMRG1_78490.3, SMRG1_78490.1, SMRG1_78490.2, SMRG1_78490.4	KAK4470797.1
OG0003635	SMRG1_77070.1	KAK4470719.1
OG0003636	SMRG1_74480.2, SMRG1_74480.1	KAK4470625.1
OG0003637	SMRG1_68040.1	KAK4471579.1
OG0003638	SMRG1_54540.1	KAK4469171.1
OG0003639	SMRG1_54550.1, SMRG1_54550.2	KAK4469170.1
OG0003640	SMRG1_4560.1, SMRG1_4560.2, SMRG1_4560.3	KAK4467375.1, KAK4475763.1
OG0003641	SMRG1_76240.1	KAK4470529.1
OG0003642	SMRG1_57060.1	KAK4469740.1
OG0003643	SMRG1_73040.1	KAK4470256.1
OG0003644	SMRG1_14540.1	KAK4475284.1
OG0003645	SMRG1_47750.1	KAK4469087.1
OG0003646	SMRG1_54050.1	KAK4469350.1
OG0003647	SMRG1_14830.1	KAK4475316.1
OG0003648	SMRG1_9590.1	KAK4474379.1
OG0003649	SMRG1_38570.1	KAK4472160.1
OG0003650	SMRG1_14890.1	KAK4475226.1
OG0003651	SMRG1_51220.1, SMRG1_51220.2, SMRG1_51220.3	KAK4469433.1
OG0003652	SMRG1_54660.1, SMRG1_54670.1	KAK4469903.1
OG0003653	SMRG1_39840.1, SMRG1_39830.1	KAK4473694.1
OG0003654	SMRG1_67160.1	KAK4471652.1
OG0003655	SMRG1_30190.1	KAK4472474.1
OG0003656	SMRG1_72480.1, SMRG1_72480.2, SMRG1_72480.3	KAK4470577.1
OG0003657	SMRG1_3430.1, SMRG1_3420.1	KAK4475633.1, KAK4476069.1
OG0003658	SMRG1_73060.1	KAK4470258.1
OG0003659	SMRG1_78970.1	KAK4470853.1
OG0003660	SMRG1_72670.1, SMRG1_72660.1, SMRG1_72670.2	KAK4470203.1
OG0003661	SMRG1_52600.1	KAK4469716.1
OG0003662	SMRG1_44180.1	KAK4472707.1
OG0003663	SMRG1_70710.4, SMRG1_70710.3, SMRG1_70710.1, SMRG1_70710.2	KAK4470359.1
OG0003664	SMRG1_56130.1, SMRG1_56140.1	KAK4469810.1
OG0003665	SMRG1_73180.1, SMRG1_73180.2, SMRG1_73180.3	KAK4470264.1
OG0003666	SMRG1_58330.1	KAK4471143.1
OG0003667	SMRG1_16080.1, SMRG1_16080.2, SMRG1_16080.3	KAK4474830.1
OG0003668	SMRG1_54460.1	KAK4467223.1
OG0003669	SMRG1_55540.1, SMRG1_55540.2	KAK4469841.1
OG0003670	SMRG1_63000.1	KAK4471724.1
OG0003671	SMRG1_76220.1	KAK4470531.1
OG0003672	SMRG1_95350.1	KAK4467943.1
OG0003673	SMRG1_89000.1	KAK4468770.1
OG0003674	SMRG1_34140.1, SMRG1_34140.2	KAK4472263.1, KAK4472262.1
OG0003675	SMRG1_64650.1, SMRG1_64650.2	KAK4471455.1
OG0003676	SMRG1_95410.1	KAK4467752.1
OG0003677	SMRG1_80010.1	KAK4470963.1
OG0003678	SMRG1_31300.1, SMRG1_31310.1	KAK4472663.1
OG0003679	SMRG1_45150.1, SMRG1_45150.2	KAK4472257.1
OG0003680	SMRG1_37460.1	KAK4473856.1
OG0003681	SMRG1_88210.1	KAK4468795.1
OG0003682	SMRG1_76080.1	KAK4470538.1
OG0003683	SMRG1_8930.1, SMRG1_8930.2	KAK4475926.1
OG0003684	SMRG1_29840.1	KAK4472440.1
OG0003685	SMRG1_38230.1, SMRG1_38230.2, SMRG1_38230.3	KAK4473933.1
OG0003686	SMRG1_92190.1, SMRG1_92190.2, SMRG1_92190.3	KAK4468413.1
OG0003687	SMRG1_88380.1	KAK4468719.1
OG0003688	SMRG1_97840.1, SMRG1_82930.1, SMRG1_82930.2	KAK4476166.1
OG0003689	SMRG1_63110.1	KAK4471711.1
OG0003690	SMRG1_55610.1	KAK4469837.1
OG0003691	SMRG1_97270.2, SMRG1_97270.3, SMRG1_97270.1	KAK4467831.1
OG0003692	SMRG1_38330.1	KAK4473945.1
OG0003693	SMRG1_53770.1	KAK4469541.1
OG0003694	SMRG1_23900.1, SMRG1_23900.2	KAK4473280.1
OG0003695	SMRG1_65400.1, SMRG1_65400.3, SMRG1_65400.2	KAK4471165.1
OG0003696	SMRG1_70480.1	KAK4470140.1
OG0003697	SMRG1_440.1	KAK4474685.1
OG0003698	SMRG1_32940.1	KAK4472394.1
OG0003699	SMRG1_32480.1	KAK4472244.1
OG0003700	SMRG1_46850.2, SMRG1_46850.3, SMRG1_46850.1	KAK4469301.1
OG0003701	SMRG1_81790.1, SMRG1_81790.2	KAK4468317.1
OG0003702	SMRG1_20430.1, SMRG1_20430.2, SMRG1_20430.3	KAK4475393.1
OG0003703	SMRG1_11690.1, SMRG1_11690.3, SMRG1_11690.2	KAK4474457.1
OG0003704	SMRG1_33510.1, SMRG1_33510.3, SMRG1_33510.2	KAK4472329.1
OG0003705	SMRG1_34450.1	KAK4472556.1
OG0003706	SMRG1_92390.1, SMRG1_92390.2	KAK4468429.1
OG0003707	SMRG1_4640.1, SMRG1_4640.2	KAK4475798.1
OG0003708	SMRG1_59300.1	KAK4471974.1
OG0003709	SMRG1_1960.1	KAK4475321.1
OG0003710	SMRG1_33570.1	KAK4472324.1
OG0003711	SMRG1_67700.1	KAK4471608.1
OG0003712	SMRG1_17260.1	KAK4474947.1
OG0003713	SMRG1_88310.1	KAK4468784.1
OG0003714	SMRG1_89990.1, SMRG1_89990.2, SMRG1_89990.3	KAK4468605.1
OG0003715	SMRG1_25730.1, SMRG1_25730.2	KAK4473272.1
OG0003716	SMRG1_94440.1	KAK4467727.1
OG0003717	SMRG1_73530.1, SMRG1_73530.2	KAK4470302.1
OG0003718	SMRG1_78160.1	KAK4470765.1
OG0003719	SMRG1_50700.1, SMRG1_50700.2, SMRG1_50700.3	KAK4469381.1
OG0003720	SMRG1_61000.1, SMRG1_61000.2	KAK4471852.1
OG0003721	SMRG1_93110.1, SMRG1_93110.2, SMRG1_93110.3, SMRG1_93250.1	KAK4475976.1
OG0003722	SMRG1_93090.1, SMRG1_93100.1	KAK4468494.1
OG0003723	SMRG1_94090.1	KAK4467926.1
OG0003724	SMRG1_19060.1	KAK4475070.1
OG0003725	SMRG1_5390.1, SMRG1_5390.2	KAK4475815.1
OG0003726	SMRG1_54920.1	KAK4469890.1
OG0003727	SMRG1_29100.1, SMRG1_29100.2, SMRG1_29100.3	KAK4472787.1
OG0003728	SMRG1_19590.1	KAK4475023.1
OG0003729	SMRG1_8750.1	KAK4476203.1
OG0003730	SMRG1_50480.1	KAK4469206.1
OG0003731	SMRG1_83490.1	KAK4468242.1
OG0003732	SMRG1_82340.1	KAK4467955.1, KAK4468009.1
OG0003733	SMRG1_6930.1	KAK4476009.1
OG0003734	SMRG1_3560.1	KAK4475646.1, KAK4467512.1
OG0003735	SMRG1_4850.1	KAK4475807.1
OG0003736	SMRG1_68740.1	KAK4471228.1
OG0003737	SMRG1_250.1, SMRG1_250.3, SMRG1_250.2	KAK4475953.1
OG0003738	SMRG1_44050.1, SMRG1_44050.2	KAK4472846.1
OG0003739	SMRG1_50440.1	KAK4469211.1
OG0003740	SMRG1_27100.1, SMRG1_27100.2	KAK4472934.1
OG0003741	SMRG1_54020.1	KAK4469347.1
OG0003742	SMRG1_61420.1	KAK4472058.1
OG0003743	SMRG1_64530.1	KAK4471289.1
OG0003744	SMRG1_31420.3, SMRG1_31420.1, SMRG1_31420.2	KAK4472659.1
OG0003745	SMRG1_30880.1, SMRG1_30880.2, SMRG1_30880.4, SMRG1_30880.3	KAK4472710.1
OG0003746	SMRG1_3460.1	KAK4475636.1
OG0003747	SMRG1_24900.1	KAK4473181.1
OG0003748	SMRG1_3310.1, SMRG1_3310.2	KAK4475606.1
OG0003749	SMRG1_20100.1, SMRG1_20100.2, SMRG1_20100.3	KAK4475424.1
OG0003750	SMRG1_79970.1, SMRG1_79970.2	KAK4470958.1
OG0003751	SMRG1_86630.1, SMRG1_86630.3, SMRG1_86630.5, SMRG1_86630.2, SMRG1_86630.4, SMRG1_86630.6	KAK4468057.1
OG0003752	SMRG1_34440.1, SMRG1_34440.2	KAK4472559.1
OG0003753	SMRG1_20250.1, SMRG1_20250.2	KAK4475413.1
OG0003754	SMRG1_81340.1, SMRG1_81340.2, SMRG1_81340.3, SMRG1_81340.4, SMRG1_81340.5, SMRG1_81340.6	KAK4468010.1
OG0003755	SMRG1_2130.1, SMRG1_2130.2	KAK4475473.1
OG0003756	SMRG1_92060.1, SMRG1_92060.3, SMRG1_92060.4, SMRG1_92060.2, SMRG1_92060.5	KAK4468609.1
OG0003757	SMRG1_41730.1, SMRG1_41730.2	KAK4473294.1
OG0003758	SMRG1_32930.1, SMRG1_32930.2	KAK4472396.1
OG0003759	SMRG1_69620.3, SMRG1_69620.5, SMRG1_69620.1, SMRG1_69620.2, SMRG1_69620.4	KAK4471511.1
OG0003760	SMRG1_41920.2, SMRG1_41920.4, SMRG1_41920.1, SMRG1_41920.3	KAK4473407.1
OG0003761	SMRG1_50540.1, SMRG1_50540.2	KAK4469202.1
OG0003762	SMRG1_89450.1	KAK4468680.1
OG0003763	SMRG1_41610.1	KAK4473190.1
OG0003764	SMRG1_39200.1	KAK4473758.1
OG0003765	SMRG1_11470.1, SMRG1_11470.2	KAK4474431.1, KAK4475501.1
OG0003766	SMRG1_47340.1, SMRG1_47340.2	KAK4469910.1
OG0003767	SMRG1_45560.1, SMRG1_60650.1, SMRG1_45530.1	KAK4471832.1
OG0003768	SMRG1_710.1	KAK4475020.1
OG0003769	SMRG1_25210.1, SMRG1_25210.2	KAK4473211.1
OG0003770	SMRG1_71210.1	KAK4470714.1
OG0003771	SMRG1_6430.1	KAK4476054.1
OG0003772	SMRG1_48770.2, SMRG1_48770.3, SMRG1_48770.1	KAK4469583.1
OG0003773	SMRG1_89340.1	KAK4468694.1
OG0003774	SMRG1_72940.3, SMRG1_72940.2, SMRG1_72940.1	KAK4470246.1
OG0003775	SMRG1_72400.1	KAK4470430.1
OG0003776	SMRG1_7310.1, SMRG1_7310.2	KAK4476078.1
OG0003777	SMRG1_58670.1, SMRG1_58670.3, SMRG1_58670.2	KAK4471171.1
OG0003778	SMRG1_94080.1	KAK4467927.1
OG0003779	SMRG1_13160.3, SMRG1_13160.4, SMRG1_13160.1, SMRG1_13160.2	KAK4475255.1
OG0003780	SMRG1_67200.1, SMRG1_67200.2	KAK4471656.1, KAK4471657.1
OG0003781	SMRG1_26350.1	KAK4472882.1
OG0003782	SMRG1_50980.1	KAK4469405.1
OG0003783	SMRG1_46580.1, SMRG1_46580.2	KAK4469448.1
OG0003784	SMRG1_46730.1	KAK4469333.1
OG0003785	SMRG1_45110.1	KAK4472235.1, KAK4474201.1
OG0003786	SMRG1_64250.1, SMRG1_64250.2	KAK4471313.1
OG0003787	SMRG1_20890.1	KAK4475361.1
OG0003788	SMRG1_71810.1	KAK4470220.1
OG0003789	SMRG1_7610.1	KAK4476144.1
OG0003790	SMRG1_29890.5, SMRG1_29890.1, SMRG1_29890.2, SMRG1_29890.4, SMRG1_29890.3	KAK4472442.1
OG0003791	SMRG1_46970.1, SMRG1_46970.2, SMRG1_46970.3	KAK4469217.1
OG0003792	SMRG1_55940.1	KAK4469793.1, KAK4469794.1
OG0003793	SMRG1_47190.1, SMRG1_47190.2	KAK4469847.1
OG0003794	SMRG1_86700.1	KAK4468158.1
OG0003795	SMRG1_1580.1, SMRG1_1580.2, SMRG1_1570.1, SMRG1_1570.2	KAK4475564.1, KAK4475553.1
OG0003796	SMRG1_66110.1	KAK4471258.1
OG0003797	SMRG1_76360.1	KAK4470514.1
OG0003798	SMRG1_14580.1	KAK4475288.1
OG0003799	SMRG1_82510.1, SMRG1_82510.2, SMRG1_82510.3	KAK4467992.1
OG0003800	SMRG1_23430.1, SMRG1_23430.2, SMRG1_23430.3, SMRG1_23430.4	KAK4473328.1
OG0003801	SMRG1_53740.1	KAK4469539.1
OG0003802	SMRG1_78840.1	KAK4470839.1
OG0003803	SMRG1_9640.1	KAK4476176.1
OG0003804	SMRG1_14870.1	KAK4475320.1
OG0003805	SMRG1_920.1	KAK4476268.1, KAK4476276.1
OG0003806	SMRG1_7470.1	KAK4476090.1
OG0003807	SMRG1_37140.2, SMRG1_37140.1	KAK4473825.1
OG0003808	SMRG1_79910.1, SMRG1_79910.2, SMRG1_79910.3, SMRG1_79910.4, SMRG1_79910.5	KAK4470952.1
OG0003809	SMRG1_72420.1, SMRG1_72430.1	KAK4470515.1
OG0003811	SMRG1_27060.1, SMRG1_27060.2	KAK4472937.1
OG0003812	SMRG1_25120.1	KAK4473200.1
OG0003814	SMRG1_82970.2, SMRG1_82970.1, SMRG1_82970.3	KAK4468295.1
OG0003815	SMRG1_90220.1, SMRG1_90220.2	KAK4468935.1
OG0003816	SMRG1_61190.1, SMRG1_61190.2, SMRG1_61190.3, SMRG1_61190.4	KAK4471117.1
OG0003817	SMRG1_60580.1	KAK4471854.1
OG0003818	SMRG1_30500.1, SMRG1_30500.2	KAK4472400.1
OG0003819	SMRG1_28050.1, SMRG1_28050.2	KAK4473124.1, KAK4473126.1
