Orthogroup	schistosoma_rodhaini	schistosoma_mansoni
OG0002592	SRDH2_27910.2, SRDH2_27910.1, SRDH2_27910.3	Smp_097810.1
OG0002593	SRDH2_82010.1	Smp_334420.1, Smp_334420.2
OG0002594	SRDH2_82000.1, SRDH2_82000.2	Smp_090030.1
OG0002595	SRDH2_49180.4, SRDH2_49180.1, SRDH2_49180.3, SRDH2_49180.2	Smp_071950.1
OG0002596	SRDH2_77940.1	Smp_153960.1
OG0002597	SRDH2_14930.1	Smp_135820.1
OG0002598	SRDH2_38270.1	Smp_167220.1
OG0002599	SRDH2_69680.3, SRDH2_69680.1, SRDH2_69680.2	Smp_029990.1
OG0002600	SRDH2_48260.4, SRDH2_48260.1, SRDH2_48260.2, SRDH2_48260.5, SRDH2_48260.3	Smp_124700.1
OG0002601	SRDH2_13860.1	Smp_131990.1, Smp_131990.2
OG0002602	SRDH2_22940.1	Smp_160290.1
OG0002603	SRDH2_64760.1	Smp_308550.1
OG0002604	SRDH2_2450.4, SRDH2_2450.3, SRDH2_2450.1, SRDH2_2450.2, SRDH2_2450.5	Smp_179590.1
OG0002605	SRDH2_50200.3, SRDH2_50200.1, SRDH2_50200.2	Smp_046740.1
OG0002606	SRDH2_87930.1, SRDH2_87930.2, SRDH2_87930.4, SRDH2_87930.5, SRDH2_87930.6, SRDH2_87930.7, SRDH2_87930.3	Smp_086690.1
OG0002607	SRDH2_35360.1, SRDH2_35360.3, SRDH2_35360.2	Smp_158330.1
OG0002608	SRDH2_49010.1	Smp_178990.1
OG0002609	SRDH2_3930.1	Smp_317860.1, Smp_317870.1, Smp_348710.1, Smp_022330.1
OG0002610	SRDH2_42820.1, SRDH2_42820.2	Smp_144180.1
OG0002611	SRDH2_17370.5, SRDH2_17370.6, SRDH2_17370.1, SRDH2_17370.3, SRDH2_17370.4, SRDH2_17370.2	Smp_347600.1
OG0002612	SRDH2_24660.1	Smp_152270.1
OG0002612	SRDH2_58140.1	Smp_032790.1
OG0002613	SRDH2_45720.1	Smp_340540.1
OG0002613	SRDH2_71270.1	Smp_329010.1
OG0002614	SRDH2_260.1	Smp_171740.1
OG0002615	SRDH2_85660.1, SRDH2_85660.2	Smp_069810.1
OG0002616	SRDH2_37680.1	Smp_144590.2, Smp_144590.1
OG0002617	SRDH2_41240.1	Smp_161330.1
OG0002618	SRDH2_58760.1	Smp_347410.1
OG0002618	SRDH2_58750.1	Smp_348510.1
OG0002619	SRDH2_61650.2, SRDH2_61650.3, SRDH2_61650.4, SRDH2_61650.1, SRDH2_61650.5, SRDH2_61650.7, SRDH2_61650.6, SRDH2_61650.8	Smp_345670.1, Smp_345670.2
OG0002620	SRDH2_30680.1, SRDH2_30680.2	Smp_347340.1
OG0002621	SRDH2_8630.1	Smp_173580.1
OG0002622	SRDH2_57940.1	Smp_212600.1
OG0002623	SRDH2_11630.1, SRDH2_11630.2, SRDH2_11630.3	Smp_242500.1
OG0002624	SRDH2_17080.6, SRDH2_17080.1, SRDH2_17080.2, SRDH2_17080.3, SRDH2_17080.5, SRDH2_17080.4	Smp_154470.1, Smp_154470.2
OG0002625	SRDH2_33610.1, SRDH2_33610.2, SRDH2_33610.3, SRDH2_33610.4, SRDH2_33610.5	Smp_019260.1
OG0002626	SRDH2_59020.2, SRDH2_59050.1	Smp_072790.1
OG0002627	SRDH2_15050.1	Smp_064750.1
OG0002628	SRDH2_42020.1	Smp_214190.1
OG0002629	SRDH2_94260.1	Smp_131250.1
OG0002630	SRDH2_9060.1	Smp_128330.1, Smp_128330.2
OG0002631	SRDH2_25480.12, SRDH2_25480.9, SRDH2_25480.1, SRDH2_25480.13, SRDH2_25480.4, SRDH2_25480.6, SRDH2_25480.7, SRDH2_25480.8, SRDH2_25480.11, SRDH2_25480.10, SRDH2_25480.14, SRDH2_25480.3, SRDH2_25480.2, SRDH2_25480.5	Smp_003620.1
OG0002632	SRDH2_23350.1	Smp_176760.1
OG0002633	SRDH2_40080.1, SRDH2_40090.1	Smp_049330.1, Smp_049330.2
OG0002634	SRDH2_25310.1	Smp_124240.1
OG0002635	SRDH2_23690.1	Smp_092950.1
OG0002636	SRDH2_82250.1	Smp_170700.1
OG0002637	SRDH2_97660.1	Smp_335560.1, Smp_347920.1
OG0002638	SRDH2_55090.1	Smp_047360.1
OG0002639	SRDH2_69100.5, SRDH2_69100.3, SRDH2_69100.4, SRDH2_69100.1, SRDH2_69100.2	Smp_000720.1
OG0002640	SRDH2_10930.1	Smp_174130.1
OG0002640	SRDH2_10930.2	Smp_174130.1
OG0002641	SRDH2_54540.3, SRDH2_54540.1, SRDH2_54540.2	Smp_176840.1
OG0002642	SRDH2_1500.1, SRDH2_1500.2	Smp_021600.1
OG0002643	SRDH2_4290.4, SRDH2_4290.5, SRDH2_4290.3, SRDH2_4290.2, SRDH2_4290.1	Smp_031360.1
OG0002644	SRDH2_63500.1	Smp_044250.1
OG0002645	SRDH2_10270.1	Smp_305130.1, Smp_305120.1
OG0002646	SRDH2_27450.1	Smp_159790.1
OG0002647	SRDH2_91050.4, SRDH2_91050.1, SRDH2_91050.2, SRDH2_91050.3	Smp_147150.1
OG0002648	SRDH2_6660.5, SRDH2_6660.6, SRDH2_6660.7, SRDH2_6660.1, SRDH2_6660.2, SRDH2_6660.3, SRDH2_6660.4, SRDH2_102130.1	Smp_210940.1
OG0002649	SRDH2_95810.1	Smp_302470.1
OG0002649	SRDH2_95850.1	Smp_302470.1
OG0002649	SRDH2_40540.1	Smp_059780.1
OG0002650	SRDH2_8640.1	Smp_304960.1
OG0002651	SRDH2_10970.1, SRDH2_10970.2	Smp_210860.1
OG0002652	SRDH2_45440.1	Smp_345390.1
OG0002653	SRDH2_93540.2	Smp_149380.1
OG0002653	SRDH2_93540.1	Smp_149380.2
OG0002654	SRDH2_83320.2, SRDH2_83320.3, SRDH2_83320.1	Smp_128050.1
OG0002655	SRDH2_56930.1, SRDH2_56930.2, SRDH2_56930.3, SRDH2_56930.4, SRDH2_56930.5	Smp_166390.1
OG0002656	SRDH2_21110.1, SRDH2_21110.2	Smp_096360.1
OG0002657	SRDH2_16540.1, SRDH2_16540.2	Smp_323770.1
OG0002658	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2	Smp_140920.1
OG0002659	SRDH2_61610.4, SRDH2_61610.2, SRDH2_61610.3, SRDH2_61610.1	Smp_166800.1
OG0002660	SRDH2_2670.1, SRDH2_2680.1	Smp_332850.1
OG0002661	SRDH2_65380.1	Smp_087560.1, Smp_087560.2
OG0002662	SRDH2_85900.1	Smp_327560.1
OG0002663	SRDH2_86700.1	Smp_343620.1
OG0002664	SRDH2_99550.1	Smp_126490.1
OG0002665	SRDH2_51020.1	Smp_158230.1
OG0002666	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1	Smp_126680.1
OG0002667	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5	Smp_097700.1
OG0002668	SRDH2_70760.1	Smp_000870.1
OG0002669	SRDH2_91780.1	Smp_334740.1, Smp_334740.2, Smp_243060.1
OG0002670	SRDH2_29090.1, SRDH2_29090.2	Smp_034850.1
OG0002671	SRDH2_96990.1, SRDH2_96990.2	Smp_212340.1
OG0002672	SRDH2_75750.1, SRDH2_75750.2	Smp_008900.1
OG0002673	SRDH2_75840.1	Smp_207050.1
OG0002674	SRDH2_28180.1, SRDH2_28180.2	Smp_167310.1
OG0002675	SRDH2_10160.4, SRDH2_10160.2, SRDH2_10160.3	Smp_091850.1
OG0002676	SRDH2_70550.1	Smp_017420.1
OG0002677	SRDH2_64060.1, SRDH2_64060.2	Smp_181450.1
OG0002678	SRDH2_7720.1	Smp_019630.1
OG0002679	SRDH2_82650.1, SRDH2_82650.2	Smp_151030.1
OG0002679	SRDH2_82650.3	Smp_151030.2
OG0002680	SRDH2_68860.1, SRDH2_68860.2	Smp_000470.1
OG0002681	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4	Smp_163600.3, Smp_163600.1, Smp_163600.2
OG0002682	SRDH2_22810.1	Smp_017070.1
OG0002683	SRDH2_97770.1, SRDH2_101340.1	Smp_119980.1
OG0002684	SRDH2_21850.1	Smp_344310.1
OG0002685	SRDH2_16420.1	Smp_054360.1
OG0002685	SRDH2_16430.1	Smp_054410.1
OG0002686	SRDH2_54800.1	Smp_341960.1
OG0002687	SRDH2_29640.1, SRDH2_29640.2	Smp_133020.1
OG0002688	SRDH2_26250.1, SRDH2_26260.1	Smp_345320.1, Smp_345320.2
OG0002689	SRDH2_26300.2	Smp_073510.2
OG0002689	SRDH2_26300.1	Smp_073510.1
OG0002690	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7	Smp_091470.1
OG0002691	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2	Smp_347400.1
OG0002692	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2	Smp_001940.1
OG0002693	SRDH2_48980.1	Smp_132990.1
OG0002693	SRDH2_48980.2	Smp_179000.1
OG0002694	SRDH2_96700.1	Smp_318120.2, Smp_318120.1
OG0002695	SRDH2_3080.1	Smp_164860.1
OG0002695	SRDH2_3070.1	Smp_212890.1, Smp_212890.2
OG0002696	SRDH2_35890.1	Smp_091990.1
OG0002696	SRDH2_35890.2	Smp_091990.1
OG0002696	SRDH2_35890.3	Smp_091990.1
OG0002697	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2	Smp_244690.1
OG0002698	SRDH2_2510.1, SRDH2_2510.2	Smp_153160.1
OG0002699	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4	Smp_104710.1
OG0002700	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3	Smp_081380.1
OG0002701	SRDH2_56050.1	Smp_137700.1
OG0002701	SRDH2_55990.1	Smp_028870.1
OG0002702	SRDH2_14650.1	Smp_335140.1
OG0002702	SRDH2_14640.1	Smp_135970.1
OG0002703	SRDH2_55930.2, SRDH2_55930.4, SRDH2_55930.3, SRDH2_55930.1	Smp_034420.1
OG0002704	SRDH2_95370.1	Smp_164060.1
OG0002704	SRDH2_57910.1	Smp_171000.1
OG0002705	SRDH2_58280.1	Smp_312140.1, Smp_332410.1
OG0002705	SRDH2_58300.1, SRDH2_58300.2	Smp_088720.1
OG0002708	SRDH2_31640.1, SRDH2_31640.2	Smp_073300.1
OG0002709	SRDH2_8260.2, SRDH2_8260.1	Smp_165550.1
OG0002710	SRDH2_1220.1	Smp_056390.1
OG0002711	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4	Smp_334770.1
OG0002712	SRDH2_16390.1, SRDH2_16390.2	Smp_194820.1, Smp_194820.2
OG0002713	SRDH2_48540.1	Smp_128120.1
OG0002714	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5	Smp_169630.1
OG0002715	SRDH2_62180.1	Smp_246890.1
OG0002716	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1	Smp_000200.1
OG0002717	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1	Smp_063110.1
OG0002718	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4	Smp_316460.1
OG0002719	SRDH2_5780.1	Smp_342800.1
OG0002720	SRDH2_5250.1	Smp_166500.1
OG0002720	SRDH2_5250.2	Smp_166500.1
OG0002720	SRDH2_5250.3, SRDH2_5250.4	Smp_166500.2
OG0002721	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3	Smp_022960.1
OG0002722	SRDH2_22460.1	Smp_173140.1
OG0002723	SRDH2_83260.1	Smp_152430.1
OG0002724	SRDH2_84130.1	Smp_026160.1
OG0002725	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2	Smp_245320.1
OG0002726	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3	Smp_128950.1
OG0002727	SRDH2_75600.1, SRDH2_75600.2	Smp_126990.1
OG0002728	SRDH2_8760.1	Smp_342370.1
OG0002729	SRDH2_16670.1	Smp_244300.1
OG0002730	SRDH2_83100.1, SRDH2_83100.2	Smp_345030.1
OG0002731	SRDH2_47110.1	Smp_159350.1
OG0002732	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4	Smp_266960.1
OG0002733	SRDH2_24800.1	Smp_176460.1
OG0002734	SRDH2_42610.1	Smp_121990.2, Smp_121990.1
OG0002735	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8	Smp_012480.1
OG0002736	SRDH2_24770.1	Smp_176440.1
OG0002737	SRDH2_34240.1	Smp_194430.1
OG0002738	SRDH2_95510.1	Smp_077790.1
OG0002738	SRDH2_32080.1	Smp_036220.1
OG0002739	SRDH2_14730.1	Smp_244470.1
OG0002740	SRDH2_39750.1, SRDH2_39750.2	Smp_148020.1
OG0002741	SRDH2_17950.1, SRDH2_17950.2, SRDH2_17950.3, SRDH2_17950.4, SRDH2_17950.5	Smp_244190.1
OG0002742	SRDH2_74240.2, SRDH2_74240.1, SRDH2_74240.6, SRDH2_74240.3, SRDH2_74240.4, SRDH2_74240.5	Smp_049760.2
OG0002743	SRDH2_42200.4, SRDH2_42200.5, SRDH2_42200.3, SRDH2_42200.1, SRDH2_42200.2	Smp_170560.1
OG0002744	SRDH2_59180.3, SRDH2_59180.1, SRDH2_59180.2	Smp_246800.1, Smp_246800.2
OG0002745	SRDH2_95330.1	Smp_345450.1
OG0002746	SRDH2_55190.1, SRDH2_55190.2, SRDH2_55190.3	Smp_147590.1
OG0002747	SRDH2_26160.1	Smp_073720.1
OG0002748	SRDH2_32820.1	Smp_124850.1
OG0002749	SRDH2_48480.2, SRDH2_48480.1	Smp_011230.1
OG0002750	SRDH2_47870.1, SRDH2_47870.2, SRDH2_47870.3	Smp_131100.1
OG0002751	SRDH2_40050.1, SRDH2_40050.2, SRDH2_40050.3	Smp_049270.1
OG0002752	SRDH2_72170.1	Smp_150660.1, Smp_150660.2
OG0002753	SRDH2_88320.1	Smp_242740.1
OG0002754	SRDH2_16210.1	Smp_133300.1
OG0002755	SRDH2_3940.1	Smp_022320.1
OG0002755	SRDH2_3940.2	Smp_022320.1
OG0002756	SRDH2_59730.1, SRDH2_59730.2, SRDH2_59730.3, SRDH2_59730.4	Smp_151740.1
OG0002757	SRDH2_36700.1	Smp_125820.1
OG0002758	SRDH2_5470.5, SRDH2_5470.1, SRDH2_5470.2, SRDH2_5470.3, SRDH2_5470.4	Smp_180680.1
OG0002759	SRDH2_28570.2, SRDH2_28570.1, SRDH2_28570.3, SRDH2_28570.4	Smp_035460.1
OG0002760	SRDH2_3640.1, SRDH2_3630.1, SRDH2_3630.2	Smp_171680.1
OG0002761	SRDH2_6710.1	Smp_146200.1
OG0002762	SRDH2_99090.1	Smp_125080.1
OG0002763	SRDH2_80510.1	Smp_151450.1
OG0002764	SRDH2_36910.1	Smp_191210.1
OG0002765	SRDH2_71050.1	Smp_001160.1
OG0002766	SRDH2_72640.1	Smp_150160.1
OG0002767	SRDH2_50210.1	Smp_046750.1
OG0002768	SRDH2_2280.1	Smp_180480.1
OG0002769	SRDH2_26610.1	Smp_150740.1
OG0002770	SRDH2_18490.1, SRDH2_18490.2, SRDH2_18490.3, SRDH2_18490.4, SRDH2_18490.5	Smp_130460.1
OG0002771	SRDH2_35670.1	Smp_025830.1
OG0002772	SRDH2_82900.3, SRDH2_82900.1, SRDH2_82900.4, SRDH2_82900.2	Smp_160540.1
OG0002773	SRDH2_16560.1	Smp_054540.1
OG0002773	SRDH2_16560.2	Smp_054540.1
OG0002774	SRDH2_2800.1, SRDH2_2800.2	Smp_120350.1
OG0002775	SRDH2_36020.1	Smp_150380.1
OG0002775	SRDH2_36020.2	Smp_150380.1
OG0002776	SRDH2_76480.1	Smp_247870.1
OG0002777	SRDH2_77950.2, SRDH2_77950.1, SRDH2_77950.3, SRDH2_77950.4	Smp_153970.1
OG0002778	SRDH2_98960.7, SRDH2_98960.8, SRDH2_98960.9, SRDH2_98960.1, SRDH2_98960.5, SRDH2_98960.2, SRDH2_98960.4, SRDH2_98960.3, SRDH2_98960.6	Smp_342140.1
OG0002779	SRDH2_35280.1	Smp_007290.1
OG0002780	SRDH2_47980.2, SRDH2_47980.4, SRDH2_47980.1, SRDH2_47980.3	Smp_131050.1
OG0002781	SRDH2_26990.1, SRDH2_26990.3, SRDH2_26990.2	Smp_345860.1
OG0002782	SRDH2_80860.1	Smp_334390.1
OG0002783	SRDH2_55130.4, SRDH2_55130.3, SRDH2_55130.2, SRDH2_55130.1, SRDH2_55130.5	Smp_047410.1
OG0002784	SRDH2_26620.1	Smp_336870.1, Smp_336870.2, Smp_336870.3
OG0002785	SRDH2_74430.1	Smp_148870.1
OG0002786	SRDH2_15220.1	Smp_157220.1
OG0002787	SRDH2_7290.1, SRDH2_7300.3, SRDH2_7300.2, SRDH2_7300.1	Smp_346060.1
OG0002788	SRDH2_11020.1	Smp_244620.2, Smp_244620.1
OG0002789	SRDH2_19260.1	Smp_161130.1
OG0002790	SRDH2_78350.1, SRDH2_78360.1	Smp_313490.1, Smp_313500.1
OG0002791	SRDH2_102450.2, SRDH2_102450.4, SRDH2_102450.1, SRDH2_102450.3	Smp_318680.1, Smp_348860.1
OG0002791	SRDH2_2740.1	Smp_125960.1
OG0002792	SRDH2_57450.1, SRDH2_57450.3, SRDH2_57450.2	Smp_180580.1
OG0002794	SRDH2_97070.1	Smp_010930.1
OG0002795	SRDH2_26910.3	Smp_105330.1
OG0002796	SRDH2_14460.1, SRDH2_14460.4, SRDH2_14460.2, SRDH2_14460.3, SRDH2_14460.5, SRDH2_14460.6	Smp_157660.1
OG0002797	SRDH2_34010.1	Smp_127450.1
OG0002798	SRDH2_76100.1	Smp_066950.1
OG0002799	SRDH2_86660.1	Smp_334580.1
OG0002800	SRDH2_81570.1, SRDH2_81570.6, SRDH2_81570.3, SRDH2_81570.5, SRDH2_81570.2, SRDH2_81570.4	Smp_336900.1
OG0002801	SRDH2_4980.1	Smp_022570.1
OG0002801	SRDH2_4980.2	Smp_022570.1
OG0002801	SRDH2_4980.3	Smp_022570.1
OG0002802	SRDH2_91910.2, SRDH2_91910.3, SRDH2_91910.1	Smp_052740.1
OG0002803	SRDH2_27160.1	Smp_131870.1
OG0002804	SRDH2_39420.4, SRDH2_39420.1, SRDH2_39420.3, SRDH2_39420.2, SRDH2_39420.5	Smp_196300.1
OG0002805	SRDH2_57130.7, SRDH2_57130.1, SRDH2_57130.2, SRDH2_57130.4, SRDH2_57130.5, SRDH2_57130.6, SRDH2_57130.8, SRDH2_57130.3	Smp_208020.1
OG0002806	SRDH2_74830.1	Smp_050380.1, Smp_050380.2, Smp_329110.1, Smp_329110.2
OG0002807	SRDH2_20940.1	Smp_061250.1
OG0002807	SRDH2_20940.1	Smp_061250.2
OG0002808	SRDH2_63650.3, SRDH2_63650.1, SRDH2_63650.2	Smp_347820.1
OG0002809	SRDH2_83920.1	Smp_341690.1
OG0002810	SRDH2_32380.1, SRDH2_32380.2, SRDH2_32380.3	Smp_031990.1
OG0002811	SRDH2_22220.1	Smp_166070.1
OG0002812	SRDH2_88740.1, SRDH2_88740.2	Smp_317220.1, Smp_344740.1, Smp_317230.1, Smp_317250.1
OG0002813	SRDH2_79750.1, SRDH2_79750.2, SRDH2_79750.5, SRDH2_79750.6, SRDH2_79750.8, SRDH2_79750.10, SRDH2_79750.11, SRDH2_79750.3, SRDH2_79750.4, SRDH2_79750.7, SRDH2_79750.9	Smp_242350.1
OG0002814	SRDH2_24080.1	Smp_016090.1
OG0002814	SRDH2_24080.2	Smp_016090.1
OG0002814	SRDH2_24080.3	Smp_016090.1
OG0002814	SRDH2_24080.4	Smp_016090.1
OG0002814	SRDH2_24080.5	Smp_016090.1
OG0002814	SRDH2_24080.6	Smp_016090.1
OG0002815	SRDH2_65070.1, SRDH2_65090.1	Smp_308700.1, Smp_326220.1, Smp_326230.1
OG0002815	SRDH2_65030.1	Smp_308680.1, Smp_308680.2
OG0002816	SRDH2_19980.1	Smp_076030.1
OG0002817	SRDH2_37670.1	Smp_144600.1
OG0002818	SRDH2_77240.1	Smp_043100.1, Smp_043100.2
OG0002819	SRDH2_70530.1, SRDH2_70530.2	Smp_022130.1
OG0002820	SRDH2_76550.1	Smp_334210.1
OG0002821	SRDH2_4340.1	Smp_126170.1
OG0002822	SRDH2_10100.1, SRDH2_10100.2	Smp_091790.1
OG0002823	SRDH2_15610.3, SRDH2_15610.1, SRDH2_15610.2	Smp_306080.1
OG0002824	SRDH2_1960.2, SRDH2_1960.3, SRDH2_1960.1, SRDH2_1960.4, SRDH2_1960.5	Smp_038210.1
OG0002825	SRDH2_49450.1, SRDH2_49450.2	Smp_171170.1
OG0002826	SRDH2_41020.1	Smp_172150.1
OG0002827	SRDH2_27670.5, SRDH2_27670.1, SRDH2_27670.2, SRDH2_27670.3, SRDH2_27670.4	Smp_077030.1
OG0002828	SRDH2_28490.1	Smp_035700.1
OG0002829	SRDH2_62270.4, SRDH2_62270.5, SRDH2_62270.1, SRDH2_62270.3, SRDH2_62270.2	Smp_246920.1
OG0002830	SRDH2_24040.1	Smp_016050.1
OG0002831	SRDH2_16130.3, SRDH2_16130.4, SRDH2_16130.2, SRDH2_16130.1	Smp_164500.1
OG0002832	SRDH2_83510.1, SRDH2_83510.2	Smp_152650.1
OG0002833	SRDH2_58260.1	Smp_088660.1
OG0002834	SRDH2_3660.1	Smp_171660.1
OG0002835	SRDH2_94370.1, SRDH2_94370.3, SRDH2_94370.2	Smp_016810.1
OG0002836	SRDH2_25990.1, SRDH2_25990.2	Smp_003140.1, Smp_003140.2
OG0002837	SRDH2_16140.1, SRDH2_16140.3, SRDH2_16140.4, SRDH2_16140.2, SRDH2_16140.5	Smp_198980.1
OG0002838	SRDH2_13020.1	Smp_076520.1
OG0002839	SRDH2_74230.1	Smp_347500.1
OG0002840	SRDH2_94140.4, SRDH2_94140.5, SRDH2_94140.1, SRDH2_94140.2, SRDH2_94140.3	Smp_244170.1, Smp_244170.2
OG0002841	SRDH2_51760.1	Smp_086270.1
OG0002842	SRDH2_73940.1	Smp_172540.1
OG0002843	SRDH2_26540.1	Smp_164890.1
OG0002844	SRDH2_68540.1	Smp_000240.1
OG0002845	SRDH2_11260.1	Smp_179620.1
OG0002846	SRDH2_20200.2, SRDH2_20200.1, SRDH2_20200.3	Smp_039650.1
OG0002847	SRDH2_59190.3, SRDH2_59190.2, SRDH2_59190.1, SRDH2_59190.4, SRDH2_59190.5, SRDH2_59190.6, SRDH2_59190.7	Smp_069600.1
OG0002848	SRDH2_62780.1	Smp_126200.1
OG0002849	SRDH2_12940.1	Smp_153530.1
OG0002850	SRDH2_67140.1	Smp_027040.2, Smp_027040.1
OG0002851	SRDH2_93050.1	Smp_305690.1, Smp_340940.1
OG0002852	SRDH2_12810.1	Smp_153460.1, Smp_153460.2
OG0002853	SRDH2_75040.1	Smp_050700.1
OG0002854	SRDH2_32180.1	Smp_104980.1
OG0002855	SRDH2_17570.1	Smp_162380.1
OG0002856	SRDH2_52670.1, SRDH2_52670.4, SRDH2_52670.2, SRDH2_52670.3, SRDH2_52670.5, SRDH2_52670.6	Smp_082780.1
OG0002857	SRDH2_64660.1	Smp_326170.1
OG0002857	SRDH2_64650.1	Smp_013040.1
OG0002858	SRDH2_10350.1	Smp_080980.1
OG0002858	SRDH2_10350.2	Smp_080980.1
OG0002858	SRDH2_10350.3	Smp_080980.1
OG0002859	SRDH2_64300.1	Smp_347300.1
OG0002860	SRDH2_79330.1	Smp_138680.1
OG0002861	SRDH2_90840.2, SRDH2_90840.1, SRDH2_90840.3	Smp_165680.1
OG0002862	SRDH2_67590.1	Smp_340430.1, Smp_340430.2
OG0002863	SRDH2_17830.1	Smp_180370.1
OG0002863	SRDH2_17840.1	Smp_180360.1
OG0002864	SRDH2_54760.2, SRDH2_54760.1	Smp_123390.1
OG0002865	SRDH2_11080.1, SRDH2_11070.1	Smp_305220.1
OG0002866	SRDH2_33350.1	Smp_097460.1
OG0002867	SRDH2_3870.1	Smp_342890.1
OG0002868	SRDH2_90280.1	Smp_002180.1
OG0002868	SRDH2_90280.2	Smp_002180.1
OG0002869	SRDH2_2100.1	Smp_038340.1
OG0002870	SRDH2_48290.1	Smp_004780.1
OG0002871	SRDH2_45410.1	Smp_163050.1
OG0002872	SRDH2_50360.1	Smp_046890.1
OG0002873	SRDH2_94840.1	Smp_127110.1, Smp_127110.2
OG0002874	SRDH2_39790.3, SRDH2_39790.1, SRDH2_39790.2	Smp_302230.1
OG0002875	SRDH2_52100.1	Smp_078610.1
OG0002876	SRDH2_74780.1	Smp_149070.1
OG0002877	SRDH2_62220.2, SRDH2_62220.3, SRDH2_62220.1, SRDH2_62220.4, SRDH2_62220.5	Smp_028980.1, Smp_028980.2
OG0002878	SRDH2_65450.1	Smp_169820.1
OG0002879	SRDH2_18410.1	Smp_266790.1
OG0002880	SRDH2_22160.1	Smp_312360.1
OG0002881	SRDH2_60800.1	Smp_124490.1
OG0002882	SRDH2_18780.1	Smp_075420.1
OG0002882	SRDH2_18790.1, SRDH2_18790.2	Smp_075400.1
OG0002883	SRDH2_52210.1	Smp_063540.1, Smp_063540.2
OG0002884	SRDH2_67410.1	Smp_134790.1
OG0002885	SRDH2_47530.3, SRDH2_47530.1, SRDH2_47530.2	Smp_021160.1
OG0002886	SRDH2_76240.1, SRDH2_76240.2	Smp_064030.1
OG0002889	SRDH2_84370.1	Smp_333190.1
OG0002890	SRDH2_28090.1, SRDH2_28090.2, SRDH2_28090.3	Smp_167360.1
OG0002892	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2	Smp_303070.1, Smp_303760.1, Smp_303760.2
OG0002893	SRDH2_8660.1	Smp_346260.1
OG0002894	SRDH2_84360.1, SRDH2_84360.2	Smp_346180.1
OG0002895	SRDH2_97190.1	Smp_033380.1
OG0002895	SRDH2_98550.1, SRDH2_98550.2, SRDH2_98550.3	Smp_121230.1
OG0002896	SRDH2_25060.1	Smp_320230.1
OG0002897	SRDH2_25580.1	Smp_124050.1, Smp_124050.2, Smp_124050.3
OG0002900	SRDH2_95900.1	Smp_317980.1, Smp_317980.2
OG0002900	SRDH2_95910.1	Smp_346710.1
OG0002902	SRDH2_39460.1, SRDH2_39460.2, SRDH2_39460.3	Smp_169360.1
OG0002903	SRDH2_73880.1	Smp_158860.1, Smp_158860.2
OG0002904	SRDH2_22390.1	Smp_178230.1
OG0002905	SRDH2_69820.1, SRDH2_69820.2	Smp_138300.1, Smp_138300.2
OG0002906	SRDH2_29410.1, SRDH2_29410.2	Smp_020130.1
OG0002907	SRDH2_5490.1, SRDH2_5490.2	Smp_180690.1, Smp_180690.2
OG0002908	SRDH2_70560.1	Smp_179360.1
OG0002909	SRDH2_83470.1	Smp_330260.1
