Orthogroup	schistosoma_rodhaini	schistosoma_haematobium
OG0002519	SRDH2_100580.1, SRDH2_100590.1, SRDH2_59100.1, SRDH2_59100.2, SRDH2_59100.3	SHAE2_61560.1, SHAE2_61580.1, SHAE2_61580.2, SHAE2_61550.1, SHAE2_61570.1
OG0002520	SRDH2_76510.5, SRDH2_76510.1, SRDH2_76510.3, SRDH2_76510.2, SRDH2_76510.4	SHAE2_79200.3, SHAE2_79200.2, SHAE2_79200.1
OG0002521	SRDH2_68560.1	SHAE2_71820.1
OG0002521	SRDH2_68570.1, SRDH2_68600.1	SHAE2_71810.1
OG0002522	SRDH2_25880.1	SHAE2_27760.3, SHAE2_27760.4, SHAE2_27760.2, SHAE2_27760.1
OG0002526	SRDH2_12640.1	SHAE2_15280.5, SHAE2_15280.1, SHAE2_15280.2, SHAE2_15280.3, SHAE2_15280.4, SHAE2_15280.6, SHAE2_15280.7
OG0002527	SRDH2_41860.1, SRDH2_41860.2, SRDH2_41860.3, SRDH2_41860.4, SRDH2_41860.5, SRDH2_41860.6, SRDH2_41860.7	SHAE2_44450.1
OG0002528	SRDH2_97830.1, SRDH2_97830.2	SHAE2_99970.1, SHAE2_99960.1
OG0002529	SRDH2_56320.1	SHAE2_58510.1
OG0002529	SRDH2_56320.2	SHAE2_58510.1
OG0002529	SRDH2_56320.3	SHAE2_58510.1
OG0002529	SRDH2_56320.1	SHAE2_58510.2
OG0002529	SRDH2_56320.2	SHAE2_58510.2
OG0002529	SRDH2_56320.3	SHAE2_58510.2
OG0002530	SRDH2_76580.1, SRDH2_76580.2	SHAE2_79280.1, SHAE2_79280.2, SHAE2_79280.3
OG0002531	SRDH2_27860.1	SHAE2_29700.3, SHAE2_29700.2, SHAE2_29700.1
OG0002532	SRDH2_74090.1, SRDH2_74090.2	SHAE2_75930.4, SHAE2_75930.3, SHAE2_75930.1, SHAE2_75930.2
OG0002533	SRDH2_65970.1, SRDH2_65970.2, SRDH2_65970.3, SRDH2_65970.4	SHAE2_69710.1
OG0002534	SRDH2_92970.1	SHAE2_95160.1
OG0002535	SRDH2_33060.1, SRDH2_33060.2, SRDH2_33060.3	SHAE2_38320.1, SHAE2_38320.2
OG0002536	SRDH2_12720.1	SHAE2_15330.1
OG0002537	SRDH2_84850.4, SRDH2_84850.1, SRDH2_84850.3, SRDH2_84850.2	SHAE2_87040.1, SHAE2_87040.2, SHAE2_87040.4, SHAE2_87040.5, SHAE2_87040.3
OG0002538	SRDH2_62380.3, SRDH2_62380.1, SRDH2_62380.4, SRDH2_62380.2	SHAE2_64880.1, SHAE2_64880.2
OG0002539	SRDH2_26810.4, SRDH2_26810.3	SHAE2_28670.2
OG0002539	SRDH2_26810.2, SRDH2_26810.5, SRDH2_26810.1	SHAE2_28670.1
OG0002540	SRDH2_39180.9, SRDH2_39180.8, SRDH2_39180.2, SRDH2_39180.4, SRDH2_39180.1, SRDH2_39180.3, SRDH2_39180.5, SRDH2_39180.7, SRDH2_39180.6	SHAE2_41980.1, SHAE2_41980.2
OG0002541	SRDH2_56650.1, SRDH2_56650.2, SRDH2_56650.3, SRDH2_56650.4	SHAE2_58910.1
OG0002542	SRDH2_93370.2, SRDH2_93370.1, SRDH2_93370.3, SRDH2_93370.4	SHAE2_94780.2, SHAE2_94780.4, SHAE2_94780.1, SHAE2_94780.3
OG0002543	SRDH2_29320.1	SHAE2_31220.1, SHAE2_31220.2, SHAE2_31220.3, SHAE2_31220.4
OG0002544	SRDH2_48450.1	SHAE2_50930.1
OG0002545	SRDH2_24120.2, SRDH2_24120.1, SRDH2_24120.4, SRDH2_24120.3	SHAE2_26030.1
OG0002546	SRDH2_18680.1	SHAE2_20370.1
OG0002547	SRDH2_99310.1, SRDH2_99310.2	SHAE2_101370.1, SHAE2_101370.3, SHAE2_101370.2
OG0002548	SRDH2_96970.1, SRDH2_96970.2, SRDH2_96970.3	SHAE2_98970.3, SHAE2_98970.2, SHAE2_98970.1, SHAE2_98970.4
OG0002549	SRDH2_28200.1, SRDH2_28200.2	SHAE2_30050.1, SHAE2_30050.2
OG0002550	SRDH2_47650.3, SRDH2_47650.1, SRDH2_47650.2	SHAE2_50130.1, SHAE2_50130.2, SHAE2_50130.3
OG0002551	SRDH2_31430.1, SRDH2_31440.1, SRDH2_31440.2, SRDH2_31440.3	SHAE2_33390.1, SHAE2_33390.2, SHAE2_33390.3, SHAE2_33390.4, SHAE2_33390.5
OG0002552	SRDH2_4330.1, SRDH2_4330.2, SRDH2_4330.3, SRDH2_4330.4	SHAE2_4810.1, SHAE2_4810.3, SHAE2_4810.2, SHAE2_4810.4, SHAE2_4810.5
OG0002553	SRDH2_68050.2, SRDH2_68050.4, SRDH2_68050.1	SHAE2_68630.1, SHAE2_68630.2
OG0002554	SRDH2_60470.1	SHAE2_62800.3, SHAE2_62800.4, SHAE2_62800.7, SHAE2_62800.1, SHAE2_62800.2, SHAE2_62800.5, SHAE2_62800.6
OG0002555	SRDH2_33530.1	SHAE2_38790.1
OG0002556	SRDH2_20760.5, SRDH2_20760.4, SRDH2_20760.6, SRDH2_20760.7, SRDH2_20790.1	SHAE2_22950.1, SHAE2_22950.2, SHAE2_22950.3
OG0002557	SRDH2_42760.1	SHAE2_45310.1, SHAE2_45310.2, SHAE2_45310.3, SHAE2_45310.4
OG0002558	SRDH2_4080.1, SRDH2_4080.2, SRDH2_4080.3, SRDH2_4080.4, SRDH2_4080.5, SRDH2_4080.6, SRDH2_1050.1	SHAE2_4530.1, SHAE2_4530.3, SHAE2_4530.2
OG0002559	SRDH2_24920.1, SRDH2_24920.2, SRDH2_24920.3	SHAE2_26800.1
OG0002560	SRDH2_93740.1, SRDH2_93740.2	SHAE2_94410.5, SHAE2_94410.4, SHAE2_94410.3, SHAE2_94410.2, SHAE2_94410.1
OG0002561	SRDH2_9750.1	SHAE2_11350.2, SHAE2_11350.1
OG0002562	SRDH2_9250.1, SRDH2_9250.2, SRDH2_9250.3	SHAE2_10820.1, SHAE2_10820.2, SHAE2_10820.3, SHAE2_10820.4
OG0002563	SRDH2_63070.1, SRDH2_63050.1, SRDH2_63060.1	SHAE2_65600.1
OG0002564	SRDH2_79440.4, SRDH2_79440.3, SRDH2_79440.5, SRDH2_79440.6, SRDH2_79440.1, SRDH2_79440.7, SRDH2_79440.10, SRDH2_79440.9, SRDH2_79440.8, SRDH2_79440.2	SHAE2_81980.2, SHAE2_81980.3, SHAE2_81980.1, SHAE2_81980.4
OG0002565	SRDH2_2440.1	SHAE2_2700.1
OG0002565	SRDH2_2430.1	SHAE2_2690.1
OG0002566	SRDH2_67430.1	SHAE2_69350.1, SHAE2_69350.2
OG0002567	SRDH2_32960.1, SRDH2_32960.2, SRDH2_32960.3	SHAE2_38220.1, SHAE2_38220.4, SHAE2_38220.2, SHAE2_38220.3
OG0002568	SRDH2_65220.1, SRDH2_65220.3, SRDH2_65220.4, SRDH2_65220.2	SHAE2_67780.1
OG0002569	SRDH2_66270.2, SRDH2_66270.1, SRDH2_66270.3	SHAE2_70000.4, SHAE2_70000.5, SHAE2_70000.6, SHAE2_70000.2, SHAE2_70000.3, SHAE2_70000.1, SHAE2_70000.7
OG0002570	SRDH2_36840.1, SRDH2_36840.2	SHAE2_33960.1
OG0002571	SRDH2_40470.1, SRDH2_40470.2, SRDH2_40470.3	SHAE2_43200.3, SHAE2_43200.5, SHAE2_43200.4, SHAE2_43200.1, SHAE2_43200.2
OG0002572	SRDH2_60810.1, SRDH2_60810.2	SHAE2_63180.1, SHAE2_63180.2, SHAE2_63180.3
OG0002574	SRDH2_77150.3, SRDH2_77150.2, SRDH2_77150.1	SHAE2_79770.5, SHAE2_79770.3, SHAE2_79770.4, SHAE2_79770.1, SHAE2_79770.2
OG0002575	SRDH2_24590.1	SHAE2_26490.1
OG0002576	SRDH2_80580.1	SHAE2_83120.1
OG0002578	SRDH2_50080.8, SRDH2_50080.6, SRDH2_50080.5, SRDH2_50080.7, SRDH2_50080.2, SRDH2_50080.4, SRDH2_50080.1, SRDH2_50080.3	SHAE2_52540.3, SHAE2_52540.1, SHAE2_52540.2
OG0002579	SRDH2_97150.1	SHAE2_99160.1
OG0002580	SRDH2_60980.3, SRDH2_60980.4, SRDH2_60980.1, SRDH2_60980.2	SHAE2_63330.1, SHAE2_63330.4, SHAE2_63330.3, SHAE2_63330.2
OG0002581	SRDH2_62160.1, SRDH2_62160.2	SHAE2_64660.1
OG0002582	SRDH2_32600.1, SRDH2_32600.3, SRDH2_32600.2, SRDH2_32600.4	SHAE2_37810.1
OG0002583	SRDH2_90610.1	SHAE2_93040.1, SHAE2_93040.5, SHAE2_93040.4, SHAE2_93040.3, SHAE2_93040.6, SHAE2_93040.2
OG0002584	SRDH2_39230.4, SRDH2_39230.5, SRDH2_39230.3, SRDH2_39230.6, SRDH2_39230.2, SRDH2_39230.1	SHAE2_42040.1
OG0002585	SRDH2_21360.1	SHAE2_22340.1, SHAE2_22330.1
OG0002586	SRDH2_19470.6, SRDH2_19470.1, SRDH2_19470.2, SRDH2_19470.7, SRDH2_19470.8, SRDH2_19470.11, SRDH2_19470.4, SRDH2_19470.5, SRDH2_19470.9, SRDH2_19470.10, SRDH2_19470.3	SHAE2_21250.1
OG0002587	SRDH2_85090.2, SRDH2_85090.1, SRDH2_85090.3	SHAE2_87260.1
OG0002588	SRDH2_62760.1	SHAE2_65320.2, SHAE2_65320.3, SHAE2_65320.1
OG0002589	SRDH2_62570.1, SRDH2_62570.2, SRDH2_62570.3, SRDH2_62570.4, SRDH2_62570.5, SRDH2_62570.6, SRDH2_62570.7, SRDH2_62570.9, SRDH2_62570.8	SHAE2_65100.2, SHAE2_65100.1, SHAE2_65100.3
OG0002590	SRDH2_78340.1, SRDH2_78340.5, SRDH2_78340.6, SRDH2_78340.3, SRDH2_78340.4, SRDH2_78340.7, SRDH2_78340.8, SRDH2_78340.9, SRDH2_78340.2	SHAE2_80910.1
OG0002591	SRDH2_80410.1	SHAE2_82920.2, SHAE2_82920.1
OG0002592	SRDH2_27910.2, SRDH2_27910.1, SRDH2_27910.3	SHAE2_29750.4, SHAE2_29750.1, SHAE2_29750.2, SHAE2_29750.3
OG0002593	SRDH2_82010.1	SHAE2_84330.2, SHAE2_84330.1
OG0002594	SRDH2_82000.1, SRDH2_82000.2	SHAE2_84320.1, SHAE2_84320.3, SHAE2_84320.2, SHAE2_84320.5, SHAE2_84320.4
OG0002595	SRDH2_49180.4, SRDH2_49180.1, SRDH2_49180.3, SRDH2_49180.2	SHAE2_51670.1
OG0002596	SRDH2_77940.1	SHAE2_80570.1, SHAE2_80570.2, SHAE2_80570.3
OG0002597	SRDH2_14930.1	SHAE2_14750.1
OG0002598	SRDH2_38270.1	SHAE2_37100.1
OG0002599	SRDH2_69680.3, SRDH2_69680.1, SRDH2_69680.2	SHAE2_70750.1, SHAE2_70750.2, SHAE2_70750.3
OG0002600	SRDH2_48260.4, SRDH2_48260.1, SRDH2_48260.2, SRDH2_48260.5, SRDH2_48260.3	SHAE2_50740.1
OG0002601	SRDH2_13860.1	SHAE2_13790.1
OG0002602	SRDH2_22940.1	SHAE2_23860.2, SHAE2_23860.3, SHAE2_23860.1
OG0002603	SRDH2_64760.1	SHAE2_67330.1, SHAE2_67330.3, SHAE2_67330.2
OG0002604	SRDH2_2450.4, SRDH2_2450.3, SRDH2_2450.1, SRDH2_2450.2, SRDH2_2450.5	SHAE2_2710.5, SHAE2_2710.1, SHAE2_2710.2, SHAE2_2710.4, SHAE2_2710.3
OG0002605	SRDH2_50200.3, SRDH2_50200.1, SRDH2_50200.2	SHAE2_52650.1, SHAE2_52650.3, SHAE2_52650.6, SHAE2_52650.4, SHAE2_52650.7, SHAE2_52650.2, SHAE2_52650.5
OG0002606	SRDH2_87930.1, SRDH2_87930.2, SRDH2_87930.4, SRDH2_87930.5, SRDH2_87930.6, SRDH2_87930.7, SRDH2_87930.3	SHAE2_90410.1
OG0002607	SRDH2_35360.1, SRDH2_35360.3, SRDH2_35360.2	SHAE2_36330.2, SHAE2_36330.4, SHAE2_36330.3, SHAE2_36330.1
OG0002608	SRDH2_49010.1	SHAE2_51480.1
OG0002609	SRDH2_3930.1	SHAE2_4390.1
OG0002610	SRDH2_42820.1, SRDH2_42820.2	SHAE2_45370.7, SHAE2_45370.3, SHAE2_45370.1, SHAE2_45370.2, SHAE2_45370.4, SHAE2_45370.5, SHAE2_45370.6
OG0002611	SRDH2_17370.5, SRDH2_17370.6, SRDH2_17370.1, SRDH2_17370.3, SRDH2_17370.4, SRDH2_17370.2	SHAE2_19050.1, SHAE2_19050.2, SHAE2_19050.4, SHAE2_19050.3
OG0002612	SRDH2_24660.1	SHAE2_26560.1, SHAE2_26560.2, SHAE2_26560.3
OG0002612	SRDH2_58140.1	SHAE2_60190.1
OG0002613	SRDH2_45720.1	SHAE2_48420.1
OG0002613	SRDH2_71270.1	SHAE2_74360.1
OG0002614	SRDH2_260.1	SHAE2_220.1
OG0002615	SRDH2_85660.1, SRDH2_85660.2	SHAE2_88710.1
OG0002616	SRDH2_37680.1	SHAE2_40180.1, SHAE2_40170.1
OG0002617	SRDH2_41240.1	SHAE2_102410.1, SHAE2_102410.2, SHAE2_102410.3
OG0002618	SRDH2_58760.1, SRDH2_58750.1	SHAE2_61220.1
OG0002619	SRDH2_61650.2, SRDH2_61650.3, SRDH2_61650.4, SRDH2_61650.1, SRDH2_61650.5, SRDH2_61650.7, SRDH2_61650.6, SRDH2_61650.8	SHAE2_64080.1
OG0002620	SRDH2_30680.1, SRDH2_30680.2	SHAE2_32520.1, SHAE2_32520.2
OG0002621	SRDH2_8630.1	SHAE2_10230.1, SHAE2_10230.8, SHAE2_10230.2, SHAE2_10230.4, SHAE2_10230.5, SHAE2_10230.3, SHAE2_10230.6, SHAE2_10230.7
OG0002622	SRDH2_57940.1	SHAE2_60070.1, SHAE2_60070.2, SHAE2_60070.3, SHAE2_60070.4
OG0002623	SRDH2_11630.1, SRDH2_11630.2, SRDH2_11630.3	SHAE2_13150.1, SHAE2_13150.2
OG0002624	SRDH2_17080.6, SRDH2_17080.1, SRDH2_17080.2, SRDH2_17080.3, SRDH2_17080.5, SRDH2_17080.4	SHAE2_18650.1, SHAE2_18650.2
OG0002625	SRDH2_33610.1, SRDH2_33610.2, SRDH2_33610.3, SRDH2_33610.4, SRDH2_33610.5	SHAE2_38890.1
OG0002626	SRDH2_59020.2, SRDH2_59050.1	SHAE2_61530.2, SHAE2_61530.1
OG0002627	SRDH2_15050.1	SHAE2_14880.1, SHAE2_14880.2
OG0002628	SRDH2_42020.1	SHAE2_44610.1
OG0002629	SRDH2_94260.1	SHAE2_96860.1, SHAE2_96860.2
OG0002630	SRDH2_9060.1	SHAE2_10640.1
OG0002631	SRDH2_25480.12, SRDH2_25480.9, SRDH2_25480.1, SRDH2_25480.13, SRDH2_25480.4, SRDH2_25480.6, SRDH2_25480.7, SRDH2_25480.8, SRDH2_25480.11, SRDH2_25480.10, SRDH2_25480.14, SRDH2_25480.3, SRDH2_25480.2, SRDH2_25480.5	SHAE2_27460.1, SHAE2_27460.2
OG0002632	SRDH2_23350.1	SHAE2_90030.1, SHAE2_90030.2
OG0002633	SRDH2_40080.1, SRDH2_40090.1	SHAE2_42870.3, SHAE2_42870.4, SHAE2_42870.2, SHAE2_42870.5, SHAE2_42870.1
OG0002634	SRDH2_25310.1	SHAE2_27260.1
OG0002635	SRDH2_23690.1	SHAE2_25500.1, SHAE2_25500.2, SHAE2_25500.3
OG0002636	SRDH2_82250.1	SHAE2_84590.4, SHAE2_84590.1, SHAE2_84590.2, SHAE2_84590.3
OG0002637	SRDH2_97660.1	SHAE2_99660.1
OG0002638	SRDH2_55090.1	SHAE2_57400.1, SHAE2_57400.2, SHAE2_57400.3
OG0002639	SRDH2_69100.5, SRDH2_69100.3, SRDH2_69100.4, SRDH2_69100.1, SRDH2_69100.2	SHAE2_71340.1
OG0002640	SRDH2_10930.1, SRDH2_10930.2	SHAE2_12400.1
OG0002641	SRDH2_54540.3, SRDH2_54540.1, SRDH2_54540.2	SHAE2_56830.1, SHAE2_56830.2
OG0002642	SRDH2_1500.1, SRDH2_1500.2	SHAE2_1760.2, SHAE2_1760.1
OG0002643	SRDH2_4290.4, SRDH2_4290.5, SRDH2_4290.3, SRDH2_4290.2, SRDH2_4290.1	SHAE2_4760.1, SHAE2_4760.2, SHAE2_4760.5, SHAE2_4760.3, SHAE2_4760.4
OG0002644	SRDH2_63500.1	SHAE2_66020.1, SHAE2_66020.2
OG0002645	SRDH2_10270.1	SHAE2_11800.1, SHAE2_11800.2, SHAE2_11800.4, SHAE2_11800.3
OG0002646	SRDH2_27450.1	SHAE2_29290.1, SHAE2_29290.2
OG0002647	SRDH2_91050.4, SRDH2_91050.1, SRDH2_91050.2, SRDH2_91050.3	SHAE2_93540.1
OG0002648	SRDH2_6660.5, SRDH2_6660.6, SRDH2_6660.7, SRDH2_6660.1, SRDH2_6660.2, SRDH2_6660.3, SRDH2_6660.4, SRDH2_102130.1	SHAE2_7120.1, SHAE2_7120.2, SHAE2_7120.3
OG0002649	SRDH2_95810.1, SRDH2_95850.1, SRDH2_40540.1	SHAE2_43270.5, SHAE2_43270.1, SHAE2_43270.3, SHAE2_43270.4, SHAE2_43270.6, SHAE2_43270.7, SHAE2_43270.8, SHAE2_43270.2, SHAE2_43270.9
OG0002650	SRDH2_8640.1	SHAE2_10240.3, SHAE2_10240.1, SHAE2_10240.2, SHAE2_10240.6, SHAE2_10240.4, SHAE2_10240.5
OG0002651	SRDH2_10970.1, SRDH2_10970.2	SHAE2_12440.1
OG0002652	SRDH2_45440.1	SHAE2_47980.1, SHAE2_47980.2
OG0002653	SRDH2_93540.2, SRDH2_93540.1	SHAE2_94600.1
OG0002654	SRDH2_83320.2, SRDH2_83320.3, SRDH2_83320.1	SHAE2_85450.1, SHAE2_85450.2
OG0002655	SRDH2_56930.1, SRDH2_56930.2, SRDH2_56930.3, SRDH2_56930.4, SRDH2_56930.5	SHAE2_60430.1
OG0002656	SRDH2_21110.1, SRDH2_21110.2	SHAE2_22610.1, SHAE2_22610.2
OG0002657	SRDH2_16540.1, SRDH2_16540.2	SHAE2_18080.1, SHAE2_18080.2
OG0002658	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2	SHAE2_31910.2, SHAE2_31910.1, SHAE2_31910.3
OG0002659	SRDH2_61610.4, SRDH2_61610.2, SRDH2_61610.3, SRDH2_61610.1	SHAE2_64020.1
OG0002660	SRDH2_2670.1, SRDH2_2680.1	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6
OG0002661	SRDH2_65380.1	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4
OG0002662	SRDH2_85900.1	SHAE2_89020.1, SHAE2_89020.2
OG0002663	SRDH2_86700.1	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3
OG0002664	SRDH2_99550.1	SHAE2_101600.1
OG0002665	SRDH2_51020.1	SHAE2_53560.1
OG0002666	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1	SHAE2_34790.1, SHAE2_34790.2
OG0002667	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3
OG0002668	SRDH2_70760.1	SHAE2_73750.1
OG0002669	SRDH2_91780.1	SHAE2_94300.1, SHAE2_94310.1
OG0002670	SRDH2_29090.1, SRDH2_29090.2	SHAE2_30980.1, SHAE2_30980.2
OG0002671	SRDH2_96990.1, SRDH2_96990.2	SHAE2_98990.1
OG0002672	SRDH2_75750.1, SRDH2_75750.2	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2
OG0002673	SRDH2_75840.1	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3
OG0002674	SRDH2_28180.1, SRDH2_28180.2	SHAE2_30030.3, SHAE2_30030.2, SHAE2_30030.1, SHAE2_30030.4
OG0002675	SRDH2_10160.1	SHAE2_11680.1
OG0002676	SRDH2_70550.1	SHAE2_73010.1, SHAE2_73010.2
OG0002677	SRDH2_64060.1, SRDH2_64060.2	SHAE2_66640.1, SHAE2_66640.2
OG0002678	SRDH2_7720.1	SHAE2_8100.1
OG0002679	SRDH2_82650.1, SRDH2_82650.2	SHAE2_84670.1
OG0002680	SRDH2_68860.1, SRDH2_68860.2	SHAE2_71580.1
OG0002681	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3
OG0002682	SRDH2_22810.1	SHAE2_21920.1
OG0002683	SRDH2_97770.1, SRDH2_101340.1	SHAE2_99790.1, SHAE2_99790.2
OG0002684	SRDH2_21850.1	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1
OG0002685	SRDH2_16420.1	SHAE2_17940.1, SHAE2_17920.1
OG0002685	SRDH2_16430.1	SHAE2_17950.1
OG0002686	SRDH2_54800.1	SHAE2_57100.3, SHAE2_57100.4, SHAE2_57100.2, SHAE2_57100.1, SHAE2_57100.5
OG0002687	SRDH2_29640.1, SRDH2_29640.2	SHAE2_31530.1
OG0002688	SRDH2_26250.1, SRDH2_26260.1	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1
OG0002689	SRDH2_26300.2	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4
OG0002689	SRDH2_26300.1	SHAE2_28160.2
OG0002690	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3
OG0002691	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3
OG0002692	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2	SHAE2_15090.2, SHAE2_15090.1
OG0002693	SRDH2_48980.1	SHAE2_51470.1, SHAE2_51470.2
OG0002694	SRDH2_96700.1	SHAE2_98720.1
OG0002695	SRDH2_3080.1, SRDH2_3070.1	SHAE2_3480.1
OG0002696	SRDH2_35890.1, SRDH2_35890.2, SRDH2_35890.3	SHAE2_36760.1, SHAE2_36760.2
OG0002697	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2	SHAE2_12650.1
OG0002698	SRDH2_2510.1	SHAE2_2770.3, SHAE2_2770.5, SHAE2_2770.6, SHAE2_2770.4, SHAE2_2770.2
OG0002699	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4	SHAE2_5870.1
OG0002700	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3	SHAE2_101930.1, SHAE2_101930.2
OG0002701	SRDH2_56050.1	SHAE2_58240.1
OG0002702	SRDH2_14650.1	SHAE2_14480.1
OG0002702	SRDH2_14640.1	SHAE2_14470.1
OG0002703	SRDH2_55930.2, SRDH2_55930.4, SRDH2_55930.3, SRDH2_55930.1	SHAE2_58110.1
OG0002704	SRDH2_95370.1	SHAE2_97800.1, SHAE2_97800.2
OG0002704	SRDH2_57910.1	SHAE2_59970.1
OG0002705	SRDH2_58280.1	SHAE2_60330.1
OG0002705	SRDH2_58300.1, SRDH2_58300.2	SHAE2_60360.1
OG0002708	SRDH2_31640.1, SRDH2_31640.2	SHAE2_33610.1, SHAE2_33610.2, SHAE2_33610.3, SHAE2_33610.4
OG0002709	SRDH2_8260.2, SRDH2_8260.1	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1
OG0002710	SRDH2_1220.1	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4
OG0002711	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4	SHAE2_96020.1
OG0002712	SRDH2_16390.1, SRDH2_16390.2	SHAE2_17900.1, SHAE2_17900.2
OG0002713	SRDH2_48540.1	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3
OG0002714	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5	SHAE2_81940.1
OG0002715	SRDH2_62180.1	SHAE2_64680.1
OG0002716	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1	SHAE2_71860.1
OG0002717	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1	SHAE2_94740.1
OG0002718	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3
OG0002719	SRDH2_5780.1	SHAE2_6220.1, SHAE2_6220.2
OG0002720	SRDH2_5250.1, SRDH2_5250.2, SRDH2_5250.3, SRDH2_5250.4	SHAE2_5700.1
OG0002721	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3	SHAE2_100520.1
OG0002722	SRDH2_22460.1	SHAE2_24350.1
OG0002723	SRDH2_83260.1	SHAE2_85380.1
OG0002724	SRDH2_84130.1	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3
OG0002725	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2	SHAE2_4910.1, SHAE2_4910.2
OG0002726	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1
OG0002727	SRDH2_75600.1, SRDH2_75600.2	SHAE2_78210.1, SHAE2_78210.2
OG0002728	SRDH2_8760.1	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1
OG0002729	SRDH2_16670.1	SHAE2_18240.1
OG0002730	SRDH2_83100.1, SRDH2_83100.2	SHAE2_85200.1
OG0002731	SRDH2_47110.1	SHAE2_49540.2, SHAE2_49540.1
OG0002732	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4	SHAE2_71500.1, SHAE2_71500.2
OG0002733	SRDH2_24800.1	SHAE2_26710.1, SHAE2_26710.2
OG0002734	SRDH2_42610.1	SHAE2_45160.1
OG0002735	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8	SHAE2_33290.1
OG0002736	SRDH2_24770.1	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2
OG0002737	SRDH2_34240.1	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1
OG0002738	SRDH2_95510.1	SHAE2_41190.1
OG0002739	SRDH2_14730.1	SHAE2_14570.1, SHAE2_14570.2
