Orthogroup	schistosoma_intercalatum	schmidtea_mediterranea
OG0003016	SINT1_74490.1	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4
OG0003017	SINT1_50230.1, SINT1_50260.1	h1SMcT0006801.1, h1SMcT0007267.1
OG0003018	SINT1_92980.1, SINT1_92980.2	h1SMcT0016671.1, h1SMcT0016671.2
OG0003019	SINT1_73560.1	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1
OG0003021	SINT1_82840.1	h1SMcT0002696.1, h1SMcT0002696.2
OG0003023	SINT1_82770.3, SINT1_82770.2, SINT1_82770.1	h1SMcT0005078.1, h1SMcT0005078.2
OG0003024	SINT1_76650.1, SINT1_76650.2	h1SMcT0020338.1
OG0003028	SINT1_10200.1	h1SMcT0020044.1
OG0003029	SINT1_80650.1	h1SMcT0015062.1
OG0003030	SINT1_19710.2, SINT1_19710.1	h1SMcT0001941.1, h1SMcT0001941.2
OG0003031	SINT1_64060.1	h1SMcT0014296.1, h1SMcT0014296.2
OG0003032	SINT1_58670.1, SINT1_58670.2	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2
OG0003033	SINT1_46800.1	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2
OG0003034	SINT1_81040.1, SINT1_81040.2, SINT1_81040.3, SINT1_81040.4	h1SMcT0011192.1
OG0003036	SINT1_82920.1, SINT1_82930.1, SINT1_82940.1	h1SMcT0012716.1
OG0003037	SINT1_78370.1	h1SMcT0006277.1, h1SMcT0006277.2
OG0003038	SINT1_52100.1	h1SMcT0020116.1
OG0003039	SINT1_46070.1, SINT1_46070.2	h1SMcT0011776.1, h1SMcT0011776.2
OG0003041	SINT1_32940.1	h1SMcT0021330.1
OG0003042	SINT1_40860.1	h1SMcT0014097.2, h1SMcT0014097.3, h1SMcT0014097.1, h1SMcT0014097.4
OG0003043	SINT1_47830.1, SINT1_47830.2	h1SMcT0001787.1
OG0003044	SINT1_7810.1	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3
OG0003045	SINT1_51560.1	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4
OG0003046	SINT1_51570.1, SINT1_51570.2	h1SMcT0000855.1
OG0003047	SINT1_13060.3, SINT1_13060.1, SINT1_13060.2	h1SMcT0007558.1, h1SMcT0007558.2
OG0003048	SINT1_95870.1, SINT1_45770.1	h1SMcT0011197.1, h1SMcT0011197.2
OG0003049	SINT1_45760.2, SINT1_45760.1	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2
OG0003050	SINT1_77410.2, SINT1_77410.1, SINT1_77400.1	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2
OG0003051	SINT1_24490.1, SINT1_24490.2	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6
OG0003052	SINT1_64410.1	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3
OG0003053	SINT1_26630.2, SINT1_26630.1	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3
OG0003054	SINT1_8930.1, SINT1_8930.2, SINT1_8930.3	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1
OG0003055	SINT1_56200.1	h1SMcT0019134.1
OG0003056	SINT1_8810.1, SINT1_8810.2	h1SMcT0003979.1
OG0003058	SINT1_90440.1	h1SMcT0003333.1, h1SMcT0003333.2
OG0003059	SINT1_35960.2, SINT1_35960.3, SINT1_35960.4, SINT1_35960.1	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2
OG0003060	SINT1_51880.1	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4
OG0003062	SINT1_88250.1	h1SMcT0013915.1
OG0003063	SINT1_17860.1	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1
OG0003064	SINT1_7820.1, SINT1_7830.1, SINT1_7830.2	h1SMcT0008163.1
OG0003065	SINT1_21950.1	h1SMcT0000333.1
OG0003066	SINT1_92480.2, SINT1_92480.1	h1SMcT0011449.1, h1SMcT0011449.2
OG0003067	SINT1_24960.2, SINT1_24960.1	h1SMcT0005008.1
OG0003068	SINT1_75580.1, SINT1_75580.2	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2
OG0003070	SINT1_35250.1	h1SMcT0003629.1, h1SMcT0003629.2
OG0003072	SINT1_78350.1	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3
OG0003073	SINT1_63610.1	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1
OG0003074	SINT1_58470.1	h1SMcT0004065.1
OG0003076	SINT1_57260.1, SINT1_57260.2	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5
OG0003080	SINT1_11120.2, SINT1_11120.3, SINT1_11120.1	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4
OG0003081	SINT1_14800.1	h1SMcT0017491.1
OG0003082	SINT1_50040.1, SINT1_50040.2	h1SMcT0016152.1
OG0003083	SINT1_78110.1, SINT1_78110.2	h1SMcT0003189.1, h1SMcT0003189.2
OG0003086	SINT1_65410.1, SINT1_65410.2	h1SMcT0007745.1, h1SMcT0007745.2
OG0003087	SINT1_94290.1	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1
OG0003089	SINT1_18780.1	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1
OG0003099	SINT1_43080.1	h1SMcT0010063.1
OG0003107	SINT1_55990.1	h1SMcT0015377.1
OG0003108	SINT1_26430.1	h1SMcT0015502.1
OG0003109	SINT1_15340.1, SINT1_15340.2	h1SMcT0008651.1
OG0003110	SINT1_14250.1	h1SMcT0012449.1, h1SMcT0012449.2
OG0003111	SINT1_70890.1, SINT1_70890.2	h1SMcT0011575.1
OG0003112	SINT1_67260.2, SINT1_67260.1	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3
OG0003114	SINT1_85640.1	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6
OG0003115	SINT1_72810.1	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4
OG0003116	SINT1_86710.1	h1SMcT0014809.1
OG0003118	SINT1_40700.1, SINT1_40690.1	h1SMcT0010890.1, h1SMcT0010890.2
OG0003121	SINT1_1520.1	h1SMcT0012547.1, h1SMcT0012547.2
OG0003124	SINT1_89130.2, SINT1_89130.3, SINT1_89130.1, SINT1_89130.4	h1SMcT0007756.1, h1SMcT0007756.2
OG0003125	SINT1_73380.1	h1SMcT0016907.1, h1SMcT0016907.2
OG0003127	SINT1_84890.1, SINT1_84890.3, SINT1_84890.2	h1SMcT0015110.1, h1SMcT0019913.1
OG0003128	SINT1_80960.1	h1SMcT0018724.1
OG0003129	SINT1_2790.1	h1SMcT0002450.1, h1SMcT0002450.2
OG0003131	SINT1_71460.1, SINT1_71460.2	h1SMcT0000664.1
OG0003133	SINT1_59010.1	h1SMcT0020070.1, h1SMcT0020070.2
OG0003135	SINT1_36300.1	h1SMcT0016694.1, h1SMcT0016694.2, h1SMcT0016694.3
OG0003136	SINT1_10310.1, SINT1_10310.2, SINT1_10310.3	h1SMcT0004061.1, h1SMcT0004061.2
OG0003137	SINT1_80230.1	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4
OG0003138	SINT1_88900.1, SINT1_88900.2, SINT1_88920.1, SINT1_88910.1, SINT1_88910.2	h1SMcT0011089.1
OG0003140	SINT1_31080.1	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1
OG0003141	SINT1_61290.1	h1SMcT0007365.1, h1SMcT0007366.1
OG0003142	SINT1_75390.1	h1SMcT0018040.1
OG0003145	SINT1_20040.1, SINT1_20040.2	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3
OG0003146	SINT1_64350.1, SINT1_64350.2, SINT1_64350.3	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2
OG0003147	SINT1_49170.1	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3
OG0003148	SINT1_91030.1	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1
OG0003149	SINT1_55940.1, SINT1_55940.2	h1SMcT0022070.1
OG0003150	SINT1_77660.1	h1SMcT0005154.1
OG0003151	SINT1_49890.1, SINT1_49890.2	h1SMcT0009477.1, h1SMcT0009477.2
OG0003152	SINT1_37170.1, SINT1_37170.2	h1SMcT0002448.1
OG0003153	SINT1_72900.4, SINT1_72900.2, SINT1_72900.3, SINT1_72900.1	h1SMcT0009249.1
OG0003155	SINT1_70290.1	h1SMcT0018245.1, h1SMcT0018245.2
OG0003157	SINT1_52400.1	h1SMcT0015519.1
OG0003158	SINT1_87710.1, SINT1_87710.2	h1SMcT0022543.1
OG0003159	SINT1_55640.1	h1SMcT0000896.1
OG0003160	SINT1_20780.1, SINT1_20780.2	h1SMcT0017909.1, h1SMcT0017909.2
OG0003162	SINT1_9670.1, SINT1_9680.1	h1SMcT0021131.1, h1SMcT0021131.2
OG0003163	SINT1_1500.1, SINT1_1500.2	h1SMcT0021672.1, h1SMcT0021672.2
OG0003164	SINT1_33370.1, SINT1_33370.2	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5
OG0003165	SINT1_76470.2, SINT1_76470.3, SINT1_76470.1	h1SMcT0018697.1
OG0003167	SINT1_92050.1, SINT1_92050.2	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3
OG0003168	SINT1_63230.1	h1SMcT0014216.1
OG0003169	SINT1_15950.1, SINT1_15950.2	h1SMcT0013822.1, h1SMcT0013822.2
OG0003170	SINT1_18210.1, SINT1_18210.3, SINT1_18210.2	h1SMcT0020859.1
OG0003171	SINT1_72230.1, SINT1_72230.2	h1SMcT0003722.1, h1SMcT0003722.2
OG0003172	SINT1_22190.8, SINT1_22190.9, SINT1_22310.1	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2
OG0003174	SINT1_74130.1	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3
OG0003175	SINT1_92240.1, SINT1_92240.2, SINT1_92240.4, SINT1_92240.3	h1SMcT0015496.1, h1SMcT0015496.2
OG0003176	SINT1_69300.1, SINT1_69300.2, SINT1_69300.4, SINT1_69300.3	h1SMcT0021985.1
OG0003178	SINT1_33450.2, SINT1_33450.1, SINT1_33450.3	h1SMcT0022104.1
OG0003179	SINT1_74250.1	h1SMcT0004843.1, h1SMcT0004843.2
OG0003180	SINT1_4240.2, SINT1_4240.1	h1SMcT0007124.6, h1SMcT0007124.7
OG0003181	SINT1_36660.1	h1SMcT0011279.1
OG0003182	SINT1_31330.1, SINT1_31330.2, SINT1_31330.3	h1SMcT0000868.1
OG0003184	SINT1_28510.1	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1
OG0003185	SINT1_70980.1	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2
OG0003187	SINT1_72910.1, SINT1_72910.2, SINT1_72910.3	h1SMcT0008113.1
OG0003188	SINT1_80670.1	h1SMcT0017318.1
OG0003189	SINT1_56680.2, SINT1_56680.3, SINT1_56680.1	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4
OG0003191	SINT1_47380.1	h1SMcT0019331.1, h1SMcT0019331.2
OG0003192	SINT1_65790.1	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5
OG0003193	SINT1_37200.1	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2
OG0003194	SINT1_68940.1, SINT1_68940.2	h1SMcT0005218.1
OG0003195	SINT1_18260.1, SINT1_18260.2, SINT1_18260.3	h1SMcT0008802.1, h1SMcT0008802.2
OG0003196	SINT1_61820.1	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3
OG0003197	SINT1_93380.1	h1SMcT0008434.1, h1SMcT0008434.2
OG0003199	SINT1_91900.1	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3
OG0003201	SINT1_14590.1	h1SMcT0013974.1
OG0003202	SINT1_18700.1, SINT1_18700.2	h1SMcT0016880.1
OG0003203	SINT1_90150.1	h1SMcT0000481.1
OG0003205	SINT1_36600.1	h1SMcT0007886.1
OG0003206	SINT1_17660.1, SINT1_17650.1, SINT1_17650.2	h1SMcT0003099.1
OG0003207	SINT1_8410.1	h1SMcT0003114.1, h1SMcT0003114.2
OG0003208	SINT1_67430.1	h1SMcT0007447.1, h1SMcT0022769.1
OG0003209	SINT1_77790.2, SINT1_77790.1, SINT1_77790.3, SINT1_77790.4	h1SMcT0015578.1, h1SMcT0015578.2
OG0003210	SINT1_13000.1	h1SMcT0010700.1, h1SMcT0010700.2
OG0003211	SINT1_74020.1	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2
OG0003212	SINT1_5890.1, SINT1_5890.2, SINT1_5890.3	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3
OG0003213	SINT1_33290.1, SINT1_33290.2	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3
OG0003214	SINT1_11900.1	h1SMcT0016576.1, h1SMcT0016576.2
OG0003215	SINT1_9050.1	h1SMcT0017814.1, h1SMcT0017814.2
OG0003217	SINT1_60570.1	h1SMcT0009783.1
OG0003218	SINT1_57740.1	h1SMcT0018270.1
OG0003221	SINT1_39630.6, SINT1_39630.1, SINT1_39630.2, SINT1_39630.3, SINT1_39630.4, SINT1_39630.5, SINT1_39630.7	h1SMcT0019212.1, h1SMcT0019212.2
OG0003222	SINT1_19780.2, SINT1_19780.1, SINT1_19780.3, SINT1_19780.4	h1SMcT0013691.1
OG0003223	SINT1_87230.1	h1SMcT0015106.1, h1SMcT0001134.1
OG0003224	SINT1_38310.1, SINT1_38310.2, SINT1_38310.3	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2
OG0003225	SINT1_86800.1, SINT1_86800.2	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4
OG0003226	SINT1_14230.1	h1SMcT0021847.1, h1SMcT0022103.1
OG0003227	SINT1_61300.1	h1SMcT0001291.1, h1SMcT0001291.2
OG0003229	SINT1_75040.1, SINT1_75040.2	h1SMcT0002408.1
OG0003230	SINT1_46940.1	h1SMcT0003929.1, h1SMcT0003929.2
OG0003231	SINT1_17930.1	h1SMcT0002079.1
OG0003232	SINT1_11050.1	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4
OG0003233	SINT1_22150.1	h1SMcT0020211.1, h1SMcT0020211.2
OG0003234	SINT1_60230.1, SINT1_60230.2, SINT1_60230.7, SINT1_60230.8, SINT1_60230.3, SINT1_60230.4, SINT1_60230.9, SINT1_60230.5, SINT1_60230.6	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3
OG0003235	SINT1_82910.1, SINT1_82910.2, SINT1_82910.4, SINT1_82910.3	h1SMcT0008953.1
OG0003236	SINT1_57120.1, SINT1_57120.2, SINT1_57120.3, SINT1_57120.4	h1SMcT0019053.1
OG0003238	SINT1_65070.2, SINT1_65070.1	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1
OG0003239	SINT1_79450.2, SINT1_79450.1, SINT1_79450.3	h1SMcT0019186.1
OG0003240	SINT1_8140.1	h1SMcT0005478.1, h1SMcT0005478.2
OG0003241	SINT1_37540.1	h1SMcT0015281.1, h1SMcT0015339.1
OG0003242	SINT1_52960.1, SINT1_52960.2	h1SMcT0017993.1
OG0003243	SINT1_8780.1, SINT1_8780.2, SINT1_8780.3	h1SMcT0010200.5, h1SMcT0010200.7
OG0003244	SINT1_53360.1	h1SMcT0000145.1, h1SMcT0000145.2
OG0003245	SINT1_53780.5, SINT1_53780.6, SINT1_53780.4, SINT1_53780.1, SINT1_53780.2, SINT1_53780.3	h1SMcT0001501.1
OG0003246	SINT1_8850.1	h1SMcT0000782.1, h1SMcT0000782.2
OG0003247	SINT1_20650.1	h1SMcT0013015.2
OG0003248	SINT1_81870.1	h1SMcT0006664.1
OG0003249	SINT1_63560.1	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3
OG0003250	SINT1_69620.1	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6
OG0003251	SINT1_85080.1	h1SMcT0015003.1
OG0003252	SINT1_42280.1, SINT1_42290.1	h1SMcT0010253.1, h1SMcT0010253.2
OG0003253	SINT1_85600.1, SINT1_85600.2	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2
OG0003254	SINT1_63820.1	h1SMcT0013451.1
OG0003256	SINT1_82450.1, SINT1_82450.2	h1SMcT0016315.1
OG0003257	SINT1_12840.2, SINT1_12840.1	h1SMcT0022346.1
OG0003258	SINT1_43370.1, SINT1_43370.2	h1SMcT0012177.1
OG0003259	SINT1_23860.1	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1
OG0003260	SINT1_82710.1	h1SMcT0003254.1
OG0003261	SINT1_34690.1	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2
OG0003262	SINT1_57730.1, SINT1_95530.1, SINT1_94850.1	h1SMcT0005125.2
OG0003263	SINT1_4970.1	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1
OG0003265	SINT1_41980.1, SINT1_41980.2	h1SMcT0005806.1
OG0003266	SINT1_70450.1	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3
OG0003267	SINT1_20350.1, SINT1_20350.2, SINT1_20350.3	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2
OG0003268	SINT1_43470.1	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2
OG0003269	SINT1_75260.2, SINT1_75260.3, SINT1_75260.1	h1SMcT0012108.1
OG0003270	SINT1_62320.3, SINT1_62320.1, SINT1_62320.2	h1SMcT0009342.1, h1SMcT0009342.2
OG0003271	SINT1_11600.1	h1SMcT0006883.1
OG0003272	SINT1_36480.1, SINT1_36490.1	h1SMcT0014492.1, h1SMcT0019169.1
OG0003273	SINT1_33840.2, SINT1_33840.1, SINT1_33840.3	h1SMcT0013812.1, h1SMcT0013812.2
OG0003274	SINT1_19050.1	h1SMcT0016378.2, h1SMcT0016378.3
OG0003277	SINT1_33580.1, SINT1_33580.2	h1SMcT0011790.1, h1SMcT0011790.2
OG0003278	SINT1_55210.1, SINT1_55210.2	h1SMcT0019765.1, h1SMcT0019765.2
OG0003279	SINT1_1710.2, SINT1_1710.1, SINT1_1710.3	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4
OG0003280	SINT1_76800.3, SINT1_76800.1, SINT1_76800.2	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2
OG0003281	SINT1_92820.1, SINT1_92820.2, SINT1_92820.3	h1SMcT0010782.1, h1SMcT0010782.2
OG0003282	SINT1_52810.1, SINT1_52810.2	h1SMcT0017047.1, h1SMcT0017047.2
OG0003283	SINT1_93050.1	h1SMcT0010085.1
OG0003284	SINT1_60160.1	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2
OG0003287	SINT1_9530.1	h1SMcT0011258.1, h1SMcT0011258.2
OG0003290	SINT1_10490.1	h1SMcT0010992.3
OG0003291	SINT1_17390.1, SINT1_17390.2	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2
OG0003292	SINT1_83810.1	h1SMcT0001663.1, h1SMcT0001663.2
OG0003293	SINT1_27270.1	h1SMcT0022017.1
OG0003294	SINT1_33600.1	h1SMcT0011866.1, h1SMcT0011866.2
OG0003295	SINT1_26010.1, SINT1_26010.2, SINT1_26010.3, SINT1_26030.1, SINT1_26030.2	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1
OG0003297	SINT1_17820.1	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1
OG0003298	SINT1_46230.1	h1SMcT0004920.1
OG0003299	SINT1_75970.1, SINT1_75970.2	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3
OG0003300	SINT1_13640.1, SINT1_13640.2, SINT1_13640.3	h1SMcT0015751.1, h1SMcT0015751.2
OG0003301	SINT1_44110.1	h1SMcT0017505.1, h1SMcT0017505.2
OG0003302	SINT1_8260.1, SINT1_8260.2	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2
OG0003303	SINT1_54270.1	h1SMcT0013979.1, h1SMcT0013979.2
OG0003304	SINT1_7130.2, SINT1_7130.1, SINT1_7130.3	h1SMcT0005434.1, h1SMcT0005434.2
OG0003306	SINT1_56070.1	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3
OG0003309	SINT1_860.1, SINT1_860.3, SINT1_860.2	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3
OG0003310	SINT1_48250.1	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2
OG0003313	SINT1_54550.4, SINT1_54550.3, SINT1_54550.1, SINT1_54550.2	h1SMcT0007064.1, h1SMcT0007064.2
OG0003314	SINT1_27470.1, SINT1_27470.2	h1SMcT0017378.1
OG0003315	SINT1_32230.1, SINT1_32230.2	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5
OG0003326	SINT1_66230.1, SINT1_66230.2, SINT1_66230.3, SINT1_66230.4	h1SMcT0012067.1
OG0003327	SINT1_75730.4, SINT1_75730.3, SINT1_75730.1, SINT1_75730.2, SINT1_75730.5, SINT1_75730.6, SINT1_75730.7	h1SMcT0011738.1, h1SMcT0011738.2
OG0003328	SINT1_73370.1	h1SMcT0006635.1
OG0003329	SINT1_92920.1	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2
OG0003330	SINT1_51600.1	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2
OG0003331	SINT1_9840.1, SINT1_9840.2	h1SMcT0018970.4
OG0003332	SINT1_32070.1, SINT1_32060.1	h1SMcT0001884.6
OG0003333	SINT1_6480.1	h1SMcT0012669.2, h1SMcT0012669.1, h1SMcT0012669.3, h1SMcT0012669.4
OG0003335	SINT1_63690.3, SINT1_63690.1, SINT1_63690.2	h1SMcT0013444.1
OG0003336	SINT1_61500.1	h1SMcT0020109.1
OG0003338	SINT1_16840.1, SINT1_16840.2	h1SMcT0014309.1
OG0003339	SINT1_680.1, SINT1_670.1	h1SMcT0021109.1, h1SMcT0021109.2
OG0003342	SINT1_13820.1, SINT1_13820.2, SINT1_13820.3, SINT1_13820.4	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1
OG0003343	SINT1_51390.1, SINT1_51390.3, SINT1_51390.2, SINT1_51390.4	h1SMcT0014310.1
OG0003344	SINT1_23370.1, SINT1_23370.2	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3
OG0003346	SINT1_92520.1	h1SMcT0002136.1
OG0003347	SINT1_44470.1	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3
OG0003350	SINT1_68700.1, SINT1_68700.2	h1SMcT0007138.1, h1SMcT0007138.2
OG0003351	SINT1_72450.1	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2
OG0003352	SINT1_79440.3, SINT1_79440.2, SINT1_79440.1	h1SMcT0000566.1
OG0003353	SINT1_27560.1, SINT1_27560.2	h1SMcT0009683.1, h1SMcT0009683.2
OG0003354	SINT1_27630.1	h1SMcT0005376.1, h1SMcT0005376.2
OG0003355	SINT1_68380.1	h1SMcT0013037.1, h1SMcT0013037.2
OG0003356	SINT1_13260.1	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5
OG0003357	SINT1_43130.1	h1SMcT0020833.1, h1SMcT0020833.2
OG0003358	SINT1_88420.1	h1SMcT0010075.1
OG0003359	SINT1_57670.1	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1
OG0003362	SINT1_74360.1	h1SMcT0006359.1, h1SMcT0006359.2
