Orthogroup	schistosoma_intercalatum	schistosoma_mansoni
OG0002595	SINT1_48370.1, SINT1_48370.2	Smp_071950.1
OG0002596	SINT1_74960.1	Smp_153960.1
OG0002597	SINT1_13110.1	Smp_135820.1
OG0002598	SINT1_34360.1, SINT1_34360.2, SINT1_34360.3, SINT1_34360.4	Smp_167220.1
OG0002599	SINT1_65960.1	Smp_029990.1
OG0002600	SINT1_47480.1, SINT1_47480.2	Smp_124700.1
OG0002601	SINT1_12070.1, SINT1_12070.2	Smp_131990.1, Smp_131990.2
OG0002602	SINT1_21880.1, SINT1_21880.3, SINT1_21880.2	Smp_160290.1
OG0002603	SINT1_62840.1, SINT1_62840.2	Smp_308550.1
OG0002604	SINT1_2260.1	Smp_179590.1
OG0002605	SINT1_49360.1	Smp_046740.1
OG0002606	SINT1_83720.1	Smp_086690.1
OG0002607	SINT1_33460.1, SINT1_33460.2, SINT1_33460.3, SINT1_33460.4	Smp_158330.1
OG0002608	SINT1_48140.1	Smp_178990.1
OG0002609	SINT1_3750.1	Smp_317860.1, Smp_317870.1, Smp_348710.1, Smp_022330.1
OG0002610	SINT1_42490.1	Smp_144180.1
OG0002611	SINT1_16980.1	Smp_347600.1
OG0002612	SINT1_56440.1	Smp_032790.1
OG0002613	SINT1_45450.1	Smp_340540.1
OG0002613	SINT1_69200.1	Smp_329010.1
OG0002614	SINT1_250.1	Smp_171740.1
OG0002615	SINT1_81990.1, SINT1_81990.2, SINT1_81990.3, SINT1_81990.4	Smp_069810.1
OG0002616	SINT1_37230.2, SINT1_37230.1	Smp_144590.2, Smp_144590.1
OG0002617	SINT1_41000.1, SINT1_41000.2	Smp_161330.1
OG0002618	SINT1_57160.4, SINT1_57160.3, SINT1_57160.1, SINT1_57160.2	Smp_347410.1, Smp_348510.1
OG0002619	SINT1_59770.1	Smp_345670.1, Smp_345670.2
OG0002620	SINT1_30370.1	Smp_347340.1
OG0002621	SINT1_8480.1	Smp_173580.1
OG0002622	SINT1_56350.1	Smp_212600.1
OG0002623	SINT1_11450.2, SINT1_11450.1, SINT1_11450.3	Smp_242500.1
OG0002624	SINT1_16690.1, SINT1_16690.2	Smp_154470.1, Smp_154470.2
OG0002625	SINT1_36040.1, SINT1_36040.2	Smp_019260.1
OG0002626	SINT1_57430.1	Smp_072790.1
OG0002627	SINT1_13220.1, SINT1_13220.2	Smp_064750.1
OG0002628	SINT1_41730.1	Smp_214190.1
OG0002629	SINT1_89910.1, SINT1_89910.2, SINT1_89910.3, SINT1_89910.4, SINT1_89910.5	Smp_131250.1
OG0002630	SINT1_8900.1	Smp_128330.1, Smp_128330.2
OG0002631	SINT1_25190.1	Smp_003620.1
OG0002632	SINT1_83330.3, SINT1_83330.5, SINT1_83330.1, SINT1_83330.2, SINT1_83330.4	Smp_176760.1
OG0002633	SINT1_39940.1	Smp_049330.1, Smp_049330.2
OG0002634	SINT1_25030.2, SINT1_25030.4, SINT1_25030.3, SINT1_25030.1	Smp_124240.1
OG0002635	SINT1_23300.1, SINT1_23300.3, SINT1_23300.2	Smp_092950.1
OG0002636	SINT1_78950.1, SINT1_78950.2	Smp_170700.1
OG0002637	SINT1_92710.1	Smp_335560.1, Smp_347920.1
OG0002638	SINT1_54050.1, SINT1_54050.2	Smp_047360.1
OG0002639	SINT1_66470.1, SINT1_95140.1	Smp_000720.1
OG0002640	SINT1_10720.1	Smp_174130.1
OG0002641	SINT1_96050.1, SINT1_96060.1	Smp_176840.1
OG0002642	SINT1_1390.1	Smp_021600.1
OG0002643	SINT1_4160.2, SINT1_4160.1, SINT1_4160.4, SINT1_4160.3	Smp_031360.1
OG0002644	SINT1_61610.1, SINT1_61610.2, SINT1_61610.3	Smp_044250.1
OG0002645	SINT1_10060.1	Smp_305130.1, Smp_305120.1
OG0002646	SINT1_27140.1, SINT1_27140.3, SINT1_27140.2	Smp_159790.1
OG0002647	SINT1_86670.2, SINT1_86670.3, SINT1_86670.4, SINT1_86670.1	Smp_147150.1
OG0002648	SINT1_6560.1	Smp_210940.1
OG0002649	SINT1_40350.1	Smp_302470.1, Smp_059780.1
OG0002650	SINT1_8490.1, SINT1_8490.2	Smp_304960.1
OG0002651	SINT1_10760.1	Smp_210860.1
OG0002652	SINT1_45110.1	Smp_345390.1
OG0002653	SINT1_87730.1, SINT1_87730.2	Smp_149380.1, Smp_149380.2
OG0002654	SINT1_79870.1, SINT1_79870.2	Smp_128050.1
OG0002655	SINT1_56830.1, SINT1_56830.2, SINT1_56830.3, SINT1_56830.4	Smp_166390.1
OG0002656	SINT1_20790.1, SINT1_20790.2	Smp_096360.1
OG0002657	SINT1_16140.1	Smp_323770.1
OG0002658	SINT1_29590.1, SINT1_29590.2, SINT1_29590.3	Smp_140920.1
OG0002659	SINT1_59730.2, SINT1_59730.1	Smp_166800.1
OG0002660	SINT1_2480.1	Smp_332850.1
OG0002661	SINT1_63370.3, SINT1_63370.4, SINT1_63370.1, SINT1_63370.2, SINT1_63370.5, SINT1_63370.6	Smp_087560.1, Smp_087560.2
OG0002662	SINT1_82220.1	Smp_327560.1
OG0002663	SINT1_82790.1	Smp_343620.1
OG0002664	SINT1_94520.1	Smp_126490.1
OG0002665	SINT1_50210.1, SINT1_50210.2, SINT1_50210.3	Smp_158230.1
OG0002666	SINT1_32520.1	Smp_126680.1
OG0002667	SINT1_27690.1	Smp_097700.1
OG0002668	SINT1_68610.1	Smp_000870.1
OG0002669	SINT1_87430.1, SINT1_87440.1	Smp_334740.1, Smp_334740.2, Smp_243060.1
OG0002670	SINT1_28790.1, SINT1_28790.2	Smp_034850.1
OG0002671	SINT1_92030.1, SINT1_92030.2, SINT1_92030.3	Smp_212340.1
OG0002672	SINT1_72930.1	Smp_008900.1
OG0002673	SINT1_73040.1, SINT1_73040.2	Smp_207050.1
OG0002674	SINT1_27860.1, SINT1_27860.2, SINT1_27860.3	Smp_167310.1
OG0002676	SINT1_67930.1, SINT1_67930.2, SINT1_67930.3, SINT1_67930.4	Smp_017420.1
OG0002677	SINT1_62190.1	Smp_181450.1
OG0002678	SINT1_7590.1	Smp_019630.1
OG0002679	SINT1_79350.1, SINT1_79350.3	Smp_151030.1
OG0002679	SINT1_79350.2	Smp_151030.2
OG0002680	SINT1_66780.2, SINT1_66780.3, SINT1_66780.4, SINT1_66780.5, SINT1_66780.1	Smp_000470.1
OG0002681	SINT1_27440.1, SINT1_27440.2	Smp_163600.3, Smp_163600.1, Smp_163600.2
OG0002682	SINT1_21490.1	Smp_017070.1
OG0002683	SINT1_92830.1	Smp_119980.1
OG0002684	SINT1_90910.1	Smp_344310.1
OG0002685	SINT1_16020.1	Smp_054360.1
OG0002685	SINT1_16030.1	Smp_054410.1
OG0002686	SINT1_53750.1, SINT1_53750.3, SINT1_53750.4, SINT1_53750.2, SINT1_53750.5	Smp_341960.1
OG0002687	SINT1_29310.1, SINT1_29310.2	Smp_133020.1
OG0002688	SINT1_25900.1, SINT1_25900.2	Smp_345320.1, Smp_345320.2
OG0002689	SINT1_25950.1	Smp_073510.1
OG0002690	SINT1_40880.3, SINT1_40880.1, SINT1_40880.2	Smp_091470.1
OG0002691	SINT1_82160.1	Smp_347400.1
OG0002692	SINT1_13430.1	Smp_001940.1
OG0002693	SINT1_48130.1	Smp_132990.1
OG0002694	SINT1_91770.1, SINT1_91770.2	Smp_318120.2, Smp_318120.1
OG0002695	SINT1_2930.1	Smp_164860.1
OG0002695	SINT1_2920.1	Smp_212890.1, Smp_212890.2
OG0002696	SINT1_34000.2, SINT1_34000.3, SINT1_34000.1	Smp_091990.1
OG0002697	SINT1_10990.1	Smp_244690.1
OG0002698	SINT1_2300.1, SINT1_2300.2, SINT1_2300.3	Smp_153160.1
OG0002699	SINT1_5320.1	Smp_104710.1
OG0002700	SINT1_94820.1, SINT1_94820.2	Smp_081380.1
OG0002701	SINT1_54920.1	Smp_137700.1
OG0002702	SINT1_12800.1	Smp_335140.1
OG0002702	SINT1_12790.1	Smp_135970.1
OG0002703	SINT1_54790.1, SINT1_54790.2	Smp_034420.1
OG0002704	SINT1_90750.1	Smp_164060.1
OG0002704	SINT1_56250.1	Smp_171000.1
OG0002705	SINT1_56650.1, SINT1_56650.2	Smp_088720.1
OG0002706	SINT1_45100.1	Smp_320510.1
OG0002708	SINT1_31410.1, SINT1_31410.2	Smp_073300.1
OG0002709	SINT1_8130.1	Smp_165550.1
OG0002710	SINT1_1130.1	Smp_056390.1
OG0002711	SINT1_89060.3, SINT1_89060.6, SINT1_89060.1, SINT1_89060.2, SINT1_89060.4, SINT1_89060.5	Smp_334770.1
OG0002712	SINT1_16000.1, SINT1_16000.2, SINT1_16000.3	Smp_194820.1, Smp_194820.2
OG0002713	SINT1_47740.1	Smp_128120.1
OG0002714	SINT1_76330.1	Smp_169630.1
OG0002715	SINT1_60300.5, SINT1_60300.6, SINT1_60300.3, SINT1_60300.4, SINT1_60300.1, SINT1_60300.2	Smp_246890.1
OG0002716	SINT1_67030.3, SINT1_67030.1, SINT1_67030.2	Smp_000200.1
OG0002717	SINT1_87850.3, SINT1_87850.1, SINT1_87850.2	Smp_063110.1
OG0002718	SINT1_66060.1, SINT1_66060.2	Smp_316460.1
OG0002719	SINT1_5720.1	Smp_342800.1
OG0002720	SINT1_5160.3, SINT1_5160.2, SINT1_5160.1	Smp_166500.1, Smp_166500.2
OG0002721	SINT1_93430.1	Smp_022960.1
OG0002722	SINT1_22380.1	Smp_173140.1
OG0002723	SINT1_79810.1	Smp_152430.1
OG0002724	SINT1_80620.1	Smp_026160.1
OG0002725	SINT1_4320.1	Smp_245320.1
OG0002726	SINT1_30970.1, SINT1_30970.2, SINT1_30970.3	Smp_128950.1
OG0002727	SINT1_72790.1, SINT1_72790.2	Smp_126990.1
OG0002728	SINT1_8620.1, SINT1_8620.2	Smp_342370.1
OG0002729	SINT1_16300.2, SINT1_16300.1, SINT1_16300.3	Smp_244300.1
OG0002730	SINT1_79600.1, SINT1_79600.2	Smp_345030.1
OG0002731	SINT1_46300.1	Smp_159350.1
OG0002732	SINT1_66690.1	Smp_266960.1
OG0002733	SINT1_24480.1, SINT1_24480.2	Smp_176460.1
OG0002734	SINT1_42270.1	Smp_121990.2
OG0002735	SINT1_31070.1	Smp_012480.1
OG0002736	SINT1_24440.1, SINT1_24440.2	Smp_176440.1
OG0002737	SINT1_36610.1, SINT1_36610.2, SINT1_36610.3	Smp_194430.1
OG0002738	SINT1_38340.1	Smp_036220.1
OG0002739	SINT1_12880.1	Smp_244470.1
OG0002740	SINT1_39580.1	Smp_148020.1
OG0002741	SINT1_17620.1	Smp_244190.1
OG0002742	SINT1_70650.1, SINT1_70650.3, SINT1_70650.2, SINT1_70650.4	Smp_049760.1, Smp_049760.2
OG0002743	SINT1_41890.1	Smp_170560.1
OG0002744	SINT1_57540.1, SINT1_57540.3, SINT1_57540.2	Smp_246800.1, Smp_246800.2
OG0002745	SINT1_90720.1, SINT1_90720.2, SINT1_90720.3	Smp_345450.1
OG0002746	SINT1_54150.1	Smp_147590.1
OG0002747	SINT1_25810.1	Smp_073720.1
OG0002748	SINT1_35260.1	Smp_124850.1
OG0002749	SINT1_47680.1	Smp_011230.1
OG0002750	SINT1_47030.1	Smp_131100.1
OG0002751	SINT1_39900.1	Smp_049270.1
OG0002752	SINT1_69470.1	Smp_150660.1, Smp_150660.2
OG0002753	SINT1_84040.1, SINT1_84040.2	Smp_242740.1
OG0002754	SINT1_15820.1, SINT1_15820.2	Smp_133300.1
OG0002755	SINT1_3760.2, SINT1_3760.3, SINT1_3760.1	Smp_022320.1
OG0002756	SINT1_57790.1	Smp_151740.1
OG0002757	SINT1_31900.1	Smp_125820.1
OG0002758	SINT1_5380.1	Smp_180680.1
OG0002759	SINT1_28290.1	Smp_035460.1
OG0002760	SINT1_3490.1, SINT1_3480.1, SINT1_3480.2	Smp_171680.1
OG0002761	SINT1_6300.1	Smp_146200.1
OG0002762	SINT1_94070.1	Smp_125080.1
OG0002763	SINT1_77430.1	Smp_151450.1
OG0002764	SINT1_31680.1, SINT1_31680.3, SINT1_31680.2, SINT1_31680.4	Smp_191210.1
OG0002765	SINT1_68320.1, SINT1_68310.1	Smp_001160.1
OG0002766	SINT1_72100.1, SINT1_72100.2	Smp_150160.1
OG0002767	SINT1_49370.1	Smp_046750.1
OG0002768	SINT1_2110.1, SINT1_2110.2	Smp_180480.1
OG0002769	SINT1_26310.1, SINT1_26310.2	Smp_150740.1
OG0002770	SINT1_18120.1	Smp_130460.1
OG0002771	SINT1_33800.1	Smp_025830.1
OG0002772	SINT1_79490.1, SINT1_79490.2, SINT1_79490.3	Smp_160540.1
OG0002773	SINT1_16160.1	Smp_054540.1
OG0002774	SINT1_2650.1	Smp_120350.1
OG0002775	SINT1_34130.1, SINT1_34130.2, SINT1_34150.1, SINT1_34150.2	Smp_150380.1
OG0002776	SINT1_73630.1, SINT1_73630.2, SINT1_73630.3, SINT1_73630.4	Smp_247870.1
OG0002777	SINT1_74970.1	Smp_153970.1
OG0002778	SINT1_93930.2, SINT1_93930.1	Smp_342140.1
OG0002779	SINT1_33360.1	Smp_007290.1
OG0002780	SINT1_47160.1	Smp_131050.1
OG0002781	SINT1_26680.2, SINT1_26680.3, SINT1_26680.1	Smp_345860.1
OG0002782	SINT1_77800.1	Smp_334390.1
OG0002783	SINT1_54110.1	Smp_047410.1
OG0002784	SINT1_26320.1, SINT1_26320.2	Smp_336870.1, Smp_336870.2, Smp_336870.3
OG0002785	SINT1_70480.3, SINT1_70480.5, SINT1_70480.4, SINT1_70480.1, SINT1_70480.2	Smp_148870.1
OG0002786	SINT1_13400.1	Smp_157220.1
OG0002787	SINT1_7220.1, SINT1_7220.2, SINT1_7220.3	Smp_346060.1
OG0002788	SINT1_10900.3, SINT1_10900.4, SINT1_10900.1, SINT1_10900.2	Smp_244620.2, Smp_244620.1
OG0002789	SINT1_18960.1, SINT1_18960.2, SINT1_18960.3, SINT1_18960.4, SINT1_18960.5, SINT1_18960.6, SINT1_18960.7	Smp_161130.1
OG0002790	SINT1_75280.1, SINT1_75280.2	Smp_313490.1, Smp_313500.1
OG0002791	SINT1_2550.1	Smp_125960.1
OG0002792	SINT1_55580.1	Smp_180580.1
OG0002793	SINT1_11570.1, SINT1_11570.2	Smp_340800.1
OG0002794	SINT1_92110.1, SINT1_92110.3, SINT1_92110.2, SINT1_92110.4	Smp_010930.1
OG0002795	SINT1_26580.1	Smp_105330.1
OG0002796	SINT1_12600.1	Smp_157660.1
OG0002797	SINT1_36410.1	Smp_127450.1
OG0002798	SINT1_73260.1, SINT1_73260.2, SINT1_73260.3	Smp_066950.1
OG0002799	SINT1_82760.1	Smp_334580.1
OG0002800	SINT1_78470.1	Smp_336900.1
OG0002801	SINT1_4900.1, SINT1_4900.2	Smp_022570.1
OG0002802	SINT1_89310.1, SINT1_89310.2, SINT1_89310.3	Smp_052740.1
OG0002803	SINT1_26860.1, SINT1_26860.2	Smp_131870.1
OG0002804	SINT1_39280.1, SINT1_39280.2	Smp_196300.1
OG0002805	SINT1_55860.1, SINT1_55860.2	Smp_208020.1
OG0002806	SINT1_70090.1	Smp_050380.1, Smp_050380.2, Smp_329110.1, Smp_329110.2
OG0002807	SINT1_20630.2, SINT1_20630.3, SINT1_20630.1	Smp_061250.1, Smp_061250.2
OG0002808	SINT1_61750.1, SINT1_61750.2	Smp_347820.1
OG0002809	SINT1_80430.1, SINT1_80430.2	Smp_341690.1
OG0002810	SINT1_34840.1	Smp_031990.1
OG0002811	SINT1_21970.7, SINT1_21970.2, SINT1_21970.4, SINT1_21970.10, SINT1_21970.8, SINT1_21970.1, SINT1_21970.5, SINT1_21970.6, SINT1_21970.3, SINT1_21970.9	Smp_166070.1
OG0002812	SINT1_84440.1	Smp_317220.1, Smp_344740.1, Smp_317230.1, Smp_317250.1
OG0002813	SINT1_76640.1	Smp_242350.1
OG0002814	SINT1_23780.1, SINT1_23780.2	Smp_016090.1
OG0002815	SINT1_63090.1	Smp_308700.1, Smp_326220.1, Smp_326230.1, Smp_308680.1, Smp_308680.2
OG0002816	SINT1_19700.1, SINT1_19700.2, SINT1_19700.3	Smp_076030.1
OG0002817	SINT1_37240.1, SINT1_37240.2, SINT1_37240.3, SINT1_37240.4, SINT1_37240.5	Smp_144600.1
OG0002818	SINT1_74290.1	Smp_043100.1, Smp_043100.2
OG0002819	SINT1_67950.1, SINT1_67950.2	Smp_022130.1
OG0002820	SINT1_73700.1, SINT1_73700.2, SINT1_73700.3	Smp_334210.1
OG0002821	SINT1_4230.1, SINT1_4230.2	Smp_126170.1
OG0002822	SINT1_9890.1	Smp_091790.1
OG0002823	SINT1_15120.1, SINT1_15120.2, SINT1_15120.3	Smp_306080.1
OG0002824	SINT1_1830.1	Smp_038210.1
OG0002825	SINT1_48630.1	Smp_171170.1
OG0002826	SINT1_40790.1, SINT1_40790.3, SINT1_40790.2, SINT1_40790.4	Smp_172150.1
OG0002827	SINT1_27310.1	Smp_077030.1
OG0002828	SINT1_28190.1, SINT1_28200.1	Smp_035700.1
OG0002829	SINT1_60400.1, SINT1_60400.2	Smp_246920.1
OG0002830	SINT1_23600.1, SINT1_23600.2	Smp_016050.1
OG0002831	SINT1_15700.1	Smp_164500.1
OG0002832	SINT1_80080.1	Smp_152650.1
OG0002833	SINT1_56570.1, SINT1_56570.2, SINT1_56570.3, SINT1_56570.4	Smp_088660.1
OG0002834	SINT1_3510.1, SINT1_3510.2	Smp_171660.1
OG0002835	SINT1_90020.1	Smp_016810.1
OG0002836	SINT1_25660.3, SINT1_25660.2, SINT1_25660.1, SINT1_25660.4	Smp_003140.1, Smp_003140.2
OG0002837	SINT1_15710.3, SINT1_15710.1, SINT1_15710.2	Smp_198980.1
OG0002838	SINT1_13930.1	Smp_076520.1
OG0002839	SINT1_70670.1, SINT1_70670.3, SINT1_70670.2, SINT1_70670.4	Smp_347500.1
OG0002840	SINT1_89790.1, SINT1_89790.2, SINT1_89790.3	Smp_244170.1, Smp_244170.2
OG0002841	SINT1_50650.1	Smp_086270.1
OG0002842	SINT1_70900.3, SINT1_70900.2, SINT1_70900.1	Smp_172540.1
OG0002843	SINT1_26220.5, SINT1_26220.2, SINT1_26220.1, SINT1_26220.4, SINT1_26220.3	Smp_164890.1
OG0002845	SINT1_11040.1	Smp_179620.1
OG0002846	SINT1_19910.1, SINT1_19910.2	Smp_039650.1
OG0002847	SINT1_57550.1, SINT1_57550.2	Smp_069600.1
OG0002848	SINT1_60950.1	Smp_126200.1
OG0002849	SINT1_13750.1	Smp_153530.1
OG0002850	SINT1_64330.1	Smp_027040.2, Smp_027040.1
OG0002851	SINT1_88140.1	Smp_305690.1, Smp_340940.1
OG0002852	SINT1_13830.1	Smp_153460.1, Smp_153460.2
OG0002853	SINT1_72250.1	Smp_050700.1
OG0002854	SINT1_34630.1, SINT1_34630.2	Smp_104980.1
OG0002855	SINT1_17220.1	Smp_162380.1
OG0002856	SINT1_53330.1, SINT1_53330.2	Smp_082780.1
OG0002857	SINT1_62780.1	Smp_326170.1, Smp_013040.1
OG0002858	SINT1_10090.1	Smp_080980.1
OG0002859	SINT1_62430.1, SINT1_62430.3, SINT1_62430.2	Smp_347300.1
OG0002860	SINT1_76270.1, SINT1_76270.3, SINT1_76270.2	Smp_138680.1
OG0002861	SINT1_86480.1	Smp_165680.1
OG0002862	SINT1_64760.2	Smp_340430.1, Smp_340430.2
OG0002863	SINT1_17470.1	Smp_180370.1
OG0002863	SINT1_17480.1	Smp_180360.1
OG0002864	SINT1_53710.1	Smp_123390.1
OG0002865	SINT1_10860.1, SINT1_10860.4, SINT1_10860.2, SINT1_10860.3	Smp_305220.1
OG0002866	SINT1_35770.1	Smp_097460.1
OG0002867	SINT1_3700.1, SINT1_3700.4, SINT1_3700.2	Smp_342890.1
OG0002868	SINT1_85660.1, SINT1_85660.2, SINT1_85660.3, SINT1_85660.4	Smp_002180.1
OG0002869	SINT1_1960.1	Smp_038340.1
OG0002870	SINT1_47510.2, SINT1_47510.1	Smp_004780.1
OG0002871	SINT1_45070.2, SINT1_45070.1, SINT1_45070.3	Smp_163050.1
OG0002872	SINT1_49510.2, SINT1_49510.1	Smp_046890.1
OG0002873	SINT1_90330.1	Smp_127110.1, Smp_127110.2
OG0002874	SINT1_39610.1, SINT1_39610.2	Smp_302230.1
OG0002875	SINT1_51030.1	Smp_078610.1
OG0002876	SINT1_70140.1, SINT1_70140.2, SINT1_70140.3	Smp_149070.1
OG0002877	SINT1_60350.1	Smp_028980.1, Smp_028980.2
OG0002878	SINT1_63440.3, SINT1_63440.1, SINT1_63440.2	Smp_169820.1
OG0002879	SINT1_18030.3, SINT1_18030.1, SINT1_18030.2	Smp_266790.1
OG0002880	SINT1_21900.1	Smp_312360.1
OG0002881	SINT1_58910.2, SINT1_58910.4, SINT1_58910.5, SINT1_58910.1, SINT1_58910.3	Smp_124490.1
OG0002882	SINT1_18460.1	Smp_075420.1
OG0002882	SINT1_18480.2, SINT1_18480.1	Smp_075400.1
OG0002883	SINT1_51140.1, SINT1_51140.2	Smp_063540.1, Smp_063540.2
OG0002884	SINT1_64590.1	Smp_134790.1
OG0002885	SINT1_46690.3, SINT1_46690.1, SINT1_46690.2	Smp_021160.1
OG0002886	SINT1_73390.1, SINT1_73390.2	Smp_064030.1
OG0002889	SINT1_80790.1, SINT1_80790.2	Smp_333190.1
OG0002890	SINT1_27780.5, SINT1_27780.1, SINT1_27780.3, SINT1_27780.4, SINT1_27780.2	Smp_167360.1
OG0002892	SINT1_96710.1, SINT1_96710.2, SINT1_75230.1	Smp_303070.1, Smp_303760.1, Smp_303760.2
OG0002893	SINT1_8510.1, SINT1_8510.2, SINT1_8510.3	Smp_346260.1
OG0002894	SINT1_80780.1, SINT1_80780.2	Smp_346180.1
OG0002895	SINT1_92280.1	Smp_033380.1
OG0002895	SINT1_93510.1, SINT1_93500.1	Smp_121230.1
OG0002896	SINT1_24730.2, SINT1_24730.1, SINT1_24730.3	Smp_320230.1
OG0002897	SINT1_25300.1, SINT1_25300.2, SINT1_25300.3	Smp_124050.1, Smp_124050.2, Smp_124050.3
OG0002900	SINT1_23270.1	Smp_317970.1, Smp_317970.2, Smp_317980.1, Smp_317980.2, Smp_346710.1
OG0002902	SINT1_39310.3, SINT1_39310.2, SINT1_39310.1	Smp_169360.1
OG0002903	SINT1_70950.1	Smp_158860.1, Smp_158860.2
OG0002904	SINT1_22450.1	Smp_178230.1
OG0002905	SINT1_65800.1	Smp_138300.1, Smp_138300.2
OG0002906	SINT1_29130.1, SINT1_29130.2, SINT1_29130.3	Smp_020130.1
OG0002907	SINT1_5410.1	Smp_180690.1, Smp_180690.2
OG0002908	SINT1_67910.1, SINT1_67920.1	Smp_179360.1
OG0002909	SINT1_80040.1, SINT1_80040.2, SINT1_80040.3	Smp_330260.1
OG0002910	SINT1_18710.1	Smp_096310.1
OG0002911	SINT1_15020.1	Smp_146800.1
OG0002912	SINT1_64320.1, SINT1_64320.2	Smp_333680.1
OG0002913	SINT1_10270.1	Smp_093740.1
OG0002914	SINT1_16530.2, SINT1_16530.1	Smp_341510.1
OG0002915	SINT1_76300.1, SINT1_76300.2, SINT1_76300.4, SINT1_76300.3	Smp_087220.1
OG0002916	SINT1_17530.1, SINT1_17530.2	Smp_180040.1
OG0002917	SINT1_23110.1	Smp_241990.1
OG0002918	SINT1_80050.1	Smp_056760.1
OG0002919	SINT1_84630.1	Smp_315770.1
OG0002920	SINT1_42940.1	Smp_152110.1
OG0002921	SINT1_93410.1, SINT1_93410.2, SINT1_93410.3	Smp_134480.1
OG0002922	SINT1_75290.2, SINT1_75290.3, SINT1_75290.1	Smp_174580.1
OG0002923	SINT1_60520.1	Smp_132250.1
OG0002924	SINT1_11940.1, SINT1_11940.2	Smp_132050.1
OG0002925	SINT1_12630.1, SINT1_12630.2	Smp_136070.1
OG0002926	SINT1_32490.1	Smp_213850.1, Smp_213850.2
OG0002927	SINT1_9730.1, SINT1_9730.2, SINT1_9730.3, SINT1_9730.4, SINT1_9730.5, SINT1_9730.6	Smp_154000.1
OG0002928	SINT1_73920.1	Smp_145250.1
OG0002929	SINT1_22720.2, SINT1_22720.1	Smp_150320.1
OG0002930	SINT1_40530.1	Smp_067250.1
OG0002931	SINT1_1840.1, SINT1_1840.2	Smp_245450.1
OG0002932	SINT1_44950.1	Smp_320500.1
OG0002932	SINT1_44940.1	Smp_017430.1
OG0002933	SINT1_40270.1, SINT1_40270.2, SINT1_40270.3	Smp_187800.1
OG0002934	SINT1_91580.1	Smp_127660.1, Smp_127660.2
OG0002935	SINT1_65290.1	Smp_345510.1
OG0002936	SINT1_46630.1	Smp_021100.1
OG0002937	SINT1_38930.1	Smp_054770.1, Smp_054775.1
OG0002938	SINT1_77970.1	Smp_313830.1
OG0002939	SINT1_13270.1, SINT1_13270.2	Smp_064800.1
OG0002940	SINT1_47980.1, SINT1_47980.2	Smp_310550.1
OG0002941	SINT1_54930.1	Smp_137690.1
OG0002941	SINT1_54940.1	Smp_028800.1
OG0002942	SINT1_77250.1	Smp_108610.1
OG0002942	SINT1_77230.1	Smp_177780.1
OG0002943	SINT1_77270.1, SINT1_77270.2, SINT1_77270.3	Smp_130900.1
OG0002944	SINT1_17580.1, SINT1_17610.1	Smp_167800.1
OG0002945	SINT1_76600.1, SINT1_76600.2	Smp_343760.1, Smp_343760.2
OG0002946	SINT1_18870.1	Smp_014080.1
OG0002947	SINT1_87970.1	Smp_141540.1
OG0002948	SINT1_60270.1	Smp_137840.1, Smp_137840.2
OG0002949	SINT1_34170.1, SINT1_34170.2, SINT1_34170.3	Smp_150360.1
OG0002950	SINT1_69350.1, SINT1_69350.2	Smp_242680.1
OG0002951	SINT1_37850.1	Smp_092780.1
OG0002952	SINT1_50350.1	Smp_213350.1, Smp_213340.1
OG0002953	SINT1_3240.1, SINT1_3240.2, SINT1_3240.5, SINT1_3240.3, SINT1_3240.4	Smp_137530.1
OG0002954	SINT1_59740.1	Smp_166820.1
OG0002955	SINT1_72760.1	Smp_009150.1
OG0002956	SINT1_93180.1	Smp_343720.1
OG0002957	SINT1_69450.1, SINT1_69450.2	Smp_150640.1
OG0002958	SINT1_66290.2, SINT1_66290.1, SINT1_66290.3	Smp_333590.1
OG0002959	SINT1_85650.1	Smp_002160.1
OG0002960	SINT1_48610.1, SINT1_48610.2	Smp_089880.1
OG0002961	SINT1_19320.1	Smp_342070.1
OG0002962	SINT1_65820.1, SINT1_65820.2, SINT1_65820.3	Smp_029850.1
OG0002963	SINT1_14020.1	Smp_163320.1
OG0002964	SINT1_25240.1, SINT1_25240.2, SINT1_25240.3	Smp_124100.1
OG0002965	SINT1_90890.3, SINT1_90890.1, SINT1_90890.2	Smp_198290.1
OG0002966	SINT1_43910.1	Smp_168890.1
OG0002967	SINT1_60810.1	Smp_335830.1
OG0002968	SINT1_19530.1, SINT1_19530.2	Smp_335760.1, Smp_335760.2, Smp_179740.1
OG0002969	SINT1_52700.1	Smp_048980.1
OG0002970	SINT1_10030.1	Smp_241960.1
OG0002971	SINT1_62680.1	Smp_243720.1
OG0002972	SINT1_61420.1	Smp_346320.1
OG0002973	SINT1_48440.1, SINT1_48440.2	Smp_333810.1
OG0002974	SINT1_32560.1	Smp_342250.1, Smp_342250.2
OG0002975	SINT1_38320.1, SINT1_38320.2	Smp_141650.1
OG0002976	SINT1_63110.1	Smp_052390.1
OG0002977	SINT1_8040.5, SINT1_8040.7, SINT1_8040.4, SINT1_8040.1, SINT1_8040.2, SINT1_8040.3, SINT1_8040.6	Smp_203480.1
OG0002979	SINT1_21650.1, SINT1_21650.2, SINT1_21650.3	Smp_333370.1
OG0002980	SINT1_29430.2, SINT1_29430.1	Smp_342750.1
OG0002981	SINT1_74110.1	Smp_334230.1
