Orthogroup	schistosoma_guineensis	schistosoma_mansoni
OG0003840	SGUI1_41310.1	Smp_072630.1, Smp_337020.1, Smp_337030.1
OG0003841	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3	Smp_141660.1
OG0003842	SGUI1_30030.1	Smp_347770.1
OG0003843	SGUI1_7680.1	Smp_145600.1
OG0003844	SGUI1_32740.1	Smp_008430.1
OG0003845	SGUI1_92340.1, SGUI1_92340.2	Smp_307070.1
OG0003846	SGUI1_4430.1	Smp_241480.1
OG0003847	SGUI1_62050.1, SGUI1_62050.2	Smp_346300.1
OG0003848	SGUI1_85890.1	Smp_133350.1
OG0003849	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3	Smp_143750.1
OG0003850	SGUI1_29230.1, SGUI1_29230.2	Smp_196950.1, Smp_196950.2
OG0003851	SGUI1_63230.1	Smp_347810.1
OG0003852	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3	Smp_318140.1, Smp_318130.1
OG0003853	SGUI1_96570.1	Smp_332390.1, Smp_332390.2
OG0003854	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2	Smp_308980.1, Smp_309000.1
OG0003855	SGUI1_40780.1	Smp_172110.1
OG0003856	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4	Smp_343650.1
OG0003857	SGUI1_38470.1, SGUI1_38470.2	Smp_160710.1
OG0003858	SGUI1_32210.1	Smp_083200.1
OG0003859	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2	Smp_243690.1
OG0003860	SGUI1_38940.1	Smp_170320.1
OG0003861	SGUI1_37580.1	Smp_068120.1
OG0003863	SGUI1_22390.1	Smp_099170.1
OG0003864	SGUI1_76410.1, SGUI1_76410.2	Smp_329570.3, Smp_329570.1, Smp_329570.2
OG0003865	SGUI1_93950.1	Smp_300770.1, Smp_300770.2, Smp_318150.1
OG0003866	SGUI1_40350.1	Smp_093700.1
OG0003867	SGUI1_47280.1	Smp_004600.1
OG0003868	SGUI1_61480.1	Smp_018640.1
OG0003869	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5	Smp_159140.1
OG0003870	SGUI1_93720.1, SGUI1_93720.2	Smp_318110.1
OG0003871	SGUI1_30350.1	Smp_071560.1
OG0003872	SGUI1_56790.1	Smp_246110.1
OG0003873	SGUI1_82590.1, SGUI1_82590.2	Smp_334460.1
OG0003874	SGUI1_43530.1	Smp_005520.1
OG0003875	SGUI1_22930.1	Smp_077980.1
OG0003876	SGUI1_39510.1, SGUI1_39510.2	Smp_048380.1
OG0003877	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3	Smp_013610.1
OG0003878	SGUI1_62670.1	Smp_347790.1
OG0003879	SGUI1_81030.2, SGUI1_81030.1	Smp_151070.1
OG0003880	SGUI1_91160.1	Smp_141960.1
OG0003881	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3	Smp_018400.1
OG0003882	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2	Smp_203310.1
OG0003883	SGUI1_61190.1	Smp_132210.1
OG0003884	SGUI1_23990.1	Smp_056260.2, Smp_056260.1
OG0003885	SGUI1_87080.1, SGUI1_87080.2	Smp_002080.1
OG0003886	SGUI1_38140.1	Smp_343460.1
OG0003887	SGUI1_88740.1	Smp_343240.1
OG0003888	SGUI1_90930.2, SGUI1_90930.1	Smp_064250.1
OG0003889	SGUI1_76060.1	Smp_145540.1
OG0003890	SGUI1_19920.1	Smp_051300.1
OG0003891	SGUI1_13690.1, SGUI1_13700.1	Smp_163250.1
OG0003892	SGUI1_88650.1, SGUI1_88650.2	Smp_147110.1
OG0003893	SGUI1_6090.1	Smp_346340.1
OG0003894	SGUI1_10830.1	Smp_158290.1
OG0003895	SGUI1_52540.1	Smp_130160.1
OG0003896	SGUI1_53030.1	Smp_148470.1
OG0003897	SGUI1_29020.1	Smp_311940.1, Smp_311150.1
OG0003898	SGUI1_8420.1	Smp_059920.1
OG0003899	SGUI1_52560.1	Smp_130180.1
OG0003900	SGUI1_69040.1	Smp_333740.1
OG0003901	SGUI1_69030.1	Smp_196220.1
OG0003902	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4	Smp_165700.1
OG0003903	SGUI1_68890.1	Smp_165870.1
OG0003904	SGUI1_68270.1	Smp_083970.1
OG0003905	SGUI1_94840.1	Smp_041190.1
OG0003907	SGUI1_420.1, SGUI1_420.2	Smp_048620.1
OG0003908	SGUI1_21970.1	Smp_337110.1
OG0003909	SGUI1_36000.1, SGUI1_36000.2	Smp_132690.1
OG0003910	SGUI1_56460.1	Smp_133940.1
OG0003911	SGUI1_40940.1	Smp_072180.1
OG0003912	SGUI1_79890.1	Smp_149160.1
OG0003913	SGUI1_30590.1	Smp_129000.1
OG0003914	SGUI1_69890.1	Smp_337060.1
OG0003915	SGUI1_69900.1	Smp_037230.1
OG0003916	SGUI1_84180.1	Smp_247720.1
OG0003917	SGUI1_14130.1	Smp_018220.1
OG0003918	SGUI1_49890.1, SGUI1_49890.2	Smp_124450.1
OG0003919	SGUI1_33940.1	Smp_340670.1
OG0003920	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3	Smp_176540.1
OG0003921	SGUI1_70350.1, SGUI1_70350.2	Smp_169470.1
OG0003922	SGUI1_68190.1	Smp_167680.1
OG0003923	SGUI1_24410.1	Smp_004080.1
OG0003924	SGUI1_56400.1, SGUI1_56400.2	Smp_021830.1
OG0003925	SGUI1_52790.1	Smp_245840.2, Smp_245840.1, Smp_245840.3
OG0003926	SGUI1_25150.1	Smp_341980.1
OG0003927	SGUI1_69100.1	Smp_151570.1
OG0003928	SGUI1_40910.1	Smp_172050.1
OG0003929	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4	Smp_341520.1
OG0003930	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3	Smp_053800.1
OG0003931	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6	Smp_048970.1
OG0003932	SGUI1_14420.1	Smp_337395.1
OG0003933	SGUI1_44960.1	Smp_341230.1
OG0003934	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3	Smp_344090.1
OG0003935	SGUI1_14080.1	Smp_323340.1
OG0003936	SGUI1_6290.1	Smp_044530.1
OG0003937	SGUI1_47710.1	Smp_245570.1
OG0003938	SGUI1_73270.1	Smp_052230.1
OG0003939	SGUI1_85030.1	Smp_144030.1
OG0003940	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2	Smp_323540.1
OG0003941	SGUI1_4160.1	Smp_139140.1
OG0003941	SGUI1_4170.1	Smp_031390.1
OG0003942	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2	Smp_001210.1
OG0003943	SGUI1_46370.1	Smp_347720.1
OG0003944	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1	Smp_095920.1
OG0003945	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3	Smp_158630.1
OG0003946	SGUI1_24480.1, SGUI1_24480.2	Smp_124320.1
OG0003947	SGUI1_40580.1	Smp_154780.1
OG0003948	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1	Smp_170400.1
OG0003949	SGUI1_54400.1	Smp_047370.1
OG0003950	SGUI1_6160.1, SGUI1_6160.2, SGUI1_6160.4, SGUI1_6160.3	Smp_006350.1
OG0003951	SGUI1_48640.1, SGUI1_48630.1	Smp_350430.1, Smp_346010.1
OG0003952	SGUI1_90610.1, SGUI1_90610.2	Smp_172510.2, Smp_172510.1
OG0003953	SGUI1_82570.1, SGUI1_82570.2, SGUI1_82570.3	Smp_070600.1
OG0003954	SGUI1_61550.1	Smp_325960.1, Smp_342640.1
OG0003955	SGUI1_49760.1, SGUI1_49760.2	Smp_176310.1
OG0003956	SGUI1_63200.1	Smp_085110.1
OG0003957	SGUI1_34660.1	Smp_032060.1
OG0003958	SGUI1_25620.1	Smp_161960.1
OG0003959	SGUI1_10930.1, SGUI1_10930.2	Smp_305770.1
OG0003960	SGUI1_51710.1	Smp_082620.1
OG0003961	SGUI1_71850.1	Smp_312610.1, Smp_312620.1
OG0003962	SGUI1_30130.1	Smp_345240.1
OG0003963	SGUI1_18820.2, SGUI1_18820.1, SGUI1_18820.3	Smp_344350.1
OG0003964	SGUI1_17180.1	Smp_055900.1
OG0003965	SGUI1_27180.1	Smp_163550.1
OG0003967	SGUI1_42380.1, SGUI1_42380.2	Smp_144070.1
OG0003968	SGUI1_3300.1	Smp_204380.1
OG0003969	SGUI1_84480.1	Smp_147090.1
OG0003970	SGUI1_92700.1	Smp_164080.1
OG0003971	SGUI1_63350.1	Smp_127520.1
OG0003972	SGUI1_31000.1	Smp_196790.1
OG0003973	SGUI1_96490.5, SGUI1_96490.6, SGUI1_96490.1, SGUI1_96490.2, SGUI1_96490.3, SGUI1_96490.4	Smp_078110.2, Smp_078110.1
OG0003974	SGUI1_53920.1	Smp_096910.1
OG0003975	SGUI1_38870.1	Smp_302140.1
OG0003976	SGUI1_24970.1	Smp_124030.1
OG0003977	SGUI1_53690.1	Smp_179940.1
OG0003978	SGUI1_48380.1	Smp_341120.1
OG0003979	SGUI1_13660.1	Smp_242800.1, Smp_242800.2
OG0003980	SGUI1_93100.1	Smp_340220.1
OG0003981	SGUI1_22990.2	Smp_086060.1
OG0003982	SGUI1_66230.1	Smp_078730.1
OG0003983	SGUI1_61300.1	Smp_018430.1
OG0003984	SGUI1_8820.1	Smp_305070.1, Smp_322930.1
OG0003985	SGUI1_65900.1	Smp_123610.1
OG0003986	SGUI1_66380.1, SGUI1_66380.2, SGUI1_66380.3	Smp_079760.1
OG0003987	SGUI1_7370.1	Smp_267280.1
OG0003988	SGUI1_37690.1, SGUI1_37690.2, SGUI1_37690.3, SGUI1_37690.4, SGUI1_37690.5	Smp_210810.1, Smp_210810.2
OG0003989	SGUI1_58930.1	Smp_138030.1
OG0003990	SGUI1_49110.1	Smp_065170.1
OG0003991	SGUI1_14590.1, SGUI1_14590.3, SGUI1_14590.2	Smp_347610.1
OG0003992	SGUI1_31130.1	Smp_073280.1
OG0003994	SGUI1_41000.1	Smp_161360.1
OG0003995	SGUI1_88460.1	Smp_165660.1
OG0003996	SGUI1_54370.1	Smp_318910.1
OG0003997	SGUI1_17460.1, SGUI1_17460.2	Smp_130600.1
OG0003998	SGUI1_14270.1	Smp_026700.1
OG0003999	SGUI1_22010.1	Smp_176090.1
OG0004000	SGUI1_65100.2, SGUI1_65100.1	Smp_342690.1, Smp_342690.2
OG0004001	SGUI1_46670.1	Smp_133660.1
OG0004002	SGUI1_76630.1	Smp_007970.1
OG0004003	SGUI1_32790.1	Smp_318970.1
OG0004004	SGUI1_70470.1	Smp_086900.1
OG0004005	SGUI1_38010.1	Smp_142670.1
OG0004006	SGUI1_32590.1	Smp_057090.1
OG0004007	SGUI1_71690.1	Smp_148830.1
OG0004008	SGUI1_25320.1, SGUI1_25320.2, SGUI1_25320.3	Smp_003130.1
OG0004009	SGUI1_95720.1	Smp_125300.1
OG0004010	SGUI1_22540.1	Smp_087760.1
OG0004011	SGUI1_77770.1, SGUI1_77770.2, SGUI1_77770.3	Smp_247600.1, Smp_247600.2
OG0004012	SGUI1_53800.1	Smp_176820.1
OG0004012	SGUI1_53790.1	Smp_099670.1
OG0004013	SGUI1_66060.1	Smp_347390.1
OG0004014	SGUI1_85370.1	Smp_133420.1
OG0004015	SGUI1_94710.1	Smp_300790.1, Smp_332960.1
OG0004016	SGUI1_1420.1	Smp_342830.1
OG0004018	SGUI1_87070.1	Smp_123190.1
OG0004019	SGUI1_87700.1	Smp_172250.1
OG0004021	SGUI1_89560.1	Smp_177180.1, Smp_177180.2, Smp_177180.3
OG0004022	SGUI1_89050.1, SGUI1_89050.2	Smp_169950.1
OG0004023	SGUI1_60630.1, SGUI1_60630.2, SGUI1_60630.3	Smp_308270.1
OG0004024	SGUI1_1210.1, SGUI1_1210.2	Smp_152350.1
OG0004025	SGUI1_21350.1	Smp_070310.1
OG0004026	SGUI1_38580.3, SGUI1_38580.4, SGUI1_38580.1, SGUI1_38580.2	Smp_345580.1
OG0004027	SGUI1_77140.1, SGUI1_77130.1	Smp_334290.1
OG0004028	SGUI1_40980.1, SGUI1_40980.2, SGUI1_40980.3	Smp_161350.1
OG0004029	SGUI1_70280.1	Smp_063040.1
OG0004030	SGUI1_18250.1	Smp_331820.2, Smp_331820.1
OG0004031	SGUI1_32240.1, SGUI1_32240.2	Smp_126690.1
OG0004032	SGUI1_14010.1	Smp_305720.1
OG0004033	SGUI1_40280.1, SGUI1_40280.2	Smp_302450.1, Smp_302480.2, Smp_302480.1
OG0004034	SGUI1_92160.1	Smp_127160.1
OG0004035	SGUI1_89320.1	Smp_179560.1
OG0004036	SGUI1_38050.1	Smp_084610.1
OG0004037	SGUI1_830.1	Smp_015710.1
OG0004038	SGUI1_48260.1	Smp_310600.1, Smp_310580.1
OG0004039	SGUI1_70630.1, SGUI1_70630.2	Smp_053230.1
OG0004040	SGUI1_53480.1	Smp_082860.1
OG0004041	SGUI1_41520.1	Smp_308370.1
OG0004042	SGUI1_66900.1, SGUI1_66900.2, SGUI1_66900.3	Smp_030010.1
OG0004043	SGUI1_7830.1	Smp_094950.1
OG0004044	SGUI1_22590.1, SGUI1_22590.2	Smp_341680.1
OG0004045	SGUI1_370.1	Smp_048660.1
OG0004047	SGUI1_42680.1, SGUI1_42680.2	Smp_144250.1
OG0004048	SGUI1_60700.1	Smp_073880.1
OG0004049	SGUI1_94980.1	Smp_041390.1
OG0004050	SGUI1_78360.1, SGUI1_78360.2, SGUI1_78360.3, SGUI1_78360.4	Smp_042110.1
OG0004051	SGUI1_63940.1	Smp_052330.1
OG0004052	SGUI1_58700.2, SGUI1_58700.1, SGUI1_58700.3	Smp_213410.1
OG0004053	SGUI1_89430.1	Smp_149480.1
OG0004054	SGUI1_71790.1	Smp_103560.1, Smp_103560.2
OG0004055	SGUI1_10640.1	Smp_196110.1
OG0004056	SGUI1_48190.1, SGUI1_48190.3, SGUI1_48190.2	Smp_143460.1
OG0004057	SGUI1_49580.1	Smp_328060.1, Smp_147350.1
OG0004058	SGUI1_74630.1	Smp_066900.1
OG0004059	SGUI1_60610.1	Smp_211130.1
OG0004060	SGUI1_3390.1	Smp_028340.1
OG0004061	SGUI1_88370.1, SGUI1_88370.3, SGUI1_88370.2	Smp_080840.1
OG0004062	SGUI1_88360.1, SGUI1_88360.2, SGUI1_88360.3	Smp_080850.1
OG0004063	SGUI1_530.1, SGUI1_530.2	Smp_048520.2, Smp_048520.1
OG0004064	SGUI1_10000.1	Smp_180000.1, Smp_350050.1
OG0004065	SGUI1_12880.1	Smp_153560.1, Smp_153560.2
OG0004066	SGUI1_16700.1	Smp_316580.1
OG0004067	SGUI1_12970.1, SGUI1_13000.1, SGUI1_13010.1	Smp_153500.1
OG0004068	SGUI1_75410.1	Smp_042680.1
OG0004069	SGUI1_56850.1	Smp_032720.1
OG0004070	SGUI1_96370.1, SGUI1_96370.2	Smp_318470.1
OG0004071	SGUI1_93220.1	Smp_318000.1
OG0004071	SGUI1_21580.1	Smp_316640.1
OG0004072	SGUI1_35940.2, SGUI1_35940.1	Smp_019280.1
OG0004073	SGUI1_69450.1	Smp_200240.1
OG0004073	SGUI1_69470.1	Smp_001000.1
OG0004074	SGUI1_95420.1	Smp_082360.1
OG0004075	SGUI1_92080.1, SGUI1_92080.2, SGUI1_92080.3	Smp_317630.1
OG0004075	SGUI1_92070.1	Smp_131410.1
OG0004076	SGUI1_89210.1	Smp_169720.1, Smp_169720.2
OG0004077	SGUI1_46980.1	Smp_194910.1
OG0004078	SGUI1_70360.1	Smp_169460.1
OG0004079	SGUI1_74410.1	Smp_126820.1
OG0004080	SGUI1_65350.2, SGUI1_65350.1	Smp_136730.1
OG0004081	SGUI1_42560.1, SGUI1_42560.2	Smp_144190.1
OG0004082	SGUI1_37310.1	Smp_083730.1
OG0004083	SGUI1_16820.1, SGUI1_16820.2, SGUI1_16820.3, SGUI1_16820.4, SGUI1_16820.5	Smp_195060.1, Smp_195060.2
OG0004084	SGUI1_7510.2, SGUI1_7510.4, SGUI1_7510.5, SGUI1_7510.6, SGUI1_7510.3, SGUI1_7510.1	Smp_244920.1
OG0004085	SGUI1_22650.1	Smp_345790.1, Smp_333930.1, Smp_333220.1, Smp_334070.1, Smp_334240.1, Smp_333870.1
OG0004086	SGUI1_44730.1, SGUI1_44730.2	Smp_320460.1, Smp_320450.1
OG0004087	SGUI1_93790.1	Smp_010550.1, Smp_010550.3, Smp_010550.2, Smp_010550.4
OG0004089	SGUI1_17870.1, SGUI1_17870.2	Smp_085640.1
OG0004090	SGUI1_90040.1	Smp_059600.1
OG0004091	SGUI1_70260.1	Smp_156150.1
OG0004092	SGUI1_19000.1	Smp_151100.1
OG0004093	SGUI1_78950.1, SGUI1_78950.2, SGUI1_78950.3	Smp_080180.1
OG0004094	SGUI1_43370.1	Smp_332690.1
OG0004095	SGUI1_17040.1	Smp_244250.1
OG0004097	SGUI1_60730.1	Smp_211280.1
OG0004098	SGUI1_47940.1, SGUI1_47940.2, SGUI1_47940.3	Smp_125460.1
OG0004099	SGUI1_1700.1, SGUI1_1700.2, SGUI1_1660.1, SGUI1_1660.2	Smp_332830.1
OG0004100	SGUI1_25700.1, SGUI1_25700.2	Smp_079240.1
OG0004101	SGUI1_41570.1, SGUI1_41570.2, SGUI1_41570.5, SGUI1_41570.3, SGUI1_41570.4	Smp_181180.1, Smp_181180.2
OG0004102	SGUI1_85880.1	Smp_020590.1
OG0004103	SGUI1_38450.2, SGUI1_38450.1	Smp_071020.1
OG0004104	SGUI1_36480.1	Smp_121460.1
OG0004105	SGUI1_26640.1	Smp_246710.1
OG0004106	SGUI1_94770.1, SGUI1_94770.2	Smp_153090.1
OG0004107	SGUI1_15830.1	Smp_306230.1, Smp_306230.2
OG0004108	SGUI1_42020.1, SGUI1_42020.2, SGUI1_42020.3	Smp_179180.1
OG0004109	SGUI1_37600.1	Smp_068100.1
OG0004110	SGUI1_76480.1	Smp_153920.1
OG0004111	SGUI1_77390.1, SGUI1_77390.2	Smp_155810.1
OG0004112	SGUI1_16920.1	Smp_196030.1
OG0004113	SGUI1_22610.1	Smp_346480.1
OG0004114	SGUI1_52930.1, SGUI1_52930.2	Smp_049010.1
OG0004115	SGUI1_36170.1, SGUI1_36170.2	Smp_000070.1
OG0004116	SGUI1_85200.1	Smp_143940.1
OG0004117	SGUI1_4000.1, SGUI1_4000.2	Smp_245370.1
OG0004118	SGUI1_42620.1	Smp_144210.1
OG0004119	SGUI1_25260.1, SGUI1_25260.2	Smp_003190.1
OG0004120	SGUI1_33080.4, SGUI1_33080.1, SGUI1_33080.2, SGUI1_33080.3	Smp_126110.1
OG0004121	SGUI1_52380.1	Smp_130080.1
OG0004122	SGUI1_26240.5, SGUI1_26240.2, SGUI1_26240.4, SGUI1_26240.1, SGUI1_26240.3	Smp_105360.1
OG0004123	SGUI1_15700.1	Smp_151320.1
OG0004124	SGUI1_28640.1	Smp_020220.1
OG0004125	SGUI1_77400.1, SGUI1_77400.2, SGUI1_77400.3, SGUI1_77400.4	Smp_155790.1
OG0004126	SGUI1_77670.1	Smp_155860.1
OG0004127	SGUI1_26530.1	Smp_017640.1
OG0004128	SGUI1_16660.1	Smp_345350.1
OG0004129	SGUI1_47630.2, SGUI1_47630.1, SGUI1_47630.3	Smp_128200.1
OG0004130	SGUI1_71640.1	Smp_211170.1
OG0004131	SGUI1_21410.1	Smp_176040.1
OG0004132	SGUI1_86430.1	Smp_174700.1
OG0004133	SGUI1_22090.1	Smp_164650.1
OG0004134	SGUI1_15720.1	Smp_173760.1
OG0004136	SGUI1_58220.1	Smp_197690.1
OG0004137	SGUI1_30240.1	Smp_071390.1
OG0004138	SGUI1_47990.1	Smp_125520.1
OG0004139	SGUI1_30410.1	Smp_012930.1
OG0004140	SGUI1_47910.1	Smp_146120.1
OG0004141	SGUI1_18300.1, SGUI1_18300.2	Smp_129810.1
OG0004142	SGUI1_81660.1, SGUI1_81660.2	Smp_125640.1
OG0004143	SGUI1_9530.1	Smp_341330.1
OG0004144	SGUI1_65060.1	Smp_018940.1
OG0004145	SGUI1_62800.1	Smp_070780.1
OG0004146	SGUI1_30520.1, SGUI1_30520.2	Smp_129010.1
OG0004147	SGUI1_56480.4, SGUI1_56480.3, SGUI1_56480.1, SGUI1_56480.2, SGUI1_56480.5	Smp_021750.1
OG0004148	SGUI1_14440.1	Smp_335120.2, Smp_335120.3, Smp_335120.1
OG0004149	SGUI1_2720.1	Smp_323380.1, Smp_337410.1
OG0004150	SGUI1_16940.5, SGUI1_16940.3, SGUI1_16940.4	Smp_180380.1
OG0004153	SGUI1_22270.1	Smp_180260.1, Smp_052630.1
OG0004154	SGUI1_6880.1, SGUI1_6880.2	Smp_091010.1
OG0004155	SGUI1_48680.1	Smp_242140.1
OG0004156	SGUI1_57730.1	Smp_138760.1
OG0004157	SGUI1_20410.1	Smp_032490.1
OG0004158	SGUI1_43340.1	Smp_104680.1
OG0004159	SGUI1_68520.1, SGUI1_68520.2	Smp_115340.1
OG0004160	SGUI1_4860.1	Smp_174370.1
OG0004161	SGUI1_12050.1	Smp_025100.1
OG0004162	SGUI1_58340.3, SGUI1_58340.5	Smp_166120.1
OG0004163	SGUI1_74670.1	Smp_313210.1
OG0004164	SGUI1_13960.1	Smp_305740.2, Smp_305740.1
OG0004165	SGUI1_34510.1	Smp_332490.1
OG0004166	SGUI1_5060.1	Smp_104790.1
OG0004167	SGUI1_8340.1	Smp_128440.1
OG0004168	SGUI1_92270.1	Smp_300370.1, Smp_332780.1
OG0004169	SGUI1_31490.1, SGUI1_31490.2	Smp_006550.1
OG0004170	SGUI1_78620.1	Smp_247540.1
OG0004171	SGUI1_88980.3, SGUI1_88980.1, SGUI1_88980.4, SGUI1_88980.2	Smp_169990.1
OG0004172	SGUI1_78180.1	Smp_042270.1
OG0004173	SGUI1_25800.1	Smp_164950.1
OG0004174	SGUI1_87420.1, SGUI1_87420.2	Smp_002100.1
OG0004175	SGUI1_50600.1	Smp_122960.1
OG0004176	SGUI1_11470.1, SGUI1_11470.2	Smp_157750.1
OG0004177	SGUI1_90730.2, SGUI1_90730.1	Smp_005260.1, Smp_005260.2
OG0004178	SGUI1_58660.1, SGUI1_58660.2	Smp_346440.1
OG0004179	SGUI1_84160.1	Smp_247710.1
OG0004180	SGUI1_67310.1	Smp_333600.1
OG0004181	SGUI1_14340.1, SGUI1_14340.3, SGUI1_14340.2	Smp_026630.1, Smp_026630.2
OG0004182	SGUI1_64210.1, SGUI1_64210.2	Smp_169780.1
OG0004184	SGUI1_11130.1	Smp_131940.1
OG0004185	SGUI1_56060.1, SGUI1_56060.2	Smp_180590.1
OG0004186	SGUI1_88920.1	Smp_331490.1
OG0004187	SGUI1_65660.1, SGUI1_65660.2	Smp_156390.1, Smp_156390.2
OG0004188	SGUI1_81710.1	Smp_125660.1
OG0004189	SGUI1_16160.1	Smp_154490.1
OG0004190	SGUI1_93680.1	Smp_342330.1
OG0004191	SGUI1_93050.1	Smp_015090.1
OG0004192	SGUI1_17110.1	Smp_084090.1
OG0004193	SGUI1_84790.1	Smp_129230.1
OG0004194	SGUI1_28420.1, SGUI1_28420.2	Smp_020450.1, Smp_020450.2
OG0004195	SGUI1_17610.1	Smp_130450.1
OG0004196	SGUI1_33540.1	Smp_136150.1
OG0004197	SGUI1_21120.1	Smp_162940.1
OG0004198	SGUI1_85820.1	Smp_198800.1, Smp_198800.2
OG0004199	SGUI1_59440.3, SGUI1_59440.4, SGUI1_59440.5, SGUI1_59440.1, SGUI1_59440.2	Smp_242670.1
OG0004200	SGUI1_81050.1, SGUI1_81050.3, SGUI1_81050.5, SGUI1_81050.2, SGUI1_81050.4, SGUI1_81050.6	Smp_151060.1
OG0004201	SGUI1_64680.5, SGUI1_64680.1, SGUI1_64680.2, SGUI1_64680.3, SGUI1_64680.4	Smp_347380.1
OG0004202	SGUI1_19960.1	Smp_051280.1
OG0004203	SGUI1_74270.1	Smp_340190.1
OG0004204	SGUI1_62450.1	Smp_129360.1
OG0004205	SGUI1_15210.1	Smp_024380.1
OG0004206	SGUI1_90220.1, SGUI1_90220.2, SGUI1_90220.3	Smp_141440.1
OG0004207	SGUI1_57950.1	Smp_307600.1
OG0004208	SGUI1_68410.1, SGUI1_68410.2	Smp_346790.1
OG0004209	SGUI1_91790.1	Smp_131230.1
OG0004210	SGUI1_28720.1	Smp_133110.1
OG0004211	SGUI1_55760.1	Smp_142410.1
OG0004212	SGUI1_53580.1	Smp_154870.1
OG0004213	SGUI1_56290.6, SGUI1_56290.5, SGUI1_56290.1, SGUI1_56290.2, SGUI1_56290.3, SGUI1_56290.4	Smp_134020.1
OG0004214	SGUI1_6170.3, SGUI1_6170.1, SGUI1_6170.5, SGUI1_6170.6, SGUI1_6170.4, SGUI1_6170.2	Smp_006340.1
OG0004215	SGUI1_34580.1	Smp_031950.1
OG0004216	SGUI1_40600.1	Smp_247220.1
OG0004217	SGUI1_94870.1	Smp_144660.1
OG0004219	SGUI1_63690.1	Smp_026320.1
OG0004220	SGUI1_4580.3, SGUI1_4580.1, SGUI1_4580.2	Smp_304380.1
OG0004221	SGUI1_70490.1	Smp_086910.1
OG0004222	SGUI1_59410.1, SGUI1_59410.2	Smp_004480.1, Smp_004480.2
OG0004224	SGUI1_63600.1	Smp_129120.1
OG0004225	SGUI1_50980.1, SGUI1_50990.1	Smp_311050.1
OG0004226	SGUI1_23680.1, SGUI1_23680.2	Smp_055400.1
OG0004227	SGUI1_12310.1	Smp_157160.1
OG0004228	SGUI1_58530.1	Smp_181230.1
OG0004229	SGUI1_25450.1	Smp_162040.1
OG0004230	SGUI1_81870.1	Smp_344510.1
OG0004231	SGUI1_73900.1	Smp_312990.1
OG0004232	SGUI1_49130.3, SGUI1_49130.1, SGUI1_49130.2	Smp_327970.1
OG0004233	SGUI1_49380.1, SGUI1_49380.2	Smp_337550.1
OG0004234	SGUI1_69430.1	Smp_001030.1
OG0004235	SGUI1_22130.1	Smp_078920.1
OG0004236	SGUI1_80590.1, SGUI1_80590.2	Smp_142780.1
OG0004237	SGUI1_19550.1, SGUI1_19550.2	Smp_163880.1
OG0004238	SGUI1_73910.1	Smp_316180.1
OG0004239	SGUI1_3440.1	Smp_332900.1
OG0004241	SGUI1_61810.1, SGUI1_61810.2, SGUI1_61810.4, SGUI1_61810.5, SGUI1_61810.3	Smp_074900.1
OG0004242	SGUI1_56580.1	Smp_199100.1
OG0004243	SGUI1_34410.1, SGUI1_34410.2, SGUI1_34410.3	Smp_105020.1
OG0004244	SGUI1_59570.1, SGUI1_59570.2, SGUI1_59570.3	Smp_314500.1
OG0004245	SGUI1_91150.2, SGUI1_91150.1, SGUI1_91150.3	Smp_179350.1
OG0004246	SGUI1_25510.1	Smp_162000.1
OG0004247	SGUI1_6020.1	Smp_174880.1
OG0004248	SGUI1_21870.1	Smp_307270.1
OG0004249	SGUI1_9190.1	Smp_335710.1, Smp_201220.1
OG0004250	SGUI1_93970.1, SGUI1_93970.2	Smp_127870.1, Smp_127870.2
OG0004251	SGUI1_56890.1, SGUI1_56890.2	Smp_032770.1
OG0004252	SGUI1_37870.1	Smp_332500.1
OG0004253	SGUI1_89480.1	Smp_149430.1
OG0004254	SGUI1_37680.1, SGUI1_37680.2, SGUI1_37680.3, SGUI1_37680.4, SGUI1_37680.5	Smp_319500.1
OG0004255	SGUI1_35270.1	Smp_028140.1
