Orthogroup	schistosoma_guineensis	fasciola_hepatica
OG0002647	SGUI1_88600.1, SGUI1_88600.2, SGUI1_88600.5, SGUI1_88600.3, SGUI1_88600.4	FhHiC23_g16121.t1, FhHiC23_g16121.t2, FhHiC23_g6714.t1
OG0002648	SGUI1_6260.1, SGUI1_6260.2	FhHiC23_g11203.t1, FhHiC23_g11203.t2
OG0002649	SGUI1_40300.1	FhHiC23_g5192.t1, FhHiC23_g5193.t1
OG0002650	SGUI1_7820.1	FhHiC23_g11133.t1
OG0002651	SGUI1_9830.1	FhHiC23_g12392.t1
OG0002652	SGUI1_45070.1, SGUI1_45070.2	FhHiC23_g15821.t1
OG0002653	SGUI1_89640.1, SGUI1_89640.2, SGUI1_89640.3	FhHiC23_g16034.t1
OG0002654	SGUI1_82160.1	FhHiC23_g3883.t1, FhHiC23_g3883.t2
OG0002655	SGUI1_57350.1	FhHiC23_g3022.t1
OG0002656	SGUI1_20060.1, SGUI1_20060.2	FhHiC23_g15563.t1
OG0002658	SGUI1_29270.1	FhHiC23_g4680.t1
OG0002659	SGUI1_60470.1, SGUI1_60470.2, SGUI1_60470.4, SGUI1_60470.3	FhHiC23_g6909.t1
OG0002661	SGUI1_64200.1	FhHiC23_g7919.t1
OG0002662	SGUI1_84050.1	FhHiC23_g4278.t1
OG0002663	SGUI1_84650.1	FhHiC23_g4565.t1, FhHiC23_g4565.t2
OG0002664	SGUI1_96440.1, SGUI1_96440.4, SGUI1_96440.2, SGUI1_96440.3	FhHiC23_g9975.t1
OG0002665	SGUI1_50400.1, SGUI1_50400.2, SGUI1_50400.3	FhHiC23_g2031.t1, FhHiC23_g2029.t1
OG0002666	SGUI1_32250.1	FhHiC23_g4671.t1, FhHiC23_g4671.t2
OG0002667	SGUI1_27320.1	FhHiC23_g10304.t1, FhHiC23_g10304.t2
OG0002668	SGUI1_69580.1, SGUI1_69580.5, SGUI1_69580.4, SGUI1_69580.2, SGUI1_69580.6, SGUI1_69580.3	FhHiC23_g8564.t1, FhHiC23_g8564.t2
OG0002669	SGUI1_89350.1, SGUI1_89360.1	FhHiC23_g16213.t1
OG0002670	SGUI1_28380.1	FhHiC23_g5547.t1, FhHiC23_g5547.t2
OG0002671	SGUI1_94020.1, SGUI1_94020.2, SGUI1_94020.3, SGUI1_94020.4	FhHiC23_g9205.t1, FhHiC23_g9206.t1
OG0002672	SGUI1_74230.3, SGUI1_74230.4, SGUI1_74230.1, SGUI1_74230.2	FhHiC23_g2690.t1
OG0002673	SGUI1_74330.1, SGUI1_74330.2, SGUI1_74330.4, SGUI1_74330.5, SGUI1_74330.3	FhHiC23_g2551.t1
OG0002674	SGUI1_27510.1, SGUI1_27510.2, SGUI1_27510.3, SGUI1_27510.4	FhHiC23_g9698.t1
OG0002675	SGUI1_9090.1, SGUI1_9090.2	FhHiC23_g13401.t2, FhHiC23_g13401.t1
OG0002676	SGUI1_68910.1	FhHiC23_g8081.t1
OG0002677	SGUI1_62920.2, SGUI1_62920.1, SGUI1_62920.3	FhHiC23_g7983.t2, FhHiC23_g7983.t1, FhHiC23_g7983.t3
OG0002678	SGUI1_7080.1, SGUI1_7090.1	FhHiC23_g12439.t1
OG0002679	SGUI1_81090.1, SGUI1_81090.2	FhHiC23_g2772.t1, FhHiC23_g2772.t3
OG0002680	SGUI1_67690.1	FhHiC23_g7046.t1
OG0002681	SGUI1_27100.1	FhHiC23_g9475.t2, FhHiC23_g9475.t1, FhHiC23_g9475.t3
OG0002682	SGUI1_19370.1, SGUI1_19370.2, SGUI1_19370.3	FhHiC23_g14981.t1
OG0002684	SGUI1_85930.1	FhHiC23_g4135.t1
OG0002685	SGUI1_15570.1	FhHiC23_g11129.t1
OG0002686	SGUI1_54080.1	FhHiC23_g718.t2, FhHiC23_g718.t1
OG0002687	SGUI1_28990.1, SGUI1_28990.2, SGUI1_28990.3, SGUI1_28990.5, SGUI1_28990.6, SGUI1_28990.4, SGUI1_28990.7	FhHiC23_g5159.t1, FhHiC23_g5159.t2
OG0002688	SGUI1_25570.1, SGUI1_25570.2	FhHiC23_g4617.t1
OG0002689	SGUI1_25600.1, SGUI1_25600.3, SGUI1_25600.2	FhHiC23_g5241.t1
OG0002690	SGUI1_40830.1	FhHiC23_g13956.t1
OG0002691	SGUI1_84000.1	FhHiC23_g3513.t1
OG0002692	SGUI1_12430.1	FhHiC23_g10644.t1
OG0002693	SGUI1_48230.1, SGUI1_48200.1	FhHiC23_g315.t3, FhHiC23_g315.t1, FhHiC23_g315.t2
OG0002694	SGUI1_93780.1, SGUI1_93780.2	FhHiC23_g16861.t2, FhHiC23_g9511.t2, FhHiC23_g16861.t1, FhHiC23_g9511.t1
OG0002695	SGUI1_2920.1	FhHiC23_g13818.t1, FhHiC23_g13819.t1
OG0002696	SGUI1_33760.5, SGUI1_33760.1, SGUI1_33760.2, SGUI1_33760.3, SGUI1_33760.4, SGUI1_33760.6	FhHiC23_g6563.t1
OG0002698	SGUI1_2500.1, SGUI1_2500.2	FhHiC23_g12386.t1
OG0002700	SGUI1_96740.5, SGUI1_96740.1, SGUI1_96740.2, SGUI1_96740.4, SGUI1_96740.3	FhHiC23_g9012.t2, FhHiC23_g9012.t4, FhHiC23_g9012.t1, FhHiC23_g9012.t3
OG0002708	SGUI1_31100.1	FhHiC23_g11736.t1
OG0002709	SGUI1_7550.1	FhHiC23_g13598.t1
OG0002710	SGUI1_1200.1, SGUI1_1200.2, SGUI1_1200.3, SGUI1_1200.4	FhHiC23_g12750.t1, FhHiC23_g12750.t2
OG0002711	SGUI1_90980.1	FhHiC23_g16295.t1
OG0002712	SGUI1_15550.1, SGUI1_15550.2	FhHiC23_g11761.t1
OG0002713	SGUI1_47750.1, SGUI1_47750.4, SGUI1_47750.6, SGUI1_47750.5, SGUI1_47750.2, SGUI1_47750.3	FhHiC23_g1161.t1
OG0002714	SGUI1_77910.1, SGUI1_77910.2	FhHiC23_g903.t1, FhHiC23_g903.t3, FhHiC23_g903.t4, FhHiC23_g903.t2
OG0002715	SGUI1_61010.1, SGUI1_61010.2, SGUI1_61010.3	FhHiC23_g7836.t1
OG0002716	SGUI1_67980.1	FhHiC23_g8401.t5, FhHiC23_g8401.t1, FhHiC23_g8401.t2, FhHiC23_g8401.t3, FhHiC23_g8400.t1
OG0002717	SGUI1_89780.1, SGUI1_89780.2, SGUI1_89780.3	FhHiC23_g16701.t1
OG0002718	SGUI1_66980.1	FhHiC23_g7558.t1, FhHiC23_g7558.t2
OG0002719	SGUI1_5360.1	FhHiC23_g12882.t1
OG0002720	SGUI1_4870.1	FhHiC23_g12405.t1, FhHiC23_g12405.t2
OG0002721	SGUI1_95400.1, SGUI1_95400.2, SGUI1_95400.4, SGUI1_95400.3	FhHiC23_g9960.t1
OG0002722	SGUI1_21840.1	FhHiC23_g15381.t3, FhHiC23_g15381.t1, FhHiC23_g15381.t2
OG0002723	SGUI1_82220.1, SGUI1_82220.2	FhHiC23_g3835.t2, FhHiC23_g3835.t1, FhHiC23_g9399.t1, FhHiC23_g4025.t1
OG0002724	SGUI1_81370.1	FhHiC23_g3709.t1, FhHiC23_g3709.t2
OG0002726	SGUI1_30710.3, SGUI1_30710.2, SGUI1_30710.1	FhHiC23_g5549.t1
OG0002727	SGUI1_74070.1, SGUI1_74070.2	FhHiC23_g2848.t1
OG0002728	SGUI1_7950.2, SGUI1_7950.1, SGUI1_7950.3	FhHiC23_g11458.t1, FhHiC23_g11458.t2
OG0002729	SGUI1_15810.1, SGUI1_15810.4, SGUI1_15810.3, SGUI1_15810.2	FhHiC23_g11456.t1, FhHiC23_g11456.t2
OG0002730	SGUI1_82360.1	FhHiC23_g3873.t1
OG0002731	SGUI1_46250.2, SGUI1_46250.3, SGUI1_46250.4, SGUI1_46250.1	FhHiC23_g236.t1
OG0002732	SGUI1_67620.1	FhHiC23_g6745.t1, FhHiC23_g6745.t2
OG0002733	SGUI1_24120.1, SGUI1_24120.3, SGUI1_24120.5, SGUI1_24120.2, SGUI1_24120.4, SGUI1_24120.6	FhHiC23_g9556.t1, FhHiC23_g9556.t2
OG0002734	SGUI1_42310.1	FhHiC23_g14321.t1
OG0002735	SGUI1_30800.1	FhHiC23_g4997.t1, FhHiC23_g4997.t2
OG0002736	SGUI1_24080.1	FhHiC23_g9751.t1, FhHiC23_g9751.t2
OG0002737	SGUI1_36530.1, SGUI1_36530.2	FhHiC23_g14553.t1
OG0002739	SGUI1_11880.1	FhHiC23_g11062.t1
OG0002740	SGUI1_39540.3, SGUI1_39540.2, SGUI1_39540.1, SGUI1_39540.4, SGUI1_39540.5, SGUI1_39540.6	FhHiC23_g5290.t1
OG0002741	SGUI1_17090.1, SGUI1_17090.2, SGUI1_17090.3	FhHiC23_g11913.t1
OG0002742	SGUI1_71760.1	FhHiC23_g861.t1
OG0002743	SGUI1_41890.1	FhHiC23_g13954.t1
OG0002744	SGUI1_58170.1	FhHiC23_g8099.t1, FhHiC23_g8099.t2
OG0002745	SGUI1_92640.1	FhHiC23_g16099.t1
OG0002746	SGUI1_54470.1, SGUI1_54470.2	FhHiC23_g1018.t1, FhHiC23_g1018.t2
OG0002748	SGUI1_35090.1	FhHiC23_g6050.t2, FhHiC23_g6050.t1
OG0002749	SGUI1_47680.1	FhHiC23_g2126.t1
OG0002750	SGUI1_47020.1	FhHiC23_g1806.t1, FhHiC23_g1806.t2
OG0002751	SGUI1_39820.1, SGUI1_39820.2	FhHiC23_g5643.t1, FhHiC23_g5643.t2
OG0002752	SGUI1_70580.1	FhHiC23_g173.t1, FhHiC23_g173.t3, FhHiC23_g173.t2
OG0002753	SGUI1_85780.1	FhHiC23_g2296.t1, FhHiC23_g3684.t1, FhHiC23_g3684.t2, FhHiC23_g3684.t3
OG0002754	SGUI1_15380.1, SGUI1_15380.2	FhHiC23_g15264.t1
OG0002756	SGUI1_58450.1	FhHiC23_g8329.t1, FhHiC23_g8329.t2
OG0002757	SGUI1_31620.4, SGUI1_31620.1, SGUI1_31620.2, SGUI1_31620.3	FhHiC23_g6094.t1
OG0002758	SGUI1_5050.1, SGUI1_5050.2	FhHiC23_g12531.t1
OG0002759	SGUI1_27930.1	FhHiC23_g10171.t1, FhHiC23_g10171.t2
OG0002760	SGUI1_3570.1	FhHiC23_g13345.t1, FhHiC23_g13344.t1
OG0002762	SGUI1_96040.1	FhHiC23_g14415.t1, FhHiC23_g9848.t1, FhHiC23_g14416.t1, FhHiC23_g9848.t2
OG0002763	SGUI1_79020.1	FhHiC23_g2810.t1
OG0002764	SGUI1_31400.1	FhHiC23_g5618.t1
OG0002765	SGUI1_69280.1	FhHiC23_g6961.t1
OG0002766	SGUI1_73290.2, SGUI1_73290.4, SGUI1_73290.3, SGUI1_73290.1	FhHiC23_g3373.t2, FhHiC23_g3373.t1
OG0002767	SGUI1_49490.1	FhHiC23_g1568.t1
OG0002768	SGUI1_2260.1, SGUI1_2260.2, SGUI1_2260.3	FhHiC23_g12945.t1, FhHiC23_g12947.t1
OG0002769	SGUI1_25940.1	FhHiC23_g9979.t1, FhHiC23_g9979.t2
OG0002770	SGUI1_17600.1, SGUI1_17600.2, SGUI1_17600.3	FhHiC23_g10899.t1
OG0002771	SGUI1_33530.1	FhHiC23_g5927.t1
OG0002772	SGUI1_82510.2, SGUI1_82510.1, SGUI1_82510.3, SGUI1_82510.4, SGUI1_82510.5	FhHiC23_g3999.t1, FhHiC23_g3999.t2, FhHiC23_g13542.t1
OG0002773	SGUI1_15690.1	FhHiC23_g12535.t1, FhHiC23_g96.t1
OG0002774	SGUI1_2700.2, SGUI1_2700.1	FhHiC23_g12296.t2, FhHiC23_g12296.t1, FhHiC23_g12297.t1
OG0002775	SGUI1_33900.1	FhHiC23_g5967.t1
OG0002776	SGUI1_75020.1	FhHiC23_g466.t1
OG0002777	SGUI1_76560.1	FhHiC23_g213.t2, FhHiC23_g213.t1, FhHiC23_g213.t3
OG0002778	SGUI1_95880.1	FhHiC23_g9030.t1
OG0002779	SGUI1_33110.1, SGUI1_33110.2	FhHiC23_g6023.t1, FhHiC23_g6023.t2
OG0002780	SGUI1_47140.1	FhHiC23_g1323.t2, FhHiC23_g1323.t1, FhHiC23_g1323.t3
OG0002781	SGUI1_26370.1	FhHiC23_g9281.t1, FhHiC23_g9281.t2
OG0002782	SGUI1_79370.1, SGUI1_79370.2	FhHiC23_g2854.t1, FhHiC23_g2854.t2
OG0002783	SGUI1_54430.3, SGUI1_54430.1, SGUI1_54430.2	FhHiC23_g988.t1
OG0002784	SGUI1_25950.1	FhHiC23_g9254.t1, FhHiC23_g9254.t2
OG0002785	SGUI1_71600.1	FhHiC23_g1293.t1
OG0002786	SGUI1_12370.1	FhHiC23_g10908.t1, FhHiC23_g10908.t2
OG0002787	SGUI1_6660.1	FhHiC23_g10875.t1
OG0002788	SGUI1_9940.1	FhHiC23_g13338.t1
OG0002789	SGUI1_18450.3, SGUI1_18450.1, SGUI1_18450.2	FhHiC23_g11643.t1, FhHiC23_g11643.t2
OG0002790	SGUI1_76860.1	FhHiC23_g2674.t1, FhHiC23_g2674.t2
OG0002791	SGUI1_13870.1, SGUI1_2630.1	FhHiC23_g13624.t1
OG0002792	SGUI1_56020.1, SGUI1_56020.2, SGUI1_56020.3	FhHiC23_g1003.t1, FhHiC23_g1003.t2
OG0002793	SGUI1_10560.1, SGUI1_10560.3, SGUI1_10560.2, SGUI1_10560.4	FhHiC23_g11117.t1, FhHiC23_g11117.t2
OG0002794	SGUI1_94100.1	FhHiC23_g9353.t1
OG0002795	SGUI1_26260.1	FhHiC23_g9270.t1
OG0002796	SGUI1_11620.1	FhHiC23_g11419.t2, FhHiC23_g11419.t1
OG0002797	SGUI1_36310.1	FhHiC23_g5916.t1
OG0002798	SGUI1_74580.1, SGUI1_74580.3, SGUI1_74580.2	FhHiC23_g10646.t1
OG0002799	SGUI1_84580.1	FhHiC23_g4275.t2, FhHiC23_g4275.t1
OG0002800	SGUI1_80080.1	FhHiC23_g3166.t1, FhHiC23_g3167.t1
OG0002801	SGUI1_4680.1, SGUI1_4680.2	FhHiC23_g12973.t1
OG0002802	SGUI1_91230.1, SGUI1_91230.2	FhHiC23_g16412.t1
OG0002803	SGUI1_26540.1	FhHiC23_g6625.t1
OG0002804	SGUI1_39100.1	FhHiC23_g6245.t1
OG0002805	SGUI1_56370.1, SGUI1_56370.2, SGUI1_56370.3, SGUI1_56370.4	FhHiC23_g1740.t1
OG0002806	SGUI1_71200.1, SGUI1_71200.2	FhHiC23_g289.t1
OG0002807	SGUI1_20210.3, SGUI1_20210.5, SGUI1_20210.2, SGUI1_20210.1, SGUI1_20210.4, SGUI1_20210.6	FhHiC23_g15597.t1
OG0002808	SGUI1_62490.1, SGUI1_62490.3, SGUI1_62490.4, SGUI1_62490.5, SGUI1_62490.2	FhHiC23_g6784.t1
OG0002809	SGUI1_81560.1	FhHiC23_g3944.t1
OG0002810	SGUI1_34600.1	FhHiC23_g5357.t1, FhHiC23_g5357.t3, FhHiC23_g5357.t2
OG0002811	SGUI1_21450.1	FhHiC23_g15398.t1
OG0002812	SGUI1_86160.1	FhHiC23_g7327.t1, FhHiC23_g7327.t2
OG0002813	SGUI1_78230.1	FhHiC23_g892.t1
OG0002814	SGUI1_23340.1	FhHiC23_g3679.t1, FhHiC23_g9054.t1
OG0002815	SGUI1_63850.1	FhHiC23_g7268.t1
OG0002816	SGUI1_19140.1	FhHiC23_g10623.t1
OG0002817	SGUI1_37160.1	FhHiC23_g5456.t1, FhHiC23_g5456.t2
OG0002818	SGUI1_75810.1, SGUI1_75810.2	FhHiC23_g1648.t1
OG0002819	SGUI1_68940.1	FhHiC23_g8083.t2, FhHiC23_g8083.t1
OG0002820	SGUI1_75110.1, SGUI1_75100.2, SGUI1_75100.1	FhHiC23_g2906.t1
OG0002821	SGUI1_4190.1, SGUI1_4190.2, SGUI1_4190.3, SGUI1_4190.4	FhHiC23_g12502.t1
OG0002822	SGUI1_9040.1	FhHiC23_g13149.t1, FhHiC23_g13149.t2
OG0002823	SGUI1_14770.3, SGUI1_14770.1, SGUI1_14770.2	FhHiC23_g15482.t1, FhHiC23_g15481.t1
OG0002824	SGUI1_1950.1	FhHiC23_g11589.t1, FhHiC23_g11589.t2
OG0002825	SGUI1_48770.1	FhHiC23_g973.t1
OG0002826	SGUI1_40740.1, SGUI1_40740.2, SGUI1_40740.3, SGUI1_40740.4	FhHiC23_g13881.t1
OG0002827	SGUI1_26980.1	FhHiC23_g9994.t1
OG0002828	SGUI1_27810.1	FhHiC23_g9939.t1
OG0002829	SGUI1_61110.1, SGUI1_61110.3, SGUI1_61110.2, SGUI1_61110.4	FhHiC23_g4507.t1
OG0002830	SGUI1_23050.1	FhHiC23_g5.t1, FhHiC23_g6.t1, FhHiC23_g11247.t1, FhHiC23_g10057.t1, FhHiC23_g10057.t2, FhHiC23_g11246.t1
OG0002831	SGUI1_15300.1	FhHiC23_g15415.t1, FhHiC23_g15415.t3, FhHiC23_g15415.t2
OG0002832	SGUI1_81950.1	FhHiC23_g4230.t1
OG0002833	SGUI1_57040.1	FhHiC23_g2147.t1, FhHiC23_g2148.t1
OG0002834	SGUI1_3590.2, SGUI1_3590.1	FhHiC23_g12327.t1, FhHiC23_g12327.t2
OG0002835	SGUI1_91940.1	FhHiC23_g4340.t1
OG0002836	SGUI1_25300.3, SGUI1_25300.2, SGUI1_25300.5, SGUI1_25300.1, SGUI1_25300.4	FhHiC23_g10331.t1
OG0002837	SGUI1_15310.1	FhHiC23_g14951.t1
OG0002838	SGUI1_13240.1, SGUI1_13280.1	FhHiC23_g11372.t1
OG0002839	SGUI1_71770.1, SGUI1_71770.2	FhHiC23_g862.t2, FhHiC23_g862.t1, FhHiC23_g862.t3
OG0002840	SGUI1_91710.1	FhHiC23_g16576.t1, FhHiC23_g16576.t2
OG0002841	SGUI1_50870.1, SGUI1_50870.9, SGUI1_50870.2, SGUI1_50870.3, SGUI1_50870.6, SGUI1_50870.7, SGUI1_50870.8, SGUI1_50870.4, SGUI1_50870.5	FhHiC23_g1933.t3, FhHiC23_g1933.t1, FhHiC23_g1933.t2
OG0002842	SGUI1_72040.3, SGUI1_72040.6, SGUI1_72040.2, SGUI1_72040.1, SGUI1_72040.7, SGUI1_72040.4, SGUI1_72040.5	FhHiC23_g3213.t1, FhHiC23_g3213.t2
OG0002843	SGUI1_25850.1, SGUI1_25850.2	FhHiC23_g10023.t1
OG0002844	SGUI1_67960.1, SGUI1_67960.2, SGUI1_67960.3	FhHiC23_g8403.t1
OG0002846	SGUI1_20990.1	FhHiC23_g15450.t1, FhHiC23_g15449.t1
OG0002847	SGUI1_58180.1, SGUI1_58180.2, SGUI1_58180.3	FhHiC23_g8394.t2, FhHiC23_g8394.t1
OG0002848	SGUI1_61630.1	FhHiC23_g8555.t1, FhHiC23_g8555.t2, FhHiC23_g8219.t1
OG0002849	SGUI1_12940.1, SGUI1_13030.1	FhHiC23_g15206.t2, FhHiC23_g15206.t1
OG0002850	SGUI1_65220.1	FhHiC23_g7640.t3, FhHiC23_g7640.t4, FhHiC23_g7640.t2, FhHiC23_g10503.t1, FhHiC23_g7640.t1
OG0002851	SGUI1_90090.1	FhHiC23_g16536.t1, FhHiC23_g16534.t1, FhHiC23_g16535.t1
OG0002852	SGUI1_13110.1	FhHiC23_g15406.t1
OG0002853	SGUI1_73450.1, SGUI1_73450.3, SGUI1_73450.2, SGUI1_73450.4	FhHiC23_g609.t1
OG0002854	SGUI1_34390.1	FhHiC23_g4863.t1
OG0002855	SGUI1_16730.1	FhHiC23_g11125.t1
OG0002856	SGUI1_53570.1	FhHiC23_g934.t1
OG0002857	SGUI1_63500.1	FhHiC23_g8154.t1
OG0002859	SGUI1_63160.1, SGUI1_63160.2, SGUI1_63160.3	FhHiC23_g7306.t1, FhHiC23_g7306.t2, FhHiC23_g7306.t3
OG0002860	SGUI1_77850.1	FhHiC23_g605.t1
OG0002861	SGUI1_88420.1	FhHiC23_g15918.t1, FhHiC23_g15919.t2, FhHiC23_g15919.t1
OG0002862	SGUI1_65610.2, SGUI1_65610.4, SGUI1_65610.1, SGUI1_65610.3	FhHiC23_g7122.t1, FhHiC23_g7123.t1
OG0002863	SGUI1_17000.1	FhHiC23_g11831.t1
OG0002864	SGUI1_54040.1, SGUI1_54040.2	FhHiC23_g721.t1
OG0002865	SGUI1_9910.1	FhHiC23_g13333.t1
OG0002866	SGUI1_35650.1	FhHiC23_g6481.t2, FhHiC23_g6481.t1
OG0002867	SGUI1_3780.1	FhHiC23_g12961.t1, FhHiC23_g12961.t2
OG0002868	SGUI1_87530.1, SGUI1_87530.2	FhHiC23_g15922.t1
OG0002869	SGUI1_2080.2, SGUI1_2080.1, SGUI1_2080.3	FhHiC23_g12118.t1
OG0002870	SGUI1_47470.2, SGUI1_47470.3, SGUI1_47470.4, SGUI1_47470.1	FhHiC23_g726.t1, FhHiC23_g726.t2
OG0002871	SGUI1_45020.1, SGUI1_45020.2	FhHiC23_g14625.t1
OG0002872	SGUI1_49640.1	FhHiC23_g2022.t1
OG0002873	SGUI1_92230.2, SGUI1_92230.1, SGUI1_92230.3	FhHiC23_g16851.t1
OG0002874	SGUI1_39570.4, SGUI1_39570.5, SGUI1_39570.1, SGUI1_39570.2, SGUI1_39570.3	FhHiC23_g5390.t2, FhHiC23_g5390.t1
OG0002875	SGUI1_51220.1, SGUI1_51220.2	FhHiC23_g2011.t3, FhHiC23_g2011.t1, FhHiC23_g2011.t2
OG0002876	SGUI1_71250.1, SGUI1_71250.2	FhHiC23_g188.t1, FhHiC23_g188.t2
OG0002877	SGUI1_61060.1, SGUI1_61060.2	FhHiC23_g8089.t1, FhHiC23_g8090.t1
OG0002878	SGUI1_64280.1, SGUI1_64280.3, SGUI1_64280.2	FhHiC23_g7204.t1
OG0002879	SGUI1_17520.4, SGUI1_17520.2, SGUI1_17520.1, SGUI1_17520.3	FhHiC23_g11232.t1, FhHiC23_g11233.t1, FhHiC23_g11232.t2
OG0002880	SGUI1_21390.2, SGUI1_21390.1, SGUI1_21390.3	FhHiC23_g14996.t1
OG0002881	SGUI1_59580.1	FhHiC23_g7583.t1
OG0002882	SGUI1_17940.1, SGUI1_17950.1	FhHiC23_g11897.t1, FhHiC23_g11898.t1
OG0002883	SGUI1_51340.1, SGUI1_51340.2	FhHiC23_g85.t1, FhHiC23_g85.t2
OG0002884	SGUI1_65450.1, SGUI1_65450.2	FhHiC23_g7133.t1
OG0002885	SGUI1_46680.1, SGUI1_46680.2	FhHiC23_g1946.t1, FhHiC23_g1946.t2
OG0002886	SGUI1_74750.1, SGUI1_74750.2, SGUI1_74750.3	FhHiC23_g768.t1, FhHiC23_g768.t2
OG0002889	SGUI1_81150.1, SGUI1_81160.2, SGUI1_81160.1	FhHiC23_g3622.t1
OG0002890	SGUI1_27410.1, SGUI1_27410.2	FhHiC23_g5088.t2
OG0002902	SGUI1_39150.1, SGUI1_39150.2, SGUI1_39150.3	FhHiC23_g5846.t1
OG0002903	SGUI1_72100.1	FhHiC23_g2976.t1
OG0002904	SGUI1_21910.1	FhHiC23_g15693.t2, FhHiC23_g15693.t1
OG0002905	SGUI1_66720.1	FhHiC23_g7418.t1
OG0002906	SGUI1_28740.1, SGUI1_28740.2, SGUI1_28740.3	FhHiC23_g5701.t1
OG0002907	SGUI1_5070.1, SGUI1_5070.2	FhHiC23_g12903.t1
OG0002908	SGUI1_68900.1	FhHiC23_g6811.t1
OG0002909	SGUI1_81990.2, SGUI1_81990.3, SGUI1_81990.1	FhHiC23_g4201.t2, FhHiC23_g4201.t1
OG0002910	SGUI1_18190.1	FhHiC23_g15159.t1
OG0002911	SGUI1_14700.1, SGUI1_14700.2	FhHiC23_g15581.t1
OG0002912	SGUI1_65210.1	FhHiC23_g7643.t1, FhHiC23_g7643.t2
OG0002913	SGUI1_9370.1	FhHiC23_g13543.t1, FhHiC23_g13543.t2
OG0002914	SGUI1_16030.1, SGUI1_16030.2, SGUI1_16030.3	FhHiC23_g11692.t1, FhHiC23_g11692.t2, FhHiC23_g11691.t1
OG0002915	SGUI1_77880.1	FhHiC23_g2463.t1
OG0002916	SGUI1_16940.6, SGUI1_16940.7	FhHiC23_g11297.t1
OG0002917	SGUI1_22620.2, SGUI1_22620.1	FhHiC23_g10294.t1
OG0002918	SGUI1_81980.1, SGUI1_81980.2	FhHiC23_g4251.t1, FhHiC23_g4251.t2
OG0002919	SGUI1_86400.1	FhHiC23_g16321.t1, FhHiC23_g16322.t1, FhHiC23_g16322.t2, FhHiC23_g16322.t3, FhHiC23_g16322.t4
OG0002920	SGUI1_42970.1	FhHiC23_g14659.t1
OG0002921	SGUI1_95380.1, SGUI1_95380.2	FhHiC23_g9310.t1, FhHiC23_g9310.t2
OG0002922	SGUI1_76870.1	FhHiC23_g2670.t1
OG0002923	SGUI1_61230.5, SGUI1_61230.1, SGUI1_61230.3, SGUI1_61230.2, SGUI1_61230.4	FhHiC23_g7030.t1
OG0002924	SGUI1_10920.3, SGUI1_10920.1, SGUI1_10920.2, SGUI1_10920.4, SGUI1_10920.5, SGUI1_10920.6	FhHiC23_g12432.t1, FhHiC23_g12432.t2
OG0002925	SGUI1_11650.1, SGUI1_11650.2	FhHiC23_g11417.t2, FhHiC23_g11417.t1
OG0002926	SGUI1_32220.1, SGUI1_32220.2	FhHiC23_g5229.t1, FhHiC23_g5230.t1, FhHiC23_g5229.t2
OG0002928	SGUI1_75370.1	FhHiC23_g2285.t2, FhHiC23_g2285.t1
OG0002929	SGUI1_22220.1	FhHiC23_g15576.t1, FhHiC23_g15576.t2
OG0002930	SGUI1_40490.1, SGUI1_40490.2, SGUI1_40490.3, SGUI1_40490.4	FhHiC23_g6393.t1
OG0002931	SGUI1_1960.1	FhHiC23_g11585.t1, FhHiC23_g11585.t2
OG0002932	SGUI1_44910.1, SGUI1_44900.1	FhHiC23_g14086.t1
OG0002933	SGUI1_40200.1	FhHiC23_g5904.t1, FhHiC23_g5904.t2
OG0002934	SGUI1_93580.1	FhHiC23_g9846.t1, FhHiC23_g9846.t2
OG0002935	SGUI1_66220.1, SGUI1_66220.2, SGUI1_66220.3	FhHiC23_g7662.t2, FhHiC23_g7662.t1
OG0002936	SGUI1_46620.1, SGUI1_46620.2	FhHiC23_g350.t1
OG0002937	SGUI1_38750.1	FhHiC23_g4800.t1
OG0002938	SGUI1_79560.1	FhHiC23_g3011.t1
OG0002939	SGUI1_12130.17, SGUI1_12130.18, SGUI1_12130.19, SGUI1_12130.20, SGUI1_12130.21, SGUI1_12240.1	FhHiC23_g11874.t1, FhHiC23_g11874.t2
OG0002940	SGUI1_48010.1	FhHiC23_g1955.t1, FhHiC23_g1955.t4, FhHiC23_g1955.t3
OG0002941	SGUI1_55280.1, SGUI1_55290.1	FhHiC23_g1969.t1
OG0002942	SGUI1_78860.1, SGUI1_78840.1	FhHiC23_g3045.t1
OG0002943	SGUI1_78880.1	FhHiC23_g3043.t1
OG0002944	SGUI1_17080.1, SGUI1_17080.2	FhHiC23_g11914.t1
OG0002945	SGUI1_78200.1, SGUI1_78200.2	FhHiC23_g2876.t1
OG0002946	SGUI1_18360.1, SGUI1_18360.2, SGUI1_18360.3	FhHiC23_g10625.t1, FhHiC23_g11192.t1, FhHiC23_g14924.t1, FhHiC23_g11571.t1, FhHiC23_g11571.t2
OG0002947	SGUI1_89910.1, SGUI1_89910.2	FhHiC23_g16445.t3, FhHiC23_g16445.t1, FhHiC23_g16445.t2
OG0002948	SGUI1_60980.1	FhHiC23_g7907.t1, FhHiC23_g7907.t2
OG0002949	SGUI1_33920.1	FhHiC23_g6272.t1, FhHiC23_g6272.t2
OG0002950	SGUI1_70450.1, SGUI1_70450.2, SGUI1_70450.3, SGUI1_70450.4	FhHiC23_g1361.t1
