Orthogroup	schistosoma_guineensis	opisthorchis_viverrini
OG0003052	SGUI1_65280.1	T265_11750
OG0003053	SGUI1_26330.2, SGUI1_26330.3, SGUI1_26330.4, SGUI1_26330.1	T265_03747
OG0003054	SGUI1_8150.1	T265_03119
OG0003055	SGUI1_56690.1	T265_09217
OG0003056	SGUI1_8060.1	T265_07027
OG0003057	SGUI1_63750.1	T265_07016
OG0003058	SGUI1_92350.1	T265_03889
OG0003059	SGUI1_35860.1	T265_01103, T265_11098, T265_12033
OG0003060	SGUI1_52110.1	T265_13466
OG0003061	SGUI1_81310.1, SGUI1_81310.2	T265_07124
OG0003062	SGUI1_90200.1, SGUI1_90200.2	T265_07364
OG0003063	SGUI1_17340.1	T265_15517
OG0003064	SGUI1_7280.1	T265_01571
OG0003065	SGUI1_21430.1	T265_12659
OG0003066	SGUI1_94440.2, SGUI1_94440.1	T265_04405
OG0003067	SGUI1_24570.3, SGUI1_24570.2, SGUI1_24570.1	T265_01085
OG0003068	SGUI1_77200.1, SGUI1_77200.2	T265_11773
OG0003069	SGUI1_70760.1	T265_01995
OG0003071	SGUI1_61160.5, SGUI1_61160.4, SGUI1_61160.3, SGUI1_61160.1, SGUI1_61160.2	T265_04804
OG0003072	SGUI1_79960.1	T265_11500
OG0003073	SGUI1_64460.1, SGUI1_64460.2	T265_12790
OG0003074	SGUI1_59110.1	T265_14915
OG0003075	SGUI1_63700.1, SGUI1_57970.2, SGUI1_57970.1	T265_14577
OG0003076	SGUI1_57900.1, SGUI1_57930.1	T265_10794, T265_16094
OG0003077	SGUI1_74990.1	T265_15604
OG0003078	SGUI1_61600.1, SGUI1_61600.2	T265_00099
OG0003079	SGUI1_56660.1	T265_11875
OG0003080	SGUI1_10150.1	T265_07755
OG0003081	SGUI1_14450.1	T265_03078
OG0003082	SGUI1_50200.1, SGUI1_50200.2	T265_11379
OG0003083	SGUI1_79720.1, SGUI1_79720.2	T265_14683
OG0003085	SGUI1_38560.1, SGUI1_38560.2, SGUI1_38560.3	T265_14689
OG0003087	SGUI1_96260.1	T265_08143
OG0003088	SGUI1_20140.1, SGUI1_20140.2	T265_02291, T265_04908
OG0003089	SGUI1_18290.1, SGUI1_18290.2	T265_11951
OG0003090	SGUI1_31680.1, SGUI1_31680.5, SGUI1_31680.2, SGUI1_31680.3, SGUI1_31680.4, SGUI1_31680.6	T265_13275
OG0003107	SGUI1_56490.1	T265_05277
OG0003108	SGUI1_26110.1, SGUI1_26110.2	T265_06555
OG0003109	SGUI1_14960.1, SGUI1_14960.2	T265_13791
OG0003110	SGUI1_13620.1	T265_04583, T265_04581
OG0003111	SGUI1_72020.2, SGUI1_72020.1	T265_01222
OG0003112	SGUI1_68200.1, SGUI1_68200.2, SGUI1_68200.3	T265_03161
OG0003114	SGUI1_87490.1	T265_04310
OG0003115	SGUI1_74100.1	T265_12647
OG0003116	SGUI1_88640.3, SGUI1_88640.1, SGUI1_88640.2	T265_06786, T265_16161
OG0003117	SGUI1_18150.3, SGUI1_18150.1, SGUI1_18150.4, SGUI1_18150.2	T265_00936
OG0003120	SGUI1_71000.1, SGUI1_71000.2, SGUI1_71000.3, SGUI1_71000.4, SGUI1_71000.5, SGUI1_71000.6, SGUI1_71000.7, SGUI1_71000.8	T265_12987
OG0003121	SGUI1_1560.1, SGUI1_1560.2, SGUI1_1560.3, SGUI1_1560.4, SGUI1_1560.5	T265_03332
OG0003122	SGUI1_520.1	T265_00248
OG0003124	SGUI1_91070.4, SGUI1_91070.1, SGUI1_91070.2, SGUI1_91070.3	T265_09973
OG0003126	SGUI1_18790.4, SGUI1_18790.2, SGUI1_18790.3, SGUI1_18790.1	T265_02263
OG0003127	SGUI1_86690.1, SGUI1_86680.1	T265_00393
OG0003128	SGUI1_82830.1	T265_12835
OG0003129	SGUI1_2820.1, SGUI1_2820.2	T265_00252
OG0003130	SGUI1_27670.1, SGUI1_27670.2	T265_03769, T265_03257, T265_03259, T265_03260
OG0003131	SGUI1_72680.1	T265_16261
OG0003133	SGUI1_59690.2, SGUI1_59690.3, SGUI1_59690.1	T265_15587
OG0003134	SGUI1_84090.1	T265_06539
OG0003137	SGUI1_81800.1	T265_13566
OG0003138	SGUI1_90870.1	T265_01867, T265_12886
OG0003139	SGUI1_49450.3, SGUI1_49450.4, SGUI1_49450.5, SGUI1_49450.1, SGUI1_49450.2	T265_09293
OG0003140	SGUI1_30810.1	T265_10611
OG0003142	SGUI1_76980.1	T265_13088, T265_12449
OG0003144	SGUI1_39130.1, SGUI1_39130.3, SGUI1_39130.2	T265_07038
OG0003145	SGUI1_20890.1	T265_10158, T265_10168, T265_16083
OG0003146	SGUI1_65240.1, SGUI1_65240.2, SGUI1_65240.3, SGUI1_65240.4, SGUI1_65240.5	T265_00190
OG0003147	SGUI1_49300.1, SGUI1_49300.2	T265_04879
OG0003148	SGUI1_92970.1	T265_05214
OG0003149	SGUI1_56440.1, SGUI1_56440.2	T265_14469
OG0003150	SGUI1_79280.2, SGUI1_79280.1	T265_03278
OG0003151	SGUI1_50050.1	T265_13108
OG0003152	SGUI1_37070.1	T265_13663, T265_16373, T265_07971, T265_16076
OG0003153	SGUI1_74200.1	T265_11495
OG0003154	SGUI1_35560.1	T265_08108
OG0003155	SGUI1_71410.1	T265_07187
OG0003156	SGUI1_38040.1	T265_05065
OG0003157	SGUI1_52580.1	T265_07210
OG0003158	SGUI1_89620.1	T265_03832
OG0003159	SGUI1_56120.1, SGUI1_56110.1	T265_10689
OG0003160	SGUI1_20070.1, SGUI1_20070.2	T265_03695
OG0003161	SGUI1_47060.1	T265_00163
OG0003164	SGUI1_33120.1	T265_07313
OG0003167	SGUI1_94040.1, SGUI1_94040.2	T265_04823, T265_15925
OG0003168	SGUI1_64040.1	T265_00599
OG0003169	SGUI1_15480.2, SGUI1_15480.3, SGUI1_15480.1	T265_10047
OG0003170	SGUI1_17690.1, SGUI1_17690.2, SGUI1_17690.3	T265_09151
OG0003171	SGUI1_73430.1	T265_14761, T265_14762
OG0003172	SGUI1_21760.1	T265_12118, T265_11052
OG0003173	SGUI1_31480.1	T265_02971
OG0003174	SGUI1_75610.1	T265_08480
OG0003175	SGUI1_94210.1	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	SGUI1_70390.1, SGUI1_70390.4, SGUI1_70390.5, SGUI1_70390.3, SGUI1_70390.2	T265_13135
OG0003178	SGUI1_33190.1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	SGUI1_75770.1	T265_01970
OG0003180	SGUI1_4200.1	T265_15379
OG0003181	SGUI1_36580.1	T265_12891
OG0003182	SGUI1_31020.1	T265_10341
OG0003183	SGUI1_12350.1	T265_04369, T265_16026
OG0003184	SGUI1_28100.1	T265_03526
OG0003185	SGUI1_72160.1	T265_15307
OG0003186	SGUI1_29520.1, SGUI1_29520.2	T265_04885
OG0003187	SGUI1_74210.1, SGUI1_74210.2, SGUI1_74210.3	T265_00780
OG0003188	SGUI1_81300.1	T265_07818
OG0003189	SGUI1_57190.1, SGUI1_57190.3, SGUI1_57190.2, SGUI1_57190.4, SGUI1_57190.5	T265_01242
OG0003190	SGUI1_60910.2, SGUI1_60910.4, SGUI1_60910.1, SGUI1_60910.3, SGUI1_60910.5, SGUI1_60910.6, SGUI1_60910.7	T265_11076
OG0003191	SGUI1_47350.1	T265_13899
OG0003192	SGUI1_66710.1	T265_08136
OG0003193	SGUI1_37120.1	T265_05017
OG0003194	SGUI1_70030.1	T265_03962
OG0003195	SGUI1_17740.1	T265_15661
OG0003196	SGUI1_62550.1	T265_01121
OG0003197	SGUI1_95350.1	T265_14545
OG0003198	SGUI1_50800.2, SGUI1_50800.3, SGUI1_50800.1, SGUI1_50800.4, SGUI1_50800.5	T265_05273
OG0003199	SGUI1_93900.1, SGUI1_93900.2	T265_08967
OG0003200	SGUI1_9690.1	T265_13485
OG0003201	SGUI1_14210.5, SGUI1_14210.4, SGUI1_14210.1, SGUI1_14210.2, SGUI1_14210.3	T265_10050
OG0003203	SGUI1_92040.1	T265_08385
OG0003204	SGUI1_20450.1	T265_14093
OG0003205	SGUI1_36520.1, SGUI1_36520.2	T265_14205
OG0003206	SGUI1_17120.1	T265_06903
OG0003207	SGUI1_7760.1	T265_00236
OG0003208	SGUI1_68370.1	T265_12719, T265_01116, T265_02116
OG0003209	SGUI1_79360.1, SGUI1_79360.2, SGUI1_79360.3	T265_04035
OG0003210	SGUI1_11980.1	T265_15007, T265_15334
OG0003211	SGUI1_75470.1	T265_11261, T265_15387
OG0003213	SGUI1_33050.1	T265_10936
OG0003214	SGUI1_10870.1	T265_02512
OG0003215	SGUI1_8250.1, SGUI1_8240.1	T265_11178, T265_11179
OG0003216	SGUI1_64710.1, SGUI1_64710.2	T265_09762
OG0003217	SGUI1_61290.1, SGUI1_61290.2, SGUI1_61290.3	T265_02011
OG0003218	SGUI1_58410.1	T265_08129
OG0003220	SGUI1_62400.1, SGUI1_62400.2	T265_04665, T265_04127, T265_14421, T265_09523
OG0003222	SGUI1_19200.1	T265_15508
OG0003223	SGUI1_92830.1, SGUI1_89130.1, SGUI1_89130.2	T265_07346
OG0003224	SGUI1_38100.1, SGUI1_38100.2	T265_01519
OG0003226	SGUI1_13640.3, SGUI1_13640.4, SGUI1_13640.1, SGUI1_13640.2, SGUI1_13640.5	T265_04588, T265_06369
OG0003227	SGUI1_62020.1	T265_15188
OG0003228	SGUI1_88030.1	T265_05344
OG0003229	SGUI1_76650.1	T265_01945
OG0003230	SGUI1_46930.1	T265_03970
OG0003232	SGUI1_10060.1	T265_11465
OG0003233	SGUI1_21640.1	T265_15043
OG0003234	SGUI1_60940.1	T265_08452
OG0003235	SGUI1_84760.1	T265_03407
OG0003237	SGUI1_25010.1, SGUI1_25010.4, SGUI1_25010.5, SGUI1_25010.6, SGUI1_25010.2, SGUI1_25010.3	T265_01039
OG0003238	SGUI1_65940.1, SGUI1_65940.2	T265_00665
OG0003239	SGUI1_82540.1	T265_05841, T265_11592
OG0003240	SGUI1_7560.1, SGUI1_7560.2	T265_09874
OG0003241	SGUI1_37440.1	T265_08313
OG0003242	SGUI1_53170.2, SGUI1_53170.3, SGUI1_53170.1, SGUI1_53170.4	T265_08090, T265_12218
OG0003244	SGUI1_53600.3, SGUI1_53600.1, SGUI1_53600.2	T265_14655
OG0003245	SGUI1_54190.1	T265_05102
OG0003247	SGUI1_20190.1	T265_15668
OG0003249	SGUI1_64420.2, SGUI1_64420.1	T265_02516
OG0003250	SGUI1_70740.1	T265_00815
OG0003251	SGUI1_86940.1	T265_15132
OG0003252	SGUI1_42320.1	T265_07596
OG0003253	SGUI1_87440.1, SGUI1_87440.4, SGUI1_87440.2, SGUI1_87440.3	T265_04761
OG0003254	SGUI1_64720.2, SGUI1_64720.3, SGUI1_64720.1	T265_04181
OG0003255	SGUI1_93920.1, SGUI1_93020.1	T265_08975, T265_08976
OG0003256	SGUI1_84280.1	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563
OG0003257	SGUI1_11860.1	T265_09512
OG0003258	SGUI1_43380.1	T265_13426, T265_16113
OG0003259	SGUI1_23240.1, SGUI1_23240.2, SGUI1_23240.3, SGUI1_23240.4	T265_04248
OG0003260	SGUI1_84530.6, SGUI1_84530.5, SGUI1_84530.1, SGUI1_84530.2, SGUI1_84530.4, SGUI1_84530.3	T265_07096
OG0003261	SGUI1_34440.1, SGUI1_34440.2, SGUI1_34440.4, SGUI1_34440.3	T265_13387
OG0003263	SGUI1_4740.1, SGUI1_4740.2	T265_11723
OG0003264	SGUI1_15140.1, SGUI1_15140.2, SGUI1_15140.3, SGUI1_15140.4	T265_14781
OG0003265	SGUI1_41990.2, SGUI1_41990.1, SGUI1_41990.3	T265_14465
OG0003266	SGUI1_71570.1	T265_00355
OG0003267	SGUI1_20490.1, SGUI1_20490.2	T265_11130
OG0003268	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4	T265_10845
OG0003269	SGUI1_76840.1	T265_02226
OG0003270	SGUI1_63050.1, SGUI1_63050.2	T265_05629
OG0003271	SGUI1_10590.1, SGUI1_10590.2, SGUI1_10590.3	T265_00964
OG0003273	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1	T265_08347
OG0003275	SGUI1_24340.1, SGUI1_24340.2, SGUI1_24340.5	T265_15417
OG0003276	SGUI1_62080.1	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626
OG0003277	SGUI1_33300.1, SGUI1_33300.2	T265_14638
OG0003278	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4	T265_11305
OG0003279	SGUI1_1800.1, SGUI1_1800.2	T265_15092
OG0003280	SGUI1_78430.1	T265_00283, T265_07565
OG0003281	SGUI1_94800.1	T265_05670, T265_16020
OG0003282	SGUI1_53000.1	T265_05807
OG0003283	SGUI1_95010.1	T265_14849
OG0003284	SGUI1_60880.1, SGUI1_60880.2	T265_10799
OG0003285	SGUI1_22600.1, SGUI1_22600.2	T265_10409
OG0003286	SGUI1_67340.3, SGUI1_67340.2, SGUI1_67340.4, SGUI1_67340.1	T265_14579
OG0003287	SGUI1_8730.2, SGUI1_8730.6, SGUI1_8730.1, SGUI1_8730.3, SGUI1_8730.4, SGUI1_8730.5	T265_11152
OG0003288	SGUI1_68710.1	T265_03913, T265_15951
OG0003289	SGUI1_12330.1	T265_14827, T265_14826
OG0003290	SGUI1_9590.1	T265_11160
OG0003291	SGUI1_16880.1	T265_10834
OG0003292	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6	T265_04681
OG0003293	SGUI1_26940.1, SGUI1_26940.2	T265_05415
OG0003294	SGUI1_33330.1	T265_08998
OG0003295	SGUI1_25670.1	T265_06245
OG0003297	SGUI1_17290.2, SGUI1_17290.1	T265_11733
OG0003298	SGUI1_46170.1	T265_00463
OG0003299	SGUI1_77570.1	T265_07321
OG0003300	SGUI1_12800.1, SGUI1_42900.1	T265_01803
OG0003301	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3	T265_10537
OG0003302	SGUI1_7630.1	T265_14440
OG0003303	SGUI1_54570.1, SGUI1_54570.2	T265_03311
OG0003304	SGUI1_6740.1	T265_09145
OG0003305	SGUI1_74260.1, SGUI1_74260.2	T265_00774
OG0003306	SGUI1_56550.1	T265_14129
OG0003307	SGUI1_25860.1	T265_11890
OG0003310	SGUI1_48290.1	T265_12760
OG0003313	SGUI1_54890.1	T265_02811
OG0003318	SGUI1_21360.1, SGUI1_74770.1, SGUI1_48790.1, SGUI1_73620.1, SGUI1_25130.1, SGUI1_2850.1, SGUI1_45930.1, SGUI1_21040.1, SGUI1_49040.1, SGUI1_68090.1, SGUI1_2510.1	T265_03220, T265_08727
OG0003319	SGUI1_40340.1, SGUI1_40330.1	T265_08722
OG0003320	SGUI1_56700.1	T265_14787
OG0003326	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3	T265_12115
OG0003327	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5	T265_12021
OG0003328	SGUI1_74720.1, SGUI1_74720.2	T265_03597
OG0003329	SGUI1_94900.1	T265_13725
OG0003330	SGUI1_51810.1, SGUI1_51810.2	T265_05098
OG0003331	SGUI1_8990.1	T265_11448
OG0003332	SGUI1_31830.1	T265_14609
OG0003334	SGUI1_28090.1	T265_07042
OG0003335	SGUI1_64570.1	T265_10561, T265_15187
OG0003336	SGUI1_62220.1	T265_08134
OG0003338	SGUI1_16380.2, SGUI1_16380.1	T265_06648
OG0003339	SGUI1_740.4, SGUI1_740.3, SGUI1_740.1, SGUI1_740.2	T265_06302
OG0003340	SGUI1_39650.1	T265_13297
OG0003341	SGUI1_67970.1	T265_07155
OG0003342	SGUI1_13080.1	T265_10319
OG0003343	SGUI1_51630.1	T265_08839
OG0003344	SGUI1_22830.1	T265_05994
OG0003345	SGUI1_88110.1	T265_13591
OG0003346	SGUI1_94480.1	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009
OG0003347	SGUI1_44400.1	T265_15325
OG0003348	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4	T265_00384
OG0003349	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4	T265_14676
OG0003350	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4	T265_14476
OG0003351	SGUI1_73700.1	T265_03852
OG0003352	SGUI1_82560.1	T265_15477
OG0003354	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4	T265_14200
OG0003355	SGUI1_69330.1	T265_14583, T265_15801, T265_08484
OG0003356	SGUI1_12230.1	T265_13187
OG0003357	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2	T265_04123, T265_15449
OG0003358	SGUI1_90340.1	T265_13333
OG0003360	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3	T265_15037
OG0003361	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2	T265_01606
OG0003362	SGUI1_75880.1, SGUI1_75880.2	T265_06343, T265_08886
OG0003363	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4	T265_00732
OG0003364	SGUI1_85520.1	T265_10488, T265_16148, T265_16320, T265_16298
OG0003365	SGUI1_18590.1	T265_03679
OG0003366	SGUI1_62040.1, SGUI1_62040.2	T265_01582
OG0003368	SGUI1_37760.1	T265_14328
OG0003369	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2	T265_03934
OG0003370	SGUI1_25520.1	T265_14039
OG0003371	SGUI1_47580.1	T265_14624
OG0003372	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1	T265_13073, T265_02731
OG0003373	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2	T265_10074
OG0003374	SGUI1_95270.1, SGUI1_95270.2	T265_16374, T265_16007, T265_04840
OG0003375	SGUI1_69960.1	T265_04061
OG0003376	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3	T265_13274
OG0003378	SGUI1_83670.1	T265_07106
OG0003379	SGUI1_66050.1	T265_05624
OG0003381	SGUI1_55200.1	T265_00289
OG0003382	SGUI1_70440.1	T265_00092
OG0003383	SGUI1_5930.1	T265_15451
OG0003384	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3	T265_13386
OG0003385	SGUI1_91750.1	T265_14270
OG0003386	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3	T265_03433
OG0003389	SGUI1_46390.1	T265_12547
OG0003390	SGUI1_34480.1	T265_00408
OG0003391	SGUI1_79660.1, SGUI1_79660.2, SGUI1_79660.3	T265_04030, T265_15014
OG0003392	SGUI1_55900.1	T265_02148
OG0003393	SGUI1_32320.1	T265_13519, T265_15813
OG0003394	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2	T265_07062
OG0003395	SGUI1_56010.1	T265_12933
OG0003396	SGUI1_43830.1	T265_11318, T265_11884
OG0003397	SGUI1_21590.1	T265_03419, T265_06176, T265_06175
OG0003399	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2	T265_09816
OG0003400	SGUI1_73340.1, SGUI1_73340.2	T265_15283, T265_15284
OG0003401	SGUI1_32680.1, SGUI1_32680.2	T265_05806
OG0003402	SGUI1_20050.1	T265_03694, T265_16284
OG0003403	SGUI1_50520.1, SGUI1_50520.2	T265_04283, T265_04284
OG0003404	SGUI1_75440.1	T265_11259
OG0003405	SGUI1_47600.2, SGUI1_47600.1	T265_00061, T265_05780, T265_08607
OG0003406	SGUI1_96960.1, SGUI1_6800.1	T265_14439
OG0003407	SGUI1_85310.1	T265_06019
OG0003408	SGUI1_25350.1, SGUI1_25350.2	T265_13309
OG0003409	SGUI1_17100.1, SGUI1_97060.1	T265_10546
OG0003410	SGUI1_69690.1, SGUI1_69690.2	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599
OG0003411	SGUI1_39290.2, SGUI1_39290.1	T265_13041
OG0003412	SGUI1_4820.1	T265_01015
OG0003414	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1	T265_09732
OG0003415	SGUI1_80110.1	T265_09033
OG0003416	SGUI1_69490.1, SGUI1_69490.2	T265_12733
OG0003417	SGUI1_56520.1	T265_06775
OG0003418	SGUI1_47120.1	T265_03567
OG0003419	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3	T265_12633
OG0003420	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2	T265_08302
OG0003421	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4	T265_09192
OG0003422	SGUI1_46890.1	T265_03968
OG0003423	SGUI1_12200.1, SGUI1_12200.2	T265_03199, T265_13186
OG0003424	SGUI1_87010.1	T265_11767
OG0003425	SGUI1_85440.1	T265_10927
OG0003426	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4	T265_05174
OG0003427	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2	T265_09674
OG0003428	SGUI1_83330.1, SGUI1_83330.2	T265_04653
OG0003429	SGUI1_78340.2, SGUI1_78340.1	T265_05909
OG0003430	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3	T265_07448
OG0003431	SGUI1_20430.1	T265_14276
OG0003432	SGUI1_70930.1, SGUI1_70930.2	T265_02200
OG0003433	SGUI1_4570.1	T265_14247
OG0003434	SGUI1_60180.1, SGUI1_60170.1	T265_13606
OG0003435	SGUI1_36840.1	T265_13575
OG0003436	SGUI1_50540.1, SGUI1_50540.2	T265_14841
OG0003437	SGUI1_73020.1	T265_11777
OG0003438	SGUI1_30760.1	T265_13978
OG0003439	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2	T265_03706
OG0003440	SGUI1_19350.1	T265_12653
OG0003441	SGUI1_26670.1	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660
OG0003442	SGUI1_72850.1, SGUI1_72850.2	T265_10526, T265_07654
OG0003443	SGUI1_59240.1, SGUI1_59230.1	T265_13942
OG0003445	SGUI1_44820.1	T265_07143
OG0003446	SGUI1_34870.1	T265_04504
OG0003447	SGUI1_5100.1, SGUI1_5100.2	T265_14249
OG0003448	SGUI1_70310.1, SGUI1_70310.2	T265_10023
OG0003449	SGUI1_70320.1	T265_09851
OG0003450	SGUI1_66310.1	T265_12574
OG0003451	SGUI1_85730.1	T265_04969
OG0003452	SGUI1_8000.1	T265_08005
OG0003453	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2	T265_04993
OG0003454	SGUI1_34000.1	T265_14193
OG0003456	SGUI1_7610.1, SGUI1_7610.3, SGUI1_7610.2, SGUI1_7610.4	T265_05545
OG0003457	SGUI1_37890.1	T265_09480, T265_16051
OG0003458	SGUI1_39030.1	T265_00691
OG0003459	SGUI1_74140.1, SGUI1_74140.2	T265_07450
OG0003460	SGUI1_44430.1	T265_04726
OG0003461	SGUI1_84730.1	T265_12975
OG0003462	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4	T265_02574
OG0003463	SGUI1_85380.1, SGUI1_85380.2	T265_10283, T265_10285
OG0003464	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3	T265_07922
OG0003465	SGUI1_63330.1	T265_02038
OG0003467	SGUI1_77580.1	T265_14975, T265_09848
OG0003468	SGUI1_68820.1	T265_12594
OG0003469	SGUI1_50700.1	T265_08823
OG0003470	SGUI1_52350.1	T265_11547, T265_11549
OG0003471	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3	T265_11489
OG0003472	SGUI1_8260.1	T265_15369
OG0003473	SGUI1_78290.1, SGUI1_78290.2	T265_12937
OG0003474	SGUI1_56960.1	T265_02823
OG0003475	SGUI1_24180.1, SGUI1_24180.2	T265_09374
OG0003476	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1	T265_09472, T265_12155
OG0003477	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1	T265_01902
OG0003478	SGUI1_5990.1	T265_08469
OG0003479	SGUI1_27710.1, SGUI1_27710.2	T265_13318
OG0003480	SGUI1_68100.1, SGUI1_68100.2	T265_09876, T265_14913
OG0003482	SGUI1_88020.1, SGUI1_88020.2	T265_05343
OG0003483	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3	T265_13053
OG0003484	SGUI1_4210.1	T265_06650
OG0003485	SGUI1_83920.1	T265_13645, T265_13644
OG0003486	SGUI1_41350.1	T265_13646
OG0003487	SGUI1_51760.1	T265_08087, T265_10196
OG0003488	SGUI1_10660.3, SGUI1_10660.1, SGUI1_10660.2	T265_09073
OG0003489	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1	T265_00323
OG0003490	SGUI1_8170.1	T265_03113
OG0003491	SGUI1_33840.1, SGUI1_33840.2	T265_04324
OG0003492	SGUI1_61420.1	T265_02536
OG0003493	SGUI1_92100.1, SGUI1_92100.2	T265_11233
OG0003494	SGUI1_97210.1	T265_08759
OG0003495	SGUI1_4080.1	T265_04558
OG0003496	SGUI1_30110.1	T265_02588
OG0003497	SGUI1_55620.1	T265_00036
OG0003498	SGUI1_70550.1	T265_02133
OG0003499	SGUI1_62540.1	T265_13442
OG0003500	SGUI1_63760.1, SGUI1_63760.2	T265_07015
OG0003501	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1	T265_10024
OG0003502	SGUI1_88100.1	T265_13592
OG0003503	SGUI1_5420.1	T265_13487
OG0003505	SGUI1_51300.1, SGUI1_51300.2	T265_12248, T265_00127, T265_16214
OG0003507	SGUI1_4090.1, SGUI1_4090.2	T265_04937
OG0003508	SGUI1_65200.1	T265_02519
OG0003509	SGUI1_43960.1	T265_15081
OG0003510	SGUI1_1060.1	T265_09042
OG0003511	SGUI1_65110.1	T265_13027
OG0003513	SGUI1_76170.1	T265_09089
OG0003515	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3	T265_06621
OG0003516	SGUI1_51050.1	T265_10171
OG0003517	SGUI1_95810.1, SGUI1_95810.2	T265_06615
OG0003518	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3	T265_08612
OG0003519	SGUI1_37590.1	T265_05628
OG0003520	SGUI1_58240.1	T265_01815
OG0003521	SGUI1_10880.1	T265_04411
OG0003522	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4	T265_13909
OG0003523	SGUI1_54930.1	T265_01345
OG0003524	SGUI1_62470.1	T265_00504
OG0003525	SGUI1_3330.1	T265_01893, T265_08418
OG0003526	SGUI1_29820.1	T265_08334
OG0003527	SGUI1_80120.1	T265_11499, T265_16069
OG0003528	SGUI1_660.1, SGUI1_660.2	T265_11428
OG0003529	SGUI1_42190.4, SGUI1_42190.1, SGUI1_42190.3, SGUI1_42190.2	T265_15692, T265_15691
OG0003530	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3	T265_01532
OG0003531	SGUI1_9840.4, SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3	T265_04537
OG0003532	SGUI1_7660.1, SGUI1_7660.2	T265_15073, T265_10184
OG0003533	SGUI1_48340.1	T265_08083
OG0003534	SGUI1_87780.1	T265_14367
OG0003535	SGUI1_96560.1	T265_13748, T265_13749
OG0003536	SGUI1_61470.1	T265_03943
OG0003537	SGUI1_59710.1	T265_08781, T265_14670
OG0003538	SGUI1_21830.4, SGUI1_21830.1	T265_14277
