Orthogroup	schistosoma_guineensis	schmidtea_mediterranea
OG0003268	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2
OG0003269	SGUI1_76840.1	h1SMcT0012108.1
OG0003270	SGUI1_63050.1, SGUI1_63050.2	h1SMcT0009342.1, h1SMcT0009342.2
OG0003271	SGUI1_10590.1, SGUI1_10590.2, SGUI1_10590.3	h1SMcT0006883.1
OG0003272	SGUI1_36380.1, SGUI1_36390.1	h1SMcT0014492.1, h1SMcT0019169.1
OG0003273	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1	h1SMcT0013812.1, h1SMcT0013812.2
OG0003274	SGUI1_18540.1	h1SMcT0016378.2, h1SMcT0016378.3
OG0003277	SGUI1_33300.1, SGUI1_33300.2	h1SMcT0011790.1, h1SMcT0011790.2
OG0003278	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4	h1SMcT0019765.1, h1SMcT0019765.2
OG0003279	SGUI1_1800.1, SGUI1_1800.2	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4
OG0003280	SGUI1_78430.1	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2
OG0003281	SGUI1_94800.1	h1SMcT0010782.1, h1SMcT0010782.2
OG0003282	SGUI1_53000.1	h1SMcT0017047.1, h1SMcT0017047.2
OG0003283	SGUI1_95010.1	h1SMcT0010085.1
OG0003284	SGUI1_60880.1, SGUI1_60880.2	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2
OG0003287	SGUI1_8730.2, SGUI1_8730.6, SGUI1_8730.1, SGUI1_8730.3, SGUI1_8730.4, SGUI1_8730.5	h1SMcT0011258.1, h1SMcT0011258.2
OG0003288	SGUI1_68710.1	h1SMcT0022057.1, h1SMcT0022080.1
OG0003290	SGUI1_9590.1	h1SMcT0010992.3
OG0003291	SGUI1_16880.1	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2
OG0003292	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6	h1SMcT0001663.1, h1SMcT0001663.2
OG0003293	SGUI1_26940.1, SGUI1_26940.2	h1SMcT0022017.1
OG0003294	SGUI1_33330.1	h1SMcT0011866.1, h1SMcT0011866.2
OG0003295	SGUI1_25670.1	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1
OG0003297	SGUI1_17290.2, SGUI1_17290.1	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1
OG0003298	SGUI1_46170.1	h1SMcT0004920.1
OG0003299	SGUI1_77570.1	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3
OG0003300	SGUI1_12800.1, SGUI1_42900.1	h1SMcT0015751.1, h1SMcT0015751.2
OG0003301	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3	h1SMcT0017505.1, h1SMcT0017505.2
OG0003302	SGUI1_7630.1	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2
OG0003303	SGUI1_54570.1, SGUI1_54570.2	h1SMcT0013979.1, h1SMcT0013979.2
OG0003304	SGUI1_6740.1	h1SMcT0005434.1, h1SMcT0005434.2
OG0003306	SGUI1_56550.1	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3
OG0003309	SGUI1_910.1	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3
OG0003310	SGUI1_48290.1	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2
OG0003313	SGUI1_54890.1	h1SMcT0007064.1, h1SMcT0007064.2
OG0003314	SGUI1_27120.1	h1SMcT0017378.1
OG0003326	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3	h1SMcT0012067.1
OG0003327	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5	h1SMcT0011738.1, h1SMcT0011738.2
OG0003328	SGUI1_74720.1, SGUI1_74720.2	h1SMcT0006635.1
OG0003329	SGUI1_94900.1	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2
OG0003330	SGUI1_51810.1, SGUI1_51810.2	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2
OG0003331	SGUI1_8990.1	h1SMcT0018970.4
OG0003332	SGUI1_31830.1	h1SMcT0001884.6
OG0003335	SGUI1_64570.1	h1SMcT0013444.1
OG0003336	SGUI1_62220.1	h1SMcT0020109.1
OG0003338	SGUI1_16380.2, SGUI1_16380.1	h1SMcT0014309.1
OG0003339	SGUI1_740.4, SGUI1_740.3, SGUI1_740.1, SGUI1_740.2	h1SMcT0021109.1, h1SMcT0021109.2
OG0003342	SGUI1_13080.1	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1
OG0003343	SGUI1_51630.1	h1SMcT0014310.1
OG0003344	SGUI1_22830.1	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3
OG0003345	SGUI1_88110.1	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1
OG0003346	SGUI1_94480.1	h1SMcT0002136.1
OG0003347	SGUI1_44400.1	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3
OG0003350	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4	h1SMcT0007138.1, h1SMcT0007138.2
OG0003351	SGUI1_73700.1	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2
OG0003352	SGUI1_82560.1	h1SMcT0000566.1
OG0003353	SGUI1_27190.1	h1SMcT0009683.1, h1SMcT0009683.2
OG0003354	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4	h1SMcT0005376.1, h1SMcT0005376.2
OG0003355	SGUI1_69330.1	h1SMcT0013037.1, h1SMcT0013037.2
OG0003356	SGUI1_12230.1	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5
OG0003357	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2	h1SMcT0020833.1, h1SMcT0020833.2
OG0003358	SGUI1_90340.1	h1SMcT0010075.1
OG0003359	SGUI1_58280.1	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1
OG0003362	SGUI1_75880.1, SGUI1_75880.2	h1SMcT0006359.1, h1SMcT0006359.2
OG0003363	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4	h1SMcT0005229.1
OG0003364	SGUI1_85520.1	h1SMcT0003203.1
OG0003365	SGUI1_18590.1	h1SMcT0012756.1
OG0003366	SGUI1_62040.1, SGUI1_62040.2	h1SMcT0007117.1, h1SMcT0007117.2
OG0003367	SGUI1_47640.1, SGUI1_47570.17	h1SMcT0014821.1
OG0003369	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2	h1SMcT0005360.1, h1SMcT0005360.3
OG0003370	SGUI1_25520.1	h1SMcT0006611.1
OG0003371	SGUI1_47580.1	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2
OG0003373	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2
OG0003374	SGUI1_95270.1, SGUI1_95270.2	h1SMcT0020942.1, h1SMcT0020942.2
OG0003375	SGUI1_69960.1	h1SMcT0000378.1
OG0003376	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3	h1SMcT0005276.1
OG0003377	SGUI1_81650.1	h1SMcT0021045.1, h1SMcT0018146.4, h1SMcT0018146.3, h1SMcT0018146.2, h1SMcT0018146.1, h1SMcT0018146.5
OG0003379	SGUI1_66050.1	h1SMcT0021989.1, h1SMcT0021989.2
OG0003380	SGUI1_51430.1	h1SMcT0004933.1
OG0003381	SGUI1_55200.1	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3
OG0003383	SGUI1_5930.1	h1SMcT0000027.1, h1SMcT0000027.2
OG0003384	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3	h1SMcT0009197.1
OG0003385	SGUI1_91750.1	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2
OG0003386	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3	h1SMcT0020407.1
OG0003387	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3	h1SMcT0017496.1
OG0003388	SGUI1_94230.1	h1SMcT0015051.1, h1SMcT0015051.2
OG0003389	SGUI1_46390.1	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4
OG0003391	SGUI1_79660.1, SGUI1_79660.2, SGUI1_79660.3	h1SMcT0014447.1
OG0003392	SGUI1_55900.1	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1
OG0003393	SGUI1_32320.1	h1SMcT0017391.1
OG0003394	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2	h1SMcT0015532.1, h1SMcT0015535.1
OG0003395	SGUI1_56010.1	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4
OG0003396	SGUI1_43830.1	h1SMcT0008177.1
OG0003397	SGUI1_21590.1	h1SMcT0010339.1, h1SMcT0010339.2
OG0003399	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2	h1SMcT0014926.1
OG0003400	SGUI1_73340.1, SGUI1_73340.2	h1SMcT0005370.1, h1SMcT0022990.1
OG0003401	SGUI1_32680.1, SGUI1_32680.2	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2
OG0003402	SGUI1_20050.1	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2
OG0003404	SGUI1_75440.1	h1SMcT0012571.1
OG0003405	SGUI1_47600.2, SGUI1_47600.1	h1SMcT0010240.1
OG0003406	SGUI1_96960.1, SGUI1_6800.1	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1
OG0003408	SGUI1_25350.1, SGUI1_25350.2	h1SMcT0004098.1
OG0003409	SGUI1_17100.1, SGUI1_97060.1	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1
OG0003411	SGUI1_39290.2, SGUI1_39290.1	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1
OG0003412	SGUI1_4820.1	h1SMcT0008025.1
OG0003414	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1	h1SMcT0012676.1, h1SMcT0012676.2
OG0003415	SGUI1_80110.1	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1
OG0003416	SGUI1_69490.1, SGUI1_69490.2	h1SMcT0013340.1, h1SMcT0022050.1
OG0003417	SGUI1_56520.1	h1SMcT0022225.1
OG0003418	SGUI1_47120.1	h1SMcT0003458.1
OG0003419	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1
OG0003420	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2	h1SMcT0011580.1
OG0003421	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2
OG0003422	SGUI1_46890.1	h1SMcT0016757.2
OG0003423	SGUI1_12200.1, SGUI1_12200.2	h1SMcT0005067.1, h1SMcT0005067.2
OG0003425	SGUI1_85440.1	h1SMcT0004711.1
OG0003426	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4	h1SMcT0019561.1, h1SMcT0019561.2
OG0003427	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2	h1SMcT0000143.1, h1SMcT0000143.2
OG0003428	SGUI1_83330.1, SGUI1_83330.2	h1SMcT0002326.1, h1SMcT0013759.1
OG0003429	SGUI1_78340.2, SGUI1_78340.1	h1SMcT0002222.1, h1SMcT0002222.2
OG0003430	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3	h1SMcT0020885.1
OG0003432	SGUI1_70930.1, SGUI1_70930.2	h1SMcT0007866.1
OG0003433	SGUI1_4570.1	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3
OG0003434	SGUI1_60180.1, SGUI1_60170.1	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2
OG0003435	SGUI1_36840.1	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4
OG0003438	SGUI1_30760.1	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2
OG0003439	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2	h1SMcT0002835.1, h1SMcT0002835.2
OG0003440	SGUI1_19350.1	h1SMcT0019154.1, h1SMcT0019154.2
OG0003442	SGUI1_72850.1, SGUI1_72850.2	h1SMcT0006636.1
OG0003443	SGUI1_59240.1, SGUI1_59230.1	h1SMcT0011199.1, h1SMcT0015552.1
OG0003446	SGUI1_34870.1	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2
OG0003447	SGUI1_5100.1, SGUI1_5100.2	h1SMcT0022011.1, h1SMcT0022011.2
OG0003448	SGUI1_70310.1, SGUI1_70310.2	h1SMcT0018150.1
OG0003450	SGUI1_66310.1	h1SMcT0019969.1, h1SMcT0019969.2, h1SMcT0019969.7, h1SMcT0019969.3, h1SMcT0019969.6, h1SMcT0019969.5, h1SMcT0019969.4, h1SMcT0019969.8
OG0003452	SGUI1_8000.1	h1SMcT0006193.1, h1SMcT0016158.1
OG0003454	SGUI1_34000.1	h1SMcT0004175.2, h1SMcT0004175.3, h1SMcT0004175.1, h1SMcT0004175.4
OG0003455	SGUI1_62190.1	h1SMcT0002387.1, h1SMcT0018977.1, h1SMcT0002360.1
OG0003456	SGUI1_7610.1, SGUI1_7610.3, SGUI1_7610.2, SGUI1_7610.4	h1SMcT0015030.1, h1SMcT0015030.2
OG0003457	SGUI1_37890.1	h1SMcT0005979.1, h1SMcT0005979.2
OG0003459	SGUI1_74140.1, SGUI1_74140.2	h1SMcT0019798.1, h1SMcT0019799.1
OG0003460	SGUI1_44430.1	h1SMcT0011001.1
OG0003461	SGUI1_84730.1	h1SMcT0013030.1, h1SMcT0013033.1
OG0003462	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4	h1SMcT0006561.1
OG0003463	SGUI1_85380.1, SGUI1_85380.2	h1SMcT0022837.3, h1SMcT0022837.2, h1SMcT0022837.1
OG0003464	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3	h1SMcT0007079.1, h1SMcT0007079.3, h1SMcT0007079.2
OG0003465	SGUI1_63330.1	h1SMcT0016577.1
OG0003466	SGUI1_9220.1	h1SMcT0005608.1, h1SMcT0005608.2
OG0003467	SGUI1_77580.1	h1SMcT0013403.1, h1SMcT0001028.1
OG0003469	SGUI1_50700.1	h1SMcT0004807.1, h1SMcT0004807.2
OG0003470	SGUI1_52350.1	h1SMcT0017458.1
OG0003471	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3	h1SMcT0014488.1
OG0003472	SGUI1_8260.1	h1SMcT0004760.1
OG0003473	SGUI1_78290.1, SGUI1_78290.2	h1SMcT0008129.1
OG0003474	SGUI1_56960.1	h1SMcT0013253.2, h1SMcT0013253.5, h1SMcT0013253.3, h1SMcT0013253.4, h1SMcT0013253.1
OG0003475	SGUI1_24180.1, SGUI1_24180.2	h1SMcT0004329.1
OG0003476	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1	h1SMcT0016404.1
OG0003477	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1	h1SMcT0003797.1
OG0003478	SGUI1_5990.1	h1SMcT0000552.1, h1SMcT0008399.1
OG0003480	SGUI1_68100.1, SGUI1_68100.2	h1SMcT0002798.1
OG0003482	SGUI1_88020.1, SGUI1_88020.2	h1SMcT0022439.1
OG0003483	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3	h1SMcT0003316.1
OG0003484	SGUI1_4210.1	h1SMcT0001955.1, h1SMcT0001955.2, h1SMcT0001955.7, h1SMcT0001955.3, h1SMcT0001955.4, h1SMcT0001955.5, h1SMcT0001955.6, h1SMcT0001955.8
OG0003485	SGUI1_83920.1	h1SMcT0003207.4, h1SMcT0018921.1
OG0003487	SGUI1_51760.1	h1SMcT0002201.1, h1SMcT0022499.1
OG0003488	SGUI1_10660.3, SGUI1_10660.1, SGUI1_10660.2	h1SMcT0008641.1
OG0003489	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1	h1SMcT0000882.2
OG0003491	SGUI1_33840.1, SGUI1_33840.2	h1SMcT0001740.1
OG0003492	SGUI1_61420.1	h1SMcT0004107.1
OG0003493	SGUI1_92100.1, SGUI1_92100.2	h1SMcT0021896.1
OG0003494	SGUI1_97210.1	h1SMcT0009876.3, h1SMcT0009876.1, h1SMcT0009876.2, h1SMcT0009876.4
OG0003495	SGUI1_4080.1	h1SMcT0012596.3, h1SMcT0012596.1, h1SMcT0012596.2
OG0003496	SGUI1_30110.1	h1SMcT0018753.1
OG0003497	SGUI1_55620.1	h1SMcT0007152.1, h1SMcT0007152.2
OG0003498	SGUI1_70550.1	h1SMcT0003413.3, h1SMcT0003413.1, h1SMcT0003413.2
OG0003499	SGUI1_62540.1	h1SMcT0009897.1, h1SMcT0014689.1
OG0003501	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1	h1SMcT0007701.2
OG0003502	SGUI1_88100.1	h1SMcT0009049.2, h1SMcT0009049.8, h1SMcT0009049.6, h1SMcT0009049.7, h1SMcT0009049.14, h1SMcT0009049.9, h1SMcT0009049.1
OG0003503	SGUI1_5420.1	h1SMcT0020550.3, h1SMcT0020550.4, h1SMcT0020550.1, h1SMcT0020550.2
OG0003504	SGUI1_38820.1	h1SMcT0018008.1, h1SMcT0018008.2
OG0003506	SGUI1_1080.1	h1SMcT0005755.1
OG0003507	SGUI1_4090.1, SGUI1_4090.2	h1SMcT0003971.1
OG0003508	SGUI1_65200.1	h1SMcT0014210.2, h1SMcT0014210.3
OG0003509	SGUI1_43960.1	h1SMcT0002499.1, h1SMcT0015936.1
OG0003510	SGUI1_1060.1	h1SMcT0009819.1
OG0003512	SGUI1_83230.2, SGUI1_83230.1	h1SMcT0009933.1, h1SMcT0009933.2, h1SMcT0000108.1, h1SMcT0000108.2
OG0003513	SGUI1_76170.1	h1SMcT0009164.1, h1SMcT0009168.1
OG0003515	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3	h1SMcT0017228.4, h1SMcT0017228.1, h1SMcT0017228.3, h1SMcT0017228.2
OG0003516	SGUI1_51050.1	h1SMcT0012047.1, h1SMcT0012047.2
OG0003517	SGUI1_95810.1, SGUI1_95810.2	h1SMcT0005472.1
OG0003518	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3	h1SMcT0015060.1
OG0003519	SGUI1_37590.1	h1SMcT0007321.1
OG0003520	SGUI1_58240.1	h1SMcT0018529.1, h1SMcT0018529.2
OG0003521	SGUI1_10880.1	h1SMcT0005850.1
OG0003522	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4	h1SMcT0016889.1, h1SMcT0016889.2
OG0003523	SGUI1_54930.1	h1SMcT0004516.1, h1SMcT0004516.2, h1SMcT0004516.3
OG0003524	SGUI1_62470.1	h1SMcT0020473.4, h1SMcT0020473.2, h1SMcT0020473.3, h1SMcT0020473.5, h1SMcT0020473.6, h1SMcT0020473.7, h1SMcT0020473.8
OG0003525	SGUI1_3330.1	h1SMcT0004359.1
OG0003526	SGUI1_29820.1	h1SMcT0017834.3, h1SMcT0017834.1, h1SMcT0017834.2, h1SMcT0017834.4
OG0003527	SGUI1_80120.1	h1SMcT0019801.1, h1SMcT0019801.2, h1SMcT0019164.3, h1SMcT0019164.2, h1SMcT0019164.4, h1SMcT0019164.1
OG0003529	SGUI1_42190.4, SGUI1_42190.1, SGUI1_42190.3, SGUI1_42190.2	h1SMcT0015325.1
OG0003530	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3	h1SMcT0015828.1, h1SMcT0017649.1, h1SMcT0021859.1
OG0003531	SGUI1_9840.4, SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3	h1SMcT0020310.1
OG0003532	SGUI1_7660.1, SGUI1_7660.2	h1SMcT0010852.1
OG0003534	SGUI1_87780.1	h1SMcT0020995.4, h1SMcT0020995.1, h1SMcT0020995.2, h1SMcT0020995.3
OG0003535	SGUI1_96560.1	h1SMcT0021186.1
OG0003536	SGUI1_61470.1	h1SMcT0016974.1
OG0003537	SGUI1_59710.1	h1SMcT0011547.4, h1SMcT0011547.1, h1SMcT0011547.3, h1SMcT0011547.2
OG0003540	SGUI1_13880.1, SGUI1_4230.1	h1SMcT0012338.1, h1SMcT0012340.1, h1SMcT0013337.1, h1SMcT0013337.2
OG0003541	SGUI1_86510.1, SGUI1_86500.1	h1SMcT0015623.2
OG0003542	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4	h1SMcT0001198.1, h1SMcT0001198.2, h1SMcT0001198.3
OG0003543	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2	h1SMcT0014924.1
OG0003545	SGUI1_19130.1, SGUI1_19130.2	h1SMcT0022394.1
OG0003549	SGUI1_88450.1, SGUI1_88450.2	h1SMcT0015408.1, h1SMcT0015408.2
OG0003550	SGUI1_37390.1, SGUI1_37390.2	h1SMcT0020578.1
OG0003552	SGUI1_58330.1, SGUI1_58330.2	h1SMcT0000347.1
OG0003553	SGUI1_9120.1, SGUI1_9130.1	h1SMcT0005712.1
OG0003554	SGUI1_69550.2, SGUI1_69550.3, SGUI1_69550.4, SGUI1_69550.5, SGUI1_69550.6, SGUI1_69550.1	h1SMcT0007489.1
OG0003555	SGUI1_76970.1	h1SMcT0003978.1, h1SMcT0003978.2, h1SMcT0003978.3
OG0003557	SGUI1_46590.1, SGUI1_46590.2, SGUI1_46590.3, SGUI1_46590.4	h1SMcT0011439.1, h1SMcT0011439.2
OG0003565	SGUI1_26750.1, SGUI1_26750.2	h1SMcT0013928.2
OG0003577	SGUI1_44480.1	h1SMcT0008901.1
OG0003579	SGUI1_36510.1	h1SMcT0017241.1, h1SMcT0017241.2
OG0003580	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1	h1SMcT0021008.1, h1SMcT0022882.1, h1SMcT0021008.2, h1SMcT0022882.2
OG0003581	SGUI1_41230.1	h1SMcT0004358.1, h1SMcT0004358.2
OG0003582	SGUI1_57660.1	h1SMcT0006831.1
OG0003583	SGUI1_2830.1	h1SMcT0003589.1
OG0003584	SGUI1_62060.1, SGUI1_62060.2	h1SMcT0009740.1
OG0003585	SGUI1_84420.1	h1SMcT0015659.1, h1SMcT0015659.2
OG0003586	SGUI1_45010.1, SGUI1_45010.2	h1SMcT0009848.4, h1SMcT0009848.2, h1SMcT0009848.5, h1SMcT0009848.3, h1SMcT0009848.7, h1SMcT0009848.1, h1SMcT0009848.6
OG0003588	SGUI1_15800.1	h1SMcT0018563.1
OG0003589	SGUI1_71510.1	h1SMcT0013706.1
OG0003590	SGUI1_5970.1	h1SMcT0022259.1, h1SMcT0022259.2
OG0003591	SGUI1_59610.1	h1SMcT0018432.1
OG0003592	SGUI1_73850.3, SGUI1_73860.1	h1SMcT0010469.1
OG0003593	SGUI1_33170.1	h1SMcT0016363.1, h1SMcT0016363.2
OG0003595	SGUI1_85810.1	h1SMcT0010668.1, h1SMcT0018748.1, h1SMcT0018748.3, h1SMcT0018748.2
OG0003596	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3	h1SMcT0014091.1
OG0003598	SGUI1_36150.1	h1SMcT0015580.1, h1SMcT0015582.1
OG0003599	SGUI1_12420.1	h1SMcT0010186.1
OG0003600	SGUI1_4890.1	h1SMcT0009017.4
OG0003601	SGUI1_27290.1	h1SMcT0000971.1
OG0003603	SGUI1_71430.1	h1SMcT0007463.1, h1SMcT0007463.2
OG0003604	SGUI1_990.1	h1SMcT0008060.1, h1SMcT0016540.2, h1SMcT0016540.1, h1SMcT0016540.3
OG0003605	SGUI1_16090.1, SGUI1_16090.2	h1SMcT0001544.1, h1SMcT0001547.1, h1SMcT0001547.2
OG0003606	SGUI1_34050.1	h1SMcT0008610.1, h1SMcT0008610.2
OG0003608	SGUI1_36090.1, SGUI1_36090.2	h1SMcT0000105.1, h1SMcT0000105.2
OG0003609	SGUI1_24260.2, SGUI1_24260.1	h1SMcT0011897.1, h1SMcT0011897.2
OG0003610	SGUI1_88830.1	h1SMcT0021256.3
OG0003611	SGUI1_54330.1	h1SMcT0020153.1
OG0003614	SGUI1_59540.1	h1SMcT0021029.1
OG0003615	SGUI1_38780.1, SGUI1_38780.2	h1SMcT0009552.1, h1SMcT0016899.1
OG0003616	SGUI1_17240.3, SGUI1_17240.2, SGUI1_17240.1	h1SMcT0013986.1, h1SMcT0013986.2
OG0003617	SGUI1_61000.1	h1SMcT0021970.1
OG0003620	SGUI1_49000.1	h1SMcT0016395.1, h1SMcT0021539.1, h1SMcT0022931.1, h1SMcT0014896.1, h1SMcT0003898.1, h1SMcT0012424.1
OG0003622	SGUI1_70890.1	h1SMcT0003180.1
OG0003623	SGUI1_50010.1, SGUI1_50020.1	h1SMcT0022341.1
OG0003624	SGUI1_10990.1	h1SMcT0012575.1, h1SMcT0012575.2
OG0003625	SGUI1_86440.1	h1SMcT0000253.4, h1SMcT0000253.1, h1SMcT0000253.3, h1SMcT0000253.2
OG0003626	SGUI1_85870.1	h1SMcT0017906.2, h1SMcT0017906.3, h1SMcT0017906.4, h1SMcT0017906.1, h1SMcT0017906.5
OG0003627	SGUI1_85650.1, SGUI1_85650.2	h1SMcT0010053.1, h1SMcT0015893.1
OG0003630	SGUI1_35690.1, SGUI1_35690.2	h1SMcT0016319.1
OG0003631	SGUI1_79090.1	h1SMcT0018149.1, h1SMcT0018247.1, h1SMcT0018247.2, h1SMcT0008497.1, h1SMcT0008497.2, h1SMcT0008497.3
