Orthogroup	schistosoma_guineensis	schistosoma_spindale
OG0002665	SGUI1_50400.1, SGUI1_50400.2, SGUI1_50400.3	SSPN1_48640.1
OG0002666	SGUI1_32250.1	SSPN1_38390.2, SSPN1_38390.5, SSPN1_38390.4, SSPN1_38390.6, SSPN1_38390.1, SSPN1_38390.3
OG0002667	SGUI1_27320.1	SSPN1_26520.1
OG0002668	SGUI1_69580.1, SGUI1_69580.5, SGUI1_69580.4, SGUI1_69580.2, SGUI1_69580.6, SGUI1_69580.3	SSPN1_66710.1
OG0002669	SGUI1_89350.1, SGUI1_89360.1	SSPN1_87110.1, SSPN1_87110.2
OG0002670	SGUI1_28380.1	SSPN1_27600.1, SSPN1_27600.2
OG0002671	SGUI1_94020.1, SGUI1_94020.2, SGUI1_94020.3, SGUI1_94020.4	SSPN1_90110.2, SSPN1_90110.1
OG0002672	SGUI1_74230.3, SGUI1_74230.4, SGUI1_74230.1, SGUI1_74230.2	SSPN1_71060.1, SSPN1_71050.1, SSPN1_71050.3, SSPN1_71050.4, SSPN1_71050.2
OG0002673	SGUI1_74330.1, SGUI1_74330.2, SGUI1_74330.4, SGUI1_74330.5, SGUI1_74330.3	SSPN1_71170.1
OG0002674	SGUI1_27510.1, SGUI1_27510.2, SGUI1_27510.3, SGUI1_27510.4	SSPN1_26680.1
OG0002675	SGUI1_9090.1	SSPN1_20610.1, SSPN1_20610.2, SSPN1_20610.3, SSPN1_20610.6
OG0002676	SGUI1_68910.1	SSPN1_66060.1
OG0002677	SGUI1_62920.2, SGUI1_62920.1, SGUI1_62920.3	SSPN1_61680.3, SSPN1_61680.1, SSPN1_61680.2
OG0002678	SGUI1_7080.1	SSPN1_7500.1
OG0002678	SGUI1_7090.1	SSPN1_7510.1
OG0002679	SGUI1_81090.1	SSPN1_77610.2
OG0002679	SGUI1_81090.2	SSPN1_77610.1
OG0002680	SGUI1_67690.1	SSPN1_57610.3, SSPN1_57610.4
OG0002681	SGUI1_27100.1	SSPN1_26270.1
OG0002682	SGUI1_19370.2	SSPN1_9420.1
OG0002682	SGUI1_19370.3	SSPN1_9420.2
OG0002684	SGUI1_85930.1	SSPN1_81820.1
OG0002685	SGUI1_15570.1	SSPN1_14760.1
OG0002686	SGUI1_54080.1	SSPN1_52080.1, SSPN1_52080.2
OG0002687	SGUI1_28990.1, SGUI1_28990.2, SGUI1_28990.3, SGUI1_28990.5, SGUI1_28990.6, SGUI1_28990.4, SGUI1_28990.7	SSPN1_28160.1
OG0002688	SGUI1_25570.1, SGUI1_25570.2	SSPN1_24860.1
OG0002689	SGUI1_25600.1, SGUI1_25600.3	SSPN1_24890.1
OG0002690	SGUI1_40830.1	SSPN1_39600.1
OG0002691	SGUI1_84000.1	SSPN1_80430.5, SSPN1_80430.1, SSPN1_80430.3, SSPN1_80430.2, SSPN1_80430.4
OG0002692	SGUI1_12430.1	SSPN1_17840.1
OG0002693	SGUI1_48200.1	SSPN1_46660.1, SSPN1_46670.1
OG0002694	SGUI1_93780.1, SGUI1_93780.2	SSPN1_89870.1, SSPN1_89870.2, SSPN1_89870.3, SSPN1_89870.4
OG0002695	SGUI1_2920.1	SSPN1_2900.1, SSPN1_2900.2
OG0002696	SGUI1_33760.5, SGUI1_33760.1, SGUI1_33760.2, SGUI1_33760.3, SGUI1_33760.4, SGUI1_33760.6	SSPN1_36970.1, SSPN1_36970.2
OG0002698	SGUI1_2500.2	SSPN1_2400.1
OG0002700	SGUI1_96740.5, SGUI1_96740.1, SGUI1_96740.2, SGUI1_96740.4, SGUI1_96740.3	SSPN1_92950.1
OG0002701	SGUI1_55270.1	SSPN1_53200.1
OG0002702	SGUI1_11820.1	SSPN1_17290.1
OG0002702	SGUI1_11810.1	SSPN1_17280.1
OG0002703	SGUI1_55130.8, SGUI1_55130.7, SGUI1_55130.1, SGUI1_55130.2, SGUI1_55130.3, SGUI1_55130.4, SGUI1_55130.5, SGUI1_55130.6	SSPN1_53090.1, SSPN1_53090.2
OG0002704	SGUI1_92670.1	SSPN1_88840.1, SSPN1_88840.2
OG0002704	SGUI1_56740.1	SSPN1_54510.1, SSPN1_54510.2
OG0002705	SGUI1_57160.1, SGUI1_57160.2	SSPN1_54890.1
OG0002706	SGUI1_45060.1	SSPN1_43590.1
OG0002708	SGUI1_31100.1	SSPN1_30190.1
OG0002709	SGUI1_7550.1	SSPN1_8010.1
OG0002710	SGUI1_1200.1, SGUI1_1200.2, SGUI1_1200.3, SGUI1_1200.4	SSPN1_260.1, SSPN1_260.2, SSPN1_260.3
OG0002711	SGUI1_90980.1	SSPN1_87280.1, SSPN1_87280.2, SSPN1_87280.3, SSPN1_87280.4
OG0002712	SGUI1_15550.1, SGUI1_15550.2	SSPN1_14730.1
OG0002713	SGUI1_47750.1, SGUI1_47750.4, SGUI1_47750.6, SGUI1_47750.5, SGUI1_47750.2, SGUI1_47750.3	SSPN1_46240.1, SSPN1_46240.2
OG0002714	SGUI1_77910.1, SGUI1_77910.2	SSPN1_74590.1
OG0002715	SGUI1_61010.1, SGUI1_61010.2, SGUI1_61010.3	SSPN1_63600.1
OG0002716	SGUI1_67980.1	SSPN1_57360.1
OG0002717	SGUI1_89780.1, SGUI1_89780.2, SGUI1_89780.3	SSPN1_86660.1, SSPN1_86660.2
OG0002718	SGUI1_66980.1	SSPN1_58180.1, SSPN1_58180.2, SSPN1_58180.3
OG0002719	SGUI1_5360.1	SSPN1_5600.1, SSPN1_5600.2
OG0002720	SGUI1_4870.1	SSPN1_5060.1, SSPN1_5060.2
OG0002721	SGUI1_95400.1, SGUI1_95400.2, SGUI1_95400.4, SGUI1_95400.3	SSPN1_91530.1, SSPN1_91530.2
OG0002722	SGUI1_21840.1	SSPN1_21190.1
OG0002723	SGUI1_82220.1, SGUI1_82220.2	SSPN1_77890.1, SSPN1_77890.2, SSPN1_77890.3, SSPN1_77890.4
OG0002724	SGUI1_81370.1	SSPN1_78920.1, SSPN1_78920.2
OG0002726	SGUI1_30710.3, SGUI1_30710.2, SGUI1_30710.1	SSPN1_29820.1
OG0002727	SGUI1_74070.1, SGUI1_74070.2	SSPN1_70900.1, SSPN1_70900.2
OG0002728	SGUI1_7950.2, SGUI1_7950.1, SGUI1_7950.3	SSPN1_8410.1
OG0002729	SGUI1_15810.1, SGUI1_15810.4, SGUI1_15810.3, SGUI1_15810.2	SSPN1_14530.1
OG0002730	SGUI1_82360.1	SSPN1_77700.1, SSPN1_77720.1, SSPN1_77730.1
OG0002731	SGUI1_46250.2, SGUI1_46250.3, SGUI1_46250.4, SGUI1_46250.1	SSPN1_44780.3, SSPN1_44780.1, SSPN1_44780.2
OG0002732	SGUI1_67620.1	SSPN1_57670.1
OG0002733	SGUI1_24120.1, SGUI1_24120.3, SGUI1_24120.5, SGUI1_24120.2, SGUI1_24120.4, SGUI1_24120.6	SSPN1_23460.1, SSPN1_23460.2
OG0002734	SGUI1_42310.1	SSPN1_41000.1, SSPN1_41000.2
OG0002736	SGUI1_24080.1	SSPN1_23420.1
OG0002737	SGUI1_36530.1, SGUI1_36530.2	SSPN1_34330.1, SSPN1_34330.4, SSPN1_34330.3, SSPN1_34330.2
OG0002739	SGUI1_11880.1	SSPN1_17350.1
OG0002740	SGUI1_39540.3, SGUI1_39540.2, SGUI1_39540.1, SGUI1_39540.4, SGUI1_39540.5, SGUI1_39540.6	SSPN1_31390.3, SSPN1_31390.1, SSPN1_31390.2, SSPN1_31390.4
OG0002741	SGUI1_17090.1, SGUI1_17090.2, SGUI1_17090.3	SSPN1_13310.1, SSPN1_13310.2, SSPN1_13310.3
OG0002742	SGUI1_71760.1	SSPN1_68670.1, SSPN1_68670.2
OG0002743	SGUI1_41890.1	SSPN1_40610.2, SSPN1_40610.1
OG0002744	SGUI1_58170.1	SSPN1_55810.1
OG0002745	SGUI1_92640.1	SSPN1_88770.11, SSPN1_88770.12, SSPN1_88770.13, SSPN1_88770.14, SSPN1_88770.15, SSPN1_88810.1
OG0002746	SGUI1_54470.1, SGUI1_54470.2	SSPN1_52460.1, SSPN1_52460.2
OG0002748	SGUI1_35090.1	SSPN1_35640.1, SSPN1_35640.6, SSPN1_35640.4, SSPN1_35640.3, SSPN1_35640.5, SSPN1_35640.2
OG0002749	SGUI1_47680.1	SSPN1_46160.1, SSPN1_46170.1, SSPN1_46180.1
OG0002750	SGUI1_47020.1	SSPN1_45530.1
OG0002751	SGUI1_39820.1	SSPN1_31110.1
OG0002752	SGUI1_70580.1	SSPN1_67530.1, SSPN1_67530.2
OG0002753	SGUI1_85780.1	SSPN1_81970.1
OG0002754	SGUI1_15380.1, SGUI1_15380.2	SSPN1_14960.1
OG0002756	SGUI1_58450.1	SSPN1_56080.4, SSPN1_56080.3, SSPN1_56080.1, SSPN1_56080.2
OG0002757	SGUI1_31620.4, SGUI1_31620.1, SGUI1_31620.2, SGUI1_31620.3	SSPN1_39020.1, SSPN1_39020.2
OG0002758	SGUI1_5050.1, SGUI1_5050.2	SSPN1_5310.1, SSPN1_5310.2, SSPN1_5310.3, SSPN1_5310.4
OG0002759	SGUI1_27930.1	SSPN1_27080.1, SSPN1_27080.2
OG0002760	SGUI1_3570.1	SSPN1_3460.1, SSPN1_3460.2
OG0002762	SGUI1_96040.1	SSPN1_92130.1
OG0002763	SGUI1_79020.1	SSPN1_75640.1, SSPN1_75640.2
OG0002764	SGUI1_31400.1	SSPN1_30510.3, SSPN1_30510.1, SSPN1_30510.2
OG0002765	SGUI1_69280.1	SSPN1_66430.1, SSPN1_66440.1
OG0002766	SGUI1_73290.2, SGUI1_73290.4, SGUI1_73290.3, SGUI1_73290.1	SSPN1_70150.1
OG0002767	SGUI1_49490.1	SSPN1_47840.1
OG0002767	SGUI1_49490.1	SSPN1_47840.2
OG0002767	SGUI1_49490.1	SSPN1_47840.3
OG0002768	SGUI1_2260.1, SGUI1_2260.2, SGUI1_2260.3	SSPN1_2170.1, SSPN1_2170.2, SSPN1_2170.3
OG0002769	SGUI1_25940.1	SSPN1_25150.7, SSPN1_25150.6, SSPN1_25150.8, SSPN1_25150.1, SSPN1_25150.2, SSPN1_25150.3, SSPN1_25150.4, SSPN1_25150.5
OG0002770	SGUI1_17600.1, SGUI1_17600.2, SGUI1_17600.3	SSPN1_10800.1, SSPN1_10800.2
OG0002771	SGUI1_33530.1	SSPN1_37180.1
OG0002772	SGUI1_82510.2, SGUI1_82510.1, SGUI1_82510.3, SGUI1_82510.4, SGUI1_82510.5	SSPN1_78250.1
OG0002773	SGUI1_15690.1	SSPN1_14630.1
OG0002774	SGUI1_2700.2, SGUI1_2700.1	SSPN1_2670.1, SSPN1_2690.1
OG0002775	SGUI1_33900.1	SSPN1_36850.1
OG0002776	SGUI1_75020.1	SSPN1_71840.1, SSPN1_71840.2, SSPN1_71840.3, SSPN1_71840.4, SSPN1_71840.5
OG0002777	SGUI1_76560.1	SSPN1_73260.3, SSPN1_73260.2, SSPN1_73260.1
OG0002778	SGUI1_95880.1	SSPN1_92010.1, SSPN1_92010.3, SSPN1_92010.4, SSPN1_92010.5, SSPN1_92010.2
OG0002779	SGUI1_33110.1, SGUI1_33110.2	SSPN1_37590.1
OG0002780	SGUI1_47140.1	SSPN1_45640.2
OG0002781	SGUI1_26370.1	SSPN1_25540.1
OG0002782	SGUI1_79370.1, SGUI1_79370.2	SSPN1_75960.1, SSPN1_75960.2, SSPN1_75970.1
OG0002783	SGUI1_54430.3, SGUI1_54430.1, SGUI1_54430.2	SSPN1_52420.1
OG0002784	SGUI1_25950.1	SSPN1_25160.1
OG0002785	SGUI1_71600.1	SSPN1_68520.3, SSPN1_68520.5, SSPN1_68520.1, SSPN1_68520.2, SSPN1_68520.4
OG0002786	SGUI1_12370.1	SSPN1_17810.1, SSPN1_17810.2
OG0002787	SGUI1_6660.1	SSPN1_7180.1
OG0002788	SGUI1_9940.1	SSPN1_19760.3, SSPN1_19760.4, SSPN1_19760.1, SSPN1_19760.2
OG0002789	SGUI1_18450.3, SGUI1_18450.1, SGUI1_18450.2	SSPN1_11640.1, SSPN1_11640.2, SSPN1_11640.3
OG0002790	SGUI1_76860.1	SSPN1_73610.1
OG0002791	SGUI1_2630.1	SSPN1_2580.1
OG0002792	SGUI1_56020.1, SGUI1_56020.2, SGUI1_56020.3	SSPN1_53810.1
OG0002793	SGUI1_10560.1, SGUI1_10560.3, SGUI1_10560.2, SGUI1_10560.4	SSPN1_19110.1
OG0002794	SGUI1_94100.1	SSPN1_90210.2, SSPN1_90210.1, SSPN1_90210.3, SSPN1_90210.4
OG0002795	SGUI1_26260.1	SSPN1_25430.1
OG0002796	SGUI1_11620.1	SSPN1_17110.1
OG0002797	SGUI1_36310.1	SSPN1_34550.2, SSPN1_34550.1, SSPN1_34550.3
OG0002798	SGUI1_74580.1, SGUI1_74580.3, SGUI1_74580.2	SSPN1_71470.1
OG0002799	SGUI1_84580.1	SSPN1_81050.1
OG0002800	SGUI1_80080.1	SSPN1_76650.3, SSPN1_76650.1, SSPN1_76650.2
OG0002801	SGUI1_4680.1, SGUI1_4680.2	SSPN1_4790.1, SSPN1_4790.2, SSPN1_4790.3, SSPN1_4790.4
OG0002802	SGUI1_91230.1, SGUI1_91230.2	SSPN1_87510.1
OG0002803	SGUI1_26540.1	SSPN1_25700.2
OG0002804	SGUI1_39100.1	SSPN1_31710.1
OG0002805	SGUI1_56370.1, SGUI1_56370.2, SGUI1_56370.3, SGUI1_56370.4	SSPN1_54150.1
OG0002806	SGUI1_71200.1, SGUI1_71200.2	SSPN1_68110.1, SSPN1_68110.2
OG0002807	SGUI1_20210.3, SGUI1_20210.5, SGUI1_20210.2, SGUI1_20210.1, SGUI1_20210.4, SGUI1_20210.6	SSPN1_13160.1
OG0002808	SGUI1_62490.1, SGUI1_62490.3, SGUI1_62490.4, SGUI1_62490.5, SGUI1_62490.2	SSPN1_62120.1, SSPN1_62110.1
OG0002809	SGUI1_81560.1	SSPN1_78720.1
OG0002810	SGUI1_34600.1	SSPN1_36120.1
OG0002811	SGUI1_21450.1	SSPN1_20970.1
OG0002812	SGUI1_86160.1	SSPN1_82610.1, SSPN1_82610.2, SSPN1_82630.1, SSPN1_82630.3, SSPN1_82630.2
OG0002813	SGUI1_78230.1	SSPN1_74900.1
OG0002814	SGUI1_23340.1	SSPN1_22830.1
OG0002815	SGUI1_63850.1	SSPN1_60690.1, SSPN1_60700.1
OG0002816	SGUI1_19140.1	SSPN1_12390.1
OG0002817	SGUI1_37160.1	SSPN1_33690.1, SSPN1_33690.2
OG0002818	SGUI1_75810.1, SGUI1_75810.2	SSPN1_72540.1
OG0002819	SGUI1_68940.1	SSPN1_66090.2, SSPN1_66090.1
OG0002820	SGUI1_75110.1, SGUI1_75100.2, SGUI1_75100.1	SSPN1_71920.1
OG0002821	SGUI1_4190.1, SGUI1_4190.2, SGUI1_4190.3, SGUI1_4190.4	SSPN1_4180.1, SSPN1_4180.2, SSPN1_4180.3
OG0002822	SGUI1_9040.1	SSPN1_20650.3, SSPN1_20650.4
OG0002823	SGUI1_14770.3, SGUI1_14770.1, SGUI1_14770.2	SSPN1_15560.1, SSPN1_15560.2
OG0002824	SGUI1_1950.1	SSPN1_1880.1
OG0002825	SGUI1_48770.1	SSPN1_47140.1
OG0002826	SGUI1_40740.1, SGUI1_40740.2, SGUI1_40740.3, SGUI1_40740.4	SSPN1_39520.1
OG0002827	SGUI1_26980.1	SSPN1_26190.1, SSPN1_26190.2, SSPN1_26190.3
OG0002828	SGUI1_27810.1	SSPN1_26990.1
OG0002829	SGUI1_61110.1, SGUI1_61110.3, SGUI1_61110.2, SGUI1_61110.4	SSPN1_63510.2, SSPN1_63510.1, SSPN1_63510.3
OG0002830	SGUI1_23050.1	SSPN1_22680.1
OG0002831	SGUI1_15300.1	SSPN1_15040.1
OG0002832	SGUI1_81950.1	SSPN1_78390.1
OG0002833	SGUI1_57040.1	SSPN1_54830.1, SSPN1_54830.2, SSPN1_54830.3
OG0002834	SGUI1_3590.2, SGUI1_3590.1	SSPN1_3500.1, SSPN1_3500.2, SSPN1_3500.3
OG0002835	SGUI1_91940.1	SSPN1_88130.3, SSPN1_88130.1, SSPN1_88130.2
OG0002836	SGUI1_25300.3, SGUI1_25300.2, SGUI1_25300.5, SGUI1_25300.1, SGUI1_25300.4	SSPN1_24540.1
OG0002837	SGUI1_15310.1	SSPN1_15030.1, SSPN1_15030.2
OG0002838	SGUI1_13240.1, SGUI1_13280.1	SSPN1_18350.1
OG0002839	SGUI1_71770.1, SGUI1_71770.2	SSPN1_68680.1
OG0002840	SGUI1_91710.1	SSPN1_87890.1
OG0002841	SGUI1_50870.1, SGUI1_50870.9, SGUI1_50870.2, SGUI1_50870.3, SGUI1_50870.6, SGUI1_50870.7, SGUI1_50870.8, SGUI1_50870.4, SGUI1_50870.5	SSPN1_49090.1, SSPN1_30540.1
OG0002842	SGUI1_72040.3, SGUI1_72040.6, SGUI1_72040.2, SGUI1_72040.1, SGUI1_72040.7, SGUI1_72040.4, SGUI1_72040.5	SSPN1_68940.1
OG0002843	SGUI1_25850.1, SGUI1_25850.2	SSPN1_25090.1, SSPN1_25090.2, SSPN1_25090.3
OG0002844	SGUI1_67960.1, SGUI1_67960.2, SGUI1_67960.3	SSPN1_57380.1, SSPN1_57380.2
OG0002846	SGUI1_20990.1	SSPN1_12570.1, SSPN1_12570.2
OG0002847	SGUI1_58180.1, SGUI1_58180.2, SGUI1_58180.3	SSPN1_55820.1, SSPN1_55830.1
OG0002848	SGUI1_61630.1	SSPN1_63000.1
OG0002849	SGUI1_12940.1, SGUI1_13030.1	SSPN1_18150.1
OG0002850	SGUI1_65220.1	SSPN1_59770.1
OG0002851	SGUI1_90090.1	SSPN1_86340.1
OG0002852	SGUI1_13110.1	SSPN1_18240.1
OG0002853	SGUI1_73450.1, SGUI1_73450.3, SGUI1_73450.2, SGUI1_73450.4	SSPN1_70320.1, SSPN1_70320.2, SSPN1_70320.4, SSPN1_70320.3, SSPN1_70320.5
OG0002854	SGUI1_34390.1	SSPN1_36350.1
OG0002855	SGUI1_16730.1	SSPN1_13640.1
OG0002856	SGUI1_53570.1	SSPN1_51630.1, SSPN1_51630.2
OG0002857	SGUI1_63500.1	SSPN1_61040.1
OG0002859	SGUI1_63160.1, SGUI1_63160.2, SGUI1_63160.3	SSPN1_61400.1
OG0002860	SGUI1_77850.1	SSPN1_74530.1
OG0002861	SGUI1_88420.1	SSPN1_84860.1, SSPN1_84860.2
OG0002862	SGUI1_65610.1, SGUI1_65610.3	SSPN1_59410.1, SSPN1_59410.2
OG0002863	SGUI1_17000.1	SSPN1_13450.1
OG0002864	SGUI1_54040.1, SGUI1_54040.2	SSPN1_52030.1, SSPN1_52030.2
OG0002865	SGUI1_9910.1	SSPN1_19800.1
OG0002866	SGUI1_35650.1	SSPN1_35130.1, SSPN1_35140.1
OG0002867	SGUI1_3780.1	SSPN1_3720.1
OG0002868	SGUI1_87530.1	SSPN1_84010.1
OG0002868	SGUI1_87530.2	SSPN1_84010.1
OG0002869	SGUI1_2080.2, SGUI1_2080.1, SGUI1_2080.3	SSPN1_2000.1
OG0002870	SGUI1_47470.2, SGUI1_47470.3, SGUI1_47470.4, SGUI1_47470.1	SSPN1_45960.1, SSPN1_45960.2, SSPN1_45960.3
OG0002871	SGUI1_45020.1, SGUI1_45020.2	SSPN1_43560.1, SSPN1_43560.2, SSPN1_43560.3, SSPN1_43560.4
OG0002872	SGUI1_49640.1	SSPN1_47980.1
OG0002873	SGUI1_92230.2, SGUI1_92230.1, SGUI1_92230.3	SSPN1_88460.3, SSPN1_88460.1, SSPN1_88460.2
OG0002874	SGUI1_39570.4, SGUI1_39570.5, SGUI1_39570.1, SGUI1_39570.2, SGUI1_39570.3	SSPN1_31360.1
OG0002875	SGUI1_51220.1, SGUI1_51220.2	SSPN1_49550.1
OG0002876	SGUI1_71250.1, SGUI1_71250.2	SSPN1_68180.5, SSPN1_68180.1, SSPN1_68180.2, SSPN1_68180.3, SSPN1_68180.4, SSPN1_68180.6
OG0002877	SGUI1_61060.1, SGUI1_61060.2	SSPN1_63560.1
OG0002878	SGUI1_64280.1, SGUI1_64280.3, SGUI1_64280.2	SSPN1_65500.1, SSPN1_65500.2
OG0002879	SGUI1_17520.4, SGUI1_17520.2, SGUI1_17520.1, SGUI1_17520.3	SSPN1_10710.1
OG0002880	SGUI1_21390.2, SGUI1_21390.1, SGUI1_21390.3	SSPN1_20900.1
OG0002881	SGUI1_59580.1	SSPN1_57170.1
OG0002882	SGUI1_17940.1	SSPN1_11130.1
OG0002882	SGUI1_17950.1	SSPN1_11140.1
OG0002883	SGUI1_51340.1, SGUI1_51340.2	SSPN1_49460.1, SSPN1_49460.2
OG0002884	SGUI1_65450.1, SGUI1_65450.2	SSPN1_59560.1, SSPN1_59560.2, SSPN1_59560.4, SSPN1_59560.3
OG0002885	SGUI1_46680.1, SGUI1_46680.2	SSPN1_45250.1
OG0002886	SGUI1_74750.1, SGUI1_74750.2, SGUI1_74750.3	SSPN1_71600.1
OG0002889	SGUI1_81150.1, SGUI1_81160.2, SGUI1_81160.1	SSPN1_79070.1
OG0002890	SGUI1_27410.1, SGUI1_27410.2	SSPN1_26600.1, SSPN1_26600.2, SSPN1_26600.3
OG0002892	SGUI1_76810.1, SGUI1_96870.1	SSPN1_73540.1, SSPN1_73550.1, SSPN1_73560.1
OG0002893	SGUI1_7840.1	SSPN1_8310.1
OG0002894	SGUI1_81190.1, SGUI1_81180.1, SGUI1_81200.1	SSPN1_79060.3, SSPN1_79060.4, SSPN1_79060.1, SSPN1_79060.2
OG0002896	SGUI1_24360.2, SGUI1_24360.1	SSPN1_23680.1
OG0002897	SGUI1_24940.2, SGUI1_24940.1	SSPN1_24220.1
OG0002902	SGUI1_39150.1, SGUI1_39150.2, SGUI1_39150.3	SSPN1_31670.1
OG0002903	SGUI1_72100.1	SSPN1_68990.1
OG0002904	SGUI1_21910.1	SSPN1_21130.1
OG0002905	SGUI1_66720.1	SSPN1_58420.1, SSPN1_58420.2
OG0002906	SGUI1_28740.1, SGUI1_28740.2, SGUI1_28740.3	SSPN1_27950.1
OG0002907	SGUI1_5070.1, SGUI1_5070.2	SSPN1_5330.1
OG0002908	SGUI1_68900.1	SSPN1_66070.3, SSPN1_66070.1, SSPN1_66070.2, SSPN1_66070.4
OG0002909	SGUI1_81990.2, SGUI1_81990.3, SGUI1_81990.1	SSPN1_78130.1
OG0002910	SGUI1_18190.1	SSPN1_11380.1
OG0002911	SGUI1_14700.2	SSPN1_15650.2
OG0002912	SGUI1_65210.1	SSPN1_59790.1
OG0002913	SGUI1_9370.1	SSPN1_20350.4, SSPN1_20350.5, SSPN1_20350.2, SSPN1_20350.3, SSPN1_20350.1
OG0002914	SGUI1_16030.1, SGUI1_16030.2, SGUI1_16030.3	SSPN1_14310.1
OG0002915	SGUI1_77880.1	SSPN1_74560.1, SSPN1_74560.3, SSPN1_74560.2, SSPN1_74560.4
OG0002916	SGUI1_16940.6, SGUI1_16940.7	SSPN1_13400.1, SSPN1_13400.2
OG0002917	SGUI1_22620.2, SGUI1_22620.1	SSPN1_22300.1, SSPN1_22300.2
OG0002918	SGUI1_81980.1, SGUI1_81980.2	SSPN1_78140.2, SSPN1_78140.1, SSPN1_78140.3
OG0002919	SGUI1_86400.1	SSPN1_83070.1
OG0002920	SGUI1_42970.1	SSPN1_41600.1
OG0002921	SGUI1_95380.1, SGUI1_95380.2	SSPN1_91510.1
OG0002922	SGUI1_76870.1	SSPN1_73620.1, SSPN1_73620.2
OG0002923	SGUI1_61230.5, SGUI1_61230.1, SGUI1_61230.3, SGUI1_61230.2, SGUI1_61230.4	SSPN1_63400.1
OG0002924	SGUI1_10920.3, SGUI1_10920.1, SGUI1_10920.2, SGUI1_10920.4, SGUI1_10920.5, SGUI1_10920.6	SSPN1_16440.1, SSPN1_16440.2, SSPN1_16440.3, SSPN1_16440.4
OG0002925	SGUI1_11650.1, SGUI1_11650.2	SSPN1_17150.1
OG0002926	SGUI1_32220.1, SGUI1_32220.2	SSPN1_38420.1
OG0002928	SGUI1_75370.1	SSPN1_72160.1
OG0002929	SGUI1_22220.1	SSPN1_21830.1
OG0002930	SGUI1_40490.1, SGUI1_40490.2, SGUI1_40490.3, SGUI1_40490.4	SSPN1_39290.1
OG0002931	SGUI1_1960.1	SSPN1_1890.1
OG0002932	SGUI1_44900.1	SSPN1_43450.1
OG0002933	SGUI1_40200.1	SSPN1_30710.1
OG0002934	SGUI1_93580.1	SSPN1_89660.1
OG0002935	SGUI1_66220.1, SGUI1_66220.2, SGUI1_66220.3	SSPN1_58900.1
OG0002936	SGUI1_46620.1, SGUI1_46620.2	SSPN1_45170.1
OG0002937	SGUI1_38750.1	SSPN1_32120.1
OG0002938	SGUI1_79560.1	SSPN1_76160.1
OG0002939	SGUI1_12130.17, SGUI1_12130.18, SGUI1_12130.19, SGUI1_12130.20, SGUI1_12130.21, SGUI1_12240.1	SSPN1_17690.1, SSPN1_17690.2, SSPN1_17690.3, SSPN1_17690.4
OG0002940	SGUI1_48010.1	SSPN1_46500.1, SSPN1_46500.2, SSPN1_46500.3
OG0002941	SGUI1_55280.1	SSPN1_53210.1
OG0002941	SGUI1_55290.1	SSPN1_53220.1
OG0002942	SGUI1_78860.1	SSPN1_75480.1
OG0002942	SGUI1_78840.1	SSPN1_75470.1
OG0002943	SGUI1_78880.1	SSPN1_75500.1
OG0002944	SGUI1_17080.1, SGUI1_17080.2	SSPN1_13320.4, SSPN1_13320.1, SSPN1_13320.2, SSPN1_13320.3
OG0002945	SGUI1_78200.1, SGUI1_78200.2	SSPN1_74850.1
OG0002946	SGUI1_18360.1, SGUI1_18360.2, SGUI1_18360.3	SSPN1_11540.1
OG0002947	SGUI1_89910.1, SGUI1_89910.2	SSPN1_86530.2, SSPN1_86530.1, SSPN1_86530.3
OG0002948	SGUI1_60980.1	SSPN1_63680.2, SSPN1_63680.3, SSPN1_63680.1, SSPN1_63680.4, SSPN1_63680.5
OG0002949	SGUI1_33920.1	SSPN1_36830.1, SSPN1_36830.2, SSPN1_36830.3
OG0002950	SGUI1_70450.1, SGUI1_70450.2, SGUI1_70450.3, SGUI1_70450.4	SSPN1_67430.1
OG0002951	SGUI1_37720.1	SSPN1_33170.1, SSPN1_33170.2
OG0002952	SGUI1_50590.1	SSPN1_48760.1, SSPN1_48770.1
OG0002953	SGUI1_3280.1	SSPN1_3190.1, SSPN1_3190.4, SSPN1_3190.2, SSPN1_3190.3
OG0002954	SGUI1_60480.1	SSPN1_64220.1
OG0002955	SGUI1_73850.24, SGUI1_73850.25, SGUI1_74040.1	SSPN1_70870.1
OG0002956	SGUI1_95130.1, SGUI1_95130.2	SSPN1_91260.1
OG0002957	SGUI1_70560.1	SSPN1_67510.1
OG0002958	SGUI1_67220.1, SGUI1_67220.2	SSPN1_57980.1, SSPN1_57980.2, SSPN1_57980.3
OG0002959	SGUI1_87500.1, SGUI1_87500.2, SGUI1_87500.3, SGUI1_87500.4, SGUI1_87500.5	SSPN1_83990.1, SSPN1_83990.2, SSPN1_83990.3
OG0002960	SGUI1_48730.1, SGUI1_48730.2	SSPN1_47110.1
OG0002961	SGUI1_18770.1	SSPN1_11980.1
OG0002962	SGUI1_66760.1, SGUI1_66760.2, SGUI1_66760.3, SGUI1_66760.4	SSPN1_58390.1, SSPN1_58390.2, SSPN1_58390.3, SSPN1_58390.4
OG0002963	SGUI1_13410.1, SGUI1_13410.2	SSPN1_18420.1, SSPN1_18420.2
OG0002964	SGUI1_24880.1, SGUI1_24880.2, SGUI1_24880.3, SGUI1_24880.4	SSPN1_24170.1, SSPN1_24160.1
