Orthogroup	schistosoma_guineensis	schistosoma_bovis
OG0001963	SGUI1_25720.2, SGUI1_25720.4, SGUI1_25720.3, SGUI1_25720.1	SBOV2_25510.5, SBOV2_25510.2, SBOV2_25510.3, SBOV2_25510.1, SBOV2_25510.4
OG0001964	SGUI1_88580.1	SBOV2_87320.1
OG0001964	SGUI1_88580.2	SBOV2_87320.1
OG0001964	SGUI1_88580.1	SBOV2_87320.2
OG0001964	SGUI1_88580.2	SBOV2_87320.2
OG0001964	SGUI1_88580.1	SBOV2_87320.3
OG0001964	SGUI1_88580.2	SBOV2_87320.3
OG0001964	SGUI1_88580.1	SBOV2_87320.4
OG0001964	SGUI1_88580.2	SBOV2_87320.4
OG0001964	SGUI1_88560.1	SBOV2_87310.1
OG0001965	SGUI1_84550.1	SBOV2_83330.3, SBOV2_83330.1, SBOV2_83330.2
OG0001966	SGUI1_6850.1, SGUI1_6850.2, SGUI1_6850.3, SGUI1_6850.4	SBOV2_8170.1, SBOV2_8170.3
OG0001967	SGUI1_95970.1	SBOV2_94620.4, SBOV2_94620.1, SBOV2_94620.2, SBOV2_94620.3
OG0001968	SGUI1_31270.1	SBOV2_36150.1, SBOV2_36140.1
OG0001969	SGUI1_29460.1	SBOV2_37910.1, SBOV2_37910.2
OG0001970	SGUI1_37320.1, SGUI1_37320.2	SBOV2_30260.1, SBOV2_30260.2
OG0001971	SGUI1_60890.5, SGUI1_60890.2, SGUI1_60890.4, SGUI1_60890.1, SGUI1_60890.3	SBOV2_60040.1, SBOV2_60040.5, SBOV2_60040.3, SBOV2_60040.8, SBOV2_60040.4, SBOV2_60040.2, SBOV2_60040.6, SBOV2_60040.7
OG0001972	SGUI1_66740.1	SBOV2_66000.1
OG0001973	SGUI1_58560.1	SBOV2_57650.1
OG0001974	SGUI1_47190.1	SBOV2_46590.1, SBOV2_46590.2
OG0001975	SGUI1_49990.1, SGUI1_49990.2, SGUI1_49990.3	SBOV2_49270.1
OG0001976	SGUI1_3980.1	SBOV2_4060.2
OG0001976	SGUI1_3980.3, SGUI1_3980.2	SBOV2_4060.3, SBOV2_4060.1
OG0001977	SGUI1_91530.1	SBOV2_90180.1
OG0001977	SGUI1_91530.2	SBOV2_90180.1
OG0001977	SGUI1_91530.3	SBOV2_90180.1
OG0001977	SGUI1_91530.5	SBOV2_90180.1
OG0001977	SGUI1_91530.6	SBOV2_90180.1
OG0001977	SGUI1_91530.1	SBOV2_90180.2
OG0001977	SGUI1_91530.2	SBOV2_90180.2
OG0001977	SGUI1_91530.3	SBOV2_90180.2
OG0001977	SGUI1_91530.5	SBOV2_90180.2
OG0001977	SGUI1_91530.6	SBOV2_90180.2
OG0001977	SGUI1_91530.1	SBOV2_90180.3
OG0001977	SGUI1_91530.2	SBOV2_90180.3
OG0001977	SGUI1_91530.3	SBOV2_90180.3
OG0001977	SGUI1_91530.5	SBOV2_90180.3
OG0001977	SGUI1_91530.6	SBOV2_90180.3
OG0001978	SGUI1_79770.1	SBOV2_78360.2, SBOV2_78360.4, SBOV2_78360.5, SBOV2_78360.3, SBOV2_78360.1, SBOV2_78200.1
OG0001979	SGUI1_51370.1, SGUI1_51370.2, SGUI1_51370.3	SBOV2_54280.1, SBOV2_54280.3, SBOV2_54280.2
OG0001980	SGUI1_62520.3, SGUI1_62520.1, SGUI1_62520.2	SBOV2_61640.1, SBOV2_61640.4, SBOV2_61640.5, SBOV2_61640.2, SBOV2_61640.3
OG0001981	SGUI1_42170.1	SBOV2_25720.1
OG0001982	SGUI1_34530.1, SGUI1_34530.2	SBOV2_32940.1
OG0001983	SGUI1_84560.1, SGUI1_84560.2, SGUI1_84560.3, SGUI1_84560.4	SBOV2_83340.2, SBOV2_83340.3, SBOV2_83340.1, SBOV2_83340.4
OG0001984	SGUI1_88990.1, SGUI1_88990.2	SBOV2_89520.1, SBOV2_89520.2
OG0001985	SGUI1_38680.3	SBOV2_28930.4, SBOV2_28930.8
OG0001985	SGUI1_38680.2, SGUI1_38680.1, SGUI1_38680.4, SGUI1_38680.5	SBOV2_28930.7, SBOV2_28930.6, SBOV2_28930.1, SBOV2_28930.2, SBOV2_28930.3, SBOV2_28930.5
OG0001986	SGUI1_53130.4, SGUI1_53130.1, SGUI1_53130.2, SGUI1_53130.3	SBOV2_52640.3, SBOV2_52640.1, SBOV2_52640.2, SBOV2_52640.4
OG0001987	SGUI1_38630.1, SGUI1_38630.2, SGUI1_38630.3	SBOV2_28970.11, SBOV2_28970.6, SBOV2_28970.7, SBOV2_28970.5, SBOV2_28970.8, SBOV2_28970.10, SBOV2_28970.3, SBOV2_28970.4, SBOV2_28970.9, SBOV2_28970.1, SBOV2_28970.2, SBOV2_28970.12, SBOV2_28970.14, SBOV2_28970.13
OG0001988	SGUI1_59770.2, SGUI1_59770.3, SGUI1_59770.4, SGUI1_59770.5	SBOV2_58910.1
OG0001989	SGUI1_9730.1	SBOV2_10320.2, SBOV2_10320.4, SBOV2_10320.3, SBOV2_10320.1
OG0001990	SGUI1_49710.4, SGUI1_49710.1, SGUI1_49710.3, SGUI1_49710.2	SBOV2_49000.1
OG0001991	SGUI1_14810.2, SGUI1_14810.1, SGUI1_14810.3	SBOV2_14750.1
OG0001992	SGUI1_47760.1	SBOV2_47130.1
OG0001993	SGUI1_75510.1, SGUI1_75510.3, SGUI1_75510.2	SBOV2_74230.4, SBOV2_74230.6, SBOV2_74230.1, SBOV2_74230.2, SBOV2_74230.3, SBOV2_74230.10, SBOV2_74230.8, SBOV2_74230.9, SBOV2_74230.5, SBOV2_74230.7
OG0001994	SGUI1_19830.1, SGUI1_19830.3, SGUI1_19830.4, SGUI1_19830.2	SBOV2_20360.1
OG0001995	SGUI1_94460.1, SGUI1_94460.2	SBOV2_93070.1
OG0001996	SGUI1_97170.1	SBOV2_82440.1
OG0001996	SGUI1_83770.1	SBOV2_82450.1
OG0001997	SGUI1_8100.1	SBOV2_8620.2, SBOV2_8620.3, SBOV2_8620.4, SBOV2_8620.1, SBOV2_8620.5
OG0001998	SGUI1_91780.1	SBOV2_90410.1, SBOV2_90410.2
OG0001999	SGUI1_49830.1, SGUI1_49830.2, SGUI1_49830.3	SBOV2_49130.1
OG0002000	SGUI1_8480.1	SBOV2_8950.1
OG0002001	SGUI1_13260.1	SBOV2_13570.1
OG0002001	SGUI1_13290.1, SGUI1_13300.1	SBOV2_13560.1
OG0002002	SGUI1_35790.1, SGUI1_35790.3, SGUI1_35790.4, SGUI1_35790.2	SBOV2_31750.2, SBOV2_31750.3
OG0002003	SGUI1_49780.1, SGUI1_49780.2, SGUI1_49780.3, SGUI1_49780.4	SBOV2_49090.1
OG0002004	SGUI1_4370.1	SBOV2_4570.1
OG0002005	SGUI1_56040.1	SBOV2_55070.1
OG0002006	SGUI1_75380.1, SGUI1_75380.2	SBOV2_74080.1
OG0002007	SGUI1_69360.1, SGUI1_69360.4, SGUI1_69360.3, SGUI1_69360.2, SGUI1_69360.5, SGUI1_69350.1	SBOV2_68520.1
OG0002008	SGUI1_62440.3, SGUI1_62440.1, SGUI1_62440.2	SBOV2_61560.1, SBOV2_61560.2, SBOV2_61560.3
OG0002009	SGUI1_33610.1	SBOV2_33810.1, SBOV2_33810.2, SBOV2_33810.3
OG0002010	SGUI1_52020.1, SGUI1_52020.2, SGUI1_52020.3, SGUI1_52020.4, SGUI1_52020.5	SBOV2_53680.1, SBOV2_53680.2
OG0002011	SGUI1_76160.1	SBOV2_74780.1
OG0002012	SGUI1_8550.1	SBOV2_9070.1
OG0002013	SGUI1_51350.2, SGUI1_51350.1	SBOV2_54290.1
OG0002013	SGUI1_51350.3	SBOV2_54290.2
OG0002014	SGUI1_64550.2, SGUI1_64550.1, SGUI1_64550.4, SGUI1_64550.5	SBOV2_63590.2, SBOV2_63590.1
OG0002015	SGUI1_87620.1	SBOV2_86370.1, SBOV2_86370.2, SBOV2_86370.3, SBOV2_86370.4
OG0002016	SGUI1_63060.1, SGUI1_63060.2, SGUI1_63060.3, SGUI1_63060.4	SBOV2_62180.4, SBOV2_62180.3, SBOV2_62180.1, SBOV2_62180.2
OG0002017	SGUI1_65700.3, SGUI1_65700.4, SGUI1_65700.2, SGUI1_65700.1	SBOV2_64860.1, SBOV2_64860.2
OG0002018	SGUI1_71540.1	SBOV2_70570.1
OG0002020	SGUI1_66200.2, SGUI1_66200.1	SBOV2_65350.2, SBOV2_65350.4, SBOV2_65350.1, SBOV2_65350.3, SBOV2_65350.5
OG0002021	SGUI1_72280.1	SBOV2_71250.1, SBOV2_71250.2
OG0002021	SGUI1_72270.1	SBOV2_71470.1
OG0002023	SGUI1_67990.1, SGUI1_67990.2, SGUI1_67990.3	SBOV2_67140.1, SBOV2_67140.2
OG0002024	SGUI1_23930.2, SGUI1_23930.3, SGUI1_23930.1, SGUI1_23930.4	SBOV2_23680.1
OG0002025	SGUI1_63040.1	SBOV2_62160.1
OG0002025	SGUI1_63040.2	SBOV2_62160.1
OG0002026	SGUI1_4620.1	SBOV2_4870.1, SBOV2_4870.2, SBOV2_4870.4, SBOV2_4870.5, SBOV2_4870.3
OG0002027	SGUI1_85980.3, SGUI1_85980.4, SGUI1_85980.1, SGUI1_85980.5, SGUI1_85980.6, SGUI1_85980.2	SBOV2_84870.2, SBOV2_84870.3, SBOV2_84870.1, SBOV2_84870.4
OG0002028	SGUI1_52840.1	SBOV2_52900.1
OG0002029	SGUI1_32440.1	SBOV2_34980.1, SBOV2_34980.3, SBOV2_34980.2
OG0002030	SGUI1_62590.1, SGUI1_62590.2	SBOV2_61710.2
OG0002031	SGUI1_1790.2, SGUI1_1790.3, SGUI1_1790.5, SGUI1_1790.1, SGUI1_1790.4	SBOV2_1830.1
OG0002032	SGUI1_93930.1, SGUI1_93930.2	SBOV2_92510.1
OG0002033	SGUI1_60640.1	SBOV2_59780.1, SBOV2_59780.3, SBOV2_59780.2, SBOV2_59780.5, SBOV2_59780.4
OG0002034	SGUI1_68460.3, SGUI1_68460.2, SGUI1_68460.1, SGUI1_68460.4	SBOV2_67610.3, SBOV2_67610.4, SBOV2_67610.2
OG0002035	SGUI1_13430.1, SGUI1_13430.2	SBOV2_13670.1
OG0002036	SGUI1_87760.1	SBOV2_86490.1
OG0002037	SGUI1_54690.1, SGUI1_54690.2, SGUI1_54690.3, SGUI1_54690.5, SGUI1_54690.6	SBOV2_51150.1, SBOV2_51150.4
OG0002037	SGUI1_54690.4	SBOV2_51150.3
OG0002038	SGUI1_43800.1	SBOV2_43050.1, SBOV2_43050.2, SBOV2_43050.3
OG0002039	SGUI1_49920.5, SGUI1_49920.1, SGUI1_49920.3, SGUI1_49920.4, SGUI1_49920.2, SGUI1_49920.6	SBOV2_49210.1, SBOV2_49210.3, SBOV2_49210.2
OG0002041	SGUI1_74950.4, SGUI1_74950.3, SGUI1_74950.1, SGUI1_74950.2	SBOV2_73700.1, SBOV2_73700.2
OG0002042	SGUI1_13230.1, SGUI1_13230.2, SGUI1_13230.3, SGUI1_13230.4	SBOV2_13530.4, SBOV2_13530.3, SBOV2_13530.5, SBOV2_13530.6, SBOV2_13530.7, SBOV2_13530.2, SBOV2_13530.1
OG0002043	SGUI1_63660.1, SGUI1_63660.2	SBOV2_62820.1, SBOV2_62820.2, SBOV2_62820.3
OG0002044	SGUI1_7010.1	SBOV2_7910.3, SBOV2_7910.2, SBOV2_7910.4, SBOV2_7910.5, SBOV2_7910.1
OG0002045	SGUI1_85840.1, SGUI1_85840.2, SGUI1_85840.3	SBOV2_84730.1
OG0002046	SGUI1_75270.4, SGUI1_75270.1, SGUI1_75270.2, SGUI1_75270.3	SBOV2_73980.1
OG0002047	SGUI1_85580.2	SBOV2_84430.1
OG0002047	SGUI1_85580.4, SGUI1_85580.1, SGUI1_85580.3	SBOV2_84430.2, SBOV2_84430.4, SBOV2_84430.3
OG0002048	SGUI1_15930.1, SGUI1_15930.2	SBOV2_15890.1, SBOV2_15890.2, SBOV2_15890.3, SBOV2_15890.4, SBOV2_15890.5
OG0002049	SGUI1_91080.1	SBOV2_89770.1
OG0002050	SGUI1_54160.1	SBOV2_51670.4, SBOV2_51670.9
OG0002051	SGUI1_30190.1	SBOV2_37210.1
OG0002052	SGUI1_43270.1	SBOV2_42500.1, SBOV2_42500.3, SBOV2_42500.2, SBOV2_42500.4
OG0002053	SGUI1_77650.1	SBOV2_76250.5, SBOV2_76250.3, SBOV2_76250.4, SBOV2_76250.1, SBOV2_76250.2
OG0002054	SGUI1_71090.1	SBOV2_70120.1, SBOV2_70120.2
OG0002055	SGUI1_58480.1	SBOV2_57580.1, SBOV2_57580.2
OG0002056	SGUI1_90110.1, SGUI1_90120.1	SBOV2_88470.1
OG0002057	SGUI1_50080.2	SBOV2_49330.2
OG0002059	SGUI1_44410.1	SBOV2_43680.1
OG0002060	SGUI1_6910.1, SGUI1_6910.2, SGUI1_6910.3, SGUI1_6910.4	SBOV2_8040.1
OG0002062	SGUI1_67710.1	SBOV2_66850.1
OG0002063	SGUI1_44510.1, SGUI1_44510.2, SGUI1_44510.3, SGUI1_44510.4, SGUI1_44490.1	SBOV2_43760.1, SBOV2_43760.2
OG0002066	SGUI1_75940.1	SBOV2_74610.1
OG0002066	SGUI1_76010.1	SBOV2_74650.1
OG0002067	SGUI1_59530.1, SGUI1_59530.2, SGUI1_59530.3, SGUI1_59530.4	SBOV2_58700.3, SBOV2_58700.4, SBOV2_58700.2, SBOV2_58700.5, SBOV2_58700.1, SBOV2_58700.6
OG0002068	SGUI1_11190.1	SBOV2_11930.4, SBOV2_11930.7, SBOV2_11930.6, SBOV2_11930.3, SBOV2_11930.2, SBOV2_11930.1, SBOV2_11930.5
OG0002069	SGUI1_83660.1, SGUI1_89180.1, SGUI1_89220.1	SBOV2_81470.1
OG0002069	SGUI1_66130.1	SBOV2_93010.1, SBOV2_22110.1, SBOV2_72560.1
OG0002069	SGUI1_57330.1	SBOV2_54260.1
OG0002073	SGUI1_95200.1	SBOV2_93850.2, SBOV2_93850.1
OG0002074	SGUI1_18660.1	SBOV2_18460.3, SBOV2_18460.1, SBOV2_18460.6, SBOV2_18460.2, SBOV2_18460.4, SBOV2_18460.5
OG0002075	SGUI1_9810.3	SBOV2_10380.3, SBOV2_10380.4
OG0002075	SGUI1_9810.1, SGUI1_9810.2	SBOV2_10380.1, SBOV2_10380.2
OG0002076	SGUI1_41770.1, SGUI1_41770.2	SBOV2_26090.1
OG0002077	SGUI1_13060.1, SGUI1_13050.1	SBOV2_13420.1
OG0002078	SGUI1_37520.1	SBOV2_30050.3
OG0002078	SGUI1_37520.1	SBOV2_30050.4
OG0002079	SGUI1_37740.1	SBOV2_29850.2, SBOV2_29850.1
OG0002080	SGUI1_51330.2, SGUI1_51330.1, SGUI1_51330.3	SBOV2_54310.1, SBOV2_54310.2
OG0002081	SGUI1_83120.1, SGUI1_83120.2	SBOV2_81760.1, SBOV2_81760.3, SBOV2_81760.2
OG0002082	SGUI1_59910.1	SBOV2_59030.1
OG0002082	SGUI1_59920.1	SBOV2_59040.1
OG0002083	SGUI1_44610.1	SBOV2_43870.1
OG0002084	SGUI1_17500.1	SBOV2_17390.1
OG0002085	SGUI1_61520.1	SBOV2_60680.1
OG0002085	SGUI1_61520.2	SBOV2_60680.1
OG0002085	SGUI1_61520.3	SBOV2_60680.1
OG0002085	SGUI1_61520.1	SBOV2_60680.2
OG0002085	SGUI1_61520.2	SBOV2_60680.2
OG0002085	SGUI1_61520.3	SBOV2_60680.2
OG0002085	SGUI1_61520.1	SBOV2_60680.3
OG0002085	SGUI1_61520.2	SBOV2_60680.3
OG0002085	SGUI1_61520.3	SBOV2_60680.3
OG0002085	SGUI1_61520.1	SBOV2_60680.4
OG0002085	SGUI1_61520.2	SBOV2_60680.4
OG0002085	SGUI1_61520.3	SBOV2_60680.4
OG0002085	SGUI1_61520.1	SBOV2_60680.5
OG0002085	SGUI1_61520.2	SBOV2_60680.5
OG0002085	SGUI1_61520.3	SBOV2_60680.5
OG0002086	SGUI1_41370.2, SGUI1_41370.1	SBOV2_26470.4, SBOV2_26470.2, SBOV2_26470.1, SBOV2_26470.3
OG0002087	SGUI1_33310.1	SBOV2_34090.3, SBOV2_34090.1
OG0002088	SGUI1_27420.1, SGUI1_27420.2, SGUI1_27420.3, SGUI1_27420.4	SBOV2_39890.1, SBOV2_39890.2, SBOV2_39890.3
OG0002089	SGUI1_45910.1, SGUI1_45910.2	SBOV2_45280.1, SBOV2_45280.2, SBOV2_45280.3
OG0002090	SGUI1_54680.1	SBOV2_51160.1
OG0002091	SGUI1_52970.3, SGUI1_52970.1, SGUI1_52970.2	SBOV2_52770.2, SBOV2_52770.3, SBOV2_52770.1
OG0002092	SGUI1_38900.3, SGUI1_38900.1, SGUI1_38900.2	SBOV2_28720.2
OG0002093	SGUI1_25270.1	SBOV2_25080.2, SBOV2_25080.3, SBOV2_25080.1
OG0002094	SGUI1_4760.1	SBOV2_5010.4, SBOV2_5010.1, SBOV2_5010.2, SBOV2_5010.3
OG0002095	SGUI1_15900.1	SBOV2_15870.1, SBOV2_15870.2
OG0002097	SGUI1_5040.1, SGUI1_5040.2, SGUI1_5040.3	SBOV2_5360.1, SBOV2_5360.2, SBOV2_5360.3
OG0002098	SGUI1_65030.1	SBOV2_64150.1, SBOV2_64150.2, SBOV2_64150.3
OG0002099	SGUI1_38790.1, SGUI1_38790.2, SGUI1_38790.3	SBOV2_28830.1, SBOV2_28830.3, SBOV2_28830.2
OG0002101	SGUI1_89600.1	SBOV2_88980.3, SBOV2_88980.1, SBOV2_88980.4, SBOV2_88980.7, SBOV2_88980.9, SBOV2_88980.2, SBOV2_88980.5, SBOV2_88980.6, SBOV2_88980.8
OG0002102	SGUI1_24110.1	SBOV2_23870.1
OG0002102	SGUI1_24900.1	SBOV2_24710.1, SBOV2_24710.2
OG0002103	SGUI1_43080.1, SGUI1_43080.2, SGUI1_43080.3, SGUI1_43080.5, SGUI1_43080.6, SGUI1_43080.4	SBOV2_42270.1
OG0002104	SGUI1_30720.1	SBOV2_36680.3, SBOV2_36680.1, SBOV2_36680.2
OG0002105	SGUI1_25540.1	SBOV2_25330.1, SBOV2_25330.2
OG0002106	SGUI1_88300.1	SBOV2_87060.1
OG0002107	SGUI1_60400.3	SBOV2_59530.1, SBOV2_59530.2
OG0002107	SGUI1_60400.1, SGUI1_60400.2	SBOV2_59530.3
OG0002108	SGUI1_91090.1	SBOV2_89780.1
OG0002108	SGUI1_82320.1	SBOV2_80090.1
OG0002109	SGUI1_45400.4, SGUI1_45400.5, SGUI1_45400.1, SGUI1_45400.3, SGUI1_45400.2	SBOV2_44700.1
OG0002110	SGUI1_84680.1	SBOV2_83440.1
OG0002110	SGUI1_71350.5, SGUI1_71350.4, SGUI1_71350.2, SGUI1_71350.1, SGUI1_71350.3	SBOV2_70360.4
OG0002111	SGUI1_42450.1	SBOV2_41620.4, SBOV2_41620.1, SBOV2_41620.3, SBOV2_41620.2
OG0002112	SGUI1_58980.1, SGUI1_58980.2, SGUI1_58980.3	SBOV2_58150.1, SBOV2_58150.2, SBOV2_58150.4, SBOV2_58150.3, SBOV2_58150.5, SBOV2_58150.6
OG0002113	SGUI1_90830.1, SGUI1_90830.2, SGUI1_90830.4, SGUI1_90830.3	SBOV2_87730.1
OG0002114	SGUI1_23860.5, SGUI1_23860.4, SGUI1_97240.1, SGUI1_23860.3, SGUI1_23860.1, SGUI1_23860.2	SBOV2_23610.1, SBOV2_23610.2
OG0002115	SGUI1_55190.1	SBOV2_50620.5
OG0002116	SGUI1_32310.1	SBOV2_35110.5, SBOV2_35110.2, SBOV2_35110.4, SBOV2_35110.3
OG0002117	SGUI1_4400.1	SBOV2_4610.1, SBOV2_4610.2, SBOV2_4610.3
OG0002118	SGUI1_45840.1	SBOV2_45220.1
OG0002118	SGUI1_45830.1	SBOV2_45210.1
OG0002119	SGUI1_84710.1, SGUI1_84710.2, SGUI1_84710.3, SGUI1_84710.4, SGUI1_84710.5, SGUI1_84710.6	SBOV2_83470.2, SBOV2_83470.3, SBOV2_83470.4, SBOV2_83470.1
OG0002120	SGUI1_6040.1	SBOV2_6280.1
OG0002121	SGUI1_6050.1	SBOV2_6290.1
OG0002122	SGUI1_31180.1, SGUI1_31180.2, SGUI1_31180.5, SGUI1_31180.7, SGUI1_31180.8, SGUI1_31180.3, SGUI1_31180.4, SGUI1_31180.6, SGUI1_31180.9	SBOV2_36230.1
OG0002123	SGUI1_29050.1	SBOV2_38270.3, SBOV2_38270.1, SBOV2_38270.2
OG0002124	SGUI1_19820.2, SGUI1_19820.3, SGUI1_19820.6, SGUI1_19820.5, SGUI1_19820.8, SGUI1_19820.7, SGUI1_19820.1, SGUI1_19820.4	SBOV2_20370.1
OG0002125	SGUI1_96380.1	SBOV2_95320.1
OG0002126	SGUI1_3100.1, SGUI1_3100.2	SBOV2_3150.5, SBOV2_3150.2, SBOV2_3150.3, SBOV2_3150.4, SBOV2_3150.1
OG0002127	SGUI1_60160.1, SGUI1_60160.2	SBOV2_59270.2, SBOV2_59270.1
OG0002128	SGUI1_6220.1, SGUI1_6220.2	SBOV2_6480.1
OG0002129	SGUI1_52090.1, SGUI1_52100.1, SGUI1_52100.2	SBOV2_53620.1
OG0002130	SGUI1_24300.1	SBOV2_24050.1
OG0002131	SGUI1_40510.1	SBOV2_27270.2, SBOV2_27270.1, SBOV2_27270.3
OG0002132	SGUI1_55420.3, SGUI1_55420.5, SGUI1_55420.4, SGUI1_55420.1, SGUI1_55420.2	SBOV2_50410.1, SBOV2_50410.3, SBOV2_50410.4, SBOV2_50410.2
OG0002133	SGUI1_47360.1, SGUI1_47360.2, SGUI1_47360.3, SGUI1_47360.4, SGUI1_47360.6, SGUI1_47360.5	SBOV2_46730.1, SBOV2_46730.2, SBOV2_46730.3, SBOV2_46730.4, SBOV2_46730.5
OG0002134	SGUI1_36830.1, SGUI1_36830.3, SGUI1_36830.2, SGUI1_36830.4	SBOV2_30730.1, SBOV2_30730.3, SBOV2_30730.4, SBOV2_30730.2
OG0002135	SGUI1_25780.1, SGUI1_25780.2, SGUI1_25780.3, SGUI1_25780.4, SGUI1_25780.5	SBOV2_25570.1, SBOV2_25570.2, SBOV2_25570.3, SBOV2_25570.4, SBOV2_25570.5, SBOV2_25570.6
OG0002136	SGUI1_93330.1	SBOV2_91580.1, SBOV2_91580.2, SBOV2_91580.3, SBOV2_91580.4
OG0002137	SGUI1_79050.2	SBOV2_77680.1
OG0002137	SGUI1_79050.3	SBOV2_77680.2, SBOV2_77680.3, SBOV2_77680.4
OG0002138	SGUI1_30880.1	SBOV2_36530.1
OG0002138	SGUI1_30870.1	SBOV2_36540.2, SBOV2_36540.1, SBOV2_36540.3
OG0002139	SGUI1_63380.1	SBOV2_62580.1, SBOV2_62580.2, SBOV2_62580.4, SBOV2_62580.3
OG0002140	SGUI1_6890.1	SBOV2_8120.2, SBOV2_8120.1, SBOV2_8120.3, SBOV2_8120.4, SBOV2_8120.5
OG0002141	SGUI1_59090.1, SGUI1_59090.2	SBOV2_58370.1, SBOV2_58290.1, SBOV2_58290.2
OG0002142	SGUI1_86260.1	SBOV2_85140.1
OG0002143	SGUI1_45790.1, SGUI1_45790.2	SBOV2_45140.1
OG0002144	SGUI1_26130.1, SGUI1_26130.2	SBOV2_41180.1
OG0002145	SGUI1_30320.1	SBOV2_37080.1, SBOV2_37080.2
OG0002146	SGUI1_16200.1	SBOV2_16080.3
OG0002147	SGUI1_49900.1, SGUI1_49900.2	SBOV2_49190.1, SBOV2_49190.2, SBOV2_49190.3, SBOV2_49190.5, SBOV2_49190.6, SBOV2_49190.7, SBOV2_49190.8, SBOV2_49190.9, SBOV2_49190.4
OG0002148	SGUI1_5840.2	SBOV2_6090.1
OG0002149	SGUI1_53880.1, SGUI1_53880.2, SGUI1_53880.3	SBOV2_51940.1, SBOV2_51940.2
OG0002150	SGUI1_68450.3, SGUI1_68450.1, SGUI1_68450.2	SBOV2_67710.1, SBOV2_67600.1
OG0002151	SGUI1_49730.1	SBOV2_49030.1
OG0002151	SGUI1_81350.1	SBOV2_81120.1
OG0002152	SGUI1_74430.3, SGUI1_74430.1, SGUI1_74430.2	SBOV2_73270.5, SBOV2_73270.1, SBOV2_73270.2, SBOV2_73270.3, SBOV2_73270.4
OG0002153	SGUI1_6780.1	SBOV2_7050.1
OG0002154	SGUI1_36340.1	SBOV2_31220.1
OG0002155	SGUI1_23180.1, SGUI1_23180.2, SGUI1_23180.3, SGUI1_23180.4, SGUI1_23180.5	SBOV2_23360.2, SBOV2_23360.3, SBOV2_23360.4
OG0002155	SGUI1_23520.1	SBOV2_23360.1
OG0002156	SGUI1_88880.1	SBOV2_89610.1, SBOV2_89610.2, SBOV2_89610.3, SBOV2_89610.4
OG0002157	SGUI1_62860.1	SBOV2_61980.1, SBOV2_61980.2
OG0002158	SGUI1_77030.1	SBOV2_75680.1, SBOV2_75680.2
OG0002159	SGUI1_75010.1	SBOV2_73770.1, SBOV2_73770.2, SBOV2_73770.3
OG0002160	SGUI1_61460.1	SBOV2_60600.1
OG0002161	SGUI1_45240.1	SBOV2_44320.1, SBOV2_44320.2, SBOV2_44320.3, SBOV2_44340.1
OG0002162	SGUI1_25900.1	SBOV2_41280.1
OG0002162	SGUI1_26010.1	SBOV2_41280.1
OG0002162	SGUI1_25900.1	SBOV2_41310.1
OG0002162	SGUI1_26010.1	SBOV2_41310.1
OG0002162	SGUI1_25900.1	SBOV2_41370.1
OG0002162	SGUI1_26010.1	SBOV2_41370.1
OG0002163	SGUI1_38440.1, SGUI1_38440.2	SBOV2_29150.1, SBOV2_29150.2, SBOV2_29150.3
OG0002164	SGUI1_58820.3, SGUI1_58820.8, SGUI1_58820.1, SGUI1_58820.4, SGUI1_58820.6, SGUI1_58820.2, SGUI1_58820.7, SGUI1_58820.5	SBOV2_57940.1
OG0002165	SGUI1_27770.1	SBOV2_39540.3, SBOV2_39540.1, SBOV2_39540.2
OG0002166	SGUI1_55940.1	SBOV2_54990.1
OG0002167	SGUI1_51950.1	SBOV2_53750.1
OG0002168	SGUI1_48180.1	SBOV2_47560.3, SBOV2_47560.4, SBOV2_47560.5, SBOV2_47560.2, SBOV2_47560.1
OG0002169	SGUI1_21140.5, SGUI1_21140.6, SGUI1_21140.4	SBOV2_21150.2, SBOV2_21150.5
OG0002170	SGUI1_72410.1, SGUI1_72410.2	SBOV2_71370.1
OG0002171	SGUI1_2660.1, SGUI1_2660.2, SGUI1_2660.3, SGUI1_2660.4	SBOV2_2700.1, SBOV2_2680.1
OG0002172	SGUI1_30220.1	SBOV2_37180.1
OG0002173	SGUI1_64960.2, SGUI1_64960.3, SGUI1_64960.1, SGUI1_64960.4, SGUI1_64960.5	SBOV2_64050.1
OG0002174	SGUI1_74440.1	SBOV2_73280.3
OG0002175	SGUI1_75750.1	SBOV2_74410.1
OG0002176	SGUI1_79870.1	SBOV2_78470.1, SBOV2_78470.2, SBOV2_78470.3, SBOV2_78470.4
OG0002177	SGUI1_5190.1	SBOV2_5530.2, SBOV2_5530.1, SBOV2_5530.5
OG0002177	SGUI1_5190.2, SGUI1_5190.3	SBOV2_5530.4, SBOV2_5530.3
OG0002178	SGUI1_77270.1	SBOV2_75890.2, SBOV2_75890.3, SBOV2_75890.1
OG0002179	SGUI1_9410.1	SBOV2_9930.3, SBOV2_9930.4, SBOV2_9930.5, SBOV2_9930.6, SBOV2_9930.1, SBOV2_9930.2
OG0002180	SGUI1_77250.1	SBOV2_75880.5, SBOV2_75880.1, SBOV2_75880.4, SBOV2_75880.2, SBOV2_75880.3
OG0002181	SGUI1_56800.1	SBOV2_55850.2, SBOV2_55850.5, SBOV2_55850.1, SBOV2_55850.3, SBOV2_55850.6, SBOV2_55850.4, SBOV2_55830.1
