Orthogroup	schistosoma_spindale	schmidtea_mediterranea
OG0003404	SSPN1_72230.1	h1SMcT0012571.1
OG0003405	SSPN1_46070.1, SSPN1_46070.2	h1SMcT0010240.1
OG0003406	SSPN1_6990.1	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1
OG0003408	SSPN1_24590.1	h1SMcT0004098.1
OG0003409	SSPN1_13300.1	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1
OG0003411	SSPN1_31620.1, SSPN1_31620.2	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1
OG0003412	SSPN1_5020.1, SSPN1_5020.2	h1SMcT0008025.1
OG0003413	SSPN1_2320.1, SSPN1_2320.2, SSPN1_2320.4, SSPN1_2320.3	h1SMcT0005699.1, h1SMcT0005699.2
OG0003414	SSPN1_31440.1, SSPN1_31440.2	h1SMcT0012676.1, h1SMcT0012676.2
OG0003415	SSPN1_76680.1	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1
OG0003416	SSPN1_66620.1	h1SMcT0013340.1, h1SMcT0022050.1
OG0003417	SSPN1_54290.1	h1SMcT0022225.1
OG0003418	SSPN1_45620.1, SSPN1_45620.2	h1SMcT0003458.1
OG0003419	SSPN1_71040.1	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1
OG0003420	SSPN1_34040.1	h1SMcT0011580.1
OG0003421	SSPN1_33210.1, SSPN1_33210.2, SSPN1_33210.3	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2
OG0003422	SSPN1_45410.1	h1SMcT0016757.2
OG0003423	SSPN1_17650.1	h1SMcT0005067.1, h1SMcT0005067.2
OG0003425	SSPN1_82280.1, SSPN1_82280.2	h1SMcT0004711.1
OG0003426	SSPN1_65360.1	h1SMcT0019561.1, h1SMcT0019561.2
OG0003427	SSPN1_43130.1	h1SMcT0000143.1, h1SMcT0000143.2
OG0003428	SSPN1_79750.1, SSPN1_79750.2	h1SMcT0002326.1, h1SMcT0013759.1
OG0003429	SSPN1_74990.1	h1SMcT0002222.1, h1SMcT0002222.2
OG0003430	SSPN1_74190.1	h1SMcT0020885.1
OG0003432	SSPN1_67870.1	h1SMcT0007866.1
OG0003433	SSPN1_4660.1	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3
OG0003434	SSPN1_64490.1, SSPN1_64490.2	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2
OG0003435	SSPN1_34010.1	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4
OG0003438	SSPN1_29870.4, SSPN1_29870.1, SSPN1_29870.3, SSPN1_29870.2	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2
OG0003439	SSPN1_21230.1	h1SMcT0002835.1, h1SMcT0002835.2
OG0003440	SSPN1_9450.1	h1SMcT0019154.1, h1SMcT0019154.2
OG0003442	SSPN1_69660.1	h1SMcT0006636.1
OG0003443	SSPN1_56480.1, SSPN1_56920.1, SSPN1_56930.1	h1SMcT0011199.1, h1SMcT0015552.1
OG0003446	SSPN1_35880.1	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2
OG0003447	SSPN1_5370.2, SSPN1_5370.4, SSPN1_5370.1, SSPN1_5370.3, SSPN1_5360.1	h1SMcT0022011.1, h1SMcT0022011.2
OG0003448	SSPN1_67290.1	h1SMcT0018150.1
OG0003452	SSPN1_8500.1	h1SMcT0006193.1, h1SMcT0016158.1
OG0003454	SSPN1_36740.1	h1SMcT0004175.2, h1SMcT0004175.3, h1SMcT0004175.1, h1SMcT0004175.4
OG0003455	SSPN1_62410.1	h1SMcT0002387.1, h1SMcT0018977.1, h1SMcT0002360.1
OG0003456	SSPN1_8110.4, SSPN1_8110.3, SSPN1_8110.2, SSPN1_8110.1	h1SMcT0015030.1, h1SMcT0015030.2
OG0003457	SSPN1_32970.1, SSPN1_32970.2, SSPN1_32970.3	h1SMcT0005979.1, h1SMcT0005979.2
OG0003459	SSPN1_70970.1, SSPN1_70970.2	h1SMcT0019798.1, h1SMcT0019799.1
OG0003460	SSPN1_42990.1, SSPN1_42990.2	h1SMcT0011001.1
OG0003461	SSPN1_81180.1, SSPN1_81180.2	h1SMcT0013030.1, h1SMcT0013033.1
OG0003462	SSPN1_31380.1, SSPN1_31380.3, SSPN1_31380.5, SSPN1_31380.2, SSPN1_31380.4	h1SMcT0006561.1
OG0003463	SSPN1_82360.1	h1SMcT0022837.3, h1SMcT0022837.2, h1SMcT0022837.1
OG0003464	SSPN1_78430.1	h1SMcT0007079.1, h1SMcT0007079.3, h1SMcT0007079.2
OG0003465	SSPN1_61210.1	h1SMcT0016577.1
OG0003466	SSPN1_20500.1	h1SMcT0005608.1, h1SMcT0005608.2
OG0003467	SSPN1_74290.1, SSPN1_74300.1, SSPN1_74300.2	h1SMcT0013403.1, h1SMcT0001028.1
OG0003469	SSPN1_48890.1, SSPN1_48890.2	h1SMcT0004807.1, h1SMcT0004807.2
OG0003470	SSPN1_50470.1	h1SMcT0017458.1
OG0003471	SSPN1_44460.1, SSPN1_44460.2	h1SMcT0014488.1
OG0003472	SSPN1_8840.1	h1SMcT0004760.1
OG0003473	SSPN1_74950.1	h1SMcT0008129.1
OG0003474	SSPN1_54750.1	h1SMcT0013253.2, h1SMcT0013253.5, h1SMcT0013253.3, h1SMcT0013253.4, h1SMcT0013253.1
OG0003475	SSPN1_23520.1, SSPN1_23520.2	h1SMcT0004329.1
OG0003477	SSPN1_86760.1	h1SMcT0003797.1
OG0003478	SSPN1_6160.1, SSPN1_6180.2, SSPN1_6150.1, SSPN1_6180.1	h1SMcT0000552.1, h1SMcT0008399.1
OG0003480	SSPN1_64920.2, SSPN1_64920.1, SSPN1_64920.3, SSPN1_64920.4	h1SMcT0002798.1
OG0003483	SSPN1_29300.1, SSPN1_29300.2, SSPN1_29300.3	h1SMcT0003316.1
OG0003484	SSPN1_4200.1	h1SMcT0001955.1, h1SMcT0001955.2, h1SMcT0001955.7, h1SMcT0001955.3, h1SMcT0001955.4, h1SMcT0001955.5, h1SMcT0001955.6, h1SMcT0001955.8
OG0003485	SSPN1_80320.1	h1SMcT0003207.4, h1SMcT0018921.1
OG0003487	SSPN1_49900.1, SSPN1_49900.2, SSPN1_49900.3, SSPN1_49900.4	h1SMcT0002201.1, h1SMcT0022499.1
OG0003488	SSPN1_18940.1	h1SMcT0008641.1
OG0003489	SSPN1_73930.1	h1SMcT0000882.2
OG0003491	SSPN1_36920.1	h1SMcT0001740.1
OG0003492	SSPN1_63220.1, SSPN1_63220.2	h1SMcT0004107.1
OG0003493	SSPN1_88310.1	h1SMcT0021896.1
OG0003494	SSPN1_89520.1	h1SMcT0009876.3, h1SMcT0009876.1, h1SMcT0009876.2, h1SMcT0009876.4
OG0003495	SSPN1_4030.1	h1SMcT0012596.3, h1SMcT0012596.1, h1SMcT0012596.2
OG0003496	SSPN1_29280.1	h1SMcT0018753.1
OG0003497	SSPN1_53500.1, SSPN1_53500.2	h1SMcT0007152.1, h1SMcT0007152.2
OG0003498	SSPN1_67500.3, SSPN1_67500.4, SSPN1_67500.5, SSPN1_67500.1, SSPN1_67500.2	h1SMcT0003413.3, h1SMcT0003413.1, h1SMcT0003413.2
OG0003499	SSPN1_62040.1	h1SMcT0009897.1, h1SMcT0014689.1
OG0003501	SSPN1_74550.1, SSPN1_74550.2	h1SMcT0007701.2
OG0003502	SSPN1_84560.1, SSPN1_93330.1	h1SMcT0009049.2, h1SMcT0009049.8, h1SMcT0009049.6, h1SMcT0009049.7, h1SMcT0009049.14, h1SMcT0009049.9, h1SMcT0009049.1
OG0003503	SSPN1_5640.1	h1SMcT0020550.3, h1SMcT0020550.4, h1SMcT0020550.1, h1SMcT0020550.2
OG0003504	SSPN1_32010.1, SSPN1_32010.3, SSPN1_32010.2	h1SMcT0018008.1, h1SMcT0018008.2
OG0003506	SSPN1_490.1, SSPN1_490.2, SSPN1_490.3	h1SMcT0005755.1
OG0003507	SSPN1_4040.1, SSPN1_4040.2	h1SMcT0003971.1
OG0003508	SSPN1_59800.1	h1SMcT0014210.2, h1SMcT0014210.3
OG0003509	SSPN1_42560.1	h1SMcT0002499.1, h1SMcT0015936.1
OG0003512	SSPN1_79650.1	h1SMcT0009933.1, h1SMcT0009933.2, h1SMcT0000108.1, h1SMcT0000108.2
OG0003513	SSPN1_72840.1	h1SMcT0009164.1, h1SMcT0009168.1
OG0003515	SSPN1_90390.1, SSPN1_90390.2	h1SMcT0017228.4, h1SMcT0017228.1, h1SMcT0017228.3, h1SMcT0017228.2
OG0003516	SSPN1_49270.1, SSPN1_49270.2, SSPN1_49270.3, SSPN1_49270.4, SSPN1_49270.5	h1SMcT0012047.1, h1SMcT0012047.2
OG0003517	SSPN1_91950.3, SSPN1_91950.1, SSPN1_91950.2, SSPN1_91950.4	h1SMcT0005472.1
OG0003518	SSPN1_83470.3, SSPN1_83470.4, SSPN1_83470.2, SSPN1_83470.1	h1SMcT0015060.1
OG0003519	SSPN1_33290.1	h1SMcT0007321.1
OG0003520	SSPN1_55880.1, SSPN1_55880.2, SSPN1_55880.3	h1SMcT0018529.1, h1SMcT0018529.2
OG0003521	SSPN1_18750.1, SSPN1_18750.2	h1SMcT0005850.1
OG0003522	SSPN1_77180.1, SSPN1_77180.4, SSPN1_77180.2, SSPN1_77180.3	h1SMcT0016889.1, h1SMcT0016889.2
OG0003523	SSPN1_52900.1, SSPN1_52900.2	h1SMcT0004516.1, h1SMcT0004516.2, h1SMcT0004516.3
OG0003524	SSPN1_62140.3, SSPN1_62140.1, SSPN1_62140.2	h1SMcT0020473.4, h1SMcT0020473.2, h1SMcT0020473.3, h1SMcT0020473.5, h1SMcT0020473.6, h1SMcT0020473.7, h1SMcT0020473.8
OG0003525	SSPN1_3260.1	h1SMcT0004359.1
OG0003526	SSPN1_28990.3, SSPN1_28990.4, SSPN1_28990.5, SSPN1_28990.2, SSPN1_28990.1	h1SMcT0017834.3, h1SMcT0017834.1, h1SMcT0017834.2, h1SMcT0017834.4
OG0003527	SSPN1_76690.1	h1SMcT0019801.1, h1SMcT0019801.2, h1SMcT0019164.3, h1SMcT0019164.2, h1SMcT0019164.4, h1SMcT0019164.1
OG0003529	SSPN1_40900.1, SSPN1_40900.2	h1SMcT0015325.1
OG0003530	SSPN1_58450.1	h1SMcT0015828.1, h1SMcT0017649.1, h1SMcT0021859.1
OG0003531	SSPN1_19880.1	h1SMcT0020310.1
OG0003532	SSPN1_8160.1	h1SMcT0010852.1
OG0003534	SSPN1_84250.1, SSPN1_84250.2	h1SMcT0020995.4, h1SMcT0020995.1, h1SMcT0020995.2, h1SMcT0020995.3
OG0003535	SSPN1_92730.3, SSPN1_92730.1, SSPN1_92730.2	h1SMcT0021186.1
OG0003536	SSPN1_63170.1	h1SMcT0016974.1
OG0003537	SSPN1_57270.1	h1SMcT0011547.4, h1SMcT0011547.1, h1SMcT0011547.3, h1SMcT0011547.2
OG0003538	SSPN1_21200.1	h1SMcT0004427.3, h1SMcT0004427.1, h1SMcT0004427.2, h1SMcT0012975.1
OG0003540	SSPN1_4220.1	h1SMcT0012338.1, h1SMcT0012340.1, h1SMcT0013337.1, h1SMcT0013337.2
OG0003541	SSPN1_82990.1, SSPN1_82990.2, SSPN1_82990.3	h1SMcT0015623.2
OG0003542	SSPN1_65200.1, SSPN1_65200.2, SSPN1_65200.3	h1SMcT0001198.1, h1SMcT0001198.2, h1SMcT0001198.3
OG0003543	SSPN1_47990.1	h1SMcT0014924.1
OG0003545	SSPN1_12380.1	h1SMcT0022394.1
OG0003549	SSPN1_84890.1	h1SMcT0015408.1, h1SMcT0015408.2
OG0003550	SSPN1_33500.1, SSPN1_33500.2	h1SMcT0020578.1
OG0003552	SSPN1_55960.1, SSPN1_55960.2	h1SMcT0000347.1
OG0003553	SSPN1_20570.1	h1SMcT0005712.1
OG0003554	SSPN1_66690.1	h1SMcT0007489.1
OG0003555	SSPN1_73710.1, SSPN1_73710.2	h1SMcT0003978.1, h1SMcT0003978.2, h1SMcT0003978.3
OG0003557	SSPN1_45150.1, SSPN1_45150.5, SSPN1_45150.2, SSPN1_45150.6, SSPN1_45150.3, SSPN1_45150.4, SSPN1_45150.8, SSPN1_45150.7	h1SMcT0011439.1, h1SMcT0011439.2
OG0003565	SSPN1_25910.1	h1SMcT0013928.2
OG0003577	SSPN1_43040.1	h1SMcT0008901.1
OG0003578	SSPN1_91090.3, SSPN1_91090.1, SSPN1_91090.2	h1SMcT0012594.1
OG0003579	SSPN1_34360.1	h1SMcT0017241.1, h1SMcT0017241.2
OG0003580	SSPN1_14810.1	h1SMcT0021008.1, h1SMcT0022882.1, h1SMcT0021008.2, h1SMcT0022882.2
OG0003581	SSPN1_39950.1	h1SMcT0004358.1, h1SMcT0004358.2
OG0003582	SSPN1_55270.1	h1SMcT0006831.1
OG0003583	SSPN1_2830.2, SSPN1_2830.1, SSPN1_2830.3	h1SMcT0003589.1
OG0003584	SSPN1_62560.1	h1SMcT0009740.1
OG0003585	SSPN1_80870.1, SSPN1_80870.2	h1SMcT0015659.1, h1SMcT0015659.2
OG0003586	SSPN1_43550.1	h1SMcT0009848.4, h1SMcT0009848.2, h1SMcT0009848.5, h1SMcT0009848.3, h1SMcT0009848.7, h1SMcT0009848.1, h1SMcT0009848.6
OG0003588	SSPN1_14540.1	h1SMcT0018563.1
OG0003589	SSPN1_68420.1, SSPN1_68420.2	h1SMcT0013706.1
OG0003590	SSPN1_6130.2, SSPN1_6130.1, SSPN1_6130.3	h1SMcT0022259.1, h1SMcT0022259.2
OG0003591	SSPN1_57190.1, SSPN1_57190.2	h1SMcT0018432.1
OG0003592	SSPN1_70680.1	h1SMcT0010469.1
OG0003595	SSPN1_81940.1	h1SMcT0010668.1, h1SMcT0018748.1, h1SMcT0018748.3, h1SMcT0018748.2
OG0003596	SSPN1_51070.1, SSPN1_51070.2	h1SMcT0014091.1
OG0003598	SSPN1_34680.1, SSPN1_34680.2	h1SMcT0015580.1, h1SMcT0015582.1
OG0003599	SSPN1_17830.3, SSPN1_17830.1, SSPN1_17830.2	h1SMcT0010186.1
OG0003600	SSPN1_5080.1, SSPN1_5080.2	h1SMcT0009017.4
OG0003601	SSPN1_26480.1, SSPN1_26480.2	h1SMcT0000971.1
OG0003603	SSPN1_68330.1, SSPN1_68330.2	h1SMcT0007463.1, h1SMcT0007463.2
OG0003604	SSPN1_400.5, SSPN1_400.3, SSPN1_400.4, SSPN1_400.1, SSPN1_400.2	h1SMcT0008060.1, h1SMcT0016540.2, h1SMcT0016540.1, h1SMcT0016540.3
OG0003605	SSPN1_14250.1, SSPN1_14250.2	h1SMcT0001544.1, h1SMcT0001547.1, h1SMcT0001547.2
OG0003606	SSPN1_36690.1	h1SMcT0008610.1, h1SMcT0008610.2
OG0003608	SSPN1_34740.1, SSPN1_34740.2, SSPN1_34740.3, SSPN1_34740.4	h1SMcT0000105.1, h1SMcT0000105.2
OG0003609	SSPN1_23590.1, SSPN1_23590.2	h1SMcT0011897.1, h1SMcT0011897.2
OG0003610	SSPN1_85280.1	h1SMcT0021256.3
OG0003611	SSPN1_52300.1, SSPN1_52300.2, SSPN1_52300.3, SSPN1_52300.4, SSPN1_52300.5	h1SMcT0020153.1
OG0003614	SSPN1_57120.1, SSPN1_57120.2, SSPN1_57120.3	h1SMcT0021029.1
OG0003615	SSPN1_32070.1	h1SMcT0009552.1, h1SMcT0016899.1
OG0003616	SSPN1_10430.1	h1SMcT0013986.1, h1SMcT0013986.2
OG0003617	SSPN1_63610.1	h1SMcT0021970.1
OG0003619	SSPN1_20110.1, SSPN1_20110.3	h1SMcT0012852.1
OG0003620	SSPN1_47350.1	h1SMcT0016395.1, h1SMcT0021539.1, h1SMcT0022931.1, h1SMcT0014896.1, h1SMcT0003898.1, h1SMcT0012424.1
OG0003621	SSPN1_52340.1, SSPN1_52340.2	h1SMcT0019421.1, h1SMcT0019421.2
OG0003622	SSPN1_93430.1, SSPN1_67830.1	h1SMcT0003180.1
OG0003624	SSPN1_16510.1	h1SMcT0012575.1, h1SMcT0012575.2
OG0003625	SSPN1_83030.1	h1SMcT0000253.4, h1SMcT0000253.1, h1SMcT0000253.3, h1SMcT0000253.2
OG0003626	SSPN1_81870.2, SSPN1_81870.1	h1SMcT0017906.2, h1SMcT0017906.3, h1SMcT0017906.4, h1SMcT0017906.1, h1SMcT0017906.5
OG0003627	SSPN1_82080.1	h1SMcT0010053.1, h1SMcT0015893.1
OG0003630	SSPN1_35090.1, SSPN1_35090.2, SSPN1_35090.3	h1SMcT0016319.1
OG0003631	SSPN1_75700.1	h1SMcT0018149.1, h1SMcT0018247.1, h1SMcT0018247.2, h1SMcT0008497.1, h1SMcT0008497.2, h1SMcT0008497.3
OG0003632	SSPN1_60150.1	h1SMcT0000049.2
OG0003634	SSPN1_75060.1	h1SMcT0021142.2, h1SMcT0021142.3, h1SMcT0021142.1, h1SMcT0021142.4
OG0003635	SSPN1_73660.1	h1SMcT0001888.1, h1SMcT0001889.1
OG0003637	SSPN1_57460.1	h1SMcT0002430.2, h1SMcT0002430.7, h1SMcT0002430.6, h1SMcT0002430.9, h1SMcT0002430.5, h1SMcT0002430.10, h1SMcT0002430.3, h1SMcT0002430.4, h1SMcT0002430.8
OG0003638	SSPN1_52190.1	h1SMcT0014143.1, h1SMcT0016340.1, h1SMcT0016340.2
OG0003640	SSPN1_4640.1	h1SMcT0014562.1
OG0003642	SSPN1_54560.1, SSPN1_54560.2	h1SMcT0009300.1, h1SMcT0009300.2, h1SMcT0009300.3, h1SMcT0009300.5, h1SMcT0009300.4
OG0003643	SSPN1_69550.1	h1SMcT0014430.1
OG0003647	SSPN1_15250.3, SSPN1_15250.4, SSPN1_15260.1, SSPN1_15250.2, SSPN1_15250.1	h1SMcT0007938.1, h1SMcT0007938.2
OG0003648	SSPN1_20470.1	h1SMcT0013250.1
OG0003649	SSPN1_32490.1, SSPN1_32490.2	h1SMcT0003422.2, h1SMcT0003422.3, h1SMcT0003177.1, h1SMcT0003177.2, h1SMcT0003177.3, h1SMcT0003177.4
OG0003650	SSPN1_15200.1, SSPN1_15200.2	h1SMcT0007425.1, h1SMcT0007427.1, h1SMcT0007777.1, h1SMcT0007775.1, h1SMcT0007776.1
OG0003651	SSPN1_48860.1, SSPN1_48860.2	h1SMcT0010028.1
OG0003652	SSPN1_52310.1, SSPN1_52330.1	h1SMcT0018660.1, h1SMcT0018660.2
OG0003653	SSPN1_31210.1	h1SMcT0006239.1, h1SMcT0006239.2
OG0003654	SSPN1_58210.1, SSPN1_58200.2, SSPN1_58200.1, SSPN1_58200.3, SSPN1_58210.2	h1SMcT0009018.1, h1SMcT0009018.2
OG0003655	SSPN1_29030.1	h1SMcT0000078.1
OG0003656	SSPN1_68000.1	h1SMcT0011749.1, h1SMcT0011749.2
OG0003657	SSPN1_3450.1	h1SMcT0004100.1, h1SMcT0005639.1
OG0003658	SSPN1_69570.1	h1SMcT0018792.1, h1SMcT0018792.3, h1SMcT0018792.2, h1SMcT0018792.4, h1SMcT0018792.6, h1SMcT0018792.5
OG0003659	SSPN1_75580.1	h1SMcT0022461.1, h1SMcT0022483.2, h1SMcT0022483.3, h1SMcT0022481.2, h1SMcT0022482.2, h1SMcT0022482.1, h1SMcT0022482.3
OG0003660	SSPN1_69200.1, SSPN1_69200.2	h1SMcT0019237.1, h1SMcT0019237.2
OG0003661	SSPN1_50290.1, SSPN1_50290.2	h1SMcT0020113.1, h1SMcT0020113.2
OG0003662	SSPN1_42500.1	h1SMcT0012678.1
OG0003663	SSPN1_67360.1	h1SMcT0020390.1, h1SMcT0021425.1, h1SMcT0021425.2
OG0003665	SSPN1_69650.1	h1SMcT0022301.1
OG0003666	SSPN1_55850.3, SSPN1_55850.1, SSPN1_55850.2	h1SMcT0018659.1, h1SMcT0018659.2, h1SMcT0018659.3
OG0003667	SSPN1_14210.1, SSPN1_14210.2, SSPN1_14210.3	h1SMcT0017842.1
OG0003670	SSPN1_61760.1	h1SMcT0021848.1, h1SMcT0005300.1, h1SMcT0005300.2
OG0003671	SSPN1_72770.1, SSPN1_72770.2	h1SMcT0018539.1
OG0003672	SSPN1_90490.1	h1SMcT0021887.1, h1SMcT0021887.2
OG0003673	SSPN1_84790.1	h1SMcT0001725.1
OG0003674	SSPN1_36840.1	h1SMcT0006658.1, h1SMcT0006658.2, h1SMcT0006658.3
OG0003675	SSPN1_65310.1	h1SMcT0023107.1
OG0003676	SSPN1_90550.1	h1SMcT0001797.1, h1SMcT0001797.2
OG0003679	SSPN1_93370.2, SSPN1_93370.1, SSPN1_43420.1, SSPN1_43420.2	h1SMcT0021675.1, h1SMcT0021675.2
OG0003681	SSPN1_84050.1	h1SMcT0020747.1
OG0003684	SSPN1_28680.1	h1SMcT0014766.1
OG0003685	SSPN1_32760.1	h1SMcT0002971.1
OG0003686	SSPN1_87670.1, SSPN1_87670.2	h1SMcT0015551.1
OG0003687	SSPN1_84200.1	h1SMcT0020278.1, h1SMcT0020278.2, h1SMcT0020278.3
OG0003688	SSPN1_79130.1	h1SMcT0002631.1, h1SMcT0002631.2
OG0003689	SSPN1_61640.1	h1SMcT0000918.1, h1SMcT0000921.1
OG0003691	SSPN1_92450.1	h1SMcT0009999.1
OG0003693	SSPN1_51450.1	h1SMcT0014050.2, h1SMcT0022706.1, h1SMcT0022706.4, h1SMcT0014050.1, h1SMcT0022706.2, h1SMcT0022706.3
OG0003694	SSPN1_23020.1	h1SMcT0006802.1, h1SMcT0009283.1
OG0003695	SSPN1_59810.1	h1SMcT0004950.1, h1SMcT0004950.2, h1SMcT0004950.3
OG0003696	SSPN1_67140.1	h1SMcT0003888.1, h1SMcT0008649.1, h1SMcT0009111.4, h1SMcT0009111.1, h1SMcT0009111.2, h1SMcT0009111.3
OG0003697	SSPN1_1460.4, SSPN1_1460.3, SSPN1_1460.2, SSPN1_1460.1, SSPN1_1470.1	h1SMcT0002976.1, h1SMcT0002976.2
OG0003698	SSPN1_38060.1	h1SMcT0000673.1, h1SMcT0013203.1, h1SMcT0013203.2
OG0003699	SSPN1_38460.1, SSPN1_38460.2, SSPN1_38460.3, SSPN1_38460.4	h1SMcT0012950.1
OG0003700	SSPN1_44740.1	h1SMcT0004608.1, h1SMcT0015764.2, h1SMcT0015764.1, h1SMcT0015764.4, h1SMcT0015764.3
OG0003701	SSPN1_77930.2, SSPN1_77930.1, SSPN1_77930.3	h1SMcT0013014.1, h1SMcT0013014.2
OG0003703	SSPN1_16770.1, SSPN1_16770.2	h1SMcT0005125.1, h1SMcT0006405.1, h1SMcT0006405.2, h1SMcT0006405.3
OG0003704	SSPN1_37470.1	h1SMcT0004294.1
OG0003705	SSPN1_36520.1, SSPN1_36520.2	h1SMcT0017746.1
OG0003706	SSPN1_87830.4, SSPN1_87830.1, SSPN1_87830.3, SSPN1_87830.2	h1SMcT0022328.1
OG0003707	SSPN1_4710.1, SSPN1_4700.1	h1SMcT0009228.1
OG0003708	SSPN1_62790.1	h1SMcT0016122.1
OG0003709	SSPN1_2130.1	h1SMcT0015138.1, h1SMcT0022015.1
OG0003710	SSPN1_37430.1	h1SMcT0000643.1, h1SMcT0000643.10, h1SMcT0000643.11, h1SMcT0000643.12, h1SMcT0000643.13, h1SMcT0000643.2, h1SMcT0000643.3, h1SMcT0000643.4, h1SMcT0000643.5, h1SMcT0000643.6, h1SMcT0000643.7, h1SMcT0000643.8, h1SMcT0000643.9, h1SMcT0000643.14
OG0003711	SSPN1_57760.1	h1SMcT0006890.1
OG0003712	SSPN1_10550.1	h1SMcT0004663.3, h1SMcT0004663.1, h1SMcT0004663.2, h1SMcT0004663.4
OG0003713	SSPN1_84140.1, SSPN1_84140.2, SSPN1_84140.3	h1SMcT0017621.1
OG0003715	SSPN1_24610.1	h1SMcT0017508.2, h1SMcT0017508.7, h1SMcT0017508.1, h1SMcT0017508.5, h1SMcT0017508.6, h1SMcT0017508.3, h1SMcT0017508.4
OG0003716	SSPN1_89580.1	h1SMcT0010531.1, h1SMcT0010531.2
OG0003717	SSPN1_70030.1, SSPN1_70030.2	h1SMcT0019043.2, h1SMcT0019043.1, h1SMcT0019043.3, h1SMcT0019043.4
OG0003718	SSPN1_74750.1	h1SMcT0018924.1, h1SMcT0018924.2, h1SMcT0018924.3, h1SMcT0009811.1, h1SMcT0009808.1, h1SMcT0009807.1, h1SMcT0009809.1
OG0003720	SSPN1_64370.1, SSPN1_64370.2	h1SMcT0004241.1, h1SMcT0004241.2, h1SMcT0003657.1, h1SMcT0003657.2
OG0003723	SSPN1_89060.1, SSPN1_89060.2	h1SMcT0003549.1, h1SMcT0003549.2, h1SMcT0003549.3
OG0003725	SSPN1_5530.1, SSPN1_5530.2, SSPN1_5530.3	h1SMcT0003823.1, h1SMcT0003823.2, h1SMcT0003823.3
OG0003726	SSPN1_52600.1	h1SMcT0006311.1
OG0003727	SSPN1_27900.1, SSPN1_27900.2	h1SMcT0007982.1
OG0003728	SSPN1_12870.1	h1SMcT0021525.1
OG0003730	SSPN1_48160.1	h1SMcT0009136.1
OG0003732	SSPN1_78580.1, SSPN1_78580.2, SSPN1_78580.3	h1SMcT0004489.1, h1SMcT0004489.2
OG0003733	SSPN1_7220.1	h1SMcT0010758.1, h1SMcT0010758.2
OG0003735	SSPN1_4950.1, SSPN1_4950.2	h1SMcT0010498.1, h1SMcT0010498.2
OG0003736	SSPN1_66660.1	h1SMcT0004616.1, h1SMcT0004616.2
OG0003737	SSPN1_1260.1	h1SMcT0016541.1
OG0003739	SSPN1_48130.1, SSPN1_48130.2	h1SMcT0004135.1, h1SMcT0004135.2, h1SMcT0004135.4, h1SMcT0004135.5, h1SMcT0004135.6, h1SMcT0004135.7, h1SMcT0004135.8, h1SMcT0004135.3
OG0003740	SSPN1_25870.1, SSPN1_25870.2	h1SMcT0003530.1
OG0003741	SSPN1_51680.1	h1SMcT0013195.4, h1SMcT0013195.3, h1SMcT0013195.1, h1SMcT0013195.2, h1SMcT0013195.5
OG0003743	SSPN1_65400.1	h1SMcT0003420.1
OG0003744	SSPN1_30260.1	h1SMcT0007904.1, h1SMcT0020477.4, h1SMcT0020477.1, h1SMcT0020477.2, h1SMcT0020477.3
OG0003745	SSPN1_29720.1	h1SMcT0018725.1, h1SMcT0018725.2
OG0003747	SSPN1_23800.1	h1SMcT0004266.1
OG0003748	SSPN1_3320.1, SSPN1_3320.2, SSPN1_3320.3, SSPN1_3320.4	h1SMcT0018220.1, h1SMcT0000703.1, h1SMcT0000703.2
OG0003749	SSPN1_9730.1	h1SMcT0010525.1
OG0003752	SSPN1_36530.1	h1SMcT0003605.1
OG0003754	SSPN1_78270.1, SSPN1_78270.2	h1SMcT0000938.1
OG0003755	SSPN1_2300.1, SSPN1_2300.2, SSPN1_2300.3	h1SMcT0000211.1
OG0003756	SSPN1_87570.1	h1SMcT0022596.1, h1SMcT0022596.2, h1SMcT0022596.3
OG0003758	SSPN1_38070.1	h1SMcT0021054.1
OG0003759	SSPN1_65680.1, SSPN1_65680.2	h1SMcT0008011.1, h1SMcT0008011.2, h1SMcT0008011.3
OG0003760	SSPN1_40420.1, SSPN1_40420.2	h1SMcT0003701.1
OG0003761	SSPN1_48210.1	h1SMcT0018498.1
OG0003762	SSPN1_85240.1	h1SMcT0018964.1, h1SMcT0018964.2, h1SMcT0018964.3
