Orthogroup	schistosoma_spindale	s.mekongi
OG0003347	SSPN1_42970.1	KAK4473853.1
OG0003348	SSPN1_51750.1, SSPN1_51750.2	KAK4469355.1
OG0003349	SSPN1_30760.1, SSPN1_30760.2	KAK4472670.1
OG0003351	SSPN1_70520.1, SSPN1_70530.1	KAK4470585.1
OG0003352	SSPN1_78290.1, SSPN1_78290.2	KAK4468001.1
OG0003353	SSPN1_26370.1	KAK4473091.1
OG0003354	SSPN1_26450.1	KAK4473041.1
OG0003355	SSPN1_66490.2, SSPN1_66490.1, SSPN1_66490.3, SSPN1_66490.4	KAK4471397.1
OG0003356	SSPN1_17680.1	KAK4474680.1
OG0003357	SSPN1_41760.1	KAK4473542.1
OG0003360	SSPN1_37860.1, SSPN1_37860.2	KAK4472374.1
OG0003361	SSPN1_12350.1	KAK4475075.1
OG0003362	SSPN1_72600.1	KAK4470541.1, KAK4470542.1
OG0003363	SSPN1_28850.1	KAK4472454.1
OG0003364	SSPN1_82200.1	KAK4468078.1
OG0003365	SSPN1_11770.1, SSPN1_11760.1	KAK4475132.1
OG0003366	SSPN1_62580.1	KAK4471992.1
OG0003367	SSPN1_46110.1	KAK4469630.1
OG0003368	SSPN1_33140.1	KAK4473902.1
OG0003369	SSPN1_59520.1	KAK4471215.1
OG0003370	SSPN1_24810.1, SSPN1_24810.2	KAK4472867.1
OG0003371	SSPN1_46030.1	KAK4469637.1
OG0003372	SSPN1_90660.1, SSPN1_90660.2	KAK4467714.1
OG0003373	SSPN1_15170.1, SSPN1_15170.2	KAK4475230.1
OG0003374	SSPN1_91410.1	KAK4467641.1
OG0003375	SSPN1_67000.1, SSPN1_93290.1	KAK4470085.1
OG0003376	SSPN1_46380.1, SSPN1_46380.2	KAK4469604.1
OG0003377	SSPN1_78630.1	KAK4468003.1
OG0003378	SSPN1_80080.1	KAK4468207.1, KAK4468208.1
OG0003379	SSPN1_59030.1, SSPN1_59030.2	KAK4471270.1
OG0003380	SSPN1_49570.1, SSPN1_49570.2	KAK4469642.1
OG0003381	SSPN1_53130.1	KAK4469845.1
OG0003382	SSPN1_67420.1	KAK4470289.1
OG0003383	SSPN1_6090.1, SSPN1_6090.2, SSPN1_6090.3	KAK4476102.1
OG0003384	SSPN1_42020.1	KAK4473567.1
OG0003385	SSPN1_87950.1	KAK4468440.1
OG0003386	SSPN1_9600.1	KAK4475415.1
OG0003387	SSPN1_15340.1	KAK4475308.1
OG0003388	SSPN1_90360.1, SSPN1_90360.2	KAK4467617.1
OG0003389	SSPN1_44940.1	KAK4469143.1
OG0003390	SSPN1_36250.1, SSPN1_36250.2	KAK4474177.1
OG0003391	SSPN1_76240.1, SSPN1_76240.3, SSPN1_76240.2	KAK4470923.1
OG0003392	SSPN1_53720.1, SSPN1_53710.1	KAK4469762.1
OG0003393	SSPN1_38340.1, SSPN1_38340.2	KAK4472526.1
OG0003394	SSPN1_41100.1	KAK4473474.1
OG0003395	SSPN1_53800.1	KAK4469025.1
OG0003396	SSPN1_42430.1, SSPN1_42430.2	KAK4472772.1
OG0003397	SSPN1_21110.1	KAK4475464.1
OG0003398	SSPN1_20820.1, SSPN1_20820.2	KAK4476173.1
OG0003399	SSPN1_35520.1, SSPN1_35520.2	KAK4474118.1
OG0003400	SSPN1_70190.1, SSPN1_70190.2	KAK4470317.1
OG0003401	SSPN1_38020.1	KAK4472390.1
OG0003402	SSPN1_10260.1	KAK4475331.1
OG0003403	SSPN1_48700.1, SSPN1_48700.2	KAK4469413.1
OG0003404	SSPN1_72230.1	KAK4470352.1
OG0003405	SSPN1_46070.1, SSPN1_46070.2	KAK4469634.1
OG0003406	SSPN1_6990.1	KAK4476035.1
OG0003407	SSPN1_82440.1	KAK4468100.1
OG0003408	SSPN1_24590.1	KAK4473269.1
OG0003409	SSPN1_13300.1	KAK4474296.1
OG0003410	SSPN1_66820.1	KAK4471281.1
OG0003411	SSPN1_31620.1, SSPN1_31620.2	KAK4473740.1
OG0003412	SSPN1_5020.1, SSPN1_5020.2	KAK4475872.1
OG0003413	SSPN1_2320.1, SSPN1_2320.2, SSPN1_2320.4, SSPN1_2320.3	KAK4474333.1
OG0003415	SSPN1_76680.1	KAK4470968.1
OG0003416	SSPN1_66620.1	KAK4471260.1
OG0003417	SSPN1_54290.1	KAK4469966.1
OG0003418	SSPN1_45620.1, SSPN1_45620.2	KAK4469091.1
OG0003419	SSPN1_71040.1	KAK4470630.1, KAK4470629.1
OG0003420	SSPN1_34040.1	KAK4473964.1
OG0003421	SSPN1_33210.1, SSPN1_33210.2, SSPN1_33210.3	KAK4473893.1
OG0003422	SSPN1_45410.1	KAK4469073.1
OG0003423	SSPN1_17650.1	KAK4467576.1, KAK4467577.1, KAK4474677.1
OG0003424	SSPN1_83460.3, SSPN1_83460.1, SSPN1_83460.4, SSPN1_83460.2	KAK4468849.1
OG0003425	SSPN1_82280.1, SSPN1_82280.2	KAK4468085.1, KAK4468086.1
OG0003426	SSPN1_65360.1	KAK4471450.1
OG0003427	SSPN1_43130.1	KAK4474015.1
OG0003428	SSPN1_79750.1, SSPN1_79750.2	KAK4468238.1, KAK4468237.1
OG0003429	SSPN1_74990.1	KAK4470791.1
OG0003430	SSPN1_74190.1	KAK4470424.1
OG0003431	SSPN1_12970.1, SSPN1_12970.2, SSPN1_12970.3	KAK4475012.1
OG0003432	SSPN1_67870.1	KAK4470852.1
OG0003433	SSPN1_4660.1	KAK4474351.1
OG0003434	SSPN1_64490.1, SSPN1_64490.2	KAK4471998.1
OG0003435	SSPN1_34010.1	KAK4473820.1
OG0003436	SSPN1_48720.1, SSPN1_48720.2	KAK4469415.1
OG0003437	SSPN1_69870.1, SSPN1_69870.2	KAK4470283.1
OG0003438	SSPN1_29870.4, SSPN1_29870.1, SSPN1_29870.3, SSPN1_29870.2	KAK4472694.1
OG0003439	SSPN1_21230.1	KAK4475442.1
OG0003440	SSPN1_9450.1	KAK4475396.1
OG0003441	SSPN1_25850.1	KAK4472935.1, KAK4467225.1
OG0003442	SSPN1_69660.1	KAK4470265.1
OG0003443	SSPN1_56480.1, SSPN1_56920.1, SSPN1_56930.1	KAK4472080.1
OG0003444	SSPN1_19740.2, SSPN1_19740.1, SSPN1_19740.3	KAK4475939.1
OG0003445	SSPN1_43370.1	KAK4474179.1
OG0003446	SSPN1_35880.1	KAK4467276.1
OG0003447	SSPN1_5370.2, SSPN1_5370.4, SSPN1_5370.1, SSPN1_5370.3, SSPN1_5360.1	KAK4475836.1
OG0003448	SSPN1_67290.1	KAK4470129.1
OG0003449	SSPN1_67300.1	KAK4470128.1
OG0003451	SSPN1_82030.1	KAK4468061.1
OG0003452	SSPN1_8500.1	KAK4475988.1
OG0003453	SSPN1_42010.1	KAK4467251.1, KAK4473565.1
OG0003454	SSPN1_36740.1	KAK4472250.1
OG0003455	SSPN1_62410.1	KAK4471806.1
OG0003456	SSPN1_8110.4, SSPN1_8110.3, SSPN1_8110.2, SSPN1_8110.1	KAK4476121.1
OG0003457	SSPN1_32970.1, SSPN1_32970.2, SSPN1_32970.3	KAK4473914.1
OG0003458	SSPN1_31800.1	KAK4473754.1
OG0003459	SSPN1_70970.1, SSPN1_70970.2	KAK4470622.1
OG0003460	SSPN1_42990.1, SSPN1_42990.2	KAK4473874.1
OG0003462	SSPN1_31380.1, SSPN1_31380.3, SSPN1_31380.5, SSPN1_31380.2, SSPN1_31380.4	KAK4473716.1
OG0003463	SSPN1_82360.1	KAK4468148.1
OG0003464	SSPN1_78430.1	KAK4468339.1
OG0003465	SSPN1_61210.1	KAK4471665.1
OG0003466	SSPN1_20500.1	KAK4474381.1
OG0003467	SSPN1_74290.1, SSPN1_74300.1, SSPN1_74300.2	KAK4470416.1
OG0003468	SSPN1_65990.1	KAK4471499.1
OG0003469	SSPN1_48890.1, SSPN1_48890.2	KAK4469435.1
OG0003470	SSPN1_50470.1	KAK4469702.1
OG0003471	SSPN1_44460.1, SSPN1_44460.2	KAK4469558.1
OG0003472	SSPN1_8840.1	KAK4476240.1
OG0003473	SSPN1_74950.1	KAK4470786.1
OG0003474	SSPN1_54750.1	KAK4469757.1
OG0003475	SSPN1_23520.1, SSPN1_23520.2	KAK4473147.1
OG0003477	SSPN1_86760.1	KAK4468923.1
OG0003478	SSPN1_6160.1, SSPN1_6180.2, SSPN1_6150.1, SSPN1_6180.1	KAK4476098.1
OG0003479	SSPN1_26890.1	KAK4473118.1
OG0003480	SSPN1_64920.2, SSPN1_64920.1, SSPN1_64920.3, SSPN1_64920.4	KAK4471563.1
OG0003481	SSPN1_62590.1, SSPN1_62590.3, SSPN1_62590.2	KAK4471991.1
OG0003483	SSPN1_29300.1, SSPN1_29300.2, SSPN1_29300.3	KAK4472499.1
OG0003484	SSPN1_4200.1	KAK4475714.1
OG0003485	SSPN1_80320.1	KAK4468096.1
OG0003486	SSPN1_40070.1	KAK4473201.1
OG0003487	SSPN1_49900.1, SSPN1_49900.2, SSPN1_49900.3, SSPN1_49900.4	KAK4469159.1
OG0003488	SSPN1_18940.1	KAK4474526.1
OG0003489	SSPN1_73930.1	KAK4470449.1
OG0003490	SSPN1_8740.1, SSPN1_8740.2, SSPN1_8740.4, SSPN1_8740.3	KAK4476248.1
OG0003491	SSPN1_36920.1	KAK4472273.1
OG0003492	SSPN1_63220.1, SSPN1_63220.2	KAK4471927.1
OG0003493	SSPN1_88310.1	KAK4468477.1
OG0003494	SSPN1_89520.1	KAK4467906.1
OG0003495	SSPN1_4030.1	KAK4467559.1, KAK4475695.1
OG0003496	SSPN1_29280.1	KAK4472498.1
OG0003497	SSPN1_53500.1, SSPN1_53500.2	KAK4469814.1
OG0003498	SSPN1_67500.3, SSPN1_67500.4, SSPN1_67500.5, SSPN1_67500.1, SSPN1_67500.2	KAK4470172.1
OG0003499	SSPN1_62040.1	KAK4471773.1, KAK4471774.1
OG0003500	SSPN1_60800.1	KAK4471419.1
OG0003501	SSPN1_74550.1, SSPN1_74550.2	KAK4470745.1
OG0003503	SSPN1_5640.1	KAK4475886.1
OG0003504	SSPN1_32010.1, SSPN1_32010.3, SSPN1_32010.2	KAK4473775.1
OG0003505	SSPN1_49500.1, SSPN1_49500.2, SSPN1_49500.3	KAK4469653.1
OG0003506	SSPN1_490.1, SSPN1_490.2, SSPN1_490.3	KAK4476177.1
OG0003507	SSPN1_4040.1, SSPN1_4040.2	KAK4475696.1
OG0003508	SSPN1_59800.1	KAK4471156.1
OG0003509	SSPN1_42560.1	KAK4472664.1
OG0003511	SSPN1_59880.1, SSPN1_59880.2	KAK4472079.1
OG0003512	SSPN1_79650.1	KAK4468250.1
OG0003513	SSPN1_72840.1	KAK4470523.1
OG0003514	SSPN1_27830.1	KAK4472796.1
OG0003515	SSPN1_90390.1, SSPN1_90390.2	KAK4467615.1
OG0003516	SSPN1_49270.1, SSPN1_49270.2, SSPN1_49270.3, SSPN1_49270.4, SSPN1_49270.5	KAK4469464.1
OG0003517	SSPN1_91950.3, SSPN1_91950.1, SSPN1_91950.2, SSPN1_91950.4	KAK4467787.1
OG0003518	SSPN1_83470.3, SSPN1_83470.4, SSPN1_83470.2, SSPN1_83470.1	KAK4468848.1
OG0003519	SSPN1_33290.1	KAK4473885.1
OG0003520	SSPN1_55880.1, SSPN1_55880.2, SSPN1_55880.3	KAK4471147.1
OG0003521	SSPN1_18750.1, SSPN1_18750.2	KAK4474494.1
OG0003522	SSPN1_77180.1, SSPN1_77180.4, SSPN1_77180.2, SSPN1_77180.3	KAK4471013.1, KAK4471014.1
OG0003523	SSPN1_52900.1, SSPN1_52900.2	KAK4469869.1
OG0003524	SSPN1_62140.3, SSPN1_62140.1, SSPN1_62140.2	KAK4471778.1
OG0003525	SSPN1_3260.1	KAK4475611.1
OG0003526	SSPN1_28990.3, SSPN1_28990.4, SSPN1_28990.5, SSPN1_28990.2, SSPN1_28990.1	KAK4472469.1
OG0003527	SSPN1_76690.1	KAK4470971.1
OG0003528	SSPN1_960.1	KAK4475853.1
OG0003529	SSPN1_40900.1, SSPN1_40900.2	KAK4473452.1
OG0003530	SSPN1_58450.1	KAK4471355.1
OG0003531	SSPN1_19880.1	KAK4476277.1
OG0003532	SSPN1_8160.1	KAK4476131.1
OG0003533	SSPN1_46790.1	KAK4469562.1
OG0003534	SSPN1_84250.1, SSPN1_84250.2	KAK4468777.1
OG0003535	SSPN1_92730.3, SSPN1_92730.1, SSPN1_92730.2	KAK4467826.1
OG0003536	SSPN1_63170.1	KAK4471933.1
OG0003537	SSPN1_57270.1	KAK4472049.1
OG0003538	SSPN1_21200.1	KAK4475438.1
OG0003539	SSPN1_74210.1	KAK4470019.1
OG0003540	SSPN1_4220.1	KAK4475716.1, KAK4467466.1
OG0003541	SSPN1_82990.1, SSPN1_82990.2, SSPN1_82990.3	KAK4468883.1
OG0003542	SSPN1_65200.1, SSPN1_65200.2, SSPN1_65200.3	KAK4471461.1, KAK4471462.1
OG0003543	SSPN1_47990.1	KAK4469226.1
OG0003544	SSPN1_46980.1	KAK4469321.1
OG0003545	SSPN1_12380.1	KAK4475073.1
OG0003547	SSPN1_7540.1	KAK4475960.1
OG0003548	SSPN1_21750.1	KAK4475515.1
OG0003549	SSPN1_84890.1	KAK4468710.1
OG0003550	SSPN1_33500.1, SSPN1_33500.2	KAK4473867.1
OG0003551	SSPN1_60200.1	KAK4471826.1
OG0003552	SSPN1_55960.1, SSPN1_55960.2	KAK4471182.1
OG0003553	SSPN1_20570.1	KAK4474372.1
OG0003554	SSPN1_66690.1	KAK4471207.1
OG0003555	SSPN1_73710.1, SSPN1_73710.2	KAK4470723.1
OG0003556	SSPN1_63240.2, SSPN1_63240.1, SSPN1_63240.3, SSPN1_63240.4	KAK4471925.1
OG0003557	SSPN1_45150.1, SSPN1_45150.5, SSPN1_45150.2, SSPN1_45150.6, SSPN1_45150.3, SSPN1_45150.4, SSPN1_45150.8, SSPN1_45150.7	KAK4469940.1
OG0003558	SSPN1_56270.1	KAK4471110.1
OG0003559	SSPN1_78900.2, SSPN1_78900.3, SSPN1_78900.4, SSPN1_78900.1	KAK4468363.1
OG0003560	SSPN1_61370.1	KAK4471683.1
OG0003561	SSPN1_4530.1, SSPN1_4530.2	KAK4467498.1, KAK4475758.1
OG0003564	SSPN1_30440.1, SSPN1_30440.3, SSPN1_30440.4, SSPN1_30440.2	KAK4472635.1
OG0003565	SSPN1_25910.1	KAK4472779.1, KAK4472931.1
OG0003566	SSPN1_5090.1	KAK4474213.1
OG0003567	SSPN1_16710.1	KAK4474450.1
OG0003568	SSPN1_1620.1, SSPN1_2700.1	KAK4475556.1
OG0003569	SSPN1_6340.3, SSPN1_6340.1, SSPN1_6340.2	KAK4475925.1
OG0003577	SSPN1_43040.1	KAK4473917.1, KAK4475250.1
OG0003578	SSPN1_91090.3, SSPN1_91090.1, SSPN1_91090.2	KAK4467762.1
OG0003580	SSPN1_14810.1	KAK4474767.1
OG0003581	SSPN1_39950.1	KAK4473096.1
OG0003583	SSPN1_2830.2, SSPN1_2830.1, SSPN1_2830.3	KAK4475571.1
OG0003584	SSPN1_62560.1	KAK4471994.1
OG0003585	SSPN1_80870.1, SSPN1_80870.2	KAK4468018.1
OG0003586	SSPN1_43550.1	KAK4473691.1
OG0003587	SSPN1_19580.1	KAK4474390.1
OG0003588	SSPN1_14540.1	KAK4474798.1
OG0003589	SSPN1_68420.1, SSPN1_68420.2	KAK4470101.1
OG0003590	SSPN1_6130.2, SSPN1_6130.1, SSPN1_6130.3	KAK4476105.1
OG0003591	SSPN1_57190.1, SSPN1_57190.2	KAK4472040.1
OG0003592	SSPN1_70680.1	KAK4470602.1
OG0003594	SSPN1_15130.1	KAK4475234.1
OG0003595	SSPN1_81940.1	KAK4468152.1
OG0003596	SSPN1_51070.1, SSPN1_51070.2	KAK4469676.1
OG0003597	SSPN1_70280.1	KAK4470556.1
OG0003598	SSPN1_34680.1, SSPN1_34680.2	KAK4474030.1
OG0003599	SSPN1_17830.3, SSPN1_17830.1, SSPN1_17830.2	KAK4474727.1
OG0003600	SSPN1_5080.1, SSPN1_5080.2	KAK4475863.1, KAK4475865.1, KAK4475864.1
OG0003601	SSPN1_26480.1, SSPN1_26480.2	KAK4473045.1
OG0003602	SSPN1_59860.1	KAK4472101.1
OG0003603	SSPN1_68330.1, SSPN1_68330.2	KAK4470116.1
OG0003604	SSPN1_400.5, SSPN1_400.3, SSPN1_400.4, SSPN1_400.1, SSPN1_400.2	KAK4476286.1
OG0003605	SSPN1_14250.1, SSPN1_14250.2	KAK4474826.1
OG0003606	SSPN1_36690.1	KAK4472540.1
OG0003607	SSPN1_15550.4, SSPN1_15550.1, SSPN1_15550.2, SSPN1_15550.5, SSPN1_15550.3	KAK4475286.1
OG0003608	SSPN1_34740.1, SSPN1_34740.2, SSPN1_34740.3, SSPN1_34740.4	KAK4474036.1
OG0003609	SSPN1_23590.1, SSPN1_23590.2	KAK4473159.1
OG0003610	SSPN1_85280.1	KAK4468676.1
OG0003611	SSPN1_52300.1, SSPN1_52300.2, SSPN1_52300.3, SSPN1_52300.4, SSPN1_52300.5	KAK4469941.1
OG0003612	SSPN1_57290.1	KAK4472051.1
OG0003613	SSPN1_65770.1, SSPN1_65770.2, SSPN1_65770.3, SSPN1_65770.4, SSPN1_65770.5, SSPN1_65770.6	KAK4471517.1
OG0003614	SSPN1_57120.1, SSPN1_57120.2, SSPN1_57120.3	KAK4472034.1
OG0003615	SSPN1_32070.1	KAK4473788.1
OG0003616	SSPN1_10430.1	KAK4474935.1
OG0003617	SSPN1_63610.1	KAK4471768.1
OG0003618	SSPN1_23430.3, SSPN1_23430.4, SSPN1_23430.1, SSPN1_23430.2	KAK4473051.1
OG0003619	SSPN1_20110.1, SSPN1_20110.3	KAK4476255.1
OG0003620	SSPN1_47350.1	KAK4469288.1
OG0003621	SSPN1_52340.1, SSPN1_52340.2	KAK4469901.1
OG0003622	SSPN1_93430.1, SSPN1_67830.1	KAK4470787.1
OG0003624	SSPN1_16510.1	KAK4474427.1
OG0003625	SSPN1_83030.1	KAK4468892.1
OG0003626	SSPN1_81870.2, SSPN1_81870.1	KAK4468054.1
OG0003627	SSPN1_82080.1	KAK4468066.1
OG0003628	SSPN1_37300.1	KAK4472310.1
OG0003629	SSPN1_7290.1	KAK4476014.1, KAK4476015.1
OG0003630	SSPN1_35090.1, SSPN1_35090.2, SSPN1_35090.3	KAK4474073.1
OG0003631	SSPN1_75700.1	KAK4470868.1
OG0003632	SSPN1_60150.1	KAK4471856.1
OG0003633	SSPN1_51510.4, SSPN1_51510.3, SSPN1_51510.2, SSPN1_51510.1	KAK4469548.1
OG0003634	SSPN1_75060.1	KAK4470797.1
OG0003635	SSPN1_73660.1	KAK4470719.1
OG0003636	SSPN1_71000.1	KAK4470625.1
OG0003637	SSPN1_57460.1	KAK4471579.1
OG0003638	SSPN1_52190.1	KAK4469171.1
OG0003639	SSPN1_52200.1, SSPN1_52200.2	KAK4469170.1
OG0003640	SSPN1_4640.1	KAK4467375.1, KAK4475763.1
OG0003641	SSPN1_72790.1, SSPN1_72790.2	KAK4470529.1
OG0003642	SSPN1_54560.1, SSPN1_54560.2	KAK4469740.1
OG0003643	SSPN1_69550.1	KAK4470256.1
OG0003644	SSPN1_15580.1, SSPN1_15580.2, SSPN1_15580.3	KAK4475284.1
OG0003645	SSPN1_45540.1, SSPN1_45540.2	KAK4469087.1
OG0003646	SSPN1_51710.1	KAK4469350.1
OG0003647	SSPN1_15250.3, SSPN1_15250.4, SSPN1_15260.1, SSPN1_15250.2, SSPN1_15250.1	KAK4475316.1
OG0003648	SSPN1_20470.1	KAK4474379.1
OG0003649	SSPN1_32490.1, SSPN1_32490.2	KAK4472160.1
OG0003650	SSPN1_15200.1, SSPN1_15200.2	KAK4475226.1
OG0003651	SSPN1_48860.1, SSPN1_48860.2	KAK4469433.1
OG0003652	SSPN1_52310.1, SSPN1_52330.1	KAK4469903.1
OG0003653	SSPN1_31210.1	KAK4473694.1
OG0003654	SSPN1_58210.1, SSPN1_58200.2, SSPN1_58200.1, SSPN1_58200.3, SSPN1_58210.2	KAK4471652.1
OG0003655	SSPN1_29030.1	KAK4472474.1
OG0003656	SSPN1_68000.1	KAK4470577.1
OG0003657	SSPN1_3450.1	KAK4475633.1, KAK4476069.1
OG0003658	SSPN1_69570.1	KAK4470258.1
OG0003659	SSPN1_75580.1	KAK4470853.1
OG0003660	SSPN1_69200.1, SSPN1_69200.2	KAK4470203.1
OG0003661	SSPN1_50290.1, SSPN1_50290.2	KAK4469716.1
OG0003662	SSPN1_42500.1	KAK4472707.1
OG0003663	SSPN1_67360.1	KAK4470359.1
OG0003664	SSPN1_53520.1, SSPN1_53520.2, SSPN1_53530.1	KAK4469810.1
OG0003665	SSPN1_69650.1	KAK4470264.1
OG0003666	SSPN1_55850.3, SSPN1_55850.1, SSPN1_55850.2	KAK4471143.1
OG0003667	SSPN1_14210.1, SSPN1_14210.2, SSPN1_14210.3	KAK4474830.1
OG0003668	SSPN1_52100.1, SSPN1_52100.2	KAK4467223.1
OG0003669	SSPN1_53180.1	KAK4469841.1
OG0003670	SSPN1_61760.1	KAK4471724.1
OG0003671	SSPN1_72770.1, SSPN1_72770.2	KAK4470531.1
OG0003672	SSPN1_90490.1	KAK4467943.1
OG0003673	SSPN1_84790.1	KAK4468770.1
OG0003674	SSPN1_36840.1	KAK4472263.1, KAK4472262.1
OG0003675	SSPN1_65310.1	KAK4471455.1
OG0003676	SSPN1_90550.1	KAK4467752.1
OG0003677	SSPN1_76630.1	KAK4470963.1
OG0003678	SSPN1_30150.1	KAK4472663.1
OG0003679	SSPN1_93370.2, SSPN1_93370.1, SSPN1_43420.1, SSPN1_43420.2	KAK4472257.1
OG0003680	SSPN1_33630.1, SSPN1_33630.2	KAK4473856.1
OG0003681	SSPN1_84050.1	KAK4468795.1
OG0003682	SSPN1_72630.1, SSPN1_72640.8, SSPN1_72640.4, SSPN1_72640.6, SSPN1_72640.2, SSPN1_72640.3, SSPN1_72640.5, SSPN1_72640.7, SSPN1_72640.1, SSPN1_72640.9	KAK4470538.1
OG0003683	SSPN1_9180.1, SSPN1_9180.2, SSPN1_9180.3	KAK4475926.1
OG0003684	SSPN1_28680.1	KAK4472440.1
OG0003685	SSPN1_32760.1	KAK4473933.1
OG0003686	SSPN1_87670.1, SSPN1_87670.2	KAK4468413.1
OG0003687	SSPN1_84200.1	KAK4468719.1
OG0003688	SSPN1_79130.1	KAK4476166.1
OG0003689	SSPN1_61640.1	KAK4471711.1
OG0003690	SSPN1_53240.1	KAK4469837.1
OG0003691	SSPN1_92450.1	KAK4467831.1
OG0003692	SSPN1_32670.1	KAK4473945.1
OG0003693	SSPN1_51450.1	KAK4469541.1
OG0003694	SSPN1_23020.1	KAK4473280.1
OG0003695	SSPN1_59810.1	KAK4471165.1
OG0003696	SSPN1_67140.1	KAK4470140.1
OG0003697	SSPN1_1460.4, SSPN1_1460.3, SSPN1_1460.2, SSPN1_1460.1, SSPN1_1470.1	KAK4474685.1
OG0003698	SSPN1_38060.1	KAK4472394.1
OG0003699	SSPN1_38460.1, SSPN1_38460.2, SSPN1_38460.3, SSPN1_38460.4	KAK4472244.1
OG0003700	SSPN1_44740.1	KAK4469301.1
OG0003701	SSPN1_77930.2, SSPN1_77930.1, SSPN1_77930.3	KAK4468317.1
OG0003703	SSPN1_16770.1, SSPN1_16770.2	KAK4474457.1
OG0003704	SSPN1_37470.1	KAK4472329.1
OG0003705	SSPN1_36520.1, SSPN1_36520.2	KAK4472556.1
OG0003706	SSPN1_87830.4, SSPN1_87830.1, SSPN1_87830.3, SSPN1_87830.2	KAK4468429.1
OG0003707	SSPN1_4710.1, SSPN1_4700.1	KAK4475798.1
OG0003708	SSPN1_62790.1	KAK4471974.1
OG0003709	SSPN1_2130.1	KAK4475321.1
OG0003710	SSPN1_37430.1	KAK4472324.1
OG0003711	SSPN1_57760.1	KAK4471608.1
OG0003712	SSPN1_10550.1	KAK4474947.1
OG0003713	SSPN1_84140.1, SSPN1_84140.2, SSPN1_84140.3	KAK4468784.1
OG0003714	SSPN1_87090.1, SSPN1_87100.1	KAK4468605.1
OG0003715	SSPN1_24610.1	KAK4473272.1
OG0003716	SSPN1_89580.1	KAK4467727.1
OG0003717	SSPN1_70030.1, SSPN1_70030.2	KAK4470302.1
OG0003718	SSPN1_74750.1	KAK4470765.1
OG0003719	SSPN1_48370.3, SSPN1_48370.2, SSPN1_48370.1	KAK4469381.1
OG0003720	SSPN1_64370.1, SSPN1_64370.2	KAK4471852.1
OG0003721	SSPN1_88510.1, SSPN1_88510.2	KAK4475976.1
OG0003723	SSPN1_89060.1, SSPN1_89060.2	KAK4467926.1
OG0003724	SSPN1_12410.1	KAK4475070.1
OG0003725	SSPN1_5530.1, SSPN1_5530.2, SSPN1_5530.3	KAK4475815.1
OG0003726	SSPN1_52600.1	KAK4469890.1
OG0003727	SSPN1_27900.1, SSPN1_27900.2	KAK4472787.1
OG0003729	SSPN1_8860.1	KAK4476203.1
OG0003730	SSPN1_48160.1	KAK4469206.1
OG0003731	SSPN1_79710.2, SSPN1_79710.3, SSPN1_79710.4, SSPN1_79710.1, SSPN1_79710.5, SSPN1_79720.1	KAK4468242.1
OG0003732	SSPN1_78580.1, SSPN1_78580.2, SSPN1_78580.3	KAK4467955.1, KAK4468009.1
OG0003733	SSPN1_7220.1	KAK4476009.1
OG0003734	SSPN1_3620.1	KAK4475646.1, KAK4467512.1
OG0003735	SSPN1_4950.1, SSPN1_4950.2	KAK4475807.1
OG0003736	SSPN1_66660.1	KAK4471228.1
OG0003737	SSPN1_1260.1	KAK4475953.1
OG0003738	SSPN1_93190.1, SSPN1_42380.1, SSPN1_42380.2, SSPN1_42380.3	KAK4472846.1
OG0003739	SSPN1_48130.1, SSPN1_48130.2	KAK4469211.1
OG0003740	SSPN1_25870.1, SSPN1_25870.2	KAK4472934.1
OG0003741	SSPN1_51680.1	KAK4469347.1
OG0003742	SSPN1_64840.1	KAK4472058.1
OG0003743	SSPN1_65400.1	KAK4471289.1
OG0003744	SSPN1_30260.1	KAK4472659.1
OG0003745	SSPN1_29720.1	KAK4472710.1
OG0003746	SSPN1_3490.1	KAK4475636.1
OG0003747	SSPN1_23800.1	KAK4473181.1
OG0003748	SSPN1_3320.1, SSPN1_3320.2, SSPN1_3320.3, SSPN1_3320.4	KAK4475606.1
OG0003749	SSPN1_9730.1	KAK4475424.1
OG0003750	SSPN1_76600.1	KAK4470958.1
OG0003751	SSPN1_81830.1	KAK4468057.1
OG0003752	SSPN1_36530.1	KAK4472559.1
OG0003753	SSPN1_9580.1	KAK4475413.1
OG0003754	SSPN1_78270.1, SSPN1_78270.2	KAK4468010.1
OG0003755	SSPN1_2300.1, SSPN1_2300.2, SSPN1_2300.3	KAK4475473.1
OG0003756	SSPN1_87570.1	KAK4468609.1
OG0003757	SSPN1_40170.1	KAK4473294.1
OG0003758	SSPN1_38070.1	KAK4472396.1
OG0003759	SSPN1_65680.1, SSPN1_65680.2	KAK4471511.1
OG0003760	SSPN1_40420.1, SSPN1_40420.2	KAK4473407.1
OG0003761	SSPN1_48210.1	KAK4469202.1
OG0003762	SSPN1_85240.1	KAK4468680.1
OG0003763	SSPN1_40060.1	KAK4473190.1
OG0003764	SSPN1_31860.1	KAK4473758.1
OG0003765	SSPN1_16550.1, SSPN1_16550.2	KAK4474431.1, KAK4475501.1
OG0003766	SSPN1_45120.1	KAK4469910.1
OG0003767	SSPN1_64140.1, SSPN1_64140.2	KAK4471832.1
OG0003768	SSPN1_1750.1, SSPN1_1750.2	KAK4475020.1
OG0003769	SSPN1_24050.1	KAK4473211.1
OG0003770	SSPN1_67810.1	KAK4470714.1
OG0003771	SSPN1_6640.1, SSPN1_6640.2	KAK4476054.1
