Orthogroup	schistosoma_spindale	fasciola_hepatica
OG0003798	SSPN1_15530.1, SSPN1_15530.2	FhHiC23_g16180.t1, FhHiC23_g16180.t2
OG0003799	SSPN1_78730.1	FhHiC23_g4228.t1
OG0003800	SSPN1_22580.1	FhHiC23_g10374.t1, FhHiC23_g10374.t2
OG0003801	SSPN1_51420.1	FhHiC23_g1560.t1, FhHiC23_g1561.t1
OG0003802	SSPN1_75450.1, SSPN1_75450.2	FhHiC23_g2514.t1, FhHiC23_g10612.t1
OG0003803	SSPN1_20410.1	FhHiC23_g11660.t1
OG0003805	SSPN1_410.1	FhHiC23_g12371.t1
OG0003806	SSPN1_7790.2, SSPN1_7790.1, SSPN1_7790.3	FhHiC23_g13172.t1, FhHiC23_g13172.t2
OG0003807	SSPN1_33950.1, SSPN1_33950.2	FhHiC23_g14184.t1, FhHiC23_g14184.t2
OG0003808	SSPN1_76540.1, SSPN1_76540.2	FhHiC23_g2546.t1
OG0003809	SSPN1_68060.1	FhHiC23_g3067.t1
OG0003810	SSPN1_29040.1, SSPN1_29040.2, SSPN1_29040.3	FhHiC23_g4623.t1
OG0003811	SSPN1_25820.1	FhHiC23_g9466.t1
OG0003812	SSPN1_23970.1, SSPN1_23970.2	FhHiC23_g9555.t1, FhHiC23_g9555.t5, FhHiC23_g9555.t4, FhHiC23_g9555.t2, FhHiC23_g9555.t3
OG0003827	SSPN1_28890.1, SSPN1_28890.2	FhHiC23_g5317.t1, FhHiC23_g5344.t1
OG0003828	SSPN1_33390.1	FhHiC23_g5854.t1
OG0003829	SSPN1_7170.1	FhHiC23_g11741.t1
OG0003830	SSPN1_19210.1	FhHiC23_g11591.t1, FhHiC23_g11593.t1
OG0003831	SSPN1_92050.1	FhHiC23_g9389.t1, FhHiC23_g9389.t2
OG0003832	SSPN1_92020.1	FhHiC23_g9184.t1
OG0003833	SSPN1_43480.1, SSPN1_43480.2	FhHiC23_g14579.t1, FhHiC23_g14579.t2
OG0003834	SSPN1_2940.1, SSPN1_2940.2	FhHiC23_g12646.t1
OG0003835	SSPN1_14840.1, SSPN1_14860.1	FhHiC23_g10635.t1
OG0003836	SSPN1_28870.1, SSPN1_28870.2, SSPN1_28870.3, SSPN1_28870.4	FhHiC23_g5703.t1, FhHiC23_g5703.t2
OG0003837	SSPN1_30750.1	FhHiC23_g5416.t1, FhHiC23_g6190.t1, FhHiC23_g6189.t1
OG0003838	SSPN1_18560.1	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2
OG0003839	SSPN1_16490.1	FhHiC23_g13451.t1, FhHiC23_g13451.t2
OG0003840	SSPN1_40010.1, SSPN1_40020.1	FhHiC23_g4836.t1, FhHiC23_g4845.t1
OG0003841	SSPN1_32690.1	FhHiC23_g14697.t1
OG0003842	SSPN1_29190.1, SSPN1_29190.2	FhHiC23_g5336.t1, FhHiC23_g15541.t2, FhHiC23_g15541.t1
OG0003844	SSPN1_37960.1	FhHiC23_g6166.t1
OG0003845	SSPN1_88520.1	FhHiC23_g16557.t1
OG0003846	SSPN1_4500.1, SSPN1_4500.2	FhHiC23_g12895.t1
OG0003847	SSPN1_62570.1, SSPN1_62570.2	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2
OG0003848	SSPN1_81850.1, SSPN1_81850.2	FhHiC23_g4049.t1
OG0003849	SSPN1_12580.1	FhHiC23_g15163.t2, FhHiC23_g15163.t1
OG0003850	SSPN1_28370.1, SSPN1_28390.1, SSPN1_28380.1	FhHiC23_g5890.t1
OG0003851	SSPN1_61430.1, SSPN1_61290.1	FhHiC23_g7570.t1, FhHiC23_g7570.t2
OG0003852	SSPN1_89920.1, SSPN1_89920.2	FhHiC23_g9824.t1
OG0003853	SSPN1_92750.1, SSPN1_92740.1	FhHiC23_g10036.t2, FhHiC23_g9043.t1
OG0003854	SSPN1_58230.1	FhHiC23_g8548.t1
OG0003855	SSPN1_39550.1	FhHiC23_g14330.t1
OG0003856	SSPN1_82120.1	FhHiC23_g3543.t1
OG0003857	SSPN1_32380.1	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2
OG0003858	SSPN1_38430.1, SSPN1_38430.2, SSPN1_38430.3, SSPN1_38430.4	FhHiC23_g5810.t1
OG0003859	SSPN1_60890.1	FhHiC23_g8045.t1
OG0003860	SSPN1_31880.1	FhHiC23_g6228.t1
OG0003861	SSPN1_33300.1	FhHiC23_g5691.t2, FhHiC23_g5691.t1
OG0003862	SSPN1_27710.1, SSPN1_27710.2	FhHiC23_g6280.t1
OG0003863	SSPN1_22040.1	FhHiC23_g9711.t1, FhHiC23_g9711.t2
OG0003864	SSPN1_73090.1	FhHiC23_g3441.t1, FhHiC23_g3435.t1, FhHiC23_g3432.t1, FhHiC23_g3447.t1, FhHiC23_g3438.t1
OG0003865	SSPN1_90040.1	FhHiC23_g9446.t1
OG0003866	SSPN1_30580.1, SSPN1_30580.2, SSPN1_30580.3	FhHiC23_g5717.t1
OG0003867	SSPN1_45770.1	FhHiC23_g305.t1
OG0003868	SSPN1_63160.1	FhHiC23_g8535.t1
OG0003869	SSPN1_40410.1	FhHiC23_g14053.t1
OG0003870	SSPN1_89790.1	FhHiC23_g9845.t1
OG0003871	SSPN1_29480.1, SSPN1_29480.2, SSPN1_29480.4, SSPN1_29480.5, SSPN1_29480.3	FhHiC23_g6462.t1
OG0003872	SSPN1_54580.1	FhHiC23_g1895.t1, FhHiC23_g1895.t2
OG0003873	SSPN1_78320.1	FhHiC23_g4568.t1
OG0003874	SSPN1_42110.1, SSPN1_42110.3, SSPN1_42110.2	FhHiC23_g14240.t1
OG0003875	SSPN1_93420.1, SSPN1_22620.1	FhHiC23_g9059.t1
OG0003876	SSPN1_31420.1, SSPN1_31420.2, SSPN1_31420.3, SSPN1_31420.5, SSPN1_31420.4	FhHiC23_g5288.t1, FhHiC23_g5288.t2, FhHiC23_g6090.t1
OG0003877	SSPN1_61910.1	FhHiC23_g8170.t1, FhHiC23_g8170.t2
OG0003878	SSPN1_61900.1, SSPN1_61900.2	FhHiC23_g8171.t1, FhHiC23_g8171.t2
OG0003879	SSPN1_77440.6, SSPN1_77540.1, SSPN1_77440.5, SSPN1_77440.4	FhHiC23_g2364.t1
OG0003880	SSPN1_87430.1, SSPN1_87440.1	FhHiC23_g16169.t1
OG0003881	SSPN1_63360.1, SSPN1_63360.3, SSPN1_63360.2	FhHiC23_g7110.t1
OG0003882	SSPN1_90030.1, SSPN1_90030.2, SSPN1_90030.3	FhHiC23_g9365.t1, FhHiC23_g9365.t2
OG0003883	SSPN1_63440.1, SSPN1_63440.4, SSPN1_63440.2, SSPN1_63440.3	FhHiC23_g7389.t1, FhHiC23_g7389.t2
OG0003884	SSPN1_23320.1	FhHiC23_g10181.t1
OG0003885	SSPN1_83880.1	FhHiC23_g8151.t1
OG0003886	SSPN1_32680.1	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2
OG0003887	SSPN1_85180.1, SSPN1_85180.2	FhHiC23_g16060.t1
OG0003888	SSPN1_87240.1, SSPN1_87240.2	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2
OG0003889	SSPN1_72750.1	FhHiC23_g2401.t1
OG0003890	SSPN1_10140.1	FhHiC23_g14980.t2, FhHiC23_g14980.t1
OG0003891	SSPN1_18590.4, SSPN1_18590.2, SSPN1_18590.3, SSPN1_18590.1, SSPN1_18590.5	FhHiC23_g11725.t1, FhHiC23_g11725.t2
OG0003892	SSPN1_85100.1	FhHiC23_g7768.t1, FhHiC23_g7768.t2
OG0003893	SSPN1_6320.1, SSPN1_6320.2, SSPN1_6320.4, SSPN1_6320.3, SSPN1_6320.5, SSPN1_6320.7, SSPN1_6320.6	FhHiC23_g11780.t1
OG0003894	SSPN1_18800.1	FhHiC23_g11878.t1, FhHiC23_g11878.t2
OG0003895	SSPN1_50660.1	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3
OG0003896	SSPN1_51140.1, SSPN1_51140.2	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1
OG0003897	SSPN1_28190.1, SSPN1_28210.1	FhHiC23_g6604.t1, FhHiC23_g6604.t2
OG0003898	SSPN1_8970.6, SSPN1_8970.13, SSPN1_8970.7, SSPN1_8970.8, SSPN1_8970.9, SSPN1_8970.12, SSPN1_8970.4, SSPN1_8970.11, SSPN1_8970.1, SSPN1_8970.3, SSPN1_8970.10, SSPN1_8970.2, SSPN1_8970.5	FhHiC23_g13100.t1
OG0003899	SSPN1_50680.1, SSPN1_50690.1, SSPN1_50690.2	FhHiC23_g1715.t1
OG0003900	SSPN1_66190.1	FhHiC23_g7815.t1
OG0003901	SSPN1_66160.1	FhHiC23_g7813.t1, FhHiC23_g7813.t2
OG0003902	SSPN1_84770.1	FhHiC23_g16480.t1, FhHiC23_g16480.t2, FhHiC23_g16480.t3
OG0003903	SSPN1_66050.1, SSPN1_66050.2, SSPN1_66050.3	FhHiC23_g6916.t1, FhHiC23_g6916.t2
OG0003904	SSPN1_60290.1, SSPN1_60290.2, SSPN1_60290.6, SSPN1_60290.3, SSPN1_60290.5, SSPN1_60290.4	FhHiC23_g7509.t2, FhHiC23_g7509.t1
OG0003905	SSPN1_90950.1	FhHiC23_g9786.t1, FhHiC23_g9786.t2
OG0003906	SSPN1_8070.1	FhHiC23_g13454.t1, FhHiC23_g13454.t2
OG0003907	SSPN1_730.1	FhHiC23_g13455.t1
OG0003908	SSPN1_20870.1	FhHiC23_g15413.t1
OG0003909	SSPN1_34830.1	FhHiC23_g4779.t1
OG0003910	SSPN1_54240.3, SSPN1_54240.2, SSPN1_54240.4, SSPN1_54240.1	FhHiC23_g1418.t1
OG0003911	SSPN1_39700.1	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1
OG0003912	SSPN1_76460.1	FhHiC23_g1506.t1
OG0003913	SSPN1_29690.1, SSPN1_29690.2	FhHiC23_g6449.t1, FhHiC23_g6449.t2, FhHiC23_g6452.t1, FhHiC23_g6452.t2, FhHiC23_g6454.t1, FhHiC23_g6454.t2
OG0003914	SSPN1_66940.1	FhHiC23_g2217.t2, FhHiC23_g2217.t1
OG0003915	SSPN1_66930.1	FhHiC23_g2216.t1
OG0003916	SSPN1_80580.1	FhHiC23_g3607.t1
OG0003917	SSPN1_16170.1	FhHiC23_g11381.t1
OG0003918	SSPN1_48190.1	FhHiC23_g1262.t1
OG0003919	SSPN1_36810.1	FhHiC23_g6568.t1
OG0003920	SSPN1_14000.1	FhHiC23_g10924.t1, FhHiC23_g10925.t1
OG0003921	SSPN1_67330.1	FhHiC23_g1343.t1
OG0003922	SSPN1_65010.1	FhHiC23_g8300.t1
OG0003923	SSPN1_23730.1	FhHiC23_g10217.t1
OG0003924	SSPN1_54180.1	FhHiC23_g3065.t1
OG0003925	SSPN1_50900.1	FhHiC23_g1469.t1
OG0003926	SSPN1_24380.1	FhHiC23_g8996.t1, FhHiC23_g8996.t2
OG0003927	SSPN1_66260.1, SSPN1_66260.2	FhHiC23_g8507.t1
OG0003928	SSPN1_39670.1, SSPN1_39670.2	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1
OG0003929	SSPN1_44230.1	FhHiC23_g1487.t1, FhHiC23_g1487.t2
OG0003930	SSPN1_77330.1, SSPN1_77330.2	FhHiC23_g944.t2, FhHiC23_g944.t1
OG0003931	SSPN1_51000.1	FhHiC23_g531.t1
OG0003932	SSPN1_15910.1	FhHiC23_g10778.t1
OG0003933	SSPN1_43500.1	FhHiC23_g13951.t1
OG0003934	SSPN1_760.1	FhHiC23_g12368.t1
OG0003935	SSPN1_16240.1, SSPN1_16240.2, SSPN1_16240.3, SSPN1_16240.4, SSPN1_16240.5, SSPN1_16240.6, SSPN1_16240.10, SSPN1_16240.9, SSPN1_16240.7, SSPN1_16240.8	FhHiC23_g11352.t2, FhHiC23_g11352.t1
OG0003936	SSPN1_6560.1, SSPN1_6560.2, SSPN1_6560.3	FhHiC23_g11245.t1, FhHiC23_g11245.t2
OG0003937	SSPN1_46210.1	FhHiC23_g228.t1
OG0003938	SSPN1_70130.1	FhHiC23_g654.t1
OG0003939	SSPN1_81510.1, SSPN1_81510.2	FhHiC23_g3830.t2, FhHiC23_g3830.t1, FhHiC23_g5264.t1
OG0003940	SSPN1_17490.1, SSPN1_17490.5, SSPN1_17490.4, SSPN1_17490.6, SSPN1_17490.2, SSPN1_17490.3	FhHiC23_g11490.t1
OG0003941	SSPN1_4150.1, SSPN1_4160.1	FhHiC23_g12814.t1
OG0003942	SSPN1_44390.1	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3
OG0003943	SSPN1_44920.1	FhHiC23_g568.t1
OG0003944	SSPN1_44900.1	FhHiC23_g567.t3, FhHiC23_g567.t1, FhHiC23_g567.t2
OG0003945	SSPN1_84480.1	FhHiC23_g16225.t1, FhHiC23_g16225.t2
OG0003946	SSPN1_23810.1	FhHiC23_g9282.t1, FhHiC23_g9283.t1
OG0003947	SSPN1_39370.1	FhHiC23_g14217.t1
OG0003948	SSPN1_54840.1	FhHiC23_g2377.t1
OG0003949	SSPN1_52380.1	FhHiC23_g3911.t1, FhHiC23_g938.t1
OG0003950	SSPN1_6420.3, SSPN1_6420.1, SSPN1_6420.2	FhHiC23_g13612.t1, FhHiC23_g13612.t2
OG0003951	SSPN1_47010.1, SSPN1_47030.1	FhHiC23_g2253.t2, FhHiC23_g2253.t1
OG0003952	SSPN1_85870.1	FhHiC23_g15874.t1, FhHiC23_g15874.t2
OG0003953	SSPN1_78300.1	FhHiC23_g3942.t1
OG0003954	SSPN1_63090.1	FhHiC23_g8176.t1
OG0003955	SSPN1_48100.1, SSPN1_48100.2	FhHiC23_g1279.t1, FhHiC23_g1279.t2
OG0003956	SSPN1_61320.1	FhHiC23_g7414.t1
OG0003957	SSPN1_36060.1	FhHiC23_g5014.t1
OG0003958	SSPN1_24910.1	FhHiC23_g9612.t1, FhHiC23_g9612.t2
OG0003959	SSPN1_16450.1	FhHiC23_g12599.t1, FhHiC23_g12599.t2
OG0003960	SSPN1_49850.1	FhHiC23_g1332.t1
OG0003961	SSPN1_68750.1	FhHiC23_g4128.t1, FhHiC23_g4128.t2
OG0003963	SSPN1_12030.1, SSPN1_12030.2, SSPN1_12030.3	FhHiC23_g7945.t1, FhHiC23_g7945.t2
OG0003964	SSPN1_13210.1	FhHiC23_g10733.t1
OG0003965	SSPN1_26350.1	FhHiC23_g10355.t1
OG0003966	SSPN1_8120.1	FhHiC23_g12934.t1
OG0003967	SSPN1_41070.1, SSPN1_41060.1, SSPN1_41060.2	FhHiC23_g13898.t1
OG0003968	SSPN1_3210.1	FhHiC23_g11263.t1
OG0003969	SSPN1_80930.1, SSPN1_80940.1	FhHiC23_g3657.t1, FhHiC23_g13570.t1
OG0003970	SSPN1_88870.1	FhHiC23_g4381.t1, FhHiC23_g4377.t1, FhHiC23_g4380.t1, FhHiC23_g4377.t2
OG0003971	SSPN1_61200.1, SSPN1_61190.1	FhHiC23_g7799.t1
OG0003972	SSPN1_30110.1, SSPN1_30110.2	FhHiC23_g5505.t1
OG0003973	SSPN1_92650.1, SSPN1_92650.2	FhHiC23_g9620.t1
OG0003974	SSPN1_51910.1	FhHiC23_g1045.t1
OG0003975	SSPN1_31960.1, SSPN1_31960.2, SSPN1_31960.3	FhHiC23_g4795.t2, FhHiC23_g4795.t1
OG0003976	SSPN1_24240.1	FhHiC23_g8968.t1
OG0003977	SSPN1_51730.1	FhHiC23_g80.t1, FhHiC23_g80.t2
OG0003978	SSPN1_46820.1	FhHiC23_g994.t1
OG0003979	SSPN1_18630.1, SSPN1_18670.1	FhHiC23_g12098.t1
OG0003980	SSPN1_89150.1	FhHiC23_g9323.t3, FhHiC23_g9323.t2
OG0003981	SSPN1_22640.1	FhHiC23_g9796.t1, FhHiC23_g9796.t2
OG0003982	SSPN1_58890.1	FhHiC23_g7100.t1
OG0003983	SSPN1_63340.1	FhHiC23_g7970.t1
OG0003984	SSPN1_21590.1	FhHiC23_g11216.t1
OG0003985	SSPN1_59150.1, SSPN1_59150.2	FhHiC23_g7156.t1, FhHiC23_g7156.t2
OG0003986	SSPN1_58760.2, SSPN1_58760.3, SSPN1_58760.4, SSPN1_58760.1	FhHiC23_g8606.t1
OG0003987	SSPN1_7820.1, SSPN1_7820.2	FhHiC23_g13606.t1, FhHiC23_g13606.t2
OG0003988	SSPN1_33200.1, SSPN1_33200.2	FhHiC23_g5364.t1, FhHiC23_g5364.t2
OG0003989	SSPN1_56640.1, SSPN1_56640.2	FhHiC23_g8454.t1
OG0003990	SSPN1_47460.1, SSPN1_47460.2	FhHiC23_g1962.t1
OG0003991	SSPN1_15750.1	FhHiC23_g10829.t2, FhHiC23_g10828.t1, FhHiC23_g10829.t1
OG0003992	SSPN1_30240.1	FhHiC23_g5999.t1
OG0003993	SSPN1_73350.1, SSPN1_73370.1	FhHiC23_g2268.t1
OG0003994	SSPN1_39770.1, SSPN1_39770.2	FhHiC23_g14031.t1
OG0003995	SSPN1_84900.1	FhHiC23_g16348.t1
OG0003996	SSPN1_52350.1	FhHiC23_g2229.t1, FhHiC23_g2229.t2
OG0003997	SSPN1_10640.1	FhHiC23_g10999.t1
OG0003998	SSPN1_16060.1, SSPN1_16060.3, SSPN1_16060.2	FhHiC23_g11392.t1, FhHiC23_g11392.t2, FhHiC23_g11392.t3
OG0004000	SSPN1_59890.1, SSPN1_59890.2, SSPN1_59890.3	FhHiC23_g7152.t1
OG0004001	SSPN1_45240.1	FhHiC23_g1948.t1
OG0004002	SSPN1_73320.1, SSPN1_73320.3, SSPN1_73320.4, SSPN1_73320.2	FhHiC23_g3298.t1
OG0004003	SSPN1_37930.1, SSPN1_37930.2	FhHiC23_g4627.t1
OG0004004	SSPN1_67440.1	FhHiC23_g3215.t1
OG0004005	SSPN1_32830.1, SSPN1_32830.2	FhHiC23_g14276.t1
OG0004006	SSPN1_38110.1	FhHiC23_g5446.t1
OG0004007	SSPN1_68610.1, SSPN1_68610.2	FhHiC23_g860.t1
OG0004008	SSPN1_24550.1	FhHiC23_g9123.t1
OG0004009	SSPN1_91870.1, SSPN1_91870.2, SSPN1_91870.4, SSPN1_91870.3	FhHiC23_g9968.t1
OG0004010	SSPN1_22200.1	FhHiC23_g9071.t1, FhHiC23_g9071.t2
OG0004011	SSPN1_74460.1	FhHiC23_g11545.t1, FhHiC23_g11545.t2
OG0004012	SSPN1_51830.1, SSPN1_51820.1	FhHiC23_g963.t1
OG0004013	SSPN1_59020.1, SSPN1_59020.2	FhHiC23_g7145.t1
OG0004014	SSPN1_82370.1	FhHiC23_g4009.t1
OG0004015	SSPN1_90810.1	FhHiC23_g9164.t1
OG0004016	SSPN1_1390.1, SSPN1_1390.2	FhHiC23_g12732.t1
OG0004018	SSPN1_83890.5, SSPN1_83890.1, SSPN1_83890.3, SSPN1_83890.4, SSPN1_83890.2	FhHiC23_g16434.t1
OG0004019	SSPN1_84170.1	FhHiC23_g15870.t1
OG0004021	SSPN1_86890.1, SSPN1_86890.2	FhHiC23_g16096.t1, FhHiC23_g16096.t2
OG0004022	SSPN1_85500.1	FhHiC23_g16243.t1
OG0004023	SSPN1_64050.1	FhHiC23_g6839.t1
OG0004024	SSPN1_240.1	FhHiC23_g13360.t2, FhHiC23_g13360.t3, FhHiC23_g13360.t1
OG0004025	SSPN1_9570.1	FhHiC23_g15034.t1, FhHiC23_g15034.t2
OG0004026	SSPN1_32280.1	FhHiC23_g6316.t2, FhHiC23_g6316.t1
OG0004028	SSPN1_39750.1	FhHiC23_g14666.t1, FhHiC23_g14666.t2
OG0004029	SSPN1_67260.2, SSPN1_67260.1, SSPN1_67260.3, SSPN1_67260.4	FhHiC23_g1640.t1
OG0004031	SSPN1_38370.1, SSPN1_38400.1	FhHiC23_g4672.t1
OG0004032	SSPN1_16310.1	FhHiC23_g13264.t1, FhHiC23_g13264.t2
OG0004033	SSPN1_30640.1, SSPN1_30640.2	FhHiC23_g5196.t1
OG0004034	SSPN1_88390.1, SSPN1_88380.1	FhHiC23_g16283.t1
OG0004035	SSPN1_87130.1, SSPN1_87130.2	FhHiC23_g16076.t1, FhHiC23_g16076.t2
OG0004036	SSPN1_32770.1	FhHiC23_g14817.t1
OG0004037	SSPN1_1110.1, SSPN1_1110.2	FhHiC23_g12463.t1
OG0004038	SSPN1_46710.1, SSPN1_46710.2, SSPN1_46710.5, SSPN1_46710.6, SSPN1_46710.3, SSPN1_46710.4, SSPN1_46710.7	FhHiC23_g447.t1
OG0004039	SSPN1_67560.1, SSPN1_67570.1	FhHiC23_g1291.t1, FhHiC23_g1291.t2
OG0004040	SSPN1_49810.1	FhHiC23_g1812.t1
OG0004042	SSPN1_58260.1	FhHiC23_g7623.t1, FhHiC23_g7623.t2
OG0004043	SSPN1_8300.1	FhHiC23_g10971.t1
OG0004044	SSPN1_22260.1	FhHiC23_g9069.t1, FhHiC23_g9069.t2
OG0004045	SSPN1_690.1, SSPN1_690.2	FhHiC23_g13561.t1
OG0004047	SSPN1_41360.1, SSPN1_41360.2	FhHiC23_g13875.t1
OG0004048	SSPN1_63990.1, SSPN1_63990.2	FhHiC23_g8346.t1, FhHiC23_g8346.t2
OG0004049	SSPN1_91100.1	FhHiC23_g9010.t1, FhHiC23_g9010.t2
OG0004050	SSPN1_75010.1	FhHiC23_g759.t1
OG0004051	SSPN1_60620.1	FhHiC23_g7303.t1
OG0004053	SSPN1_87020.1	FhHiC23_g16372.t2, FhHiC23_g16372.t1
OG0004054	SSPN1_68700.1, SSPN1_88190.1	FhHiC23_g871.t1
OG0004055	SSPN1_18970.1	FhHiC23_g3425.t1, FhHiC23_g12092.t1
OG0004056	SSPN1_46650.1	FhHiC23_g314.t1, FhHiC23_g314.t2
OG0004057	SSPN1_47920.1, SSPN1_47920.4, SSPN1_47920.5, SSPN1_47920.2, SSPN1_47920.3	FhHiC23_g926.t2
OG0004058	SSPN1_71510.1	FhHiC23_g1079.t1
OG0004059	SSPN1_64080.4, SSPN1_64080.1, SSPN1_64080.2, SSPN1_64080.3, SSPN1_64080.5, SSPN1_64080.6	FhHiC23_g8483.t1, FhHiC23_g8483.t2
OG0004060	SSPN1_3280.1	FhHiC23_g12533.t1, FhHiC23_g12533.t2
OG0004061	SSPN1_84800.3, SSPN1_84800.1, SSPN1_84800.2	FhHiC23_g16374.t1
OG0004062	SSPN1_84810.1, SSPN1_84810.2, SSPN1_84810.3	FhHiC23_g16375.t1
OG0004063	SSPN1_850.1, SSPN1_850.2	FhHiC23_g13181.t1
OG0004064	SSPN1_19660.1	FhHiC23_g11375.t1, FhHiC23_g11376.t1, FhHiC23_g11375.t2, FhHiC23_g11376.t2
OG0004065	SSPN1_18110.1	FhHiC23_g11744.t3
OG0004066	SSPN1_13660.1	FhHiC23_g15651.t1, FhHiC23_g15651.t3, FhHiC23_g15651.t2
OG0004067	SSPN1_18180.1	FhHiC23_g15707.t1, FhHiC23_g15707.t2
OG0004068	SSPN1_72200.1	FhHiC23_g1732.t1, FhHiC23_g1732.t2
OG0004069	SSPN1_22320.1	FhHiC23_g3015.t1
OG0004070	SSPN1_92500.1, SSPN1_92500.2, SSPN1_92500.3, SSPN1_92500.4	FhHiC23_g9675.t1
OG0004071	SSPN1_89350.1, SSPN1_21100.3, SSPN1_21100.1, SSPN1_21100.2	FhHiC23_g9841.t1
OG0004089	SSPN1_11050.4, SSPN1_11050.5, SSPN1_11050.1, SSPN1_11050.2, SSPN1_11050.6, SSPN1_11050.3	FhHiC23_g11633.t2, FhHiC23_g11633.t1
OG0004090	SSPN1_86420.1	FhHiC23_g4405.t1, FhHiC23_g4405.t2, FhHiC23_g3969.t2, FhHiC23_g3969.t1
OG0004091	SSPN1_67250.1	FhHiC23_g2493.t1
OG0004092	SSPN1_12210.1	FhHiC23_g10691.t1
OG0004093	SSPN1_75570.1, SSPN1_75570.2	FhHiC23_g3419.t1
OG0004094	SSPN1_41980.1, SSPN1_41980.3, SSPN1_41980.2	FhHiC23_g14414.t2, FhHiC23_g14414.t1, FhHiC23_g14414.t3
OG0004095	SSPN1_13360.1	FhHiC23_g11503.t1, FhHiC23_g11503.t2, FhHiC23_g11503.t3
OG0004096	SSPN1_8080.1	FhHiC23_g12644.t1
OG0004097	SSPN1_63960.2, SSPN1_63960.1	FhHiC23_g7213.t1
OG0004098	SSPN1_46410.1	FhHiC23_g879.t1, FhHiC23_g879.t2
OG0004099	SSPN1_1660.1, SSPN1_1660.2	FhHiC23_g13443.t1
OG0004100	SSPN1_24970.1, SSPN1_24970.2	FhHiC23_g5824.t1, FhHiC23_g5824.t2
OG0004101	SSPN1_40300.1, SSPN1_40300.2	FhHiC23_g14606.t1
OG0004102	SSPN1_81860.3, SSPN1_81860.4, SSPN1_81860.1, SSPN1_81860.2, SSPN1_81860.6, SSPN1_81860.7, SSPN1_81860.5	FhHiC23_g4048.t2, FhHiC23_g4048.t1
OG0004103	SSPN1_32390.1	FhHiC23_g5762.t1
OG0004104	SSPN1_34370.1, SSPN1_34370.2	FhHiC23_g7916.t1, FhHiC23_g14137.t1
OG0004105	SSPN1_25800.1, SSPN1_25800.2	FhHiC23_g9303.t1, FhHiC23_g9303.t3
OG0004106	SSPN1_90860.1	FhHiC23_g10109.t1
OG0004107	SSPN1_14500.1	FhHiC23_g11721.t1
OG0004108	SSPN1_40720.1, SSPN1_40720.2, SSPN1_40720.3, SSPN1_40720.4	FhHiC23_g14304.t1
OG0004109	SSPN1_33280.1	FhHiC23_g4794.t1
OG0004110	SSPN1_73190.1	FhHiC23_g1662.t1, FhHiC23_g1662.t2
OG0004111	SSPN1_74130.2, SSPN1_74130.4, SSPN1_74130.5, SSPN1_74130.3, SSPN1_74130.1, SSPN1_74130.6	FhHiC23_g2460.t1
OG0004112	SSPN1_13510.1	FhHiC23_g11600.t3, FhHiC23_g11600.t1, FhHiC23_g11600.t2
OG0004113	SSPN1_22290.1, SSPN1_22280.1	FhHiC23_g10293.t2, FhHiC23_g10293.t1
OG0004114	SSPN1_51040.1, SSPN1_51040.3, SSPN1_51040.2	FhHiC23_g525.t1
OG0004115	SSPN1_34670.1	FhHiC23_g5776.t1
OG0004116	SSPN1_81680.6, SSPN1_81680.7, SSPN1_82450.1, SSPN1_81680.1, SSPN1_81680.5, SSPN1_81680.2, SSPN1_81680.3, SSPN1_81680.4	FhHiC23_g4143.t1, FhHiC23_g4143.t2
OG0004117	SSPN1_3960.1	FhHiC23_g12607.t2, FhHiC23_g12607.t3, FhHiC23_g12607.t1
OG0004118	SSPN1_41300.1, SSPN1_41300.2	FhHiC23_g14038.t1, FhHiC23_g14038.t2
OG0004119	SSPN1_24500.1	FhHiC23_g9291.t1, FhHiC23_g9291.t2
OG0004120	SSPN1_37620.1	FhHiC23_g6078.t1
OG0004121	SSPN1_50500.1	FhHiC23_g3033.t1
OG0004122	SSPN1_25410.1, SSPN1_25410.2	FhHiC23_g9267.t1, FhHiC23_g9267.t2
OG0004123	SSPN1_14620.1	FhHiC23_g11277.t1
OG0004124	SSPN1_27870.1	FhHiC23_g5138.t1
OG0004125	SSPN1_74140.1	FhHiC23_g481.t1, FhHiC23_g482.t1
OG0004126	SSPN1_74380.1	FhHiC23_g1086.t1
OG0004127	SSPN1_25690.1	FhHiC23_g9559.t1, FhHiC23_g9559.t2
OG0004128	SSPN1_13680.1, SSPN1_13680.2, SSPN1_13680.3	FhHiC23_g15654.t1, FhHiC23_g15654.t2
OG0004129	SSPN1_46100.1	FhHiC23_g1896.t1
OG0004130	SSPN1_68560.1	FhHiC23_g1461.t1
