Orthogroup	schistosoma_spindale	schistosoma_haematobium
OG0002160	SSPN1_63180.1	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4
OG0002161	SSPN1_43890.1	SHAE2_48260.1, SHAE2_48250.4, SHAE2_48250.5, SHAE2_48390.1, SHAE2_48250.1, SHAE2_48250.2, SHAE2_48250.3, SHAE2_47950.1, SHAE2_47950.2
OG0002162	SSPN1_25120.1	SHAE2_28430.1
OG0002162	SSPN1_25120.1	SHAE2_28520.1
OG0002163	SSPN1_32400.2, SSPN1_32400.3, SSPN1_32400.1, SSPN1_32400.4	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3
OG0002164	SSPN1_56460.1	SHAE2_62430.1
OG0002165	SSPN1_26950.1, SSPN1_26950.2	SHAE2_30310.2
OG0002166	SSPN1_53750.1	SHAE2_59100.3, SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5, SHAE2_59100.7
OG0002167	SSPN1_50070.1	SHAE2_55070.1
OG0002169	SSPN1_9760.1	SHAE2_23650.1
OG0002170	SSPN1_69250.2, SSPN1_69250.1, SSPN1_69260.1	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3
OG0002171	SSPN1_2600.1	SHAE2_2960.1, SHAE2_2990.1
OG0002172	SSPN1_29370.1	SHAE2_32670.1
OG0002173	SSPN1_60020.1, SSPN1_60020.2	SHAE2_68790.1
OG0002174	SSPN1_71320.1, SSPN1_71320.2	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5, SHAE2_78600.1, SHAE2_78600.6
OG0002175	SSPN1_72480.1	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7
OG0002176	SSPN1_76440.1	SHAE2_103450.1
OG0002177	SSPN1_5450.1	SHAE2_6070.1, SHAE2_6070.6, SHAE2_6070.2, SHAE2_6070.3, SHAE2_6070.5, SHAE2_6070.4
OG0002178	SSPN1_74000.2, SSPN1_74000.4, SSPN1_74000.1, SSPN1_74000.3	SHAE2_81250.1, SHAE2_81250.5, SHAE2_81250.2, SHAE2_81250.3, SHAE2_81250.4
OG0002179	SSPN1_20320.1	SHAE2_11990.2, SHAE2_11990.3, SHAE2_11990.5, SHAE2_11990.1, SHAE2_11990.6, SHAE2_11990.4
OG0002180	SSPN1_73990.1, SSPN1_73990.2, SSPN1_73990.3	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5
OG0002181	SSPN1_54590.1, SSPN1_54610.1	SHAE2_60040.1
OG0002182	SSPN1_71990.1	SHAE2_79310.4, SHAE2_79310.3, SHAE2_79310.2, SHAE2_79310.1
OG0002183	SSPN1_19010.3, SSPN1_19010.5, SSPN1_19010.1, SSPN1_19010.6, SSPN1_19010.2, SSPN1_19010.4	SHAE2_13390.1
OG0002184	SSPN1_88200.1	SHAE2_97040.2, SHAE2_97040.1, SHAE2_97040.3
OG0002185	SSPN1_4730.2, SSPN1_4730.1, SSPN1_4730.3	SHAE2_5420.2, SHAE2_5420.1
OG0002186	SSPN1_12470.1	SHAE2_23600.1
OG0002187	SSPN1_15590.1, SSPN1_15600.1	SHAE2_16850.1
OG0002187	SSPN1_15610.1	SHAE2_16840.1
OG0002188	SSPN1_57630.3, SSPN1_57630.1, SSPN1_57630.2	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3
OG0002189	SSPN1_35380.1	SHAE2_38360.1, SHAE2_38360.3, SHAE2_38360.2, SHAE2_38360.4, SHAE2_38360.5
OG0002190	SSPN1_25670.1, SSPN1_25670.2	SHAE2_29020.1
OG0002191	SSPN1_18900.1, SSPN1_18910.1	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2
OG0002192	SSPN1_43730.1, SSPN1_43730.2	SHAE2_48100.1
OG0002193	SSPN1_74170.1	SHAE2_81440.1, SHAE2_81440.2
OG0002194	SSPN1_29460.1, SSPN1_29460.3, SSPN1_29460.2	SHAE2_32760.1, SHAE2_32760.5, SHAE2_32760.2, SHAE2_32760.3, SHAE2_32760.4
OG0002195	SSPN1_51470.3, SSPN1_51470.1, SSPN1_51470.4, SSPN1_51470.2	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3
OG0002196	SSPN1_64890.1, SSPN1_64890.3, SSPN1_64890.2	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4
OG0002197	SSPN1_56740.2, SSPN1_56740.4, SSPN1_56740.5, SSPN1_56740.1, SSPN1_56740.3	SHAE2_62660.2
OG0002198	SSPN1_27300.1, SSPN1_27300.2, SSPN1_27300.3	SHAE2_30670.1
OG0002199	SSPN1_67960.1	SHAE2_75120.1, SHAE2_75100.1
OG0002200	SSPN1_49050.2	SHAE2_53860.6
OG0002200	SSPN1_49050.1, SSPN1_49050.3, SSPN1_49050.4	SHAE2_53860.3, SHAE2_53860.5, SHAE2_53990.1, SHAE2_53860.7, SHAE2_53860.4
OG0002201	SSPN1_48740.1	SHAE2_53690.1
OG0002202	SSPN1_40970.1, SSPN1_40970.2, SSPN1_40970.3	SHAE2_45130.1
OG0002203	SSPN1_74710.1	SHAE2_82060.1, SHAE2_82050.1, SHAE2_82050.2, SHAE2_82050.3
OG0002204	SSPN1_24350.1	SHAE2_27680.1
OG0002205	SSPN1_4240.4	SHAE2_4890.2
OG0002205	SSPN1_4240.4	SHAE2_4890.3
OG0002205	SSPN1_4240.1	SHAE2_4890.1
OG0002205	SSPN1_4240.6	SHAE2_4890.1
OG0002205	SSPN1_4240.7	SHAE2_4890.1
OG0002206	SSPN1_86780.1	SHAE2_94620.1
OG0002207	SSPN1_15930.1, SSPN1_15940.1	SHAE2_16500.1, SHAE2_16490.1
OG0002208	SSPN1_10970.1, SSPN1_10960.2, SSPN1_10960.1, SSPN1_10960.3	SHAE2_20340.2, SHAE2_20340.1, SHAE2_20340.3
OG0002209	SSPN1_91190.1	SHAE2_100190.1
OG0002210	SSPN1_9410.1	SHAE2_21930.1
OG0002212	SSPN1_91640.1	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2
OG0002214	SSPN1_42900.2, SSPN1_42900.3, SSPN1_42900.5, SSPN1_42900.6, SSPN1_42900.7, SSPN1_42900.1, SSPN1_42900.4	SHAE2_47170.1, SHAE2_47170.2
OG0002215	SSPN1_7340.1	SHAE2_7920.1, SHAE2_7920.3, SHAE2_7920.2, SHAE2_7930.1
OG0002216	SSPN1_30060.1	SHAE2_33470.1
OG0002217	SSPN1_3310.1	SHAE2_3940.1
OG0002218	SSPN1_5470.1	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3
OG0002219	SSPN1_13260.1	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5
OG0002220	SSPN1_460.1	SHAE2_1370.1, SHAE2_1370.2
OG0002221	SSPN1_21620.1	SHAE2_11510.1
OG0002222	SSPN1_36050.1	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1
OG0002223	SSPN1_12140.1	SHAE2_21490.1
OG0002224	SSPN1_16920.1	SHAE2_14110.1, SHAE2_14110.2
OG0002225	SSPN1_86180.3, SSPN1_86180.1, SSPN1_86180.2	SHAE2_95310.1
OG0002226	SSPN1_25310.3, SSPN1_25310.1, SSPN1_25310.2, SSPN1_25310.4	SHAE2_28640.1, SHAE2_28640.2
OG0002227	SSPN1_41780.1	SHAE2_46020.2, SHAE2_46020.3, SHAE2_46020.1, SHAE2_46020.4, SHAE2_46020.5, SHAE2_46020.6, SHAE2_46020.7
OG0002228	SSPN1_41320.2, SSPN1_41320.1	SHAE2_45450.1
OG0002229	SSPN1_16030.1, SSPN1_16030.2	SHAE2_16410.1
OG0002230	SSPN1_59240.1	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7
OG0002231	SSPN1_61250.1	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3
OG0002232	SSPN1_73210.1, SSPN1_73210.3, SSPN1_73210.2	SHAE2_80520.1, SHAE2_80520.2
OG0002233	SSPN1_63850.1, SSPN1_63850.2, SSPN1_63850.3, SSPN1_63850.4	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1
OG0002234	SSPN1_51770.1	SHAE2_56800.1
OG0002234	SSPN1_51780.1	SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3
OG0002235	SSPN1_11290.1, SSPN1_11290.2	SHAE2_20650.5, SHAE2_20650.1, SHAE2_20650.2, SHAE2_20650.3, SHAE2_20650.4
OG0002236	SSPN1_60470.1	SHAE2_72590.1
OG0002237	SSPN1_42120.4, SSPN1_42120.2, SSPN1_42120.1, SSPN1_42120.3	SHAE2_46390.1
OG0002238	SSPN1_9920.1	SHAE2_22240.1
OG0002239	SSPN1_92070.1	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3
OG0002240	SSPN1_40640.1	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13
OG0002241	SSPN1_60300.1, SSPN1_60300.2	SHAE2_72390.1
OG0002242	SSPN1_40920.1	SHAE2_45080.3, SHAE2_45080.2, SHAE2_45080.1
OG0002243	SSPN1_28460.1	SHAE2_31890.2
OG0002244	SSPN1_23560.1	SHAE2_26790.1, SHAE2_26790.2, SHAE2_26790.3
OG0002245	SSPN1_64030.1	SHAE2_64260.1
OG0002246	SSPN1_9590.1	SHAE2_23820.1
OG0002247	SSPN1_25020.1, SSPN1_25020.3, SSPN1_25020.5, SSPN1_25020.2, SSPN1_25020.4	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4
OG0002248	SSPN1_51190.1	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4
OG0002249	SSPN1_52950.2, SSPN1_52950.5, SSPN1_52950.4	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7
OG0002250	SSPN1_30680.1, SSPN1_30680.2	SHAE2_43210.1, SHAE2_43210.4, SHAE2_43210.3, SHAE2_43210.2
OG0002251	SSPN1_26130.1, SSPN1_26130.2, SSPN1_26130.3, SSPN1_26130.4	SHAE2_29480.3, SHAE2_29480.5, SHAE2_29480.4, SHAE2_29480.1, SHAE2_29480.2
OG0002252	SSPN1_5000.1, SSPN1_5000.2, SSPN1_5010.1	SHAE2_5650.1
OG0002253	SSPN1_7380.1, SSPN1_7380.2, SSPN1_7380.3	SHAE2_7990.3
OG0002254	SSPN1_49860.1, SSPN1_49860.2, SSPN1_49860.3, SSPN1_49860.4	SHAE2_54830.1
OG0002255	SSPN1_5990.1	SHAE2_6620.1, SHAE2_6620.3, SHAE2_6620.2, SHAE2_6620.4, SHAE2_6620.5
OG0002256	SSPN1_46590.1, SSPN1_46590.2	SHAE2_51370.1, SHAE2_51370.3, SHAE2_51370.2
OG0002257	SSPN1_50720.1, SSPN1_50720.2	SHAE2_55710.1
OG0002258	SSPN1_50780.1	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4
OG0002259	SSPN1_27100.1	SHAE2_30480.1, SHAE2_30480.2
OG0002260	SSPN1_380.1	SHAE2_1290.1
OG0002261	SSPN1_49590.1, SSPN1_49590.2, SSPN1_49590.4, SSPN1_49590.3, SSPN1_49590.5	SHAE2_54560.1
OG0002262	SSPN1_10560.1, SSPN1_10560.2	SHAE2_19940.2, SHAE2_19940.1
OG0002263	SSPN1_57860.1, SSPN1_57860.2, SSPN1_57860.3, SSPN1_57860.4, SSPN1_57860.5	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3
OG0002264	SSPN1_41650.3, SSPN1_41650.1, SSPN1_41650.2	SHAE2_45840.2, SHAE2_45840.3, SHAE2_45840.1
OG0002265	SSPN1_39270.1	SHAE2_43420.1, SHAE2_43420.2
OG0002266	SSPN1_91060.1	SHAE2_100070.2
OG0002267	SSPN1_17950.1, SSPN1_17950.2	SHAE2_15220.1, SHAE2_15220.3, SHAE2_15220.2
OG0002268	SSPN1_80770.1, SSPN1_80770.2, SSPN1_80770.4, SSPN1_80770.3	SHAE2_103200.1, SHAE2_103200.2, SHAE2_103200.3
OG0002269	SSPN1_62350.1, SSPN1_62330.1, SSPN1_62350.2	SHAE2_65940.1
OG0002270	SSPN1_85530.1	SHAE2_94050.1
OG0002271	SSPN1_78000.1, SSPN1_78000.2, SSPN1_78000.3	SHAE2_85490.1, SHAE2_85490.2, SHAE2_85490.3, SHAE2_85490.4
OG0002272	SSPN1_24020.1, SSPN1_24020.2, SSPN1_24010.1	SHAE2_27360.1
OG0002273	SSPN1_75090.1	SHAE2_82430.1
OG0002274	SSPN1_45070.1, SSPN1_45070.2, SSPN1_45070.3, SSPN1_45070.4, SSPN1_45070.5	SHAE2_49840.1, SHAE2_49840.4, SHAE2_49840.2, SHAE2_49840.3
OG0002275	SSPN1_81320.1, SSPN1_81320.2	SHAE2_89780.1, SHAE2_89780.3, SHAE2_89780.2
OG0002276	SSPN1_50760.1	SHAE2_55750.1, SHAE2_55750.2, SHAE2_55750.3
OG0002277	SSPN1_49660.1	SHAE2_54640.1, SHAE2_54640.2, SHAE2_54640.3
OG0002278	SSPN1_88710.1, SSPN1_88710.2	SHAE2_97390.1
OG0002279	SSPN1_78660.1	SHAE2_86030.1
OG0002279	SSPN1_83730.1	SHAE2_92070.1
OG0002280	SSPN1_56470.1	SHAE2_62440.1
OG0002281	SSPN1_40650.1	SHAE2_44800.3, SHAE2_44800.1, SHAE2_44800.2
OG0002282	SSPN1_21500.1	SHAE2_11310.1, SHAE2_11300.1
OG0002283	SSPN1_49800.1, SSPN1_49800.2, SSPN1_49800.4, SSPN1_49800.3	SHAE2_54780.2, SHAE2_54780.3, SHAE2_54780.1, SHAE2_54780.4
OG0002284	SSPN1_68070.2, SSPN1_68070.1, SSPN1_68070.3	SHAE2_75250.1
OG0002285	SSPN1_8330.1, SSPN1_8330.2	SHAE2_10280.1
OG0002286	SSPN1_57690.3, SSPN1_57690.1, SSPN1_57690.2	SHAE2_71480.2, SHAE2_71480.1
OG0002288	SSPN1_71410.1	SHAE2_78660.1, SHAE2_78660.2
OG0002289	SSPN1_37810.1, SSPN1_37810.2, SSPN1_37810.3	SHAE2_36020.1
OG0002290	SSPN1_81980.1, SSPN1_81980.2	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3
OG0002292	SSPN1_71890.2, SSPN1_71890.1, SSPN1_71890.3	SHAE2_79210.1, SHAE2_79210.2
OG0002293	SSPN1_64160.1, SSPN1_64160.3, SSPN1_64160.2, SSPN1_64160.4	SHAE2_64110.1
OG0002294	SSPN1_15660.1, SSPN1_15660.2, SSPN1_15660.3, SSPN1_15660.4	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3
OG0002295	SSPN1_51580.4, SSPN1_51580.3, SSPN1_51580.1, SSPN1_51580.2	SHAE2_56610.3, SHAE2_56610.1, SHAE2_56610.2
OG0002296	SSPN1_18710.1, SSPN1_18710.3, SSPN1_18710.2	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2
OG0002297	SSPN1_28010.1	SHAE2_31370.1, SHAE2_31370.2
OG0002297	SSPN1_28020.1	SHAE2_31380.1
OG0002298	SSPN1_2660.1	SHAE2_3040.1
OG0002299	SSPN1_26090.1	SHAE2_29400.1
OG0002300	SSPN1_75120.3, SSPN1_75120.1, SSPN1_75120.4, SSPN1_75120.2	SHAE2_82470.1, SHAE2_82470.2
OG0002301	SSPN1_86060.1, SSPN1_86060.2	SHAE2_95450.1, SHAE2_95440.1
OG0002302	SSPN1_14680.1	SHAE2_18040.2, SHAE2_18040.1
OG0002303	SSPN1_71910.1	SHAE2_79240.1, SHAE2_79240.2, SHAE2_79240.3
OG0002304	SSPN1_65710.1	SHAE2_72800.1, SHAE2_72800.2
OG0002305	SSPN1_36720.1, SSPN1_36720.2, SSPN1_36720.3	SHAE2_37010.1
OG0002306	SSPN1_59010.1, SSPN1_59010.2, SSPN1_59010.4, SSPN1_59010.3, SSPN1_59010.5	SHAE2_69910.1, SHAE2_69910.2
OG0002307	SSPN1_71420.1, SSPN1_71420.4, SSPN1_71420.2, SSPN1_71420.3, SSPN1_71430.1	SHAE2_78670.1
OG0002308	SSPN1_49350.1	SHAE2_54360.1, SHAE2_54360.2, SHAE2_54360.3, SHAE2_54360.4
OG0002309	SSPN1_41260.1	SHAE2_45420.2, SHAE2_45420.4, SHAE2_45420.5, SHAE2_45420.3, SHAE2_45420.1
OG0002310	SSPN1_20990.3, SSPN1_20990.1, SSPN1_20990.2	SHAE2_23950.1
OG0002311	SSPN1_4820.1	SHAE2_5500.2, SHAE2_5500.1
OG0002312	SSPN1_22370.1	SHAE2_25430.1, SHAE2_25430.2, SHAE2_25430.3, SHAE2_25430.4
OG0002314	SSPN1_4080.1, SSPN1_4080.2	SHAE2_4710.1, SHAE2_4710.2
OG0002315	SSPN1_8340.2	SHAE2_10290.2
OG0002315	SSPN1_8340.1	SHAE2_10290.1
OG0002316	SSPN1_68270.1	SHAE2_75440.1
OG0002317	SSPN1_45570.1, SSPN1_45570.2, SSPN1_45570.4, SSPN1_45570.3	SHAE2_50390.1
OG0002318	SSPN1_22210.10, SSPN1_22210.7, SSPN1_22210.8, SSPN1_22250.1, SSPN1_22210.11, SSPN1_22210.9	SHAE2_25270.1, SHAE2_25270.2
OG0002319	SSPN1_11070.1, SSPN1_11070.2	SHAE2_20440.1
OG0002320	SSPN1_71010.1	SHAE2_78320.1, SHAE2_78320.3, SHAE2_78320.2
OG0002321	SSPN1_13900.1	SHAE2_18980.1
OG0002322	SSPN1_10100.4, SSPN1_10100.5, SSPN1_10100.1, SSPN1_10100.3, SSPN1_10100.2	SHAE2_22420.1
OG0002323	SSPN1_60950.1	SHAE2_67320.1, SHAE2_67320.2
OG0002324	SSPN1_17020.1, SSPN1_17020.2	SHAE2_14210.1
OG0002325	SSPN1_18330.1	SHAE2_15650.1
OG0002326	SSPN1_86650.1, SSPN1_86650.2, SSPN1_86650.3	SHAE2_94750.1, SHAE2_94750.2, SHAE2_94750.3, SHAE2_94750.4
OG0002327	SSPN1_75150.1	SHAE2_82500.1
OG0002328	SSPN1_7460.1	SHAE2_8070.1, SHAE2_8070.2, SHAE2_8070.4, SHAE2_8070.6, SHAE2_8070.8, SHAE2_8070.3, SHAE2_8070.5, SHAE2_8070.7
OG0002329	SSPN1_1840.1	SHAE2_2200.1
OG0002330	SSPN1_5810.1	SHAE2_6430.3, SHAE2_6430.1, SHAE2_6430.2
OG0002331	SSPN1_5460.3, SSPN1_5460.5, SSPN1_5460.4, SSPN1_5460.2, SSPN1_5460.1	SHAE2_6080.3, SHAE2_6080.1, SHAE2_6080.2
OG0002332	SSPN1_17270.2, SSPN1_17270.3	SHAE2_14460.1
OG0002333	SSPN1_51620.1	SHAE2_56660.1
OG0002334	SSPN1_8790.1, SSPN1_8790.2, SSPN1_8790.3, SSPN1_8790.4	SHAE2_10740.1, SHAE2_10740.3, SHAE2_10740.2, SHAE2_10740.4
OG0002335	SSPN1_13820.1	SHAE2_19090.1, SHAE2_19090.2
OG0002337	SSPN1_92900.1, SSPN1_92900.2, SSPN1_92900.3	SHAE2_101980.1
OG0002339	SSPN1_85990.1	SHAE2_95510.1, SHAE2_95510.2, SHAE2_95510.3, SHAE2_95510.4
OG0002341	SSPN1_85600.1	SHAE2_94130.1, SHAE2_94130.2
OG0002342	SSPN1_3440.1	SHAE2_4050.1
OG0002343	SSPN1_42420.1	SHAE2_46650.1
OG0002344	SSPN1_63920.3, SSPN1_63920.4, SSPN1_63920.1, SSPN1_63920.2	SHAE2_64360.3, SHAE2_64360.1, SHAE2_64360.2
OG0002345	SSPN1_84410.1, SSPN1_84410.2	SHAE2_92750.1, SHAE2_92750.2
OG0002346	SSPN1_24300.1	SHAE2_27650.1
OG0002347	SSPN1_13080.1	SHAE2_22880.1, SHAE2_22870.1
OG0002348	SSPN1_34810.1	SHAE2_39000.1, SHAE2_39000.2, SHAE2_39000.3
OG0002349	SSPN1_85660.1, SSPN1_85660.2, SSPN1_85660.3, SSPN1_85660.4	SHAE2_94220.2, SHAE2_94220.3, SHAE2_94220.1, SHAE2_94220.4
OG0002350	SSPN1_34430.1, SSPN1_34430.2	SHAE2_39430.3, SHAE2_39430.4, SHAE2_39430.1, SHAE2_39430.2
OG0002351	SSPN1_49410.1, SSPN1_49410.2	SHAE2_54300.1, SHAE2_54300.2
OG0002352	SSPN1_85210.1	SHAE2_93720.1, SHAE2_93720.2, SHAE2_93720.3, SHAE2_93720.4
OG0002353	SSPN1_72330.1, SSPN1_72330.2	SHAE2_79650.1
OG0002354	SSPN1_8180.1, SSPN1_8180.2, SSPN1_8180.3	SHAE2_10090.8, SHAE2_10090.1, SHAE2_10090.2, SHAE2_10090.7, SHAE2_10090.9, SHAE2_10090.4, SHAE2_10090.5, SHAE2_10090.6, SHAE2_10090.3
OG0002355	SSPN1_70630.1	SHAE2_77950.1
OG0002356	SSPN1_59170.1, SSPN1_59170.4, SSPN1_59170.2, SSPN1_59170.3	SHAE2_69730.6, SHAE2_69730.7, SHAE2_69730.8, SHAE2_69730.2, SHAE2_69730.3, SHAE2_69730.4, SHAE2_69730.5, SHAE2_69730.1, SHAE2_69730.10, SHAE2_69730.11, SHAE2_69730.9
OG0002357	SSPN1_26720.1, SSPN1_26720.2	SHAE2_30070.1
OG0002357	SSPN1_26710.1, SSPN1_26710.2	SHAE2_30060.1
OG0002358	SSPN1_13190.1	SHAE2_19790.1, SHAE2_19790.2
OG0002359	SSPN1_16360.4, SSPN1_16360.1, SSPN1_16360.5, SSPN1_16360.2, SSPN1_16360.3	SHAE2_16080.1, SHAE2_16080.2, SHAE2_16080.3, SHAE2_16080.4
OG0002360	SSPN1_73430.1, SSPN1_73430.2	SHAE2_80740.1
OG0002361	SSPN1_81650.2, SSPN1_81650.1, SSPN1_81650.3	SHAE2_90090.1, SHAE2_90090.2
OG0002362	SSPN1_59430.3, SSPN1_59430.1, SSPN1_59430.2, SSPN1_59430.4	SHAE2_69470.1, SHAE2_69470.2, SHAE2_69470.3
OG0002363	SSPN1_66140.1, SSPN1_66140.2	SHAE2_73180.2
OG0002363	SSPN1_66140.5, SSPN1_66140.4	SHAE2_73180.1
OG0002364	SSPN1_41730.1, SSPN1_41730.2, SSPN1_41730.3, SSPN1_41730.4	SHAE2_45940.1, SHAE2_45940.2, SHAE2_45940.3
OG0002365	SSPN1_4480.3	SHAE2_5160.2, SHAE2_5160.6, SHAE2_5160.3, SHAE2_5160.5, SHAE2_5160.4, SHAE2_5160.1, SHAE2_5160.7
OG0002370	SSPN1_46460.1, SSPN1_47770.1	SHAE2_51260.1
OG0002370	SSPN1_44950.1	SHAE2_49720.1
OG0002371	SSPN1_1670.1	SHAE2_2020.1, SHAE2_2020.2
OG0002372	SSPN1_60580.1	SHAE2_67750.1
OG0002373	SSPN1_73480.1, SSPN1_73480.2	SHAE2_80790.1, SHAE2_80790.3, SHAE2_80790.4
OG0002374	SSPN1_5490.1, SSPN1_5490.2	SHAE2_6110.1
OG0002375	SSPN1_91880.1, SSPN1_91880.2, SSPN1_91880.3	SHAE2_100900.2, SHAE2_100900.3, SHAE2_100900.5, SHAE2_100900.6, SHAE2_100900.4, SHAE2_100900.1
OG0002376	SSPN1_69560.1, SSPN1_69560.2	SHAE2_76710.1, SHAE2_76710.2, SHAE2_76710.3
OG0002377	SSPN1_28700.1, SSPN1_28690.1, SSPN1_28670.1	SHAE2_32050.1, SHAE2_32020.1
OG0002378	SSPN1_31100.3, SSPN1_31100.4, SSPN1_31100.1, SSPN1_31100.2	SHAE2_42830.1, SHAE2_42840.1
OG0002379	SSPN1_41490.1, SSPN1_93020.1	SHAE2_45650.1
OG0002380	SSPN1_9810.1	SHAE2_23620.1
OG0002381	SSPN1_51850.1, SSPN1_51860.2, SSPN1_51860.1	SHAE2_56880.1, SHAE2_56880.2
OG0002382	SSPN1_20540.1	SHAE2_11770.1
OG0002383	SSPN1_50540.1	SHAE2_55540.1, SHAE2_55540.2, SHAE2_55540.3
OG0002384	SSPN1_78990.1	SHAE2_86380.2, SHAE2_86380.1, SHAE2_86380.3
OG0002385	SSPN1_27720.1	SHAE2_31080.1
OG0002386	SSPN1_37800.2, SSPN1_37800.1, SSPN1_37790.1	SHAE2_36050.1, SHAE2_36030.4, SHAE2_36030.3, SHAE2_36030.1, SHAE2_36030.2
OG0002387	SSPN1_74400.1, SSPN1_74400.2	SHAE2_81710.1, SHAE2_81710.2
OG0002388	SSPN1_19730.1, SSPN1_19730.2	SHAE2_12600.4, SHAE2_12600.2, SHAE2_12600.5, SHAE2_12600.6, SHAE2_12600.1, SHAE2_12600.3
OG0002389	SSPN1_85340.1, SSPN1_85340.2, SSPN1_85340.3	SHAE2_93870.5, SHAE2_93870.10, SHAE2_93870.6, SHAE2_93870.8, SHAE2_93870.2, SHAE2_93870.1, SHAE2_93870.9, SHAE2_93870.7, SHAE2_93870.3, SHAE2_93870.4
OG0002390	SSPN1_14280.1, SSPN1_14280.2	SHAE2_18510.2, SHAE2_18510.1, SHAE2_18510.3
OG0002391	SSPN1_11570.4, SSPN1_11570.1, SSPN1_11570.2, SSPN1_11570.3	SHAE2_20940.1
OG0002392	SSPN1_87540.1	SHAE2_96340.1
OG0002393	SSPN1_64810.1	SHAE2_63390.3
OG0002394	SSPN1_30020.1, SSPN1_30020.2	SHAE2_33440.1, SHAE2_33440.2, SHAE2_33440.4, SHAE2_33440.5, SHAE2_33440.3, SHAE2_33440.7, SHAE2_33440.6
OG0002395	SSPN1_80300.1	SHAE2_88770.1, SHAE2_88770.2
OG0002396	SSPN1_38080.1	SHAE2_35100.1
OG0002397	SSPN1_75840.1, SSPN1_75840.2	SHAE2_83260.1, SHAE2_83260.2, SHAE2_83260.3, SHAE2_83260.4
OG0002398	SSPN1_5220.5, SSPN1_5220.2, SSPN1_5220.3, SSPN1_5220.6, SSPN1_5220.7, SSPN1_5220.8, SSPN1_5220.4, SSPN1_5220.1	SHAE2_5850.3, SHAE2_5850.4, SHAE2_5850.5, SHAE2_5850.6, SHAE2_5850.2, SHAE2_5850.1
OG0002399	SSPN1_39610.1	SHAE2_43780.2, SHAE2_43780.1
OG0002400	SSPN1_2970.1	SHAE2_3560.2, SHAE2_3560.1, SHAE2_3560.3
OG0002401	SSPN1_92560.1	SHAE2_101570.1
OG0002402	SSPN1_9510.1	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2
OG0002403	SSPN1_23210.1, SSPN1_23210.2, SSPN1_23210.3	SHAE2_103280.1, SHAE2_103280.2, SHAE2_103280.3, SHAE2_103280.4
OG0002404	SSPN1_62190.1, SSPN1_62230.1	SHAE2_66090.1
