Orthogroup	schistosoma_spindale	trichobilharzia_regenti
OG0003091	SSPN1_89460.2, SSPN1_89460.1, SSPN1_89460.3	TREG1_131260.1
OG0003094	SSPN1_85450.1	TREG1_130650.1, TREG1_130590.1, TREG1_130570.1, TREG1_130570.2, TREG1_130630.1, TREG1_130630.2, TREG1_130630.4, TREG1_130630.3, TREG1_130640.1, TREG1_130660.1, TREG1_118930.1
OG0003095	SSPN1_46580.3, SSPN1_46580.5, SSPN1_46580.6, SSPN1_46580.1, SSPN1_46580.2, SSPN1_46580.4	TREG1_64720.1
OG0003096	SSPN1_72800.1	TREG1_100560.1
OG0003097	SSPN1_58650.1	TREG1_81240.1
OG0003098	SSPN1_14910.1	TREG1_15650.1, TREG1_15660.1
OG0003098	SSPN1_14900.1	TREG1_27230.1
OG0003099	SSPN1_41720.1	TREG1_42640.1, TREG1_42650.1
OG0003107	SSPN1_54260.1	TREG1_75300.1, TREG1_75300.2, TREG1_75300.3
OG0003108	SSPN1_25280.1	TREG1_38810.1, TREG1_38800.1
OG0003109	SSPN1_15380.1	TREG1_20030.1
OG0003110	SSPN1_18690.1, SSPN1_18690.2, SSPN1_18690.4, SSPN1_18690.3	TREG1_14030.2, TREG1_14030.1, TREG1_13980.1, TREG1_13980.2, TREG1_13980.3, TREG1_14010.1, TREG1_14010.3, TREG1_14010.4, TREG1_14010.2, TREG1_14010.5, TREG1_14010.6
OG0003111	SSPN1_68920.3, SSPN1_68920.1, SSPN1_68920.2	TREG1_103310.1, TREG1_103320.1
OG0003112	SSPN1_65020.2	TREG1_91820.1
OG0003114	SSPN1_83980.1	TREG1_119860.1
OG0003115	SSPN1_70930.2, SSPN1_70930.1, SSPN1_70920.1, SSPN1_70920.2	TREG1_106720.3, TREG1_106720.2, TREG1_106720.1
OG0003116	SSPN1_85090.1	TREG1_124110.1, TREG1_124120.1
OG0003117	SSPN1_11350.1, SSPN1_11350.2	TREG1_21230.1, TREG1_21230.2, TREG1_21230.3
OG0003118	SSPN1_39430.1	TREG1_57080.1
OG0003119	SSPN1_37880.1	TREG1_53210.1
OG0003120	SSPN1_67950.1, SSPN1_67950.2, SSPN1_67950.3	TREG1_103190.1
OG0003121	SSPN1_1540.1	TREG1_4740.1, TREG1_4740.2, TREG1_4740.3, TREG1_4740.4, TREG1_4740.5, TREG1_4740.6
OG0003122	SSPN1_840.1	TREG1_600.1
OG0003123	SSPN1_80350.1	TREG1_113620.1
OG0003123	SSPN1_80450.1	TREG1_113580.1
OG0003124	SSPN1_87340.1	TREG1_124860.1
OG0003125	SSPN1_71590.1	TREG1_102920.1, TREG1_102920.2
OG0003126	SSPN1_12010.1	TREG1_21510.4, TREG1_21510.5, TREG1_21510.1, TREG1_21510.2, TREG1_21510.3
OG0003127	SSPN1_82810.3, SSPN1_82810.2, SSPN1_82810.1	TREG1_121820.1
OG0003128	SSPN1_79240.1, SSPN1_79240.2, SSPN1_79240.3	TREG1_110930.1, TREG1_110930.2
OG0003130	SSPN1_26850.1	TREG1_37620.1, TREG1_37620.4, TREG1_37620.2, TREG1_37620.3
OG0003131	SSPN1_69530.1, SSPN1_69540.1	TREG1_139830.1, TREG1_104870.1, TREG1_139820.1, TREG1_139820.2
OG0003132	SSPN1_23050.1, SSPN1_23050.2, SSPN1_23050.3	TREG1_37570.1, TREG1_37570.2, TREG1_37570.3
OG0003133	SSPN1_57250.4, SSPN1_57250.2, SSPN1_57250.1, SSPN1_57250.3	TREG1_81610.1
OG0003134	SSPN1_80510.1, SSPN1_80510.2	TREG1_113920.5, TREG1_113920.1, TREG1_113920.2, TREG1_113920.3, TREG1_113920.4
OG0003136	SSPN1_20300.1	TREG1_2010.1
OG0003137	SSPN1_78530.1, SSPN1_78540.1	TREG1_111930.1, TREG1_111940.1, TREG1_111920.1, TREG1_111910.1, TREG1_111920.2, TREG1_111920.3
OG0003138	SSPN1_87190.1	TREG1_120710.1, TREG1_120710.2, TREG1_120710.3, TREG1_120710.4
OG0003139	SSPN1_47800.1, SSPN1_47800.2	TREG1_71670.1, TREG1_71670.2
OG0003141	SSPN1_62610.1	TREG1_87780.1
OG0003142	SSPN1_73720.1, SSPN1_73720.4, SSPN1_73720.2, SSPN1_73720.3	TREG1_104730.1
OG0003143	SSPN1_72880.1	TREG1_101980.1, TREG1_101980.2
OG0003144	SSPN1_31690.1, SSPN1_31690.2	TREG1_43740.1
OG0003145	SSPN1_12690.1	TREG1_22470.3, TREG1_22470.1, TREG1_22470.2
OG0003146	SSPN1_59750.1	TREG1_89040.1
OG0003147	SSPN1_47620.2, SSPN1_47620.1, SSPN1_47620.3	TREG1_72540.1, TREG1_72540.2
OG0003148	SSPN1_89280.1	TREG1_131210.2, TREG1_131210.1, TREG1_131210.3, TREG1_131210.4
OG0003149	SSPN1_54210.1, SSPN1_54220.1	TREG1_76400.1
OG0003150	SSPN1_75850.1	TREG1_108390.1
OG0003151	SSPN1_48310.1, SSPN1_48320.1	TREG1_61970.1
OG0003152	SSPN1_33770.1	TREG1_47330.1, TREG1_47330.2, TREG1_47330.3, TREG1_47330.4, TREG1_47330.5
OG0003153	SSPN1_71020.1	TREG1_106820.1, TREG1_106820.2, TREG1_106820.3
OG0003154	SSPN1_35220.1	TREG1_52550.1, TREG1_52550.2
OG0003155	SSPN1_68310.1	TREG1_92730.1, TREG1_95670.1
OG0003156	SSPN1_32790.1, SSPN1_32790.2, SSPN1_32790.3	TREG1_45900.2, TREG1_45900.3, TREG1_45900.4, TREG1_45900.5, TREG1_45900.6, TREG1_45900.1, TREG1_45900.7
OG0003157	SSPN1_50700.1, SSPN1_50700.2, SSPN1_50700.3	TREG1_37930.1, TREG1_73050.1, TREG1_73050.2, TREG1_73050.3
OG0003158	SSPN1_86820.1, SSPN1_86820.2	TREG1_126130.1
OG0003159	SSPN1_53900.1, SSPN1_53900.2	TREG1_74410.1, TREG1_74410.2, TREG1_74410.3
OG0003160	SSPN1_10280.1	TREG1_23470.4, TREG1_23470.2, TREG1_23470.1, TREG1_23470.5, TREG1_23470.3
OG0003161	SSPN1_45560.1, SSPN1_45560.2	TREG1_72200.1, TREG1_72210.1, TREG1_43750.1
OG0003163	SSPN1_1530.1	TREG1_118800.1, TREG1_96400.1, TREG1_4750.1, TREG1_4750.2
OG0003164	SSPN1_37580.1	TREG1_44650.1, TREG1_44650.2
OG0003165	SSPN1_74730.1	TREG1_141720.1, TREG1_104890.4, TREG1_104890.7, TREG1_104890.1, TREG1_104890.6, TREG1_104890.12, TREG1_104890.2, TREG1_104890.9, TREG1_104890.11, TREG1_104890.8, TREG1_104890.3, TREG1_104890.5, TREG1_104890.10
OG0003166	SSPN1_52960.1, SSPN1_52960.2	TREG1_76280.8, TREG1_76280.7, TREG1_76280.9, TREG1_76280.12, TREG1_76280.11, TREG1_76280.10, TREG1_76280.1, TREG1_76280.2, TREG1_76280.3, TREG1_76280.4, TREG1_76280.5, TREG1_76280.6
OG0003167	SSPN1_90150.1, SSPN1_90150.2	TREG1_132390.1
OG0003168	SSPN1_60550.1, SSPN1_60550.4, SSPN1_60550.5, SSPN1_60550.2, SSPN1_60550.3, SSPN1_60550.6, SSPN1_60550.7	TREG1_81980.1
OG0003169	SSPN1_14820.1	TREG1_27220.1
OG0003170	SSPN1_10910.1	TREG1_19340.1, TREG1_19340.2, TREG1_18590.1
OG0003171	SSPN1_70300.1, SSPN1_70300.2, SSPN1_70300.3	TREG1_100860.1, TREG1_100860.2, TREG1_100860.3
OG0003172	SSPN1_21260.1, SSPN1_21260.2, SSPN1_21260.3, SSPN1_21260.4	TREG1_23950.1, TREG1_23950.2
OG0003173	SSPN1_39150.1	TREG1_55230.1
OG0003174	SSPN1_72380.3, SSPN1_72380.2, SSPN1_72380.1, SSPN1_72380.4, SSPN1_72380.5	TREG1_100030.1
OG0003175	SSPN1_90340.1, SSPN1_90340.2, SSPN1_90340.3, SSPN1_90340.4	TREG1_133360.1
OG0003176	SSPN1_67370.1	TREG1_99280.1
OG0003177	SSPN1_24760.3, SSPN1_24760.2, SSPN1_24760.1	TREG1_38290.1, TREG1_38290.2, TREG1_38290.4, TREG1_38290.5, TREG1_38290.6, TREG1_38290.3
OG0003178	SSPN1_37520.1	TREG1_44600.1
OG0003179	SSPN1_72500.3, SSPN1_72500.9, SSPN1_72500.1, SSPN1_72500.7, SSPN1_72500.10, SSPN1_72500.4, SSPN1_72500.11, SSPN1_72500.8, SSPN1_72500.12, SSPN1_72500.6, SSPN1_72500.2, SSPN1_72500.5	TREG1_106440.1
OG0003180	SSPN1_4190.2, SSPN1_4190.1	TREG1_190.1
OG0003181	SSPN1_34280.1	TREG1_45740.1
OG0003182	SSPN1_30140.2, SSPN1_30140.1, SSPN1_30140.3	TREG1_50010.3, TREG1_50010.1, TREG1_50010.2, TREG1_50010.4
OG0003183	SSPN1_17790.1	TREG1_32060.1, TREG1_34650.1, TREG1_34670.1, TREG1_16540.3, TREG1_16540.4, TREG1_16540.5, TREG1_16540.6, TREG1_16540.2, TREG1_16540.1
OG0003184	SSPN1_27320.3, SSPN1_27320.1, SSPN1_27320.2	TREG1_48370.1, TREG1_48370.2
OG0003185	SSPN1_69020.1, SSPN1_69020.4, SSPN1_69020.2, SSPN1_69020.3	TREG1_98060.1, TREG1_98060.2
OG0003186	SSPN1_89030.1, SSPN1_28710.3, SSPN1_28710.4, SSPN1_28710.1, SSPN1_28710.2	TREG1_50460.1
OG0003187	SSPN1_71030.1, SSPN1_71030.2, SSPN1_71030.3	TREG1_106860.1
OG0003188	SSPN1_78980.1	TREG1_113310.1
OG0003189	SSPN1_54860.1	TREG1_76240.1, TREG1_76240.2
OG0003190	SSPN1_63770.1	TREG1_85380.6, TREG1_85380.5, TREG1_85380.1, TREG1_85380.3, TREG1_85380.2, TREG1_85380.4
OG0003191	SSPN1_45820.1	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5
OG0003192	SSPN1_58430.1	TREG1_89430.1
OG0003193	SSPN1_33730.1, SSPN1_33730.2, SSPN1_33730.3	TREG1_47370.1
OG0003194	SSPN1_67050.1, SSPN1_67050.3, SSPN1_67050.4, SSPN1_67050.2	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6
OG0003195	SSPN1_10940.1	TREG1_19670.1, TREG1_19670.2
OG0003196	SSPN1_62030.1	TREG1_81370.1, TREG1_81370.2
OG0003197	SSPN1_91480.4, SSPN1_91480.1, SSPN1_91480.5, SSPN1_91480.7, SSPN1_91480.2, SSPN1_91480.6, SSPN1_91480.8, SSPN1_91480.3	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3
OG0003198	SSPN1_49030.1	TREG1_76520.1
OG0003199	SSPN1_89990.1, SSPN1_89990.2, SSPN1_89990.3	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3
OG0003200	SSPN1_20030.1	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2
OG0003201	SSPN1_16100.1	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6
OG0003202	SSPN1_11370.1	TREG1_24430.1, TREG1_24430.2, TREG1_24430.4, TREG1_24430.3, TREG1_24430.5, TREG1_24430.6
OG0003203	SSPN1_88260.1, SSPN1_88250.1	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1
OG0003204	SSPN1_12950.1	TREG1_16040.1
OG0003205	SSPN1_34340.1, SSPN1_34340.3, SSPN1_34340.2, SSPN1_34340.4	TREG1_56880.1
OG0003206	SSPN1_13270.1, SSPN1_13280.1, SSPN1_13280.2	TREG1_13540.1
OG0003207	SSPN1_8240.3, SSPN1_8240.1, SSPN1_8240.2, SSPN1_8240.4	TREG1_7060.1
OG0003208	SSPN1_60380.1	TREG1_93220.1, TREG1_93220.2
OG0003209	SSPN1_75950.1, SSPN1_75950.2, SSPN1_75950.3, SSPN1_75950.4	TREG1_108500.1, TREG1_108490.1
OG0003210	SSPN1_17460.1	TREG1_29960.1
OG0003211	SSPN1_72260.1	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3
OG0003212	SSPN1_5780.1, SSPN1_5780.2, SSPN1_5780.3, SSPN1_5780.4	TREG1_13240.1, TREG1_13250.1
OG0003213	SSPN1_37670.3, SSPN1_37670.2, SSPN1_37670.1	TREG1_34370.1
OG0003214	SSPN1_18760.1	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3
OG0003215	SSPN1_8830.3, SSPN1_8830.1, SSPN1_8830.2	TREG1_11730.1, TREG1_11730.2
OG0003216	SSPN1_65070.1	TREG1_82340.1
OG0003217	SSPN1_63350.1	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3
OG0003218	SSPN1_56040.3, SSPN1_56040.5, SSPN1_56040.4, SSPN1_56040.1, SSPN1_56040.2, SSPN1_56040.6	TREG1_79130.1
OG0003221	SSPN1_31330.1, SSPN1_31330.2	TREG1_41470.1
OG0003222	SSPN1_12450.1	TREG1_15000.1
OG0003223	SSPN1_85570.1, SSPN1_85570.2	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2
OG0003224	SSPN1_32710.1	TREG1_55500.1
OG0003225	SSPN1_85170.1, SSPN1_85170.2, SSPN1_85170.3, SSPN1_85170.4	TREG1_124210.1
OG0003226	SSPN1_18660.1	TREG1_8310.1, TREG1_8300.1
OG0003227	SSPN1_62600.1	TREG1_87790.1
OG0003228	SSPN1_84490.1, SSPN1_84490.2	TREG1_120960.1
OG0003229	SSPN1_73330.1	TREG1_106300.1
OG0003230	SSPN1_45440.2, SSPN1_45440.1, SSPN1_45440.3, SSPN1_45440.5, SSPN1_45440.4, SSPN1_45440.6	TREG1_72380.1
OG0003231	SSPN1_10600.1	TREG1_15750.1
OG0003232	SSPN1_19610.1, SSPN1_19610.2	TREG1_6750.1
OG0003233	SSPN1_21400.5, SSPN1_21400.2, SSPN1_21400.4, SSPN1_21400.1, SSPN1_21400.3	TREG1_23890.1
OG0003234	SSPN1_63730.1	TREG1_85690.1
OG0003235	SSPN1_81210.1, SSPN1_81210.2, SSPN1_81210.5, SSPN1_81210.6, SSPN1_81210.3, SSPN1_81210.4	TREG1_110260.1, TREG1_110260.2
OG0003236	SSPN1_55470.1, SSPN1_55470.2	TREG1_77940.1
OG0003237	SSPN1_24270.1	TREG1_35750.1, TREG1_35750.2
OG0003238	SSPN1_59110.1	TREG1_88060.1
OG0003239	SSPN1_78280.1	TREG1_112550.1, TREG1_112560.1
OG0003240	SSPN1_8020.7, SSPN1_8020.1, SSPN1_8020.2, SSPN1_8020.5, SSPN1_8020.3, SSPN1_8020.6, SSPN1_8020.4	TREG1_10340.2
OG0003241	SSPN1_33450.1	TREG1_39840.1, TREG1_39880.1
OG0003242	SSPN1_51280.1, SSPN1_51280.2	TREG1_66350.1
OG0003243	SSPN1_8570.1	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	SSPN1_51670.1	TREG1_73800.1
OG0003245	SSPN1_52170.1, SSPN1_52170.5, SSPN1_52170.2, SSPN1_52170.3, SSPN1_52170.4	TREG1_69660.1
OG0003247	SSPN1_13170.3, SSPN1_13170.1, SSPN1_13170.2	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003248	SSPN1_80130.1, SSPN1_80130.2, SSPN1_80130.3, SSPN1_80130.4, SSPN1_80130.5	TREG1_110250.1
OG0003249	SSPN1_65380.1, SSPN1_65380.2, SSPN1_65380.3	TREG1_89120.1
OG0003250	SSPN1_67690.1	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	SSPN1_83360.2, SSPN1_83360.1, SSPN1_83360.5, SSPN1_83360.3, SSPN1_83360.4	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	SSPN1_41010.1, SSPN1_41010.2	TREG1_55950.1
OG0003253	SSPN1_83950.1	TREG1_121600.1
OG0003254	SSPN1_60270.1, SSPN1_60270.2	TREG1_82330.1
OG0003255	SSPN1_90010.1	TREG1_134560.1
OG0003255	SSPN1_89230.1	TREG1_133050.1
OG0003256	SSPN1_80710.1	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	SSPN1_17320.1, SSPN1_17320.2, SSPN1_17320.3, SSPN1_17320.4	TREG1_6680.1
OG0003258	SSPN1_41990.1	TREG1_57720.1
OG0003259	SSPN1_22740.1, SSPN1_22740.2	TREG1_59870.1, TREG1_59870.2
OG0003260	SSPN1_80990.1, SSPN1_80990.2	TREG1_115080.1, TREG1_115080.2
OG0003261	SSPN1_36290.1	TREG1_55610.1
OG0003262	SSPN1_56030.1	TREG1_79070.1
OG0003263	SSPN1_4860.1, SSPN1_4870.1	TREG1_3620.1, TREG1_3620.2
OG0003264	SSPN1_15180.1, SSPN1_15180.2	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1
OG0003265	SSPN1_40690.1, SSPN1_40690.2	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	SSPN1_68490.2, SSPN1_68490.1, SSPN1_68490.3	TREG1_99940.1
OG0003267	SSPN1_12910.1	TREG1_22260.1
OG0003268	SSPN1_42060.1	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	SSPN1_73590.1	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	SSPN1_61560.1	TREG1_90150.1
OG0003271	SSPN1_19080.1	TREG1_20800.1
OG0003272	SSPN1_34470.1, SSPN1_34460.1	TREG1_55780.1
OG0003273	SSPN1_37140.1	TREG1_55390.1
OG0003274	SSPN1_11720.1	TREG1_22320.1, TREG1_22320.2
OG0003275	SSPN1_23660.3, SSPN1_23660.1	TREG1_58670.1
OG0003276	SSPN1_62520.1	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1
OG0003277	SSPN1_37420.1	TREG1_54050.1
OG0003278	SSPN1_53730.1	TREG1_72780.1
OG0003279	SSPN1_1740.1, SSPN1_1740.2	TREG1_480.1, TREG1_480.2
OG0003280	SSPN1_75070.1	TREG1_102610.1
OG0003281	SSPN1_90890.1	TREG1_136400.1, TREG1_136400.2
OG0003282	SSPN1_51110.1, SSPN1_51110.2	TREG1_63860.1
OG0003283	SSPN1_91130.2, SSPN1_91130.3, SSPN1_91130.1	TREG1_134850.1, TREG1_134850.2
OG0003284	SSPN1_63800.1, SSPN1_63800.2, SSPN1_63800.3	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003285	SSPN1_22270.1	TREG1_32170.1
OG0003286	SSPN1_57900.1, SSPN1_57900.2	TREG1_91060.1
OG0003287	SSPN1_21510.1	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	SSPN1_93450.1, SSPN1_93450.2, SSPN1_65660.4, SSPN1_65660.1, SSPN1_65660.2, SSPN1_65660.3	TREG1_90580.1, TREG1_90560.1
OG0003289	SSPN1_17770.1	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8
OG0003290	SSPN1_20130.1	TREG1_17200.1
OG0003291	SSPN1_13500.1, SSPN1_13500.4, SSPN1_13500.2, SSPN1_13500.3	TREG1_10470.1
OG0003292	SSPN1_82170.1	TREG1_116700.1
OG0003293	SSPN1_26120.1	TREG1_58810.1
OG0003294	SSPN1_37400.2, SSPN1_37400.1, SSPN1_37400.3	TREG1_54070.1, TREG1_54070.2
OG0003296	SSPN1_52470.1, SSPN1_52470.2	TREG1_70730.1, TREG1_70730.5, TREG1_70730.7, TREG1_70730.3, TREG1_70730.6, TREG1_70730.2, TREG1_70730.4
OG0003297	SSPN1_10490.1	TREG1_27760.1
OG0003298	SSPN1_44720.1	TREG1_63100.1, TREG1_63100.2
OG0003299	SSPN1_74270.1	TREG1_100410.1
OG0003300	SSPN1_18040.1, SSPN1_18040.2	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4
OG0003301	SSPN1_42660.4, SSPN1_42660.1, SSPN1_42660.2, SSPN1_42660.3	TREG1_40540.1
OG0003302	SSPN1_8140.1	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	SSPN1_52570.1	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	SSPN1_7080.1	TREG1_28740.1, TREG1_28740.2
OG0003305	SSPN1_71090.1, SSPN1_71090.2	TREG1_106530.1
OG0003306	SSPN1_54340.1	TREG1_73990.1
OG0003307	SSPN1_25100.2, SSPN1_25100.4, SSPN1_25100.5, SSPN1_25100.1, SSPN1_25100.3	TREG1_43530.1
OG0003309	SSPN1_1200.1, SSPN1_1200.2, SSPN1_1200.6, SSPN1_1200.3, SSPN1_1200.4, SSPN1_1200.5	TREG1_14410.1
OG0003310	SSPN1_46740.1	TREG1_68480.1
OG0003311	SSPN1_86260.1	TREG1_127710.1, TREG1_127700.1, TREG1_127790.1
OG0003313	SSPN1_52860.1	TREG1_75050.1
OG0003314	SSPN1_26290.1, SSPN1_26290.2, SSPN1_26290.3, SSPN1_26290.4, SSPN1_26290.5, SSPN1_26290.6	TREG1_33270.1, TREG1_33270.2
OG0003315	SSPN1_38650.1, SSPN1_38660.1	TREG1_50450.1
OG0003319	SSPN1_30590.1, SSPN1_30600.1	TREG1_54930.1
OG0003320	SSPN1_54470.3, SSPN1_54470.6, SSPN1_54470.7, SSPN1_54470.1, SSPN1_54470.4, SSPN1_54470.5, SSPN1_54470.2	TREG1_75820.1
OG0003321	SSPN1_28860.1, SSPN1_28860.2	TREG1_48180.1, TREG1_48180.2, TREG1_48180.3, TREG1_48180.4
OG0003322	SSPN1_13910.1	TREG1_29810.1
OG0003326	SSPN1_58030.1	TREG1_89830.1
OG0003327	SSPN1_74080.1	TREG1_103890.1, TREG1_103890.2
OG0003328	SSPN1_71580.1	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	SSPN1_90990.3, SSPN1_90990.1, SSPN1_90990.2, SSPN1_90990.4	TREG1_134280.1
OG0003330	SSPN1_49950.1, SSPN1_49950.4, SSPN1_49950.2, SSPN1_49950.3	TREG1_69720.1
OG0003331	SSPN1_20690.1, SSPN1_20690.2	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	SSPN1_38810.1, SSPN1_38810.2	TREG1_54980.1
OG0003333	SSPN1_6470.1	TREG1_6060.1
OG0003334	SSPN1_27310.1	TREG1_48520.1
OG0003335	SSPN1_65240.2, SSPN1_65240.1, SSPN1_65240.3	TREG1_90280.1
OG0003336	SSPN1_62380.1	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003337	SSPN1_73500.1	TREG1_105460.1, TREG1_105460.2
OG0003338	SSPN1_13980.1	TREG1_17680.1, TREG1_17680.2
OG0003339	SSPN1_1020.1	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003340	SSPN1_31270.1	TREG1_41390.1
OG0003341	SSPN1_57370.1	TREG1_92270.1
OG0003342	SSPN1_18230.1	TREG1_17860.1
OG0003343	SSPN1_49750.1	TREG1_64540.1
OG0003344	SSPN1_22490.1	TREG1_32650.1
OG0003345	SSPN1_84580.2, SSPN1_84580.3, SSPN1_84580.5, SSPN1_84580.4, SSPN1_84580.1	TREG1_46790.1
OG0003346	SSPN1_90580.4, SSPN1_90580.1, SSPN1_90580.2, SSPN1_90580.3	TREG1_132170.1
OG0003347	SSPN1_42970.1	TREG1_31290.1, TREG1_31290.2
OG0003348	SSPN1_51750.1, SSPN1_51750.2	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4
OG0003349	SSPN1_30760.1, SSPN1_30760.2	TREG1_49940.1, TREG1_49940.2
OG0003350	SSPN1_66800.1, SSPN1_66800.2, SSPN1_66800.3	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	SSPN1_70520.1, SSPN1_70530.1	TREG1_107800.1
OG0003352	SSPN1_78290.1, SSPN1_78290.2	TREG1_112580.1
OG0003354	SSPN1_26450.1	TREG1_60070.1
OG0003355	SSPN1_66490.2, SSPN1_66490.1, SSPN1_66490.3, SSPN1_66490.4	TREG1_93970.1
OG0003356	SSPN1_17680.1	TREG1_29530.1
OG0003357	SSPN1_41760.1	TREG1_39520.1
OG0003358	SSPN1_86110.1	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9
OG0003359	SSPN1_55920.1	TREG1_79210.1, TREG1_79210.2
OG0003360	SSPN1_37860.1, SSPN1_37860.2	TREG1_53240.1
OG0003361	SSPN1_12350.1	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5
OG0003362	SSPN1_72600.1	TREG1_98880.1
OG0003363	SSPN1_28850.1	TREG1_48190.1
OG0003364	SSPN1_82200.1	TREG1_116460.1
OG0003365	SSPN1_11770.1, SSPN1_11760.1	TREG1_22280.1, TREG1_22280.2
OG0003366	SSPN1_62580.1	TREG1_85920.1
OG0003367	SSPN1_46110.1	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2
OG0003368	SSPN1_33140.1	TREG1_32990.1
OG0003369	SSPN1_59520.1	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	SSPN1_24810.1, SSPN1_24810.2	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	SSPN1_46030.1	TREG1_136460.1
OG0003372	SSPN1_90660.1, SSPN1_90660.2	TREG1_133120.1, TREG1_133120.2
OG0003373	SSPN1_15170.1, SSPN1_15170.2	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	SSPN1_91410.1	TREG1_132070.1
OG0003375	SSPN1_67000.1, SSPN1_93290.1	TREG1_96430.1
OG0003376	SSPN1_46380.1, SSPN1_46380.2	TREG1_64070.1
OG0003377	SSPN1_78630.1	TREG1_112070.1
OG0003378	SSPN1_80080.1	TREG1_110310.1, TREG1_110310.2
OG0003379	SSPN1_59030.1, SSPN1_59030.2	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003380	SSPN1_49570.1, SSPN1_49570.2	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3
OG0003381	SSPN1_53130.1	TREG1_77140.1
OG0003382	SSPN1_67420.1	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4
OG0003383	SSPN1_6090.1, SSPN1_6090.2, SSPN1_6090.3	TREG1_104290.1
OG0003384	SSPN1_42020.1	TREG1_57660.1, TREG1_57660.2
OG0003385	SSPN1_87950.1	TREG1_124930.1
OG0003386	SSPN1_9600.1	TREG1_26610.1, TREG1_26610.2
