Orthogroup	schistosoma_spindale	schistosoma_japonicum
OG0002807	SSPN1_13160.1	EWB00_002493
OG0002808	SSPN1_62120.1, SSPN1_62110.1	EWB00_000226, EWB00_000224, EWB00_000547, EWB00_000223
OG0002809	SSPN1_78720.1	EWB00_000152
OG0002810	SSPN1_36120.1	EWB00_008164.1, EWB00_008164.2, EWB00_008164.3
OG0002811	SSPN1_20970.1	EWB00_002428
OG0002812	SSPN1_82610.1, SSPN1_82610.2, SSPN1_82630.1, SSPN1_82630.3, SSPN1_82630.2	EWB00_000098
OG0002813	SSPN1_74900.1	EWB00_004567, EWB00_004566
OG0002814	SSPN1_22830.1	EWB00_007073
OG0002815	SSPN1_60690.1, SSPN1_60700.1	EWB00_007100.1, EWB00_007100.2
OG0002816	SSPN1_12390.1	EWB00_010355
OG0002817	SSPN1_33690.1, SSPN1_33690.2	EWB00_001285
OG0002818	SSPN1_72540.1	EWB00_004518.1, EWB00_004518.2
OG0002819	SSPN1_66090.2, SSPN1_66090.1	EWB00_008916.1, EWB00_008916.2
OG0002820	SSPN1_71920.1	EWB00_001407, EWB00_001404, EWB00_001405
OG0002821	SSPN1_4180.1, SSPN1_4180.2, SSPN1_4180.3	EWB00_004844.3, EWB00_004844.5, EWB00_004844.1, EWB00_004844.4, EWB00_004844.2
OG0002822	SSPN1_20650.1, SSPN1_20650.2, SSPN1_20650.3, SSPN1_20650.4	EWB00_009673.1, EWB00_009673.2, EWB00_009673.3, EWB00_009673.4, EWB00_009673.5, EWB00_009673.6
OG0002823	SSPN1_15560.1, SSPN1_15560.2	EWB00_002330
OG0002824	SSPN1_1880.1	EWB00_008799.1, EWB00_008799.3, EWB00_008799.2
OG0002825	SSPN1_47140.1	EWB00_008085.1, EWB00_008085.2
OG0002826	SSPN1_39520.1	EWB00_007800
OG0002827	SSPN1_26190.1, SSPN1_26190.2, SSPN1_26190.3	EWB00_002846.1, EWB00_002846.2
OG0002828	SSPN1_26990.1	EWB00_006963.3, EWB00_006963.2, EWB00_006963.1
OG0002829	SSPN1_63510.2, SSPN1_63510.1, SSPN1_63510.3	EWB00_011311
OG0002830	SSPN1_22680.1	EWB00_007081
OG0002831	SSPN1_15040.1	EWB00_004126
OG0002832	SSPN1_78390.1	EWB00_009234
OG0002833	SSPN1_54830.1, SSPN1_54830.2, SSPN1_54830.3	EWB00_005141
OG0002834	SSPN1_3500.1, SSPN1_3500.2, SSPN1_3500.3	EWB00_000870.1, EWB00_000870.3, EWB00_000870.2
OG0002835	SSPN1_88130.3, SSPN1_88130.1, SSPN1_88130.2	EWB00_009214
OG0002836	SSPN1_24540.1	EWB00_000279
OG0002837	SSPN1_15030.1, SSPN1_15030.2	EWB00_004125
OG0002838	SSPN1_18350.1	EWB00_004159.1, EWB00_004159.2
OG0002839	SSPN1_68680.1	EWB00_001593
OG0002840	SSPN1_87890.1	EWB00_006717.2, EWB00_006717.1, EWB00_006717.3
OG0002841	SSPN1_49090.1, SSPN1_30540.1	EWB00_003674
OG0002842	SSPN1_68940.1	EWB00_007355
OG0002843	SSPN1_25090.1, SSPN1_25090.2, SSPN1_25090.3	EWB00_003712
OG0002844	SSPN1_57380.1, SSPN1_57380.2	EWB00_009990.1, EWB00_009990.2, EWB00_009990.3, EWB00_009990.4
OG0002845	SSPN1_19620.2, SSPN1_19620.1, SSPN1_19620.3	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3
OG0002846	SSPN1_12570.1, SSPN1_12570.2	EWB00_010309.1, EWB00_010309.2
OG0002847	SSPN1_55820.1, SSPN1_55830.1	EWB00_005561.1, EWB00_005561.2
OG0002848	SSPN1_63000.1	EWB00_011105
OG0002849	SSPN1_18150.1	EWB00_004117.1, EWB00_004117.2
OG0002850	SSPN1_59770.1	EWB00_003649.2, EWB00_003649.4, EWB00_003649.1, EWB00_003649.3
OG0002851	SSPN1_86340.1	EWB00_001938.1, EWB00_001938.3, EWB00_001938.2, EWB00_001937.1, EWB00_001937.2
OG0002852	SSPN1_18240.1	EWB00_002305.1, EWB00_002305.2
OG0002853	SSPN1_70320.1, SSPN1_70320.2, SSPN1_70320.4, SSPN1_70320.3, SSPN1_70320.5	EWB00_004529
OG0002854	SSPN1_36350.1	EWB00_003389.1, EWB00_003389.2
OG0002855	SSPN1_13640.1	EWB00_000069.1, EWB00_000069.2
OG0002856	SSPN1_51630.1, SSPN1_51630.2	EWB00_005400
OG0002857	SSPN1_61040.1	EWB00_007138.1, EWB00_007138.2
OG0002858	SSPN1_20490.1	EWB00_008506.4, EWB00_008506.6
OG0002859	SSPN1_61400.1	EWB00_000389
OG0002860	SSPN1_74530.1	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2
OG0002861	SSPN1_84860.1, SSPN1_84860.2	EWB00_003277
OG0002862	SSPN1_59410.3, SSPN1_59410.1, SSPN1_59410.2	EWB00_000928
OG0002864	SSPN1_52030.1, SSPN1_52030.2	EWB00_006484
OG0002865	SSPN1_19800.1	EWB00_004666.2, EWB00_004666.1, EWB00_004666.4, EWB00_004666.3
OG0002866	SSPN1_35130.1, SSPN1_35140.1	EWB00_004245, EWB00_004246, EWB00_006869
OG0002867	SSPN1_3720.1	EWB00_009064.1, EWB00_009064.2, EWB00_009064.3, EWB00_009064.4
OG0002868	SSPN1_84010.1	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2
OG0002869	SSPN1_2000.1	EWB00_004651
OG0002870	SSPN1_45960.1, SSPN1_45960.2, SSPN1_45960.3	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3
OG0002871	SSPN1_43560.1, SSPN1_43560.2, SSPN1_43560.3, SSPN1_43560.4	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4
OG0002872	SSPN1_47980.1	EWB00_007610
OG0002873	SSPN1_88460.3, SSPN1_88460.1, SSPN1_88460.2	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2
OG0002874	SSPN1_31360.1	EWB00_006146
OG0002875	SSPN1_49550.1	EWB00_005307
OG0002876	SSPN1_68180.5, SSPN1_68180.1, SSPN1_68180.2, SSPN1_68180.3, SSPN1_68180.4, SSPN1_68180.6	EWB00_003668
OG0002877	SSPN1_63560.1	EWB00_000821.1
OG0002878	SSPN1_65500.1, SSPN1_65500.2	EWB00_010430, EWB00_010821
OG0002879	SSPN1_10710.1	EWB00_000598.1, EWB00_000598.2, EWB00_000598.4, EWB00_000598.5, EWB00_000598.3
OG0002880	SSPN1_20900.1	EWB00_002435.1, EWB00_002435.2
OG0002881	SSPN1_57170.1	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2
OG0002882	SSPN1_11140.1	EWB00_005444
OG0002883	SSPN1_49460.1, SSPN1_49460.2	EWB00_005318.2, EWB00_005318.1
OG0002884	SSPN1_59560.1, SSPN1_59560.2, SSPN1_59560.4, SSPN1_59560.3	EWB00_000910
OG0002885	SSPN1_45250.1	EWB00_002549
OG0002886	SSPN1_71600.1	EWB00_008232.2, EWB00_008232.1
OG0002889	SSPN1_79070.1	EWB00_003777.1, EWB00_003777.2
OG0002890	SSPN1_26600.1, SSPN1_26600.2, SSPN1_26600.3	EWB00_001076.1, EWB00_001076.4, EWB00_001076.2, EWB00_001076.3
OG0002892	SSPN1_73540.1, SSPN1_73550.1, SSPN1_73560.1	EWB00_010988, EWB00_001195
OG0002893	SSPN1_8310.1	EWB00_001509.1, EWB00_001509.4, EWB00_001509.3, EWB00_001509.2
OG0002894	SSPN1_79060.3, SSPN1_79060.4, SSPN1_79060.1, SSPN1_79060.2	EWB00_003778
OG0002896	SSPN1_23680.1	EWB00_001110.1, EWB00_001110.2
OG0002897	SSPN1_24220.1	EWB00_004229.1, EWB00_004229.2, EWB00_004229.3
OG0002902	SSPN1_31670.1	EWB00_006182
OG0002903	SSPN1_68990.1	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5
OG0002904	SSPN1_21130.1	EWB00_002403.1, EWB00_002403.2
OG0002905	SSPN1_58420.1, SSPN1_58420.2	EWB00_003998
OG0002906	SSPN1_27950.1	EWB00_000629
OG0002907	SSPN1_5330.1	EWB00_006306
OG0002908	SSPN1_66070.3, SSPN1_66070.1, SSPN1_66070.2, SSPN1_66070.4	EWB00_008921
OG0002910	SSPN1_11380.1	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3
OG0002911	SSPN1_15650.1, SSPN1_15650.2	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2
OG0002912	SSPN1_59790.1	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1
OG0002914	SSPN1_14310.1	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2
OG0002915	SSPN1_74560.1, SSPN1_74560.3, SSPN1_74560.2, SSPN1_74560.4	EWB00_008242
OG0002916	SSPN1_13400.1, SSPN1_13400.2	EWB00_000674.1, EWB00_000674.2
OG0002917	SSPN1_22300.1, SSPN1_22300.2	EWB00_007541
OG0002918	SSPN1_78140.2, SSPN1_78140.1, SSPN1_78140.3	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3
OG0002919	SSPN1_83070.1	EWB00_004146
OG0002920	SSPN1_41590.1, SSPN1_41600.1	EWB00_006384.3, EWB00_006384.1, EWB00_006384.4, EWB00_006384.2
OG0002921	SSPN1_91510.1	EWB00_001444
OG0002922	SSPN1_73620.1, SSPN1_73620.2	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5
OG0002923	SSPN1_63400.1	EWB00_011326
OG0002924	SSPN1_16440.1, SSPN1_16440.2, SSPN1_16440.3, SSPN1_16440.4	EWB00_004637
OG0002925	SSPN1_17150.1	EWB00_007687
OG0002926	SSPN1_38420.1	EWB00_005922.1, EWB00_005922.2
OG0002927	SSPN1_20810.1	EWB00_008511.1, EWB00_008511.2
OG0002928	SSPN1_72160.1	EWB00_001377
OG0002929	SSPN1_21830.1	EWB00_005762
OG0002930	SSPN1_39290.1	EWB00_002838.1, EWB00_007947, EWB00_002838.2
OG0002931	SSPN1_1890.1	EWB00_008800
OG0002932	SSPN1_43450.1	EWB00_004892.1, EWB00_004892.2
OG0002933	SSPN1_30710.1	EWB00_003920, EWB00_003922, EWB00_003921
OG0002934	SSPN1_89660.1	EWB00_008969
OG0002935	SSPN1_58900.1	EWB00_010446.1, EWB00_010446.2
OG0002936	SSPN1_45170.1	EWB00_002547
OG0002938	SSPN1_76160.1	EWB00_002633, EWB00_002636, EWB00_002634, EWB00_002632
OG0002939	SSPN1_17690.1, SSPN1_17690.2, SSPN1_17690.3, SSPN1_17690.4	EWB00_003814
OG0002940	SSPN1_46500.1, SSPN1_46500.2, SSPN1_46500.3	EWB00_010745, EWB00_010746
OG0002941	SSPN1_53210.1	EWB00_009279, EWB00_009278, EWB00_011182
OG0002941	SSPN1_53220.1	EWB00_009276.1, EWB00_009276.2
OG0002942	SSPN1_75480.1	EWB00_001223
OG0002943	SSPN1_75500.1	EWB00_001225.1, EWB00_001225.2
OG0002944	SSPN1_13320.4, SSPN1_13320.1, SSPN1_13320.2, SSPN1_13320.3	EWB00_006517
OG0002945	SSPN1_74850.1	EWB00_004561
OG0002946	SSPN1_11540.1	EWB00_005483
OG0002947	SSPN1_86530.2, SSPN1_86530.1, SSPN1_86530.3	EWB00_001682
OG0002948	SSPN1_63680.2, SSPN1_63680.3, SSPN1_63680.1, SSPN1_63680.4, SSPN1_63680.5	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3
OG0002949	SSPN1_36830.1, SSPN1_36830.2, SSPN1_36830.3	EWB00_001776
OG0002950	SSPN1_67430.1	EWB00_008655
OG0002951	SSPN1_33170.1, SSPN1_33170.2	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3
OG0002952	SSPN1_48770.1	EWB00_004416
OG0002953	SSPN1_3190.1, SSPN1_3190.4, SSPN1_3190.2, SSPN1_3190.3	EWB00_007337
OG0002954	SSPN1_64220.1	EWB00_007955
OG0002955	SSPN1_70870.1	EWB00_003441
OG0002956	SSPN1_91260.1	EWB00_004785.1, EWB00_004785.2
OG0002957	SSPN1_67510.1	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2
OG0002958	SSPN1_57980.1, SSPN1_57980.2, SSPN1_57980.3	EWB00_009830.1, EWB00_009830.2
OG0002959	SSPN1_83990.1, SSPN1_83990.2, SSPN1_83990.3	EWB00_006928
OG0002960	SSPN1_47110.1	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2
OG0002961	SSPN1_11980.1	EWB00_000045
OG0002962	SSPN1_58390.1, SSPN1_58390.2, SSPN1_58390.3, SSPN1_58390.4	EWB00_003995, EWB00_003994
OG0002963	SSPN1_18420.1, SSPN1_18420.2	EWB00_005062.1, EWB00_005062.2
OG0002964	SSPN1_24170.1, SSPN1_24160.1	EWB00_004221
OG0002965	SSPN1_89000.6, SSPN1_89000.2, SSPN1_89000.5, SSPN1_89000.4, SSPN1_89000.3, SSPN1_89000.7, SSPN1_89000.1	EWB00_008384
OG0002966	SSPN1_42490.1	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4
OG0002967	SSPN1_63110.1	EWB00_011093
OG0002969	SSPN1_51010.1	EWB00_010617, EWB00_010614
OG0002970	SSPN1_20530.1	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3
OG0002971	SSPN1_61160.3, SSPN1_61160.1, SSPN1_61160.2	EWB00_009795
OG0002972	SSPN1_62460.1	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3
OG0002973	SSPN1_46930.1	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3
OG0002974	SSPN1_38360.1	EWB00_005917
OG0002975	SSPN1_32700.1	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2
OG0002977	SSPN1_7930.1	EWB00_009513
OG0002979	SSPN1_9790.4, SSPN1_9790.5, SSPN1_9790.6, SSPN1_9790.3, SSPN1_9790.1, SSPN1_9790.2	EWB00_010784
OG0002980	SSPN1_28230.1	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2
OG0002981	SSPN1_72360.1	EWB00_001172.1, EWB00_001172.2
OG0002982	SSPN1_51920.1, SSPN1_51920.2	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4
OG0002983	SSPN1_23710.1	EWB00_001113.1, EWB00_001113.2
OG0002985	SSPN1_2110.2, SSPN1_2110.1	EWB00_004643
OG0002986	SSPN1_20430.1	EWB00_008512, EWB00_009623
OG0002988	SSPN1_89490.1	EWB00_005524.1, EWB00_005524.2
OG0002989	SSPN1_47810.1	EWB00_002981
OG0002990	SSPN1_77780.1, SSPN1_77780.2	EWB00_006767
OG0002991	SSPN1_38870.1	EWB00_011215.3
OG0002992	SSPN1_73060.1	EWB00_011051
OG0002993	SSPN1_80890.1	EWB00_008402.1, EWB00_008402.2
OG0002994	SSPN1_12170.1, SSPN1_12170.2	EWB00_008806
OG0002995	SSPN1_87010.1	EWB00_011403
OG0002996	SSPN1_15720.8, SSPN1_15720.7, SSPN1_15720.2, SSPN1_15720.3, SSPN1_15720.6, SSPN1_15720.9, SSPN1_15720.1, SSPN1_15720.4, SSPN1_15720.5	EWB00_002315
OG0002997	SSPN1_36550.1	EWB00_007863
OG0002998	SSPN1_43110.1	EWB00_001001
OG0002999	SSPN1_63830.1	EWB00_011297
OG0003000	SSPN1_25950.1	EWB00_005001
OG0003001	SSPN1_25900.1	EWB00_005005
OG0003002	SSPN1_12440.1	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4
OG0003003	SSPN1_90220.3, SSPN1_90220.4	EWB00_005504.3
OG0003004	SSPN1_72270.1	EWB00_001367
OG0003005	SSPN1_52210.1	EWB00_007764.1, EWB00_007764.2
OG0003006	SSPN1_82420.1	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3
OG0003007	SSPN1_63080.1	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3
OG0003008	SSPN1_38800.3, SSPN1_38800.1, SSPN1_38800.4, SSPN1_38800.2	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3
OG0003010	SSPN1_68030.1, SSPN1_68030.2	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4
OG0003011	SSPN1_29270.1	EWB00_005980
OG0003012	SSPN1_62630.1, SSPN1_62630.2	EWB00_011151
OG0003013	SSPN1_75340.1	EWB00_007403.1, EWB00_007403.2
OG0003014	SSPN1_81120.1, SSPN1_81120.2	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167
OG0003015	SSPN1_42000.1, SSPN1_42000.2	EWB00_009554
OG0003016	SSPN1_72730.1, SSPN1_72730.2, SSPN1_72730.3	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4
OG0003017	SSPN1_48670.1, SSPN1_48670.2, SSPN1_48670.3, SSPN1_48670.4	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3
OG0003018	SSPN1_91050.1	EWB00_000565
OG0003019	SSPN1_71770.1	EWB00_007253
OG0003020	SSPN1_27700.1, SSPN1_27700.2, SSPN1_27700.3	EWB00_003278.4, EWB00_003278.3, EWB00_003278.1, EWB00_003278.2, EWB00_003278.5
OG0003021	SSPN1_81140.1	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3
OG0003022	SSPN1_23930.1, SSPN1_23930.3, SSPN1_23930.2	EWB00_005245
OG0003023	SSPN1_81060.1	EWB00_010173
OG0003024	SSPN1_74910.1, SSPN1_74910.2	EWB00_004568.1, EWB00_004568.2
OG0003025	SSPN1_33960.2, SSPN1_33960.1	EWB00_005613.2, EWB00_005613.1, EWB00_005613.5, EWB00_005613.3, EWB00_005613.4
OG0003026	SSPN1_37730.1, SSPN1_37730.2	EWB00_002945.1, EWB00_002945.2
OG0003027	SSPN1_14030.1	EWB00_007627, EWB00_007628
OG0003029	SSPN1_78950.1, SSPN1_78950.2	EWB00_008949.1, EWB00_008949.2
OG0003030	SSPN1_12400.1, SSPN1_12400.2	EWB00_010353
OG0003031	SSPN1_60040.1, SSPN1_60040.2, SSPN1_60040.3, SSPN1_60040.4	EWB00_004696.1, EWB00_004696.2
OG0003032	SSPN1_56970.1, SSPN1_56970.2, SSPN1_56970.3, SSPN1_56970.4	EWB00_011252
OG0003033	SSPN1_45320.1	EWB00_002562, EWB00_002561
OG0003034	SSPN1_79350.1, SSPN1_79350.2, SSPN1_79350.3	EWB00_001483
OG0003036	SSPN1_81220.1	EWB00_007302
OG0003037	SSPN1_76550.1	EWB00_002276
OG0003038	SSPN1_50430.1, SSPN1_50430.2	EWB00_006825
OG0003039	SSPN1_44490.3, SSPN1_44490.2, SSPN1_44490.1	EWB00_000186
OG0003040	SSPN1_28970.1, SSPN1_28970.3, SSPN1_28970.4, SSPN1_28970.2, SSPN1_28970.5	EWB00_006008
OG0003041	SSPN1_38010.1	EWB00_002125.1, EWB00_002125.2
OG0003042	SSPN1_39580.1	EWB00_007978.1, EWB00_007978.2
OG0003043	SSPN1_46330.3, SSPN1_46330.1, SSPN1_46330.2	EWB00_010761, EWB00_010762
OG0003044	SSPN1_7750.1, SSPN1_7750.2	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4
OG0003045	SSPN1_49910.1	EWB00_006509
OG0003046	SSPN1_49920.1, SSPN1_49920.2	EWB00_006508.1, EWB00_006508.2
OG0003047	SSPN1_17510.1, SSPN1_17510.2, SSPN1_17510.4, SSPN1_17510.3	EWB00_010012
OG0003048	SSPN1_44090.1	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3
OG0003049	SSPN1_44100.1	EWB00_003619.1, EWB00_003619.2
OG0003050	SSPN1_75620.1	EWB00_001236
OG0003051	SSPN1_23470.2, SSPN1_23470.4, SSPN1_23470.3, SSPN1_23470.1	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1
OG0003052	SSPN1_59710.1	EWB00_003655.2, EWB00_003655.4
OG0003053	SSPN1_25480.1	EWB00_005047
OG0003054	SSPN1_8720.1	EWB00_003074.1, EWB00_003074.2
OG0003055	SSPN1_54460.1	EWB00_003562
OG0003056	SSPN1_8590.2, SSPN1_8590.1, SSPN1_8590.3	EWB00_003086, EWB00_003087
OG0003057	SSPN1_60810.1	EWB00_007110.1, EWB00_007110.2, EWB00_007110.3, EWB00_007110.4
OG0003058	SSPN1_88540.1, SSPN1_88540.2	EWB00_008316
OG0003059	SSPN1_34950.1	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2
OG0003060	SSPN1_50240.1, SSPN1_50230.1	EWB00_003557.1, EWB00_003557.2
OG0003061	SSPN1_78970.1, SSPN1_78970.2	EWB00_004403.1, EWB00_004403.2, EWB00_004403.3, EWB00_004403.4
OG0003062	SSPN1_86270.1	EWB00_001918
OG0003063	SSPN1_10530.1	EWB00_006552
OG0003064	SSPN1_7730.1, SSPN1_7740.1	EWB00_004450
OG0003065	SSPN1_20950.1	EWB00_002430
OG0003066	SSPN1_90540.1	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3
OG0003067	SSPN1_23890.2, SSPN1_23890.1	EWB00_006984
OG0003068	SSPN1_73940.1	EWB00_007267
OG0003069	SSPN1_67700.4, SSPN1_67700.3, SSPN1_67700.1, SSPN1_67700.2	EWB00_007924.1, EWB00_007924.2, EWB00_007924.3
OG0003070	SSPN1_35670.3, SSPN1_35670.4, SSPN1_35670.6, SSPN1_35670.5, SSPN1_35670.7, SSPN1_35670.8, SSPN1_35670.9, SSPN1_35650.1, SSPN1_35670.1, SSPN1_35670.2	EWB00_001470
OG0003071	SSPN1_63470.1, SSPN1_63470.2	EWB00_011317.1, EWB00_011317.2, EWB00_011317.3
OG0003072	SSPN1_76530.3, SSPN1_76530.1, SSPN1_76530.2	EWB00_002274
OG0003073	SSPN1_65330.1	EWB00_008884
OG0003074	SSPN1_56840.1, SSPN1_56840.3, SSPN1_56840.2, SSPN1_56840.4	EWB00_010530.1, EWB00_010530.2
OG0003075	SSPN1_55710.1	EWB00_008858
OG0003076	SSPN1_55490.1	EWB00_011230
OG0003077	SSPN1_71800.1	EWB00_007256
OG0003079	SSPN1_54440.1, SSPN1_54440.2, SSPN1_54440.3	EWB00_001066, EWB00_002969.2, EWB00_002969.4, EWB00_002969.3, EWB00_002969.1
OG0003080	SSPN1_19550.1, SSPN1_19550.2	EWB00_005547
OG0003081	SSPN1_15880.1, SSPN1_15880.2, SSPN1_15880.3	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1
OG0003082	SSPN1_48440.1, SSPN1_48440.2	EWB00_005350.1, EWB00_005350.2
OG0003083	SSPN1_76320.1	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4
OG0003084	SSPN1_69940.1	EWB00_006599
OG0003085	SSPN1_32300.1	EWB00_009540.1, EWB00_009540.3, EWB00_009540.4, EWB00_009540.2
OG0003086	SSPN1_58790.1	EWB00_010401.4, EWB00_010401.1, EWB00_010401.2, EWB00_010401.3
OG0003087	SSPN1_92360.3, SSPN1_92360.1, SSPN1_92360.2	EWB00_009973
OG0003088	SSPN1_10350.1, SSPN1_10350.2	EWB00_002485
OG0003089	SSPN1_11460.1, SSPN1_11460.2, SSPN1_11460.3	EWB00_005476
OG0003090	SSPN1_38960.2, SSPN1_38960.6, SSPN1_38960.1, SSPN1_38960.3, SSPN1_38960.5, SSPN1_38960.7, SSPN1_38960.8, SSPN1_38960.4	EWB00_010110.1, EWB00_010110.2
OG0003091	SSPN1_89460.2, SSPN1_89460.1, SSPN1_89460.3	EWB00_008765.1, EWB00_008765.2
OG0003095	SSPN1_46580.3, SSPN1_46580.5, SSPN1_46580.6, SSPN1_46580.1, SSPN1_46580.2, SSPN1_46580.4	EWB00_010734.3, EWB00_010734.1, EWB00_010734.2, EWB00_010734.4, EWB00_010734.6, EWB00_010734.5, EWB00_010734.7, EWB00_010734.8
OG0003096	SSPN1_72800.1	EWB00_007155.1, EWB00_007155.2
OG0003097	SSPN1_58650.1	EWB00_009301
OG0003098	SSPN1_14910.1	EWB00_010275, EWB00_004006, EWB00_010271
OG0003098	SSPN1_14900.1	EWB00_010278
OG0003099	SSPN1_41720.1	EWB00_006370
OG0003107	SSPN1_54260.1	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2
OG0003108	SSPN1_25280.1	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4
OG0003109	SSPN1_15380.1	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3
OG0003111	SSPN1_68920.3, SSPN1_68920.1, SSPN1_68920.2	EWB00_007357.1, EWB00_007357.2
OG0003112	SSPN1_65020.2	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3
OG0003114	SSPN1_83980.1	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2
OG0003115	SSPN1_70930.2, SSPN1_70930.1, SSPN1_70920.1, SSPN1_70920.2	EWB00_010917
OG0003116	SSPN1_85090.1	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3
OG0003117	SSPN1_11350.1, SSPN1_11350.2	EWB00_005464.1, EWB00_005464.2
OG0003118	SSPN1_39430.1	EWB00_007809.3, EWB00_007809.2, EWB00_007809.1
OG0003119	SSPN1_37880.1	EWB00_002143.1, EWB00_002143.2
OG0003120	SSPN1_67950.1, SSPN1_67950.2, SSPN1_67950.3	EWB00_000963.1, EWB00_000963.2
OG0003122	SSPN1_840.1	EWB00_010246
OG0003123	SSPN1_80350.1	EWB00_010391
OG0003123	SSPN1_80450.1	EWB00_002591
OG0003124	SSPN1_87340.1	EWB00_003249
OG0003125	SSPN1_71590.1	EWB00_008233.1
OG0003126	SSPN1_12010.1	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3
OG0003127	SSPN1_82810.3, SSPN1_82810.2, SSPN1_82810.1	EWB00_000622
OG0003128	SSPN1_79240.1, SSPN1_79240.2, SSPN1_79240.3	EWB00_001499.1, EWB00_001499.2
OG0003129	SSPN1_2820.1	EWB00_007584
OG0003130	SSPN1_26850.1	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3
OG0003131	SSPN1_69530.1, SSPN1_69540.1	EWB00_002699
OG0003132	SSPN1_23050.1, SSPN1_23050.2, SSPN1_23050.3	EWB00_002867.1, EWB00_002867.2
OG0003133	SSPN1_57250.4, SSPN1_57250.2, SSPN1_57250.1, SSPN1_57250.3	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2
OG0003134	SSPN1_80510.1, SSPN1_80510.2	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2
OG0003135	SSPN1_34630.1	EWB00_004305
OG0003136	SSPN1_20300.1	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3
OG0003137	SSPN1_78530.1, SSPN1_78540.1	EWB00_008830
OG0003138	SSPN1_87190.1	EWB00_005081, EWB00_005080
OG0003139	SSPN1_47800.1, SSPN1_47800.2	EWB00_002982
OG0003140	SSPN1_29900.2, SSPN1_29900.1	EWB00_007444.1
OG0003141	SSPN1_62610.1	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1
OG0003143	SSPN1_72880.1	EWB00_007165
OG0003144	SSPN1_31690.1, SSPN1_31690.2	EWB00_006185
OG0003145	SSPN1_12690.1	EWB00_010319.1, EWB00_010319.2
OG0003146	SSPN1_59750.1	EWB00_003651.1, EWB00_003651.2
OG0003147	SSPN1_47620.2, SSPN1_47620.1, SSPN1_47620.3	EWB00_003001
