Orthogroup	schistosoma_spindale	opisthorchis_viverrini
OG0003933	SSPN1_43500.1	T265_07605
OG0003934	SSPN1_760.1	T265_00259
OG0003936	SSPN1_6560.1, SSPN1_6560.2, SSPN1_6560.3	T265_13452
OG0003937	SSPN1_46210.1	T265_13217, T265_13216
OG0003938	SSPN1_70130.1	T265_06118
OG0003939	SSPN1_81510.1, SSPN1_81510.2	T265_16172
OG0003940	SSPN1_17490.1, SSPN1_17490.5, SSPN1_17490.4, SSPN1_17490.6, SSPN1_17490.2, SSPN1_17490.3	T265_03321
OG0003941	SSPN1_4150.1, SSPN1_4160.1	T265_06268
OG0003942	SSPN1_44390.1	T265_13372
OG0003943	SSPN1_44920.1	T265_10688
OG0003945	SSPN1_84480.1	T265_13755, T265_13756
OG0003946	SSPN1_23810.1	T265_02108
OG0003947	SSPN1_39370.1	T265_05884
OG0003948	SSPN1_54840.1	T265_14150, T265_16082, T265_16108
OG0003949	SSPN1_52380.1	T265_05466, T265_16243
OG0003950	SSPN1_6420.3, SSPN1_6420.1, SSPN1_6420.2	T265_06273
OG0003951	SSPN1_47010.1, SSPN1_47030.1	T265_11981
OG0003952	SSPN1_85870.1	T265_04156
OG0003953	SSPN1_78300.1	T265_11268
OG0003955	SSPN1_48100.1, SSPN1_48100.2	T265_15588
OG0003956	SSPN1_61320.1	T265_00672
OG0003957	SSPN1_36060.1	T265_07581
OG0003958	SSPN1_24910.1	T265_04262
OG0003959	SSPN1_16450.1	T265_14829
OG0003960	SSPN1_49850.1	T265_13631
OG0003961	SSPN1_68750.1	T265_14901, T265_16141
OG0003964	SSPN1_13210.1	T265_08186
OG0003965	SSPN1_26350.1	T265_05582
OG0003967	SSPN1_41070.1, SSPN1_41060.1, SSPN1_41060.2	T265_01515, T265_08210
OG0003968	SSPN1_3210.1	T265_08006
OG0003969	SSPN1_80930.1, SSPN1_80940.1	T265_03015
OG0003970	SSPN1_88870.1	T265_14765
OG0003971	SSPN1_61200.1, SSPN1_61190.1	T265_12912
OG0003972	SSPN1_30110.1, SSPN1_30110.2	T265_10338
OG0003973	SSPN1_92650.1, SSPN1_92650.2	T265_05669
OG0003974	SSPN1_51910.1	T265_02855
OG0003975	SSPN1_31960.1, SSPN1_31960.2, SSPN1_31960.3	T265_04899, T265_04898
OG0003976	SSPN1_24240.1	T265_15106
OG0003977	SSPN1_51730.1	T265_00385
OG0003978	SSPN1_46820.1	T265_04067
OG0003979	SSPN1_18630.1, SSPN1_18670.1	T265_04589
OG0003980	SSPN1_89150.1	T265_05217
OG0003982	SSPN1_58890.1	T265_12819
OG0003983	SSPN1_63340.1	T265_03139
OG0003984	SSPN1_21590.1	T265_08473
OG0003985	SSPN1_59150.1, SSPN1_59150.2	T265_00185
OG0003986	SSPN1_58760.2, SSPN1_58760.3, SSPN1_58760.4, SSPN1_58760.1	T265_00664
OG0003987	SSPN1_7820.1, SSPN1_7820.2	T265_06432
OG0003988	SSPN1_33200.1, SSPN1_33200.2	T265_09190
OG0003989	SSPN1_56640.1, SSPN1_56640.2	T265_13605
OG0003991	SSPN1_15750.1	T265_06214
OG0003992	SSPN1_30240.1	T265_00578
OG0003993	SSPN1_73350.1, SSPN1_73370.1	T265_13785
OG0003994	SSPN1_39770.1, SSPN1_39770.2	T265_04732
OG0003995	SSPN1_84900.1	T265_14455
OG0003996	SSPN1_52350.1	T265_01337
OG0003997	SSPN1_10640.1	T265_01440
OG0004000	SSPN1_59890.1, SSPN1_59890.2, SSPN1_59890.3	T265_11435
OG0004001	SSPN1_45240.1	T265_03300
OG0004002	SSPN1_73320.1, SSPN1_73320.3, SSPN1_73320.4, SSPN1_73320.2	T265_12865
OG0004003	SSPN1_37930.1, SSPN1_37930.2	T265_09720
OG0004004	SSPN1_67440.1	T265_10247
OG0004005	SSPN1_32830.1, SSPN1_32830.2	T265_01501
OG0004006	SSPN1_38110.1	T265_11320
OG0004007	SSPN1_68610.1, SSPN1_68610.2	T265_00321
OG0004008	SSPN1_24550.1	T265_07509
OG0004009	SSPN1_91870.1, SSPN1_91870.2, SSPN1_91870.4, SSPN1_91870.3	T265_05235
OG0004010	SSPN1_22200.1	T265_10401
OG0004011	SSPN1_74460.1	T265_15136
OG0004013	SSPN1_59020.1, SSPN1_59020.2	T265_06164
OG0004015	SSPN1_90810.1	T265_14492
OG0004016	SSPN1_1390.1, SSPN1_1390.2	T265_06913
OG0004018	SSPN1_83890.5, SSPN1_83890.1, SSPN1_83890.3, SSPN1_83890.4, SSPN1_83890.2	T265_09487
OG0004019	SSPN1_84170.1	T265_04159
OG0004023	SSPN1_64050.1	T265_10136
OG0004024	SSPN1_240.1	T265_15006
OG0004025	SSPN1_9570.1	T265_15600
OG0004026	SSPN1_32280.1	T265_07030
OG0004027	SSPN1_73870.1	T265_06744, T265_06749
OG0004029	SSPN1_67260.2, SSPN1_67260.1, SSPN1_67260.3, SSPN1_67260.4	T265_12763
OG0004031	SSPN1_38370.1, SSPN1_38400.1	T265_10121
OG0004032	SSPN1_16310.1	T265_13989
OG0004033	SSPN1_30640.1, SSPN1_30640.2	T265_03646
OG0004034	SSPN1_88390.1, SSPN1_88380.1	T265_11229
OG0004035	SSPN1_87130.1, SSPN1_87130.2	T265_01826
OG0004036	SSPN1_32770.1	T265_05064
OG0004037	SSPN1_1110.1, SSPN1_1110.2	T265_06695
OG0004038	SSPN1_46710.1, SSPN1_46710.2, SSPN1_46710.5, SSPN1_46710.6, SSPN1_46710.3, SSPN1_46710.4, SSPN1_46710.7	T265_15026
OG0004039	SSPN1_67560.1, SSPN1_67570.1	T265_11226
OG0004040	SSPN1_49810.1	T265_09084
OG0004041	SSPN1_40250.3, SSPN1_40250.1, SSPN1_40250.2	T265_07133
OG0004042	SSPN1_58260.1	T265_07612
OG0004043	SSPN1_8300.1	T265_13544
OG0004044	SSPN1_22260.1	T265_10408
OG0004045	SSPN1_690.1, SSPN1_690.2	T265_07773
OG0004047	SSPN1_41360.1, SSPN1_41360.2	T265_11840
OG0004048	SSPN1_63990.1, SSPN1_63990.2	T265_01163
OG0004049	SSPN1_91100.2	T265_15267
OG0004049	SSPN1_91100.1	T265_14846
OG0004050	SSPN1_75010.1	T265_05910
OG0004051	SSPN1_60620.1	T265_14071
OG0004053	SSPN1_87020.1	T265_00562
OG0004054	SSPN1_68700.1, SSPN1_88190.1	T265_11970, T265_12010
OG0004055	SSPN1_18970.1	T265_09068
OG0004056	SSPN1_46650.1	T265_02438
OG0004057	SSPN1_47920.1, SSPN1_47920.4, SSPN1_47920.5, SSPN1_47920.2, SSPN1_47920.3	T265_06863
OG0004058	SSPN1_71510.1	T265_06127
OG0004059	SSPN1_64080.4, SSPN1_64080.1, SSPN1_64080.2, SSPN1_64080.3, SSPN1_64080.5, SSPN1_64080.6	T265_07021
OG0004060	SSPN1_3280.1	T265_06303
OG0004061	SSPN1_84800.3, SSPN1_84800.1, SSPN1_84800.2	T265_15066
OG0004062	SSPN1_84810.1, SSPN1_84810.2, SSPN1_84810.3	T265_10152
OG0004063	SSPN1_850.1, SSPN1_850.2	T265_00247
OG0004064	SSPN1_19660.1	T265_14496
OG0004065	SSPN1_18110.1	T265_15656
OG0004066	SSPN1_13660.1	T265_10462
OG0004067	SSPN1_18180.1	T265_00908, T265_12667
OG0004068	SSPN1_72200.1	T265_13907
OG0004069	SSPN1_22320.1	T265_07421
OG0004070	SSPN1_92500.1, SSPN1_92500.2, SSPN1_92500.3, SSPN1_92500.4	T265_01954, T265_14283
OG0004071	SSPN1_89350.1, SSPN1_21100.3, SSPN1_21100.1, SSPN1_21100.2	T265_11410
OG0004072	SSPN1_34880.1, SSPN1_34880.2	T265_00733
OG0004073	SSPN1_66590.1, SSPN1_66600.1	T265_01174
OG0004089	SSPN1_11050.4, SSPN1_11050.5, SSPN1_11050.1, SSPN1_11050.2, SSPN1_11050.6, SSPN1_11050.3	T265_13365
OG0004090	SSPN1_86420.1	T265_02229, T265_16354
OG0004091	SSPN1_67250.1	T265_06336
OG0004092	SSPN1_12210.1	T265_02459
OG0004093	SSPN1_75570.1, SSPN1_75570.2	T265_10684
OG0004095	SSPN1_13360.1	T265_04428
OG0004096	SSPN1_8080.1	T265_10832
OG0004097	SSPN1_63960.2, SSPN1_63960.1	T265_06723
OG0004098	SSPN1_46410.1	T265_00462
OG0004099	SSPN1_1660.1, SSPN1_1660.2	T265_10950
OG0004100	SSPN1_24970.1, SSPN1_24970.2	T265_11652
OG0004101	SSPN1_40300.1, SSPN1_40300.2	T265_14006
OG0004102	SSPN1_81860.3, SSPN1_81860.4, SSPN1_81860.1, SSPN1_81860.2, SSPN1_81860.6, SSPN1_81860.7, SSPN1_81860.5	T265_16205
OG0004103	SSPN1_32390.1	T265_13771
OG0004105	SSPN1_25800.1, SSPN1_25800.2	T265_13816
OG0004106	SSPN1_90860.1	T265_09532
OG0004107	SSPN1_14500.1	T265_08527
OG0004108	SSPN1_40720.1, SSPN1_40720.2, SSPN1_40720.3, SSPN1_40720.4	T265_03501
OG0004109	SSPN1_33280.1	T265_01896
OG0004110	SSPN1_73190.1	T265_14124
OG0004111	SSPN1_74130.2, SSPN1_74130.4, SSPN1_74130.5, SSPN1_74130.3, SSPN1_74130.1, SSPN1_74130.6	T265_12464
OG0004112	SSPN1_13510.1	T265_06196, T265_15640
OG0004113	SSPN1_22290.1, SSPN1_22280.1	T265_10735
OG0004114	SSPN1_51040.1, SSPN1_51040.3, SSPN1_51040.2	T265_00417
OG0004115	SSPN1_34670.1	T265_07618
OG0004116	SSPN1_81680.6, SSPN1_81680.7, SSPN1_82450.1, SSPN1_81680.1, SSPN1_81680.5, SSPN1_81680.2, SSPN1_81680.3, SSPN1_81680.4	T265_14856
OG0004117	SSPN1_3960.1	T265_13258
OG0004118	SSPN1_41300.1, SSPN1_41300.2	T265_04082
OG0004120	SSPN1_37620.1	T265_08318
OG0004122	SSPN1_25410.1, SSPN1_25410.2	T265_07472
OG0004123	SSPN1_14620.1	T265_06900
OG0004125	SSPN1_74140.1	T265_05718
OG0004126	SSPN1_74380.1	T265_00012
OG0004127	SSPN1_25690.1	T265_07518
OG0004128	SSPN1_13680.1, SSPN1_13680.2, SSPN1_13680.3	T265_10514, T265_15170
OG0004129	SSPN1_46100.1	T265_08402
OG0004130	SSPN1_68560.1	T265_14412
OG0004131	SSPN1_20920.1	T265_00896
OG0004132	SSPN1_83040.1	T265_03785
OG0004134	SSPN1_14600.1	T265_10819
OG0004135	SSPN1_36870.1	T265_05000
OG0004136	SSPN1_55860.1	T265_12875
OG0004137	SSPN1_29390.1	T265_08007
OG0004139	SSPN1_29540.3, SSPN1_29540.1, SSPN1_29540.2	T265_06601
OG0004140	SSPN1_46390.1	T265_03524
OG0004141	SSPN1_11480.1	T265_10583
OG0004142	SSPN1_78620.1	T265_01654
OG0004143	SSPN1_20190.1	T265_14143
OG0004144	SSPN1_59930.1, SSPN1_59930.2	T265_00492
OG0004145	SSPN1_61800.1	T265_13026
OG0004146	SSPN1_29640.1	T265_03626
OG0004147	SSPN1_54250.1	T265_08082
OG0004148	SSPN1_15890.1	T265_12921
OG0004149	SSPN1_2710.1	T265_03110
OG0004150	SSPN1_13460.1	T265_04361
OG0004151	SSPN1_54550.1, SSPN1_54550.5, SSPN1_54550.4, SSPN1_54550.2, SSPN1_54550.3, SSPN1_54550.6, SSPN1_54550.7	T265_01198
OG0004152	SSPN1_18200.1	T265_11343
OG0004153	SSPN1_21910.1, SSPN1_21910.2	T265_02251
OG0004154	SSPN1_7270.1, SSPN1_7270.2	T265_12101, T265_12303
OG0004155	SSPN1_47060.1	T265_01949, T265_01948
OG0004156	SSPN1_55460.1	T265_03364
OG0004157	SSPN1_12990.1	T265_09215
OG0004158	SSPN1_41950.1	T265_13415
OG0004159	SSPN1_65870.1	T265_11617, T265_12729
OG0004160	SSPN1_5050.1, SSPN1_5050.2	T265_14169
OG0004161	SSPN1_17550.1	T265_11847
OG0004163	SSPN1_71550.1	T265_02001
OG0004164	SSPN1_16370.1, SSPN1_16370.2	T265_14364
OG0004165	SSPN1_36220.1	T265_13867, T265_13868, T265_13084
OG0004166	SSPN1_5320.4, SSPN1_5320.3, SSPN1_5320.2, SSPN1_5320.5, SSPN1_5320.6, SSPN1_5320.1	T265_12680
OG0004167	SSPN1_8900.1	T265_00254
OG0004168	SSPN1_88490.1	T265_04759
OG0004169	SSPN1_39140.1, SSPN1_39140.2, SSPN1_39140.3	T265_02972
OG0004170	SSPN1_75240.1, SSPN1_75240.2	T265_02137
OG0004171	SSPN1_85430.1	T265_03809
OG0004172	SSPN1_74830.1, SSPN1_74830.2	T265_01982
OG0004173	SSPN1_25050.1, SSPN1_25050.2, SSPN1_25050.3	T265_13455
OG0004174	SSPN1_83930.1	T265_10362
OG0004175	SSPN1_48780.1	T265_13069
OG0004176	SSPN1_16960.1, SSPN1_16960.2	T265_04579
OG0004177	SSPN1_85760.3, SSPN1_85760.1, SSPN1_85760.2	T265_15313
OG0004178	SSPN1_56250.1	T265_00496, T265_03495
OG0004179	SSPN1_80570.1	T265_10209
OG0004180	SSPN1_57920.2, SSPN1_57920.1	T265_14191
OG0004182	SSPN1_65560.1, SSPN1_65560.2	T265_05167
OG0004183	SSPN1_86190.1	T265_07332, T265_12052
OG0004184	SSPN1_16620.1	T265_04436
OG0004186	SSPN1_85370.1, SSPN1_85370.2	T265_05348
OG0004187	SSPN1_59350.1	T265_00488
OG0004188	SSPN1_78590.1	T265_08264
OG0004189	SSPN1_14200.1, SSPN1_14200.2, SSPN1_14200.3, SSPN1_14200.4	T265_09513
OG0004190	SSPN1_89760.1	T265_05322
OG0004191	SSPN1_89200.1, SSPN1_89200.2	T265_02742
OG0004192	SSPN1_13290.2, SSPN1_13290.1	T265_10547, T265_15930
OG0004193	SSPN1_81240.1	T265_03405, T265_04673, T265_15408
OG0004194	SSPN1_27660.1, SSPN1_27660.2	T265_10335
OG0004195	SSPN1_10810.1	T265_01536
OG0004196	SSPN1_37170.1	T265_14458
OG0004197	SSPN1_9800.1	T265_12022
OG0004198	SSPN1_81930.1	T265_12995, T265_07823, T265_07918
OG0004199	SSPN1_57080.1	T265_08663
OG0004200	SSPN1_77440.7, SSPN1_77570.1, SSPN1_77440.8	T265_01774
OG0004201	SSPN1_65110.1	T265_06084, T265_09479
OG0004202	SSPN1_10170.1	T265_03684, T265_03685
OG0004203	SSPN1_71100.1	T265_12631, T265_00773
OG0004204	SSPN1_62160.1	T265_02032
OG0004205	SSPN1_15110.1	T265_13792
OG0004206	SSPN1_86250.1	T265_04168
OG0004207	SSPN1_55740.1, SSPN1_55750.1	T265_08457
OG0004208	SSPN1_60400.1, SSPN1_60400.2	T265_01114
OG0004209	SSPN1_87980.1, SSPN1_87980.2, SSPN1_87980.3, SSPN1_87980.6, SSPN1_87980.4, SSPN1_87980.5	T265_13711
OG0004210	SSPN1_27940.1	T265_03536
OG0004211	SSPN1_53600.1, SSPN1_53600.2	T265_00155
OG0004212	SSPN1_51650.1	T265_00100
OG0004213	SSPN1_54080.1	T265_04868
OG0004214	SSPN1_6430.1	T265_06274
OG0004215	SSPN1_36140.1	T265_01930
OG0004216	SSPN1_39390.1	T265_13413, T265_04100
OG0004217	SSPN1_90980.1	T265_05223
OG0004218	SSPN1_2720.1	T265_08377
OG0004219	SSPN1_60840.1, SSPN1_60840.2	T265_05546, T265_13633
OG0004220	SSPN1_4670.1	T265_07270, T265_12389
OG0004221	SSPN1_67450.1	T265_03844
OG0004222	SSPN1_57040.1	T265_14986
OG0004223	SSPN1_36950.1	T265_02554
OG0004224	SSPN1_60930.1	T265_01425
OG0004225	SSPN1_49210.1	T265_00292
OG0004226	SSPN1_23110.1, SSPN1_23110.2, SSPN1_23110.3	T265_09575
OG0004227	SSPN1_17760.1	T265_03194
OG0004228	SSPN1_56140.1	T265_01144, T265_01143
OG0004229	SSPN1_24680.1, SSPN1_24680.2	T265_03264, T265_16209
OG0004230	SSPN1_78470.1	T265_07108
OG0004231	SSPN1_70720.1	T265_12636
OG0004233	SSPN1_47730.1, SSPN1_47730.2, SSPN1_47730.3	T265_13865
OG0004234	SSPN1_66570.1	T265_12465
OG0004235	SSPN1_21730.1	T265_14099
OG0004236	SSPN1_77110.1, SSPN1_77110.2	T265_01977
OG0004237	SSPN1_9280.1, SSPN1_9280.4, SSPN1_9280.2, SSPN1_9280.3	T265_06373
OG0004238	SSPN1_70740.1	T265_00784
OG0004239	SSPN1_3330.1	T265_13992
OG0004241	SSPN1_62820.1, SSPN1_62820.2, SSPN1_62820.3	T265_07689
OG0004242	SSPN1_54370.1	T265_00138
OG0004243	SSPN1_36320.2, SSPN1_36320.1	T265_12892, T265_16162
OG0004244	SSPN1_57160.1, SSPN1_57160.2	T265_00600
OG0004245	SSPN1_87420.1, SSPN1_87420.2	T265_11640
OG0004246	SSPN1_24790.1, SSPN1_24800.1, SSPN1_24800.3, SSPN1_24800.2	T265_06470, T265_09579, T265_16156
OG0004247	SSPN1_6260.1, SSPN1_6260.2, SSPN1_6250.1, SSPN1_6250.2	T265_06897
OG0004248	SSPN1_21170.1, SSPN1_21170.2	T265_14621
OG0004249	SSPN1_20520.1	T265_07754
OG0004250	SSPN1_90060.2, SSPN1_90060.1, SSPN1_90060.3	T265_04820
OG0004251	SSPN1_54690.1, SSPN1_54690.2	T265_07428
OG0004252	SSPN1_32990.1	T265_12488
OG0004253	SSPN1_86980.1	T265_14369
OG0004255	SSPN1_35470.1, SSPN1_35470.2	T265_00684, T265_15948
OG0004256	SSPN1_17440.1	T265_13382
OG0004257	SSPN1_59210.1, SSPN1_59210.2	T265_02520
OG0004258	SSPN1_51610.1, SSPN1_51610.2	T265_00828
OG0004259	SSPN1_9330.1, SSPN1_9330.2, SSPN1_9330.3, SSPN1_9330.4	T265_00918
OG0004260	SSPN1_92470.1	T265_07402
OG0004261	SSPN1_92480.1, SSPN1_92490.1	T265_07403
OG0004263	SSPN1_530.1	T265_09541
OG0004264	SSPN1_53390.1	T265_02831
OG0004265	SSPN1_55910.1	T265_00766
OG0004266	SSPN1_71280.1	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742
OG0004267	SSPN1_24250.1	T265_03761
OG0004268	SSPN1_31370.1, SSPN1_31370.2	T265_02591
OG0004269	SSPN1_61180.1	T265_03337
OG0004270	SSPN1_44840.1, SSPN1_44840.2	T265_08609
OG0004271	SSPN1_80010.1, SSPN1_80010.2	T265_10621
OG0004272	SSPN1_70380.1	T265_04858, T265_16027
OG0004273	SSPN1_84440.1, SSPN1_84440.2	T265_03812
OG0004274	SSPN1_52160.1	T265_05101
OG0004275	SSPN1_43000.1, SSPN1_43000.2	T265_08072, T265_08073
OG0004276	SSPN1_12920.1	T265_06678
OG0004277	SSPN1_5670.1, SSPN1_5670.2, SSPN1_5670.3	T265_14711
OG0004278	SSPN1_36230.2, SSPN1_36230.1, SSPN1_36230.3, SSPN1_36230.4	T265_07590
OG0004279	SSPN1_84590.3, SSPN1_84590.4, SSPN1_84590.2, SSPN1_84590.1	T265_07574
OG0004280	SSPN1_78450.1	T265_02371
OG0004281	SSPN1_75210.1	T265_09092
OG0004282	SSPN1_81840.1, SSPN1_81840.2, SSPN1_81840.3	T265_13240, T265_13239
OG0004283	SSPN1_800.1	T265_02577
OG0004284	SSPN1_54800.1	T265_13398, T265_13399
OG0004285	SSPN1_5770.1, SSPN1_5770.2	T265_03067
OG0004286	SSPN1_47490.1	T265_13630
OG0004287	SSPN1_43030.1	T265_04119
OG0004288	SSPN1_44040.1	T265_01275
OG0004289	SSPN1_39350.3, SSPN1_39350.1, SSPN1_39350.2	T265_08650
OG0004290	SSPN1_62840.1, SSPN1_62840.3, SSPN1_62840.4, SSPN1_62840.2	T265_03928
OG0004291	SSPN1_34140.1, SSPN1_34140.2	T265_03995
OG0004292	SSPN1_34150.1	T265_03994
OG0004293	SSPN1_70570.1	T265_00076
OG0004294	SSPN1_46000.1	T265_04913
OG0004295	SSPN1_3680.1	T265_09561
OG0004296	SSPN1_15160.1	T265_00910
OG0004297	SSPN1_36000.1	T265_05195
OG0004298	SSPN1_63950.1, SSPN1_63950.2	T265_06726
OG0004299	SSPN1_74890.1, SSPN1_74890.2	T265_02153
OG0004300	SSPN1_52830.3, SSPN1_52830.1, SSPN1_52830.2	T265_09166, T265_09165, T265_16103
OG0004301	SSPN1_13720.1, SSPN1_13720.2	T265_12658
OG0004302	SSPN1_71720.1	T265_12759
OG0004303	SSPN1_39540.1	T265_05050
OG0004304	SSPN1_18620.1	T265_09066, T265_09067
OG0004306	SSPN1_29700.1	T265_14389
OG0004307	SSPN1_89090.1	T265_07091
OG0004308	SSPN1_75680.1	T265_15639, T265_15910
OG0004309	SSPN1_92570.1	T265_08363
OG0004310	SSPN1_45330.1	T265_00068
OG0004311	SSPN1_16230.1, SSPN1_16230.3, SSPN1_16230.2, SSPN1_16230.4	T265_00195
OG0004312	SSPN1_30660.1, SSPN1_30660.2, SSPN1_30660.3	T265_03644
OG0004313	SSPN1_72620.1	T265_14003
OG0004314	SSPN1_29740.1	T265_11633
OG0004315	SSPN1_85080.1	T265_13857
OG0004316	SSPN1_8940.1, SSPN1_8940.2	T265_12691
OG0004318	SSPN1_18780.1, SSPN1_18770.1	T265_02511
OG0004319	SSPN1_18790.1	T265_12869
OG0004320	SSPN1_77300.3, SSPN1_77300.2, SSPN1_77300.1	T265_09218
OG0004321	SSPN1_67480.1	T265_04863
OG0004322	SSPN1_75990.3, SSPN1_75990.1, SSPN1_75990.2	T265_01934
OG0004323	SSPN1_19100.3, SSPN1_19100.4, SSPN1_19100.1, SSPN1_19100.2	T265_13815
OG0004324	SSPN1_17630.1	T265_08039
OG0004325	SSPN1_61220.1	T265_09287
OG0004326	SSPN1_92660.1	T265_16321, T265_15683
OG0004327	SSPN1_1780.1	T265_13529
OG0004328	SSPN1_34380.1	T265_08251
OG0004329	SSPN1_54280.1, SSPN1_54280.2	T265_07429
OG0004330	SSPN1_49400.1	T265_07520
OG0004331	SSPN1_9840.1	T265_08583
OG0004332	SSPN1_60050.1	T265_08048
OG0004333	SSPN1_74280.1, SSPN1_74280.2	T265_07319
OG0004334	SSPN1_47670.1	T265_13287
OG0004335	SSPN1_72910.1	T265_13902
OG0004337	SSPN1_22560.1	T265_05996
OG0004338	SSPN1_87840.1, SSPN1_87840.2, SSPN1_87840.3	T265_07735
OG0004340	SSPN1_18890.1	T265_12180
OG0004343	SSPN1_78480.1, SSPN1_78480.2	T265_10481
OG0004344	SSPN1_57240.1	T265_15586
OG0004345	SSPN1_56260.1, SSPN1_56260.3, SSPN1_56260.4, SSPN1_56260.2	T265_00497
OG0004346	SSPN1_56600.1	T265_04805, T265_04806
OG0004347	SSPN1_25390.4, SSPN1_25390.3, SSPN1_25390.1, SSPN1_25390.2, SSPN1_25390.5	T265_07467, T265_11425
OG0004348	SSPN1_33670.1	T265_08541
OG0004349	SSPN1_930.1	T265_10618
OG0004350	SSPN1_16800.1	T265_12478
OG0004367	SSPN1_65640.2, SSPN1_65640.1, SSPN1_65640.3	T265_13444, T265_13445, T265_16226
OG0004368	SSPN1_17000.1, SSPN1_17000.2	T265_04580
OG0004369	SSPN1_43970.1	T265_07137
OG0004370	SSPN1_10790.1	T265_04372
OG0004371	SSPN1_30310.1, SSPN1_30310.2	T265_00707
OG0004372	SSPN1_11930.1	T265_14989
OG0004373	SSPN1_69500.1, SSPN1_69500.2	T265_09183
OG0004374	SSPN1_46020.1	T265_04911
OG0004375	SSPN1_22790.1	T265_11369, T265_16062
OG0004377	SSPN1_84000.1	T265_10990
OG0004378	SSPN1_93360.1	T265_15312
OG0004379	SSPN1_78160.1	T265_06970
OG0004380	SSPN1_11390.1, SSPN1_11390.2, SSPN1_11390.3	T265_03447
OG0004381	SSPN1_11360.1	T265_07443, T265_07444
OG0004382	SSPN1_42640.1, SSPN1_42640.2	T265_04753
OG0004383	SSPN1_61300.1, SSPN1_61420.1	T265_05836
OG0004384	SSPN1_73460.1	T265_03876
OG0004385	SSPN1_26810.1, SSPN1_26820.1	T265_09252
OG0004386	SSPN1_89910.1, SSPN1_89910.2	T265_14489, T265_14490
OG0004387	SSPN1_87590.1	T265_13593
OG0004388	SSPN1_14520.2, SSPN1_14520.1, SSPN1_14520.3	T265_14601
OG0004389	SSPN1_76490.1, SSPN1_76490.2	T265_01754
OG0004390	SSPN1_56910.1	T265_06077
OG0004391	SSPN1_34090.1	T265_01540
OG0004392	SSPN1_27140.1	T265_15643
OG0004393	SSPN1_72580.1	T265_00797
OG0004394	SSPN1_21520.1, SSPN1_21540.1	T265_11153
OG0004395	SSPN1_79800.1, SSPN1_79800.2	T265_10665
OG0004396	SSPN1_65740.2, SSPN1_65740.1	T265_15433
OG0004397	SSPN1_13410.1, SSPN1_13410.2	T265_13023
OG0004398	SSPN1_69520.1	T265_00820
OG0004399	SSPN1_310.1	T265_10345
OG0004400	SSPN1_87730.1	T265_13708
OG0004402	SSPN1_34190.1	T265_06469
OG0004403	SSPN1_45020.1	T265_01203
OG0004404	SSPN1_47900.1, SSPN1_47900.2	T265_06860
OG0004405	SSPN1_12820.1	T265_00927, T265_03188
OG0004407	SSPN1_34910.1	T265_12623
OG0004408	SSPN1_86590.1, SSPN1_86590.2	T265_13847
OG0004409	SSPN1_34760.1, SSPN1_34760.2	T265_11825
OG0004410	SSPN1_89770.1, SSPN1_89780.3, SSPN1_89770.3, SSPN1_89780.2, SSPN1_89780.1	T265_07080
OG0004411	SSPN1_32040.1	T265_04148
OG0004412	SSPN1_48480.1	T265_03591
OG0004413	SSPN1_87180.1	T265_05754, T265_13849
OG0004414	SSPN1_14300.1, SSPN1_14300.2	T265_10040
OG0004415	SSPN1_47950.1	T265_12859
OG0004416	SSPN1_10410.1	T265_03029
OG0004417	SSPN1_57470.1	T265_12785
OG0004418	SSPN1_23370.1	T265_13456
OG0004419	SSPN1_78830.1, SSPN1_78830.2	T265_08279, T265_15898
OG0004421	SSPN1_48290.1, SSPN1_48290.2	T265_02861
OG0004422	SSPN1_2440.1, SSPN1_2440.2	T265_08954
OG0004424	SSPN1_89300.1, SSPN1_89300.2, SSPN1_89300.3	T265_13720
OG0004425	SSPN1_89270.1	T265_04834, T265_04836
OG0004426	SSPN1_59920.1	T265_12565
OG0004428	SSPN1_70590.1	T265_12639
OG0004429	SSPN1_13770.1	T265_11404
OG0004431	SSPN1_36820.1	T265_02798
OG0004432	SSPN1_92700.1	T265_16326, T265_05667
OG0004433	SSPN1_73310.1	T265_09965
OG0004434	SSPN1_33760.1, SSPN1_33760.2	T265_05019
OG0004435	SSPN1_43720.1	T265_13267, T265_03480, T265_13268
OG0004436	SSPN1_58590.1	T265_11424
OG0004437	SSPN1_39230.1	T265_03537
OG0004438	SSPN1_39220.1	T265_13276
OG0004439	SSPN1_16290.1, SSPN1_16290.2, SSPN1_16290.4, SSPN1_16290.3	T265_13988
OG0004440	SSPN1_24880.1, SSPN1_24880.2, SSPN1_24880.3	T265_04525
OG0004441	SSPN1_19710.1	T265_01605
OG0004442	SSPN1_57740.1	T265_10594
OG0004443	SSPN1_35450.3, SSPN1_35450.1, SSPN1_35450.2	T265_08855
OG0004444	SSPN1_47540.1	T265_02140
OG0004445	SSPN1_47550.1	T265_12417
OG0004446	SSPN1_6380.1	T265_13958
OG0004447	SSPN1_67930.1	T265_02322
OG0004448	SSPN1_3820.1	T265_14924
OG0004449	SSPN1_38680.1	T265_10708
OG0004450	SSPN1_70090.1	T265_09027
OG0004451	SSPN1_31640.2, SSPN1_31640.1	T265_10083
OG0004452	SSPN1_68210.1, SSPN1_68210.2	T265_00171
OG0004453	SSPN1_24470.1, SSPN1_24470.2, SSPN1_24470.3	T265_09265
