Orthogroup	schistosoma_spindale	schistosoma_bovis
OG0003477	SSPN1_86760.1	SBOV2_88900.3, SBOV2_88900.2, SBOV2_88900.4, SBOV2_88900.1
OG0003478	SSPN1_6160.1, SSPN1_6180.2, SSPN1_6150.1, SSPN1_6180.1	SBOV2_6230.1
OG0003479	SSPN1_26890.1	SBOV2_39610.1
OG0003480	SSPN1_64920.2, SSPN1_64920.1, SSPN1_64920.3, SSPN1_64920.4	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3
OG0003481	SSPN1_62590.1, SSPN1_62590.3, SSPN1_62590.2	SBOV2_61200.1
OG0003483	SSPN1_29300.1, SSPN1_29300.2, SSPN1_29300.3	SBOV2_37230.1, SBOV2_37230.2, SBOV2_37230.3
OG0003484	SSPN1_4200.1	SBOV2_4340.1
OG0003485	SSPN1_80320.1	SBOV2_82620.2, SBOV2_82620.1
OG0003486	SSPN1_40070.1	SBOV2_26490.1
OG0003487	SSPN1_49900.1, SSPN1_49900.2, SSPN1_49900.3, SSPN1_49900.4	SBOV2_53920.1
OG0003488	SSPN1_18940.1	SBOV2_11370.1
OG0003489	SSPN1_73930.1	SBOV2_75820.1
OG0003490	SSPN1_8740.1, SSPN1_8740.2, SSPN1_8740.4	SBOV2_8690.4, SBOV2_8690.3, SBOV2_8690.2
OG0003490	SSPN1_8740.3	SBOV2_8690.1
OG0003491	SSPN1_36920.1	SBOV2_33640.1, SBOV2_33640.2, SBOV2_33640.3
OG0003492	SSPN1_63220.1, SSPN1_63220.2	SBOV2_60560.3, SBOV2_60560.1, SBOV2_60560.2
OG0003493	SSPN1_88310.1	SBOV2_90760.1, SBOV2_90760.2, SBOV2_90760.3, SBOV2_90760.4, SBOV2_90760.5, SBOV2_90760.6, SBOV2_90760.7
OG0003494	SSPN1_89520.1	SBOV2_91490.1
OG0003495	SSPN1_4030.1	SBOV2_4160.3, SBOV2_4160.1, SBOV2_4160.4, SBOV2_4160.2
OG0003496	SSPN1_29280.1	SBOV2_37270.3, SBOV2_37270.4, SBOV2_37270.5, SBOV2_37270.1, SBOV2_37270.2
OG0003497	SSPN1_53500.1, SSPN1_53500.2	SBOV2_50210.1, SBOV2_50210.2
OG0003498	SSPN1_67500.3, SSPN1_67500.4, SSPN1_67500.5, SSPN1_67500.1, SSPN1_67500.2	SBOV2_69630.1
OG0003499	SSPN1_62040.1	SBOV2_61660.1
OG0003500	SSPN1_60800.1	SBOV2_62900.1
OG0003501	SSPN1_74550.1, SSPN1_74550.2	SBOV2_76470.1
OG0003502	SSPN1_84560.1	SBOV2_86850.1
OG0003502	SSPN1_93330.1	SBOV2_96740.1
OG0003503	SSPN1_5640.1	SBOV2_5750.1, SBOV2_5750.2
OG0003504	SSPN1_32010.1, SSPN1_32010.3, SSPN1_32010.2	SBOV2_28800.1, SBOV2_28800.2
OG0003505	SSPN1_49500.1, SSPN1_49500.2, SSPN1_49500.3	SBOV2_54340.1, SBOV2_54340.2
OG0003506	SSPN1_490.1, SSPN1_490.2, SSPN1_490.3	SBOV2_1130.2, SBOV2_1130.3, SBOV2_1130.1, SBOV2_1130.4
OG0003507	SSPN1_4040.1, SSPN1_4040.2	SBOV2_4180.1, SBOV2_4180.2
OG0003508	SSPN1_59800.1	SBOV2_64330.3, SBOV2_64330.1, SBOV2_64330.2, SBOV2_64330.4
OG0003509	SSPN1_42560.1	SBOV2_43210.1, SBOV2_43210.2, SBOV2_43210.3
OG0003511	SSPN1_59880.1, SSPN1_59880.2	SBOV2_64230.1
OG0003512	SSPN1_79650.1	SBOV2_81880.4, SBOV2_81880.5, SBOV2_81880.1, SBOV2_81880.6, SBOV2_81880.2, SBOV2_81880.3
OG0003513	SSPN1_72840.1	SBOV2_74790.1
OG0003514	SSPN1_27830.1	SBOV2_38690.4, SBOV2_38690.1, SBOV2_38690.2, SBOV2_38690.3, SBOV2_38690.5
OG0003515	SSPN1_90390.1, SSPN1_90390.2	SBOV2_92880.1
OG0003516	SSPN1_49270.1, SSPN1_49270.2, SSPN1_49270.3, SSPN1_49270.4, SSPN1_49270.5	SBOV2_54560.1, SBOV2_54560.2
OG0003517	SSPN1_91950.1, SSPN1_91950.2	SBOV2_94490.1
OG0003518	SSPN1_83470.3, SSPN1_83470.4, SSPN1_83470.2, SSPN1_83470.1	SBOV2_85740.1
OG0003519	SSPN1_33290.1	SBOV2_29980.1, SBOV2_29980.2
OG0003520	SSPN1_55880.1, SSPN1_55880.2, SSPN1_55880.3	SBOV2_57390.1, SBOV2_57390.2, SBOV2_57390.3
OG0003521	SSPN1_18750.1, SSPN1_18750.2	SBOV2_11610.1
OG0003522	SSPN1_77180.1, SSPN1_77180.4, SSPN1_77180.2, SSPN1_77180.3	SBOV2_79230.1
OG0003523	SSPN1_52900.1, SSPN1_52900.2	SBOV2_50910.1, SBOV2_50910.2
OG0003524	SSPN1_62140.3, SSPN1_62140.1, SSPN1_62140.2	SBOV2_61590.1
OG0003525	SSPN1_3260.1	SBOV2_3400.2, SBOV2_3400.1, SBOV2_3400.4, SBOV2_3400.3, SBOV2_3400.5
OG0003526	SSPN1_28990.1	SBOV2_37550.1
OG0003527	SSPN1_76690.1	SBOV2_78730.1
OG0003528	SSPN1_960.1	SBOV2_670.2, SBOV2_670.1
OG0003529	SSPN1_40900.1, SSPN1_40900.2	SBOV2_25700.1
OG0003530	SSPN1_58450.1	SBOV2_65940.1, SBOV2_65940.2, SBOV2_65940.3, SBOV2_65940.4
OG0003531	SSPN1_19880.1	SBOV2_10410.1
OG0003532	SSPN1_8160.1	SBOV2_7200.1
OG0003533	SSPN1_46790.1	SBOV2_47750.1, SBOV2_47750.2
OG0003534	SSPN1_84250.1, SSPN1_84250.2	SBOV2_86510.1
OG0003535	SSPN1_92730.3, SSPN1_92730.1, SSPN1_92730.2	SBOV2_95560.1
OG0003536	SSPN1_63170.1	SBOV2_60610.3, SBOV2_60610.2, SBOV2_60610.1
OG0003537	SSPN1_57270.1	SBOV2_58840.1
OG0003538	SSPN1_21200.1	SBOV2_21640.1
OG0003539	SSPN1_74210.1	SBOV2_76090.1
OG0003540	SSPN1_4220.1	SBOV2_4360.1
OG0003541	SSPN1_82990.1, SSPN1_82990.2, SSPN1_82990.3	SBOV2_85310.1
OG0003542	SSPN1_65200.1, SSPN1_65200.2, SSPN1_65200.3	SBOV2_63570.1, SBOV2_63570.2, SBOV2_63570.3, SBOV2_63570.4
OG0003543	SSPN1_47990.1	SBOV2_48950.1
OG0003544	SSPN1_46980.1	SBOV2_47950.1, SBOV2_47950.2
OG0003545	SSPN1_12380.1	SBOV2_18980.2, SBOV2_18980.3, SBOV2_18980.4, SBOV2_18980.7, SBOV2_18980.6, SBOV2_18980.1, SBOV2_18980.5, SBOV2_18980.8
OG0003547	SSPN1_7540.1	SBOV2_7820.1, SBOV2_7820.2, SBOV2_7820.3, SBOV2_7820.4, SBOV2_7820.5
OG0003548	SSPN1_21750.1	SBOV2_21930.1
OG0003549	SSPN1_84890.1	SBOV2_87190.1, SBOV2_87190.2, SBOV2_87190.3
OG0003550	SSPN1_33500.1, SSPN1_33500.2	SBOV2_30210.3, SBOV2_30210.1, SBOV2_30210.2
OG0003551	SSPN1_60200.1	SBOV2_63880.1, SBOV2_63890.1, SBOV2_63880.6, SBOV2_63880.2, SBOV2_63880.4, SBOV2_63880.5, SBOV2_63880.3
OG0003552	SSPN1_55960.1, SSPN1_55960.2	SBOV2_57450.2, SBOV2_57450.1
OG0003553	SSPN1_20570.1	SBOV2_9680.1
OG0003554	SSPN1_66690.1	SBOV2_68730.1, SBOV2_68730.2
OG0003555	SSPN1_73710.1, SSPN1_73710.2	SBOV2_75610.1, SBOV2_75610.2, SBOV2_75610.3, SBOV2_75610.4, SBOV2_75610.5
OG0003556	SSPN1_63240.2, SSPN1_63240.1, SSPN1_63240.3, SSPN1_63240.4	SBOV2_60540.1, SBOV2_60540.2
OG0003557	SSPN1_45150.3, SSPN1_45150.4, SSPN1_45150.8, SSPN1_45150.7	SBOV2_46040.1
OG0003558	SSPN1_56270.1	SBOV2_57800.1, SBOV2_57800.3, SBOV2_57800.4, SBOV2_57800.2
OG0003559	SSPN1_78900.2, SSPN1_78900.3, SSPN1_78900.4, SSPN1_78900.1	SBOV2_81070.1, SBOV2_81070.2
OG0003560	SSPN1_61370.1	SBOV2_62390.1
OG0003561	SSPN1_4530.1, SSPN1_4530.2	SBOV2_4670.1, SBOV2_4670.2
OG0003562	SSPN1_65190.1	SBOV2_63560.1
OG0003564	SSPN1_30440.1, SSPN1_30440.3, SSPN1_30440.4, SSPN1_30440.2	SBOV2_36080.1
OG0003565	SSPN1_25910.1	SBOV2_40550.1, SBOV2_40580.1, SBOV2_40570.1
OG0003566	SSPN1_5090.1	SBOV2_5190.1
OG0003567	SSPN1_16710.1	SBOV2_11950.3, SBOV2_11950.2, SBOV2_11950.1
OG0003568	SSPN1_1620.1, SSPN1_2700.1	SBOV2_2790.1
OG0003569	SSPN1_6340.3, SSPN1_6340.1, SSPN1_6340.2	SBOV2_6350.1
OG0003571	SSPN1_3360.1	SBOV2_3500.1
OG0003571	SSPN1_3370.1	SBOV2_3510.1
OG0003572	SSPN1_57500.1	SBOV2_66960.1
OG0003577	SSPN1_43040.1	SBOV2_43740.1
OG0003578	SSPN1_91090.3, SSPN1_91090.1, SSPN1_91090.2	SBOV2_93600.1, SBOV2_93600.2, SBOV2_93600.3
OG0003579	SSPN1_34360.1	SBOV2_31070.1
OG0003580	SSPN1_14810.1	SBOV2_15480.1
OG0003581	SSPN1_39950.1	SBOV2_26610.1
OG0003582	SSPN1_55270.1	SBOV2_56770.1
OG0003583	SSPN1_2830.2, SSPN1_2830.1, SSPN1_2830.3	SBOV2_2950.1, SBOV2_2950.2, SBOV2_2950.3, SBOV2_2950.4, SBOV2_2950.5
OG0003584	SSPN1_62560.1	SBOV2_61230.1, SBOV2_61230.3, SBOV2_61230.2
OG0003585	SSPN1_80870.1, SSPN1_80870.2	SBOV2_83150.1, SBOV2_83150.2, SBOV2_83160.1
OG0003586	SSPN1_43550.1	SBOV2_44290.1
OG0003587	SSPN1_19580.1	SBOV2_10740.1, SBOV2_10740.2, SBOV2_10740.3, SBOV2_10740.4
OG0003588	SSPN1_14540.1	SBOV2_15780.1
OG0003589	SSPN1_68420.1, SSPN1_68420.2	SBOV2_70530.1
OG0003590	SSPN1_6130.2, SSPN1_6130.1, SSPN1_6130.3	SBOV2_6210.1
OG0003591	SSPN1_57190.1, SSPN1_57190.2	SBOV2_58760.1
OG0003592	SSPN1_70680.1	SBOV2_72740.1, SBOV2_72740.2
OG0003594	SSPN1_15130.1	SBOV2_15140.1
OG0003595	SSPN1_81940.1	SBOV2_84710.1
OG0003596	SSPN1_51070.1, SSPN1_51070.2	SBOV2_52780.1
OG0003597	SSPN1_70280.1	SBOV2_72340.1
OG0003598	SSPN1_34680.1, SSPN1_34680.2	SBOV2_31410.1, SBOV2_31410.2
OG0003599	SSPN1_17830.3, SSPN1_17830.1, SSPN1_17830.2	SBOV2_12990.1
OG0003600	SSPN1_5080.1, SSPN1_5080.2	SBOV2_5180.1
OG0003601	SSPN1_26480.1, SSPN1_26480.2	SBOV2_40010.1
OG0003602	SSPN1_59860.1	SBOV2_64260.1, SBOV2_64260.2
OG0003603	SSPN1_68330.1, SSPN1_68330.2	SBOV2_70430.1
OG0003604	SSPN1_400.5, SSPN1_400.3, SSPN1_400.4, SSPN1_400.1, SSPN1_400.2	SBOV2_1040.1, SBOV2_1040.2, SBOV2_1040.3
OG0003605	SSPN1_14250.1, SSPN1_14250.2	SBOV2_16040.1, SBOV2_16040.2
OG0003606	SSPN1_36690.1	SBOV2_33410.1, SBOV2_33410.2
OG0003607	SSPN1_15550.4, SSPN1_15550.1, SSPN1_15550.2, SSPN1_15550.5, SSPN1_15550.3	SBOV2_14720.1
OG0003608	SSPN1_34740.1, SSPN1_34740.2, SSPN1_34740.3, SSPN1_34740.4	SBOV2_31520.1, SBOV2_31520.2
OG0003609	SSPN1_23590.1, SSPN1_23590.2	SBOV2_24010.1, SBOV2_24010.2
OG0003610	SSPN1_85280.1	SBOV2_89660.1, SBOV2_89660.2
OG0003611	SSPN1_52300.1, SSPN1_52300.2, SSPN1_52300.3, SSPN1_52300.4, SSPN1_52300.5	SBOV2_51520.1, SBOV2_51520.2, SBOV2_51520.3, SBOV2_51520.4
OG0003612	SSPN1_57290.1	SBOV2_58860.1, SBOV2_58860.2
OG0003613	SSPN1_65770.1	SBOV2_67800.1, SBOV2_67800.2, SBOV2_67800.3
OG0003614	SSPN1_57120.1, SSPN1_57120.2, SSPN1_57120.3	SBOV2_58710.1, SBOV2_58710.2
OG0003615	SSPN1_32070.1	SBOV2_28840.1, SBOV2_28840.2
OG0003616	SSPN1_10430.1	SBOV2_17130.1
OG0003617	SSPN1_63610.1	SBOV2_60150.1, SBOV2_60150.2
OG0003618	SSPN1_23430.3, SSPN1_23430.4, SSPN1_23430.1, SSPN1_23430.2	SBOV2_23780.10, SBOV2_23780.9
OG0003619	SSPN1_20110.1, SSPN1_20110.3	SBOV2_10150.1
OG0003620	SSPN1_47350.1	SBOV2_48340.1
OG0003621	SSPN1_52340.1, SSPN1_52340.2	SBOV2_51490.1
OG0003622	SSPN1_93430.1	SBOV2_69940.1
OG0003624	SSPN1_16510.1	SBOV2_11730.1, SBOV2_11730.2
OG0003625	SSPN1_83030.1	SBOV2_85150.1, SBOV2_85260.1
OG0003626	SSPN1_81870.2	SBOV2_84770.2, SBOV2_84770.3
OG0003626	SSPN1_81870.1	SBOV2_84770.1
OG0003627	SSPN1_82080.1	SBOV2_84510.1
OG0003628	SSPN1_37300.1	SBOV2_33990.1
OG0003629	SSPN1_7290.1	SBOV2_8100.1, SBOV2_8100.2
OG0003630	SSPN1_35090.1, SSPN1_35090.2, SSPN1_35090.3	SBOV2_31860.1, SBOV2_31860.2
OG0003631	SSPN1_75700.1	SBOV2_77720.1
OG0003632	SSPN1_60150.1	SBOV2_63920.1, SBOV2_63920.2
OG0003633	SSPN1_51510.4, SSPN1_51510.3, SSPN1_51510.2, SSPN1_51510.1	SBOV2_52350.1
OG0003634	SSPN1_75060.1	SBOV2_77010.1
OG0003635	SSPN1_73660.1	SBOV2_75560.1
OG0003636	SSPN1_71000.1	SBOV2_73030.1
OG0003637	SSPN1_57460.1	SBOV2_67000.5, SBOV2_67000.6, SBOV2_67000.7, SBOV2_96440.1
OG0003638	SSPN1_52190.1	SBOV2_51630.1
OG0003639	SSPN1_52200.1, SSPN1_52200.2	SBOV2_51620.1
OG0003640	SSPN1_4640.1	SBOV2_4780.1, SBOV2_4780.2, SBOV2_4780.3
OG0003641	SSPN1_72790.1, SSPN1_72790.2	SBOV2_74740.2, SBOV2_74740.1, SBOV2_74740.3
OG0003643	SSPN1_69550.1	SBOV2_71660.1
OG0003644	SSPN1_15580.1, SSPN1_15580.2, SSPN1_15580.3	SBOV2_14710.1, SBOV2_14710.2
OG0003645	SSPN1_45540.1, SSPN1_45540.2	SBOV2_46450.2, SBOV2_46450.1, SBOV2_46450.4, SBOV2_46450.3
OG0003646	SSPN1_51710.1	SBOV2_52130.1, SBOV2_52130.2
OG0003647	SSPN1_15250.3, SSPN1_15250.4, SSPN1_15260.1, SSPN1_15250.2, SSPN1_15250.1	SBOV2_15010.4, SBOV2_15010.2, SBOV2_15010.1, SBOV2_15010.3, SBOV2_15000.2, SBOV2_15000.3, SBOV2_15000.1
OG0003648	SSPN1_20470.1	SBOV2_9770.1
OG0003649	SSPN1_32490.1, SSPN1_32490.2	SBOV2_29210.1
OG0003650	SSPN1_15200.1, SSPN1_15200.2	SBOV2_15070.3, SBOV2_15070.2, SBOV2_15070.1
OG0003651	SSPN1_48860.1, SSPN1_48860.2	SBOV2_54980.1
OG0003652	SSPN1_52310.1, SSPN1_52330.1	SBOV2_51500.1, SBOV2_51510.1
OG0003653	SSPN1_31210.1	SBOV2_28010.1
OG0003654	SSPN1_58210.1, SSPN1_58200.2, SSPN1_58200.1, SSPN1_58200.3, SSPN1_58210.2	SBOV2_66210.1
OG0003655	SSPN1_29030.1	SBOV2_37510.1
OG0003656	SSPN1_68000.1	SBOV2_70110.1
OG0003657	SSPN1_3450.1	SBOV2_3580.1
OG0003658	SSPN1_69570.1	SBOV2_71680.1
OG0003659	SSPN1_75580.1	SBOV2_77590.1
OG0003660	SSPN1_69200.1, SSPN1_69200.2	SBOV2_71320.1
OG0003661	SSPN1_50290.1, SSPN1_50290.2	SBOV2_53530.3, SBOV2_53530.2, SBOV2_53530.1, SBOV2_53530.4
OG0003662	SSPN1_42500.1	SBOV2_43260.1, SBOV2_43260.2
OG0003663	SSPN1_67360.1	SBOV2_69480.1
OG0003664	SSPN1_53530.1	SBOV2_50180.1
OG0003665	SSPN1_69650.1	SBOV2_71770.1
OG0003666	SSPN1_55850.3, SSPN1_55850.1, SSPN1_55850.2	SBOV2_57360.1
OG0003667	SSPN1_14210.1, SSPN1_14210.2, SSPN1_14210.3	SBOV2_16100.1
OG0003668	SSPN1_52100.1, SSPN1_52100.2	SBOV2_51710.1, SBOV2_51710.2
OG0003669	SSPN1_53180.1	SBOV2_50550.1, SBOV2_50550.2
OG0003670	SSPN1_61760.1	SBOV2_61960.1, SBOV2_61960.2
OG0003671	SSPN1_72770.1, SSPN1_72770.2	SBOV2_74720.1
OG0003672	SSPN1_90490.1	SBOV2_92990.1
OG0003673	SSPN1_84790.1	SBOV2_87100.1, SBOV2_87100.2
OG0003674	SSPN1_36840.1	SBOV2_33570.1
OG0003675	SSPN1_65310.1	SBOV2_63540.1, SBOV2_63540.2
OG0003676	SSPN1_90550.1	SBOV2_93060.1
OG0003677	SSPN1_76630.1	SBOV2_78670.1
OG0003678	SSPN1_30150.1	SBOV2_36380.4, SBOV2_36380.3, SBOV2_36380.2, SBOV2_36380.1
OG0003679	SSPN1_93370.2, SSPN1_93370.1, SSPN1_43420.1, SSPN1_43420.2	SBOV2_44150.1
OG0003680	SSPN1_33630.1, SSPN1_33630.2	SBOV2_30320.1, SBOV2_30320.2
OG0003681	SSPN1_84050.1	SBOV2_86330.1
OG0003682	SSPN1_72630.1, SSPN1_72640.8, SSPN1_72640.4, SSPN1_72640.6, SSPN1_72640.2, SSPN1_72640.3, SSPN1_72640.5, SSPN1_72640.7, SSPN1_72640.1, SSPN1_72640.9	SBOV2_74570.2, SBOV2_74570.3, SBOV2_74570.1
OG0003684	SSPN1_28680.1	SBOV2_37850.1
OG0003685	SSPN1_32760.1	SBOV2_29510.1
OG0003686	SSPN1_87670.1, SSPN1_87670.2	SBOV2_90070.1
OG0003687	SSPN1_84200.1	SBOV2_86460.1
OG0003688	SSPN1_79130.1	SBOV2_81330.1
OG0003689	SSPN1_61640.1	SBOV2_62060.2, SBOV2_62060.1
OG0003690	SSPN1_53240.1	SBOV2_50490.1, SBOV2_50490.2
OG0003691	SSPN1_92450.1	SBOV2_95020.1
OG0003692	SSPN1_32670.1	SBOV2_29410.1
OG0003693	SSPN1_51450.1	SBOV2_52430.1
OG0003694	SSPN1_23020.1	SBOV2_23430.1
OG0003695	SSPN1_59810.1	SBOV2_64320.1, SBOV2_64320.2
OG0003696	SSPN1_67140.1	SBOV2_69260.2, SBOV2_69260.3, SBOV2_69260.1
OG0003697	SSPN1_1460.4, SSPN1_1460.3, SSPN1_1460.2, SSPN1_1460.1, SSPN1_1470.1	SBOV2_1550.1
OG0003698	SSPN1_38060.1	SBOV2_34790.1, SBOV2_34790.2
OG0003699	SSPN1_38460.1, SSPN1_38460.2, SSPN1_38460.3, SSPN1_38460.4	SBOV2_35240.1
OG0003700	SSPN1_44740.1	SBOV2_45570.4
OG0003701	SSPN1_77930.2, SSPN1_77930.1, SSPN1_77930.3	SBOV2_80280.1
OG0003703	SSPN1_16770.1, SSPN1_16770.2	SBOV2_11990.2, SBOV2_11990.1
OG0003704	SSPN1_37470.1	SBOV2_34180.1
OG0003705	SSPN1_36520.1, SSPN1_36520.2	SBOV2_33260.1
OG0003706	SSPN1_87830.4, SSPN1_87830.1, SSPN1_87830.3, SSPN1_87830.2	SBOV2_90270.1
OG0003707	SSPN1_4710.1, SSPN1_4700.1	SBOV2_4860.1, SBOV2_4850.1
OG0003708	SSPN1_62790.1	SBOV2_61000.3, SBOV2_61000.1, SBOV2_61000.2
OG0003709	SSPN1_2130.1	SBOV2_2200.2
OG0003710	SSPN1_37430.1	SBOV2_34110.1
OG0003711	SSPN1_57760.1	SBOV2_66670.1, SBOV2_66670.2, SBOV2_66670.3
OG0003712	SSPN1_10550.1	SBOV2_17250.1
OG0003713	SSPN1_84140.1, SSPN1_84140.2, SSPN1_84140.3	SBOV2_86410.1
OG0003714	SSPN1_87090.1	SBOV2_89200.1
OG0003715	SSPN1_24610.1	SBOV2_25160.1, SBOV2_25160.2
OG0003716	SSPN1_89580.1	SBOV2_92130.1, SBOV2_92130.2
OG0003717	SSPN1_70030.1, SSPN1_70030.2	SBOV2_72130.1
OG0003718	SSPN1_74750.1	SBOV2_76680.1, SBOV2_76680.2
OG0003719	SSPN1_48370.3, SSPN1_48370.2, SSPN1_48370.1	SBOV2_49360.1, SBOV2_49360.2
OG0003720	SSPN1_64370.1, SSPN1_64370.2	SBOV2_59460.1
OG0003721	SSPN1_88510.1, SSPN1_88510.2	SBOV2_90980.1, SBOV2_90980.2
OG0003723	SSPN1_89060.1, SSPN1_89060.2	SBOV2_91770.1, SBOV2_91770.2, SBOV2_91770.3
OG0003724	SSPN1_12410.1	SBOV2_19020.1, SBOV2_19020.2, SBOV2_19020.3, SBOV2_19020.4, SBOV2_19020.5, SBOV2_19020.6, SBOV2_19020.7
OG0003725	SSPN1_5530.1, SSPN1_5530.2, SSPN1_5530.3	SBOV2_5620.2, SBOV2_5620.1
OG0003726	SSPN1_52600.1	SBOV2_51230.1
OG0003727	SSPN1_27900.1, SSPN1_27900.2	SBOV2_38620.1
OG0003728	SSPN1_12870.1	SBOV2_19570.1
OG0003729	SSPN1_8860.1	SBOV2_8930.1
OG0003730	SSPN1_48160.1	SBOV2_49150.1, SBOV2_49150.3, SBOV2_49150.2, SBOV2_49150.4
OG0003731	SSPN1_79710.2, SSPN1_79710.3, SSPN1_79710.4, SSPN1_79710.1, SSPN1_79710.5, SSPN1_79720.1	SBOV2_81940.1, SBOV2_81940.2
OG0003732	SSPN1_78580.1, SSPN1_78580.2, SSPN1_78580.3	SBOV2_80730.1
OG0003733	SSPN1_7220.1	SBOV2_8190.1, SBOV2_8190.2
OG0003734	SSPN1_3620.1	SBOV2_3740.1, SBOV2_3740.2, SBOV2_3740.3
OG0003735	SSPN1_4950.1, SSPN1_4950.2	SBOV2_5060.1, SBOV2_5060.2
OG0003736	SSPN1_66660.1	SBOV2_68710.1, SBOV2_68710.3, SBOV2_68710.2, SBOV2_68710.4
OG0003737	SSPN1_1260.1	SBOV2_1340.1, SBOV2_1340.2
OG0003738	SSPN1_42380.3	SBOV2_43030.1
OG0003739	SSPN1_48130.1, SSPN1_48130.2	SBOV2_49110.1
OG0003740	SSPN1_25870.1, SSPN1_25870.2	SBOV2_40610.1
OG0003741	SSPN1_51680.1	SBOV2_52170.1
OG0003742	SSPN1_64840.1	SBOV2_58930.1
OG0003743	SSPN1_65400.1	SBOV2_63450.1, SBOV2_63450.2, SBOV2_63450.3
OG0003744	SSPN1_30260.1	SBOV2_36260.2, SBOV2_36260.1
OG0003745	SSPN1_29720.1	SBOV2_36790.4, SBOV2_36790.5, SBOV2_36790.1, SBOV2_36790.2, SBOV2_36790.3
OG0003746	SSPN1_3490.1	SBOV2_3610.1
OG0003747	SSPN1_23800.1	SBOV2_24240.1, SBOV2_24240.2
OG0003748	SSPN1_3320.1, SSPN1_3320.2, SSPN1_3320.3, SSPN1_3320.4	SBOV2_3460.1
OG0003749	SSPN1_9730.1	SBOV2_21130.1
OG0003750	SSPN1_76600.1	SBOV2_78640.5, SBOV2_78640.6, SBOV2_78640.1, SBOV2_78640.2, SBOV2_78640.3, SBOV2_78640.4
OG0003751	SSPN1_81830.1	SBOV2_84820.1
OG0003752	SSPN1_36530.1	SBOV2_33270.1, SBOV2_33270.2
OG0003753	SSPN1_9580.1	SBOV2_20990.3, SBOV2_20990.5, SBOV2_20990.4, SBOV2_20990.1, SBOV2_20990.2
OG0003754	SSPN1_78270.1, SSPN1_78270.2	SBOV2_79870.1
OG0003755	SSPN1_2300.1, SSPN1_2300.2, SSPN1_2300.3	SBOV2_2360.1
OG0003756	SSPN1_87570.1	SBOV2_89980.1
OG0003757	SSPN1_40170.1	SBOV2_26400.2, SBOV2_26400.3, SBOV2_26400.1, SBOV2_26400.4, SBOV2_26400.5
OG0003758	SSPN1_38070.1	SBOV2_34800.1, SBOV2_34800.2
OG0003759	SSPN1_65680.1, SSPN1_65680.2	SBOV2_68010.1
OG0003760	SSPN1_40420.1, SSPN1_40420.2	SBOV2_26180.1
OG0003761	SSPN1_48210.1	SBOV2_49200.1, SBOV2_49200.2, SBOV2_49200.3, SBOV2_49200.4
OG0003762	SSPN1_85240.1	SBOV2_87550.1
OG0003763	SSPN1_40060.1	SBOV2_26500.1
OG0003764	SSPN1_31860.1	SBOV2_28630.4, SBOV2_28630.3, SBOV2_28630.1, SBOV2_28630.2
OG0003765	SSPN1_16550.1, SSPN1_16550.2	SBOV2_11770.1, SBOV2_11770.2
OG0003766	SSPN1_45120.1	SBOV2_46010.1
OG0003767	SSPN1_64140.1, SSPN1_64140.2	SBOV2_59680.1, SBOV2_59680.2, SBOV2_59680.3
OG0003768	SSPN1_1750.1, SSPN1_1750.2	SBOV2_1850.1
OG0003769	SSPN1_24050.1	SBOV2_24580.1
OG0003770	SSPN1_67810.1	SBOV2_69920.1
OG0003771	SSPN1_6640.1, SSPN1_6640.2	SBOV2_6620.1
OG0003772	SSPN1_46610.1	SBOV2_47530.1, SBOV2_47530.2, SBOV2_47530.3
OG0003773	SSPN1_85120.1, SSPN1_85120.2	SBOV2_87440.1
OG0003774	SSPN1_69450.1, SSPN1_69450.2	SBOV2_71550.1, SBOV2_71550.2
OG0003775	SSPN1_68140.2	SBOV2_70240.1, SBOV2_70240.4, SBOV2_70240.5, SBOV2_70240.2
OG0003776	SSPN1_7650.1	SBOV2_7720.1
OG0003777	SSPN1_56190.1	SBOV2_57670.1
OG0003778	SSPN1_89070.1	SBOV2_91780.1
OG0003779	SSPN1_18160.1	SBOV2_13350.1, SBOV2_13350.2, SBOV2_13350.3, SBOV2_13350.4
OG0003780	SSPN1_58170.1	SBOV2_66240.1
OG0003782	SSPN1_48650.1, SSPN1_48650.2	SBOV2_49640.1, SBOV2_49640.3, SBOV2_49640.2
OG0003783	SSPN1_44500.1	SBOV2_45360.1
OG0003784	SSPN1_44710.1	SBOV2_45490.2, SBOV2_45490.1, SBOV2_45490.3
OG0003785	SSPN1_43390.1, SSPN1_43390.2, SSPN1_43390.3	SBOV2_44100.1, SBOV2_44100.2
OG0003786	SSPN1_60530.1	SBOV2_63180.1
OG0003787	SSPN1_9970.1, SSPN1_9970.2	SBOV2_20420.1
OG0003788	SSPN1_68640.1	SBOV2_70750.1, SBOV2_70750.3, SBOV2_70750.2, SBOV2_70750.4, SBOV2_70750.5, SBOV2_70750.7, SBOV2_70750.6
OG0003789	SSPN1_7940.1	SBOV2_7420.1, SBOV2_7420.2, SBOV2_7420.3
OG0003790	SSPN1_28730.1	SBOV2_37810.1, SBOV2_37810.2
OG0003791	SSPN1_44850.1	SBOV2_45670.1
OG0003792	SSPN1_53690.1	SBOV2_49980.1, SBOV2_49980.2
OG0003793	SSPN1_45060.1	SBOV2_45920.1
OG0003794	SSPN1_78380.1	SBOV2_84900.1
