Orthogroup	trichobilharzia_regenti	opisthorchis_viverrini
OG0002806	TREG1_95350.1, TREG1_95350.2, TREG1_95350.3	T265_15954, T265_07440, T265_16235
OG0002807	TREG1_24880.1	T265_06189
OG0002808	TREG1_91770.1	T265_04515
OG0002809	TREG1_113630.3, TREG1_113630.1, TREG1_113630.2	T265_12974
OG0002810	TREG1_57340.6, TREG1_57340.1, TREG1_57340.3, TREG1_57340.5, TREG1_57340.4, TREG1_57340.2	T265_06252
OG0002811	TREG1_27450.1	T265_10010
OG0002812	TREG1_143810.1, TREG1_1910.1	T265_04204, T265_13449
OG0002814	TREG1_60000.1, TREG1_89420.1	T265_05382
OG0002816	TREG1_15090.1, TREG1_15090.2	T265_08032
OG0002817	TREG1_47420.1, TREG1_47420.2, TREG1_47420.4, TREG1_47420.3	T265_04006
OG0002818	TREG1_103000.1	T265_08927, T265_01280
OG0002819	TREG1_98950.1, TREG1_92600.1, TREG1_92600.2, TREG1_92600.3, TREG1_92600.4, TREG1_92600.5	T265_09770
OG0002820	TREG1_107340.3, TREG1_107340.1, TREG1_107340.2	T265_02159
OG0002821	TREG1_180.1	T265_03347
OG0002822	TREG1_139510.1, TREG1_139520.1	T265_07965
OG0002823	TREG1_20990.1, TREG1_20960.3, TREG1_20960.5, TREG1_20960.2, TREG1_20960.1, TREG1_20960.4	T265_05525
OG0002824	TREG1_9930.1	T265_10376
OG0002825	TREG1_70970.1, TREG1_70970.2, TREG1_70970.3	T265_07639
OG0002826	TREG1_57180.1	T265_11221
OG0002827	TREG1_58800.1	T265_03736
OG0002828	TREG1_37300.1, TREG1_37290.1, TREG1_37280.1, TREG1_37280.2	T265_09896
OG0002829	TREG1_84020.1	T265_06804
OG0002830	TREG1_60040.1	T265_15416
OG0002831	TREG1_17650.1, TREG1_17650.2, TREG1_17650.3, TREG1_17650.4, TREG1_17650.5, TREG1_17650.6, TREG1_17650.7, TREG1_17650.8	T265_06375
OG0002832	TREG1_111280.1, TREG1_111280.2, TREG1_111280.3	T265_03399
OG0002834	TREG1_4350.1	T265_11271
OG0002835	TREG1_124750.1, TREG1_124750.6, TREG1_124750.3, TREG1_124750.2, TREG1_124750.4, TREG1_124750.5, TREG1_124750.7, TREG1_124750.8, TREG1_124750.9	T265_04910
OG0002836	TREG1_35230.1	T265_03775
OG0002837	TREG1_17660.1	T265_03657
OG0002838	TREG1_6580.1, TREG1_6580.2, TREG1_6580.3	T265_11730
OG0002839	TREG1_103630.1, TREG1_103630.2	T265_00320
OG0002840	TREG1_124880.1	T265_13355
OG0002841	TREG1_76610.1	T265_10889
OG0002842	TREG1_103290.1	T265_12366, T265_08849, T265_15989
OG0002844	TREG1_92300.1	T265_14223, T265_05563
OG0002845	TREG1_6760.1, TREG1_6760.2	T265_13463
OG0002846	TREG1_30160.1	T265_16173, T265_06179
OG0002847	TREG1_79270.1, TREG1_79270.2	T265_00612
OG0002848	TREG1_86560.1	T265_14189, T265_08788
OG0002849	TREG1_17970.1, TREG1_17970.2, TREG1_17970.3, TREG1_17970.4	T265_06370
OG0002851	TREG1_125820.1	T265_12159, T265_14456, T265_08013
OG0002852	TREG1_17850.1	T265_10322
OG0002853	TREG1_100900.1	T265_09115
OG0002854	TREG1_55530.6, TREG1_55530.1, TREG1_55530.2, TREG1_55530.3, TREG1_55530.4, TREG1_55530.5	T265_02955, T265_13136
OG0002855	TREG1_23240.1, TREG1_23240.4, TREG1_23240.2, TREG1_23240.3	T265_08034
OG0002856	TREG1_70890.1, TREG1_73450.1	T265_06755
OG0002857	TREG1_83540.1	T265_01821, T265_01444
OG0002858	TREG1_2790.3, TREG1_2790.4	T265_01858
OG0002859	TREG1_87060.1, TREG1_87060.2	T265_02034
OG0002860	TREG1_100850.1	T265_14764
OG0002861	TREG1_121420.6, TREG1_121420.3, TREG1_121420.1, TREG1_121420.2, TREG1_121420.5, TREG1_121420.4	T265_08733, T265_14653
OG0002863	TREG1_10560.1	T265_16256, T265_04944
OG0002864	TREG1_71510.1	T265_13279
OG0002866	TREG1_43970.1, TREG1_43980.1	T265_05742, T265_08029, T265_14459, T265_14460
OG0002867	TREG1_800.1, TREG1_840.1	T265_14794
OG0002868	TREG1_120610.1	T265_04776, T265_04777
OG0002869	TREG1_10150.2, TREG1_10150.3, TREG1_10150.4, TREG1_10150.5, TREG1_10150.1, TREG1_10150.6, TREG1_10150.7, TREG1_10150.8	T265_02470
OG0002870	TREG1_67380.1	T265_02369
OG0002871	TREG1_36030.1	T265_05892
OG0002872	TREG1_66160.1, TREG1_66160.2, TREG1_66160.6, TREG1_66160.7, TREG1_66160.4, TREG1_66160.5, TREG1_66160.3	T265_06839
OG0002873	TREG1_128400.1	T265_05961
OG0002874	TREG1_41480.1	T265_13044
OG0002875	TREG1_71400.1	T265_08601
OG0002876	TREG1_95470.1, TREG1_95480.1	T265_09158
OG0002877	TREG1_86940.1, TREG1_86940.2, TREG1_86940.3, TREG1_86940.4, TREG1_86940.5, TREG1_86940.6	T265_15585
OG0002878	TREG1_79750.1	T265_09786
OG0002879	TREG1_15810.21, TREG1_15810.22, TREG1_15810.24, TREG1_15810.25, TREG1_15870.1, TREG1_15810.23, TREG1_15810.26	T265_00994
OG0002880	TREG1_85180.1, TREG1_24810.1, TREG1_24810.2	T265_15974, T265_16333, T265_16372
OG0002881	TREG1_81690.2, TREG1_81690.3, TREG1_81690.4, TREG1_81690.5, TREG1_81690.6, TREG1_81690.7, TREG1_81690.1	T265_03918
OG0002882	TREG1_22770.1, TREG1_22790.1	T265_08367, T265_08365, T265_08366
OG0002883	TREG1_19630.1, TREG1_19630.2, TREG1_19630.3, TREG1_19630.4, TREG1_70630.1, TREG1_83000.1	T265_00123
OG0002884	TREG1_88830.1	T265_01404
OG0002885	TREG1_63900.1	T265_03301, T265_03258
OG0002886	TREG1_102880.1	T265_00431
OG0002889	TREG1_114190.1	T265_09957
OG0002890	TREG1_38000.1, TREG1_38000.2	T265_15384
OG0002892	TREG1_105580.1	T265_12956
OG0002893	TREG1_72420.1, TREG1_144340.1, TREG1_145370.4, TREG1_145370.2, TREG1_145370.1, TREG1_145370.3, TREG1_145370.5	T265_13538
OG0002902	TREG1_43820.1	T265_10089
OG0002903	TREG1_96970.1, TREG1_96970.2, TREG1_96970.3	T265_01720, T265_16142, T265_15992
OG0002904	TREG1_26410.3, TREG1_26410.1, TREG1_26410.2, TREG1_26410.5, TREG1_26410.6, TREG1_26410.7, TREG1_26410.8, TREG1_26410.9, TREG1_26410.4	T265_00938, T265_12671, T265_16281
OG0002905	TREG1_89410.1	T265_13028, T265_02524
OG0002906	TREG1_47090.1, TREG1_47090.2	T265_10987
OG0002907	TREG1_19040.1, TREG1_19040.2, TREG1_19040.3, TREG1_19040.4, TREG1_19040.5	T265_00957
OG0002908	TREG1_82890.3, TREG1_82890.1, TREG1_82890.2	T265_13687, T265_15239
OG0002910	TREG1_27380.1	T265_13256
OG0002911	TREG1_20900.1	T265_13253
OG0002912	TREG1_89090.1	T265_12025, T265_15674
OG0002913	TREG1_12470.1	T265_08468, T265_12220
OG0002914	TREG1_9380.1	T265_10038
OG0002915	TREG1_104630.1, TREG1_104630.2	T265_13119
OG0002916	TREG1_10510.1, TREG1_10510.2, TREG1_10510.4, TREG1_10510.3	T265_02505
OG0002917	TREG1_24500.1	T265_01608
OG0002917	TREG1_32230.1	T265_10733
OG0002918	TREG1_111300.1, TREG1_111300.2	T265_06975
OG0002919	TREG1_122150.1, TREG1_122160.1	T265_07324
OG0002921	TREG1_132840.3, TREG1_132840.4, TREG1_132840.1, TREG1_132840.2	T265_07949
OG0002922	TREG1_106970.1	T265_02668
OG0002923	TREG1_83890.1	T265_12590
OG0002924	TREG1_15350.1, TREG1_15360.1	T265_09413
OG0002925	TREG1_25680.1	T265_03081
OG0002926	TREG1_47530.2, TREG1_47530.4, TREG1_47530.5, TREG1_47530.6, TREG1_47530.1, TREG1_47530.3, TREG1_47530.7	T265_01295
OG0002927	TREG1_2100.1	T265_03127
OG0002928	TREG1_107960.2, TREG1_107960.4, TREG1_107960.3, TREG1_107960.5, TREG1_107970.1	T265_13841
OG0002929	TREG1_29370.3, TREG1_29370.2, TREG1_29360.1, TREG1_29370.1	T265_00854
OG0002930	TREG1_45880.1	T265_09338
OG0002931	TREG1_9920.6, TREG1_9920.3, TREG1_9920.4, TREG1_9920.7, TREG1_9920.5, TREG1_9920.2, TREG1_9920.1	T265_10381
OG0002932	TREG1_31900.1	T265_12802
OG0002933	TREG1_34790.1, TREG1_34800.1, TREG1_34790.2	T265_13654, T265_16004, T265_13655
OG0002934	TREG1_130510.1, TREG1_130510.2, TREG1_130510.3	T265_07078
OG0002935	TREG1_82860.1, TREG1_82850.1	T265_01577
OG0002936	TREG1_63540.1	T265_02894
OG0002938	TREG1_68170.1	T265_12858
OG0002939	TREG1_29540.1	T265_03203
OG0002940	TREG1_64810.1	T265_12767, T265_01318
OG0002941	TREG1_77240.1, TREG1_77250.1	T265_10241
OG0002942	TREG1_104240.1, TREG1_104220.1, TREG1_104230.1	T265_02787
OG0002943	TREG1_104260.1	T265_13089
OG0002944	TREG1_13630.4, TREG1_13630.1, TREG1_13630.2, TREG1_13630.3	T265_10544
OG0002945	TREG1_105990.1, TREG1_105990.4, TREG1_105990.3, TREG1_105990.2	T265_11225
OG0002947	TREG1_127350.1	T265_09749
OG0002948	TREG1_81390.1	T265_10715
OG0002949	TREG1_32930.1, TREG1_53760.1	T265_02799
OG0002950	TREG1_97980.1, TREG1_97980.2, TREG1_97980.3	T265_04871
OG0002951	TREG1_33030.1	T265_07586
OG0002952	TREG1_75000.1, TREG1_75010.1, TREG1_75010.2, TREG1_75010.3, TREG1_75010.4	T265_12773
OG0002953	TREG1_3010.1	T265_04423, T265_15987
OG0002954	TREG1_79650.4, TREG1_79650.1, TREG1_79650.2, TREG1_79650.3, TREG1_79650.5, TREG1_79650.6, TREG1_79650.7, TREG1_79650.8, TREG1_79650.9	T265_06597, T265_15941
OG0002955	TREG1_106670.1	T265_14732
OG0002956	TREG1_134370.1, TREG1_134370.2, TREG1_134370.3	T265_15076
OG0002957	TREG1_96720.1	T265_00422
OG0002958	TREG1_90850.1, TREG1_90850.2, TREG1_90850.3	T265_16166, T265_10751, T265_10762
OG0002959	TREG1_119830.1, TREG1_119830.2	T265_13472
OG0002960	TREG1_70930.1, TREG1_70930.2	T265_05712
OG0002961	TREG1_21530.1, TREG1_21530.2, TREG1_21530.3, TREG1_21530.4	T265_11252
OG0002962	TREG1_89380.2, TREG1_89380.4, TREG1_89380.1, TREG1_89380.3	T265_14105
OG0002964	TREG1_31510.1, TREG1_31510.4, TREG1_31510.2, TREG1_31510.3	T265_08700
OG0002965	TREG1_74260.1	T265_02144
OG0002966	TREG1_34630.2, TREG1_34630.3, TREG1_34630.1, TREG1_34630.4	T265_04442
OG0002967	TREG1_86580.1	T265_09516, T265_09515, T265_14873
OG0002968	TREG1_21240.1, TREG1_21240.3, TREG1_21240.4, TREG1_21240.2, TREG1_21240.5	T265_14182, T265_14181
OG0002969	TREG1_70240.1, TREG1_70230.1	T265_07415
OG0002970	TREG1_18710.1, TREG1_18710.2	T265_12882
OG0002971	TREG1_89130.1	T265_09283
OG0002972	TREG1_84410.1	T265_00627
OG0002973	TREG1_66240.1	T265_07435
OG0002974	TREG1_47570.1, TREG1_47570.2	T265_15126
OG0002975	TREG1_55510.1, TREG1_55510.2	T265_01518
OG0002976	TREG1_87550.3, TREG1_87550.1, TREG1_87550.2, TREG1_87550.4, TREG1_87550.5	T265_03160
OG0002977	TREG1_7100.1	T265_01592
OG0002978	TREG1_24140.1, TREG1_24140.2, TREG1_24140.3	T265_00903, T265_09105
OG0002979	TREG1_24230.1, TREG1_24220.1	T265_11670
OG0002980	TREG1_46340.1, TREG1_46350.1	T265_00740
OG0002981	TREG1_105250.1	T265_14186
OG0002982	TREG1_61920.1	T265_13871
OG0002983	TREG1_58620.1, TREG1_58620.3, TREG1_58620.5, TREG1_58620.2, TREG1_58620.4	T265_02113, T265_15879
OG0002984	TREG1_6620.1	T265_14382
OG0002985	TREG1_1430.1	T265_15506
OG0002986	TREG1_29920.4, TREG1_29920.2, TREG1_29920.1, TREG1_29920.3	T265_10270, T265_10269
OG0002988	TREG1_130770.1, TREG1_130770.2, TREG1_130770.3, TREG1_130770.4, TREG1_130770.5	T265_08760
OG0002989	TREG1_71650.1, TREG1_71660.3, TREG1_71660.1, TREG1_71660.2, TREG1_71640.1	T265_09294
OG0002990	TREG1_139220.1, TREG1_7010.1, TREG1_111050.1, TREG1_139210.1	T265_11604
OG0002991	TREG1_41800.1	T265_00107
OG0002992	TREG1_98490.1, TREG1_98490.2	T265_12542
OG0002993	TREG1_112320.1, TREG1_112330.1	T265_15836, T265_09955, T265_10213, T265_07127
OG0002994	TREG1_22680.1, TREG1_22690.1	T265_14978
OG0002995	TREG1_129150.1, TREG1_129150.2, TREG1_129150.3	T265_10496
OG0002996	TREG1_24460.1, TREG1_24460.2	T265_09556
OG0002997	TREG1_50700.2, TREG1_50700.3, TREG1_50700.1, TREG1_50700.4	T265_11005
OG0002998	TREG1_30690.1	T265_01464
OG0002999	TREG1_31850.1, TREG1_85310.1	T265_10797
OG0003000	TREG1_33470.1, TREG1_33470.2	T265_13667
OG0003001	TREG1_33540.3, TREG1_33540.1, TREG1_33540.2, TREG1_33430.1, TREG1_33540.4	T265_06939
OG0003002	TREG1_15010.1	T265_06956
OG0003003	TREG1_132550.1	T265_10787
OG0003004	TREG1_103810.1	T265_02782
OG0003006	TREG1_114320.1	T265_10485
OG0003007	TREG1_91730.1	T265_14668
OG0003008	TREG1_57830.2, TREG1_57830.1, TREG1_57830.3, TREG1_57830.4, TREG1_57830.5	T265_10063
OG0003009	TREG1_6050.1, TREG1_6050.2	T265_04390
OG0003010	TREG1_95200.1	T265_13842
OG0003011	TREG1_49010.1	T265_07456
OG0003012	TREG1_87760.5, TREG1_87760.6, TREG1_87760.3, TREG1_87760.4, TREG1_87760.1, TREG1_87760.2	T265_02531
OG0003013	TREG1_101500.1, TREG1_101500.2, TREG1_101500.3	T265_03958
OG0003014	TREG1_63780.1, TREG1_63790.1	T265_14360
OG0003015	TREG1_57710.1	T265_04992
OG0003016	TREG1_98760.1	T265_08197
OG0003017	TREG1_76370.1	T265_02207
OG0003018	TREG1_132930.1, TREG1_132930.2	T265_05229, T265_13729, T265_16104
OG0003019	TREG1_99090.1, TREG1_99090.3, TREG1_99090.4, TREG1_99090.5, TREG1_99090.2	T265_00834
OG0003020	TREG1_45430.1, TREG1_45430.2	T265_13359
OG0003021	TREG1_110640.1, TREG1_110620.1, TREG1_110650.1	T265_11800
OG0003023	TREG1_110770.1, TREG1_110770.2, TREG1_110780.1	T265_04962, T265_12395
OG0003024	TREG1_108660.1	T265_08219
OG0003025	TREG1_52890.1, TREG1_52890.2	T265_08285
OG0003026	TREG1_53110.1, TREG1_53110.2, TREG1_53110.3	T265_02585
OG0003027	TREG1_55360.5, TREG1_55360.1, TREG1_55360.3, TREG1_55360.4, TREG1_55360.2	T265_11623
OG0003028	TREG1_1720.1	T265_14740
OG0003029	TREG1_112920.1, TREG1_112920.2	T265_07912
OG0003030	TREG1_15070.1, TREG1_15080.1	T265_14667
OG0003031	TREG1_81820.2, TREG1_81820.1, TREG1_81820.3, TREG1_81820.4	T265_03339
OG0003032	TREG1_81500.1	T265_09883
OG0003033	TREG1_71850.1, TREG1_71840.1	T265_00067
OG0003034	TREG1_117800.1	T265_13931
OG0003036	TREG1_110270.1	T265_13241
OG0003037	TREG1_101240.1	T265_08191
OG0003038	TREG1_70110.1, TREG1_70220.1, TREG1_70220.2	T265_01298
OG0003039	TREG1_62870.1	T265_12554
OG0003040	TREG1_47660.1, TREG1_47660.2, TREG1_47660.3, TREG1_47650.1	T265_08335
OG0003041	TREG1_51360.1	T265_00719
OG0003043	TREG1_64010.1, TREG1_63990.1	T265_02896
OG0003044	TREG1_34530.1, TREG1_7400.1	T265_01567
OG0003045	TREG1_69760.1, TREG1_69760.2, TREG1_69760.11, TREG1_69760.13, TREG1_69760.6, TREG1_69760.10, TREG1_69760.12, TREG1_69760.14, TREG1_69760.4, TREG1_69760.5, TREG1_69760.7, TREG1_69760.8, TREG1_69760.9, TREG1_69760.3	T265_05095
OG0003046	TREG1_69750.1, TREG1_69750.2	T265_05093
OG0003047	TREG1_20260.3, TREG1_20260.1, TREG1_20260.2	T265_13450
OG0003048	TREG1_61360.1, TREG1_61360.2	T265_01218, T265_09411
OG0003049	TREG1_61370.1, TREG1_61370.2	T265_01217
OG0003050	TREG1_104400.1, TREG1_104400.2	T265_04271, T265_04273
OG0003051	TREG1_60340.1	T265_09098
OG0003052	TREG1_89000.1	T265_11750
OG0003053	TREG1_38440.1	T265_03747
OG0003054	TREG1_11220.3, TREG1_11220.1, TREG1_11220.2	T265_03119
OG0003055	TREG1_75810.1	T265_09217
OG0003056	TREG1_11030.1	T265_07027
OG0003057	TREG1_87700.1, TREG1_87700.2	T265_07016
OG0003058	TREG1_128100.1, TREG1_128100.2, TREG1_128100.3, TREG1_128100.4, TREG1_128100.5	T265_03889
OG0003059	TREG1_44240.1	T265_01103, T265_11098, T265_12033
OG0003060	TREG1_66600.1	T265_13466
OG0003061	TREG1_114010.1	T265_07124
OG0003062	TREG1_127720.1, TREG1_127780.1	T265_07364
OG0003063	TREG1_16730.1	T265_15517
OG0003064	TREG1_3970.1, TREG1_3970.3, TREG1_3970.2, TREG1_3970.4	T265_01571
OG0003065	TREG1_142140.1, TREG1_27410.2, TREG1_27410.1, TREG1_27410.3	T265_12659
OG0003066	TREG1_131470.1, TREG1_131470.2, TREG1_131470.4, TREG1_131470.6, TREG1_131470.3, TREG1_131470.5	T265_04405
OG0003067	TREG1_54630.1, TREG1_54630.5, TREG1_54630.7, TREG1_54630.3, TREG1_54630.4, TREG1_54630.2, TREG1_54630.6	T265_01085
OG0003068	TREG1_105230.1, TREG1_105230.2	T265_11773
OG0003069	TREG1_95960.1	T265_01995
OG0003071	TREG1_83980.1	T265_04804
OG0003072	TREG1_101260.1	T265_11500
OG0003073	TREG1_88680.1	T265_12790
OG0003074	TREG1_78350.1, TREG1_78350.2, TREG1_78350.3, TREG1_78350.4, TREG1_78350.5	T265_14915
OG0003075	TREG1_77770.1	T265_14577
OG0003076	TREG1_77840.1	T265_10794, T265_16094
OG0003077	TREG1_99050.1, TREG1_99050.2	T265_15604
OG0003078	TREG1_86530.1	T265_00099
OG0003079	TREG1_73860.1, TREG1_73860.2, TREG1_73860.3	T265_11875
OG0003080	TREG1_25540.1	T265_07755
OG0003081	TREG1_25770.1, TREG1_33630.1, TREG1_33620.1	T265_03078
OG0003082	TREG1_76720.1	T265_11379
OG0003083	TREG1_109630.1	T265_14683
OG0003085	TREG1_37160.1	T265_14689
OG0003087	TREG1_134640.1	T265_08143
OG0003088	TREG1_21680.1, TREG1_21680.2, TREG1_21680.3	T265_02291, T265_04908
OG0003089	TREG1_16190.1, TREG1_16190.3, TREG1_16190.2	T265_11951
OG0003090	TREG1_41880.1, TREG1_41880.2	T265_13275
OG0003107	TREG1_75300.1, TREG1_75300.2, TREG1_75300.3	T265_05277
OG0003108	TREG1_38810.1, TREG1_38800.1	T265_06555
OG0003109	TREG1_20030.1	T265_13791
OG0003110	TREG1_14030.2, TREG1_14030.1, TREG1_13980.1, TREG1_13980.2, TREG1_13980.3, TREG1_14010.1, TREG1_14010.3, TREG1_14010.4, TREG1_14010.2, TREG1_14010.5, TREG1_14010.6	T265_04583, T265_04581
OG0003111	TREG1_103310.1, TREG1_103320.1	T265_01222
OG0003112	TREG1_91820.1	T265_03161
OG0003114	TREG1_119860.1	T265_04310
OG0003115	TREG1_106720.3, TREG1_106720.2, TREG1_106720.1	T265_12647
OG0003116	TREG1_124110.1, TREG1_124120.1	T265_06786, T265_16161
OG0003117	TREG1_21230.1, TREG1_21230.2, TREG1_21230.3	T265_00936
OG0003120	TREG1_103190.1	T265_12987
OG0003121	TREG1_4740.1, TREG1_4740.2, TREG1_4740.3, TREG1_4740.4, TREG1_4740.5, TREG1_4740.6	T265_03332
OG0003122	TREG1_600.1	T265_00248
OG0003124	TREG1_124860.1	T265_09973
OG0003125	TREG1_102920.1, TREG1_102920.2	T265_01989
OG0003126	TREG1_21510.4, TREG1_21510.5, TREG1_21510.1, TREG1_21510.2, TREG1_21510.3	T265_02263
OG0003127	TREG1_121820.1	T265_00393
OG0003128	TREG1_110930.1, TREG1_110930.2	T265_12835
OG0003130	TREG1_37620.1, TREG1_37620.4, TREG1_37620.2, TREG1_37620.3	T265_03769, T265_03257, T265_03259, T265_03260
OG0003131	TREG1_139830.1, TREG1_104870.1, TREG1_139820.1, TREG1_139820.2	T265_16261, T265_12645
OG0003133	TREG1_81610.1	T265_15587
OG0003134	TREG1_113920.6, TREG1_113920.5, TREG1_113920.1, TREG1_113920.2, TREG1_113920.3, TREG1_113920.4	T265_06539
OG0003136	TREG1_2010.1	T265_01565
OG0003137	TREG1_111930.1, TREG1_111940.1, TREG1_111920.1, TREG1_111910.1, TREG1_111920.2, TREG1_111920.3	T265_13566
OG0003138	TREG1_120710.1, TREG1_120710.2, TREG1_120710.3, TREG1_120710.4	T265_01867, T265_12886
OG0003139	TREG1_71670.1, TREG1_71670.2	T265_09293
OG0003142	TREG1_104730.1	T265_13088, T265_12449
OG0003144	TREG1_43740.1	T265_07038
OG0003145	TREG1_22470.3, TREG1_22470.1, TREG1_22470.2	T265_10158, T265_10168, T265_16083
OG0003146	TREG1_89040.1	T265_00190
OG0003147	TREG1_72540.1, TREG1_72540.2	T265_04879
OG0003148	TREG1_131210.2, TREG1_131210.1, TREG1_131210.3, TREG1_131210.4	T265_05214
OG0003149	TREG1_76400.1	T265_14469
OG0003150	TREG1_108390.1	T265_03278
OG0003151	TREG1_61970.1	T265_13108
OG0003152	TREG1_47330.1, TREG1_47330.2, TREG1_47330.3, TREG1_47330.4, TREG1_47330.5	T265_13663, T265_16373, T265_07971, T265_16076
OG0003153	TREG1_106820.1, TREG1_106820.2, TREG1_106820.3	T265_11495
OG0003154	TREG1_52560.1, TREG1_52550.1, TREG1_52550.2	T265_08108
OG0003155	TREG1_92730.1, TREG1_95670.1	T265_07187
OG0003156	TREG1_45900.2, TREG1_45900.3, TREG1_45900.4, TREG1_45900.5, TREG1_45900.6, TREG1_45900.1, TREG1_45900.7	T265_05065
OG0003157	TREG1_37930.1, TREG1_73050.1, TREG1_73050.2, TREG1_73050.3	T265_07210
OG0003158	TREG1_126130.1	T265_03832
OG0003159	TREG1_74410.1, TREG1_74410.2, TREG1_74410.3	T265_10689
OG0003160	TREG1_23470.4, TREG1_23470.2, TREG1_23470.1, TREG1_23470.5, TREG1_23470.3	T265_03695
OG0003161	TREG1_72200.1, TREG1_72210.1, TREG1_43750.1	T265_00163
OG0003164	TREG1_44650.1, TREG1_44650.2	T265_07313
OG0003167	TREG1_132390.1	T265_04823, T265_15925
OG0003168	TREG1_81980.1	T265_00599
OG0003169	TREG1_27220.1	T265_10047
OG0003170	TREG1_19340.1, TREG1_19340.2, TREG1_18590.1	T265_09151
OG0003171	TREG1_100860.1, TREG1_100860.2, TREG1_100860.3	T265_14761, T265_14762
OG0003172	TREG1_23950.1, TREG1_23950.2	T265_12118, T265_11052
OG0003173	TREG1_55230.1	T265_02971
OG0003174	TREG1_100030.1	T265_08480
OG0003175	TREG1_133360.1	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	TREG1_99280.1	T265_13135
OG0003177	TREG1_38290.1, TREG1_38290.2, TREG1_38290.4, TREG1_38290.5, TREG1_38290.6, TREG1_38290.3	T265_11345
OG0003178	TREG1_44600.1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	TREG1_106440.1	T265_01970
OG0003180	TREG1_190.1	T265_15379
OG0003181	TREG1_45740.1	T265_12891
OG0003182	TREG1_50010.3, TREG1_50010.1, TREG1_50010.2, TREG1_50010.4	T265_10341
OG0003183	TREG1_32060.1, TREG1_34650.1, TREG1_34670.1, TREG1_16540.3, TREG1_16540.4, TREG1_16540.5, TREG1_16540.6, TREG1_16540.2, TREG1_16540.1	T265_04369, T265_16026
OG0003184	TREG1_48370.1, TREG1_48370.2	T265_03526
OG0003185	TREG1_98060.1, TREG1_98060.2	T265_15307
OG0003186	TREG1_50460.1	T265_04885
OG0003187	TREG1_106860.1	T265_00780
OG0003188	TREG1_113310.1	T265_07818
OG0003189	TREG1_76240.1, TREG1_76240.2	T265_01242
OG0003190	TREG1_85380.6, TREG1_85380.5, TREG1_85380.1, TREG1_85380.3, TREG1_85380.2, TREG1_85380.4	T265_11076
OG0003191	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5	T265_13899
OG0003192	TREG1_89430.1	T265_08136
OG0003193	TREG1_47370.1	T265_05017
OG0003194	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6	T265_03962
OG0003195	TREG1_19670.1, TREG1_19670.2	T265_15661
OG0003196	TREG1_81370.1, TREG1_81370.2	T265_01121
OG0003197	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3	T265_14545
OG0003198	TREG1_76520.1	T265_05273
OG0003199	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3	T265_08967
OG0003200	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2	T265_13485
OG0003201	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6	T265_10050
OG0003203	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1	T265_08385
OG0003204	TREG1_16040.1	T265_14093
OG0003205	TREG1_56880.1	T265_14205
OG0003206	TREG1_13540.1	T265_06903
OG0003207	TREG1_7060.1	T265_00236
OG0003208	TREG1_93220.1, TREG1_93220.2	T265_12719, T265_01116, T265_02116
OG0003209	TREG1_108500.1, TREG1_108490.1	T265_04035
OG0003210	TREG1_29960.1	T265_15007, T265_15334
OG0003211	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3	T265_11261, T265_15387
OG0003212	TREG1_13240.1, TREG1_13250.1	T265_00230
OG0003213	TREG1_34370.1	T265_10936
OG0003214	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3	T265_02512
OG0003215	TREG1_11730.1, TREG1_11730.2	T265_11178, T265_11179
OG0003216	TREG1_82340.1	T265_09762
OG0003217	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3	T265_02011
OG0003218	TREG1_79130.1	T265_08129
OG0003220	TREG1_102690.1, TREG1_74120.1, TREG1_65120.1, TREG1_63220.1, TREG1_33420.1, TREG1_145100.1, TREG1_85120.1, TREG1_89970.1, TREG1_89970.2, TREG1_14210.1, TREG1_81250.1, TREG1_142780.1, TREG1_56570.1, TREG1_77680.1, TREG1_11530.1, TREG1_110740.1, TREG1_119630.1, TREG1_130390.1, TREG1_140760.1, TREG1_18120.1, TREG1_59830.1, TREG1_80030.1	T265_04665, T265_04127, T265_14421, T265_09523
OG0003222	TREG1_15000.1	T265_15508
OG0003223	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2	T265_07346
OG0003224	TREG1_55500.1	T265_01519
OG0003226	TREG1_8310.1, TREG1_8300.1	T265_04588, T265_06369
OG0003227	TREG1_87790.1	T265_15188
OG0003228	TREG1_120960.1	T265_05344
OG0003229	TREG1_106300.1	T265_01945
OG0003230	TREG1_72380.1	T265_03970
OG0003232	TREG1_6750.1	T265_11465
OG0003233	TREG1_23890.1, TREG1_23880.1	T265_15043
OG0003234	TREG1_85690.1	T265_08452
