Orthogroup	trichobilharzia_regenti	schistosoma_intercalatum
OG0003764	TREG1_58310.4, TREG1_58310.1, TREG1_58310.3, TREG1_58320.1, TREG1_58310.2, TREG1_58310.5	SINT1_39160.1, SINT1_39160.2
OG0003765	TREG1_15970.1	SINT1_12060.1, SINT1_12060.2
OG0003766	TREG1_61310.1, TREG1_61300.1	SINT1_46580.1, SINT1_46580.2
OG0003767	TREG1_79540.1, TREG1_79540.2	SINT1_59820.1, SINT1_59820.2
OG0003768	TREG1_143260.1, TREG1_1540.1, TREG1_1550.1	SINT1_1720.1, SINT1_1720.2
OG0003769	TREG1_35040.1, TREG1_35040.2	SINT1_25140.1
OG0003770	TREG1_99690.3, TREG1_99690.2, TREG1_99690.4, TREG1_99690.1, TREG1_99690.5, TREG1_23650.1	SINT1_69770.1
OG0003771	TREG1_4090.2, TREG1_4090.4, TREG1_4090.1, TREG1_4090.3	SINT1_6670.1
OG0003772	TREG1_66430.1	SINT1_48080.1
OG0003773	TREG1_124150.1	SINT1_86740.1
OG0003774	TREG1_101650.1, TREG1_101650.2	SINT1_71370.1, SINT1_71370.2
OG0003776	TREG1_19440.1	SINT1_7760.3, SINT1_7760.1, SINT1_7760.2
OG0003777	TREG1_78860.1	SINT1_57910.1
OG0003778	TREG1_132240.1, TREG1_132230.1, TREG1_139430.1	SINT1_91230.1, SINT1_91230.2
OG0003779	TREG1_17900.1, TREG1_17900.2, TREG1_17900.4, TREG1_17900.3	SINT1_13760.2, SINT1_13760.1
OG0003780	TREG1_89620.1	SINT1_66070.1, SINT1_66070.2
OG0003781	TREG1_39140.2, TREG1_39140.1, TREG1_39140.3	SINT1_26380.1, SINT1_26380.2
OG0003782	TREG1_67990.4, TREG1_67990.1, TREG1_67990.2, TREG1_67990.3	SINT1_50220.1, SINT1_50220.2
OG0003783	TREG1_62420.1	SINT1_46060.1
OG0003784	TREG1_63090.1	SINT1_46220.1
OG0003785	TREG1_31110.1	SINT1_44850.1
OG0003786	TREG1_85620.1, TREG1_85620.2	SINT1_63250.1
OG0003787	TREG1_25280.1, TREG1_25280.2, TREG1_25280.3, TREG1_25280.4	SINT1_21100.1, SINT1_21100.2, SINT1_21100.3, SINT1_21100.4
OG0003788	TREG1_101760.1	SINT1_70620.1
OG0003789	TREG1_14110.1, TREG1_14110.2, TREG1_103480.2, TREG1_103480.1, TREG1_103480.3, TREG1_103480.4	SINT1_8050.1, SINT1_8050.2, SINT1_8050.3
OG0003790	TREG1_46770.1	SINT1_29860.1
OG0003791	TREG1_62230.1	SINT1_46340.1
OG0003792	TREG1_119040.1, TREG1_119050.1, TREG1_73620.1, TREG1_73620.2, TREG1_73360.1	SINT1_55230.1
OG0003793	TREG1_61990.9, TREG1_61990.11, TREG1_61990.10, TREG1_62020.2, TREG1_62020.1, TREG1_62040.1, TREG1_62040.2	SINT1_46500.1
OG0003794	TREG1_118310.1, TREG1_118310.2, TREG1_118310.3, TREG1_118310.4	SINT1_84350.1, SINT1_84350.2
OG0003795	TREG1_12250.1	SINT1_290.1
OG0003796	TREG1_88020.1	SINT1_65050.1, SINT1_65050.2, SINT1_65050.3
OG0003797	TREG1_107750.3, TREG1_107750.1, TREG1_107750.2	SINT1_74680.1, SINT1_74680.2
OG0003798	TREG1_21020.1	SINT1_15150.1
OG0003799	TREG1_113650.1	SINT1_80440.1, SINT1_80440.2, SINT1_80440.3
OG0003800	TREG1_32680.1	SINT1_23480.2, SINT1_23480.1
OG0003801	TREG1_75490.1, TREG1_75490.2, TREG1_75490.3, TREG1_75500.1	SINT1_53100.1, SINT1_53100.2
OG0003802	TREG1_104200.1, TREG1_104200.2, TREG1_104200.3, TREG1_104200.4	SINT1_77210.1
OG0003803	TREG1_2330.1	SINT1_10190.1, SINT1_10190.2, SINT1_10190.3, SINT1_10190.4, SINT1_10190.5
OG0003804	TREG1_15130.1, TREG1_15130.2, TREG1_15130.3	SINT1_15490.1, SINT1_15490.2, SINT1_15490.3, SINT1_15490.4
OG0003805	TREG1_14240.1, TREG1_14240.2, TREG1_14240.3, TREG1_14240.4, TREG1_14240.5	SINT1_950.1
OG0003806	TREG1_3360.13, TREG1_3360.15, TREG1_3360.16, TREG1_3360.12, TREG1_3460.1, TREG1_3360.14	SINT1_7910.1
OG0003807	TREG1_52900.3, TREG1_52900.1, TREG1_52900.2	SINT1_36990.1
OG0003808	TREG1_101250.1	SINT1_78360.1
OG0003809	TREG1_95160.3, TREG1_95160.4, TREG1_95160.1, TREG1_95160.2	SINT1_70040.1
OG0003810	TREG1_49290.1, TREG1_49290.2, TREG1_49290.3	SINT1_30200.1
OG0003811	TREG1_33640.1	SINT1_26990.1
OG0003812	TREG1_54730.1	SINT1_25060.1
OG0003814	TREG1_111010.1, TREG1_111010.2	SINT1_80900.1
OG0003815	TREG1_124390.1, TREG1_124390.2, TREG1_124390.3	SINT1_87660.1, SINT1_87660.2, SINT1_87660.3, SINT1_87660.4, SINT1_87660.6, SINT1_87660.5
OG0003816	TREG1_79920.1	SINT1_59310.1, SINT1_59310.2
OG0003817	TREG1_18870.1, TREG1_18890.1, TREG1_18880.1, TREG1_81120.1	SINT1_59890.1, SINT1_59890.2
OG0003820	TREG1_57490.1	SINT1_41310.1, SINT1_41320.1
OG0003822	TREG1_130240.1, TREG1_130250.1, TREG1_62930.1	SINT1_91790.1
OG0003827	TREG1_48230.1, TREG1_48230.3, TREG1_48230.2	SINT1_30020.1
OG0003828	TREG1_39930.1, TREG1_39930.2	SINT1_37610.1
OG0003829	TREG1_26210.1	SINT1_7200.1, SINT1_7200.2
OG0003830	TREG1_20570.1	SINT1_11490.2, SINT1_11490.1, SINT1_11490.4, SINT1_11490.3
OG0003831	TREG1_135520.1	SINT1_93980.1, SINT1_93980.2
OG0003832	TREG1_135650.1	SINT1_93940.2, SINT1_93940.1, SINT1_93940.3
OG0003833	TREG1_35900.1	SINT1_44990.1
OG0003834	TREG1_19320.1	SINT1_2980.1, SINT1_2980.2
OG0003835	TREG1_29020.1	SINT1_15940.1, SINT1_15940.2
OG0003836	TREG1_48200.1, TREG1_48200.2, TREG1_48210.2, TREG1_48210.1	SINT1_29990.1
OG0003837	TREG1_40730.1, TREG1_40730.2, TREG1_40730.3, TREG1_40730.4	SINT1_40220.1
OG0003838	TREG1_14580.1	SINT1_14150.1
OG0003839	TREG1_15190.1, TREG1_15190.2	SINT1_12000.1
OG0003841	TREG1_55520.1	SINT1_38330.1
OG0003842	TREG1_49120.1, TREG1_49130.1	SINT1_30350.1, SINT1_30350.2
OG0003843	TREG1_4290.1	SINT1_8320.1
OG0003844	TREG1_53410.1, TREG1_53410.2	SINT1_32990.1
OG0003845	TREG1_127970.2, TREG1_127970.1, TREG1_127970.3	SINT1_90420.1, SINT1_90420.2
OG0003846	TREG1_12410.1	SINT1_4590.1
OG0003847	TREG1_85930.1	SINT1_61330.3, SINT1_61330.1, SINT1_61330.2
OG0003848	TREG1_116900.1, TREG1_116900.2	SINT1_84190.1, SINT1_84190.3, SINT1_84190.2
OG0003849	TREG1_30150.1	SINT1_19920.1, SINT1_19920.2
OG0003850	TREG1_46510.1, TREG1_46510.2	SINT1_29550.1
OG0003851	TREG1_86590.1	SINT1_62530.1
OG0003852	TREG1_130500.1	SINT1_91830.1
OG0003853	TREG1_133250.1	SINT1_94660.1
OG0003854	TREG1_89700.1	SINT1_66020.1, SINT1_66020.2, SINT1_66020.3, SINT1_66020.4, SINT1_66020.5
OG0003855	TREG1_56830.1	SINT1_40850.1
OG0003856	TREG1_116520.1	SINT1_83860.1, SINT1_83860.2
OG0003857	TREG1_43010.1	SINT1_38640.1, SINT1_38640.2, SINT1_38640.3
OG0003858	TREG1_47510.1	SINT1_32480.1
OG0003859	TREG1_87390.1, TREG1_87400.1	SINT1_62910.1
OG0003860	TREG1_58260.1	SINT1_39140.1, SINT1_39140.4, SINT1_39140.2, SINT1_39140.3
OG0003861	TREG1_40060.1, TREG1_40060.2, TREG1_40060.3, TREG1_40060.4, TREG1_40060.6, TREG1_40060.7, TREG1_40060.5	SINT1_37690.1
OG0003862	TREG1_45460.1, TREG1_45460.2, TREG1_45460.3, TREG1_45460.4, TREG1_45460.5	SINT1_28880.1
OG0003863	TREG1_61110.1	SINT1_22870.1
OG0003865	TREG1_133790.1, TREG1_133790.2, TREG1_133790.3, TREG1_133790.4	SINT1_91950.1
OG0003866	TREG1_41780.1, TREG1_41790.1	SINT1_40410.1
OG0003867	TREG1_67100.1	SINT1_47320.1
OG0003868	TREG1_85090.3, TREG1_85090.1, TREG1_85090.2, TREG1_85090.4	SINT1_60750.1
OG0003869	TREG1_36990.1, TREG1_36990.2, TREG1_36990.3	SINT1_41680.1
OG0003870	TREG1_130290.1, TREG1_130290.3, TREG1_130290.4, TREG1_130290.2, TREG1_130290.5	SINT1_91710.1
OG0003871	TREG1_52540.1	SINT1_30620.1, SINT1_30620.2
OG0003872	TREG1_75960.1	SINT1_56310.1
OG0003873	TREG1_109990.1, TREG1_109990.2	SINT1_79410.1, SINT1_79410.2, SINT1_79410.3
OG0003874	TREG1_39580.1, TREG1_39580.2	SINT1_43520.1
OG0003875	TREG1_32690.1	SINT1_23490.1
OG0003876	TREG1_43160.1	SINT1_39550.1, SINT1_39550.2
OG0003877	TREG1_81470.1, TREG1_81470.2	SINT1_61940.1
OG0003878	TREG1_83490.1	SINT1_61950.1
OG0003879	TREG1_109350.1	SINT1_79290.1
OG0003880	TREG1_126150.3, TREG1_126150.1, TREG1_126150.2	SINT1_89230.1
OG0003881	TREG1_83870.1	SINT1_60560.1
OG0003882	TREG1_134530.1	SINT1_91940.1
OG0003883	TREG1_83920.3, TREG1_83920.2, TREG1_83920.1	SINT1_60480.1
OG0003884	TREG1_59050.1, TREG1_59050.2	SINT1_24370.1, SINT1_24370.2
OG0003885	TREG1_122730.1	SINT1_85250.1
OG0003886	TREG1_52270.1	SINT1_38350.1, SINT1_38350.2
OG0003887	TREG1_123620.1, TREG1_123610.1	SINT1_86820.1
OG0003888	TREG1_123640.1	SINT1_88990.1
OG0003889	TREG1_98740.1, TREG1_98740.2	SINT1_74510.1
OG0003890	TREG1_17830.1, TREG1_17830.3, TREG1_17830.2	SINT1_20950.1
OG0003891	TREG1_13800.1	SINT1_14180.1
OG0003892	TREG1_124130.1	SINT1_86720.2, SINT1_86720.1
OG0003894	TREG1_20860.1	SINT1_11860.1
OG0003895	TREG1_72930.1, TREG1_72930.2	SINT1_52350.1, SINT1_52350.4, SINT1_52350.2, SINT1_52350.3
OG0003896	TREG1_63420.1	SINT1_52830.1, SINT1_52830.2, SINT1_52830.3
OG0003898	TREG1_11580.1	SINT1_9220.1
OG0003899	TREG1_73060.1	SINT1_52390.2, SINT1_52380.1, SINT1_52390.1
OG0003900	TREG1_92440.1	SINT1_68070.1
OG0003901	TREG1_92460.1, TREG1_92460.2	SINT1_68030.1
OG0003902	TREG1_124550.1	SINT1_86380.1
OG0003903	TREG1_82870.1	SINT1_67900.3, SINT1_67900.4, SINT1_67900.5, SINT1_67900.6, SINT1_67900.1, SINT1_67900.2
OG0003904	TREG1_93450.1	SINT1_67340.1
OG0003905	TREG1_131610.1, TREG1_131610.2	SINT1_92870.2, SINT1_92870.3, SINT1_92870.5, SINT1_92870.1, SINT1_92870.4
OG0003906	TREG1_10280.1, TREG1_10280.2, TREG1_10280.3	SINT1_8200.1
OG0003907	TREG1_14190.1, TREG1_14200.1, TREG1_14200.2, TREG1_14200.3, TREG1_14200.4	SINT1_400.1
OG0003908	TREG1_21610.2, TREG1_21610.4, TREG1_21610.3, TREG1_21610.1	SINT1_22490.1
OG0003909	TREG1_44390.1	SINT1_36080.1
OG0003910	TREG1_76380.1, TREG1_76380.2, TREG1_76380.3	SINT1_55960.1
OG0003911	TREG1_56680.1	SINT1_40990.1
OG0003912	TREG1_109450.1, TREG1_109450.2	SINT1_78260.3, SINT1_78260.1, SINT1_78260.2
OG0003913	TREG1_45330.1	SINT1_30850.1
OG0003914	TREG1_99860.1, TREG1_99860.2	SINT1_68810.1
OG0003915	TREG1_99850.1	SINT1_68820.1
OG0003916	TREG1_117650.1	SINT1_82350.1, SINT1_82350.2
OG0003917	TREG1_24730.1, TREG1_24730.3, TREG1_24730.2	SINT1_14520.1, SINT1_14520.2
OG0003918	TREG1_67190.1, TREG1_67180.4, TREG1_67180.1, TREG1_67180.3, TREG1_67180.2, TREG1_65850.1	SINT1_49750.1
OG0003919	TREG1_53790.1, TREG1_53780.1	SINT1_34190.1
OG0003920	TREG1_17690.1	SINT1_16830.1
OG0003921	TREG1_99340.1, TREG1_99350.1, TREG1_99360.1, TREG1_99320.1, TREG1_99370.1	SINT1_69260.1
OG0003922	TREG1_91830.1, TREG1_91840.1, TREG1_91860.1, TREG1_91850.1	SINT1_67250.1
OG0003923	TREG1_54410.1	SINT1_24780.2, SINT1_24780.1
OG0003924	TREG1_76450.1, TREG1_76450.2, TREG1_76460.1	SINT1_55900.1
OG0003925	TREG1_73740.1	SINT1_52610.1
OG0003926	TREG1_35640.1, TREG1_35640.3, TREG1_35640.6, TREG1_35640.4, TREG1_35640.5, TREG1_35640.7, TREG1_35640.2, TREG1_35590.5	SINT1_25500.1
OG0003927	TREG1_92360.1	SINT1_68140.3, SINT1_68140.1, SINT1_68140.2
OG0003928	TREG1_140030.1, TREG1_140030.2, TREG1_140030.3, TREG1_56720.1, TREG1_56710.1	SINT1_40950.1, SINT1_40950.2
OG0003929	TREG1_61570.1	SINT1_45620.1
OG0003930	TREG1_102700.1, TREG1_102710.3, TREG1_102710.4, TREG1_102710.2, TREG1_102710.1	SINT1_79090.1, SINT1_79090.2
OG0003931	TREG1_70270.1, TREG1_70280.1	SINT1_52690.1, SINT1_52690.2, SINT1_52690.3, SINT1_52690.4
OG0003932	TREG1_24670.1	SINT1_14770.2, SINT1_14770.1
OG0003933	TREG1_35920.3, TREG1_35920.1, TREG1_35920.2	SINT1_45010.1
OG0003934	TREG1_14290.1, TREG1_14290.2, TREG1_14290.3, TREG1_14290.4, TREG1_112300.1	SINT1_410.1
OG0003935	TREG1_17590.1	SINT1_14450.1
OG0003936	TREG1_9560.1	SINT1_6590.1, SINT1_6590.2, SINT1_6590.3, SINT1_6590.4
OG0003937	TREG1_63680.1, TREG1_63670.1	SINT1_47710.1, SINT1_47710.2
OG0003938	TREG1_105510.1, TREG1_105510.2	SINT1_72080.1
OG0003939	TREG1_110150.1	SINT1_83200.1, SINT1_83200.2, SINT1_83200.3
OG0003940	TREG1_29940.1	SINT1_13040.1, SINT1_13040.2
OG0003941	TREG1_1330.1	SINT1_4180.1
OG0003941	TREG1_1320.1, TREG1_1370.1	SINT1_4190.1, SINT1_4190.2
OG0003942	TREG1_62280.3, TREG1_62280.1, TREG1_62280.2, TREG1_62280.4	SINT1_45880.1, SINT1_45880.2, SINT1_45880.3, SINT1_45880.4
OG0003943	TREG1_63370.1	SINT1_46390.1
OG0003944	TREG1_63360.1	SINT1_46380.1
OG0003945	TREG1_120990.1	SINT1_86100.4, SINT1_86100.2, SINT1_86100.1, SINT1_86100.5, SINT1_86100.3
OG0003946	TREG1_54510.1	SINT1_24870.1
OG0003947	TREG1_56950.1	SINT1_40630.1, SINT1_40630.4, SINT1_40630.2, SINT1_40630.3
OG0003948	TREG1_76750.1, TREG1_76750.2	SINT1_56580.1
OG0003949	TREG1_70880.1	SINT1_54060.1
OG0003950	TREG1_20210.1	SINT1_6460.1, SINT1_6460.2
OG0003951	TREG1_69310.1, TREG1_45360.1, TREG1_45390.1	SINT1_48530.1, SINT1_48520.1
OG0003952	TREG1_122890.1	SINT1_88680.1
OG0003953	TREG1_112620.1	SINT1_79430.1, SINT1_79430.2
OG0003954	TREG1_91740.1, TREG1_91740.2	SINT1_60850.1, SINT1_60890.1, SINT1_60840.1
OG0003955	TREG1_65960.1, TREG1_65960.2	SINT1_49630.1
OG0003956	TREG1_86470.1, TREG1_86470.2, TREG1_86470.3	SINT1_62490.1, SINT1_62490.2
OG0003957	TREG1_57390.1, TREG1_57390.2	SINT1_34900.1, SINT1_34900.2
OG0003958	TREG1_51740.1	SINT1_25970.1, SINT1_25970.2
OG0003959	TREG1_15340.1	SINT1_11950.1, SINT1_11950.2
OG0003960	TREG1_64640.1, TREG1_64640.2	SINT1_51470.1, SINT1_51470.2, SINT1_51470.3, SINT1_51480.1
OG0003961	TREG1_110130.1	SINT1_70750.1, SINT1_70750.2
OG0003962	TREG1_49000.1	SINT1_30430.1
OG0003963	TREG1_21790.2, TREG1_21790.3, TREG1_21790.1, TREG1_21790.4	SINT1_19380.1, SINT1_19380.2
OG0003964	TREG1_13670.1	SINT1_17720.1
OG0003965	TREG1_60240.1	SINT1_27550.1
OG0003966	TREG1_1170.1	SINT1_8250.1, SINT1_8250.2, SINT1_8250.3
OG0003967	TREG1_41930.1, TREG1_41920.1	SINT1_42340.1, SINT1_42340.2
OG0003968	TREG1_3030.1	SINT1_3260.1
OG0003969	TREG1_115690.1, TREG1_115680.1	SINT1_82620.1, SINT1_82630.1
OG0003970	TREG1_127900.1, TREG1_127900.4, TREG1_127900.2, TREG1_127900.3	SINT1_90790.3, SINT1_90790.2, SINT1_90790.1
OG0003971	TREG1_88560.1	SINT1_62630.1
OG0003972	TREG1_49990.1	SINT1_31310.1, SINT1_31310.2, SINT1_31310.3
OG0003973	TREG1_133280.2, TREG1_133280.1, TREG1_133280.3	SINT1_94560.1
OG0003974	TREG1_61900.1	SINT1_53590.1, SINT1_53590.2, SINT1_53590.3, SINT1_53590.4, SINT1_53590.5, SINT1_53590.6, SINT1_53590.7
OG0003975	TREG1_57880.1	SINT1_39040.1
OG0003976	TREG1_35800.1	SINT1_25320.1, SINT1_25320.2, SINT1_25320.5, SINT1_25320.6, SINT1_25320.3, SINT1_25320.4
OG0003977	TREG1_67660.1	SINT1_53430.1, SINT1_53430.2
OG0003978	TREG1_68300.1, TREG1_68300.2, TREG1_68300.3, TREG1_68300.4, TREG1_68300.5, TREG1_68300.6	SINT1_48340.1
OG0003979	TREG1_8340.1, TREG1_8340.2, TREG1_8340.3	SINT1_14210.1
OG0003980	TREG1_132670.2, TREG1_132670.1, TREG1_132670.3	SINT1_91150.1
OG0003981	TREG1_32760.1, TREG1_32760.2, TREG1_32760.3	SINT1_23540.1, SINT1_23540.2, SINT1_23540.3
OG0003982	TREG1_61660.1, TREG1_61660.2, TREG1_61660.3	SINT1_65300.1
OG0003983	TREG1_83810.1, TREG1_83810.2	SINT1_60580.1
OG0003984	TREG1_11880.1, TREG1_11880.2, TREG1_11880.3	SINT1_9630.1, SINT1_9700.1
OG0003985	TREG1_87990.1, TREG1_87990.2	SINT1_65030.1
OG0003986	TREG1_81160.1	SINT1_65440.1, SINT1_65440.2
OG0003987	TREG1_4170.1, TREG1_4170.2, TREG1_4170.3, TREG1_4170.4, TREG1_4170.5, TREG1_4170.6, TREG1_4170.7	SINT1_7940.1
OG0003988	TREG1_40170.1, TREG1_40170.2	SINT1_37790.1
OG0003989	TREG1_78630.1, TREG1_78630.2, TREG1_78630.3	SINT1_58260.1, SINT1_58260.2, SINT1_58260.3
OG0003990	TREG1_69590.1	SINT1_48970.1, SINT1_48970.2
OG0003991	TREG1_14640.1	SINT1_14920.1
OG0003992	TREG1_51120.1	SINT1_31440.1
OG0003993	TREG1_106340.1	SINT1_75070.1, SINT1_95790.1
OG0003994	TREG1_56490.1, TREG1_56490.2, TREG1_56490.4, TREG1_56490.3	SINT1_41050.1
OG0003995	TREG1_124590.1	SINT1_86510.1
OG0003996	TREG1_70840.1	SINT1_54030.1, SINT1_54030.3, SINT1_54030.2
OG0003997	TREG1_15780.1, TREG1_15780.3, TREG1_15780.4, TREG1_15780.2	SINT1_17970.1, SINT1_17970.2, SINT1_17970.3, SINT1_17970.4
OG0003999	TREG1_21590.1, TREG1_21590.2	SINT1_22540.1, SINT1_22540.2
OG0004000	TREG1_85680.1	SINT1_64210.1, SINT1_64210.2
OG0004001	TREG1_63910.1, TREG1_74110.1	SINT1_46680.1
OG0004002	TREG1_106290.1	SINT1_75030.1, SINT1_75030.2
OG0004003	TREG1_53170.1	SINT1_33020.1
OG0004004	TREG1_97930.1, TREG1_97930.2	SINT1_69360.1
OG0004005	TREG1_45940.1	SINT1_38170.1
OG0004006	TREG1_47630.1, TREG1_47630.2, TREG1_47630.4, TREG1_47630.3	SINT1_32840.1, SINT1_32840.2
OG0004007	TREG1_103650.1, TREG1_103650.2	SINT1_70570.1
OG0004008	TREG1_35220.1	SINT1_25670.2, SINT1_25670.1
OG0004009	TREG1_135960.3, TREG1_135960.5, TREG1_135960.6, TREG1_135960.1, TREG1_135960.4, TREG1_135960.7, TREG1_135960.2	SINT1_93710.1, SINT1_93780.1, SINT1_93770.1
OG0004010	TREG1_32110.1, TREG1_32110.2, TREG1_32110.3	SINT1_23020.1
OG0004011	TREG1_96320.1, TREG1_96320.2	SINT1_76190.1
OG0004012	TREG1_67730.1	SINT1_53510.1
OG0004012	TREG1_67740.1, TREG1_67750.1	SINT1_53500.1
OG0004013	TREG1_91140.1, TREG1_91140.2, TREG1_91140.3, TREG1_91140.4, TREG1_91140.5	SINT1_65160.1
OG0004014	TREG1_114280.1, TREG1_114280.2	SINT1_83570.1
OG0004015	TREG1_136300.1, TREG1_136280.1, TREG1_136290.1	SINT1_92740.1
OG0004016	TREG1_12610.1, TREG1_12610.2, TREG1_12610.3	SINT1_1380.1, SINT1_1380.2
OG0004017	TREG1_11110.1	SINT1_7390.2, SINT1_7390.4
OG0004018	TREG1_121490.3, TREG1_121490.2, TREG1_121490.1, TREG1_121490.4	SINT1_85240.4, SINT1_85240.1, SINT1_85240.2, SINT1_85240.3
OG0004019	TREG1_120260.1, TREG1_120270.1	SINT1_85820.1, SINT1_85820.2
OG0004021	TREG1_124400.1, TREG1_124400.2	SINT1_87650.1, SINT1_87650.2, SINT1_87650.3
OG0004022	TREG1_125920.1	SINT1_87160.1, SINT1_87160.2
OG0004023	TREG1_84270.1	SINT1_59900.1
OG0004024	TREG1_9850.1	SINT1_1150.1
OG0004025	TREG1_26590.1, TREG1_26590.3, TREG1_26590.2	SINT1_21860.1
OG0004026	TREG1_37130.1	SINT1_38790.1
OG0004028	TREG1_56510.1, TREG1_56510.2, TREG1_56510.4, TREG1_56510.3	SINT1_41020.1, SINT1_41020.2
OG0004029	TREG1_99450.1, TREG1_99450.2	SINT1_69170.1, SINT1_69170.2
OG0004030	TREG1_28680.1, TREG1_27310.1, TREG1_27320.1	SINT1_18760.1, SINT1_18760.2, SINT1_18760.3
OG0004031	TREG1_47550.1, TREG1_47550.2	SINT1_32510.1
OG0004032	TREG1_28490.1, TREG1_28490.2, TREG1_28490.4, TREG1_28490.5, TREG1_28490.3, TREG1_142320.1, TREG1_142310.1	SINT1_14380.1
OG0004033	TREG1_54870.1	SINT1_40330.1
OG0004034	TREG1_128450.1	SINT1_90260.1
OG0004035	TREG1_119390.1, TREG1_119390.2	SINT1_87410.1
OG0004036	TREG1_45890.1, TREG1_45890.2	SINT1_38220.1, SINT1_38220.2
OG0004037	TREG1_14380.4, TREG1_14380.1, TREG1_14380.2, TREG1_14380.6, TREG1_14380.7, TREG1_14380.5, TREG1_14380.3	SINT1_770.1
OG0004038	TREG1_69930.1	SINT1_48200.1, SINT1_48200.2, SINT1_48200.3
OG0004039	TREG1_96830.1	SINT1_69530.1
OG0004040	TREG1_73610.1, TREG1_73610.2	SINT1_53250.2, SINT1_53250.1
OG0004041	TREG1_33870.1, TREG1_33880.1	SINT1_41540.1, SINT1_41040.1
OG0004042	TREG1_89730.1, TREG1_89730.2, TREG1_89730.3	SINT1_65980.1
OG0004043	TREG1_6740.1	SINT1_8500.1, SINT1_8500.2, SINT1_8500.3
OG0004044	TREG1_32180.1, TREG1_32180.2	SINT1_23080.1, SINT1_23080.2
OG0004045	TREG1_10440.1	SINT1_360.1, SINT1_360.2, SINT1_360.3, SINT1_360.4
OG0004046	TREG1_7330.1	SINT1_10610.4, SINT1_10610.5, SINT1_10610.1, SINT1_10610.2, SINT1_10610.3
OG0004047	TREG1_42260.1, TREG1_42260.2, TREG1_42260.3	SINT1_42630.1, SINT1_42630.2
OG0004048	TREG1_86990.1	SINT1_59970.2, SINT1_59970.3, SINT1_59970.4, SINT1_59970.5, SINT1_59970.1
OG0004049	TREG1_131350.1	SINT1_93020.4
OG0004050	TREG1_98270.1, TREG1_98290.1, TREG1_98300.1	SINT1_76750.1, SINT1_76750.2, SINT1_76750.3, SINT1_76750.4
OG0004051	TREG1_87490.1	SINT1_63160.1, SINT1_63160.2, SINT1_63160.3
OG0004052	TREG1_80040.1, TREG1_80040.4, TREG1_80020.1, TREG1_80040.5, TREG1_80040.3, TREG1_80040.2	SINT1_58010.1
OG0004053	TREG1_129180.1	SINT1_87520.1
OG0004054	TREG1_103590.1, TREG1_103590.2, TREG1_103600.1, TREG1_103600.2	SINT1_70690.1
OG0004055	TREG1_27080.1, TREG1_27080.2	SINT1_11700.1, SINT1_11700.2
OG0004056	TREG1_138360.2, TREG1_140460.2, TREG1_138360.1, TREG1_140460.1	SINT1_48120.1
OG0004057	TREG1_68210.1, TREG1_68210.2, TREG1_68210.3	SINT1_49450.1
OG0004058	TREG1_98370.1, TREG1_98370.2, TREG1_98370.3, TREG1_98370.4, TREG1_98370.5, TREG1_98370.6, TREG1_98370.7	SINT1_73300.1, SINT1_73300.2
OG0004059	TREG1_88380.1	SINT1_59880.1
OG0004060	TREG1_6490.1, TREG1_6490.2	SINT1_3330.1, SINT1_3330.2, SINT1_3330.3, SINT1_3330.4, SINT1_3330.5
OG0004061	TREG1_123940.1	SINT1_86440.1, SINT1_86440.2
OG0004062	TREG1_124010.1	SINT1_86430.1, SINT1_86430.2
OG0004063	TREG1_610.1	SINT1_510.1
OG0004065	TREG1_15300.1	SINT1_13710.3, SINT1_13710.1, SINT1_13710.4, SINT1_13710.2
OG0004066	TREG1_19810.1, TREG1_19810.2	SINT1_17190.1
OG0004067	TREG1_17960.3, TREG1_17960.1, TREG1_17960.2	SINT1_13780.1
OG0004068	TREG1_103770.1	SINT1_73960.1
OG0004069	TREG1_75650.1, TREG1_75650.4, TREG1_75650.6, TREG1_75650.2, TREG1_75650.3, TREG1_75650.5	SINT1_56380.1
OG0004070	TREG1_135150.1	SINT1_95840.1, SINT1_94940.1
OG0004071	TREG1_131770.1, TREG1_131770.2	SINT1_91280.1
OG0004071	TREG1_28440.1	SINT1_22090.1
OG0004073	TREG1_94230.1	SINT1_68500.1
OG0004073	TREG1_94250.1	SINT1_68520.1
OG0004074	TREG1_136180.1, TREG1_136180.11, TREG1_136180.3, TREG1_136180.12, TREG1_136180.7, TREG1_136180.10, TREG1_136170.2, TREG1_136180.2, TREG1_136180.6, TREG1_136180.8, TREG1_136180.9, TREG1_136180.4, TREG1_136180.5	SINT1_93450.1, SINT1_93450.2
OG0004076	TREG1_119520.1	SINT1_87310.1
OG0004077	TREG1_72310.1, TREG1_72320.1	SINT1_46990.1
OG0004078	TREG1_99310.1, TREG1_99310.3, TREG1_99310.4, TREG1_99310.2	SINT1_69270.2, SINT1_69270.1, SINT1_69270.3
OG0004079	TREG1_104640.1, TREG1_104640.5, TREG1_104640.6, TREG1_104640.2, TREG1_104640.3, TREG1_104640.4	SINT1_73120.1, SINT1_73120.2
OG0004080	TREG1_88910.1	SINT1_64490.1
OG0004081	TREG1_42080.1	SINT1_42510.3, SINT1_42510.5, SINT1_42510.1, SINT1_42510.4, SINT1_42510.2
OG0004082	TREG1_43130.1	SINT1_37400.1
OG0004084	TREG1_14140.1	SINT1_7950.10, SINT1_7950.11, SINT1_8070.1
OG0004089	TREG1_41060.1	SINT1_18390.1
OG0004090	TREG1_125870.1	SINT1_88090.1
